movieId,fight scenes,chase,good,weird,original,weapons,first contact,catastrophe,predictable,greed,vengeance,dialogue,drama,surveillance,mentor,fantasy world,culture clash,runaway,light,fun movie,sacrifice,survival,alter ego,melancholic,betrayal,very funny,adaptation,awesome soundtrack,family,pornography,life & death,islam,independent film,unlikely friendships,computer animation,mad scientist,trilogy,transformation,childhood,life philosophy,creativity,prejudice,wartime,good music,teen movie,not funny,death,drinking,too long,period piece,stereotypes,dysfunctional family,absurd,graphic novel,classic car,immortality,underrated,rebellion,british,alternate history,sexy,ensemble cast,quirky,80s,simple,pulp,multiple storylines,desert,tokyo,nudity (full frontal - brief),island,too short,irish accent,california,robert downey jr,farce,ghosts/afterlife,queer,internet,camp,best of 2005,doctors,brothers,foul language,snakes,memory,writers,time,race,no plot,women,indians,father daughter relationship,hospital,new jersey,new york city,dreams,prison,film noir,hotel,buddy movie,1930s,god,road movie,nudity (topless - brief),small town,san francisco,bollywood,blindness,unlikeable characters,censorship,atheism,nudity (rear),oil,hip hop,directorial debut,kidnapping,kick-butt women,remake,cancer,wilderness,divorce,hunting,addiction,interracial romance,made for tv,russian,fashion,goth,notable nudity,reality tv,stand-up comedy,los angeles,workplace,single father,stoner movie,radio,adoption,australia,shopping,potential oscar nom,wine,texas,documentary,homeless,french,prostitution,finnish,lawyer
Harry Potter and the Chamber of Secrets (2002),0.8987499999999999,0.8345,0.8325,0.90125,0.61275,0.8345,0.8885000000000001,0.8987499999999999,0.955,0.90925,0.90925,0.56775,0.37575,0.5785,0.74475,0.99125,0.3365,0.5055,0.3265,0.694,0.5655,0.11775,0.34475,0.276,0.3259999999999999,0.36675,0.98475,0.349,0.90975,0.6055,0.90125,0.10675,0.6055,0.87375,0.8174999999999999,0.649,0.5325,0.35575,0.90975,0.3622499999999999,0.3994999999999999,0.5655,0.0705,0.3077499999999999,0.8420000000000001,0.3269999999999999,0.14975,0.187,0.67025,0.62,0.2025,0.1654999999999999,0.0785,0.03775,0.2229999999999999,0.21825,0.22875,0.134,0.62,0.1089999999999999,0.1119999999999999,0.1245,0.155,0.11525,0.3722499999999999,0.1865,0.198,0.03525,0.06025,0.1372499999999999,0.15775,0.40275,0.2304999999999999,0.0645,0.092,0.09175,0.5495,0.1355,0.08925,0.1109999999999999,0.0825,0.1029999999999999,0.11375,0.03875,0.7035,0.09125,0.12275,0.08,0.0775,0.0939999999999999,0.142,0.0969999999999999,0.064,0.086,0.0812499999999999,0.04875,0.05575,0.138,0.08925,0.11125,0.0529999999999999,0.0625,0.0314999999999999,0.0715,0.0215,0.08,0.0584999999999999,0.08775,0.084,0.0182499999999999,0.05275,0.075,0.0429999999999999,0.03975,0.063,0.0554999999999999,0.0409999999999999,0.04625,0.0329999999999999,0.04925,0.05625,0.0637499999999999,0.0257499999999999,0.1185,0.06175,0.1262499999999999,0.0539999999999999,0.0782499999999999,0.12375,0.05775,0.05025,0.0837499999999999,0.0215,0.0359999999999999,0.0544999999999999,0.0805,0.064,0.09075,0.03625,0.11725,0.0324999999999999,0.04025,0.025,0.0202499999999999,0.0384999999999999,0.03625,0.0282499999999999,0.03625,0.03525
Equilibrium (2002),0.978,0.978,0.8260000000000001,0.9265,0.883,0.978,0.9865,0.81525,0.7622500000000001,0.8454999999999999,0.86225,0.68425,0.8260000000000001,0.536,0.69225,0.3379999999999999,0.8260000000000001,0.8260000000000001,0.33725,0.533,0.57625,0.99775,0.51825,0.8654999999999999,0.65325,0.33175,0.4962499999999999,0.3582499999999999,0.17875,0.6035,0.77275,0.82125,0.51725,0.39975,0.15825,0.265,0.3505,0.5085,0.21275,0.60575,0.51125,0.4649999999999999,0.531,0.3582499999999999,0.12175,0.3854999999999999,0.26725,0.55275,0.1169999999999999,0.193,0.3385,0.26325,0.45675,0.2495,0.286,0.22625,0.4872499999999999,0.65475,0.2897499999999999,0.2734999999999999,0.15675,0.09975,0.2199999999999999,0.0949999999999999,0.24975,0.28425,0.2075,0.1714999999999999,0.16925,0.24725,0.16025,0.194,0.213,0.09975,0.059,0.145,0.1079999999999999,0.14575,0.309,0.118,0.18225,0.1515,0.3145,0.1282499999999999,0.138,0.2604999999999999,0.1019999999999999,0.10475,0.124,0.20325,0.1392499999999999,0.1175,0.1335,0.1629999999999999,0.1044999999999999,0.0687499999999999,0.16075,0.11825,0.10325,0.1094999999999999,0.0832499999999999,0.0702499999999999,0.24225,0.0837499999999999,0.17125,0.0807499999999999,0.067,0.1689999999999999,0.33075,0.1305,0.24925,0.24225,0.1327499999999999,0.0742499999999999,0.04575,0.3742499999999999,0.0504999999999999,0.215,0.077,0.1205,0.1357499999999999,0.0835,0.12325,0.4605,0.1069999999999999,0.06025,0.0737499999999999,0.08725,0.1755,0.1119999999999999,0.0647499999999999,0.068,0.0745,0.072,0.0772499999999999,0.11125,0.04125,0.0655,0.06125,0.068,0.0855,0.03625,0.04325,0.026,0.0792499999999999,0.04825,0.0725,0.0489999999999999,0.018
"Lord of the Rings: The Two Towers, The (2002)",0.97725,0.933,0.982,0.982,0.982,0.933,0.96775,0.9705,0.9705,0.982,0.80175,0.9465,0.982,0.97725,0.64825,0.99775,0.982,0.8727499999999999,0.566,0.8345,0.88375,0.4715,0.414,0.93775,0.80175,0.482,0.98275,0.9725,0.53375,0.6025,0.92475,0.88375,0.502,0.91275,0.74375,0.57025,0.99475,0.4235,0.42,0.46825,0.357,0.58625,0.88375,0.7745,0.2724999999999999,0.34575,0.20825,0.51575,0.8952500000000001,0.2239999999999999,0.20625,0.3235,0.1372499999999999,0.21125,0.381,0.273,0.247,0.3365,0.27025,0.2065,0.21275,0.59725,0.16375,0.22775,0.15925,0.1975,0.7829999999999999,0.25125,0.1465,0.25,0.15275,0.2405,0.354,0.14675,0.1149999999999999,0.1387499999999999,0.12375,0.211,0.20875,0.18325,0.1674999999999999,0.0822499999999999,0.11625,0.1689999999999999,0.17525,0.088,0.151,0.1175,0.0959999999999999,0.10425,0.10525,0.09425,0.093,0.0787499999999999,0.079,0.04475,0.09075,0.10025,0.1555,0.09425,0.09,0.1159999999999999,0.0707499999999999,0.14175,0.074,0.0974999999999999,0.0514999999999999,0.1074999999999999,0.1079999999999999,0.0625,0.09225,0.10225,0.05075,0.1124999999999999,0.0399999999999999,0.076,0.0635,0.0652499999999999,0.0252499999999999,0.0767499999999999,0.138,0.061,0.065,0.1245,0.05725,0.1104999999999999,0.086,0.04625,0.1262499999999999,0.0399999999999999,0.03625,0.0675,0.15425,0.0675,0.0205,0.09925,0.03975,0.04625,0.0682499999999999,0.0697499999999999,0.0519999999999999,0.04825,0.0414999999999999,0.0339999999999999,0.03225,0.05975,0.0414999999999999,0.0409999999999999,0.0374999999999999
X2: X-Men United (2003),0.999,0.982,0.95525,0.8022499999999999,0.8022499999999999,0.982,0.9595,0.98725,0.98725,0.6855,0.8440000000000001,0.73725,0.6855,0.96725,0.681,0.69125,0.558,0.69125,0.999,0.6635,0.78775,0.69075,0.999,0.3492499999999999,0.52825,0.59725,0.61175,0.47675,0.6055,0.2289999999999999,0.1992499999999999,0.31125,0.2289999999999999,0.51775,0.51275,0.52575,0.666,0.579,0.289,0.51825,0.4215,0.3145,0.31125,0.24075,0.5025,0.33575,0.26425,0.2445,0.21675,0.1305,0.3265,0.26175,0.21575,0.745,0.22275,0.25475,0.25625,0.11075,0.194,0.1397499999999999,0.29,0.7629999999999999,0.2314999999999999,0.11825,0.20825,0.2309999999999999,0.3944999999999999,0.1099999999999999,0.254,0.17975,0.17175,0.31725,0.1375,0.2125,0.36175,0.1395,0.33275,0.21,0.195,0.17825,0.3635,0.135,0.1109999999999999,0.1265,0.085,0.10575,0.28425,0.0815,0.141,0.16475,0.15525,0.066,0.08775,0.153,0.1684999999999999,0.1674999999999999,0.084,0.2175,0.09925,0.1074999999999999,0.1282499999999999,0.066,0.0519999999999999,0.0994999999999999,0.09725,0.14875,0.1164999999999999,0.09525,0.1292499999999999,0.22275,0.079,0.05175,0.09425,0.08975,0.0847499999999999,0.0735,0.0842499999999999,0.12225,0.0489999999999999,0.0787499999999999,0.0434999999999999,0.1435,0.04675,0.09175,0.0534999999999999,0.069,0.067,0.1149999999999999,0.11875,0.06225,0.0574999999999999,0.09125,0.073,0.10375,0.03875,0.0715,0.0504999999999999,0.063,0.0715,0.1317499999999999,0.0772499999999999,0.1024999999999999,0.0529999999999999,0.03,0.05325,0.05825,0.03675,0.03075,0.0379999999999999
"Matrix Reloaded, The (2003)",0.98925,0.983,0.84825,0.97,0.90775,0.983,0.98375,0.98375,0.95925,0.90775,0.8887499999999999,0.8205,0.71625,0.9675,0.6545,0.7597499999999999,0.8887499999999999,0.6285,0.45725,0.71275,0.48475,0.9185,0.53925,0.61,0.46975,0.3315,0.3259999999999999,0.46225,0.206,0.4405,0.8887499999999999,0.92025,0.14675,0.14575,0.516,0.647,0.963,0.3705,0.1669999999999999,0.55725,0.4479999999999999,0.1877499999999999,0.2935,0.1267499999999999,0.16725,0.3595,0.2269999999999999,0.1325,0.4489999999999999,0.11125,0.2324999999999999,0.15325,0.26875,0.3914999999999999,0.1887499999999999,0.514,0.2294999999999999,0.33475,0.1084999999999999,0.202,0.2835,0.05925,0.15825,0.074,0.2415,0.1609999999999999,0.2204999999999999,0.1935,0.32125,0.26125,0.14125,0.16525,0.1195,0.0935,0.06025,0.08975,0.13,0.1525,0.635,0.0925,0.11175,0.10475,0.31275,0.1094999999999999,0.11175,0.38675,0.1352499999999999,0.35375,0.1159999999999999,0.292,0.151,0.087,0.0697499999999999,0.11525,0.08825,0.077,0.1679999999999999,0.0939999999999999,0.08675,0.087,0.0767499999999999,0.05025,0.26075,0.10375,0.0692499999999999,0.063,0.0852499999999999,0.0994999999999999,0.2299999999999999,0.0777499999999999,0.081,0.1345,0.1114999999999999,0.0554999999999999,0.0752499999999999,0.0675,0.04275,0.2405,0.121,0.0524999999999999,0.0595,0.092,0.0272499999999999,0.0519999999999999,0.0727499999999999,0.0524999999999999,0.0499999999999999,0.0672499999999999,0.0464999999999999,0.122,0.05875,0.077,0.0534999999999999,0.083,0.0655,0.0827499999999999,0.03675,0.0652499999999999,0.0554999999999999,0.09125,0.03575,0.03675,0.0344999999999999,0.0267499999999999,0.04825,0.076,0.0389999999999999,0.0282499999999999,0.0319999999999999
"Long Ships, The (1963)",0.85825,0.85825,0.8979999999999999,0.8979999999999999,0.8979999999999999,0.85825,0.76725,0.786,0.8162499999999999,0.885,0.885,0.5015,0.885,0.8002499999999999,0.8025,0.875,0.885,0.885,0.8932500000000001,0.97225,0.8467499999999999,0.2644999999999999,0.5815,0.68375,0.5725,0.8932500000000001,0.92525,0.4095,0.31925,0.38925,0.3355,0.897,0.38925,0.301,0.42,0.63325,0.3285,0.5455,0.437,0.12175,0.4024999999999999,0.8467499999999999,0.3325,0.4815,0.629,0.32175,0.28625,0.34125,0.58275,0.67425,0.308,0.14075,0.16275,0.0735,0.1004999999999999,0.4307499999999999,0.382,0.2105,0.1287499999999999,0.3964999999999999,0.43925,0.1094999999999999,0.2115,0.5085,0.2125,0.481,0.3025,0.74475,0.121,0.403,0.18,0.4489999999999999,0.1185,0.5745,0.0959999999999999,0.84375,0.076,0.124,0.486,0.33525,0.177,0.57525,0.16225,0.1515,0.20425,0.09575,0.1525,0.0419999999999999,0.57625,0.0242499999999999,0.071,0.17925,0.0135,0.1785,0.2115,0.09475,0.12175,0.2794999999999999,0.1169999999999999,0.16575,0.05925,0.293,0.307,0.2997499999999999,0.1475,0.21325,0.0785,0.0394999999999999,0.253,0.0677499999999999,0.127,0.277,0.3055,0.0782499999999999,0.02975,0.0687499999999999,0.3015,0.0845,0.0429999999999999,0.04125,0.04125,0.0817499999999999,0.12125,0.05825,0.94825,0.15775,0.146,0.0665,0.03125,0.1564999999999999,0.0409999999999999,0.03975,0.11875,0.05425,0.0147499999999999,0.1305,0.0539999999999999,0.023,0.0349999999999999,0.0725,0.0215,0.0132499999999999,0.0797499999999999,0.013,0.013,0.03925,0.03475,0.0595,0.0469999999999999
Pirates of the Caribbean: The Curse of the Black Pearl (2003),0.96875,0.96875,0.932,0.8932500000000001,0.8932500000000001,0.96875,0.8865000000000001,0.91125,0.91125,0.837,0.7589999999999999,0.72925,0.837,0.7365,0.6495,0.8245,0.837,0.7589999999999999,0.7435,0.932,0.519,0.3389999999999999,0.4575,0.46525,0.4105,0.861,0.57025,0.8180000000000001,0.6765,0.15375,0.346,0.519,0.257,0.54575,0.46125,0.37825,0.4912499999999999,0.52675,0.508,0.45175,0.3309999999999999,0.4745,0.519,0.71375,0.488,0.26625,0.1765,0.3512499999999999,0.39,0.34125,0.6745,0.172,0.3007499999999999,0.147,0.3025,0.39275,0.363,0.1109999999999999,0.4177499999999999,0.26175,0.4125,0.23925,0.653,0.1215,0.23525,0.2794999999999999,0.2229999999999999,0.283,0.0905,0.1064999999999999,0.5025,0.236,0.27725,0.205,0.18525,0.51125,0.63725,0.21175,0.211,0.17075,0.1352499999999999,0.11225,0.16875,0.23675,0.2219999999999999,0.193,0.1594999999999999,0.1594999999999999,0.1357499999999999,0.2244999999999999,0.1397499999999999,0.17225,0.15925,0.0822499999999999,0.1845,0.0772499999999999,0.0974999999999999,0.177,0.0925,0.11025,0.24475,0.12225,0.04775,0.1019999999999999,0.0712499999999999,0.17875,0.08675,0.1952499999999999,0.1129999999999999,0.079,0.0715,0.0822499999999999,0.0707499999999999,0.1009999999999999,0.0584999999999999,0.10325,0.3784999999999999,0.10125,0.064,0.078,0.145,0.084,0.0845,0.0564999999999999,0.10675,0.05375,0.11825,0.1885,0.0964999999999999,0.0672499999999999,0.073,0.0645,0.05125,0.0767499999999999,0.04025,0.05725,0.18375,0.05425,0.079,0.0775,0.05675,0.0574999999999999,0.0857499999999999,0.03425,0.03325,0.04425,0.0374999999999999,0.05425,0.0257499999999999
"Lord of the Rings: The Return of the King, The (2003)",0.976,0.90775,0.986,0.986,0.986,0.90775,0.96925,0.974,0.974,0.986,0.7835000000000001,0.917,0.986,0.976,0.61325,0.99775,0.986,0.95125,0.624,0.82725,0.869,0.45125,0.39525,0.935,0.77675,0.51925,0.9705,0.968,0.4952499999999999,0.52075,0.8905000000000001,0.869,0.4247499999999999,0.93,0.4982499999999999,0.615,0.997,0.4585,0.49475,0.4215,0.3135,0.7577499999999999,0.869,0.718,0.1957499999999999,0.364,0.2294999999999999,0.50775,0.92875,0.3225,0.1614999999999999,0.2907499999999999,0.09075,0.2145,0.351,0.3804999999999999,0.24425,0.255,0.25875,0.2095,0.16125,0.7617499999999999,0.1282499999999999,0.203,0.2015,0.1709999999999999,0.7785,0.26375,0.1745,0.2734999999999999,0.145,0.22025,0.35175,0.1074999999999999,0.0752499999999999,0.1119999999999999,0.128,0.20475,0.1164999999999999,0.15175,0.18125,0.0964999999999999,0.1144999999999999,0.15,0.175,0.11925,0.1342499999999999,0.20525,0.0915,0.0712499999999999,0.0847499999999999,0.1275,0.11725,0.0817499999999999,0.0737499999999999,0.0404999999999999,0.11375,0.1044999999999999,0.128,0.0812499999999999,0.0665,0.1014999999999999,0.15675,0.10875,0.0549999999999999,0.0842499999999999,0.0449999999999999,0.196,0.11575,0.03375,0.077,0.1094999999999999,0.05125,0.08825,0.03025,0.0767499999999999,0.0389999999999999,0.05125,0.0192499999999999,0.0915,0.1024999999999999,0.05425,0.0539999999999999,0.0715,0.05125,0.14075,0.11175,0.04125,0.0989999999999999,0.03225,0.03325,0.0772499999999999,0.11025,0.04825,0.0207499999999999,0.0875,0.03725,0.03975,0.06175,0.02975,0.0494999999999999,0.0349999999999999,0.04475,0.02975,0.03175,0.0494999999999999,0.0394999999999999,0.0379999999999999,0.04075
Spider-Man 2 (2004),0.9995,0.97925,0.89175,0.8069999999999999,0.8069999999999999,0.97925,0.9465,0.9835,0.9835,0.50275,0.976,0.74575,0.619,0.9685,0.7865,0.578,0.619,0.619,0.9995,0.59525,0.7557499999999999,0.27075,0.9995,0.4207499999999999,0.37575,0.62,0.51025,0.45675,0.554,0.2269999999999999,0.4175,0.1134999999999999,0.3219999999999999,0.617,0.47875,0.513,0.548,0.531,0.64725,0.681,0.37275,0.2784999999999999,0.1134999999999999,0.23625,0.2724999999999999,0.3442499999999999,0.5705,0.29325,0.18575,0.087,0.294,0.14925,0.1614999999999999,0.68975,0.2189999999999999,0.39175,0.202,0.0817499999999999,0.16375,0.1094999999999999,0.16975,0.15575,0.208,0.1327499999999999,0.423,0.3409999999999999,0.24,0.0707499999999999,0.30125,0.2445,0.1995,0.1835,0.13,0.2055,0.38375,0.2115,0.3665,0.1815,0.1564999999999999,0.1905,0.38425,0.389,0.10825,0.132,0.194,0.127,0.2339999999999999,0.1674999999999999,0.09,0.09825,0.12325,0.0845,0.1124999999999999,0.4499999999999999,0.2209999999999999,0.83725,0.1649999999999999,0.0939999999999999,0.0855,0.09525,0.20725,0.0815,0.05625,0.1014999999999999,0.2289999999999999,0.11325,0.11525,0.1292499999999999,0.1139999999999999,0.1669999999999999,0.067,0.0484999999999999,0.0727499999999999,0.0845,0.0949999999999999,0.0672499999999999,0.0635,0.0775,0.05675,0.2055,0.0564999999999999,0.1992499999999999,0.0349999999999999,0.086,0.0742499999999999,0.05975,0.0514999999999999,0.154,0.0725,0.0757499999999999,0.04175,0.08675,0.0835,0.09675,0.0539999999999999,0.0652499999999999,0.0369999999999999,0.061,0.05125,0.16325,0.0795,0.068,0.03925,0.03,0.1312499999999999,0.0409999999999999,0.0449999999999999,0.0339999999999999,0.04275
"Incredibles, The (2004)",0.99675,0.9375,0.93575,0.9155,0.93575,0.9375,0.80925,0.80925,0.6715,0.9155,0.6895,0.784,0.9155,0.784,0.62,0.62,0.9155,0.6895,0.99675,0.91875,0.3087499999999999,0.4775,0.99675,0.70225,0.469,0.7905,0.42825,0.36475,0.974,0.3245,0.4285,0.15475,0.34875,0.63675,0.9845,0.46675,0.1639999999999999,0.45575,0.9555,0.4455,0.65775,0.2304999999999999,0.09175,0.36475,0.1932499999999999,0.33825,0.1915,0.26575,0.182,0.1287499999999999,0.425,0.51375,0.22775,0.57475,0.3209999999999999,0.05725,0.26175,0.10175,0.22775,0.17825,0.21575,0.26375,0.3615,0.12275,0.3087499999999999,0.2624999999999999,0.23375,0.064,0.1997499999999999,0.17075,0.6405,0.1525,0.1325,0.21375,0.17575,0.5195,0.09025,0.143,0.17575,0.1114999999999999,0.37475,0.12125,0.17275,0.22825,0.1307499999999999,0.23425,0.1649999999999999,0.0494999999999999,0.1362499999999999,0.1312499999999999,0.10575,0.0939999999999999,0.11375,0.10025,0.0964999999999999,0.0857499999999999,0.11225,0.0852499999999999,0.131,0.12375,0.402,0.1342499999999999,0.03925,0.12,0.0605,0.16375,0.127,0.1352499999999999,0.07,0.0827499999999999,0.10825,0.0667499999999999,0.03875,0.12225,0.0419999999999999,0.14575,0.1094999999999999,0.06225,0.0165,0.05825,0.0725,0.1987499999999999,0.0627499999999999,0.0775,0.09425,0.0479999999999999,0.0514999999999999,0.2927499999999999,0.09375,0.0479999999999999,0.04975,0.0755,0.0319999999999999,0.24075,0.1129999999999999,0.0662499999999999,0.0534999999999999,0.21475,0.04225,0.093,0.074,0.09775,0.0474999999999999,0.04325,0.0514999999999999,0.0665,0.0464999999999999,0.0272499999999999,0.0484999999999999
Star Wars: Episode III - Revenge of the Sith (2005),0.95975,0.9575,0.90425,0.8680000000000001,0.90675,0.9575,0.996,0.95975,0.96275,0.8480000000000001,0.8327500000000001,0.921,0.831,0.95425,0.714,0.89775,0.5065,0.49775,0.4285,0.733,0.9185,0.82925,0.387,0.41925,0.748,0.4077499999999999,0.2875,0.551,0.3814999999999999,0.8480000000000001,0.3702499999999999,0.9185,0.8480000000000001,0.27375,0.54625,0.645,0.98025,0.5985,0.2694999999999999,0.351,0.30925,0.38075,0.9185,0.3575,0.29625,0.3622499999999999,0.486,0.137,0.35175,0.22775,0.173,0.38975,0.189,0.269,0.15425,0.53875,0.21825,0.6355,0.15175,0.249,0.24925,0.0959999999999999,0.1644999999999999,0.173,0.2165,0.2355,0.3075,0.3655,0.2219999999999999,0.2897499999999999,0.1337499999999999,0.29,0.1982499999999999,0.085,0.05975,0.0944999999999999,0.1262499999999999,0.17475,0.17825,0.2524999999999999,0.38625,0.1569999999999999,0.09425,0.0642499999999999,0.0807499999999999,0.2514999999999999,0.31375,0.26725,0.1089999999999999,0.308,0.09775,0.12475,0.0524999999999999,0.10125,0.1169999999999999,0.063,0.1315,0.08625,0.088,0.0842499999999999,0.0534999999999999,0.064,0.2284999999999999,0.0697499999999999,0.04525,0.0662499999999999,0.05275,0.1337499999999999,0.147,0.0964999999999999,0.04625,0.10975,0.10625,0.05225,0.0625,0.0615,0.0574999999999999,0.05025,0.1129999999999999,0.0775,0.04625,0.0807499999999999,0.0529999999999999,0.0855,0.05975,0.14625,0.0989999999999999,0.0324999999999999,0.0424999999999999,0.09475,0.0717499999999999,0.069,0.0474999999999999,0.061,0.0822499999999999,0.0615,0.0389999999999999,0.077,0.0394999999999999,0.0409999999999999,0.0319999999999999,0.0324999999999999,0.031,0.0235,0.03175,0.0344999999999999,0.05175,0.03325,0.03225
Batman Begins (2005),0.99625,0.959,0.944,0.97125,0.93975,0.959,0.74525,0.9565,0.9655,0.93975,0.9955,0.73525,0.93975,0.788,0.93725,0.63475,0.93975,0.8245,0.99625,0.609,0.71675,0.4772499999999999,0.99925,0.835,0.8207500000000001,0.4609999999999999,0.75125,0.65525,0.33425,0.9365,0.386,0.2229999999999999,0.9365,0.51375,0.25275,0.246,0.5635,0.59675,0.488,0.4245,0.3732499999999999,0.32475,0.1902499999999999,0.433,0.1987499999999999,0.365,0.2945,0.4545,0.26125,0.27325,0.29425,0.3369999999999999,0.16925,0.8632500000000001,0.311,0.25175,0.3259999999999999,0.1905,0.25575,0.30425,0.2654999999999999,0.412,0.2234999999999999,0.0994999999999999,0.127,0.2279999999999999,0.23275,0.0499999999999999,0.2694999999999999,0.21875,0.08625,0.14275,0.24825,0.1669999999999999,0.3635,0.1285,0.1282499999999999,0.24825,0.1335,0.18475,0.81575,0.16425,0.3249999999999999,0.1629999999999999,0.1265,0.1149999999999999,0.11475,0.03775,0.10075,0.1014999999999999,0.09075,0.0647499999999999,0.14375,0.1302499999999999,0.1895,0.11825,0.1175,0.20625,0.3145,0.12125,0.16975,0.1175,0.0489999999999999,0.0767499999999999,0.14125,0.121,0.0822499999999999,0.14475,0.128,0.16425,0.153,0.066,0.078,0.072,0.0915,0.1185,0.073,0.0692499999999999,0.0737499999999999,0.142,0.0695,0.0642499999999999,0.0374999999999999,0.2027499999999999,0.04075,0.0762499999999999,0.062,0.0677499999999999,0.45025,0.06175,0.10325,0.0727499999999999,0.0697499999999999,0.0499999999999999,0.04525,0.0632499999999999,0.03925,0.072,0.04475,0.024,0.0954999999999999,0.05325,0.0757499999999999,0.0349999999999999,0.0667499999999999,0.0444999999999999,0.04925,0.0282499999999999,0.0474999999999999
Serenity (2005),0.9105,0.9105,0.8245,0.8245,0.8712500000000001,0.9105,0.98325,0.8245,0.7065,0.701,0.701,0.77675,0.734,0.7757499999999999,0.60375,0.4155,0.69375,0.6045,0.76925,0.547,0.4609999999999999,0.92775,0.374,0.52125,0.7577499999999999,0.76925,0.3315,0.419,0.27025,0.285,0.344,0.1972499999999999,0.33175,0.613,0.2365,0.2804999999999999,0.3672499999999999,0.3904999999999999,0.29925,0.43725,0.489,0.2504999999999999,0.1972499999999999,0.419,0.35975,0.30125,0.23975,0.3125,0.2027499999999999,0.29825,0.286,0.3339999999999999,0.33425,0.0822499999999999,0.2977499999999999,0.2017499999999999,0.4004999999999999,0.34575,0.3732499999999999,0.207,0.2185,0.5745,0.5455,0.14425,0.1594999999999999,0.25925,0.208,0.1755,0.1997499999999999,0.1599999999999999,0.1335,0.482,0.28225,0.186,0.0825,0.2704999999999999,0.03975,0.2095,0.20825,0.1855,0.32625,0.55175,0.142,0.1975,0.0569999999999999,0.1382499999999999,0.23875,0.15375,0.1295,0.172,0.132,0.0762499999999999,0.08775,0.15125,0.1604999999999999,0.04625,0.10425,0.09125,0.12,0.11825,0.1039999999999999,0.078,0.0484999999999999,0.1564999999999999,0.24175,0.1495,0.0807499999999999,0.1317499999999999,0.10825,0.1069999999999999,0.12125,0.09625,0.1149999999999999,0.12325,0.05525,0.398,0.0895,1.0,0.0157499999999999,0.08725,0.125,0.065,0.08875,0.11875,0.05825,0.31925,0.09675,0.0842499999999999,0.08925,0.04375,0.2564999999999999,0.0705,0.0672499999999999,0.0817499999999999,0.03875,0.0675,0.125,0.0727499999999999,0.1684999999999999,0.0424999999999999,0.075,0.0454999999999999,0.061,0.0354999999999999,0.03425,0.0499999999999999,0.04775,0.04475,0.0172499999999999
55 Days at Peking (1963),0.94075,0.94075,0.8205,0.74075,0.957,0.94075,0.727,0.9175,0.9175,0.79575,0.9155,0.73725,0.7675000000000001,0.6235,0.621,0.629,0.70975,0.74075,0.79125,0.605,0.91875,0.70725,0.645,0.71625,0.90975,0.4255,0.64625,0.3562499999999999,0.3692499999999999,0.7855000000000001,0.30725,0.957,0.52675,0.31225,0.1952499999999999,0.7562500000000001,0.27825,0.2274999999999999,0.17825,0.4465,0.1865,0.55975,0.8687499999999999,0.15575,0.71475,0.3745,0.37575,0.2734999999999999,0.2085,0.976,0.45025,0.38925,0.4,0.42125,0.436,0.127,0.0949999999999999,0.98675,0.7987500000000001,0.0835,0.359,0.4912499999999999,0.3239999999999999,0.2684999999999999,0.1355,0.3105,0.22875,0.45075,0.4125,0.31525,0.38525,0.247,0.1755,0.502,0.35575,0.4255,0.186,0.14775,0.0725,0.16825,0.403,0.42925,0.0954999999999999,0.514,0.42,0.31325,0.10675,0.066,0.063,0.1855,0.237,0.51575,0.0137499999999999,0.0717499999999999,0.34125,0.0959999999999999,0.1475,0.1099999999999999,0.09675,0.15625,0.05375,0.151,0.384,0.1029999999999999,0.37775,0.2865,0.1074999999999999,0.03875,0.0817499999999999,0.38475,0.3595,0.384,0.16425,0.39225,0.0439999999999999,0.05375,0.05775,0.409,0.20475,0.0242499999999999,0.1505,0.0822499999999999,0.153,0.0715,0.061,0.14725,0.55325,0.15975,0.1367499999999999,0.65,0.06225,0.03325,0.089,0.0354999999999999,0.019,0.0807499999999999,0.03,0.284,0.0662499999999999,0.0519999999999999,0.2724999999999999,0.079,0.27675,0.005,0.0127499999999999,0.09125,0.064,0.0237499999999999,0.05375
