movieId,god,atheism,original,good,islam,greed,weird,drama,vengeance,catastrophe,culture clash,mentor,sacrifice,melancholic,runaway,predictable,dialogue,first contact,adaptation,independent film,life & death,wartime,betrayal,pornography,fight scenes,fantasy world,life philosophy,family,prejudice,very funny,chase,transformation,surveillance,not funny,drinking,unlikely friendships,death,period piece,survival,light,teen movie,stereotypes,absurd,childhood,censorship,creativity,quirky,weapons,dysfunctional family,women,hospital,nudity (full frontal - brief),fun movie,computer animation,indians,underrated,writers,sexy,queer,irish accent,internet,simple,alternate history,blindness,doctors,bollywood,classic car,multiple storylines,alter ego,good music,farce,immortality,british,pulp,too long,new jersey,california,small town,divorce,dreams,mad scientist,adoption,stand-up comedy,camp,interracial romance,road movie,brothers,memory,desert,tokyo,cancer,foul language,island,film noir,made for tv,wilderness,race,documentary,workplace,awesome soundtrack,finnish,notable nudity,stoner movie,single father,russian,addiction,rebellion,prison,nudity (rear),nudity (topless - brief),1930s,hip hop,too short,hotel,kick-butt women,directorial debut,snakes,texas,oil,father daughter relationship,remake,shopping,new york city,potential oscar nom,ensemble cast,best of 2005,no plot,80s,time,homeless,radio,lawyer,reality tv,wine,australia,kidnapping,trilogy,graphic novel,unlikeable characters,french,ghosts/afterlife,prostitution,san francisco,hunting,goth,fashion,robert downey jr,los angeles,buddy movie
"God is Great, I'm Not (Dieu est grand, je suis toute petite) (2001)",0.9365,0.9365,0.758,0.5685,0.27575,0.714,0.671,0.37675,0.714,0.53725,0.2975,0.6475,0.581,0.61675,0.4792499999999999,0.67775,0.5375,0.64275,0.21725,0.72375,0.38025,0.66425,0.671,0.513,0.25575,0.3774999999999999,0.3005,0.3025,0.15025,0.517,0.4399999999999999,0.2339999999999999,0.27225,0.2985,0.15275,0.18275,0.46375,0.17175,0.10625,0.2614999999999999,0.3085,0.4565,0.32675,0.23375,0.2339999999999999,0.1365,0.59525,0.17875,0.1907499999999999,0.08975,0.404,0.24375,0.4137499999999999,0.3025,0.12075,0.074,0.3175,0.3542499999999999,0.16825,0.1579999999999999,0.0685,0.50425,0.2204999999999999,0.04825,0.145,0.0652499999999999,0.2085,0.2334999999999999,0.1355,0.0835,0.11025,0.186,0.0994999999999999,0.204,0.11825,0.23175,0.5825,0.0579999999999999,0.31475,0.063,0.16925,0.1074999999999999,0.08625,0.0767499999999999,0.18,0.0795,0.10625,0.29425,0.0247499999999999,0.1435,0.10175,0.05675,0.1074999999999999,0.14375,0.1569999999999999,0.3139999999999999,0.06025,0.0195,0.2997499999999999,0.0414999999999999,0.2865,0.23175,0.4285,0.04075,0.1322499999999999,0.0875,0.05975,0.1089999999999999,0.27,0.5435,0.0855,0.1765,0.09175,0.21275,0.2229999999999999,0.05475,0.0647499999999999,0.06075,0.1159999999999999,0.0252499999999999,0.0559999999999999,0.4247499999999999,0.17725,0.20725,0.04975,0.03175,0.17275,0.0675,0.04475,0.0469999999999999,0.0735,0.0255,0.0474999999999999,0.1614999999999999,0.024,0.198,0.0444999999999999,0.022,0.1445,0.32175,0.0275,0.0707499999999999,0.1745,0.1009999999999999,0.0399999999999999,0.1245,0.1515,0.2115,0.0449999999999999
"Crime of Father Amaro, The (Crimen del padre Amaro, El) (2002)",0.912,0.912,0.7685,0.4297499999999999,0.64225,0.7685,0.63325,0.4579999999999999,0.496,0.44825,0.5595,0.56525,0.32575,0.63325,0.544,0.358,0.269,0.21675,0.86025,0.4975,0.2875,0.1755,0.7685,0.8242499999999999,0.26925,0.23475,0.344,0.16825,0.58075,0.294,0.15825,0.2175,0.18,0.352,0.36575,0.4545,0.20625,0.1604999999999999,0.0845,0.262,0.218,0.31275,0.1945,0.1535,0.8242499999999999,0.1342499999999999,0.1955,0.1515,0.18275,0.61725,0.44025,0.2334999999999999,0.12175,0.1887499999999999,0.4267499999999999,0.124,0.24025,0.5,0.2204999999999999,0.2279999999999999,0.0835,0.2145,0.11325,0.2594999999999999,0.0895,0.17175,0.1435,0.16025,0.09825,0.26775,0.1312499999999999,0.0529999999999999,0.0857499999999999,0.1049999999999999,0.088,0.1332499999999999,0.0735,0.5475,0.0725,0.14125,0.0354999999999999,0.1215,0.0715,0.0494999999999999,0.174,0.119,0.1335,0.05675,0.0499999999999999,0.27775,0.16425,0.0364999999999999,0.0944999999999999,0.09125,0.0802499999999999,0.075,0.0832499999999999,0.0484999999999999,0.0645,0.0635,0.369,0.1154999999999999,0.0732499999999999,0.0675,0.1159999999999999,0.4155,0.1347499999999999,0.0692499999999999,0.15075,0.126,0.0755,0.05325,0.134,0.0852499999999999,0.27175,0.1164999999999999,0.04125,0.12275,0.04575,0.20525,0.0399999999999999,0.03875,0.0319999999999999,0.03825,0.04225,0.0334999999999999,0.093,0.0287499999999999,0.0175,0.0262499999999999,0.0404999999999999,0.0797499999999999,0.0314999999999999,0.0389999999999999,0.0434999999999999,0.03225,0.03425,0.0479999999999999,0.084,0.06175,0.0212499999999999,0.08975,0.0235,0.03725,0.0494999999999999,0.03675,0.0339999999999999,0.0212499999999999,0.0207499999999999
Left Behind II: Tribulation Force (2002),0.996,0.9755,0.8067500000000001,0.8067500000000001,0.90875,0.22175,0.2155,0.4167499999999999,0.4167499999999999,0.8327500000000001,0.211,0.50775,0.90875,0.1887499999999999,0.211,0.8327500000000001,0.7729999999999999,0.726,0.996,0.10225,0.1574999999999999,0.90875,0.38025,0.2045,0.8327500000000001,0.411,0.27225,0.61775,0.075,0.2574999999999999,0.52925,0.31,0.7729999999999999,0.3409999999999999,0.1154999999999999,0.16325,0.17275,0.0655,0.9115,0.1634999999999999,0.57325,0.1639999999999999,0.1084999999999999,0.135,0.0484999999999999,0.1215,0.14425,0.52925,0.16975,0.1114999999999999,0.1604999999999999,0.12425,0.3125,0.21975,0.09775,0.079,0.2135,0.1312499999999999,0.0969999999999999,0.24875,0.21125,0.09625,0.1614999999999999,0.063,0.0944999999999999,0.05825,0.1287499999999999,0.2269999999999999,0.189,0.0727499999999999,0.1505,0.09925,0.08925,0.55175,0.15725,0.1525,0.0474999999999999,0.063,0.0905,0.0657499999999999,0.1937499999999999,0.0935,0.0827499999999999,0.24375,0.081,0.05275,0.04425,0.0847499999999999,0.03675,0.0389999999999999,0.06,0.11425,0.2075,0.10975,0.08675,0.0504999999999999,0.0822499999999999,0.009,0.05325,0.11775,0.02975,0.0697499999999999,0.04175,0.0685,0.2365,0.05825,0.023,0.0742499999999999,0.0915,0.0127499999999999,0.0334999999999999,0.1525,0.0777499999999999,0.0474999999999999,0.10325,0.02975,0.04425,0.0282499999999999,0.04025,0.0295,0.1694999999999999,0.05425,0.082,0.0205,0.0742499999999999,0.0192499999999999,0.1282499999999999,0.09,0.0529999999999999,0.0277499999999999,0.0222499999999999,0.0314999999999999,0.0727499999999999,0.027,0.022,0.03975,0.2865,0.0195,0.0574999999999999,0.0247499999999999,0.0235,0.04975,0.0665,0.0132499999999999,0.0147499999999999,0.03725,0.03,0.04825,0.0222499999999999
King of Kings (1961),0.9425,0.9425,0.72875,0.72875,0.372,0.8672500000000001,0.8672500000000001,0.51375,0.8145,0.4245,0.8672500000000001,0.66725,0.57275,0.8672500000000001,0.51375,0.53275,0.489,0.36375,0.733,0.4529999999999999,0.66425,0.56175,0.45175,0.611,0.6825,0.3465,0.2485,0.32175,0.246,0.35575,0.6825,0.312,0.299,0.34375,0.66225,0.3295,0.33675,0.516,0.3179999999999999,0.238,0.3635,0.32225,0.119,0.56325,0.3682499999999999,0.2355,0.188,0.2804999999999999,0.28325,0.10075,0.1019999999999999,0.3115,0.21575,0.25525,0.2995,0.2199999999999999,0.1262499999999999,0.172,0.1089999999999999,0.241,0.074,0.0544999999999999,0.1054999999999999,0.5375,0.131,0.068,0.24625,0.1689999999999999,0.247,0.1714999999999999,0.35575,0.4685,0.1014999999999999,0.1775,0.146,0.2219999999999999,0.1109999999999999,0.2425,0.05125,0.1564999999999999,0.3824999999999999,0.04225,0.1735,0.1917499999999999,0.1395,0.16475,0.17925,0.1039999999999999,0.74275,0.1897499999999999,0.0979999999999999,0.1004999999999999,0.0499999999999999,0.10375,0.304,0.5235,0.22825,0.04825,0.0832499999999999,0.14775,0.15125,0.15575,0.09775,0.15825,0.11975,0.0782499999999999,0.2244999999999999,0.21575,0.118,0.2937499999999999,0.0825,0.0652499999999999,0.31425,0.0974999999999999,0.1574999999999999,0.0767499999999999,0.0702499999999999,0.1225,0.024,0.05675,0.0762499999999999,0.3085,0.14525,0.0712499999999999,0.191,0.0305,0.0137499999999999,0.09675,0.2694999999999999,0.05975,0.04325,0.023,0.02,0.0979999999999999,0.10225,0.03325,0.22275,0.09275,0.0292499999999999,0.05925,0.1915,0.06075,0.16225,0.0449999999999999,0.0677499999999999,0.1297499999999999,0.0434999999999999,0.0795,0.03725
"Bible, The (a.k.a. Bible... In the Beginning, The) (1966)",0.97375,0.52825,0.65,0.5415,0.23775,0.58625,0.4982499999999999,0.24775,0.4287499999999999,0.8667499999999999,0.4505,0.50625,0.8732500000000001,0.2865,0.2415,0.8667499999999999,0.41225,0.8667499999999999,0.67075,0.086,0.269,0.1375,0.21425,0.3115,0.3107499999999999,0.782,0.1765,0.8002499999999999,0.1169999999999999,0.3005,0.235,0.12,0.1945,0.32375,0.1312499999999999,0.15675,0.0777499999999999,0.1564999999999999,0.092,0.55375,0.1815,0.11825,0.2269999999999999,0.20475,0.0974999999999999,0.4054999999999999,0.21025,0.1644999999999999,0.2355,0.0705,0.0632499999999999,0.155,0.247,0.8002499999999999,0.3335,0.06125,0.0969999999999999,0.1024999999999999,0.1322499999999999,0.1415,0.11925,0.10425,0.2264999999999999,0.0444999999999999,0.0232499999999999,0.05825,0.192,0.241,0.25075,0.0949999999999999,0.08975,0.0695,0.05225,0.2289999999999999,0.2314999999999999,0.0319999999999999,0.03775,0.0207499999999999,0.0695,0.0295,0.05575,0.061,0.28325,0.05575,0.0805,0.06175,0.11075,0.03,0.503,0.05725,0.0374999999999999,0.026,0.0847499999999999,0.0974999999999999,0.23675,0.04075,0.0625,0.0247499999999999,0.0569999999999999,0.11675,0.04075,0.05225,0.0727499999999999,0.03675,0.0319999999999999,0.04175,0.0324999999999999,0.073,0.03125,0.0215,0.0767499999999999,0.0665,0.1405,0.0285,0.0419999999999999,0.05475,0.39075,0.069,0.03375,0.0212499999999999,0.066,0.0414999999999999,0.0195,0.123,0.16725,0.0242499999999999,0.0742499999999999,0.04625,0.0615,0.0162499999999999,0.03175,0.0142499999999999,0.0207499999999999,0.0142499999999999,0.11875,0.04375,0.0807499999999999,0.04325,0.0265,0.04425,0.0202499999999999,0.019,0.05075,0.015,0.0097499999999999,0.0925,0.03025,0.0292499999999999,0.0444999999999999
"Robe, The (1953)",0.95275,0.95275,0.724,0.71425,0.5745,0.724,0.539,0.724,0.724,0.4965,0.724,0.76275,0.573,0.50125,0.724,0.4965,0.408,0.4135,0.5875,0.14675,0.23975,0.547,0.308,0.23625,0.4965,0.43525,0.2524999999999999,0.55225,0.376,0.22475,0.4525,0.349,0.22225,0.32425,0.188,0.241,0.247,0.77925,0.15675,0.429,0.16525,0.31325,0.129,0.262,0.091,0.22275,0.15725,0.28,0.1305,0.1295,0.1795,0.17325,0.391,0.4775,0.3139999999999999,0.155,0.1624999999999999,0.10725,0.12225,0.2022499999999999,0.086,0.1385,0.2125,0.16375,0.1357499999999999,0.263,0.134,0.15975,0.14175,0.4317499999999999,0.1287499999999999,0.4295,0.16575,0.156,0.21825,0.0755,0.1305,0.11875,0.06,0.0885,0.1545,0.04175,0.0865,0.18375,0.18175,0.194,0.0935,0.0954999999999999,0.363,0.05475,0.09325,0.0539999999999999,0.059,0.09775,0.081,0.2475,0.1957499999999999,0.0245,0.08775,0.1455,0.11075,0.1275,0.06025,0.15175,0.1755,0.12275,0.402,0.09675,0.1845,0.0752499999999999,0.38075,0.0374999999999999,0.23775,0.0539999999999999,0.09025,0.061,0.1114999999999999,0.1387499999999999,0.09775,0.0635,0.1975,0.14075,0.0637499999999999,0.0524999999999999,0.0424999999999999,0.0449999999999999,0.05025,0.16475,0.1089999999999999,0.0409999999999999,0.0404999999999999,0.0374999999999999,0.0275,0.05775,0.0722499999999999,0.0449999999999999,0.0627499999999999,0.0227499999999999,0.08775,0.0354999999999999,0.09775,0.0762499999999999,0.11825,0.0787499999999999,0.0232499999999999,0.0409999999999999,0.2,0.03825,0.0469999999999999
"Other Side of Heaven, The (2001)",0.74675,0.6515,0.6615,0.8147500000000001,0.6975,0.4695,0.51875,0.52525,0.51875,0.821,0.51875,0.918,0.716,0.4695,0.51875,0.821,0.494,0.7902499999999999,0.8634999999999999,0.38725,0.3735,0.2885,0.206,0.152,0.821,0.3732499999999999,0.285,0.38025,0.716,0.2764999999999999,0.4237499999999999,0.5155,0.64825,0.3269999999999999,0.1292499999999999,0.52525,0.0514999999999999,0.24025,0.31725,0.3155,0.15975,0.187,0.1332499999999999,0.2229999999999999,0.092,0.29025,0.187,0.4237499999999999,0.11825,0.15725,0.16575,0.2445,0.372,0.40325,0.2135,0.33225,0.203,0.10875,0.09625,0.29,0.27625,0.3359999999999999,0.22375,0.238,0.1574999999999999,0.092,0.27725,0.15275,0.1995,0.12475,0.0949999999999999,0.1297499999999999,0.0847499999999999,0.138,0.0745,0.13,0.2504999999999999,0.093,0.05575,0.0727499999999999,0.182,0.0842499999999999,0.08625,0.123,0.0817499999999999,0.08975,0.18475,0.26675,0.2345,0.0662499999999999,0.1972499999999999,0.21,0.71675,0.082,0.04575,0.06175,0.23475,0.0195,0.04225,0.23875,0.0474999999999999,0.0695,0.0354999999999999,0.0825,0.141,0.066,0.04825,0.0835,0.0409999999999999,0.0554999999999999,0.0727499999999999,0.1907499999999999,0.1375,0.0717499999999999,0.0767499999999999,0.1054999999999999,0.1669999999999999,0.0737499999999999,0.0697499999999999,0.03175,0.0384999999999999,0.0324999999999999,0.03175,0.021,0.0677499999999999,0.2254999999999999,0.0979999999999999,0.0439999999999999,0.04375,0.0837499999999999,0.22725,0.0329999999999999,0.022,0.0434999999999999,0.22375,0.0785,0.12275,0.04875,0.0252499999999999,0.0389999999999999,0.1089999999999999,0.0162499999999999,0.04675,0.03125,0.0285,0.0787499999999999,0.04375,0.029,0.029
Spencer's Mountain (1963),0.4287499999999999,0.4287499999999999,0.644,0.40175,0.3289999999999999,0.4619999999999999,0.4605,0.55975,0.4619999999999999,0.4685,0.55075,0.49875,0.768,0.4605,0.34025,0.384,0.3399999999999999,0.384,0.4575,0.1892499999999999,0.1614999999999999,0.3289999999999999,0.4495,0.4247499999999999,0.3742499999999999,0.21,0.236,0.8127500000000001,0.2045,0.212,0.3075,0.37275,0.3067499999999999,0.3067499999999999,0.36675,0.22325,0.2334999999999999,0.30825,0.07,0.22775,0.16275,0.10575,0.216,0.301,0.09025,0.21275,0.1877499999999999,0.172,0.94425,0.21325,0.156,0.1255,0.3365,0.148,0.6025,0.1245,0.17775,0.1654999999999999,0.12375,0.0574999999999999,0.378,0.0579999999999999,0.08825,0.0845,0.0632499999999999,0.075,0.1659999999999999,0.15525,0.1315,0.0705,0.0787499999999999,0.11375,0.1034999999999999,0.1262499999999999,0.195,0.20725,0.2125,0.16175,0.04175,0.44725,0.1272499999999999,0.1785,0.126,0.05175,0.0842499999999999,0.1335,0.39375,0.11425,0.091,0.1345,0.0682499999999999,0.06,0.0835,0.10325,0.26225,0.383,0.0579999999999999,0.12425,0.0785,0.0692499999999999,0.208,0.1287499999999999,0.0237499999999999,0.11975,0.09525,0.0579999999999999,0.03325,0.09275,0.05125,0.21125,0.0667499999999999,0.0762499999999999,0.04425,0.09425,0.14275,0.0627499999999999,0.0207499999999999,0.24025,0.1154999999999999,0.09475,0.0157499999999999,0.0152499999999999,0.03125,0.2465,0.05975,0.4679999999999999,0.10325,0.03875,0.04475,0.0414999999999999,0.031,0.0364999999999999,0.0765,0.0212499999999999,0.0549999999999999,0.0605,0.1074999999999999,0.0637499999999999,0.092,0.0745,0.0165,0.0314999999999999,0.0217499999999999,0.123,0.04275,0.05775,0.10725,0.0262499999999999,0.0172499999999999
"Handmaid's Tale, The (1990)",0.62425,0.62425,0.7205,0.36275,0.95025,0.33975,0.52675,0.46625,0.552,0.431,0.3245,0.46975,0.249,0.3804999999999999,0.482,0.3572499999999999,0.4495,0.8912500000000001,0.9405,0.7245,0.2,0.4415,0.371,0.879,0.2319999999999999,0.52875,0.3665,0.1255,0.4715,0.208,0.2915,0.248,0.4495,0.3662499999999999,0.17425,0.136,0.299,0.08725,0.685,0.14075,0.11625,0.20975,0.27275,0.12325,0.26175,0.156,0.1987499999999999,0.2774999999999999,0.3165,0.92975,0.0984999999999999,0.1624999999999999,0.118,0.1144999999999999,0.1139999999999999,0.23375,0.1775,0.35575,0.1897499999999999,0.06175,0.1475,0.05175,0.1029999999999999,0.12275,0.10925,0.066,0.22625,0.1305,0.15775,0.0702499999999999,0.11575,0.1044999999999999,0.10075,0.18075,0.073,0.0785,0.0984999999999999,0.12375,0.1024999999999999,0.0725,0.1079999999999999,0.5535,0.0737499999999999,0.33525,0.11225,0.0895,0.05675,0.16075,0.0344999999999999,0.05675,0.03675,0.18275,0.1154999999999999,0.1049999999999999,0.0762499999999999,0.21175,0.0524999999999999,0.0469999999999999,0.1262499999999999,0.05675,0.0459999999999999,0.292,0.09025,0.0409999999999999,0.0424999999999999,0.0785,0.4772499999999999,0.1455,0.137,0.184,0.0499999999999999,0.04675,0.0697499999999999,0.0787499999999999,0.0529999999999999,0.0695,0.05625,0.0369999999999999,0.0444999999999999,0.031,0.071,0.0767499999999999,0.068,0.04325,0.04125,0.0817499999999999,0.0705,0.0707499999999999,0.04075,0.028,0.03175,0.04925,0.076,0.04325,0.03975,0.0544999999999999,0.0637499999999999,0.05725,0.06,0.0349999999999999,0.0227499999999999,0.3169999999999999,0.0292499999999999,0.0534999999999999,0.06225,0.1069999999999999,0.0247499999999999,0.0414999999999999,0.0285
Luther (2003),0.98075,0.954,0.9625,0.7625,0.9625,0.7625,0.5265,0.7625,0.62175,0.57625,0.62175,0.83175,0.8955,0.2815,0.59075,0.501,0.4645,0.304,0.3572499999999999,0.37475,0.486,0.61,0.4579999999999999,0.1674999999999999,0.501,0.25625,0.32525,0.3027499999999999,0.831,0.264,0.3329999999999999,0.4265,0.26925,0.35075,0.27425,0.2877499999999999,0.28525,0.96375,0.1967499999999999,0.47975,0.37575,0.29425,0.1927499999999999,0.3045,0.149,0.18325,0.1624999999999999,0.1942499999999999,0.1029999999999999,0.1275,0.123,0.1945,0.27975,0.15575,0.15275,0.14975,0.2234999999999999,0.0737499999999999,0.12275,0.2309999999999999,0.16575,0.214,0.2085,0.279,0.2199999999999999,0.2794999999999999,0.152,0.087,0.1755,0.1307499999999999,0.1124999999999999,0.265,0.4495,0.10325,0.069,0.18375,0.10075,0.0885,0.0519999999999999,0.0524999999999999,0.09975,0.10575,0.0842499999999999,0.0647499999999999,0.14525,0.125,0.1144999999999999,0.08,0.0984999999999999,0.0544999999999999,0.1355,0.04525,0.1109999999999999,0.0767499999999999,0.27825,0.04725,0.207,0.03575,0.0524999999999999,0.079,0.2095,0.0915,0.0632499999999999,0.0379999999999999,0.1307499999999999,0.05825,0.4822499999999999,0.09175,0.0845,0.0579999999999999,0.1945,0.0717499999999999,0.1689999999999999,0.03575,0.05525,0.06,0.0832499999999999,0.0454999999999999,0.0692499999999999,0.04825,0.0787499999999999,0.0227499999999999,0.0474999999999999,0.04725,0.136,0.0787499999999999,0.0232499999999999,0.05425,0.0705,0.0802499999999999,0.2485,0.0695,0.03225,0.04625,0.0757499999999999,0.03225,0.0479999999999999,0.11925,0.0655,0.0449999999999999,0.05375,0.0319999999999999,0.08875,0.02975,0.0652499999999999,0.0564999999999999,0.0732499999999999,0.0227499999999999,0.0277499999999999
Jesus Christ Superstar (1973),0.8345,0.823,0.73875,0.51,0.298,0.35775,0.5105,0.40175,0.35375,0.4505,0.40925,0.5235,0.3379999999999999,0.5105,0.643,0.28725,0.36975,0.206,0.482,0.24075,0.4629999999999999,0.70975,0.45675,0.5405,0.2115,0.191,0.3015,0.1962499999999999,0.643,0.26775,0.25225,0.32725,0.1119999999999999,0.3027499999999999,0.1569999999999999,0.17275,0.2684999999999999,0.25075,0.1367499999999999,0.2294999999999999,0.1405,0.1397499999999999,0.265,0.21375,0.5405,0.3984999999999999,0.24,0.1962499999999999,0.18675,0.146,0.126,0.1755,0.3309999999999999,0.15375,0.1345,0.27575,0.1275,0.1624999999999999,0.29925,0.1564999999999999,0.0685,0.1377499999999999,0.15525,0.0979999999999999,0.124,0.1699999999999999,0.1892499999999999,0.15875,0.11375,0.923,0.2294999999999999,0.2012499999999999,0.1134999999999999,0.1114999999999999,0.1225,0.131,0.0755,0.0767499999999999,0.0752499999999999,0.16575,0.0979999999999999,0.0715,0.0827499999999999,0.1835,0.1297499999999999,0.12125,0.09325,0.10575,0.16775,0.0954999999999999,0.19,0.064,0.0752499999999999,0.085,0.0615,0.11375,0.04375,0.0509999999999999,0.08625,0.3415,0.0404999999999999,0.08875,0.1282499999999999,0.0419999999999999,0.06,0.18725,0.061,0.0785,0.05225,0.0574999999999999,0.0727499999999999,0.2045,0.05975,0.0695,0.09475,0.0935,0.0464999999999999,0.0539999999999999,0.0439999999999999,0.03275,0.03925,0.0454999999999999,0.069,0.061,0.15475,0.03925,0.0484999999999999,0.0494999999999999,0.1089999999999999,0.03375,0.15525,0.0339999999999999,0.0394999999999999,0.04825,0.0225,0.0212499999999999,0.0354999999999999,0.0389999999999999,0.04475,0.03075,0.0305,0.08975,0.05175,0.03275,0.0275,0.05425,0.0449999999999999,0.029,0.0287499999999999
Wings of Honneamise (Ôritsu uchûgun Oneamisu no tsubasa) (1987),0.8109999999999999,0.8109999999999999,0.80125,0.75675,0.368,0.75675,0.83925,0.75675,0.65025,0.65625,0.75675,0.4565,0.17725,0.71875,0.75675,0.3085,0.63025,0.7415,0.35275,0.432,0.4275,0.17725,0.65025,0.624,0.23125,0.50575,0.1755,0.4942499999999999,0.29,0.25675,0.3505,0.40625,0.48575,0.36375,0.44225,0.2365,0.383,0.16175,0.7415,0.34775,0.12225,0.43325,0.36,0.22125,0.247,0.39875,0.24825,0.26375,0.202,0.2005,0.1947499999999999,0.3269999999999999,0.1357499999999999,0.9775,0.0855,0.2194999999999999,0.18175,0.2209999999999999,0.17125,0.11675,0.09625,0.22975,0.16825,0.1367499999999999,0.14275,0.0825,0.1295,0.1164999999999999,0.24075,0.17525,0.274,0.0647499999999999,0.1425,0.16275,0.1495,0.15875,0.1114999999999999,0.1059999999999999,0.0697499999999999,0.33275,0.1917499999999999,0.16525,0.05875,0.0915,0.14275,0.0682499999999999,0.0752499999999999,0.10875,0.0514999999999999,0.5295,0.0334999999999999,0.0479999999999999,0.1215,0.27375,0.16025,0.08975,0.091,0.04375,0.09575,0.23675,0.03225,0.06175,0.10475,0.0354999999999999,0.10925,0.1024999999999999,0.0842499999999999,0.0944999999999999,0.11175,0.21275,0.1054999999999999,0.1327499999999999,0.0217499999999999,0.11375,0.10425,0.3562499999999999,0.1659999999999999,0.09675,0.0444999999999999,0.0484999999999999,0.0197499999999999,0.0165,0.04475,0.04275,0.069,0.03175,0.0695,0.15875,0.0324999999999999,0.03975,0.05925,0.067,0.0225,0.03075,0.0479999999999999,0.0792499999999999,0.063,0.0469999999999999,0.024,0.0409999999999999,0.0252499999999999,0.12125,0.0534999999999999,0.05025,0.12225,0.0292499999999999,0.03275,0.0147499999999999,0.0237499999999999
"Passion of the Christ, The (2004)",0.92775,0.92775,0.901,0.673,0.7529999999999999,0.581,0.73025,0.8427500000000001,0.926,0.58125,0.593,0.497,0.93175,0.591,0.593,0.58125,0.5185,0.3585,0.69425,0.3525,0.7405,0.8700000000000001,0.901,0.847,0.58125,0.51925,0.5025,0.41325,0.744,0.307,0.28625,0.3705,0.696,0.3279999999999999,0.18325,0.3189999999999999,0.62125,0.684,0.3189999999999999,0.1912499999999999,0.2017499999999999,0.24125,0.1694999999999999,0.2324999999999999,0.7777499999999999,0.20525,0.156,0.27675,0.1485,0.136,0.18175,0.35675,0.199,0.1912499999999999,0.30125,0.1405,0.0944999999999999,0.1495,0.1019999999999999,0.1594999999999999,0.10225,0.1877499999999999,0.17375,0.25275,0.1362499999999999,0.128,0.1639999999999999,0.23975,0.18,0.11875,0.0785,0.14625,0.08,0.35575,0.1704999999999999,0.12075,0.0687499999999999,0.069,0.0727499999999999,0.0954999999999999,0.0959999999999999,0.07,0.14275,0.077,0.0735,0.0574999999999999,0.084,0.11925,0.0574999999999999,0.10025,0.18325,0.241,0.09425,0.089,0.0842499999999999,0.10325,0.1139999999999999,0.031,0.0625,0.12075,0.03425,0.04725,0.08,0.075,0.0667499999999999,0.081,0.11725,0.09975,0.0549999999999999,0.0277499999999999,0.0595,0.08775,0.0539999999999999,0.0454999999999999,0.0647499999999999,0.064,0.1312499999999999,0.04975,0.0339999999999999,0.0339999999999999,0.1004999999999999,0.0267499999999999,0.0667499999999999,0.074,0.0682499999999999,0.0925,0.0394999999999999,0.0444999999999999,0.062,0.05425,0.06075,0.0329999999999999,0.08825,0.0379999999999999,0.0364999999999999,0.0494999999999999,0.1084999999999999,0.59075,0.04475,0.03875,0.05075,0.073,0.0419999999999999,0.029,0.066,0.04275,0.0374999999999999,0.03925,0.0519999999999999
"Ten Commandments, The (1956)",0.97725,0.8540000000000001,0.881,0.8765000000000001,0.881,0.8574999999999999,0.8632500000000001,0.8765000000000001,0.72225,0.81375,0.8765000000000001,0.52575,0.7705,0.657,0.8765000000000001,0.81375,0.7605,0.92225,0.6795,0.28,0.26575,0.6575,0.4227499999999999,0.16975,0.92225,0.8660000000000001,0.2987499999999999,0.63825,0.61175,0.32375,0.46975,0.5025,0.616,0.352,0.3565,0.3057499999999999,0.2435,0.881,0.31375,0.8632500000000001,0.3575,0.176,0.1495,0.50625,0.1099999999999999,0.31275,0.135,0.31675,0.23725,0.11775,0.08875,0.24675,0.61575,0.30725,0.475,0.29125,0.09175,0.2254999999999999,0.12,0.2405,0.08875,0.30025,0.355,0.1425,0.1272499999999999,0.194,0.15325,0.14175,0.21825,0.24125,0.1932499999999999,0.4225,0.1604999999999999,0.1639999999999999,0.74325,0.0832499999999999,0.2694999999999999,0.1375,0.063,0.1049999999999999,0.4905,0.237,0.0785,0.32175,0.1887499999999999,0.08675,0.24725,0.12025,0.671,0.125,0.0725,0.2007499999999999,0.21475,0.1985,0.2804999999999999,0.2355,0.23425,0.03175,0.0499999999999999,0.201,0.0354999999999999,0.0569999999999999,0.0777499999999999,0.063,0.0777499999999999,0.03475,0.45075,0.089,0.0832499999999999,0.0964999999999999,0.2867499999999999,0.0394999999999999,0.0944999999999999,0.092,0.05125,0.0815,0.4685,0.0797499999999999,0.0479999999999999,0.0755,0.1392499999999999,0.03775,0.059,0.0494999999999999,0.0722499999999999,0.0579999999999999,0.0549999999999999,0.207,0.3565,0.0205,0.0615,0.069,0.026,0.0282499999999999,0.123,0.0579999999999999,0.124,0.0444999999999999,0.0252499999999999,0.04075,0.0835,0.0242499999999999,0.11475,0.0842499999999999,0.0207499999999999,0.12075,0.0554999999999999,0.0439999999999999,0.08975
