movieId,fight scenes,weapons,chase,predictable,catastrophe,first contact,alter ego,light,good,original,fantasy world,weird,surveillance,vengeance,dialogue,mentor,very funny,fun movie,greed,adaptation,transformation,betrayal,mad scientist,graphic novel,immortality,sacrifice,family,computer animation,life philosophy,melancholic,survival,runaway,creativity,culture clash,drama,not funny,pulp,teen movie,pornography,camp,absurd,sexy,death,stereotypes,childhood,life & death,unlikeable characters,quirky,robert downey jr,internet,writers,too short,awesome soundtrack,trilogy,nudity (full frontal - brief),independent film,islam,god,no plot,remake,underrated,dysfunctional family,multiple storylines,unlikely friendships,women,alternate history,classic car,drinking,simple,queer,island,goth,too long,prejudice,ghosts/afterlife,period piece,farce,irish accent,tokyo,new jersey,british,blindness,california,brothers,nudity (rear),new york city,best of 2005,hospital,wartime,doctors,race,kick-butt women,desert,memory,film noir,ensemble cast,bollywood,80s,indians,hip hop,prison,stand-up comedy,fashion,snakes,russian,single father,road movie,san francisco,1930s,good music,dreams,notable nudity,father daughter relationship,atheism,buddy movie,hotel,kidnapping,small town,workplace,divorce,cancer,foul language,shopping,adoption,stoner movie,los angeles,censorship,interracial romance,reality tv,rebellion,finnish,addiction,made for tv,wilderness,nudity (topless - brief),oil,time,directorial debut,hunting,wine,homeless,australia,french,radio,prostitution,texas,potential oscar nom,lawyer,documentary
Blade: Trinity (2004),0.9655,0.9655,0.9655,0.937,0.8952500000000001,0.74725,0.948,0.948,0.81125,0.62325,0.46475,0.61175,0.8300000000000001,0.68625,0.581,0.69225,0.5335,0.37825,0.2284999999999999,0.477,0.5885,0.25125,0.293,0.73075,0.76675,0.40025,0.2,0.1955,0.401,0.27775,0.502,0.22925,0.28,0.197,0.24875,0.297,0.17675,0.294,0.1614999999999999,0.272,0.215,0.364,0.21225,0.21125,0.10475,0.17525,0.483,0.1845,0.22225,0.20475,0.1995,0.14275,0.62675,0.6065,0.22075,0.1109999999999999,0.1317499999999999,0.0677499999999999,0.12325,0.1945,0.1855,0.1689999999999999,0.14425,0.0999999999999999,0.1525,0.11025,0.1614999999999999,0.1892499999999999,0.0817499999999999,0.262,0.077,0.7795000000000001,0.0737499999999999,0.1164999999999999,0.249,0.0695,0.1205,0.1064999999999999,0.0835,0.1669999999999999,0.0954999999999999,0.294,0.09625,0.1059999999999999,0.11025,0.0559999999999999,0.10875,0.1124999999999999,0.0494999999999999,0.0782499999999999,0.1094999999999999,0.14,0.0792499999999999,0.05825,0.0875,0.10875,0.0795,0.0494999999999999,0.0549999999999999,0.1977499999999999,0.091,0.10475,0.0925,0.0687499999999999,0.0662499999999999,0.0519999999999999,0.0822499999999999,0.0765,0.0344999999999999,0.0857499999999999,0.05675,0.09125,0.04975,0.04975,0.09,0.0645,0.071,0.0645,0.0702499999999999,0.0579999999999999,0.0524999999999999,0.11225,0.1332499999999999,0.0504999999999999,0.067,0.04925,0.06,0.06025,0.11325,0.03725,0.0439999999999999,0.08,0.0655,0.05825,0.0314999999999999,0.0424999999999999,0.0277499999999999,0.05125,0.1282499999999999,0.03225,0.04625,0.029,0.0262499999999999,0.0359999999999999,0.03375,0.0319999999999999,0.022,0.029,0.018
Captain America (1990),0.99875,0.8362499999999999,0.8362499999999999,0.97075,0.97075,0.8514999999999999,0.99875,0.99875,0.573,0.754,0.3715,0.4399999999999999,0.7815000000000001,0.49575,0.4832499999999999,0.4595,0.77525,0.32175,0.38225,0.619,0.592,0.21325,0.46675,0.79175,0.18575,0.2855,0.4932499999999999,0.23175,0.3145,0.25275,0.1225,0.3715,0.1397499999999999,0.1689999999999999,0.1689999999999999,0.33825,0.4515,0.18125,0.1785,0.745,0.1674999999999999,0.3445,0.1882499999999999,0.1159999999999999,0.1079999999999999,0.23825,0.45875,0.2504999999999999,0.1505,0.52125,0.183,0.252,0.0645,0.05575,0.2339999999999999,0.0687499999999999,0.12225,0.2055,0.0747499999999999,0.30025,0.092,0.1669999999999999,0.2012499999999999,0.1455,0.2115,0.1355,0.2704999999999999,0.0745,0.0999999999999999,0.152,0.11725,0.0539999999999999,0.2309999999999999,0.121,0.09925,0.12075,0.1392499999999999,0.08775,0.0657499999999999,0.089,0.0657499999999999,0.081,0.1755,0.1164999999999999,0.16425,0.142,0.0692499999999999,0.1119999999999999,0.088,0.132,0.1674999999999999,0.33975,0.0667499999999999,0.092,0.10675,0.06025,0.05375,0.1332499999999999,0.05775,0.0584999999999999,0.0652499999999999,0.08675,0.185,0.0329999999999999,0.03325,0.0464999999999999,0.10325,0.10925,0.05675,0.0399999999999999,0.0725,0.0474999999999999,0.0574999999999999,0.03925,0.0217499999999999,0.03575,0.1995,0.0369999999999999,0.0672499999999999,0.072,0.0732499999999999,0.0257499999999999,0.0837499999999999,0.08975,0.0305,0.0539999999999999,0.09275,0.0479999999999999,0.1064999999999999,0.0374999999999999,0.03275,0.0529999999999999,0.0765,0.1109999999999999,0.0464999999999999,0.025,0.0349999999999999,0.0242499999999999,0.0182499999999999,0.0364999999999999,0.0454999999999999,0.04575,0.0212499999999999,0.03175,0.0444999999999999,0.02975,0.026,0.03125,0.006
Elektra (2005),0.99575,0.95575,0.95575,0.8765000000000001,0.8765000000000001,0.8294999999999999,0.99575,0.99575,0.788,0.6965,0.42425,0.6035,0.5905,0.7305,0.48875,0.80725,0.622,0.3159999999999999,0.3349999999999999,0.5795,0.53825,0.70675,0.31225,0.539,0.25925,0.3105,0.304,0.2015,0.369,0.32825,0.2324999999999999,0.351,0.2189999999999999,0.20425,0.27225,0.31775,0.3159999999999999,0.43425,0.1649999999999999,0.31225,0.22975,0.53575,0.26075,0.193,0.2254999999999999,0.2219999999999999,0.66925,0.21575,0.137,0.33525,0.2915,0.40325,0.1109999999999999,0.0852499999999999,0.1897499999999999,0.0959999999999999,0.0855,0.0984999999999999,0.22675,0.1614999999999999,0.1465,0.18575,0.24125,0.1307499999999999,0.24175,0.12,0.1579999999999999,0.09675,0.1084999999999999,0.1644999999999999,0.17525,0.127,0.1064999999999999,0.0857499999999999,0.086,0.0707499999999999,0.2985,0.0767499999999999,0.09375,0.172,0.0707499999999999,0.3235,0.1175,0.0837499999999999,0.10625,0.0707499999999999,0.2907499999999999,0.1029999999999999,0.06,0.0825,0.0682499999999999,0.3505,0.0384999999999999,0.0979999999999999,0.141,0.09125,0.1154999999999999,0.05625,0.0632499999999999,0.1297499999999999,0.068,0.08775,0.14325,0.1282499999999999,0.068,0.8505,0.071,0.1024999999999999,0.0637499999999999,0.0439999999999999,0.0999999999999999,0.1014999999999999,0.059,0.05975,0.0319999999999999,0.05625,0.0692499999999999,0.0579999999999999,0.1114999999999999,0.0822499999999999,0.0802499999999999,0.024,0.1039999999999999,0.0885,0.065,0.0705,0.068,0.08925,0.069,0.029,0.04725,0.06075,0.05375,0.0329999999999999,0.028,0.04425,0.0287499999999999,0.03775,0.03225,0.04325,0.03725,0.03975,0.03125,0.0272499999999999,0.0334999999999999,0.0237499999999999,0.03075,0.03425,0.0115
Constantine (2005),0.994,0.90075,0.90075,0.8600000000000001,0.8600000000000001,0.931,0.8627499999999999,0.994,0.7842499999999999,0.69,0.96525,0.6645,0.63875,0.43725,0.6035,0.47075,0.3255,0.3702499999999999,0.61075,0.54175,0.393,0.33125,0.39325,0.8047500000000001,0.3482499999999999,0.74875,0.122,0.2339999999999999,0.4197499999999999,0.3445,0.74,0.43725,0.3027499999999999,0.43725,0.43725,0.32825,0.2644999999999999,0.205,0.4137499999999999,0.1887499999999999,0.31425,0.17375,0.24625,0.2694999999999999,0.15275,0.32025,0.28925,0.43875,0.2334999999999999,0.4375,0.267,0.14725,0.1674999999999999,0.1415,0.24225,0.4137499999999999,0.2065,0.794,0.12275,0.0707499999999999,0.38375,0.27725,0.1987499999999999,0.11075,0.133,0.20725,0.14525,0.3209999999999999,0.093,0.1629999999999999,0.0835,0.59325,0.0722499999999999,0.2224999999999999,0.26,0.10975,0.0787499999999999,0.3545,0.0712499999999999,0.1765,0.151,0.184,0.1937499999999999,0.144,0.081,0.0722499999999999,0.3195,0.18075,0.0625,0.1322499999999999,0.1129999999999999,0.08875,0.124,0.05425,0.18425,0.11775,0.0857499999999999,0.05375,0.16625,0.0692499999999999,0.08725,0.083,0.03775,0.1425,0.07,0.05925,0.10225,0.0657499999999999,0.0494999999999999,0.0805,0.0672499999999999,0.0735,0.0655,0.605,0.0459999999999999,0.0722499999999999,0.05575,0.16025,0.073,0.0389999999999999,0.511,0.07,0.04025,0.05725,0.1185,0.21725,0.1019999999999999,0.061,0.0404999999999999,0.0549999999999999,0.05575,0.1044999999999999,0.0757499999999999,0.0484999999999999,0.083,0.0474999999999999,0.04325,0.10125,0.04425,0.0305,0.0762499999999999,0.0675,0.03625,0.04825,0.0354999999999999,0.0672499999999999,0.0349999999999999,0.03425,0.0167499999999999
Fantastic Four (2005),0.99925,0.9805,0.9805,0.9785,0.9785,0.978,0.99925,0.99925,0.932,0.66075,0.6885,0.34275,0.91075,0.587,0.71425,0.4499999999999999,0.6965,0.74125,0.3542499999999999,0.64625,0.768,0.2254999999999999,0.58625,0.71275,0.3189999999999999,0.33475,0.6025,0.6445,0.4415,0.1795,0.3904999999999999,0.26175,0.30625,0.2465,0.22975,0.296,0.3429999999999999,0.3904999999999999,0.24575,0.58625,0.1922499999999999,0.27975,0.1327499999999999,0.3077499999999999,0.2244999999999999,0.22625,0.4167499999999999,0.1915,0.394,0.3894999999999999,0.216,0.4825,0.151,0.1337499999999999,0.18075,0.10375,0.15275,0.10875,0.16525,0.2085,0.16225,0.253,0.1925,0.33625,0.20575,0.1255,0.1495,0.14575,0.1877499999999999,0.139,0.2309999999999999,0.17175,0.0865,0.1614999999999999,0.204,0.093,0.11825,0.10625,0.0782499999999999,0.2155,0.0999999999999999,0.2022499999999999,0.1535,0.10125,0.10725,0.17125,0.371,0.15625,0.0925,0.17725,0.197,0.1084999999999999,0.09475,0.0662499999999999,0.1039999999999999,0.23375,0.12175,0.06,0.0827499999999999,0.084,0.0635,0.11125,0.1154999999999999,0.0615,0.0635,0.11425,0.11125,0.11525,0.0509999999999999,0.0459999999999999,0.06,0.09525,0.0712499999999999,0.065,0.0652499999999999,0.0725,0.0454999999999999,0.06175,0.0895,0.12175,0.088,0.081,0.09,0.062,0.0635,0.06,0.0605,0.0837499999999999,0.1099999999999999,0.0404999999999999,0.05025,0.04425,0.0474999999999999,0.05925,0.0369999999999999,0.0647499999999999,0.03625,0.0414999999999999,0.0192499999999999,0.06025,0.0484999999999999,0.0409999999999999,0.03125,0.0564999999999999,0.0344999999999999,0.0275,0.0267499999999999,0.03275,0.0197499999999999
Asterix & Obelix vs. Caesar (Astérix et Obélix contre César) (1999),0.9895,0.86575,0.86575,0.9365,0.9365,0.8895,0.893,0.9895,0.8222499999999999,0.718,0.66275,0.42225,0.70175,0.4609999999999999,0.69325,0.46775,0.7155,0.597,0.3035,0.98275,0.5075,0.3834999999999999,0.41625,0.57275,0.1485,0.4197499999999999,0.7455,0.7455,0.41125,0.2274999999999999,0.2674999999999999,0.31775,0.4105,0.2654999999999999,0.31775,0.305,0.267,0.197,0.2185,0.1835,0.38875,0.22325,0.09925,0.3405,0.39625,0.23225,0.2035,0.14075,0.16325,0.25675,0.1365,0.04325,0.2264999999999999,0.16075,0.26775,0.1154999999999999,0.23275,0.16275,0.217,0.1104999999999999,0.17675,0.1892499999999999,0.33275,0.191,0.08825,0.1975,0.2334999999999999,0.43525,0.183,0.1649999999999999,0.273,0.379,0.067,0.1765,0.1805,0.272,0.55875,0.0787499999999999,0.059,0.0797499999999999,0.20675,0.0979999999999999,0.126,0.09825,0.14675,0.0969999999999999,0.06175,0.1215,0.10475,0.0974999999999999,0.05125,0.10025,0.0319999999999999,0.15725,0.082,0.175,0.1175,0.09375,0.0652499999999999,0.081,0.0837499999999999,0.1342499999999999,0.06025,0.0479999999999999,0.05225,0.0569999999999999,0.063,0.0775,0.0715,0.0569999999999999,0.0747499999999999,0.09725,0.05925,0.0745,0.0825,0.10475,0.09,0.0647499999999999,0.0959999999999999,0.11175,0.0404999999999999,0.0722499999999999,0.1922499999999999,0.0559999999999999,0.0727499999999999,0.03475,0.0414999999999999,0.079,0.0605,0.0454999999999999,0.014,0.0777499999999999,0.1119999999999999,0.05575,0.0697499999999999,0.0484999999999999,0.0464999999999999,0.15,0.026,0.0635,0.03975,0.03225,0.3409999999999999,0.0474999999999999,0.0389999999999999,0.0275,0.0935,0.0489999999999999,0.0207499999999999
Aeon Flux (2005),0.93,0.93,0.94825,0.8354999999999999,0.9335,0.992,0.57175,0.57175,0.7827500000000001,0.8885000000000001,0.4475,0.94825,0.60425,0.44425,0.63325,0.44625,0.3732499999999999,0.251,0.8885000000000001,0.402,0.3725,0.88625,0.30525,0.29725,0.8347500000000001,0.2574999999999999,0.59925,0.59925,0.3309999999999999,0.8394999999999999,0.992,0.25675,0.43725,0.3065,0.27025,0.3585,0.3409999999999999,0.16875,0.23325,0.146,0.257,0.53125,0.173,0.176,0.11275,0.20575,0.1775,0.196,0.05775,0.381,0.1955,0.28,0.076,0.2339999999999999,0.137,0.1365,0.59725,0.1295,0.37775,0.1342499999999999,0.2045,0.1775,0.1009999999999999,0.123,0.263,0.1225,0.1634999999999999,0.15725,0.1034999999999999,0.1425,0.20325,0.0787499999999999,0.09675,0.1372499999999999,0.0785,0.1064999999999999,0.10325,0.0964999999999999,0.16525,0.1094999999999999,0.1245,0.1257499999999999,0.0785,0.065,0.1564999999999999,0.0692499999999999,0.1435,0.0742499999999999,0.0615,0.1704999999999999,0.1515,0.4095,0.08775,0.2415,0.1285,0.03725,0.10575,0.0939999999999999,0.10025,0.0852499999999999,0.0732499999999999,0.0747499999999999,0.1995,0.05525,0.0737499999999999,0.0705,0.083,0.0539999999999999,0.0687499999999999,0.088,0.09475,0.1069999999999999,0.0509999999999999,0.068,0.03325,0.0857499999999999,0.03775,0.0559999999999999,0.05475,0.0667499999999999,0.03875,0.0237499999999999,0.06075,0.0459999999999999,0.0725,0.05375,0.05675,0.1069999999999999,0.18175,0.6195,0.0494999999999999,0.05925,0.05875,0.09025,0.0519999999999999,0.0845,0.04225,0.061,0.04225,0.0369999999999999,0.0782499999999999,0.0305,0.0275,0.03125,0.04175,0.03075,0.0287499999999999,0.017,0.0187499999999999
Final Fantasy VII: Advent Children (2004),0.911,0.87775,0.87775,0.706,0.62025,0.57175,0.4912499999999999,0.412,0.71475,0.7775000000000001,0.8625,0.8775,0.8022499999999999,0.4822499999999999,0.70375,0.6165,0.25475,0.24075,0.7775000000000001,0.4255,0.51275,0.41425,0.2425,0.653,0.3625,0.307,0.286,0.8485,0.47375,0.58125,0.3425,0.3095,0.44675,0.31875,0.4639999999999999,0.3702499999999999,0.20775,0.33175,0.30425,0.0574999999999999,0.1257499999999999,0.1932499999999999,0.1689999999999999,0.352,0.286,0.2022499999999999,0.11075,0.16325,0.1619999999999999,0.3642499999999999,0.1282499999999999,0.1855,0.31275,0.1377499999999999,0.2025,0.18125,0.22225,0.0745,0.4862499999999999,0.0812499999999999,0.25425,0.1599999999999999,0.284,0.1594999999999999,0.0944999999999999,0.1985,0.1485,0.1375,0.1302499999999999,0.196,0.0564999999999999,0.2,0.14875,0.1375,0.04625,0.15625,0.0852499999999999,0.3535,0.3429999999999999,0.17775,0.14375,0.1272499999999999,0.0752499999999999,0.1505,0.11425,0.0529999999999999,0.268,0.11175,0.0564999999999999,0.0959999999999999,0.0737499999999999,0.0767499999999999,0.0595,0.178,0.10225,0.11775,0.14575,0.0842499999999999,0.076,0.139,0.0837499999999999,0.09675,0.0384999999999999,0.03875,0.0822499999999999,0.0632499999999999,0.05525,0.04875,0.05275,0.21725,0.154,0.0755,0.05375,0.06,0.0499999999999999,0.08675,0.0949999999999999,0.0752499999999999,0.0765,0.0595,0.0544999999999999,0.1375,0.0324999999999999,0.05375,0.077,0.04325,0.0742499999999999,0.04825,0.0755,0.0825,0.0379999999999999,0.1345,0.0767499999999999,0.0569999999999999,0.0735,0.0424999999999999,0.0579999999999999,0.087,0.0247499999999999,0.0384999999999999,0.0275,0.04075,0.03825,0.04925,0.04075,0.0374999999999999,0.0627499999999999,0.0187499999999999,0.04225
Underworld: Evolution (2006),0.9785,0.9785,0.9785,0.778,0.75875,0.7742500000000001,0.506,0.43875,0.705,0.662,0.8505,0.7995000000000001,0.6655,0.662,0.5035,0.53775,0.3552499999999999,0.2455,0.3265,0.3425,0.57575,0.6815,0.377,0.39075,0.93875,0.3255,0.1574999999999999,0.23825,0.3764999999999999,0.2967499999999999,0.51375,0.23775,0.31875,0.23775,0.26075,0.3345,0.137,0.2604999999999999,0.2594999999999999,0.144,0.14475,0.44525,0.2254999999999999,0.1614999999999999,0.1099999999999999,0.16325,0.10825,0.15375,0.0544999999999999,0.1307499999999999,0.15975,0.12175,0.249,0.33125,0.3305,0.14225,0.1877499999999999,0.06075,0.2957499999999999,0.11475,0.29725,0.1505,0.1315,0.11325,0.1699999999999999,0.0999999999999999,0.142,0.20625,0.0969999999999999,0.11825,0.0812499999999999,0.8307500000000001,0.1885,0.18425,0.3894999999999999,0.11125,0.0959999999999999,0.14725,0.1865,0.1044999999999999,0.0885,0.2005,0.0677499999999999,0.1604999999999999,0.1144999999999999,0.05575,0.068,0.146,0.1535,0.08925,0.11175,0.194,0.0785,0.1054999999999999,0.10975,0.0474999999999999,0.0615,0.0374999999999999,0.0682499999999999,0.0755,0.1445,0.0672499999999999,0.081,0.075,0.077,0.0359999999999999,0.10675,0.0752499999999999,0.04325,0.0504999999999999,0.05875,0.143,0.0494999999999999,0.0595,0.05575,0.0685,0.0539999999999999,0.06125,0.066,0.067,0.0379999999999999,0.0354999999999999,0.0832499999999999,0.0687499999999999,0.0637499999999999,0.0305,0.05575,0.0797499999999999,0.03725,0.0287499999999999,0.03525,0.061,0.05075,0.03325,0.0282499999999999,0.0539999999999999,0.0265,0.0584999999999999,0.0484999999999999,0.0647499999999999,0.0215,0.0339999999999999,0.0339999999999999,0.031,0.03575,0.03875,0.0235,0.023,0.0155
Ultraviolet (2006),0.96425,0.96425,0.96425,0.93375,0.879,0.9615,0.8734999999999999,0.9495,0.72225,0.855,0.59525,0.94,0.73425,0.51825,0.653,0.42925,0.65225,0.2324999999999999,0.7777499999999999,0.46525,0.471,0.4275,0.4499999999999999,0.7962499999999999,0.3492499999999999,0.27625,0.2395,0.45275,0.3077499999999999,0.855,0.9615,0.202,0.37275,0.2334999999999999,0.196,0.32875,0.38625,0.187,0.1932499999999999,0.4499999999999999,0.412,0.55875,0.14275,0.1679999999999999,0.1275,0.183,0.3185,0.28325,0.0837499999999999,0.26225,0.209,0.1897499999999999,0.11225,0.0885,0.18075,0.09825,0.20525,0.31925,0.46875,0.15275,0.11575,0.1599999999999999,0.15125,0.1372499999999999,0.15725,0.12375,0.14875,0.1235,0.1322499999999999,0.154,0.09325,0.267,0.1129999999999999,0.10275,0.09825,0.075,0.1745,0.09575,0.10325,0.1104999999999999,0.0732499999999999,0.18025,0.0727499999999999,0.0742499999999999,0.188,0.0657499999999999,0.069,0.081,0.063,0.09675,0.12375,0.4439999999999999,0.10975,0.09675,0.1287499999999999,0.06025,0.0797499999999999,0.09325,0.0797499999999999,0.121,0.0865,0.0979999999999999,0.1159999999999999,0.075,0.0687499999999999,0.0615,0.0989999999999999,0.0737499999999999,0.0514999999999999,0.0737499999999999,0.0657499999999999,0.0745,0.03725,0.0925,0.0267499999999999,0.0509999999999999,0.04225,0.0529999999999999,0.0702499999999999,0.05275,0.0574999999999999,0.0165,0.0635,0.067,0.076,0.04725,0.078,0.0725,0.0802499999999999,0.081,0.05325,0.0605,0.0615,0.0519999999999999,0.02975,0.0429999999999999,0.04125,0.0464999999999999,0.03625,0.026,0.0404999999999999,0.0275,0.0339999999999999,0.03025,0.0379999999999999,0.0265,0.0182499999999999,0.0175,0.014
X-Men: The Last Stand (2006),0.99775,0.97975,0.97975,0.98725,0.98725,0.95825,0.99775,0.99775,0.9515,0.7215,0.60925,0.5025,0.969,0.74825,0.7575000000000001,0.60325,0.4665,0.56775,0.3582499999999999,0.4872499999999999,0.564,0.528,0.4945,0.80575,0.154,0.6125,0.361,0.38,0.4725,0.21125,0.7375,0.3582499999999999,0.38675,0.28525,0.3722499999999999,0.3732499999999999,0.21575,0.297,0.1689999999999999,0.15575,0.1639999999999999,0.1505,0.35075,0.253,0.199,0.248,0.4087499999999999,0.1659999999999999,0.35275,0.236,0.38375,0.53275,0.3107499999999999,0.80575,0.15325,0.1689999999999999,0.344,0.0569999999999999,0.1997499999999999,0.10125,0.1895,0.21525,0.2634999999999999,0.2524999999999999,0.144,0.124,0.1865,0.149,0.174,0.1709999999999999,0.14775,0.16225,0.1377499999999999,0.214,0.22425,0.0817499999999999,0.0847499999999999,0.1159999999999999,0.09425,0.17575,0.17575,0.1255,0.1124999999999999,0.12125,0.142,0.0999999999999999,0.26575,0.14325,0.209,0.1084999999999999,0.14225,0.04875,0.0747499999999999,0.0845,0.081,0.643,0.10625,0.0504999999999999,0.05575,0.087,0.1255,0.08,0.05925,0.05925,0.0635,0.0675,0.0782499999999999,0.21775,0.0444999999999999,0.076,0.066,0.0682499999999999,0.0539999999999999,0.05075,0.0305,0.0852499999999999,0.0364999999999999,0.0697499999999999,0.0677499999999999,0.18425,0.0815,0.05075,0.093,0.0584999999999999,0.0645,0.03875,0.05825,0.0469999999999999,0.0875,0.1377499999999999,0.03175,0.0792499999999999,0.05875,0.03025,0.03875,0.05525,0.04425,0.0434999999999999,0.0265,0.05875,0.0484999999999999,0.03125,0.03125,0.0444999999999999,0.03175,0.0295,0.0319999999999999,0.03175,0.015
Pirates of the Caribbean: Dead Man's Chest (2006),0.9665,0.9665,0.9665,0.9645,0.9645,0.88375,0.33775,0.43325,0.837,0.78075,0.835,0.61825,0.75875,0.5225,0.6365,0.4875,0.723,0.73275,0.51125,0.31575,0.46575,0.53575,0.2194999999999999,0.1149999999999999,0.294,0.3495,0.4782499999999999,0.5205,0.4895,0.3139999999999999,0.304,0.5225,0.4429999999999999,0.44075,0.5225,0.29725,0.1795,0.2917499999999999,0.3129999999999999,0.1019999999999999,0.1755,0.22375,0.1694999999999999,0.557,0.21975,0.23725,0.0635,0.55925,0.1004999999999999,0.175,0.2734999999999999,0.263,0.32525,0.7909999999999999,0.16175,0.3129999999999999,0.2249999999999999,0.06225,0.39825,0.1295,0.26275,0.1875,0.1967499999999999,0.286,0.14425,0.14,0.1897499999999999,0.1775,0.20525,0.15475,0.40275,0.0954999999999999,0.35475,0.18475,0.8107500000000001,0.15375,0.25775,0.31475,0.1355,0.14625,0.1855,0.1185,0.12175,0.09675,0.0905,0.068,0.0825,0.1395,0.2249999999999999,0.1164999999999999,0.1345,0.1154999999999999,0.172,0.1912499999999999,0.08625,0.1272499999999999,0.09975,0.0419999999999999,0.1267499999999999,0.068,0.141,0.0665,0.0949999999999999,0.0989999999999999,0.0637499999999999,0.04825,0.12375,0.0667499999999999,0.05425,0.18475,0.0772499999999999,0.0637499999999999,0.15475,0.089,0.1014999999999999,0.09775,0.1114999999999999,0.09275,0.0939999999999999,0.0984999999999999,0.05325,0.0847499999999999,0.1019999999999999,0.068,0.06,0.05375,0.03225,0.0554999999999999,0.05225,0.0605,0.0817499999999999,0.0544999999999999,0.0559999999999999,0.08975,0.04625,0.0842499999999999,0.1164999999999999,0.05775,0.0579999999999999,0.0549999999999999,0.05975,0.0559999999999999,0.05225,0.0504999999999999,0.0394999999999999,0.0489999999999999,0.05925,0.0222499999999999,0.02
My Super Ex-Girlfriend (2006),0.992,0.39775,0.4625,0.887,0.84575,0.69225,0.992,0.992,0.84575,0.68375,0.382,0.2495,0.40175,0.43625,0.3315,0.58075,0.7967500000000001,0.51425,0.2827499999999999,0.3525,0.3642499999999999,0.2239999999999999,0.2105,0.33975,0.10325,0.1674999999999999,0.32225,0.23475,0.299,0.2947499999999999,0.08625,0.375,0.1942499999999999,0.2734999999999999,0.23825,0.22525,0.2475,0.69475,0.29925,0.2105,0.31925,0.6755,0.1345,0.4679999999999999,0.16825,0.2299999999999999,0.275,0.34175,0.09675,0.21575,0.3325,0.1195,0.0667499999999999,0.0344999999999999,0.21775,0.1282499999999999,0.0944999999999999,0.0765,0.11625,0.11925,0.1185,0.1865,0.18375,0.1895,0.533,0.1169999999999999,0.16675,0.14,0.137,0.16175,0.0944999999999999,0.06,0.1877499999999999,0.15125,0.059,0.1225,0.39425,0.08825,0.09075,0.3462499999999999,0.08675,0.1245,0.1402499999999999,0.09375,0.18475,0.6425,0.15825,0.15475,0.0514999999999999,0.10225,0.08825,0.14975,0.026,0.0817499999999999,0.0984999999999999,0.0569999999999999,0.10725,0.0727499999999999,0.122,0.1039999999999999,0.0727499999999999,0.0969999999999999,0.14575,0.03025,0.069,0.15625,0.0842499999999999,0.119,0.06125,0.05375,0.08675,0.11475,0.0775,0.05875,0.0802499999999999,0.0722499999999999,0.09675,0.09175,0.3904999999999999,0.087,0.04925,0.05475,0.17975,0.074,0.0745,0.04925,0.0757499999999999,0.15775,0.04975,0.03225,0.059,0.0802499999999999,0.09975,0.04075,0.063,0.05125,0.04575,0.04325,0.0215,0.0655,0.0544999999999999,0.0354999999999999,0.0282499999999999,0.04775,0.0847499999999999,0.0349999999999999,0.0449999999999999,0.0579999999999999,0.0195
Superman Returns (2006),0.9975,0.88375,0.88375,0.98,0.98,0.93425,0.9975,0.9975,0.939,0.73925,0.74425,0.571,0.93125,0.69525,0.663,0.522,0.3984999999999999,0.44275,0.4822499999999999,0.519,0.5265,0.26775,0.4375,0.66525,0.4735,0.55375,0.43875,0.4519999999999999,0.42125,0.3235,0.307,0.3005,0.3215,0.3289999999999999,0.3289999999999999,0.32975,0.23725,0.2185,0.197,0.1835,0.1639999999999999,0.14475,0.1972499999999999,0.131,0.3854999999999999,0.264,0.3712499999999999,0.2194999999999999,0.2947499999999999,0.1515,0.237,0.2885,0.26925,0.3409999999999999,0.16825,0.123,0.11775,0.20625,0.12175,0.32925,0.14,0.1955,0.1917499999999999,0.1765,0.129,0.1287499999999999,0.1555,0.11375,0.17075,0.136,0.27275,0.0827499999999999,0.27525,0.1397499999999999,0.133,0.0875,0.1089999999999999,0.09,0.1629999999999999,0.172,0.14875,0.135,0.1955,0.1074999999999999,0.118,0.14325,0.3215,0.22475,0.079,0.18525,0.1589999999999999,0.0625,0.11025,0.17175,0.09975,0.1144999999999999,0.1139999999999999,0.0785,0.10725,0.0737499999999999,0.0994999999999999,0.0817499999999999,0.1089999999999999,0.084,0.05025,0.1064999999999999,0.0822499999999999,0.09775,0.09525,0.09175,0.0772499999999999,0.0642499999999999,0.0635,0.06225,0.029,0.08775,0.0509999999999999,0.0797499999999999,0.11225,0.09725,0.0722499999999999,0.04525,0.0687499999999999,0.1019999999999999,0.0742499999999999,0.0389999999999999,0.05175,0.0782499999999999,0.04425,0.059,0.028,0.064,0.09575,0.0354999999999999,0.03875,0.092,0.0989999999999999,0.04425,0.02,0.0474999999999999,0.0464999999999999,0.06075,0.0354999999999999,0.04875,0.0374999999999999,0.0459999999999999,0.0489999999999999,0.0389999999999999,0.0252499999999999
