movieId,drama,melancholic,original,greed,culture clash,weird,independent film,good,runaway,life & death,vengeance,drinking,unlikely friendships,mentor,dialogue,pornography,life philosophy,dysfunctional family,quirky,death,betrayal,catastrophe,adaptation,childhood,light,hospital,family,sacrifice,prejudice,addiction,cancer,very funny,writers,queer,teen movie,creativity,not funny,nudity (full frontal - brief),transformation,women,small town,doctors,predictable,good music,sexy,surveillance,dreams,absurd,islam,nudity (topless - brief),divorce,fantasy world,british,stereotypes,chase,multiple storylines,classic car,underrated,road movie,first contact,fight scenes,new jersey,awesome soundtrack,survival,irish accent,period piece,fun movie,california,alter ego,simple,memory,workplace,brothers,film noir,censorship,adoption,weapons,directorial debut,tokyo,bollywood,father daughter relationship,hotel,foul language,computer animation,blindness,atheism,potential oscar nom,single father,too long,farce,prison,homeless,wilderness,wartime,stoner movie,texas,best of 2005,new york city,ensemble cast,stand-up comedy,interracial romance,1930s,god,pulp,rebellion,alternate history,internet,indians,documentary,race,wine,80s,hunting,lawyer,prostitution,mad scientist,nudity (rear),camp,australia,unlikeable characters,radio,immortality,french,made for tv,island,hip hop,notable nudity,los angeles,ghosts/afterlife,goth,finnish,russian,shopping,robert downey jr,san francisco,reality tv,oil,kick-butt women,desert,graphic novel,kidnapping,no plot,buddy movie,snakes,time,fashion,trilogy,too short,remake
"Mudge Boy, The (2003)",0.73675,0.83775,0.69175,0.715,0.73675,0.83775,0.8307500000000001,0.73675,0.73675,0.7445,0.76075,0.756,0.96175,0.57675,0.69175,0.8474999999999999,0.24925,0.58625,0.24325,0.8605,0.585,0.42625,0.2614999999999999,0.59925,0.12325,0.3149999999999999,0.469,0.1912499999999999,0.38225,0.2189999999999999,0.44575,0.24375,0.4307499999999999,0.95725,0.64725,0.23425,0.3784999999999999,0.2604999999999999,0.17275,0.53775,0.06025,0.1302499999999999,0.4615,0.0549999999999999,0.56475,0.39275,0.089,0.23975,0.16825,0.05325,0.03675,0.3249999999999999,0.0419999999999999,0.2594999999999999,0.17575,0.1292499999999999,0.125,0.27325,0.2244999999999999,0.2395,0.1317499999999999,0.11475,0.03725,0.0584999999999999,0.1609999999999999,0.0845,0.0752499999999999,0.15225,0.1089999999999999,0.073,0.14575,0.0637499999999999,0.195,0.3279999999999999,0.36275,0.0802499999999999,0.14425,0.0737499999999999,0.55525,0.0767499999999999,0.075,0.13,0.03675,0.469,0.14525,0.071,0.0449999999999999,0.2025,0.0827499999999999,0.24375,0.20525,0.1287499999999999,0.21225,0.069,0.0735,0.1649999999999999,0.026,0.0429999999999999,0.0334999999999999,0.18275,0.04925,0.03075,0.3472499999999999,0.12025,0.09125,0.1714999999999999,0.08775,0.0792499999999999,0.16175,0.03925,0.065,0.0177499999999999,0.2194999999999999,0.0155,0.09475,0.05725,0.0292499999999999,0.12475,0.0277499999999999,0.0479999999999999,0.0479999999999999,0.05175,0.0529999999999999,0.05375,0.0632499999999999,0.0564999999999999,0.083,0.0795,0.09875,0.22225,0.0295,0.0479999999999999,0.03975,0.03875,0.0314999999999999,0.0434999999999999,0.03075,0.25575,0.0439999999999999,0.39275,0.0494999999999999,0.0177499999999999,0.0765,0.4325,0.03,0.0655,0.0262499999999999,0.0544999999999999,0.0175
"Three Faces of Eve, The (1957)",0.995,0.69175,0.938,0.995,0.995,0.9635,0.91075,0.938,0.995,0.496,0.8634999999999999,0.8067500000000001,0.434,0.8287500000000001,0.86575,0.4725,0.31425,0.3375,0.4107499999999999,0.2867499999999999,0.48175,0.53075,0.9215,0.621,0.59125,0.4702499999999999,0.45775,0.72,0.5945,0.2855,0.22575,0.27225,0.26525,0.34575,0.2455,0.2877499999999999,0.4445,0.30825,0.44975,0.40525,0.3894999999999999,0.73275,0.2967499999999999,0.197,0.5175,0.36875,0.2274999999999999,0.29125,0.72,0.49875,0.21775,0.3125,0.34125,0.48,0.17675,0.10225,0.246,0.276,0.0812499999999999,0.37675,0.1937499999999999,0.25575,0.0737499999999999,0.1302499999999999,0.26425,0.34125,0.4355,0.1255,0.4712499999999999,0.1699999999999999,0.302,0.2594999999999999,0.1272499999999999,0.568,0.4725,0.0979999999999999,0.1327499999999999,0.1415,0.0564999999999999,0.1089999999999999,0.0855,0.2017499999999999,0.0855,0.26175,0.3165,0.34375,0.1402499999999999,0.1024999999999999,0.0692499999999999,0.08975,0.1094999999999999,0.09225,0.0559999999999999,0.10825,0.0675,0.066,0.14875,0.23225,0.0707499999999999,0.10375,0.25225,0.1307499999999999,0.1925,0.1004999999999999,0.1049999999999999,0.22625,0.217,0.05275,0.05075,0.15875,0.0579999999999999,0.0584999999999999,0.0999999999999999,0.22975,0.0469999999999999,0.3745,0.0484999999999999,0.0974999999999999,0.07,0.0554999999999999,0.14975,0.0647499999999999,0.0429999999999999,0.2165,0.0989999999999999,0.05275,0.1079999999999999,0.0707499999999999,0.09175,0.09275,0.0539999999999999,0.0625,0.0394999999999999,0.093,0.1317499999999999,0.0652499999999999,0.0394999999999999,0.0509999999999999,0.0117499999999999,0.071,0.0652499999999999,0.0645,0.10375,0.1629999999999999,0.11925,0.04925,0.0282499999999999,0.0979999999999999,0.04575
Wit (2001),0.977,0.938,0.977,0.977,0.907,0.938,0.96925,0.977,0.90375,0.9825,0.76125,0.8087500000000001,0.966,0.96475,0.92525,0.41825,0.74175,0.51675,0.7557499999999999,0.90675,0.4519999999999999,0.6025,0.8792500000000001,0.5635,0.68,0.9525,0.24325,0.7435,0.7435,0.34675,0.997,0.5285,0.392,0.3269999999999999,0.208,0.4455,0.37575,0.39925,0.45325,0.2224999999999999,0.3037499999999999,0.967,0.2234999999999999,0.3924999999999999,0.1555,0.18275,0.26075,0.4435,0.2279999999999999,0.43875,0.10225,0.204,0.4067499999999999,0.24775,0.184,0.27725,0.23125,0.41225,0.1639999999999999,0.2977499999999999,0.24575,0.30825,0.3924999999999999,0.47875,0.276,0.4004999999999999,0.254,0.14075,0.31325,0.11425,0.382,0.14825,0.17925,0.1639999999999999,0.2145,0.18375,0.1579999999999999,0.16125,0.22825,0.289,0.20425,0.1307499999999999,0.2385,0.1644999999999999,0.22825,0.24325,0.3325,0.1584999999999999,0.25025,0.2415,0.132,0.132,0.125,0.1335,0.08875,0.1169999999999999,0.2465,0.0745,0.3369999999999999,0.2274999999999999,0.0777499999999999,0.175,0.23725,0.1049999999999999,0.1109999999999999,0.1905,0.0737499999999999,0.0837499999999999,0.0715,0.10575,0.0752499999999999,0.074,0.0847499999999999,0.0832499999999999,0.04675,0.21275,0.10175,0.12175,0.1425,0.06025,0.2,0.27,0.0782499999999999,0.256,0.0885,0.0524999999999999,0.069,0.0605,0.1215,0.04375,0.0237499999999999,0.0752499999999999,0.03125,0.1535,0.0787499999999999,0.1059999999999999,0.03475,0.071,0.0464999999999999,0.0474999999999999,0.0295,0.0295,0.066,0.09875,0.0762499999999999,0.092,0.04575,0.05775,0.029
"Best of Youth, The (La meglio gioventù) (2003)",0.95075,0.95075,0.95075,0.89975,0.95075,0.95075,0.9005000000000001,0.95075,0.95075,0.77525,0.7622500000000001,0.857,0.8725,0.542,0.86225,0.34175,0.66425,0.8585,0.4845,0.72575,0.4845,0.4995,0.4307499999999999,0.566,0.42325,0.50625,0.53975,0.73975,0.46375,0.1149999999999999,0.5475,0.21825,0.34025,0.1674999999999999,0.155,0.34025,0.3299999999999999,0.1599999999999999,0.26225,0.23775,0.1372499999999999,0.1932499999999999,0.47975,0.31425,0.1525,0.2804999999999999,0.3035,0.1885,0.8580000000000001,0.17575,0.1887499999999999,0.32625,0.2284999999999999,0.22275,0.1897499999999999,0.486,0.295,0.1845,0.27375,0.47975,0.147,0.11275,0.3005,0.11625,0.26725,0.83575,0.1277499999999999,0.0755,0.0855,0.2314999999999999,0.1855,0.10775,0.71675,0.31875,0.06175,0.21625,0.12375,0.1564999999999999,0.367,0.476,0.1455,0.255,0.0292499999999999,0.1265,0.0812499999999999,0.1252499999999999,0.2897499999999999,0.0717499999999999,0.649,0.0925,0.1235,0.1034999999999999,0.11325,0.302,0.0795,0.10225,0.1962499999999999,0.04125,0.25575,0.0767499999999999,0.0905,0.119,0.0439999999999999,0.0765,0.47,0.1659999999999999,0.081,0.1704999999999999,0.2334999999999999,0.185,0.38925,0.0667499999999999,0.0865,0.0785,0.0954999999999999,0.05825,0.0514999999999999,0.067,0.0935,0.0215,0.03725,0.0434999999999999,0.1897499999999999,0.2189999999999999,0.0895,0.0419999999999999,0.0272499999999999,0.022,0.05225,0.0354999999999999,0.24875,0.249,0.063,0.0247499999999999,0.0544999999999999,0.04825,0.14775,0.061,0.1285,0.0175,0.0444999999999999,0.0605,0.0187499999999999,0.026,0.0695,0.0509999999999999,0.189,0.08675,0.008
"Maria Full of Grace (Maria, Llena eres de gracia) (2004)",0.9205,0.7697499999999999,0.8565,0.9205,0.9205,0.86775,0.86775,0.86775,0.9205,0.6225,0.8512500000000001,0.70175,0.59975,0.87175,0.6,0.4992499999999999,0.54175,0.45525,0.68175,0.56375,0.72475,0.65275,0.45325,0.40225,0.246,0.37175,0.536,0.41425,0.41425,0.982,0.17325,0.27675,0.33775,0.2827499999999999,0.5795,0.237,0.38675,0.39825,0.28125,0.68075,0.548,0.271,0.2095,0.30825,0.27575,0.23625,0.3715,0.1315,0.42125,0.39275,0.11025,0.2915,0.272,0.4399999999999999,0.2264999999999999,0.3055,0.29925,0.21925,0.2185,0.2254999999999999,0.20825,0.7522500000000001,0.29,0.523,0.17725,0.1375,0.22275,0.2465,0.191,0.24775,0.0812499999999999,0.48275,0.2294999999999999,0.142,0.39275,0.35075,0.21325,0.2249999999999999,0.24775,0.255,0.2,0.26925,0.18375,0.142,0.14175,0.16925,0.3665,0.17925,0.09775,0.06225,0.174,0.31475,0.1277499999999999,0.32025,0.25975,0.14725,0.21175,0.91175,0.0915,0.084,0.1395,0.0657499999999999,0.122,0.0837499999999999,0.1345,0.1059999999999999,0.153,0.0885,0.25575,0.145,0.085,0.1265,0.0484999999999999,0.10725,0.1945,0.06075,0.1375,0.0827499999999999,0.09,0.0682499999999999,0.0672499999999999,0.03575,0.0615,0.05175,0.0944999999999999,0.088,0.10025,0.0424999999999999,0.04825,0.11075,0.0989999999999999,0.06125,0.0777499999999999,0.0697499999999999,0.0725,0.067,0.2145,0.1475,0.0404999999999999,0.10275,0.0705,0.1054999999999999,0.0277499999999999,0.0409999999999999,0.0267499999999999,0.1297499999999999,0.0384999999999999,0.05525,0.0187499999999999
Garden State (2004),0.92175,0.96425,0.90575,0.92175,0.8979999999999999,0.8714999999999999,0.967,0.908,0.8772500000000001,0.8867499999999999,0.8772500000000001,0.92175,0.96425,0.851,0.714,0.374,0.724,0.5845,0.91375,0.75325,0.4157499999999999,0.661,0.3259999999999999,0.58075,0.58675,0.4345,0.3259999999999999,0.3369999999999999,0.3369999999999999,0.8512500000000001,0.40725,0.5975,0.596,0.371,0.44375,0.4589999999999999,0.291,0.3745,0.40425,0.1594999999999999,0.41725,0.23575,0.44725,0.895,0.24025,0.209,0.40225,0.44525,0.1525,0.386,0.09,0.32525,0.22925,0.5165,0.2815,0.40925,0.3385,0.3239999999999999,0.4305,0.2294999999999999,0.5745,0.9555,0.895,0.24375,0.3007499999999999,0.0939999999999999,0.28925,0.39425,0.3075,0.34125,0.3355,0.1367499999999999,0.2155,0.269,0.066,0.144,0.20575,0.7849999999999999,0.23075,0.14425,0.1337499999999999,0.188,0.2847499999999999,0.15275,0.134,0.152,0.259,0.1089999999999999,0.145,0.27525,0.11475,0.14625,0.18275,0.11375,0.48975,0.1064999999999999,0.26375,0.126,0.21,0.0785,0.076,0.0479999999999999,0.0755,0.133,0.2214999999999999,0.1265,0.11175,0.091,0.04875,0.09675,0.142,0.0845,0.0685,0.0237499999999999,0.0524999999999999,0.0755,0.1009999999999999,0.0974999999999999,0.1099999999999999,0.3135,0.1064999999999999,0.0825,0.03925,0.0509999999999999,0.09375,0.14625,0.0944999999999999,0.7195,0.29225,0.10575,0.1049999999999999,0.0627499999999999,0.204,0.1365,0.075,0.0767499999999999,0.03925,0.061,0.0762499999999999,0.09075,0.0195,0.118,0.1599999999999999,0.05275,0.0825,0.0265,0.1445,0.138,0.0292499999999999
Alice Doesn't Live Here Anymore (1974),0.991,0.90075,0.885,0.991,0.991,0.88825,0.88825,0.885,0.991,0.59425,0.65675,0.88825,0.90075,0.59875,0.492,0.5155,0.51325,0.51075,0.552,0.53625,0.6605,0.4559999999999999,0.4175,0.4975,0.5375,0.4825,0.4215,0.40125,0.3215,0.3097499999999999,0.17325,0.41225,0.3117499999999999,0.2564999999999999,0.20375,0.3894999999999999,0.2947499999999999,0.2185,0.3555,0.7855000000000001,0.6815,0.474,0.2284999999999999,0.2254999999999999,0.51325,0.3395,0.8362499999999999,0.38725,0.245,0.54275,0.4835,0.1714999999999999,0.18475,0.209,0.41525,0.1564999999999999,0.277,0.32475,0.95,0.26125,0.21975,0.56825,0.2254999999999999,0.4125,0.0765,0.2189999999999999,0.389,0.8714999999999999,0.3065,0.21225,0.076,0.53,0.1669999999999999,0.37,0.25425,0.33375,0.1307499999999999,0.148,0.26325,0.10825,0.1154999999999999,0.502,0.18175,0.195,0.1735,0.05425,0.16225,0.2584999999999999,0.28525,0.38725,0.1255,0.1699999999999999,0.14575,0.11925,0.1327499999999999,0.3399999999999999,0.15175,0.20975,0.069,0.10675,0.1775,0.24125,0.06175,0.11375,0.17525,0.075,0.05325,0.0757499999999999,0.08975,0.15575,0.122,0.15725,0.23675,0.0842499999999999,0.1937499999999999,0.09825,0.14875,0.1704999999999999,0.088,0.0974999999999999,0.11075,0.0732499999999999,0.059,0.075,0.08,0.04125,0.04475,0.1352499999999999,0.1282499999999999,0.0324999999999999,0.0409999999999999,0.04525,0.1009999999999999,0.087,0.31825,0.0677499999999999,0.0837499999999999,0.10325,0.43925,0.018,0.0745,0.0647499999999999,0.0765,0.04825,0.0237499999999999,0.12125,0.04225,0.0459999999999999,0.0227499999999999
"Come Back, Little Sheba (1952)",0.996,0.8147500000000001,0.8069999999999999,0.996,0.996,0.8147500000000001,0.78125,0.8752500000000001,0.996,0.48875,0.652,0.9235,0.45675,0.665,0.45275,0.2897499999999999,0.32175,0.539,0.24575,0.3129999999999999,0.289,0.44725,0.6505,0.2684999999999999,0.57175,0.5685,0.2684999999999999,0.262,0.5535,0.55325,0.209,0.252,0.274,0.22725,0.2,0.3195,0.353,0.39725,0.33425,0.1865,0.2319999999999999,0.4635,0.2855,0.10225,0.3007499999999999,0.389,0.25125,0.44225,0.1382499999999999,0.1925,0.96825,0.2415,0.4609999999999999,0.42025,0.293,0.1225,0.2025,0.1367499999999999,0.23825,0.2294999999999999,0.18325,0.23025,0.06125,0.11425,0.1317499999999999,0.43875,0.252,0.345,0.38125,0.1987499999999999,0.1175,0.3325,0.091,0.45625,0.2937499999999999,0.1325,0.126,0.1584999999999999,0.10275,0.3259999999999999,0.242,0.40425,0.0544999999999999,0.24675,0.24875,0.0559999999999999,0.1079999999999999,0.23875,0.1175,0.22925,0.09525,0.10625,0.0765,0.146,0.0539999999999999,0.10525,0.174,0.04425,0.08725,0.077,0.363,0.5705,0.05475,0.136,0.15025,0.1942499999999999,0.10125,0.122,0.021,0.11225,0.1455,0.0379999999999999,0.0642499999999999,0.16375,0.0687499999999999,0.29725,0.16775,0.15325,0.0364999999999999,0.03025,0.59275,0.03325,0.0227499999999999,0.23725,0.1515,0.0187499999999999,0.09975,0.1272499999999999,0.12375,0.027,0.0454999999999999,0.0287499999999999,0.0232499999999999,0.0295,0.1495,0.1619999999999999,0.0265,0.086,0.0554999999999999,0.0627499999999999,0.0252499999999999,0.071,0.05425,0.069,0.12275,0.061,0.0282499999999999,0.0705,0.0277499999999999
Tarnation (2003),0.7085,0.7085,0.8214999999999999,0.7989999999999999,0.64625,0.8294999999999999,0.9445,0.59625,0.64625,0.6725,0.768,0.7085,0.51225,0.601,0.546,0.756,0.6265,0.879,0.4024999999999999,0.33675,0.36075,0.42925,0.28,0.41225,0.205,0.4157499999999999,0.349,0.17325,0.2915,0.7815000000000001,0.2495,0.2495,0.17575,0.84625,0.1669999999999999,0.64025,0.393,0.1877499999999999,0.25675,0.1327499999999999,0.22125,0.41525,0.4325,0.282,0.64375,0.2405,0.2614999999999999,0.3199999999999999,0.1164999999999999,0.407,0.08975,0.21325,0.0815,0.15975,0.1982499999999999,0.249,0.1935,0.15925,0.1505,0.199,0.26675,0.21275,0.282,0.18325,0.10175,0.089,0.2279999999999999,0.22775,0.17075,0.1564999999999999,0.3259999999999999,0.0554999999999999,0.2075,0.10225,0.1942499999999999,0.31675,0.1845,0.2375,0.15425,0.068,0.05225,0.0842499999999999,0.06225,0.12475,0.20975,0.137,0.22225,0.07,0.127,0.1425,0.0852499999999999,0.10275,0.14775,0.0569999999999999,0.082,0.5535,0.213,0.21,0.04025,0.17675,0.1009999999999999,0.04975,0.1475,0.125,0.09125,0.0875,0.1985,0.05725,0.7697499999999999,0.061,0.0524999999999999,0.08975,0.0625,0.025,0.064,0.1074999999999999,0.09125,0.10775,0.06,0.04075,0.0449999999999999,0.078,0.0637499999999999,0.075,0.0574999999999999,0.128,0.11025,0.0692499999999999,0.074,0.2095,0.03325,0.0329999999999999,0.064,0.0677499999999999,0.0775,0.46525,0.0227499999999999,0.0635,0.03725,0.0692499999999999,0.03075,0.065,0.0479999999999999,0.0389999999999999,0.0379999999999999,0.05175,0.0464999999999999,0.0257499999999999,0.0107499999999999
Callas Forever (2002),0.92525,0.9635,0.8089999999999999,0.8089999999999999,0.7637499999999999,0.9635,0.7805,0.8245,0.806,0.78375,0.806,0.8069999999999999,0.7769999999999999,0.91175,0.55625,0.6915,0.57275,0.3475,0.491,0.7475,0.88225,0.44275,0.75525,0.26875,0.7605,0.24625,0.21,0.368,0.44175,0.406,0.4195,0.3655,0.59975,0.92775,0.57175,0.41525,0.355,0.49,0.401,0.67875,0.2194999999999999,0.34325,0.56225,0.67325,0.6175,0.40475,0.594,0.55575,0.4439999999999999,0.40625,0.84575,0.58525,0.707,0.1104999999999999,0.25475,0.2135,0.147,0.08675,0.0895,0.212,0.2002499999999999,0.09675,0.1525,0.08,0.09,0.5865,0.23575,0.2345,0.60975,0.0832499999999999,0.6795,0.206,0.2324999999999999,0.1975,0.35475,0.0717499999999999,0.46575,0.0464999999999999,0.09525,0.66375,0.32475,0.26525,0.1074999999999999,0.25,0.235,0.279,0.26175,0.3125,0.22975,0.32775,0.14475,0.1149999999999999,0.0319999999999999,0.368,0.0519999999999999,0.093,0.16425,0.254,0.07,0.0772499999999999,0.476,0.40575,0.1262499999999999,0.21975,0.0534999999999999,0.16475,0.1049999999999999,0.1435,0.296,0.0717499999999999,0.16625,0.22875,0.21725,0.3309999999999999,0.129,0.141,0.4337499999999999,0.0399999999999999,0.2524999999999999,0.0722499999999999,0.2744999999999999,0.39925,0.38025,0.0959999999999999,0.03425,0.39725,0.15975,0.04425,0.36975,0.10625,0.32175,0.4255,0.21925,0.348,0.1302499999999999,0.06025,0.0202499999999999,0.1609999999999999,0.3874999999999999,0.10225,0.06225,0.05875,0.017,0.0192499999999999,0.03475,0.252,0.0319999999999999,0.0474999999999999,0.11825
Harry and Tonto (1974),0.75525,0.8025,0.8712500000000001,0.8025,0.75525,0.8025,0.5,0.75525,0.8915,0.863,0.7065,0.709,0.73675,0.62725,0.628,0.48375,0.59675,0.47,0.63875,0.69775,0.5625,0.4922499999999999,0.5585,0.46525,0.478,0.2259999999999999,0.49975,0.3067499999999999,0.38975,0.2435,0.2314999999999999,0.5055,0.478,0.12225,0.218,0.3189999999999999,0.33675,0.37175,0.4425,0.407,0.40375,0.2644999999999999,0.28325,0.20825,0.1004999999999999,0.55325,0.3129999999999999,0.3375,0.1882499999999999,0.29,0.3115,0.38325,0.16075,0.2774999999999999,0.38525,0.25325,0.4395,0.287,0.8447499999999999,0.433,0.1972499999999999,0.348,0.20825,0.2744999999999999,0.1119999999999999,0.11725,0.25025,0.812,0.15225,0.3429999999999999,0.3722499999999999,0.1775,0.30625,0.25475,0.067,0.34975,0.17225,0.172,0.237,0.2264999999999999,0.15375,0.4265,0.0825,0.3229999999999999,0.0935,0.0802499999999999,0.16825,0.3655,0.32325,0.1345,0.1019999999999999,0.2674999999999999,0.07,0.1335,0.06175,0.16075,0.15975,0.6755,0.093,0.0767499999999999,0.11675,0.17325,0.0802499999999999,0.1114999999999999,0.1644999999999999,0.10725,0.0815,0.40825,0.0489999999999999,0.25625,0.1342499999999999,0.0667499999999999,0.0399999999999999,0.17025,0.195,0.389,0.2754999999999999,0.10425,0.05675,0.1485,0.17925,0.0579999999999999,0.04725,0.0747499999999999,0.3229999999999999,0.09075,0.04425,0.57025,0.20475,0.025,0.139,0.074,0.0464999999999999,0.085,0.086,0.04175,0.16025,0.0787499999999999,0.209,0.019,0.073,0.0314999999999999,0.246,0.0842499999999999,0.345,0.0185,0.0324999999999999,0.08725,0.0695
"Small Change (Argent de poche, L') (1976)",0.8600000000000001,0.9345,0.8815,0.8815,0.87375,0.87375,0.89825,0.8600000000000001,0.87375,0.54575,0.71775,0.727,0.613,0.4535,0.7717499999999999,0.72575,0.5915,0.54725,0.4067499999999999,0.50825,0.5005,0.44175,0.40075,0.995,0.63525,0.0935,0.995,0.1295,0.249,0.2015,0.0832499999999999,0.5265,0.2624999999999999,0.3349999999999999,0.8247500000000001,0.36175,0.2995,0.3375,0.4775,0.2875,0.77925,0.4715,0.18675,0.15475,0.49475,0.503,0.4845,0.397,0.44975,0.2289999999999999,0.469,0.3562499999999999,0.21775,0.0742499999999999,0.2095,0.436,0.2055,0.1104999999999999,0.14625,0.25125,0.1322499999999999,0.1535,0.08725,0.09375,0.10625,0.206,0.1372499999999999,0.05075,0.2504999999999999,0.2475,0.3754999999999999,0.0707499999999999,0.26425,0.48775,0.27675,0.1569999999999999,0.1435,0.11375,0.33625,0.0574999999999999,0.05775,0.3115,0.0852499999999999,0.4335,0.1674999999999999,0.076,0.11925,0.0697499999999999,0.148,0.175,0.10475,0.1024999999999999,0.1255,0.203,0.14225,0.15175,0.22775,0.068,0.06225,0.0802499999999999,0.0314999999999999,0.2967499999999999,0.05225,0.15075,0.0494999999999999,0.1367499999999999,0.0394999999999999,0.0464999999999999,0.11575,0.0205,0.3435,0.059,0.04875,0.0737499999999999,0.1475,0.09875,0.06225,0.17225,0.03425,0.0627499999999999,0.093,0.14725,0.72575,0.0722499999999999,0.0817499999999999,0.0185,0.0747499999999999,0.0125,0.0564999999999999,0.068,0.0409999999999999,0.09675,0.0152499999999999,0.0319999999999999,0.04875,0.03225,0.0354999999999999,0.0539999999999999,0.09275,0.0379999999999999,0.2395,0.069,0.0207499999999999,0.0292499999999999,0.0157499999999999,0.0389999999999999,0.03675,0.0062499999999999,0.0157499999999999
Death of a Salesman (1985),0.9575,0.9575,0.9575,0.93425,0.9575,0.9575,0.9445,0.9575,0.9575,0.8029999999999999,0.85425,0.80175,0.66675,0.69,0.4675,0.5885,0.632,0.70225,0.5965,0.4135,0.34575,0.416,0.74275,0.505,0.7115,0.1897499999999999,0.14625,0.20775,0.3612499999999999,0.35175,0.12175,0.19,0.47075,0.3355,0.20625,0.2945,0.344,0.4565,0.2574999999999999,0.3249999999999999,0.39025,0.21825,0.33075,0.1569999999999999,0.30425,0.17375,0.74775,0.39475,0.3125,0.617,0.2279999999999999,0.15025,0.31525,0.09525,0.1425,0.23925,0.4379999999999999,0.17075,0.24725,0.21575,0.1089999999999999,0.0692499999999999,0.1019999999999999,0.0925,0.0697499999999999,0.3315,0.628,0.0847499999999999,0.17125,0.0979999999999999,0.0464999999999999,0.12275,0.3345,0.4347499999999999,0.27125,0.12275,0.131,0.1089999999999999,0.11425,0.03625,0.0217499999999999,0.3017499999999999,0.0755,0.136,0.43825,0.295,0.31,0.2804999999999999,0.0857499999999999,0.15925,0.1475,0.0727499999999999,0.14975,0.14975,0.09725,0.30925,0.0662499999999999,0.06175,0.03375,0.2704999999999999,0.0815,0.2465,0.0979999999999999,0.119,0.0842499999999999,0.10675,0.0625,0.1325,0.10875,0.0687499999999999,0.0574999999999999,0.03525,0.0984999999999999,0.1995,0.0564999999999999,0.1257499999999999,0.16825,0.0454999999999999,0.0182499999999999,0.0155,0.2764999999999999,0.0797499999999999,0.04275,0.2345,0.08,0.05425,0.073,0.013,0.03325,0.0805,0.0222499999999999,0.0237499999999999,0.024,0.0117499999999999,0.0852499999999999,0.08625,0.0177499999999999,0.05625,0.0757499999999999,0.04275,0.017,0.0272499999999999,0.0162499999999999,0.217,0.03825,0.0359999999999999,0.0227499999999999,0.0172499999999999,0.0247499999999999
Ju Dou (1990),0.97325,0.99425,0.97325,0.96125,0.97325,0.99425,0.97325,0.86825,0.96025,0.72875,0.96025,0.71575,0.58975,0.768,0.8915,0.628,0.5475,0.6075,0.3155,0.6995,0.73925,0.44825,0.27675,0.594,0.44425,0.3522499999999999,0.58075,0.404,0.25525,0.11375,0.1654999999999999,0.22325,0.2847499999999999,0.272,0.18225,0.4645,0.402,0.1875,0.35775,0.4257499999999999,0.2075,0.33275,0.3455,0.1985,0.543,0.4902499999999999,0.24125,0.23525,0.722,0.3365,0.636,0.34475,0.3155,0.11525,0.33225,0.31575,0.1725,0.1295,0.1975,0.3455,0.56525,0.078,0.1985,0.0642499999999999,0.1347499999999999,0.33325,0.16225,0.15225,0.23475,0.31225,0.131,0.137,0.268,0.241,0.26425,0.35875,0.41925,0.1372499999999999,0.6505,0.667,0.0695,0.28125,0.0939999999999999,0.24975,0.194,0.18125,0.3365,0.21975,0.3442499999999999,0.0895,0.1639999999999999,0.05175,0.1525,0.196,0.0735,0.075,0.22575,0.1159999999999999,0.061,0.0544999999999999,0.15025,0.716,0.08,0.1317499999999999,0.31375,0.1009999999999999,0.05975,0.23125,0.0732499999999999,0.135,0.1915,0.05075,0.0504999999999999,0.11175,0.1297499999999999,0.0782499999999999,0.0752499999999999,0.03375,0.0444999999999999,0.1307499999999999,0.0449999999999999,0.028,0.395,0.0534999999999999,0.1465,0.03025,0.2065,0.0429999999999999,0.04475,0.0215,0.08625,0.05925,0.0217499999999999,0.04325,0.04125,0.0252499999999999,0.0509999999999999,0.36675,0.10275,0.1074999999999999,0.154,0.10275,0.05175,0.0695,0.0379999999999999,0.0777499999999999,0.1609999999999999,0.05075,0.015
