movieId,original,greed,drama,good,islam,weird,culture clash,vengeance,sacrifice,runaway,wartime,melancholic,betrayal,mentor,independent film,dialogue,period piece,surveillance,prejudice,adaptation,catastrophe,chase,weapons,pornography,fight scenes,survival,light,drinking,unlikely friendships,british,life & death,fun movie,very funny,death,predictable,first contact,life philosophy,not funny,stereotypes,nudity (full frontal - brief),fantasy world,transformation,absurd,family,underrated,childhood,quirky,camp,good music,film noir,irish accent,too long,alternate history,classic car,awesome soundtrack,censorship,desert,ensemble cast,alter ego,rebellion,russian,doctors,sexy,dysfunctional family,multiple storylines,brothers,1930s,hospital,prison,california,nudity (topless - brief),indians,foul language,teen movie,creativity,queer,farce,computer animation,women,small town,hotel,simple,tokyo,radio,island,race,bollywood,80s,writers,memory,blindness,oil,mad scientist,wilderness,pulp,new jersey,best of 2005,road movie,directorial debut,addiction,finnish,hunting,interracial romance,atheism,nudity (rear),internet,potential oscar nom,kidnapping,lawyer,texas,graphic novel,new york city,god,australia,stoner movie,notable nudity,dreams,divorce,time,workplace,made for tv,buddy movie,san francisco,french,trilogy,snakes,stand-up comedy,immortality,adoption,cancer,documentary,robert downey jr,father daughter relationship,no plot,unlikeable characters,too short,hip hop,ghosts/afterlife,wine,kick-butt women,los angeles,fashion,prostitution,goth,homeless,reality tv,remake,single father,shopping
Life Is Beautiful (La Vita è bella) (1997),0.98575,0.95675,0.98225,0.98225,0.7035,0.98575,0.95675,0.9075,0.80375,0.9475,0.94325,0.98575,0.3455,0.7677499999999999,0.90925,0.85975,0.59,0.304,0.80375,0.598,0.6695,0.2544999999999999,0.20525,0.39525,0.54825,0.865,0.6305,0.516,0.98225,0.3117499999999999,0.90925,0.3349999999999999,0.875,0.5425,0.21725,0.1795,0.67225,0.29125,0.3135,0.49775,0.583,0.4405,0.3542499999999999,0.4892499999999999,0.35175,0.66025,0.3045,0.8779999999999999,0.3465,0.2007499999999999,0.23575,0.18075,0.54975,0.26825,0.33075,0.10525,0.10475,0.06225,0.188,0.1332499999999999,0.133,0.3289999999999999,0.17025,0.631,0.2957499999999999,0.2794999999999999,0.37725,0.3335,0.34975,0.06175,0.1997499999999999,0.196,0.21125,0.1887499999999999,0.38875,0.2007499999999999,0.4595,0.155,0.1387499999999999,0.16825,0.16375,0.433,0.1932499999999999,0.1054999999999999,0.1305,0.16975,0.416,0.0742499999999999,0.14875,0.2794999999999999,0.24675,0.03,0.11325,0.1322499999999999,0.082,0.11675,0.10825,0.14975,0.15275,0.0959999999999999,0.0785,0.061,0.0984999999999999,0.2219999999999999,0.04975,0.0802499999999999,0.15025,0.0584999999999999,0.04175,0.05175,0.0969999999999999,0.05325,0.1362499999999999,0.091,0.12325,0.0544999999999999,0.3675,0.14175,0.1945,0.0667499999999999,0.0747499999999999,0.09425,0.0625,0.1124999999999999,0.09575,0.0627499999999999,0.14725,0.175,0.17925,0.26825,0.059,0.0379999999999999,0.124,0.0394999999999999,0.027,0.0715,0.029,0.15525,0.04825,0.0399999999999999,0.03625,0.03975,0.05425,0.0554999999999999,0.09375,0.04475,0.0267499999999999,0.1679999999999999,0.0409999999999999
First Blood (Rambo: First Blood) (1982),0.95,0.8465,0.8465,0.8465,0.8154999999999999,0.8465,0.8465,0.95,0.8154999999999999,0.8465,0.8154999999999999,0.61,0.88775,0.89375,0.5575,0.65325,0.25475,0.562,0.43525,0.51425,0.5285,0.98225,0.98225,0.6985,0.98225,0.81975,0.6405,0.417,0.4197499999999999,0.1325,0.33575,0.508,0.5585,0.406,0.69525,0.40175,0.38075,0.3672499999999999,0.3784999999999999,0.3259999999999999,0.2965,0.35975,0.22725,0.24375,0.43125,0.42,0.1895,0.5285,0.2219999999999999,0.08875,0.2,0.122,0.18275,0.42625,0.31425,0.3864999999999999,0.3605,0.0842499999999999,0.2465,0.23825,0.188,0.1149999999999999,0.22225,0.20575,0.0989999999999999,0.1965,0.0775,0.2847499999999999,0.42325,0.33575,0.16925,0.1679999999999999,0.28725,0.1877499999999999,0.1892499999999999,0.145,0.15175,0.24375,0.126,0.97775,0.0954999999999999,0.3642499999999999,0.1287499999999999,0.0685,0.22275,0.2022499999999999,0.0752499999999999,0.7982499999999999,0.14125,0.082,0.14125,0.12325,0.30225,0.4157499999999999,0.40375,0.205,0.0647499999999999,0.44975,0.1074999999999999,0.09325,0.0725,0.684,0.1342499999999999,0.0479999999999999,0.0755,0.10925,0.069,0.2365,0.0662499999999999,0.239,0.0817499999999999,0.10925,0.04575,0.27425,0.132,0.1882499999999999,0.08625,0.0737499999999999,0.079,0.082,0.0519999999999999,0.5915,0.1059999999999999,0.03525,0.4275,0.25575,0.0969999999999999,0.0765,0.08,0.4575,0.0252499999999999,0.03425,0.03725,0.0595,0.062,0.0595,0.0642499999999999,0.064,0.03375,0.083,0.1245,0.0292499999999999,0.0579999999999999,0.0474999999999999,0.189,0.0954999999999999,0.04275,0.03875,0.17625
"Name of the Rose, The (Name der Rose, Der) (1986)",0.8225,0.9285,0.8225,0.7535000000000001,0.6815,0.7885,0.7495,0.74225,0.45025,0.7495,0.1195,0.7495,0.8580000000000001,0.8752500000000001,0.7885,0.733,0.6215,0.66025,0.35,0.9845,0.502,0.65225,0.218,0.7885,0.31625,0.5095,0.427,0.5555,0.3934999999999999,0.4735,0.64525,0.3369999999999999,0.4085,0.72,0.24075,0.32175,0.41,0.3605,0.18575,0.3275,0.4715,0.432,0.31725,0.15225,0.534,0.38125,0.265,0.15075,0.25975,0.38725,0.3045,0.17025,0.173,0.397,0.212,0.7942499999999999,0.0875,0.2185,0.278,0.245,0.088,0.1927499999999999,0.3572499999999999,0.15075,0.218,0.17225,0.1972499999999999,0.15575,0.11425,0.2012499999999999,0.2514999999999999,0.09325,0.17275,0.14825,0.24675,0.14825,0.15175,0.15725,0.24425,0.149,0.1639999999999999,0.09575,0.126,0.0584999999999999,0.153,0.139,0.076,0.2867499999999999,0.31325,0.2524999999999999,0.3645,0.06075,0.11625,0.1654999999999999,0.22175,0.1185,0.0742499999999999,0.09825,0.1402499999999999,0.1402499999999999,0.0399999999999999,0.08975,0.0687499999999999,0.6735,0.22475,0.0944999999999999,0.0787499999999999,0.0847499999999999,0.0852499999999999,0.03475,0.0665,0.0735,0.6735,0.0569999999999999,0.1709999999999999,0.173,0.0742499999999999,0.06175,0.11875,0.0845,0.15225,0.10325,0.1124999999999999,0.128,0.1659999999999999,0.1124999999999999,0.0797499999999999,0.11525,0.09175,0.0747499999999999,0.0404999999999999,0.0984999999999999,0.063,0.09575,0.04825,0.0732499999999999,0.03,0.1755,0.0635,0.0667499999999999,0.0915,0.09975,0.1335,0.1629999999999999,0.05575,0.0255,0.03275,0.021,0.05475
Heartbreak Ridge (1986),0.747,0.652,0.652,0.8145,0.97125,0.652,0.652,0.6465,0.97125,0.652,0.97125,0.4855,0.59625,0.7702500000000001,0.53125,0.558,0.486,0.3505,0.62625,0.3299999999999999,0.5525,0.849,0.849,0.29525,0.849,0.5775,0.4355,0.46025,0.39775,0.16875,0.2614999999999999,0.66625,0.5145,0.2694999999999999,0.5145,0.3575,0.3345,0.3,0.64775,0.3745,0.364,0.3612499999999999,0.2219999999999999,0.2885,0.3894999999999999,0.261,0.21525,0.8015000000000001,0.121,0.09675,0.2319999999999999,0.11425,0.391,0.348,0.1895,0.124,0.4765,0.18425,0.2224999999999999,0.38625,0.2897499999999999,0.274,0.2564999999999999,0.152,0.235,0.1584999999999999,0.09475,0.1955,0.207,0.32825,0.3632499999999999,0.0815,0.55575,0.3385,0.12225,0.137,0.2199999999999999,0.22875,0.2445,0.1689999999999999,0.12,0.203,0.0717499999999999,0.22975,0.47175,0.09325,0.0615,0.64575,0.1385,0.1355,0.11175,0.0807499999999999,0.15775,0.0832499999999999,0.2165,0.17225,0.04475,0.1982499999999999,0.088,0.0685,0.1317499999999999,0.1084999999999999,0.1079999999999999,0.0554999999999999,0.32475,0.1367499999999999,0.05575,0.15325,0.0772499999999999,0.09525,0.06175,0.1355,0.0554999999999999,0.0825,0.1049999999999999,0.3129999999999999,0.0705,0.09925,0.1365,0.1039999999999999,0.0504999999999999,0.39075,0.12425,0.0429999999999999,0.0827499999999999,0.08825,0.09575,0.04975,0.04875,0.0695,0.026,0.072,0.03925,0.066,0.11675,0.0707499999999999,0.064,0.08725,0.0434999999999999,0.05725,0.1169999999999999,0.04525,0.0514999999999999,0.05625,0.0409999999999999,0.067,0.0827499999999999,0.03375,0.0895
Run Silent Run Deep (1958),0.83375,0.83375,0.8302499999999999,0.7947500000000001,0.71975,0.8492500000000001,0.7905,0.83375,0.71975,0.74775,0.9735,0.60675,0.4815,0.62725,0.712,0.486,0.3389999999999999,0.4785,0.4705,0.827,0.585,0.69275,0.6655,0.261,0.7385,0.75275,0.66225,0.34575,0.38725,0.32975,0.34675,0.54125,0.3655,0.26675,0.37,0.7385,0.3954999999999999,0.37275,0.2885,0.28525,0.30125,0.4317499999999999,0.16625,0.351,0.311,0.494,0.27275,0.1992499999999999,0.2219999999999999,0.65575,0.235,0.1962499999999999,0.2415,0.1915,0.174,0.09625,0.258,0.21725,0.11225,0.125,0.2194999999999999,0.1169999999999999,0.22025,0.27,0.1915,0.1855,0.17575,0.17125,0.1375,0.2845,0.1584999999999999,0.26625,0.1355,0.1892499999999999,0.14425,0.11625,0.1385,0.24075,0.1154999999999999,0.2425,0.2135,0.311,0.5115,0.3615,0.3635,0.14125,0.359,0.12,0.0805,0.16075,0.1255,0.27825,0.2395,0.1327499999999999,0.15475,0.12175,0.0524999999999999,0.1064999999999999,0.1342499999999999,0.0569999999999999,0.266,0.34125,0.3077499999999999,0.0662499999999999,0.17325,0.0847499999999999,0.03075,0.05225,0.0559999999999999,0.076,0.03325,0.0625,0.0504999999999999,0.0785,0.09825,0.1465,0.075,0.069,0.15125,0.1347499999999999,0.083,0.1694999999999999,0.1525,0.0695,0.0697499999999999,0.1154999999999999,0.078,0.079,0.05825,0.04475,0.03625,0.04675,0.0835,0.085,0.0504999999999999,0.03725,0.04875,0.0805,0.0394999999999999,0.0697499999999999,0.05075,0.0782499999999999,0.0559999999999999,0.0267499999999999,0.0324999999999999,0.0267499999999999,0.03175,0.0257499999999999,0.027
Spartacus (1960),0.97575,0.97575,0.99475,0.97575,0.9175,0.97575,0.97575,0.8302499999999999,0.80725,0.93325,0.4595,0.92425,0.67425,0.72825,0.79175,0.918,0.96375,0.4685,0.79725,0.658,0.54325,0.46625,0.45975,0.7989999999999999,0.5935,0.2815,0.7609999999999999,0.68375,0.44275,0.3974999999999999,0.62575,0.475,0.581,0.6535,0.27825,0.384,0.2837499999999999,0.3844999999999999,0.21175,0.566,0.56525,0.4375,0.29325,0.33925,0.3715,0.2714999999999999,0.25375,0.38175,0.3305,0.42425,0.1942499999999999,0.8525,0.2704999999999999,0.2714999999999999,0.2905,0.36575,0.4034999999999999,0.1485,0.37725,0.98225,0.11725,0.18275,0.3075,0.26225,0.17975,0.25375,0.22825,0.12225,0.129,0.26575,0.16425,0.35775,0.15075,0.1882499999999999,0.26675,0.24975,0.1465,0.27625,0.1977499999999999,0.15525,0.22525,0.23225,0.145,0.061,0.24775,0.24525,0.31225,0.2065,0.18375,0.11925,0.15475,0.072,0.273,0.18125,0.208,0.085,0.14225,0.18125,0.189,0.059,0.03525,0.118,0.14875,0.141,0.18375,0.0787499999999999,0.0742499999999999,0.0672499999999999,0.09275,0.18225,0.21475,0.1129999999999999,0.25475,0.0559999999999999,0.1064999999999999,0.04675,0.16375,0.09025,0.2324999999999999,0.05325,0.22425,0.09575,0.0974999999999999,0.0409999999999999,0.1154999999999999,0.28825,0.0835,0.287,0.0419999999999999,0.06125,0.0504999999999999,0.1345,0.063,0.0579999999999999,0.0544999999999999,0.04425,0.029,0.0695,0.0885,0.064,0.065,0.0489999999999999,0.0817499999999999,0.0374999999999999,0.04125,0.083,0.0459999999999999,0.03125,0.03025
"Soldier's Story, A (1984)",0.8302499999999999,0.8302499999999999,0.8302499999999999,0.8302499999999999,0.7902499999999999,0.71175,0.8067500000000001,0.82525,0.56575,0.8067500000000001,0.6225,0.55525,0.96675,0.7569999999999999,0.549,0.4732499999999999,0.59225,0.654,0.9635,0.50575,0.55325,0.548,0.22375,0.298,0.2907499999999999,0.2927499999999999,0.5795,0.68675,0.529,0.28,0.36375,0.4167499999999999,0.4105,0.53875,0.245,0.23775,0.2544999999999999,0.3732499999999999,0.65,0.4115,0.251,0.33575,0.188,0.303,0.44475,0.3635,0.2264999999999999,0.35375,0.23575,0.5795,0.2674999999999999,0.1495,0.31225,0.22825,0.2229999999999999,0.298,0.14625,0.64875,0.2395,0.1905,0.12375,0.20575,0.3635,0.24575,0.18725,0.1699999999999999,0.1885,0.22875,0.15575,0.20475,0.15975,0.1897499999999999,0.2847499999999999,0.24525,0.15075,0.1895,0.15525,0.25925,0.2985,0.22275,0.2085,0.15825,0.0725,0.1535,0.1114999999999999,0.5135,0.3255,0.38575,0.119,0.129,0.14625,0.0777499999999999,0.0842499999999999,0.09925,0.17275,0.205,0.05875,0.2855,0.17775,0.1599999999999999,0.0454999999999999,0.11175,0.2604999999999999,0.15125,0.2604999999999999,0.093,0.0667499999999999,0.09525,0.673,0.14975,0.03575,0.15875,0.15125,0.06075,0.1362499999999999,0.061,0.092,0.0885,0.0915,0.1877499999999999,0.12,0.18675,0.11575,0.0615,0.0544999999999999,0.0544999999999999,0.21825,0.0409999999999999,0.1282499999999999,0.0725,0.0579999999999999,0.11775,0.1355,0.0615,0.064,0.04925,0.05075,0.1287499999999999,0.0539999999999999,0.0747499999999999,0.08775,0.089,0.088,0.0354999999999999,0.079,0.03725,0.0494999999999999,0.0752499999999999,0.03075
Three Kings (1999),0.89975,0.8714999999999999,0.851,0.851,0.96575,0.8714999999999999,0.8714999999999999,0.7782500000000001,0.96575,0.8714999999999999,0.96575,0.859,0.74725,0.4499999999999999,0.6325,0.678,0.5775,0.7522500000000001,0.44775,0.34325,0.46375,0.8107500000000001,0.8107500000000001,0.7522500000000001,0.8107500000000001,0.3592499999999999,0.585,0.3884999999999999,0.3622499999999999,0.32325,0.3954999999999999,0.53625,0.8067500000000001,0.682,0.33725,0.26025,0.2867499999999999,0.2654999999999999,0.55675,0.41525,0.22825,0.244,0.871,0.2185,0.33525,0.1365,0.79525,0.4135,0.28325,0.1282499999999999,0.257,0.0984999999999999,0.1835,0.1619999999999999,0.193,0.4579999999999999,0.63325,0.2204999999999999,0.39425,0.266,0.16575,0.1352499999999999,0.35175,0.27525,0.33075,0.25175,0.0925,0.21925,0.178,0.188,0.23775,0.0837499999999999,0.49375,0.14775,0.26275,0.23025,0.547,0.1965,0.14825,0.1659999999999999,0.12225,0.131,0.17125,0.09825,0.10025,0.0842499999999999,0.0999999999999999,0.0715,0.16625,0.11525,0.1272499999999999,0.5065,0.1377499999999999,0.132,0.199,0.15225,0.1654999999999999,0.1064999999999999,0.1977499999999999,0.143,0.1149999999999999,0.0915,0.1014999999999999,0.0737499999999999,0.10825,0.0707499999999999,0.148,0.10325,0.0499999999999999,0.08975,0.27375,0.0627499999999999,0.0737499999999999,0.0847499999999999,0.12125,0.071,0.08725,0.0732499999999999,0.0635,0.1185,0.04775,0.2684999999999999,0.05025,0.05875,0.05675,0.04475,0.075,0.03075,0.10175,0.06175,0.0652499999999999,0.0777499999999999,0.0905,0.1175,0.1327499999999999,0.0349999999999999,0.16225,0.0835,0.0584999999999999,0.0632499999999999,0.0655,0.0514999999999999,0.05375,0.0807499999999999,0.0399999999999999,0.0675,0.0389999999999999,0.019,0.03175
"Dirty Dozen, The (1967)",0.8652500000000001,0.8652500000000001,0.8875,0.8875,0.97175,0.86625,0.8875,0.8347500000000001,0.97175,0.8875,0.97175,0.554,0.80175,0.624,0.6045,0.71,0.52575,0.57725,0.63575,0.5305,0.50175,0.8827499999999999,0.8580000000000001,0.58875,0.8827499999999999,0.55475,0.86625,0.47,0.4645,0.382,0.2249999999999999,0.70975,0.749,0.56425,0.25775,0.3005,0.26925,0.32425,0.5115,0.39975,0.3379999999999999,0.34025,0.33025,0.33475,0.31925,0.3712499999999999,0.33025,0.56375,0.307,0.209,0.2415,0.3884999999999999,0.272,0.3077499999999999,0.45025,0.23725,0.33675,0.95025,0.2835,0.43625,0.21375,0.12125,0.2835,0.278,0.2985,0.1997499999999999,0.20975,0.21275,0.4695,0.2644999999999999,0.2314999999999999,0.2345,0.32075,0.2644999999999999,0.1335,0.2105,0.33025,0.277,0.2867499999999999,0.21525,0.15075,0.25525,0.1337499999999999,0.15975,0.2055,0.1915,0.0837499999999999,0.3325,0.1154999999999999,0.08875,0.1357499999999999,0.2105,0.2244999999999999,0.1139999999999999,0.1935,0.1305,0.10125,0.21125,0.1252499999999999,0.0725,0.1342499999999999,0.16625,0.23325,0.0725,0.1574999999999999,0.09575,0.0847499999999999,0.0935,0.1099999999999999,0.13,0.09925,0.14375,0.0725,0.08925,0.1495,0.14125,0.063,0.1059999999999999,0.1262499999999999,0.09125,0.0742499999999999,0.2835,0.118,0.0954999999999999,0.1277499999999999,0.1765,0.081,0.062,0.05325,0.04575,0.03925,0.0805,0.05725,0.0692499999999999,0.079,0.082,0.0419999999999999,0.11825,0.0682499999999999,0.0707499999999999,0.07,0.0652499999999999,0.10325,0.0695,0.0305,0.0399999999999999,0.0429999999999999,0.025,0.0584999999999999
Mister Roberts (1955),0.8692500000000001,0.8692500000000001,0.9995,0.8772500000000001,0.69275,0.8692500000000001,0.8772500000000001,0.8632500000000001,0.69275,0.8772500000000001,0.983,0.81,0.5395,0.7927500000000001,0.53375,0.64,0.33175,0.4559999999999999,0.67325,0.718,0.5235,0.57625,0.475,0.22375,0.4815,0.36675,0.74375,0.6825,0.5715,0.3565,0.27475,0.60925,0.7717499999999999,0.23025,0.22675,0.34375,0.284,0.2957499999999999,0.532,0.3077499999999999,0.3705,0.47975,0.33775,0.3295,0.355,0.57125,0.71975,0.15525,0.266,0.2644999999999999,0.294,0.3984999999999999,0.24775,0.24875,0.2065,0.1485,0.199,0.26125,0.3139999999999999,0.11875,0.123,0.50325,0.275,0.25625,0.2405,0.1694999999999999,0.487,0.25275,0.122,0.36175,0.1699999999999999,0.1735,0.14225,0.2654999999999999,0.2015,0.20975,0.38475,0.27675,0.25025,0.23925,0.2239999999999999,0.17175,0.15325,0.14425,0.3502499999999999,0.241,0.152,0.1775,0.093,0.09,0.1332499999999999,0.15675,0.2925,0.10725,0.12425,0.143,0.1235,0.1149999999999999,0.12325,0.0847499999999999,0.0775,0.09175,0.24175,0.0657499999999999,0.148,0.21325,0.0717499999999999,0.05225,0.1094999999999999,0.1495,0.0444999999999999,0.1385,0.05275,0.0579999999999999,0.0785,0.0969999999999999,0.15375,0.1325,0.21425,0.2279999999999999,0.11025,0.1555,0.1352499999999999,0.04925,0.0632499999999999,0.1775,0.0722499999999999,0.18475,0.1009999999999999,0.08875,0.03375,0.078,0.1004999999999999,0.0549999999999999,0.05275,0.11175,0.0235,0.1365,0.09225,0.0645,0.0544999999999999,0.06025,0.0795,0.0489999999999999,0.05175,0.0319999999999999,0.0464999999999999,0.073,0.04175
Little Big Man (1970),0.9535,0.8440000000000001,0.8440000000000001,0.8440000000000001,0.9535,0.8440000000000001,0.8440000000000001,0.6595,0.8500000000000001,0.82175,0.34375,0.8254999999999999,0.58525,0.845,0.546,0.752,0.9535,0.32675,0.6405,0.84625,0.4692499999999999,0.4367499999999999,0.20725,0.38775,0.22025,0.58475,0.567,0.58575,0.54275,0.27575,0.596,0.474,0.706,0.48675,0.2055,0.303,0.5815,0.2985,0.5635,0.3655,0.53325,0.43925,0.46825,0.2105,0.38725,0.5885,0.40075,0.28075,0.2875,0.3635,0.1765,0.4515,0.1935,0.35375,0.27425,0.18225,0.3065,0.11675,0.21075,0.214,0.0742499999999999,0.1895,0.2815,0.125,0.14725,0.176,0.2105,0.2259999999999999,0.1445,0.4197499999999999,0.24175,0.998,0.0925,0.1564999999999999,0.36075,0.142,0.3655,0.1905,0.20725,0.29625,0.2239999999999999,0.26125,0.1982499999999999,0.1134999999999999,0.18,0.259,0.092,0.1144999999999999,0.11325,0.1882499999999999,0.1649999999999999,0.3462499999999999,0.20925,0.4952499999999999,0.16275,0.1335,0.05975,0.2304999999999999,0.1425,0.1245,0.09225,0.1114999999999999,0.3067499999999999,0.1397499999999999,0.11425,0.0795,0.059,0.17625,0.09075,0.1895,0.0657499999999999,0.12025,0.1397499999999999,0.1019999999999999,0.3562499999999999,0.06025,0.23925,0.1064999999999999,0.30025,0.1644999999999999,0.12375,0.2224999999999999,0.1382499999999999,0.0544999999999999,0.10525,0.3632499999999999,0.10825,0.1845,0.429,0.26725,0.04575,0.05025,0.0474999999999999,0.0474999999999999,0.0632499999999999,0.0374999999999999,0.0459999999999999,0.1445,0.0434999999999999,0.0705,0.0765,0.05425,0.17075,0.0509999999999999,0.10225,0.0215,0.0185,0.0215,0.0404999999999999
"Longest Day, The (1962)",0.947,0.861,0.861,0.861,0.96,0.99425,0.8540000000000001,0.65875,0.96,0.8540000000000001,0.96,0.6845,0.46025,0.61725,0.74825,0.7165,0.95725,0.56875,0.8374999999999999,0.8405,0.6015,0.7915000000000001,0.7915000000000001,0.60375,0.7915000000000001,0.472,0.8154999999999999,0.3515,0.373,0.62275,0.18175,0.433,0.394,0.216,0.572,0.573,0.27425,0.3672499999999999,0.3299999999999999,0.3595,0.3015,0.38525,0.1815,0.3275,0.2875,0.4127499999999999,0.1815,0.2867499999999999,0.22925,0.8154999999999999,0.58325,0.305,0.3057499999999999,0.18275,0.22275,0.2309999999999999,0.295,0.31625,0.1392499999999999,0.216,0.19,0.2584999999999999,0.2734999999999999,0.3015,0.1972499999999999,0.22575,0.2724999999999999,0.1584999999999999,0.1275,0.267,0.17075,0.2815,0.1885,0.18325,0.15175,0.17975,0.11525,0.24525,0.155,0.1805,0.211,0.16375,0.10175,0.185,0.2135,0.248,0.05975,0.1382499999999999,0.0969999999999999,0.1765,0.1295,0.1382499999999999,0.17775,0.14225,0.1322499999999999,0.074,0.0807499999999999,0.119,0.10875,0.05425,0.1139999999999999,0.153,0.2209999999999999,0.088,0.0707499999999999,0.11225,0.0625,0.069,0.05825,0.134,0.0657499999999999,0.0627499999999999,0.0539999999999999,0.17275,0.09225,0.0665,0.084,0.11275,0.1347499999999999,0.0702499999999999,0.12,0.1525,0.14225,0.2219999999999999,0.0974999999999999,0.12175,0.0677499999999999,0.04675,0.09675,0.0429999999999999,0.09225,0.0434999999999999,0.05075,0.0444999999999999,0.04225,0.05025,0.0379999999999999,0.0404999999999999,0.04175,0.0399999999999999,0.061,0.0857499999999999,0.04825,0.0404999999999999,0.0277499999999999,0.0334999999999999,0.0404999999999999,0.03125,0.0225
"Sea Wolves, The (1980)",0.8274999999999999,0.69575,0.54,0.715,0.80125,0.62,0.59525,0.69575,0.80125,0.8394999999999999,0.96975,0.59525,0.897,0.76675,0.48075,0.532,0.59625,0.897,0.62925,0.8747499999999999,0.4459999999999999,0.78175,0.7755000000000001,0.3575,0.7755000000000001,0.2204999999999999,0.52525,0.3732499999999999,0.1569999999999999,0.76875,0.5825,0.6495,0.4619999999999999,0.1972499999999999,0.3445,0.3525,0.1415,0.3229999999999999,0.18725,0.20325,0.44575,0.3037499999999999,0.189,0.1124999999999999,0.2915,0.373,0.24025,0.285,0.183,0.1405,0.3944999999999999,0.1395,0.1257499999999999,0.2224999999999999,0.22575,0.0687499999999999,0.41,0.21025,0.21025,0.1937499999999999,0.2897499999999999,0.357,0.4327499999999999,0.40925,0.208,0.11425,0.3824999999999999,0.1355,0.1375,0.2634999999999999,0.2065,0.4775,0.1302499999999999,0.23025,0.16575,0.135,0.5785,0.191,0.183,0.11225,0.21975,0.0875,0.04725,0.44575,0.211,0.23125,0.3784999999999999,0.7415,0.19,0.4495,0.2185,0.2857499999999999,0.3239999999999999,0.0732499999999999,0.2957499999999999,0.06175,0.03275,0.31375,0.11225,0.0579999999999999,0.1965,0.05125,0.11375,0.05175,0.11075,0.079,0.2734999999999999,0.3057499999999999,0.03525,0.17075,0.017,0.076,0.04475,0.143,0.077,0.17675,0.0782499999999999,0.05975,0.1684999999999999,0.0845,0.04075,0.2684999999999999,0.0707499999999999,0.137,0.079,0.11025,0.0605,0.131,0.1084999999999999,0.03175,0.05675,0.04575,0.04075,0.0687499999999999,0.064,0.0369999999999999,0.018,0.0524999999999999,0.04875,0.0554999999999999,0.10425,0.30325,0.0765,0.0459999999999999,0.0369999999999999,0.04275,0.0964999999999999,0.0319999999999999,0.1124999999999999
"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",0.9665,0.941,0.7929999999999999,0.7929999999999999,0.9665,0.91125,0.8154999999999999,0.72525,0.8594999999999999,0.582,0.16025,0.904,0.9975,0.4455,0.68925,0.7737499999999999,0.98675,0.941,0.33525,0.4752499999999999,0.43925,0.3335,0.3335,0.501,0.7907500000000001,0.4095,0.29725,0.91125,0.14425,0.46225,0.421,0.216,0.21125,0.27825,0.1877499999999999,0.37525,0.28325,0.3097499999999999,0.0765,0.1907499999999999,0.42925,0.28225,0.32075,0.2145,0.4347499999999999,0.3415,0.3552499999999999,0.1129999999999999,0.27075,0.1659999999999999,0.2975,0.481,0.1357499999999999,0.1372499999999999,0.27075,0.1495,0.11975,0.03425,0.4399999999999999,0.3784999999999999,0.1455,0.1019999999999999,0.3269999999999999,0.1887499999999999,0.30325,0.16075,0.27325,0.08,0.15975,0.07,0.33525,0.2945,0.05575,0.15325,0.2837499999999999,0.299,0.1302499999999999,0.16975,0.1505,0.0994999999999999,0.173,0.1164999999999999,0.3974999999999999,0.0167499999999999,0.15125,0.139,0.1609999999999999,0.0682499999999999,0.1069999999999999,0.35475,0.17875,0.09375,0.11025,0.1367499999999999,0.144,0.10775,0.1755,0.0732499999999999,0.1877499999999999,0.089,0.0474999999999999,0.03125,0.1689999999999999,0.1825,0.266,0.086,0.1109999999999999,0.21625,0.03025,0.0795,0.0449999999999999,0.0519999999999999,0.176,0.129,0.09225,0.28725,0.138,0.1365,0.0384999999999999,0.05875,0.2005,0.0579999999999999,0.061,0.15875,0.09525,0.1689999999999999,0.1034999999999999,0.5275,0.1119999999999999,0.0232499999999999,0.0349999999999999,0.0635,0.1292499999999999,0.2035,0.16125,0.0404999999999999,0.0852499999999999,0.04725,0.1337499999999999,0.3007499999999999,0.0549999999999999,0.0267499999999999,0.04025,0.1317499999999999,0.025,0.0265,0.03775,0.0197499999999999,0.0155
