movieId,pornography,sexy,original,melancholic,women,predictable,weird,good,vengeance,teen movie,mentor,independent film,greed,catastrophe,dialogue,runaway,drama,queer,betrayal,very funny,culture clash,unlikely friendships,adaptation,stereotypes,fantasy world,life philosophy,nudity (full frontal - brief),chase,drinking,quirky,not funny,fight scenes,light,fun movie,first contact,writers,notable nudity,life & death,family,dysfunctional family,absurd,transformation,multiple storylines,death,nudity (rear),divorce,camp,censorship,farce,addiction,weapons,internet,surveillance,prejudice,new jersey,pulp,classic car,interracial romance,computer animation,creativity,underrated,childhood,sacrifice,alter ego,california,doctors,awesome soundtrack,islam,hospital,irish accent,road movie,nudity (topless - brief),period piece,hotel,mad scientist,hip hop,unlikeable characters,80s,british,fashion,small town,new york city,too long,stand-up comedy,dreams,kick-butt women,shopping,foul language,good music,los angeles,alternate history,blindness,workplace,film noir,bollywood,memory,stoner movie,reality tv,prostitution,no plot,tokyo,graphic novel,directorial debut,wartime,island,simple,atheism,goth,prison,survival,indians,ensemble cast,san francisco,adoption,remake,wilderness,kidnapping,god,cancer,robert downey jr,immortality,brothers,texas,race,single father,wine,1930s,australia,too short,made for tv,finnish,father daughter relationship,buddy movie,potential oscar nom,rebellion,lawyer,russian,ghosts/afterlife,radio,documentary,snakes,desert,best of 2005,french,trilogy,homeless,time,hunting,oil
Jawbreaker (1999),0.6895,0.68975,0.72425,0.38325,0.55625,0.58425,0.72925,0.399,0.4855,0.9905,0.38325,0.8202499999999999,0.46875,0.418,0.4952499999999999,0.51975,0.2975,0.25675,0.72075,0.491,0.2975,0.355,0.37775,0.5545,0.424,0.294,0.214,0.2704999999999999,0.204,0.8202499999999999,0.2299999999999999,0.2425,0.2935,0.3712499999999999,0.23375,0.3037499999999999,0.1144999999999999,0.28125,0.2027499999999999,0.2967499999999999,0.52275,0.242,0.29925,0.5035,0.1714999999999999,0.062,0.354,0.06175,0.22425,0.0584999999999999,0.31975,0.1865,0.15825,0.16825,0.4207499999999999,0.2395,0.2365,0.1064999999999999,0.14225,0.1945,0.17525,0.1139999999999999,0.15125,0.126,0.1455,0.145,0.778,0.072,0.1402499999999999,0.2264999999999999,0.0745,0.0847499999999999,0.0835,0.089,0.16625,0.2239999999999999,0.11375,0.1372499999999999,0.0797499999999999,0.308,0.1599999999999999,0.04525,0.14425,0.10325,0.0895,0.1154999999999999,0.071,0.0857499999999999,0.1835,0.04475,0.1305,0.075,0.12075,0.11175,0.09325,0.10525,0.1347499999999999,0.10325,0.074,0.1307499999999999,0.0722499999999999,0.06075,0.0717499999999999,0.0682499999999999,0.0625,0.0812499999999999,0.0852499999999999,0.45625,0.0752499999999999,0.0792499999999999,0.092,0.0627499999999999,0.0344999999999999,0.1574999999999999,0.088,0.04725,0.57475,0.0655,0.04875,0.0915,0.22875,0.0559999999999999,0.10075,0.05875,0.0514999999999999,0.04375,0.0359999999999999,0.0489999999999999,0.0469999999999999,0.0642499999999999,0.0262499999999999,0.06125,0.0292499999999999,0.06125,0.04875,0.0369999999999999,0.063,0.063,0.05875,0.0232499999999999,0.0314999999999999,0.03025,0.03775,0.0379999999999999,0.03175,0.03275,0.0247499999999999,0.023,0.0195
Cruel Intentions (1999),0.87975,0.931,0.726,0.4125,0.3385,0.568,0.4902499999999999,0.68675,0.4785,0.981,0.50075,0.2189999999999999,0.90825,0.64275,0.60775,0.4125,0.68675,0.38925,0.74875,0.45775,0.68675,0.374,0.618,0.57775,0.3199999999999999,0.2967499999999999,0.3225,0.2825,0.144,0.28825,0.307,0.45925,0.29025,0.6095,0.242,0.2294999999999999,0.2937499999999999,0.1955,0.18675,0.1579999999999999,0.2105,0.28525,0.3189999999999999,0.2055,0.14775,0.064,0.1815,0.391,0.14525,0.1932499999999999,0.207,0.388,0.21475,0.26425,0.1922499999999999,0.1485,0.15,0.1275,0.1545,0.17725,0.24575,0.10225,0.353,0.1735,0.15375,0.09575,0.74925,0.0885,0.0792499999999999,0.16725,0.04625,0.2784999999999999,0.28825,0.11725,0.1535,0.1397499999999999,0.088,0.079,0.09175,0.14625,0.134,0.10075,0.0687499999999999,0.0842499999999999,0.078,0.1069999999999999,0.06075,0.57875,0.48475,0.0544999999999999,0.17175,0.11175,0.0697499999999999,0.1069999999999999,0.11775,0.0645,0.0787499999999999,0.14175,0.0747499999999999,0.189,0.0822499999999999,0.0925,0.085,0.064,0.10575,0.073,0.0747499999999999,0.22225,0.09,0.07,0.09225,0.1312499999999999,0.064,0.05275,0.21475,0.04925,0.0702499999999999,0.0655,0.0404999999999999,0.1335,0.0712499999999999,0.06175,0.0825,0.0747499999999999,0.0615,0.0449999999999999,0.04875,0.0384999999999999,0.1004999999999999,0.0837499999999999,0.0275,0.06025,0.0479999999999999,0.0695,0.05175,0.0554999999999999,0.064,0.03675,0.063,0.0225,0.0479999999999999,0.0272499999999999,0.04225,0.0484999999999999,0.0409999999999999,0.0277499999999999,0.04625,0.0212499999999999,0.03175
Relax... It's Just Sex (1998),0.7829999999999999,0.7829999999999999,0.56275,0.8912500000000001,0.7522500000000001,0.3015,0.49575,0.348,0.52375,0.2967499999999999,0.39775,0.8102499999999999,0.245,0.4275,0.3265,0.25275,0.4832499999999999,0.99675,0.45275,0.2955,0.3385,0.7582500000000001,0.20475,0.2967499999999999,0.2895,0.77,0.31425,0.2714999999999999,0.60525,0.256,0.25875,0.257,0.199,0.1574999999999999,0.2284999999999999,0.37075,0.133,0.4645,0.1699999999999999,0.22675,0.1245,0.211,0.174,0.4832499999999999,0.10075,0.182,0.18325,0.18575,0.2955,0.2045,0.16075,0.1425,0.12075,0.25275,0.22925,0.1545,0.3045,0.25625,0.1699999999999999,0.1305,0.20325,0.10975,0.0885,0.16675,0.06175,0.1054999999999999,0.10625,0.0687499999999999,0.1975,0.1014999999999999,0.09425,0.11275,0.0559999999999999,0.1059999999999999,0.08,0.11725,0.06,0.03975,0.0837499999999999,0.031,0.1144999999999999,0.0529999999999999,0.14175,0.15,0.15925,0.0812499999999999,0.12275,0.07,0.064,0.0354999999999999,0.0782499999999999,0.119,0.04825,0.085,0.4347499999999999,0.0735,0.04625,0.1985,0.075,0.1124999999999999,0.0605,0.14525,0.1094999999999999,0.0755,0.03225,0.03,0.0732499999999999,0.076,0.0725,0.0499999999999999,0.0944999999999999,0.2304999999999999,0.11975,0.05575,0.05425,0.05525,0.03625,0.0479999999999999,0.0852499999999999,0.0885,0.0349999999999999,0.04975,0.0772499999999999,0.08775,0.0272499999999999,0.04125,0.0339999999999999,0.0379999999999999,0.0344999999999999,0.0389999999999999,0.24375,0.0242499999999999,0.024,0.08825,0.02,0.028,0.05625,0.05925,0.05025,0.0265,0.0207499999999999,0.0205,0.0665,0.0152499999999999,0.0374999999999999,0.0245,0.03675,0.029,0.0192499999999999
Among Giants (1998),0.98,0.557,0.64475,0.7845,0.29325,0.6595,0.60125,0.7465,0.373,0.246,0.4835,0.635,0.56675,0.4375,0.57925,0.373,0.56675,0.4187499999999999,0.275,0.32975,0.51225,0.58775,0.247,0.138,0.3409999999999999,0.2334999999999999,0.3135,0.29625,0.3635,0.3309999999999999,0.2845,0.4145,0.14675,0.15325,0.303,0.36575,0.472,0.41425,0.2495,0.1887499999999999,0.3502499999999999,0.2514999999999999,0.23725,0.301,0.68925,0.40075,0.0429999999999999,0.1049999999999999,0.32975,0.139,0.39975,0.0747499999999999,0.1912499999999999,0.2794999999999999,0.04525,0.1555,0.21725,0.23625,0.17875,0.2319999999999999,0.1205,0.1594999999999999,0.199,0.16975,0.1395,0.15075,0.093,0.2514999999999999,0.3239999999999999,0.1267499999999999,0.20775,0.0404999999999999,0.34025,0.238,0.0772499999999999,0.148,0.09125,0.1535,0.34025,0.238,0.3209999999999999,0.09175,0.16325,0.10875,0.1545,0.0969999999999999,0.1545,0.06,0.1775,0.0544999999999999,0.24625,0.0389999999999999,0.175,0.1029999999999999,0.1714999999999999,0.1725,0.1322499999999999,0.04675,0.05525,0.182,0.16075,0.0379999999999999,0.09125,0.1365,0.128,0.41825,0.08775,0.0305,0.08775,0.14975,0.2289999999999999,0.0954999999999999,0.0334999999999999,0.04325,0.03075,0.47375,0.05625,0.03975,0.1895,0.0777499999999999,0.0399999999999999,0.0705,0.0359999999999999,0.2694999999999999,0.0632499999999999,0.12325,0.181,0.1074999999999999,0.17525,0.04225,0.1195,0.12475,0.0855,0.124,0.018,0.062,0.0969999999999999,0.0675,0.04025,0.04175,0.06075,0.0999999999999999,0.11675,0.0737499999999999,0.02975,0.1465,0.0675,0.1397499999999999,0.09525
Friends & Lovers (1999),0.95,0.6685,0.71775,0.421,0.21575,0.7135,0.399,0.45625,0.55375,0.44775,0.4235,0.8105,0.3215,0.43525,0.51425,0.26975,0.3774999999999999,0.717,0.247,0.44675,0.3774999999999999,0.55175,0.30925,0.39425,0.3622499999999999,0.435,0.5705,0.22875,0.15575,0.3824999999999999,0.2885,0.3179999999999999,0.1415,0.4539999999999999,0.265,0.4265,0.27475,0.3047499999999999,0.15325,0.2185,0.16425,0.2887499999999999,0.2204999999999999,0.1775,0.2005,0.0504999999999999,0.138,0.22175,0.1235,0.24,0.2229999999999999,0.1465,0.2005,0.14075,0.85225,0.1922499999999999,0.2145,0.14175,0.1564999999999999,0.141,0.14225,0.1599999999999999,0.14475,0.1569999999999999,0.17575,0.12,0.1345,0.0857499999999999,0.1014999999999999,0.1604999999999999,0.2977499999999999,0.1397499999999999,0.1275,0.0959999999999999,0.14075,0.10975,0.136,0.0732499999999999,0.133,0.11675,0.1252499999999999,0.082,0.14575,0.121,0.10475,0.1262499999999999,0.04525,0.1119999999999999,0.09825,0.05775,0.1292499999999999,0.071,0.0979999999999999,0.10475,0.298,0.08625,0.11075,0.1604999999999999,0.06175,0.1699999999999999,0.09225,0.0825,0.074,0.2887499999999999,0.093,0.10225,0.1282499999999999,0.09275,0.1024999999999999,0.0782499999999999,0.09475,0.11225,0.059,0.0615,0.05375,0.067,0.06025,0.1947499999999999,0.0529999999999999,0.9615,0.0655,0.0752499999999999,0.09375,0.0504999999999999,0.04525,0.02975,0.0682499999999999,0.0847499999999999,0.1332499999999999,0.1342499999999999,0.0334999999999999,0.0429999999999999,0.03675,0.04675,0.0574999999999999,0.03625,0.062,0.0534999999999999,0.0334999999999999,0.0132499999999999,0.04525,0.04675,0.027,0.0359999999999999,0.0524999999999999,0.0494999999999999,0.0354999999999999,0.0747499999999999,0.025
Edge of Seventeen (1998),0.53225,0.4732499999999999,0.5785,0.59175,0.488,0.243,0.53275,0.46025,0.53275,0.639,0.61575,0.7822499999999999,0.37725,0.4165,0.31975,0.52525,0.52525,0.996,0.24875,0.2065,0.46025,0.97525,0.26175,0.7835000000000001,0.271,0.306,0.264,0.1785,0.32075,0.18525,0.32575,0.144,0.1332499999999999,0.15,0.17475,0.24175,0.0494999999999999,0.25925,0.1205,0.1967499999999999,0.0757499999999999,0.253,0.0954999999999999,0.11275,0.0672499999999999,0.09125,0.1195,0.1395,0.0645,0.206,0.10125,0.1337499999999999,0.1205,0.3685,0.16025,0.11025,0.1134999999999999,0.21875,0.1387499999999999,0.15975,0.1714999999999999,0.42125,0.1164999999999999,0.0939999999999999,0.10525,0.0564999999999999,0.26225,0.0802499999999999,0.10075,0.18275,0.12275,0.0349999999999999,0.21175,0.0944999999999999,0.05075,0.1205,0.0292499999999999,0.25075,0.1175,0.05575,0.3379999999999999,0.121,0.0687499999999999,0.11975,0.084,0.0519999999999999,0.0687499999999999,0.0255,0.10975,0.0665,0.0755,0.09025,0.2055,0.08725,0.11625,0.0775,0.0742499999999999,0.0832499999999999,0.0697499999999999,0.0615,0.0807499999999999,0.03725,0.09875,0.1049999999999999,0.0369999999999999,0.0865,0.04875,0.059,0.072,0.05525,0.08725,0.04575,0.15725,0.061,0.018,0.04075,0.0222499999999999,0.0247499999999999,0.0544999999999999,0.09775,0.0265,0.0692499999999999,0.09975,0.0702499999999999,0.0755,0.0155,0.0544999999999999,0.06075,0.0745,0.0287499999999999,0.142,0.0454999999999999,0.025,0.03425,0.0494999999999999,0.0359999999999999,0.03,0.0207499999999999,0.0499999999999999,0.082,0.0235,0.0205,0.0222499999999999,0.0305,0.0275,0.0277499999999999,0.0187499999999999,0.0195,0.0162499999999999
Summer of Sam (1999),0.87375,0.594,0.74575,0.58525,0.22375,0.61025,0.58525,0.50125,0.76675,0.126,0.47075,0.651,0.5375,0.4115,0.499,0.4605,0.50125,0.4317499999999999,0.745,0.25225,0.50125,0.25625,0.31925,0.60825,0.32725,0.28075,0.3442499999999999,0.1967499999999999,0.303,0.4912499999999999,0.35475,0.2435,0.235,0.11925,0.241,0.236,0.0705,0.22975,0.16075,0.34325,0.22825,0.1639999999999999,0.45475,0.2375,0.10325,0.2965,0.10825,0.2289999999999999,0.1144999999999999,0.55225,0.1765,0.10675,0.499,0.2957499999999999,0.3289999999999999,0.1669999999999999,0.1955,0.08725,0.15825,0.18175,0.30025,0.136,0.173,0.15775,0.1599999999999999,0.1119999999999999,0.28725,0.173,0.1887499999999999,0.15025,0.156,0.18375,0.23375,0.09775,0.0682499999999999,0.14,0.2734999999999999,0.0732499999999999,0.1335,0.10775,0.15825,0.58825,0.1855,0.10275,0.1039999999999999,0.181,0.0364999999999999,0.17975,0.28725,0.0777499999999999,0.12325,0.1345,0.0845,0.0979999999999999,0.0974999999999999,0.1377499999999999,0.265,0.1977499999999999,0.2935,0.0787499999999999,0.10475,0.2304999999999999,0.09125,0.0615,0.05975,0.0735,0.05775,0.132,0.082,0.0775,0.1277499999999999,0.39975,0.0825,0.076,0.0292499999999999,0.091,0.079,0.0667499999999999,0.04025,0.11575,0.0479999999999999,0.151,0.172,0.0974999999999999,0.03675,0.03825,0.0429999999999999,0.0745,0.03875,0.0494999999999999,0.0374999999999999,0.027,0.03975,0.0539999999999999,0.1927499999999999,0.062,0.04275,0.0172499999999999,0.0454999999999999,0.0672499999999999,0.03575,0.04525,0.05625,0.03475,0.04775,0.09775,0.04275,0.0989999999999999,0.0262499999999999
"Velocity of Gary, The (1998)",0.74025,0.709,0.84125,0.649,0.41325,0.756,0.493,0.724,0.73875,0.3015,0.45525,0.8912500000000001,0.56925,0.609,0.598,0.3924999999999999,0.53525,0.9835,0.51675,0.2915,0.3722499999999999,0.261,0.4345,0.6485,0.58525,0.2614999999999999,0.554,0.44325,0.3179999999999999,0.4519999999999999,0.346,0.4195,0.2664999999999999,0.237,0.37975,0.40475,0.15275,0.56875,0.491,0.3275,0.2155,0.204,0.6275,0.855,0.54225,0.1385,0.3245,0.1235,0.2847499999999999,0.612,0.2684999999999999,0.11275,0.235,0.142,0.3425,0.2345,0.3409999999999999,0.1962499999999999,0.2465,0.1392499999999999,0.207,0.18675,0.4185,0.547,0.0939999999999999,0.21075,0.38125,0.189,0.2279999999999999,0.2995,0.10575,0.62475,0.1069999999999999,0.1154999999999999,0.1345,0.1614999999999999,0.3475,0.21425,0.1892499999999999,0.122,0.129,0.426,0.1619999999999999,0.11375,0.145,0.1387499999999999,0.3245,0.3359999999999999,0.27175,0.155,0.2055,0.073,0.0969999999999999,0.11525,0.383,0.36375,0.12,0.2,0.0772499999999999,0.067,0.09775,0.676,0.1255,0.123,0.1009999999999999,0.05275,0.1262499999999999,0.1545,0.1059999999999999,0.154,0.09125,0.14825,0.04525,0.0974999999999999,0.1372499999999999,0.125,0.1564999999999999,0.1262499999999999,0.614,0.152,0.09225,0.1124999999999999,0.1555,0.0939999999999999,0.212,0.083,0.09025,0.09575,0.09525,0.081,0.04875,0.0574999999999999,0.03925,0.40475,0.0787499999999999,0.04575,0.125,0.14275,0.1255,0.0329999999999999,0.0984999999999999,0.085,0.091,0.04025,0.05225,0.04775,0.0399999999999999,0.1104999999999999,0.03625
Trick (1999),0.523,0.4845,0.637,0.8160000000000001,0.60875,0.4565,0.475,0.82775,0.43825,0.6415,0.6365,0.6195,0.33375,0.4465,0.42425,0.42125,0.3874999999999999,0.9945,0.33075,0.32975,0.3874999999999999,0.51125,0.18675,0.8667499999999999,0.31025,0.25175,0.34775,0.236,0.3329999999999999,0.297,0.286,0.2764999999999999,0.3552499999999999,0.57125,0.25575,0.32375,0.14575,0.2035,0.66825,0.15625,0.10625,0.23075,0.1977499999999999,0.1937499999999999,0.088,0.1149999999999999,0.1069999999999999,0.0999999999999999,0.2135,0.25525,0.11525,0.137,0.1315,0.417,0.2865,0.1272499999999999,0.3047499999999999,0.367,0.436,0.15825,0.3399999999999999,0.1362499999999999,0.345,0.15925,0.12375,0.08725,0.31025,0.0974999999999999,0.10375,0.2294999999999999,0.11025,0.15425,0.10425,0.199,0.10575,0.1347499999999999,0.1129999999999999,0.09275,0.2175,0.1385,0.215,0.4922499999999999,0.087,0.1079999999999999,0.17125,0.22175,0.1392499999999999,0.067,0.1892499999999999,0.04525,0.09925,0.1305,0.05775,0.0895,0.1515,0.10175,0.1372499999999999,0.0707499999999999,0.0615,0.11025,0.0777499999999999,0.17525,0.1134999999999999,0.0752499999999999,0.0715,0.11825,0.1335,0.03625,0.086,0.079,0.1235,0.068,0.141,0.063,0.03125,0.06025,0.03,0.0645,0.0489999999999999,0.0419999999999999,0.0267499999999999,0.0852499999999999,0.09125,0.09525,0.1074999999999999,0.04875,0.0655,0.0655,0.2115,0.0802499999999999,0.0215,0.0642499999999999,0.025,0.0645,0.0292499999999999,0.0657499999999999,0.04775,0.0394999999999999,0.0687499999999999,0.0262499999999999,0.03675,0.05225,0.019,0.03075,0.0354999999999999,0.0865,0.0349999999999999,0.06075,0.0344999999999999
Better Than Chocolate (1999),0.8492500000000001,0.8492500000000001,0.6975,0.8975,0.8939999999999999,0.33325,0.4405,0.87975,0.597,0.5495,0.5215,0.57425,0.597,0.433,0.54875,0.415,0.415,0.98575,0.40375,0.3339999999999999,0.415,0.55275,0.401,0.84575,0.271,0.26925,0.3994999999999999,0.2415,0.27775,0.3635,0.31725,0.38275,0.2784999999999999,0.507,0.23825,0.30525,0.4195,0.2259999999999999,0.3179999999999999,0.2947499999999999,0.1367499999999999,0.32675,0.3155,0.2534999999999999,0.1614999999999999,0.522,0.092,0.8105,0.2299999999999999,0.133,0.23075,0.1942499999999999,0.21875,0.434,0.1312499999999999,0.15625,0.3455,0.3512499999999999,0.21925,0.25475,0.25525,0.1714999999999999,0.1755,0.15375,0.1445,0.0954999999999999,0.49575,0.29525,0.0847499999999999,0.22525,0.17875,0.1014999999999999,0.14625,0.1392499999999999,0.08825,0.16125,0.188,0.14575,0.26075,0.10175,0.243,0.05125,0.0677499999999999,0.092,0.1755,0.24375,0.1669999999999999,0.135,0.3255,0.05375,0.092,0.10675,0.0742499999999999,0.0959999999999999,0.1995,0.0697499999999999,0.082,0.1139999999999999,0.0657499999999999,0.1927499999999999,0.10025,0.23225,0.153,0.1292499999999999,0.15425,0.05625,0.11625,0.05775,0.0895,0.069,0.1225,0.28025,0.09075,0.10325,0.0399999999999999,0.05575,0.0369999999999999,0.0775,0.0765,0.09575,0.0434999999999999,0.074,0.08975,0.1074999999999999,0.0775,0.1755,0.0895,0.0822499999999999,0.0842499999999999,0.0675,0.0292499999999999,0.0745,0.0364999999999999,0.1034999999999999,0.069,0.0292499999999999,0.064,0.0632499999999999,0.0434999999999999,0.0722499999999999,0.04425,0.0305,0.1074999999999999,0.05375,0.0805,0.0225,0.0429999999999999,0.0287499999999999,0.0242499999999999
Bedrooms & Hallways (1998),0.9115,0.9115,0.6665,0.7677499999999999,0.743,0.27375,0.51825,0.4347499999999999,0.44625,0.4782499999999999,0.33175,0.9105,0.44325,0.413,0.47875,0.51825,0.45875,0.99525,0.3379999999999999,0.59925,0.51825,0.376,0.2209999999999999,0.89625,0.2714999999999999,0.747,0.419,0.211,0.27875,0.529,0.26875,0.30325,0.4942499999999999,0.673,0.196,0.22375,0.2955,0.176,0.17325,0.17725,0.535,0.28525,0.33475,0.08975,0.09975,0.1679999999999999,0.8,0.427,0.4942499999999999,0.2455,0.14725,0.1402499999999999,0.20525,0.427,0.21675,0.1292499999999999,0.60675,0.37275,0.17325,0.1915,0.32175,0.1589999999999999,0.10875,0.1952499999999999,0.3285,0.0559999999999999,0.34025,0.1154999999999999,0.0767499999999999,0.302,0.09675,0.05625,0.3027499999999999,0.3275,0.11525,0.1327499999999999,0.22225,0.0857499999999999,0.6825,0.1109999999999999,0.17825,0.05025,0.1159999999999999,0.2334999999999999,0.0915,0.1034999999999999,0.1699999999999999,0.0685,0.18425,0.06025,0.0667499999999999,0.134,0.22125,0.11225,0.17175,0.1044999999999999,0.0529999999999999,0.127,0.0835,0.08775,0.0822499999999999,0.0835,0.139,0.0857499999999999,0.08925,0.0705,0.33225,0.0855,0.06,0.0692499999999999,0.0479999999999999,0.273,0.07,0.05525,0.024,0.357,0.05725,0.04525,0.0324999999999999,0.1997499999999999,0.04425,0.0687499999999999,0.0775,0.05275,0.0559999999999999,0.3195,0.11175,0.207,0.0605,0.1845,0.09,0.0539999999999999,0.03525,0.0484999999999999,0.0687499999999999,0.03175,0.09575,0.026,0.03575,0.0832499999999999,0.0404999999999999,0.1149999999999999,0.0787499999999999,0.0579999999999999,0.0449999999999999,0.04575,0.018,0.0187499999999999,0.03825
Splendor (1999),0.54875,0.88225,0.82775,0.91325,0.59025,0.8732500000000001,0.51525,0.659,0.615,0.70525,0.48775,0.7415,0.615,0.4165,0.6095,0.51525,0.51525,0.71225,0.415,0.638,0.51525,0.49775,0.22475,0.2085,0.5145,0.48675,0.41425,0.55625,0.1009999999999999,0.3764999999999999,0.3055,0.641,0.598,0.8667499999999999,0.3405,0.37725,0.0875,0.21675,0.62425,0.20575,0.1855,0.311,0.2279999999999999,0.1357499999999999,0.23875,0.41725,0.24075,0.1795,0.54775,0.0757499999999999,0.3465,0.22675,0.2309999999999999,0.18475,0.17075,0.31875,0.39375,0.4215,0.533,0.25375,0.4345,0.1945,0.1614999999999999,0.11625,0.08925,0.1892499999999999,0.21425,0.128,0.2269999999999999,0.3854999999999999,0.11725,0.30925,0.1267499999999999,0.0855,0.20625,0.0657499999999999,0.1175,0.20525,0.17475,0.17275,0.1397499999999999,0.1245,0.092,0.08725,0.18075,0.20925,0.2204999999999999,0.0595,0.286,0.085,0.12,0.21775,0.1265,0.1014999999999999,0.088,0.1305,0.1104999999999999,0.04275,0.0642499999999999,0.1865,0.213,0.0245,0.1144999999999999,0.0787499999999999,0.191,0.1545,0.1375,0.15675,0.11475,0.123,0.083,0.0625,0.0842499999999999,0.0399999999999999,0.1947499999999999,0.04625,0.1962499999999999,0.075,0.08,0.0295,0.04975,0.09,0.03775,0.2405,0.0574999999999999,0.06125,0.2194999999999999,0.05275,0.0645,0.10525,0.0615,0.0615,0.077,0.018,0.09475,0.05175,0.0657499999999999,0.0835,0.05475,0.0324999999999999,0.1935,0.1345,0.0212499999999999,0.0419999999999999,0.0504999999999999,0.04125,0.0584999999999999,0.0484999999999999,0.04275
Beefcake (1999),0.97025,0.3642499999999999,0.91675,0.4752499999999999,0.24075,0.5135,0.4752499999999999,0.628,0.92275,0.52125,0.43925,0.515,0.92275,0.51775,0.4915,0.6255,0.6255,0.9735,0.3675,0.2975,0.27975,0.1965,0.5495,0.386,0.3784999999999999,0.3409999999999999,0.1367499999999999,0.193,0.143,0.27575,0.31775,0.374,0.2744999999999999,0.50475,0.189,0.10975,0.176,0.271,0.36475,0.25825,0.15075,0.1952499999999999,0.21025,0.1169999999999999,0.43725,0.05175,0.37375,0.304,0.10475,0.1064999999999999,0.18025,0.38525,0.14625,0.2465,0.2095,0.15575,0.0787499999999999,0.23125,0.2239999999999999,0.1282499999999999,0.2724999999999999,0.2895,0.30725,0.214,0.31025,0.3419999999999999,0.0657499999999999,0.30725,0.118,0.0845,0.0712499999999999,0.32275,0.3665,0.05125,0.18575,0.23275,0.18075,0.0635,0.09625,0.15725,0.384,0.1044999999999999,0.06125,0.08875,0.11425,0.0895,0.0215,0.0344999999999999,0.0672499999999999,0.1619999999999999,0.10975,0.06025,0.05975,0.11275,0.0645,0.154,0.0524999999999999,0.0827499999999999,0.2774999999999999,0.2219999999999999,0.0564999999999999,0.0177499999999999,0.16775,0.05525,0.0635,0.0652499999999999,0.11975,0.172,0.09025,0.084,0.09825,0.0915,0.0344999999999999,0.0827499999999999,0.0267499999999999,0.05575,0.10125,0.04575,0.04125,0.0424999999999999,0.0354999999999999,0.119,0.0489999999999999,0.03925,0.0369999999999999,0.0539999999999999,0.1185,0.1029999999999999,0.2664999999999999,0.083,0.0107499999999999,0.0504999999999999,0.0999999999999999,0.18625,0.04475,0.18,0.03925,0.08775,0.0165,0.4752499999999999,0.04125,0.0195,0.1875,0.03225,0.0369999999999999,0.0142499999999999,0.03275,0.0424999999999999,0.024
"Best Man, The (1999)",0.1975,0.508,0.66425,0.59025,0.3974999999999999,0.4589999999999999,0.58875,0.6525,0.4167499999999999,0.4355,0.4695,0.532,0.4075,0.45725,0.55875,0.4167499999999999,0.54175,0.1745,0.47075,0.27825,0.303,0.6305,0.4765,0.7795000000000001,0.2887499999999999,0.2259999999999999,0.18025,0.3229999999999999,0.278,0.2309999999999999,0.2977499999999999,0.31725,0.2847499999999999,0.2937499999999999,0.23275,0.3255,0.0827499999999999,0.15275,0.29325,0.33825,0.1114999999999999,0.25725,0.2339999999999999,0.11025,0.08675,0.286,0.11475,0.0695,0.1377499999999999,0.2095,0.17175,0.2075,0.2319999999999999,0.4732499999999999,0.32825,0.1325,0.09975,0.1175,0.155,0.1599999999999999,0.2185,0.20325,0.3305,0.2784999999999999,0.0939999999999999,0.12425,0.18575,0.1064999999999999,0.134,0.2017499999999999,0.16425,0.142,0.11375,0.0705,0.086,0.25875,0.10275,0.0752499999999999,0.1074999999999999,0.064,0.16375,0.14075,0.3452499999999999,0.10525,0.1004999999999999,0.08625,0.09125,0.1139999999999999,0.10625,0.134,0.1175,0.05525,0.09425,0.092,0.08875,0.05975,0.0747499999999999,0.0785,0.03,0.0939999999999999,0.06125,0.0404999999999999,0.25375,0.09375,0.0727499999999999,0.0675,0.0579999999999999,0.04825,0.0837499999999999,0.09175,0.09225,0.8494999999999999,0.04175,0.05925,0.04275,0.0389999999999999,0.0359999999999999,0.0549999999999999,0.06,0.1825,0.0499999999999999,0.11225,0.1164999999999999,0.1322499999999999,0.0424999999999999,0.0715,0.0584999999999999,0.0539999999999999,0.061,0.0715,0.2015,0.04075,0.1252499999999999,0.0399999999999999,0.04675,0.09125,0.0787499999999999,0.05275,0.08775,0.04325,0.024,0.03675,0.031,0.0359999999999999,0.05475,0.0595,0.026,0.0285,0.0574999999999999
