movieId,original,weird,greed,vengeance,drama,good,betrayal,culture clash,melancholic,runaway,surveillance,dialogue,pornography,independent film,mentor,drinking,chase,quirky,light,fight scenes,adaptation,very funny,catastrophe,good music,weapons,life & death,awesome soundtrack,unlikely friendships,fun movie,addiction,foul language,death,absurd,life philosophy,film noir,classic car,underrated,multiple storylines,alter ego,sexy,sacrifice,nudity (full frontal - brief),predictable,irish accent,nudity (topless - brief),not funny,creativity,pulp,fantasy world,british,ensemble cast,islam,dysfunctional family,prejudice,california,survival,childhood,transformation,period piece,first contact,too long,small town,writers,stereotypes,hotel,directorial debut,queer,hospital,kidnapping,family,farce,brothers,prison,road movie,new jersey,dreams,censorship,doctors,stoner movie,80s,memory,new york city,teen movie,wartime,best of 2005,tokyo,wilderness,texas,simple,los angeles,alternate history,women,potential oscar nom,buddy movie,graphic novel,desert,1930s,hunting,lawyer,computer animation,bollywood,indians,blindness,trilogy,unlikeable characters,rebellion,divorce,internet,hip hop,nudity (rear),workplace,robert downey jr,no plot,kick-butt women,prostitution,race,russian,camp,cancer,oil,mad scientist,notable nudity,atheism,father daughter relationship,san francisco,australia,snakes,stand-up comedy,goth,island,homeless,time,french,adoption,documentary,radio,interracial romance,god,made for tv,immortality,wine,finnish,reality tv,ghosts/afterlife,shopping,remake,fashion,too short,single father
Magnolia (1999),0.953,0.953,0.953,0.81,0.953,0.953,0.6365,0.953,0.8979999999999999,0.8574999999999999,0.387,0.8385,0.718,0.86975,0.4892499999999999,0.86975,0.252,0.64375,0.72575,0.351,0.37375,0.362,0.518,0.77725,0.1915,0.766,0.77725,0.51825,0.205,0.83175,0.53175,0.65725,0.48575,0.619,0.16875,0.1905,0.37275,0.984,0.22275,0.1579999999999999,0.2674999999999999,0.23675,0.626,0.2435,0.4902499999999999,0.3405,0.48475,0.11875,0.264,0.14725,0.943,0.129,0.582,0.244,0.27725,0.16825,0.1892499999999999,0.2254999999999999,0.129,0.518,0.90575,0.18125,0.395,0.1555,0.1945,0.15225,0.42625,0.2744999999999999,0.0444999999999999,0.1455,0.27675,0.1704999999999999,0.08725,0.18575,0.1564999999999999,0.2925,0.12175,0.195,0.27475,0.059,0.172,0.09475,0.08675,0.0825,0.17375,0.18275,0.135,0.14975,0.1392499999999999,0.2234999999999999,0.12125,0.14625,0.172,0.0399999999999999,0.073,0.092,0.04325,0.03825,0.0707499999999999,0.1044999999999999,0.1019999999999999,0.08875,0.0865,0.0812499999999999,0.3065,0.09625,0.25625,0.091,0.091,0.0805,0.127,0.16725,0.1584999999999999,0.063,0.05425,0.077,0.04775,0.0595,0.72525,0.0812499999999999,0.0767499999999999,0.03925,0.10775,0.0905,0.027,0.0519999999999999,0.0389999999999999,0.0815,0.0615,0.0647499999999999,0.143,0.0949999999999999,0.0379999999999999,0.0782499999999999,0.04725,0.0509999999999999,0.04175,0.137,0.069,0.03975,0.069,0.063,0.183,0.03475,0.0329999999999999,0.0167499999999999,0.0197499999999999,0.0409999999999999,0.03425
The Falcon and the Snowman (1985),0.85375,0.85375,0.9845,0.9845,0.8027500000000001,0.7615000000000001,0.9895,0.7615000000000001,0.8027500000000001,0.68975,0.9895,0.74675,0.4585,0.8027500000000001,0.7935000000000001,0.8027500000000001,0.6655,0.3415,0.27975,0.302,0.74225,0.347,0.42825,0.28,0.357,0.24875,0.28,0.728,0.295,0.8427500000000001,0.17975,0.3834999999999999,0.3545,0.29725,0.145,0.34325,0.30825,0.30725,0.2075,0.24675,0.5235,0.2309999999999999,0.24375,0.1639999999999999,0.366,0.30425,0.1835,0.1725,0.33625,0.32075,0.1982499999999999,0.70775,0.26275,0.2514999999999999,0.4725,0.14275,0.38825,0.2249999999999999,0.32075,0.347,0.1362499999999999,0.3515,0.3804999999999999,0.288,0.2294999999999999,0.2095,0.20525,0.21425,0.1134999999999999,0.29025,0.1714999999999999,0.12475,0.4389999999999999,0.18025,0.257,0.0915,0.24375,0.1674999999999999,0.277,0.44475,0.1019999999999999,0.145,0.353,0.153,0.05025,0.10025,0.0994999999999999,0.1709999999999999,0.1395,0.1765,0.1039999999999999,0.1119999999999999,0.088,0.4379999999999999,0.0444999999999999,0.0772499999999999,0.075,0.0717499999999999,0.4815,0.2309999999999999,0.10625,0.11775,0.14075,0.0672499999999999,0.11625,0.5,0.08725,0.10875,0.1044999999999999,0.10725,0.21575,0.1104999999999999,0.0655,0.10625,0.09975,0.1332499999999999,0.45025,0.1195,0.0782499999999999,0.1639999999999999,0.0775,0.1297499999999999,0.0675,0.0837499999999999,0.0675,0.534,0.0559999999999999,0.0762499999999999,0.03675,0.0959999999999999,0.16175,0.0767499999999999,0.03775,0.0655,0.05925,0.14475,0.0847499999999999,0.0675,0.0685,0.0364999999999999,0.0697499999999999,0.04275,0.0652499999999999,0.0324999999999999,0.03075,0.0344999999999999,0.0712499999999999,0.03425,0.0514999999999999
"Boondock Saints, The (2000)",0.9305,0.913,0.8935,0.99,0.889,0.889,0.925,0.889,0.8507499999999999,0.75,0.969,0.7845,0.8614999999999999,0.59925,0.7535000000000001,0.435,0.95625,0.8360000000000001,0.549,0.95625,0.33025,0.59075,0.651,0.374,0.95625,0.48275,0.374,0.42925,0.58975,0.374,0.591,0.2867499999999999,0.5115,0.51275,0.11575,0.379,0.4455,0.30525,0.4725,0.34575,0.3345,0.30125,0.51975,0.986,0.37775,0.3107499999999999,0.41125,0.44575,0.268,0.2804999999999999,0.1124999999999999,0.264,0.2284999999999999,0.3745,0.11475,0.23425,0.1297499999999999,0.3195,0.1905,0.2294999999999999,0.1154999999999999,0.1014999999999999,0.1865,0.62175,0.1967499999999999,0.3077499999999999,0.8534999999999999,0.2194999999999999,0.16525,0.1947499999999999,0.4595,0.96825,0.21625,0.10525,0.2022499999999999,0.1149999999999999,0.28125,0.078,0.1555,0.06225,0.0939999999999999,0.0772499999999999,0.2115,0.22125,0.29725,0.0885,0.0835,0.0905,0.1574999999999999,0.0727499999999999,0.24575,0.1215,0.11725,0.43725,0.4992499999999999,0.067,0.0559999999999999,0.087,0.0554999999999999,0.1619999999999999,0.26325,0.0717499999999999,0.1925,0.09075,0.1634999999999999,0.118,0.0665,0.1714999999999999,0.1649999999999999,0.0939999999999999,0.0787499999999999,0.121,0.1305,0.1382499999999999,0.0424999999999999,0.1275,0.3097499999999999,0.1355,0.15975,0.03675,0.0685,0.15375,0.429,0.062,0.11075,0.0765,0.1382499999999999,0.08725,0.1332499999999999,0.0524999999999999,0.0549999999999999,0.04525,0.05025,0.0469999999999999,0.0494999999999999,0.03525,0.067,0.54825,0.0832499999999999,0.068,0.0245,0.0702499999999999,0.08725,0.078,0.04825,0.0632499999999999,0.0384999999999999,0.1302499999999999,0.03675
Ghost Dog: The Way of the Samurai (1999),0.97175,0.97175,0.918,0.937,0.7785,0.7715000000000001,0.9885,0.8242499999999999,0.97175,0.7785,0.9885,0.612,0.7657499999999999,0.683,0.713,0.7785,0.72025,0.8385,0.4625,0.7582500000000001,0.73475,0.615,0.4044999999999999,0.7715000000000001,0.38575,0.75275,0.7715000000000001,0.70425,0.199,0.2345,0.0817499999999999,0.33125,0.645,0.74575,0.26675,0.40075,0.2947499999999999,0.3035,0.1907499999999999,0.256,0.1054999999999999,0.17875,0.366,0.217,0.24825,0.30325,0.4054999999999999,0.31475,0.235,0.16025,0.06175,0.0665,0.18325,0.10075,0.09575,0.1094999999999999,0.2624999999999999,0.2877499999999999,0.074,0.20675,0.1295,0.17475,0.22675,0.31975,0.14075,0.16675,0.497,0.16875,0.1094999999999999,0.1599999999999999,0.24425,0.1154999999999999,0.10675,0.17025,0.8382499999999999,0.23575,0.0685,0.09325,0.2654999999999999,0.05475,0.154,0.15075,0.0905,0.08,0.06125,0.261,0.10875,0.08775,0.1569999999999999,0.0802499999999999,0.0772499999999999,0.146,0.0835,0.0682499999999999,0.0727499999999999,0.05475,0.0677499999999999,0.0722499999999999,0.0419999999999999,0.1599999999999999,0.05675,0.11875,0.12025,0.10275,0.1054999999999999,0.1255,0.0697499999999999,0.0735,0.92725,0.0652499999999999,0.17025,0.04625,0.17425,0.1367499999999999,0.04725,0.05575,0.0489999999999999,0.09975,0.089,0.0797499999999999,0.0615,0.0479999999999999,0.0782499999999999,0.0484999999999999,0.0474999999999999,0.02975,0.0625,0.1024999999999999,0.069,0.0499999999999999,0.0885,0.0494999999999999,0.14875,0.24,0.04925,0.0424999999999999,0.05225,0.064,0.06,0.075,0.04625,0.0805,0.028,0.0845,0.0534999999999999,0.0282499999999999,0.0509999999999999,0.026,0.017
Dog Day Afternoon (1975),0.977,0.977,0.977,0.977,0.95825,0.95825,0.916,0.95825,0.8634999999999999,0.8520000000000001,0.7569999999999999,0.823,0.63225,0.8634999999999999,0.95075,0.8634999999999999,0.5375,0.72125,0.8185,0.4549999999999999,0.4569999999999999,0.642,0.484,0.3087499999999999,0.3532499999999999,0.3934999999999999,0.3087499999999999,0.39875,0.387,0.25175,0.5945,0.66525,0.383,0.3065,0.25,0.28,0.4385,0.24275,0.22175,0.2847499999999999,0.31975,0.37625,0.2329999999999999,0.74925,0.36875,0.31725,0.27175,0.1704999999999999,0.25625,0.3087499999999999,0.21425,0.3774999999999999,0.3824999999999999,0.345,0.3455,0.22175,0.15525,0.28,0.24975,0.1877499999999999,0.21775,0.30725,0.21525,0.271,0.279,0.1877499999999999,0.6995,0.4145,0.4247499999999999,0.205,0.259,0.2817499999999999,0.2794999999999999,0.24775,0.31,0.155,0.3155,0.302,0.2817499999999999,0.2694999999999999,0.0762499999999999,0.8512500000000001,0.1302499999999999,0.10825,0.05475,0.088,0.1957499999999999,0.2744999999999999,0.24075,0.1069999999999999,0.1262499999999999,0.15875,0.138,0.26125,0.0292499999999999,0.15675,0.1415,0.16125,0.2514999999999999,0.1322499999999999,0.1395,0.2405,0.121,0.0762499999999999,0.1322499999999999,0.4915,0.1084999999999999,0.0772499999999999,0.10075,0.1589999999999999,0.1089999999999999,0.11525,0.0772499999999999,0.0979999999999999,0.11525,0.134,0.06125,0.12325,0.47375,0.0795,0.12325,0.0605,0.0797499999999999,0.0727499999999999,0.16925,0.14425,0.1014999999999999,0.0915,0.0762499999999999,0.075,0.1195,0.1009999999999999,0.04625,0.1185,0.0964999999999999,0.1252499999999999,0.0792499999999999,0.10775,0.08975,0.093,0.0409999999999999,0.0247499999999999,0.2365,0.089,0.0379999999999999,0.0215,0.0549999999999999,0.021,0.03975
"Taking of Pelham One Two Three, The (1974)",0.98825,0.98825,0.98825,0.98825,0.7562500000000001,0.90125,0.8532500000000001,0.7562500000000001,0.60725,0.84125,0.90125,0.7125,0.7809999999999999,0.52975,0.6325,0.554,0.8342499999999999,0.3864999999999999,0.74125,0.65475,0.7595000000000001,0.8207500000000001,0.4419999999999999,0.3615,0.65475,0.28925,0.3315,0.3399999999999999,0.649,0.1255,0.6455,0.3465,0.28525,0.29425,0.2574999999999999,0.43325,0.518,0.16575,0.31525,0.3399999999999999,0.21975,0.34275,0.24675,0.18725,0.373,0.3355,0.3725,0.24125,0.245,0.2495,0.3425,0.3429999999999999,0.1327499999999999,0.24625,0.279,0.3635,0.3522499999999999,0.295,0.16675,0.258,0.10725,0.18475,0.1654999999999999,0.3149999999999999,0.2815,0.1745,0.1362499999999999,0.28125,0.57425,0.21125,0.23675,0.1134999999999999,0.179,0.2224999999999999,0.38825,0.0715,0.2017499999999999,0.3642499999999999,0.08675,0.381,0.1654999999999999,0.94175,0.11225,0.1694999999999999,0.1267499999999999,0.2405,0.293,0.11525,0.2334999999999999,0.1215,0.14275,0.14825,0.17075,0.2209999999999999,0.0444999999999999,0.22275,0.129,0.1084999999999999,0.199,0.17575,0.0837499999999999,0.11875,0.202,0.0484999999999999,0.1877499999999999,0.0564999999999999,0.1674999999999999,0.09625,0.0672499999999999,0.189,0.3562499999999999,0.0925,0.0999999999999999,0.134,0.15525,0.1902499999999999,0.05975,0.1402499999999999,0.03675,0.20525,0.146,0.0752499999999999,0.1139999999999999,0.0627499999999999,0.17325,0.09525,0.2614999999999999,0.0765,0.04075,0.1997499999999999,0.188,0.203,0.08975,0.10225,0.093,0.2319999999999999,0.0842499999999999,0.0464999999999999,0.15225,0.03975,0.04525,0.0265,0.0379999999999999,0.10775,0.05875,0.4675,0.18325,0.0399999999999999,0.0277499999999999
Misery (1990),0.98775,0.98375,0.98775,0.98775,0.96175,0.90125,0.813,0.96175,0.95325,0.96175,0.8819999999999999,0.904,0.54775,0.8847499999999999,0.64325,0.55775,0.54625,0.69775,0.61275,0.2794999999999999,0.9845,0.61275,0.4649999999999999,0.1897499999999999,0.275,0.4625,0.185,0.3682499999999999,0.5005,0.31575,0.50475,0.4449999999999999,0.44925,0.39225,0.2025,0.574,0.3944999999999999,0.21875,0.3622499999999999,0.2837499999999999,0.2815,0.264,0.3129999999999999,0.22175,0.406,0.368,0.45375,0.414,0.24975,0.2027499999999999,0.086,0.142,0.26725,0.1584999999999999,0.21025,0.612,0.3149999999999999,0.3725,0.24825,0.27575,0.18225,0.40475,0.84125,0.1917499999999999,0.39325,0.22725,0.24075,0.49075,0.33075,0.34225,0.1995,0.1262499999999999,0.2339999999999999,0.4955,0.16875,0.09675,0.3319999999999999,0.3924999999999999,0.11225,0.272,0.10075,0.21475,0.16075,0.088,0.11175,0.0847499999999999,0.31975,0.076,0.1887499999999999,0.0855,0.1679999999999999,0.1714999999999999,0.1425,0.1669999999999999,0.06,0.0712499999999999,0.10725,0.17425,0.1725,0.124,0.0675,0.0484999999999999,0.1977499999999999,0.0752499999999999,0.0715,0.0745,0.1255,0.1154999999999999,0.0615,0.10425,0.0905,0.0954999999999999,0.0419999999999999,0.05275,0.05825,0.0677499999999999,0.05775,0.17725,0.1357499999999999,0.0655,0.20575,0.1064999999999999,0.064,0.0554999999999999,0.0865,0.0499999999999999,0.0875,0.0949999999999999,0.121,0.12025,0.062,0.04375,0.0529999999999999,0.17375,0.04725,0.1099999999999999,0.0504999999999999,0.05125,0.11425,0.0484999999999999,0.184,0.0364999999999999,0.0949999999999999,0.191,0.1034999999999999,0.0285,0.0675,0.05275,0.0292499999999999
For a Few Dollars More (Per qualche dollaro in più) (1965),0.97975,0.97975,0.97975,0.91775,0.97975,0.97975,0.8692500000000001,0.97975,0.93725,0.93725,0.6835,0.93725,0.5875,0.58,0.7325,0.65725,0.764,0.6305,0.936,0.764,0.4449999999999999,0.58,0.433,0.68675,0.764,0.717,0.48875,0.56875,0.50625,0.3065,0.173,0.747,0.3165,0.3279999999999999,0.3605,0.4449999999999999,0.4615,0.3095,0.33875,0.276,0.3015,0.33625,0.299,0.28925,0.7295,0.3722499999999999,0.2887499999999999,0.205,0.23325,0.30825,0.1795,0.2209999999999999,0.1885,0.3632499999999999,0.3275,0.22175,0.4065,0.25975,0.2209999999999999,0.1965,0.2634999999999999,0.2229999999999999,0.193,0.22475,0.25875,0.1785,0.16925,0.25925,0.1915,0.1569999999999999,0.22025,0.22725,0.638,0.1902499999999999,0.18575,0.1307499999999999,0.1315,0.16625,0.3369999999999999,0.279,0.1614999999999999,0.10825,0.12075,0.1765,0.062,0.195,0.178,0.298,0.2594999999999999,0.1139999999999999,0.10625,0.1235,0.0895,0.348,0.0429999999999999,0.6265,0.1315,0.50025,0.16875,0.16025,0.11125,0.25325,0.1639999999999999,0.83775,0.0579999999999999,0.1475,0.09,0.0727499999999999,0.10875,0.17375,0.0632499999999999,0.04325,0.0954999999999999,0.1649999999999999,0.1059999999999999,0.132,0.0935,0.1624999999999999,0.1395,0.21025,0.1297499999999999,0.0404999999999999,0.0489999999999999,0.0665,0.11675,0.08675,0.2714999999999999,0.0825,0.0544999999999999,0.11625,0.1004999999999999,0.1639999999999999,0.064,0.04825,0.0677499999999999,0.062,0.0852499999999999,0.0484999999999999,0.0564999999999999,0.0635,0.05875,0.0454999999999999,0.0265,0.14525,0.0509999999999999,0.04325,0.0459999999999999,0.0235,0.022
Blood Simple (1984),0.9355,0.95525,0.95175,0.9355,0.8534999999999999,0.94525,0.95175,0.906,0.924,0.906,0.8835,0.7967500000000001,0.91875,0.91875,0.46575,0.64975,0.5405,0.95525,0.7235,0.3715,0.4535,0.727,0.49,0.4762499999999999,0.195,0.31425,0.4237499999999999,0.50475,0.3117499999999999,0.20675,0.1825,0.2967499999999999,0.6835,0.3229999999999999,0.84325,0.346,0.34025,0.2927499999999999,0.18475,0.59075,0.11225,0.25,0.2299999999999999,0.22875,0.3285,0.3105,0.4605,0.2885,0.1915,0.3565,0.1957499999999999,0.20325,0.396,0.1725,0.1865,0.172,0.3139999999999999,0.2365,0.19,0.178,0.0787499999999999,0.43525,0.4185,0.17075,0.39175,0.6915,0.2947499999999999,0.17375,0.4145,0.1895,0.34975,0.546,0.1375,0.41825,0.1545,0.1377499999999999,0.15275,0.2614999999999999,0.1525,0.12,0.18175,0.0979999999999999,0.09625,0.1044999999999999,0.10925,0.0775,0.2165,0.8427500000000001,0.47175,0.082,0.09625,0.1569999999999999,0.1775,0.0795,0.04675,0.12325,0.1287499999999999,0.1337499999999999,0.11275,0.1765,0.0692499999999999,0.0964999999999999,0.15625,0.08825,0.1882499999999999,0.08875,0.642,0.0725,0.0895,0.0989999999999999,0.20975,0.0637499999999999,0.271,0.11775,0.0807499999999999,0.0595,0.059,0.089,0.0275,0.1397499999999999,0.0795,0.0672499999999999,0.073,0.0494999999999999,0.0989999999999999,0.1034999999999999,0.0549999999999999,0.0822499999999999,0.071,0.0549999999999999,0.05775,0.0439999999999999,0.0815,0.11875,0.0827499999999999,0.08775,0.04025,0.0314999999999999,0.0524999999999999,0.0319999999999999,0.1245,0.083,0.03725,0.06175,0.0225,0.0172499999999999,0.0817499999999999,0.0344999999999999,0.0262499999999999
One False Move (1992),0.95675,0.95675,0.95675,0.95675,0.8360000000000001,0.871,0.9545,0.74575,0.7915000000000001,0.69275,0.871,0.661,0.7605,0.8892500000000001,0.53275,0.7915000000000001,0.3914999999999999,0.53225,0.40325,0.51475,0.34025,0.3522499999999999,0.4365,0.32375,0.23225,0.14125,0.32375,0.3904999999999999,0.25875,0.74225,0.1965,0.3375,0.17725,0.27,0.709,0.351,0.38575,0.38975,0.20575,0.5305,0.1609999999999999,0.31425,0.2395,0.18425,0.4257499999999999,0.33825,0.1579999999999999,0.25225,0.2514999999999999,0.203,0.27825,0.22075,0.22625,0.3635,0.6395,0.09175,0.17025,0.2264999999999999,0.09975,0.2239999999999999,0.0989999999999999,0.91425,0.4415,0.48975,0.25725,0.62925,0.27,0.14675,0.237,0.1694999999999999,0.079,0.26325,0.206,0.501,0.36975,0.1255,0.151,0.0885,0.1159999999999999,0.092,0.09975,0.1885,0.172,0.093,0.068,0.0842499999999999,0.16675,0.63875,0.209,0.94625,0.0702499999999999,0.1357499999999999,0.0765,0.16075,0.23375,0.06175,0.066,0.03375,0.1069999999999999,0.142,0.072,0.10425,0.1282499999999999,0.0584999999999999,0.192,0.0579999999999999,0.0852499999999999,0.0777499999999999,0.43875,0.1154999999999999,0.1307499999999999,0.145,0.121,0.1277499999999999,0.1129999999999999,0.127,0.0792499999999999,0.11175,0.0384999999999999,0.10725,0.078,0.0459999999999999,0.04075,0.0697499999999999,0.09575,0.1535,0.0489999999999999,0.0845,0.1805,0.03825,0.08825,0.0272499999999999,0.04175,0.0509999999999999,0.0842499999999999,0.0524999999999999,0.10875,0.0384999999999999,0.0755,0.04975,0.04325,0.04425,0.04075,0.21225,0.0349999999999999,0.0162499999999999,0.0725,0.04325,0.022
Serpico (1973),0.98625,0.939,0.99525,0.9665,0.939,0.9665,0.99525,0.9665,0.8872500000000001,0.9665,0.99525,0.6885,0.59075,0.8872500000000001,0.9475,0.8872500000000001,0.63825,0.36275,0.6585,0.4267499999999999,0.76875,0.4802499999999999,0.4725,0.506,0.24375,0.58475,0.2875,0.531,0.2534999999999999,0.50925,0.26025,0.39475,0.1952499999999999,0.36775,0.27275,0.30125,0.46475,0.1619999999999999,0.3715,0.18525,0.61625,0.4195,0.23225,0.353,0.57025,0.365,0.2,0.15475,0.3249999999999999,0.287,0.1322499999999999,0.45525,0.1815,0.61625,0.27275,0.40825,0.3612499999999999,0.4695,0.40725,0.1915,0.192,0.32575,0.1995,0.25475,0.1975,0.22875,0.1875,0.6,0.3209999999999999,0.1947499999999999,0.0959999999999999,0.31125,0.17175,0.16875,0.47875,0.2997499999999999,0.1377499999999999,0.25,0.35375,0.32125,0.1004999999999999,0.925,0.2065,0.15175,0.083,0.0772499999999999,0.21125,0.1947499999999999,0.2274999999999999,0.15225,0.10525,0.1855,0.11025,0.272,0.04275,0.0757499999999999,0.1305,0.1699999999999999,0.21,0.15475,0.1505,0.148,0.1699999999999999,0.0837499999999999,0.0875,0.3635,0.0925,0.0675,0.18275,0.20575,0.16025,0.1164999999999999,0.0509999999999999,0.04325,0.1292499999999999,0.17925,0.14875,0.10075,0.205,0.0855,0.09325,0.0865,0.0755,0.0652499999999999,0.1679999999999999,0.10325,0.066,0.09425,0.11425,0.0812499999999999,0.15975,0.0954999999999999,0.04975,0.1079999999999999,0.0875,0.1992499999999999,0.05775,0.0687499999999999,0.0969999999999999,0.05875,0.04425,0.069,0.0479999999999999,0.17475,0.06125,0.04225,0.0752499999999999,0.0319999999999999,0.0295
Croupier (1998),0.9085,0.8839999999999999,0.9085,0.7509999999999999,0.9085,0.8959999999999999,0.8832500000000001,0.8839999999999999,0.8839999999999999,0.66975,0.613,0.7582500000000001,0.74575,0.95625,0.63425,0.75525,0.38675,0.76325,0.5315,0.81125,0.605,0.3159999999999999,0.44025,0.4419999999999999,0.14775,0.36475,0.4419999999999999,0.529,0.6005,0.683,0.173,0.31475,0.3452499999999999,0.49375,0.67675,0.3605,0.42025,0.376,0.34675,0.484,0.2324999999999999,0.359,0.2304999999999999,0.25975,0.2684999999999999,0.3585,0.4455,0.3149999999999999,0.3984999999999999,0.8992500000000001,0.25575,0.2324999999999999,0.307,0.20425,0.1735,0.15725,0.20825,0.31725,0.69175,0.23325,0.09025,0.2855,0.708,0.16875,0.283,0.2274999999999999,0.2774999999999999,0.0939999999999999,0.083,0.2075,0.0974999999999999,0.0817499999999999,0.10325,0.177,0.24625,0.15125,0.0875,0.14375,0.125,0.15425,0.11425,0.11675,0.144,0.1064999999999999,0.1815,0.1054999999999999,0.15025,0.08975,0.14225,0.08775,0.1185,0.248,0.10175,0.0695,0.0509999999999999,0.08725,0.1154999999999999,0.09625,0.04725,0.179,0.1282499999999999,0.086,0.085,0.0817499999999999,0.17175,0.11825,0.18275,0.23175,0.08825,0.2985,0.57325,0.12325,0.3045,0.1139999999999999,0.1024999999999999,0.1129999999999999,0.0827499999999999,0.1297499999999999,0.0677499999999999,0.1129999999999999,0.0812499999999999,0.4419999999999999,0.10325,0.1119999999999999,0.0827499999999999,0.127,0.03725,0.08975,0.04825,0.1372499999999999,0.09525,0.0324999999999999,0.0672499999999999,0.0564999999999999,0.0732499999999999,0.1044999999999999,0.09425,0.04375,0.0707499999999999,0.0364999999999999,0.21675,0.09,0.04125,0.09075,0.09325,0.0242499999999999,0.1134999999999999,0.10575,0.03625
Requiem for a Dream (2000),0.9775,0.9785,0.9775,0.9775,0.979,0.979,0.73125,0.979,0.9785,0.979,0.5345,0.908,0.901,0.918,0.7065,0.7815000000000001,0.30025,0.57775,0.42625,0.40375,0.79575,0.43125,0.48575,0.738,0.21925,0.90125,0.738,0.6015,0.2274999999999999,0.99475,0.4405,0.372,0.32925,0.686,0.149,0.2955,0.3754999999999999,0.52775,0.4932499999999999,0.4347499999999999,0.3964999999999999,0.5125,0.3535,0.2339999999999999,0.38175,0.3635,0.37875,0.14125,0.3495,0.26675,0.30325,0.236,0.4405,0.35075,0.126,0.24075,0.2684999999999999,0.3482499999999999,0.0939999999999999,0.264,0.5595,0.1795,0.25575,0.4065,0.17425,0.2644999999999999,0.30325,0.6465,0.03875,0.15025,0.17475,0.24325,0.21125,0.178,0.2135,0.958,0.431,0.472,0.527,0.125,0.2012499999999999,0.27375,0.24725,0.15225,0.20425,0.1669999999999999,0.15475,0.10475,0.1845,0.0792499999999999,0.1644999999999999,0.17225,0.23025,0.0857499999999999,0.38025,0.04125,0.0775,0.0657499999999999,0.0404999999999999,0.1297499999999999,0.254,0.06175,0.1674999999999999,0.082,0.1624999999999999,0.15975,0.068,0.10175,0.4267499999999999,0.26575,0.1024999999999999,0.14675,0.0797499999999999,0.06075,0.35075,0.1327499999999999,0.05775,0.0727499999999999,0.22225,0.0409999999999999,0.18325,0.0554999999999999,0.17525,0.0865,0.0354999999999999,0.0574999999999999,0.05775,0.1079999999999999,0.1235,0.0905,0.1915,0.0354999999999999,0.04625,0.0635,0.0645,0.0645,0.04425,0.18175,0.084,0.03675,0.04475,0.0489999999999999,0.31025,0.024,0.0504999999999999,0.0157499999999999,0.0349999999999999,0.064,0.0424999999999999
Snatch (2000),0.982,0.9865,0.96,0.93675,0.96,0.96,0.9795,0.96,0.94125,0.88025,0.9745,0.8939999999999999,0.91875,0.698,0.733,0.56225,0.9615,0.9865,0.85425,0.89425,0.4247499999999999,0.8587499999999999,0.51675,0.7689999999999999,0.69375,0.38875,0.7689999999999999,0.4145,0.85025,0.408,0.89975,0.24725,0.72675,0.429,0.2977499999999999,0.37675,0.44325,0.95375,0.487,0.33075,0.2115,0.27275,0.23525,0.94325,0.3662499999999999,0.24575,0.45625,0.62375,0.25025,0.9065,0.89025,0.16525,0.3027499999999999,0.2145,0.125,0.141,0.15175,0.24675,0.84975,0.25175,0.10325,0.17075,0.239,0.617,0.14725,0.2847499999999999,0.288,0.15375,0.16975,0.1367499999999999,0.8402499999999999,0.1987499999999999,0.1372499999999999,0.217,0.1892499999999999,0.09125,0.0765,0.10725,0.21975,0.0685,0.1965,0.0984999999999999,0.1195,0.2,0.15325,0.10625,0.1235,0.09075,0.1375,0.08875,0.2885,0.064,0.1887499999999999,0.3435,0.18575,0.10925,0.0954999999999999,0.04825,0.0747499999999999,0.1619999999999999,0.23975,0.11825,0.0969999999999999,0.16475,0.304,0.14975,0.0715,0.21575,0.1475,0.093,0.0755,0.23775,0.21675,0.0782499999999999,0.0404999999999999,0.1375,0.29425,0.0949999999999999,0.1327499999999999,0.0785,0.0782499999999999,0.0695,0.09125,0.0735,0.0459999999999999,0.0979999999999999,0.05125,0.0802499999999999,0.08625,0.0737499999999999,0.0409999999999999,0.0812499999999999,0.0605,0.073,0.05675,0.0702499999999999,0.03575,0.03575,0.0409999999999999,0.03625,0.0757499999999999,0.1089999999999999,0.03975,0.09625,0.03275,0.0305,0.0282499999999999,0.04575,0.0245
