movieId,original,good,very funny,weird,vengeance,teen movie,fun movie,light,mentor,runaway,greed,catastrophe,predictable,drama,fight scenes,chase,melancholic,culture clash,dialogue,family,unlikely friendships,pornography,betrayal,farce,quirky,independent film,stereotypes,childhood,fantasy world,adaptation,drinking,first contact,weapons,surveillance,life philosophy,sexy,absurd,computer animation,80s,sacrifice,alter ego,awesome soundtrack,life & death,death,creativity,transformation,survival,nudity (full frontal - brief),dysfunctional family,good music,queer,prejudice,classic car,underrated,california,small town,foul language,women,mad scientist,not funny,camp,new jersey,buddy movie,writers,road movie,period piece,islam,british,multiple storylines,pulp,internet,stoner movie,nudity (topless - brief),notable nudity,doctors,hospital,addiction,irish accent,simple,alternate history,hip hop,dreams,island,nudity (rear),brothers,censorship,memory,directorial debut,wartime,indians,hotel,divorce,ensemble cast,shopping,workplace,rebellion,stand-up comedy,new york city,ghosts/afterlife,bollywood,desert,kidnapping,race,wilderness,unlikeable characters,tokyo,film noir,fashion,too long,interracial romance,blindness,los angeles,prison,radio,goth,kick-butt women,robert downey jr,texas,single father,father daughter relationship,too short,graphic novel,adoption,snakes,1930s,cancer,time,atheism,australia,no plot,immortality,trilogy,god,san francisco,finnish,remake,potential oscar nom,hunting,best of 2005,reality tv,made for tv,russian,homeless,prostitution,lawyer,wine,documentary,oil,french
"Manhattan Project, The (1986)",0.7629999999999999,0.677,0.5605,0.551,0.551,0.9315,0.7762500000000001,0.50875,0.64025,0.606,0.59125,0.56075,0.54075,0.59125,0.38575,0.655,0.3235,0.434,0.621,0.75325,0.259,0.1992499999999999,0.38175,0.347,0.30725,0.236,0.27375,0.75325,0.52675,0.33675,0.22575,0.93175,0.88225,0.52525,0.4365,0.16925,0.3057499999999999,0.75325,0.9235,0.348,0.1765,0.2965,0.34325,0.21725,0.218,0.2804999999999999,0.21875,0.1287499999999999,0.1997499999999999,0.1425,0.15175,0.199,0.39475,0.38325,0.3225,0.2684999999999999,0.15475,0.2075,0.1887499999999999,0.35175,0.33725,0.17225,0.1257499999999999,0.24725,0.09075,0.2002499999999999,0.197,0.2002499999999999,0.244,0.26675,0.2694999999999999,0.1345,0.1932499999999999,0.15925,0.26775,0.1584999999999999,0.04275,0.2125,0.22225,0.32525,0.074,0.1054999999999999,0.19,0.11925,0.0725,0.0584999999999999,0.258,0.11125,0.30625,0.22175,0.23275,0.21275,0.14575,0.0792499999999999,0.0885,0.0852499999999999,0.119,0.349,0.0825,0.06075,0.34775,0.1149999999999999,0.238,0.0682499999999999,0.0959999999999999,0.0969999999999999,0.09875,0.196,0.15725,0.0737499999999999,0.1375,0.11225,0.1084999999999999,0.0979999999999999,0.05825,0.11675,0.0374999999999999,0.0682499999999999,0.10375,0.04475,0.0705,0.04775,0.0959999999999999,0.1327499999999999,0.0795,0.199,0.1347499999999999,0.0847499999999999,0.088,0.18325,0.0657499999999999,0.086,0.0635,0.078,0.0232499999999999,0.14375,0.0815,0.05975,0.03825,0.0364999999999999,0.0424999999999999,0.0712499999999999,0.065,0.0374999999999999,0.08675,0.03575,0.0255,0.0847499999999999,0.03375
Zebrahead (1992),0.85825,0.8174999999999999,0.53975,0.6475,0.843,0.91725,0.4895,0.44525,0.7165,0.74425,0.6475,0.58675,0.435,0.843,0.433,0.489,0.6855,0.519,0.6275,0.64575,0.91075,0.7735000000000001,0.6475,0.3874999999999999,0.346,0.725,0.52725,0.64575,0.45725,0.3754999999999999,0.8102499999999999,0.306,0.2804999999999999,0.39375,0.3375,0.5425,0.205,0.64575,0.40525,0.27275,0.25175,0.5585,0.40075,0.23225,0.238,0.271,0.18325,0.678,0.33175,0.2704999999999999,0.39425,0.74425,0.301,0.54075,0.34375,0.2804999999999999,0.521,0.3695,0.123,0.36275,0.3175,0.31,0.3195,0.3209999999999999,0.209,0.1765,0.1337499999999999,0.093,0.3954999999999999,0.285,0.11075,0.29625,0.20725,0.21025,0.25325,0.1649999999999999,0.36175,0.14325,0.2614999999999999,0.2017499999999999,0.92325,0.139,0.0685,0.3712499999999999,0.1325,0.3705,0.0672499999999999,0.1902499999999999,0.1392499999999999,0.16025,0.0725,0.12275,0.133,0.04375,0.1302499999999999,0.2324999999999999,0.1124999999999999,0.397,0.1185,0.152,0.022,0.17175,0.3165,0.093,0.04525,0.05525,0.11725,0.03225,0.0627499999999999,0.56125,0.0675,0.142,0.16725,0.1004999999999999,0.28925,0.087,0.1265,0.1134999999999999,0.062,0.10525,0.0242499999999999,0.1495,0.15825,0.15925,0.05475,0.11225,0.084,0.0647499999999999,0.0595,0.18125,0.04775,0.075,0.067,0.093,0.0257499999999999,0.03825,0.1922499999999999,0.04325,0.149,0.0469999999999999,0.05275,0.04125,0.0514999999999999,0.0544999999999999,0.0815,0.05175,0.09,0.018,0.05925
Change of Habit (1969),0.87575,0.8759999999999999,0.51325,0.558,0.6255,0.89575,0.8865000000000001,0.80925,0.8340000000000001,0.697,0.5095,0.63625,0.7949999999999999,0.74175,0.4892499999999999,0.6635,0.4379999999999999,0.6255,0.73025,0.909,0.59925,0.43725,0.48675,0.192,0.2594999999999999,0.4685,0.8767499999999999,0.657,0.597,0.45325,0.31675,0.63625,0.24225,0.32425,0.47175,0.38475,0.26975,0.519,0.6355,0.31025,0.49675,0.2885,0.4685,0.303,0.3305,0.151,0.23625,0.2189999999999999,0.3665,0.61375,0.365,0.35175,0.128,0.592,0.3245,0.0554999999999999,0.0359999999999999,0.8280000000000001,0.1877499999999999,0.3502499999999999,0.16375,0.1302499999999999,0.61675,0.23125,0.25125,0.725,0.2674999999999999,0.25525,0.22775,0.3525,0.3359999999999999,0.121,0.1629999999999999,0.395,0.69425,0.25325,0.14975,0.14725,0.1649999999999999,0.5495,0.148,0.1255,0.2875,0.0925,0.25525,0.32775,0.1634999999999999,0.0822499999999999,0.10525,0.21825,0.08875,0.211,0.1009999999999999,0.1089999999999999,0.142,0.11425,0.1639999999999999,0.63425,0.0964999999999999,0.0855,0.05975,0.198,0.4902499999999999,0.0915,0.16875,0.09825,0.1124999999999999,0.43325,0.1362499999999999,0.50075,0.0772499999999999,0.32375,0.1322499999999999,0.0939999999999999,0.0419999999999999,0.23675,0.39225,0.12225,0.34775,0.20725,0.0815,0.12225,0.214,0.14125,0.348,0.1674999999999999,0.38725,0.15075,0.12,0.1917499999999999,0.05425,0.0559999999999999,0.1347499999999999,0.1415,0.03325,0.0554999999999999,0.11575,0.0845,0.09325,0.1397499999999999,0.03425,0.05175,0.05175,0.18375,0.34025,0.0277499999999999,0.0727499999999999,0.0569999999999999,0.0855
"Wanderers, The (1979)",0.80125,0.73225,0.3774999999999999,0.7682500000000001,0.69,0.86025,0.39975,0.57425,0.8285,0.72775,0.566,0.63375,0.44025,0.68825,0.56525,0.75875,0.55475,0.68825,0.39025,0.3794999999999999,0.98925,0.4385,0.6715,0.2329999999999999,0.2194999999999999,0.3329999999999999,0.4345,0.875,0.3399999999999999,0.3602499999999999,0.7135,0.22825,0.51175,0.29125,0.60025,0.26875,0.126,0.3794999999999999,0.7529999999999999,0.278,0.294,0.7125,0.46825,0.39275,0.155,0.3355,0.4067499999999999,0.32525,0.1947499999999999,0.7125,0.26,0.50925,0.60375,0.71,0.44625,0.34675,0.15775,0.2022499999999999,0.129,0.2837499999999999,0.44075,0.3375,0.3289999999999999,0.1955,0.16425,0.1574999999999999,0.4529999999999999,0.1574999999999999,0.1649999999999999,0.218,0.0695,0.4409999999999999,0.3602499999999999,0.128,0.1614999999999999,0.1714999999999999,0.32825,0.16675,0.122,0.20525,0.0807499999999999,0.2375,0.131,0.3552499999999999,0.25675,0.2937499999999999,0.27075,0.133,0.1317499999999999,0.1397499999999999,0.2025,0.0697499999999999,0.0865,0.10775,0.0845,0.7125,0.2105,0.6875,0.192,0.2115,0.1372499999999999,0.1295,0.1614999999999999,0.0964999999999999,0.1275,0.204,0.09075,0.08,0.0895,0.0792499999999999,0.15125,0.275,0.14825,0.2244999999999999,0.10125,0.068,0.1104999999999999,0.15375,0.0865,0.09075,0.0805,0.03975,0.0715,0.061,0.1074999999999999,0.0837499999999999,0.3245,0.0792499999999999,0.10825,0.0695,0.1004999999999999,0.0494999999999999,0.0767499999999999,0.062,0.2624999999999999,0.06075,0.0755,0.0632499999999999,0.0324999999999999,0.0675,0.17925,0.0757499999999999,0.152,0.059,0.0319999999999999,0.02975,0.0399999999999999,0.0374999999999999,0.04575
Men with Brooms (2002),0.784,0.906,0.85425,0.6295,0.578,0.32275,0.8075000000000001,0.74425,0.61325,0.49875,0.578,0.54025,0.76325,0.56025,0.45225,0.25475,0.4625,0.5505,0.4195,0.67,0.482,0.5165,0.41725,0.54325,0.7305,0.31225,0.60875,0.22625,0.4459999999999999,0.3209999999999999,0.16675,0.23525,0.2259999999999999,0.22025,0.4435,0.3169999999999999,0.3555,0.253,0.21125,0.2229999999999999,0.26125,0.3602499999999999,0.236,0.3399999999999999,0.2194999999999999,0.2574999999999999,0.0865,0.3742499999999999,0.2224999999999999,0.3602499999999999,0.3017499999999999,0.33175,0.1064999999999999,0.25725,0.137,0.582,0.9195,0.3754999999999999,0.14375,0.22775,0.11825,0.1992499999999999,0.0842499999999999,0.33975,0.34025,0.46225,0.17075,0.46225,0.3562499999999999,0.16025,0.091,0.2584999999999999,0.197,0.1669999999999999,0.093,0.16075,0.1569999999999999,0.3017499999999999,0.15475,0.209,0.1982499999999999,0.1024999999999999,0.082,0.0857499999999999,0.284,0.309,0.14525,0.1282499999999999,0.1305,0.09475,0.0682499999999999,0.0717499999999999,0.26925,0.062,0.07,0.06025,0.11375,0.11425,0.21375,0.4832499999999999,0.0529999999999999,0.03275,0.21375,0.09775,0.04175,0.144,0.10725,0.1694999999999999,0.0944999999999999,0.133,0.1347499999999999,0.0399999999999999,0.1149999999999999,0.2005,0.11525,0.129,0.09925,0.1317499999999999,0.05725,0.21175,0.024,0.23825,0.11825,0.05125,0.09525,0.134,0.09525,0.1322499999999999,0.289,0.11225,0.0687499999999999,0.0677499999999999,0.05875,0.06175,0.0847499999999999,0.077,0.0374999999999999,0.0489999999999999,0.24275,0.15925,0.04775,0.20525,0.0364999999999999,0.0319999999999999,0.0615,0.04075,0.0697499999999999,0.0825,0.04725
"Prowler, The (a.k.a. Rosemary's Killer) (a.k.a. The Graduation) (1981)",0.8965000000000001,0.6275,0.3745,0.7735000000000001,0.9395,0.8565,0.2279999999999999,0.5775,0.4087499999999999,0.6275,0.7905,0.40325,0.4245,0.50025,0.4752499999999999,0.55425,0.65025,0.62725,0.42325,0.5235,0.2915,0.7887500000000001,0.9455,0.661,0.5615,0.60725,0.3107499999999999,0.4115,0.40225,0.41725,0.5525,0.57775,0.6305,0.61025,0.248,0.7657499999999999,0.2,0.4245,0.7802500000000001,0.3562499999999999,0.243,0.1327499999999999,0.24025,0.82575,0.34475,0.23825,0.16975,0.2947499999999999,0.258,0.22625,0.29525,0.2175,0.33825,0.20775,0.4715,0.61625,0.187,0.2165,0.57775,0.378,0.54025,0.75,0.0449999999999999,0.26375,0.3135,0.16325,0.16575,0.50075,0.2947499999999999,0.247,0.1624999999999999,0.1372499999999999,0.31525,0.04075,0.1094999999999999,0.35375,0.32075,0.074,0.3229999999999999,0.082,0.39675,0.2012499999999999,0.0915,0.143,0.0765,0.10725,0.0994999999999999,0.33375,0.10925,0.1245,0.3399999999999999,0.1225,0.076,0.0722499999999999,0.36075,0.0242499999999999,0.23275,0.1282499999999999,0.0187499999999999,0.16175,0.0454999999999999,0.04325,0.08925,0.22325,0.0272499999999999,0.34075,0.2835,0.14325,0.208,0.24275,0.1805,0.0865,0.0822499999999999,0.18675,0.09925,0.14175,0.05275,0.22775,0.0242499999999999,0.04675,0.0727499999999999,0.2774999999999999,0.1272499999999999,0.2027499999999999,0.09925,0.156,0.03575,0.0637499999999999,0.0514999999999999,0.1905,0.0652499999999999,0.0305,0.0444999999999999,0.0775,0.04125,0.0419999999999999,0.3075,0.5375,0.0564999999999999,0.0765,0.05825,0.0374999999999999,0.03575,0.1267499999999999,0.03625,0.2875,0.1109999999999999,0.0349999999999999,0.0682499999999999
If You Could See What I Hear (1982),0.8614999999999999,0.9395,0.712,0.77475,0.714,0.8855,0.68675,0.57125,0.97375,0.5235,0.61925,0.71375,0.7085,0.7725,0.64975,0.64975,0.4267499999999999,0.61925,0.5445,0.8732500000000001,0.8580000000000001,0.38275,0.57175,0.3329999999999999,0.24025,0.9105,0.592,0.627,0.53175,0.46025,0.57525,0.4655,0.5695,0.59975,0.345,0.23025,0.154,0.4579999999999999,0.53325,0.726,0.3834999999999999,0.44125,0.32525,0.20625,0.269,0.267,0.7215,0.33675,0.3405,0.44125,0.4389999999999999,0.726,0.143,0.7105,0.1402499999999999,0.24375,0.48975,0.1845,0.24875,0.2907499999999999,0.30525,0.22975,0.0752499999999999,0.1589999999999999,0.10325,0.47175,0.344,0.47175,0.37525,0.29025,0.11075,0.3409999999999999,0.63575,0.481,0.1257499999999999,0.3129999999999999,0.24575,0.39825,0.1352499999999999,0.253,0.61925,0.05675,0.078,0.1945,0.0865,0.076,0.3007499999999999,0.22175,0.26925,0.38625,0.076,0.0712499999999999,0.088,0.311,0.05875,0.118,0.1129999999999999,0.04625,0.2425,0.5315,0.064,0.372,0.40275,0.3884999999999999,0.1119999999999999,0.0242499999999999,0.09975,0.0187499999999999,0.0715,0.2977499999999999,0.9315,0.1297499999999999,0.16625,0.386,0.078,0.09625,0.32225,0.0944999999999999,0.36375,0.208,0.0559999999999999,0.03775,0.1855,0.10425,0.08775,0.396,0.16525,0.119,0.0999999999999999,0.12125,0.15325,0.087,0.0959999999999999,0.22025,0.433,0.27975,0.04325,0.10775,0.0439999999999999,0.136,0.0549999999999999,0.1892499999999999,0.11125,0.0469999999999999,0.198,0.0205,0.0287499999999999,0.04075,0.061
"Comancheros, The (1961)",0.76125,0.76125,0.589,0.76125,0.72775,0.39825,0.8102499999999999,0.70625,0.60125,0.76125,0.7709999999999999,0.4287499999999999,0.5665,0.76125,0.645,0.86175,0.707,0.76125,0.64375,0.592,0.6665,0.4217499999999999,0.6645,0.2887499999999999,0.3834999999999999,0.3295,0.53075,0.56625,0.38075,0.3245,0.507,0.26025,0.645,0.56175,0.4669999999999999,0.5375,0.371,0.24375,0.3522499999999999,0.54275,0.394,0.2967499999999999,0.177,0.3057499999999999,0.2514999999999999,0.2604999999999999,0.243,0.33075,0.31525,0.39775,0.2855,0.45875,0.2027499999999999,0.1485,0.21225,0.71175,0.083,0.187,0.16475,0.3442499999999999,0.2254999999999999,0.1845,0.4775,0.21775,0.33725,0.7255,0.54275,0.5235,0.18675,0.33725,0.06175,0.1674999999999999,0.55925,0.4605,0.18625,0.21375,0.0647499999999999,0.1937499999999999,0.2095,0.09875,0.0205,0.0845,0.1445,0.2524999999999999,0.44725,0.086,0.06,0.1405,0.4034999999999999,0.9625,0.20625,0.1019999999999999,0.14675,0.0252499999999999,0.092,0.1977499999999999,0.05275,0.1255,0.05025,0.09375,0.8362499999999999,0.189,0.09725,0.26525,0.1599999999999999,0.0715,0.3445,0.309,0.24325,0.1599999999999999,0.15375,0.03475,0.26225,0.05175,0.14225,0.19,0.03225,0.99225,0.11925,0.0554999999999999,0.0207499999999999,0.03525,0.1305,0.4295,0.18325,0.31475,0.1352499999999999,0.072,0.33375,0.128,0.075,0.2304999999999999,0.0812499999999999,0.23625,0.1535,0.03575,0.14,0.3299999999999999,0.11575,0.0514999999999999,0.0569999999999999,0.132,0.0439999999999999,0.0579999999999999,0.2249999999999999,0.016,0.05125,0.2105,0.083
Knights of the Round Table (1953),0.77075,0.8587499999999999,0.63425,0.59875,0.5115,0.64125,0.51375,0.54375,0.5535,0.5115,0.56475,0.7622500000000001,0.7275,0.4327499999999999,0.7275,0.71675,0.59875,0.77075,0.66425,0.3169999999999999,0.3055,0.26775,0.5635,0.63425,0.22525,0.1985,0.10525,0.36775,0.82375,0.71925,0.3139999999999999,0.55,0.71675,0.474,0.8554999999999999,0.61,0.1445,0.3665,0.2224999999999999,0.693,0.44875,0.22225,0.1689999999999999,0.1987499999999999,0.312,0.50075,0.09075,0.23375,0.1365,0.1315,0.2744999999999999,0.31425,0.12,0.57175,0.20675,0.11975,0.37575,0.1315,0.34325,0.3359999999999999,0.201,0.1074999999999999,0.0755,0.17325,0.05225,0.7975000000000001,0.693,0.5325,0.1745,0.29125,0.0935,0.0775,0.1599999999999999,0.47675,0.06075,0.1272499999999999,0.04875,0.0732499999999999,0.0939999999999999,0.475,0.1325,0.0534999999999999,0.1337499999999999,0.4297499999999999,0.03125,0.0835,0.0805,0.17975,0.0939999999999999,0.3415,0.05475,0.16875,0.0632499999999999,0.02975,0.0399999999999999,0.10275,0.1709999999999999,0.21275,0.0645,0.1235,0.1505,0.09225,0.1069999999999999,0.22625,0.05825,0.04575,0.093,0.12125,0.05725,0.14,0.281,0.0255,0.0817499999999999,0.1305,0.03125,0.126,0.0107499999999999,0.0742499999999999,0.0509999999999999,0.02,0.23625,0.068,0.1255,0.0797499999999999,0.40625,0.0374999999999999,0.17025,0.2314999999999999,0.0822499999999999,0.03375,0.32325,0.20425,0.15275,0.03575,0.4255,0.201,0.10025,0.0449999999999999,0.0225,0.05275,0.1282499999999999,0.128,0.03525,0.03525,0.0855,0.1765,0.0519999999999999,0.0394999999999999,0.05725
"Sure Thing, The (1985)",0.7585,0.8047500000000001,0.7809999999999999,0.60275,0.4145,0.98525,0.74,0.7809999999999999,0.67625,0.69375,0.4145,0.63125,0.50025,0.4355,0.44075,0.51675,0.79975,0.57975,0.5975,0.48275,0.96625,0.3189999999999999,0.3275,0.4475,0.44375,0.476,0.659,0.8847499999999999,0.51625,0.27425,0.57975,0.21625,0.20325,0.153,0.21375,0.474,0.419,0.4659999999999999,0.92425,0.2012499999999999,0.177,0.51475,0.2304999999999999,0.21475,0.2365,0.26525,0.1245,0.3665,0.24225,0.41925,0.32725,0.33675,0.407,0.50475,0.914,0.26325,0.17275,0.371,0.08875,0.25975,0.12075,0.17075,0.46275,0.1887499999999999,0.96725,0.25675,0.1305,0.25675,0.197,0.2012499999999999,0.079,0.26525,0.14925,0.2,0.14575,0.149,0.067,0.4167499999999999,0.22725,0.1815,0.0725,0.21675,0.1195,0.16025,0.1589999999999999,0.11425,0.09075,0.37825,0.063,0.3379999999999999,0.194,0.0569999999999999,0.09125,0.12375,0.0514999999999999,0.21825,0.087,0.123,0.093,0.1365,0.091,0.04925,0.1059999999999999,0.1755,0.0627499999999999,0.09475,0.0964999999999999,0.21075,0.1225,0.1937499999999999,0.11125,0.25375,0.0797499999999999,0.079,0.0685,0.08875,0.086,0.1825,0.0835,0.1355,0.0464999999999999,0.09475,0.06175,0.0944999999999999,0.1024999999999999,0.0695,0.141,0.0775,0.17875,0.05375,0.0489999999999999,0.0725,0.0329999999999999,0.05675,0.0429999999999999,0.04975,0.1392499999999999,0.0712499999999999,0.0569999999999999,0.0314999999999999,0.0944999999999999,0.0344999999999999,0.03225,0.0665,0.0504999999999999,0.03475,0.0504999999999999,0.064,0.03475
"Battle of Shaker Heights, The (2003)",0.8062499999999999,0.713,0.65225,0.5345,0.492,0.947,0.56925,0.3954999999999999,0.70925,0.4722499999999999,0.47,0.5845,0.63675,0.91225,0.423,0.39725,0.4215,0.3535,0.73975,0.707,0.6,0.59675,0.45075,0.11475,0.2987499999999999,0.8585,0.4135,0.196,0.55275,0.4972499999999999,0.27925,0.3784999999999999,0.39725,0.662,0.31425,0.3055,0.16925,0.3087499999999999,0.1475,0.25575,0.276,0.3429999999999999,0.1955,0.3295,0.4195,0.25875,0.1629999999999999,0.27425,0.3269999999999999,0.08725,0.4147499999999999,0.213,0.2294999999999999,0.2995,0.26725,0.1545,0.32475,0.2714999999999999,0.0939999999999999,0.29925,0.24,0.258,0.04675,0.4932499999999999,0.1327499999999999,0.2294999999999999,0.1659999999999999,0.1079999999999999,0.3045,0.17925,0.379,0.2185,0.1614999999999999,0.23675,0.264,0.46475,0.1887499999999999,0.0959999999999999,0.1395,0.2865,0.08775,0.0885,0.09875,0.1345,0.11775,0.09775,0.10225,0.348,0.1659999999999999,0.09525,0.20475,0.2524999999999999,0.197,0.09875,0.0935,0.272,0.1634999999999999,0.0857499999999999,0.0747499999999999,0.27975,0.0812499999999999,0.11525,0.2244999999999999,0.10475,0.241,0.0647499999999999,0.11625,0.0835,0.0747499999999999,0.1089999999999999,0.197,0.11525,0.11825,0.16075,0.10475,0.0845,0.16425,0.1009999999999999,0.146,0.14375,0.1902499999999999,0.067,0.0807499999999999,0.0242499999999999,0.0775,0.11375,0.1109999999999999,0.0765,0.0227499999999999,0.0742499999999999,0.14425,0.10325,0.076,0.068,0.03,0.067,0.1265,0.0242499999999999,0.1205,0.275,0.09375,0.1397499999999999,0.04825,0.04925,0.03275,0.04025,0.0767499999999999,0.0197499999999999,0.0742499999999999
Crimewave (1985),0.8632500000000001,0.72175,0.991,0.94225,0.8134999999999999,0.386,0.9215,0.924,0.643,0.72175,0.66125,0.54375,0.9385,0.5105,0.85175,0.9295,0.55625,0.55625,0.70525,0.83325,0.26825,0.553,0.90725,0.93575,0.60575,0.6195,0.43925,0.615,0.39125,0.60425,0.2045,0.44725,0.85175,0.90725,0.494,0.44625,0.88575,0.83325,0.708,0.3375,0.63275,0.143,0.28525,0.528,0.50425,0.33325,0.39625,0.3389999999999999,0.14225,0.2694999999999999,0.207,0.3045,0.4385,0.37925,0.25175,0.263,0.21475,0.10575,0.565,0.1579999999999999,0.565,0.1875,0.3582499999999999,0.1495,0.12175,0.275,0.0935,0.4679999999999999,0.1952499999999999,0.7235,0.10175,0.249,0.5175,0.1402499999999999,0.1445,0.11125,0.10125,0.10175,0.1535,0.247,0.0722499999999999,0.20475,0.256,0.35775,0.40175,0.0812499999999999,0.3007499999999999,0.25775,0.0832499999999999,0.152,0.2,0.136,0.0827499999999999,0.05175,0.12375,0.10375,0.0625,0.0737499999999999,0.46025,0.25425,0.251,0.14925,0.073,0.34575,0.15525,0.09625,0.51725,0.1129999999999999,0.084,0.1594999999999999,0.296,0.10675,0.1332499999999999,0.1332499999999999,0.069,0.15675,0.06175,0.2514999999999999,0.0692499999999999,0.08925,0.37475,0.05925,0.03425,0.20625,0.176,0.0845,0.125,0.1064999999999999,0.1004999999999999,0.10475,0.0687499999999999,0.0855,0.064,0.18025,0.05625,0.0855,0.2165,0.209,0.0807499999999999,0.10225,0.0905,0.0732499999999999,0.10225,0.05725,0.06125,0.06175,0.04875,0.0519999999999999,0.0489999999999999
Three O'Clock High (1987),0.8062499999999999,0.736,0.74575,0.73975,0.65225,0.994,0.8382499999999999,0.51475,0.8165,0.736,0.65225,0.43325,0.309,0.65225,0.6295,0.403,0.62825,0.65225,0.40825,0.21775,0.4485,0.305,0.573,0.4625,0.3642499999999999,0.32225,0.3325,0.60175,0.255,0.312,0.237,0.26275,0.564,0.472,0.5475,0.2895,0.2334999999999999,0.21775,0.8895,0.18175,0.202,0.63075,0.15475,0.23475,0.25225,0.4389999999999999,0.14375,0.1932499999999999,0.15525,0.63075,0.155,0.1945,0.4475,0.58125,0.1892499999999999,0.35675,0.271,0.1159999999999999,0.1735,0.26225,0.15925,0.513,0.7615000000000001,0.1054999999999999,0.2194999999999999,0.1465,0.143,0.1169999999999999,0.15925,0.3007499999999999,0.27325,0.4024999999999999,0.2534999999999999,0.1397499999999999,0.1594999999999999,0.16575,0.1735,0.10625,0.1124999999999999,0.1912499999999999,0.0857499999999999,0.4217499999999999,0.1292499999999999,0.1159999999999999,0.16425,0.1074999999999999,0.1144999999999999,0.1785,0.09075,0.11125,0.092,0.05675,0.0509999999999999,0.0519999999999999,0.0905,0.14975,0.122,0.0842499999999999,0.17175,0.0682499999999999,0.1034999999999999,0.09075,0.16875,0.1745,0.0564999999999999,0.15425,0.1684999999999999,0.141,0.0795,0.0275,0.0672499999999999,0.04325,0.10975,0.3255,0.808,0.0615,0.1039999999999999,0.177,0.0404999999999999,0.0627499999999999,0.03975,0.04775,0.0652499999999999,0.1034999999999999,0.069,0.05475,0.15225,0.04375,0.0787499999999999,0.05375,0.05175,0.0554999999999999,0.0287499999999999,0.05975,0.05175,0.0275,0.1149999999999999,0.0605,0.11875,0.0439999999999999,0.09175,0.0627499999999999,0.0667499999999999,0.0504999999999999,0.063,0.0225,0.06025,0.059,0.0409999999999999
School of Rock (2003),0.8105,0.7775000000000001,0.924,0.6535,0.4539999999999999,0.9125,0.7695000000000001,0.721,0.7955000000000001,0.5095,0.406,0.7745,0.45275,0.38,0.511,0.3592499999999999,0.347,0.376,0.4965,0.747,0.45725,0.31725,0.31625,0.721,0.34025,0.38,0.60325,0.747,0.36575,0.38375,0.4595,0.21525,0.20425,0.24825,0.44725,0.242,0.27325,0.747,0.22375,0.1455,0.3515,0.93675,0.198,0.1905,0.46025,0.3299999999999999,0.10025,0.214,0.24975,0.9455,0.27925,0.2897499999999999,0.261,0.238,0.1465,0.1825,0.38175,0.1074999999999999,0.091,0.268,0.15725,0.25225,0.3645,0.1704999999999999,0.1084999999999999,0.1139999999999999,0.1089999999999999,0.199,0.175,0.207,0.138,0.254,0.05125,0.0842499999999999,0.086,0.124,0.1385,0.09825,0.1604999999999999,0.1235,0.734,0.249,0.081,0.068,0.0944999999999999,0.0964999999999999,0.0994999999999999,0.149,0.0685,0.0605,0.10925,0.1044999999999999,0.1312499999999999,0.10725,0.1694999999999999,0.4245,0.08925,0.10725,0.10225,0.1337499999999999,0.0329999999999999,0.088,0.0657499999999999,0.04725,0.09675,0.10675,0.10475,0.1397499999999999,0.0974999999999999,0.05725,0.0822499999999999,0.0494999999999999,0.09325,0.22225,0.16925,0.0662499999999999,0.1074999999999999,0.0822499999999999,0.09,0.0554999999999999,0.063,0.0707499999999999,0.12475,0.0389999999999999,0.064,0.04325,0.08,0.066,0.0534999999999999,0.12075,0.05425,0.05825,0.05175,0.06125,0.03175,0.04875,0.14975,0.0187499999999999,0.17225,0.0755,0.0494999999999999,0.0484999999999999,0.09475,0.0494999999999999,0.0489999999999999,0.03625,0.0459999999999999,0.03075,0.0409999999999999
