movieId,weird,original,greed,melancholic,computer animation,culture clash,good,drama,life & death,runaway,childhood,independent film,vengeance,family,dialogue,unlikely friendships,fantasy world,mentor,drinking,light,pornography,creativity,adaptation,catastrophe,betrayal,life philosophy,quirky,tokyo,transformation,dreams,good music,very funny,first contact,sacrifice,fight scenes,surveillance,chase,death,not funny,awesome soundtrack,simple,dysfunctional family,fun movie,survival,prejudice,british,classic car,predictable,film noir,teen movie,alter ego,underrated,nudity (full frontal - brief),islam,absurd,mad scientist,weapons,memory,period piece,irish accent,queer,small town,sexy,stereotypes,hospital,wilderness,alternate history,writers,multiple storylines,wartime,1930s,island,pulp,doctors,farce,hotel,women,brothers,nudity (topless - brief),adoption,directorial debut,bollywood,road movie,immortality,too long,goth,blindness,stoner movie,indians,censorship,rebellion,internet,atheism,french,workplace,hunting,addiction,ghosts/afterlife,divorce,california,stand-up comedy,too short,prison,new jersey,best of 2005,documentary,graphic novel,80s,russian,god,desert,father daughter relationship,camp,cancer,interracial romance,kidnapping,made for tv,race,foul language,snakes,potential oscar nom,homeless,time,trilogy,no plot,hip hop,kick-butt women,radio,finnish,australia,oil,ensemble cast,wine,texas,prostitution,nudity (rear),san francisco,notable nudity,fashion,new york city,single father,buddy movie,shopping,reality tv,unlikeable characters,lawyer,robert downey jr,los angeles,remake
Charlie and the Chocolate Factory (2005),0.927,0.91975,0.7645,0.5675,0.6285,0.44225,0.61675,0.38675,0.8827499999999999,0.4087499999999999,0.94975,0.7645,0.4135,0.94975,0.557,0.38875,0.919,0.52225,0.212,0.493,0.7645,0.52075,0.98,0.61675,0.3369999999999999,0.42025,0.78375,0.1089999999999999,0.4475,0.177,0.22175,0.4525,0.4207499999999999,0.17575,0.4832499999999999,0.4832499999999999,0.249,0.20375,0.32675,0.26625,0.1134999999999999,0.3512499999999999,0.44775,0.089,0.29825,0.264,0.156,0.46025,0.10625,0.247,0.384,0.23975,0.269,0.17225,0.3095,0.119,0.15575,0.182,0.264,0.1352499999999999,0.2564999999999999,0.1144999999999999,0.20575,0.3602499999999999,0.1825,0.15675,0.1345,0.23975,0.1815,0.08825,0.0782499999999999,0.0935,0.20825,0.1689999999999999,0.23525,0.09,0.14575,0.1094999999999999,0.1144999999999999,0.22375,0.10825,0.144,0.1074999999999999,0.1925,0.08625,0.37,0.145,0.09275,0.0677499999999999,0.0857499999999999,0.126,0.118,0.20725,0.0529999999999999,0.16225,0.026,0.0974999999999999,0.3814999999999999,0.11125,0.0767499999999999,0.0782499999999999,0.1337499999999999,0.0845,0.15525,0.66775,0.0419999999999999,0.23275,0.0314999999999999,0.0359999999999999,0.064,0.04775,0.0544999999999999,0.129,0.06125,0.0414999999999999,0.04775,0.0935,0.0835,0.0865,0.07,0.128,0.04275,0.0665,0.1352499999999999,0.03675,0.078,0.06125,0.0364999999999999,0.0464999999999999,0.03525,0.029,0.0539999999999999,0.089,0.0544999999999999,0.0524999999999999,0.09625,0.0514999999999999,0.05025,0.0657499999999999,0.0805,0.10575,0.04125,0.0534999999999999,0.05575,0.10575,0.04425,0.06,0.0275,0.92625
In the Realms of the Unreal (2004),0.9395,0.9395,0.9395,0.9395,0.788,0.925,0.7415,0.75125,0.7555000000000001,0.75125,0.8227500000000001,0.67275,0.84575,0.26325,0.63375,0.3185,0.77475,0.871,0.41725,0.51875,0.4327499999999999,0.74025,0.599,0.45475,0.59525,0.54575,0.8959999999999999,0.32775,0.48575,0.411,0.17425,0.30925,0.45475,0.24575,0.3065,0.5205,0.4117499999999999,0.70325,0.355,0.153,0.20875,0.20475,0.495,0.215,0.2827499999999999,0.144,0.3125,0.23375,0.24375,0.237,0.44675,0.25075,0.3189999999999999,0.39975,0.3515,0.27475,0.44575,0.18525,0.24575,0.191,0.3784999999999999,0.3097499999999999,0.424,0.10825,0.399,0.3007499999999999,0.1139999999999999,0.2997499999999999,0.24375,0.1629999999999999,0.20325,0.11825,0.18525,0.32425,0.15325,0.27925,0.2624999999999999,0.1355,0.1654999999999999,0.261,0.1335,0.0979999999999999,0.22875,0.0657499999999999,0.31025,0.146,0.201,0.4585,0.1689999999999999,0.33175,0.3934999999999999,0.27375,0.24575,0.11175,0.3057499999999999,0.09375,0.37075,0.09025,0.1579999999999999,0.34325,0.11325,0.09825,0.1505,0.149,0.08725,0.91675,0.0675,0.08925,0.072,0.092,0.1935,0.1815,0.141,0.05225,0.1342499999999999,0.22125,0.1215,0.0949999999999999,0.05775,0.10975,0.0775,0.1347499999999999,0.04075,0.0735,0.0544999999999999,0.05375,0.08675,0.123,0.05525,0.05275,0.1892499999999999,0.066,0.187,0.09725,0.1029999999999999,0.1305,0.154,0.0687499999999999,0.1059999999999999,0.2694999999999999,0.028,0.0175,0.0409999999999999,0.04625,0.0549999999999999,0.0994999999999999,0.0615,0.0374999999999999,0.0182499999999999
Nobody Knows (Dare mo shiranai) (2004),0.9505,0.8687499999999999,0.9505,0.9505,0.24075,0.8687499999999999,0.94,0.94,0.94,0.8687499999999999,0.90375,0.94,0.76125,0.90375,0.70825,0.5065,0.534,0.61575,0.6805,0.3275,0.4237499999999999,0.39475,0.3455,0.541,0.29825,0.4097499999999999,0.17575,0.96075,0.50475,0.4742499999999999,0.26925,0.22825,0.20775,0.258,0.17125,0.24325,0.155,0.2544999999999999,0.39075,0.26925,0.20775,0.41,0.14525,0.1892499999999999,0.258,0.118,0.24075,0.18375,0.23375,0.37625,0.16625,0.14975,0.2504999999999999,0.1255,0.154,0.05425,0.30025,0.3085,0.0687499999999999,0.15275,0.14875,0.2259999999999999,0.32925,0.0554999999999999,0.25975,0.1614999999999999,0.081,0.2022499999999999,0.174,0.11975,0.0842499999999999,0.0655,0.09175,0.15125,0.1275,0.2012499999999999,0.20475,0.3389999999999999,0.1475,0.27975,0.0905,0.0915,0.1639999999999999,0.0459999999999999,0.72775,0.0277499999999999,0.1164999999999999,0.128,0.0815,0.0787499999999999,0.088,0.05575,0.1335,0.18075,0.1089999999999999,0.0857499999999999,0.1245,0.013,0.125,0.14675,0.0954999999999999,0.03525,0.1225,0.128,0.4702499999999999,0.2294999999999999,0.0469999999999999,0.03375,0.0795,0.03975,0.083,0.0777499999999999,0.05875,0.0637499999999999,0.0429999999999999,0.05525,0.0974999999999999,0.05775,0.0655,0.0265,0.18725,0.2915,0.0232499999999999,0.09775,0.0625,0.06075,0.0802499999999999,0.03675,0.0499999999999999,0.0544999999999999,0.1159999999999999,0.0364999999999999,0.0615,0.09775,0.174,0.0687499999999999,0.0287499999999999,0.05925,0.05025,0.0324999999999999,0.10275,0.0212499999999999,0.0725,0.0349999999999999,0.02975,0.0439999999999999,0.03725,0.0285,0.013
Howl's Moving Castle (Hauru no ugoku shiro) (2004),0.9845,0.9155,0.901,0.8045,0.95675,0.901,0.901,0.901,0.9845,0.687,0.72025,0.52025,0.5245,0.3904999999999999,0.687,0.5865,0.985,0.65225,0.52825,0.59175,0.52025,0.63925,0.9465,0.45775,0.404,0.378,0.49575,0.54525,0.636,0.3095,0.47,0.4655,0.243,0.7502500000000001,0.3125,0.28325,0.3179999999999999,0.1569999999999999,0.33725,0.47,0.23675,0.16825,0.3175,0.1745,0.45375,0.38025,0.3425,0.27575,0.2324999999999999,0.1644999999999999,0.298,0.3259999999999999,0.1659999999999999,0.7502500000000001,0.32075,0.22125,0.1977499999999999,0.1169999999999999,0.26075,0.302,0.2289999999999999,0.17525,0.22125,0.4225,0.16325,0.268,0.2977499999999999,0.2175,0.25925,0.7502500000000001,0.134,0.1584999999999999,0.14925,0.10475,0.1405,0.15775,0.20475,0.15675,0.1337499999999999,0.10625,0.1175,0.1044999999999999,0.08,0.11025,0.1815,0.20325,0.09225,0.10875,0.1342499999999999,0.129,0.151,0.1039999999999999,0.1129999999999999,0.1245,0.1885,0.062,0.0642499999999999,0.0845,0.084,0.09275,0.0752499999999999,0.072,0.1064999999999999,0.09275,0.14225,0.04875,0.15975,0.064,0.142,0.0484999999999999,0.09975,0.0782499999999999,0.0845,0.05475,0.08775,0.086,0.0775,0.072,0.0792499999999999,0.08,0.10875,0.03675,0.04875,0.10675,0.1895,0.03575,0.10025,0.0727499999999999,0.05925,0.0554999999999999,0.0782499999999999,0.1277499999999999,0.087,0.03875,0.067,0.0579999999999999,0.0559999999999999,0.0404999999999999,0.0665,0.0429999999999999,0.021,0.04125,0.06,0.0247499999999999,0.03975,0.03,0.04375,0.031,0.0165
"Man Who Planted Trees, The (Homme qui plantait des arbres, L') (1987)",0.9485,0.84825,0.9485,0.9485,0.982,0.9485,0.7595000000000001,0.7595000000000001,0.52875,0.8247500000000001,0.62125,0.52875,0.4385,0.5155,0.65725,0.7595000000000001,0.185,0.649,0.44025,0.403,0.251,0.50875,0.2897499999999999,0.4275,0.26525,0.3814999999999999,0.299,0.2309999999999999,0.3532499999999999,0.3555,0.17875,0.244,0.18625,0.118,0.1312499999999999,0.2095,0.15225,0.12125,0.3682499999999999,0.1317499999999999,0.59375,0.1945,0.0984999999999999,0.0772499999999999,0.242,0.1882499999999999,0.269,0.1402499999999999,0.40025,0.0645,0.0625,0.0747499999999999,0.36275,0.14625,0.16725,0.0767499999999999,0.1009999999999999,0.26675,0.118,0.1614999999999999,0.14,0.24425,0.17325,0.0549999999999999,0.15675,0.1347499999999999,0.16125,0.21125,0.1039999999999999,0.2704999999999999,0.273,0.06125,0.092,0.06125,0.1307499999999999,0.1099999999999999,0.09,0.09075,0.1267499999999999,0.0857499999999999,0.0915,0.44425,0.2219999999999999,0.1034999999999999,0.2865,0.012,0.09525,0.15325,0.10525,0.242,0.03375,0.10025,0.1064999999999999,0.721,0.21875,0.11325,0.06175,0.02975,0.088,0.1205,0.388,0.2165,0.11025,0.03475,0.024,0.2915,0.0107499999999999,0.06075,0.435,0.12375,0.3225,0.0662499999999999,0.0434999999999999,0.06175,0.0702499999999999,0.0652499999999999,0.0994999999999999,0.0529999999999999,0.04925,0.022,0.0484999999999999,0.0827499999999999,0.05675,0.024,0.0245,0.0287499999999999,0.05025,0.0364999999999999,0.04225,0.0692499999999999,0.3555,0.0424999999999999,0.04075,0.079,0.05325,0.0825,0.03425,0.0245,0.04475,0.0237499999999999,0.0137499999999999,0.0175,0.0339999999999999,0.022,0.0155,0.03,0.0262499999999999,0.0292499999999999,0.0052499999999999
Vincent (1982),0.9805,0.9425,0.9805,0.9805,0.93425,0.9805,0.74075,0.8174999999999999,0.9715,0.9425,0.8585,0.8827499999999999,0.8174999999999999,0.6625,0.73,0.3295,0.98225,0.48375,0.593,0.9425,0.8827499999999999,0.70175,0.5665,0.42525,0.53275,0.431,0.933,0.144,0.35875,0.547,0.22825,0.6095,0.1594999999999999,0.23175,0.2264999999999999,0.3025,0.286,0.383,0.2865,0.22525,0.3722499999999999,0.271,0.40225,0.10625,0.15925,0.396,0.4519999999999999,0.1835,0.9425,0.1425,0.347,0.269,0.268,0.1205,0.267,0.5175,0.127,0.119,0.1714999999999999,0.31625,0.31775,0.309,0.3255,0.0939999999999999,0.20625,0.3057499999999999,0.1342499999999999,0.3149999999999999,0.2274999999999999,0.3027499999999999,0.44025,0.08925,0.151,0.2965,0.22375,0.188,0.15125,0.1515,0.373,0.0584999999999999,0.54275,0.0625,0.2125,0.429,0.147,0.68375,0.1785,0.251,0.09325,0.3632499999999999,0.0984999999999999,0.09975,0.09725,0.09825,0.3335,0.1965,0.1902499999999999,0.179,0.148,0.3445,0.3934999999999999,0.8520000000000001,0.1205,0.1937499999999999,0.2915,0.246,0.0349999999999999,0.15275,0.11625,0.0655,0.0944999999999999,0.0687499999999999,0.1775,0.10475,0.08975,0.09,0.14875,0.08925,0.0494999999999999,0.1119999999999999,0.10925,0.0702499999999999,0.0752499999999999,0.0449999999999999,0.027,0.0324999999999999,0.10025,0.0847499999999999,0.09725,0.15475,0.0895,0.0615,0.0319999999999999,0.125,0.064,0.0544999999999999,0.0564999999999999,0.0815,0.069,0.0549999999999999,0.02,0.04575,0.0747499999999999,0.0569999999999999,0.04725,0.04275,0.0464999999999999,0.05875,0.0107499999999999
Toto le héros (1991),0.88975,0.91325,0.88975,0.9455,0.23125,0.74975,0.8245,0.8792500000000001,0.7842499999999999,0.76525,0.9485,0.7842499999999999,0.7535000000000001,0.3555,0.4695,0.4485,0.39175,0.62325,0.74975,0.387,0.5965,0.4555,0.21025,0.663,0.67675,0.5675,0.2564999999999999,0.5265,0.27575,0.578,0.3814999999999999,0.529,0.9845,0.16625,0.54675,0.2917499999999999,0.44375,0.5135,0.35375,0.3814999999999999,0.2035,0.358,0.28225,0.9845,0.1029999999999999,0.1307499999999999,0.3784999999999999,0.2035,0.43,0.1069999999999999,0.15375,0.139,0.14575,0.235,0.23175,0.5375,0.273,0.5965,0.064,0.1205,0.73325,0.3057499999999999,0.30325,0.0722499999999999,0.5085,0.241,0.0785,0.1039999999999999,0.1255,0.12275,0.0725,0.10875,0.2704999999999999,0.09975,0.3225,0.09,0.04775,0.0494999999999999,0.0364999999999999,0.255,0.0682499999999999,0.69675,0.1315,0.0605,0.0745,0.025,0.3525,0.1275,0.03725,0.52475,0.3745,0.1525,0.0334999999999999,0.3,0.216,0.1365,0.10425,0.259,0.0825,0.0529999999999999,0.66425,0.024,0.085,0.079,0.0285,0.2002499999999999,0.079,0.45125,0.0185,0.0265,0.1342499999999999,0.0265,0.088,0.03,0.0255,0.0305,0.2299999999999999,0.0775,0.0292499999999999,0.10475,0.04525,0.153,0.34375,0.17025,0.0295,0.0662499999999999,0.064,0.09025,0.1882499999999999,0.0757499999999999,0.0122499999999999,0.04275,0.0364999999999999,0.0715,0.06025,0.0974999999999999,0.1604999999999999,0.074,0.1009999999999999,0.09125,0.0272499999999999,0.1704999999999999,0.03125,0.0364999999999999,0.0212499999999999,0.08825,0.2007499999999999,0.0742499999999999,0.0107499999999999
"March of the Penguins (Marche de l'empereur, La) (2005)",0.96375,0.997,0.997,0.96375,0.8819999999999999,0.96375,0.83925,0.62,0.648,0.5935,0.55125,0.44775,0.5935,0.8819999999999999,0.36375,0.83925,0.33775,0.471,0.7755000000000001,0.4275,0.3315,0.501,0.44275,0.4519999999999999,0.2865,0.3894999999999999,0.2564999999999999,0.15675,0.36675,0.09675,0.1985,0.33925,0.4107499999999999,0.45225,0.22325,0.1455,0.295,0.379,0.36,0.1129999999999999,0.26675,0.59075,0.3435,0.647,0.3415,0.1882499999999999,0.2299999999999999,0.4107499999999999,0.21,0.1134999999999999,0.16075,0.18125,0.1937499999999999,0.413,0.1679999999999999,0.08825,0.151,0.11775,0.21475,0.11675,0.2274999999999999,0.1069999999999999,0.20325,0.1305,0.16625,0.3225,0.1624999999999999,0.1445,0.1327499999999999,0.09875,0.10125,0.1609999999999999,0.12025,0.1297499999999999,0.1069999999999999,0.16125,0.238,0.2744999999999999,0.0812499999999999,0.27325,0.09475,0.186,0.1402499999999999,0.064,0.28125,0.0464999999999999,0.135,0.0665,0.1795,0.1255,0.0564999999999999,0.258,0.262,0.7777499999999999,0.0807499999999999,0.1775,0.0692499999999999,0.03675,0.14375,0.18475,0.0865,0.0757499999999999,0.0827499999999999,0.1039999999999999,0.2385,0.901,0.0364999999999999,0.0822499999999999,0.04475,0.075,0.1475,0.09925,0.0635,0.1215,0.145,0.11625,0.05675,0.15325,0.04125,0.091,0.1325,0.0662499999999999,0.0464999999999999,0.0524999999999999,0.0469999999999999,0.06225,0.085,0.05925,0.0797499999999999,0.1044999999999999,0.1594999999999999,0.03725,0.2395,0.10175,0.05725,0.0652499999999999,0.1175,0.0772499999999999,0.09075,0.05825,0.05575,0.03875,0.04225,0.0605,0.0262499999999999,0.05275,0.0329999999999999,0.0657499999999999,0.0344999999999999
Corpse Bride (2005),0.97075,0.8955,0.8955,0.8300000000000001,0.97125,0.5075,0.711,0.4525,0.63075,0.4525,0.8127500000000001,0.8955,0.3562499999999999,0.8127500000000001,0.55625,0.539,0.9745,0.38675,0.4525,0.58475,0.8955,0.593,0.4395,0.4255,0.426,0.45925,0.557,0.1402499999999999,0.4765,0.15875,0.7589999999999999,0.38575,0.17825,0.3235,0.27025,0.11975,0.3289999999999999,0.49675,0.2817499999999999,0.27825,0.2985,0.24925,0.4317499999999999,0.1402499999999999,0.1915,0.4175,0.2574999999999999,0.29025,0.3,0.17075,0.304,0.2995,0.2095,0.1262499999999999,0.246,0.54075,0.1525,0.10225,0.4175,0.1402499999999999,0.1659999999999999,0.251,0.2229999999999999,0.29025,0.15675,0.09775,0.177,0.22875,0.20375,0.0727499999999999,0.11025,0.118,0.20775,0.188,0.14275,0.213,0.1569999999999999,0.1295,0.0687499999999999,0.0964999999999999,0.10525,0.1054999999999999,0.142,0.0805,0.09825,0.79925,0.1327499999999999,0.10125,0.1589999999999999,0.0697499999999999,0.14475,0.0845,0.09025,0.0554999999999999,0.1397499999999999,0.05225,0.084,0.4385,0.671,0.077,0.0685,0.11225,0.09,0.09525,0.47275,0.0359999999999999,0.3195,0.05475,0.0627499999999999,0.03675,0.0802499999999999,0.04875,0.0842499999999999,0.0645,0.149,0.069,0.0409999999999999,0.09125,0.0242499999999999,0.0642499999999999,0.126,0.0519999999999999,0.03125,0.0615,0.149,0.05375,0.0642499999999999,0.1024999999999999,0.0305,0.04225,0.0504999999999999,0.09575,0.2045,0.0677499999999999,0.05375,0.0805,0.05875,0.0474999999999999,0.0747499999999999,0.05175,0.0414999999999999,0.03125,0.0822499999999999,0.02975,0.09175,0.0319999999999999,0.04625,0.0227499999999999,0.0334999999999999
MirrorMask (2005),0.99025,0.97875,0.97875,0.95675,0.70375,0.95675,0.6535,0.5845,0.98425,0.7475,0.675,0.821,0.46425,0.238,0.8262499999999999,0.56775,0.98925,0.476,0.3602499999999999,0.73475,0.821,0.81325,0.40925,0.56075,0.37975,0.57475,0.46075,0.37275,0.50775,0.8745,0.283,0.2244999999999999,0.61375,0.602,0.61375,0.2219999999999999,0.3027499999999999,0.17225,0.351,0.283,0.3335,0.44275,0.20425,0.2985,0.14225,0.3229999999999999,0.201,0.3502499999999999,0.2022499999999999,0.236,0.2754999999999999,0.31275,0.12325,0.1714999999999999,0.425,0.3007499999999999,0.15725,0.24725,0.29,0.44475,0.15075,0.151,0.1195,0.1785,0.1865,0.085,0.20625,0.2744999999999999,0.1485,0.0529999999999999,0.1967499999999999,0.1059999999999999,0.25725,0.274,0.11025,0.1337499999999999,0.2219999999999999,0.1164999999999999,0.12425,0.0702499999999999,0.2594999999999999,0.0974999999999999,0.1357499999999999,0.4702499999999999,0.1305,0.72425,0.1205,0.12075,0.15425,0.06025,0.3389999999999999,0.2234999999999999,0.15075,0.10375,0.183,0.0265,0.0732499999999999,0.22525,0.05375,0.1084999999999999,0.082,0.1084999999999999,0.0797499999999999,0.1337499999999999,0.281,0.024,0.32825,0.07,0.0925,0.1342499999999999,0.1362499999999999,0.1009999999999999,0.0964999999999999,0.24275,0.0494999999999999,0.0534999999999999,0.0692499999999999,0.06125,0.0212499999999999,0.0949999999999999,0.0855,0.0344999999999999,0.0645,0.086,0.1977499999999999,0.088,0.0835,0.0429999999999999,0.1129999999999999,0.05225,0.10675,0.05575,0.0767499999999999,0.0374999999999999,0.05925,0.09425,0.0484999999999999,0.0449999999999999,0.0682499999999999,0.04925,0.0549999999999999,0.0285,0.08625,0.0265,0.06125,0.023,0.0534999999999999,0.028,0.03
7 Faces of Dr. Lao (1964),0.90925,0.7869999999999999,0.74925,0.7869999999999999,0.38225,0.74925,0.693,0.74925,0.90925,0.6755,0.591,0.58825,0.74925,0.267,0.38025,0.26325,0.95675,0.384,0.61025,0.51325,0.25525,0.2784999999999999,0.8107500000000001,0.473,0.601,0.76925,0.4137499999999999,0.0494999999999999,0.52775,0.46725,0.1455,0.33425,0.68975,0.1604999999999999,0.68975,0.1545,0.3239999999999999,0.57375,0.26875,0.1455,0.1965,0.3067499999999999,0.49675,0.279,0.22125,0.3435,0.197,0.1735,0.23575,0.26525,0.10975,0.32675,0.199,0.1922499999999999,0.4555,0.2329999999999999,0.11625,0.09025,0.3435,0.0647499999999999,0.1252499999999999,0.89225,0.25525,0.17275,0.0999999999999999,0.203,0.0797499999999999,0.289,0.10775,0.0954999999999999,0.1957499999999999,0.0875,0.156,0.4579999999999999,0.37975,0.183,0.1614999999999999,0.06075,0.10525,0.0842499999999999,0.16625,0.0807499999999999,0.1614999999999999,0.47075,0.1054999999999999,0.10425,0.28225,0.133,0.0782499999999999,0.145,0.0324999999999999,0.0865,0.154,0.0765,0.0865,0.2415,0.11675,0.46275,0.0752499999999999,0.2355,0.0742499999999999,0.03675,0.11225,0.0215,0.0235,0.0805,0.0177499999999999,0.3595,0.0775,0.43625,0.0645,0.0409999999999999,0.1069999999999999,0.0454999999999999,0.0984999999999999,0.027,0.1684999999999999,0.15725,0.0737499999999999,0.24525,0.023,0.08675,0.1659999999999999,0.0652499999999999,0.016,0.03675,0.0484999999999999,0.2847499999999999,0.0984999999999999,0.03575,0.1322499999999999,0.09825,0.05825,0.17125,0.0449999999999999,0.22825,0.0444999999999999,0.0667499999999999,0.15125,0.068,0.02,0.024,0.185,0.04375,0.0142499999999999,0.04525,0.0285,0.016,0.0197499999999999
"Dark, The (2005)",0.91525,0.91525,0.91525,0.6135,0.25825,0.6135,0.7622500000000001,0.5135,0.43325,0.521,0.558,0.91525,0.7325,0.6925,0.8265,0.208,0.77475,0.51725,0.5135,0.772,0.91525,0.2375,0.7925,0.41425,0.32875,0.3492499999999999,0.32675,0.0762499999999999,0.18625,0.24175,0.09675,0.252,0.384,0.3914999999999999,0.35775,0.59375,0.2015,0.6265,0.33825,0.214,0.2294999999999999,0.4579999999999999,0.302,0.3435,0.384,0.64475,0.143,0.555,0.15875,0.23575,0.129,0.33425,0.17375,0.17325,0.1897499999999999,0.384,0.16525,0.1907499999999999,0.25825,0.191,0.15475,0.10675,0.0959999999999999,0.2475,0.346,0.177,0.15775,0.36375,0.206,0.12425,0.10825,0.1019999999999999,0.3195,0.1947499999999999,0.14875,0.1307499999999999,0.09175,0.04875,0.0424999999999999,0.1704999999999999,0.17075,0.0534999999999999,0.0785,0.10975,0.11575,0.15775,0.16275,0.1317499999999999,0.0805,0.0222499999999999,0.0717499999999999,0.664,0.3007499999999999,0.05125,0.0697499999999999,0.0122499999999999,0.4117499999999999,0.20325,0.12275,0.2155,0.0722499999999999,0.23425,0.09775,0.0632499999999999,0.0429999999999999,0.05975,0.05975,0.10675,0.0564999999999999,0.20425,0.0227499999999999,0.20775,0.0802499999999999,0.0747499999999999,0.0822499999999999,0.18025,0.0324999999999999,0.1154999999999999,0.03,0.05275,0.0329999999999999,0.03825,0.2125,0.0855,0.192,0.0885,0.0777499999999999,0.0207499999999999,0.0287499999999999,0.0292499999999999,0.0195,0.0652499999999999,0.023,0.0324999999999999,0.1367499999999999,0.03075,0.04225,0.03825,0.02975,0.0812499999999999,0.1252499999999999,0.0137499999999999,0.0999999999999999,0.0742499999999999,0.03175,0.0647499999999999,0.04225,0.0349999999999999,0.0817499999999999
Conspirators of Pleasure (Spiklenci slasti) (1996),0.99825,0.883,0.8505,0.976,0.8652500000000001,0.79175,0.4085,0.64225,0.922,0.79175,0.63825,0.634,0.90625,0.5545,0.7757499999999999,0.1644999999999999,0.4389999999999999,0.20375,0.4639999999999999,0.52675,0.9375,0.69675,0.17425,0.387,0.4585,0.61725,0.7822499999999999,0.39225,0.2925,0.296,0.3635,0.44125,0.1925,0.0737499999999999,0.1644999999999999,0.4585,0.138,0.06075,0.32875,0.0559999999999999,0.0737499999999999,0.20975,0.5485,0.32625,0.04525,0.27625,0.4732499999999999,0.3139999999999999,0.299,0.16225,0.2654999999999999,0.0742499999999999,0.10675,0.18075,0.5665,0.60975,0.138,0.12,0.2435,0.0509999999999999,0.2435,0.09275,0.9375,0.03175,0.0949999999999999,0.3615,0.0697499999999999,0.1034999999999999,0.17875,0.04875,0.05125,0.17775,0.1967499999999999,0.05875,0.18525,0.1845,0.2965,0.151,0.0344999999999999,0.0217499999999999,0.09375,0.0237499999999999,0.076,0.03175,0.1074999999999999,0.11225,0.0795,0.09775,0.04375,0.3225,0.0414999999999999,0.04275,0.0449999999999999,0.20325,0.5075,0.1342499999999999,0.1347499999999999,0.0142499999999999,0.10575,0.0474999999999999,0.26275,0.0252499999999999,0.0775,0.0359999999999999,0.0185,0.263,0.0105,0.04875,0.0692499999999999,0.29525,0.0725,0.0132499999999999,0.078,0.0117499999999999,0.0394999999999999,0.05775,0.3175,0.0519999999999999,0.024,0.0974999999999999,0.0175,0.0695,0.03325,0.015,0.0675,0.016,0.0857499999999999,0.03275,0.1932499999999999,0.14225,0.0424999999999999,0.0429999999999999,0.0215,0.0554999999999999,0.08975,0.0305,0.0202499999999999,0.0657499999999999,0.0205,0.05575,0.0107499999999999,0.0637499999999999,0.0215,0.132,0.0115,0.0469999999999999,0.0135,0.01,0.0087499999999999
"Red Balloon, The (Ballon rouge, Le) (1956)",0.883,0.796,0.79525,0.991,0.5325,0.79525,0.7677499999999999,0.7677499999999999,0.7115,0.79525,0.9375,0.752,0.4985,0.64775,0.671,0.7822499999999999,0.396,0.621,0.611,0.74375,0.33875,0.3159999999999999,0.41425,0.4317499999999999,0.271,0.3442499999999999,0.2714999999999999,0.20975,0.20725,0.38875,0.303,0.28225,0.18725,0.3339999999999999,0.182,0.1997499999999999,0.20775,0.38025,0.3409999999999999,0.09225,0.672,0.17325,0.17375,0.08725,0.11325,0.2145,0.2194999999999999,0.15925,0.62975,0.5955,0.0827499999999999,0.18525,0.25375,0.15075,0.17225,0.0519999999999999,0.1347499999999999,0.435,0.11425,0.0852499999999999,0.24625,0.1114999999999999,0.217,0.0994999999999999,0.18325,0.079,0.0762499999999999,0.16675,0.1654999999999999,0.1357499999999999,0.17525,0.09625,0.11475,0.10025,0.14325,0.2504999999999999,0.177,0.0792499999999999,0.31475,0.1614999999999999,0.1149999999999999,0.09225,0.1455,0.064,0.2185,0.0195,0.22375,0.071,0.0745,0.15725,0.11275,0.05625,0.059,0.575,0.09825,0.1124999999999999,0.10425,0.073,0.1714999999999999,0.11175,0.11025,0.23225,0.1195,0.1029999999999999,0.079,0.1362499999999999,0.0225,0.0795,0.1134999999999999,0.04675,0.0782499999999999,0.0479999999999999,0.1287499999999999,0.0469999999999999,0.0364999999999999,0.078,0.1892499999999999,0.05425,0.04875,0.04525,0.0647499999999999,0.11825,0.09775,0.0727499999999999,0.0682499999999999,0.03175,0.0514999999999999,0.0677499999999999,0.0359999999999999,0.0705,0.0414999999999999,0.0454999999999999,0.1322499999999999,0.077,0.0797499999999999,0.0539999999999999,0.06125,0.018,0.0344999999999999,0.0954999999999999,0.03825,0.0275,0.03925,0.03375,0.0235,0.04475,0.028,0.0319999999999999,0.0107499999999999
