movieId,original,weird,melancholic,greed,quirky,culture clash,drama,good,independent film,runaway,very funny,light,vengeance,dialogue,absurd,unlikely friendships,mentor,drinking,betrayal,life & death,farce,pornography,life philosophy,catastrophe,adaptation,creativity,writers,fun movie,predictable,dysfunctional family,chase,good music,surveillance,awesome soundtrack,fantasy world,childhood,british,death,sexy,underrated,transformation,multiple storylines,fight scenes,workplace,stereotypes,small town,ensemble cast,queer,classic car,road movie,new jersey,nudity (full frontal - brief),dreams,not funny,family,addiction,first contact,women,hotel,nudity (topless - brief),period piece,islam,prejudice,alter ego,directorial debut,weapons,film noir,california,teen movie,irish accent,stoner movie,sacrifice,survival,foul language,hospital,new york city,divorce,computer animation,pulp,censorship,simple,doctors,unlikeable characters,brothers,tokyo,memory,wartime,wilderness,alternate history,wine,atheism,1930s,mad scientist,camp,prison,adoption,internet,80s,blindness,texas,best of 2005,rebellion,buddy movie,cancer,too long,bollywood,potential oscar nom,radio,homeless,los angeles,stand-up comedy,nudity (rear),hip hop,robert downey jr,desert,indians,no plot,god,kidnapping,finnish,island,ghosts/afterlife,french,goth,shopping,australia,hunting,reality tv,immortality,interracial romance,notable nudity,oil,father daughter relationship,documentary,time,race,kick-butt women,russian,fashion,prostitution,trilogy,san francisco,made for tv,snakes,graphic novel,lawyer,too short,single father,remake
Fear and Loathing in Las Vegas (1998),0.929,0.95525,0.93325,0.93325,0.601,0.93325,0.929,0.705,0.65425,0.8165,0.634,0.634,0.747,0.83575,0.70525,0.25,0.4945,0.415,0.53475,0.6555,0.4479999999999999,0.5335,0.53675,0.44275,0.97625,0.4599999999999999,0.30025,0.2815,0.506,0.23775,0.25325,0.543,0.67825,0.543,0.24875,0.17325,0.1985,0.2224999999999999,0.1495,0.38125,0.255,0.4395,0.21875,0.132,0.156,0.11825,0.0817499999999999,0.1922499999999999,0.27725,0.74,0.1235,0.35875,0.52725,0.29425,0.05825,0.9885,0.2664999999999999,0.132,0.64725,0.32575,0.1164999999999999,0.25525,0.303,0.39,0.186,0.22475,0.1009999999999999,0.1589999999999999,0.0979999999999999,0.21325,0.7455,0.16075,0.3139999999999999,0.1609999999999999,0.18475,0.0677499999999999,0.0484999999999999,0.11325,0.17925,0.37175,0.091,0.25775,0.25025,0.148,0.1034999999999999,0.22675,0.0787499999999999,0.127,0.1475,0.0329999999999999,0.16225,0.04925,0.09725,0.0944999999999999,0.1109999999999999,0.0489999999999999,0.0767499999999999,0.09725,0.1069999999999999,0.0805,0.11925,0.27425,0.09775,0.10375,0.15,0.0812499999999999,0.09975,0.05325,0.1785,0.09825,0.10875,0.0772499999999999,0.05975,0.1599999999999999,0.44275,0.04775,0.0944999999999999,0.24325,0.063,0.0667499999999999,0.05875,0.0235,0.04175,0.0984999999999999,0.03275,0.05475,0.14325,0.0615,0.0832499999999999,0.04325,0.0595,0.03325,0.0549999999999999,0.0519999999999999,0.09675,0.17625,0.0374999999999999,0.0637499999999999,0.0247499999999999,0.05675,0.059,0.0762499999999999,0.1064999999999999,0.0685,0.1169999999999999,0.15,0.0319999999999999,0.0165,0.017
Henry Fool (1997),0.8992500000000001,0.8992500000000001,0.8992500000000001,0.8712500000000001,0.92625,0.8165,0.55825,0.60575,0.93025,0.5225,0.8294999999999999,0.37,0.70725,0.7702500000000001,0.53825,0.75875,0.823,0.67125,0.50225,0.73325,0.22275,0.68575,0.6885,0.4375,0.54025,0.60725,0.875,0.24875,0.3085,0.33975,0.2754999999999999,0.60575,0.1377499999999999,0.60575,0.267,0.202,0.12375,0.282,0.1875,0.40075,0.4529999999999999,0.40375,0.23875,0.33425,0.1925,0.3702499999999999,0.253,0.153,0.27225,0.16925,0.34275,0.2304999999999999,0.3185,0.3139999999999999,0.0865,0.57275,0.2224999999999999,0.1937499999999999,0.12025,0.1425,0.05875,0.2189999999999999,0.1674999999999999,0.2025,0.206,0.1882499999999999,0.278,0.10875,0.11925,0.1425,0.16675,0.1094999999999999,0.25775,0.09775,0.1614999999999999,0.0742499999999999,0.0722499999999999,0.14,0.15575,0.0855,0.296,0.17225,0.288,0.0822499999999999,0.132,0.093,0.0625,0.15,0.08875,0.1089999999999999,0.1915,0.04425,0.14575,0.1054999999999999,0.1902499999999999,0.09275,0.27675,0.04925,0.11025,0.12425,0.10475,0.0717499999999999,0.0314999999999999,0.08725,0.192,0.0494999999999999,0.0595,0.0742499999999999,0.3675,0.0817499999999999,0.075,0.2005,0.0835,0.128,0.1302499999999999,0.0579999999999999,0.1235,0.1285,0.08975,0.08775,0.1024999999999999,0.20875,0.05275,0.1795,0.09575,0.0662499999999999,0.04975,0.0479999999999999,0.0662499999999999,0.0319999999999999,0.067,0.16775,0.06225,0.04375,0.0275,0.0449999999999999,0.0845,0.04375,0.08625,0.0787499999999999,0.0989999999999999,0.0489999999999999,0.0554999999999999,0.03625,0.05425,0.0344999999999999,0.0207499999999999,0.0212499999999999,0.03175
Take the Money and Run (1969),0.8140000000000001,0.92125,0.92125,0.92125,0.69425,0.92125,0.7915000000000001,0.7915000000000001,0.56225,0.7802500000000001,0.9265,0.92175,0.50525,0.53775,0.897,0.32875,0.727,0.39575,0.506,0.32275,0.92175,0.3007499999999999,0.4479999999999999,0.49875,0.50775,0.45825,0.3165,0.4445,0.60475,0.2475,0.78525,0.177,0.38375,0.1282499999999999,0.2714999999999999,0.5605,0.31625,0.30125,0.26675,0.3185,0.3117499999999999,0.0959999999999999,0.286,0.34325,0.16375,0.241,0.05975,0.153,0.3037499999999999,0.25325,0.25325,0.373,0.2345,0.1332499999999999,0.15125,0.1735,0.17275,0.2339999999999999,0.23925,0.1735,0.20625,0.4217499999999999,0.37875,0.2504999999999999,0.37075,0.237,0.31775,0.2229999999999999,0.15025,0.197,0.24,0.2115,0.123,0.1302499999999999,0.22625,0.187,0.1377499999999999,0.128,0.22575,0.2825,0.188,0.20975,0.0805,0.22725,0.1684999999999999,0.0742499999999999,0.09475,0.10975,0.09975,0.1094999999999999,0.08925,0.177,0.1385,0.10375,0.922,0.084,0.133,0.1699999999999999,0.134,0.0852499999999999,0.1755,0.15325,0.1245,0.0579999999999999,0.14475,0.065,0.0825,0.0827499999999999,0.1272499999999999,0.1084999999999999,0.3349999999999999,0.091,0.08875,0.0625,0.067,0.09575,0.05725,0.0865,0.1765,0.09,0.1164999999999999,0.0979999999999999,0.08675,0.03375,0.0757499999999999,0.0687499999999999,0.0812499999999999,0.0822499999999999,0.0529999999999999,0.0895,0.04175,0.06025,0.1029999999999999,0.3359999999999999,0.12075,0.1355,0.0554999999999999,0.04725,0.1584999999999999,0.10575,0.05625,0.084,0.0655,0.063,0.03475,0.15475,0.0635,0.024,0.027
Repo Man (1984),0.77725,0.99325,0.8752500000000001,0.77725,0.95275,0.65025,0.53625,0.56225,0.70375,0.5755,0.86625,0.86625,0.3754999999999999,0.6895,0.83125,0.15,0.71075,0.66325,0.39525,0.63925,0.5325,0.26925,0.4245,0.42825,0.1997499999999999,0.649,0.2654999999999999,0.3335,0.40525,0.17825,0.51075,0.46525,0.51475,0.46525,0.3472499999999999,0.3339999999999999,0.21725,0.18725,0.16775,0.2935,0.38525,0.148,0.53,0.3472499999999999,0.0999999999999999,0.14825,0.0549999999999999,0.3315,0.62075,0.34375,0.173,0.152,0.2239999999999999,0.2594999999999999,0.061,0.1392499999999999,0.71,0.10025,0.1845,0.2005,0.0925,0.0539999999999999,0.0732499999999999,0.09425,0.16425,0.1907499999999999,0.236,0.7682500000000001,0.1455,0.192,0.4345,0.0655,0.38425,0.14725,0.149,0.05175,0.04725,0.151,0.24975,0.0805,0.1465,0.1745,0.0632499999999999,0.1124999999999999,0.15675,0.1887499999999999,0.065,0.1119999999999999,0.0732499999999999,0.0514999999999999,0.084,0.04575,0.5245,0.154,0.0815,0.0424999999999999,0.0657499999999999,0.573,0.08825,0.18425,0.0489999999999999,0.0944999999999999,0.0979999999999999,0.029,0.0682499999999999,0.0647499999999999,0.0725,0.1009999999999999,0.4135,0.725,0.0685,0.1089999999999999,0.1059999999999999,0.0665,0.288,0.0875,0.1205,0.084,0.0569999999999999,0.0489999999999999,0.09675,0.07,0.03425,0.0305,0.091,0.066,0.11925,0.0344999999999999,0.09975,0.0444999999999999,0.05425,0.1315,0.0339999999999999,0.04225,0.1669999999999999,0.0519999999999999,0.0817499999999999,0.04125,0.1064999999999999,0.0539999999999999,0.03825,0.09225,0.0805,0.0797499999999999,0.015,0.0182499999999999,0.0212499999999999,0.0122499999999999,0.0147499999999999
Metropolitan (1990),0.96125,0.95525,0.96125,0.96125,0.716,0.95525,0.74525,0.84125,0.9795,0.72775,0.6995,0.84125,0.72775,0.95525,0.53425,0.67625,0.5555,0.552,0.545,0.6605,0.31775,0.26075,0.5675,0.4445,0.45875,0.44225,0.50625,0.37375,0.357,0.27475,0.344,0.2475,0.4415,0.3492499999999999,0.3602499999999999,0.33525,0.2724999999999999,0.18325,0.2314999999999999,0.301,0.3045,0.2917499999999999,0.41525,0.26925,0.4325,0.23275,0.4535,0.1664999999999999,0.1609999999999999,0.0835,0.179,0.14775,0.0817499999999999,0.33675,0.18725,0.1995,0.2035,0.23625,0.3229999999999999,0.1947499999999999,0.3672499999999999,0.2495,0.239,0.14925,0.16375,0.198,0.2514999999999999,0.1564999999999999,0.24275,0.15625,0.10675,0.0822499999999999,0.27825,0.1465,0.1004999999999999,0.94925,0.31925,0.21175,0.15925,0.09225,0.14,0.127,0.245,0.0645,0.14975,0.0687499999999999,0.09425,0.0795,0.11975,0.3445,0.0667499999999999,0.1295,0.09325,0.1054999999999999,0.0737499999999999,0.09775,0.17925,0.1584999999999999,0.0595,0.0812499999999999,0.06225,0.12275,0.0319999999999999,0.024,0.059,0.0695,0.11125,0.0765,0.0707499999999999,0.04725,0.0732499999999999,0.0827499999999999,0.0662499999999999,0.0775,0.0449999999999999,0.05125,0.1649999999999999,0.05675,0.0399999999999999,0.06075,0.1475,0.0232499999999999,0.08675,0.0509999999999999,0.0434999999999999,0.0384999999999999,0.134,0.08725,0.0389999999999999,0.0514999999999999,0.0662499999999999,0.11825,0.0615,0.0665,0.0569999999999999,0.05275,0.0554999999999999,0.04375,0.2967499999999999,0.0574999999999999,0.238,0.05175,0.05275,0.0329999999999999,0.03225,0.04275,0.0275,0.03375,0.0152499999999999
"Purple Rose of Cairo, The (1985)",0.9025,0.8205,0.968,0.766,0.788,0.8205,0.74275,0.7035,0.766,0.8205,0.76275,0.74275,0.74275,0.694,0.63275,0.968,0.61,0.66275,0.57525,0.66075,0.44275,0.21275,0.788,0.43925,0.3295,0.5385,0.57575,0.50125,0.18025,0.249,0.271,0.358,0.15225,0.4067499999999999,0.92425,0.76125,0.173,0.14225,0.3592499999999999,0.38775,0.39325,0.251,0.271,0.27275,0.23325,0.51425,0.1965,0.20475,0.20675,0.177,0.8839999999999999,0.185,0.50025,0.29025,0.15425,0.3087499999999999,0.21625,0.14925,0.1599999999999999,0.1755,0.2375,0.1104999999999999,0.137,0.34375,0.1154999999999999,0.1325,0.3129999999999999,0.1387499999999999,0.1664999999999999,0.1064999999999999,0.10875,0.16875,0.1945,0.0825,0.153,0.70575,0.191,0.2125,0.16025,0.0795,0.23975,0.136,0.1659999999999999,0.08625,0.1169999999999999,0.0925,0.08625,0.089,0.1332499999999999,0.16675,0.0895,0.6265,0.16725,0.087,0.086,0.1069999999999999,0.0742499999999999,0.21,0.0795,0.1124999999999999,0.05475,0.11175,0.0539999999999999,0.0584999999999999,0.05975,0.0489999999999999,0.06025,0.21175,0.2837499999999999,0.0925,0.0777499999999999,0.0935,0.0782499999999999,0.127,0.0944999999999999,0.067,0.0735,0.0414999999999999,0.0655,0.06025,0.0949999999999999,0.256,0.04025,0.1255,0.03525,0.064,0.0712499999999999,0.0747499999999999,0.07,0.04525,0.0344999999999999,0.089,0.0519999999999999,0.0414999999999999,0.11025,0.0805,0.066,0.0404999999999999,0.1079999999999999,0.10125,0.0795,0.0464999999999999,0.0539999999999999,0.0544999999999999,0.0292499999999999,0.0449999999999999,0.0252499999999999,0.03225,0.022
L.A. Story (1991),0.9555,0.8892500000000001,0.5515,0.5515,0.81,0.6275,0.69,0.9555,0.55975,0.5305,0.861,0.7595000000000001,0.5305,0.52525,0.7697499999999999,0.5905,0.61125,0.27025,0.3532499999999999,0.55975,0.4525,0.193,0.37825,0.4315,0.366,0.47675,0.25575,0.4762499999999999,0.4505,0.3379999999999999,0.59875,0.2825,0.243,0.2825,0.5385,0.5695,0.4127499999999999,0.17825,0.1897499999999999,0.4245,0.32975,0.17825,0.37775,0.1882499999999999,0.262,0.2514999999999999,0.04775,0.16075,0.2115,0.63675,0.23075,0.282,0.58675,0.24375,0.28325,0.04725,0.1882499999999999,0.1584999999999999,0.146,0.62825,0.402,0.1255,0.20725,0.16975,0.14225,0.17025,0.1099999999999999,0.60575,0.1574999999999999,0.195,0.1679999999999999,0.1372499999999999,0.1205,0.09475,0.14225,0.1955,0.08825,0.1545,0.15675,0.12,0.251,0.1375,0.0747499999999999,0.1892499999999999,0.1887499999999999,0.2754999999999999,0.0802499999999999,0.10925,0.122,0.0865,0.066,0.1372499999999999,0.09475,0.12475,0.1079999999999999,0.092,0.09625,0.16075,0.09525,0.08,0.0652499999999999,0.0827499999999999,0.1285,0.09025,0.0767499999999999,0.32875,0.0807499999999999,0.0579999999999999,0.173,0.94625,0.124,0.10925,0.127,0.1134999999999999,0.12225,0.1997499999999999,0.10275,0.0645,0.06175,0.1129999999999999,0.1124999999999999,0.22475,0.0625,0.03,0.178,0.14225,0.04025,0.04625,0.11225,0.0885,0.1104999999999999,0.04725,0.0722499999999999,0.04475,0.2684999999999999,0.087,0.0632499999999999,0.0802499999999999,0.11325,0.0489999999999999,0.065,0.0757499999999999,0.05925,0.0564999999999999,0.0344999999999999,0.04375,0.04825,0.0334999999999999,0.026
"Trouble with Harry, The (1955)",0.87425,0.91825,0.7275,0.87425,0.91825,0.65875,0.52225,0.68675,0.8654999999999999,0.51825,0.831,0.722,0.87425,0.72325,0.62275,0.2339999999999999,0.5175,0.38475,0.8959999999999999,0.7867500000000001,0.57975,0.3675,0.38675,0.44025,0.72425,0.3319999999999999,0.31375,0.3645,0.2887499999999999,0.32925,0.88825,0.1039999999999999,0.62375,0.082,0.3329999999999999,0.3135,0.6225,0.937,0.45375,0.4285,0.24825,0.2259999999999999,0.22675,0.2219999999999999,0.16075,0.8895,0.22075,0.1775,0.2895,0.201,0.11975,0.25675,0.1064999999999999,0.24225,0.2314999999999999,0.0504999999999999,0.2574999999999999,0.25775,0.4,0.122,0.6225,0.1302499999999999,0.17225,0.2524999999999999,0.12375,0.1917499999999999,0.21275,0.22225,0.126,0.3655,0.1387499999999999,0.20725,0.2314999999999999,0.0574999999999999,0.349,0.1375,0.24475,0.17225,0.27425,0.21875,0.2224999999999999,0.4679999999999999,0.2005,0.1272499999999999,0.073,0.1609999999999999,0.0974999999999999,0.11875,0.121,0.3107499999999999,0.0795,0.179,0.09725,0.087,0.09325,0.1684999999999999,0.0777499999999999,0.09175,0.1397499999999999,0.1594999999999999,0.123,0.05625,0.0444999999999999,0.10075,0.1985,0.1039999999999999,0.0895,0.0449999999999999,0.0509999999999999,0.0474999999999999,0.08775,0.1252499999999999,0.0685,0.0554999999999999,0.1912499999999999,0.1445,0.1337499999999999,0.0324999999999999,0.3117499999999999,0.03125,0.1134999999999999,0.15025,0.1402499999999999,0.0504999999999999,0.1362499999999999,0.0847499999999999,0.38125,0.0519999999999999,0.086,0.0842499999999999,0.0857499999999999,0.093,0.05075,0.04225,0.1505,0.14525,0.068,0.0722499999999999,0.1024999999999999,0.069,0.0647499999999999,0.21875,0.04175,0.09925,0.03825,0.33925,0.0504999999999999,0.0474999999999999,0.03125
Broadcast News (1987),0.813,0.70825,0.8815,0.72125,0.37875,0.813,0.813,0.813,0.566,0.72125,0.65125,0.70825,0.63825,0.709,0.45975,0.758,0.71325,0.379,0.4805,0.17725,0.1689999999999999,0.22275,0.488,0.4495,0.284,0.213,0.4307499999999999,0.4765,0.39625,0.191,0.2915,0.151,0.2274999999999999,0.23775,0.26775,0.20875,0.2774999999999999,0.1609999999999999,0.32725,0.3552499999999999,0.3115,0.2714999999999999,0.21525,0.8262499999999999,0.27675,0.21775,0.4275,0.2714999999999999,0.26175,0.1285,0.17125,0.2175,0.0767499999999999,0.30925,0.2027499999999999,0.1674999999999999,0.22275,0.23475,0.215,0.16025,0.1945,0.52725,0.2234999999999999,0.15475,0.1337499999999999,0.18125,0.11675,0.195,0.238,0.10725,0.0832499999999999,0.1307499999999999,0.11475,0.0865,0.13,0.1564999999999999,0.1659999999999999,0.172,0.15325,0.11025,0.12275,0.1292499999999999,0.10675,0.0837499999999999,0.0675,0.1134999999999999,0.141,0.1049999999999999,0.1495,0.212,0.05725,0.10125,0.09,0.081,0.09475,0.04675,0.1805,0.48775,0.08675,0.10675,0.0757499999999999,0.0549999999999999,0.09525,0.0657499999999999,0.0875,0.11675,0.0999999999999999,0.37175,0.079,0.0737499999999999,0.0642499999999999,0.0865,0.0559999999999999,0.1129999999999999,0.0469999999999999,0.0755,0.062,0.04775,0.04025,0.04125,0.0855,0.064,0.0429999999999999,0.03725,0.1104999999999999,0.04125,0.0677499999999999,0.4912499999999999,0.03775,0.10575,0.0595,0.1144999999999999,0.04325,0.04725,0.0765,0.11625,0.05975,0.0615,0.1277499999999999,0.04625,0.04775,0.06,0.076,0.0399999999999999,0.0409999999999999,0.136,0.0574999999999999,0.0314999999999999,0.0132499999999999
"Player, The (1992)",0.8887499999999999,0.914,0.8887499999999999,0.914,0.5665,0.914,0.7305,0.7955000000000001,0.5365,0.914,0.40425,0.67575,0.6825,0.65,0.95225,0.1935,0.635,0.4515,0.64825,0.25575,0.25,0.5165,0.2885,0.4335,0.4287499999999999,0.44825,0.8205,0.3415,0.27775,0.197,0.2694999999999999,0.16625,0.46425,0.126,0.52875,0.1069999999999999,0.25325,0.391,0.33325,0.29,0.2294999999999999,0.25375,0.24925,0.1265,0.2007499999999999,0.2125,0.375,0.2915,0.18275,0.0959999999999999,0.12225,0.2244999999999999,0.20675,0.349,0.10625,0.248,0.192,0.122,0.25675,0.46425,0.196,0.349,0.344,0.1755,0.1977499999999999,0.14275,0.4585,0.23125,0.1149999999999999,0.2654999999999999,0.10575,0.152,0.1169999999999999,0.1262499999999999,0.0875,0.0725,0.05275,0.1714999999999999,0.14475,0.257,0.0675,0.15425,0.1297499999999999,0.1835,0.0682499999999999,0.1149999999999999,0.0777499999999999,0.196,0.09475,0.0725,0.10425,0.1945,0.09375,0.09525,0.10675,0.03425,0.12325,0.0677499999999999,0.1064999999999999,0.0935,0.1059999999999999,0.0825,0.11325,0.03625,0.18,0.18025,0.0765,0.0757499999999999,0.11125,0.2875,0.067,0.0695,0.0855,0.21625,0.077,0.08675,0.16125,0.0499999999999999,0.0925,0.05375,0.0797499999999999,0.02975,0.04025,0.04725,0.0132499999999999,0.04375,0.0677499999999999,0.10175,0.0389999999999999,0.09175,0.0469999999999999,0.1245,0.0755,0.124,0.03575,0.1014999999999999,0.0627499999999999,0.076,0.11325,0.142,0.03075,0.063,0.091,0.10475,0.0344999999999999,0.0807499999999999,0.0534999999999999,0.0142499999999999,0.017
Nashville (1975),0.7762500000000001,0.76275,0.89825,0.7762500000000001,0.5245,0.76275,0.7562500000000001,0.628,0.68325,0.76275,0.34475,0.5245,0.502,0.68225,0.8205,0.4619999999999999,0.33825,0.68325,0.5125,0.2214999999999999,0.5245,0.346,0.2905,0.4197499999999999,0.296,0.2855,0.2165,0.1689999999999999,0.3305,0.32325,0.208,0.8425,0.4629999999999999,0.32025,0.2495,0.257,0.24475,0.215,0.16875,0.3229999999999999,0.2684999999999999,0.64725,0.1574999999999999,0.1775,0.31825,0.27,0.8187500000000001,0.5975,0.21925,0.1972499999999999,0.14925,0.27425,0.1345,0.26775,0.11325,0.18725,0.18275,0.30125,0.14825,0.241,0.09725,0.9265,0.33975,0.1355,0.1455,0.1957499999999999,0.21225,0.253,0.10375,0.11375,0.20425,0.17375,0.175,0.05125,0.1892499999999999,0.1034999999999999,0.23075,0.1175,0.09275,0.1282499999999999,0.1169999999999999,0.0732499999999999,0.3555,0.1337499999999999,0.11875,0.0534999999999999,0.144,0.09225,0.066,0.0627499999999999,0.0394999999999999,0.143,0.0642499999999999,0.1387499999999999,0.083,0.10225,0.059,0.0489999999999999,0.0915,0.3472499999999999,0.08975,0.10675,0.0287499999999999,0.03075,0.16875,0.1382499999999999,0.0944999999999999,0.21275,0.0797499999999999,0.081,0.0615,0.0845,0.25025,0.09725,0.063,0.1049999999999999,0.1024999999999999,0.03325,0.04425,0.1835,0.05075,0.04475,0.04675,0.1064999999999999,0.0215,0.0785,0.0479999999999999,0.0772499999999999,0.03425,0.0742499999999999,0.04525,0.21525,0.0459999999999999,0.1275,0.0404999999999999,0.06075,0.0715,0.0757499999999999,0.0509999999999999,0.08875,0.0419999999999999,0.04125,0.0364999999999999,0.0514999999999999,0.0359999999999999,0.05825,0.0287499999999999,0.0127499999999999,0.0117499999999999
Waking Ned Devine (a.k.a. Waking Ned) (1998),0.8334999999999999,0.7529999999999999,0.7529999999999999,0.7665,0.8474999999999999,0.794,0.8180000000000001,0.9735,0.7185,0.7529999999999999,0.883,0.703,0.55025,0.4185,0.3715,0.95375,0.67775,0.27875,0.3295,0.4715,0.6675,0.4499999999999999,0.31375,0.44775,0.2684999999999999,0.4419999999999999,0.406,0.63425,0.2304999999999999,0.18075,0.39825,0.4655,0.32225,0.4655,0.4479999999999999,0.578,0.78975,0.39775,0.1875,0.295,0.215,0.1355,0.23425,0.1044999999999999,0.40375,0.8162499999999999,0.1109999999999999,0.1614999999999999,0.21,0.141,0.197,0.20325,0.277,0.23625,0.3359999999999999,0.0514999999999999,0.1835,0.10975,0.1104999999999999,0.09475,0.38225,0.0935,0.1775,0.09225,0.11075,0.14925,0.0994999999999999,0.091,0.15375,0.968,0.194,0.152,0.1714999999999999,0.142,0.1654999999999999,0.0424999999999999,0.05425,0.21025,0.1084999999999999,0.1535,0.374,0.15275,0.0454999999999999,0.26325,0.0812499999999999,0.15025,0.3209999999999999,0.0974999999999999,0.11975,0.09125,0.1634999999999999,0.1185,0.0605,0.068,0.1322499999999999,0.09825,0.089,0.03325,0.083,0.0757499999999999,0.1099999999999999,0.0632499999999999,0.07,0.1079999999999999,0.10175,0.24125,0.0762499999999999,0.09575,0.079,0.0177499999999999,0.0697499999999999,0.0807499999999999,0.05075,0.0479999999999999,0.06075,0.21125,0.14625,0.04675,0.0504999999999999,0.1169999999999999,0.203,0.16075,0.0737499999999999,0.0625,0.1195,0.2314999999999999,0.0389999999999999,0.0285,0.0394999999999999,0.0334999999999999,0.06,0.10125,0.06,0.0359999999999999,0.1089999999999999,0.11225,0.066,0.11425,0.08625,0.0257499999999999,0.0905,0.0605,0.0439999999999999,0.0255,0.0185,0.064,0.0384999999999999,0.0802499999999999,0.0265
Rushmore (1998),0.91125,0.8634999999999999,0.94675,0.74025,0.9965,0.8634999999999999,0.71425,0.7927500000000001,0.9065,0.8634999999999999,0.859,0.7927500000000001,0.60775,0.69075,0.91075,0.90425,0.8109999999999999,0.71425,0.67025,0.29,0.776,0.4077499999999999,0.52475,0.4044999999999999,0.36675,0.476,0.50325,0.25175,0.291,0.4419999999999999,0.21525,0.73675,0.39375,0.74525,0.2524999999999999,0.40575,0.29925,0.155,0.23575,0.34325,0.2674999999999999,0.31525,0.3492499999999999,0.156,0.18,0.27225,0.18275,0.33525,0.2524999999999999,0.1535,0.2917499999999999,0.2634999999999999,0.3299999999999999,0.2395,0.0974999999999999,0.209,0.156,0.1099999999999999,0.20425,0.1367499999999999,0.11125,0.0627499999999999,0.1225,0.1972499999999999,0.2375,0.17825,0.12075,0.11875,0.62225,0.124,0.2185,0.0817499999999999,0.10525,0.1285,0.0974999999999999,0.0785,0.08775,0.1149999999999999,0.20975,0.11325,0.1139999999999999,0.0707499999999999,0.7637499999999999,0.145,0.1495,0.1059999999999999,0.10275,0.1215,0.0812499999999999,0.1169999999999999,0.0584999999999999,0.072,0.064,0.1382499999999999,0.0785,0.09075,0.0534999999999999,0.079,0.085,0.1997499999999999,0.1185,0.18525,0.0539999999999999,0.04575,0.0642499999999999,0.063,0.1139999999999999,0.0737499999999999,0.0682499999999999,0.03425,0.086,0.0444999999999999,0.1252499999999999,0.15725,0.03975,0.0682499999999999,0.1134999999999999,0.03,0.05225,0.08975,0.0544999999999999,0.0439999999999999,0.06,0.2239999999999999,0.0292499999999999,0.073,0.04575,0.03325,0.03575,0.0344999999999999,0.03925,0.0635,0.0657499999999999,0.05675,0.05125,0.04025,0.0544999999999999,0.04275,0.03775,0.0469999999999999,0.04875,0.03325,0.0509999999999999,0.0344999999999999,0.0449999999999999,0.0165,0.028,0.0157499999999999,0.012
Office Space (1999),0.8745,0.97175,0.6485,0.7155,0.98,0.7155,0.7757499999999999,0.8585,0.602,0.8585,0.967,0.9415,0.7155,0.73675,0.804,0.4257499999999999,0.715,0.61275,0.713,0.643,0.906,0.3077499999999999,0.63975,0.65975,0.39425,0.54775,0.26525,0.566,0.31725,0.365,0.53625,0.66425,0.42825,0.66425,0.38175,0.21575,0.33275,0.23775,0.32925,0.4287499999999999,0.435,0.32125,0.51825,0.996,0.3722499999999999,0.21025,0.44625,0.1975,0.46275,0.1795,0.27025,0.2684999999999999,0.249,0.1709999999999999,0.133,0.2504999999999999,0.65975,0.1089999999999999,0.16175,0.18675,0.1164999999999999,0.1875,0.247,0.349,0.22825,0.37275,0.1315,0.31225,0.1855,0.2704999999999999,0.37975,0.2289999999999999,0.30825,0.35,0.2314999999999999,0.0959999999999999,0.12,0.2005,0.1815,0.1322499999999999,0.25175,0.214,0.20725,0.10575,0.188,0.14825,0.14,0.14175,0.15725,0.1912499999999999,0.1305,0.0489999999999999,0.15825,0.1322499999999999,0.17025,0.0979999999999999,0.2189999999999999,0.1902499999999999,0.1024999999999999,0.0837499999999999,0.1305,0.491,0.2329999999999999,0.0994999999999999,0.14275,0.079,0.1074999999999999,0.1475,0.09575,0.14,0.12175,0.09625,0.0529999999999999,0.1285,0.1064999999999999,0.0782499999999999,0.1579999999999999,0.04475,0.11825,0.05175,0.11125,0.092,0.0815,0.0559999999999999,0.11025,0.0645,0.0757499999999999,0.0524999999999999,0.04275,0.03725,0.1044999999999999,0.176,0.0635,0.06175,0.2065,0.0944999999999999,0.0474999999999999,0.0524999999999999,0.0822499999999999,0.088,0.11575,0.08,0.0509999999999999,0.0682499999999999,0.0672499999999999,0.0364999999999999,0.0817499999999999,0.0182499999999999,0.022
