movieId,betrayal,good,original,surveillance,weird,greed,culture clash,vengeance,runaway,chase,drama,predictable,mentor,catastrophe,dialogue,melancholic,weapons,pornography,first contact,adaptation,fight scenes,kidnapping,death,fun movie,not funny,sexy,life philosophy,lawyer,fantasy world,independent film,light,nudity (full frontal - brief),internet,life & death,writers,very funny,hospital,underrated,teen movie,drinking,family,doctors,classic car,pulp,creativity,transformation,quirky,absurd,sacrifice,dysfunctional family,islam,irish accent,women,memory,survival,hotel,california,stereotypes,blindness,divorce,unlikely friendships,film noir,nudity (topless - brief),multiple storylines,childhood,prejudice,alter ego,nudity (rear),small town,notable nudity,computer animation,new york city,new jersey,queer,prison,no plot,road movie,period piece,remake,san francisco,british,foul language,alternate history,censorship,farce,too long,unlikeable characters,simple,addiction,mad scientist,los angeles,camp,dreams,atheism,good music,workplace,wartime,island,80s,single father,adoption,interracial romance,ensemble cast,wilderness,race,indians,brothers,directorial debut,bollywood,hunting,russian,stand-up comedy,shopping,hip hop,stoner movie,radio,kick-butt women,robert downey jr,god,awesome soundtrack,potential oscar nom,cancer,prostitution,homeless,texas,made for tv,1930s,fashion,graphic novel,reality tv,buddy movie,immortality,time,father daughter relationship,ghosts/afterlife,desert,tokyo,australia,goth,best of 2005,wine,too short,oil,trilogy,snakes,finnish,french,rebellion,documentary
Simpatico (1999),0.6895,0.568,0.7849999999999999,0.22125,0.70525,0.782,0.70525,0.619,0.70525,0.517,0.70525,0.66,0.4745,0.4327499999999999,0.52,0.53525,0.371,0.38525,0.6255,0.3974999999999999,0.34175,0.10075,0.27875,0.217,0.3562499999999999,0.21375,0.30725,0.05775,0.33175,0.5325,0.346,0.269,0.28025,0.2269999999999999,0.4247499999999999,0.346,0.14675,0.305,0.1624999999999999,0.236,0.2907499999999999,0.1825,0.25925,0.3625,0.2294999999999999,0.25775,0.3305,0.24775,0.2015,0.252,0.0832499999999999,0.194,0.1365,0.39225,0.08675,0.1302499999999999,0.289,0.33975,0.1335,0.15,0.2415,0.4267499999999999,0.3,0.27025,0.1255,0.0984999999999999,0.33975,0.2514999999999999,0.156,0.1004999999999999,0.1955,0.0755,0.217,0.18725,0.1332499999999999,0.2005,0.1302499999999999,0.11575,0.1564999999999999,0.06175,0.1322499999999999,0.1024999999999999,0.173,0.0632499999999999,0.1317499999999999,0.261,0.1049999999999999,0.211,0.0837499999999999,0.11475,0.0847499999999999,0.18425,0.23975,0.05175,0.0727499999999999,0.1195,0.0712499999999999,0.0807499999999999,0.0915,0.11025,0.05675,0.0564999999999999,0.1245,0.0549999999999999,0.18575,0.05225,0.15225,0.07,0.0787499999999999,0.063,0.06,0.1009999999999999,0.288,0.0795,0.0667499999999999,0.04775,0.11925,0.087,0.0519999999999999,0.1014999999999999,0.1297499999999999,0.04925,0.05825,0.419,0.10225,0.0349999999999999,0.067,0.1099999999999999,0.0369999999999999,0.0544999999999999,0.04975,0.078,0.0642499999999999,0.031,0.2022499999999999,0.1347499999999999,0.0344999999999999,0.0339999999999999,0.05575,0.0185,0.05625,0.0484999999999999,0.05625,0.0782499999999999,0.1347499999999999,0.0444999999999999,0.0247499999999999,0.0439999999999999,0.0185
Dead Calm (1989),0.9925,0.94925,0.7629999999999999,0.94925,0.9925,0.736,0.9925,0.67875,0.71825,0.66675,0.8274999999999999,0.47,0.38125,0.48675,0.4982499999999999,0.69575,0.47,0.491,0.47,0.3515,0.3007499999999999,0.68625,0.45975,0.32925,0.344,0.57575,0.312,0.1525,0.29125,0.473,0.32875,0.2015,0.10525,0.39875,0.1912499999999999,0.25575,0.3602499999999999,0.39225,0.3117499999999999,0.473,0.25675,0.26725,0.3349999999999999,0.392,0.1709999999999999,0.31375,0.23675,0.173,0.24725,0.143,0.0795,0.25425,0.1882499999999999,0.1654999999999999,0.7205,0.25925,0.303,0.1634999999999999,0.265,0.149,0.1694999999999999,0.25525,0.52375,0.15775,0.15525,0.16925,0.1614999999999999,0.45925,0.20475,0.1937499999999999,0.14075,0.089,0.0939999999999999,0.1355,0.11875,0.1387499999999999,0.2514999999999999,0.135,0.0319999999999999,0.12425,0.2204999999999999,0.14575,0.1119999999999999,0.0584999999999999,0.086,0.1004999999999999,0.0857499999999999,0.2279999999999999,0.05625,0.24575,0.05175,0.1024999999999999,0.0554999999999999,0.0717499999999999,0.1307499999999999,0.0697499999999999,0.0655,0.1679999999999999,0.25125,0.0419999999999999,0.122,0.1377499999999999,0.0635,0.1882499999999999,0.1059999999999999,0.29125,0.0999999999999999,0.1144999999999999,0.09075,0.14675,0.0524999999999999,0.0852499999999999,0.0842499999999999,0.04825,0.0999999999999999,0.15175,0.1975,0.03425,0.0414999999999999,0.0999999999999999,0.09225,0.0499999999999999,0.05775,0.0349999999999999,0.127,0.08975,0.0652499999999999,0.0757499999999999,0.0717499999999999,0.04175,0.03775,0.0459999999999999,0.06075,0.03275,0.14925,0.33475,0.0657499999999999,0.656,0.11125,0.03975,0.05725,0.04575,0.1019999999999999,0.0939999999999999,0.09525,0.0334999999999999,0.0414999999999999,0.04475,0.03225
Against All Odds (1984),0.8565,0.64125,0.724,0.48075,0.5615,0.705,0.6575,0.5175,0.652,0.60725,0.4295,0.51225,0.55875,0.4669999999999999,0.4355,0.366,0.278,0.68175,0.2905,0.249,0.3259999999999999,0.09025,0.258,0.50675,0.3355,0.6545,0.3562499999999999,0.2965,0.49475,0.201,0.205,0.244,0.23175,0.3189999999999999,0.1415,0.21475,0.09975,0.2155,0.32025,0.16175,0.3625,0.1352499999999999,0.3095,0.2234999999999999,0.1785,0.2395,0.14625,0.0954999999999999,0.3635,0.14325,0.1029999999999999,0.1272499999999999,0.3135,0.18575,0.0925,0.26825,0.3015,0.17525,0.1114999999999999,0.1392499999999999,0.21925,0.7947500000000001,0.2977499999999999,0.14275,0.14725,0.12275,0.1694999999999999,0.2219999999999999,0.123,0.28825,0.1674999999999999,0.1104999999999999,0.1282499999999999,0.1377499999999999,0.0989999999999999,0.1694999999999999,0.121,0.365,0.69175,0.218,0.0767499999999999,0.0389999999999999,0.1965,0.22725,0.0797499999999999,0.0944999999999999,0.0494999999999999,0.091,0.0702499999999999,0.0687499999999999,0.8185,0.1139999999999999,0.05475,0.0752499999999999,0.201,0.04425,0.09625,0.275,0.4539999999999999,0.063,0.0707499999999999,0.1302499999999999,0.05275,0.22775,0.17875,0.0944999999999999,0.0549999999999999,0.0757499999999999,0.04275,0.0595,0.0865,0.0939999999999999,0.1049999999999999,0.0645,0.082,0.0767499999999999,0.1377499999999999,0.121,0.04075,0.201,0.1415,0.059,0.1252499999999999,0.072,0.0852499999999999,0.0339999999999999,0.0797499999999999,0.03075,0.0314999999999999,0.064,0.11125,0.09025,0.0792499999999999,0.0509999999999999,0.0449999999999999,0.1265,0.0584999999999999,0.0812499999999999,0.0242499999999999,0.0429999999999999,0.03675,0.1029999999999999,0.0574999999999999,0.05275,0.0404999999999999,0.06,0.03275,0.0277499999999999,0.0132499999999999
Pacific Heights (1990),0.93125,0.93125,0.71125,0.93125,0.8125,0.7629999999999999,0.8125,0.8102499999999999,0.618,0.706,0.6005,0.6205,0.52075,0.56525,0.39975,0.3695,0.4357499999999999,0.4585,0.38975,0.271,0.2987499999999999,0.4435,0.2774999999999999,0.4465,0.36675,0.3399999999999999,0.368,0.56025,0.33275,0.27975,0.2784999999999999,0.2784999999999999,0.2965,0.24275,0.27825,0.2514999999999999,0.2254999999999999,0.482,0.17575,0.2664999999999999,0.2847499999999999,0.2915,0.37925,0.29125,0.21375,0.2254999999999999,0.192,0.21275,0.2714999999999999,0.16175,0.27975,0.18175,0.17475,0.20875,0.3045,0.3884999999999999,0.58675,0.1599999999999999,0.24275,0.2319999999999999,0.15075,0.10875,0.291,0.32925,0.15825,0.27975,0.1709999999999999,0.27425,0.17275,0.2475,0.18575,0.1952499999999999,0.16475,0.12175,0.1164999999999999,0.15625,0.122,0.09825,0.09825,0.92975,0.081,0.1315,0.1579999999999999,0.0692499999999999,0.072,0.1619999999999999,0.238,0.131,0.0685,0.10975,0.1347499999999999,0.074,0.1619999999999999,0.09925,0.0905,0.1034999999999999,0.0687499999999999,0.14675,0.154,0.0812499999999999,0.1034999999999999,0.0722499999999999,0.0765,0.1535,0.10425,0.088,0.077,0.0697499999999999,0.0657499999999999,0.084,0.05375,0.0792499999999999,0.15425,0.0534999999999999,0.15025,0.11375,0.0782499999999999,0.0615,0.04275,0.0742499999999999,0.1175,0.071,0.05525,0.0732499999999999,0.0755,0.05625,0.0519999999999999,0.04875,0.04625,0.08775,0.10475,0.0559999999999999,0.059,0.031,0.089,0.084,0.0692499999999999,0.0732499999999999,0.05025,0.0339999999999999,0.10075,0.073,0.04725,0.0339999999999999,0.0494999999999999,0.0267499999999999,0.04125,0.0329999999999999,0.0202499999999999
Eye of the Beholder (1999),0.498,0.42625,0.7595000000000001,0.873,0.94725,0.46675,0.42625,0.3735,0.42625,0.5085,0.42625,0.8180000000000001,0.58225,0.4147499999999999,0.4635,0.54725,0.26675,0.583,0.40625,0.408,0.60725,0.21925,0.2624999999999999,0.20525,0.3415,0.62025,0.3472499999999999,0.0499999999999999,0.4615,0.394,0.1927499999999999,0.144,0.23475,0.25775,0.29825,0.22425,0.2324999999999999,0.1305,0.1515,0.18075,0.2309999999999999,0.2085,0.1775,0.27275,0.1987499999999999,0.1435,0.372,0.38875,0.09625,0.24525,0.0999999999999999,0.16375,0.1515,0.255,0.1014999999999999,0.20325,0.1282499999999999,0.128,0.393,0.15125,0.206,0.153,0.51,0.311,0.1639999999999999,0.0855,0.14625,0.18175,0.09175,0.143,0.22075,0.134,0.22225,0.20625,0.083,0.2867499999999999,0.28,0.0755,0.10675,0.2634999999999999,0.214,0.03375,0.1405,0.05725,0.1634999999999999,0.17225,0.126,0.0915,0.1104999999999999,0.11825,0.06225,0.15825,0.15075,0.10675,0.0652499999999999,0.085,0.0742499999999999,0.066,0.0662499999999999,0.0529999999999999,0.05225,0.0762499999999999,0.0514999999999999,0.06025,0.0454999999999999,0.0782499999999999,0.0712499999999999,0.0755,0.1124999999999999,0.0314999999999999,0.0667499999999999,0.089,0.0519999999999999,0.09375,0.1134999999999999,0.0419999999999999,0.1337499999999999,0.0519999999999999,0.08775,0.0685,0.0702499999999999,0.0469999999999999,0.0579999999999999,0.06125,0.0534999999999999,0.0954999999999999,0.0504999999999999,0.0737499999999999,0.153,0.0722499999999999,0.04175,0.0747499999999999,0.0439999999999999,0.062,0.0155,0.138,0.11225,0.0305,0.0509999999999999,0.0479999999999999,0.04775,0.05375,0.0725,0.05125,0.0494999999999999,0.0479999999999999,0.0474999999999999,0.0672499999999999,0.0384999999999999
"Hand That Rocks the Cradle, The (1992)",0.9285,0.9285,0.649,0.9285,0.86775,0.78525,0.86775,0.8632500000000001,0.734,0.71,0.61425,0.62225,0.4445,0.64325,0.50225,0.22575,0.3185,0.304,0.537,0.259,0.4389999999999999,0.4227499999999999,0.4215,0.4409999999999999,0.3552499999999999,0.653,0.279,0.2985,0.32375,0.25925,0.25375,0.22375,0.4629999999999999,0.23025,0.22775,0.22025,0.50625,0.2514999999999999,0.4004999999999999,0.25925,0.74525,0.748,0.299,0.2007499999999999,0.1907499999999999,0.2065,0.16575,0.153,0.31125,0.48475,0.09975,0.1725,0.5,0.1624999999999999,0.217,0.1387499999999999,0.245,0.2857499999999999,0.1855,0.2445,0.1985,0.083,0.555,0.136,0.2504999999999999,0.0984999999999999,0.1699999999999999,0.15375,0.1525,0.28325,0.1395,0.1074999999999999,0.08825,0.146,0.1302499999999999,0.11975,0.10725,0.1262499999999999,0.08675,0.268,0.0672499999999999,0.11975,0.1679999999999999,0.2189999999999999,0.085,0.0787499999999999,0.0444999999999999,0.17725,0.05625,0.10375,0.0615,0.09775,0.06,0.079,0.0822499999999999,0.1377499999999999,0.05975,0.1569999999999999,0.1342499999999999,0.1225,0.20525,0.239,0.0529999999999999,0.1325,0.1119999999999999,0.0915,0.0637499999999999,0.05775,0.07,0.1365,0.05625,0.09575,0.12275,0.0795,0.0687499999999999,0.0787499999999999,0.0805,0.04525,0.0504999999999999,0.09875,0.0727499999999999,0.10025,0.04125,0.14325,0.04225,0.06,0.0579999999999999,0.11275,0.0419999999999999,0.1262499999999999,0.04525,0.0627499999999999,0.04225,0.0459999999999999,0.09525,0.0409999999999999,0.0519999999999999,0.04575,0.0419999999999999,0.0277499999999999,0.0584999999999999,0.04475,0.09275,0.03325,0.09,0.028,0.0404999999999999,0.0295,0.024
Single White Female (1992),0.9385,0.9385,0.692,0.9385,0.94775,0.8995,0.8939999999999999,0.7642500000000001,0.916,0.68475,0.642,0.6275,0.45775,0.50375,0.31575,0.28925,0.2897499999999999,0.74575,0.32475,0.4195,0.33075,0.3445,0.42025,0.33075,0.36175,0.7265,0.26775,0.1704999999999999,0.249,0.14875,0.2155,0.26875,0.31925,0.2002499999999999,0.17375,0.2219999999999999,0.24575,0.285,0.423,0.17775,0.235,0.2299999999999999,0.3017499999999999,0.2339999999999999,0.1654999999999999,0.27025,0.1835,0.1952499999999999,0.15975,0.14475,0.10025,0.17525,0.551,0.17975,0.2065,0.2375,0.21275,0.3095,0.269,0.3339999999999999,0.293,0.0954999999999999,0.15525,0.11325,0.28725,0.10025,0.22525,0.20625,0.17925,0.20925,0.15325,0.4479999999999999,0.14425,0.4925,0.1252499999999999,0.0815,0.16625,0.0842499999999999,0.0797499999999999,0.1892499999999999,0.06175,0.068,0.136,0.1044999999999999,0.0792499999999999,0.084,0.09225,0.1569999999999999,0.068,0.1019999999999999,0.083,0.23525,0.0845,0.0825,0.2199999999999999,0.30625,0.0574999999999999,0.1175,0.16275,0.04825,0.09875,0.1377499999999999,0.03425,0.0822499999999999,0.0792499999999999,0.0795,0.0637499999999999,0.0697499999999999,0.0735,0.1564999999999999,0.05525,0.09475,0.14125,0.0815,0.0697499999999999,0.09725,0.079,0.04475,0.04675,0.0702499999999999,0.08,0.0645,0.22025,0.066,0.0404999999999999,0.0682499999999999,0.0469999999999999,0.269,0.05725,0.0735,0.0504999999999999,0.0647499999999999,0.0645,0.0344999999999999,0.1119999999999999,0.0339999999999999,0.0625,0.0519999999999999,0.0354999999999999,0.0469999999999999,0.0647499999999999,0.0637499999999999,0.0329999999999999,0.0354999999999999,0.0692499999999999,0.031,0.0334999999999999,0.029,0.0257499999999999
"Ninth Gate, The (1999)",0.626,0.6845,0.7665,0.57925,0.8227500000000001,0.7565,0.4335,0.40725,0.506,0.6325,0.4335,0.3562499999999999,0.43225,0.4145,0.684,0.7565,0.3562499999999999,0.411,0.3562499999999999,0.956,0.33925,0.10725,0.2534999999999999,0.2835,0.3745,0.347,0.2694999999999999,0.069,0.45725,0.2085,0.1942499999999999,0.2334999999999999,0.15675,0.252,0.2887499999999999,0.2425,0.11925,0.413,0.1255,0.25975,0.08675,0.14975,0.2025,0.3305,0.1907499999999999,0.2965,0.2299999999999999,0.15875,0.217,0.15425,0.12325,0.2269999999999999,0.1905,0.1569999999999999,0.1674999999999999,0.1935,0.10725,0.11625,0.1402499999999999,0.06175,0.1104999999999999,0.26375,0.0645,0.1947499999999999,0.1129999999999999,0.09925,0.2022499999999999,0.48475,0.1272499999999999,0.0765,0.1335,0.3954999999999999,0.1079999999999999,0.1475,0.085,0.18675,0.1149999999999999,0.129,0.0499999999999999,0.067,0.1332499999999999,0.09125,0.1119999999999999,0.064,0.08625,0.14,0.05475,0.0762499999999999,0.09075,0.12375,0.0539999999999999,0.09325,0.0697499999999999,0.15275,0.131,0.05175,0.0642499999999999,0.1282499999999999,0.08875,0.026,0.0747499999999999,0.0384999999999999,0.05475,0.0712499999999999,0.0504999999999999,0.0615,0.0925,0.0875,0.0657499999999999,0.0539999999999999,0.0672499999999999,0.067,0.0544999999999999,0.0605,0.09075,0.026,0.0364999999999999,0.071,0.15025,0.10025,0.05775,0.0379999999999999,0.05375,0.0374999999999999,0.0399999999999999,0.0845,0.05325,0.063,0.0974999999999999,0.03,0.0314999999999999,0.1892499999999999,0.04725,0.03,0.06075,0.0414999999999999,0.0792499999999999,0.0334999999999999,0.2917499999999999,0.03425,0.08875,0.03525,0.09425,0.0707499999999999,0.0652499999999999,0.05525,0.05275,0.0474999999999999,0.0255
Betrayed (1988),0.89375,0.85025,0.592,0.85025,0.40125,0.6695,0.6695,0.7615000000000001,0.40125,0.617,0.584,0.4087499999999999,0.48475,0.51925,0.3199999999999999,0.34975,0.4489999999999999,0.3395,0.28625,0.261,0.2244999999999999,0.178,0.3105,0.2244999999999999,0.34025,0.1987499999999999,0.21775,0.24975,0.30325,0.211,0.25425,0.25,0.35675,0.217,0.15725,0.285,0.1445,0.4375,0.2022499999999999,0.32025,0.491,0.2684999999999999,0.3944999999999999,0.21625,0.24725,0.26325,0.1669999999999999,0.15,0.2604999999999999,0.2005,0.57875,0.26475,0.4327499999999999,0.24275,0.29025,0.1855,0.1912499999999999,0.24,0.1307499999999999,0.22475,0.24225,0.091,0.068,0.1882499999999999,0.21875,0.96875,0.1325,0.2239999999999999,0.395,0.3409999999999999,0.1574999999999999,0.1317499999999999,0.129,0.23275,0.09875,0.09025,0.11625,0.0835,0.05575,0.38975,0.0822499999999999,0.0677499999999999,0.1589999999999999,0.23025,0.08675,0.0807499999999999,0.0815,0.1297499999999999,0.091,0.0727499999999999,0.0732499999999999,0.3309999999999999,0.0727499999999999,0.085,0.0737499999999999,0.09675,0.4832499999999999,0.09175,0.304,0.0444999999999999,0.25575,0.2837499999999999,0.0742499999999999,0.1079999999999999,0.373,0.142,0.0984999999999999,0.0584999999999999,0.0722499999999999,0.68475,0.0717499999999999,0.09325,0.176,0.04375,0.0989999999999999,0.379,0.0682499999999999,0.0394999999999999,0.0717499999999999,0.0735,0.17025,0.21925,0.05875,0.0825,0.1325,0.062,0.071,0.03925,0.013,0.1255,0.08875,0.0667499999999999,0.04125,0.0285,0.0742499999999999,0.068,0.0389999999999999,0.04375,0.03125,0.0419999999999999,0.0655,0.04175,0.0469999999999999,0.0399999999999999,0.17075,0.0257499999999999,0.0642499999999999,0.0409999999999999,0.03225
...And Justice for All (1979),0.9845,0.83575,0.70625,0.69925,0.83575,0.96275,0.96275,0.8387500000000001,0.87175,0.4519999999999999,0.9555,0.3485,0.8122499999999999,0.4629999999999999,0.605,0.4885,0.2017499999999999,0.61575,0.22675,0.395,0.2455,0.1297499999999999,0.346,0.39725,0.27075,0.17225,0.3117499999999999,0.99375,0.265,0.395,0.395,0.32275,0.16225,0.39225,0.2209999999999999,0.6135,0.33175,0.57875,0.1967499999999999,0.36075,0.18125,0.188,0.2644999999999999,0.1569999999999999,0.21075,0.2604999999999999,0.36,0.651,0.283,0.1897499999999999,0.39025,0.22325,0.1195,0.0752499999999999,0.075,0.15375,0.213,0.21275,0.2045,0.0797499999999999,0.25025,0.1054999999999999,0.33275,0.18375,0.14725,0.4832499999999999,0.26775,0.09025,0.2249999999999999,0.18325,0.11575,0.1659999999999999,0.14625,0.18025,0.3672499999999999,0.0752499999999999,0.0797499999999999,0.16075,0.02975,0.09725,0.17425,0.15125,0.26775,0.304,0.23125,0.1445,0.0984999999999999,0.1305,0.1352499999999999,0.0795,0.0424999999999999,0.14375,0.0825,0.137,0.3465,0.11275,0.09175,0.077,0.20675,0.04875,0.0595,0.11325,0.1305,0.085,0.2309999999999999,0.1699999999999999,0.16625,0.11925,0.0802499999999999,0.08925,0.09075,0.1069999999999999,0.0272499999999999,0.073,0.2209999999999999,0.09625,0.067,0.183,0.0737499999999999,0.17975,0.06225,0.0775,0.0915,0.0672499999999999,0.11275,0.0959999999999999,0.1089999999999999,0.10025,0.04125,0.0722499999999999,0.14125,0.0785,0.05475,0.08725,0.08,0.0969999999999999,0.06125,0.0812499999999999,0.071,0.0265,0.0235,0.026,0.077,0.065,0.069,0.0212499999999999,0.03325,0.11175,0.04125
Eyes of Laura Mars (1978),0.935,0.935,0.73175,0.935,0.748,0.69725,0.748,0.79175,0.476,0.69025,0.6525,0.4975,0.50975,0.436,0.3219999999999999,0.8554999999999999,0.203,0.5275,0.44825,0.2997499999999999,0.23925,0.295,0.4692499999999999,0.297,0.3742499999999999,0.5385,0.26425,0.15975,0.401,0.3764999999999999,0.2189999999999999,0.266,0.2005,0.18425,0.24,0.2435,0.258,0.29225,0.261,0.3764999999999999,0.1709999999999999,0.2105,0.35275,0.3035,0.288,0.266,0.2355,0.1684999999999999,0.0999999999999999,0.1395,0.1235,0.18725,0.24325,0.1415,0.0949999999999999,0.17775,0.30725,0.1775,0.32725,0.0752499999999999,0.21975,0.1355,0.37075,0.12425,0.274,0.1074999999999999,0.1307499999999999,0.21425,0.14775,0.1312499999999999,0.14775,0.48575,0.3075,0.172,0.1267499999999999,0.122,0.12075,0.34575,0.09025,0.1267499999999999,0.087,0.09575,0.1124999999999999,0.265,0.141,0.09375,0.0579999999999999,0.0805,0.0747499999999999,0.1235,0.0772499999999999,0.4732499999999999,0.1365,0.0687499999999999,0.0959999999999999,0.0984999999999999,0.0737499999999999,0.0837499999999999,0.25825,0.0429999999999999,0.0469999999999999,0.0767499999999999,0.0444999999999999,0.0707499999999999,0.0697499999999999,0.10075,0.088,0.074,0.0925,0.15125,0.0707499999999999,0.09175,0.16975,0.05975,0.08625,0.0579999999999999,0.0772499999999999,0.0554999999999999,0.06075,0.09225,0.0652499999999999,0.0464999999999999,0.20875,0.04325,0.0807499999999999,0.05875,0.0637499999999999,0.7835000000000001,0.0464999999999999,0.0687499999999999,0.04425,0.0534999999999999,0.05925,0.04675,0.03725,0.0747499999999999,0.0595,0.0584999999999999,0.0247499999999999,0.0329999999999999,0.0292499999999999,0.04925,0.0474999999999999,0.0627499999999999,0.0379999999999999,0.0295,0.0459999999999999,0.03975,0.0235
"End of Violence, The (1997)",0.91025,0.431,0.69425,0.95925,0.8512500000000001,0.733,0.47875,0.91025,0.4882499999999999,0.275,0.47875,0.65725,0.41625,0.4327499999999999,0.66875,0.733,0.275,0.5235,0.3329999999999999,0.2957499999999999,0.275,0.375,0.3525,0.1252499999999999,0.3359999999999999,0.39425,0.3565,0.0534999999999999,0.4519999999999999,0.8160000000000001,0.3622499999999999,0.288,0.09175,0.3645,0.387,0.212,0.122,0.1825,0.1564999999999999,0.2975,0.1347499999999999,0.09225,0.16075,0.3595,0.30225,0.2309999999999999,0.31225,0.4265,0.25525,0.246,0.1104999999999999,0.1654999999999999,0.1335,0.1285,0.18075,0.206,0.26375,0.251,0.0802499999999999,0.1255,0.2025,0.181,0.183,0.344,0.1272499999999999,0.1257499999999999,0.138,0.3097499999999999,0.09175,0.3035,0.1877499999999999,0.04475,0.12125,0.2259999999999999,0.0635,0.45325,0.20475,0.1352499999999999,0.03825,0.093,0.11475,0.0319999999999999,0.083,0.12475,0.087,0.14125,0.18075,0.08625,0.084,0.1119999999999999,0.60975,0.064,0.181,0.123,0.1039999999999999,0.0842499999999999,0.10475,0.0747499999999999,0.04275,0.0225,0.084,0.0805,0.32075,0.0865,0.0737499999999999,0.0847499999999999,0.0667499999999999,0.1245,0.1129999999999999,0.04375,0.0675,0.0625,0.0262499999999999,0.09675,0.11275,0.04125,0.09175,0.05825,0.0667499999999999,0.08625,0.0549999999999999,0.03475,0.0499999999999999,0.08825,0.2189999999999999,0.04625,0.11075,0.21,0.1664999999999999,0.068,0.03625,0.10275,0.0267499999999999,0.05775,0.03875,0.0752499999999999,0.11275,0.0697499999999999,0.09,0.0414999999999999,0.031,0.0235,0.03775,0.0519999999999999,0.03275,0.059,0.0705,0.03325,0.0255
Jennifer 8 (1992),0.895,0.895,0.6935,0.895,0.59625,0.58625,0.59625,0.63325,0.5585,0.8605,0.45375,0.5615,0.7335,0.45975,0.4405,0.5055,0.415,0.515,0.415,0.27875,0.301,0.2289999999999999,0.23725,0.154,0.36675,0.3814999999999999,0.32925,0.38025,0.33225,0.22525,0.185,0.2997499999999999,0.1569999999999999,0.1882499999999999,0.29825,0.2219999999999999,0.2684999999999999,0.52775,0.1785,0.22525,0.2017499999999999,0.1495,0.288,0.3055,0.145,0.18475,0.21025,0.1624999999999999,0.18475,0.156,0.1255,0.2634999999999999,0.31875,0.1475,0.0835,0.1215,0.4875,0.1599999999999999,0.933,0.10175,0.22375,0.291,0.2175,0.1435,0.21675,0.12125,0.14625,0.15775,0.56775,0.23975,0.1485,0.09275,0.1079999999999999,0.1515,0.11775,0.0974999999999999,0.216,0.0787499999999999,0.079,0.22275,0.09225,0.0702499999999999,0.1375,0.0715,0.0715,0.2209999999999999,0.17425,0.09925,0.0645,0.0627499999999999,0.309,0.0852499999999999,0.14425,0.1845,0.27575,0.0969999999999999,0.0795,0.127,0.10675,0.0745,0.05525,0.13,0.0615,0.067,0.0777499999999999,0.201,0.0762499999999999,0.0732499999999999,0.1089999999999999,0.0569999999999999,0.05225,0.1024999999999999,0.0825,0.07,0.083,0.092,0.09725,0.074,0.1785,0.0672499999999999,0.0695,0.04125,0.0847499999999999,0.04425,0.0885,0.0665,0.0479999999999999,0.04275,0.029,0.05275,0.0845,0.1252499999999999,0.04975,0.04825,0.03875,0.13,0.066,0.0559999999999999,0.0439999999999999,0.03225,0.0324999999999999,0.0827499999999999,0.025,0.04175,0.062,0.0484999999999999,0.0329999999999999,0.028,0.0215
"Fury, The (1978)",0.73625,0.50425,0.714,0.50425,0.7745,0.3974999999999999,0.59825,0.7529999999999999,0.5825,0.674,0.3299999999999999,0.4605,0.54825,0.401,0.55025,0.702,0.60775,0.7575000000000001,0.4605,0.537,0.3195,0.906,0.53925,0.246,0.352,0.44925,0.22875,0.04075,0.2857499999999999,0.188,0.32675,0.22625,0.0795,0.21725,0.1925,0.2055,0.3067499999999999,0.32475,0.63175,0.1795,0.1765,0.2907499999999999,0.369,0.508,0.212,0.253,0.284,0.267,0.249,0.1955,0.17625,0.1245,0.0959999999999999,0.11275,0.1034999999999999,0.37525,0.24075,0.1315,0.188,0.04225,0.15725,0.1664999999999999,0.1365,0.15025,0.1287499999999999,0.0742499999999999,0.1624999999999999,0.12025,0.21775,0.04875,0.1292499999999999,0.0544999999999999,0.124,0.1355,0.082,0.09375,0.23925,0.06225,0.04025,0.0394999999999999,0.078,0.0544999999999999,0.0954999999999999,0.18425,0.12225,0.16425,0.0474999999999999,0.09875,0.0564999999999999,0.251,0.04275,0.29325,0.1285,0.0647499999999999,0.1435,0.05625,0.05625,0.11175,0.2694999999999999,0.0344999999999999,0.0974999999999999,0.05425,0.04075,0.18075,0.04375,0.1855,0.0835,0.10325,0.04425,0.23175,0.04775,0.2085,0.03225,0.06025,0.09625,0.0225,0.28025,0.0554999999999999,0.0647499999999999,0.0742499999999999,0.0682499999999999,0.0344999999999999,0.0905,0.0444999999999999,0.21,0.07,0.05675,0.124,0.4147499999999999,0.0389999999999999,0.0339999999999999,0.0762499999999999,0.03125,0.06225,0.03725,0.20675,0.12325,0.05325,0.1195,0.0715,0.03925,0.03075,0.0344999999999999,0.0509999999999999,0.1845,0.03725,0.029,0.0429999999999999,0.03575
