movieId,original,greed,weird,drama,vengeance,good,culture clash,runaway,melancholic,independent film,betrayal,mentor,dialogue,unlikely friendships,pornography,life & death,light,catastrophe,adaptation,drinking,islam,chase,very funny,sacrifice,fight scenes,quirky,surveillance,fun movie,family,childhood,death,prejudice,first contact,period piece,life philosophy,fantasy world,weapons,survival,teen movie,creativity,good music,alter ego,predictable,absurd,british,classic car,nudity (full frontal - brief),dysfunctional family,nudity (topless - brief),underrated,awesome soundtrack,computer animation,farce,wartime,stereotypes,sexy,documentary,queer,transformation,california,small town,multiple storylines,addiction,80s,foul language,censorship,film noir,not funny,doctors,writers,hospital,simple,bollywood,dreams,irish accent,brothers,wilderness,women,tokyo,alternate history,mad scientist,directorial debut,new jersey,stand-up comedy,road movie,internet,memory,1930s,atheism,pulp,rebellion,hip hop,hotel,too long,cancer,indians,divorce,blindness,workplace,stoner movie,ensemble cast,potential oscar nom,prison,notable nudity,desert,best of 2005,race,camp,interracial romance,kidnapping,buddy movie,god,nudity (rear),hunting,new york city,texas,island,kick-butt women,ghosts/afterlife,radio,father daughter relationship,time,made for tv,russian,los angeles,san francisco,graphic novel,goth,snakes,trilogy,immortality,australia,lawyer,too short,finnish,wine,adoption,reality tv,oil,robert downey jr,unlikeable characters,french,homeless,shopping,no plot,single father,prostitution,fashion,remake
Upswing (Nousukausi) (2003),0.914,0.91025,0.82525,0.8755,0.73225,0.91025,0.8707499999999999,0.6585,0.7769999999999999,0.6015,0.8207500000000001,0.68575,0.537,0.65175,0.8,0.4605,0.64225,0.8427500000000001,0.672,0.524,0.4287499999999999,0.76075,0.92625,0.5985,0.51325,0.82525,0.5525,0.7962499999999999,0.7095,0.202,0.4609999999999999,0.403,0.3602499999999999,0.489,0.63325,0.6485,0.3065,0.4459999999999999,0.52025,0.31025,0.745,0.2985,0.62675,0.559,0.489,0.196,0.434,0.30625,0.4659999999999999,0.2905,0.3994999999999999,0.4842499999999999,0.3215,0.22225,0.69575,0.687,0.0464999999999999,0.26225,0.271,0.2815,0.47275,0.52025,0.3685,0.1505,0.5235,0.23925,0.2204999999999999,0.251,0.1295,0.2259999999999999,0.37825,0.31125,0.682,0.20925,0.51925,0.4669999999999999,0.43875,0.1594999999999999,0.144,0.3715,0.1275,0.204,0.27375,0.1285,0.1877499999999999,0.26825,0.23525,0.22225,0.12175,0.175,0.12025,0.48175,0.24925,0.062,0.133,0.1977499999999999,0.2837499999999999,0.1932499999999999,0.0757499999999999,0.25975,0.2784999999999999,0.1599999999999999,0.23375,0.4485,0.142,0.11375,0.415,0.0944999999999999,0.1485,0.4325,0.15375,0.1039999999999999,0.3285,0.1372499999999999,0.0822499999999999,0.25,0.1882499999999999,0.12325,0.38925,0.06,0.3259999999999999,0.0534999999999999,0.0374999999999999,0.41225,0.088,0.03025,0.0394999999999999,0.3159999999999999,0.0579999999999999,0.0812499999999999,0.0725,0.05025,0.2155,0.0632499999999999,0.99225,0.1164999999999999,0.0757499999999999,0.11175,0.0245,0.069,0.03875,0.10475,0.0832499999999999,0.09125,0.0735,0.0424999999999999,0.0625,0.08775,0.177
"Easy Riders, Raging Bulls: How the Sex, Drugs and Rock 'N' Roll Generation Saved Hollywood (2003)",0.88025,0.8815,0.8514999999999999,0.82325,0.82325,0.8365,0.8514999999999999,0.8394999999999999,0.8514999999999999,0.81,0.70375,0.8285,0.6425,0.66925,0.78175,0.70825,0.71575,0.44475,0.70175,0.34475,0.88025,0.31575,0.53425,0.6775,0.44475,0.50625,0.4625,0.666,0.66025,0.4535,0.15325,0.5075,0.40825,0.88025,0.50275,0.4715,0.34325,0.22075,0.83725,0.6175,0.22975,0.503,0.44475,0.27175,0.16625,0.56,0.16375,0.33025,0.5595,0.59075,0.22975,0.4915,0.3834999999999999,0.33425,0.27025,0.578,0.97725,0.583,0.36675,0.70575,0.33175,0.4589999999999999,0.8674999999999999,0.3175,0.0842499999999999,0.63625,0.2574999999999999,0.35675,0.2324999999999999,0.46225,0.0434999999999999,0.08675,0.4912499999999999,0.15375,0.09125,0.2977499999999999,0.26625,0.58375,0.16925,0.2115,0.2574999999999999,0.24375,0.3884999999999999,0.55925,0.16425,0.30525,0.22075,0.4267499999999999,0.269,0.27875,0.0925,0.32875,0.04925,0.10125,0.57875,0.31625,0.185,0.156,0.09325,0.1124999999999999,0.132,0.2987499999999999,0.23625,0.0969999999999999,0.283,0.37775,0.399,0.04325,0.27875,0.0374999999999999,0.04675,0.0409999999999999,0.09575,0.16775,0.0329999999999999,0.24225,0.3325,0.3794999999999999,0.0272499999999999,0.11525,0.186,0.0677499999999999,0.50575,0.066,0.28625,0.3005,0.31875,0.1694999999999999,0.36575,0.05675,0.1315,0.09,0.1755,0.1109999999999999,0.148,0.371,0.1292499999999999,0.1009999999999999,0.1932499999999999,0.3,0.3125,0.0767499999999999,0.028,0.0255,0.022,0.03525,0.0615,0.10725,0.0082499999999999
Testament (1983),0.8705,0.7929999999999999,0.82575,0.922,0.665,0.922,0.8705,0.7929999999999999,0.8705,0.922,0.3685,0.4105,0.64825,0.7205,0.5335,0.922,0.6445,0.749,0.496,0.78775,0.5865,0.31625,0.38925,0.5525,0.51425,0.4245,0.308,0.632,0.9745,0.9745,0.8234999999999999,0.5525,0.749,0.404,0.305,0.2875,0.4945,0.72525,0.31675,0.2085,0.14,0.4177499999999999,0.62775,0.21725,0.5225,0.123,0.245,0.645,0.25875,0.2584999999999999,0.24575,0.85825,0.28225,0.42525,0.259,0.3275,0.1755,0.46375,0.3229999999999999,0.7637499999999999,0.983,0.2514999999999999,0.2065,0.37725,0.12275,0.347,0.29325,0.39875,0.21825,0.2294999999999999,0.1975,0.3964999999999999,0.67925,0.1495,0.0715,0.23525,0.2189999999999999,0.34675,0.22225,0.21325,0.50225,0.18025,0.288,0.09975,0.289,0.1345,0.275,0.152,0.191,0.1347499999999999,0.1765,0.04225,0.2055,0.2724999999999999,0.279,0.15725,0.3095,0.2405,0.2865,0.0845,0.0969999999999999,0.1495,0.0785,0.309,0.26825,0.264,0.1579999999999999,0.1865,0.4327499999999999,0.0292499999999999,0.0504999999999999,0.37875,0.09925,0.1397499999999999,0.0805,0.3774999999999999,0.15475,0.118,0.1357499999999999,0.2075,0.172,0.2055,0.22925,0.04625,0.0394999999999999,0.554,0.64725,0.0509999999999999,0.3555,0.06025,0.0692499999999999,0.39675,0.14425,0.0494999999999999,0.031,0.0334999999999999,0.32875,0.2445,0.28925,0.0772499999999999,0.059,0.073,0.0935,0.0394999999999999,0.03275,0.3065,0.05425,0.0319999999999999,0.0115
Overnight (2003),0.87625,0.8987499999999999,0.90475,0.90475,0.90475,0.84575,0.7502500000000001,0.90475,0.867,0.91425,0.8005,0.601,0.6125,0.4555,0.60275,0.259,0.5645,0.547,0.681,0.4955,0.74575,0.72125,0.5645,0.536,0.70325,0.8305,0.57825,0.70425,0.75275,0.33525,0.1912499999999999,0.2897499999999999,0.5395,0.3279999999999999,0.32675,0.34325,0.33575,0.50575,0.35675,0.59225,0.397,0.32525,0.56375,0.408,0.3655,0.515,0.24675,0.286,0.54975,0.2897499999999999,0.397,0.22075,0.51375,0.1882499999999999,0.33325,0.17575,0.9775,0.4185,0.1997499999999999,0.8452500000000001,0.4389999999999999,0.3295,0.14275,0.533,0.351,0.584,0.3665,0.25425,0.1967499999999999,0.33525,0.217,0.133,0.15775,0.5835,0.11125,0.3924999999999999,0.3542499999999999,0.16475,0.14,0.20375,0.1955,0.3409999999999999,0.247,0.18375,0.24625,0.57,0.15975,0.4529999999999999,0.2644999999999999,0.20825,0.0782499999999999,0.22075,0.2495,0.2155,0.05225,0.1345,0.1144999999999999,0.0825,0.296,0.0752499999999999,0.25625,0.39275,0.1564999999999999,0.0885,0.0717499999999999,0.26125,0.1345,0.192,0.1089999999999999,0.12025,0.1059999999999999,0.17325,0.093,0.3462499999999999,0.1079999999999999,0.23025,0.1505,0.4255,0.03225,0.11025,0.0815,0.05225,0.3582499999999999,0.21125,0.7515000000000001,0.235,0.1267499999999999,0.04575,0.3169999999999999,0.0334999999999999,0.0484999999999999,0.10425,0.177,0.05075,0.145,0.271,0.128,0.66775,0.3405,0.3375,0.26275,0.0665,0.0499999999999999,0.0419999999999999,0.0632499999999999,0.012,0.1175,0.09075,0.024
Crash (2004),0.96875,0.91725,0.8572500000000001,0.96875,0.90075,0.8987499999999999,0.90075,0.99875,0.82925,0.76075,0.69325,0.63525,0.7205,0.71475,0.56175,0.69975,0.46525,0.6825,0.37625,0.6265,0.75675,0.2995,0.404,0.50425,0.3515,0.37875,0.54925,0.4509999999999999,0.35075,0.1535,0.32325,0.99875,0.361,0.1795,0.7949999999999999,0.39225,0.27775,0.44175,0.2194999999999999,0.35975,0.41225,0.281,0.6425,0.361,0.1855,0.38075,0.46575,0.4034999999999999,0.54675,0.3635,0.351,0.2175,0.0969999999999999,0.3275,0.92225,0.2299999999999999,0.0504999999999999,0.38325,0.4087499999999999,0.3472499999999999,0.18125,0.93275,0.402,0.0509999999999999,0.409,0.29025,0.1669999999999999,0.32525,0.1564999999999999,0.4265,0.3209999999999999,0.1942499999999999,0.245,0.18175,0.23125,0.2035,0.06225,0.1357499999999999,0.09525,0.304,0.1084999999999999,0.38875,0.2554999999999999,0.0742499999999999,0.16375,0.2714999999999999,0.17775,0.092,0.24125,0.1669999999999999,0.17425,0.32775,0.18675,0.1649999999999999,0.2815,0.089,0.1535,0.1684999999999999,0.3097499999999999,0.1285,0.9195,0.21675,0.123,0.10425,0.0414999999999999,0.8002499999999999,0.603,0.0707499999999999,0.17725,0.05275,0.0747499999999999,0.1114999999999999,0.082,0.061,0.1272499999999999,0.079,0.09375,0.076,0.0334999999999999,0.15475,0.0722499999999999,0.0349999999999999,0.0544999999999999,0.0652499999999999,0.9235,0.0815,0.15225,0.05475,0.04175,0.0702499999999999,0.03675,0.029,0.0787499999999999,0.204,0.05425,0.0712499999999999,0.0772499999999999,0.24275,0.09125,0.09425,0.32725,0.0399999999999999,0.27375,0.2345,0.11425,0.2955,0.0574999999999999,0.03075,0.0499999999999999
"Girl in the Café, The (2005)",0.9115,0.8600000000000001,0.9205,0.8600000000000001,0.8600000000000001,0.9595,0.8600000000000001,0.8600000000000001,0.94725,0.75875,0.5485,0.71425,0.81925,0.7969999999999999,0.428,0.706,0.72075,0.71675,0.295,0.65225,0.998,0.2835,0.52825,0.71175,0.4335,0.78,0.36675,0.45975,0.3645,0.3285,0.38625,0.31525,0.68775,0.33075,0.57025,0.364,0.3794999999999999,0.396,0.20925,0.409,0.261,0.27325,0.4659999999999999,0.52725,0.67525,0.2007499999999999,0.25,0.25525,0.35575,0.4255,0.261,0.35475,0.25275,0.71175,0.38225,0.52075,0.0429999999999999,0.23275,0.366,0.21275,0.265,0.3055,0.0677499999999999,0.0944999999999999,0.20875,0.2314999999999999,0.09125,0.383,0.3894999999999999,0.5185,0.22275,0.50925,0.1149999999999999,0.24975,0.21775,0.1144999999999999,0.1397499999999999,0.416,0.193,0.2694999999999999,0.093,0.1775,0.4054999999999999,0.09625,0.145,0.4842499999999999,0.204,0.1089999999999999,0.26625,0.1357499999999999,0.1505,0.073,0.4267499999999999,0.088,0.082,0.0727499999999999,0.275,0.22025,0.41225,0.04925,0.214,0.28,0.10275,0.1129999999999999,0.1149999999999999,0.3662499999999999,0.1337499999999999,0.0979999999999999,0.1267499999999999,0.04875,0.0232499999999999,0.10025,0.1765,0.04125,0.18025,0.0944999999999999,0.12125,0.0652499999999999,0.0825,0.1915,0.1694999999999999,0.10025,0.1287499999999999,0.05075,0.0657499999999999,0.0635,0.0935,0.04625,0.0479999999999999,0.03575,0.0444999999999999,0.0439999999999999,0.0605,0.15675,0.04575,0.3225,0.08925,0.03275,0.29825,0.09875,0.1887499999999999,0.0817499999999999,0.03025,0.0662499999999999,0.09075,0.11375,0.0682499999999999,0.194,0.03375
Slim Susie (Smala Sussie) (2003),0.911,0.8732500000000001,0.7777499999999999,0.72675,0.8899999999999999,0.8732500000000001,0.63675,0.73375,0.63675,0.696,0.8734999999999999,0.33425,0.8254999999999999,0.6505,0.819,0.44725,0.8,0.66525,0.622,0.3115,0.549,0.7965,0.924,0.51725,0.57375,0.696,0.58775,0.602,0.246,0.62975,0.278,0.27175,0.476,0.2915,0.42825,0.6765,0.43225,0.44325,0.196,0.4549999999999999,0.434,0.33725,0.6475,0.552,0.6425,0.3185,0.28225,0.52875,0.1594999999999999,0.1649999999999999,0.434,0.5015,0.8,0.51725,0.082,0.1855,0.11525,0.50125,0.502,0.1805,0.8414999999999999,0.4755,0.8492500000000001,0.1659999999999999,0.24725,0.15875,0.15325,0.2319999999999999,0.069,0.245,0.38825,0.2784999999999999,0.14875,0.3442499999999999,0.4024999999999999,0.1372499999999999,0.05525,0.27225,0.21075,0.27,0.11675,0.16175,0.4485,0.4367499999999999,0.2574999999999999,0.27375,0.276,0.0837499999999999,0.482,0.6635,0.29,0.05025,0.11925,0.256,0.2319999999999999,0.0822499999999999,0.0715,0.04625,0.073,0.3425,0.2125,0.1835,0.14425,0.0747499999999999,0.2847499999999999,0.152,0.2045,0.1275,0.0459999999999999,0.2867499999999999,0.065,0.482,0.308,0.04775,0.0935,0.18475,0.0285,0.1285,0.3395,0.0725,0.0939999999999999,0.0752499999999999,0.1365,0.10475,0.11025,0.025,0.4034999999999999,0.1275,0.0275,0.3145,0.06125,0.17825,0.02975,0.1654999999999999,0.47275,0.03225,0.06175,0.0255,0.0242499999999999,0.1277499999999999,0.0272499999999999,0.0569999999999999,0.191,0.074,0.242,0.28025,0.0564999999999999,0.0185,0.02975
Thank You for Smoking (2006),0.96175,0.9135,0.949,0.96175,0.8707499999999999,0.8687499999999999,0.9135,0.8707499999999999,0.9135,0.82575,0.911,0.7582500000000001,0.80375,0.3864999999999999,0.52425,0.695,0.8454999999999999,0.669,0.91125,0.70875,0.96925,0.54825,0.8009999999999999,0.72175,0.48475,0.949,0.4405,0.72025,0.3047499999999999,0.1564999999999999,0.64625,0.482,0.40475,0.17775,0.58825,0.3299999999999999,0.5775,0.286,0.1795,0.40025,0.241,0.37175,0.3025,0.977,0.3545,0.397,0.2885,0.4982499999999999,0.2995,0.3735,0.241,0.21725,0.67675,0.72175,0.479,0.41125,0.1377499999999999,0.2534999999999999,0.4107499999999999,0.47,0.22325,0.4107499999999999,0.5155,0.0807499999999999,0.4135,0.483,0.129,0.1975,0.59775,0.4479999999999999,0.26875,0.1372499999999999,0.142,0.0954999999999999,0.388,0.1684999999999999,0.10175,0.22725,0.10675,0.28075,0.1325,0.64475,0.215,0.0954999999999999,0.136,0.379,0.123,0.1579999999999999,0.21625,0.1545,0.20375,0.04875,0.173,0.1785,0.8422499999999999,0.0675,0.194,0.1049999999999999,0.52275,0.17875,0.8647499999999999,0.522,0.123,0.0569999999999999,0.04625,0.4659999999999999,0.1654999999999999,0.0959999999999999,0.0852499999999999,0.24925,0.11625,0.1815,0.12375,0.05075,0.1594999999999999,0.0825,0.1312499999999999,0.0682499999999999,0.076,0.1515,0.11975,0.04225,0.0757499999999999,0.0705,0.22875,0.0715,0.1895,0.09675,0.072,0.0469999999999999,0.05125,0.03525,0.2264999999999999,0.0949999999999999,0.0459999999999999,0.2229999999999999,0.1119999999999999,0.217,0.378,0.24475,0.217,0.0504999999999999,0.17575,0.14175,0.09025,0.09925,0.1054999999999999,0.0812499999999999,0.0374999999999999
Metal: A Headbanger's Journey (2005),0.8207500000000001,0.7657499999999999,0.72375,0.74025,0.7657499999999999,0.7975000000000001,0.61725,0.74025,0.72375,0.5015,0.702,0.71425,0.485,0.50075,0.538,0.2744999999999999,0.58075,0.66075,0.57175,0.64725,0.59775,0.573,0.55725,0.59775,0.6265,0.42125,0.402,0.59925,0.6905,0.291,0.7335,0.4539999999999999,0.2504999999999999,0.583,0.3485,0.3205,0.2997499999999999,0.11975,0.7845,0.4692499999999999,0.98025,0.22525,0.427,0.4034999999999999,0.534,0.4812499999999999,0.4215,0.396,0.2065,0.4639999999999999,0.522,0.2244999999999999,0.4942499999999999,0.22625,0.648,0.24175,0.97475,0.40225,0.2624999999999999,0.24625,0.24,0.21,0.4485,0.4625,0.34375,0.8747499999999999,0.1372499999999999,0.3037499999999999,0.1129999999999999,0.21725,0.1265,0.185,0.2219999999999999,0.1937499999999999,0.23725,0.2445,0.2524999999999999,0.4117499999999999,0.128,0.2674999999999999,0.0782499999999999,0.3522499999999999,0.3249999999999999,0.1664999999999999,0.17875,0.419,0.09025,0.11825,0.3365,0.2105,0.1397499999999999,0.7375,0.2214999999999999,0.155,0.18225,0.1154999999999999,0.24025,0.18475,0.08675,0.1069999999999999,0.194,0.1725,0.119,0.3472499999999999,0.09175,0.1972499999999999,0.1302499999999999,0.10075,0.214,0.0687499999999999,0.17375,0.2214999999999999,0.14125,0.04425,0.188,0.17525,0.0687499999999999,0.14775,0.10925,0.33375,0.0755,0.0489999999999999,0.10725,0.0747499999999999,0.08725,0.1594999999999999,0.09325,0.2005,0.0805,0.04625,0.061,0.0697499999999999,0.1367499999999999,0.1569999999999999,0.1395,0.3279999999999999,0.11975,0.145,0.18025,0.0757499999999999,0.059,0.05375,0.0584999999999999,0.16125,0.0677499999999999,0.0627499999999999,0.05425,0.21675,0.04225
"Live and Become (Va, vis et deviens) (2005)",0.924,0.8022499999999999,0.8015000000000001,0.8015000000000001,0.8015000000000001,0.8142499999999999,0.8015000000000001,0.8015000000000001,0.77075,0.7295,0.8022499999999999,0.881,0.3442499999999999,0.749,0.27925,0.7295,0.5905,0.48275,0.4455,0.49675,0.7645,0.80575,0.5905,0.70175,0.6395,0.407,0.604,0.2704999999999999,0.7205,0.712,0.5015,0.70175,0.4205,0.53175,0.37575,0.212,0.39125,0.60225,0.50775,0.5005,0.1275,0.3864999999999999,0.425,0.132,0.1684999999999999,0.3329999999999999,0.4732499999999999,0.1905,0.2887499999999999,0.59875,0.0454999999999999,0.279,0.42125,0.982,0.6575,0.0712499999999999,0.23225,0.151,0.56175,0.366,0.26175,0.1584999999999999,0.1505,0.0409999999999999,0.33775,0.2125,0.1405,0.35475,0.3555,0.16875,0.4605,0.27425,0.62725,0.28025,0.3309999999999999,0.2554999999999999,0.2554999999999999,0.121,0.2554999999999999,0.4712499999999999,0.35575,0.2784999999999999,0.1375,0.11325,0.15775,0.0735,0.4317499999999999,0.395,0.5365,0.1024999999999999,0.0772499999999999,0.38775,0.0379999999999999,0.11125,0.283,0.4295,0.34375,0.2664999999999999,0.0354999999999999,0.08675,0.04875,0.1957499999999999,0.1305,0.49475,0.0165,0.573,0.252,0.3662499999999999,0.3695,0.0212499999999999,0.27675,0.67075,0.26375,0.018,0.0795,0.066,0.0339999999999999,0.1019999999999999,0.2907499999999999,0.0167499999999999,0.2214999999999999,0.05925,0.2075,0.3165,0.03075,0.50675,0.21125,0.0419999999999999,0.0175,0.0287499999999999,0.2425,0.0615,0.0657499999999999,0.2219999999999999,0.474,0.0655,0.93475,0.029,0.088,0.04475,0.05525,0.48975,0.0762499999999999,0.0514999999999999,0.0125,0.2219999999999999,0.0504999999999999,0.015,0.083
Triad Election (Election 2) (Hak se wui yi wo wai kwai) (2006),0.99725,0.94825,0.90375,0.8680000000000001,0.9875,0.88625,0.8825000000000001,0.8825000000000001,0.906,0.8620000000000001,0.96775,0.7225,0.8825000000000001,0.678,0.8620000000000001,0.59525,0.51175,0.58475,0.62825,0.7855000000000001,0.88025,0.81,0.495,0.82925,0.7225,0.3475,0.9995,0.57175,0.7609999999999999,0.7855000000000001,0.5095,0.4105,0.3655,0.71675,0.78925,0.74025,0.7225,0.63475,0.3215,0.37575,0.44625,0.64,0.44475,0.16375,0.3904999999999999,0.605,0.479,0.24925,0.4317499999999999,0.60325,0.44625,0.51675,0.25575,0.82925,0.344,0.29825,0.214,0.37175,0.47975,0.2035,0.284,0.4135,0.1955,0.12175,0.503,0.8009999999999999,0.525,0.3369999999999999,0.576,0.1917499999999999,0.408,0.24575,0.58225,0.27125,0.34575,0.2204999999999999,0.34475,0.14975,0.5365,0.20975,0.24475,0.204,0.2279999999999999,0.08775,0.243,0.08725,0.36175,0.399,0.26725,0.608,0.24425,0.64375,0.1967499999999999,0.5425,0.18525,0.20775,0.178,0.126,0.0812499999999999,0.0394999999999999,0.5455,0.10825,0.1907499999999999,0.04325,0.23675,0.374,0.3295,0.0757499999999999,0.1044999999999999,0.27125,0.0262499999999999,0.57925,0.42925,0.26175,0.10325,0.15575,0.05675,0.2835,0.26025,0.05125,0.1159999999999999,0.1039999999999999,0.31625,0.4145,0.0785,0.16325,0.3259999999999999,0.13,0.0414999999999999,0.67575,0.38,0.0232499999999999,0.38025,0.27775,0.30825,0.079,0.1405,0.245,0.10025,0.257,0.1654999999999999,0.1699999999999999,0.04625,0.278,0.22325,0.1699999999999999,0.153,0.0792499999999999,0.067
S.P.L.: Kill Zone (Saat po long) (2005),0.946,0.946,0.817,0.946,0.946,0.84325,0.946,0.946,0.817,0.738,0.82375,0.6425,0.5785,0.518,0.923,0.52125,0.38575,0.4425,0.67175,0.5785,0.2664999999999999,0.925,0.64875,0.3595,0.959,0.67525,0.67,0.5345,0.4755,0.67525,0.4024999999999999,0.18225,0.265,0.1594999999999999,0.64325,0.4295,0.925,0.2005,0.50775,0.25925,0.2249999999999999,0.38775,0.47475,0.3215,0.4529999999999999,0.38375,0.50375,0.32775,0.2085,0.5185,0.1875,0.23375,0.4247499999999999,0.1445,0.3249999999999999,0.3675,0.2209999999999999,0.5715,0.28925,0.15825,0.2365,0.28075,0.5675,0.4247499999999999,0.202,0.16425,0.36275,0.3369999999999999,0.4555,0.2264999999999999,0.1985,0.45275,0.5665,0.1317499999999999,0.3652499999999999,0.3505,0.2324999999999999,0.407,0.2574999999999999,0.09875,0.0915,0.3864999999999999,0.3612499999999999,0.20675,0.23575,0.134,0.23225,0.138,0.1049999999999999,0.248,0.21925,0.613,0.0685,0.1392499999999999,0.4695,0.1982499999999999,0.14775,0.18625,0.241,0.5265,0.05675,0.3095,0.25325,0.155,0.0554999999999999,0.46575,0.1355,0.11825,0.1405,0.185,0.39475,0.20975,0.10925,0.1902499999999999,0.085,0.09675,0.1405,0.55475,0.2115,0.0595,0.1709999999999999,0.077,0.176,0.244,0.04825,0.14,0.22125,0.21275,0.24175,0.131,0.1159999999999999,0.33725,0.04925,0.11675,0.062,0.1895,0.243,0.09975,0.0379999999999999,0.04775,0.11225,0.11875,0.09675,0.11275,0.10875,0.09325,0.0825,0.16475,0.0177499999999999
This Is England (2006),0.943,0.91425,0.91425,0.8660000000000001,0.943,0.8660000000000001,0.91425,0.91425,0.91425,0.8660000000000001,0.88775,0.8460000000000001,0.7955000000000001,0.95125,0.74475,0.4559999999999999,0.45775,0.4135,0.417,0.7955000000000001,0.7205,0.28925,0.45775,0.49175,0.295,0.4715,0.20525,0.1704999999999999,0.2385,0.91775,0.4812499999999999,0.51675,0.15975,0.92075,0.3764999999999999,0.2534999999999999,0.3305,0.26025,0.7125,0.182,0.82375,0.20375,0.21175,0.205,0.92075,0.4307499999999999,0.2947499999999999,0.3285,0.43225,0.28325,0.82375,0.2385,0.20475,0.49175,0.427,0.16425,0.12275,0.4439999999999999,0.275,0.344,0.3295,0.16875,0.63775,0.942,0.4297499999999999,0.34675,0.20575,0.36,0.22825,0.144,0.294,0.15025,0.10475,0.1624999999999999,0.23925,0.17875,0.25025,0.251,0.277,0.1952499999999999,0.0539999999999999,0.237,0.23525,0.09075,0.29025,0.0735,0.1699999999999999,0.1014999999999999,0.09,0.10425,0.32625,0.1029999999999999,0.1357499999999999,0.0944999999999999,0.10775,0.2214999999999999,0.0949999999999999,0.14,0.0797499999999999,0.256,0.414,0.291,0.47775,0.059,0.1019999999999999,0.131,0.18225,0.298,0.09275,0.0449999999999999,0.05175,0.09,0.128,0.123,0.1019999999999999,0.10525,0.2219999999999999,0.04575,0.0235,0.2115,0.09125,0.0625,0.09375,0.14225,0.0999999999999999,0.0414999999999999,0.05125,0.52575,0.04375,0.04425,0.0349999999999999,0.1325,0.017,0.03525,0.1775,0.0429999999999999,0.2674999999999999,0.0655,0.09625,0.0815,0.0735,0.085,0.18325,0.128,0.0414999999999999,0.03875,0.0792499999999999,0.0595,0.0132499999999999
Breaking News (Daai si gin) (2004),0.9485,0.925,0.925,0.9155,0.9485,0.9155,0.9155,0.9155,0.91975,0.66025,0.9545,0.294,0.69325,0.29325,0.65525,0.45825,0.56775,0.54125,0.78575,0.49475,0.60725,0.9815,0.435,0.74625,0.9815,0.5805,0.9795,0.5205,0.6265,0.37775,0.59025,0.31275,0.50625,0.733,0.5995,0.4775,0.9815,0.50625,0.3655,0.3665,0.2145,0.53825,0.6275,0.7225,0.401,0.51825,0.482,0.59875,0.52975,0.52975,0.15275,0.54125,0.70375,0.60725,0.14625,0.4367499999999999,0.1885,0.51225,0.194,0.1297499999999999,0.30225,0.3774999999999999,0.25575,0.1634999999999999,0.16575,0.28525,0.3335,0.379,0.10475,0.4357499999999999,0.361,0.24775,0.70925,0.09325,0.46025,0.3005,0.214,0.7965,0.51775,0.1629999999999999,0.26325,0.3409999999999999,0.1149999999999999,0.211,0.3077499999999999,0.1104999999999999,0.1907499999999999,0.3299999999999999,0.41725,0.3235,0.1245,0.0645,0.1694999999999999,0.4245,0.09325,0.0964999999999999,0.18525,0.411,0.0812499999999999,0.04675,0.131,0.25525,0.21325,0.37825,0.205,0.05975,0.22025,0.21,0.4205,0.60175,0.56925,0.0712499999999999,0.5925,0.61025,0.17525,0.26075,0.1185,0.4117499999999999,0.18175,0.05125,0.0842499999999999,0.0262499999999999,0.16225,0.16525,0.153,0.1185,0.0802499999999999,0.2435,0.134,0.05575,0.066,0.3399999999999999,0.0265,0.47,0.40625,0.04325,0.17075,0.16675,0.0354999999999999,0.1405,0.31025,0.28025,0.069,0.2324999999999999,0.28825,0.08675,0.1074999999999999,0.04775,0.0944999999999999
Keoma (1976),0.91675,0.918,0.918,0.8180000000000001,0.8565,0.8162499999999999,0.82175,0.8260000000000001,0.918,0.918,0.82325,0.72375,0.8122499999999999,0.44525,0.82325,0.7915000000000001,0.8260000000000001,0.39625,0.33625,0.7045,0.4629999999999999,0.7615000000000001,0.24575,0.3914999999999999,0.4629999999999999,0.69175,0.60475,0.20625,0.20525,0.8460000000000001,0.58375,0.66875,0.27425,0.248,0.27175,0.4485,0.3642499999999999,0.3502499999999999,0.15125,0.27375,0.64575,0.25675,0.259,0.59775,0.2485,0.4439999999999999,0.427,0.4285,0.6935,0.10725,0.25075,0.282,0.347,0.274,0.1564999999999999,0.18025,0.135,0.27125,0.2005,0.4237499999999999,0.8245,0.39125,0.2017499999999999,0.391,0.0257499999999999,0.20575,0.78175,0.28,0.4067499999999999,0.18625,0.2475,0.37875,0.3169999999999999,0.241,0.186,0.9435,0.33925,0.16875,0.52475,0.08625,0.0979999999999999,0.2845,0.15075,0.20375,0.282,0.0434999999999999,0.1599999999999999,0.3097499999999999,0.118,0.33775,0.1099999999999999,0.10025,0.2095,0.2825,0.1415,0.7135,0.134,0.1124999999999999,0.37625,0.05975,0.0529999999999999,0.0339999999999999,0.2224999999999999,0.0514999999999999,0.7869999999999999,0.12475,0.05825,0.61525,0.3864999999999999,0.092,0.0364999999999999,0.09725,0.0394999999999999,0.31525,0.0595,0.7967500000000001,0.119,0.1825,0.06075,0.0792499999999999,0.0292499999999999,0.0272499999999999,0.17725,0.201,0.1252499999999999,0.0187499999999999,0.0225,0.36275,0.3045,0.05175,0.09475,0.0625,0.0197499999999999,0.11925,0.0232499999999999,0.0519999999999999,0.0735,0.06225,0.04425,0.024,0.0227499999999999,0.259,0.0162499999999999,0.15125,0.0449999999999999,0.0112499999999999,0.14975,0.04625,0.0132499999999999
