movieId,independent film,betrayal,runaway,culture clash,wartime,good,fight scenes,weapons,islam,chase,mentor,original,drama,weird,sacrifice,catastrophe,prejudice,vengeance,fun movie,period piece,predictable,greed,dialogue,drinking,survival,melancholic,adaptation,first contact,surveillance,light,fantasy world,death,unlikely friendships,not funny,stereotypes,british,life & death,life philosophy,transformation,very funny,family,nudity (full frontal - brief),camp,teen movie,irish accent,pornography,alternate history,childhood,russian,underrated,desert,indians,computer animation,alter ego,classic car,absurd,doctors,island,hospital,dysfunctional family,california,ensemble cast,creativity,rebellion,too long,women,quirky,brothers,multiple storylines,foul language,pulp,prison,good music,awesome soundtrack,sexy,simple,queer,mad scientist,1930s,radio,new jersey,memory,nudity (topless - brief),blindness,internet,80s,interracial romance,writers,nudity (rear),race,notable nudity,small town,finnish,tokyo,kidnapping,bollywood,wilderness,oil,australia,farce,censorship,film noir,hotel,hunting,atheism,graphic novel,road movie,god,texas,immortality,trilogy,too short,best of 2005,buddy movie,time,san francisco,directorial debut,snakes,remake,new york city,potential oscar nom,made for tv,stoner movie,divorce,no plot,stand-up comedy,adoption,dreams,addiction,hip hop,cancer,ghosts/afterlife,lawyer,kick-butt women,unlikeable characters,workplace,fashion,robert downey jr,french,father daughter relationship,single father,los angeles,reality tv,goth,shopping,wine,homeless,prostitution,documentary
Von Ryan's Express (1965),0.8262499999999999,0.7605,0.7225,0.7605,0.94475,0.7945,0.8554999999999999,0.8554999999999999,0.52775,0.8965000000000001,0.636,0.7185,0.7225,0.692,0.4925,0.544,0.4755,0.64225,0.66525,0.37,0.64375,0.7605,0.69075,0.68125,0.64125,0.634,0.7745,0.3087499999999999,0.5775,0.421,0.3405,0.3085,0.549,0.36175,0.6895,0.8075000000000001,0.3295,0.31225,0.29425,0.34375,0.27225,0.40825,0.9115,0.3269999999999999,0.20425,0.2165,0.3462499999999999,0.3159999999999999,0.288,0.3047499999999999,0.4419999999999999,0.122,0.27225,0.27575,0.31525,0.25175,0.24975,0.33325,0.22175,0.189,0.31775,0.18675,0.174,0.154,0.1604999999999999,0.1865,0.22175,0.123,0.21,0.1955,0.17925,0.987,0.18625,0.18625,0.21825,0.2857499999999999,0.29,0.1485,0.192,0.1589999999999999,0.33125,0.1425,0.18225,0.1074999999999999,0.10275,0.17575,0.2704999999999999,0.11925,0.2219999999999999,0.33575,0.14775,0.1945,0.1679999999999999,0.1029999999999999,0.16975,0.11425,0.10125,0.1004999999999999,0.12,0.1972499999999999,0.0837499999999999,0.1355,0.18425,0.071,0.0687499999999999,0.073,0.14275,0.0687499999999999,0.062,0.081,0.0752499999999999,0.0762499999999999,0.0715,0.2075,0.093,0.1654999999999999,0.1225,0.1257499999999999,0.077,0.1897499999999999,0.03875,0.0815,0.1265,0.0964999999999999,0.10525,0.0842499999999999,0.0845,0.09475,0.0579999999999999,0.05775,0.0404999999999999,0.074,0.1475,0.0677499999999999,0.084,0.0755,0.0935,0.0662499999999999,0.08825,0.05425,0.04125,0.0662499999999999,0.0534999999999999,0.0292499999999999,0.0414999999999999,0.064,0.0687499999999999,0.0994999999999999,0.026
Uncommon Valor (1983),0.8009999999999999,0.64075,0.668,0.4822499999999999,0.8009999999999999,0.6585,0.94675,0.94675,0.4347499999999999,0.94675,0.85825,0.747,0.5655,0.3522499999999999,0.736,0.4702499999999999,0.668,0.6625,0.68125,0.1902499999999999,0.45275,0.4085,0.38,0.33325,0.44375,0.40825,0.2957499999999999,0.26225,0.32025,0.23275,0.33075,0.33575,0.40825,0.3435,0.1895,0.1307499999999999,0.2754999999999999,0.31775,0.2674999999999999,0.22775,0.30425,0.411,0.8647499999999999,0.4085,0.20775,0.28325,0.235,0.206,0.15675,0.3784999999999999,0.1039999999999999,0.14575,0.177,0.27575,0.1892499999999999,0.21575,0.1907499999999999,0.1679999999999999,0.156,0.2314999999999999,0.48975,0.30425,0.14325,0.0717499999999999,0.066,0.1257499999999999,0.26325,0.2987499999999999,0.2475,0.17075,0.21725,0.48175,0.11575,0.14875,0.1445,0.11425,0.1382499999999999,0.15025,0.09075,0.11825,0.11975,0.2125,0.399,0.15275,0.1367499999999999,0.521,0.08675,0.1405,0.18275,0.18675,0.40125,0.14225,0.03,0.1475,0.156,0.06225,0.10675,0.1745,0.061,0.09625,0.10175,0.09225,0.0842499999999999,0.24275,0.09525,0.0529999999999999,0.10075,0.0627499999999999,0.41325,0.1074999999999999,0.11625,0.1044999999999999,0.03275,0.1952499999999999,0.119,0.11775,0.08675,0.1795,0.0752499999999999,0.0855,0.0865,0.0845,0.10325,0.086,0.0705,0.08,0.08625,0.09475,0.0827499999999999,0.064,0.073,0.05975,0.05225,0.0615,0.0782499999999999,0.0817499999999999,0.0285,0.1139999999999999,0.063,0.05725,0.1004999999999999,0.1397499999999999,0.0564999999999999,0.0524999999999999,0.1392499999999999,0.03025,0.0235,0.06,0.0232499999999999
Too Late the Hero (1970),0.89625,0.8987499999999999,0.774,0.8987499999999999,0.97275,0.5255,0.6705,0.7745,0.547,0.8154999999999999,0.74525,0.64525,0.5375,0.8987499999999999,0.69275,0.574,0.6355,0.61925,0.50225,0.57625,0.43125,0.645,0.663,0.774,0.7709999999999999,0.4277499999999999,0.24475,0.43125,0.3025,0.35575,0.4367499999999999,0.2885,0.388,0.3525,0.4187499999999999,0.649,0.572,0.26225,0.23475,0.35575,0.674,0.5015,0.8320000000000001,0.2289999999999999,0.24075,0.24725,0.15275,0.18425,0.3375,0.12275,0.66925,0.17275,0.1835,0.1704999999999999,0.1395,0.15,0.244,0.79575,0.27,0.45925,0.4702499999999999,0.4475,0.24375,0.3465,0.3595,0.42125,0.16825,0.0984999999999999,0.2259999999999999,0.14425,0.241,0.15775,0.1475,0.1644999999999999,0.18525,0.1902499999999999,0.40275,0.15475,0.17475,0.633,0.0414999999999999,0.1664999999999999,0.46025,0.2867499999999999,0.1362499999999999,0.2475,0.267,0.1465,0.38425,0.16725,0.20475,0.1669999999999999,0.0574999999999999,0.3309999999999999,0.27975,0.1485,0.03975,0.09225,0.359,0.1897499999999999,0.0489999999999999,0.10775,0.1982499999999999,0.2704999999999999,0.0865,0.16275,0.1674999999999999,0.04325,0.1982499999999999,0.08725,0.0675,0.074,0.05075,0.38775,0.0404999999999999,0.187,0.04125,0.38475,0.1139999999999999,0.1579999999999999,0.2624999999999999,0.0227499999999999,0.087,0.14075,0.0875,0.0469999999999999,0.0499999999999999,0.05725,0.04525,0.0389999999999999,0.04925,0.0414999999999999,0.0725,0.089,0.1947499999999999,0.0574999999999999,0.1235,0.03075,0.04875,0.0625,0.09025,0.05075,0.0637499999999999,0.03625,0.0419999999999999,0.0117499999999999,0.02975,0.0464999999999999,0.029
Bat*21 (1988),0.93275,0.79925,0.7517499999999999,0.7517499999999999,0.93275,0.80125,0.7947500000000001,0.7947500000000001,0.8280000000000001,0.7947500000000001,0.8855,0.6315,0.7517499999999999,0.652,0.652,0.47975,0.8280000000000001,0.46575,0.433,0.47075,0.3485,0.571,0.3265,0.486,0.69125,0.38225,0.8109999999999999,0.37525,0.3129999999999999,0.407,0.27175,0.25375,0.4357499999999999,0.3215,0.1584999999999999,0.09875,0.2189999999999999,0.3722499999999999,0.3425,0.27475,0.36375,0.28075,0.3492499999999999,0.24325,0.25125,0.154,0.2075,0.2269999999999999,0.2857499999999999,0.44675,0.122,0.1885,0.2274999999999999,0.31875,0.1694999999999999,0.2199999999999999,0.18075,0.04575,0.15775,0.1629999999999999,0.1877499999999999,0.059,0.14325,0.0394999999999999,0.0815,0.3255,0.17425,0.208,0.146,0.064,0.1684999999999999,0.11125,0.15925,0.1405,0.1312499999999999,0.2012499999999999,0.1134999999999999,0.075,0.0949999999999999,0.5,0.1574999999999999,0.0685,0.302,0.1019999999999999,0.124,0.40425,0.1245,0.1435,0.134,0.294,0.118,0.128,0.1114999999999999,0.062,0.0697499999999999,0.0865,0.06075,0.05775,0.0725,0.133,0.0632499999999999,0.0994999999999999,0.1099999999999999,0.1375,0.04825,0.06225,0.0974999999999999,0.03425,0.09125,0.0424999999999999,0.0444999999999999,0.0359999999999999,0.0424999999999999,0.297,0.0745,0.16675,0.0559999999999999,0.0935,0.03825,0.0832499999999999,0.0564999999999999,0.0847499999999999,0.0845,0.0757499999999999,0.0564999999999999,0.09975,0.0722499999999999,0.0787499999999999,0.131,0.0697499999999999,0.08925,0.15575,0.0979999999999999,0.0687499999999999,0.03225,0.0717499999999999,0.0329999999999999,0.0625,0.03775,0.03275,0.0645,0.0735,0.04425,0.04775,0.03475,0.0329999999999999,0.04725,0.0334999999999999,0.03575
"Beast of War, The (Beast, The) (1988)",0.98475,0.66925,0.66875,0.66875,0.98475,0.51025,0.49975,0.8507499999999999,0.94675,0.48775,0.46975,0.69625,0.66875,0.63925,0.46275,0.4367499999999999,0.587,0.74325,0.49975,0.3715,0.27125,0.52775,0.51675,0.629,0.5695,0.61275,0.28825,0.208,0.1175,0.278,0.255,0.25625,0.4972499999999999,0.3532499999999999,0.2345,0.24225,0.30725,0.26125,0.1735,0.267,0.0615,0.288,0.34025,0.11475,0.23125,0.4619999999999999,0.1195,0.136,0.8847499999999999,0.31475,0.77475,0.11425,0.1609999999999999,0.12225,0.1765,0.2314999999999999,0.186,0.078,0.151,0.18525,0.275,0.11175,0.154,0.436,0.10225,0.16175,0.1962499999999999,0.1704999999999999,0.155,0.17625,0.1365,0.11375,0.1129999999999999,0.12325,0.1564999999999999,0.11825,0.1372499999999999,0.16475,0.1044999999999999,0.17525,0.1295,0.0785,0.1149999999999999,0.1312499999999999,0.0865,0.12125,0.0885,0.118,0.1709999999999999,0.0444999999999999,0.05425,0.197,0.3455,0.175,0.1455,0.082,0.3745,0.10675,0.18425,0.1149999999999999,0.10575,0.09375,0.09125,0.43525,0.0775,0.0692499999999999,0.078,0.0775,0.0424999999999999,0.0454999999999999,0.04225,0.03175,0.092,0.0499999999999999,0.0324999999999999,0.0324999999999999,0.1287499999999999,0.03375,0.017,0.0207499999999999,0.066,0.16975,0.0979999999999999,0.0474999999999999,0.062,0.1282499999999999,0.1059999999999999,0.0735,0.089,0.05625,0.0295,0.0339999999999999,0.0225,0.05625,0.04675,0.0625,0.04625,0.04925,0.04775,0.03675,0.0145,0.0519999999999999,0.0767499999999999,0.14875,0.0324999999999999,0.017,0.0247499999999999,0.03475,0.0419999999999999
Fat Man and Little Boy (1989),0.96225,0.9175,0.96225,0.8775,0.94025,0.619,0.32025,0.8265,0.96225,0.294,0.52975,0.81375,0.8775,0.67025,0.74325,0.60375,0.8775,0.4014999999999999,0.2269999999999999,0.9175,0.7275,0.619,0.5045,0.65325,0.24475,0.3804999999999999,0.37375,0.7275,0.205,0.274,0.262,0.3195,0.241,0.37475,0.24825,0.2155,0.22675,0.3662499999999999,0.403,0.2925,0.18425,0.1609999999999999,0.15725,0.16075,0.26075,0.38425,0.43,0.216,0.0852499999999999,0.31325,0.21875,0.26175,0.2405,0.15675,0.184,0.17125,0.246,0.2917499999999999,0.18725,0.2269999999999999,0.12475,0.25675,0.23675,0.1252499999999999,0.11175,0.1714999999999999,0.25075,0.09225,0.33225,0.05975,0.1445,0.0842499999999999,0.1215,0.0845,0.1619999999999999,0.0707499999999999,0.1545,0.1925,0.10375,0.1594999999999999,0.193,0.2085,0.2254999999999999,0.1397499999999999,0.2135,0.1019999999999999,0.1124999999999999,0.3605,0.16075,0.3095,0.21075,0.2604999999999999,0.09575,0.07,0.0519999999999999,0.063,0.0564999999999999,0.0499999999999999,0.0275,0.155,0.15525,0.0875,0.153,0.0499999999999999,0.15525,0.0314999999999999,0.14475,0.1385,0.1402499999999999,0.0687499999999999,0.03275,0.06075,0.05525,0.0579999999999999,0.15125,0.062,0.15,0.0549999999999999,0.0722499999999999,0.132,0.04275,0.0969999999999999,0.1169999999999999,0.0514999999999999,0.0707499999999999,0.10625,0.0722499999999999,0.084,0.1972499999999999,0.0534999999999999,0.06225,0.09475,0.0885,0.05275,0.0802499999999999,0.0925,0.04925,0.069,0.0277499999999999,0.0245,0.04725,0.0727499999999999,0.0652499999999999,0.059,0.04575,0.017,0.0394999999999999,0.0374999999999999,0.0459999999999999
"Big Red One, The (1980)",0.982,0.84125,0.8892500000000001,0.8892500000000001,0.982,0.617,0.604,0.604,0.625,0.604,0.4982499999999999,0.81,0.70075,0.8892500000000001,0.53925,0.4479999999999999,0.57675,0.83375,0.59,0.56775,0.25225,0.7649999999999999,0.7815000000000001,0.8892500000000001,0.73875,0.7649999999999999,0.32875,0.247,0.2234999999999999,0.38625,0.31325,0.5125,0.31475,0.3732499999999999,0.33775,0.17425,0.32825,0.33025,0.287,0.3159999999999999,0.21475,0.46775,0.8240000000000001,0.213,0.086,0.4095,0.1382499999999999,0.1965,0.1594999999999999,0.1922499999999999,0.4075,0.10525,0.156,0.4097499999999999,0.245,0.30225,0.1395,0.11575,0.2917499999999999,0.205,0.20625,0.16825,0.15825,0.141,0.1755,0.196,0.27075,0.1175,0.26075,0.135,0.243,0.14625,0.16025,0.1574999999999999,0.26275,0.128,0.1795,0.1285,0.14,0.11525,0.1297499999999999,0.09925,0.272,0.15425,0.0827499999999999,0.374,0.201,0.15725,0.2837499999999999,0.0772499999999999,0.11375,0.176,0.22725,0.20325,0.05025,0.0847499999999999,0.14325,0.0564999999999999,0.0777499999999999,0.0999999999999999,0.48375,0.23025,0.17725,0.0999999999999999,0.0444999999999999,0.1039999999999999,0.1515,0.0434999999999999,0.1144999999999999,0.0479999999999999,0.09075,0.0359999999999999,0.1579999999999999,0.0625,0.05525,0.10875,0.1382499999999999,0.0645,0.024,0.0795,0.16925,0.11375,0.18175,0.076,0.0389999999999999,0.09525,0.0657499999999999,0.0827499999999999,0.10475,0.0765,0.0359999999999999,0.0549999999999999,0.04325,0.0737499999999999,0.10525,0.0642499999999999,0.0207499999999999,0.0697499999999999,0.12275,0.03625,0.0257499999999999,0.03675,0.06025,0.1124999999999999,0.025,0.0384999999999999,0.03475,0.0489999999999999,0.05075
"Dogs of War, The (1980)",0.96,0.744,0.4832499999999999,0.85375,0.96,0.4347499999999999,0.855,0.8785000000000001,0.85375,0.855,0.42925,0.717,0.44775,0.4832499999999999,0.3555,0.4465,0.22775,0.6955,0.56075,0.28825,0.22825,0.70475,0.5265,0.44975,0.3005,0.4832499999999999,0.95375,0.27725,0.762,0.179,0.24875,0.372,0.18225,0.369,0.1149999999999999,0.511,0.205,0.6035,0.2887499999999999,0.235,0.1195,0.385,0.24725,0.15125,0.1312499999999999,0.20725,0.135,0.16375,0.2764999999999999,0.24625,0.3057499999999999,0.0584999999999999,0.1345,0.15375,0.279,0.2624999999999999,0.26025,0.1937499999999999,0.1335,0.1337499999999999,0.1215,0.06175,0.1257499999999999,0.12175,0.29425,0.1395,0.1952499999999999,0.0944999999999999,0.1977499999999999,0.0645,0.27075,0.16025,0.0752499999999999,0.0949999999999999,0.17325,0.1337499999999999,0.139,0.11225,0.0702499999999999,0.05975,0.1584999999999999,0.0657499999999999,0.156,0.078,0.09,0.25325,0.029,0.12425,0.0775,0.03475,0.11625,0.1355,0.0885,0.06225,0.0755,0.0835,0.1054999999999999,0.4065,0.145,0.0825,0.10575,0.1262499999999999,0.20475,0.1154999999999999,0.05125,0.072,0.1579999999999999,0.05125,0.1332499999999999,0.0404999999999999,0.09325,0.14475,0.1885,0.0314999999999999,0.0235,0.0722499999999999,0.0785,0.081,0.05275,0.09175,0.069,0.1955,0.11925,0.0635,0.1119999999999999,0.05225,0.0389999999999999,0.0544999999999999,0.146,0.0262499999999999,0.03,0.066,0.05925,0.04975,0.092,0.0637499999999999,0.0439999999999999,0.086,0.05825,0.0292499999999999,0.0147499999999999,0.02,0.0267499999999999,0.06225,0.0212499999999999,0.0349999999999999,0.206,0.05675,0.0137499999999999
Midway (1976),0.917,0.917,0.88625,0.758,0.9245,0.69325,0.55525,0.569,0.88625,0.55525,0.56125,0.68025,0.758,0.69275,0.77875,0.6075,0.8845000000000001,0.46425,0.55075,0.917,0.569,0.5115,0.57625,0.69275,0.3672499999999999,0.5115,0.29,0.569,0.26675,0.40825,0.295,0.1775,0.2035,0.357,0.3682499999999999,0.2674999999999999,0.137,0.24175,0.346,0.3345,0.22675,0.365,0.36975,0.2269999999999999,0.2544999999999999,0.25775,0.411,0.2035,0.21275,0.2905,0.15025,0.1285,0.15825,0.1265,0.2435,0.143,0.118,0.42325,0.194,0.3067499999999999,0.2324999999999999,0.4702499999999999,0.1765,0.1952499999999999,0.16775,0.1435,0.1775,0.15475,0.2027499999999999,0.16125,0.14125,0.1024999999999999,0.16475,0.16475,0.16375,0.0755,0.1465,0.119,0.20525,0.3169999999999999,0.126,0.1372499999999999,0.1885,0.0737499999999999,0.1257499999999999,0.126,0.96925,0.12425,0.141,0.23925,0.1775,0.10025,0.24675,0.66575,0.09575,0.04725,0.063,0.17675,0.091,0.1185,0.153,0.08975,0.11175,0.0424999999999999,0.0665,0.15675,0.10325,0.09225,0.15975,0.0755,0.05425,0.0762499999999999,0.12325,0.09275,0.0772499999999999,0.1034999999999999,0.0534999999999999,0.072,0.0369999999999999,0.0444999999999999,0.0489999999999999,0.2289999999999999,0.16275,0.04775,0.0885,0.0737499999999999,0.0584999999999999,0.06175,0.0549999999999999,0.026,0.0632499999999999,0.03725,0.04725,0.075,0.08925,0.05225,0.0429999999999999,0.0627499999999999,0.0504999999999999,0.04425,0.03075,0.0765,0.076,0.04025,0.04125,0.03225,0.0212499999999999,0.0499999999999999,0.0217499999999999
MacArthur (1977),0.9695,0.95375,0.96575,0.72675,0.9695,0.56,0.50575,0.841,0.96575,0.71275,0.8647499999999999,0.649,0.67525,0.72675,0.53825,0.6355,0.65525,0.43625,0.50575,0.95375,0.482,0.47275,0.42525,0.72675,0.37,0.56575,0.39425,0.3055,0.24525,0.3185,0.34475,0.486,0.4107499999999999,0.361,0.24875,0.2005,0.392,0.4355,0.283,0.36875,0.3874999999999999,0.437,0.3155,0.30225,0.1535,0.26,0.14575,0.285,0.2045,0.24,0.1019999999999999,0.148,0.16875,0.24825,0.144,0.1639999999999999,0.187,0.58125,0.15625,0.1902499999999999,0.3037499999999999,0.10525,0.17125,0.248,0.3695,0.194,0.1992499999999999,0.0642499999999999,0.24225,0.05975,0.17525,0.15375,0.1257499999999999,0.14625,0.11925,0.1609999999999999,0.11875,0.3235,0.41825,0.21075,0.09725,0.23625,0.10675,0.1312499999999999,0.1215,0.12375,0.215,0.144,0.20525,0.2895,0.05375,0.0775,0.26925,0.3185,0.11125,0.0737499999999999,0.059,0.074,0.47175,0.0875,0.26,0.10925,0.1505,0.0852499999999999,0.0782499999999999,0.0524999999999999,0.0715,0.0782499999999999,0.09375,0.15125,0.09325,0.03775,0.0685,0.0999999999999999,0.134,0.1372499999999999,0.1064999999999999,0.0652499999999999,0.0444999999999999,0.1505,0.1034999999999999,0.10125,0.1305,0.07,0.0469999999999999,0.05175,0.0379999999999999,0.0625,0.0727499999999999,0.05775,0.04075,0.147,0.03775,0.076,0.09575,0.1267499999999999,0.1104999999999999,0.10375,0.062,0.0389999999999999,0.0529999999999999,0.0657499999999999,0.0272499999999999,0.03075,0.03025,0.0187499999999999,0.0217499999999999,0.0319999999999999,0.03175
Behind Enemy Lines (2001),0.9435,0.525,0.4505,0.525,0.9435,0.7689999999999999,0.981,0.981,0.526,0.981,0.44525,0.61475,0.59,0.4505,0.60675,0.7689999999999999,0.3702499999999999,0.56775,0.941,0.24825,0.74525,0.4317499999999999,0.46425,0.4505,0.7465,0.3309999999999999,0.2475,0.5475,0.61825,0.35475,0.22775,0.22975,0.135,0.348,0.5215,0.10025,0.1845,0.3665,0.31275,0.26925,0.197,0.2375,0.2724999999999999,0.235,0.23525,0.1535,0.16325,0.11875,0.20775,0.1382499999999999,0.178,0.1009999999999999,0.1644999999999999,0.24575,0.21775,0.15925,0.10625,0.15525,0.22475,0.1347499999999999,0.16325,0.04775,0.15225,0.0752499999999999,0.11825,0.1915,0.16425,0.128,0.1277499999999999,0.08675,0.18475,0.10475,0.0625,0.08825,0.18225,0.17675,0.119,0.083,0.04475,0.14125,0.0979999999999999,0.05675,0.0685,0.1684999999999999,0.1634999999999999,0.0959999999999999,0.08675,0.14225,0.1367499999999999,0.0939999999999999,0.1629999999999999,0.0695,0.05275,0.06025,0.1114999999999999,0.068,0.0687499999999999,0.088,0.06075,0.0822499999999999,0.04725,0.08725,0.079,0.1584999999999999,0.05475,0.068,0.0845,0.0579999999999999,0.05775,0.074,0.0772499999999999,0.0925,0.029,0.259,0.03125,0.124,0.0469999999999999,0.03875,0.1352499999999999,0.0479999999999999,0.03525,0.0394999999999999,0.069,0.09375,0.09075,0.0812499999999999,0.0627499999999999,0.04675,0.0627499999999999,0.1059999999999999,0.0429999999999999,0.0605,0.0504999999999999,0.062,0.0409999999999999,0.0479999999999999,0.0705,0.05275,0.04675,0.0394999999999999,0.05675,0.05625,0.0539999999999999,0.0509999999999999,0.0494999999999999,0.03025,0.0334999999999999,0.04325,0.03075
Black Hawk Down (2001),0.9855,0.94275,0.93225,0.94275,0.9855,0.90475,0.8905000000000001,0.8905000000000001,0.8827499999999999,0.8905000000000001,0.877,0.73825,0.94275,0.90475,0.877,0.67075,0.8827499999999999,0.9305,0.69675,0.7722500000000001,0.53575,0.58125,0.8985000000000001,0.8620000000000001,0.723,0.7665,0.91525,0.417,0.4265,0.371,0.31975,0.4485,0.39775,0.3615,0.4742499999999999,0.34275,0.3665,0.3159999999999999,0.307,0.391,0.2544999999999999,0.349,0.20925,0.1405,0.2294999999999999,0.27275,0.3135,0.16475,0.18725,0.24225,0.25525,0.16875,0.1972499999999999,0.34325,0.2204999999999999,0.1887499999999999,0.1997499999999999,0.1392499999999999,0.20725,0.20525,0.21375,0.5345,0.18075,0.126,0.2175,0.15475,0.17075,0.2574999999999999,0.24775,0.26275,0.1275,0.12425,0.2055,0.418,0.18025,0.1987499999999999,0.1402499999999999,0.1649999999999999,0.09675,0.176,0.1699999999999999,0.09075,0.1089999999999999,0.12025,0.09175,0.071,0.0905,0.0767499999999999,0.0984999999999999,0.1074999999999999,0.12,0.08875,0.12225,0.1385,0.1355,0.08625,0.09075,0.132,0.10725,0.09525,0.10625,0.09475,0.10275,0.1084999999999999,0.0722499999999999,0.5005,0.082,0.0499999999999999,0.1049999999999999,0.0354999999999999,0.10975,0.09775,0.17625,0.125,0.04625,0.072,0.09875,0.03625,0.0514999999999999,0.0815,0.08975,0.064,0.09825,0.0979999999999999,0.05825,0.082,0.08825,0.0615,0.0847499999999999,0.0797499999999999,0.0642499999999999,0.05525,0.03025,0.0399999999999999,0.06075,0.0489999999999999,0.0584999999999999,0.0695,0.063,0.0569999999999999,0.04125,0.0915,0.1104999999999999,0.08675,0.04075,0.04225,0.0534999999999999,0.0424999999999999,0.0647499999999999
Dragon: The Bruce Lee Story (1993),0.7637499999999999,0.7105,0.7105,0.7105,0.0687499999999999,0.739,0.95625,0.7855000000000001,0.7637499999999999,0.7855000000000001,0.96825,0.7585,0.7847500000000001,0.3695,0.51725,0.72875,0.8242499999999999,0.6455,0.849,0.2214999999999999,0.351,0.48975,0.48,0.3695,0.2895,0.3462499999999999,0.83125,0.2825,0.2244999999999999,0.4645,0.4549999999999999,0.68625,0.5225,0.3265,0.33325,0.17925,0.8187500000000001,0.4875,0.4479999999999999,0.4645,0.3045,0.2935,0.1044999999999999,0.3319999999999999,0.2425,0.24325,0.14625,0.63925,0.126,0.3067499999999999,0.0564999999999999,0.135,0.17575,0.3565,0.265,0.12425,0.186,0.11625,0.357,0.16175,0.35475,0.04525,0.3595,0.1977499999999999,0.11325,0.121,0.1689999999999999,0.2279999999999999,0.1282499999999999,0.133,0.1282499999999999,0.1515,0.12225,0.16925,0.138,0.2224999999999999,0.121,0.1282499999999999,0.0792499999999999,0.0777499999999999,0.23425,0.16275,0.2065,0.20525,0.11275,0.1997499999999999,0.071,0.15275,0.12225,0.2234999999999999,0.12325,0.1312499999999999,0.0787499999999999,0.1505,0.076,0.1785,0.1327499999999999,0.0984999999999999,0.1917499999999999,0.179,0.262,0.09425,0.0454999999999999,0.0832499999999999,0.0855,0.04725,0.10225,0.15125,0.0655,0.742,0.1322499999999999,0.0805,0.04025,0.25075,0.09775,0.62975,0.2299999999999999,0.141,0.05325,0.0717499999999999,0.03825,0.0895,0.2145,0.0559999999999999,0.05025,0.20425,0.073,0.3335,0.1679999999999999,0.1375,0.2334999999999999,0.202,0.04725,0.1684999999999999,0.0489999999999999,0.0682499999999999,0.0444999999999999,0.0652499999999999,0.04425,0.079,0.0479999999999999,0.1955,0.05125,0.09325,0.0277499999999999,0.0292499999999999,0.1252499999999999,0.04025,0.08975
Hart's War (2002),0.93725,0.68225,0.64175,0.63175,0.93725,0.6925,0.5885,0.5885,0.387,0.5885,0.64175,0.6855,0.745,0.54325,0.77125,0.53575,0.64175,0.643,0.349,0.46175,0.5615,0.40825,0.3565,0.35275,0.64325,0.31875,0.3067499999999999,0.2524999999999999,0.3239999999999999,0.2584999999999999,0.3375,0.31325,0.3492499999999999,0.346,0.51175,0.16275,0.3472499999999999,0.32775,0.22875,0.2465,0.285,0.3555,0.95825,0.2135,0.173,0.197,0.2365,0.16925,0.385,0.1995,0.10975,0.0712499999999999,0.201,0.15225,0.1927499999999999,0.2329999999999999,0.1009999999999999,0.1644999999999999,0.22525,0.15525,0.1159999999999999,0.0802499999999999,0.11825,0.1262499999999999,0.0925,0.16425,0.18525,0.09925,0.1372499999999999,0.083,0.138,0.95425,0.09325,0.0792499999999999,0.1887499999999999,0.143,0.12475,0.0727499999999999,0.0865,0.1975,0.09375,0.1089999999999999,0.0742499999999999,0.1104999999999999,0.11575,0.0584999999999999,0.1397499999999999,0.193,0.1604999999999999,0.24675,0.1392499999999999,0.1059999999999999,0.16275,0.04725,0.134,0.09175,0.05025,0.031,0.065,0.15925,0.0635,0.08975,0.0652499999999999,0.03475,0.05775,0.0632499999999999,0.0712499999999999,0.03775,0.05775,0.05525,0.0632499999999999,0.0812499999999999,0.0959999999999999,0.05975,0.05125,0.0615,0.066,0.0374999999999999,0.11475,0.0655,0.0712499999999999,0.05225,0.065,0.06125,0.174,0.082,0.04775,0.0737499999999999,0.0584999999999999,0.069,0.0479999999999999,0.0715,0.194,0.065,0.0524999999999999,0.063,0.0429999999999999,0.0524999999999999,0.03875,0.0389999999999999,0.0479999999999999,0.063,0.0584999999999999,0.0439999999999999,0.0409999999999999,0.02975,0.0449999999999999,0.04625,0.0205
