movieId,betrayal,chase,fight scenes,vengeance,weapons,culture clash,good,original,fun movie,weird,greed,dialogue,drama,runaway,surveillance,melancholic,mentor,catastrophe,predictable,independent film,light,pornography,drinking,adaptation,first contact,life philosophy,very funny,death,classic car,sexy,fantasy world,survival,not funny,kidnapping,creativity,underrated,pulp,sacrifice,unlikely friendships,alter ego,life & death,transformation,nudity (full frontal - brief),quirky,absurd,family,childhood,stereotypes,british,period piece,irish accent,islam,dysfunctional family,teen movie,nudity (topless - brief),hospital,prejudice,multiple storylines,california,computer animation,hotel,foul language,good music,awesome soundtrack,memory,film noir,writers,simple,women,doctors,prison,blindness,kick-butt women,queer,buddy movie,80s,notable nudity,internet,addiction,tokyo,farce,road movie,brothers,hunting,no plot,new jersey,bollywood,alternate history,los angeles,small town,nudity (rear),directorial debut,mad scientist,wilderness,graphic novel,wartime,russian,camp,san francisco,island,too long,new york city,hip hop,divorce,ensemble cast,desert,trilogy,censorship,lawyer,french,immortality,indians,remake,snakes,best of 2005,potential oscar nom,dreams,1930s,race,unlikeable characters,stoner movie,prostitution,texas,workplace,oil,interracial romance,rebellion,stand-up comedy,atheism,shopping,ghosts/afterlife,father daughter relationship,cancer,adoption,robert downey jr,australia,time,goth,fashion,finnish,homeless,made for tv,wine,too short,god,radio,reality tv,single father,documentary
"Enforcer, The (1976)",0.8334999999999999,0.9655,0.9205,0.94775,0.9205,0.84575,0.6785,0.67625,0.90275,0.84575,0.8320000000000001,0.609,0.368,0.84575,0.614,0.6245,0.7305,0.47875,0.8385,0.84575,0.31025,0.3814999999999999,0.84575,0.2634999999999999,0.2339999999999999,0.36975,0.31025,0.303,0.4595,0.26275,0.38325,0.31675,0.33725,0.8407500000000001,0.25225,0.3492499999999999,0.287,0.39975,0.26925,0.2855,0.2319999999999999,0.2425,0.419,0.18525,0.16025,0.19,0.21125,0.3105,0.09575,0.14625,0.23725,0.196,0.17275,0.1709999999999999,0.308,0.31525,0.391,0.1114999999999999,0.25825,0.1455,0.184,0.16075,0.1634999999999999,0.149,0.0727499999999999,0.1634999999999999,0.1317499999999999,0.11975,0.2135,0.16275,0.3225,0.1367499999999999,0.1659999999999999,0.1377499999999999,0.54075,0.3067499999999999,0.278,0.1064999999999999,0.0584999999999999,0.128,0.1397499999999999,0.203,0.084,0.2514999999999999,0.05875,0.2239999999999999,0.0772499999999999,0.1059999999999999,0.17025,0.1144999999999999,0.1694999999999999,0.08975,0.1089999999999999,0.10325,0.0504999999999999,0.0939999999999999,0.10525,0.183,0.9865,0.34875,0.1084999999999999,0.1855,0.03775,0.08,0.08,0.22325,0.2065,0.0999999999999999,0.084,0.03825,0.08925,0.17075,0.04375,0.0765,0.10775,0.05825,0.059,0.0777499999999999,0.1835,0.16975,0.0775,0.08725,0.1375,0.23375,0.065,0.119,0.32575,0.0835,0.0544999999999999,0.2794999999999999,0.133,0.0665,0.0757499999999999,0.063,0.06175,0.0665,0.0762499999999999,0.05775,0.0319999999999999,0.0267499999999999,0.0652499999999999,0.0822499999999999,0.0277499999999999,0.0409999999999999,0.0369999999999999,0.05125,0.1064999999999999,0.0539999999999999,0.018
"Gauntlet, The (1977)",0.97175,0.98625,0.9425,0.875,0.9425,0.97175,0.8400000000000001,0.65675,0.873,0.59425,0.97175,0.875,0.6445,0.597,0.7669999999999999,0.4225,0.7827500000000001,0.4515,0.4715,0.59425,0.4609999999999999,0.3974999999999999,0.59425,0.3255,0.25275,0.4639999999999999,0.27525,0.3515,0.54075,0.53425,0.4117499999999999,0.3159999999999999,0.3255,0.6005,0.2239999999999999,0.34025,0.305,0.2604999999999999,0.24675,0.25875,0.28025,0.3219999999999999,0.37275,0.23575,0.69275,0.1694999999999999,0.1545,0.179,0.1084999999999999,0.147,0.25275,0.1465,0.1579999999999999,0.197,0.4629999999999999,0.3015,0.2604999999999999,0.24075,0.32475,0.149,0.2214999999999999,0.17725,0.121,0.11525,0.1004999999999999,0.1134999999999999,0.125,0.259,0.264,0.1285,0.3834999999999999,0.1267499999999999,0.21025,0.1325,0.5685,0.4107499999999999,0.42725,0.1069999999999999,0.1094999999999999,0.18675,0.23925,0.44075,0.0677499999999999,0.21775,0.10725,0.20775,0.0667499999999999,0.1634999999999999,0.251,0.09175,0.1614999999999999,0.1335,0.0959999999999999,0.0969999999999999,0.04625,0.11325,0.09775,0.2015,0.49675,0.0424999999999999,0.1387499999999999,0.17625,0.04325,0.146,0.0645,0.4595,0.0797499999999999,0.1205,0.1257499999999999,0.0652499999999999,0.0722499999999999,0.06,0.1297499999999999,0.2365,0.0775,0.09675,0.0875,0.0675,0.1435,0.1385,0.11075,0.484,0.10375,0.1275,0.0974999999999999,0.09925,0.0635,0.088,0.0637499999999999,0.138,0.066,0.03825,0.1302499999999999,0.07,0.0777499999999999,0.05525,0.04925,0.03575,0.0252499999999999,0.03125,0.06025,0.0559999999999999,0.0534999999999999,0.05025,0.03675,0.076,0.0464999999999999,0.0569999999999999,0.0215
Sudden Impact (1983),0.93225,0.95725,0.8194999999999999,0.997,0.8194999999999999,0.74,0.4932499999999999,0.677,0.7622500000000001,0.51875,0.74,0.5935,0.4399999999999999,0.53925,0.4932499999999999,0.43125,0.5165,0.46175,0.8029999999999999,0.2524999999999999,0.22875,0.5485,0.3625,0.273,0.27025,0.3245,0.2455,0.3555,0.495,0.1957499999999999,0.2887499999999999,0.2239999999999999,0.33925,0.31775,0.2005,0.235,0.3219999999999999,0.176,0.17525,0.1845,0.26525,0.217,0.53575,0.22025,0.14625,0.11375,0.16075,0.15975,0.0837499999999999,0.1392499999999999,0.12375,0.0852499999999999,0.1604999999999999,0.15875,0.24075,0.3117499999999999,0.14325,0.14175,0.4875,0.153,0.293,0.14575,0.15575,0.11325,0.11025,0.1475,0.1425,0.1277499999999999,0.1745,0.244,0.1402499999999999,0.1322499999999999,0.10375,0.11325,0.32275,0.3834999999999999,0.2985,0.10625,0.04125,0.09675,0.1255,0.1357499999999999,0.074,0.4337499999999999,0.0642499999999999,0.1054999999999999,0.05675,0.12075,0.14225,0.4107499999999999,0.178,0.05775,0.081,0.09375,0.1385,0.08825,0.0642499999999999,0.1392499999999999,0.92225,0.1205,0.14475,0.122,0.0424999999999999,0.1134999999999999,0.0424999999999999,0.1322499999999999,0.20775,0.1124999999999999,0.27475,0.0449999999999999,0.10575,0.0745,0.10875,0.0479999999999999,0.04275,0.0509999999999999,0.0632499999999999,0.05725,0.0915,0.0707499999999999,0.0642499999999999,0.1327499999999999,0.0785,0.0637499999999999,0.0579999999999999,0.06125,0.0324999999999999,0.0885,0.06175,0.18675,0.0812499999999999,0.04375,0.04675,0.04475,0.05525,0.15175,0.0615,0.0429999999999999,0.09125,0.0272499999999999,0.14125,0.0662499999999999,0.0454999999999999,0.04425,0.03975,0.0434999999999999,0.0782499999999999,0.026,0.0132499999999999
Ocean's Eleven (2001),0.94425,0.9245,0.97525,0.9005000000000001,0.97525,0.84825,0.965,0.84825,0.97525,0.84825,0.66575,0.97525,0.7717499999999999,0.733,0.7795000000000001,0.678,0.77125,0.8734999999999999,0.73975,0.62875,0.74975,0.24425,0.3255,0.4197499999999999,0.54625,0.3542499999999999,0.731,0.1367499999999999,0.2309999999999999,0.619,0.1604999999999999,0.21,0.293,0.21425,0.37725,0.3065,0.16525,0.2835,0.29425,0.3485,0.22125,0.411,0.26325,0.38525,0.28075,0.3115,0.4755,0.373,0.3379999999999999,0.4205,0.2319999999999999,0.2027499999999999,0.17425,0.34275,0.10675,0.11175,0.2664999999999999,0.45225,0.27175,0.31575,0.36175,0.4942499999999999,0.4775,0.4775,0.2002499999999999,0.10725,0.15675,0.1639999999999999,0.128,0.1375,0.53825,0.11975,0.11625,0.1465,0.33375,0.0389999999999999,0.0989999999999999,0.3455,0.04925,0.08925,0.31625,0.064,0.2314999999999999,0.0384999999999999,0.3149999999999999,0.37,0.2105,0.30825,0.08825,0.1069999999999999,0.0672499999999999,0.15925,0.124,0.0842499999999999,0.04175,0.1297499999999999,0.10125,0.09125,0.10325,0.17525,0.08675,0.0944999999999999,0.0632499999999999,0.143,0.96775,0.0775,0.11075,0.1004999999999999,0.134,0.0434999999999999,0.0499999999999999,0.093,0.86375,0.10625,0.11425,0.0984999999999999,0.11225,0.12175,0.25675,0.1154999999999999,0.0569999999999999,0.0329999999999999,0.08,0.0767499999999999,0.1205,0.0782499999999999,0.0559999999999999,0.0865,0.1629999999999999,0.0657499999999999,0.173,0.1312499999999999,0.0569999999999999,0.05325,0.21475,0.04825,0.0807499999999999,0.0272499999999999,0.17875,0.027,0.0339999999999999,0.0727499999999999,0.09425,0.0969999999999999,0.05025,0.11675,0.0767499999999999,0.0394999999999999,0.04175
"Brotherhood of the Wolf (Pacte des loups, Le) (2001)",0.8314999999999999,0.92475,0.952,0.8314999999999999,0.92475,0.91325,0.8634999999999999,0.7929999999999999,0.7515000000000001,0.90175,0.63525,0.679,0.50825,0.6665,0.8634999999999999,0.8987499999999999,0.626,0.52875,0.59925,0.69325,0.46825,0.4905,0.69325,0.4147499999999999,0.59925,0.3195,0.24875,0.22175,0.25875,0.3924999999999999,0.6275,0.1952499999999999,0.349,0.1252499999999999,0.39725,0.32475,0.2415,0.44725,0.22675,0.3425,0.1699999999999999,0.3592499999999999,0.30925,0.286,0.20625,0.2269999999999999,0.20725,0.3532499999999999,0.25525,0.7995000000000001,0.177,0.592,0.1525,0.175,0.17275,0.1064999999999999,0.312,0.20975,0.10775,0.18675,0.0979999999999999,0.10825,0.247,0.247,0.212,0.197,0.1215,0.2,0.22325,0.135,0.1054999999999999,0.23175,0.1545,0.1292499999999999,0.09275,0.125,0.175,0.129,0.05375,0.27075,0.144,0.065,0.17625,0.17175,0.16725,0.0944999999999999,0.123,0.16075,0.0559999999999999,0.129,0.4669999999999999,0.137,0.265,0.1255,0.3129999999999999,0.12425,0.10125,0.09025,0.09575,0.16275,0.3025,0.05325,0.0822499999999999,0.075,0.1315,0.1267499999999999,0.13,0.0715,0.03025,0.68375,0.1525,0.40625,0.06175,0.21825,0.10675,0.091,0.0855,0.10175,0.09275,0.0564999999999999,0.08675,0.12475,0.0439999999999999,0.0479999999999999,0.1104999999999999,0.07,0.26075,0.081,0.1079999999999999,0.0837499999999999,0.1644999999999999,0.05975,0.03225,0.0772499999999999,0.0534999999999999,0.05425,0.0584999999999999,0.585,0.0827499999999999,0.0474999999999999,0.0255,0.05675,0.1262499999999999,0.065,0.1079999999999999,0.031,0.031,0.02975,0.0409999999999999
48 Hrs. (1982),0.8029999999999999,0.9665,0.9665,0.82775,0.9665,0.69725,0.69975,0.6865,0.929,0.4835,0.655,0.62925,0.61675,0.62925,0.57225,0.45525,0.7789999999999999,0.4395,0.362,0.32825,0.53125,0.22625,0.607,0.30325,0.2105,0.3395,0.91575,0.298,0.39025,0.1925,0.291,0.1704999999999999,0.2985,0.4665,0.2165,0.35275,0.46225,0.24075,0.431,0.2945,0.241,0.27125,0.20475,0.17475,0.14125,0.24075,0.4185,0.2937499999999999,0.1315,0.1039999999999999,0.1455,0.08725,0.17575,0.22575,0.266,0.2115,0.21975,0.15275,0.3944999999999999,0.156,0.3087499999999999,0.752,0.3309999999999999,0.17975,0.0727499999999999,0.1004999999999999,0.17625,0.20675,0.187,0.10025,0.75675,0.0885,0.072,0.146,0.98725,0.8242499999999999,0.22825,0.08775,0.12175,0.0737499999999999,0.5175,0.246,0.245,0.2604999999999999,0.0752499999999999,0.1895,0.10625,0.1129999999999999,0.312,0.151,0.11725,0.1084999999999999,0.0697499999999999,0.10675,0.0449999999999999,0.0667499999999999,0.0802499999999999,0.144,0.92225,0.11175,0.12425,0.32375,0.0795,0.1074999999999999,0.0632499999999999,0.06025,0.04575,0.0842499999999999,0.09575,0.0439999999999999,0.0569999999999999,0.1965,0.0334999999999999,0.1285,0.03425,0.1315,0.065,0.1004999999999999,0.16875,0.0534999999999999,0.1245,0.09875,0.0812499999999999,0.0817499999999999,0.084,0.075,0.04825,0.18625,0.0635,0.12325,0.10175,0.05175,0.05425,0.081,0.0652499999999999,0.0944999999999999,0.0514999999999999,0.04175,0.063,0.03,0.0685,0.0494999999999999,0.05625,0.05625,0.0334999999999999,0.0785,0.03975,0.03275,0.0287499999999999
The Count of Monte Cristo (2002),0.94675,0.8220000000000001,0.8220000000000001,0.94225,0.8220000000000001,0.869,0.93025,0.8485,0.696,0.8572500000000001,0.5695,0.8485,0.8572500000000001,0.67725,0.636,0.3934999999999999,0.9215,0.7705,0.54575,0.39575,0.36675,0.17475,0.27875,0.9735,0.3914999999999999,0.38925,0.39175,0.21625,0.36975,0.1589999999999999,0.633,0.31875,0.35975,0.156,0.34375,0.32725,0.1877499999999999,0.45275,0.50725,0.2604999999999999,0.20425,0.52025,0.21275,0.12175,0.18025,0.2304999999999999,0.37925,0.182,0.2997499999999999,0.663,0.261,0.27725,0.12275,0.3,0.0707499999999999,0.1865,0.23375,0.1265,0.143,0.1574999999999999,0.10275,0.12475,0.1624999999999999,0.156,0.14325,0.082,0.25075,0.21125,0.1069999999999999,0.135,0.8892500000000001,0.16325,0.0534999999999999,0.118,0.08625,0.06,0.1014999999999999,0.1877499999999999,0.0635,0.05125,0.1024999999999999,0.0645,0.1185,0.0672499999999999,0.2165,0.123,0.1505,0.15825,0.092,0.1139999999999999,0.0865,0.067,0.0979999999999999,0.0792499999999999,0.1029999999999999,0.11475,0.1495,0.0775,0.0812499999999999,0.369,0.3,0.0675,0.05025,0.08975,0.10625,0.0695,0.3452499999999999,0.10825,0.141,0.1357499999999999,0.214,0.09525,0.46275,0.04675,0.08725,0.06175,0.0795,0.151,0.1255,0.0404999999999999,0.0712499999999999,0.04225,0.0364999999999999,0.05325,0.0549999999999999,0.04625,0.1185,0.071,0.21675,0.069,0.11625,0.0494999999999999,0.11325,0.0687499999999999,0.1845,0.075,0.14,0.0494999999999999,0.1154999999999999,0.0354999999999999,0.06125,0.16425,0.10225,0.172,0.236,0.0384999999999999,0.04075,0.03975,0.0207499999999999
"Island, The (1980)",0.92975,0.831,0.831,0.92975,0.831,0.8045,0.7755000000000001,0.7065,0.695,0.82725,0.492,0.77125,0.8045,0.7907500000000001,0.34775,0.65,0.39475,0.7755000000000001,0.7755000000000001,0.26075,0.434,0.7325,0.2189999999999999,0.6235,0.7755000000000001,0.3814999999999999,0.2329999999999999,0.65275,0.302,0.50225,0.35575,0.5855,0.3359999999999999,0.6025,0.2385,0.4545,0.64,0.39125,0.1235,0.25175,0.418,0.671,0.153,0.27375,0.1997499999999999,0.142,0.21725,0.08625,0.1024999999999999,0.20925,0.1295,0.26075,0.17825,0.21025,0.4317499999999999,0.139,0.1292499999999999,0.2194999999999999,0.31525,0.15625,0.1927499999999999,0.196,0.10975,0.1972499999999999,0.15825,0.2375,0.2495,0.062,0.1962499999999999,0.35775,0.0944999999999999,0.27475,0.1639999999999999,0.146,0.144,0.48,0.48175,0.17775,0.12,0.12275,0.11475,0.22875,0.06225,0.1912499999999999,0.1257499999999999,0.1039999999999999,0.12,0.139,0.0625,0.1139999999999999,0.47675,0.1154999999999999,0.52475,0.21175,0.483,0.0837499999999999,0.0692499999999999,0.53625,0.025,0.95725,0.269,0.08925,0.0695,0.0687499999999999,0.05775,0.65875,0.09025,0.15,0.0514999999999999,0.0374999999999999,0.49075,0.2234999999999999,0.09675,0.2125,0.376,0.072,0.1205,0.0989999999999999,0.0787499999999999,0.0762499999999999,0.146,0.0835,0.08875,0.0757499999999999,0.05925,0.2734999999999999,0.09,0.0687499999999999,0.177,0.10225,0.1024999999999999,0.0554999999999999,0.04125,0.0662499999999999,0.06025,0.0939999999999999,0.0524999999999999,0.1099999999999999,0.0745,0.04425,0.03575,0.0479999999999999,0.0142499999999999,0.1317499999999999,0.3562499999999999,0.0605,0.0642499999999999,0.082,0.0207499999999999
Shogun Assassin (1980),0.9045,0.6635,0.8274999999999999,0.96375,0.8254999999999999,0.7902499999999999,0.44925,0.7365,0.6275,0.7682500000000001,0.5055,0.6475,0.5055,0.8185,0.61025,0.79775,0.64275,0.4247499999999999,0.20575,0.6475,0.3189999999999999,0.4942499999999999,0.6475,0.4389999999999999,0.18675,0.21875,0.21625,0.71975,0.38,0.15325,0.24775,0.1144999999999999,0.3462499999999999,0.4595,0.23325,0.2534999999999999,0.1992499999999999,0.1947499999999999,0.27925,0.1704999999999999,0.628,0.407,0.38225,0.3605,0.257,0.1287499999999999,0.4275,0.0954999999999999,0.1109999999999999,0.0885,0.1594999999999999,0.076,0.266,0.2674999999999999,0.31025,0.21375,0.17425,0.1659999999999999,0.1039999999999999,0.1392499999999999,0.1089999999999999,0.10175,0.16225,0.14975,0.136,0.2975,0.137,0.16075,0.15075,0.1995,0.09275,0.129,0.16275,0.25475,0.027,0.21425,0.0564999999999999,0.05175,0.2175,0.51875,0.1897499999999999,0.3655,0.40475,0.1624999999999999,0.0795,0.1252499999999999,0.1245,0.081,0.05225,0.11625,0.075,0.1375,0.12275,0.1322499999999999,0.56225,0.0802499999999999,0.05925,0.12075,0.03125,0.15725,0.1345,0.0419999999999999,0.47375,0.04825,0.03875,0.074,0.26425,0.15575,0.0192499999999999,0.1109999999999999,0.17575,0.079,0.28525,0.1149999999999999,0.10125,0.1175,0.14875,0.0707499999999999,0.05775,0.059,0.1272499999999999,0.077,0.11025,0.0727499999999999,0.0479999999999999,0.03925,0.258,0.1307499999999999,0.04675,0.022,0.155,0.0655,0.0722499999999999,0.0795,0.072,0.1059999999999999,0.0414999999999999,0.10025,0.05725,0.09325,0.03675,0.213,0.0262499999999999,0.0459999999999999,0.05525,0.0287499999999999,0.0675,0.03375,0.08975
Panic Room (2002),0.97725,0.71325,0.71325,0.6675,0.7605,0.97725,0.89425,0.7822499999999999,0.63075,0.97725,0.64825,0.6615,0.8925000000000001,0.654,0.963,0.729,0.4107499999999999,0.63625,0.7605,0.28825,0.475,0.3712499999999999,0.28825,0.362,0.7605,0.267,0.2445,0.3225,0.2794999999999999,0.4,0.2234999999999999,0.64775,0.39375,0.50275,0.4459999999999999,0.31775,0.29,0.32525,0.1405,0.17375,0.3435,0.22675,0.18725,0.192,0.2219999999999999,0.497,0.15575,0.26825,0.1215,0.1882499999999999,0.20525,0.14125,0.2997499999999999,0.4277499999999999,0.156,0.245,0.14125,0.203,0.32975,0.40925,0.25875,0.29725,0.09925,0.1009999999999999,0.20725,0.14725,0.34575,0.292,0.3345,0.3165,0.1445,0.217,0.17675,0.1425,0.06125,0.0705,0.1287499999999999,0.4175,0.04925,0.0785,0.0865,0.10775,0.1352499999999999,0.1535,0.2075,0.1664999999999999,0.14375,0.16175,0.124,0.1709999999999999,0.11675,0.09375,0.1257499999999999,0.1935,0.03975,0.1039999999999999,0.0692499999999999,0.0825,0.0805,0.244,0.1795,0.2857499999999999,0.0852499999999999,0.431,0.0665,0.09175,0.05725,0.04775,0.205,0.05075,0.0444999999999999,0.10125,0.0777499999999999,0.08775,0.08,0.0857499999999999,0.089,0.09375,0.14625,0.0984999999999999,0.078,0.0752499999999999,0.05675,0.09575,0.081,0.09425,0.03125,0.078,0.1149999999999999,0.1225,0.0324999999999999,0.1942499999999999,0.05625,0.09,0.05725,0.0742499999999999,0.0295,0.03125,0.14625,0.0242499999999999,0.0454999999999999,0.04425,0.1277499999999999,0.05625,0.06225,0.0979999999999999,0.0915,0.2319999999999999,0.03475
"Bourne Identity, The (2002)",0.9225,0.98725,0.9795,0.69925,0.9795,0.819,0.98725,0.7615000000000001,0.98725,0.819,0.72475,0.881,0.819,0.6475,0.9975,0.58375,0.8385,0.8839999999999999,0.8240000000000001,0.53175,0.3692499999999999,0.1634999999999999,0.31425,0.9655,0.4265,0.4499999999999999,0.352,0.22825,0.38025,0.3804999999999999,0.2314999999999999,0.74375,0.32775,0.16475,0.4257499999999999,0.2975,0.255,0.2375,0.2887499999999999,0.32475,0.32025,0.3665,0.1907499999999999,0.1775,0.2955,0.204,0.35275,0.23525,0.35575,0.24525,0.2175,0.283,0.17375,0.2339999999999999,0.1315,0.2145,0.1917499999999999,0.134,0.18325,0.23925,0.36075,0.12,0.18375,0.16125,0.90325,0.183,0.1644999999999999,0.1962499999999999,0.1897499999999999,0.1845,0.15475,0.152,0.1185,0.1332499999999999,0.15725,0.0827499999999999,0.1245,0.21825,0.0755,0.09075,0.1485,0.1327499999999999,0.0847499999999999,0.32525,0.24125,0.145,0.10525,0.1277499999999999,0.074,0.0832499999999999,0.0539999999999999,0.1059999999999999,0.065,0.11625,0.0489999999999999,0.15025,0.1272499999999999,0.0509999999999999,0.12225,0.1907499999999999,0.1277499999999999,0.1215,0.0677499999999999,0.11575,0.0989999999999999,0.09975,0.78975,0.1004999999999999,0.0702499999999999,0.1895,0.0579999999999999,0.05175,0.2075,0.1019999999999999,0.10075,0.14075,0.0712499999999999,0.0905,0.1149999999999999,0.0434999999999999,0.06,0.068,0.0429999999999999,0.05975,0.22425,0.0765,0.09875,0.071,0.09375,0.11925,0.0994999999999999,0.0579999999999999,0.0595,0.0795,0.119,0.05925,0.05275,0.03075,0.16775,0.021,0.1402499999999999,0.1059999999999999,0.1049999999999999,0.09425,0.03225,0.0429999999999999,0.0504999999999999,0.0314999999999999,0.0319999999999999
"Mechanic, The (1972)",0.98675,0.93725,0.92,0.98425,0.92,0.8147500000000001,0.71575,0.713,0.71575,0.8147500000000001,0.737,0.98425,0.74625,0.57175,0.98675,0.84625,0.9855,0.4327499999999999,0.515,0.425,0.3522499999999999,0.4147499999999999,0.533,0.355,0.39775,0.3057499999999999,0.27325,0.415,0.71125,0.21925,0.3522499999999999,0.47375,0.3289999999999999,0.2269999999999999,0.3055,0.311,0.2835,0.33775,0.3097499999999999,0.1669999999999999,0.186,0.281,0.2514999999999999,0.1925,0.1275,0.062,0.302,0.087,0.15775,0.0959999999999999,0.1972499999999999,0.1024999999999999,0.2085,0.1945,0.4775,0.281,0.0667499999999999,0.184,0.408,0.12125,0.51025,0.11775,0.12425,0.17125,0.17825,0.2075,0.14975,0.33925,0.0792499999999999,0.1947499999999999,0.137,0.1917499999999999,0.1445,0.4455,0.0954999999999999,0.2887499999999999,0.197,0.12125,0.1425,0.17025,0.0865,0.196,0.04375,0.278,0.0459999999999999,0.21975,0.0287499999999999,0.09675,0.202,0.11875,0.24275,0.17025,0.127,0.09875,0.082,0.0529999999999999,0.0755,0.09675,0.2254999999999999,0.0655,0.14475,0.1785,0.0584999999999999,0.0685,0.14875,0.081,0.2105,0.078,0.11475,0.079,0.147,0.10125,0.2095,0.09625,0.03775,0.126,0.09875,0.0514999999999999,0.0574999999999999,0.181,0.11475,0.20675,0.0939999999999999,0.2837499999999999,0.187,0.0652499999999999,0.0745,0.05975,0.05825,0.09475,0.0295,0.0285,0.22175,0.10875,0.04875,0.0314999999999999,0.1029999999999999,0.0895,0.0775,0.0295,0.0944999999999999,0.0635,0.134,0.0994999999999999,0.05825,0.03725,0.04775,0.04275,0.0195
Sharky's Machine (1981),0.8727499999999999,0.867,0.8467499999999999,0.8745,0.8467499999999999,0.8425,0.6905,0.70425,0.608,0.63625,0.8425,0.657,0.7809999999999999,0.618,0.88225,0.55975,0.70075,0.4419999999999999,0.4895,0.1975,0.3525,0.4865,0.25825,0.3794999999999999,0.33075,0.27775,0.2095,0.396,0.419,0.401,0.3369999999999999,0.1307499999999999,0.299,0.356,0.1362499999999999,0.397,0.37975,0.14275,0.26125,0.22425,0.2229999999999999,0.2835,0.23275,0.249,0.1205,0.23725,0.2065,0.21225,0.2624999999999999,0.1465,0.281,0.1495,0.17625,0.50175,0.49575,0.2339999999999999,0.093,0.30625,0.3565,0.16525,0.498,0.185,0.16875,0.16875,0.1302499999999999,0.4317499999999999,0.122,0.1079999999999999,0.14775,0.10875,0.1272499999999999,0.2244999999999999,0.23425,0.1377499999999999,0.1992499999999999,0.64025,0.23525,0.10475,0.1937499999999999,0.11525,0.15125,0.18025,0.15375,0.0637499999999999,0.05075,0.303,0.08675,0.14125,0.21125,0.18,0.128,0.12325,0.1044999999999999,0.0959999999999999,0.04775,0.10975,0.09575,0.1745,0.181,0.1385,0.1604999999999999,0.1569999999999999,0.0807499999999999,0.09875,0.2574999999999999,0.1064999999999999,0.0504999999999999,0.068,0.1982499999999999,0.04375,0.0857499999999999,0.0837499999999999,0.16125,0.0954999999999999,0.0777499999999999,0.0559999999999999,0.16725,0.11075,0.082,0.05175,0.147,0.7989999999999999,0.33775,0.0484999999999999,0.1134999999999999,0.0657499999999999,0.0504999999999999,0.1262499999999999,0.1297499999999999,0.1357499999999999,0.2294999999999999,0.0837499999999999,0.05925,0.11025,0.1109999999999999,0.0692499999999999,0.0635,0.0424999999999999,0.1679999999999999,0.0247499999999999,0.0642499999999999,0.0895,0.04975,0.0645,0.0504999999999999,0.0755,0.0449999999999999,0.15225,0.0354999999999999
Mr. Majestyk (1974),0.9295,0.9665,0.938,0.96925,0.938,0.6545,0.68125,0.66525,0.8354999999999999,0.6545,0.50125,0.8859999999999999,0.5935,0.4935,0.70975,0.6665,0.77125,0.409,0.37,0.27625,0.541,0.424,0.3784999999999999,0.2947499999999999,0.3774999999999999,0.2907499999999999,0.541,0.39225,0.501,0.15875,0.3185,0.1644999999999999,0.344,0.4455,0.2309999999999999,0.4822499999999999,0.7509999999999999,0.367,0.11775,0.46675,0.5135,0.399,0.20475,0.25325,0.14225,0.0564999999999999,0.11375,0.1312499999999999,0.05475,0.071,0.10475,0.1367499999999999,0.10825,0.21125,0.37075,0.1684999999999999,0.1029999999999999,0.188,0.38675,0.1327499999999999,0.2249999999999999,0.0939999999999999,0.185,0.09675,0.1865,0.151,0.1327499999999999,0.30025,0.1372499999999999,0.206,0.3625,0.14975,0.1044999999999999,0.10675,0.253,0.389,0.3125,0.1079999999999999,0.0989999999999999,0.124,0.24875,0.26475,0.0722499999999999,0.49075,0.0752499999999999,0.093,0.04825,0.12275,0.33125,0.1634999999999999,0.26725,0.072,0.25,0.33175,0.0344999999999999,0.0752499999999999,0.0675,0.25,0.2425,0.0635,0.11775,0.1604999999999999,0.0504999999999999,0.1385,0.0665,0.393,0.04725,0.2504999999999999,0.04225,0.06075,0.0837499999999999,0.0665,0.04825,0.10225,0.031,0.028,0.1335,0.086,0.0817499999999999,0.0745,0.137,0.0857499999999999,0.14125,0.09325,0.16825,0.0534999999999999,0.03725,0.0979999999999999,0.06225,0.12375,0.09475,0.0252499999999999,0.04425,0.0489999999999999,0.1895,0.0579999999999999,0.05425,0.0847499999999999,0.0732499999999999,0.03175,0.0969999999999999,0.10875,0.0354999999999999,0.0272499999999999,0.04425,0.05775,0.04925,0.0222499999999999,0.03775
