movieId,melancholic,weird,original,greed,runaway,culture clash,drama,dialogue,independent film,light,film noir,good,drinking,vengeance,life & death,pornography,betrayal,childhood,unlikely friendships,mentor,catastrophe,death,surveillance,adaptation,life philosophy,quirky,sexy,divorce,tokyo,not funny,dreams,wartime,women,transformation,islam,dysfunctional family,absurd,hotel,chase,creativity,sacrifice,french,road movie,too long,very funny,fantasy world,period piece,1930s,classic car,farce,censorship,small town,good music,prejudice,british,memory,first contact,simple,russian,predictable,nudity (full frontal - brief),hospital,writers,queer,workplace,weapons,doctors,family,fight scenes,multiple storylines,god,underrated,fun movie,survival,bollywood,wilderness,stoner movie,prostitution,immortality,wine,desert,rebellion,blindness,addiction,prison,alter ego,irish accent,mad scientist,interracial romance,documentary,trilogy,directorial debut,brothers,california,computer animation,atheism,indians,nudity (topless - brief),teen movie,hunting,pulp,awesome soundtrack,camp,island,texas,stand-up comedy,oil,homeless,finnish,adoption,new jersey,stereotypes,cancer,father daughter relationship,alternate history,san francisco,new york city,made for tv,no plot,kick-butt women,radio,lawyer,race,fashion,australia,kidnapping,ghosts/afterlife,nudity (rear),best of 2005,internet,ensemble cast,80s,time,snakes,potential oscar nom,hip hop,notable nudity,goth,shopping,reality tv,robert downey jr,unlikeable characters,los angeles,single father,foul language,too short,graphic novel,buddy movie,remake
Quai des Orfèvres (Jenny Lamour) (1947),0.99025,0.887,0.887,0.8174999999999999,0.887,0.8174999999999999,0.728,0.676,0.7722500000000001,0.887,0.887,0.728,0.679,0.7749999999999999,0.271,0.3844999999999999,0.741,0.2764999999999999,0.21975,0.34275,0.4335,0.32925,0.51375,0.18625,0.28625,0.1927499999999999,0.49375,0.4449999999999999,0.17875,0.29625,0.1367499999999999,0.52325,0.495,0.1935,0.23975,0.17375,0.4335,0.3249999999999999,0.40225,0.3974999999999999,0.173,0.7925,0.2234999999999999,0.2634999999999999,0.17125,0.2985,0.14625,0.244,0.402,0.255,0.04725,0.2229999999999999,0.70925,0.303,0.31775,0.14,0.20575,0.151,0.127,0.1084999999999999,0.26975,0.065,0.25625,0.1915,0.22275,0.1805,0.08,0.0762499999999999,0.152,0.1292499999999999,0.0275,0.11325,0.135,0.04975,0.0339999999999999,0.16775,0.0429999999999999,0.29325,0.04225,0.44325,0.0944999999999999,0.0277499999999999,0.08625,0.05425,0.1295,0.1957499999999999,0.10475,0.05275,0.09225,0.25425,0.0855,0.06,0.04625,0.14,0.12225,0.0359999999999999,0.0514999999999999,0.03175,0.078,0.0225,0.1435,0.08825,0.0647499999999999,0.04025,0.09025,0.11425,0.0875,0.068,0.0792499999999999,0.1074999999999999,0.10675,0.0404999999999999,0.0247499999999999,0.0255,0.0632499999999999,0.12475,0.0509999999999999,0.0539999999999999,0.0747499999999999,0.0364999999999999,0.031,0.1109999999999999,0.024,0.0354999999999999,0.0142499999999999,0.14775,0.0514999999999999,0.011,0.14225,0.0484999999999999,0.04425,0.0252499999999999,0.0202499999999999,0.019,0.026,0.09775,0.0329999999999999,0.0237499999999999,0.0772499999999999,0.0344999999999999,0.04575,0.03,0.0414999999999999,0.022,0.03775,0.03175,0.0255,0.021,0.0207499999999999
Ali: Fear Eats the Soul (Angst essen Seele auf) (1974),0.9865,0.96975,0.9515,0.86575,0.8707499999999999,0.8707499999999999,0.9515,0.629,0.79775,0.675,0.675,0.8707499999999999,0.691,0.72875,0.61175,0.7265,0.51275,0.27225,0.89975,0.3522499999999999,0.4439999999999999,0.26775,0.26075,0.2835,0.3349999999999999,0.274,0.30725,0.784,0.272,0.3139999999999999,0.134,0.938,0.607,0.3105,0.617,0.299,0.3642499999999999,0.198,0.3055,0.1594999999999999,0.189,0.14825,0.3974999999999999,0.16875,0.16725,0.1335,0.1094999999999999,0.10375,0.21675,0.176,0.3495,0.17375,0.14375,0.7425,0.1545,0.17375,0.218,0.25,0.2314999999999999,0.1307499999999999,0.2774999999999999,0.4379999999999999,0.22825,0.263,0.666,0.2085,0.2234999999999999,0.2244999999999999,0.12475,0.17275,0.0755,0.14925,0.129,0.1975,0.1654999999999999,0.199,0.05825,0.10725,0.0389999999999999,0.40475,0.2345,0.0765,0.1465,0.11775,0.2514999999999999,0.08625,0.0822499999999999,0.09275,0.98875,0.1297499999999999,0.029,0.1114999999999999,0.11975,0.12325,0.1307499999999999,0.0755,0.1579999999999999,0.1495,0.0747499999999999,0.10175,0.09825,0.0697499999999999,0.1704999999999999,0.1325,0.1267499999999999,0.0737499999999999,0.0812499999999999,0.07,0.138,0.1054999999999999,0.1915,0.1905,0.05375,0.04625,0.05325,0.059,0.04225,0.03575,0.03775,0.04075,0.0464999999999999,0.0182499999999999,0.31525,0.0165,0.03375,0.0464999999999999,0.0379999999999999,0.0655,0.1034999999999999,0.05525,0.05025,0.04525,0.03075,0.0227499999999999,0.0687499999999999,0.05725,0.0329999999999999,0.03175,0.04025,0.11075,0.03675,0.063,0.0182499999999999,0.0207499999999999,0.0182499999999999,0.03475,0.0217499999999999,0.015,0.0559999999999999
Accattone (1961),0.9585,0.96325,0.96325,0.96325,0.9585,0.9585,0.8594999999999999,0.7525,0.9385,0.63725,0.68225,0.802,0.8594999999999999,0.8747499999999999,0.7622500000000001,0.53025,0.609,0.50975,0.52825,0.39925,0.44075,0.395,0.21975,0.344,0.6245,0.54775,0.3495,0.36975,0.45075,0.32225,0.76325,0.34575,0.7345,0.208,0.46325,0.3379999999999999,0.371,0.39725,0.2299999999999999,0.1945,0.15875,0.2495,0.4802499999999999,0.21675,0.1684999999999999,0.285,0.1054999999999999,0.1624999999999999,0.32375,0.26825,0.16525,0.2329999999999999,0.128,0.2835,0.1272499999999999,0.09225,0.17125,0.1019999999999999,0.36,0.1997499999999999,0.197,0.184,0.27825,0.16225,0.3592499999999999,0.184,0.068,0.0832499999999999,0.1295,0.21825,0.0677499999999999,0.03775,0.10525,0.11175,0.11275,0.1134999999999999,0.143,0.96975,0.0217499999999999,0.3235,0.0767499999999999,0.127,0.09625,0.23025,0.18675,0.22125,0.0795,0.0504999999999999,0.076,0.3125,0.0999999999999999,0.385,0.0735,0.10275,0.1114999999999999,0.03975,0.0635,0.1024999999999999,0.0735,0.1415,0.1114999999999999,0.11225,0.0767499999999999,0.0642499999999999,0.065,0.11225,0.11525,0.60075,0.1937499999999999,0.05325,0.2644999999999999,0.1109999999999999,0.0827499999999999,0.0504999999999999,0.0702499999999999,0.03175,0.0529999999999999,0.0359999999999999,0.03475,0.0595,0.0812499999999999,0.0255,0.0225,0.03575,0.0177499999999999,0.024,0.0499999999999999,0.069,0.015,0.031,0.0802499999999999,0.0319999999999999,0.0202499999999999,0.026,0.0237499999999999,0.085,0.03175,0.0205,0.1029999999999999,0.03275,0.03775,0.0524999999999999,0.0324999999999999,0.0192499999999999,0.0237499999999999,0.0252499999999999,0.01,0.0135,0.0047499999999999
"Gospel According to St. Matthew, The (Vangelo secondo Matteo, Il) (1964)",0.869,0.8445,0.8445,0.7669999999999999,0.8445,0.7669999999999999,0.8580000000000001,0.74175,0.8580000000000001,0.8445,0.8445,0.7669999999999999,0.693,0.7845,0.86625,0.46725,0.51075,0.3389999999999999,0.28825,0.4217499999999999,0.42525,0.44625,0.1659999999999999,0.7225,0.2564999999999999,0.277,0.23025,0.10825,0.25375,0.31725,0.209,0.405,0.1525,0.206,0.53525,0.194,0.43825,0.11375,0.16375,0.273,0.289,0.0727499999999999,0.1332499999999999,0.4277499999999999,0.2135,0.21525,0.17425,0.1009999999999999,0.1985,0.14625,0.46725,0.1977499999999999,0.51125,0.289,0.0797499999999999,0.09325,0.2309999999999999,0.1935,0.11575,0.362,0.2815,0.1335,0.1614999999999999,0.147,0.0939999999999999,0.1347499999999999,0.06125,0.0949999999999999,0.2309999999999999,0.22875,0.911,0.1352499999999999,0.1352499999999999,0.218,0.14075,0.10625,0.178,0.21275,0.2837499999999999,0.0835,0.2274999999999999,0.3974999999999999,0.17875,0.11225,0.11125,0.1619999999999999,0.15175,0.1455,0.23875,0.22275,0.0837499999999999,0.1337499999999999,0.2355,0.0742499999999999,0.1089999999999999,0.911,0.1639999999999999,0.0702499999999999,0.0792499999999999,0.03,0.091,0.0802499999999999,0.0692499999999999,0.0642499999999999,0.0637499999999999,0.09825,0.03425,0.09125,0.018,0.0569999999999999,0.1094999999999999,0.11825,0.09125,0.0767499999999999,0.1049999999999999,0.03975,0.0504999999999999,0.083,0.0237499999999999,0.075,0.03025,0.0217499999999999,0.04225,0.0185,0.016,0.0305,0.062,0.02975,0.03875,0.04725,0.0509999999999999,0.0272499999999999,0.0275,0.128,0.04475,0.04675,0.04025,0.0469999999999999,0.0167499999999999,0.0165,0.03775,0.03425,0.0295,0.023,0.0414999999999999,0.0227499999999999,0.025,0.017,0.0195
Umberto D. (1952),0.995,0.9865,0.9865,0.9865,0.9865,0.9865,0.98625,0.935,0.97325,0.75475,0.75475,0.98625,0.84325,0.78075,0.8625,0.2714999999999999,0.44325,0.397,0.76675,0.4915,0.4449999999999999,0.64325,0.2475,0.4595,0.4762499999999999,0.2045,0.17775,0.20675,0.12475,0.3695,0.24725,0.2214999999999999,0.21775,0.25925,0.2425,0.23125,0.25075,0.352,0.41525,0.1277499999999999,0.4145,0.11075,0.4067499999999999,0.20925,0.22025,0.17125,0.11375,0.142,0.239,0.121,0.18075,0.3087499999999999,0.2887499999999999,0.4145,0.16475,0.18475,0.2534999999999999,0.31125,0.1639999999999999,0.1865,0.2644999999999999,0.7829999999999999,0.1402499999999999,0.1569999999999999,0.14675,0.1277499999999999,0.3225,0.15,0.1302499999999999,0.1895,0.16675,0.1505,0.149,0.33225,0.16475,0.134,0.26775,0.17975,0.0394999999999999,0.05875,0.135,0.0677499999999999,0.24575,0.26,0.18025,0.1267499999999999,0.1795,0.18025,0.1302499999999999,0.10075,0.075,0.1515,0.1855,0.17325,0.15,0.085,0.0795,0.0964999999999999,0.09575,0.2784999999999999,0.17325,0.09125,0.21375,0.1069999999999999,0.16625,0.063,0.0935,0.79375,0.0707499999999999,0.1215,0.20425,0.09925,0.23025,0.5095,0.05575,0.1014999999999999,0.05725,0.1347499999999999,0.0569999999999999,0.05475,0.083,0.09775,0.0885,0.03325,0.03775,0.03725,0.0865,0.0549999999999999,0.04825,0.0635,0.0404999999999999,0.0474999999999999,0.063,0.072,0.15575,0.0409999999999999,0.029,0.0334999999999999,0.0324999999999999,0.03525,0.06,0.0225,0.0344999999999999,0.025,0.024,0.0339999999999999,0.0187499999999999,0.0334999999999999,0.0092499999999999
Tokyo Story (Tôkyô monogatari) (1953),0.99025,0.97725,0.92,0.97725,0.97725,0.97725,0.92,0.97725,0.74925,0.8912500000000001,0.8912500000000001,0.92,0.8672500000000001,0.6055,0.8107500000000001,0.4225,0.3115,0.808,0.8574999999999999,0.367,0.43425,0.7617499999999999,0.286,0.2125,0.46175,0.2365,0.20425,0.74475,0.98425,0.3017499999999999,0.175,0.1875,0.25,0.3452499999999999,0.2007499999999999,0.8895,0.283,0.41525,0.269,0.312,0.2165,0.17075,0.17375,0.23925,0.1845,0.1475,0.0767499999999999,0.1555,0.16325,0.2304999999999999,0.1265,0.39875,0.269,0.172,0.1905,0.2145,0.1877499999999999,0.43875,0.1402499999999999,0.1624999999999999,0.24075,0.268,0.18475,0.129,0.1865,0.22525,0.16275,0.808,0.1285,0.1805,0.071,0.1584999999999999,0.11775,0.10675,0.2299999999999999,0.081,0.1019999999999999,0.0935,0.0504999999999999,0.143,0.1114999999999999,0.08775,0.1255,0.12475,0.0837499999999999,0.10975,0.1109999999999999,0.1129999999999999,0.14225,0.12325,0.0772499999999999,0.0964999999999999,0.21925,0.0959999999999999,0.1164999999999999,0.0514999999999999,0.09275,0.09075,0.17225,0.0625,0.09675,0.08,0.0625,0.1074999999999999,0.1074999999999999,0.0815,0.1019999999999999,0.1019999999999999,0.0524999999999999,0.24,0.0757499999999999,0.11175,0.2145,0.155,0.05275,0.09725,0.0429999999999999,0.0647499999999999,0.0574999999999999,0.0657499999999999,0.03725,0.03975,0.0414999999999999,0.0544999999999999,0.03875,0.0459999999999999,0.05475,0.0632499999999999,0.0885,0.04875,0.04575,0.03,0.0865,0.0389999999999999,0.0544999999999999,0.02975,0.0207499999999999,0.089,0.0197499999999999,0.12225,0.019,0.0389999999999999,0.0222499999999999,0.1144999999999999,0.031,0.0127499999999999,0.0255,0.021,0.03575
"Red Shoes, The (1948)",0.98425,0.92625,0.92625,0.92625,0.8107500000000001,0.919,0.7927500000000001,0.8107500000000001,0.5595,0.515,0.515,0.72825,0.7927500000000001,0.3612499999999999,0.8520000000000001,0.2955,0.3045,0.36575,0.38025,0.72325,0.44125,0.2945,0.1855,0.30025,0.256,0.22075,0.3165,0.40375,0.2155,0.3289999999999999,0.4985,0.2524999999999999,0.24025,0.406,0.0735,0.1689999999999999,0.2867499999999999,0.20525,0.26925,0.59775,0.62725,0.1624999999999999,0.28125,0.2445,0.2065,0.34025,0.3265,0.25,0.2855,0.1335,0.29625,0.1317499999999999,0.6845,0.16125,0.3864999999999999,0.14675,0.17775,0.15025,0.33525,0.17775,0.1599999999999999,0.12475,0.152,0.4335,0.0782499999999999,0.1962499999999999,0.10275,0.0954999999999999,0.1395,0.1312499999999999,0.11175,0.176,0.11375,0.1024999999999999,0.4,0.23675,0.0767499999999999,0.05525,0.4725,0.10825,0.16425,0.0782499999999999,0.17525,0.1267499999999999,0.09125,0.1327499999999999,0.1365,0.10175,0.189,0.0695,0.0394999999999999,0.1014999999999999,0.1495,0.1305,0.1325,0.11175,0.2135,0.0662499999999999,0.0905,0.1059999999999999,0.0939999999999999,0.198,0.1669999999999999,0.14375,0.087,0.09575,0.09525,0.026,0.03625,0.03525,0.04475,0.079,0.0489999999999999,0.061,0.0687499999999999,0.05025,0.0692499999999999,0.04775,0.1315,0.06175,0.0692499999999999,0.0287499999999999,0.06225,0.09375,0.075,0.0399999999999999,0.0489999999999999,0.04325,0.04275,0.0559999999999999,0.04075,0.0514999999999999,0.0305,0.0524999999999999,0.0339999999999999,0.122,0.03025,0.0439999999999999,0.03475,0.0235,0.04125,0.04675,0.0454999999999999,0.011,0.0282499999999999,0.03825,0.0354999999999999,0.0339999999999999,0.0077499999999999
Ikiru (1952),0.996,0.9755,0.9715,0.9755,0.9755,0.9755,0.9715,0.9755,0.9225,0.835,0.835,0.9715,0.875,0.7045,0.959,0.60675,0.5375,0.65625,0.737,0.74325,0.42625,0.94875,0.34875,0.4097499999999999,0.66675,0.3864999999999999,0.22875,0.23675,0.95625,0.3545,0.4419999999999999,0.187,0.14825,0.49075,0.17875,0.244,0.2724999999999999,0.1815,0.278,0.3429999999999999,0.3834999999999999,0.1545,0.2927499999999999,0.728,0.23175,0.21,0.1405,0.0964999999999999,0.302,0.2209999999999999,0.0499999999999999,0.27075,0.3834999999999999,0.3834999999999999,0.283,0.40425,0.197,0.39875,0.1255,0.1317499999999999,0.311,0.5245,0.14775,0.1815,0.544,0.3219999999999999,0.4257499999999999,0.146,0.14325,0.2115,0.1362499999999999,0.1755,0.1305,0.1149999999999999,0.27675,0.1205,0.2804999999999999,0.076,0.254,0.0835,0.081,0.12025,0.18275,0.2945,0.1315,0.1332499999999999,0.2299999999999999,0.14975,0.03525,0.10125,0.1275,0.1392499999999999,0.10575,0.11825,0.11075,0.0767499999999999,0.0805,0.15825,0.1257499999999999,0.1124999999999999,0.0747499999999999,0.2214999999999999,0.09575,0.0944999999999999,0.0837499999999999,0.2025,0.10525,0.25675,0.0832499999999999,0.10475,0.199,0.08775,0.98475,0.06025,0.05525,0.05025,0.0444999999999999,0.0705,0.0314999999999999,0.05775,0.0615,0.0675,0.05725,0.0287499999999999,0.0324999999999999,0.0459999999999999,0.1694999999999999,0.03575,0.04725,0.0499999999999999,0.0282499999999999,0.05925,0.17625,0.073,0.0534999999999999,0.0419999999999999,0.0207499999999999,0.0182499999999999,0.04425,0.0207499999999999,0.0227499999999999,0.021,0.03175,0.03075,0.04425,0.03175,0.0132499999999999,0.0277499999999999,0.0107499999999999
"Rules of the Game, The (La règle du jeu) (1939)",0.99325,0.91475,0.95025,0.95025,0.91475,0.91475,0.90675,0.91475,0.687,0.7855000000000001,0.7855000000000001,0.8712500000000001,0.90675,0.65625,0.42425,0.4399999999999999,0.59375,0.28525,0.7145,0.3834999999999999,0.49,0.4449999999999999,0.4147499999999999,0.32225,0.44375,0.3844999999999999,0.2987499999999999,0.4459999999999999,0.24825,0.268,0.11625,0.4085,0.48275,0.399,0.7345,0.23975,0.8145,0.415,0.378,0.393,0.22025,0.94925,0.178,0.2634999999999999,0.50525,0.15575,0.2774999999999999,0.66575,0.27825,0.766,0.279,0.1425,0.148,0.23675,0.271,0.10925,0.1515,0.1775,0.143,0.22525,0.17425,0.1169999999999999,0.302,0.3545,0.26825,0.1982499999999999,0.10625,0.1019999999999999,0.1337499999999999,0.27875,0.0252499999999999,0.1352499999999999,0.1962499999999999,0.15275,0.1292499999999999,0.16825,0.09,0.1089999999999999,0.03625,0.40925,0.09675,0.1315,0.075,0.11375,0.09475,0.1282499999999999,0.076,0.0715,0.0847499999999999,0.1584999999999999,0.0672499999999999,0.1099999999999999,0.1109999999999999,0.14075,0.12475,0.0439999999999999,0.065,0.08,0.0895,0.8300000000000001,0.09425,0.123,0.1574999999999999,0.12325,0.11975,0.0682499999999999,0.22675,0.05425,0.1367499999999999,0.2165,0.0642499999999999,0.1664999999999999,0.0272499999999999,0.0429999999999999,0.0792499999999999,0.065,0.05925,0.0394999999999999,0.069,0.04775,0.134,0.0524999999999999,0.0489999999999999,0.10425,0.0384999999999999,0.0282499999999999,0.0257499999999999,0.04475,0.0827499999999999,0.0484999999999999,0.3087499999999999,0.03475,0.0334999999999999,0.0265,0.0827499999999999,0.03125,0.0217499999999999,0.0349999999999999,0.0524999999999999,0.0757499999999999,0.0695,0.142,0.0222499999999999,0.009,0.0192499999999999,0.0187499999999999,0.03175,0.0202499999999999,0.007
"Sunday in the Country, A (Un dimanche à la campagne) (1984)",0.8992500000000001,0.8532500000000001,0.8532500000000001,0.8532500000000001,0.8532500000000001,0.768,0.768,0.3452499999999999,0.66025,0.5595,0.5055,0.768,0.693,0.8062499999999999,0.242,0.56375,0.4802499999999999,0.392,0.723,0.4675,0.44175,0.614,0.4802499999999999,0.27275,0.2905,0.27825,0.15775,0.34575,0.28525,0.36,0.1957499999999999,0.2975,0.43875,0.26525,0.6965,0.5695,0.23625,0.21825,0.27875,0.28075,0.3027499999999999,0.64675,0.2204999999999999,0.38125,0.37475,0.25975,0.3695,0.08975,0.16925,0.6575,0.1154999999999999,0.23425,0.1679999999999999,0.3429999999999999,0.1659999999999999,0.358,0.26275,0.25325,0.4,0.2485,0.1292499999999999,0.2015,0.23225,0.18,0.087,0.15075,0.3725,0.693,0.2817499999999999,0.1584999999999999,0.14175,0.063,0.46225,0.0529999999999999,0.4539999999999999,0.03925,0.11375,0.0692499999999999,0.0524999999999999,0.08975,0.0812499999999999,0.03875,0.1689999999999999,0.0559999999999999,0.0742499999999999,0.21175,0.08775,0.0805,0.23525,0.0559999999999999,0.30825,0.04625,0.16275,0.21875,0.2339999999999999,0.1795,0.1019999999999999,0.0354999999999999,0.15125,0.0292499999999999,0.11125,0.1099999999999999,0.0379999999999999,0.0449999999999999,0.09375,0.31525,0.0747499999999999,0.0655,0.52375,0.21175,0.0745,0.0772499999999999,0.1315,0.39225,0.07,0.15025,0.03925,0.0785,0.04775,0.1877499999999999,0.0539999999999999,0.0595,0.10575,0.088,0.10475,0.05575,0.1225,0.024,0.1855,0.078,0.0374999999999999,0.018,0.03875,0.062,0.3369999999999999,0.0429999999999999,0.05275,0.03125,0.0722499999999999,0.061,0.0925,0.04725,0.0092499999999999,0.3994999999999999,0.0369999999999999,0.1029999999999999,0.285,0.0277499999999999,0.0075
Knife in the Water (Nóz w wodzie) (1962),0.98825,0.99075,0.99075,0.99075,0.8565,0.8565,0.718,0.922,0.881,0.7895000000000001,0.7895000000000001,0.65325,0.718,0.99075,0.4712499999999999,0.65225,0.54925,0.359,0.27475,0.74575,0.51925,0.24675,0.708,0.25825,0.287,0.301,0.65225,0.434,0.2945,0.32175,0.174,0.17725,0.2955,0.27175,0.2827499999999999,0.23025,0.2935,0.42625,0.578,0.21225,0.11525,0.14225,0.51825,0.144,0.23225,0.16475,0.131,0.11275,0.3389999999999999,0.1525,0.17225,0.1975,0.1332499999999999,0.145,0.214,0.1515,0.14825,0.33125,0.12125,0.20625,0.21675,0.15825,0.211,0.15775,0.252,0.436,0.304,0.092,0.123,0.146,0.0292499999999999,0.186,0.1149999999999999,0.25825,0.08675,0.1659999999999999,0.11125,0.0692499999999999,0.03375,0.28,0.249,0.10625,0.1669999999999999,0.093,0.1134999999999999,0.1604999999999999,0.1495,0.1435,0.10675,0.0702499999999999,0.04225,0.59575,0.0835,0.1945,0.142,0.0702499999999999,0.0984999999999999,0.1169999999999999,0.10275,0.2075,0.1912499999999999,0.072,0.08775,0.1267499999999999,0.072,0.0785,0.261,0.137,0.04375,0.09625,0.0857499999999999,0.05525,0.0265,0.0235,0.0825,0.1104999999999999,0.081,0.0504999999999999,0.2817499999999999,0.091,0.0925,0.0974999999999999,0.071,0.05225,0.10025,0.1674999999999999,0.0295,0.1014999999999999,0.0339999999999999,0.0524999999999999,0.0554999999999999,0.0712499999999999,0.0509999999999999,0.0349999999999999,0.05225,0.04925,0.0419999999999999,0.0647499999999999,0.04475,0.0232499999999999,0.0394999999999999,0.0295,0.05225,0.0135,0.05925,0.0207499999999999,0.0262499999999999,0.0222499999999999,0.0097499999999999
"Unvanquished, The (Aparajito) (1957)",0.97775,0.9335,0.806,0.8307500000000001,0.8307500000000001,0.8307500000000001,0.806,0.8307500000000001,0.64425,0.7697499999999999,0.7697499999999999,0.806,0.64425,0.6525,0.8405,0.1265,0.32725,0.8294999999999999,0.5655,0.4125,0.41625,0.8042499999999999,0.13,0.69775,0.384,0.17775,0.083,0.142,0.4669999999999999,0.354,0.45125,0.10025,0.11275,0.27775,0.09875,0.37625,0.1292499999999999,0.11025,0.16325,0.17225,0.147,0.15675,0.2817499999999999,0.1014999999999999,0.1885,0.2185,0.0725,0.2319999999999999,0.2055,0.1154999999999999,0.03725,0.16325,0.2714999999999999,0.1955,0.0984999999999999,0.1735,0.1397499999999999,0.31975,0.05575,0.09725,0.0939999999999999,0.21375,0.1382499999999999,0.1169999999999999,0.123,0.10325,0.0484999999999999,0.16625,0.1109999999999999,0.10475,0.0549999999999999,0.10125,0.0807499999999999,0.05925,0.9125,0.03725,0.08675,0.0989999999999999,0.17025,0.11475,0.028,0.1164999999999999,0.09375,0.1302499999999999,0.0692499999999999,0.0579999999999999,0.14475,0.06175,0.0865,0.16925,0.9615,0.151,0.14275,0.0389999999999999,0.1159999999999999,0.0549999999999999,0.4872499999999999,0.0354999999999999,0.2985,0.026,0.0807499999999999,0.0652499999999999,0.0379999999999999,0.0409999999999999,0.04175,0.25675,0.0314999999999999,0.3135,0.3055,0.11975,0.0822499999999999,0.085,0.17175,0.0692499999999999,0.04825,0.022,0.023,0.0687499999999999,0.03175,0.0479999999999999,0.018,0.0257499999999999,0.03625,0.05425,0.027,0.009,0.08725,0.0185,0.0215,0.0384999999999999,0.028,0.0137499999999999,0.0514999999999999,0.026,0.0262499999999999,0.0282499999999999,0.0187499999999999,0.0212499999999999,0.0255,0.017,0.015,0.0147499999999999,0.0185,0.0175,0.0125,0.03125,0.0087499999999999,0.023,0.0057499999999999
Europa (Zentropa) (1991),0.988,0.988,0.9235,0.988,0.988,0.988,0.8115000000000001,0.8427500000000001,0.75475,0.895,0.895,0.64,0.6785,0.8145,0.49775,0.8145,0.74525,0.2827499999999999,0.17875,0.418,0.508,0.3325,0.67625,0.3399999999999999,0.28525,0.6045,0.393,0.11025,0.303,0.3425,0.277,0.8532500000000001,0.153,0.31525,0.49175,0.24175,0.4875,0.405,0.32625,0.1584999999999999,0.49175,0.1564999999999999,0.255,0.1149999999999999,0.24075,0.3275,0.3097499999999999,0.1089999999999999,0.134,0.18325,0.14225,0.1257499999999999,0.1815,0.14875,0.3309999999999999,0.4165,0.22925,0.14,0.3395,0.20375,0.2284999999999999,0.1755,0.15625,0.15675,0.2135,0.22325,0.1307499999999999,0.1287499999999999,0.17825,0.3077499999999999,0.1907499999999999,0.3199999999999999,0.1149999999999999,0.10875,0.0737499999999999,0.2105,0.0959999999999999,0.068,0.09925,0.2355,0.1064999999999999,0.0494999999999999,0.182,0.069,0.1639999999999999,0.1159999999999999,0.26175,0.0787499999999999,0.1287499999999999,0.0705,0.269,0.1947499999999999,0.10075,0.0905,0.1312499999999999,0.1377499999999999,0.087,0.20575,0.0752499999999999,0.0454999999999999,0.14275,0.1322499999999999,0.1345,0.0979999999999999,0.0559999999999999,0.0905,0.15875,0.027,0.2875,0.10025,0.0782499999999999,0.08625,0.0354999999999999,0.0642499999999999,0.18,0.04875,0.0454999999999999,0.08775,0.1099999999999999,0.068,0.0687499999999999,0.0205,0.04725,0.0205,0.064,0.06225,0.0404999999999999,0.12225,0.04975,0.0692499999999999,0.0662499999999999,0.0354999999999999,0.0635,0.0539999999999999,0.0847499999999999,0.0419999999999999,0.1255,0.12475,0.0319999999999999,0.0295,0.05125,0.03675,0.0569999999999999,0.0192499999999999,0.03175,0.0112499999999999,0.0319999999999999,0.0262499999999999,0.0232499999999999
"Ordet (Word, The) (1955)",0.97225,0.8947499999999999,0.8767499999999999,0.8947499999999999,0.8767499999999999,0.8767499999999999,0.66875,0.76075,0.81,0.71025,0.71025,0.667,0.66775,0.667,0.81375,0.4367499999999999,0.33975,0.2927499999999999,0.21825,0.33675,0.50975,0.56125,0.25725,0.189,0.276,0.362,0.1564999999999999,0.58875,0.278,0.3445,0.1355,0.08675,0.216,0.37875,0.38175,0.4499999999999999,0.2304999999999999,0.17375,0.24975,0.2027499999999999,0.56275,0.14325,0.23425,0.29225,0.253,0.17525,0.0959999999999999,0.31775,0.1599999999999999,0.11275,0.1387499999999999,0.15,0.214,0.2574999999999999,0.067,0.14725,0.282,0.1307499999999999,0.2694999999999999,0.282,0.2405,0.21125,0.1282499999999999,0.10825,0.1185,0.3057499999999999,0.3149999999999999,0.2945,0.128,0.1855,0.95,0.1555,0.09825,0.1589999999999999,0.47675,0.084,0.12225,0.1099999999999999,0.1134999999999999,0.0905,0.1195,0.0369999999999999,0.08825,0.0855,0.0692499999999999,0.12075,0.21325,0.0682499999999999,0.2204999999999999,0.0682499999999999,0.1185,0.1255,0.1815,0.1435,0.141,0.94175,0.15875,0.0434999999999999,0.0687499999999999,0.1094999999999999,0.0832499999999999,0.0979999999999999,0.0697499999999999,0.073,0.11875,0.065,0.183,0.0419999999999999,0.0419999999999999,0.2249999999999999,0.0554999999999999,0.077,0.0554999999999999,0.1144999999999999,0.05025,0.0667499999999999,0.0334999999999999,0.0559999999999999,0.0642499999999999,0.07,0.0245,0.03,0.0792499999999999,0.0245,0.0295,0.04425,0.0262499999999999,0.0489999999999999,0.06175,0.0685,0.061,0.0225,0.031,0.0494999999999999,0.1154999999999999,0.0157499999999999,0.0292499999999999,0.0257499999999999,0.0157499999999999,0.05475,0.0192499999999999,0.0265,0.025,0.06175,0.03225,0.0147499999999999,0.0167499999999999,0.0217499999999999,0.0155
