movieId,fight scenes,chase,weapons,fun movie,original,predictable,vengeance,mentor,good,betrayal,catastrophe,dialogue,very funny,culture clash,runaway,light,first contact,weird,greed,life philosophy,melancholic,fantasy world,drama,not funny,surveillance,pornography,pulp,death,teen movie,adaptation,transformation,family,alter ego,buddy movie,classic car,sexy,stereotypes,life & death,creativity,80s,nudity (full frontal - brief),absurd,quirky,kidnapping,camp,independent film,childhood,unlikely friendships,farce,sacrifice,computer animation,drinking,women,california,hospital,writers,dysfunctional family,multiple storylines,internet,kick-butt women,los angeles,new jersey,mad scientist,underrated,notable nudity,hip hop,prison,irish accent,nudity (rear),road movie,queer,survival,awesome soundtrack,simple,remake,island,too long,prejudice,immortality,alternate history,islam,no plot,brothers,memory,russian,stand-up comedy,tokyo,blindness,doctors,hotel,nudity (topless - brief),race,new york city,addiction,film noir,small town,period piece,san francisco,shopping,good music,indians,trilogy,bollywood,foul language,british,desert,snakes,divorce,interracial romance,wartime,wilderness,stoner movie,dreams,too short,censorship,god,ghosts/afterlife,fashion,texas,hunting,adoption,unlikeable characters,workplace,ensemble cast,single father,reality tv,australia,directorial debut,finnish,graphic novel,cancer,robert downey jr,atheism,homeless,time,made for tv,1930s,father daughter relationship,oil,prostitution,lawyer,radio,potential oscar nom,goth,french,rebellion,wine,best of 2005,documentary
Rush Hour (1998),0.98575,0.98575,0.98575,0.97725,0.64975,0.70175,0.73075,0.68225,0.7909999999999999,0.65375,0.72775,0.55575,0.983,0.74775,0.5115,0.4945,0.31,0.4265,0.3824999999999999,0.33375,0.25175,0.27675,0.4265,0.3279999999999999,0.4499999999999999,0.20375,0.16625,0.17925,0.366,0.2319999999999999,0.33025,0.3359999999999999,0.31275,0.983,0.22225,0.1892499999999999,0.54875,0.18575,0.4355,0.21125,0.197,0.124,0.16375,0.8887499999999999,0.14975,0.18325,0.24,0.44175,0.7965,0.26575,0.2075,0.1765,0.12275,0.33225,0.1395,0.1084999999999999,0.2249999999999999,0.1912499999999999,0.218,0.1877499999999999,0.821,0.1262499999999999,0.0832499999999999,0.2249999999999999,0.1845,0.1302499999999999,0.1039999999999999,0.17825,0.18325,0.1175,0.134,0.1649999999999999,0.16025,0.23225,0.0657499999999999,0.1485,0.0847499999999999,0.1342499999999999,0.0775,0.1402499999999999,0.11775,0.15525,0.1967499999999999,0.0857499999999999,0.1049999999999999,0.0832499999999999,0.09575,0.123,0.1185,0.135,0.1084999999999999,0.10775,0.0672499999999999,0.03775,0.0827499999999999,0.09075,0.122,0.11825,0.1345,0.17225,0.09475,0.15175,0.11125,0.30625,0.15425,0.0667499999999999,0.0944999999999999,0.09725,0.0807499999999999,0.06,0.066,0.078,0.0665,0.128,0.10125,0.0444999999999999,0.16425,0.071,0.0444999999999999,0.031,0.09225,0.03525,0.0717499999999999,0.05075,0.09325,0.0369999999999999,0.1397499999999999,0.0702499999999999,0.05525,0.0167499999999999,0.0632499999999999,0.067,0.06025,0.0334999999999999,0.0559999999999999,0.03925,0.0772499999999999,0.1305,0.0665,0.0449999999999999,0.04825,0.0752499999999999,0.0364999999999999,0.0474999999999999,0.04375,0.0534999999999999,0.04575,0.04525,0.027
Police Academy 5: Assignment: Miami Beach (1988),0.7682500000000001,0.8440000000000001,0.98125,0.353,0.749,0.98125,0.7969999999999999,0.4845,0.3175,0.369,0.5045,0.3365,0.93925,0.247,0.2867499999999999,0.59125,0.31525,0.27425,0.247,0.4067499999999999,0.29925,0.395,0.2012499999999999,0.2375,0.141,0.242,0.211,0.247,0.1902499999999999,0.25975,0.181,0.41125,0.20575,0.0762499999999999,0.20575,0.1164999999999999,0.15775,0.27,0.288,0.21075,0.204,0.2204999999999999,0.2425,0.6005,0.3515,0.1024999999999999,0.1972499999999999,0.16525,0.31825,0.15425,0.1957499999999999,0.146,0.145,0.08875,0.2534999999999999,0.306,0.2,0.29725,0.15125,0.0845,0.0845,0.1337499999999999,0.1599999999999999,0.0822499999999999,0.21925,0.1362499999999999,0.10275,0.1594999999999999,0.1965,0.092,0.1385,0.0935,0.075,0.15125,0.14725,0.1029999999999999,0.1629999999999999,0.1044999999999999,0.1114999999999999,0.1679999999999999,0.11275,0.1039999999999999,0.076,0.15675,0.09475,0.14675,0.0652499999999999,0.075,0.1149999999999999,0.08675,0.0667499999999999,0.0717499999999999,0.088,0.05625,0.1215,0.0574999999999999,0.0707499999999999,0.08,0.06125,0.077,0.08875,0.0652499999999999,0.1129999999999999,0.0712499999999999,0.0954999999999999,0.0399999999999999,0.03225,0.0692499999999999,0.0697499999999999,0.0722499999999999,0.05575,0.0805,0.08925,0.1024999999999999,0.0459999999999999,0.12275,0.0662499999999999,0.0349999999999999,0.04375,0.03475,0.0695,0.0524999999999999,0.0757499999999999,0.1099999999999999,0.0549999999999999,0.072,0.0745,0.04725,0.0519999999999999,0.03775,0.0637499999999999,0.0419999999999999,0.0697499999999999,0.0324999999999999,0.1377499999999999,0.124,0.063,0.0344999999999999,0.03425,0.04975,0.0344999999999999,0.06025,0.0344999999999999,0.0444999999999999,0.0369999999999999,0.031,0.0349999999999999,0.03425,0.028
Rambo: First Blood Part II (1985),0.99025,0.99025,0.99025,0.98175,0.696,0.8115000000000001,0.8660000000000001,0.74875,0.62425,0.84575,0.477,0.4722499999999999,0.3814999999999999,0.51,0.4722499999999999,0.46325,0.4177499999999999,0.3299999999999999,0.43125,0.298,0.257,0.26625,0.46625,0.372,0.23625,0.201,0.3505,0.26575,0.214,0.21925,0.29225,0.26575,0.2274999999999999,0.26725,0.30625,0.1614999999999999,0.21725,0.18325,0.186,0.8725,0.29625,0.2185,0.209,0.1377499999999999,0.93525,0.8665,0.306,0.1955,0.14075,0.5115,0.176,0.27,0.176,0.21725,0.1982499999999999,0.16175,0.1785,0.09625,0.133,0.07,0.1445,0.10775,0.22575,0.25075,0.16625,0.0707499999999999,0.63375,0.15475,0.1104999999999999,0.11725,0.1315,0.66375,0.18075,0.285,0.0857499999999999,0.18625,0.0847499999999999,0.2249999999999999,0.1019999999999999,0.18725,0.2244999999999999,0.061,0.121,0.0722499999999999,0.7415,0.1185,0.09725,0.0944999999999999,0.11025,0.08,0.11075,0.079,0.1215,0.0554999999999999,0.09775,0.17475,0.0895,0.0905,0.1367499999999999,0.067,0.138,0.28125,0.05925,0.16775,0.0635,0.3005,0.20475,0.0944999999999999,0.10175,0.8665,0.11625,0.08625,0.0732499999999999,0.0414999999999999,0.09875,0.0564999999999999,0.062,0.066,0.067,0.2135,0.05475,0.0524999999999999,0.04775,0.0822499999999999,0.03075,0.04725,0.1129999999999999,0.0529999999999999,0.04875,0.0705,0.05525,0.06175,0.0514999999999999,0.04225,0.0755,0.0344999999999999,0.04775,0.03375,0.1059999999999999,0.075,0.0265,0.10125,0.04075,0.04325,0.03475,0.04625,0.03,0.03625,0.024
Rambo III (1988),0.992,0.992,0.992,0.974,0.69475,0.91375,0.8460000000000001,0.8452500000000001,0.73225,0.8460000000000001,0.73225,0.4802499999999999,0.37,0.4215,0.38475,0.417,0.3465,0.37925,0.27,0.33225,0.25925,0.41025,0.4215,0.36675,0.1644999999999999,0.2005,0.372,0.3299999999999999,0.21075,0.25,0.2339999999999999,0.2465,0.38775,0.31675,0.2259999999999999,0.1377499999999999,0.1267499999999999,0.21825,0.21375,0.8025,0.258,0.2405,0.211,0.17875,0.8107500000000001,0.70425,0.2415,0.20875,0.1445,0.3097499999999999,0.198,0.184,0.184,0.16675,0.188,0.14375,0.15175,0.1345,0.14475,0.0797499999999999,0.14725,0.10975,0.301,0.192,0.125,0.0725,0.59975,0.1624999999999999,0.18725,0.1084999999999999,0.1295,0.4065,0.1619999999999999,0.24875,0.1505,0.256,0.1402499999999999,0.2005,0.09675,0.1795,0.3189999999999999,0.05475,0.11475,0.1054999999999999,0.72475,0.119,0.086,0.0954999999999999,0.10825,0.0802499999999999,0.12425,0.0687499999999999,0.1295,0.0549999999999999,0.10575,0.1059999999999999,0.0817499999999999,0.05875,0.12275,0.0514999999999999,0.0807499999999999,0.4805,0.0735,0.135,0.083,0.54175,0.1139999999999999,0.0757499999999999,0.0792499999999999,0.70425,0.16975,0.0717499999999999,0.06125,0.0747499999999999,0.0777499999999999,0.0732499999999999,0.0509999999999999,0.05175,0.0504999999999999,0.1445,0.0544999999999999,0.0359999999999999,0.05475,0.05825,0.03675,0.173,0.10725,0.04925,0.0615,0.0765,0.0695,0.0509999999999999,0.05675,0.0735,0.10925,0.0359999999999999,0.0399999999999999,0.0262499999999999,0.12075,0.0534999999999999,0.0207499999999999,0.05025,0.0655,0.0389999999999999,0.0344999999999999,0.0559999999999999,0.0242499999999999,0.02975,0.0217499999999999
"Jewel of the Nile, The (1985)",0.8967499999999999,0.8967499999999999,0.8967499999999999,0.91275,0.695,0.87775,0.4722499999999999,0.5715,0.8254999999999999,0.3864999999999999,0.50775,0.4975,0.554,0.3864999999999999,0.515,0.30025,0.37625,0.38025,0.32425,0.405,0.291,0.4085,0.3864999999999999,0.3299999999999999,0.1307499999999999,0.1877499999999999,0.26225,0.25,0.56425,0.22975,0.2684999999999999,0.2817499999999999,0.138,0.1885,0.2224999999999999,0.24675,0.3415,0.20425,0.179,0.667,0.249,0.14525,0.35475,0.2897499999999999,0.12025,0.178,0.2855,0.251,0.0787499999999999,0.2294999999999999,0.14425,0.1252499999999999,0.17575,0.21025,0.1355,0.26075,0.122,0.077,0.1302499999999999,0.075,0.09175,0.39025,0.10175,0.26125,0.11325,0.0665,0.1525,0.1372499999999999,0.156,0.21375,0.1392499999999999,0.195,0.11725,0.17725,0.0842499999999999,0.1985,0.10875,0.178,0.1159999999999999,0.1945,0.55425,0.0802499999999999,0.1405,0.15275,0.0875,0.0994999999999999,0.05575,0.0944999999999999,0.11625,0.16625,0.18,0.1024999999999999,0.1054999999999999,0.0637499999999999,0.091,0.1124999999999999,0.13,0.174,0.2385,0.0772499999999999,0.2269999999999999,0.1987499999999999,0.09225,0.0595,0.0847499999999999,0.879,0.1044999999999999,0.1257499999999999,0.1604999999999999,0.0835,0.24125,0.0757499999999999,0.1569999999999999,0.11675,0.0697499999999999,0.0404999999999999,0.296,0.0705,0.0595,0.08725,0.04375,0.03225,0.0444999999999999,0.0262499999999999,0.0469999999999999,0.0444999999999999,0.12025,0.0692499999999999,0.0645,0.0222499999999999,0.0637499999999999,0.04825,0.0742499999999999,0.0615,0.17325,0.0692499999999999,0.0802499999999999,0.03625,0.2375,0.0399999999999999,0.03775,0.0579999999999999,0.04925,0.03075,0.04575,0.03725,0.0595,0.0262499999999999,0.0215
Rocky III (1982),0.981,0.782,0.979,0.981,0.677,0.979,0.7175,0.95825,0.8755,0.48475,0.46025,0.36275,0.395,0.5955,0.39825,0.395,0.31875,0.348,0.33375,0.30425,0.253,0.3017499999999999,0.53475,0.44925,0.1124999999999999,0.24425,0.255,0.52875,0.23925,0.22375,0.3345,0.2975,0.50325,0.2754999999999999,0.2967499999999999,0.1584999999999999,0.1215,0.2827499999999999,0.204,0.7465,0.24625,0.10225,0.17125,0.0935,0.3732499999999999,0.2847499999999999,0.687,0.63975,0.1375,0.32525,0.1659999999999999,0.1679999999999999,0.14475,0.3155,0.4297499999999999,0.18025,0.2965,0.18625,0.1639999999999999,0.05875,0.64525,0.2145,0.216,0.1634999999999999,0.1345,0.0935,0.11275,0.1785,0.15825,0.1322499999999999,0.12475,0.271,0.26725,0.27375,0.0775,0.153,0.0827499999999999,0.2847499999999999,0.3555,0.1815,0.17275,0.04625,0.09475,0.1064999999999999,0.1982499999999999,0.152,0.15075,0.0812499999999999,0.20675,0.1425,0.2224999999999999,0.184,0.267,0.0857499999999999,0.09775,0.1019999999999999,0.0925,0.1267499999999999,0.10875,0.207,0.09825,0.3492499999999999,0.0625,0.18025,0.05175,0.1084999999999999,0.0655,0.066,0.0627499999999999,0.077,0.0787499999999999,0.0847499999999999,0.16975,0.0579999999999999,0.08725,0.03925,0.2022499999999999,0.0949999999999999,0.05275,0.0752499999999999,0.0707499999999999,0.03925,0.0625,0.05975,0.0354999999999999,0.0802499999999999,0.059,0.05675,0.0474999999999999,0.0285,0.1962499999999999,0.0825,0.04425,0.15375,0.27175,0.072,0.09175,0.05075,0.0662499999999999,0.03925,0.0464999999999999,0.09825,0.0469999999999999,0.03325,0.03,0.0444999999999999,0.03325,0.04525,0.0257499999999999
Rocky IV (1985),0.97975,0.8915,0.967,0.97975,0.63675,0.967,0.877,0.88175,0.8285,0.39675,0.4539999999999999,0.38925,0.3662499999999999,0.49575,0.35075,0.5435,0.3025,0.29425,0.32675,0.31125,0.21875,0.2877499999999999,0.4044999999999999,0.36575,0.15275,0.1825,0.4405,0.6055,0.24625,0.20425,0.27025,0.238,0.3205,0.42425,0.27875,0.127,0.2105,0.3745,0.179,0.7745,0.21875,0.179,0.1895,0.064,0.4669999999999999,0.35075,0.4145,0.73925,0.1292499999999999,0.35275,0.15175,0.1965,0.15925,0.1725,0.4107499999999999,0.1564999999999999,0.1089999999999999,0.146,0.1109999999999999,0.05125,0.14425,0.15275,0.2764999999999999,0.1907499999999999,0.14125,0.152,0.12275,0.2145,0.1109999999999999,0.1287499999999999,0.122,0.3165,0.7705,0.2445,0.0595,0.14775,0.10875,0.35075,0.2105,0.179,0.17425,0.0665,0.10325,0.1049999999999999,0.794,0.133,0.15625,0.11325,0.20825,0.083,0.1377499999999999,0.1704999999999999,0.143,0.08825,0.091,0.0954999999999999,0.11475,0.086,0.0852499999999999,0.4465,0.0989999999999999,0.18425,0.0782499999999999,0.10775,0.06075,0.11375,0.0702499999999999,0.0519999999999999,0.0519999999999999,0.1287499999999999,0.15425,0.086,0.10025,0.05875,0.0695,0.0702499999999999,0.11175,0.0687499999999999,0.05275,0.0722499999999999,0.0574999999999999,0.0285,0.064,0.0499999999999999,0.0285,0.09275,0.0692499999999999,0.0529999999999999,0.0645,0.04225,0.185,0.04825,0.0479999999999999,0.06075,0.18725,0.0682499999999999,0.0529999999999999,0.0369999999999999,0.0399999999999999,0.03125,0.03425,0.10725,0.03625,0.04075,0.0319999999999999,0.0409999999999999,0.027,0.06075,0.0222499999999999
Rocky V (1990),0.9605,0.618,0.97775,0.9605,0.714,0.97775,0.58375,0.87425,0.56,0.65025,0.43625,0.3129999999999999,0.24825,0.3652499999999999,0.25975,0.1982499999999999,0.2937499999999999,0.25975,0.381,0.38425,0.245,0.30125,0.66775,0.3844999999999999,0.10825,0.21,0.35075,0.2385,0.24475,0.23725,0.2239999999999999,0.505,0.25675,0.0657499999999999,0.175,0.11925,0.1059999999999999,0.22825,0.1332499999999999,0.18275,0.1915,0.139,0.199,0.09875,0.256,0.1325,0.27,0.4117499999999999,0.1347499999999999,0.1947499999999999,0.16725,0.137,0.198,0.138,0.40625,0.243,0.21,0.193,0.1302499999999999,0.0742499999999999,0.118,0.28725,0.10975,0.1745,0.0954999999999999,0.32925,0.10275,0.20325,0.12425,0.11725,0.26575,0.11425,0.076,0.14525,0.1392499999999999,0.1175,0.11375,0.1325,0.1892499999999999,0.15925,0.1069999999999999,0.06175,0.1014999999999999,0.1574999999999999,0.29,0.1305,0.12375,0.0944999999999999,0.3665,0.073,0.0797499999999999,0.0994999999999999,0.1245,0.0777499999999999,0.1134999999999999,0.0715,0.069,0.05975,0.0979999999999999,0.142,0.08725,0.1805,0.1039999999999999,0.0675,0.072,0.04375,0.0454999999999999,0.0647499999999999,0.0509999999999999,0.0667499999999999,0.0554999999999999,0.0717499999999999,0.11575,0.0825,0.059,0.0584999999999999,0.0579999999999999,0.064,0.06025,0.03675,0.09475,0.0509999999999999,0.05825,0.06175,0.1154999999999999,0.138,0.0439999999999999,0.04825,0.0777499999999999,0.03975,0.1292499999999999,0.0499999999999999,0.06125,0.0795,0.0632499999999999,0.0645,0.04525,0.0314999999999999,0.03675,0.0554999999999999,0.0732499999999999,0.04275,0.03875,0.03775,0.03775,0.0232499999999999,0.0404999999999999,0.03975,0.0267499999999999
"Karate Kid, Part II, The (1986)",0.8452500000000001,0.53,0.7927500000000001,0.831,0.76675,0.7927500000000001,0.65625,0.981,0.7515000000000001,0.4185,0.4429999999999999,0.33225,0.27275,0.60675,0.287,0.293,0.3295,0.4177499999999999,0.283,0.3309999999999999,0.3685,0.36375,0.581,0.3555,0.119,0.17825,0.411,0.56125,0.35675,0.23875,0.26775,0.4992499999999999,0.2554999999999999,0.16375,0.22875,0.09575,0.25675,0.4835,0.21925,0.5225,0.244,0.1347499999999999,0.22725,0.0742499999999999,0.201,0.1995,0.3824999999999999,0.58125,0.1475,0.3005,0.17275,0.1195,0.14375,0.39625,0.30125,0.25675,0.17725,0.17475,0.1367499999999999,0.16725,0.22075,0.15775,0.11275,0.15775,0.1094999999999999,0.1215,0.0964999999999999,0.1475,0.14625,0.072,0.132,0.119,0.1995,0.1745,0.123,0.3315,0.1624999999999999,0.1265,0.149,0.18375,0.11675,0.0652499999999999,0.0925,0.15125,0.076,0.1049999999999999,0.2925,0.0989999999999999,0.15625,0.0792499999999999,0.10825,0.0747499999999999,0.09475,0.06125,0.1039999999999999,0.12075,0.09325,0.09475,0.11675,0.2375,0.16175,0.5725,0.0895,0.05725,0.0715,0.09275,0.0705,0.06225,0.0817499999999999,0.05525,0.06075,0.0757499999999999,0.12325,0.09425,0.05425,0.04975,0.0775,0.0579999999999999,0.1134999999999999,0.03525,0.09475,0.025,0.0647499999999999,0.04925,0.06025,0.063,0.11275,0.05425,0.0329999999999999,0.0212499999999999,0.1402499999999999,0.03675,0.0727499999999999,0.03775,0.2025,0.0762499999999999,0.0615,0.06125,0.0429999999999999,0.04925,0.04575,0.072,0.0584999999999999,0.0285,0.04225,0.0484999999999999,0.03725,0.03275,0.0212499999999999
"Karate Kid, Part III, The (1989)",0.70675,0.4054999999999999,0.8819999999999999,0.6075,0.75,0.8819999999999999,0.7925,0.968,0.63025,0.4245,0.50775,0.34325,0.27625,0.38575,0.311,0.24975,0.2957499999999999,0.269,0.269,0.3615,0.28925,0.417,0.269,0.3339999999999999,0.1104999999999999,0.244,0.4379999999999999,0.34225,0.4695,0.21025,0.181,0.39375,0.23325,0.1915,0.2,0.11975,0.1995,0.4167499999999999,0.16325,0.375,0.2784999999999999,0.14125,0.2254999999999999,0.09825,0.35575,0.16375,0.2857499999999999,0.3592499999999999,0.12425,0.16575,0.1755,0.147,0.134,0.52925,0.192,0.2375,0.204,0.22725,0.15775,0.2002499999999999,0.54375,0.31675,0.1659999999999999,0.0984999999999999,0.11725,0.16275,0.0845,0.14925,0.137,0.0775,0.1332499999999999,0.061,0.126,0.0964999999999999,0.23725,0.21125,0.139,0.08775,0.09925,0.173,0.11275,0.10075,0.06075,0.185,0.0652499999999999,0.1385,0.3625,0.0762499999999999,0.1282499999999999,0.10375,0.0519999999999999,0.07,0.08875,0.0807499999999999,0.12,0.0742499999999999,0.05875,0.0802499999999999,0.1835,0.0662499999999999,0.1034999999999999,0.5675,0.0999999999999999,0.04775,0.06075,0.0705,0.15025,0.065,0.0964999999999999,0.0707499999999999,0.0564999999999999,0.0625,0.11225,0.09725,0.0642499999999999,0.118,0.0559999999999999,0.0964999999999999,0.0509999999999999,0.0242499999999999,0.0875,0.0349999999999999,0.0712499999999999,0.05525,0.0795,0.0632499999999999,0.0815,0.04525,0.0409999999999999,0.0205,0.0805,0.0534999999999999,0.066,0.0484999999999999,0.18,0.09825,0.0524999999999999,0.0374999999999999,0.03525,0.05175,0.03625,0.0329999999999999,0.05625,0.0275,0.03475,0.0454999999999999,0.0539999999999999,0.02975,0.0217499999999999
Running Scared (1986),0.899,0.97575,0.88975,0.899,0.72575,0.4367499999999999,0.56825,0.69475,0.70375,0.611,0.4575,0.5995,0.8767499999999999,0.61675,0.507,0.44875,0.22425,0.4287499999999999,0.611,0.30925,0.35875,0.3339999999999999,0.374,0.23475,0.49475,0.2017499999999999,0.22475,0.3199999999999999,0.23675,0.3117499999999999,0.26,0.1897499999999999,0.2714999999999999,0.94275,0.32875,0.1932499999999999,0.1604999999999999,0.25725,0.26925,0.71125,0.24375,0.29225,0.198,0.3239999999999999,0.0835,0.307,0.487,0.2405,0.3409999999999999,0.36875,0.17075,0.307,0.1892499999999999,0.22125,0.22525,0.146,0.1545,0.15325,0.10375,0.0702499999999999,0.1694999999999999,0.66125,0.0635,0.31325,0.26325,0.074,0.15925,0.2405,0.3145,0.215,0.1282499999999999,0.172,0.1669999999999999,0.17025,0.0429999999999999,0.0925,0.1275,0.10575,0.0707499999999999,0.128,0.21275,0.11025,0.1195,0.2035,0.064,0.1594999999999999,0.1337499999999999,0.10775,0.09725,0.1855,0.4167499999999999,0.09325,0.15025,0.32975,0.09425,0.0805,0.1362499999999999,0.1935,0.27325,0.24225,0.0775,0.0635,0.0707499999999999,0.1109999999999999,0.1475,0.06225,0.3,0.141,0.0782499999999999,0.075,0.0837499999999999,0.17775,0.0655,0.0524999999999999,0.0584999999999999,0.03475,0.153,0.05675,0.0539999999999999,0.129,0.05125,0.0285,0.09225,0.05025,0.0667499999999999,0.0359999999999999,0.0444999999999999,0.1014999999999999,0.0504999999999999,0.018,0.0762499999999999,0.0817499999999999,0.0775,0.09975,0.16575,0.086,0.0695,0.0529999999999999,0.0722499999999999,0.0554999999999999,0.24125,0.1257499999999999,0.07,0.0295,0.0464999999999999,0.0404999999999999,0.0479999999999999,0.025,0.0379999999999999
Crocodile Dundee II (1988),0.8089999999999999,0.8305,0.81575,0.7909999999999999,0.796,0.81575,0.43025,0.6245,0.69475,0.43025,0.46325,0.369,0.69825,0.46075,0.3565,0.27325,0.3542499999999999,0.304,0.26575,0.387,0.2495,0.4495,0.24375,0.277,0.11525,0.2055,0.25075,0.1699999999999999,0.2724999999999999,0.27125,0.2324999999999999,0.39475,0.1962499999999999,0.1267499999999999,0.1855,0.1054999999999999,0.3107499999999999,0.23575,0.3159999999999999,0.4705,0.25125,0.1855,0.27725,0.5055,0.1689999999999999,0.1639999999999999,0.47875,0.2175,0.0944999999999999,0.178,0.16225,0.1639999999999999,0.17575,0.22825,0.2155,0.3159999999999999,0.12325,0.1922499999999999,0.16475,0.0772499999999999,0.496,0.2105,0.131,0.20625,0.129,0.1282499999999999,0.09625,0.1305,0.3552499999999999,0.10175,0.1485,0.22225,0.10875,0.11425,0.14125,0.284,0.1084999999999999,0.1049999999999999,0.1915,0.1967499999999999,0.14325,0.10225,0.077,0.12225,0.08775,0.264,0.067,0.0785,0.15325,0.1745,0.15725,0.0865,0.9635,0.2847499999999999,0.09975,0.089,0.09175,0.1365,0.2199999999999999,0.21775,0.133,0.16375,0.0722499999999999,0.10225,0.0782499999999999,0.1679999999999999,0.208,0.1019999999999999,0.0944999999999999,0.0605,0.4675,0.0742499999999999,0.0802499999999999,0.083,0.05475,0.0635,0.177,0.1272499999999999,0.0499999999999999,0.1252499999999999,0.0817499999999999,0.03425,0.0627499999999999,0.05875,0.0737499999999999,0.04375,0.96175,0.0484999999999999,0.0657499999999999,0.0217499999999999,0.06225,0.05175,0.0642499999999999,0.14225,0.2095,0.0702499999999999,0.08625,0.04075,0.0792499999999999,0.0499999999999999,0.0605,0.059,0.0652499999999999,0.0277499999999999,0.0339999999999999,0.0237499999999999,0.03375,0.0182499999999999,0.019
Firewalker (1986),0.8992500000000001,0.89825,0.89825,0.81525,0.70825,0.8009999999999999,0.43425,0.586,0.6035,0.43425,0.6035,0.40425,0.8035000000000001,0.3007499999999999,0.3285,0.5385,0.385,0.3419999999999999,0.26,0.352,0.31925,0.50575,0.2664999999999999,0.247,0.08975,0.239,0.7515000000000001,0.3745,0.28225,0.2865,0.237,0.3085,0.3625,0.5835,0.2105,0.3139999999999999,0.1594999999999999,0.22225,0.175,0.63775,0.22425,0.47675,0.368,0.131,0.24075,0.1315,0.278,0.1975,0.25325,0.15875,0.1765,0.2002499999999999,0.134,0.09125,0.0999999999999999,0.1225,0.1952499999999999,0.1322499999999999,0.17025,0.155,0.0752499999999999,0.118,0.24075,0.16375,0.1159999999999999,0.0725,0.10375,0.1415,0.1835,0.1882499999999999,0.1337499999999999,0.10475,0.127,0.0722499999999999,0.14325,0.17375,0.1599999999999999,0.0989999999999999,0.0979999999999999,0.1445,0.132,0.0275,0.1049999999999999,0.1659999999999999,0.1074999999999999,0.0935,0.073,0.15675,0.0895,0.0762499999999999,0.1225,0.05025,0.09275,0.069,0.1044999999999999,0.0785,0.08975,0.0742499999999999,0.0837499999999999,0.0544999999999999,0.407,0.069,0.0665,0.03725,0.09875,0.393,0.18075,0.0569999999999999,0.0772499999999999,0.0655,0.1272499999999999,0.0702499999999999,0.0795,0.10975,0.09275,0.0775,0.0615,0.1185,0.0655,0.072,0.071,0.0852499999999999,0.0687499999999999,0.03125,0.0265,0.0665,0.0895,0.0707499999999999,0.1925,0.0195,0.05675,0.0334999999999999,0.0775,0.0409999999999999,0.0409999999999999,0.0329999999999999,0.1302499999999999,0.05275,0.04425,0.04725,0.02975,0.0494999999999999,0.0529999999999999,0.04025,0.0275,0.0655,0.0272499999999999,0.0217499999999999,0.0237499999999999
"Corruptor, The (1999)",0.94725,0.94725,0.94725,0.76,0.726,0.4645,0.8694999999999999,0.64875,0.378,0.8634999999999999,0.4205,0.5975,0.2,0.8260000000000001,0.46175,0.2435,0.24225,0.51375,0.8260000000000001,0.39025,0.615,0.4702499999999999,0.555,0.3615,0.33425,0.70025,0.2425,0.245,0.1564999999999999,0.30425,0.16425,0.11725,0.197,0.39475,0.2145,0.25475,0.3129999999999999,0.26275,0.25125,0.11125,0.3974999999999999,0.2007499999999999,0.191,0.1362499999999999,0.08,0.22075,0.15825,0.2135,0.081,0.10525,0.197,0.1679999999999999,0.19,0.08825,0.212,0.1912499999999999,0.1927499999999999,0.1887499999999999,0.193,0.211,0.1465,0.1912499999999999,0.0775,0.26925,0.21525,0.25325,0.09525,0.18275,0.1415,0.09275,0.1282499999999999,0.079,0.15625,0.10675,0.073,0.06,0.0752499999999999,0.1139999999999999,0.0717499999999999,0.11325,0.1119999999999999,0.1019999999999999,0.17025,0.11525,0.06225,0.0994999999999999,0.0802499999999999,0.1302499999999999,0.0635,0.076,0.22925,0.0939999999999999,0.754,0.22275,0.1982499999999999,0.0785,0.0667499999999999,0.2345,0.1064999999999999,0.0855,0.0697499999999999,0.0569999999999999,0.11125,0.11025,0.10675,0.03625,0.073,0.0827499999999999,0.11725,0.0595,0.06225,0.078,0.0707499999999999,0.06225,0.075,0.0444999999999999,0.04875,0.0595,0.05625,0.08625,0.071,0.1119999999999999,0.08925,0.0424999999999999,0.05375,0.059,0.0657499999999999,0.10125,0.0439999999999999,0.0414999999999999,0.1079999999999999,0.0414999999999999,0.0695,0.1257499999999999,0.0227499999999999,0.0329999999999999,0.0632499999999999,0.0564999999999999,0.0534999999999999,0.366,0.0835,0.04675,0.082,0.066,0.0379999999999999,0.0399999999999999,0.0265,0.0454999999999999,0.0242499999999999
