movieId,good,predictable,weapons,fight scenes,weird,first contact,catastrophe,chase,culture clash,original,dialogue,fun movie,runaway,drama,greed,betrayal,light,survival,mentor,fantasy world,vengeance,melancholic,independent film,alter ego,sacrifice,adaptation,mad scientist,drinking,computer animation,very funny,transformation,awesome soundtrack,childhood,surveillance,creativity,family,life philosophy,unlikely friendships,islam,trilogy,prejudice,good music,not funny,pornography,life & death,wartime,death,absurd,teen movie,underrated,classic car,stereotypes,immortality,alternate history,quirky,dysfunctional family,80s,tokyo,sexy,graphic novel,too long,pulp,period piece,simple,desert,rebellion,british,multiple storylines,nudity (full frontal - brief),island,california,ensemble cast,internet,memory,camp,irish accent,doctors,queer,time,foul language,snakes,too short,writers,brothers,women,no plot,robert downey jr,farce,race,ghosts/afterlife,best of 2005,dreams,nudity (topless - brief),new jersey,film noir,hospital,indians,new york city,hotel,road movie,god,blindness,1930s,small town,father daughter relationship,prison,wilderness,oil,censorship,buddy movie,san francisco,atheism,nudity (rear),hunting,directorial debut,unlikeable characters,bollywood,kick-butt women,divorce,kidnapping,cancer,addiction,workplace,stoner movie,goth,los angeles,hip hop,remake,interracial romance,australia,notable nudity,fashion,made for tv,radio,stand-up comedy,russian,reality tv,single father,shopping,adoption,potential oscar nom,texas,homeless,wine,prostitution,french,documentary,finnish,lawyer
Total Recall (1990),0.99575,0.996,0.981,0.981,0.92025,0.996,0.9935,0.981,0.7445,0.84325,0.8109999999999999,0.9125,0.7025,0.6855,0.6855,0.8919999999999999,0.698,0.996,0.7005,0.59725,0.8919999999999999,0.67525,0.3455,0.35775,0.34675,0.4515,0.7,0.3455,0.24525,0.32725,0.4902499999999999,0.24075,0.3359999999999999,0.893,0.59425,0.1907499999999999,0.47075,0.16175,0.2857499999999999,0.21,0.1322499999999999,0.24075,0.38675,0.35,0.2339999999999999,0.0665,0.20975,0.43625,0.139,0.44375,0.414,0.11125,0.3117499999999999,0.2284999999999999,0.215,0.152,0.59275,0.217,0.4287499999999999,0.124,0.11775,0.54775,0.212,0.2514999999999999,0.25375,0.633,0.128,0.11175,0.2329999999999999,0.23375,0.33175,0.05575,0.21,0.93275,0.40525,0.0842499999999999,0.3592499999999999,0.125,0.4287499999999999,0.18725,0.1922499999999999,0.152,0.15675,0.05325,0.1555,0.14275,0.05425,0.1377499999999999,0.10725,0.0712499999999999,0.0369999999999999,0.73025,0.50775,0.17675,0.10625,0.09675,0.10375,0.1195,0.1599999999999999,0.1317499999999999,0.0767499999999999,0.1195,0.089,0.1352499999999999,0.065,0.10075,0.17825,0.1967499999999999,0.23175,0.3115,0.1372499999999999,0.083,0.14675,0.32125,0.10025,0.062,0.0605,0.09225,0.22425,0.16225,0.0474999999999999,0.04625,0.0984999999999999,0.1014999999999999,0.0222499999999999,0.11675,0.0459999999999999,0.0762499999999999,0.063,0.0925,0.10425,0.12475,0.0549999999999999,0.076,0.069,0.077,0.0725,0.03075,0.0705,0.03525,0.0419999999999999,0.03825,0.0595,0.0394999999999999,0.1134999999999999,0.04675,0.0225,0.0277499999999999,0.0257499999999999
RoboCop (1987),0.9965,0.9965,0.9775,0.9775,0.9505,0.994,0.99075,0.9775,0.8260000000000001,0.8452500000000001,0.9235,0.96725,0.9235,0.8260000000000001,0.8260000000000001,0.9815,0.7865,0.994,0.536,0.40475,0.98525,0.8115000000000001,0.63625,0.706,0.397,0.3794999999999999,0.70225,0.63625,0.17675,0.4137499999999999,0.484,0.25875,0.3665,0.3585,0.39125,0.22575,0.4805,0.1302499999999999,0.535,0.21025,0.11625,0.1624999999999999,0.34025,0.528,0.39675,0.0615,0.48175,0.7065,0.1609999999999999,0.368,0.40025,0.1435,0.31625,0.1215,0.66775,0.1435,0.8905000000000001,0.29525,0.2165,0.65075,0.09175,0.611,0.08975,0.303,0.1295,0.1639999999999999,0.1014999999999999,0.13,0.34475,0.2005,0.3209999999999999,0.0632499999999999,0.1382499999999999,0.524,0.3419999999999999,0.09925,0.1967499999999999,0.142,0.21725,0.8382499999999999,0.2309999999999999,0.04575,0.18425,0.064,0.12275,0.0695,0.0857499999999999,0.177,0.0747499999999999,0.0672499999999999,0.09275,0.1069999999999999,0.18,0.11075,0.11325,0.22575,0.063,0.14675,0.09925,0.1367499999999999,0.0544999999999999,0.1175,0.091,0.1272499999999999,0.0399999999999999,0.084,0.14975,0.146,0.194,0.299,0.1029999999999999,0.0434999999999999,0.1257499999999999,0.23475,0.138,0.0959999999999999,0.091,0.0645,0.09325,0.21275,0.0662499999999999,0.074,0.3115,0.08775,0.0444999999999999,0.215,0.086,0.0697499999999999,0.079,0.0855,0.09275,0.09475,0.0672499999999999,0.03525,0.0875,0.06225,0.0994999999999999,0.0255,0.10525,0.0544999999999999,0.069,0.063,0.1139999999999999,0.04125,0.2007499999999999,0.04375,0.031,0.024,0.027
Princess Mononoke (Mononoke-hime) (1997),0.88975,0.383,0.6015,0.6015,0.96475,0.3692499999999999,0.54125,0.6015,0.9465,0.89625,0.8925000000000001,0.4137499999999999,0.8925000000000001,0.9465,0.9465,0.7845,0.8752500000000001,0.62475,0.58425,0.92,0.8407500000000001,0.8925000000000001,0.8075000000000001,0.416,0.50225,0.4499999999999999,0.2249999999999999,0.8005,0.9635,0.3735,0.538,0.8075000000000001,0.8025,0.31,0.42125,0.8025,0.352,0.67,0.27625,0.0705,0.45375,0.8075000000000001,0.355,0.42025,0.57675,0.251,0.241,0.301,0.12325,0.40575,0.27175,0.31225,0.3675,0.279,0.3259999999999999,0.22575,0.1099999999999999,0.677,0.30725,0.3452499999999999,0.2875,0.1367499999999999,0.31625,0.27975,0.1564999999999999,0.1365,0.29125,0.21825,0.271,0.1335,0.13,0.11275,0.11125,0.1134999999999999,0.0702499999999999,0.29425,0.1109999999999999,0.2314999999999999,0.0439999999999999,0.20775,0.34675,0.0235,0.11825,0.152,0.308,0.1574999999999999,0.0637499999999999,0.122,0.1129999999999999,0.04225,0.1044999999999999,0.2012499999999999,0.16125,0.1099999999999999,0.3077499999999999,0.14525,0.17875,0.0569999999999999,0.14175,0.1004999999999999,0.50375,0.1845,0.1164999999999999,0.2204999999999999,0.1064999999999999,0.10925,0.357,0.0825,0.20475,0.09525,0.05225,0.14575,0.0544999999999999,0.09775,0.144,0.04375,0.1445,0.1312499999999999,0.05275,0.09475,0.10025,0.0979999999999999,0.1054999999999999,0.239,0.1535,0.0474999999999999,0.04725,0.0185,0.1257499999999999,0.0827499999999999,0.0434999999999999,0.03375,0.0727499999999999,0.0529999999999999,0.0725,0.08775,0.04075,0.019,0.0282499999999999,0.0974999999999999,0.09875,0.11125,0.04175,0.04275,0.15825,0.0755,0.0509999999999999,0.03875,0.0364999999999999
Backdraft (1991),0.8632500000000001,0.92925,0.92925,0.91525,0.721,0.92925,0.8632500000000001,0.91525,0.917,0.62825,0.59225,0.91525,0.7475,0.82525,0.917,0.917,0.4095,0.56825,0.8105,0.397,0.7335,0.49875,0.7475,0.30025,0.7475,0.24375,0.6195,0.49875,0.2229999999999999,0.24825,0.412,0.244,0.28,0.663,0.2194999999999999,0.5405,0.374,0.2815,0.48775,0.0755,0.7475,0.1897499999999999,0.3652499999999999,0.1925,0.2375,0.1019999999999999,0.4625,0.1287499999999999,0.38975,0.4197499999999999,0.24625,0.213,0.205,0.2835,0.16275,0.3672499999999999,0.4077499999999999,0.0999999999999999,0.25575,0.03175,0.216,0.1925,0.21075,0.21425,0.17625,0.0655,0.10925,0.2045,0.213,0.1659999999999999,0.27125,0.32225,0.151,0.11375,0.1064999999999999,0.43725,0.2857499999999999,0.1387499999999999,0.1669999999999999,0.28075,0.28325,0.08925,0.09475,0.699,0.1997499999999999,0.1385,0.121,0.0935,0.303,0.3764999999999999,0.0374999999999999,0.0717499999999999,0.2485,0.2744999999999999,0.0984999999999999,0.31875,0.27175,0.1885,0.17275,0.067,0.09675,0.1525,0.1415,0.149,0.09275,0.1594999999999999,0.0857499999999999,0.1195,0.0662499999999999,0.28725,0.26925,0.05875,0.22525,0.0822499999999999,0.086,0.03525,0.1465,0.0642499999999999,0.08925,0.09575,0.17175,0.0737499999999999,0.15225,0.1049999999999999,0.075,0.2455,0.065,0.079,0.1619999999999999,0.0519999999999999,0.23825,0.0925,0.09475,0.14925,0.11325,0.2214999999999999,0.03975,0.1684999999999999,0.0812499999999999,0.06125,0.0559999999999999,0.086,0.0625,0.0207499999999999,0.0414999999999999,0.0439999999999999,0.0272499999999999,0.0282499999999999,0.1885
"7th Voyage of Sinbad, The (1958)",0.9925,0.97425,0.97425,0.62225,0.96,0.97425,0.665,0.64275,0.70375,0.8685,0.74875,0.7045,0.7617499999999999,0.56325,0.5815,0.39525,0.96,0.389,0.44375,0.9925,0.43875,0.7055,0.5535,0.30925,0.378,0.418,0.8394999999999999,0.5535,0.5345,0.4147499999999999,0.5835,0.31,0.7375,0.17525,0.51325,0.523,0.35975,0.1927499999999999,0.18325,0.2977499999999999,0.21775,0.1245,0.32325,0.24075,0.349,0.09925,0.31975,0.22975,0.265,0.32775,0.3107499999999999,0.246,0.55,0.1619999999999999,0.23075,0.17525,0.20625,0.261,0.392,0.128,0.1074999999999999,0.27425,0.197,0.261,0.3045,0.122,0.197,0.26625,0.23125,0.8999999999999999,0.21775,0.06025,0.09625,0.24425,0.2855,0.1275,0.25525,0.14225,0.3117499999999999,0.066,0.6475,0.065,0.1345,0.0712499999999999,0.12175,0.062,0.03725,0.17575,0.11375,0.27975,0.0605,0.22975,0.1614999999999999,0.119,0.17875,0.1139999999999999,0.1287499999999999,0.118,0.12475,0.129,0.0715,0.1957499999999999,0.16825,0.12025,0.0842499999999999,0.1175,0.2644999999999999,0.14825,0.089,0.05925,0.069,0.087,0.0755,0.1835,0.126,0.0429999999999999,0.0692499999999999,0.082,0.1634999999999999,0.12075,0.03975,0.0722499999999999,0.17275,0.0752499999999999,0.10525,0.0509999999999999,0.06075,0.0722499999999999,0.121,0.0692499999999999,0.154,0.151,0.0964999999999999,0.1009999999999999,0.09325,0.05525,0.04675,0.0292499999999999,0.02,0.05825,0.0474999999999999,0.04175,0.0645,0.03425,0.03675,0.05475,0.04275,0.0277499999999999,0.024
Close Encounters of the Third Kind (1977),0.90925,0.94575,0.911,0.73775,0.8772500000000001,0.96575,0.92175,0.64575,0.86225,0.81,0.8767499999999999,0.64,0.8767499999999999,0.86225,0.8727499999999999,0.73,0.92875,0.46325,0.477,0.56525,0.359,0.8767499999999999,0.73825,0.24675,0.3874999999999999,0.39875,0.94575,0.73825,0.4755,0.43125,0.541,0.3622499999999999,0.64475,0.56725,0.5995,0.65475,0.4325,0.345,0.26775,0.21425,0.282,0.4599999999999999,0.36675,0.21525,0.26625,0.1262499999999999,0.183,0.3834999999999999,0.1589999999999999,0.36475,0.3359999999999999,0.18225,0.15325,0.29925,0.3325,0.60225,0.52375,0.29425,0.2269999999999999,0.0242499999999999,0.33925,0.22625,0.21625,0.422,0.89575,0.141,0.2264999999999999,0.22625,0.22125,0.2475,0.3964999999999999,0.17725,0.1099999999999999,0.1495,0.22575,0.1099999999999999,0.2977499999999999,0.1387499999999999,0.194,0.09125,0.3275,0.03925,0.21125,0.1139999999999999,0.14375,0.1255,0.04325,0.1775,0.209,0.077,0.15575,0.3502499999999999,0.22375,0.119,0.16675,0.154,0.2835,0.10075,0.188,0.27125,0.2907499999999999,0.1355,0.21225,0.275,0.10675,0.0847499999999999,0.1634999999999999,0.284,0.10075,0.05275,0.10275,0.17075,0.086,0.20775,0.1375,0.0852499999999999,0.0772499999999999,0.0792499999999999,0.2125,0.21,0.0637499999999999,0.04725,0.11925,0.24425,0.0227499999999999,0.0755,0.0364999999999999,0.031,0.09775,0.05125,0.06225,0.08625,0.0845,0.22325,0.0787499999999999,0.0554999999999999,0.026,0.09925,0.071,0.1215,0.05125,0.09075,0.0394999999999999,0.06225,0.03675,0.0805,0.04575,0.018,0.0404999999999999
Predator (1987),0.95525,0.971,0.98725,0.98725,0.86625,0.971,0.971,0.98725,0.86625,0.8225,0.88425,0.96125,0.8995,0.79975,0.6125,0.86625,0.8995,0.8807499999999999,0.6665,0.44225,0.8660000000000001,0.5195,0.6255,0.37075,0.4429999999999999,0.3375,0.86425,0.6255,0.282,0.46425,0.64,0.7682500000000001,0.58825,0.68,0.45325,0.2214999999999999,0.5005,0.2125,0.206,0.131,0.274,0.1917499999999999,0.3592499999999999,0.383,0.2664999999999999,0.12275,0.29325,0.2614999999999999,0.202,0.4605,0.4107499999999999,0.29625,0.2644999999999999,0.2744999999999999,0.2012499999999999,0.3045,0.7702500000000001,0.26225,0.252,0.14175,0.135,0.37175,0.2294999999999999,0.4445,0.357,0.0979999999999999,0.10575,0.22325,0.26475,0.3712499999999999,0.4895,0.44025,0.11175,0.126,0.4599999999999999,0.12,0.20625,0.11425,0.16375,0.3259999999999999,0.50775,0.06075,0.11225,0.141,0.0979999999999999,0.1397499999999999,0.0474999999999999,0.18225,0.17275,0.0615,0.0805,0.1262499999999999,0.287,0.142,0.09325,0.17175,0.20825,0.1205,0.10225,0.14,0.1094999999999999,0.1505,0.1024999999999999,0.174,0.067,0.11225,0.2055,0.2445,0.16825,0.38,0.1337499999999999,0.0825,0.0939999999999999,0.934,0.0944999999999999,0.21475,0.0675,0.0855,0.11625,0.1765,0.0642499999999999,0.0524999999999999,0.09575,0.092,0.074,0.1347499999999999,0.0529999999999999,0.04575,0.0949999999999999,0.10975,0.10275,0.0939999999999999,0.0627499999999999,0.09875,0.0785,0.1034999999999999,0.122,0.0384999999999999,0.09875,0.05575,0.0474999999999999,0.0685,0.04525,0.0635,0.0399999999999999,0.0424999999999999,0.0262499999999999,0.0287499999999999,0.0305
Gladiator (2000),0.96125,0.9105,0.96025,0.96025,0.97325,0.86775,0.9105,0.96025,0.98675,0.8660000000000001,0.9315,0.893,0.95475,0.97325,0.97325,0.9665,0.6175,0.59125,0.86175,0.62075,0.947,0.926,0.9665,0.5115,0.86175,0.3954999999999999,0.4892499999999999,0.8652500000000001,0.40025,0.47775,0.4085,0.70125,0.2774999999999999,0.57975,0.266,0.587,0.3085,0.40175,0.94075,0.26875,0.86175,0.55875,0.39925,0.3045,0.487,0.8145,0.5025,0.1159999999999999,0.24325,0.3195,0.2877499999999999,0.303,0.312,0.5635,0.1262499999999999,0.36275,0.1257499999999999,0.176,0.2229999999999999,0.50175,0.7969999999999999,0.184,0.9665,0.31625,0.2155,0.386,0.33325,0.3705,0.2995,0.16925,0.139,0.242,0.141,0.1485,0.09925,0.3175,0.138,0.1694999999999999,0.12225,0.58525,0.1689999999999999,0.1059999999999999,0.09425,0.27525,0.09675,0.1835,0.15,0.1089999999999999,0.21425,0.16525,0.16375,0.12425,0.092,0.09325,0.12275,0.121,0.3715,0.065,0.09425,0.0595,0.194,0.1564999999999999,0.177,0.089,0.10425,0.152,0.09425,0.08625,0.14425,0.21575,0.1034999999999999,0.09,0.11275,0.0662499999999999,0.1069999999999999,0.04075,0.3675,0.0615,0.082,0.075,0.123,0.07,0.03975,0.072,0.1382499999999999,0.1034999999999999,0.03775,0.0765,0.1074999999999999,0.0755,0.1144999999999999,0.0715,0.0747499999999999,0.05875,0.0697499999999999,0.1594999999999999,0.031,0.128,0.0295,0.0825,0.0989999999999999,0.09125,0.04175,0.0349999999999999,0.04525,0.04625,0.0275,0.03375,0.0559999999999999
Mad Max (1979),0.99875,0.99875,0.958,0.958,0.96,0.943,0.9715,0.98975,0.79975,0.8667499999999999,0.8545,0.839,0.8545,0.66675,0.64775,0.8819999999999999,0.486,0.943,0.4925,0.4014999999999999,0.951,0.64775,0.582,0.3095,0.20925,0.3462499999999999,0.3552499999999999,0.582,0.16825,0.25775,0.38025,0.22725,0.23825,0.35675,0.3535,0.2764999999999999,0.3419999999999999,0.18025,0.122,0.5705,0.1104999999999999,0.1885,0.3894999999999999,0.51025,0.296,0.0642499999999999,0.45525,0.31875,0.12325,0.2584999999999999,0.5085,0.10375,0.21925,0.1009999999999999,0.20425,0.26325,0.3764999999999999,0.1892499999999999,0.196,0.129,0.12025,0.33025,0.10025,0.249,0.64775,0.17425,0.2105,0.0979999999999999,0.3065,0.11425,0.3339999999999999,0.03975,0.16325,0.2915,0.37275,0.1372499999999999,0.1114999999999999,0.17325,0.0845,0.124,0.24575,0.0287499999999999,0.1205,0.1054999999999999,0.1365,0.089,0.04175,0.077,0.0822499999999999,0.0344999999999999,0.0954999999999999,0.083,0.31125,0.1367499999999999,0.1674999999999999,0.2339999999999999,0.05225,0.079,0.1265,0.94525,0.0384999999999999,0.156,0.0559999999999999,0.1362499999999999,0.04575,0.09725,0.2264999999999999,0.66075,0.24425,0.18375,0.10225,0.05575,0.1129999999999999,0.3215,0.22675,0.0989999999999999,0.0657499999999999,0.17725,0.0925,0.2314999999999999,0.0637499999999999,0.125,0.1285,0.12025,0.05275,0.26425,0.0494999999999999,0.03425,0.0637499999999999,0.9515,0.1352499999999999,0.062,0.05375,0.04275,0.092,0.059,0.0635,0.027,0.074,0.06075,0.0747499999999999,0.0777499999999999,0.067,0.05675,0.0707499999999999,0.0529999999999999,0.0369999999999999,0.0324999999999999,0.0484999999999999
"Road Warrior, The (Mad Max 2) (1981)",0.7827500000000001,0.96325,0.9665,0.9665,0.918,0.96325,0.91175,0.994,0.69475,0.8520000000000001,0.9105,0.89225,0.9105,0.69475,0.74975,0.93275,0.68775,0.96325,0.5545,0.34325,0.93275,0.74975,0.552,0.33575,0.2534999999999999,0.359,0.33325,0.4705,0.143,0.38525,0.49075,0.44075,0.33175,0.263,0.37675,0.181,0.4599999999999999,0.2375,0.189,0.629,0.1947499999999999,0.251,0.347,0.44525,0.32875,0.11825,0.38525,0.3255,0.1292499999999999,0.252,0.6895,0.144,0.2927499999999999,0.29825,0.3067499999999999,0.20825,0.522,0.26175,0.1634999999999999,0.15875,0.11875,0.21275,0.11325,0.34025,0.96325,0.17725,0.2175,0.11975,0.33275,0.1935,0.3285,0.065,0.11625,0.23275,0.541,0.1029999999999999,0.11925,0.1589999999999999,0.0925,0.17275,0.6575,0.027,0.11125,0.1295,0.16275,0.14075,0.04725,0.1285,0.08625,0.10675,0.0852499999999999,0.09775,0.285,0.15075,0.16125,0.1377499999999999,0.09325,0.0825,0.126,0.8915,0.05075,0.16725,0.085,0.1915,0.05625,0.126,0.482,0.839,0.1345,0.1709999999999999,0.1109999999999999,0.0605,0.1195,0.35075,0.1252499999999999,0.0712499999999999,0.0627499999999999,0.15225,0.09175,0.1185,0.0419999999999999,0.0994999999999999,0.1292499999999999,0.134,0.1094999999999999,0.1892499999999999,0.05575,0.03825,0.068,0.93075,0.08825,0.0732499999999999,0.0449999999999999,0.03825,0.0795,0.0549999999999999,0.04225,0.0202499999999999,0.1004999999999999,0.1079999999999999,0.0735,0.085,0.1255,0.0974999999999999,0.0735,0.068,0.04225,0.03825,0.0245
The Golden Voyage of Sinbad (1973),0.99,0.9615,0.9615,0.731,0.95025,0.9615,0.731,0.5415,0.6325,0.8065,0.68525,0.741,0.63975,0.4649999999999999,0.6595,0.4177499999999999,0.95025,0.4277499999999999,0.508,0.99,0.419,0.6155,0.46525,0.37675,0.59525,0.3814999999999999,0.817,0.46525,0.7795000000000001,0.56675,0.50625,0.23425,0.63425,0.271,0.3205,0.3205,0.3047499999999999,0.24725,0.128,0.38825,0.2967499999999999,0.11875,0.32175,0.299,0.192,0.1159999999999999,0.195,0.22625,0.186,0.52225,0.2514999999999999,0.179,0.4445,0.266,0.2734999999999999,0.193,0.2485,0.2135,0.4375,0.173,0.11475,0.39325,0.23425,0.3269999999999999,0.22475,0.1124999999999999,0.27025,0.256,0.2319999999999999,0.60775,0.197,0.05675,0.08725,0.14875,0.367,0.26625,0.4097499999999999,0.1282499999999999,0.2957499999999999,0.05575,0.2774999999999999,0.0637499999999999,0.1275,0.089,0.142,0.10475,0.0574999999999999,0.14075,0.22575,0.3239999999999999,0.04875,0.35275,0.29,0.1594999999999999,0.11925,0.12375,0.3492499999999999,0.0939999999999999,0.10025,0.0775,0.18625,0.18125,0.1745,0.27075,0.1084999999999999,0.1044999999999999,0.17025,0.10775,0.0637499999999999,0.05575,0.0812499999999999,0.1094999999999999,0.16225,0.148,0.10875,0.03875,0.03975,0.1129999999999999,0.0672499999999999,0.0785,0.0757499999999999,0.072,0.1054999999999999,0.0885,0.1335,0.0677499999999999,0.0489999999999999,0.0379999999999999,0.075,0.0735,0.0807499999999999,0.0835,0.124,0.05775,0.09425,0.05825,0.05925,0.04125,0.0187499999999999,0.072,0.0399999999999999,0.1004999999999999,0.04475,0.019,0.04925,0.04325,0.022,0.025,0.03075
X-Men (2000),0.999,0.9985,0.9995,0.9995,0.7649999999999999,0.97675,0.9885,0.97775,0.81325,0.8122499999999999,0.8905000000000001,0.90225,0.7602500000000001,0.7602500000000001,0.7602500000000001,0.671,0.74425,0.82575,0.8322499999999999,0.704,0.7865,0.3179999999999999,0.3462499999999999,0.9995,0.5885,0.72725,0.65575,0.3462499999999999,0.605,0.62,0.51975,0.47,0.3485,0.421,0.369,0.5935,0.516,0.727,0.2304999999999999,0.4615,0.45575,0.27225,0.364,0.175,0.179,0.3045,0.1679999999999999,0.2314999999999999,0.4945,0.32225,0.2264999999999999,0.3732499999999999,0.42325,0.21175,0.26125,0.28075,0.18025,0.1699999999999999,0.3129999999999999,0.74775,0.156,0.293,0.1922499999999999,0.21625,0.093,0.16225,0.25625,0.34675,0.1997499999999999,0.21925,0.2214999999999999,0.77325,0.36175,0.1124999999999999,0.45225,0.121,0.14325,0.25075,0.0692499999999999,0.14925,0.10425,0.375,0.24525,0.1297499999999999,0.1377499999999999,0.1397499999999999,0.50575,0.139,0.203,0.1845,0.2955,0.09675,0.1185,0.1992499999999999,0.1074999999999999,0.1139999999999999,0.0655,0.15225,0.0885,0.10825,0.0419999999999999,0.131,0.0949999999999999,0.14975,0.4589999999999999,0.10475,0.04875,0.11075,0.10525,0.127,0.11025,0.05625,0.075,0.0489999999999999,0.0949999999999999,0.2554999999999999,0.11475,0.0667499999999999,0.08825,0.06225,0.0787499999999999,0.0989999999999999,0.1024999999999999,0.0677499999999999,0.1545,0.05575,0.079,0.03775,0.0534999999999999,0.1377499999999999,0.0564999999999999,0.1134999999999999,0.0795,0.0827499999999999,0.08975,0.0712499999999999,0.0792499999999999,0.04225,0.09225,0.10825,0.05975,0.04825,0.063,0.0797499999999999,0.0344999999999999,0.0429999999999999,0.0282499999999999,0.0305,0.0305
"Lord of the Rings: The Fellowship of the Ring, The (2001)",0.9865,0.97575,0.97625,0.97625,0.9825,0.9735,0.97575,0.917,0.99375,0.94075,0.9715,0.937,0.92025,0.9825,0.9825,0.7325,0.9545,0.5165,0.7025,0.998,0.7985,0.9505,0.7995000000000001,0.43525,0.56425,0.9845,0.68425,0.7425,0.59175,0.46225,0.4475,0.97325,0.50925,0.4165,0.4087499999999999,0.37675,0.44725,0.91225,0.309,0.99175,0.56425,0.7995000000000001,0.3642499999999999,0.26325,0.2244999999999999,0.726,0.17375,0.1134999999999999,0.3025,0.27025,0.4137499999999999,0.21675,0.30625,0.21325,0.1679999999999999,0.35575,0.284,0.1337499999999999,0.24525,0.25125,0.9275,0.182,0.254,0.1952499999999999,0.2189999999999999,0.3045,0.303,0.61525,0.24,0.1745,0.12475,0.66825,0.2584999999999999,0.09825,0.1745,0.39325,0.08975,0.21725,0.1609999999999999,0.2299999999999999,0.1982499999999999,0.23875,0.133,0.1235,0.10125,0.09075,0.1089999999999999,0.14425,0.1074999999999999,0.1124999999999999,0.1922499999999999,0.1019999999999999,0.0777499999999999,0.0817499999999999,0.1629999999999999,0.0722499999999999,0.09775,0.04975,0.09,0.1322499999999999,0.11425,0.1169999999999999,0.1104999999999999,0.1064999999999999,0.0705,0.1325,0.1287499999999999,0.1134999999999999,0.0827499999999999,0.08725,0.04525,0.11525,0.04775,0.0675,0.08975,0.0504999999999999,0.1265,0.061,0.05675,0.0439999999999999,0.088,0.11225,0.06125,0.0979999999999999,0.129,0.10775,0.03625,0.0197499999999999,0.0569999999999999,0.0725,0.03575,0.0474999999999999,0.138,0.0464999999999999,0.0645,0.0775,0.04325,0.0205,0.04125,0.0504999999999999,0.0424999999999999,0.0419999999999999,0.0324999999999999,0.0404999999999999,0.0399999999999999,0.0544999999999999,0.03725,0.03675,0.0399999999999999
Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000),0.662,0.4825,0.7865,0.831,0.8652500000000001,0.58,0.8285,0.7865,0.8652500000000001,0.8525,0.73725,0.68975,0.78125,0.6425,0.73725,0.7175,0.3914999999999999,0.5335,0.553,0.7677499999999999,0.7995000000000001,0.8247500000000001,0.4425,0.99825,0.298,0.54,0.3375,0.4425,0.8554999999999999,0.3532499999999999,0.54725,0.4197499999999999,0.33575,0.255,0.29525,0.1902499999999999,0.30825,0.26725,0.15475,0.05975,0.2835,0.4197499999999999,0.3275,0.60975,0.195,0.0697499999999999,0.296,0.2224999999999999,0.1265,0.3209999999999999,0.2514999999999999,0.37175,0.55625,0.312,0.3369999999999999,0.2022499999999999,0.1322499999999999,0.4485,0.35175,0.4595,0.067,0.1932499999999999,0.17525,0.1709999999999999,0.1337499999999999,0.0865,0.179,0.2314999999999999,0.3399999999999999,0.0632499999999999,0.144,0.09675,0.11525,0.0979999999999999,0.1505,0.2385,0.09775,0.254,0.0215,0.11725,0.1875,0.0192499999999999,0.09875,0.378,0.14,0.212,0.0944999999999999,0.1355,0.1064999999999999,0.2835,0.12,0.11075,0.11725,0.1505,0.193,0.1292499999999999,0.0857499999999999,0.0815,0.0822499999999999,0.1024999999999999,0.0852499999999999,0.1985,0.0822499999999999,0.11875,0.0989999999999999,0.1004999999999999,0.1965,0.089,0.1865,0.05375,0.0702499999999999,0.0777499999999999,0.14375,0.26525,0.1995,0.0732499999999999,0.061,0.186,0.05125,0.26725,0.0544999999999999,0.132,0.083,0.12425,0.97375,0.0489999999999999,0.075,0.0479999999999999,0.08875,0.04725,0.12425,0.03925,0.0559999999999999,0.03425,0.0822499999999999,0.06075,0.06175,0.03175,0.04025,0.09,0.1149999999999999,0.0812499999999999,0.03225,0.0434999999999999,0.09,0.04675,0.0369999999999999,0.03625,0.0262499999999999
