movieId,first contact,predictable,fight scenes,catastrophe,original,chase,weapons,survival,good,dialogue,weird,mad scientist,mentor,fantasy world,very funny,vengeance,greed,fun movie,surveillance,adaptation,transformation,runaway,light,family,not funny,life philosophy,betrayal,drama,culture clash,melancholic,pulp,camp,sacrifice,teen movie,computer animation,creativity,death,pornography,alter ego,life & death,internet,island,absurd,immortality,quirky,writers,stereotypes,nudity (full frontal - brief),sexy,god,remake,dysfunctional family,underrated,islam,childhood,desert,classic car,memory,doctors,independent film,women,unlikely friendships,multiple storylines,alternate history,california,farce,80s,hospital,snakes,new jersey,no plot,drinking,prejudice,nudity (rear),queer,simple,irish accent,too long,unlikeable characters,trilogy,road movie,race,too short,blindness,notable nudity,small town,atheism,awesome soundtrack,period piece,los angeles,new york city,tokyo,film noir,prison,dreams,indians,british,made for tv,time,wartime,kick-butt women,wilderness,stand-up comedy,hotel,hunting,nudity (topless - brief),san francisco,good music,russian,graphic novel,hip hop,reality tv,radio,shopping,kidnapping,bollywood,ghosts/afterlife,brothers,interracial romance,single father,stoner movie,workplace,ensemble cast,fashion,adoption,divorce,goth,oil,addiction,foul language,rebellion,censorship,finnish,directorial debut,australia,cancer,1930s,buddy movie,homeless,father daughter relationship,robert downey jr,texas,best of 2005,prostitution,wine,potential oscar nom,lawyer,french,documentary
Destination Moon (1950),0.982,0.72975,0.8472500000000001,0.72975,0.64125,0.428,0.43725,0.36175,0.4589999999999999,0.61575,0.64125,0.54675,0.4207499999999999,0.57475,0.46525,0.4589999999999999,0.575,0.69675,0.61575,0.72025,0.44575,0.4772499999999999,0.76325,0.575,0.3209999999999999,0.3452499999999999,0.2544999999999999,0.4589999999999999,0.4589999999999999,0.38,0.368,0.1619999999999999,0.63225,0.148,0.575,0.3007499999999999,0.10125,0.23625,0.20425,0.267,0.1099999999999999,0.279,0.1119999999999999,0.153,0.187,0.2855,0.295,0.2194999999999999,0.2085,0.08725,0.0369999999999999,0.15425,0.11275,0.505,0.4445,0.43925,0.2694999999999999,0.1365,0.191,0.1997499999999999,0.0842499999999999,0.14475,0.11875,0.1405,0.3542499999999999,0.11375,0.05625,0.0842499999999999,0.0822499999999999,0.14925,0.0755,0.12225,0.16275,0.1099999999999999,0.121,0.1639999999999999,0.189,0.0825,0.04025,0.0295,0.09375,0.3705,0.0905,0.0767499999999999,0.04525,0.21975,0.23425,0.0605,0.3329999999999999,0.0212499999999999,0.0414999999999999,0.20375,0.09275,0.09175,0.10575,0.17725,0.1104999999999999,0.1014999999999999,0.18175,0.1362499999999999,0.1564999999999999,0.11425,0.1139999999999999,0.09975,0.0702499999999999,0.0635,0.0657499999999999,0.069,0.093,0.04625,0.04025,0.0267499999999999,0.3532499999999999,0.1109999999999999,0.05975,0.04775,0.0994999999999999,0.0642499999999999,0.0662499999999999,0.0662499999999999,0.0605,0.0324999999999999,0.0732499999999999,0.092,0.067,0.0637499999999999,0.031,0.12275,0.04175,0.0625,0.05075,0.0434999999999999,0.0484999999999999,0.0692499999999999,0.04325,0.0852499999999999,0.1967499999999999,0.0207499999999999,0.0207499999999999,0.08675,0.026,0.05325,0.028,0.0319999999999999,0.03575,0.05575,0.03075,0.03,0.04125
Raise the Titanic (1980),0.8240000000000001,0.8865000000000001,0.8865000000000001,0.8865000000000001,0.58575,0.54,0.4305,0.5265,0.63925,0.37375,0.347,0.156,0.499,0.59875,0.30825,0.4034999999999999,0.35975,0.4815,0.4365,0.91975,0.4095,0.58525,0.309,0.3165,0.3195,0.33825,0.35975,0.4185,0.4185,0.32825,0.493,0.23625,0.4185,0.24725,0.2564999999999999,0.1997499999999999,0.4197499999999999,0.24675,0.20375,0.23025,0.1997499999999999,0.20525,0.1347499999999999,0.17675,0.1815,0.27075,0.1265,0.22675,0.176,0.1455,0.27375,0.18,0.34375,0.4185,0.3512499999999999,0.23075,0.2664999999999999,0.152,0.1275,0.18625,0.27775,0.1365,0.26675,0.1927499999999999,0.3425,0.122,0.499,0.11375,0.1935,0.24925,0.1564999999999999,0.118,0.20575,0.32275,0.14975,0.05875,0.138,0.23125,0.1034999999999999,0.1367499999999999,0.11225,0.4772499999999999,0.075,0.17825,0.41025,0.092,0.1555,0.32575,0.34175,0.14075,0.16675,0.064,0.1059999999999999,0.124,0.11125,0.154,0.08825,0.087,0.1099999999999999,0.1175,0.0835,0.16525,0.09125,0.1285,0.1955,0.33675,0.1079999999999999,0.3289999999999999,0.3017499999999999,0.0272499999999999,0.0835,0.0489999999999999,0.05975,0.2905,0.0722499999999999,0.04125,0.20875,0.0765,0.16675,0.0389999999999999,0.08825,0.0732499999999999,0.303,0.11375,0.16625,0.0944999999999999,0.05675,0.0695,0.05725,0.05225,0.03575,0.0895,0.017,0.04925,0.1345,0.05775,0.21175,0.0479999999999999,0.0479999999999999,0.0394999999999999,0.0685,0.09525,0.05675,0.05475,0.0207499999999999,0.0227499999999999,0.124,0.04525,0.03575
Carnosaur 2 (1995),0.91925,0.8939999999999999,0.91925,0.8314999999999999,0.8707499999999999,0.55225,0.79925,0.4197499999999999,0.486,0.45725,0.4469999999999999,0.8494999999999999,0.408,0.666,0.698,0.5345,0.4135,0.598,0.4485,0.35575,0.43825,0.33025,0.4165,0.552,0.34575,0.24725,0.398,0.34675,0.34675,0.27,0.367,0.41225,0.27225,0.539,0.5125,0.2564999999999999,0.557,0.32325,0.2115,0.2877499999999999,0.1634999999999999,0.51675,0.1564999999999999,0.0835,0.298,0.2395,0.21775,0.26,0.15275,0.6325,0.42225,0.2022499999999999,0.09975,0.0974999999999999,0.42525,0.57775,0.29725,0.17175,0.11225,0.17075,0.14625,0.254,0.3754999999999999,0.1942499999999999,0.22125,0.24775,0.21725,0.1629999999999999,0.4237499999999999,0.1704999999999999,0.23225,0.12225,0.12325,0.23075,0.17075,0.21275,0.151,0.181,0.20675,0.15125,0.144,0.1455,0.2594999999999999,0.0564999999999999,0.14,0.1644999999999999,0.16625,0.0722499999999999,0.0712499999999999,0.0635,0.14675,0.1019999999999999,0.1445,0.1262499999999999,0.212,0.1357499999999999,0.084,0.10975,0.10625,0.09,0.11875,0.17675,0.1917499999999999,0.08975,0.11225,0.0584999999999999,0.0727499999999999,0.073,0.0895,0.3295,0.10125,0.092,0.063,0.0805,0.092,0.069,0.0949999999999999,0.0524999999999999,0.1129999999999999,0.16575,0.10575,0.0554999999999999,0.1257499999999999,0.1445,0.1362499999999999,0.05175,0.0374999999999999,0.05775,0.061,0.0757499999999999,0.03375,0.0822499999999999,0.0675,0.0695,0.03725,0.061,0.0735,0.04275,0.05475,0.03,0.0429999999999999,0.0627499999999999,0.0389999999999999,0.04675,0.04525,0.1267499999999999,0.0354999999999999,0.0265,0.0115
Carnosaur 3: Primal Species (1996),0.8912500000000001,0.95075,0.8912500000000001,0.62725,0.778,0.7827500000000001,0.91325,0.1902499999999999,0.45075,0.482,0.492,0.7425,0.38475,0.6345,0.8692500000000001,0.4625,0.3169999999999999,0.5055,0.3149999999999999,0.3139999999999999,0.2055,0.3349999999999999,0.365,0.64375,0.298,0.178,0.3974999999999999,0.3169999999999999,0.3169999999999999,0.26225,0.33575,0.3695,0.1975,0.4645,0.64375,0.4067499999999999,0.3672499999999999,0.3295,0.22425,0.24125,0.23025,0.4875,0.1584999999999999,0.08,0.308,0.23225,0.3219999999999999,0.22025,0.18725,0.203,0.3155,0.2259999999999999,0.0414999999999999,0.0954999999999999,0.25425,0.0424999999999999,0.21275,0.1104999999999999,0.1235,0.15425,0.0999999999999999,0.22525,0.392,0.16625,0.266,0.40125,0.2095,0.1805,0.34125,0.132,0.0782499999999999,0.08,0.10075,0.2405,0.149,0.147,0.135,0.26975,0.12025,0.1897499999999999,0.15175,0.05375,0.255,0.0687499999999999,0.10525,0.09625,0.0745,0.04725,0.05475,0.05375,0.1164999999999999,0.0712499999999999,0.145,0.11825,0.146,0.16275,0.0665,0.1505,0.0615,0.0792499999999999,0.08975,0.152,0.22925,0.0785,0.239,0.062,0.0655,0.0974999999999999,0.09275,0.1755,0.142,0.22525,0.0344999999999999,0.04625,0.063,0.0419999999999999,0.062,0.0454999999999999,0.11775,0.0595,0.0762499999999999,0.0574999999999999,0.0984999999999999,0.05675,0.12375,0.05225,0.018,0.0584999999999999,0.0449999999999999,0.10225,0.02975,0.05125,0.0484999999999999,0.06175,0.0369999999999999,0.04875,0.0727499999999999,0.03375,0.0339999999999999,0.0265,0.0257499999999999,0.068,0.0262499999999999,0.0424999999999999,0.0329999999999999,0.0464999999999999,0.0245,0.0282499999999999,0.009
Battlefield Earth (2000),0.9865,0.95425,0.8907499999999999,0.88175,0.83575,0.8102499999999999,0.8102499999999999,0.885,0.475,0.5865,0.52025,0.6035,0.611,0.62625,0.75675,0.42325,0.38975,0.3269999999999999,0.2865,0.8805000000000001,0.2847499999999999,0.29025,0.3345,0.4965,0.31525,0.3175,0.311,0.4085,0.3375,0.31775,0.70425,0.6035,0.25,0.22175,0.369,0.199,0.33675,0.32275,0.20475,0.2415,0.32125,0.2105,0.5105,0.281,0.3395,0.3465,0.2554999999999999,0.217,0.246,0.78575,0.28725,0.23975,0.11375,0.2085,0.1277499999999999,0.31875,0.195,0.2445,0.1644999999999999,0.193,0.2239999999999999,0.246,0.27225,0.20975,0.153,0.23775,0.2055,0.1435,0.2774999999999999,0.18375,0.246,0.17525,0.14325,0.2784999999999999,0.1694999999999999,0.1604999999999999,0.183,0.2284999999999999,0.21975,0.1272499999999999,0.188,0.2334999999999999,0.09175,0.2199999999999999,0.1385,0.086,0.7805,0.078,0.10275,0.1275,0.11125,0.0615,0.145,0.2895,0.132,0.12325,0.1054999999999999,0.087,0.08875,0.1019999999999999,0.0855,0.1405,0.149,0.0715,0.1215,0.1124999999999999,0.0807499999999999,0.11375,0.071,0.10075,0.14075,0.15275,0.0837499999999999,0.1255,0.0935,0.10775,0.03025,0.10925,0.0747499999999999,0.0682499999999999,0.1069999999999999,0.131,0.0494999999999999,0.0615,0.0999999999999999,0.0815,0.069,0.0632499999999999,0.09275,0.0815,0.2219999999999999,0.10525,0.059,0.0767499999999999,0.0474999999999999,0.0755,0.10375,0.0767499999999999,0.0705,0.0384999999999999,0.04375,0.063,0.0344999999999999,0.0832499999999999,0.04475,0.0287499999999999,0.04275,0.05375,0.0267499999999999
Predator 2 (1990),0.8400000000000001,0.845,0.9715,0.50975,0.77725,0.9715,0.9715,0.8400000000000001,0.4835,0.50725,0.43125,0.6715,0.45075,0.347,0.42725,0.63875,0.3675,0.31925,0.499,0.27125,0.50375,0.3592499999999999,0.25225,0.196,0.3095,0.36175,0.559,0.4505,0.3844999999999999,0.279,0.4,0.27875,0.23575,0.14425,0.15725,0.261,0.2425,0.297,0.17475,0.3355,0.143,0.24025,0.187,0.3824999999999999,0.2025,0.204,0.2965,0.47875,0.2244999999999999,0.08825,0.121,0.1604999999999999,0.38925,0.10475,0.17325,0.27125,0.2125,0.10475,0.1355,0.11075,0.16725,0.16725,0.1905,0.15175,0.45575,0.0837499999999999,0.28125,0.21575,0.201,0.2224999999999999,0.09825,0.1245,0.1515,0.1689999999999999,0.135,0.09675,0.09775,0.09975,0.11125,0.09425,0.1337499999999999,0.14325,0.05375,0.11525,0.11125,0.091,0.0677499999999999,0.11025,0.1059999999999999,0.97775,0.18,0.1805,0.1139999999999999,0.08625,0.0984999999999999,0.0845,0.059,0.06025,0.0544999999999999,0.10475,0.0815,0.133,0.0944999999999999,0.12075,0.931,0.175,0.142,0.11525,0.0682499999999999,0.05025,0.12475,0.06125,0.05075,0.23525,0.0584999999999999,0.0655,0.066,0.0737499999999999,0.1099999999999999,0.03,0.079,0.09125,0.10475,0.11375,0.071,0.0767499999999999,0.04875,0.09075,0.11025,0.1589999999999999,0.03675,0.1362499999999999,0.0319999999999999,0.06125,0.0697499999999999,0.0464999999999999,0.0615,0.1385,0.0807499999999999,0.03875,0.0549999999999999,0.03925,0.03225,0.071,0.0429999999999999,0.04075,0.0232499999999999,0.0339999999999999,0.0202499999999999
Mad Max Beyond Thunderdome (1985),0.94775,0.85775,0.96225,0.584,0.74925,0.994,0.96225,0.916,0.584,0.4615,0.5285,0.255,0.58925,0.33975,0.34125,0.7055,0.3515,0.405,0.38925,0.2907499999999999,0.2837499999999999,0.46725,0.34125,0.7762500000000001,0.413,0.381,0.65275,0.3652499999999999,0.3,0.39,0.266,0.39875,0.4559999999999999,0.18325,0.2804999999999999,0.36875,0.43825,0.32125,0.2445,0.2385,0.1175,0.1952499999999999,0.2304999999999999,0.29725,0.287,0.15525,0.09,0.213,0.14275,0.0747499999999999,0.0797499999999999,0.15975,0.31825,0.178,0.7762500000000001,0.9825,0.362,0.28225,0.1475,0.16825,0.1589999999999999,0.17975,0.11925,0.14525,0.2115,0.0999999999999999,0.2997499999999999,0.1335,0.24625,0.14175,0.062,0.16675,0.15925,0.1255,0.1312499999999999,0.1922499999999999,0.11925,0.1079999999999999,0.08,0.8325,0.74675,0.11075,0.0419999999999999,0.122,0.09875,0.1765,0.0747499999999999,0.24675,0.09475,0.0747499999999999,0.1084999999999999,0.176,0.09,0.10175,0.077,0.0707499999999999,0.148,0.0354999999999999,0.10625,0.071,0.069,0.3954999999999999,0.0855,0.1377499999999999,0.136,0.18575,0.1089999999999999,0.0722499999999999,0.05225,0.0454999999999999,0.0787499999999999,0.08725,0.0449999999999999,0.1185,0.1094999999999999,0.0712499999999999,0.1287499999999999,0.089,0.0667499999999999,0.03775,0.10425,0.07,0.0514999999999999,0.0687499999999999,0.05675,0.08675,0.04825,0.417,0.0762499999999999,0.0755,0.1425,0.20525,0.03025,0.093,0.8527499999999999,0.04225,0.0524999999999999,0.11525,0.0875,0.03325,0.059,0.062,0.029,0.0647499999999999,0.0384999999999999,0.03075,0.03,0.04525,0.0245
Firestarter (1984),0.83175,0.55525,0.83175,0.47975,0.74225,0.654,0.6165,0.23725,0.555,0.4529999999999999,0.47275,0.65075,0.59,0.4325,0.55525,0.51575,0.51575,0.488,0.387,0.991,0.37625,0.51575,0.3419999999999999,0.38975,0.38575,0.311,0.3495,0.51575,0.51575,0.36875,0.27025,0.2835,0.2905,0.3275,0.14725,0.243,0.366,0.39425,0.39225,0.23075,0.252,0.241,0.205,0.1185,0.243,0.1654999999999999,0.1609999999999999,0.2435,0.283,0.155,0.1594999999999999,0.2204999999999999,0.4297499999999999,0.10525,0.242,0.06025,0.42125,0.10025,0.16925,0.31525,0.2175,0.15625,0.2987499999999999,0.1574999999999999,0.21075,0.08825,0.2574999999999999,0.143,0.1235,0.1765,0.10175,0.093,0.26825,0.15675,0.14925,0.08975,0.138,0.1395,0.0657499999999999,0.0329999999999999,0.15325,0.086,0.068,0.17225,0.1644999999999999,0.1569999999999999,0.11975,0.1079999999999999,0.08675,0.06225,0.1004999999999999,0.10375,0.10375,0.08625,0.25875,0.15775,0.0737499999999999,0.235,0.0449999999999999,0.05525,0.1335,0.134,0.12275,0.09175,0.1322499999999999,0.2065,0.084,0.1079999999999999,0.0635,0.1325,0.0827499999999999,0.2867499999999999,0.04725,0.1415,0.21075,0.0637499999999999,0.06125,0.1074999999999999,0.0787499999999999,0.04425,0.0865,0.0782499999999999,0.09775,0.074,0.122,0.067,0.1962499999999999,0.0389999999999999,0.0847499999999999,0.05425,0.04975,0.0845,0.0479999999999999,0.09275,0.04575,0.0559999999999999,0.0665,0.0242499999999999,0.0364999999999999,0.71425,0.0705,0.0534999999999999,0.0434999999999999,0.04125,0.0499999999999999,0.04975,0.06175,0.0359999999999999,0.0227499999999999
Titan A.E. (2000),0.9865,0.6295,0.701,0.74975,0.8452500000000001,0.638,0.638,0.8327500000000001,0.63825,0.66375,0.8740000000000001,0.428,0.6135,0.49875,0.27625,0.3954999999999999,0.8452500000000001,0.38925,0.276,0.27275,0.4705,0.3954999999999999,0.42125,0.687,0.35775,0.3984999999999999,0.4775,0.3954999999999999,0.3954999999999999,0.3585,0.3359999999999999,0.1425,0.3129999999999999,0.22675,0.9775,0.51675,0.18575,0.214,0.2544999999999999,0.20425,0.2339999999999999,0.17475,0.174,0.12375,0.22525,0.17925,0.43725,0.1905,0.25825,0.148,0.0474999999999999,0.2005,0.4495,0.183,0.2495,0.18075,0.17475,0.1395,0.1775,0.172,0.14625,0.16025,0.143,0.2714999999999999,0.155,0.1275,0.12425,0.126,0.1215,0.11025,0.2857499999999999,0.1679999999999999,0.26375,0.08875,0.153,0.1912499999999999,0.15675,0.081,0.1029999999999999,0.0682499999999999,0.0969999999999999,0.33175,0.09525,0.1327499999999999,0.05575,0.1302499999999999,0.15425,0.44475,0.1069999999999999,0.04275,0.0627499999999999,0.1555,0.0935,0.08675,0.08875,0.1267499999999999,0.11225,0.0915,0.03725,0.061,0.0782499999999999,0.10175,0.0712499999999999,0.0715,0.1315,0.10375,0.08975,0.25225,0.061,0.2855,0.05625,0.04925,0.09225,0.0369999999999999,0.0579999999999999,0.0837499999999999,0.03025,0.09725,0.10925,0.0782499999999999,0.087,0.084,0.0627499999999999,0.0539999999999999,0.125,0.0632499999999999,0.11575,0.0695,0.0735,0.04175,0.09625,0.0915,0.0282499999999999,0.0865,0.05325,0.0494999999999999,0.0687499999999999,0.0539999999999999,0.0797499999999999,0.06175,0.0637499999999999,0.05125,0.03675,0.04325,0.0292499999999999,0.04625,0.0295,0.0404999999999999,0.0285
Rocketship X-M (1950),0.9925,0.67975,0.8422499999999999,0.7629999999999999,0.675,0.49,0.709,0.9375,0.45725,0.42,0.6445,0.50225,0.46075,0.6875,0.5465,0.37075,0.6445,0.40825,0.2524999999999999,0.2885,0.48475,0.31375,0.4375,0.3522499999999999,0.32125,0.1555,0.23475,0.4044999999999999,0.354,0.354,0.2345,0.4882499999999999,0.63625,0.3562499999999999,0.22175,0.1382499999999999,0.24075,0.29025,0.0692499999999999,0.24725,0.04975,0.20425,0.252,0.091,0.236,0.287,0.52775,0.2294999999999999,0.28425,0.1094999999999999,0.0827499999999999,0.1925,0.0832499999999999,0.1569999999999999,0.24975,0.6595,0.1624999999999999,0.263,0.15275,0.3139999999999999,0.422,0.16575,0.139,0.118,0.56075,0.10975,0.1535,0.11875,0.0257499999999999,0.2125,0.1019999999999999,0.2022499999999999,0.15,0.1694999999999999,0.1634999999999999,0.21,0.1589999999999999,0.22175,0.0712499999999999,0.0172499999999999,0.071,0.39925,0.1009999999999999,0.10825,0.49075,0.1317499999999999,0.1094999999999999,0.079,0.0875,0.0324999999999999,0.04575,0.1699999999999999,0.10425,0.0725,0.0785,0.22975,0.09,0.05575,0.17225,0.09775,0.084,0.17625,0.093,0.10525,0.1245,0.16175,0.08725,0.08725,0.0752499999999999,0.0132499999999999,0.0772499999999999,0.0257499999999999,0.2574999999999999,0.17875,0.0314999999999999,0.0717499999999999,0.05775,0.0647499999999999,0.2324999999999999,0.0875,0.16925,0.0409999999999999,0.21475,0.0419999999999999,0.10725,0.0474999999999999,0.0474999999999999,0.1267499999999999,0.084,0.0682499999999999,0.0217499999999999,0.0399999999999999,0.0632499999999999,0.0424999999999999,0.0504999999999999,0.04575,0.0645,0.0384999999999999,0.0267499999999999,0.04225,0.016,0.204,0.0172499999999999,0.0504999999999999,0.0235,0.03075,0.0379999999999999,0.0419999999999999,0.0162499999999999
Freejack (1992),0.99575,0.796,0.82125,0.936,0.7907500000000001,0.91375,0.69375,0.99575,0.605,0.46725,0.376,0.5135,0.5635,0.3189999999999999,0.4187499999999999,0.377,0.49575,0.745,0.3315,0.378,0.35175,0.36275,0.18025,0.23375,0.372,0.404,0.2887499999999999,0.355,0.248,0.30625,0.422,0.428,0.1535,0.16275,0.1305,0.22625,0.43225,0.24775,0.1895,0.2664999999999999,0.35775,0.151,0.32675,0.94925,0.39275,0.14525,0.1347499999999999,0.32575,0.24875,0.27175,0.09475,0.1664999999999999,0.311,0.23325,0.1694999999999999,0.1275,0.22725,0.495,0.1317499999999999,0.1225,0.135,0.145,0.17325,0.2244999999999999,0.137,0.10425,0.31475,0.124,0.15875,0.1262499999999999,0.0969999999999999,0.08825,0.11525,0.30125,0.15725,0.10125,0.154,0.11025,0.0757499999999999,0.08775,0.265,0.4065,0.09325,0.151,0.14225,0.09675,0.0959999999999999,0.10475,0.09325,0.11225,0.16475,0.0755,0.1139999999999999,0.1255,0.10075,0.089,0.10325,0.0677499999999999,0.23075,0.06,0.11625,0.0615,0.079,0.0805,0.2339999999999999,0.1255,0.0755,0.10375,0.0642499999999999,0.05375,0.0632499999999999,0.14325,0.066,0.0772499999999999,0.131,0.0777499999999999,0.1069999999999999,0.0677499999999999,0.1014999999999999,0.1014999999999999,0.076,0.1054999999999999,0.0489999999999999,0.1175,0.04775,0.0514999999999999,0.0454999999999999,0.1004999999999999,0.0687499999999999,0.04925,0.0915,0.0994999999999999,0.04675,0.0905,0.12275,0.0675,0.0657499999999999,0.0409999999999999,0.062,0.0559999999999999,0.076,0.04275,0.03025,0.04125,0.027,0.03825,0.03225,0.03775,0.0215
Sinbad and the Eye of the Tiger (1977),0.92825,0.6715,0.92825,0.54425,0.746,0.62725,0.613,0.3055,0.5895,0.69225,0.597,0.8845000000000001,0.50925,0.934,0.6715,0.58,0.597,0.6745,0.3185,0.38675,0.64025,0.46325,0.54575,0.3552499999999999,0.3725,0.23275,0.307,0.2895,0.4357499999999999,0.3159999999999999,0.34575,0.55875,0.4775,0.245,0.40475,0.4195,0.129,0.2355,0.3864999999999999,0.4765,0.0672499999999999,0.7542500000000001,0.1609999999999999,0.36575,0.25525,0.18025,0.4255,0.18475,0.347,0.14875,0.05225,0.405,0.2674999999999999,0.0685,0.4679999999999999,0.1257499999999999,0.2234999999999999,0.06,0.3105,0.197,0.1669999999999999,0.1955,0.23925,0.2224999999999999,0.21675,0.123,0.1935,0.2345,0.4875,0.093,0.211,0.1594999999999999,0.22075,0.09475,0.122,0.16175,0.249,0.12075,0.0855,0.18075,0.0715,0.175,0.0142499999999999,0.1139999999999999,0.0645,0.12025,0.0852499999999999,0.11075,0.1342499999999999,0.05925,0.06175,0.33175,0.0984999999999999,0.075,0.1054999999999999,0.38075,0.1325,0.26075,0.03925,0.08675,0.1367499999999999,0.1875,0.11375,0.087,0.26125,0.199,0.1252499999999999,0.0579999999999999,0.0662499999999999,0.0509999999999999,0.0409999999999999,0.0384999999999999,0.0404999999999999,0.0519999999999999,0.16775,0.0939999999999999,0.0272499999999999,0.10875,0.06025,0.0595,0.1089999999999999,0.0697499999999999,0.0615,0.0534999999999999,0.1079999999999999,0.05275,0.10875,0.0805,0.0795,0.0584999999999999,0.04975,0.0399999999999999,0.0262499999999999,0.083,0.0424999999999999,0.0574999999999999,0.177,0.0625,0.066,0.16775,0.0667499999999999,0.0484999999999999,0.02,0.04175,0.0255,0.0295,0.029,0.0454999999999999,0.0252499999999999
Hollow Man (2000),0.98925,0.95675,0.98925,0.95675,0.7395,0.8154999999999999,0.8154999999999999,0.60475,0.538,0.59225,0.57475,0.8134999999999999,0.5035,0.529,0.46825,0.73425,0.57475,0.48375,0.7617499999999999,0.263,0.39075,0.289,0.32775,0.33125,0.39275,0.3592499999999999,0.418,0.3705,0.3705,0.23975,0.3339999999999999,0.25225,0.31775,0.22675,0.47575,0.37175,0.297,0.73425,0.32725,0.20875,0.33625,0.2415,0.2867499999999999,0.1955,0.21575,0.3,0.2925,0.21575,0.4915,0.1925,0.26375,0.2309999999999999,0.204,0.2329999999999999,0.15475,0.151,0.21825,0.131,0.2574999999999999,0.24525,0.32975,0.1982499999999999,0.3289999999999999,0.17375,0.154,0.11925,0.10325,0.1297499999999999,0.2804999999999999,0.14425,0.1882499999999999,0.144,0.10025,0.1669999999999999,0.15,0.16275,0.1377499999999999,0.1169999999999999,0.0949999999999999,0.05025,0.0969999999999999,0.11175,0.0722499999999999,0.21225,0.1287499999999999,0.10225,0.09625,0.05975,0.0584999999999999,0.0954999999999999,0.0969999999999999,0.0677499999999999,0.11025,0.0974999999999999,0.09025,0.0595,0.0722499999999999,0.0579999999999999,0.04525,0.0745,0.0635,0.0712499999999999,0.10825,0.0695,0.0825,0.18125,0.0815,0.1365,0.0637499999999999,0.3735,0.10425,0.04925,0.0845,0.04225,0.0635,0.086,0.0875,0.0827499999999999,0.0657499999999999,0.0544999999999999,0.092,0.1377499999999999,0.065,0.0732499999999999,0.0715,0.0925,0.0722499999999999,0.1044999999999999,0.0647499999999999,0.27,0.03375,0.0697499999999999,0.0295,0.0637499999999999,0.0305,0.04525,0.09525,0.05725,0.0419999999999999,0.0374999999999999,0.0637499999999999,0.03925,0.0474999999999999,0.0399999999999999,0.0285,0.0584999999999999,0.04775,0.0404999999999999,0.0182499999999999
Space Cowboys (2000),0.954,0.7709999999999999,0.8367500000000001,0.7709999999999999,0.62375,0.5975,0.5885,0.3117499999999999,0.72075,0.556,0.4942499999999999,0.2574999999999999,0.66025,0.4297499999999999,0.4459999999999999,0.3984999999999999,0.4227499999999999,0.88425,0.4659999999999999,0.24375,0.41225,0.4167499999999999,0.6575,0.3145,0.3129999999999999,0.347,0.4659999999999999,0.4802499999999999,0.4835,0.3239999999999999,0.3475,0.153,0.622,0.259,0.50325,0.3149999999999999,0.17875,0.16625,0.3742499999999999,0.28725,0.26525,0.16975,0.20575,0.1925,0.21175,0.25475,0.26075,0.17875,0.14125,0.0725,0.0745,0.21275,0.1925,0.31,0.2145,0.1594999999999999,0.2329999999999999,0.1084999999999999,0.32975,0.1372499999999999,0.16775,0.2294999999999999,0.18625,0.2664999999999999,0.238,0.1317499999999999,0.11975,0.1882499999999999,0.05975,0.1897499999999999,0.1114999999999999,0.1725,0.1382499999999999,0.1252499999999999,0.14525,0.25475,0.2244999999999999,0.1755,0.0275,0.0564999999999999,0.1262499999999999,0.1425,0.11275,0.11325,0.0847499999999999,0.201,0.1099999999999999,0.128,0.18025,0.0742499999999999,0.068,0.075,0.09,0.09975,0.15225,0.12075,0.15675,0.0752499999999999,0.0964999999999999,0.09625,0.084,0.0687499999999999,0.0755,0.139,0.0692499999999999,0.15825,0.11575,0.16225,0.4785,0.0167499999999999,0.1044999999999999,0.0285,0.276,0.1275,0.08675,0.0737499999999999,0.05575,0.0735,0.0667499999999999,0.1295,0.078,0.0524999999999999,0.35,0.1159999999999999,0.0662499999999999,0.0802499999999999,0.0237499999999999,0.2425,0.0514999999999999,0.237,0.0277499999999999,0.0444999999999999,0.0287499999999999,0.066,0.0554999999999999,0.285,0.0757499999999999,0.1654999999999999,0.0275,0.0627499999999999,0.0772499999999999,0.10025,0.04775,0.0324999999999999,0.0802499999999999,0.05775,0.0554999999999999,0.0409999999999999,0.0247499999999999
