movieId,weird,culture clash,runaway,melancholic,drama,greed,betrayal,pornography,independent film,original,good,drinking,dialogue,sexy,vengeance,censorship,mentor,light,adaptation,women,life & death,catastrophe,quirky,unlikely friendships,dysfunctional family,absurd,islam,queer,life philosophy,death,nudity (full frontal - brief),prejudice,predictable,addiction,not funny,writers,transformation,divorce,period piece,very funny,childhood,creativity,fantasy world,teen movie,film noir,multiple storylines,british,chase,nudity (topless - brief),surveillance,underrated,sacrifice,doctors,stereotypes,fight scenes,hotel,first contact,alter ego,family,small town,weapons,hospital,classic car,fun movie,workplace,good music,california,1930s,dreams,wartime,interracial romance,farce,tokyo,new jersey,prostitution,nudity (rear),too long,road movie,awesome soundtrack,directorial debut,blindness,atheism,computer animation,pulp,graphic novel,new york city,irish accent,camp,god,rebellion,prison,stoner movie,survival,notable nudity,ensemble cast,bollywood,best of 2005,mad scientist,brothers,memory,unlikeable characters,foul language,texas,wilderness,internet,adoption,simple,potential oscar nom,father daughter relationship,alternate history,stand-up comedy,kick-butt women,lawyer,80s,cancer,hunting,robert downey jr,french,race,indians,documentary,wine,reality tv,island,kidnapping,homeless,goth,desert,los angeles,fashion,immortality,radio,hip hop,made for tv,australia,san francisco,russian,oil,no plot,snakes,finnish,single father,shopping,trilogy,ghosts/afterlife,buddy movie,time,too short,remake
"War Zone, The (1999)",0.911,0.8280000000000001,0.96425,0.89375,0.8280000000000001,0.89375,0.671,0.78775,0.5585,0.8492500000000001,0.62925,0.54,0.8705,0.7602500000000001,0.7475,0.583,0.3165,0.421,0.67575,0.2654999999999999,0.50075,0.4067499999999999,0.5295,0.1669999999999999,0.913,0.21475,0.32175,0.20825,0.303,0.1917499999999999,0.195,0.3419999999999999,0.25775,0.1272499999999999,0.4077499999999999,0.15575,0.2254999999999999,0.135,0.2229999999999999,0.259,0.1699999999999999,0.1185,0.27,0.553,0.4235,0.3205,0.367,0.2075,0.25525,0.22325,0.4107499999999999,0.1272499999999999,0.1952499999999999,0.1599999999999999,0.23225,0.20725,0.239,0.4367499999999999,0.52075,0.1175,0.22825,0.2259999999999999,0.275,0.11925,0.0989999999999999,0.1855,0.0959999999999999,0.04625,0.11325,0.1134999999999999,0.11725,0.0519999999999999,0.2405,0.0835,0.0722499999999999,0.08975,0.147,0.14975,0.089,0.64325,0.1825,0.16175,0.11475,0.1265,0.33075,0.0692499999999999,0.1947499999999999,0.069,0.0959999999999999,0.1315,0.08675,0.14275,0.188,0.1069999999999999,0.0964999999999999,0.05275,0.1895,0.09775,0.217,0.2937499999999999,0.1185,0.10725,0.05675,0.2244999999999999,0.09725,0.1609999999999999,0.14325,0.1945,0.8340000000000001,0.092,0.0742499999999999,0.1069999999999999,0.03625,0.03825,0.06,0.03975,0.0642499999999999,0.0645,0.0529999999999999,0.072,0.0725,0.04675,0.089,0.0584999999999999,0.0354999999999999,0.04525,0.21325,0.06225,0.0822499999999999,0.0287499999999999,0.05525,0.0222499999999999,0.086,0.05725,0.1024999999999999,0.0324999999999999,0.08925,0.0549999999999999,0.05875,0.083,0.0559999999999999,0.093,0.0539999999999999,0.0464999999999999,0.022,0.03325,0.023,0.0185,0.0137499999999999
Carnal Knowledge (1971),0.8799999999999999,0.8799999999999999,0.8799999999999999,0.96575,0.8799999999999999,0.808,0.72425,0.97625,0.8799999999999999,0.69425,0.7725,0.8799999999999999,0.7075,0.97625,0.63125,0.7557499999999999,0.487,0.6255,0.46225,0.87025,0.1937499999999999,0.4245,0.33125,0.635,0.2694999999999999,0.35475,0.3249999999999999,0.2514999999999999,0.5565,0.263,0.523,0.2955,0.4085,0.5415,0.34075,0.202,0.3365,0.2967499999999999,0.10675,0.3135,0.18425,0.1357499999999999,0.1942499999999999,0.1897499999999999,0.1405,0.3592499999999999,0.0762499999999999,0.2827499999999999,0.58425,0.133,0.24175,0.1275,0.22225,0.47575,0.256,0.26525,0.32775,0.32925,0.18525,0.1285,0.256,0.24125,0.1957499999999999,0.2654999999999999,0.2865,0.15275,0.32125,0.1049999999999999,0.1765,0.10325,0.2,0.1609999999999999,0.16525,0.152,0.4519999999999999,0.207,0.2115,0.138,0.32025,0.1865,0.18275,0.087,0.17125,0.14075,0.04525,0.29625,0.1094999999999999,0.21025,0.04025,0.129,0.1139999999999999,0.1495,0.05275,0.1694999999999999,0.1129999999999999,0.0765,0.1185,0.1372499999999999,0.08725,0.0479999999999999,0.15125,0.09225,0.16775,0.062,0.16825,0.0735,0.124,0.07,0.0842499999999999,0.1074999999999999,0.11025,0.1624999999999999,0.0725,0.14125,0.08,0.0667499999999999,0.066,0.0454999999999999,0.0434999999999999,0.04925,0.06125,0.11025,0.0949999999999999,0.03425,0.029,0.0394999999999999,0.0949999999999999,0.085,0.10825,0.0354999999999999,0.0524999999999999,0.04675,0.0652499999999999,0.0637499999999999,0.0227499999999999,0.136,0.0305,0.1589999999999999,0.029,0.05725,0.0195,0.04225,0.0727499999999999,0.0394999999999999,0.0695,0.1387499999999999,0.0489999999999999,0.0235,0.0265
Bad Lieutenant (1992),0.8527499999999999,0.9405,0.9435,0.8527499999999999,0.8567499999999999,0.8225,0.855,0.9435,0.8422499999999999,0.67275,0.4625,0.881,0.7609999999999999,0.61775,0.921,0.9435,0.55325,0.18525,0.3265,0.22175,0.38875,0.3844999999999999,0.238,0.1089999999999999,0.2504999999999999,0.21875,0.1377499999999999,0.17725,0.31275,0.278,0.3652499999999999,0.1099999999999999,0.7802500000000001,0.9675,0.376,0.1714999999999999,0.2214999999999999,0.0615,0.0499999999999999,0.239,0.1257499999999999,0.1287499999999999,0.2714999999999999,0.122,0.12075,0.2045,0.0627499999999999,0.2254999999999999,0.25775,0.1039999999999999,0.26175,0.17925,0.1649999999999999,0.1089999999999999,0.277,0.0832499999999999,0.22825,0.1564999999999999,0.0707499999999999,0.09725,0.1877499999999999,0.2684999999999999,0.3265,0.10675,0.1069999999999999,0.09225,0.08775,0.0287499999999999,0.0944999999999999,0.0554999999999999,0.04125,0.064,0.09,0.5715,0.55425,0.14075,0.0969999999999999,0.2329999999999999,0.05825,0.0855,0.135,0.4295,0.11825,0.14925,0.1902499999999999,0.658,0.1282499999999999,0.134,0.45825,0.04825,0.0885,0.252,0.063,0.16975,0.0389999999999999,0.0539999999999999,0.03675,0.079,0.0675,0.0855,0.15875,0.11525,0.085,0.12225,0.0637499999999999,0.05375,0.0632499999999999,0.0569999999999999,0.0349999999999999,0.088,0.12075,0.05475,0.09025,0.04275,0.05325,0.05225,0.2015,0.03625,0.0319999999999999,0.0625,0.0414999999999999,0.029,0.0852499999999999,0.03425,0.0944999999999999,0.241,0.10825,0.03225,0.0939999999999999,0.0277499999999999,0.0404999999999999,0.0777499999999999,0.14475,0.0717499999999999,0.03775,0.04125,0.0464999999999999,0.03875,0.04075,0.03375,0.04475,0.0207499999999999,0.0237499999999999,0.031,0.024,0.04325,0.0215,0.02,0.0364999999999999
Splendor in the Grass (1961),0.8382499999999999,0.95275,0.8382499999999999,0.9465,0.95275,0.8382499999999999,0.89025,0.875,0.8087500000000001,0.748,0.89025,0.8087500000000001,0.55,0.875,0.39275,0.3115,0.58825,0.68575,0.3462499999999999,0.65625,0.89025,0.48275,0.1775,0.9465,0.59575,0.22225,0.3425,0.3085,0.39775,0.36475,0.4569999999999999,0.60475,0.2045,0.09075,0.353,0.17775,0.408,0.45925,0.6545,0.217,0.51275,0.1564999999999999,0.22225,0.68575,0.15075,0.18625,0.16625,0.3015,0.187,0.17625,0.286,0.39075,0.33125,0.4545,0.14225,0.191,0.21425,0.21575,0.49175,0.849,0.179,0.3035,0.19,0.34575,0.136,0.1505,0.33225,0.64425,0.2005,0.22625,0.3445,0.09825,0.2897499999999999,0.154,0.1684999999999999,0.1345,0.281,0.1395,0.11875,0.15075,0.21975,0.0925,0.1735,0.10275,0.0175,0.1402499999999999,0.16125,0.10725,0.082,0.5935,0.1104999999999999,0.0767499999999999,0.10875,0.23275,0.0657499999999999,0.0707499999999999,0.137,0.1387499999999999,0.12475,0.128,0.0419999999999999,0.03625,0.389,0.09825,0.0652499999999999,0.244,0.09825,0.05525,0.14225,0.0984999999999999,0.078,0.0389999999999999,0.1044999999999999,0.1074999999999999,0.10425,0.09375,0.03275,0.0777499999999999,0.23325,0.11875,0.03825,0.0444999999999999,0.06,0.14725,0.0479999999999999,0.0514999999999999,0.05975,0.12425,0.03075,0.075,0.1709999999999999,0.0627499999999999,0.03175,0.0832499999999999,0.0464999999999999,0.0705,0.05375,0.3435,0.03525,0.0685,0.0549999999999999,0.2304999999999999,0.0329999999999999,0.0245,0.03475,0.0314999999999999,0.078,0.0494999999999999,0.0549999999999999
Do the Right Thing (1989),0.96125,0.96125,0.96125,0.956,0.96125,0.96125,0.8240000000000001,0.65975,0.71025,0.7775000000000001,0.7545,0.71025,0.80375,0.20625,0.8240000000000001,0.65975,0.45625,0.80375,0.32075,0.23125,0.3007499999999999,0.488,0.50725,0.44875,0.377,0.4379999999999999,0.7635000000000001,0.27225,0.39475,0.366,0.4235,0.9975,0.4469999999999999,0.2624999999999999,0.32725,0.20725,0.2644999999999999,0.12275,0.10725,0.3385,0.191,0.24975,0.22075,0.1275,0.43925,0.3129999999999999,0.2075,0.22625,0.26675,0.24125,0.28625,0.18625,0.1079999999999999,0.66725,0.27475,0.17125,0.173,0.14875,0.18325,0.2514999999999999,0.32525,0.15925,0.2274999999999999,0.27475,0.2594999999999999,0.3315,0.14525,0.09025,0.0875,0.2324999999999999,0.2239999999999999,0.1322499999999999,0.10225,0.28225,0.0857499999999999,0.0479999999999999,0.10125,0.2319999999999999,0.3315,0.1885,0.15225,0.09275,0.1997499999999999,0.1164999999999999,0.06,0.689,0.1505,0.11525,0.064,0.304,0.09975,0.25075,0.23225,0.05125,0.4367499999999999,0.0807499999999999,0.0787499999999999,0.0847499999999999,0.29225,0.0645,0.18475,0.31425,0.1659999999999999,0.1307499999999999,0.1365,0.09275,0.1315,0.10875,0.04075,0.0865,0.088,0.1009999999999999,0.05675,0.182,0.05575,0.0494999999999999,0.067,0.0429999999999999,0.37175,0.11925,0.1262499999999999,0.0524999999999999,0.17625,0.0705,0.0489999999999999,0.21175,0.11575,0.0857499999999999,0.0569999999999999,0.0632499999999999,0.0339999999999999,0.6045,0.527,0.04125,0.0474999999999999,0.04125,0.0424999999999999,0.14975,0.05375,0.0675,0.1119999999999999,0.0227499999999999,0.08925,0.07,0.03975,0.04725,0.0212499999999999,0.0232499999999999,0.0115
Network (1976),0.944,0.9815,0.944,0.91225,0.9815,0.936,0.9695,0.6225,0.7325,0.8694999999999999,0.9265,0.7325,0.91225,0.5235,0.5145,0.68075,0.6145,0.8819999999999999,0.53175,0.3235,0.513,0.57375,0.8122499999999999,0.4075,0.427,0.942,0.94825,0.3295,0.6065,0.35375,0.31725,0.44575,0.5165,0.33925,0.3179999999999999,0.4205,0.4307499999999999,0.497,0.291,0.3595,0.18175,0.3395,0.255,0.11625,0.4815,0.21575,0.3472499999999999,0.29525,0.64775,0.56725,0.40825,0.43975,0.385,0.22875,0.30525,0.30725,0.5165,0.44075,0.1795,0.1855,0.397,0.3455,0.1985,0.33225,0.651,0.21775,0.32275,0.1765,0.27125,0.3515,0.1272499999999999,0.63525,0.152,0.1285,0.0875,0.0999999999999999,0.273,0.1159999999999999,0.21775,0.24275,0.17325,0.16675,0.16575,0.1402499999999999,0.09,0.16175,0.1395,0.1887499999999999,0.3025,0.2175,0.11975,0.14225,0.4165,0.0454999999999999,0.419,0.1225,0.2115,0.33225,0.1225,0.135,0.11375,0.15425,0.1317499999999999,0.12,0.2925,0.06075,0.21825,0.131,0.10325,0.218,0.082,0.0797499999999999,0.2274999999999999,0.18275,0.0865,0.1397499999999999,0.1405,0.0464999999999999,0.153,0.06225,0.09675,0.1084999999999999,0.8845000000000001,0.1205,0.0715,0.0954999999999999,0.08975,0.12175,0.133,0.064,0.1815,0.2867499999999999,0.0579999999999999,0.3365,0.0662499999999999,0.1355,0.0707499999999999,0.4425,0.071,0.1144999999999999,0.03125,0.0217499999999999,0.0444999999999999,0.0257499999999999,0.0494999999999999,0.1004999999999999,0.1895,0.0267499999999999,0.012
Prick Up Your Ears (1987),0.7962499999999999,0.8162499999999999,0.8162499999999999,0.94625,0.8162499999999999,0.7962499999999999,0.8162499999999999,0.712,0.7717499999999999,0.80575,0.60425,0.7717499999999999,0.57075,0.712,0.67325,0.5775,0.91175,0.554,0.647,0.2855,0.871,0.419,0.5655,0.38775,0.282,0.26875,0.139,0.985,0.2514999999999999,0.67675,0.4185,0.59425,0.156,0.3605,0.32475,0.68425,0.2704999999999999,0.3085,0.7945,0.554,0.427,0.24275,0.294,0.14625,0.23575,0.22675,0.8087500000000001,0.28525,0.3954999999999999,0.25725,0.28525,0.0915,0.1855,0.26225,0.2495,0.15675,0.183,0.38775,0.1337499999999999,0.2965,0.17225,0.16075,0.14075,0.247,0.12,0.2684999999999999,0.1619999999999999,0.1094999999999999,0.09025,0.08675,0.32025,0.22275,0.0767499999999999,0.31775,0.077,0.09075,0.10075,0.184,0.2684999999999999,0.2259999999999999,0.18625,0.04275,0.1574999999999999,0.1352499999999999,0.09025,0.0954999999999999,0.2239999999999999,0.15275,0.0529999999999999,0.2125,0.20875,0.15725,0.077,0.0717499999999999,0.05575,0.088,0.0715,0.1579999999999999,0.1594999999999999,0.25075,0.1069999999999999,0.16375,0.153,0.1604999999999999,0.11025,0.04825,0.09775,0.1094999999999999,0.05025,0.072,0.2249999999999999,0.0792499999999999,0.1004999999999999,0.136,0.16625,0.04175,0.1495,0.065,0.081,0.1034999999999999,0.05775,0.03375,0.0524999999999999,0.062,0.0277499999999999,0.1094999999999999,0.0672499999999999,0.0287499999999999,0.06125,0.0939999999999999,0.09825,0.05475,0.031,0.1689999999999999,0.11525,0.09125,0.03875,0.0369999999999999,0.05225,0.0359999999999999,0.04425,0.072,0.028,0.0682499999999999,0.1375,0.04325,0.05575,0.028,0.03375
Blow-Out (La grande bouffe) (1973),0.8819999999999999,0.7889999999999999,0.8007500000000001,0.847,0.7789999999999999,0.7185,0.7789999999999999,0.957,0.7789999999999999,0.73375,0.4539999999999999,0.7789999999999999,0.8819999999999999,0.957,0.69925,0.52775,0.44375,0.558,0.3445,0.58325,0.8887499999999999,0.4115,0.62625,0.276,0.1907499999999999,0.69,0.504,0.32725,0.603,0.95325,0.59025,0.17025,0.52625,0.51225,0.32225,0.1725,0.4155,0.1815,0.09075,0.25975,0.2734999999999999,0.1709999999999999,0.25575,0.1815,0.245,0.3379999999999999,0.10775,0.3005,0.32875,0.22175,0.212,0.1185,0.1315,0.18625,0.1845,0.22825,0.1669999999999999,0.22175,0.062,0.1362499999999999,0.21725,0.17675,0.4195,0.1579999999999999,0.37475,0.10975,0.24675,0.09425,0.1425,0.1282499999999999,0.1475,0.29925,0.346,0.10975,0.5325,0.312,0.25625,0.1604999999999999,0.145,0.141,0.1307499999999999,0.08925,0.1164999999999999,0.198,0.14725,0.1144999999999999,0.135,0.15775,0.0549999999999999,0.1215,0.0875,0.23725,0.21975,0.1365,0.1019999999999999,0.0725,0.0504999999999999,0.1947499999999999,0.0424999999999999,0.24275,0.24875,0.05825,0.0595,0.1215,0.1104999999999999,0.08,0.10675,0.04625,0.04675,0.09275,0.23925,0.203,0.0667499999999999,0.11675,0.1599999999999999,0.21925,0.0559999999999999,0.2005,0.05875,0.0632499999999999,0.0755,0.32025,0.11925,0.09275,0.063,0.08825,0.0637499999999999,0.1654999999999999,0.04475,0.03675,0.0767499999999999,0.03675,0.06225,0.06125,0.03275,0.35375,0.086,0.31,0.05275,0.0827499999999999,0.06,0.0157499999999999,0.1019999999999999,0.0339999999999999,0.0692499999999999,0.03275,0.0434999999999999,0.019,0.028
And God Created Woman (Et Dieu... créa la femme) (1956),0.7922499999999999,0.78775,0.6585,0.9125,0.71075,0.7749999999999999,0.71075,0.95975,0.78775,0.74625,0.56175,0.6275,0.6275,0.95975,0.5715,0.651,0.45925,0.59325,0.4835,0.56775,0.22325,0.4245,0.22625,0.22225,0.1465,0.23675,0.78775,0.153,0.27025,0.27325,0.476,0.3884999999999999,0.3462499999999999,0.1795,0.35275,0.26625,0.2299999999999999,0.398,0.7345,0.193,0.2345,0.2495,0.26525,0.2995,0.14225,0.2355,0.1397499999999999,0.39525,0.185,0.20575,0.1009999999999999,0.1245,0.1659999999999999,0.1892499999999999,0.3107499999999999,0.24825,0.254,0.21,0.17175,0.1952499999999999,0.26375,0.1014999999999999,0.39475,0.3335,0.1164999999999999,0.1019999999999999,0.2395,0.2355,0.1039999999999999,0.211,0.2204999999999999,0.15,0.2199999999999999,0.09975,0.1335,0.42225,0.1564999999999999,0.1589999999999999,0.1302499999999999,0.09025,0.39175,0.1034999999999999,0.14575,0.2244999999999999,0.0677499999999999,0.05975,0.1584999999999999,0.25725,0.09875,0.4529999999999999,0.10075,0.11975,0.0755,0.543,0.0469999999999999,0.1034999999999999,0.0404999999999999,0.1322499999999999,0.2189999999999999,0.1367499999999999,0.03475,0.0514999999999999,0.1069999999999999,0.15175,0.0564999999999999,0.17825,0.23025,0.0272499999999999,0.0519999999999999,0.12375,0.072,0.175,0.1079999999999999,0.119,0.0334999999999999,0.0865,0.03425,0.8740000000000001,0.082,0.0994999999999999,0.0554999999999999,0.175,0.14425,0.178,0.2224999999999999,0.04075,0.0334999999999999,0.0939999999999999,0.0374999999999999,0.2095,0.32025,0.0267499999999999,0.0389999999999999,0.05325,0.2604999999999999,0.10825,0.0722499999999999,0.0534999999999999,0.0757499999999999,0.0757499999999999,0.05025,0.0155,0.04125,0.0584999999999999,0.0177499999999999,0.0262499999999999,0.0847499999999999,0.0354999999999999,0.0767499999999999
"Suddenly, Last Summer (1959)",0.8772500000000001,0.8712500000000001,0.8712500000000001,0.8405,0.90525,0.8625,0.8712500000000001,0.5695,0.66925,0.7135,0.8460000000000001,0.66925,0.7669999999999999,0.561,0.55175,0.861,0.56575,0.37575,0.7475,0.63775,0.7215,0.4469999999999999,0.246,0.2259999999999999,0.7865,0.4215,0.19,0.8414999999999999,0.45525,0.707,0.36,0.3229999999999999,0.2945,0.33925,0.36575,0.36175,0.4675,0.22125,0.3379999999999999,0.22425,0.2664999999999999,0.21025,0.24875,0.1327499999999999,0.33125,0.1375,0.2289999999999999,0.43725,0.29,0.24325,0.24225,0.44875,0.71125,0.24775,0.2,0.269,0.21775,0.4579999999999999,0.22775,0.22275,0.15575,0.78325,0.31875,0.1975,0.1387499999999999,0.1159999999999999,0.20625,0.42825,0.17975,0.10525,0.1569999999999999,0.1335,0.23725,0.1275,0.21475,0.10075,0.14875,0.0845,0.0675,0.1415,0.183,0.181,0.11825,0.1225,0.0519999999999999,0.1415,0.1505,0.2825,0.15925,0.0817499999999999,0.1044999999999999,0.0875,0.0812499999999999,0.0969999999999999,0.0419999999999999,0.09325,0.15275,0.413,0.0657499999999999,0.68925,0.1345,0.1332499999999999,0.10275,0.10975,0.09225,0.14275,0.0979999999999999,0.0782499999999999,0.1099999999999999,0.1004999999999999,0.0825,0.0807499999999999,0.132,0.0595,0.0915,0.0735,0.1029999999999999,0.0787499999999999,0.0822499999999999,0.05475,0.04375,0.0399999999999999,0.059,0.1915,0.09625,0.0349999999999999,0.10375,0.0524999999999999,0.0772499999999999,0.15125,0.18075,0.0895,0.0287499999999999,0.0727499999999999,0.03075,0.1342499999999999,0.0404999999999999,0.03675,0.1285,0.1335,0.0237499999999999,0.1277499999999999,0.018,0.0275,0.0647499999999999,0.0187499999999999,0.05375,0.03675,0.129
Malèna (2000),0.9465,0.8867499999999999,0.8262499999999999,0.8867499999999999,0.8262499999999999,0.8262499999999999,0.60175,0.92125,0.63725,0.7905,0.61975,0.63725,0.63725,0.92125,0.7847500000000001,0.6935,0.59325,0.47875,0.3582499999999999,0.923,0.51325,0.43625,0.16175,0.966,0.195,0.176,0.40375,0.20825,0.35075,0.38625,0.4892499999999999,0.58625,0.27925,0.0944999999999999,0.2907499999999999,0.14125,0.32925,0.2199999999999999,0.42425,0.3125,0.7845,0.32525,0.354,0.56475,0.09125,0.20375,0.2524999999999999,0.32875,0.23025,0.555,0.2199999999999999,0.491,0.2604999999999999,0.3672499999999999,0.3615,0.1584999999999999,0.17525,0.1292499999999999,0.1252499999999999,0.59475,0.16375,0.1594999999999999,0.33075,0.1325,0.17925,0.1455,0.1992499999999999,0.0979999999999999,0.472,0.943,0.23675,0.10175,0.31775,0.08625,0.495,0.3612499999999999,0.1905,0.1292499999999999,0.1455,0.134,0.3864999999999999,0.0832499999999999,0.1337499999999999,0.17925,0.12225,0.0847499999999999,0.197,0.124,0.076,0.1159999999999999,0.11425,0.0939999999999999,0.1367499999999999,0.26425,0.04475,0.1639999999999999,0.09775,0.0559999999999999,0.0954999999999999,0.387,0.03575,0.067,0.06075,0.21075,0.0994999999999999,0.09425,0.24425,0.1355,0.15,0.215,0.073,0.08775,0.1074999999999999,0.10025,0.0782499999999999,0.05425,0.0439999999999999,0.1599999999999999,0.118,0.17375,0.0454999999999999,0.0464999999999999,0.0237499999999999,0.15125,0.082,0.0319999999999999,0.04475,0.1435,0.03325,0.11925,0.05725,0.07,0.0414999999999999,0.0484999999999999,0.076,0.0494999999999999,0.05825,0.03625,0.0514999999999999,0.0534999999999999,0.0772499999999999,0.0647499999999999,0.1004999999999999,0.0369999999999999,0.0277499999999999,0.03075,0.08675,0.08675,0.03225
Quills (2000),0.91725,0.89425,0.7782500000000001,0.69725,0.92625,0.7195,0.7782500000000001,0.95725,0.594,0.8554999999999999,0.92625,0.46775,0.7762500000000001,0.8165,0.7675000000000001,0.98625,0.733,0.5885,0.7637499999999999,0.2957499999999999,0.43525,0.45625,0.6225,0.3259999999999999,0.2724999999999999,0.4629999999999999,0.5565,0.3389999999999999,0.515,0.4515,0.3984999999999999,0.35675,0.3149999999999999,0.31875,0.352,0.8374999999999999,0.38025,0.11775,0.7235,0.3225,0.21925,0.59575,0.47775,0.14675,0.1089999999999999,0.3492499999999999,0.3442499999999999,0.24975,0.357,0.22925,0.50225,0.2524999999999999,0.654,0.2614999999999999,0.26425,0.2284999999999999,0.2309999999999999,0.5015,0.20875,0.22375,0.20925,0.40825,0.1962499999999999,0.41725,0.208,0.17275,0.127,0.14425,0.22025,0.122,0.05025,0.1987499999999999,0.10675,0.211,0.18,0.20525,0.1089999999999999,0.10975,0.17275,0.18125,0.17525,0.32275,0.1465,0.2274999999999999,0.524,0.125,0.1689999999999999,0.11775,0.32275,0.125,0.2855,0.1569999999999999,0.2135,0.15075,0.23025,0.0705,0.1845,0.2654999999999999,0.09425,0.1235,0.18425,0.303,0.062,0.10425,0.0964999999999999,0.0717499999999999,0.1347499999999999,0.0847499999999999,0.0755,0.2259999999999999,0.0745,0.0687499999999999,0.1014999999999999,0.089,0.1094999999999999,0.05975,0.2304999999999999,0.66675,0.093,0.0509999999999999,0.04025,0.404,0.08875,0.0797499999999999,0.0745,0.10575,0.1845,0.03875,0.0554999999999999,0.0787499999999999,0.08875,0.10175,0.063,0.075,0.10225,0.05525,0.0514999999999999,0.03675,0.0652499999999999,0.082,0.0247499999999999,0.03425,0.0319999999999999,0.04725,0.09875,0.0509999999999999,0.04325,0.0584999999999999,0.04525
Talk Radio (1988),0.85025,0.85025,0.85025,0.85025,0.85025,0.7465,0.8002499999999999,0.8554999999999999,0.85025,0.8494999999999999,0.6825,0.85025,0.7762500000000001,0.27175,0.58075,0.7609999999999999,0.532,0.628,0.49075,0.1649999999999999,0.5275,0.42825,0.3672499999999999,0.2,0.2875,0.581,0.429,0.27575,0.57925,0.4952499999999999,0.33275,0.25,0.38375,0.4509999999999999,0.35475,0.3884999999999999,0.25725,0.212,0.0865,0.24325,0.17725,0.302,0.25025,0.19,0.20425,0.3672499999999999,0.15175,0.28325,0.36475,0.366,0.655,0.14075,0.304,0.2279999999999999,0.2025,0.21375,0.24175,0.3662499999999999,0.11925,0.25325,0.32625,0.20475,0.3405,0.26375,0.14525,0.121,0.20575,0.10475,0.1367499999999999,0.0837499999999999,0.12425,0.1285,0.09825,0.2045,0.0725,0.1569999999999999,0.11925,0.1377499999999999,0.121,0.2012499999999999,0.1735,0.119,0.16925,0.206,0.0344999999999999,0.23775,0.15825,0.17025,0.119,0.0797499999999999,0.24625,0.2827499999999999,0.12425,0.1415,0.1962499999999999,0.0647499999999999,0.2264999999999999,0.15,0.0842499999999999,0.1997499999999999,0.33375,0.23975,0.608,0.18525,0.17925,0.0747499999999999,0.09525,0.18425,0.068,0.11425,0.23475,0.09925,0.1285,0.31725,0.0895,0.075,0.2007499999999999,0.0389999999999999,0.0657499999999999,0.0939999999999999,0.0647499999999999,0.0419999999999999,0.53575,0.0595,0.05475,0.1059999999999999,0.0727499999999999,0.04975,0.25825,0.0544999999999999,0.0419999999999999,0.912,0.0672499999999999,0.0885,0.0414999999999999,0.084,0.04125,0.0717499999999999,0.03175,0.11275,0.03125,0.0257499999999999,0.0344999999999999,0.0374999999999999,0.10225,0.1064999999999999,0.0817499999999999,0.03,0.028
Before Night Falls (2000),0.92675,0.80725,0.77075,0.8879999999999999,0.67725,0.6065,0.65275,0.91075,0.889,0.7715000000000001,0.67725,0.65275,0.58875,0.31475,0.6305,0.66625,0.86225,0.375,0.8007500000000001,0.1649999999999999,0.6315,0.41225,0.33125,0.3742499999999999,0.23025,0.23925,0.4399999999999999,0.9115,0.5125,0.475,0.3419999999999999,0.26375,0.32075,0.3395,0.3465,0.89825,0.312,0.0464999999999999,0.236,0.2504999999999999,0.5835,0.5645,0.21975,0.1114999999999999,0.1387499999999999,0.16625,0.187,0.1775,0.17675,0.14225,0.2314999999999999,0.15125,0.091,0.1195,0.3485,0.1029999999999999,0.18475,0.204,0.128,0.25875,0.176,0.18,0.1332499999999999,0.10975,0.1044999999999999,0.17125,0.1169999999999999,0.1149999999999999,0.3435,0.081,0.10275,0.09125,0.1815,0.17925,0.08,0.09825,0.14175,0.1599999999999999,0.12125,0.16825,0.144,0.09575,0.11925,0.1054999999999999,0.2845,0.6685,0.289,0.1415,0.1169999999999999,0.31525,0.4185,0.2907499999999999,0.16825,0.0514999999999999,0.1315,0.20525,0.10975,0.09875,0.1302499999999999,0.147,0.0757499999999999,0.0314999999999999,0.09775,0.135,0.089,0.0647499999999999,0.11325,0.0559999999999999,0.0727499999999999,0.0925,0.1347499999999999,0.0787499999999999,0.0559999999999999,0.14175,0.2455,0.0822499999999999,0.172,0.0605,0.0747499999999999,0.0695,0.118,0.03825,0.0494999999999999,0.0984999999999999,0.0389999999999999,0.3854999999999999,0.0735,0.0444999999999999,0.0364999999999999,0.0379999999999999,0.23525,0.0514999999999999,0.1059999999999999,0.09225,0.09225,0.0529999999999999,0.05925,0.0324999999999999,0.0479999999999999,0.03675,0.0782499999999999,0.0232499999999999,0.0277499999999999,0.0635,0.09925,0.025,0.03975,0.0364999999999999,0.019
