movieId,islam,sacrifice,original,wartime,good,greed,drama,vengeance,period piece,weird,mentor,culture clash,catastrophe,betrayal,runaway,prejudice,melancholic,chase,fight scenes,weapons,predictable,dialogue,adaptation,surveillance,first contact,fantasy world,independent film,not funny,life philosophy,survival,unlikely friendships,fun movie,light,british,pornography,transformation,very funny,life & death,stereotypes,death,family,drinking,nudity (full frontal - brief),teen movie,irish accent,indians,camp,childhood,women,underrated,absurd,quirky,desert,alternate history,computer animation,dysfunctional family,classic car,doctors,russian,creativity,1930s,queer,pulp,interracial romance,writers,california,hospital,alter ego,island,sexy,multiple storylines,finnish,too long,brothers,rebellion,censorship,farce,internet,radio,race,new jersey,good music,prison,hotel,film noir,blindness,bollywood,road movie,memory,simple,small town,ensemble cast,texas,nudity (rear),mad scientist,notable nudity,australia,nudity (topless - brief),tokyo,awesome soundtrack,atheism,wilderness,immortality,80s,divorce,god,kidnapping,stand-up comedy,oil,adoption,made for tv,too short,foul language,graphic novel,hip hop,remake,stoner movie,hunting,dreams,san francisco,directorial debut,addiction,time,workplace,new york city,best of 2005,kick-butt women,trilogy,lawyer,no plot,fashion,snakes,french,potential oscar nom,cancer,robert downey jr,unlikeable characters,buddy movie,ghosts/afterlife,reality tv,documentary,father daughter relationship,single father,wine,homeless,shopping,prostitution,los angeles,goth
Alvarez Kelly (1966),0.78525,0.78525,0.68475,0.78525,0.82375,0.82375,0.82375,0.6655,0.7829999999999999,0.82375,0.3804999999999999,0.82375,0.50875,0.499,0.82375,0.566,0.655,0.6235,0.6235,0.5565,0.43975,0.52625,0.22875,0.64625,0.43975,0.4525,0.1024999999999999,0.31525,0.372,0.264,0.1972499999999999,0.27225,0.41025,0.18625,0.4185,0.28075,0.1945,0.3055,0.0812499999999999,0.5125,0.23775,0.39675,0.23425,0.1935,0.51875,0.67425,0.1902499999999999,0.32975,0.43125,0.22275,0.1089999999999999,0.16975,0.5755,0.1154999999999999,0.18225,0.18625,0.1365,0.15175,0.15875,0.125,0.18225,0.35375,0.25675,0.4097499999999999,0.1684999999999999,0.2714999999999999,0.1029999999999999,0.2877499999999999,0.361,0.26725,0.14975,0.023,0.31125,0.2995,0.172,0.2259999999999999,0.1205,0.089,0.11375,0.2937499999999999,0.1049999999999999,0.1892499999999999,0.1397499999999999,0.4455,0.12425,0.128,0.62775,0.3632499999999999,0.081,0.08775,0.10375,0.1215,0.7677499999999999,0.4955,0.1555,0.34125,0.25725,0.1332499999999999,0.10925,0.2289999999999999,0.0949999999999999,0.383,0.071,0.2975,0.0272499999999999,0.0817499999999999,0.363,0.212,0.3662499999999999,0.08825,0.0672499999999999,0.0232499999999999,0.0984999999999999,0.0065,0.091,0.1352499999999999,0.15525,0.067,0.04175,0.066,0.04175,0.0672499999999999,0.26625,0.0504999999999999,0.0444999999999999,0.1352499999999999,0.125,0.09275,0.31475,0.0805,0.0429999999999999,0.274,0.118,0.05925,0.03325,0.10575,0.1574999999999999,0.0579999999999999,0.0845,0.04375,0.0152499999999999,0.0212499999999999,0.03175,0.0579999999999999,0.0292499999999999,0.14775,0.0812499999999999,0.085,0.0252499999999999
How I Won the War (1967),0.8402499999999999,0.8402499999999999,0.7662500000000001,0.8402499999999999,0.43425,0.38375,0.42725,0.34375,0.122,0.62375,0.42,0.42725,0.4255,0.26025,0.39675,0.2694999999999999,0.3625,0.212,0.215,0.16175,0.30125,0.3745,0.2875,0.11825,0.23675,0.3115,0.4835,0.28225,0.1957499999999999,0.0752499999999999,0.1735,0.18725,0.3635,0.54325,0.34375,0.22275,0.4872499999999999,0.2314999999999999,0.62075,0.5245,0.2945,0.2035,0.2827499999999999,0.15975,0.1397499999999999,0.358,0.22475,0.1569999999999999,0.16825,0.3535,0.61325,0.4835,0.3305,0.1119999999999999,0.20575,0.23575,0.2405,0.15025,0.1699999999999999,0.193,0.205,0.2815,0.1755,0.255,0.2664999999999999,0.123,0.09875,0.1074999999999999,0.0772499999999999,0.1589999999999999,0.291,0.18,0.1129999999999999,0.0777499999999999,0.03925,0.14225,0.14975,0.0842499999999999,0.1579999999999999,0.0657499999999999,0.1079999999999999,0.1175,0.0677499999999999,0.1887499999999999,0.1044999999999999,0.11125,0.21325,0.1079999999999999,0.1004999999999999,0.074,0.0979999999999999,0.1064999999999999,0.0439999999999999,0.05425,0.0762499999999999,0.076,0.16075,0.2027499999999999,0.08,0.092,0.11275,0.0777499999999999,0.084,0.066,0.121,0.03875,0.03725,0.1164999999999999,0.0579999999999999,0.0529999999999999,0.03475,0.0292499999999999,0.10025,0.03125,0.05075,0.03,0.1124999999999999,0.0687499999999999,0.08775,0.03725,0.1882499999999999,0.10375,0.087,0.088,0.0717499999999999,0.11725,0.08875,0.04075,0.0339999999999999,0.11175,0.0247499999999999,0.0319999999999999,0.0559999999999999,0.04825,0.04075,0.0489999999999999,0.10625,0.0275,0.0514999999999999,0.06025,0.05975,0.06175,0.0354999999999999,0.0324999999999999,0.05575,0.0534999999999999,0.05125,0.0207499999999999,0.04775
Tora! Tora! Tora! (1970),0.97075,0.94775,0.97075,0.935,0.8799999999999999,0.8799999999999999,0.8799999999999999,0.7,0.97075,0.754,0.491,0.754,0.62425,0.3944999999999999,0.754,0.675,0.4187499999999999,0.57925,0.723,0.57925,0.4625,0.591,0.48175,0.41,0.723,0.54425,0.754,0.3642499999999999,0.28075,0.45225,0.22975,0.2907499999999999,0.2794999999999999,0.28525,0.32525,0.3685,0.296,0.15225,0.3027499999999999,0.2007499999999999,0.27175,0.28325,0.3149999999999999,0.15675,0.2857499999999999,0.3017499999999999,0.2224999999999999,0.2022499999999999,0.1317499999999999,0.27425,0.129,0.182,0.1525,0.3672499999999999,0.58075,0.307,0.21025,0.1372499999999999,0.26475,0.1877499999999999,0.2475,0.133,0.129,0.24325,0.0875,0.3195,0.11375,0.143,0.3339999999999999,0.1395,0.2334999999999999,0.178,0.24075,0.1317499999999999,0.1865,0.145,0.14525,0.156,0.1985,0.177,0.09375,0.17475,0.10325,0.1325,0.091,0.09375,0.083,0.059,0.08975,0.15875,0.1252499999999999,0.47775,0.0795,0.11825,0.25075,0.11175,0.12425,0.1317499999999999,0.756,0.17475,0.0795,0.0852499999999999,0.04225,0.1699999999999999,0.0695,0.0635,0.0765,0.0755,0.2005,0.05175,0.11975,0.0725,0.17075,0.09375,0.03475,0.04075,0.0954999999999999,0.04675,0.068,0.2065,0.0905,0.0469999999999999,0.083,0.0732499999999999,0.0705,0.0677499999999999,0.0822499999999999,0.06,0.0414999999999999,0.0564999999999999,0.05625,0.1094999999999999,0.04575,0.0797499999999999,0.0444999999999999,0.0514999999999999,0.04775,0.078,0.0454999999999999,0.04875,0.1049999999999999,0.0534999999999999,0.02975,0.03875,0.0212499999999999,0.0305,0.0379999999999999,0.0647499999999999,0.0389999999999999
Come See the Paradise (1990),0.778,0.698,0.778,0.72275,0.86775,0.657,0.657,0.62925,0.778,0.62575,0.46575,0.649,0.5665,0.46775,0.62925,0.68475,0.56375,0.26175,0.36,0.204,0.374,0.4815,0.3572499999999999,0.195,0.2905,0.4315,0.406,0.3665,0.42725,0.1262499999999999,0.615,0.349,0.21375,0.25625,0.358,0.2,0.1745,0.27525,0.53075,0.39725,0.92725,0.25275,0.30925,0.2524999999999999,0.25625,0.5025,0.8592500000000001,0.4922499999999999,0.7602500000000001,0.1835,0.2324999999999999,0.22025,0.0685,0.3097499999999999,0.20575,0.44725,0.1619999999999999,0.10475,0.25925,0.1902499999999999,0.14,0.4285,0.1525,0.4625,0.1922499999999999,0.6175,0.35975,0.15325,0.1694999999999999,0.10475,0.22225,0.2594999999999999,0.152,0.1855,0.16175,0.065,0.21125,0.09075,0.1922499999999999,0.395,0.0999999999999999,0.1335,0.1855,0.14375,0.093,0.18525,0.066,0.0989999999999999,0.15875,0.1195,0.0792499999999999,0.16475,0.10725,0.09675,0.18175,0.05675,0.0974999999999999,0.4535,0.365,0.1074999999999999,0.2445,0.0652499999999999,0.063,0.3199999999999999,0.20925,0.0449999999999999,0.05925,0.1009999999999999,0.03425,0.4965,0.064,0.10375,0.04525,0.026,0.09375,0.0147499999999999,0.0875,0.0192499999999999,0.1654999999999999,0.2995,0.215,0.0847499999999999,0.0722499999999999,0.0805,0.1775,0.1305,0.1059999999999999,0.03525,0.2259999999999999,0.0969999999999999,0.21175,0.0519999999999999,0.0615,0.1387499999999999,0.1352499999999999,0.0404999999999999,0.03275,0.0272499999999999,0.03425,0.03575,0.0685,0.3017499999999999,0.16125,0.0785,0.026,0.05475,0.04625,0.10425,0.0285
Ride with the Devil (1999),0.90175,0.90175,0.7975000000000001,0.90175,0.54325,0.54325,0.5965,0.7887500000000001,0.8765000000000001,0.5825,0.40625,0.4745,0.42125,0.58775,0.4745,0.5515,0.8420000000000001,0.4669999999999999,0.53925,0.4669999999999999,0.3349999999999999,0.67925,0.32425,0.3239999999999999,0.2027499999999999,0.39925,0.3245,0.31875,0.28825,0.14225,0.4765,0.2314999999999999,0.2405,0.1785,0.626,0.292,0.2405,0.17175,0.2997499999999999,0.2425,0.27975,0.1765,0.22025,0.1365,0.1579999999999999,0.18275,0.198,0.188,0.1965,0.23475,0.15675,0.291,0.1425,0.15075,0.1307499999999999,0.27525,0.24225,0.0817499999999999,0.3149999999999999,0.11925,0.0825,0.24725,0.14425,0.1185,0.1277499999999999,0.21275,0.0727499999999999,0.14375,0.0787499999999999,0.15075,0.1785,0.344,0.28,0.28625,0.27675,0.0647499999999999,0.0682499999999999,0.0837499999999999,0.0464999999999999,0.10275,0.1335,0.11575,0.11175,0.085,0.088,0.0737499999999999,0.0697499999999999,0.16125,0.1435,0.0935,0.16025,0.1465,0.23525,0.0675,0.0832499999999999,0.1535,0.14425,0.09175,0.0852499999999999,0.12075,0.05775,0.1059999999999999,0.06075,0.11525,0.05525,0.0509999999999999,0.0539999999999999,0.072,0.0805,0.09425,0.09325,0.0524999999999999,0.0544999999999999,0.0727499999999999,0.1352499999999999,0.03,0.09075,0.0974999999999999,0.10775,0.0782499999999999,0.08875,0.0627499999999999,0.03675,0.0752499999999999,0.04325,0.0277499999999999,0.0842499999999999,0.0822499999999999,0.0424999999999999,0.0697499999999999,0.026,0.05775,0.028,0.061,0.0305,0.0802499999999999,0.11775,0.0344999999999999,0.03125,0.0339999999999999,0.028,0.03375,0.0207499999999999,0.03825,0.0767499999999999,0.0324999999999999,0.03125,0.0559999999999999,0.0605
Santa Fe Trail (1940),0.90575,0.89775,0.90575,0.4525,0.3399999999999999,0.7185,0.3065,0.4405,0.90575,0.287,0.308,0.4175,0.498,0.49075,0.65775,0.359,0.507,0.27575,0.27425,0.27425,0.1995,0.27175,0.1659999999999999,0.11725,0.17225,0.2219999999999999,0.1877499999999999,0.3115,0.24625,0.09875,0.1689999999999999,0.25525,0.18375,0.33025,0.20375,0.247,0.1689999999999999,0.2339999999999999,0.142,0.1619999999999999,0.10075,0.2817499999999999,0.1049999999999999,0.0772499999999999,0.33225,0.413,0.11075,0.147,0.13,0.08725,0.18625,0.1805,0.33175,0.0687499999999999,0.11575,0.1639999999999999,0.09225,0.10375,0.059,0.12125,0.0745,0.155,0.193,0.0384999999999999,0.20975,0.0969999999999999,0.03225,0.09075,0.0895,0.08675,0.09425,0.5235,0.156,0.55125,0.19,0.1835,0.10625,0.04725,0.0272499999999999,0.0349999999999999,0.1024999999999999,0.066,0.072,0.064,0.1164999999999999,0.09125,0.0524999999999999,0.14825,0.0374999999999999,0.0584999999999999,0.16675,0.0319999999999999,0.35175,0.0314999999999999,0.1342499999999999,0.0762499999999999,0.144,0.022,0.0847499999999999,0.068,0.0479999999999999,0.061,0.0509999999999999,0.0762499999999999,0.03925,0.10325,0.09175,0.0419999999999999,0.09975,0.0655,0.26275,0.03575,0.022,0.0102499999999999,0.0384999999999999,0.0175,0.0685,0.064,0.05525,0.03425,0.0812499999999999,0.03625,0.0262499999999999,0.03425,0.029,0.0247499999999999,0.04625,0.04075,0.088,0.0454999999999999,0.093,0.0715,0.0469999999999999,0.0155,0.0142499999999999,0.0399999999999999,0.0287499999999999,0.04575,0.03625,0.0324999999999999,0.0195,0.0202499999999999,0.0152499999999999,0.0227499999999999,0.05725,0.0102499999999999,0.03825,0.0195,0.0247499999999999
Blood on the Sun (1945),0.94225,0.94225,0.65675,0.9525,0.55125,0.77475,0.61175,0.8107500000000001,0.577,0.43025,0.51975,0.61175,0.66775,0.7737499999999999,0.469,0.46775,0.62875,0.5,0.395,0.672,0.27975,0.393,0.31275,0.67475,0.52125,0.37625,0.5005,0.34325,0.311,0.2985,0.19,0.22825,0.4645,0.6695,0.35475,0.184,0.15525,0.252,0.58375,0.1169999999999999,0.0625,0.22825,0.5135,0.0905,0.1569999999999999,0.0384999999999999,0.44625,0.0832499999999999,0.11775,0.0574999999999999,0.4912499999999999,0.189,0.283,0.0732499999999999,0.1272499999999999,0.41525,0.4752499999999999,0.42,0.2835,0.24775,0.6825,0.1962499999999999,0.174,0.2035,0.15725,0.1297499999999999,0.08725,0.134,0.0715,0.33025,0.1265,0.152,0.0825,0.3602499999999999,0.30525,0.2254999999999999,0.3512499999999999,0.0964999999999999,0.11675,0.0202499999999999,0.0287499999999999,0.0642499999999999,0.1425,0.41825,0.35475,0.1285,0.7465,0.08775,0.1109999999999999,0.0359999999999999,0.415,0.0815,0.089,0.1079999999999999,0.04675,0.1009999999999999,0.1594999999999999,0.17925,0.9445,0.0687499999999999,0.09925,0.0285,0.04775,0.0414999999999999,0.069,0.0374999999999999,0.1937499999999999,0.1277499999999999,0.2355,0.04775,0.0257499999999999,0.0135,0.05775,0.29525,0.04225,0.0414999999999999,0.0652499999999999,0.04825,0.10725,0.1875,0.0605,0.04975,0.0305,0.137,0.0625,0.46475,0.2239999999999999,0.0252499999999999,0.015,0.04225,0.0329999999999999,0.0137499999999999,0.1322499999999999,0.18675,0.04275,0.072,0.0717499999999999,0.0287499999999999,0.02,0.0255,0.33525,0.03325,0.0287499999999999,0.0187499999999999,0.028,0.0145,0.0717499999999999,0.0324999999999999,0.03175
Anna and the King (1999),0.9245,0.7705,0.9245,0.143,0.8567499999999999,0.8220000000000001,0.8220000000000001,0.5795,0.9435,0.8607499999999999,0.931,0.7797499999999999,0.636,0.533,0.5795,0.6375,0.8267500000000001,0.291,0.4034999999999999,0.291,0.4034999999999999,0.4117499999999999,0.54025,0.291,0.3742499999999999,0.43825,0.43775,0.386,0.3259999999999999,0.16375,0.485,0.32375,0.30025,0.577,0.17975,0.3485,0.24875,0.129,0.2985,0.14825,0.4014999999999999,0.2674999999999999,0.1515,0.44625,0.218,0.5115,0.0737499999999999,0.4014999999999999,0.2194999999999999,0.2574999999999999,0.08825,0.14775,0.0657499999999999,0.349,0.175,0.15325,0.1277499999999999,0.209,0.074,0.33825,0.203,0.1402499999999999,0.10975,0.18325,0.121,0.0944999999999999,0.1044999999999999,0.1245,0.1882499999999999,0.1584999999999999,0.089,0.059,0.2504999999999999,0.139,0.1897499999999999,0.16625,0.05175,0.2085,0.08875,0.1955,0.10075,0.1935,0.077,0.0712499999999999,0.0742499999999999,0.10525,0.2455,0.0772499999999999,0.0999999999999999,0.14,0.0969999999999999,0.0255,0.0692499999999999,0.073,0.071,0.08775,0.1402499999999999,0.0564999999999999,0.0677499999999999,0.1074999999999999,0.2264999999999999,0.0762499999999999,0.18625,0.0554999999999999,0.0702499999999999,0.09325,0.0439999999999999,0.0792499999999999,0.03425,0.263,0.09525,0.0959999999999999,0.09425,0.0364999999999999,0.09275,0.253,0.06175,0.0282499999999999,0.0742499999999999,0.066,0.04675,0.0479999999999999,0.121,0.0359999999999999,0.04025,0.03075,0.068,0.0295,0.0469999999999999,0.08625,0.1034999999999999,0.0232499999999999,0.064,0.08775,0.0534999999999999,0.06025,0.03175,0.0469999999999999,0.03925,0.0295,0.0235,0.0605,0.152,0.0775,0.03025,0.03825,0.0295,0.03575,0.03975
Ulysses (Ulisse) (1954),0.4965,0.72675,0.7945,0.23225,0.53875,0.69525,0.69525,0.69525,0.54425,0.61925,0.6705,0.7945,0.548,0.7365,0.52,0.72675,0.61925,0.3695,0.59675,0.21775,0.404,0.39425,0.50725,0.1435,0.59675,0.869,0.2855,0.3379999999999999,0.26675,0.4549999999999999,0.2194999999999999,0.2314999999999999,0.4742499999999999,0.4095,0.216,0.413,0.20425,0.6205,0.0735,0.0647499999999999,0.2204999999999999,0.64175,0.153,0.148,0.565,0.3672499999999999,0.2,0.41925,0.1935,0.08675,0.1902499999999999,0.15125,0.138,0.121,0.137,0.14125,0.16175,0.1292499999999999,0.0905,0.14525,0.1855,0.2664999999999999,0.14375,0.0925,0.20325,0.1397499999999999,0.0384999999999999,0.09925,0.8627499999999999,0.15575,0.17825,0.05175,0.42225,0.1704999999999999,0.09,0.04975,0.1272499999999999,0.0647499999999999,0.014,0.0677499999999999,0.0682499999999999,0.08875,0.0787499999999999,0.026,0.09325,0.10275,0.0635,0.0695,0.433,0.1322499999999999,0.089,0.0424999999999999,0.021,0.1392499999999999,0.3944999999999999,0.0414999999999999,0.03025,0.1887499999999999,0.29225,0.16825,0.1795,0.153,0.7065,0.0687499999999999,0.11875,0.14675,0.02975,0.44325,0.028,0.1689999999999999,0.06025,0.1009999999999999,0.0324999999999999,0.2997499999999999,0.022,0.03825,0.0722499999999999,0.0875,0.10175,0.0185,0.0324999999999999,0.09125,0.0615,0.04525,0.0832499999999999,0.028,0.0772499999999999,0.0384999999999999,0.03275,0.03175,0.031,0.09725,0.0172499999999999,0.013,0.0795,0.0524999999999999,0.0155,0.0132499999999999,0.0742499999999999,0.0384999999999999,0.0167499999999999,0.288,0.03325,0.21325,0.03375,0.0172499999999999,0.0339999999999999,0.0275,0.0117499999999999
Far and Away (1992),0.5625,0.5625,0.7927500000000001,0.1054999999999999,0.95825,0.6305,0.6445,0.577,0.766,0.6305,0.5285,0.7927500000000001,0.67225,0.32075,0.524,0.429,0.6305,0.8467499999999999,0.60125,0.39475,0.624,0.40625,0.20325,0.345,0.624,0.4875,0.18525,0.33075,0.29225,0.7285,0.26275,0.59375,0.3175,0.1305,0.17875,0.31825,0.26275,0.2145,0.37775,0.45175,0.45975,0.2199999999999999,0.2837499999999999,0.7985,0.9945,0.7225,0.08725,0.3295,0.2644999999999999,0.4145,0.07,0.139,0.2309999999999999,0.3239999999999999,0.1614999999999999,0.1315,0.2055,0.31775,0.09375,0.1405,0.174,0.1382499999999999,0.411,0.2975,0.15975,0.2229999999999999,0.1905,0.0935,0.3532499999999999,0.2284999999999999,0.1415,0.03275,0.35375,0.253,0.0539999999999999,0.0625,0.084,0.1619999999999999,0.071,0.479,0.10525,0.2857499999999999,0.1109999999999999,0.14775,0.079,0.1639999999999999,0.086,0.1634999999999999,0.087,0.2075,0.09575,0.026,0.08,0.16325,0.12025,0.217,0.2714999999999999,0.11125,0.0504999999999999,0.14875,0.1425,0.2815,0.1277499999999999,0.22725,0.1375,0.089,0.0667499999999999,0.09075,0.0905,0.0747499999999999,0.05875,0.11175,0.10075,0.0205,0.05225,0.1019999999999999,0.064,0.0905,0.24525,0.11125,0.04575,0.0705,0.17725,0.05775,0.1907499999999999,0.026,0.079,0.0795,0.0835,0.063,0.149,0.0735,0.0339999999999999,0.029,0.1392499999999999,0.03625,0.03025,0.04775,0.1144999999999999,0.0359999999999999,0.0217499999999999,0.084,0.2284999999999999,0.025,0.1555,0.1305,0.0474999999999999,0.075,0.03225
"Devil's Brigade, The (1968)",0.7762500000000001,0.7762500000000001,0.65775,0.9705,0.8480000000000001,0.8480000000000001,0.8480000000000001,0.6095,0.42925,0.8480000000000001,0.56375,0.8480000000000001,0.5775,0.533,0.8480000000000001,0.59525,0.3934999999999999,0.7755000000000001,0.7755000000000001,0.7755000000000001,0.38475,0.3047499999999999,0.5305,0.3562499999999999,0.37275,0.2817499999999999,0.3365,0.34675,0.26075,0.3685,0.3635,0.4185,0.31425,0.18275,0.4825,0.4347499999999999,0.33375,0.25525,0.67525,0.428,0.2115,0.1915,0.1912499999999999,0.153,0.18025,0.121,0.689,0.31325,0.3595,0.1535,0.123,0.2694999999999999,0.2155,0.122,0.154,0.18375,0.265,0.1149999999999999,0.32825,0.0944999999999999,0.08775,0.125,0.1252499999999999,0.152,0.10975,0.32575,0.2155,0.1485,0.28925,0.1614999999999999,0.1654999999999999,0.2865,0.1367499999999999,0.1594999999999999,0.08625,0.1335,0.0885,0.069,0.18025,0.154,0.151,0.1084999999999999,0.1937499999999999,0.205,0.10825,0.12025,0.1175,0.088,0.0574999999999999,0.0807499999999999,0.1885,0.21775,0.1169999999999999,0.14175,0.1885,0.1169999999999999,0.0842499999999999,0.209,0.24775,0.08725,0.05425,0.0999999999999999,0.067,0.0895,0.1195,0.0454999999999999,0.11875,0.1387499999999999,0.4875,0.0747499999999999,0.0792499999999999,0.0777499999999999,0.0692499999999999,0.03725,0.0687499999999999,0.07,0.09975,0.1169999999999999,0.05475,0.2574999999999999,0.0635,0.1317499999999999,0.08925,0.09325,0.09675,0.0167499999999999,0.067,0.0559999999999999,0.083,0.0364999999999999,0.04175,0.3245,0.0439999999999999,0.0519999999999999,0.0314999999999999,0.03075,0.0399999999999999,0.0439999999999999,0.0707499999999999,0.0329999999999999,0.067,0.03175,0.0359999999999999,0.0379999999999999,0.0262499999999999,0.023,0.0255,0.0524999999999999,0.069
"Bridge at Remagen, The (1969)",0.77075,0.77075,0.644,0.968,0.6895,0.6895,0.6895,0.55,0.5435,0.6895,0.47375,0.6895,0.504,0.55,0.6895,0.425,0.5405,0.56725,0.56725,0.56475,0.30025,0.4127499999999999,0.4415,0.3804999999999999,0.32575,0.3085,0.504,0.363,0.306,0.43625,0.1947499999999999,0.32425,0.2654999999999999,0.3824999999999999,0.2604999999999999,0.244,0.263,0.262,0.294,0.1725,0.197,0.263,0.487,0.1335,0.2684999999999999,0.077,0.33825,0.1267499999999999,0.123,0.18325,0.1332499999999999,0.2005,0.2085,0.16925,0.1395,0.18175,0.15725,0.1347499999999999,0.309,0.14825,0.1039999999999999,0.1579999999999999,0.128,0.17775,0.11725,0.182,0.24075,0.1415,0.154,0.21875,0.1014999999999999,0.0252499999999999,0.0969999999999999,0.125,0.08925,0.05825,0.13,0.1629999999999999,0.15325,0.0792499999999999,0.1074999999999999,0.118,0.126,0.11325,0.0939999999999999,0.072,0.061,0.1962499999999999,0.1099999999999999,0.10575,0.1337499999999999,0.1059999999999999,0.147,0.09075,0.0979999999999999,0.08975,0.068,0.17225,0.1069999999999999,0.1395,0.068,0.0885,0.0489999999999999,0.0627499999999999,0.07,0.0454999999999999,0.14575,0.0682499999999999,0.0875,0.1029999999999999,0.0554999999999999,0.0227499999999999,0.12025,0.02,0.0185,0.0235,0.05625,0.0652499999999999,0.05175,0.0797499999999999,0.0772499999999999,0.0737499999999999,0.0835,0.0655,0.04675,0.0682499999999999,0.0429999999999999,0.0454999999999999,0.03175,0.0319999999999999,0.05325,0.0635,0.05625,0.08675,0.03875,0.0295,0.05675,0.0469999999999999,0.04175,0.0677499999999999,0.0554999999999999,0.0282499999999999,0.0227499999999999,0.0185,0.02,0.0237499999999999,0.0349999999999999,0.0504999999999999,0.0359999999999999
Titanic (1953),0.78525,0.78525,0.81975,0.1235,0.81975,0.81975,0.8274999999999999,0.587,0.9185,0.587,0.50725,0.80775,0.6995,0.23575,0.65525,0.5625,0.80775,0.25625,0.70425,0.23275,0.798,0.43825,0.4529999999999999,0.27425,0.70425,0.24075,0.80775,0.38225,0.25575,0.435,0.4675,0.26375,0.275,0.3077499999999999,0.203,0.3097499999999999,0.24875,0.2654999999999999,0.1972499999999999,0.3027499999999999,0.68625,0.118,0.186,0.5715,0.136,0.3139999999999999,0.072,0.4115,0.1975,0.2199999999999999,0.0795,0.14875,0.0424999999999999,0.31975,0.1895,0.633,0.12075,0.15175,0.04375,0.2304999999999999,0.184,0.1445,0.1215,0.195,0.134,0.1405,0.16075,0.1272499999999999,0.1292499999999999,0.1367499999999999,0.23525,0.0275,0.1619999999999999,0.0817499999999999,0.0504999999999999,0.0645,0.0687499999999999,0.1372499999999999,0.05925,0.1154999999999999,0.09225,0.1064999999999999,0.0762499999999999,0.1475,0.146,0.09275,0.0785,0.05675,0.10325,0.133,0.1039999999999999,0.1755,0.0855,0.10575,0.10575,0.0847499999999999,0.03475,0.0564999999999999,0.10625,0.0812499999999999,0.1034999999999999,0.0722499999999999,0.15075,0.08625,0.25175,0.0797499999999999,0.0939999999999999,0.0939999999999999,0.0389999999999999,0.17325,0.2145,0.075,0.083,0.0252499999999999,0.0635,0.0935,0.0702499999999999,0.0227499999999999,0.0939999999999999,0.0554999999999999,0.05325,0.04575,0.0797499999999999,0.05225,0.09975,0.0237499999999999,0.0595,0.028,0.05275,0.062,0.086,0.04525,0.0324999999999999,0.0677499999999999,0.08725,0.0404999999999999,0.0354999999999999,0.0404999999999999,0.0459999999999999,0.0275,0.04175,0.1345,0.20925,0.04625,0.0195,0.05425,0.0364999999999999,0.0569999999999999,0.029
Captain Horatio Hornblower R.N. (1951),0.9125,0.9125,0.6925,0.9125,0.72075,0.577,0.484,0.577,0.95475,0.67,0.3695,0.6925,0.4307499999999999,0.4905,0.67,0.5325,0.51625,0.54275,0.52775,0.60975,0.22525,0.39125,0.8427500000000001,0.45425,0.282,0.527,0.18,0.3339999999999999,0.40175,0.1295,0.23725,0.6255,0.67,0.95475,0.18475,0.3934999999999999,0.211,0.4715,0.1659999999999999,0.39025,0.24825,0.4024999999999999,0.11125,0.129,0.12325,0.05475,0.1584999999999999,0.44575,0.184,0.2754999999999999,0.291,0.1955,0.22575,0.0959999999999999,0.1545,0.1375,0.25225,0.23975,0.17225,0.22025,0.1265,0.1902499999999999,0.23975,0.15175,0.16975,0.05525,0.1624999999999999,0.17725,0.25025,0.1569999999999999,0.1119999999999999,0.1129999999999999,0.14725,0.1555,0.1295,0.2835,0.2,0.08875,0.1154999999999999,0.08825,0.0697499999999999,0.1402499999999999,0.17925,0.217,0.21525,0.16725,0.1074999999999999,0.1029999999999999,0.22925,0.1915,0.09325,0.0384999999999999,0.04625,0.0707499999999999,0.14425,0.0895,0.09825,0.0404999999999999,0.1124999999999999,0.1252499999999999,0.0479999999999999,0.2007499999999999,0.141,0.05975,0.2875,0.03,0.14825,0.0687499999999999,0.10475,0.13,0.1257499999999999,0.1074999999999999,0.0409999999999999,0.0187499999999999,0.0245,0.0569999999999999,0.0605,0.0802499999999999,0.08675,0.0777499999999999,0.1074999999999999,0.0627499999999999,0.138,0.05475,0.03925,0.266,0.05425,0.26225,0.0212499999999999,0.073,0.47575,0.124,0.35575,0.0865,0.03025,0.05125,0.09575,0.0439999999999999,0.1019999999999999,0.0287499999999999,0.0292499999999999,0.084,0.0544999999999999,0.1267499999999999,0.0354999999999999,0.0579999999999999,0.059,0.0142499999999999,0.0329999999999999
