movieId,culture clash,runaway,independent film,drama,betrayal,weird,good,greed,melancholic,islam,original,wartime,mentor,drinking,period piece,dialogue,prejudice,sacrifice,vengeance,light,adaptation,catastrophe,unlikely friendships,life & death,british,survival,death,surveillance,weapons,fun movie,chase,childhood,pornography,life philosophy,fight scenes,very funny,transformation,not funny,nudity (full frontal - brief),predictable,film noir,family,fantasy world,1930s,good music,first contact,censorship,too long,stereotypes,rebellion,absurd,quirky,underrated,camp,dysfunctional family,irish accent,women,doctors,awesome soundtrack,hospital,classic car,brothers,indians,queer,alternate history,sexy,teen movie,creativity,multiple storylines,small town,bollywood,nudity (topless - brief),russian,ensemble cast,prison,alter ego,california,desert,hotel,computer animation,writers,race,simple,tokyo,memory,blindness,atheism,farce,interracial romance,radio,road movie,wilderness,foul language,island,directorial debut,god,new jersey,80s,dreams,lawyer,divorce,best of 2005,addiction,mad scientist,finnish,oil,potential oscar nom,pulp,french,hunting,texas,nudity (rear),made for tv,workplace,stoner movie,australia,adoption,new york city,documentary,internet,time,immortality,notable nudity,graphic novel,cancer,san francisco,stand-up comedy,kidnapping,father daughter relationship,trilogy,robert downey jr,snakes,wine,buddy movie,prostitution,ghosts/afterlife,too short,hip hop,no plot,fashion,homeless,goth,kick-butt women,unlikeable characters,los angeles,single father,reality tv,remake,shopping
"Last Emperor, The (1987)",0.9325,0.9325,0.9475,0.9325,0.9475,0.9325,0.9325,0.873,0.913,0.91575,0.79725,0.45025,0.95925,0.756,0.9475,0.78725,0.594,0.4579999999999999,0.4325,0.43875,0.38875,0.55675,0.47675,0.7542500000000001,0.3135,0.48975,0.40825,0.16575,0.238,0.20925,0.3814999999999999,0.8142499999999999,0.32525,0.51275,0.2955,0.40925,0.5135,0.33825,0.32175,0.31675,0.1465,0.1659999999999999,0.378,0.471,0.4755,0.31675,0.46825,0.8165,0.1019999999999999,0.67675,0.1992499999999999,0.1935,0.383,0.2704999999999999,0.17525,0.1609999999999999,0.1915,0.277,0.2584999999999999,0.28625,0.1927499999999999,0.33625,0.41225,0.15625,0.1144999999999999,0.134,0.1765,0.265,0.14425,0.2239999999999999,0.2664999999999999,0.1629999999999999,0.1342499999999999,0.04225,0.56475,0.17775,0.21075,0.1795,0.131,0.17475,0.1297499999999999,0.243,0.271,0.363,0.3425,0.1332499999999999,0.16975,0.1054999999999999,0.10925,0.1375,0.31025,0.1947499999999999,0.0687499999999999,0.145,0.1357499999999999,0.208,0.22175,0.2847499999999999,0.40825,0.0745,0.087,0.0815,0.33425,0.09325,0.0855,0.09175,0.0767499999999999,0.0925,0.0469999999999999,0.1079999999999999,0.12275,0.09925,0.0757499999999999,0.0855,0.33525,0.1555,0.1679999999999999,0.121,0.073,0.0944999999999999,0.1287499999999999,0.1725,0.0782499999999999,0.03325,0.1365,0.078,0.1119999999999999,0.0247499999999999,0.08975,0.09425,0.0832499999999999,0.1099999999999999,0.05075,0.0775,0.09925,0.245,0.04175,0.05125,0.0564999999999999,0.12225,0.188,0.02975,0.0915,0.0364999999999999,0.0835,0.0252499999999999,0.0272499999999999,0.0222499999999999,0.04275
Saving Private Ryan (1998),0.993,0.993,0.98975,0.993,0.947,0.993,0.993,0.97375,0.90725,0.9135,0.8069999999999999,0.98975,0.946,0.78775,0.8625,0.943,0.946,0.946,0.947,0.70325,0.64325,0.7005,0.7735000000000001,0.551,0.421,0.71875,0.46375,0.5595,0.897,0.68925,0.897,0.4277499999999999,0.32775,0.3209999999999999,0.897,0.59225,0.3275,0.3914999999999999,0.499,0.64175,0.25525,0.4565,0.244,0.2987499999999999,0.4585,0.64,0.18525,0.67475,0.524,0.1664999999999999,0.249,0.1709999999999999,0.2837499999999999,0.2095,0.3379999999999999,0.257,0.1569999999999999,0.16175,0.3884999999999999,0.1945,0.34025,0.53425,0.281,0.1694999999999999,0.406,0.2827499999999999,0.3085,0.20875,0.3409999999999999,0.1332499999999999,0.148,0.152,0.21875,0.397,0.17125,0.3665,0.1765,0.2967499999999999,0.1589999999999999,0.2774999999999999,0.0782499999999999,0.18025,0.3205,0.2135,0.178,0.1644999999999999,0.0765,0.2095,0.151,0.1965,0.119,0.1149999999999999,0.3994999999999999,0.1875,0.131,0.0687499999999999,0.1014999999999999,0.1375,0.089,0.04925,0.12175,0.18325,0.10725,0.38675,0.131,0.0964999999999999,0.10925,0.1144999999999999,0.14275,0.1292499999999999,0.0999999999999999,0.0865,0.0747499999999999,0.0519999999999999,0.1312499999999999,0.0925,0.0715,0.0832499999999999,0.04525,0.0974999999999999,0.09875,0.0414999999999999,0.069,0.4655,0.1312499999999999,0.0702499999999999,0.07,0.09675,0.05675,0.20775,0.0404999999999999,0.123,0.05025,0.281,0.04525,0.0554999999999999,0.0865,0.0329999999999999,0.0895,0.0379999999999999,0.0379999999999999,0.0509999999999999,0.0424999999999999,0.05175,0.0702499999999999,0.0424999999999999,0.06125,0.03125,0.03725
Doctor Zhivago (1965),0.96075,0.92625,0.9585,0.935,0.9105,0.94725,0.9765,0.935,0.94725,0.9585,0.71375,0.7789999999999999,0.67275,0.7865,0.9105,0.887,0.67275,0.67275,0.374,0.75275,0.8362499999999999,0.52225,0.4595,0.55025,0.33175,0.2027499999999999,0.21325,0.18325,0.1937499999999999,0.28225,0.27925,0.45075,0.177,0.3605,0.2012499999999999,0.28025,0.4365,0.3642499999999999,0.21725,0.1937499999999999,0.2405,0.2355,0.2319999999999999,0.3225,0.71875,0.24075,0.3445,0.9315,0.12425,0.4399999999999999,0.149,0.14,0.271,0.1124999999999999,0.202,0.23825,0.15675,0.3175,0.28125,0.30225,0.192,0.23175,0.3205,0.287,0.213,0.11075,0.1342499999999999,0.21475,0.17725,0.1277499999999999,0.17325,0.1352499999999999,0.84175,0.069,0.10675,0.1134999999999999,0.1327499999999999,0.48775,0.20775,0.1185,0.1302499999999999,0.10375,0.255,0.1215,0.139,0.10825,0.079,0.08975,0.17025,0.09475,0.2314999999999999,0.1252499999999999,0.04725,0.11675,0.0755,0.03075,0.06025,0.0989999999999999,0.1385,0.0642499999999999,0.2319999999999999,0.0765,0.04675,0.0875,0.11225,0.08975,0.0665,0.1069999999999999,0.0989999999999999,0.10075,0.08625,0.06025,0.0755,0.0439999999999999,0.1029999999999999,0.0695,0.1305,0.05425,0.03225,0.073,0.16175,0.2455,0.08775,0.0245,0.0642499999999999,0.074,0.0625,0.0409999999999999,0.0434999999999999,0.1205,0.0449999999999999,0.085,0.1039999999999999,0.04525,0.0399999999999999,0.074,0.0449999999999999,0.0265,0.06175,0.1302499999999999,0.0247499999999999,0.03375,0.0524999999999999,0.0245,0.05275,0.0265,0.018,0.0245,0.06175
Lifeboat (1944),0.89625,0.8125,0.806,0.8487499999999999,0.89625,0.89625,0.8125,0.8487499999999999,0.7549999999999999,0.806,0.8594999999999999,0.9875,0.44175,0.749,0.28625,0.81575,0.64125,0.3339999999999999,0.38975,0.57725,0.497,0.652,0.405,0.5315,0.551,0.86225,0.39625,0.6505,0.37825,0.42125,0.62925,0.304,0.32225,0.2905,0.215,0.25725,0.3299999999999999,0.365,0.31775,0.652,0.46975,0.3622499999999999,0.25475,0.33425,0.21025,0.652,0.3605,0.18225,0.67975,0.1019999999999999,0.2885,0.3405,0.4842499999999999,0.27425,0.27725,0.2574999999999999,0.1942499999999999,0.1987499999999999,0.21025,0.1535,0.302,0.1355,0.2055,0.4409999999999999,0.25675,0.348,0.11625,0.2,0.2534999999999999,0.25625,0.0847499999999999,0.144,0.088,0.72675,0.121,0.1262499999999999,0.3169999999999999,0.287,0.424,0.2465,0.304,0.21675,0.3305,0.0999999999999999,0.18225,0.2455,0.155,0.17525,0.209,0.3465,0.23325,0.2194999999999999,0.1465,0.42925,0.17825,0.0469999999999999,0.16775,0.0725,0.0915,0.11675,0.21825,0.08725,0.0825,0.1985,0.04325,0.401,0.1664999999999999,0.16375,0.0755,0.17025,0.1099999999999999,0.07,0.06,0.38875,0.10375,0.1317499999999999,0.0835,0.124,0.0514999999999999,0.11375,0.1245,0.04775,0.05575,0.0434999999999999,0.05075,0.118,0.074,0.14225,0.0715,0.1104999999999999,0.0339999999999999,0.1009999999999999,0.2224999999999999,0.05575,0.06025,0.0762499999999999,0.082,0.03825,0.091,0.0687499999999999,0.04075,0.0339999999999999,0.08,0.14825,0.0735,0.031,0.20425,0.03825,0.0329999999999999
"Few Good Men, A (1992)",0.965,0.965,0.87175,0.97575,0.939,0.944,0.965,0.9355,0.701,0.6105,0.7542500000000001,0.3642499999999999,0.8720000000000001,0.87175,0.35775,0.8234999999999999,0.66875,0.66875,0.802,0.883,0.49775,0.67575,0.3595,0.33475,0.22075,0.25875,0.46125,0.94275,0.52475,0.6755,0.60375,0.2564999999999999,0.2784999999999999,0.2985,0.58525,0.3884999999999999,0.32825,0.384,0.3462499999999999,0.4679999999999999,0.09875,0.34575,0.2027499999999999,0.11925,0.23675,0.363,0.20725,0.20425,0.3645,0.122,0.32975,0.15325,0.4165,0.1302499999999999,0.3087499999999999,0.24975,0.1049999999999999,0.25475,0.134,0.2189999999999999,0.21675,0.1629999999999999,0.12375,0.1267499999999999,0.4137499999999999,0.2495,0.57275,0.17475,0.3814999999999999,0.17425,0.14125,0.2239999999999999,0.215,0.6785,0.2015,0.24975,0.1745,0.0792499999999999,0.1604999999999999,0.1912499999999999,0.204,0.254,0.2214999999999999,0.0549999999999999,0.1154999999999999,0.1977499999999999,0.12425,0.0949999999999999,0.10525,0.191,0.071,0.05925,0.40125,0.1579999999999999,0.137,0.11275,0.2495,0.1855,0.0782499999999999,0.991,0.1039999999999999,0.0627499999999999,0.1377499999999999,0.11875,0.0192499999999999,0.17075,0.0605,0.12175,0.0394999999999999,0.0509999999999999,0.0925,0.0964999999999999,0.192,0.1034999999999999,0.0762499999999999,0.0615,0.0802499999999999,0.09775,0.0265,0.39275,0.0825,0.0272499999999999,0.14425,0.0549999999999999,0.1525,0.207,0.0842499999999999,0.0782499999999999,0.0915,0.0564999999999999,0.15525,0.0767499999999999,0.06125,0.15825,0.04225,0.1019999999999999,0.08625,0.05175,0.1255,0.0359999999999999,0.03575,0.03425,0.04125,0.093,0.0494999999999999,0.12425,0.0895,0.069,0.0409999999999999
Life Is Beautiful (La Vita è bella) (1997),0.95675,0.98225,0.98575,0.98225,0.98225,0.95675,0.90925,0.95675,0.98575,0.59,0.90325,0.94325,0.924,0.98575,0.46525,0.85975,0.80375,0.80375,0.59275,0.75325,0.598,0.6695,0.98225,0.90925,0.3117499999999999,0.865,0.5425,0.27625,0.20525,0.3349999999999999,0.2544999999999999,0.66025,0.24575,0.67225,0.54825,0.875,0.4405,0.29125,0.49775,0.21725,0.2007499999999999,0.4892499999999999,0.583,0.37725,0.3465,0.1795,0.10525,0.18075,0.3135,0.1332499999999999,0.3542499999999999,0.3045,0.35175,0.8779999999999999,0.631,0.23575,0.1387499999999999,0.3289999999999999,0.33075,0.3335,0.26825,0.2794999999999999,0.196,0.2007499999999999,0.54975,0.17025,0.3165,0.38875,0.2957499999999999,0.16825,0.416,0.1997499999999999,0.133,0.06225,0.34975,0.188,0.06175,0.10475,0.16375,0.155,0.14875,0.16975,0.433,0.1932499999999999,0.2794999999999999,0.24675,0.2219999999999999,0.4595,0.0984999999999999,0.1054999999999999,0.14975,0.1322499999999999,0.21125,0.1305,0.15275,0.1362499999999999,0.11675,0.0742499999999999,0.3675,0.04175,0.14175,0.10825,0.0959999999999999,0.11325,0.0785,0.03,0.15025,0.082,0.1124999999999999,0.061,0.05175,0.04975,0.0747499999999999,0.0667499999999999,0.12325,0.091,0.17925,0.05325,0.059,0.0802499999999999,0.1945,0.175,0.0544999999999999,0.0969999999999999,0.26825,0.0625,0.14725,0.0584999999999999,0.124,0.09575,0.0379999999999999,0.0627499999999999,0.04825,0.09425,0.05425,0.15525,0.0715,0.029,0.0394999999999999,0.03975,0.09375,0.0554999999999999,0.0399999999999999,0.027,0.03625,0.1679999999999999,0.04475,0.0267499999999999,0.0409999999999999
"Red Violin, The (Violon rouge, Le) (1998)",0.93,0.90675,0.90675,0.80725,0.78125,0.93,0.8362499999999999,0.77875,0.93,0.90675,0.92175,0.1569999999999999,0.73975,0.70975,0.78125,0.7742500000000001,0.3715,0.4865,0.48375,0.4565,0.394,0.60025,0.624,0.4585,0.4845,0.269,0.3037499999999999,0.2975,0.23825,0.4469999999999999,0.3415,0.4379999999999999,0.2309999999999999,0.3695,0.4952499999999999,0.37775,0.3655,0.37,0.36075,0.4357499999999999,0.1134999999999999,0.3145,0.4895,0.18575,0.9855,0.4357499999999999,0.144,0.3305,0.16275,0.4065,0.18225,0.27075,0.423,0.0584999999999999,0.2224999999999999,0.26775,0.121,0.16375,0.55775,0.1415,0.29325,0.1947499999999999,0.3445,0.154,0.24775,0.25475,0.1629999999999999,0.66125,0.9685,0.191,0.39875,0.1995,0.1272499999999999,0.38725,0.1265,0.181,0.1335,0.09,0.3864999999999999,0.1735,0.25225,0.2299999999999999,0.3139999999999999,0.2935,0.31225,0.18325,0.2319999999999999,0.09325,0.0645,0.1629999999999999,0.1124999999999999,0.1064999999999999,0.1387499999999999,0.10625,0.1295,0.11825,0.141,0.0815,0.28125,0.06025,0.05725,0.14,0.0832499999999999,0.09975,0.2007499999999999,0.0369999999999999,0.1302499999999999,0.1644999999999999,0.1252499999999999,0.0215,0.08625,0.34975,0.0999999999999999,0.0745,0.22825,0.11825,0.08725,0.0605,0.0514999999999999,0.12375,0.264,0.27525,0.1397499999999999,0.06075,0.0989999999999999,0.0642499999999999,0.0782499999999999,0.0959999999999999,0.1049999999999999,0.1335,0.05075,0.03525,0.1119999999999999,0.06125,0.0404999999999999,0.151,0.0717499999999999,0.3005,0.1505,0.0662499999999999,0.0529999999999999,0.0449999999999999,0.086,0.05225,0.05875,0.0484999999999999,0.027,0.03375,0.1144999999999999
Spartacus (1960),0.97575,0.93325,0.96375,0.99475,0.96375,0.97575,0.99475,0.97575,0.92425,0.9175,0.8160000000000001,0.4595,0.79725,0.85225,0.96375,0.918,0.79725,0.79725,0.66025,0.8302499999999999,0.658,0.54325,0.44275,0.62575,0.3974999999999999,0.2815,0.6535,0.353,0.4685,0.5935,0.46625,0.2714999999999999,0.43,0.2837499999999999,0.5935,0.33475,0.4375,0.3844999999999999,0.566,0.3924999999999999,0.42425,0.33925,0.56525,0.22825,0.3305,0.384,0.36575,0.8525,0.21175,0.98225,0.29325,0.25375,0.3715,0.38175,0.26225,0.1942499999999999,0.1977499999999999,0.18275,0.2905,0.12225,0.2714999999999999,0.25375,0.35775,0.24975,0.2704999999999999,0.3075,0.1882499999999999,0.26675,0.17975,0.15525,0.31225,0.16425,0.11725,0.1485,0.129,0.37725,0.26575,0.4034999999999999,0.22525,0.27625,0.18375,0.24525,0.23225,0.145,0.11925,0.15475,0.141,0.1465,0.14875,0.061,0.18125,0.18125,0.15075,0.24775,0.189,0.25475,0.085,0.2065,0.16375,0.09275,0.09025,0.14225,0.059,0.273,0.03525,0.072,0.0742499999999999,0.208,0.0409999999999999,0.118,0.18225,0.18375,0.22425,0.05325,0.1064999999999999,0.0559999999999999,0.0419999999999999,0.1129999999999999,0.0504999999999999,0.0787499999999999,0.2324999999999999,0.287,0.04675,0.21475,0.06125,0.0974999999999999,0.0835,0.0672499999999999,0.063,0.1154999999999999,0.1345,0.28825,0.0885,0.09575,0.0817499999999999,0.0695,0.04425,0.029,0.0579999999999999,0.0489999999999999,0.04125,0.0374999999999999,0.064,0.0544999999999999,0.065,0.03125,0.083,0.0459999999999999,0.03025
"Soldier's Story, A (1984)",0.8302499999999999,0.8302499999999999,0.654,0.8302499999999999,0.96675,0.8067500000000001,0.8067500000000001,0.823,0.629,0.7902499999999999,0.75275,0.6225,0.7569999999999999,0.68675,0.59225,0.4732499999999999,0.9635,0.4545,0.72225,0.4509999999999999,0.50575,0.55325,0.529,0.36375,0.28,0.2927499999999999,0.53875,0.654,0.22375,0.4167499999999999,0.548,0.3635,0.298,0.2544999999999999,0.2907499999999999,0.4105,0.33575,0.3732499999999999,0.4115,0.245,0.5795,0.303,0.251,0.1885,0.23575,0.23775,0.298,0.1495,0.65,0.1905,0.188,0.2264999999999999,0.44475,0.35375,0.24575,0.2674999999999999,0.2985,0.20575,0.2229999999999999,0.22875,0.22825,0.1699999999999999,0.1897499999999999,0.1895,0.31225,0.3635,0.24525,0.15075,0.18725,0.22275,0.3255,0.15975,0.12375,0.64875,0.15575,0.2395,0.20475,0.14625,0.2085,0.25925,0.119,0.5135,0.15825,0.0725,0.129,0.14625,0.15125,0.15525,0.2604999999999999,0.1535,0.2855,0.09925,0.2847499999999999,0.1114999999999999,0.17775,0.15125,0.205,0.38575,0.092,0.673,0.0885,0.05875,0.1599999999999999,0.0842499999999999,0.0454999999999999,0.0777499999999999,0.0667499999999999,0.17275,0.0615,0.11175,0.14975,0.2604999999999999,0.12,0.1877499999999999,0.1362499999999999,0.06075,0.1282499999999999,0.15875,0.0579999999999999,0.093,0.0915,0.0409999999999999,0.061,0.03575,0.0725,0.11575,0.21825,0.09525,0.1355,0.0544999999999999,0.11775,0.0544999999999999,0.0539999999999999,0.18675,0.088,0.1287499999999999,0.04925,0.05075,0.0615,0.089,0.079,0.0354999999999999,0.0747499999999999,0.064,0.08775,0.0752499999999999,0.03725,0.0494999999999999,0.03075
"Insider, The (1999)",0.9775,0.9775,0.73375,0.9775,0.9775,0.964,0.964,0.9405,0.7969999999999999,0.73375,0.8180000000000001,0.17425,0.97125,0.6775,0.29025,0.7969999999999999,0.73375,0.69075,0.3695,0.51575,0.399,0.5685,0.3047499999999999,0.30325,0.3255,0.2935,0.32075,0.8514999999999999,0.3095,0.51025,0.51025,0.1634999999999999,0.2309999999999999,0.251,0.29,0.3175,0.31025,0.354,0.2415,0.3095,0.1835,0.37625,0.257,0.139,0.3722499999999999,0.25525,0.1535,0.4842499999999999,0.1415,0.0745,0.23225,0.21775,0.39775,0.0559999999999999,0.3495,0.2917499999999999,0.1302499999999999,0.31325,0.2017499999999999,0.3005,0.18275,0.2304999999999999,0.206,0.23225,0.22425,0.18,0.11575,0.33625,0.2189999999999999,0.201,0.30525,0.24175,0.12125,0.406,0.1485,0.24575,0.284,0.0727499999999999,0.2175,0.15675,0.1925,0.1947499999999999,0.185,0.1074999999999999,0.15625,0.12075,0.15075,0.1019999999999999,0.0459999999999999,0.1649999999999999,0.1317499999999999,0.1475,0.4415,0.0735,0.1377499999999999,0.0959999999999999,0.24725,0.1725,0.16325,0.639,0.1154999999999999,0.1402499999999999,0.3834999999999999,0.10375,0.0429999999999999,0.2244999999999999,0.18125,0.09125,0.0449999999999999,0.10425,0.1185,0.0852499999999999,0.1962499999999999,0.40275,0.093,0.142,0.09975,0.1505,0.138,0.2264999999999999,0.05975,0.04025,0.068,0.0394999999999999,0.3085,0.0579999999999999,0.0752499999999999,0.0832499999999999,0.15725,0.04725,0.1669999999999999,0.04575,0.05325,0.0632499999999999,0.03625,0.0344999999999999,0.04325,0.11875,0.0935,0.064,0.08,0.03175,0.061,0.0454999999999999,0.0737499999999999,0.0722499999999999,0.0677499999999999,0.0175,0.019
Mister Roberts (1955),0.8772500000000001,0.8772500000000001,0.69275,0.9995,0.84325,0.8772500000000001,0.9995,0.8692500000000001,0.81,0.42325,0.7867500000000001,0.983,0.7927500000000001,0.6825,0.3155,0.64,0.67325,0.67325,0.4205,0.74375,0.718,0.5235,0.5715,0.27475,0.3565,0.36675,0.23025,0.2644999999999999,0.475,0.60925,0.57625,0.57125,0.1932499999999999,0.284,0.4815,0.7717499999999999,0.47975,0.2957499999999999,0.3077499999999999,0.34375,0.2644999999999999,0.3295,0.3705,0.487,0.266,0.34375,0.1485,0.3984999999999999,0.532,0.11875,0.33775,0.71975,0.355,0.15525,0.25625,0.294,0.25025,0.50325,0.2065,0.25275,0.24875,0.1694999999999999,0.1735,0.20975,0.24775,0.275,0.2654999999999999,0.2015,0.2405,0.23925,0.152,0.1699999999999999,0.123,0.26125,0.122,0.3139999999999999,0.36175,0.199,0.2239999999999999,0.27675,0.093,0.241,0.17175,0.15325,0.09,0.1332499999999999,0.0657499999999999,0.3405,0.24175,0.14425,0.1149999999999999,0.10725,0.14225,0.3502499999999999,0.12325,0.05275,0.143,0.1775,0.15375,0.1094999999999999,0.1325,0.1235,0.0847499999999999,0.2925,0.0775,0.15675,0.0717499999999999,0.12425,0.04925,0.09175,0.1495,0.148,0.11025,0.2279999999999999,0.0785,0.0579999999999999,0.1009999999999999,0.1385,0.03375,0.21325,0.21425,0.18475,0.0969999999999999,0.0444999999999999,0.08875,0.1352499999999999,0.0722499999999999,0.05225,0.1004999999999999,0.0632499999999999,0.078,0.1775,0.09225,0.1555,0.0795,0.1365,0.11175,0.0235,0.0549999999999999,0.06025,0.05175,0.0489999999999999,0.0645,0.05275,0.0544999999999999,0.073,0.0319999999999999,0.0464999999999999,0.04175
Little Big Man (1970),0.8440000000000001,0.9535,0.9535,0.8440000000000001,0.91875,0.8440000000000001,0.8407500000000001,0.8440000000000001,0.7575000000000001,0.9535,0.79725,0.34375,0.845,0.59975,0.91875,0.752,0.6405,0.49475,0.62525,0.62275,0.84625,0.4692499999999999,0.54275,0.5845,0.27575,0.58475,0.48675,0.31725,0.209,0.474,0.4367499999999999,0.5885,0.25625,0.5815,0.22025,0.706,0.43925,0.2985,0.3655,0.303,0.3635,0.2105,0.53325,0.2105,0.2875,0.303,0.18225,0.4515,0.5635,0.214,0.46825,0.40075,0.38725,0.28075,0.125,0.1765,0.20725,0.1895,0.27425,0.2259999999999999,0.35375,0.176,0.998,0.142,0.1935,0.2815,0.1564999999999999,0.36075,0.14725,0.29625,0.092,0.24175,0.0742499999999999,0.11675,0.1445,0.21075,0.4197499999999999,0.3065,0.2239999999999999,0.1905,0.11325,0.259,0.26125,0.1982499999999999,0.1882499999999999,0.1649999999999999,0.1397499999999999,0.3655,0.3067499999999999,0.1134999999999999,0.2304999999999999,0.4952499999999999,0.0925,0.18,0.1425,0.1397499999999999,0.1335,0.1144999999999999,0.23925,0.09075,0.1064999999999999,0.05975,0.1245,0.20925,0.09225,0.3462499999999999,0.059,0.16275,0.0544999999999999,0.1114999999999999,0.1895,0.11425,0.12375,0.1644999999999999,0.3562499999999999,0.1019999999999999,0.429,0.12025,0.04575,0.0795,0.30025,0.1845,0.06025,0.0657499999999999,0.26725,0.1382499999999999,0.10825,0.17625,0.0474999999999999,0.10525,0.05025,0.3632499999999999,0.0434999999999999,0.2224999999999999,0.17075,0.1445,0.0374999999999999,0.0459999999999999,0.0474999999999999,0.05425,0.10225,0.0509999999999999,0.0705,0.0632499999999999,0.0765,0.0215,0.0215,0.0185,0.0404999999999999
Matewan (1987),0.901,0.925,0.925,0.901,0.91425,0.77325,0.782,0.8999999999999999,0.77325,0.925,0.69175,0.5065,0.8585,0.624,0.91425,0.552,0.67725,0.64575,0.56575,0.5435,0.39225,0.51575,0.32275,0.31325,0.40375,0.3764999999999999,0.25925,0.4882499999999999,0.212,0.28,0.263,0.4087499999999999,0.2279999999999999,0.3532499999999999,0.18525,0.368,0.41225,0.354,0.365,0.2435,0.3525,0.26625,0.2475,0.69225,0.299,0.2435,0.1907499999999999,0.14625,0.4705,0.424,0.18425,0.4565,0.4117499999999999,0.16225,0.2554999999999999,0.3592499999999999,0.248,0.1897499999999999,0.21725,0.10425,0.16875,0.3,0.3375,0.2209999999999999,0.23625,0.1865,0.141,0.207,0.1624999999999999,0.5755,0.2895,0.124,0.10375,0.20525,0.0964999999999999,0.154,0.3545,0.204,0.1415,0.1925,0.202,0.3914999999999999,0.148,0.066,0.0895,0.13,0.1579999999999999,0.0935,0.20825,0.10475,0.1505,0.377,0.04825,0.10375,0.18025,0.1335,0.16975,0.1659999999999999,0.06025,0.088,0.06,0.0785,0.0797499999999999,0.1912499999999999,0.0369999999999999,0.3595,0.09,0.1014999999999999,0.05575,0.0509999999999999,0.2744999999999999,0.0979999999999999,0.09825,0.34775,0.0772499999999999,0.3874999999999999,0.17925,0.0795,0.26375,0.09325,0.0529999999999999,0.04825,0.0559999999999999,0.0802499999999999,0.04825,0.089,0.05625,0.0647499999999999,0.069,0.0459999999999999,0.03925,0.0782499999999999,0.0419999999999999,0.0389999999999999,0.0509999999999999,0.089,0.0185,0.0712499999999999,0.0379999999999999,0.10025,0.06075,0.1089999999999999,0.0569999999999999,0.04225,0.0509999999999999,0.0635,0.0419999999999999,0.012,0.0215
"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",0.91125,0.9665,0.98675,0.7929999999999999,0.98675,0.91125,0.7685,0.8779999999999999,0.904,0.9665,0.7995000000000001,0.16025,0.4455,0.91125,0.98675,0.8154999999999999,0.427,0.65175,0.633,0.487,0.4752499999999999,0.43925,0.14425,0.421,0.46225,0.37525,0.27825,0.941,0.3335,0.2905,0.3335,0.3415,0.45825,0.28325,0.7907500000000001,0.21125,0.28225,0.3097499999999999,0.1907499999999999,0.4095,0.1659999999999999,0.2145,0.42925,0.27325,0.27075,0.2594999999999999,0.1495,0.481,0.0765,0.3784999999999999,0.32075,0.3552499999999999,0.4347499999999999,0.1129999999999999,0.1887499999999999,0.2975,0.1505,0.1019999999999999,0.27075,0.08,0.1372499999999999,0.16075,0.2945,0.299,0.1357499999999999,0.3269999999999999,0.15325,0.2837499999999999,0.30325,0.0994999999999999,0.1609999999999999,0.33525,0.1455,0.03425,0.15975,0.4399999999999999,0.07,0.11975,0.173,0.16975,0.1069999999999999,0.139,0.1164999999999999,0.3974999999999999,0.35475,0.17875,0.1825,0.1302499999999999,0.1689999999999999,0.0167499999999999,0.0732499999999999,0.1367499999999999,0.05575,0.15125,0.1877499999999999,0.176,0.10775,0.0682499999999999,0.138,0.03025,0.1365,0.1755,0.089,0.11025,0.0474999999999999,0.09375,0.1109999999999999,0.144,0.15875,0.03125,0.0795,0.266,0.2005,0.05875,0.09225,0.129,0.1119999999999999,0.0519999999999999,0.0349999999999999,0.086,0.0384999999999999,0.5275,0.28725,0.0449999999999999,0.0232499999999999,0.061,0.1034999999999999,0.21625,0.1292499999999999,0.09525,0.0635,0.1689999999999999,0.1337499999999999,0.0579999999999999,0.04025,0.04725,0.0404999999999999,0.0852499999999999,0.2035,0.0267499999999999,0.025,0.1317499999999999,0.3007499999999999,0.16125,0.0549999999999999,0.0197499999999999,0.0265,0.03775,0.0155
