movieId,computer animation,family,original,childhood,weird,good,runaway,light,fun movie,greed,fantasy world,culture clash,unlikely friendships,mentor,adaptation,drama,melancholic,catastrophe,chase,vengeance,very funny,dialogue,creativity,life & death,predictable,fight scenes,life philosophy,transformation,first contact,betrayal,good music,stereotypes,simple,not funny,teen movie,sacrifice,independent film,prejudice,underrated,weapons,quirky,surveillance,drinking,alter ego,british,mad scientist,farce,pornography,classic car,dysfunctional family,period piece,death,island,nudity (full frontal - brief),too short,absurd,survival,adoption,small town,awesome soundtrack,indians,pulp,queer,writers,road movie,dreams,irish accent,memory,women,doctors,1930s,sexy,alternate history,snakes,hotel,multiple storylines,california,islam,camp,film noir,hunting,hospital,brothers,divorce,wartime,80s,interracial romance,wilderness,internet,race,bollywood,censorship,single father,too long,tokyo,kidnapping,stand-up comedy,prison,ghosts/afterlife,new jersey,made for tv,directorial debut,blindness,fashion,desert,san francisco,stoner movie,new york city,buddy movie,shopping,workplace,russian,radio,no plot,trilogy,atheism,immortality,time,foul language,hip hop,oil,addiction,goth,nudity (topless - brief),kick-butt women,notable nudity,french,ensemble cast,wine,father daughter relationship,australia,rebellion,graphic novel,best of 2005,texas,homeless,potential oscar nom,nudity (rear),cancer,lawyer,god,reality tv,unlikeable characters,documentary,finnish,robert downey jr,prostitution,los angeles,remake
"Son of the Sheik, The (1926)",0.51525,0.8645,0.79975,0.71525,0.5,0.53225,0.63,0.53675,0.38275,0.735,0.8062499999999999,0.52975,0.301,0.3695,0.53525,0.511,0.63675,0.427,0.7105,0.7055,0.4265,0.44175,0.1265,0.177,0.345,0.4367499999999999,0.44125,0.4155,0.41625,0.68375,0.149,0.27775,0.11225,0.3255,0.2115,0.24225,0.2125,0.39775,0.2289999999999999,0.23775,0.21125,0.4367499999999999,0.277,0.1694999999999999,0.14575,0.194,0.47475,0.5735,0.1044999999999999,0.26525,0.5995,0.4712499999999999,0.17575,0.3087499999999999,0.0855,0.16075,0.344,0.1917499999999999,0.0742499999999999,0.10475,0.3914999999999999,0.16775,0.389,0.1235,0.11375,0.0665,0.071,0.1069999999999999,0.67325,0.12025,0.571,0.725,0.064,0.2917499999999999,0.10275,0.1594999999999999,0.307,0.25,0.68575,0.2254999999999999,0.0369999999999999,0.1947499999999999,0.0459999999999999,0.396,0.20325,0.1892499999999999,0.405,0.08775,0.1134999999999999,0.0989999999999999,0.1265,0.263,0.39575,0.11025,0.25075,0.3682499999999999,0.197,0.0569999999999999,0.061,0.2744999999999999,0.123,0.08625,0.10475,0.2259999999999999,0.9155,0.0725,0.1709999999999999,0.09625,0.0857499999999999,0.04225,0.08875,0.05225,0.0409999999999999,0.129,0.09225,0.0514999999999999,0.35375,0.03075,0.03375,0.09175,0.04375,0.05175,0.0805,0.1154999999999999,0.0732499999999999,0.119,0.04875,0.03225,0.3315,0.3305,0.15875,0.15,0.0117499999999999,0.0954999999999999,0.0354999999999999,0.0509999999999999,0.0267499999999999,0.0785,0.026,0.03275,0.0339999999999999,0.0722499999999999,0.04775,0.0697499999999999,0.0675,0.0479999999999999,0.11025,0.15725,0.05875
Parenthood (1989),0.841,0.89625,0.747,0.841,0.6175,0.673,0.5715,0.429,0.4842499999999999,0.63025,0.27525,0.5715,0.661,0.47175,0.3475,0.8035000000000001,0.5715,0.48275,0.4044999999999999,0.46825,0.889,0.4365,0.3057499999999999,0.265,0.28225,0.2845,0.3115,0.31875,0.23875,0.2784999999999999,0.14275,0.2624999999999999,0.14075,0.25875,0.2644999999999999,0.302,0.3794999999999999,0.20525,0.3522499999999999,0.1967499999999999,0.206,0.205,0.25875,0.2035,0.141,0.087,0.38375,0.21625,0.4405,0.999,0.2189999999999999,0.1855,0.093,0.242,0.031,0.37975,0.11875,0.3994999999999999,0.173,0.1325,0.1069999999999999,0.1327499999999999,0.14375,0.155,0.14175,0.0959999999999999,0.1267499999999999,0.13,0.1865,0.1735,0.0954999999999999,0.173,0.17125,0.04425,0.1495,0.2465,0.15025,0.09525,0.1094999999999999,0.0939999999999999,0.0647499999999999,0.24625,0.3385,0.6125,0.08775,0.275,0.12275,0.0885,0.10625,0.15475,0.1335,0.0795,0.307,0.0969999999999999,0.09175,0.0787499999999999,0.0984999999999999,0.0815,0.0662499999999999,0.11875,0.05975,0.1325,0.088,0.11175,0.03925,0.0697499999999999,0.1624999999999999,0.09225,0.1285,0.072,0.154,0.0559999999999999,0.0865,0.05675,0.067,0.0595,0.067,0.11075,0.25725,0.04475,0.05125,0.2294999999999999,0.04625,0.1129999999999999,0.0549999999999999,0.1154999999999999,0.0404999999999999,0.64675,0.0657499999999999,0.17525,0.0949999999999999,0.085,0.0282499999999999,0.1034999999999999,0.061,0.065,0.0657499999999999,0.07,0.1317499999999999,0.1545,0.04075,0.073,0.064,0.03675,0.03125,0.0817499999999999,0.0409999999999999,0.0625,0.03125
Chicken Run (2000),0.9835,0.95275,0.885,0.95275,0.806,0.885,0.49875,0.8067500000000001,0.8414999999999999,0.478,0.36975,0.478,0.48275,0.50275,0.3572499999999999,0.478,0.46725,0.422,0.546,0.478,0.8067500000000001,0.7165,0.5965,0.3067499999999999,0.2977499999999999,0.23625,0.27,0.36675,0.22625,0.4305,0.14975,0.3824999999999999,0.2209999999999999,0.2815,0.1355,0.14525,0.183,0.15575,0.1922499999999999,0.2204999999999999,0.34075,0.5235,0.154,0.26575,0.78175,0.20675,0.64925,0.17675,0.1525,0.17625,0.4945,0.22125,0.35075,0.21625,0.091,0.3107499999999999,0.1074999999999999,0.15625,0.14975,0.1392499999999999,0.0989999999999999,0.1907499999999999,0.1917499999999999,0.2015,0.12125,0.125,0.132,0.088,0.09625,0.1029999999999999,0.1064999999999999,0.21225,0.1365,0.11425,0.1064999999999999,0.25675,0.1034999999999999,0.43875,0.57675,0.1785,0.05475,0.08875,0.10225,0.0797499999999999,0.2435,0.0755,0.0707499999999999,0.10325,0.09175,0.08725,0.147,0.0767499999999999,0.05125,0.10725,0.0852499999999999,0.09925,0.0692499999999999,0.8912500000000001,0.0319999999999999,0.074,0.04675,0.1292499999999999,0.0747499999999999,0.1129999999999999,0.0755,0.09375,0.0725,0.04475,0.09675,0.04275,0.0762499999999999,0.0717499999999999,0.0785,0.17725,0.05675,0.075,0.03775,0.0474999999999999,0.389,0.0394999999999999,0.05575,0.0707499999999999,0.0285,0.0424999999999999,0.0657499999999999,0.05725,0.0494999999999999,0.1815,0.083,0.0464999999999999,0.07,0.1377499999999999,0.1019999999999999,0.1297499999999999,0.04525,0.0314999999999999,0.0692499999999999,0.0469999999999999,0.03425,0.0379999999999999,0.0409999999999999,0.03675,0.0559999999999999,0.0489999999999999,0.03,0.0489999999999999,0.0409999999999999,0.022,0.0225
Fun and Fancy Free (1947),0.99625,0.99625,0.7882499999999999,0.69125,0.72025,0.7882499999999999,0.72025,0.72025,0.88975,0.4922499999999999,0.9495,0.476,0.3149999999999999,0.4585,0.409,0.27475,0.476,0.428,0.694,0.3017499999999999,0.7655000000000001,0.2987499999999999,0.291,0.1895,0.24075,0.401,0.3389999999999999,0.31125,0.26,0.3492499999999999,0.66875,0.4932499999999999,0.61075,0.32975,0.1385,0.133,0.09175,0.10675,0.38975,0.401,0.17775,0.16225,0.1302499999999999,0.1315,0.2495,0.269,0.1129999999999999,0.1634999999999999,0.3259999999999999,0.09475,0.1205,0.1322499999999999,0.2045,0.1397499999999999,0.4247499999999999,0.1169999999999999,0.10775,0.1659999999999999,0.16225,0.06025,0.193,0.2425,0.1377499999999999,0.18725,0.1629999999999999,0.205,0.1594999999999999,0.1917499999999999,0.0755,0.14525,0.23975,0.09975,0.1215,0.2774999999999999,0.1455,0.20825,0.1895,0.0692499999999999,0.17125,0.11625,0.312,0.0969999999999999,0.05375,0.0424999999999999,0.0574999999999999,0.073,0.1387499999999999,0.24425,0.0989999999999999,0.2045,0.0329999999999999,0.0885,0.0479999999999999,0.1185,0.0439999999999999,0.1689999999999999,0.0579999999999999,0.1295,0.15975,0.0969999999999999,0.09375,0.09325,0.0722499999999999,0.0989999999999999,0.0459999999999999,0.1317499999999999,0.1505,0.06,0.119,0.0737499999999999,0.024,0.0489999999999999,0.11775,0.1367499999999999,0.0464999999999999,0.0747499999999999,0.0429999999999999,0.04075,0.0295,0.0464999999999999,0.0464999999999999,0.04975,0.03875,0.0252499999999999,0.0697499999999999,0.0349999999999999,0.023,0.0519999999999999,0.1104999999999999,0.0469999999999999,0.088,0.027,0.0222499999999999,0.0225,0.0334999999999999,0.05925,0.04975,0.05475,0.0277499999999999,0.0305,0.028,0.0247499999999999,0.0969999999999999,0.0222499999999999,0.0127499999999999,0.0247499999999999,0.0282499999999999,0.0295,0.0227499999999999
Make Mine Music (1946),0.97225,0.9715,0.63875,0.66425,0.6025,0.62575,0.6025,0.6025,0.8872500000000001,0.36875,0.7615000000000001,0.2997499999999999,0.2987499999999999,0.426,0.49075,0.2867499999999999,0.2987499999999999,0.4429999999999999,0.31825,0.31925,0.38525,0.3165,0.45975,0.1684999999999999,0.27475,0.2065,0.44475,0.38425,0.24825,0.2375,0.956,0.5425,0.4585,0.345,0.2209999999999999,0.0725,0.1185,0.1094999999999999,0.4805,0.192,0.21825,0.1375,0.065,0.148,0.22225,0.25175,0.14175,0.12375,0.14225,0.1594999999999999,0.1395,0.0964999999999999,0.181,0.0857499999999999,0.796,0.1475,0.10225,0.1604999999999999,0.1262499999999999,0.1639999999999999,0.1714999999999999,0.2027499999999999,0.1255,0.147,0.0847499999999999,0.0732499999999999,0.0627499999999999,0.10075,0.0815,0.20525,0.067,0.204,0.121,0.12,0.1272499999999999,0.2105,0.1305,0.0725,0.14625,0.0949999999999999,0.4932499999999999,0.09625,0.0544999999999999,0.0727499999999999,0.2524999999999999,0.091,0.258,0.05025,0.0994999999999999,0.11075,0.0595,0.0865,0.131,0.10225,0.04025,0.0777499999999999,0.04525,0.067,0.1295,0.1317499999999999,0.1185,0.1014999999999999,0.1302499999999999,0.148,0.03425,0.074,0.09275,0.078,0.0439999999999999,0.071,0.0409999999999999,0.059,0.1357499999999999,0.10775,0.0647499999999999,0.085,0.05275,0.04875,0.03275,0.05575,0.03375,0.0399999999999999,0.03175,0.0212499999999999,0.09075,0.03475,0.0247499999999999,0.068,0.0807499999999999,0.0795,0.119,0.017,0.0147499999999999,0.03875,0.0354999999999999,0.0584999999999999,0.0275,0.03075,0.04925,0.03625,0.03875,0.0454999999999999,0.1589999999999999,0.0185,0.0235,0.0324999999999999,0.0235,0.0172499999999999,0.02975
Melody Time (1948),0.98975,0.98975,0.61525,0.67225,0.38625,0.67225,0.63975,0.49275,0.8447499999999999,0.38625,0.708,0.2857499999999999,0.21475,0.3904999999999999,0.49275,0.2857499999999999,0.276,0.4902499999999999,0.70775,0.3532499999999999,0.45875,0.30725,0.38225,0.25725,0.3139999999999999,0.246,0.553,0.26975,0.2945,0.3005,0.91425,0.376,0.423,0.3665,0.146,0.1009999999999999,0.10925,0.1425,0.5,0.23825,0.16275,0.15375,0.1614999999999999,0.1455,0.21425,0.2229999999999999,0.1034999999999999,0.1525,0.1947499999999999,0.141,0.1345,0.17725,0.3535,0.1372499999999999,0.752,0.0954999999999999,0.1555,0.1257499999999999,0.1307499999999999,0.1099999999999999,0.52275,0.1882499999999999,0.12275,0.16125,0.11425,0.0999999999999999,0.23425,0.1435,0.0539999999999999,0.18075,0.04925,0.0857499999999999,0.1302499999999999,0.18275,0.0755,0.2279999999999999,0.2199999999999999,0.07,0.16675,0.09925,0.3087499999999999,0.0847499999999999,0.05325,0.10675,0.0642499999999999,0.0835,0.1659999999999999,0.0529999999999999,0.1139999999999999,0.0807499999999999,0.05425,0.11075,0.136,0.1109999999999999,0.04525,0.09125,0.04475,0.0835,0.1485,0.0775,0.0564999999999999,0.0817499999999999,0.1019999999999999,0.2339999999999999,0.17725,0.0732499999999999,0.0765,0.0775,0.26,0.16425,0.0339999999999999,0.05125,0.2035,0.1775,0.0795,0.0717499999999999,0.04425,0.0685,0.0344999999999999,0.0579999999999999,0.0559999999999999,0.0534999999999999,0.0429999999999999,0.018,0.1644999999999999,0.0479999999999999,0.0272499999999999,0.05375,0.1302499999999999,0.0484999999999999,0.16025,0.0195,0.0247499999999999,0.04725,0.0905,0.0737499999999999,0.0584999999999999,0.0237499999999999,0.03475,0.06225,0.04075,0.03375,0.08775,0.0105,0.04425,0.03275,0.03125,0.0295,0.03725
"Adventures of Ichabod and Mr. Toad, The (1949)",0.9905,0.9905,0.95625,0.59725,0.93525,0.95625,0.93525,0.93525,0.8627499999999999,0.8454999999999999,0.5105,0.8454999999999999,0.65125,0.4882499999999999,0.65625,0.54775,0.8454999999999999,0.42025,0.764,0.54775,0.475,0.41725,0.33425,0.1629999999999999,0.1915,0.239,0.29725,0.283,0.258,0.3189999999999999,0.23225,0.40025,0.4645,0.34575,0.128,0.1347499999999999,0.1659999999999999,0.15325,0.4895,0.30025,0.1987499999999999,0.22225,0.14175,0.16325,0.3369999999999999,0.14425,0.15725,0.207,0.21725,0.125,0.282,0.2395,0.1629999999999999,0.1755,0.32375,0.12375,0.09525,0.1285,0.40725,0.1387499999999999,0.24075,0.2249999999999999,0.1362499999999999,0.20725,0.213,0.14575,0.1845,0.1952499999999999,0.1154999999999999,0.11325,0.177,0.189,0.1029999999999999,0.22175,0.1995,0.2835,0.2365,0.08675,0.12075,0.17025,0.1624999999999999,0.0767499999999999,0.0652499999999999,0.0715,0.1104999999999999,0.18075,0.09325,0.09275,0.081,0.1169999999999999,0.0534999999999999,0.0989999999999999,0.03025,0.08875,0.0735,0.14475,0.085,0.7775000000000001,0.1395,0.1815,0.076,0.1689999999999999,0.129,0.0787499999999999,0.12475,0.127,0.21775,0.1009999999999999,0.059,0.1287499999999999,0.0645,0.0672499999999999,0.1029999999999999,0.0637499999999999,0.0792499999999999,0.04775,0.0319999999999999,0.1119999999999999,0.074,0.0319999999999999,0.0959999999999999,0.15425,0.023,0.0354999999999999,0.06125,0.0499999999999999,0.064,0.09675,0.1245,0.0484999999999999,0.1089999999999999,0.0414999999999999,0.0215,0.05025,0.0722499999999999,0.04775,0.0319999999999999,0.04525,0.0237499999999999,0.1089999999999999,0.04075,0.023,0.0745,0.0489999999999999,0.0484999999999999,0.0449999999999999,0.0489999999999999,0.03525,0.0272499999999999
"Emperor's New Groove, The (2000)",0.986,0.95325,0.76275,0.79325,0.7305,0.77675,0.52325,0.7305,0.73775,0.6145,0.59275,0.432,0.8600000000000001,0.4639999999999999,0.3405,0.368,0.3389999999999999,0.4559999999999999,0.6305,0.368,0.7949999999999999,0.478,0.4127499999999999,0.16075,0.4712499999999999,0.2125,0.351,0.53875,0.2005,0.4095,0.3007499999999999,0.5075,0.2624999999999999,0.23525,0.2314999999999999,0.184,0.1345,0.2,0.481,0.1755,0.656,0.21025,0.2269999999999999,0.175,0.1679999999999999,0.21525,0.694,0.154,0.1877499999999999,0.1175,0.08825,0.1345,0.1972499999999999,0.185,0.0832499999999999,0.69525,0.3027499999999999,0.24825,0.2017499999999999,0.0964999999999999,0.1882499999999999,0.1765,0.124,0.18025,0.21775,0.067,0.25075,0.1144999999999999,0.15575,0.12075,0.05375,0.12075,0.124,0.08775,0.173,0.134,0.206,0.078,0.10625,0.11725,0.0837499999999999,0.1205,0.1345,0.0822499999999999,0.10175,0.04625,0.09525,0.2385,0.123,0.1277499999999999,0.07,0.0815,0.371,0.10975,0.05975,0.1292499999999999,0.0817499999999999,0.11225,0.1064999999999999,0.1094999999999999,0.04975,0.10175,0.09725,0.1649999999999999,0.0895,0.11375,0.0792499999999999,0.059,0.3209999999999999,0.1144999999999999,0.087,0.078,0.0855,0.12025,0.04675,0.0687499999999999,0.03675,0.05525,0.059,0.0805,0.0994999999999999,0.05025,0.04275,0.0484999999999999,0.0635,0.0429999999999999,0.0409999999999999,0.0785,0.0797499999999999,0.04025,0.0832499999999999,0.0287499999999999,0.0265,0.03425,0.06175,0.0655,0.04125,0.0464999999999999,0.03875,0.0574999999999999,0.03075,0.0334999999999999,0.0569999999999999,0.0334999999999999,0.0682499999999999,0.04075,0.0434999999999999,0.06125,0.03025
"Brave Little Toaster, The (1987)",0.95875,0.91025,0.79925,0.971,0.76525,0.5795,0.6105,0.6105,0.61475,0.49475,0.373,0.39725,0.5545,0.5225,0.4429999999999999,0.6005,0.54875,0.43425,0.4885,0.3565,0.3165,0.413,0.6375,0.44125,0.25325,0.2075,0.421,0.3087499999999999,0.3195,0.3077499999999999,0.15875,0.244,0.4575,0.2614999999999999,0.16125,0.4695,0.4004999999999999,0.2504999999999999,0.52825,0.20675,0.2115,0.186,0.28125,0.13,0.10375,0.12075,0.195,0.4004999999999999,0.279,0.138,0.08825,0.5245,0.1049999999999999,0.27325,0.06225,0.244,0.1709999999999999,0.12325,0.1345,0.10325,0.1074999999999999,0.20525,0.1614999999999999,0.135,0.46775,0.17725,0.10625,0.38525,0.1825,0.15075,0.26175,0.092,0.11775,0.1109999999999999,0.21325,0.135,0.2025,0.10175,0.3735,0.1485,0.24775,0.1679999999999999,0.082,0.09775,0.10725,0.32575,0.0852499999999999,0.1805,0.092,0.091,0.0667499999999999,0.133,0.0675,0.11925,0.08925,0.086,0.0852499999999999,0.0875,0.09475,0.0875,0.0519999999999999,0.32275,0.089,0.0494999999999999,0.09975,0.0717499999999999,0.16675,0.1347499999999999,0.15575,0.1345,0.0697499999999999,0.0449999999999999,0.65025,0.04825,0.0374999999999999,0.05225,0.03525,0.085,0.05375,0.0464999999999999,0.05225,0.0785,0.03325,0.12325,0.05525,0.1084999999999999,0.0544999999999999,0.0519999999999999,0.0409999999999999,0.0359999999999999,0.05775,0.092,0.065,0.0805,0.0574999999999999,0.11875,0.0695,0.0752499999999999,0.0469999999999999,0.03825,0.0394999999999999,0.0474999999999999,0.0554999999999999,0.05225,0.0235,0.0489999999999999,0.0745,0.092,0.0282499999999999
"Monster Squad, The (1987)",0.88575,0.88575,0.68025,0.88575,0.66975,0.57875,0.5565,0.4965,0.8185,0.35075,0.5305,0.5565,0.50825,0.568,0.21325,0.3409999999999999,0.5565,0.4375,0.552,0.3329999999999999,0.37075,0.435,0.3077499999999999,0.2554999999999999,0.419,0.548,0.3209999999999999,0.525,0.548,0.21125,0.0727499999999999,0.1945,0.211,0.2987499999999999,0.53075,0.23675,0.2634999999999999,0.09075,0.32325,0.4065,0.16425,0.13,0.2744999999999999,0.20375,0.06075,0.9875,0.131,0.17275,0.34575,0.187,0.10175,0.17725,0.2075,0.14275,0.04975,0.0832499999999999,0.173,0.0564999999999999,0.41,0.85425,0.06225,0.24175,0.138,0.192,0.1382499999999999,0.1995,0.1255,0.0722499999999999,0.12375,0.193,0.17375,0.11675,0.2095,0.184,0.121,0.15975,0.17225,0.0949999999999999,0.5585,0.09175,0.11125,0.15675,0.11725,0.11875,0.1604999999999999,0.9095,0.0404999999999999,0.12175,0.15725,0.0752499999999999,0.062,0.05025,0.04975,0.1054999999999999,0.11525,0.0635,0.1064999999999999,0.0735,0.0742499999999999,0.0969999999999999,0.09075,0.068,0.11175,0.0785,0.10625,0.04525,0.067,0.08725,0.0479999999999999,0.15275,0.0379999999999999,0.04225,0.1295,0.0785,0.03175,0.05025,0.1039999999999999,0.081,0.04775,0.04725,0.0424999999999999,0.06,0.24525,0.04675,0.0647499999999999,0.11425,0.0339999999999999,0.0667499999999999,0.03175,0.04025,0.04075,0.0354999999999999,0.059,0.0285,0.0702499999999999,0.05075,0.09625,0.082,0.0419999999999999,0.0207499999999999,0.0444999999999999,0.05325,0.03725,0.0277499999999999,0.02975,0.0645,0.03775,0.0354999999999999,0.05575
Hans Christian Andersen (1952),0.8775,0.90625,0.84175,0.90625,0.556,0.80725,0.56975,0.556,0.64975,0.516,0.95375,0.50125,0.45875,0.658,0.5515,0.45875,0.516,0.49275,0.60875,0.4275,0.45725,0.4075,0.59475,0.35075,0.31975,0.507,0.626,0.36175,0.39475,0.2835,0.945,0.255,0.36175,0.3485,0.3715,0.26475,0.33525,0.26475,0.5355,0.216,0.214,0.22225,0.22775,0.3195,0.22375,0.1285,0.1362499999999999,0.21325,0.1004999999999999,0.25275,0.3235,0.1362499999999999,0.26575,0.2199999999999999,0.30625,0.1515,0.1124999999999999,0.2035,0.4317499999999999,0.3389999999999999,0.308,0.21975,0.14775,0.491,0.3017499999999999,0.496,0.15775,0.1945,0.1589999999999999,0.1957499999999999,0.1865,0.21325,0.1337499999999999,0.2007499999999999,0.1455,0.25975,0.15025,0.0745,0.1367499999999999,0.15375,0.0812499999999999,0.1614999999999999,0.1745,0.17425,0.0797499999999999,0.074,0.154,0.06175,0.1119999999999999,0.25525,0.118,0.0797499999999999,0.215,0.26975,0.0725,0.0595,0.0802499999999999,0.09825,0.32375,0.1014999999999999,0.0852499999999999,0.0852499999999999,0.1034999999999999,0.088,0.12075,0.12325,0.1029999999999999,0.10725,0.08775,0.10275,0.0767499999999999,0.079,0.30725,0.0499999999999999,0.1262499999999999,0.16775,0.1402499999999999,0.22075,0.11025,0.0409999999999999,0.0469999999999999,0.04425,0.0287499999999999,0.0625,0.05875,0.1382499999999999,0.0705,0.084,0.0625,0.0499999999999999,0.066,0.0949999999999999,0.04275,0.0772499999999999,0.0484999999999999,0.0632499999999999,0.0404999999999999,0.10175,0.0837499999999999,0.0529999999999999,0.05875,0.023,0.03625,0.0285,0.0125,0.0539999999999999,0.0399999999999999,0.0334999999999999,0.0969999999999999
Shrek (2001),0.989,0.96225,0.90775,0.96225,0.90775,0.90775,0.81725,0.8885000000000001,0.901,0.90775,0.99375,0.90775,0.756,0.6435,0.8082499999999999,0.90775,0.549,0.739,0.54575,0.81725,0.9385,0.739,0.58525,0.4317499999999999,0.6945,0.4725,0.4375,0.544,0.4265,0.37525,0.4599999999999999,0.766,0.3944999999999999,0.2025,0.3135,0.382,0.3165,0.45375,0.3409999999999999,0.4725,0.4439999999999999,0.4215,0.28325,0.40375,0.26025,0.3904999999999999,0.8685,0.2105,0.24375,0.147,0.17625,0.17125,0.195,0.31925,0.1972499999999999,0.635,0.1282499999999999,0.135,0.16925,0.77525,0.2022499999999999,0.2289999999999999,0.2025,0.23675,0.1397499999999999,0.1315,0.23625,0.182,0.08675,0.1004999999999999,0.1124999999999999,0.2817499999999999,0.3017499999999999,0.26175,0.10525,0.34025,0.15025,0.1935,0.18725,0.1365,0.0439999999999999,0.12225,0.15875,0.0979999999999999,0.121,0.075,0.1169999999999999,0.0757499999999999,0.18425,0.14475,0.14375,0.139,0.0459999999999999,0.14325,0.0722499999999999,0.14175,0.073,0.1164999999999999,0.2254999999999999,0.10675,0.0539999999999999,0.15925,0.12425,0.1119999999999999,0.0625,0.09775,0.10475,0.0775,0.26925,0.0827499999999999,0.09575,0.0712499999999999,0.0964999999999999,0.08675,0.1305,0.1325,0.03775,0.1245,0.2375,0.0885,0.0665,0.0625,0.076,0.12,0.06175,0.0605,0.0627499999999999,0.18275,0.0519999999999999,0.0584999999999999,0.0725,0.08675,0.22025,0.092,0.05925,0.172,0.1029999999999999,0.04275,0.05825,0.073,0.0359999999999999,0.087,0.05175,0.0409999999999999,0.03925,0.0584999999999999,0.04575,0.0637499999999999,0.0359999999999999
"Land Before Time, The (1988)",0.9875,0.9875,0.69575,0.9565,0.7315,0.8107500000000001,0.7315,0.7315,0.528,0.4145,0.37675,0.4145,0.8885000000000001,0.657,0.23625,0.47,0.4145,0.657,0.3585,0.40625,0.22325,0.4145,0.285,0.29725,0.657,0.25175,0.42,0.32125,0.657,0.29325,0.2022499999999999,0.2895,0.2955,0.33275,0.21125,0.30425,0.29725,0.30425,0.3492499999999999,0.23175,0.136,0.1505,0.1594999999999999,0.1297499999999999,0.0847499999999999,0.1225,0.09525,0.18575,0.29725,0.131,0.10775,0.499,0.14525,0.15475,0.1415,0.08825,0.20675,0.212,0.1154999999999999,0.1589999999999999,0.2012499999999999,0.1392499999999999,0.1252499999999999,0.11275,0.18075,0.11625,0.1235,0.24475,0.16175,0.1044999999999999,0.0885,0.0875,0.16325,0.16925,0.11425,0.1599999999999999,0.15625,0.1114999999999999,0.144,0.091,0.14075,0.11775,0.0989999999999999,0.09175,0.0802499999999999,0.33775,0.11925,0.177,0.1257499999999999,0.08725,0.0419999999999999,0.0969999999999999,0.10475,0.18025,0.0925,0.06025,0.0925,0.083,0.0712499999999999,0.07,0.082,0.09625,0.0835,0.0825,0.0994999999999999,0.0885,0.1109999999999999,0.0595,0.09225,0.0605,0.0484999999999999,0.05225,0.0647499999999999,0.0627499999999999,0.0605,0.05125,0.0747499999999999,0.084,0.0474999999999999,0.0569999999999999,0.077,0.05925,0.0267499999999999,0.0667499999999999,0.0469999999999999,0.0677499999999999,0.0469999999999999,0.0454999999999999,0.029,0.04825,0.0539999999999999,0.0424999999999999,0.04525,0.0232499999999999,0.0595,0.0374999999999999,0.04075,0.0459999999999999,0.066,0.0379999999999999,0.0349999999999999,0.0265,0.0782499999999999,0.0257499999999999,0.025,0.03325,0.03625,0.0409999999999999,0.0175
"Monsters, Inc. (2001)",0.99375,0.9915,0.93975,0.9915,0.9225,0.93975,0.8700000000000001,0.7887500000000001,0.9165,0.9225,0.7105,0.9225,0.9275,0.72025,0.501,0.9225,0.6,0.72725,0.68975,0.8700000000000001,0.81725,0.7602500000000001,0.768,0.8062499999999999,0.48,0.493,0.59425,0.5755,0.72725,0.3452499999999999,0.3309999999999999,0.50525,0.4519999999999999,0.32075,0.36175,0.3065,0.255,0.2857499999999999,0.3345,0.41425,0.3702499999999999,0.5185,0.3405,0.47675,0.2534999999999999,0.99125,0.44125,0.16975,0.32825,0.296,0.16225,0.15375,0.378,0.2015,0.173,0.27475,0.3195,0.22275,0.24525,0.38925,0.15875,0.1475,0.127,0.1855,0.11075,0.2614999999999999,0.13,0.28325,0.11675,0.205,0.1114999999999999,0.2135,0.27425,0.4782499999999999,0.1455,0.17225,0.2614999999999999,0.1272499999999999,0.11725,0.1355,0.09125,0.121,0.0954999999999999,0.1915,0.1029999999999999,0.1382499999999999,0.09625,0.0842499999999999,0.187,0.1885,0.1347499999999999,0.0915,0.145,0.091,0.2877499999999999,0.1295,0.0627499999999999,0.08775,0.10775,0.0939999999999999,0.0509999999999999,0.17775,0.0935,0.1775,0.09975,0.09975,0.0642499999999999,0.08,0.3037499999999999,0.10125,0.4034999999999999,0.0469999999999999,0.10125,0.1785,0.12125,0.12175,0.04075,0.146,0.1357499999999999,0.04375,0.127,0.0474999999999999,0.0344999999999999,0.0544999999999999,0.0672499999999999,0.0374999999999999,0.0549999999999999,0.21725,0.0797499999999999,0.4014999999999999,0.04225,0.1129999999999999,0.08875,0.1574999999999999,0.05975,0.04925,0.0645,0.027,0.0434999999999999,0.03925,0.0549999999999999,0.0364999999999999,0.069,0.0379999999999999,0.03125,0.05275,0.061,0.0287499999999999,0.0225
