movieId,original,very funny,weird,predictable,light,good,fun movie,runaway,chase,dialogue,weapons,fight scenes,culture clash,vengeance,absurd,betrayal,catastrophe,melancholic,greed,first contact,farce,quirky,mentor,drama,mad scientist,fantasy world,creativity,independent film,pornography,drinking,adaptation,alter ego,survival,transformation,life philosophy,childhood,teen movie,camp,family,death,80s,sexy,stereotypes,underrated,surveillance,life & death,classic car,unlikely friendships,pulp,sacrifice,computer animation,awesome soundtrack,nudity (full frontal - brief),british,dysfunctional family,road movie,california,not funny,small town,nudity (topless - brief),buddy movie,writers,multiple storylines,hospital,doctors,queer,good music,period piece,desert,prejudice,islam,foul language,island,women,wilderness,snakes,simple,new jersey,irish accent,alternate history,stoner movie,hotel,directorial debut,graphic novel,immortality,censorship,brothers,notable nudity,tokyo,nudity (rear),internet,ensemble cast,dreams,kidnapping,workplace,goth,blindness,film noir,unlikeable characters,too long,kick-butt women,memory,stand-up comedy,addiction,hunting,radio,ghosts/afterlife,no plot,race,shopping,trilogy,prison,bollywood,new york city,wartime,divorce,los angeles,indians,australia,time,1930s,texas,hip hop,god,atheism,too short,best of 2005,reality tv,fashion,robert downey jr,san francisco,interracial romance,cancer,rebellion,remake,finnish,homeless,made for tv,oil,russian,adoption,potential oscar nom,father daughter relationship,wine,french,prostitution,lawyer,single father,documentary
Charlie's Angels (2000),0.78125,0.7597499999999999,0.49375,0.9525,0.90925,0.96225,0.931,0.3964999999999999,0.978,0.748,0.978,0.978,0.3145,0.4187499999999999,0.74275,0.39925,0.7722500000000001,0.364,0.24825,0.6015,0.7597499999999999,0.34275,0.5845,0.27525,0.71475,0.3552499999999999,0.30925,0.218,0.369,0.1599999999999999,0.36175,0.61925,0.0705,0.3395,0.32525,0.33275,0.96225,0.71475,0.55675,0.214,0.17825,0.92825,0.60375,0.1629999999999999,0.2704999999999999,0.28125,0.14825,0.2355,0.25625,0.1604999999999999,0.24275,0.682,0.2304999999999999,0.1225,0.16575,0.0757499999999999,0.20425,0.2634999999999999,0.0822499999999999,0.10725,0.24325,0.2319999999999999,0.15225,0.1205,0.1205,0.3602499999999999,0.31525,0.1164999999999999,0.05125,0.16325,0.10225,0.0915,0.1975,0.7782500000000001,0.0632499999999999,0.16225,0.2015,0.1335,0.1312499999999999,0.121,0.077,0.0974999999999999,0.16225,0.04375,0.11125,0.12225,0.1149999999999999,0.1302499999999999,0.17425,0.1594999999999999,0.192,0.0544999999999999,0.0895,0.3562499999999999,0.0637499999999999,0.08,0.123,0.1024999999999999,0.06175,0.12425,1.0,0.09475,0.0805,0.05975,0.025,0.0855,0.10425,0.4115,0.1119999999999999,0.1154999999999999,0.0817499999999999,0.0875,0.121,0.0702499999999999,0.0539999999999999,0.1129999999999999,0.0765,0.09175,0.0554999999999999,0.04325,0.04425,0.0499999999999999,0.1624999999999999,0.0827499999999999,0.0745,0.175,0.0359999999999999,0.18025,0.3055,0.04875,0.091,0.1694999999999999,0.0662499999999999,0.04575,0.2199999999999999,0.04625,0.0255,0.09975,0.03,0.0484999999999999,0.0715,0.0449999999999999,0.10725,0.03925,0.0384999999999999,0.063,0.0499999999999999,0.11625,0.0292499999999999
Amazon Women on the Moon (1987),0.8065,0.9035,0.921,0.91375,0.8959999999999999,0.7395,0.50975,0.50275,0.437,0.4862499999999999,0.24075,0.27175,0.54525,0.42725,0.96925,0.244,0.792,0.54525,0.50275,0.792,0.8895,0.68775,0.47775,0.50275,0.55425,0.33675,0.4115,0.352,0.742,0.25975,0.369,0.285,0.1485,0.3742499999999999,0.284,0.208,0.3035,0.55425,0.205,0.204,0.54125,0.43525,0.2604999999999999,0.3672499999999999,0.1332499999999999,0.26475,0.2045,0.18275,0.2035,0.1584999999999999,0.16725,0.1619999999999999,0.37625,0.16075,0.1902499999999999,0.1535,0.2937499999999999,0.1885,0.15225,0.54875,0.0959999999999999,0.30125,0.1735,0.44875,0.2425,0.15575,0.1619999999999999,0.1014999999999999,0.10825,0.3107499999999999,0.10975,0.0702499999999999,0.20325,0.1674999999999999,0.24375,0.12075,0.12475,0.1609999999999999,0.1139999999999999,0.15825,0.288,0.1119999999999999,0.1865,0.04625,0.0855,0.1689999999999999,0.09825,0.1952499999999999,0.1972499999999999,0.16725,0.187,0.10125,0.1815,0.0857499999999999,0.093,0.0687499999999999,0.18075,0.156,0.0667499999999999,0.17425,0.1342499999999999,0.2339999999999999,0.18725,0.1099999999999999,0.05975,0.3087499999999999,0.0815,0.0564999999999999,0.09375,0.17025,0.04225,0.0827499999999999,0.1302499999999999,0.077,0.0712499999999999,0.04825,0.1084999999999999,0.12475,0.1109999999999999,0.1292499999999999,0.3245,0.0579999999999999,0.09225,0.2065,0.1287499999999999,0.10075,0.1332499999999999,0.1305,0.11525,0.05525,0.0675,0.1099999999999999,0.1154999999999999,0.0672499999999999,0.0292499999999999,0.0374999999999999,0.11125,0.18725,0.077,0.05425,0.05825,0.0705,0.0837499999999999,0.023,0.03625,0.0974999999999999,0.03325,0.0277499999999999,0.0579999999999999
"Evil Dead, The (1981)",0.8214999999999999,0.567,0.98875,0.70875,0.70875,0.72575,0.53575,0.966,0.71725,0.833,0.64475,0.5295,0.73575,0.966,0.39,0.8474999999999999,0.4177499999999999,0.80925,0.61275,0.64475,0.38025,0.959,0.47675,0.62575,0.70875,0.27425,0.52,0.4925,0.57125,0.46225,0.55725,0.33875,0.68875,0.48,0.3495,0.24575,0.3175,0.70875,0.1795,0.3562499999999999,0.423,0.1952499999999999,0.201,0.37075,0.26575,0.282,0.5665,0.3359999999999999,0.174,0.37375,0.1765,0.3642499999999999,0.31425,0.25675,0.1947499999999999,0.3077499999999999,0.1674999999999999,0.279,0.2274999999999999,0.55225,0.19,0.1235,0.18525,0.1882499999999999,0.18425,0.1997499999999999,0.2385,0.2035,0.1589999999999999,0.236,0.0675,0.1664999999999999,0.1855,0.195,0.8552500000000001,0.3365,0.21825,0.20825,0.1912499999999999,0.11075,0.25225,0.1907499999999999,0.4942499999999999,0.4835,0.18475,0.3379999999999999,0.194,0.0735,0.1024999999999999,0.0662499999999999,0.09675,0.0747499999999999,0.0984999999999999,0.0745,0.1004999999999999,0.28625,0.15,0.1952499999999999,0.0865,0.1265,0.0697499999999999,0.06,0.09975,0.203,0.21525,0.09425,0.0852499999999999,0.1009999999999999,0.06,0.0935,0.28125,0.1079999999999999,0.0632499999999999,0.0895,0.0969999999999999,0.05725,0.062,0.0695,0.124,0.0314999999999999,0.10225,0.14925,0.0544999999999999,0.06075,0.06075,0.03675,0.12075,0.073,0.04875,0.0959999999999999,0.0564999999999999,0.065,0.0692499999999999,0.0672499999999999,0.03925,0.0662499999999999,0.05975,0.05525,0.0695,0.0605,0.0439999999999999,0.03225,0.04825,0.04275,0.0389999999999999,0.06,0.0262499999999999,0.0157499999999999,0.0494999999999999
"Cannonball Run, The (1981)",0.7537499999999999,0.91325,0.41325,0.93375,0.851,0.58625,0.9425,0.44475,0.911,0.4972499999999999,0.53375,0.54375,0.41325,0.4077499999999999,0.4565,0.3025,0.54375,0.41325,0.54625,0.4445,0.70825,0.2289999999999999,0.57325,0.251,0.359,0.3239999999999999,0.22275,0.13,0.23425,0.3195,0.3125,0.492,0.4445,0.348,0.29625,0.2634999999999999,0.24475,0.18575,0.2219999999999999,0.1382499999999999,0.52675,0.4579999999999999,0.39775,0.18075,0.3665,0.2314999999999999,0.33775,0.1975,0.3105,0.1882499999999999,0.1564999999999999,0.089,0.24125,0.10375,0.17475,0.67275,0.624,0.2485,0.1387499999999999,0.24325,0.4287499999999999,0.1295,0.28225,0.20775,0.541,0.1372499999999999,0.1154999999999999,0.08925,0.14175,0.118,0.50725,0.1119999999999999,0.20525,0.207,0.09575,0.1372499999999999,0.1955,0.6295,0.1292499999999999,0.27725,0.12175,0.2937499999999999,0.16525,0.0494999999999999,0.1069999999999999,0.0885,0.08775,0.236,0.12275,0.205,0.18275,0.616,0.08775,0.21675,0.10775,0.0504999999999999,0.1094999999999999,0.09875,0.128,0.08725,0.082,0.21575,0.11725,0.07,0.0519999999999999,0.0969999999999999,0.1297499999999999,0.12175,0.8907499999999999,0.11625,0.0489999999999999,0.16675,0.09075,0.09875,0.24075,0.0707499999999999,0.1285,0.0645,0.0677499999999999,0.21525,0.0865,0.062,0.0549999999999999,0.09925,0.09925,0.0519999999999999,0.03375,0.0672499999999999,0.0595,0.082,0.12,0.0964999999999999,0.11075,0.0469999999999999,0.52025,0.0414999999999999,0.0305,0.05775,0.16425,0.0765,0.0554999999999999,0.0444999999999999,0.04575,0.0529999999999999,0.03425,0.04525,0.0449999999999999,0.04325,0.03125
"Return of the Living Dead, The (1985)",0.736,0.8325,0.98375,0.7205,0.8325,0.80775,0.6595,0.8972500000000001,0.5675,0.80775,0.4227499999999999,0.4227499999999999,0.66375,0.8925000000000001,0.64275,0.60175,0.4575,0.66375,0.5825,0.4195,0.4842499999999999,0.85425,0.3725,0.5825,0.7205,0.23575,0.475,0.40075,0.72375,0.5695,0.312,0.175,0.69575,0.55,0.49275,0.2534999999999999,0.45525,0.7205,0.0787499999999999,0.3219999999999999,0.8162499999999999,0.4535,0.17725,0.28925,0.0999999999999999,0.44175,0.48175,0.187,0.1644999999999999,0.214,0.14475,0.93975,0.3329999999999999,0.09075,0.124,0.17025,0.15525,0.24625,0.3692499999999999,0.25575,0.10575,0.1955,0.18125,0.2654999999999999,0.14925,0.1579999999999999,0.3592499999999999,0.05525,0.09175,0.23075,0.05425,0.18575,0.1664999999999999,0.128,0.51475,0.14975,0.1124999999999999,0.15775,0.0782499999999999,0.0954999999999999,0.17675,0.15375,0.26375,0.1704999999999999,0.09225,0.4535,0.1004999999999999,0.0797499999999999,0.15325,0.1377499999999999,0.05875,0.0697499999999999,0.1365,0.0404999999999999,0.0935,0.65175,0.1129999999999999,0.09625,0.0384999999999999,0.0667499999999999,0.05925,0.04975,0.085,0.22475,0.17875,0.2534999999999999,0.0712499999999999,0.05075,0.0394999999999999,0.0665,0.1225,0.0939999999999999,0.05075,0.05875,0.0685,0.0429999999999999,0.0529999999999999,0.0544999999999999,0.0827499999999999,0.0394999999999999,0.063,0.10925,0.05425,0.03025,0.0364999999999999,0.03325,0.0865,0.0765,0.073,0.10725,0.0364999999999999,0.0632499999999999,0.0574999999999999,0.04825,0.04425,0.0394999999999999,0.14325,0.0514999999999999,0.063,0.0339999999999999,0.0272499999999999,0.04725,0.03,0.05075,0.0295,0.04875,0.015,0.0117499999999999,0.0334999999999999
Erik the Viking (1989),0.7762500000000001,0.92125,0.8587499999999999,0.8075000000000001,0.851,0.98675,0.4892499999999999,0.60125,0.4195,0.3794999999999999,0.6795,0.4207499999999999,0.8587499999999999,0.58275,0.91025,0.58275,0.45825,0.3435,0.60125,0.6795,0.72025,0.7045,0.4257499999999999,0.60125,0.23875,0.98675,0.26775,0.39525,0.28625,0.14225,0.627,0.1564999999999999,0.3045,0.49275,0.296,0.25225,0.2289999999999999,0.12475,0.15,0.2204999999999999,0.3442499999999999,0.10225,0.18525,0.542,0.237,0.257,0.2905,0.1945,0.247,0.279,0.15325,0.12,0.2284999999999999,0.28075,0.1694999999999999,0.11525,0.144,0.153,0.1555,0.3735,0.0627499999999999,0.11875,0.1942499999999999,0.0842499999999999,0.175,0.1455,0.0775,0.24725,0.1895,0.2915,0.39525,0.03575,0.3045,0.132,0.0795,0.0772499999999999,0.0812499999999999,0.1285,0.2977499999999999,0.23975,0.24825,0.08975,0.149,0.04875,0.3379999999999999,0.0807499999999999,0.176,0.1415,0.118,0.17175,0.15725,0.1034999999999999,0.1074999999999999,0.1644999999999999,0.205,0.17575,0.1415,0.09325,0.12175,0.1332499999999999,0.0727499999999999,0.0837499999999999,0.0735,0.081,0.0399999999999999,0.0645,0.25425,0.04575,0.1139999999999999,0.076,0.08825,0.0905,0.0657499999999999,0.09575,0.10125,0.03825,0.05925,0.2115,0.134,0.24325,0.12125,0.08625,0.0464999999999999,0.49775,0.49775,0.06225,0.04025,0.0772499999999999,0.17975,0.04775,0.03025,0.0389999999999999,0.0509999999999999,0.0979999999999999,0.061,0.10775,0.0845,0.0647499999999999,0.0605,0.0964999999999999,0.062,0.0359999999999999,0.0454999999999999,0.03425,0.03925,0.0469999999999999,0.0404999999999999,0.022,0.03075
Abbott and Costello Meet the Mummy (1955),0.66125,0.88625,0.4975,0.8342499999999999,0.88625,0.62675,0.81975,0.6505,0.798,0.62675,0.44725,0.35575,0.479,0.39725,0.6585,0.62375,0.4389999999999999,0.38325,0.4117499999999999,0.44725,0.694,0.1957499999999999,0.50575,0.40125,0.6465,0.3712499999999999,0.42,0.179,0.181,0.23875,0.253,0.42425,0.1335,0.29325,0.22675,0.57775,0.17025,0.2264999999999999,0.23575,0.1325,0.17175,0.2219999999999999,0.31125,0.283,0.31825,0.2239999999999999,0.1275,0.1845,0.2694999999999999,0.11075,0.1845,0.119,0.2329999999999999,0.09375,0.1267499999999999,0.23825,0.3505,0.15875,0.14325,0.1704999999999999,0.05825,0.1445,0.18,0.15225,0.2002499999999999,0.1579999999999999,0.1069999999999999,0.1104999999999999,0.5425,0.1865,0.11725,0.0232499999999999,0.23625,0.14575,0.1129999999999999,0.4945,0.1689999999999999,0.15025,0.1357499999999999,0.15675,0.14575,0.275,0.073,0.0994999999999999,0.10075,0.08975,0.068,0.1064999999999999,0.37675,0.1084999999999999,0.0647499999999999,0.06225,0.1925,0.146,0.14275,0.04025,0.0812499999999999,0.1277499999999999,0.06125,0.22075,0.134,0.1134999999999999,0.1064999999999999,0.0439999999999999,0.0534999999999999,0.28325,0.0687499999999999,0.1265,0.1215,0.12125,0.1109999999999999,0.1009999999999999,0.1405,0.0807499999999999,0.09275,0.0752499999999999,0.0732499999999999,0.1014999999999999,0.05525,0.1877499999999999,0.20525,0.1004999999999999,0.06025,0.0959999999999999,0.0959999999999999,0.0964999999999999,0.0242499999999999,0.0715,0.1425,0.0605,0.11675,0.1029999999999999,0.0314999999999999,0.068,0.08,0.05125,0.07,0.05875,0.04525,0.0772499999999999,0.0354999999999999,0.071,0.0329999999999999,0.03675,0.031,0.04425,0.0329999999999999,0.0202499999999999,0.04475
"It's a Mad, Mad, Mad, Mad World (1963)",0.7035,0.96975,0.68225,0.56325,0.72125,0.6905,0.7015,0.72125,0.949,0.6905,0.3285,0.34575,0.57475,0.38025,0.47075,0.3934999999999999,0.529,0.84825,0.93575,0.33325,0.7762500000000001,0.84375,0.45375,0.5115,0.197,0.50425,0.4167499999999999,0.37175,0.3087499999999999,0.37175,0.3532499999999999,0.277,0.16925,0.37275,0.3429999999999999,0.499,0.1905,0.1465,0.36675,0.22075,0.2224999999999999,0.14925,0.15825,0.3349999999999999,0.4075,0.27575,0.36375,0.188,0.15625,0.3027499999999999,0.278,0.1345,0.264,0.2485,0.187,0.74275,0.76675,0.1925,0.11575,0.071,0.57075,0.16175,0.209,0.3065,0.238,0.1292499999999999,0.11125,0.285,0.8220000000000001,0.2415,0.21425,0.3512499999999999,0.23475,0.187,0.10775,0.148,0.239,0.0795,0.10575,0.22875,0.182,0.2209999999999999,0.11125,0.03925,0.2534999999999999,0.1614999999999999,0.208,0.118,0.2015,0.0857499999999999,0.11475,0.4575,0.1049999999999999,0.1835,0.1252499999999999,0.024,0.122,0.1059999999999999,0.20325,0.8895,0.05225,0.1262499999999999,0.1875,0.0665,0.0807499999999999,0.1855,0.05525,0.09475,0.701,0.11725,0.091,0.54,0.10875,0.0915,0.0944999999999999,0.1302499999999999,0.0815,0.1935,0.0817499999999999,0.3329999999999999,0.20775,0.0732499999999999,0.0459999999999999,0.1385,0.1255,0.0765,0.12025,0.11125,0.05825,0.0812499999999999,0.16225,0.11825,0.0657499999999999,0.0842499999999999,0.1004999999999999,0.03175,0.05425,0.0665,0.1089999999999999,0.0852499999999999,0.085,0.0627499999999999,0.0514999999999999,0.0845,0.074,0.0574999999999999,0.0785,0.0232499999999999,0.0464999999999999
Used Cars (1980),0.74375,0.93575,0.8795,0.50675,0.81125,0.81125,0.65675,0.57925,0.8262499999999999,0.81125,0.4495,0.304,0.6455,0.3722499999999999,0.63275,0.38425,0.42125,0.348,0.505,0.23475,0.8514999999999999,0.38175,0.43825,0.38175,0.3462499999999999,0.31425,0.3722499999999999,0.2027499999999999,0.3732499999999999,0.49975,0.3442499999999999,0.25975,0.2694999999999999,0.2279999999999999,0.31625,0.3462499999999999,0.147,0.37775,0.23525,0.2564999999999999,0.7475,0.174,0.23025,0.27075,0.1485,0.24975,0.58725,0.2234999999999999,0.25725,0.1287499999999999,0.1535,0.1935,0.304,0.247,0.1425,0.6625,0.52275,0.2355,0.1947499999999999,0.2875,0.25375,0.14925,0.1594999999999999,0.1465,0.194,0.14,0.1154999999999999,0.14625,0.49275,0.10575,0.7795000000000001,0.51875,0.3,0.10125,0.305,0.1505,0.3095,0.2395,0.11075,0.1357499999999999,0.32725,0.2375,0.27025,0.03225,0.0559999999999999,0.08975,0.30925,0.30825,0.09625,0.1882499999999999,0.11975,0.0747499999999999,0.078,0.15725,0.11375,0.0277499999999999,0.1485,0.1337499999999999,0.04875,0.1185,0.0787499999999999,0.09125,0.1114999999999999,0.1099999999999999,0.17375,0.2794999999999999,0.0657499999999999,0.0359999999999999,0.04875,0.141,0.10575,0.0979999999999999,0.1144999999999999,0.086,0.0715,0.0672499999999999,0.12175,0.1059999999999999,0.18275,0.24425,0.081,0.08975,0.04225,0.0459999999999999,0.0409999999999999,0.027,0.04425,0.0439999999999999,0.1375,0.0735,0.1505,0.0504999999999999,0.0434999999999999,0.073,0.023,0.03075,0.09025,0.0875,0.10425,0.0832499999999999,0.0484999999999999,0.08875,0.05825,0.0509999999999999,0.04275,0.05575,0.1425,0.0192499999999999,0.02
Road to Morocco (1942),0.63275,0.7742500000000001,0.5245,0.9045,0.7742500000000001,0.5605,0.923,0.7145,0.8765000000000001,0.4865,0.3492499999999999,0.64925,0.573,0.2877499999999999,0.4885,0.295,0.4645,0.573,0.45875,0.23575,0.9245,0.1992499999999999,0.374,0.5245,0.131,0.2194999999999999,0.28825,0.33625,0.1277499999999999,0.26525,0.2865,0.1064999999999999,0.1287499999999999,0.3585,0.3139999999999999,0.6855,0.17625,0.1395,0.6855,0.17975,0.146,0.1922499999999999,0.51525,0.1755,0.3219999999999999,0.15125,0.2935,0.21225,0.1917499999999999,0.33625,0.6855,0.1785,0.20825,0.17175,0.20725,0.99725,0.4347499999999999,0.2065,0.11625,0.0569999999999999,0.1109999999999999,0.26475,0.13,0.20475,0.3585,0.1205,0.4685,0.16275,0.8294999999999999,0.33625,0.61575,0.12325,0.1402499999999999,0.15225,0.0905,0.246,0.1709999999999999,0.0949999999999999,0.10575,0.1277499999999999,0.05125,0.26075,0.078,0.03575,0.04775,0.14825,0.16975,0.024,0.16975,0.0837499999999999,0.09675,0.04025,0.1272499999999999,0.2224999999999999,0.17825,0.023,0.0815,0.1965,0.0344999999999999,0.122,0.0534999999999999,0.24175,0.23225,0.05475,0.0645,0.47875,0.09325,0.1337499999999999,0.23025,0.251,0.126,0.0989999999999999,0.11125,0.0657499999999999,0.75325,0.2915,0.05125,0.17375,0.1044999999999999,0.245,0.54875,0.0529999999999999,0.0642499999999999,0.0329999999999999,0.03975,0.142,0.03175,0.05975,0.144,0.03225,0.1275,0.235,0.05225,0.073,0.03425,0.0732499999999999,0.0554999999999999,0.11525,0.237,0.1009999999999999,0.0539999999999999,0.0132499999999999,0.076,0.3255,0.05675,0.04525,0.03875,0.0717499999999999,0.0242499999999999
Simon (1980),0.7849999999999999,0.7942499999999999,0.8605,0.7615000000000001,0.737,0.74025,0.72225,0.98225,0.77525,0.71325,0.2249999999999999,0.3502499999999999,0.80125,0.374,0.831,0.46625,0.7615000000000001,0.71325,0.80125,0.7615000000000001,0.7125,0.54825,0.55975,0.80125,0.46025,0.58675,0.432,0.288,0.49475,0.396,0.27425,0.1987499999999999,0.4945,0.505,0.75075,0.22075,0.12475,0.1275,0.33575,0.23625,0.2175,0.15825,0.15125,0.6145,0.51475,0.312,0.263,0.197,0.21675,0.34175,0.189,0.10275,0.364,0.0655,0.2194999999999999,0.1074999999999999,0.40275,0.2045,0.1589999999999999,0.1215,0.04975,0.54825,0.21725,0.177,0.32525,0.15675,0.0605,0.1325,0.1555,0.2155,0.4855,0.065,0.0732499999999999,0.53925,0.18725,0.04625,0.14775,0.0979999999999999,0.2254999999999999,0.3462499999999999,0.12125,0.15475,0.2012499999999999,0.0235,0.1977499999999999,0.26275,0.0559999999999999,0.1425,0.0755,0.3117499999999999,0.1975,0.16625,0.1704999999999999,0.072,0.4227499999999999,0.05825,0.075,0.11625,0.10025,0.24625,0.06,0.305,0.258,0.088,0.0232499999999999,0.0979999999999999,0.0647499999999999,0.25,0.2977499999999999,0.0752499999999999,0.0742499999999999,0.2274999999999999,0.1215,0.086,0.09625,0.1084999999999999,0.17575,0.0579999999999999,0.0374999999999999,0.1495,0.14625,0.0925,0.0762499999999999,0.1932499999999999,0.1932499999999999,0.0282499999999999,0.09175,0.2995,0.11325,0.10275,0.11275,0.12425,0.03125,0.071,0.0974999999999999,0.0727499999999999,0.0812499999999999,0.0667499999999999,0.0697499999999999,0.0905,0.09275,0.1029999999999999,0.0272499999999999,0.0702499999999999,0.0359999999999999,0.0574999999999999,0.089,0.03525,0.027
Smokey and the Bandit (1977),0.68675,0.8325,0.4277499999999999,0.74175,0.69875,0.736,0.9025,0.63925,0.98675,0.5995,0.73,0.73,0.54925,0.45925,0.2714999999999999,0.8400000000000001,0.493,0.27525,0.4529999999999999,0.58325,0.52525,0.238,0.5955,0.46675,0.2624999999999999,0.31725,0.25975,0.15725,0.3675,0.3169999999999999,0.26725,0.253,0.2544999999999999,0.38625,0.37875,0.606,0.3017499999999999,0.197,0.26925,0.132,0.5895,0.31525,0.2445,0.38075,0.287,0.251,0.8027500000000001,0.577,0.2975,0.2867499999999999,0.17325,0.1795,0.252,0.1014999999999999,0.1305,0.93725,0.56625,0.24375,0.1795,0.2299999999999999,0.77525,0.11475,0.18,0.1995,0.188,0.1342499999999999,0.127,0.23225,0.22825,0.12125,0.1252499999999999,0.10775,0.2105,0.16025,0.14425,0.173,0.495,0.28825,0.189,0.18625,0.142,0.22575,0.16725,0.0344999999999999,0.12125,0.068,0.10225,0.24525,0.0845,0.142,0.09225,0.0665,0.1149999999999999,0.515,0.09275,0.0277499999999999,0.26575,0.0905,0.0595,0.144,0.1044999999999999,0.1525,0.09325,0.0559999999999999,0.1584999999999999,0.57575,0.16675,0.11975,0.29425,0.26575,0.16775,0.1109999999999999,0.0685,0.11225,0.0715,0.091,0.16375,0.1272499999999999,0.1352499999999999,0.32375,0.083,0.65225,0.0529999999999999,0.0489999999999999,0.062,0.0707499999999999,0.03275,0.067,0.1099999999999999,0.0514999999999999,0.195,0.0469999999999999,0.08625,0.16275,0.09425,0.0414999999999999,0.0434999999999999,0.077,0.2022499999999999,0.09875,0.0424999999999999,0.0569999999999999,0.0509999999999999,0.0722499999999999,0.0319999999999999,0.04525,0.066,0.0349999999999999,0.019
"Giant Spider Invasion, The (1975)",0.8089999999999999,0.8805000000000001,0.55275,0.92825,0.889,0.853,0.67025,0.3592499999999999,0.4405,0.61275,0.889,0.83325,0.40425,0.50975,0.6475,0.4845,0.7682500000000001,0.3824999999999999,0.40425,0.889,0.40525,0.4605,0.46425,0.40425,0.997,0.431,0.1725,0.407,0.43625,0.51575,0.52025,0.27175,0.129,0.2095,0.43325,0.3712499999999999,0.58825,0.7345,0.74575,0.50825,0.3265,0.4067499999999999,0.57925,0.0717499999999999,0.10875,0.40925,0.4,0.3097499999999999,0.39825,0.177,0.3712499999999999,0.1185,0.474,0.0852499999999999,0.52275,0.3055,0.522,0.3369999999999999,0.44225,0.2025,0.28725,0.312,0.4325,0.1987499999999999,0.149,0.1902499999999999,0.118,0.1317499999999999,0.1295,0.24575,0.14775,0.10675,0.8580000000000001,0.1905,0.1149999999999999,0.4629999999999999,0.1315,0.29225,0.1684999999999999,0.2145,0.2199999999999999,0.09625,0.1154999999999999,0.16275,0.1124999999999999,0.1149999999999999,0.1059999999999999,0.392,0.1405,0.20475,0.175,0.12125,0.11125,0.1149999999999999,0.1149999999999999,0.0287499999999999,0.1034999999999999,0.14675,0.11525,0.256,0.16925,0.1415,0.18275,0.0817499999999999,0.06075,0.2229999999999999,0.0474999999999999,0.092,0.10025,0.1425,0.04675,0.11725,0.1079999999999999,0.1545,0.09775,0.066,0.26325,0.15725,0.05725,0.081,0.0825,0.1169999999999999,0.0944999999999999,0.2219999999999999,0.08825,0.1164999999999999,0.0394999999999999,0.24575,0.1019999999999999,0.0369999999999999,0.1034999999999999,0.10725,0.1215,0.0429999999999999,0.2324999999999999,0.03425,0.0454999999999999,0.0974999999999999,0.0414999999999999,0.03525,0.1367499999999999,0.0459999999999999,0.085,0.0635,0.0384999999999999,0.0504999999999999,0.05475,0.1099999999999999,0.0444999999999999
Every Which Way But Loose (1978),0.73475,0.8674999999999999,0.6415,0.729,0.8125,0.6415,0.7845,0.6415,0.9055,0.4962499999999999,0.643,0.7845,0.6415,0.58825,0.29225,0.5145,0.44225,0.29,0.368,0.3075,0.8674999999999999,0.7942499999999999,0.5245,0.6415,0.17025,0.22225,0.16275,0.32525,0.38275,0.39175,0.274,0.3269999999999999,0.174,0.215,0.27875,0.39,0.3045,0.369,0.3155,0.16975,0.576,0.37525,0.17175,0.24375,0.2085,0.2324999999999999,0.3015,0.40175,0.31725,0.1887499999999999,0.204,0.32775,0.32725,0.0999999999999999,0.126,0.7755000000000001,0.6585,0.23175,0.14525,0.29625,0.626,0.16825,0.1877499999999999,0.15875,0.0964999999999999,0.153,0.32525,0.11725,0.4,0.1694999999999999,0.259,0.0885,0.1835,0.2239999999999999,0.4549999999999999,0.50075,0.20775,0.375,0.12375,0.22225,0.2784999999999999,0.15525,0.0994999999999999,0.0695,0.1024999999999999,0.09725,0.17175,0.3725,0.08625,0.265,0.12275,0.05425,0.1257499999999999,0.10625,0.05775,0.069,0.1352499999999999,0.10425,0.0827499999999999,0.12,0.10075,0.0755,0.0905,0.0842499999999999,0.11525,0.05725,0.0692499999999999,0.1892499999999999,0.2065,0.14925,0.0845,0.09275,0.0792499999999999,0.1094999999999999,0.0939999999999999,0.0504999999999999,0.55475,0.20375,0.1704999999999999,0.0792499999999999,0.091,0.1335,0.09975,0.074,0.06125,0.03775,0.0324999999999999,0.04825,0.06,0.0807499999999999,0.3259999999999999,0.1195,0.082,0.0925,0.0805,0.0329999999999999,0.06225,0.03825,0.11075,0.08625,0.0847499999999999,0.0334999999999999,0.04125,0.028,0.0247499999999999,0.1064999999999999,0.0369999999999999,0.04275,0.0255
