movieId,betrayal,culture clash,weird,melancholic,greed,runaway,drama,good,original,film noir,independent film,dialogue,drinking,vengeance,light,surveillance,chase,mentor,adaptation,sexy,catastrophe,hotel,fun movie,death,pornography,1930s,quirky,period piece,california,british,not funny,childhood,divorce,weapons,life & death,small town,life philosophy,unlikely friendships,classic car,islam,fight scenes,transformation,censorship,predictable,wartime,very funny,underrated,fantasy world,pulp,prejudice,farce,absurd,sacrifice,first contact,women,alter ego,nudity (full frontal - brief),creativity,writers,lawyer,queer,road movie,dysfunctional family,family,memory,san francisco,doctors,nudity (topless - brief),hospital,good music,blindness,irish accent,prison,kidnapping,los angeles,multiple storylines,computer animation,simple,too long,directorial debut,new york city,mad scientist,desert,dreams,oil,teen movie,french,new jersey,wilderness,tokyo,hunting,addiction,stereotypes,survival,workplace,island,camp,brothers,texas,prostitution,ensemble cast,wine,awesome soundtrack,bollywood,interracial romance,no plot,indians,radio,best of 2005,alternate history,80s,rebellion,adoption,documentary,potential oscar nom,stand-up comedy,russian,stoner movie,kick-butt women,time,foul language,made for tv,race,fashion,nudity (rear),internet,snakes,atheism,immortality,ghosts/afterlife,robert downey jr,notable nudity,father daughter relationship,homeless,buddy movie,trilogy,finnish,unlikeable characters,australia,hip hop,cancer,shopping,goth,remake,god,too short,graphic novel,reality tv,single father
In the Heat of the Night (1967),0.945,0.9865,0.9715,0.7205,0.9715,0.91,0.9715,0.92025,0.8547499999999999,0.71875,0.8234999999999999,0.762,0.8234999999999999,0.8812500000000001,0.7729999999999999,0.71275,0.7665,0.76875,0.4922499999999999,0.269,0.4435,0.33275,0.38625,0.3429999999999999,0.2514999999999999,0.40375,0.241,0.254,0.4679999999999999,0.38075,0.366,0.55875,0.1345,0.3115,0.3025,0.984,0.23175,0.6285,0.3165,0.525,0.2817499999999999,0.3129999999999999,0.3705,0.3115,0.2614999999999999,0.393,0.2977499999999999,0.1922499999999999,0.2584999999999999,0.998,0.1955,0.23725,0.46025,0.203,0.14775,0.2395,0.4034999999999999,0.205,0.193,0.38,0.2209999999999999,0.34075,0.1805,0.2025,0.1629999999999999,0.1569999999999999,0.217,0.521,0.27925,0.3249999999999999,0.2224999999999999,0.1955,0.1654999999999999,0.14125,0.1315,0.12375,0.1992499999999999,0.2214999999999999,0.2002499999999999,0.1609999999999999,0.1225,0.0905,0.17375,0.1307499999999999,0.10925,0.1654999999999999,0.09225,0.1915,0.146,0.09025,0.188,0.15075,0.5665,0.1674999999999999,0.198,0.1159999999999999,0.1305,0.185,0.3087499999999999,0.09875,0.1385,0.04525,0.2269999999999999,0.1614999999999999,0.26325,0.09675,0.1455,0.1634999999999999,0.1014999999999999,0.1019999999999999,0.1982499999999999,0.1975,0.09825,0.068,0.0979999999999999,0.0925,0.08625,0.132,0.06075,0.197,0.1785,0.09475,0.509,0.06125,0.1009999999999999,0.0817499999999999,0.10275,0.1019999999999999,0.0232499999999999,0.05875,0.0792499999999999,0.06175,0.065,0.08875,0.3515,0.0697499999999999,0.028,0.0519999999999999,0.0712499999999999,0.0424999999999999,0.04425,0.082,0.0215,0.03125,0.0419999999999999,0.0529999999999999,0.0205,0.0554999999999999,0.061
Klute (1971),0.808,0.974,0.974,0.974,0.869,0.974,0.974,0.84575,0.66725,0.59025,0.974,0.8115000000000001,0.974,0.42325,0.4505,0.8812500000000001,0.45725,0.45175,0.39825,0.69175,0.4875,0.4147499999999999,0.14925,0.23875,0.54225,0.1297499999999999,0.2574999999999999,0.2614999999999999,0.41025,0.2524999999999999,0.3502499999999999,0.1887499999999999,0.1654999999999999,0.1887499999999999,0.21375,0.61025,0.285,0.2875,0.30025,0.30525,0.183,0.287,0.58275,0.27475,0.0974999999999999,0.1962499999999999,0.3055,0.24475,0.212,0.33475,0.0999999999999999,0.34675,0.12175,0.25125,0.5125,0.30825,0.40025,0.1564999999999999,0.3215,0.1925,0.23875,0.20375,0.2085,0.1292499999999999,0.1104999999999999,0.16075,0.20475,0.5395,0.255,0.151,0.23475,0.56475,0.10475,0.1285,0.18225,0.12425,0.125,0.09275,0.0675,0.1305,0.9485,0.11375,0.081,0.0842499999999999,0.15,0.153,0.05275,0.29125,0.16575,0.11025,0.0797499999999999,0.392,0.29325,0.08875,0.2065,0.0885,0.0755,0.079,0.1114999999999999,0.909,0.076,0.0494999999999999,0.0767499999999999,0.0727499999999999,0.24025,0.10575,0.1059999999999999,0.07,0.0272499999999999,0.071,0.1315,0.0574999999999999,0.091,0.0369999999999999,0.148,0.0807499999999999,0.04375,0.0885,0.176,0.0329999999999999,0.0727499999999999,0.05275,0.0765,0.21825,0.185,0.11275,0.04475,0.14375,0.03675,0.0369999999999999,0.0414999999999999,0.09375,0.0665,0.10775,0.03225,0.0974999999999999,0.0364999999999999,0.06175,0.05375,0.05675,0.03225,0.1995,0.0935,0.0222499999999999,0.0384999999999999,0.024,0.05775,0.04225,0.04525
Out of the Past (1947),0.97275,0.97275,0.9625,0.97275,0.9625,0.93575,0.9625,0.7855000000000001,0.8035000000000001,0.995,0.98125,0.8165,0.98125,0.70975,0.93575,0.48075,0.588,0.5205,0.2817499999999999,0.66825,0.4077499999999999,0.471,0.49075,0.3425,0.178,0.33525,0.345,0.2135,0.7905,0.2554999999999999,0.348,0.367,0.3495,0.49075,0.2734999999999999,0.96675,0.27975,0.294,0.262,0.1624999999999999,0.49075,0.3545,0.1709999999999999,0.1654999999999999,0.275,0.22625,0.33725,0.18375,0.59325,0.15825,0.28225,0.15325,0.1905,0.17775,0.1619999999999999,0.1215,0.1515,0.23725,0.23925,0.19,0.1987499999999999,0.2815,0.1425,0.0994999999999999,0.525,0.8160000000000001,0.19,0.1159999999999999,0.10775,0.2239999999999999,0.3265,0.216,0.1755,0.123,0.21825,0.11375,0.1169999999999999,0.2475,0.076,0.18575,0.1664999999999999,0.1699999999999999,0.24275,0.1875,0.34575,0.1044999999999999,0.17775,0.14125,0.33125,0.17625,0.16475,0.0697499999999999,0.0767499999999999,0.08,0.09975,0.1614999999999999,0.1024999999999999,0.0905,0.2309999999999999,0.11275,0.0735,0.1129999999999999,0.085,0.12325,0.076,0.22375,0.0944999999999999,0.1277499999999999,0.06,0.061,0.0579999999999999,0.04425,0.0444999999999999,0.13,0.0579999999999999,0.0792499999999999,0.0785,0.0682499999999999,0.05475,0.1024999999999999,0.0469999999999999,0.0474999999999999,0.05425,0.081,0.0454999999999999,0.0384999999999999,0.10275,0.05175,0.05225,0.11975,0.05325,0.018,0.03725,0.09425,0.0464999999999999,0.0645,0.0845,0.0275,0.05725,0.03475,0.04525,0.0494999999999999,0.04375,0.0167499999999999,0.0222499999999999,0.022,0.0227499999999999,0.0212499999999999,0.0212499999999999
Rope (1948),0.978,0.9475,0.9475,0.92,0.92,0.8134999999999999,0.8660000000000001,0.7947500000000001,0.8325,0.4589999999999999,0.56275,0.85825,0.53825,0.96025,0.639,0.61175,0.572,0.74425,0.502,0.5575,0.429,0.31425,0.3165,0.4217499999999999,0.52625,0.39075,0.57325,0.2905,0.30925,0.3632499999999999,0.37575,0.26375,0.14775,0.2885,0.1932499999999999,0.22325,0.242,0.4347499999999999,0.309,0.2594999999999999,0.2329999999999999,0.25275,0.55375,0.2885,0.12375,0.3375,0.60225,0.24225,0.1684999999999999,0.27425,0.207,0.23025,0.2095,0.2214999999999999,0.2274999999999999,0.3035,0.28225,0.297,0.182,0.31275,0.7517499999999999,0.1515,0.15625,0.28225,0.1079999999999999,0.1937499999999999,0.22325,0.16975,0.137,0.1925,0.21075,0.23075,0.1579999999999999,0.1649999999999999,0.0579999999999999,0.2095,0.1935,0.20675,0.3722499999999999,0.1634999999999999,0.1694999999999999,0.1392499999999999,0.10675,0.075,0.09,0.20475,0.1074999999999999,0.0847499999999999,0.21575,0.10025,0.1387499999999999,0.1144999999999999,0.15525,0.1335,0.0939999999999999,0.1287499999999999,0.1367499999999999,0.17925,0.10125,0.1014999999999999,0.1377499999999999,0.0905,0.1925,0.0837499999999999,0.10225,0.1149999999999999,0.1034999999999999,0.061,0.084,0.134,0.1947499999999999,0.08875,0.10425,0.1104999999999999,0.09675,0.0795,0.05875,0.11375,0.1019999999999999,0.10025,0.1515,0.0642499999999999,0.131,0.1029999999999999,0.086,0.14775,0.0635,0.075,0.05525,0.0534999999999999,0.08875,0.0712499999999999,0.0584999999999999,0.03875,0.0969999999999999,0.0652499999999999,0.03,0.093,0.1029999999999999,0.04225,0.0319999999999999,0.0394999999999999,0.063,0.0359999999999999,0.04075,0.03975,0.062,0.0979999999999999,0.0257499999999999
"Wrong Man, The (1956)",0.7949999999999999,0.7789999999999999,0.7789999999999999,0.76275,0.72575,0.6955,0.76725,0.63975,0.695,0.61275,0.54725,0.50475,0.54725,0.87975,0.4932499999999999,0.58175,0.7809999999999999,0.7682500000000001,0.5085,0.22225,0.426,0.57225,0.1887499999999999,0.4217499999999999,0.3035,0.1594999999999999,0.2957499999999999,0.2425,0.207,0.238,0.378,0.37525,0.2905,0.14575,0.3037499999999999,0.235,0.2445,0.24425,0.207,0.21125,0.1594999999999999,0.257,0.1535,0.198,0.10675,0.2435,0.50675,0.351,0.1684999999999999,0.21125,0.268,0.14925,0.1275,0.25025,0.23475,0.2025,0.21375,0.27475,0.21525,0.74725,0.1215,0.15425,0.18175,0.31825,0.2264999999999999,0.1555,0.39675,0.18375,0.4499999999999999,0.1495,0.1535,0.1579999999999999,0.2977499999999999,0.33375,0.06175,0.14475,0.1149999999999999,0.2229999999999999,0.1599999999999999,0.14125,0.8665,0.09475,0.1355,0.09625,0.0642499999999999,0.11125,0.1352499999999999,0.1815,0.1317499999999999,0.0787499999999999,0.0645,0.1014999999999999,0.15025,0.1282499999999999,0.25325,0.147,0.11675,0.1367499999999999,0.066,0.078,0.0712499999999999,0.0792499999999999,0.11525,0.09975,0.0847499999999999,0.0964999999999999,0.083,0.0994999999999999,0.09175,0.09025,0.16875,0.0489999999999999,0.1385,0.1825,0.1205,0.069,0.0865,0.0852499999999999,0.05425,0.09775,0.0772499999999999,0.0632499999999999,0.11475,0.11175,0.1029999999999999,0.0959999999999999,0.05075,0.092,0.05475,0.05375,0.026,0.0695,0.0559999999999999,0.15075,0.0489999999999999,0.0489999999999999,0.0247499999999999,0.0409999999999999,0.0775,0.0554999999999999,0.05675,0.06225,0.0257499999999999,0.03275,0.092,0.0287499999999999,0.0167499999999999,0.0272499999999999,0.0409999999999999
"Man Who Knew Too Much, The (1956)",0.981,0.81,0.81,0.71125,0.739,0.7475,0.739,0.8514999999999999,0.76925,0.39475,0.5685,0.6135,0.5685,0.581,0.7475,0.981,0.8720000000000001,0.41525,0.493,0.4157499999999999,0.4712499999999999,0.562,0.5255,0.3185,0.25175,0.46175,0.1835,0.501,0.24675,0.87225,0.3047499999999999,0.42625,0.4439999999999999,0.2784999999999999,0.264,0.1325,0.2504999999999999,0.17775,0.30925,0.3275,0.1975,0.2825,0.2194999999999999,0.2784999999999999,0.129,0.3349999999999999,0.4077499999999999,0.27425,0.18225,0.26825,0.4519999999999999,0.3185,0.2289999999999999,0.25,0.1887499999999999,0.24625,0.277,0.37475,0.1144999999999999,0.18325,0.2604999999999999,0.22725,0.37375,0.5045,0.245,0.18575,0.48675,0.16775,0.22375,0.31825,0.1745,0.1465,0.11525,0.92525,0.03925,0.16875,0.249,0.273,0.22375,0.11825,0.136,0.0852499999999999,0.20475,0.0865,0.1059999999999999,0.11375,0.15,0.06175,0.241,0.10175,0.1669999999999999,0.15375,0.1392499999999999,0.1564999999999999,0.2375,0.1765,0.0895,0.1159999999999999,0.0687499999999999,0.0735,0.04825,0.12275,0.09025,0.1375,0.177,0.3229999999999999,0.1265,0.06125,0.11675,0.10975,0.0682499999999999,0.0712499999999999,0.1629999999999999,0.0409999999999999,0.1014999999999999,0.0812499999999999,0.0632499999999999,0.089,0.1124999999999999,0.1245,0.0514999999999999,0.0755,0.16275,0.085,0.0815,0.1009999999999999,0.0852499999999999,0.0842499999999999,0.0324999999999999,0.08675,0.0384999999999999,0.08875,0.1104999999999999,0.03875,0.0399999999999999,0.09625,0.0277499999999999,0.0484999999999999,0.061,0.03075,0.03525,0.1387499999999999,0.0182499999999999,0.62725,0.0504999999999999,0.0645,0.0454999999999999,0.03125,0.0625
Strangers on a Train (1951),0.97975,0.9825,0.9825,0.879,0.9825,0.879,0.9825,0.8600000000000001,0.8687499999999999,0.905,0.905,0.879,0.905,0.94175,0.8787499999999999,0.79925,0.65025,0.5185,0.6905,0.43325,0.436,0.38825,0.50975,0.4285,0.375,0.3229999999999999,0.66125,0.2204999999999999,0.45725,0.37075,0.3522499999999999,0.387,0.6565,0.3665,0.3705,0.3205,0.2877499999999999,0.25675,0.4085,0.407,0.3135,0.25,0.40925,0.3665,0.1709999999999999,0.42325,0.38325,0.23175,0.1679999999999999,0.37525,0.392,0.3605,0.17875,0.2355,0.25975,0.3245,0.2957499999999999,0.3655,0.2279999999999999,0.3602499999999999,0.46375,0.2155,0.2234999999999999,0.252,0.20525,0.203,0.196,0.2835,0.1967499999999999,0.3189999999999999,0.2299999999999999,0.14425,0.1545,0.1679999999999999,0.1485,0.1679999999999999,0.1367499999999999,0.3169999999999999,0.19,0.16075,0.1245,0.0949999999999999,0.178,0.09925,0.10925,0.1505,0.1425,0.127,0.16875,0.1114999999999999,0.15375,0.1445,0.20525,0.128,0.1295,0.3149999999999999,0.1795,0.24225,0.0984999999999999,0.0745,0.079,0.16525,0.17375,0.1765,0.1335,0.143,0.0805,0.078,0.11225,0.0782499999999999,0.073,0.087,0.092,0.1584999999999999,0.09475,0.076,0.04425,0.131,0.1689999999999999,0.1044999999999999,0.28025,0.0737499999999999,0.0857499999999999,0.09075,0.0404999999999999,0.09325,0.0717499999999999,0.05525,0.04325,0.0569999999999999,0.079,0.03225,0.1059999999999999,0.0802499999999999,0.1465,0.0979999999999999,0.04125,0.062,0.0685,0.0339999999999999,0.064,0.05425,0.0155,0.0195,0.03575,0.0725,0.04575,0.03025,0.0349999999999999
Stage Fright (1950),0.97775,0.68675,0.72225,0.85775,0.85775,0.70575,0.59075,0.72225,0.75725,0.749,0.373,0.60925,0.373,0.7622500000000001,0.5315,0.67625,0.8260000000000001,0.52225,0.416,0.57125,0.4215,0.51425,0.49875,0.369,0.2309999999999999,0.6185,0.3715,0.4485,0.3572499999999999,0.631,0.3107499999999999,0.1709999999999999,0.3535,0.172,0.21525,0.2209999999999999,0.2875,0.17275,0.2375,0.1387499999999999,0.26875,0.239,0.3844999999999999,0.26275,0.1982499999999999,0.40725,0.4742499999999999,0.33175,0.2269999999999999,0.16625,0.31875,0.15225,0.1475,0.2022499999999999,0.11325,0.5635,0.11275,0.25025,0.2945,0.5465,0.271,0.09625,0.16425,0.11875,0.32175,0.23925,0.15175,0.10825,0.121,0.1129999999999999,0.173,0.238,0.1295,0.23425,0.14625,0.21825,0.148,0.09475,0.1775,0.1164999999999999,0.11875,0.0815,0.0875,0.0737499999999999,0.0762499999999999,0.134,0.1629999999999999,0.10875,0.093,0.1009999999999999,0.0767499999999999,0.088,0.0935,0.10475,0.06175,0.0842499999999999,0.1285,0.08725,0.0354999999999999,0.0845,0.0715,0.24075,0.063,0.04975,0.1932499999999999,0.121,0.05625,0.0434999999999999,0.0642499999999999,0.0905,0.0524999999999999,0.0449999999999999,0.1365,0.03025,0.04725,0.0504999999999999,0.1019999999999999,0.078,0.10475,0.0675,0.0989999999999999,0.05675,0.074,0.0695,0.04125,0.082,0.0329999999999999,0.0787499999999999,0.0509999999999999,0.05025,0.17175,0.06,0.072,0.0717499999999999,0.0857499999999999,0.0579999999999999,0.0534999999999999,0.1589999999999999,0.059,0.0282499999999999,0.0459999999999999,0.131,0.0242499999999999,0.05825,0.0329999999999999,0.0474999999999999,0.1134999999999999,0.05375,0.0484999999999999
Shadow of a Doubt (1943),0.97225,0.97225,0.97225,0.83975,0.968,0.8327500000000001,0.968,0.8185,0.7825,0.726,0.733,0.8327500000000001,0.733,0.59575,0.7785,0.8185,0.63975,0.4629999999999999,0.4337499999999999,0.389,0.47275,0.43725,0.294,0.247,0.26675,0.1589999999999999,0.38025,0.27125,0.87575,0.33975,0.40175,0.3904999999999999,0.3552499999999999,0.25825,0.237,0.97125,0.248,0.1952499999999999,0.3095,0.21125,0.1357499999999999,0.289,0.22725,0.25825,0.6245,0.29725,0.353,0.23575,0.1977499999999999,0.26975,0.37175,0.1957499999999999,0.139,0.21125,0.3732499999999999,0.21525,0.24825,0.25875,0.2125,0.23575,0.26525,0.1907499999999999,0.42625,0.65725,0.145,0.2794999999999999,0.247,0.16025,0.20425,0.2324999999999999,0.214,0.17125,0.1049999999999999,0.1699999999999999,0.071,0.1129999999999999,0.2165,0.178,0.125,0.1355,0.119,0.11775,0.09,0.09325,0.21275,0.1372499999999999,0.1262499999999999,0.27075,0.17075,0.1367499999999999,0.1272499999999999,0.05375,0.1395,0.073,0.2199999999999999,0.1387499999999999,0.1352499999999999,0.1845,0.16925,0.077,0.0805,0.20625,0.0627499999999999,0.0905,0.16575,0.08925,0.0705,0.0647499999999999,0.0999999999999999,0.0845,0.0509999999999999,0.0504999999999999,0.15475,0.1044999999999999,0.09175,0.07,0.0687499999999999,0.0605,0.10175,0.068,0.15525,0.0717499999999999,0.08875,0.0964999999999999,0.0464999999999999,0.0677499999999999,0.05725,0.0494999999999999,0.0247499999999999,0.03425,0.03725,0.0484999999999999,0.088,0.0474999999999999,0.0712499999999999,0.0464999999999999,0.0389999999999999,0.03425,0.0857499999999999,0.028,0.0277499999999999,0.0399999999999999,0.04225,0.0237499999999999,0.0262499999999999,0.04125,0.0319999999999999,0.05125,0.0514999999999999
Saboteur (1942),0.87175,0.87175,0.87175,0.7902499999999999,0.7902499999999999,0.72175,0.58075,0.7617499999999999,0.70925,0.4425,0.62025,0.61925,0.62025,0.6745,0.60425,0.80925,0.927,0.38375,0.41425,0.33175,0.4992499999999999,0.347,0.5745,0.3804999999999999,0.2239999999999999,0.3245,0.27725,0.3742499999999999,0.687,0.40325,0.3269999999999999,0.2815,0.2324999999999999,0.46775,0.27225,0.2027499999999999,0.3305,0.20575,0.31375,0.40075,0.40925,0.25025,0.1317499999999999,0.46775,0.92275,0.2294999999999999,0.5,0.4225,0.22225,0.2022499999999999,0.3349999999999999,0.2007499999999999,0.16275,0.26125,0.2204999999999999,0.16725,0.251,0.269,0.20825,0.15375,0.27125,0.40725,0.11725,0.1975,0.204,0.208,0.2514999999999999,0.1699999999999999,0.18325,0.1965,0.50775,0.123,0.16775,0.51675,0.3359999999999999,0.135,0.1664999999999999,0.196,0.1674999999999999,0.1129999999999999,0.42,0.11925,0.3269999999999999,0.063,0.1205,0.10575,0.1287499999999999,0.1039999999999999,0.293,0.06125,0.22475,0.0747499999999999,0.15475,0.18525,0.31125,0.32425,0.12375,0.085,0.05875,0.0842499999999999,0.0632499999999999,0.148,0.10475,0.1345,0.1315,0.20775,0.136,0.196,0.03375,0.09025,0.081,0.0642499999999999,0.0832499999999999,0.0449999999999999,0.064,0.0832499999999999,0.10875,0.1019999999999999,0.0672499999999999,0.1947499999999999,0.0574999999999999,0.0632499999999999,0.1475,0.0632499999999999,0.09775,0.0815,0.0807499999999999,0.0792499999999999,0.1322499999999999,0.0682499999999999,0.0329999999999999,0.0795,0.03525,0.0675,0.0842499999999999,0.10875,0.0579999999999999,0.03675,0.119,0.0344999999999999,0.0374999999999999,0.0752499999999999,0.0197499999999999,0.05425,0.0282499999999999,0.0785,0.0282499999999999,0.0292499999999999,0.0232499999999999
Suspicion (1941),0.93675,0.93625,0.947,0.743,0.8055000000000001,0.6705,0.93625,0.81375,0.808,0.47175,0.4712499999999999,0.5295,0.4712499999999999,0.4645,0.70725,0.81375,0.668,0.4885,0.56275,0.39175,0.45125,0.37075,0.3169999999999999,0.3545,0.274,0.195,0.3105,0.46025,0.271,0.48575,0.3612499999999999,0.2045,0.57875,0.21525,0.218,0.206,0.27825,0.20925,0.23425,0.2022499999999999,0.1725,0.27525,0.45025,0.21525,0.381,0.239,0.4115,0.473,0.17225,0.23425,0.4902499999999999,0.1875,0.254,0.29125,0.2907499999999999,0.296,0.3107499999999999,0.28825,0.24575,0.27475,0.2925,0.24675,0.1352499999999999,0.25225,0.31,0.235,0.22575,0.118,0.20725,0.16475,0.2624999999999999,0.2365,0.1545,0.14875,0.071,0.118,0.139,0.23875,0.16625,0.15275,0.1485,0.1297499999999999,0.0772499999999999,0.1039999999999999,0.131,0.2584999999999999,0.1614999999999999,0.1114999999999999,0.11475,0.0944999999999999,0.1905,0.0959999999999999,0.1515,0.09125,0.1619999999999999,0.1574999999999999,0.09175,0.087,0.0615,0.08625,0.0549999999999999,0.16175,0.0785,0.0792499999999999,0.1144999999999999,0.12325,0.0842499999999999,0.1024999999999999,0.0817499999999999,0.09475,0.059,0.0732499999999999,0.1382499999999999,0.0534999999999999,0.0765,0.0782499999999999,0.061,0.0847499999999999,0.088,0.1755,0.061,0.07,0.1149999999999999,0.256,0.0777499999999999,0.10375,0.0534999999999999,0.10875,0.04725,0.10175,0.0549999999999999,0.0735,0.0842499999999999,0.061,0.05225,0.04875,0.04875,0.10675,0.0712499999999999,0.0334999999999999,0.0324999999999999,0.0665,0.03125,0.04775,0.03325,0.0615,0.0379999999999999,0.03325,0.0519999999999999
Sabotage (1936),0.8472500000000001,0.8472500000000001,0.8472500000000001,0.772,0.772,0.575,0.5835,0.81125,0.691,0.603,0.603,0.601,0.603,0.4885,0.4835,0.8660000000000001,0.7675000000000001,0.49475,0.57775,0.3057499999999999,0.4217499999999999,0.4275,0.18625,0.8487499999999999,0.2105,0.62825,0.16425,0.7927500000000001,0.18225,0.95925,0.3355,0.254,0.4862499999999999,0.1395,0.28925,0.1327499999999999,0.3255,0.23675,0.24525,0.23575,0.1694999999999999,0.18575,0.1725,0.18175,0.25675,0.2294999999999999,0.348,0.2175,0.1877499999999999,0.207,0.2897499999999999,0.21825,0.1164999999999999,0.26725,0.1312499999999999,0.16975,0.2997499999999999,0.26475,0.1745,0.1765,0.2945,0.1664999999999999,0.1164999999999999,0.1725,0.407,0.23425,0.1915,0.0792499999999999,0.24625,0.121,0.154,0.181,0.10925,0.26575,0.03675,0.16275,0.1629999999999999,0.1649999999999999,0.0857499999999999,0.10575,0.1455,0.15125,0.0697499999999999,0.1129999999999999,0.0519999999999999,0.1029999999999999,0.1347499999999999,0.087,0.073,0.0852499999999999,0.0715,0.0554999999999999,0.1149999999999999,0.1044999999999999,0.078,0.15675,0.07,0.0632499999999999,0.03975,0.09125,0.0429999999999999,0.135,0.06125,0.09175,0.1272499999999999,0.1654999999999999,0.0852499999999999,0.04525,0.0777499999999999,0.10975,0.0329999999999999,0.0742499999999999,0.10275,0.04725,0.09,0.0935,0.0792499999999999,0.08675,0.0645,0.1955,0.0569999999999999,0.122,0.0925,0.04825,0.11825,0.06225,0.04325,0.0817499999999999,0.0519999999999999,0.09025,0.03,0.0519999999999999,0.0735,0.0785,0.0329999999999999,0.0524999999999999,0.0272499999999999,0.0295,0.1619999999999999,0.0429999999999999,0.0707499999999999,0.14075,0.0225,0.05075,0.03125,0.04325,0.0399999999999999,0.0227499999999999,0.0349999999999999
Secret Agent (1936),0.9615,0.8614999999999999,0.8614999999999999,0.782,0.782,0.57975,0.46825,0.7275,0.74875,0.2875,0.3854999999999999,0.4802499999999999,0.3854999999999999,0.45125,0.546,0.995,0.8915,0.5185,0.79325,0.37925,0.4165,0.8714999999999999,0.22925,0.6505,0.26425,0.7115,0.34125,0.73,0.25875,0.84575,0.2987499999999999,0.205,0.33225,0.2514999999999999,0.26775,0.179,0.3575,0.20475,0.17725,0.215,0.18525,0.188,0.08,0.204,0.8125,0.22475,0.46075,0.286,0.2324999999999999,0.15425,0.4357499999999999,0.38325,0.084,0.32025,0.21625,0.1735,0.26,0.21875,0.21,0.3027499999999999,0.25525,0.1129999999999999,0.133,0.15025,0.304,0.1897499999999999,0.1795,0.15875,0.1639999999999999,0.0925,0.2314999999999999,0.21525,0.1074999999999999,0.2289999999999999,0.03,0.15525,0.25175,0.059,0.14275,0.1034999999999999,0.09425,0.1335,0.0915,0.0762499999999999,0.10725,0.093,0.1555,0.0767499999999999,0.05125,0.0817499999999999,0.1887499999999999,0.10275,0.20775,0.04425,0.0775,0.1039999999999999,0.0404999999999999,0.0687499999999999,0.0574999999999999,0.09675,0.04475,0.174,0.0645,0.2125,0.30425,0.1564999999999999,0.1322499999999999,0.06175,0.0374999999999999,0.0935,0.0349999999999999,0.0484999999999999,0.09775,0.04375,0.1064999999999999,0.0875,0.1054999999999999,0.0812499999999999,0.1119999999999999,0.1129999999999999,0.0399999999999999,0.0549999999999999,0.065,0.06225,0.0885,0.0737499999999999,0.031,0.16725,0.0579999999999999,0.0265,0.0305,0.0835,0.0359999999999999,0.076,0.0197499999999999,0.05625,0.0192499999999999,0.04625,0.08,0.0389999999999999,0.0504999999999999,0.0775,0.0305,0.059,0.03075,0.03075,0.026,0.0212499999999999,0.05425
"Man Who Knew Too Much, The (1934)",0.96725,0.7825,0.7825,0.94825,0.83325,0.67575,0.5695,0.76325,0.7585,0.529,0.53775,0.5215,0.529,0.59075,0.59075,0.96725,0.71875,0.414,0.4785,0.3562499999999999,0.4465,0.50425,0.588,0.2975,0.3585,0.57675,0.25875,0.61125,0.24075,0.73725,0.351,0.2239999999999999,0.2704999999999999,0.2415,0.2544999999999999,0.0984999999999999,0.2897499999999999,0.1925,0.22375,0.3545,0.294,0.2995,0.2199999999999999,0.26375,0.194,0.37375,0.32575,0.2495,0.1835,0.3389999999999999,0.4155,0.36675,0.15125,0.21975,0.2835,0.20375,0.39525,0.2445,0.1089999999999999,0.118,0.2435,0.1629999999999999,0.26325,0.29725,0.2185,0.1725,0.23425,0.1255,0.1865,0.18225,0.16175,0.1952499999999999,0.127,0.93825,0.0499999999999999,0.1599999999999999,0.1589999999999999,0.1332499999999999,0.1355,0.1345,0.09525,0.11225,0.18725,0.0697499999999999,0.0605,0.12075,0.16475,0.08975,0.1149999999999999,0.156,0.087,0.0539999999999999,0.1639999999999999,0.10625,0.11925,0.10525,0.11625,0.09525,0.0657499999999999,0.0817499999999999,0.0549999999999999,0.1265,0.0677499999999999,0.134,0.15125,0.22175,0.0675,0.04025,0.1325,0.0964999999999999,0.04775,0.0735,0.18475,0.04475,0.0785,0.0747499999999999,0.0544999999999999,0.0842499999999999,0.1835,0.0817499999999999,0.04875,0.1019999999999999,0.11775,0.05525,0.10825,0.0775,0.05425,0.09925,0.0692499999999999,0.0569999999999999,0.0514999999999999,0.10675,0.18425,0.03825,0.1129999999999999,0.0675,0.0292499999999999,0.0777499999999999,0.05475,0.03775,0.03275,0.086,0.0227499999999999,0.8122499999999999,0.0277499999999999,0.073,0.084,0.0384999999999999,0.09425
