movieId,melancholic,weird,culture clash,greed,independent film,runaway,dialogue,drinking,betrayal,drama,original,film noir,good,light,life & death,pornography,catastrophe,vengeance,quirky,mentor,life philosophy,childhood,death,absurd,dreams,sexy,adaptation,not funny,unlikely friendships,creativity,hotel,transformation,tokyo,fantasy world,chase,women,predictable,wartime,dysfunctional family,divorce,islam,surveillance,very funny,road movie,classic car,first contact,too long,memory,censorship,1930s,french,russian,writers,good music,small town,weapons,hospital,sacrifice,nudity (full frontal - brief),doctors,god,period piece,queer,british,multiple storylines,fight scenes,workplace,simple,prejudice,farce,fun movie,underrated,stoner movie,desert,wilderness,immortality,mad scientist,computer animation,blindness,irish accent,addiction,pulp,alter ego,documentary,survival,family,wine,finnish,prison,california,atheism,prostitution,bollywood,camp,directorial debut,texas,hunting,indians,stand-up comedy,awesome soundtrack,brothers,interracial romance,teen movie,trilogy,nudity (topless - brief),island,oil,homeless,new jersey,adoption,rebellion,no plot,stereotypes,alternate history,australia,kick-butt women,san francisco,made for tv,cancer,internet,new york city,goth,radio,nudity (rear),fashion,hip hop,ensemble cast,ghosts/afterlife,notable nudity,father daughter relationship,kidnapping,race,80s,time,snakes,best of 2005,shopping,potential oscar nom,lawyer,reality tv,robert downey jr,los angeles,unlikeable characters,too short,graphic novel,foul language,buddy movie,single father,remake
"Earth Trembles, The (Terra trema: Episodio del mare, La) (1948)",0.92225,0.8594999999999999,0.8480000000000001,0.9195,0.7629999999999999,0.9195,0.8594999999999999,0.7629999999999999,0.8327500000000001,0.78075,0.5475,0.6475,0.78075,0.7629999999999999,0.5375,0.21775,0.401,0.40425,0.39825,0.3289999999999999,0.30625,0.283,0.33775,0.561,0.1322499999999999,0.2905,0.3525,0.32675,0.3675,0.17075,0.2445,0.18125,0.32275,0.66175,0.18625,0.24225,0.306,0.22025,0.4395,0.26975,0.774,0.1315,0.2584999999999999,0.1694999999999999,0.2885,0.306,0.93125,0.072,0.1975,0.2075,0.1895,0.3535,0.15875,0.371,0.16925,0.1972499999999999,0.0974999999999999,0.2475,0.088,0.0569999999999999,0.3884999999999999,0.2204999999999999,0.2189999999999999,0.135,0.2744999999999999,0.2249999999999999,0.1387499999999999,0.38375,0.2644999999999999,0.45025,0.2915,0.1114999999999999,0.1265,0.04675,0.253,0.02975,0.306,0.1302499999999999,0.0559999999999999,0.2095,0.1302499999999999,0.10425,0.2012499999999999,0.74525,0.09675,0.61475,0.27075,0.3652499999999999,0.0775,0.14225,0.0835,0.138,0.33725,0.3754999999999999,0.0807499999999999,0.139,0.0564999999999999,0.1262499999999999,0.0797499999999999,0.371,0.17675,0.0815,0.16025,0.351,0.0479999999999999,0.08825,0.155,0.10075,0.0994999999999999,0.0655,0.1134999999999999,0.0285,0.1049999999999999,0.05675,0.0212499999999999,0.061,0.025,0.0292499999999999,0.0339999999999999,0.15425,0.05325,0.029,0.03825,0.04075,0.0252499999999999,0.0227499999999999,0.10125,0.0697499999999999,0.0247499999999999,0.0414999999999999,0.0227499999999999,0.10275,0.0677499999999999,0.0257499999999999,0.0247499999999999,0.0685,0.05325,0.0379999999999999,0.05075,0.06075,0.075,0.03275,0.021,0.04675,0.0265,0.0474999999999999,0.0245,0.0394999999999999,0.011
Songs From the Second Floor (Sånger från andra våningen) (2000),0.9345,0.9905,0.929,0.9345,0.929,0.8720000000000001,0.8925000000000001,0.7165,0.7515000000000001,0.6965,0.7882499999999999,0.2907499999999999,0.48575,0.80725,0.82775,0.60825,0.45575,0.4034999999999999,0.6795,0.3299999999999999,0.604,0.3864999999999999,0.2704999999999999,0.95175,0.50375,0.2244999999999999,0.2907499999999999,0.31675,0.185,0.4692499999999999,0.4425,0.3355,0.3037499999999999,0.34175,0.18,0.3117499999999999,0.4177499999999999,0.134,0.308,0.14,0.6515,0.22875,0.3185,0.217,0.33675,0.254,0.2155,0.33225,0.40025,0.0675,0.082,0.3159999999999999,0.1865,0.15025,0.1252499999999999,0.193,0.195,0.477,0.192,0.26175,0.476,0.0625,0.1967499999999999,0.1262499999999999,0.74575,0.1365,0.3345,0.15675,0.15575,0.271,0.0852499999999999,0.262,0.44975,0.09975,0.09325,0.271,0.09475,0.1059999999999999,0.18075,0.207,0.1735,0.11125,0.2234999999999999,0.1277499999999999,0.2574999999999999,0.0722499999999999,0.11325,0.0549999999999999,0.1079999999999999,0.0697499999999999,0.1895,0.10575,0.04975,0.1285,0.145,0.0657499999999999,0.10025,0.04125,0.0752499999999999,0.10725,0.0852499999999999,0.0707499999999999,0.09725,0.0464999999999999,0.1445,0.0632499999999999,0.063,0.16575,0.0785,0.04625,0.068,0.0695,0.04575,0.0762499999999999,0.05275,0.0817499999999999,0.0835,0.068,0.04325,0.0605,0.04625,0.0842499999999999,0.0394999999999999,0.0885,0.0439999999999999,0.0245,0.0464999999999999,0.0469999999999999,0.0459999999999999,0.0247499999999999,0.0439999999999999,0.04375,0.026,0.0657499999999999,0.0615,0.0702499999999999,0.05875,0.0949999999999999,0.0287499999999999,0.0519999999999999,0.0379999999999999,0.0157499999999999,0.03775,0.0314999999999999,0.0584999999999999,0.0132499999999999,0.0217499999999999,0.0145,0.006
À nous la liberté (Freedom for Us) (1931),0.99475,0.87175,0.87175,0.8787499999999999,0.8347500000000001,0.7737499999999999,0.68,0.8347500000000001,0.77275,0.642,0.61125,0.61575,0.4712499999999999,0.40275,0.2837499999999999,0.3017499999999999,0.4044999999999999,0.1952499999999999,0.257,0.3665,0.419,0.24275,0.12175,0.84975,0.29325,0.14625,0.2584999999999999,0.281,0.3209999999999999,0.3425,0.29625,0.2815,0.2445,0.196,0.26475,0.09975,0.2827499999999999,0.1069999999999999,0.1535,0.11775,0.48075,0.0792499999999999,0.4765,0.1372499999999999,0.38525,0.2827499999999999,0.11825,0.11525,0.18275,0.8009999999999999,0.93375,0.10725,0.1029999999999999,0.3615,0.10825,0.14,0.0807499999999999,0.077,0.305,0.0459999999999999,0.0217499999999999,0.1109999999999999,0.1895,0.213,0.1295,0.1614999999999999,0.2734999999999999,0.2835,0.1255,0.2694999999999999,0.1455,0.05175,0.0847499999999999,0.022,0.0762499999999999,0.0797499999999999,0.0615,0.15425,0.0782499999999999,0.0707499999999999,0.0692499999999999,0.1004999999999999,0.0715,0.1069999999999999,0.2827499999999999,0.05475,0.21525,0.76,0.95525,0.04925,0.0344999999999999,0.0757499999999999,0.1362499999999999,0.129,0.0915,0.0215,0.081,0.05525,0.0484999999999999,0.0292499999999999,0.0579999999999999,0.0717499999999999,0.05875,0.0454999999999999,0.0215,0.0574999999999999,0.0217499999999999,0.1377499999999999,0.04775,0.0469999999999999,0.091,0.077,0.0712499999999999,0.04925,0.0207499999999999,0.0529999999999999,0.025,0.1089999999999999,0.0247499999999999,0.03875,0.03275,0.03575,0.025,0.022,0.04575,0.0905,0.03875,0.0147499999999999,0.0292499999999999,0.0334999999999999,0.0232499999999999,0.0404999999999999,0.0207499999999999,0.0185,0.0192499999999999,0.04875,0.0339999999999999,0.0237499999999999,0.0205,0.0257499999999999,0.0285,0.0102499999999999,0.0227499999999999,0.04975,0.0202499999999999,0.0135,0.0207499999999999,0.0117499999999999,0.0045
Tabu: A Story of the South Seas (1931),0.906,0.906,0.79575,0.7285,0.8167500000000001,0.75875,0.75875,0.8167500000000001,0.677,0.6135,0.71125,0.8167500000000001,0.6135,0.6135,0.544,0.22425,0.44675,0.3245,0.18225,0.3067499999999999,0.34075,0.21,0.50475,0.31775,0.45425,0.4659999999999999,0.2544999999999999,0.3285,0.25125,0.2264999999999999,0.1104999999999999,0.1892499999999999,0.1825,0.38725,0.38625,0.1009999999999999,0.44675,0.38025,0.1307499999999999,0.241,0.518,0.078,0.2694999999999999,0.14775,0.1345,0.44675,0.118,0.09625,0.183,0.64575,0.46275,0.34675,0.1674999999999999,0.12175,0.1034999999999999,0.12175,0.13,0.278,0.1064999999999999,0.03725,0.52275,0.1415,0.1345,0.0439999999999999,0.10525,0.15,0.0429999999999999,0.23775,0.2244999999999999,0.41625,0.08825,0.074,0.0845,0.09725,0.0712499999999999,0.30525,0.063,0.1345,0.0805,0.20325,0.0514999999999999,0.1029999999999999,0.082,0.756,0.177,0.0255,0.069,0.179,0.175,0.12125,0.52275,0.0544999999999999,0.24275,0.0822499999999999,0.0747499999999999,0.208,0.18425,0.198,0.10325,0.0772499999999999,0.0845,0.3379999999999999,0.0837499999999999,0.03875,0.0354999999999999,0.6655,0.0702499999999999,0.09075,0.1235,0.04775,0.05875,0.1169999999999999,0.0782499999999999,0.04525,0.0484999999999999,0.1149999999999999,0.0424999999999999,0.0677499999999999,0.0479999999999999,0.0702499999999999,0.064,0.0185,0.0277499999999999,0.0324999999999999,0.0202499999999999,0.02975,0.0549999999999999,0.029,0.04225,0.077,0.04325,0.1917499999999999,0.0339999999999999,0.0287499999999999,0.0394999999999999,0.0394999999999999,0.0175,0.0287499999999999,0.0117499999999999,0.0334999999999999,0.014,0.0125,0.0155,0.0185,0.0177499999999999,0.0305,0.022,0.0147499999999999,0.0055
Ratcatcher (1999),0.98425,0.89825,0.7682500000000001,0.911,0.8487499999999999,0.911,0.68925,0.519,0.7682500000000001,0.57575,0.7827500000000001,0.214,0.479,0.5405,0.40425,0.72325,0.41025,0.45025,0.3455,0.404,0.3505,0.8885000000000001,0.3115,0.152,0.58875,0.44775,0.3259999999999999,0.3655,0.76,0.2115,0.1669999999999999,0.2684999999999999,0.2584999999999999,0.5795,0.191,0.1505,0.1952499999999999,0.16225,0.26775,0.05125,0.1267499999999999,0.254,0.1955,0.27125,0.2674999999999999,0.21625,0.1297499999999999,0.293,0.131,0.063,0.0857499999999999,0.191,0.15725,0.17875,0.245,0.1659999999999999,0.11225,0.0627499999999999,0.1505,0.0949999999999999,0.059,0.21575,0.266,0.626,0.16475,0.146,0.0837499999999999,0.1004999999999999,0.14675,0.069,0.11575,0.22025,0.1089999999999999,0.05375,0.1215,0.125,0.069,0.1069999999999999,0.082,0.178,0.133,0.11175,0.1084999999999999,0.066,0.1604999999999999,0.25025,0.04475,0.0895,0.08875,0.125,0.0712499999999999,0.09425,0.1367499999999999,0.1352499999999999,0.305,0.12375,0.0579999999999999,0.189,0.16425,0.1912499999999999,0.1195,0.076,0.2175,0.25875,0.0915,0.0579999999999999,0.03375,0.0775,0.0999999999999999,0.11725,0.16475,0.1405,0.09,0.06225,0.09875,0.0559999999999999,0.03875,0.0635,0.05325,0.0439999999999999,0.05375,0.0292499999999999,0.03225,0.0822499999999999,0.031,0.0295,0.09625,0.09575,0.05025,0.11125,0.0374999999999999,0.083,0.0519999999999999,0.0369999999999999,0.0195,0.024,0.024,0.0414999999999999,0.0262499999999999,0.0484999999999999,0.0207499999999999,0.0275,0.0424999999999999,0.1372499999999999,0.031,0.0394999999999999,0.0265,0.0409999999999999,0.0135
Russian Ark (Russkiy Kovcheg) (2002),0.8585,0.8585,0.71525,0.7889999999999999,0.845,0.845,0.77075,0.77075,0.611,0.53125,0.71175,0.213,0.4549999999999999,0.4609999999999999,0.3015,0.4024999999999999,0.4692499999999999,0.32675,0.3475,0.3685,0.32125,0.25325,0.1907499999999999,0.42425,0.34275,0.175,0.258,0.2945,0.16775,0.3495,0.15575,0.24125,0.3285,0.27325,0.20925,0.153,0.43625,0.194,0.186,0.0559999999999999,0.845,0.50975,0.20775,0.078,0.1619999999999999,0.294,0.30625,0.50125,0.0815,0.141,0.1669999999999999,0.8125,0.1865,0.092,0.0797499999999999,0.17275,0.0832499999999999,0.1352499999999999,0.0827499999999999,0.089,0.18025,0.611,0.1525,0.08975,0.2015,0.1624999999999999,0.09375,0.11125,0.1335,0.18375,0.1014999999999999,0.1272499999999999,0.11425,0.0999999999999999,0.1044999999999999,0.2022499999999999,0.065,0.11925,0.1475,0.123,0.0797499999999999,0.12325,0.0835,0.19,0.09325,0.082,0.05125,0.0752499999999999,0.0747499999999999,0.072,0.1169999999999999,0.0479999999999999,0.0474999999999999,0.073,0.0745,0.09875,0.03075,0.10925,0.0662499999999999,0.0539999999999999,0.071,0.05925,0.0822499999999999,0.04025,0.0827499999999999,0.0822499999999999,0.064,0.0295,0.08625,0.14125,0.0384999999999999,0.15575,0.0695,0.10775,0.1362499999999999,0.078,0.03625,0.05025,0.0292499999999999,0.10525,0.0374999999999999,0.0247499999999999,0.04275,0.0725,0.0675,0.04975,0.0559999999999999,0.0235,0.04875,0.04025,0.04225,0.04825,0.0287499999999999,0.0782499999999999,0.03775,0.0287499999999999,0.0282499999999999,0.0354999999999999,0.024,0.0735,0.0464999999999999,0.0217499999999999,0.03625,0.017,0.0232499999999999,0.0359999999999999,0.0232499999999999,0.0125,0.0175
Lola (1981),0.95375,0.909,0.7355,0.909,0.728,0.8925000000000001,0.6485,0.728,0.7355,0.68875,0.65725,0.52025,0.49275,0.53075,0.52475,0.42225,0.4127499999999999,0.40425,0.21875,0.45875,0.2955,0.20875,0.60875,0.6445,0.2279999999999999,0.45175,0.2977499999999999,0.3359999999999999,0.3235,0.3017499999999999,0.276,0.2915,0.2837499999999999,0.28525,0.22525,0.56625,0.1845,0.73275,0.254,0.64825,0.73075,0.1932499999999999,0.1925,0.2345,0.411,0.1564999999999999,0.18175,0.4499999999999999,0.2754999999999999,0.362,0.1245,0.0595,0.17375,0.1252499999999999,0.51725,0.26575,0.26975,0.09375,0.34175,0.35,0.0615,0.1619999999999999,0.23675,0.15425,0.138,0.1564999999999999,0.271,0.15525,0.37775,0.26575,0.1634999999999999,0.0732499999999999,0.082,0.14,0.05225,0.04675,0.0994999999999999,0.12125,0.11575,0.12325,0.1579999999999999,0.14,0.0979999999999999,0.03025,0.3035,0.0544999999999999,0.1882499999999999,0.05225,0.155,0.15925,0.05275,0.8467499999999999,0.1355,0.077,0.14075,0.09525,0.0167499999999999,0.241,0.04925,0.0574999999999999,0.09475,0.2329999999999999,0.0944999999999999,0.409,0.12025,0.14725,0.1907499999999999,0.04575,0.1805,0.04775,0.04725,0.0464999999999999,0.16325,0.0765,0.0852499999999999,0.04975,0.05825,0.04225,0.0394999999999999,0.05975,0.1252499999999999,0.03425,0.1024999999999999,0.1014999999999999,0.0534999999999999,0.05925,0.0687499999999999,0.08825,0.09725,0.0655,0.0667499999999999,0.04575,0.0217499999999999,0.0265,0.021,0.16425,0.1659999999999999,0.028,0.0695,0.02975,0.03575,0.0212499999999999,0.152,0.03425,0.0147499999999999,0.027,0.018,0.0354999999999999,0.0747499999999999
Good Work (Beau travail) (1999),0.92675,0.92675,0.9065,0.92675,0.92175,0.8365,0.8085,0.8085,0.56375,0.4615,0.51825,0.4365,0.218,0.1674999999999999,0.5665,0.71575,0.40025,0.3265,0.1455,0.36875,0.21575,0.3017499999999999,0.1669999999999999,0.3175,0.45375,0.71575,0.2289999999999999,0.3095,0.21425,0.16175,0.3105,0.271,0.29225,0.1895,0.29825,0.53075,0.3585,0.10725,0.12075,0.21575,0.1967499999999999,0.34775,0.134,0.35475,0.41425,0.176,0.1074999999999999,0.26975,0.2957499999999999,0.08625,0.7709999999999999,0.344,0.1049999999999999,0.10625,0.0742499999999999,0.183,0.1372499999999999,0.10425,0.092,0.11325,0.0842499999999999,0.1185,0.119,0.06175,0.0842499999999999,0.1039999999999999,0.275,0.10275,0.18575,0.1525,0.0765,0.1365,0.1139999999999999,0.85775,0.4157499999999999,0.10325,0.09525,0.0999999999999999,0.05925,0.0384999999999999,0.0484999999999999,0.11325,0.04925,0.1169999999999999,0.063,0.0349999999999999,0.15925,0.16125,0.0727499999999999,0.0707499999999999,0.05275,0.1415,0.0737499999999999,0.434,0.05725,0.0697499999999999,0.1139999999999999,0.2574999999999999,0.05475,0.082,0.0737499999999999,0.128,0.1235,0.0757499999999999,0.0459999999999999,0.06175,0.08725,0.09675,0.03675,0.05875,0.017,0.1312499999999999,0.0544999999999999,0.0544999999999999,0.128,0.04225,0.0394999999999999,0.0394999999999999,0.0162499999999999,0.0374999999999999,0.0207499999999999,0.0215,0.0379999999999999,0.0782499999999999,0.0722499999999999,0.067,0.09725,0.0107499999999999,0.05075,0.0275,0.0324999999999999,0.0374999999999999,0.03875,0.014,0.0152499999999999,0.0195,0.05425,0.04525,0.0157499999999999,0.03225,0.0265,0.014,0.0137499999999999,0.0227499999999999,0.0082499999999999,0.009,0.0175,0.0095,0.011
Blackboards (Takhté Siah) (2000),0.90875,0.9005000000000001,0.84625,0.90875,0.90875,0.7825,0.9005000000000001,0.88025,0.3592499999999999,0.3722499999999999,0.477,0.527,0.33875,0.14425,0.84175,0.239,0.3692499999999999,0.548,0.3592499999999999,0.53125,0.217,0.16875,0.0399999999999999,0.15875,0.1195,0.0964999999999999,0.17275,0.30025,0.153,0.09575,0.0549999999999999,0.1569999999999999,0.43625,0.15875,0.16225,0.27,0.27475,0.24575,0.0949999999999999,0.291,0.76,0.0369999999999999,0.1765,0.3615,0.274,0.17475,0.1997499999999999,0.0504999999999999,0.061,0.10375,0.2165,0.217,0.1735,0.0324999999999999,0.0419999999999999,0.542,0.143,0.04375,0.14175,0.0712499999999999,0.1305,0.0275,0.183,0.0272499999999999,0.1287499999999999,0.09625,0.0792499999999999,0.0722499999999999,0.1875,0.133,0.0305,0.04225,0.1009999999999999,0.03625,0.15575,0.02975,0.04875,0.08625,0.04025,0.03475,0.0807499999999999,0.12175,0.0509999999999999,0.34575,0.152,0.1044999999999999,0.0584999999999999,0.48375,0.0727499999999999,0.03575,0.0429999999999999,0.04675,0.3265,0.1362499999999999,0.0262499999999999,0.1129999999999999,0.0257499999999999,0.0675,0.0757499999999999,0.0207499999999999,0.04725,0.09325,0.0549999999999999,0.0117499999999999,0.0225,0.03225,0.05775,0.0817499999999999,0.0314999999999999,0.03725,0.0292499999999999,0.0459999999999999,0.067,0.0504999999999999,0.05625,0.0509999999999999,0.0122499999999999,0.0177499999999999,0.0339999999999999,0.023,0.0165,0.0152499999999999,0.03225,0.174,0.0107499999999999,0.0737499999999999,0.04375,0.005,0.0384999999999999,0.0265,0.0127499999999999,0.0142499999999999,0.0175,0.0122499999999999,0.0257499999999999,0.0285,0.012,0.0232499999999999,0.0087499999999999,0.04625,0.026,0.008,0.0242499999999999,0.0262499999999999,0.0085,0.008,0.0067499999999999,0.018,0.0042499999999999
"Son, The (Le fils) (2002)",0.99075,0.99075,0.99075,0.83375,0.68475,0.8485,0.68475,0.68475,0.569,0.5565,0.675,0.3165,0.50325,0.3015,0.542,0.53025,0.4165,0.4509999999999999,0.3525,0.56475,0.23275,0.377,0.2955,0.259,0.14875,0.53325,0.18425,0.3369999999999999,0.1975,0.3844999999999999,0.15175,0.20675,0.236,0.1725,0.22675,0.2189999999999999,0.253,0.0735,0.23275,0.1397499999999999,0.1089999999999999,0.4905,0.236,0.31225,0.2254999999999999,0.1982499999999999,0.1395,0.1927499999999999,0.1159999999999999,0.0544999999999999,0.32775,0.2264999999999999,0.18125,0.1305,0.17275,0.1805,0.143,0.078,0.1579999999999999,0.085,0.1059999999999999,0.067,0.14225,0.071,0.1265,0.1402499999999999,0.39325,0.2554999999999999,0.142,0.06075,0.088,0.141,0.235,0.074,0.257,0.0767499999999999,0.0635,0.11175,0.08875,0.085,0.152,0.09175,0.1402499999999999,0.1664999999999999,0.0805,0.0504999999999999,0.04075,0.1139999999999999,0.143,0.081,0.1307499999999999,0.10475,0.0519999999999999,0.062,0.0692499999999999,0.1079999999999999,0.0444999999999999,0.0712499999999999,0.123,0.08775,0.576,0.04275,0.212,0.081,0.0285,0.031,0.0255,0.0925,0.1917499999999999,0.14525,0.05375,0.06075,0.0657499999999999,0.0707499999999999,0.0334999999999999,0.0815,0.03575,0.0847499999999999,0.04625,0.05075,0.03325,0.0232499999999999,0.04075,0.04925,0.05675,0.0484999999999999,0.0305,0.04025,0.0212499999999999,0.08,0.0815,0.0252499999999999,0.023,0.0157499999999999,0.03475,0.0479999999999999,0.0489999999999999,0.0404999999999999,0.0225,0.04875,0.0655,0.0182499999999999,0.03175,0.0652499999999999,0.0245,0.0262499999999999,0.0142499999999999,0.03725,0.0102499999999999
"American Friend, The (Amerikanische Freund, Der) (1977)",0.95075,0.9335,0.95025,0.95075,0.95025,0.95075,0.6775,0.6435,0.8939999999999999,0.6435,0.612,0.8002499999999999,0.4375,0.39675,0.4842499999999999,0.415,0.40075,0.4945,0.4177499999999999,0.387,0.38675,0.1905,0.39675,0.28925,0.0865,0.2022499999999999,0.55975,0.381,0.54,0.288,0.53125,0.23275,0.12475,0.3964999999999999,0.3107499999999999,0.238,0.179,0.64275,0.22925,0.1765,0.17525,0.7345,0.1975,0.46625,0.36075,0.2415,0.09975,0.124,0.09875,0.068,0.32075,0.10475,0.2365,0.073,0.1114999999999999,0.178,0.22675,0.08625,0.2015,0.3645,0.03325,0.0857499999999999,0.16225,0.15275,0.1114999999999999,0.189,0.52075,0.05975,0.0845,0.18475,0.178,0.16425,0.0827499999999999,0.03725,0.092,0.0964999999999999,0.0662499999999999,0.0939999999999999,0.11325,0.156,0.121,0.18725,0.09175,0.0765,0.179,0.123,0.131,0.0449999999999999,0.073,0.0672499999999999,0.05875,0.0757499999999999,0.11025,0.0745,0.0994999999999999,0.41725,0.078,0.03975,0.0925,0.0655,0.05575,0.0687499999999999,0.0905,0.0787499999999999,0.11225,0.0672499999999999,0.2395,0.1164999999999999,0.0544999999999999,0.1252499999999999,0.0157499999999999,0.15175,0.0852499999999999,0.05325,0.0509999999999999,0.06175,0.04725,0.078,0.1495,0.04625,0.14275,0.03325,0.03625,0.0569999999999999,0.0374999999999999,0.0554999999999999,0.0615,0.0177499999999999,0.0549999999999999,0.0287499999999999,0.05075,0.0292499999999999,0.023,0.0177499999999999,0.0257499999999999,0.0655,0.0687499999999999,0.0569999999999999,0.04175,0.05075,0.0324999999999999,0.05075,0.09775,0.0237499999999999,0.0305,0.0202499999999999,0.08825,0.0162499999999999,0.0087499999999999
Band of Outsiders (Bande à part) (1964),0.98475,0.966,0.9115,0.88025,0.8899999999999999,0.8899999999999999,0.9115,0.6375,0.673,0.59875,0.69,0.71225,0.618,0.66675,0.23325,0.371,0.40725,0.8580000000000001,0.8447499999999999,0.39175,0.27775,0.17875,0.4075,0.71775,0.11775,0.66775,0.54525,0.3169999999999999,0.58225,0.23225,0.27925,0.22075,0.26475,0.1589999999999999,0.3195,0.29325,0.2145,0.1882499999999999,0.18675,0.2987499999999999,0.22325,0.3425,0.66675,0.18625,0.3305,0.1465,0.0885,0.0615,0.11675,0.12475,0.5915,0.146,0.3097499999999999,0.22675,0.1709999999999999,0.42925,0.0752499999999999,0.087,0.2455,0.0974999999999999,0.0379999999999999,0.15075,0.21075,0.26425,0.14875,0.42925,0.11125,0.09225,0.0817499999999999,0.1694999999999999,0.42925,0.17675,0.0785,0.0574999999999999,0.1907499999999999,0.1029999999999999,0.0964999999999999,0.076,0.1272499999999999,0.59875,0.08675,0.61575,0.1245,0.1609999999999999,0.1465,0.0807499999999999,0.20375,0.2294999999999999,0.1019999999999999,0.11025,0.06,0.0984999999999999,0.05725,0.20325,0.1235,0.15475,0.0782499999999999,0.09025,0.078,0.2095,0.1094999999999999,0.1014999999999999,0.0825,0.0885,0.15975,0.092,0.11275,0.0344999999999999,0.1154999999999999,0.0712499999999999,0.1515,0.22175,0.10325,0.068,0.0615,0.15625,0.074,0.05875,0.0287499999999999,0.0524999999999999,0.0857499999999999,0.10425,0.023,0.1385,0.04025,0.14,0.06175,0.04625,0.04575,0.0319999999999999,0.126,0.02975,0.0262499999999999,0.0215,0.0885,0.03725,0.0212499999999999,0.04725,0.0449999999999999,0.0285,0.03325,0.0359999999999999,0.08,0.0305,0.0242499999999999,0.03625,0.0217499999999999,0.0147499999999999,0.0102499999999999
"Simple-Minded Murder, The (Enfaldige mördaren, Den) (1982)",0.9005000000000001,0.891,0.8672500000000001,0.8865000000000001,0.8865000000000001,0.891,0.60025,0.8587499999999999,0.8234999999999999,0.8647499999999999,0.6025,0.368,0.8234999999999999,0.7375,0.4732499999999999,0.42525,0.41225,0.47475,0.58125,0.46825,0.3289999999999999,0.64175,0.17325,0.20925,0.2614999999999999,0.14075,0.3535,0.3129999999999999,0.9005000000000001,0.0944999999999999,0.15375,0.186,0.11325,0.2105,0.128,0.15775,0.192,0.282,0.22475,0.20375,0.1912499999999999,0.064,0.22025,0.128,0.1495,0.192,0.0842499999999999,0.03575,0.26575,0.1515,0.22275,0.1735,0.2329999999999999,0.11825,0.1109999999999999,0.09675,0.33125,0.11725,0.1649999999999999,0.075,0.1609999999999999,0.05175,0.37775,0.0712499999999999,0.1355,0.11875,0.266,0.066,0.33775,0.09875,0.06175,0.06225,0.0925,0.0112499999999999,0.0235,0.03725,0.05225,0.1109999999999999,0.0949999999999999,0.1584999999999999,0.3095,0.10125,0.0514999999999999,0.27975,0.192,0.074,0.21125,0.576,0.0697499999999999,0.026,0.0615,0.09625,0.087,0.0197499999999999,0.05725,0.1594999999999999,0.0075,0.03375,0.23275,0.05875,0.20725,0.05325,0.14275,0.0205,0.0424999999999999,0.0185,0.026,0.0672499999999999,0.0379999999999999,0.241,0.0765,0.0152499999999999,0.0489999999999999,0.0722499999999999,0.0265,0.0334999999999999,0.14925,0.03175,0.2209999999999999,0.0305,0.012,0.0469999999999999,0.0675,0.0265,0.0197499999999999,0.0115,0.03125,0.0147499999999999,0.028,0.03,0.012,0.0615,0.0185,0.0137499999999999,0.0135,0.013,0.0237499999999999,0.0324999999999999,0.023,0.03075,0.0132499999999999,0.0097499999999999,0.007,0.0177499999999999,0.0152499999999999,0.0137499999999999,0.0117499999999999,0.0424999999999999,0.004
Blind Chance (Przypadek) (1981),0.97475,0.8892500000000001,0.8280000000000001,0.8892500000000001,0.7925,0.8242499999999999,0.62525,0.7842499999999999,0.62775,0.61325,0.71675,0.3425,0.889,0.4419999999999999,0.68275,0.41325,0.43875,0.2365,0.483,0.6725,0.4742499999999999,0.5475,0.2674999999999999,0.33225,0.23675,0.17525,0.31375,0.3502499999999999,0.525,0.25075,0.1892499999999999,0.3,0.2987499999999999,0.22625,0.17425,0.1932499999999999,0.14975,0.14725,0.20975,0.2027499999999999,0.56725,0.1952499999999999,0.21975,0.511,0.2644999999999999,0.177,0.124,0.33725,0.6515,0.10025,0.14475,0.0885,0.24175,0.136,0.16575,0.12175,0.2165,0.2105,0.25475,0.2734999999999999,0.1982499999999999,0.1094999999999999,0.1235,0.23875,0.20475,0.1139999999999999,0.40275,0.122,0.2249999999999999,0.14725,0.148,0.15775,0.1882499999999999,0.0369999999999999,0.0675,0.24225,0.0795,0.1245,0.142,0.153,0.29225,0.0939999999999999,0.09275,0.3742499999999999,0.0579999999999999,0.1159999999999999,0.143,0.26675,0.15675,0.0837499999999999,0.04825,0.10425,0.05825,0.03675,0.0795,0.1084999999999999,0.1295,0.10525,0.08925,0.0999999999999999,0.0715,0.06025,0.1169999999999999,0.48475,0.2045,0.0742499999999999,0.10675,0.1169999999999999,0.29125,0.076,0.074,0.1679999999999999,0.0812499999999999,0.0999999999999999,0.03275,0.0464999999999999,0.0424999999999999,0.0449999999999999,0.10275,0.0509999999999999,0.0569999999999999,0.0172499999999999,0.04075,0.0449999999999999,0.0524999999999999,0.03925,0.05375,0.1124999999999999,0.151,0.0539999999999999,0.022,0.0504999999999999,0.17725,0.0292499999999999,0.023,0.03075,0.073,0.0215,0.0414999999999999,0.04025,0.0389999999999999,0.0255,0.0434999999999999,0.029,0.014,0.0247499999999999,0.0225,0.0202499999999999,0.0097499999999999
