movieId,original,greed,drama,islam,culture clash,weird,melancholic,good,runaway,wartime,vengeance,sacrifice,independent film,period piece,mentor,betrayal,dialogue,prejudice,drinking,adaptation,catastrophe,life & death,pornography,unlikely friendships,light,british,death,surveillance,life philosophy,not funny,childhood,transformation,nudity (full frontal - brief),women,censorship,very funny,film noir,1930s,survival,chase,fantasy world,quirky,family,weapons,absurd,dysfunctional family,predictable,fight scenes,first contact,queer,bollywood,too long,sexy,hospital,camp,stereotypes,fun movie,russian,creativity,underrated,irish accent,rebellion,good music,doctors,classic car,multiple storylines,teen movie,writers,small town,hotel,brothers,indians,divorce,prison,interracial romance,tokyo,farce,memory,computer animation,nudity (topless - brief),finnish,french,alternate history,atheism,simple,road movie,alter ego,documentary,blindness,california,awesome soundtrack,god,new jersey,race,directorial debut,dreams,ensemble cast,radio,adoption,wilderness,island,desert,workplace,addiction,pulp,nudity (rear),oil,best of 2005,hunting,made for tv,stand-up comedy,lawyer,stoner movie,mad scientist,notable nudity,texas,internet,australia,potential oscar nom,wine,immortality,cancer,foul language,prostitution,new york city,80s,father daughter relationship,hip hop,kidnapping,graphic novel,trilogy,time,kick-butt women,san francisco,homeless,fashion,robert downey jr,no plot,too short,snakes,reality tv,ghosts/afterlife,single father,goth,unlikeable characters,shopping,los angeles,buddy movie,remake
"Bounty, The (1984)",0.7929999999999999,0.7605,0.94825,0.91375,0.94825,0.715,0.715,0.94825,0.94825,0.138,0.715,0.91375,0.3774999999999999,0.9335,0.7355,0.58125,0.46475,0.70875,0.31725,0.64475,0.48675,0.261,0.41925,0.33175,0.2855,0.53175,0.16825,0.33275,0.3017499999999999,0.353,0.18525,0.4065,0.374,0.1972499999999999,0.2704999999999999,0.26,0.123,0.21675,0.53475,0.27625,0.4345,0.16325,0.197,0.28225,0.10175,0.17025,0.3425,0.33275,0.2935,0.1277499999999999,0.33175,0.1985,0.32875,0.1109999999999999,0.1094999999999999,0.14475,0.30825,0.10975,0.2105,0.408,0.243,0.73,0.1357499999999999,0.25675,0.21775,0.18225,0.1505,0.1342499999999999,0.09275,0.11325,0.1074999999999999,0.50675,0.04925,0.09125,0.1154999999999999,0.0835,0.07,0.16725,0.197,0.1975,0.0235,0.0479999999999999,0.241,0.22125,0.1295,0.0792499999999999,0.21025,0.03075,0.13,0.1355,0.1357499999999999,0.20875,0.2015,0.1275,0.1039999999999999,0.1009999999999999,0.074,0.0665,0.059,0.3329999999999999,0.8085,0.257,0.0672499999999999,0.0732499999999999,0.11675,0.33325,0.05475,0.1034999999999999,0.0964999999999999,0.23375,0.0765,0.084,0.0905,0.2229999999999999,0.2025,0.10125,0.0682499999999999,0.23225,0.073,0.0319999999999999,0.09875,0.05575,0.1139999999999999,0.0615,0.0762499999999999,0.21375,0.071,0.0334999999999999,0.05725,0.0822499999999999,0.0925,0.1044999999999999,0.0944999999999999,0.0399999999999999,0.0494999999999999,0.03875,0.1342499999999999,0.03675,0.093,0.1185,0.0285,0.0399999999999999,0.0364999999999999,0.0285,0.05075,0.0125,0.04775,0.04175,0.2289999999999999
Born on the Fourth of July (1989),0.7805,0.774,0.957,0.98325,0.957,0.63375,0.63375,0.957,0.957,0.98325,0.7635000000000001,0.98325,0.5975,0.60525,0.8365,0.6695,0.39825,0.7375,0.44275,0.667,0.45875,0.32775,0.607,0.412,0.21225,0.1392499999999999,0.35275,0.34175,0.2977499999999999,0.31525,0.3904999999999999,0.3635,0.5065,0.45175,0.52225,0.371,0.09075,0.1277499999999999,0.3155,0.26275,0.2887499999999999,0.2175,0.32625,0.4317499999999999,0.21125,0.1902499999999999,0.2465,0.4725,0.23725,0.1624999999999999,0.0852499999999999,0.269,0.25375,0.55075,0.23275,0.31325,0.2249999999999999,0.1069999999999999,0.15675,0.3385,0.14475,0.2734999999999999,0.1347499999999999,0.4992499999999999,0.1987499999999999,0.1902499999999999,0.21775,0.15125,0.26875,0.139,0.2724999999999999,0.20875,0.0842499999999999,0.135,0.1445,0.1589999999999999,0.10325,0.0875,0.1495,0.254,0.0964999999999999,0.03825,0.30225,0.09125,0.2175,0.2395,0.15425,0.069,0.2254999999999999,0.22125,0.1584999999999999,0.09125,0.1649999999999999,0.192,0.15775,0.14475,0.1144999999999999,0.25,0.11275,0.20575,0.173,0.508,0.0777499999999999,0.1624999999999999,0.119,0.22825,0.10175,0.1495,0.125,0.05225,0.1262499999999999,0.08725,0.2005,0.18425,0.23525,0.20525,0.0725,0.14575,0.0802499999999999,0.0499999999999999,0.03375,0.08675,0.21075,0.1275,0.10175,0.3339999999999999,0.04525,0.068,0.0509999999999999,0.10225,0.1059999999999999,0.09675,0.05775,0.065,0.1089999999999999,0.03625,0.1892499999999999,0.03475,0.05125,0.0454999999999999,0.03875,0.0925,0.03025,0.04075,0.0569999999999999,0.0324999999999999,0.0692499999999999,0.1129999999999999,0.03375
Hope and Glory (1987),0.7669999999999999,0.7285,0.7285,0.821,0.7285,0.6545,0.8285,0.7285,0.78,0.99625,0.7285,0.821,0.543,0.954,0.51875,0.44425,0.409,0.4962499999999999,0.4317499999999999,0.46525,0.57,0.32725,0.3215,0.67275,0.44725,0.96175,0.38675,0.3045,0.23975,0.308,0.8727499999999999,0.33975,0.407,0.3159999999999999,0.1397499999999999,0.4892499999999999,0.17975,0.25075,0.38025,0.3075,0.3065,0.30625,0.72475,0.23425,0.493,0.4629999999999999,0.33475,0.269,0.18425,0.39125,0.1629999999999999,0.10575,0.21,0.17925,0.25825,0.25525,0.3239999999999999,0.10025,0.208,0.2224999999999999,0.17325,0.1897499999999999,0.24125,0.1159999999999999,0.17875,0.2365,0.41025,0.12475,0.23975,0.119,0.18525,0.21325,0.14975,0.1069999999999999,0.1855,0.26675,0.3165,0.3385,0.50575,0.1917499999999999,0.118,0.075,0.11975,0.069,0.1335,0.0925,0.1515,0.0595,0.1255,0.1272499999999999,0.31475,0.0484999999999999,0.09925,0.0984999999999999,0.186,0.10625,0.17275,0.1525,0.17925,0.09775,0.1835,0.10075,0.0745,0.1159999999999999,0.11025,0.10825,0.3435,0.0949999999999999,0.05775,0.0762499999999999,0.0797499999999999,0.0215,0.0984999999999999,0.09575,0.17125,0.08675,0.066,0.254,0.1114999999999999,0.04575,0.0344999999999999,0.04075,0.135,0.064,0.0692499999999999,0.1372499999999999,0.1357499999999999,0.0364999999999999,0.06,0.03275,0.0795,0.14375,0.0722499999999999,0.04675,0.1397499999999999,0.0637499999999999,0.04475,0.0702499999999999,0.03075,0.09975,0.0539999999999999,0.0715,0.1545,0.0334999999999999,0.0469999999999999,0.0237499999999999,0.0187499999999999,0.0414999999999999,0.0155
Triumph of the Will (Triumph des Willens) (1934),0.9365,0.714,0.6395,0.979,0.714,0.74875,0.74875,0.6395,0.714,0.979,0.5005,0.979,0.33625,0.9365,0.38275,0.2907499999999999,0.714,0.6575,0.3492499999999999,0.32775,0.47,0.24925,0.718,0.193,0.651,0.26075,0.2385,0.23775,0.33375,0.3419999999999999,0.21425,0.257,0.218,0.21875,0.718,0.36175,0.651,0.7865,0.1134999999999999,0.22575,0.1815,0.25825,0.15225,0.15675,0.279,0.1947499999999999,0.3065,0.2175,0.21125,0.29125,0.085,0.26925,0.24825,0.0682499999999999,0.35875,0.1644999999999999,0.2289999999999999,0.1967499999999999,0.27225,0.134,0.1644999999999999,0.1362499999999999,0.2017499999999999,0.1144999999999999,0.2355,0.2664999999999999,0.16975,0.08975,0.1599999999999999,0.4367499999999999,0.1079999999999999,0.15875,0.16725,0.0767499999999999,0.1902499999999999,0.131,0.25825,0.1699999999999999,0.1455,0.08825,0.22475,0.09575,0.128,0.16325,0.17225,0.11975,0.121,0.72375,0.1332499999999999,0.1785,0.1129999999999999,0.16975,0.0875,0.1574999999999999,0.16325,0.1355,0.08825,0.11675,0.05125,0.1589999999999999,0.149,0.04925,0.10325,0.10525,0.1119999999999999,0.05075,0.1252499999999999,0.1139999999999999,0.09125,0.0667499999999999,0.0579999999999999,0.05175,0.15175,0.0989999999999999,0.1315,0.0964999999999999,0.14925,0.0484999999999999,0.0665,0.04625,0.0727499999999999,0.03275,0.0519999999999999,0.05675,0.0632499999999999,0.06125,0.0469999999999999,0.03575,0.0324999999999999,0.05975,0.0262499999999999,0.0875,0.10925,0.0777499999999999,0.0225,0.0795,0.0534999999999999,0.0722499999999999,0.0504999999999999,0.0969999999999999,0.09175,0.0257499999999999,0.02,0.04775,0.0212499999999999,0.03875,0.0579999999999999,0.0379999999999999,0.0147499999999999
Twelve O'Clock High (1949),0.8819999999999999,0.8819999999999999,0.99675,0.8282499999999999,0.849,0.74725,0.74375,0.8819999999999999,0.849,0.97925,0.6955,0.8282499999999999,0.66575,0.6385,0.744,0.3804999999999999,0.56575,0.68175,0.64125,0.4307499999999999,0.532,0.26575,0.29725,0.533,0.64525,0.6385,0.26275,0.31875,0.347,0.3562499999999999,0.51475,0.39225,0.30525,0.14675,0.10375,0.22975,0.58575,0.419,0.4882499999999999,0.3075,0.22475,0.145,0.2415,0.40325,0.22225,0.18625,0.1755,0.32625,0.185,0.1825,0.0782499999999999,0.2194999999999999,0.131,0.43425,0.24125,0.3894999999999999,0.254,0.189,0.129,0.23925,0.27375,0.1084999999999999,0.28325,0.1337499999999999,0.15725,0.20425,0.3605,0.1154999999999999,0.20525,0.133,0.10825,0.14725,0.10475,0.1154999999999999,0.25475,0.1225,0.10475,0.143,0.21525,0.0805,0.1029999999999999,0.05225,0.1599999999999999,0.0665,0.15375,0.11725,0.16375,0.03575,0.11875,0.126,0.1925,0.0479999999999999,0.1169999999999999,0.15325,0.082,0.0642499999999999,0.496,0.191,0.1855,0.085,0.17325,0.2604999999999999,0.10025,0.075,0.0747499999999999,0.1584999999999999,0.2239999999999999,0.22875,0.066,0.0994999999999999,0.063,0.17575,0.068,0.1099999999999999,0.126,0.082,0.129,0.0635,0.0509999999999999,0.0454999999999999,0.1604999999999999,0.0509999999999999,0.3095,0.04125,0.077,0.0642499999999999,0.06175,0.05675,0.0314999999999999,0.0137499999999999,0.05225,0.11775,0.04075,0.1305,0.029,0.05525,0.04275,0.03675,0.0627499999999999,0.088,0.0349999999999999,0.03425,0.04075,0.0439999999999999,0.0434999999999999,0.062,0.03925,0.0667499999999999,0.0212499999999999
Catch-22 (1970),0.7582500000000001,0.65725,0.68,0.7395,0.65725,0.9245,0.65725,0.53425,0.53425,0.9235,0.61825,0.7395,0.621,0.1795,0.58075,0.46125,0.665,0.44275,0.398,0.9835,0.4435,0.57375,0.67125,0.2035,0.4185,0.26975,0.414,0.4085,0.381,0.276,0.2125,0.36075,0.4629999999999999,0.2385,0.34025,0.46725,0.11175,0.15725,0.21,0.3037499999999999,0.4034999999999999,0.621,0.1335,0.23125,0.74625,0.3682499999999999,0.369,0.20325,0.23575,0.1962499999999999,0.0782499999999999,0.218,0.278,0.2329999999999999,0.17725,0.25325,0.2115,0.09125,0.296,0.392,0.1745,0.40225,0.17975,0.24075,0.2229999999999999,0.36975,0.1352499999999999,0.3265,0.1574999999999999,0.245,0.09825,0.1139999999999999,0.1235,0.1129999999999999,0.1362499999999999,0.0822499999999999,0.3692499999999999,0.1475,0.1387499999999999,0.2744999999999999,0.0662499999999999,0.05175,0.1255,0.11375,0.0905,0.1805,0.1892499999999999,0.05125,0.0925,0.1765,0.17975,0.0424999999999999,0.1079999999999999,0.0812499999999999,0.17825,0.182,0.70525,0.0795,0.08625,0.1609999999999999,0.32775,0.17925,0.125,0.2284999999999999,0.1415,0.2594999999999999,0.0554999999999999,0.23275,0.0685,0.0785,0.0742499999999999,0.04925,0.2594999999999999,0.091,0.2299999999999999,0.0637499999999999,0.0682499999999999,0.0534999999999999,0.0817499999999999,0.04875,0.05475,0.0464999999999999,0.10475,0.1495,0.0682499999999999,0.0579999999999999,0.04775,0.0544999999999999,0.0785,0.05575,0.061,0.03575,0.05775,0.0579999999999999,0.0419999999999999,0.04875,0.11425,0.0615,0.0295,0.0499999999999999,0.05525,0.0772499999999999,0.0192499999999999,0.09175,0.132,0.0595,0.05325,0.0409999999999999,0.0182499999999999
Lumumba (2000),0.982,0.69025,0.6565,0.9875,0.6565,0.7677499999999999,0.7677499999999999,0.96825,0.552,0.4375,0.6565,0.83725,0.65575,0.982,0.7722500000000001,0.721,0.2857499999999999,0.43625,0.28425,0.38175,0.412,0.21075,0.60825,0.3229999999999999,0.552,0.087,0.20475,0.63075,0.22975,0.38175,0.1855,0.33125,0.33425,0.2185,0.8165,0.1845,0.552,0.14,0.0637499999999999,0.144,0.2319999999999999,0.3425,0.0765,0.12175,0.2254999999999999,0.1235,0.1405,0.14925,0.1942499999999999,0.3575,0.50575,0.11425,0.1277499999999999,0.1159999999999999,0.1957499999999999,0.084,0.0752499999999999,0.3355,0.1059999999999999,0.141,0.2017499999999999,0.1912499999999999,0.0885,0.0772499999999999,0.1735,0.1887499999999999,0.14575,0.123,0.18325,0.17825,0.2,0.12275,0.0444999999999999,0.09925,0.073,0.2135,0.213,0.0762499999999999,0.1169999999999999,0.0414999999999999,0.4257499999999999,0.0895,0.1069999999999999,0.0675,0.131,0.1149999999999999,0.05675,0.6965,0.0349999999999999,0.059,0.0642499999999999,0.22725,0.146,0.05875,0.09,0.20425,0.03925,0.0344999999999999,0.153,0.1295,0.0925,0.0285,0.11925,0.1377499999999999,0.10125,0.0499999999999999,0.2075,0.09575,0.05925,0.1475,0.11125,0.0444999999999999,0.15525,0.05425,0.079,0.11125,0.143,0.205,0.0735,0.21775,0.0715,0.0369999999999999,0.0222499999999999,0.04675,0.0282499999999999,0.06,0.0464999999999999,0.2925,0.04475,0.03275,0.0282499999999999,0.03525,0.0832499999999999,0.0235,0.04475,0.0157499999999999,0.0745,0.10725,0.0245,0.0142499999999999,0.0182499999999999,0.0255,0.02,0.0235,0.0287499999999999,0.015,0.025,0.0132499999999999,0.0055
"Lion in Winter, The (1968)",0.9475,0.91875,0.90675,0.9475,0.90675,0.8592500000000001,0.91875,0.8592500000000001,0.90675,0.119,0.76075,0.694,0.5685,0.9695,0.4317499999999999,0.72775,0.90825,0.3794999999999999,0.486,0.5745,0.47275,0.294,0.58275,0.18175,0.8085,0.942,0.249,0.4127499999999999,0.3107499999999999,0.3572499999999999,0.3455,0.3984999999999999,0.25925,0.16375,0.27875,0.6825,0.308,0.2947499999999999,0.1019999999999999,0.3542499999999999,0.22475,0.475,0.54375,0.26125,0.587,0.81325,0.2135,0.27375,0.31975,0.3309999999999999,0.11275,0.26,0.4315,0.1265,0.10725,0.1069999999999999,0.28225,0.0529999999999999,0.297,0.3784999999999999,0.2985,0.5555,0.26875,0.17125,0.1985,0.4085,0.1275,0.2774999999999999,0.1992499999999999,0.3087499999999999,0.24025,0.31525,0.569,0.2249999999999999,0.17525,0.1019999999999999,0.18375,0.1139999999999999,0.1375,0.1074999999999999,0.04425,0.156,0.1907499999999999,0.1584999999999999,0.14625,0.0827499999999999,0.1825,0.05675,0.1252499999999999,0.2055,0.2304999999999999,0.24875,0.0727499999999999,0.17725,0.14575,0.073,0.5425,0.03475,0.1725,0.0845,0.15475,0.11825,0.0584999999999999,0.08625,0.14175,0.0775,0.09075,0.18225,0.0742499999999999,0.2329999999999999,0.0777499999999999,0.0959999999999999,0.0745,0.15525,0.10225,0.153,0.0815,0.0805,0.154,0.1149999999999999,0.17725,0.063,0.21425,0.05575,0.1034999999999999,0.09575,0.0915,0.0329999999999999,0.09,0.0404999999999999,0.03725,0.07,0.17525,0.088,0.0285,0.09425,0.078,0.1345,0.0364999999999999,0.2875,0.03875,0.028,0.1322499999999999,0.05525,0.14175,0.0285,0.0454999999999999,0.05575,0.04025
Colonel Redl (Oberst Redl) (1985),0.99125,0.8585,0.8327500000000001,0.92475,0.8327500000000001,0.99125,0.99125,0.8327500000000001,0.8327500000000001,0.8552500000000001,0.8467499999999999,0.7455,0.8047500000000001,0.92475,0.32525,0.712,0.66025,0.26725,0.68425,0.37075,0.3934999999999999,0.26825,0.7065,0.398,0.437,0.4187499999999999,0.63675,0.64475,0.3764999999999999,0.36,0.14525,0.1604999999999999,0.34775,0.2294999999999999,0.51025,0.2269999999999999,0.533,0.244,0.05375,0.18725,0.1034999999999999,0.61575,0.0394999999999999,0.1525,0.48875,0.288,0.27375,0.119,0.2219999999999999,0.5905,0.1525,0.3017499999999999,0.434,0.21,0.04175,0.0835,0.09425,0.806,0.0827499999999999,0.05775,0.33225,0.374,0.1569999999999999,0.1277499999999999,0.16175,0.1385,0.0782499999999999,0.5905,0.10225,0.399,0.14425,0.0205,0.2997499999999999,0.1337499999999999,0.0974999999999999,0.146,0.437,0.297,0.091,0.5355,0.25925,0.08,0.1445,0.1059999999999999,0.04075,0.1435,0.09325,0.53875,0.0519999999999999,0.11075,0.0755,0.1059999999999999,0.1975,0.0145,0.05625,0.0832499999999999,0.1327499999999999,0.18175,0.031,0.0232499999999999,0.0444999999999999,0.27675,0.29825,0.5075,0.11125,0.34175,0.0692499999999999,0.0155,0.0127499999999999,0.0954999999999999,0.20975,0.1297499999999999,0.191,0.0865,0.1019999999999999,0.16725,0.04925,0.0539999999999999,0.03175,0.0539999999999999,0.0484999999999999,0.093,0.0125,0.283,0.0295,0.0595,0.0185,0.03375,0.0605,0.0107499999999999,0.17175,0.064,0.05775,0.016,0.0389999999999999,0.0235,0.0632499999999999,0.1485,0.0117499999999999,0.017,0.0295,0.023,0.0175,0.0579999999999999,0.0172499999999999,0.0172499999999999,0.0722499999999999,0.0195,0.0067499999999999
Camille Claudel (1988),0.9475,0.95675,0.9555,0.60525,0.95675,0.97325,0.95675,0.77675,0.9555,0.11325,0.62425,0.4389999999999999,0.7445,0.8407500000000001,0.4895,0.2955,0.78775,0.4915,0.52675,0.609,0.42625,0.59,0.4579999999999999,0.374,0.4519999999999999,0.22275,0.2644999999999999,0.41,0.38025,0.38975,0.36175,0.35,0.32375,0.55925,0.15775,0.22625,0.32375,0.245,0.1887499999999999,0.3105,0.2694999999999999,0.2309999999999999,0.48,0.22225,0.25,0.1962499999999999,0.21425,0.3715,0.3864999999999999,0.2475,0.2475,0.5805,0.3874999999999999,0.183,0.05725,0.17825,0.16275,0.15675,0.637,0.426,0.25775,0.1659999999999999,0.2249999999999999,0.27125,0.52525,0.1825,0.1915,0.3462499999999999,0.11025,0.3672499999999999,0.16975,0.06025,0.2239999999999999,0.0949999999999999,0.2244999999999999,0.29525,0.087,0.27625,0.133,0.3355,0.0752499999999999,0.72075,0.17575,0.39625,0.15775,0.1245,0.31375,0.09775,0.2105,0.0747499999999999,0.12075,0.39625,0.0484999999999999,0.11075,0.3565,0.1365,0.0439999999999999,0.0379999999999999,0.14325,0.1322499999999999,0.1322499999999999,0.1545,0.1277499999999999,0.11875,0.10225,0.24875,0.09225,0.174,0.065,0.201,0.11825,0.05175,0.11325,0.14175,0.1195,0.0722499999999999,0.0647499999999999,0.0959999999999999,0.1387499999999999,0.1315,0.259,0.09825,0.0499999999999999,0.0627499999999999,0.23525,0.0895,0.20875,0.0797499999999999,0.1405,0.03325,0.0514999999999999,0.1039999999999999,0.1272499999999999,0.0579999999999999,0.062,0.18425,0.0657499999999999,0.10475,0.0202499999999999,0.0989999999999999,0.0334999999999999,0.0205,0.0305,0.0707499999999999,0.05225,0.0237499999999999,0.0285,0.0399999999999999,0.0419999999999999
Casualties of War (1989),0.7882499999999999,0.776,0.7882499999999999,0.8285,0.738,0.69325,0.65325,0.7689999999999999,0.738,0.8287500000000001,0.933,0.8285,0.53325,0.3135,0.778,0.7065,0.4367499999999999,0.719,0.248,0.46625,0.473,0.53325,0.7677499999999999,0.3632499999999999,0.205,0.12225,0.647,0.254,0.36575,0.3615,0.1674999999999999,0.28625,0.3914999999999999,0.4357499999999999,0.4439999999999999,0.29225,0.09375,0.129,0.4197499999999999,0.2917499999999999,0.279,0.22175,0.18625,0.31825,0.12475,0.1955,0.2957499999999999,0.208,0.259,0.38175,0.0605,0.18725,0.248,0.31575,0.3595,0.3085,0.1902499999999999,0.10875,0.125,0.49975,0.17325,0.14175,0.13,0.1785,0.21175,0.201,0.30425,0.0994999999999999,0.1987499999999999,0.0732499999999999,0.24175,0.18575,0.074,0.1745,0.1765,0.12275,0.078,0.10725,0.184,0.2674999999999999,0.0625,0.04725,0.24525,0.0747499999999999,0.1104999999999999,0.1064999999999999,0.1277499999999999,0.04075,0.1564999999999999,0.23375,0.0969999999999999,0.0434999999999999,0.149,0.17175,0.11575,0.129,0.09225,0.10775,0.122,0.152,0.1144999999999999,0.12075,0.0677499999999999,0.1375,0.23375,0.1372499999999999,0.0652499999999999,0.05225,0.1185,0.09975,0.08825,0.285,0.10025,0.1267499999999999,0.1159999999999999,0.11425,0.10075,0.079,0.03925,0.0324999999999999,0.0339999999999999,0.04475,0.1445,0.15425,0.1257499999999999,0.27925,0.0742499999999999,0.0802499999999999,0.44475,0.30925,0.05875,0.0735,0.0905,0.082,0.03525,0.025,0.0935,0.04225,0.0647499999999999,0.0584999999999999,0.05975,0.0657499999999999,0.04625,0.1084999999999999,0.0434999999999999,0.03925,0.0675,0.0642499999999999,0.0632499999999999
Jacknife (1989),0.66025,0.6195,0.8600000000000001,0.8327500000000001,0.589,0.67375,0.67375,0.589,0.45775,0.8327500000000001,0.4525,0.8327500000000001,0.5595,0.2274999999999999,0.492,0.4589999999999999,0.543,0.34775,0.75875,0.38,0.46325,0.3175,0.3295,0.7577499999999999,0.25325,0.2915,0.4882499999999999,0.1649999999999999,0.21075,0.3572499999999999,0.33275,0.3169999999999999,0.2845,0.33875,0.149,0.235,0.09725,0.087,0.1009999999999999,0.26125,0.4565,0.2674999999999999,0.46175,0.18075,0.2279999999999999,0.4135,0.3289999999999999,0.1957499999999999,0.28825,0.47375,0.52775,0.122,0.1975,0.39,0.2145,0.31725,0.4097499999999999,0.05425,0.131,0.3455,0.10375,0.0717499999999999,0.141,0.1235,0.1252499999999999,0.134,0.2654999999999999,0.147,0.377,0.10275,0.1185,0.1654999999999999,0.1357499999999999,0.1599999999999999,0.3702499999999999,0.0755,0.15725,0.2125,0.289,0.1252499999999999,0.0544999999999999,0.0354999999999999,0.0717499999999999,0.0454999999999999,0.22375,0.18275,0.2704999999999999,0.0394999999999999,0.0672499999999999,0.131,0.1962499999999999,0.0344999999999999,0.23125,0.10725,0.18025,0.0944999999999999,0.0994999999999999,0.23675,0.1402499999999999,0.15475,0.17925,0.127,0.17725,0.28075,0.14175,0.2744999999999999,0.0692499999999999,0.05775,0.0349999999999999,0.09975,0.14275,0.208,0.148,0.28825,0.32225,0.1004999999999999,0.0805,0.0642499999999999,0.04675,0.082,0.0479999999999999,0.1262499999999999,0.088,0.03225,0.22775,0.0875,0.0615,0.0805,0.0579999999999999,0.0369999999999999,0.03675,0.04775,0.1034999999999999,0.12325,0.0777499999999999,0.1594999999999999,0.08875,0.03675,0.0775,0.061,0.0454999999999999,0.04425,0.12175,0.0439999999999999,0.06125,0.1302499999999999,0.0232499999999999,0.487,0.0185
Romero (1989),0.827,0.827,0.827,0.97275,0.817,0.705,0.56475,0.827,0.643,0.905,0.817,0.905,0.7435,0.56675,0.67275,0.711,0.2594999999999999,0.68375,0.34275,0.3532499999999999,0.644,0.56475,0.4375,0.4449999999999999,0.18675,0.36475,0.7589999999999999,0.711,0.213,0.3429999999999999,0.269,0.515,0.34875,0.292,0.27775,0.37075,0.0782499999999999,0.1455,0.1357499999999999,0.22725,0.28,0.1629999999999999,0.18175,0.16775,0.15925,0.25575,0.2524999999999999,0.306,0.2017499999999999,0.26325,0.4545,0.09225,0.15975,0.249,0.1295,0.4439999999999999,0.1725,0.20375,0.23775,0.2339999999999999,0.39575,0.3007499999999999,0.14225,0.3309999999999999,0.1337499999999999,0.2055,0.3179999999999999,0.1089999999999999,0.1355,0.0625,0.1962499999999999,0.174,0.0655,0.24675,0.1109999999999999,0.05375,0.0895,0.0745,0.2065,0.0895,0.09475,0.04725,0.083,0.237,0.09875,0.0637499999999999,0.1397499999999999,0.0944999999999999,0.1604999999999999,0.09575,0.09025,0.49875,0.1775,0.21875,0.15275,0.08925,0.0625,0.22525,0.1009999999999999,0.04675,0.0745,0.0245,0.1332499999999999,0.17675,0.1262499999999999,0.251,0.05375,0.1382499999999999,0.0157499999999999,0.1805,0.138,0.0984999999999999,0.2115,0.063,0.1159999999999999,0.0715,0.1365,0.0682499999999999,0.09325,0.0222499999999999,0.0439999999999999,0.15675,0.17025,0.0434999999999999,0.0419999999999999,0.1257499999999999,0.0785,0.255,0.0185,0.0822499999999999,0.04775,0.0379999999999999,0.062,0.03775,0.0772499999999999,0.0314999999999999,0.0857499999999999,0.064,0.075,0.05425,0.16625,0.09675,0.031,0.0334999999999999,0.0692499999999999,0.024,0.018,0.05475,0.024
Fiddler on the Roof (1971),0.624,0.6285,0.7985,0.7005,0.7985,0.95225,0.6035,0.7985,0.7985,0.9845,0.5215,0.39525,0.36275,0.68275,0.54775,0.26575,0.4635,0.5595,0.33625,0.59625,0.501,0.36275,0.16425,0.43425,0.50075,0.24275,0.1352499999999999,0.14075,0.32975,0.3239999999999999,0.50975,0.4549999999999999,0.243,0.17225,0.11625,0.33525,0.11175,0.31775,0.302,0.301,0.25725,0.1185,0.7765,0.1355,0.1495,0.57375,0.1925,0.21225,0.1997499999999999,0.132,0.39825,0.7522500000000001,0.10175,0.1295,0.1124999999999999,0.2199999999999999,0.49975,0.36775,0.40175,0.293,0.202,0.312,0.94775,0.16975,0.263,0.2269999999999999,0.21275,0.091,0.26975,0.1649999999999999,0.3575,0.4702499999999999,0.429,0.0944999999999999,0.30225,0.1019999999999999,0.0817499999999999,0.0805,0.1995,0.0635,0.04425,0.05125,0.1285,0.24,0.3065,0.13,0.129,0.03675,0.10325,0.1725,0.3495,0.24,0.086,0.17525,0.0717499999999999,0.16825,0.189,0.15725,0.1225,0.0757499999999999,0.10625,0.0574999999999999,0.0605,0.0564999999999999,0.0925,0.05675,0.0615,0.0802499999999999,0.0662499999999999,0.075,0.0842499999999999,0.06,0.0712499999999999,0.0742499999999999,0.0529999999999999,0.0529999999999999,0.0792499999999999,0.03725,0.061,0.1564999999999999,0.2264999999999999,0.14075,0.04575,0.03725,0.10275,0.10575,0.718,0.1669999999999999,0.04825,0.0257499999999999,0.067,0.10175,0.065,0.26125,0.04775,0.0805,0.0429999999999999,0.08675,0.0539999999999999,0.0479999999999999,0.0334999999999999,0.062,0.1465,0.0217499999999999,0.0237499999999999,0.1267499999999999,0.0384999999999999,0.0434999999999999,0.0252499999999999
