movieId,pornography,sexy,weird,melancholic,runaway,original,independent film,censorship,greed,vengeance,culture clash,betrayal,women,dialogue,predictable,drama,good,mentor,catastrophe,adaptation,nudity (full frontal - brief),drinking,life philosophy,queer,absurd,quirky,light,fantasy world,not funny,very funny,fight scenes,life & death,nudity (rear),death,teen movie,dysfunctional family,writers,first contact,chase,notable nudity,transformation,addiction,multiple storylines,creativity,divorce,unlikely friendships,weapons,classic car,hotel,pulp,camp,doctors,fun movie,childhood,prejudice,stereotypes,farce,prostitution,underrated,islam,surveillance,road movie,computer animation,film noir,alter ego,dreams,hospital,period piece,mad scientist,interracial romance,california,graphic novel,nudity (topless - brief),workplace,family,new jersey,too long,sacrifice,internet,tokyo,blindness,british,irish accent,god,stand-up comedy,stoner movie,small town,unlikeable characters,kick-butt women,good music,atheism,80s,memory,fashion,kidnapping,directorial debut,reality tv,wilderness,awesome soundtrack,hip hop,alternate history,bollywood,prison,wartime,goth,new york city,french,los angeles,survival,adoption,no plot,island,immortality,texas,1930s,indians,australia,simple,desert,ensemble cast,documentary,foul language,wine,robert downey jr,brothers,shopping,san francisco,finnish,russian,best of 2005,cancer,remake,made for tv,potential oscar nom,race,father daughter relationship,hunting,lawyer,snakes,ghosts/afterlife,rebellion,homeless,radio,too short,trilogy,single father,buddy movie,oil,time
Reform School Girls (1986),0.8342499999999999,0.82975,0.567,0.4625,0.52825,0.6795,0.49075,0.24325,0.35775,0.687,0.35775,0.52,0.81175,0.4732499999999999,0.7967500000000001,0.35775,0.3475,0.59925,0.408,0.3107499999999999,0.38375,0.261,0.21425,0.24925,0.7395,0.27025,0.64425,0.348,0.1895,0.39625,0.423,0.298,0.0944999999999999,0.33975,0.7689999999999999,0.15175,0.23175,0.34225,0.287,0.58975,0.31825,0.24125,0.21325,0.12,0.0384999999999999,0.1634999999999999,0.3225,0.126,0.172,0.23625,0.74925,0.075,0.3145,0.09725,0.22825,0.4105,0.44675,0.0697499999999999,0.11725,0.202,0.3279999999999999,0.085,0.1485,0.12175,0.14425,0.0752499999999999,0.1084999999999999,0.10125,0.4665,0.0857499999999999,0.0939999999999999,0.0379999999999999,0.3375,0.0905,0.11225,0.385,0.10725,0.20625,0.0939999999999999,0.1965,0.11725,0.1164999999999999,0.1365,0.0605,0.1175,0.44525,0.0852499999999999,0.04775,0.0835,0.251,0.0605,0.2754999999999999,0.09425,0.20475,0.1245,0.1387499999999999,0.12,0.1292499999999999,0.091,0.189,0.10275,0.04375,0.8979999999999999,0.0837499999999999,0.118,0.0944999999999999,0.0167499999999999,0.0787499999999999,0.10125,0.073,0.0797499999999999,0.068,0.3572499999999999,0.1927499999999999,0.065,0.069,0.0434999999999999,0.05875,0.0305,0.074,0.03075,0.05975,0.04075,0.21125,0.09725,0.064,0.0755,0.2425,0.03525,0.0399999999999999,0.0569999999999999,0.09875,0.0579999999999999,0.0454999999999999,0.0469999999999999,0.0404999999999999,0.03575,0.0192499999999999,0.09925,0.0282499999999999,0.0645,0.0752499999999999,0.0499999999999999,0.0237499999999999,0.0215,0.019,0.0439999999999999,0.03675,0.0137499999999999
"Center of the World, The (2001)",0.99075,0.99,0.91875,0.92975,0.91875,0.6805,0.90575,0.8672500000000001,0.5195,0.36675,0.5195,0.4569999999999999,0.7722500000000001,0.74025,0.5995,0.5195,0.51525,0.39075,0.4265,0.24225,0.6295,0.554,0.32425,0.273,0.3552499999999999,0.22075,0.27275,0.4077499999999999,0.32575,0.27275,0.4455,0.2614999999999999,0.62175,0.20575,0.3682499999999999,0.15675,0.2995,0.4107499999999999,0.22625,0.60175,0.26225,0.48675,0.3672499999999999,0.24725,0.2885,0.16825,0.236,0.15575,0.532,0.2075,0.0994999999999999,0.17025,0.236,0.1069999999999999,0.33825,0.17075,0.119,0.70825,0.257,0.2095,0.1004999999999999,0.0817499999999999,0.1942499999999999,0.11325,0.14525,0.1795,0.1235,0.092,0.065,0.252,0.1887499999999999,0.1292499999999999,0.1599999999999999,0.28625,0.15375,0.1332499999999999,0.1332499999999999,0.1445,0.5835,0.2784999999999999,0.131,0.1124999999999999,0.08625,0.0584999999999999,0.0815,0.09625,0.10675,0.2995,0.184,0.14625,0.21075,0.088,0.0675,0.137,0.05075,0.0705,0.1992499999999999,0.082,0.1865,0.09525,0.1144999999999999,0.12325,0.0762499999999999,0.09075,0.10075,0.08775,0.05675,0.09525,0.0989999999999999,0.0685,0.0752499999999999,0.138,0.0454999999999999,0.04725,0.0815,0.0817499999999999,0.082,0.214,0.16975,0.0742499999999999,0.0732499999999999,0.0675,0.27725,0.15175,0.0499999999999999,0.09325,0.15825,0.0595,0.04525,0.14375,0.04175,0.04275,0.0549999999999999,0.0974999999999999,0.072,0.0584999999999999,0.04575,0.05075,0.0627499999999999,0.0369999999999999,0.0514999999999999,0.0282499999999999,0.0414999999999999,0.03775,0.04425,0.0295,0.0359999999999999,0.0414999999999999,0.03
Fellini Satyricon (1969),0.9205,0.9205,0.99075,0.942,0.89775,0.706,0.8127500000000001,0.54425,0.912,0.4665,0.9005000000000001,0.2855,0.4775,0.7557499999999999,0.51875,0.37625,0.5705,0.33825,0.40825,0.68725,0.194,0.64525,0.238,0.145,0.7815000000000001,0.2224999999999999,0.806,0.5705,0.3555,0.2309999999999999,0.1755,0.52675,0.179,0.31325,0.1282499999999999,0.193,0.18425,0.205,0.2025,0.1755,0.3145,0.0835,0.26075,0.59175,0.16075,0.1335,0.1277499999999999,0.21275,0.2105,0.2224999999999999,0.16525,0.17825,0.1425,0.2847499999999999,0.11575,0.0637499999999999,0.18375,0.1205,0.17825,0.17475,0.1357499999999999,0.14375,0.11425,0.1629999999999999,0.16525,0.713,0.0745,0.2875,0.152,0.0725,0.088,0.04275,0.17625,0.14425,0.0762499999999999,0.09525,0.09175,0.1475,0.0935,0.2877499999999999,0.0822499999999999,0.0655,0.0994999999999999,0.4772499999999999,0.0762499999999999,0.2065,0.0954999999999999,0.03125,0.09025,0.11225,0.18025,0.0494999999999999,0.282,0.074,0.1735,0.0692499999999999,0.022,0.0792499999999999,0.05975,0.03775,0.0954999999999999,0.0807499999999999,0.09475,0.0677499999999999,0.0449999999999999,0.0359999999999999,0.10325,0.0192499999999999,0.0915,0.05525,0.2244999999999999,0.11925,0.546,0.05275,0.1342499999999999,0.05975,0.0949999999999999,0.0722499999999999,0.16425,0.04225,0.0519999999999999,0.0157499999999999,0.03975,0.0454999999999999,0.05575,0.0339999999999999,0.03525,0.10275,0.10175,0.0295,0.0595,0.0182499999999999,0.04525,0.0212499999999999,0.05625,0.018,0.04075,0.022,0.08625,0.0369999999999999,0.0959999999999999,0.0857499999999999,0.02975,0.015,0.0775,0.015,0.0384999999999999,0.05225,0.0645
Pola X (1999),0.9095,0.9095,0.9105,0.899,0.89425,0.63825,0.3375,0.78775,0.69525,0.54375,0.4307499999999999,0.3682499999999999,0.40525,0.40025,0.6145,0.38275,0.27425,0.4207499999999999,0.384,0.358,0.556,0.31925,0.3087499999999999,0.1535,0.43325,0.312,0.1584999999999999,0.31025,0.28,0.28225,0.3169999999999999,0.34275,0.4175,0.3705,0.1305,0.1902499999999999,0.39925,0.1882499999999999,0.25975,0.53775,0.15875,0.1029999999999999,0.16525,0.26325,0.218,0.1305,0.17025,0.1257499999999999,0.21275,0.17175,0.06175,0.24925,0.1019999999999999,0.18625,0.1367499999999999,0.09425,0.1505,0.0439999999999999,0.1475,0.09275,0.0732499999999999,0.1109999999999999,0.1094999999999999,0.2155,0.09475,0.3605,0.119,0.1385,0.0564999999999999,0.1044999999999999,0.05725,0.04925,0.0247499999999999,0.1302499999999999,0.11425,0.0642499999999999,0.1935,0.04575,0.072,0.21125,0.0584999999999999,0.0787499999999999,0.07,0.08975,0.0712499999999999,0.0782499999999999,0.0752499999999999,0.05325,0.05825,0.1079999999999999,0.0469999999999999,0.0559999999999999,0.0655,0.05875,0.0242499999999999,0.0845,0.0595,0.1004999999999999,0.0692499999999999,0.04175,0.11275,0.04875,0.05075,0.0682499999999999,0.0339999999999999,0.0494999999999999,0.4519999999999999,0.0735,0.05725,0.1039999999999999,0.05475,0.1079999999999999,0.21525,0.061,0.05225,0.0815,0.0409999999999999,0.0489999999999999,0.0795,0.0374999999999999,0.05725,0.0409999999999999,0.0647499999999999,0.0635,0.03975,0.03425,0.0272499999999999,0.0549999999999999,0.138,0.04475,0.031,0.019,0.0579999999999999,0.0227499999999999,0.0319999999999999,0.04125,0.0202499999999999,0.03,0.02,0.0469999999999999,0.022,0.14675,0.022,0.016,0.0369999999999999,0.0155,0.085,0.04525,0.0267499999999999
"Boys Next Door, The (1986)",0.6225,0.6225,0.8134999999999999,0.50875,0.8134999999999999,0.59525,0.73175,0.20975,0.50875,0.95075,0.3135,0.90325,0.13,0.2895,0.56425,0.3135,0.28425,0.375,0.40425,0.1882499999999999,0.4335,0.10125,0.1604999999999999,0.851,0.1589999999999999,0.2012499999999999,0.1275,0.26725,0.31875,0.24075,0.3824999999999999,0.1644999999999999,0.0949999999999999,0.208,0.90775,0.1932499999999999,0.1149999999999999,0.22275,0.31525,0.1094999999999999,0.14425,0.22775,0.24125,0.1295,0.0524999999999999,0.1124999999999999,0.31675,0.4945,0.254,0.43875,0.29,0.18025,0.17175,0.11575,0.11025,0.22775,0.09075,0.0615,0.09675,0.086,0.0775,0.348,0.0895,0.15275,0.0959999999999999,0.0812499999999999,0.11075,0.085,0.0652499999999999,0.0504999999999999,0.65875,0.0549999999999999,0.084,0.09325,0.144,0.11175,0.1114999999999999,0.0994999999999999,0.05375,0.10525,0.0755,0.0354999999999999,0.20875,0.0257499999999999,0.14575,0.178,0.20975,0.14875,0.0285,0.2845,0.064,0.31275,0.14675,0.024,0.04425,0.05775,0.119,0.24,0.2845,0.0197499999999999,0.15375,0.0682499999999999,0.068,0.0364999999999999,0.149,0.0329999999999999,0.0319999999999999,0.923,0.1079999999999999,0.0745,0.0329999999999999,0.0404999999999999,0.0672499999999999,0.0842499999999999,0.0439999999999999,0.05025,0.24975,0.03825,0.05975,0.04025,0.031,0.0255,0.0195,0.134,0.0632499999999999,0.383,0.0324999999999999,0.0137499999999999,0.04675,0.0197499999999999,0.03425,0.0549999999999999,0.1049999999999999,0.0287499999999999,0.05925,0.0484999999999999,0.028,0.0319999999999999,0.0329999999999999,0.0145,0.03825,0.0747499999999999,0.0242499999999999,0.0175,0.0232499999999999,0.0212499999999999,0.05575,0.0202499999999999,0.03575
Rape Me (Baise-moi) (2000),0.9945,0.97725,0.8125,0.7,0.983,0.71325,0.84975,0.983,0.3249999999999999,0.978,0.3077499999999999,0.978,0.8145,0.3964999999999999,0.8194999999999999,0.3077499999999999,0.385,0.404,0.4539999999999999,0.2847499999999999,0.66675,0.1594999999999999,0.2764999999999999,0.2385,0.241,0.25375,0.16125,0.34375,0.3385,0.25475,0.8194999999999999,0.16575,0.3409999999999999,0.299,0.29,0.1835,0.27725,0.293,0.25425,0.385,0.2319999999999999,0.1947499999999999,0.23925,0.22125,0.10875,0.1855,0.3005,0.191,0.20725,0.5195,0.26425,0.09975,0.16575,0.1139999999999999,0.11725,0.2734999999999999,0.1335,0.69375,0.0875,0.1099999999999999,0.144,0.3319999999999999,0.15525,0.09925,0.11425,0.11075,0.12325,0.0539999999999999,0.0974999999999999,0.0579999999999999,0.10075,0.52425,0.18475,0.0959999999999999,0.1139999999999999,0.11275,0.1275,0.08825,0.279,0.08625,0.1059999999999999,0.10125,0.09,0.10575,0.09925,0.1149999999999999,0.082,0.48575,0.11025,0.0647499999999999,0.0949999999999999,0.119,0.10375,0.081,0.2279999999999999,0.0915,0.136,0.077,0.0645,0.1495,0.11425,0.0785,0.0792499999999999,0.061,0.0915,0.0544999999999999,0.63925,0.0765,0.0697499999999999,0.086,0.1049999999999999,0.079,0.118,0.0544999999999999,0.0625,0.0534999999999999,0.305,0.11125,0.0319999999999999,0.04375,0.0374999999999999,0.0964999999999999,0.05375,0.05925,0.06,0.05775,0.04875,0.076,0.0825,0.0642499999999999,0.0394999999999999,0.065,0.04675,0.0454999999999999,0.0539999999999999,0.0277499999999999,0.069,0.089,0.028,0.04425,0.0579999999999999,0.0414999999999999,0.0305,0.0257499999999999,0.04325,0.0215,0.0414999999999999,0.0489999999999999,0.027
Meet the Feebles (1989),0.949,0.78975,0.9185,0.39875,0.69125,0.7882499999999999,0.575,0.374,0.516,0.681,0.516,0.681,0.121,0.625,0.30325,0.516,0.33675,0.37075,0.41325,0.3209999999999999,0.24075,0.22025,0.35975,0.653,0.74075,0.9185,0.49675,0.393,0.22425,0.6535,0.215,0.22625,0.1332499999999999,0.182,0.10625,0.3209999999999999,0.20525,0.1997499999999999,0.21975,0.0635,0.244,0.8805000000000001,0.3125,0.299,0.1885,0.1307499999999999,0.2189999999999999,0.284,0.22375,0.17425,0.1932499999999999,0.1342499999999999,0.21875,0.43775,0.18225,0.16225,0.44475,0.1664999999999999,0.31225,0.0802499999999999,0.1545,0.09675,0.43775,0.10375,0.15425,0.10625,0.173,0.0727499999999999,0.15525,0.05275,0.09775,0.2574999999999999,0.16325,0.1265,0.15775,0.08675,0.12,0.1029999999999999,0.0725,0.088,0.072,0.17275,0.1927499999999999,0.1215,0.0857499999999999,0.203,0.08625,0.16375,0.0652499999999999,0.23925,0.06025,0.0895,0.1302499999999999,0.05225,0.05825,0.135,0.189,0.10625,0.27225,0.0625,0.12225,0.0605,0.1059999999999999,0.0595,0.04775,0.0469999999999999,0.03725,0.0394999999999999,0.10125,0.0404999999999999,0.0735,0.0544999999999999,0.20875,0.1195,0.06075,0.0757499999999999,0.10125,0.0905,0.0677499999999999,0.2007499999999999,0.03125,0.18175,0.0529999999999999,0.11525,0.1564999999999999,0.03725,0.026,0.03875,0.067,0.09925,0.0399999999999999,0.029,0.0464999999999999,0.0685,0.0459999999999999,0.0319999999999999,0.06125,0.0272499999999999,0.0534999999999999,0.05275,0.0702499999999999,0.0494999999999999,0.0459999999999999,0.0232499999999999,0.2865,0.0162499999999999,0.0324999999999999,0.031,0.0235
Scenes from the Class Struggle in Beverly Hills (1989),0.8115000000000001,0.8660000000000001,0.61925,0.67225,0.5595,0.7757499999999999,0.6975,0.24025,0.33825,0.39425,0.33825,0.2867499999999999,0.49275,0.50775,0.53475,0.2867499999999999,0.3475,0.3249999999999999,0.4155,0.403,0.354,0.28075,0.45975,0.6715,0.7825,0.44125,0.4077499999999999,0.39575,0.25575,0.71175,0.3085,0.32325,0.1785,0.1332499999999999,0.2694999999999999,0.27275,0.16375,0.2485,0.24525,0.1927499999999999,0.236,0.21125,0.205,0.34875,0.14375,0.15575,0.22825,0.1674999999999999,0.1014999999999999,0.16175,0.81175,0.38025,0.35875,0.11925,0.21625,0.27675,0.52825,0.05925,0.34325,0.1574999999999999,0.12025,0.1049999999999999,0.176,0.1039999999999999,0.42025,0.0632499999999999,0.0915,0.123,0.2185,0.06025,0.10825,0.085,0.2085,0.09775,0.16875,0.18475,0.2289999999999999,0.09925,0.1302499999999999,0.1302499999999999,0.125,0.1069999999999999,0.09775,0.127,0.2294999999999999,0.1159999999999999,0.073,0.213,0.129,0.0885,0.0635,0.2865,0.10175,0.1362499999999999,0.05275,0.0827499999999999,0.17275,0.0722499999999999,0.1094999999999999,0.1372499999999999,0.1014999999999999,0.0252499999999999,0.09275,0.0667499999999999,0.183,0.11975,0.02975,0.08975,0.0712499999999999,0.09025,0.1029999999999999,0.0364999999999999,0.085,0.05175,0.10775,0.03425,0.0364999999999999,0.04575,0.0474999999999999,0.0885,0.0539999999999999,0.0675,0.0494999999999999,0.34975,0.1089999999999999,0.0484999999999999,0.0329999999999999,0.015,0.0499999999999999,0.175,0.0725,0.10525,0.11325,0.0155,0.05875,0.04075,0.0142499999999999,0.0499999999999999,0.084,0.0384999999999999,0.0419999999999999,0.1272499999999999,0.0314999999999999,0.013,0.0374999999999999,0.0305,0.0579999999999999,0.0187499999999999,0.03475
"Hotel New Hampshire, The (1984)",0.8227500000000001,0.52725,0.73425,0.375,0.576,0.7345,0.47975,0.18025,0.387,0.614,0.576,0.56775,0.15325,0.3107499999999999,0.52625,0.387,0.387,0.46025,0.4115,0.97,0.1775,0.2355,0.282,0.261,0.43525,0.52675,0.254,0.41325,0.266,0.2927499999999999,0.309,0.27075,0.10875,0.4792499999999999,0.14825,0.8134999999999999,0.3505,0.24125,0.32775,0.1704999999999999,0.1987499999999999,0.0989999999999999,0.3435,0.1505,0.0797499999999999,0.175,0.308,0.33325,0.7635000000000001,0.1992499999999999,0.1322499999999999,0.14375,0.25075,0.1775,0.1515,0.204,0.1169999999999999,0.1892499999999999,0.31375,0.087,0.14975,0.2355,0.12475,0.0935,0.132,0.1952499999999999,0.18,0.0865,0.1322499999999999,0.073,0.17075,0.0484999999999999,0.3115,0.1094999999999999,0.5205,0.11025,0.145,0.0989999999999999,0.1619999999999999,0.09375,0.16475,0.1345,0.207,0.0499999999999999,0.0984999999999999,0.1955,0.11225,0.145,0.0825,0.0812499999999999,0.0707499999999999,0.04825,0.126,0.0827499999999999,0.1342499999999999,0.0807499999999999,0.0645,0.0682499999999999,0.0812499999999999,0.04775,0.1044999999999999,0.0569999999999999,0.0772499999999999,0.0782499999999999,0.1262499999999999,0.0647499999999999,0.0399999999999999,0.1009999999999999,0.0637499999999999,0.135,0.0722499999999999,0.0564999999999999,0.05375,0.077,0.071,0.059,0.0434999999999999,0.05875,0.0419999999999999,0.51475,0.0305,0.0797499999999999,0.0672499999999999,0.081,0.081,0.0742499999999999,0.0489999999999999,0.0747499999999999,0.088,0.04275,0.0657499999999999,0.0444999999999999,0.05875,0.068,0.05225,0.0775,0.0287499999999999,0.04525,0.0544999999999999,0.04875,0.0469999999999999,0.0414999999999999,0.0389999999999999,0.0282499999999999,0.0479999999999999,0.0205,0.0292499999999999,0.0454999999999999,0.03325
Original Sin (2001),0.94475,0.94475,0.5945,0.3269999999999999,0.24375,0.6145,0.10725,0.11275,0.3075,0.32175,0.5515,0.7285,0.437,0.2987499999999999,0.48075,0.3602499999999999,0.774,0.3725,0.4439999999999999,0.3145,0.3295,0.17125,0.3725,0.1245,0.14125,0.1445,0.14725,0.243,0.30725,0.208,0.29225,0.23425,0.273,0.2584999999999999,0.17275,0.1335,0.1277499999999999,0.25275,0.38,0.4429999999999999,0.21525,0.065,0.14175,0.11025,0.2925,0.09425,0.1977499999999999,0.15675,0.1639999999999999,0.33175,0.08775,0.1735,0.1064999999999999,0.1004999999999999,0.1315,0.09575,0.14175,0.10875,0.1385,0.061,0.21875,0.0989999999999999,0.14975,0.20975,0.0797499999999999,0.08875,0.1325,0.32625,0.073,0.176,0.05925,0.0825,0.08725,0.05175,0.093,0.062,0.127,0.17275,0.145,0.04775,0.3814999999999999,0.0695,0.1307499999999999,0.0344999999999999,0.0755,0.066,0.0579999999999999,0.0707499999999999,0.082,0.0444999999999999,0.0895,0.0329999999999999,0.1305,0.0324999999999999,0.136,0.0354999999999999,0.03975,0.0745,0.04625,0.08975,0.09075,0.09025,0.10525,0.06125,0.0399999999999999,0.04525,0.0354999999999999,0.028,0.079,0.063,0.17725,0.1159999999999999,0.0675,0.03575,0.05875,0.11125,0.03825,0.0875,0.029,0.03325,0.016,0.0615,0.0399999999999999,0.03525,0.0574999999999999,0.03975,0.08975,0.03425,0.0645,0.0205,0.0329999999999999,0.28425,0.0672499999999999,0.03175,0.04725,0.0252499999999999,0.0544999999999999,0.09625,0.03125,0.0314999999999999,0.018,0.0232499999999999,0.0625,0.0499999999999999,0.0247499999999999,0.024,0.0242499999999999,0.03375,0.0262499999999999
Cruising (1980),0.938,0.80925,0.67575,0.4852499999999999,0.8182499999999999,0.68025,0.367,0.8182499999999999,0.62225,0.7562500000000001,0.477,0.8480000000000001,0.20825,0.67725,0.4419999999999999,0.43325,0.58175,0.4247499999999999,0.39875,0.3265,0.4305,0.21225,0.287,0.99625,0.1659999999999999,0.25025,0.1385,0.31375,0.349,0.254,0.208,0.2664999999999999,0.16025,0.39675,0.11625,0.2224999999999999,0.2794999999999999,0.27225,0.33825,0.1345,0.2155,0.1674999999999999,0.10925,0.16675,0.1029999999999999,0.125,0.2234999999999999,0.205,0.24425,0.1875,0.24975,0.1262499999999999,0.1282499999999999,0.10725,0.1569999999999999,0.6025,0.1195,0.2012499999999999,0.33725,0.20425,0.58175,0.2005,0.1352499999999999,0.139,0.137,0.1114999999999999,0.25075,0.1322499999999999,0.0625,0.15475,0.1485,0.10325,0.1982499999999999,0.0989999999999999,0.1609999999999999,0.11875,0.0802499999999999,0.10325,0.10125,0.092,0.17825,0.076,0.143,0.085,0.1034999999999999,0.15225,0.12425,0.0369999999999999,0.0554999999999999,0.0697499999999999,0.09325,0.4165,0.1357499999999999,0.0424999999999999,0.14525,0.06125,0.14975,0.1365,0.0787499999999999,0.0559999999999999,0.1265,0.0514999999999999,0.1059999999999999,0.0667499999999999,0.0847499999999999,0.52725,0.0399999999999999,0.14475,0.1169999999999999,0.0637499999999999,0.05075,0.075,0.06025,0.1104999999999999,0.0524999999999999,0.064,0.03125,0.0737499999999999,0.0802499999999999,0.03575,0.0715,0.04875,0.0262499999999999,0.079,0.084,0.124,0.37175,0.05875,0.05875,0.03975,0.05625,0.0484999999999999,0.04475,0.04275,0.04325,0.0419999999999999,0.0847499999999999,0.0984999999999999,0.0215,0.03225,0.067,0.0737499999999999,0.06175,0.0195,0.0359999999999999,0.04425,0.03425,0.03,0.03125
D.O.A. (1980),0.6925,0.67925,0.4515,0.70175,0.5115,0.68425,0.293,0.2837499999999999,0.4872499999999999,0.738,0.4872499999999999,0.3117499999999999,0.09,0.3085,0.4945,0.29825,0.26,0.37475,0.404,0.269,0.3135,0.17575,0.1965,0.23975,0.1985,0.2214999999999999,0.31725,0.2887499999999999,0.32175,0.21075,0.23175,0.274,0.31725,0.345,0.3482499999999999,0.1639999999999999,0.21025,0.1947499999999999,0.2395,0.0715,0.20525,0.3685,0.2345,0.11925,0.04175,0.1589999999999999,0.1634999999999999,0.187,0.1365,0.16575,0.1257499999999999,0.06225,0.09825,0.1064999999999999,0.404,0.14425,0.14975,0.1952499999999999,0.09875,0.2189999999999999,0.18525,0.0994999999999999,0.138,0.118,0.12275,0.1119999999999999,0.081,0.1149999999999999,0.05725,0.17075,0.18175,0.0232499999999999,0.2194999999999999,0.0767499999999999,0.06225,0.0667499999999999,0.11225,0.071,0.09775,0.1295,0.10875,0.0755,0.39825,0.0484999999999999,0.635,0.18375,0.05175,0.03775,0.1277499999999999,0.3914999999999999,0.1019999999999999,0.08925,0.14825,0.0314999999999999,0.05275,0.0747499999999999,0.175,0.15625,0.0949999999999999,0.65775,0.11975,0.15475,0.1355,0.179,0.0384999999999999,0.05725,0.0707499999999999,0.0665,0.0697499999999999,0.03025,0.0529999999999999,0.0177499999999999,0.0642499999999999,0.30925,0.09525,0.119,0.0554999999999999,0.09275,0.025,0.05075,0.58575,0.1014999999999999,0.03925,0.0272499999999999,0.18475,0.04275,0.04875,0.0825,0.0747499999999999,0.0265,0.0989999999999999,0.0217499999999999,0.0112499999999999,0.0165,0.0792499999999999,0.04225,0.0287499999999999,0.0647499999999999,0.03,0.026,0.0707499999999999,0.12225,0.04625,0.029,0.0285,0.0319999999999999,0.0319999999999999,0.0177499999999999,0.05675
Fat Girl (À ma soeur!) (2001),0.995,0.995,0.97325,0.97325,0.97325,0.63,0.67325,0.95075,0.7702500000000001,0.7749999999999999,0.67325,0.6415,0.722,0.396,0.4995,0.38675,0.38675,0.3505,0.41025,0.289,0.5815,0.67325,0.22425,0.29425,0.26375,0.2754999999999999,0.2017499999999999,0.3339999999999999,0.34125,0.2214999999999999,0.17475,0.23075,0.205,0.2985,0.2764999999999999,0.507,0.15625,0.24825,0.209,0.29825,0.23525,0.09975,0.1947499999999999,0.1392499999999999,0.1312499999999999,0.71925,0.181,0.273,0.2845,0.1272499999999999,0.14325,0.1967499999999999,0.1039999999999999,0.2664999999999999,0.20475,0.0865,0.0667499999999999,0.152,0.0802499999999999,0.1094999999999999,0.16475,0.1639999999999999,0.1175,0.18175,0.09225,0.1044999999999999,0.1257499999999999,0.14,0.0642499999999999,0.2345,0.09175,0.26725,0.1034999999999999,0.1144999999999999,0.1104999999999999,0.1709999999999999,0.17225,0.078,0.04975,0.31325,0.1185,0.1014999999999999,0.1367499999999999,0.063,0.1205,0.08625,0.1144999999999999,0.0707499999999999,0.205,0.1039999999999999,0.0807499999999999,0.0732499999999999,0.1425,0.1267499999999999,0.1435,0.10025,0.05725,0.1262499999999999,0.0605,0.0627499999999999,0.0635,0.0484999999999999,0.078,0.077,0.0802499999999999,0.0732499999999999,0.27325,0.0419999999999999,0.073,0.1104999999999999,0.04275,0.05025,0.0439999999999999,0.05225,0.05475,0.0469999999999999,0.0857499999999999,0.0655,0.0544999999999999,0.0499999999999999,0.0544999999999999,0.09975,0.0569999999999999,0.04925,0.072,0.0534999999999999,0.0384999999999999,0.0295,0.081,0.04275,0.023,0.019,0.0439999999999999,0.031,0.0404999999999999,0.06175,0.0632499999999999,0.05975,0.0494999999999999,0.03,0.1335,0.0272499999999999,0.03175,0.0212499999999999,0.03375,0.04875,0.021,0.04125,0.0187499999999999
Burnt Money (Plata Quemada) (2000),0.7609999999999999,0.747,0.5345,0.7882499999999999,0.46325,0.58175,0.833,0.1295,0.52125,0.75475,0.505,0.7549999999999999,0.3047499999999999,0.51225,0.241,0.505,0.7597499999999999,0.34375,0.407,0.149,0.377,0.24925,0.4405,0.96825,0.0802499999999999,0.198,0.2027499999999999,0.44725,0.37575,0.308,0.1897499999999999,0.62575,0.0534999999999999,0.31975,0.1267499999999999,0.123,0.1955,0.1902499999999999,0.20925,0.2584999999999999,0.31,0.3289999999999999,0.20525,0.2264999999999999,0.0935,0.2175,0.1664999999999999,0.15525,0.26175,0.1295,0.04925,0.0632499999999999,0.09575,0.09,0.32325,0.14775,0.1589999999999999,0.083,0.26225,0.21,0.3512499999999999,0.0954999999999999,0.14525,0.247,0.12,0.1034999999999999,0.0534999999999999,0.23525,0.0529999999999999,0.27925,0.0989999999999999,0.14175,0.0339999999999999,0.04475,0.0984999999999999,0.0509999999999999,0.15325,0.2329999999999999,0.075,0.0712499999999999,0.0559999999999999,0.071,0.0782499999999999,0.12225,0.2065,0.0707499999999999,0.0359999999999999,0.12425,0.1795,0.0847499999999999,0.02975,0.0287499999999999,0.0822499999999999,0.0175,0.0319999999999999,0.068,0.0514999999999999,0.0167499999999999,0.0875,0.0944999999999999,0.092,0.084,0.04525,0.18275,0.03775,0.0534999999999999,0.0344999999999999,0.0187499999999999,0.03875,0.05875,0.1755,0.04725,0.03025,0.0529999999999999,0.0369999999999999,0.0682499999999999,0.0272499999999999,0.1034999999999999,0.019,0.02975,0.245,0.014,0.04925,0.30625,0.09575,0.0524999999999999,0.1059999999999999,0.1215,0.10625,0.0775,0.0605,0.0112499999999999,0.04025,0.0665,0.05475,0.0359999999999999,0.03225,0.0509999999999999,0.09975,0.0637499999999999,0.017,0.03025,0.0127499999999999,0.12025,0.023,0.0197499999999999,0.03675,0.0484999999999999,0.028
