movieId,betrayal,weird,culture clash,vengeance,drama,greed,runaway,melancholic,good,original,dialogue,independent film,chase,mentor,drinking,fun movie,surveillance,light,weapons,fight scenes,quirky,adaptation,pornography,catastrophe,good music,unlikely friendships,very funny,awesome soundtrack,predictable,life & death,death,life philosophy,foul language,classic car,absurd,addiction,film noir,alter ego,multiple storylines,sacrifice,underrated,sexy,nudity (full frontal - brief),irish accent,fantasy world,creativity,not funny,nudity (topless - brief),islam,pulp,british,prejudice,ensemble cast,childhood,survival,dysfunctional family,transformation,first contact,stereotypes,period piece,too long,california,kidnapping,writers,queer,small town,hotel,family,hospital,directorial debut,prison,brothers,wartime,censorship,road movie,tokyo,new jersey,farce,simple,doctors,dreams,teen movie,best of 2005,graphic novel,stoner movie,80s,alternate history,buddy movie,memory,potential oscar nom,new york city,los angeles,women,wilderness,bollywood,computer animation,trilogy,desert,texas,blindness,1930s,rebellion,lawyer,hunting,unlikeable characters,hip hop,indians,no plot,kick-butt women,divorce,internet,workplace,nudity (rear),robert downey jr,camp,race,prostitution,russian,father daughter relationship,oil,cancer,san francisco,mad scientist,island,goth,atheism,notable nudity,french,snakes,stand-up comedy,homeless,australia,adoption,time,documentary,immortality,finnish,radio,god,interracial romance,wine,made for tv,ghosts/afterlife,reality tv,remake,shopping,fashion,too short,single father
Unforgiven (1992),0.95575,0.98825,0.99,0.94275,0.9955,0.98475,0.98825,0.95275,0.9955,0.8685,0.95575,0.8320000000000001,0.5575,0.877,0.80575,0.59075,0.59025,0.87975,0.59075,0.59075,0.44225,0.44225,0.4762499999999999,0.4722499999999999,0.499,0.64825,0.489,0.4619999999999999,0.378,0.5805,0.55525,0.44325,0.44375,0.46475,0.238,0.26325,0.34575,0.36275,0.3235,0.54,0.3682499999999999,0.20925,0.4265,0.21975,0.40275,0.21825,0.395,0.36375,0.32975,0.39125,0.3047499999999999,0.54,0.25925,0.4882499999999999,0.4,0.2115,0.32875,0.27775,0.4054999999999999,0.2339999999999999,0.29025,0.28,0.1465,0.2405,0.23575,0.4459999999999999,0.2309999999999999,0.37925,0.208,0.17925,0.14725,0.23025,0.22075,0.18675,0.216,0.16375,0.2304999999999999,0.215,0.36375,0.1402499999999999,0.16775,0.2045,0.24275,0.121,0.3715,0.2189999999999999,0.125,0.29225,0.15825,0.1584999999999999,0.119,0.071,0.146,0.18275,0.065,0.37925,0.37675,0.2977499999999999,0.3452499999999999,0.24525,0.16325,0.154,0.15475,0.36475,0.14225,0.0605,0.37825,0.0544999999999999,0.142,0.1044999999999999,0.0702499999999999,0.1054999999999999,0.09975,0.0757499999999999,0.14625,0.127,0.5895,0.04525,0.04275,0.119,0.091,0.1609999999999999,0.17625,0.0999999999999999,0.0697499999999999,0.0554999999999999,0.0554999999999999,0.0504999999999999,0.14375,0.084,0.1169999999999999,0.0777499999999999,0.0875,0.141,0.0394999999999999,0.03275,0.03175,0.0865,0.04975,0.0979999999999999,0.03375,0.0579999999999999,0.082,0.0349999999999999,0.0265,0.0559999999999999,0.0509999999999999,0.04925,0.22825
Cool Hand Luke (1967),0.80375,0.982,0.982,0.8107500000000001,0.998,0.982,0.92825,0.85575,0.998,0.85625,0.8427500000000001,0.8580000000000001,0.50475,0.83725,0.8580000000000001,0.76925,0.3165,0.92825,0.76925,0.76925,0.283,0.60175,0.31325,0.4345,0.4965,0.61075,0.5915,0.364,0.32475,0.6585,0.7982499999999999,0.74375,0.2135,0.3904999999999999,0.45425,0.22575,0.44925,0.3189999999999999,0.199,0.618,0.34025,0.32025,0.33675,0.26975,0.20925,0.18375,0.35075,0.2324999999999999,0.60925,0.261,0.30425,0.618,0.38225,0.504,0.3702499999999999,0.11225,0.42925,0.194,0.28,0.275,0.17325,0.3525,0.05475,0.181,0.197,0.3954999999999999,0.172,0.11775,0.3764999999999999,0.2995,0.97225,0.1679999999999999,0.3522499999999999,0.188,0.65475,0.132,0.207,0.25325,0.25975,0.16225,0.20425,0.1569999999999999,0.17275,0.07,0.3265,0.184,0.0989999999999999,0.2774999999999999,0.1009999999999999,0.10175,0.10075,0.1164999999999999,0.092,0.145,0.1029999999999999,0.145,0.0847499999999999,0.1917499999999999,0.1277499999999999,0.17825,0.3117499999999999,0.8062499999999999,0.17225,0.09075,0.05825,0.04825,0.0949999999999999,0.04525,0.05475,0.0765,0.0574999999999999,0.10425,0.0994999999999999,0.11725,0.4832499999999999,0.1639999999999999,0.0717499999999999,0.0812499999999999,0.04975,0.065,0.3179999999999999,0.11525,0.214,0.08825,0.066,0.09375,0.04075,0.04575,0.15825,0.10775,0.1154999999999999,0.05575,0.05025,0.20775,0.04275,0.251,0.0685,0.122,0.31325,0.0695,0.0339999999999999,0.1345,0.25075,0.04125,0.0262499999999999,0.04225,0.04325,0.03775,0.0215
Butch Cassidy and the Sundance Kid (1969),0.73675,0.9725,0.9725,0.8247500000000001,0.9725,0.9725,0.913,0.889,0.913,0.847,0.8167500000000001,0.8167500000000001,0.7825,0.79775,0.6195,0.8222499999999999,0.405,0.90075,0.6395,0.6395,0.396,0.33475,0.185,0.4425,0.8167500000000001,0.889,0.82125,0.8167500000000001,0.49275,0.469,0.2857499999999999,0.40725,0.1935,0.4117499999999999,0.33775,0.0835,0.378,0.65075,0.2224999999999999,0.49575,0.27375,0.1815,0.286,0.1905,0.24825,0.4147499999999999,0.311,0.259,0.4357499999999999,0.18625,0.291,0.49575,0.134,0.8520000000000001,0.1887499999999999,0.1755,0.3097499999999999,0.21425,0.25575,0.56925,0.2965,0.2734999999999999,0.12375,0.15975,0.33225,0.199,0.2045,0.54625,0.1375,0.15225,0.148,0.27725,0.1885,0.1134999999999999,0.2314999999999999,0.15575,0.21475,0.374,0.2375,0.1282499999999999,0.24625,0.23225,0.1555,0.04275,0.27925,0.20775,0.149,0.562,0.1594999999999999,0.12275,0.1267499999999999,0.0692499999999999,0.10325,0.21225,0.0782499999999999,0.54625,0.16525,0.3325,0.22425,0.11575,0.29125,0.45325,0.0802499999999999,0.1684999999999999,0.0544999999999999,0.0524999999999999,0.3512499999999999,0.0715,0.0685,0.11225,0.0717499999999999,0.0722499999999999,0.05925,0.03975,0.1644999999999999,0.1392499999999999,0.0925,0.05525,0.0439999999999999,0.0852499999999999,0.0544999999999999,0.083,0.1357499999999999,0.16375,0.0282499999999999,0.0752499999999999,0.05525,0.0845,0.1119999999999999,0.0842499999999999,0.064,0.172,0.0944999999999999,0.2804999999999999,0.0524999999999999,0.0399999999999999,0.0305,0.15175,0.03,0.0677499999999999,0.0842499999999999,0.0524999999999999,0.0692499999999999,0.022,0.019,0.04575,0.0762499999999999,0.0637499999999999,0.04325
Donnie Brasco (1997),0.99975,0.9195,0.9195,0.9815,0.948,0.79925,0.8282499999999999,0.7517499999999999,0.9195,0.827,0.8885000000000001,0.7517499999999999,0.68575,0.967,0.7517499999999999,0.68575,0.4685,0.63625,0.52675,0.52675,0.51275,0.8160000000000001,0.32275,0.4812499999999999,0.3854999999999999,0.80525,0.4115,0.2995,0.23825,0.5755,0.4275,0.4775,0.43925,0.3735,0.10875,0.38475,0.2194999999999999,0.381,0.3475,0.3585,0.52575,0.2734999999999999,0.23225,0.4535,0.2987499999999999,0.2075,0.3369999999999999,0.4127499999999999,0.385,0.238,0.25625,0.385,0.21875,0.2199999999999999,0.2817499999999999,0.43425,0.3824999999999999,0.20475,0.39975,0.208,0.1312499999999999,0.242,0.09975,0.141,0.16375,0.2584999999999999,0.2035,0.3542499999999999,0.527,0.1725,0.188,0.2654999999999999,0.1397499999999999,0.0805,0.15775,0.10075,0.5545,0.074,0.09425,0.27775,0.2045,0.11125,0.11375,0.06075,0.1485,0.2594999999999999,0.138,0.24225,0.1495,0.17875,0.694,0.09125,0.11925,0.1285,0.09725,0.1574999999999999,0.0935,0.0605,0.145,0.122,0.194,0.05375,0.2339999999999999,0.1144999999999999,0.09575,0.18675,0.0845,0.0692499999999999,0.0637499999999999,0.2524999999999999,0.10775,0.10025,0.1375,0.12125,0.0635,0.1604999999999999,0.0359999999999999,0.1094999999999999,0.1235,0.0735,0.4519999999999999,0.09875,0.065,0.06125,0.06025,0.07,0.10375,0.04175,0.0539999999999999,0.0994999999999999,0.0949999999999999,0.06,0.174,0.0484999999999999,0.05275,0.05025,0.079,0.15975,0.05675,0.0667499999999999,0.0665,0.1255,0.10225,0.0529999999999999,0.03075,0.03575,0.0334999999999999,0.03075,0.05075
L.A. Confidential (1997),0.9835,0.97625,0.97625,0.97725,0.97625,0.97425,0.9715,0.9165,0.97625,0.956,0.7675000000000001,0.75675,0.74425,0.67525,0.71875,0.74425,0.86025,0.75675,0.57875,0.57875,0.51475,0.8640000000000001,0.49275,0.4639999999999999,0.42025,0.38425,0.4167499999999999,0.36575,0.43925,0.23875,0.21525,0.2957499999999999,0.4509999999999999,0.38575,0.1865,0.44475,0.93825,0.3325,0.35675,0.3115,0.387,0.4565,0.32325,0.58125,0.27225,0.21975,0.32325,0.4752499999999999,0.6125,0.39575,0.31525,0.5225,0.8487499999999999,0.251,0.0999999999999999,0.196,0.2734999999999999,0.303,0.37775,0.78175,0.1465,0.721,0.3155,0.29325,0.22175,0.24875,0.31775,0.17075,0.12075,0.199,0.14275,0.156,0.1629999999999999,0.179,0.1034999999999999,0.1099999999999999,0.31775,0.1149999999999999,0.1169999999999999,0.1387499999999999,0.1375,0.17375,0.14775,0.08625,0.11325,0.0727499999999999,0.179,0.30325,0.2375,0.16475,0.093,0.96425,0.1382499999999999,0.12475,0.20775,0.17275,0.10425,0.0969999999999999,0.1039999999999999,0.09275,0.67825,0.1302499999999999,0.23425,0.0755,0.1029999999999999,0.1054999999999999,0.14775,0.2485,0.088,0.0802499999999999,0.122,0.0625,0.0677499999999999,0.20825,0.065,0.1332499999999999,0.51425,0.1267499999999999,0.0765,0.092,0.0642499999999999,0.1882499999999999,0.05825,0.08825,0.0519999999999999,0.0695,0.0685,0.04875,0.0569999999999999,0.074,0.0524999999999999,0.14525,0.0494999999999999,0.09125,0.0675,0.0247499999999999,0.0722499999999999,0.11475,0.03025,0.0979999999999999,0.0964999999999999,0.10975,0.04875,0.0334999999999999,0.0177499999999999,0.0369999999999999,0.0635,0.04875,0.018
Jackie Brown (1997),0.935,0.92175,0.9695,0.95725,0.92175,0.90975,0.8975,0.93375,0.92175,0.8565,0.9695,0.8975,0.4842499999999999,0.541,0.71075,0.8140000000000001,0.4419999999999999,0.8975,0.8140000000000001,0.8140000000000001,0.8627499999999999,0.744,0.4785,0.41425,0.8785000000000001,0.3395,0.3605,0.8785000000000001,0.58625,0.2837499999999999,0.18375,0.3784999999999999,0.39225,0.39975,0.51875,0.7275,0.254,0.29525,0.63725,0.0915,0.4755,0.55775,0.28125,0.2634999999999999,0.287,0.33375,0.31325,0.241,0.0959999999999999,0.8125,0.1965,0.14275,0.8654999999999999,0.11475,0.0807499999999999,0.38075,0.21925,0.2017499999999999,0.2095,0.149,0.6595,0.3702499999999999,0.1855,0.4065,0.3615,0.257,0.2214999999999999,0.1287499999999999,0.1114999999999999,0.18525,0.194,0.17875,0.0832499999999999,0.1014999999999999,0.1579999999999999,0.1342499999999999,0.284,0.0944999999999999,0.09825,0.12,0.0792499999999999,0.1455,0.121,0.10425,0.214,0.11075,0.1317499999999999,0.10725,0.05875,0.2405,0.09775,0.21725,0.1262499999999999,0.088,0.0762499999999999,0.0984999999999999,0.0605,0.0635,0.23325,0.0687499999999999,0.0642499999999999,0.03475,0.0827499999999999,0.05475,0.2334999999999999,0.20675,0.0682499999999999,0.1825,0.131,0.08725,0.0969999999999999,0.1589999999999999,0.238,0.192,0.0725,0.0579999999999999,0.04825,0.065,0.05325,0.0782499999999999,0.0549999999999999,0.0439999999999999,0.05525,0.0489999999999999,0.0762499999999999,0.06175,0.0454999999999999,0.0474999999999999,0.0815,0.0915,0.03375,0.0544999999999999,0.0905,0.0369999999999999,0.05425,0.03375,0.0484999999999999,0.0655,0.03175,0.0695,0.153,0.0625,0.0177499999999999,0.0885,0.0192499999999999,0.0825,0.0564999999999999,0.0255,0.0157499999999999
Suicide Kings (1997),0.9875,0.92025,0.87425,0.96875,0.78375,0.7842499999999999,0.8105,0.67125,0.8627499999999999,0.9135,0.87425,0.8105,0.64725,0.71975,0.2917499999999999,0.67275,0.8627499999999999,0.8105,0.67275,0.67275,0.92025,0.3075,0.4345,0.6065,0.20775,0.4155,0.5565,0.20775,0.45075,0.26575,0.34275,0.42425,0.33375,0.2887499999999999,0.3249999999999999,0.3429999999999999,0.24575,0.211,0.5575,0.2977499999999999,0.40525,0.38525,0.24,0.5435,0.40225,0.24925,0.25875,0.28025,0.1285,0.31525,0.265,0.15975,0.70925,0.21025,0.186,0.21675,0.28025,0.39875,0.2915,0.20425,0.0969999999999999,0.193,0.97525,0.2534999999999999,0.1415,0.213,0.2544999999999999,0.21025,0.38425,0.16925,0.16525,0.15925,0.11125,0.1287499999999999,0.1357499999999999,0.0625,0.22425,0.264,0.1885,0.3309999999999999,0.1164999999999999,0.25175,0.149,0.063,0.1205,0.08775,0.1967499999999999,0.18725,0.2249999999999999,0.15875,0.178,0.14975,0.081,0.08725,0.1235,0.21025,0.0569999999999999,0.1124999999999999,0.09325,0.18125,0.1054999999999999,0.0615,0.207,0.0662499999999999,0.23225,0.1985,0.071,0.252,0.10675,0.083,0.3117499999999999,0.11525,0.2309999999999999,0.1785,0.10825,0.09425,0.03975,0.10325,0.0792499999999999,0.03975,0.16375,0.0959999999999999,0.0812499999999999,0.092,0.0999999999999999,0.08825,0.1609999999999999,0.0665,0.04825,0.1689999999999999,0.04525,0.05975,0.0762499999999999,0.03775,0.0305,0.0539999999999999,0.1024999999999999,0.0989999999999999,0.0579999999999999,0.03375,0.0747499999999999,0.079,0.09375,0.0627499999999999,0.059,0.06175,0.0449999999999999,0.0632499999999999,0.04575
"French Connection, The (1971)",0.94225,0.94225,0.982,0.956,0.969,0.88425,0.93825,0.93825,0.969,0.7975000000000001,0.89025,0.8447499999999999,0.98225,0.6725,0.8447499999999999,0.81325,0.98025,0.8115000000000001,0.8167500000000001,0.8167500000000001,0.22925,0.70375,0.36375,0.4379999999999999,0.385,0.33375,0.3575,0.2744999999999999,0.57325,0.26875,0.32575,0.3057499999999999,0.16525,0.7729999999999999,0.16775,0.8767499999999999,0.39675,0.1995,0.22225,0.15775,0.2937499999999999,0.26,0.3472499999999999,0.26625,0.265,0.23925,0.3735,0.37575,0.18125,0.1967499999999999,0.24025,0.2355,0.14475,0.20725,0.1094999999999999,0.17275,0.26525,0.21875,0.1877499999999999,0.16125,0.202,0.3462499999999999,0.24325,0.1634999999999999,0.1927499999999999,0.17225,0.39625,0.1644999999999999,0.245,0.1594999999999999,0.14375,0.1624999999999999,0.10325,0.3712499999999999,0.303,0.093,0.2724999999999999,0.09325,0.2485,0.1285,0.077,0.10875,0.0569999999999999,0.0354999999999999,0.262,0.1639999999999999,0.084,0.60125,0.0847499999999999,0.149,0.87225,0.1415,0.1094999999999999,0.1215,0.11625,0.132,0.09725,0.0949999999999999,0.15275,0.128,0.18125,0.0737499999999999,0.25575,0.268,0.0384999999999999,0.1039999999999999,0.0682499999999999,0.1235,0.1382499999999999,0.2125,0.0712499999999999,0.0787499999999999,0.2917499999999999,0.0742499999999999,0.0954999999999999,0.0697499999999999,0.0885,0.09175,0.05825,0.1387499999999999,0.081,0.4297499999999999,0.0827499999999999,0.0777499999999999,0.04375,0.0652499999999999,0.0835,0.1947499999999999,0.10475,0.076,0.10525,0.0389999999999999,0.05375,0.0334999999999999,0.1392499999999999,0.04425,0.04275,0.0682499999999999,0.0414999999999999,0.0665,0.09525,0.0752499999999999,0.0705,0.089,0.0192499999999999,0.0885,0.0954999999999999,0.0285,0.0285
Seven Samurai (Shichinin no samurai) (1954),0.8999999999999999,0.992,0.98575,0.7265,0.98575,0.98575,0.992,0.992,0.8660000000000001,0.90975,0.992,0.93675,0.86625,0.73175,0.93675,0.541,0.4629999999999999,0.87375,0.86625,0.86625,0.3475,0.437,0.2604999999999999,0.4712499999999999,0.39775,0.53475,0.44975,0.417,0.34875,0.487,0.244,0.3582499999999999,0.1277499999999999,0.30325,0.2155,0.118,0.93675,0.351,0.246,0.527,0.26925,0.172,0.29625,0.3067499999999999,0.36675,0.27,0.3655,0.24775,0.388,0.1425,0.3087499999999999,0.511,0.3359999999999999,0.46475,0.29925,0.37875,0.39225,0.2877499999999999,0.2199999999999999,0.592,0.8839999999999999,0.1347499999999999,0.09,0.08925,0.23875,0.24225,0.123,0.2012499999999999,0.1287499999999999,0.1495,0.11825,0.2214999999999999,0.3552499999999999,0.09525,0.14375,0.603,0.1069999999999999,0.23175,0.3725,0.0822499999999999,0.21,0.11325,0.0989999999999999,0.0504999999999999,0.25175,0.1094999999999999,0.15075,0.1009999999999999,0.11325,0.073,0.04825,0.0529999999999999,0.09425,0.15025,0.3037499999999999,0.144,0.35,0.24125,0.125,0.14275,0.1262499999999999,0.36775,0.0524999999999999,0.061,0.0349999999999999,0.0627499999999999,0.303,0.0782499999999999,0.0855,0.0715,0.07,0.04375,0.05325,0.0424999999999999,0.1287499999999999,0.10225,0.03925,0.11825,0.0785,0.11575,0.07,0.04775,0.1149999999999999,0.1004999999999999,0.074,0.0667499999999999,0.02975,0.11375,0.1074999999999999,0.09825,0.05675,0.06225,0.0414999999999999,0.1089999999999999,0.0775,0.2035,0.11225,0.0324999999999999,0.1425,0.05125,0.05125,0.0802499999999999,0.04975,0.0252499999999999,0.0227499999999999,0.0122499999999999,0.0277499999999999,0.0339999999999999,0.0182499999999999
"Untouchables, The (1987)",0.9985,0.98025,0.98025,0.9775,0.99525,0.9555,0.98025,0.8885000000000001,0.99525,0.8420000000000001,0.819,0.8382499999999999,0.8394999999999999,0.9245,0.679,0.815,0.699,0.8029999999999999,0.835,0.835,0.35275,0.68025,0.3525,0.6655,0.65925,0.5315,0.44825,0.65925,0.718,0.3545,0.5145,0.276,0.891,0.50075,0.1669999999999999,0.18675,0.2817499999999999,0.47175,0.31625,0.593,0.522,0.32975,0.34975,0.875,0.593,0.2017499999999999,0.37075,0.301,0.67125,0.45125,0.31725,0.6035,0.52775,0.39125,0.3934999999999999,0.2857499999999999,0.35075,0.40375,0.3275,0.8382499999999999,0.32125,0.2674999999999999,0.1795,0.12275,0.18325,0.186,0.25175,0.4014999999999999,0.2234999999999999,0.1372499999999999,0.20525,0.208,0.409,0.21475,0.0837499999999999,0.09575,0.2115,0.121,0.17675,0.2045,0.0949999999999999,0.2415,0.1195,0.189,0.1014999999999999,0.517,0.2915,0.3705,0.09325,0.17275,0.15875,0.12175,0.09325,0.10675,0.17375,0.1992499999999999,0.11325,0.0682499999999999,0.10775,0.14875,0.97025,0.2025,0.40525,0.1485,0.08925,0.09475,0.184,0.05775,0.0682499999999999,0.09825,0.10625,0.05975,0.1345,0.1342499999999999,0.1144999999999999,0.22925,0.04825,0.25425,0.0845,0.0845,0.1947499999999999,0.134,0.23525,0.10925,0.0564999999999999,0.08675,0.145,0.0409999999999999,0.16675,0.0782499999999999,0.03775,0.04625,0.0635,0.11925,0.04475,0.09725,0.04125,0.15475,0.08675,0.09225,0.0419999999999999,0.1302499999999999,0.122,0.05725,0.0534999999999999,0.03925,0.0999999999999999,0.0667499999999999,0.0454999999999999
"Lock, Stock & Two Smoking Barrels (1998)",0.97625,0.98225,0.94975,0.981,0.94975,0.94975,0.91125,0.983,0.92775,0.918,0.901,0.8772500000000001,0.92775,0.6955,0.54975,0.92775,0.622,0.85975,0.90025,0.90025,0.98225,0.4285,0.42725,0.4885,0.8772500000000001,0.4715,0.8714999999999999,0.8772500000000001,0.32775,0.264,0.2269999999999999,0.3349999999999999,0.8592500000000001,0.4409999999999999,0.53375,0.78325,0.40475,0.3425,0.8089999999999999,0.1927499999999999,0.40525,0.3,0.23425,0.46825,0.2917499999999999,0.4245,0.239,0.3279999999999999,0.178,0.69175,0.9365,0.1985,0.6795,0.1664999999999999,0.1372499999999999,0.23075,0.2284999999999999,0.25325,0.39375,0.87825,0.1599999999999999,0.16125,0.18675,0.2015,0.21575,0.191,0.1795,0.123,0.1465,0.6195,0.1355,0.2309999999999999,0.18675,0.2175,0.17575,0.1175,0.17825,0.66575,0.16825,0.125,0.1099999999999999,0.1619999999999999,0.1305,0.14075,0.4297499999999999,0.0949999999999999,0.258,0.24,0.1405,0.16175,0.065,0.0835,0.0705,0.141,0.25525,0.1405,0.1649999999999999,0.0835,0.0757499999999999,0.1129999999999999,0.1004999999999999,0.1345,0.0747499999999999,0.05675,0.31475,0.1395,0.1109999999999999,0.3145,0.09725,0.05925,0.15875,0.0787499999999999,0.1114999999999999,0.1357499999999999,0.10025,0.1275,0.04725,0.1382499999999999,0.0905,0.082,0.1257499999999999,0.0414999999999999,0.05625,0.0755,0.0489999999999999,0.0707499999999999,0.0825,0.0715,0.063,0.0702499999999999,0.0394999999999999,0.16625,0.0519999999999999,0.0479999999999999,0.06225,0.03975,0.0885,0.05775,0.03775,0.0414999999999999,0.0802499999999999,0.05425,0.05375,0.0379999999999999,0.0247499999999999,0.08675,0.04775,0.05675,0.0242499999999999
Go (1999),0.837,0.8294999999999999,0.8162499999999999,0.6625,0.8162499999999999,0.69125,0.7509999999999999,0.7115,0.8985000000000001,0.966,0.8625,0.7305,0.8985000000000001,0.6365,0.356,0.8985000000000001,0.349,0.64525,0.8625,0.8625,0.743,0.3225,0.31875,0.54925,0.7305,0.4415,0.743,0.7305,0.45775,0.263,0.2624999999999999,0.293,0.723,0.3095,0.5315,0.958,0.2095,0.1619999999999999,0.889,0.1382499999999999,0.31425,0.56125,0.25175,0.32275,0.4157499999999999,0.4389999999999999,0.25375,0.27825,0.1119999999999999,0.74625,0.34775,0.1589999999999999,0.712,0.3555,0.1205,0.3335,0.2219999999999999,0.2304999999999999,0.405,0.1342499999999999,0.0792499999999999,0.4187499999999999,0.16725,0.4227499999999999,0.43325,0.27225,0.42625,0.17525,0.18075,0.2165,0.1205,0.1895,0.11525,0.09225,0.5175,0.11125,0.269,0.393,0.14525,0.0994999999999999,0.143,0.72225,0.09675,0.0494999999999999,0.4515,0.1004999999999999,0.14175,0.1882499999999999,0.146,0.09125,0.0632499999999999,0.7825,0.1365,0.11975,0.1154999999999999,0.16975,0.1014999999999999,0.0785,0.1704999999999999,0.0974999999999999,0.0559999999999999,0.198,0.063,0.04175,0.121,0.39875,0.1545,0.25325,0.09125,0.081,0.27775,0.1267499999999999,0.09525,0.1825,0.1134999999999999,0.10025,0.05325,0.0715,0.0627499999999999,0.04575,0.04525,0.04175,0.05625,0.0667499999999999,0.0752499999999999,0.0692499999999999,0.1019999999999999,0.0459999999999999,0.03525,0.0772499999999999,0.0655,0.137,0.075,0.07,0.05375,0.05175,0.11375,0.077,0.03275,0.04725,0.1195,0.07,0.0715,0.0374999999999999,0.03425,0.1887499999999999,0.1074999999999999,0.0785,0.0265
Run Lola Run (Lola rennt) (1998),0.8167500000000001,0.965,0.954,0.52225,0.954,0.954,0.82125,0.93875,0.96475,0.96125,0.851,0.8835,0.96475,0.61775,0.6045,0.96475,0.642,0.726,0.7849999999999999,0.7849999999999999,0.5855,0.36175,0.358,0.581,0.8422499999999999,0.4215,0.45525,0.8422499999999999,0.48,0.77075,0.42325,0.71425,0.25,0.36675,0.59025,0.26725,0.3864999999999999,0.2967499999999999,0.26025,0.22675,0.36,0.3555,0.27725,0.27525,0.4842499999999999,0.70175,0.406,0.3814999999999999,0.22525,0.1815,0.4595,0.22825,0.0715,0.3575,0.416,0.1977499999999999,0.3139999999999999,0.45175,0.1935,0.15325,0.28125,0.14775,0.13,0.17175,0.176,0.1265,0.266,0.2284999999999999,0.25525,0.22375,0.129,0.175,0.7947500000000001,0.1584999999999999,0.2835,0.4177499999999999,0.16425,0.26125,0.413,0.2045,0.45775,0.1342499999999999,0.1634999999999999,0.0662499999999999,0.1475,0.11225,0.11125,0.1129999999999999,0.38075,0.16025,0.0765,0.09275,0.16925,0.1584999999999999,0.412,0.4357499999999999,0.17875,0.17225,0.05375,0.16625,0.14125,0.2239999999999999,0.05125,0.0772499999999999,0.10975,0.08775,0.10375,0.358,0.2219999999999999,0.0805,0.154,0.1345,0.085,0.05375,0.1332499999999999,0.21725,0.0994999999999999,0.0782499999999999,0.14975,0.081,0.1049999999999999,0.09975,0.17575,0.1669999999999999,0.0245,0.14525,0.0855,0.11225,0.1084999999999999,0.0842499999999999,0.3482499999999999,0.14725,0.06075,0.7642500000000001,0.0772499999999999,0.17425,0.0544999999999999,0.04325,0.1044999999999999,0.0677499999999999,0.0424999999999999,0.0765,0.0837499999999999,0.0479999999999999,0.022,0.0642499999999999,0.0852499999999999,0.1505,0.0285
Three Kings (1999),0.7782500000000001,0.8714999999999999,0.8714999999999999,0.7717499999999999,0.742,0.7595000000000001,0.8714999999999999,0.859,0.696,0.89975,0.72,0.96575,0.8107500000000001,0.4499999999999999,0.851,0.56325,0.3515,0.8067500000000001,0.8107500000000001,0.8107500000000001,0.79525,0.34325,0.4579999999999999,0.46375,0.28325,0.3622499999999999,0.8067500000000001,0.193,0.33725,0.3954999999999999,0.682,0.2867499999999999,0.49375,0.1619999999999999,0.871,0.143,0.1282499999999999,0.39425,0.33075,0.44775,0.33525,0.35175,0.41525,0.257,0.22825,0.26275,0.2654999999999999,0.23775,0.90275,0.199,0.32325,0.44775,0.2204999999999999,0.1365,0.3592499999999999,0.27525,0.244,0.26025,0.55675,0.189,0.0984999999999999,0.188,0.10325,0.16625,0.23025,0.1659999999999999,0.12225,0.2185,0.21925,0.1977499999999999,0.178,0.25175,0.96575,0.4579999999999999,0.1064999999999999,0.17125,0.15225,0.381,0.131,0.1352499999999999,0.08725,0.14775,0.1654999999999999,0.27375,0.12125,0.0715,0.1835,0.2684999999999999,0.11525,0.148,0.0627499999999999,0.0655,0.14825,0.132,0.0999999999999999,0.1965,0.05675,0.63325,0.08975,0.1272499999999999,0.0925,0.266,0.0499999999999999,0.0915,0.1327499999999999,0.16225,0.0837499999999999,0.1175,0.0632499999999999,0.0732499999999999,0.0707499999999999,0.1185,0.10825,0.0777499999999999,0.4135,0.0842499999999999,0.05375,0.16575,0.0905,0.5065,0.06175,0.05025,0.1377499999999999,0.10025,0.0807499999999999,0.0737499999999999,0.071,0.05875,0.04475,0.075,0.0399999999999999,0.0847499999999999,0.10175,0.0635,0.0652499999999999,0.03075,0.1149999999999999,0.09825,0.0737499999999999,0.1014999999999999,0.0584999999999999,0.04775,0.0835,0.0675,0.0389999999999999,0.03175,0.0514999999999999,0.0349999999999999,0.019
