movieId,period piece,adaptation,weird,good,culture clash,original,melancholic,runaway,drama,betrayal,british,greed,mentor,independent film,light,dialogue,catastrophe,drinking,vengeance,life philosophy,pornography,fantasy world,prejudice,transformation,unlikely friendships,not funny,childhood,1930s,women,chase,predictable,life & death,family,sexy,writers,very funny,teen movie,quirky,creativity,fun movie,queer,islam,fight scenes,dysfunctional family,sacrifice,death,divorce,nudity (full frontal - brief),first contact,absurd,surveillance,underrated,film noir,weapons,farce,irish accent,doctors,multiple storylines,alter ego,classic car,wartime,bollywood,interracial romance,hotel,computer animation,good music,stereotypes,censorship,immortality,small town,notable nudity,pulp,indians,memory,hospital,blindness,too long,ensemble cast,alternate history,made for tv,fashion,dreams,mad scientist,california,island,simple,awesome soundtrack,brothers,atheism,nudity (topless - brief),wine,new jersey,road movie,camp,nudity (rear),addiction,directorial debut,adoption,prison,internet,french,wilderness,new york city,survival,tokyo,best of 2005,australia,stand-up comedy,rebellion,lawyer,russian,robert downey jr,father daughter relationship,race,workplace,stoner movie,hunting,potential oscar nom,god,radio,no plot,prostitution,cancer,texas,single father,unlikeable characters,san francisco,foul language,kick-butt women,goth,shopping,finnish,desert,80s,kidnapping,hip hop,ghosts/afterlife,remake,oil,snakes,too short,graphic novel,trilogy,time,reality tv,homeless,documentary,los angeles,buddy movie
Hamlet (1964),0.42925,0.65325,0.71675,0.71675,0.76725,0.56425,0.73375,0.71675,0.76725,0.68975,0.45275,0.73375,0.39425,0.684,0.4097499999999999,0.44425,0.45975,0.684,0.20475,0.73375,0.1942499999999999,0.215,0.51275,0.26675,0.2234999999999999,0.3105,0.2395,0.689,0.17775,0.2015,0.3329999999999999,0.3472499999999999,0.16625,0.2264999999999999,0.20875,0.2105,0.1292499999999999,0.2254999999999999,0.32975,0.1295,0.37075,0.18025,0.1327499999999999,0.2965,0.1745,0.18425,0.3682499999999999,0.4237499999999999,0.201,0.16525,0.11625,0.14575,0.684,0.12325,0.11925,0.185,0.177,0.1435,0.11425,0.1365,0.1337499999999999,0.1365,0.3275,0.1485,0.21925,0.093,0.19,0.1644999999999999,0.1925,0.0752499999999999,0.1337499999999999,0.08625,0.1372499999999999,0.09,0.0865,0.0757499999999999,0.086,0.136,0.0685,0.05525,0.027,0.08775,0.146,0.10275,0.06025,0.079,0.084,0.15975,0.139,0.0792499999999999,0.03025,0.074,0.0697499999999999,0.0635,0.0695,0.1397499999999999,0.093,0.085,0.0817499999999999,0.0519999999999999,0.03775,0.05825,0.05775,0.0695,0.0655,0.0865,0.15325,0.0564999999999999,0.123,0.11375,0.0359999999999999,0.10975,0.14225,0.05425,0.081,0.0662499999999999,0.10575,0.0865,0.21275,0.0637499999999999,0.06,0.05175,0.0319999999999999,0.0707499999999999,0.0745,0.03325,0.0702499999999999,0.02975,0.0767499999999999,0.022,0.026,0.0132499999999999,0.0374999999999999,0.0227499999999999,0.016,0.0564999999999999,0.082,0.0152499999999999,0.028,0.0775,0.04825,0.41925,0.0212499999999999,0.03825,0.08725,0.0364999999999999,0.04125,0.0217499999999999,0.0187499999999999
Plunkett & MaCleane (1999),0.925,0.3445,0.609,0.7575000000000001,0.4615,0.718,0.7505,0.356,0.4395,0.7529999999999999,0.7745,0.524,0.64675,0.7529999999999999,0.47375,0.71425,0.538,0.12175,0.553,0.38625,0.4812499999999999,0.4325,0.22275,0.2279999999999999,0.4782499999999999,0.2817499999999999,0.237,0.15525,0.20775,0.6905,0.57075,0.3395,0.3139999999999999,0.34375,0.1674999999999999,0.40225,0.202,0.4619999999999999,0.3249999999999999,0.7575000000000001,0.1937499999999999,0.21725,0.68575,0.18275,0.12425,0.204,0.09775,0.2189999999999999,0.3335,0.20725,0.191,0.3435,0.10075,0.68575,0.18325,0.1009999999999999,0.08875,0.25,0.279,0.1987499999999999,0.0837499999999999,0.11925,0.1272499999999999,0.1392499999999999,0.1897499999999999,0.67025,0.20875,0.0837499999999999,0.0702499999999999,0.0662499999999999,0.10075,0.3455,0.0875,0.11375,0.0847499999999999,0.09975,0.0949999999999999,0.11425,0.1292499999999999,0.06,0.30025,0.0554999999999999,0.15025,0.124,0.1024999999999999,0.14575,0.27575,0.215,0.14475,0.11475,0.084,0.0655,0.1039999999999999,0.4935,0.1614999999999999,0.0579999999999999,0.0735,0.0665,0.12175,0.17625,0.0494999999999999,0.127,0.0419999999999999,0.08675,0.078,0.0579999999999999,0.1997499999999999,0.0959999999999999,0.30625,0.0287499999999999,0.0702499999999999,0.0792499999999999,0.072,0.09875,0.04375,0.09475,0.0529999999999999,0.131,0.05825,0.0647499999999999,0.1362499999999999,0.0805,0.04125,0.0429999999999999,0.0459999999999999,0.0979999999999999,0.083,0.0845,0.25675,0.061,0.3974999999999999,0.05325,0.0519999999999999,0.1405,0.22475,0.1614999999999999,0.09025,0.0935,0.0359999999999999,0.0827499999999999,0.0687499999999999,0.08825,0.0767499999999999,0.04525,0.04475,0.03225,0.0344999999999999,0.10125,0.40925
Rain (1932),0.34475,0.70975,0.7445,0.53575,0.8347500000000001,0.62,0.908,0.6785,0.8347500000000001,0.7245,0.3105,0.908,0.3279999999999999,0.51825,0.51825,0.55075,0.3844999999999999,0.637,0.2324999999999999,0.1292499999999999,0.4872499999999999,0.1917499999999999,0.33075,0.574,0.1094999999999999,0.35,0.1069999999999999,0.792,0.344,0.14975,0.16275,0.128,0.0404999999999999,0.4872499999999999,0.16075,0.1825,0.11275,0.28525,0.1402499999999999,0.1195,0.21775,0.3542499999999999,0.1327499999999999,0.21925,0.061,0.21075,0.137,0.1402499999999999,0.2304999999999999,0.20825,0.09975,0.20725,0.4365,0.128,0.1962499999999999,0.09175,0.30925,0.14775,0.0807499999999999,0.086,0.1074999999999999,0.246,0.207,0.583,0.1599999999999999,0.05875,0.23825,0.47475,0.4345,0.153,0.09525,0.10575,0.0569999999999999,0.2365,0.20725,0.2224999999999999,0.0725,0.05925,0.0257499999999999,0.1074999999999999,0.05075,0.064,0.241,0.062,0.5155,0.075,0.06225,0.0837499999999999,0.14175,0.04825,0.04675,0.075,0.072,0.1574999999999999,0.023,0.1835,0.11675,0.0785,0.11075,0.0822499999999999,0.0544999999999999,0.10425,0.062,0.0652499999999999,0.083,0.089,0.093,0.10375,0.05125,0.1089999999999999,0.03325,0.0429999999999999,0.087,0.0529999999999999,0.08625,0.1367499999999999,0.0775,0.0187499999999999,0.14175,0.0245,0.0795,0.4435,0.0162499999999999,0.04425,0.0125,0.0334999999999999,0.2684999999999999,0.0217499999999999,0.05475,0.0544999999999999,0.0399999999999999,0.0095,0.065,0.02975,0.074,0.03525,0.0282499999999999,0.0499999999999999,0.122,0.04225,0.0207499999999999,0.0187499999999999,0.027,0.0245,0.019,0.05475,0.0349999999999999,0.019,0.0245
"Taming of the Shrew, The (1967)",0.55775,0.73925,0.625,0.66325,0.66325,0.68175,0.4177499999999999,0.625,0.655,0.655,0.4054999999999999,0.412,0.42,0.412,0.66325,0.73175,0.4579999999999999,0.412,0.3299999999999999,0.27225,0.412,0.30925,0.38525,0.4495,0.11175,0.2885,0.20975,0.23875,0.435,0.58875,0.21925,0.15625,0.3067499999999999,0.4305,0.11475,0.53825,0.14975,0.1985,0.31625,0.62975,0.2055,0.18425,0.288,0.2185,0.142,0.1535,0.57575,0.2664999999999999,0.247,0.2425,0.1355,0.23325,0.1475,0.25525,0.524,0.0782499999999999,0.1355,0.1275,0.1985,0.1704999999999999,0.0652499999999999,0.0984999999999999,0.299,0.15225,0.217,0.24025,0.1947499999999999,0.412,0.2574999999999999,0.10825,0.15325,0.1215,0.12075,0.0569999999999999,0.09,0.1415,0.0737499999999999,0.23825,0.1992499999999999,0.0529999999999999,0.1235,0.0539999999999999,0.1965,0.15475,0.10575,0.06075,0.20975,0.0845,0.132,0.09625,0.0534999999999999,0.09375,0.0632499999999999,0.15675,0.0692499999999999,0.0747499999999999,0.08825,0.0949999999999999,0.0812499999999999,0.09475,0.072,0.0692499999999999,0.3295,0.068,0.089,0.08675,0.0454999999999999,0.0815,0.11825,0.0875,0.04675,0.09325,0.11375,0.15825,0.0665,0.0812499999999999,0.0847499999999999,0.0197499999999999,0.0595,0.04125,0.063,0.0484999999999999,0.03475,0.04075,0.04875,0.084,0.0835,0.06225,0.0782499999999999,0.05475,0.0579999999999999,0.0132499999999999,0.08875,0.12225,0.05025,0.0692499999999999,0.0662499999999999,0.0559999999999999,0.0584999999999999,0.1069999999999999,0.05025,0.0324999999999999,0.0474999999999999,0.0424999999999999,0.0449999999999999,0.028,0.0152499999999999,0.03275,0.03125
Peter's Friends (1992),0.8082499999999999,0.44925,0.52325,0.676,0.6215,0.6935,0.8652500000000001,0.52325,0.666,0.52325,0.83775,0.4277499999999999,0.66075,0.51075,0.6215,0.6395,0.66625,0.54125,0.39375,0.4805,0.26575,0.41725,0.4659999999999999,0.293,0.8247500000000001,0.2837499999999999,0.30625,0.1307499999999999,0.255,0.394,0.44775,0.3369999999999999,0.415,0.144,0.5325,0.4679999999999999,0.4155,0.4,0.26625,0.40825,0.4812499999999999,0.15775,0.24625,0.38975,0.15625,0.49675,0.64325,0.2304999999999999,0.2514999999999999,0.3037499999999999,0.3229999999999999,0.344,0.08675,0.1714999999999999,0.3229999999999999,0.1937499999999999,0.2734999999999999,0.345,0.249,0.18225,0.1569999999999999,0.11225,0.1785,0.10725,0.1689999999999999,0.25975,0.4465,0.074,0.0627499999999999,0.2425,0.2339999999999999,0.16225,0.0822499999999999,0.11425,0.1927499999999999,0.16725,0.1119999999999999,0.7525,0.17725,0.092,0.1014999999999999,0.11925,0.10125,0.0514999999999999,0.1029999999999999,0.0825,0.32525,0.0805,0.11575,0.09725,0.3015,0.182,0.1029999999999999,0.14625,0.15925,0.2794999999999999,0.1272499999999999,0.077,0.09025,0.12275,0.04275,0.073,0.0994999999999999,0.1079999999999999,0.0792499999999999,0.0949999999999999,0.11725,0.0702499999999999,0.1795,0.03825,0.08875,0.1907499999999999,0.0655,0.10275,0.09425,0.136,0.04275,0.0757499999999999,0.0444999999999999,0.16925,0.04525,0.03675,0.377,0.05525,0.12025,0.2012499999999999,0.069,0.09775,0.0464999999999999,0.0657499999999999,0.1257499999999999,0.04225,0.0324999999999999,0.1885,0.0287499999999999,0.05825,0.062,0.0785,0.0454999999999999,0.0549999999999999,0.0667499999999999,0.16075,0.067,0.05625,0.1654999999999999,0.05975,0.03375,0.0227499999999999,0.029
Mansfield Park (1999),0.94825,0.9855,0.6305,0.72825,0.717,0.70875,0.56575,0.49075,0.4327499999999999,0.551,0.936,0.412,0.5235,0.38375,0.717,0.5505,0.58525,0.2644999999999999,0.27675,0.3249999999999999,0.2244999999999999,0.34325,0.55475,0.33075,0.24025,0.3319999999999999,0.32175,0.146,0.4277499999999999,0.3385,0.21025,0.12225,0.44975,0.20575,0.598,0.29925,0.72825,0.2975,0.513,0.2915,0.235,0.34325,0.22075,0.40175,0.15675,0.16025,0.54325,0.193,0.2095,0.298,0.25875,0.27975,0.0792499999999999,0.11775,0.17925,0.16075,0.1312499999999999,0.208,0.20925,0.14975,0.0762499999999999,0.1335,0.118,0.181,0.14125,0.143,0.20575,0.4815,0.04775,0.09975,0.24625,0.1327499999999999,0.0847499999999999,0.0949999999999999,0.1277499999999999,0.1029999999999999,0.0815,0.23475,0.141,0.1945,0.21,0.0805,0.0835,0.0989999999999999,0.1099999999999999,0.0999999999999999,0.1094999999999999,0.1295,0.1917499999999999,0.073,0.1684999999999999,0.086,0.0792499999999999,0.05275,0.0847499999999999,0.1599999999999999,0.0979999999999999,0.15325,0.0845,0.16175,0.0635,0.076,0.075,0.1285,0.05025,0.12,0.1335,0.0605,0.129,0.073,0.05175,0.073,0.09875,0.0795,0.0979999999999999,0.0655,0.05625,0.05025,0.072,0.0464999999999999,0.122,0.0409999999999999,0.0787499999999999,0.03825,0.0697499999999999,0.0645,0.073,0.2259999999999999,0.0707499999999999,0.0665,0.1149999999999999,0.0227499999999999,0.05075,0.03525,0.05125,0.0645,0.04525,0.03025,0.068,0.0444999999999999,0.0559999999999999,0.0454999999999999,0.0727499999999999,0.04425,0.04875,0.03225,0.0314999999999999,0.017,0.0237499999999999
Maurice (1987),0.90275,0.95,0.85775,0.92275,0.85775,0.6255,0.85775,0.5705,0.7945,0.5705,0.86575,0.40175,0.57825,0.54025,0.4549999999999999,0.3804999999999999,0.4515,0.4197499999999999,0.305,0.3722499999999999,0.8160000000000001,0.26725,0.557,0.3954999999999999,0.7967500000000001,0.3582499999999999,0.4469999999999999,0.261,0.4805,0.35775,0.15425,0.51325,0.178,0.514,0.2075,0.21625,0.2002499999999999,0.1347499999999999,0.17625,0.211,0.96625,0.236,0.2125,0.14925,0.54025,0.374,0.38075,0.31325,0.22425,0.1267499999999999,0.215,0.3185,0.091,0.1315,0.1362499999999999,0.2,0.38925,0.195,0.23675,0.25675,0.22275,0.17575,0.296,0.2005,0.1139999999999999,0.1295,0.17625,0.529,0.18025,0.1034999999999999,0.178,0.1257499999999999,0.141,0.16825,0.21175,0.2155,0.3722499999999999,0.0424999999999999,0.09675,0.0832499999999999,0.14475,0.15975,0.1639999999999999,0.09275,0.08725,0.1175,0.242,0.10075,0.0672499999999999,0.1337499999999999,0.09525,0.0662499999999999,0.27325,0.15625,0.1139999999999999,0.09375,0.1024999999999999,0.0752499999999999,0.17175,0.0745,0.0559999999999999,0.0685,0.1164999999999999,0.1059999999999999,0.06125,0.0494999999999999,0.10125,0.05675,0.586,0.0772499999999999,0.0745,0.064,0.05125,0.077,0.0519999999999999,0.085,0.1034999999999999,0.0817499999999999,0.04375,0.0524999999999999,0.0389999999999999,0.0657499999999999,0.0865,0.0785,0.04425,0.0329999999999999,0.2415,0.04075,0.05075,0.03575,0.09875,0.0125,0.0725,0.2435,0.0494999999999999,0.0419999999999999,0.127,0.0252499999999999,0.0449999999999999,0.09025,0.0662499999999999,0.0187499999999999,0.0812499999999999,0.10725,0.03,0.0479999999999999,0.079,0.0687499999999999,0.03525
"End of the Affair, The (1999)",0.54325,0.815,0.91,0.89025,0.7777499999999999,0.70625,0.859,0.7777499999999999,0.7777499999999999,0.69425,0.71075,0.7777499999999999,0.40825,0.4357499999999999,0.3515,0.6075,0.51175,0.366,0.3169999999999999,0.40275,0.5425,0.22575,0.247,0.3375,0.285,0.3632499999999999,0.1505,0.1382499999999999,0.20625,0.25775,0.27775,0.3005,0.12475,0.5425,0.429,0.2065,0.1064999999999999,0.24875,0.26975,0.12175,0.244,0.1074999999999999,0.2045,0.1689999999999999,0.45125,0.26675,0.7085,0.3742499999999999,0.24575,0.2674999999999999,0.16725,0.2754999999999999,0.2279999999999999,0.1292499999999999,0.15575,0.1367499999999999,0.12,0.3415,0.1922499999999999,0.139,0.8487499999999999,0.0765,0.1745,0.241,0.14825,0.10875,0.10775,0.345,0.0677499999999999,0.1235,0.2175,0.128,0.0695,0.27125,0.11975,0.1465,0.0842499999999999,0.10675,0.0974999999999999,0.0544999999999999,0.11775,0.11775,0.071,0.1119999999999999,0.068,0.11125,0.0812499999999999,0.082,0.197,0.1664999999999999,0.09475,0.06225,0.09975,0.08975,0.1932499999999999,0.0675,0.1079999999999999,0.0755,0.078,0.0692499999999999,0.066,0.0775,0.0652499999999999,0.065,0.0697499999999999,0.09425,0.0632499999999999,0.0747499999999999,0.0762499999999999,0.04475,0.05525,0.10425,0.04225,0.059,0.0722499999999999,0.0715,0.05025,0.1109999999999999,0.4365,0.0439999999999999,0.14275,0.03825,0.10075,0.0574999999999999,0.0272499999999999,0.04875,0.0677499999999999,0.0687499999999999,0.0615,0.0459999999999999,0.0627499999999999,0.0305,0.0682499999999999,0.0394999999999999,0.05875,0.0579999999999999,0.0722499999999999,0.05325,0.0399999999999999,0.0349999999999999,0.0524999999999999,0.1069999999999999,0.05575,0.0584999999999999,0.04175,0.0235,0.03625,0.03825,0.0359999999999999
"End of the Affair, The (1955)",0.29225,0.57575,0.7825,0.7265,0.45425,0.673,0.6175,0.45425,0.45425,0.547,0.547,0.6175,0.43775,0.45425,0.2684999999999999,0.32625,0.43975,0.45425,0.35575,0.3279999999999999,0.17325,0.23175,0.4415,0.2085,0.1704999999999999,0.351,0.2224999999999999,0.1225,0.48,0.3665,0.4842499999999999,0.39125,0.15975,0.387,0.3682499999999999,0.2905,0.2035,0.21925,0.14375,0.2165,0.4975,0.32475,0.17175,0.126,0.51325,0.41825,0.4975,0.2937499999999999,0.26475,0.18575,0.57075,0.197,0.1044999999999999,0.1887499999999999,0.27175,0.1059999999999999,0.2025,0.1365,0.10125,0.1704999999999999,0.3275,0.3239999999999999,0.38725,0.1362499999999999,0.1387499999999999,0.0584999999999999,0.15175,0.09575,0.2475,0.1034999999999999,0.09275,0.17025,0.124,0.20425,0.1185,0.1669999999999999,0.081,0.0439999999999999,0.10325,0.0775,0.062,0.11775,0.12,0.1599999999999999,0.04975,0.1465,0.0969999999999999,0.15475,0.379,0.0665,0.0984999999999999,0.148,0.14425,0.0697499999999999,0.0285,0.0474999999999999,0.067,0.126,0.0489999999999999,0.089,0.0267499999999999,0.0605,0.05725,0.09,0.18425,0.196,0.1134999999999999,0.1139999999999999,0.07,0.04025,0.0675,0.0394999999999999,0.03125,0.05275,0.10925,0.0964999999999999,0.0217499999999999,0.0775,0.8465,0.04025,0.05825,0.0369999999999999,0.08775,0.0379999999999999,0.0529999999999999,0.0822499999999999,0.03775,0.1277499999999999,0.05825,0.0275,0.1322499999999999,0.30925,0.132,0.0404999999999999,0.03375,0.15525,0.0419999999999999,0.11575,0.08875,0.20775,0.0539999999999999,0.0247499999999999,0.03525,0.0642499999999999,0.03425,0.067,0.10125,0.0625,0.0434999999999999
Daddy Long Legs (1919),0.45975,0.567,0.4875,0.73975,0.4855,0.65425,0.517,0.60775,0.68775,0.60225,0.34125,0.38925,0.60225,0.2594999999999999,0.581,0.618,0.40525,0.2794999999999999,0.2604999999999999,0.206,0.5585,0.65325,0.61225,0.4277499999999999,0.477,0.27925,0.542,0.526,0.26,0.44475,0.345,0.1654999999999999,0.44575,0.51275,0.185,0.31875,0.4705,0.1495,0.18625,0.253,0.3824999999999999,0.1614999999999999,0.23575,0.27275,0.28625,0.27775,0.11725,0.24725,0.4077499999999999,0.0935,0.1569999999999999,0.1674999999999999,0.1997499999999999,0.25425,0.0787499999999999,0.1644999999999999,0.1104999999999999,0.3067499999999999,0.11975,0.1129999999999999,0.1614999999999999,0.11025,0.25225,0.172,0.27475,0.1275,0.436,0.071,0.18425,0.0717499999999999,0.14625,0.1175,0.2594999999999999,0.1205,0.1004999999999999,0.22825,0.0697499999999999,0.08775,0.1335,0.0625,0.1079999999999999,0.12225,0.0687499999999999,0.16175,0.18675,0.21375,0.1275,0.0655,0.05975,0.1099999999999999,0.1059999999999999,0.0687499999999999,0.0524999999999999,0.1644999999999999,0.153,0.0775,0.0605,0.14675,0.2664999999999999,0.2714999999999999,0.08725,0.05125,0.04375,0.0875,0.0989999999999999,0.0645,0.09025,0.10625,0.2115,0.0389999999999999,0.0529999999999999,0.04175,0.10725,0.061,0.04775,0.10475,0.0314999999999999,0.0727499999999999,0.0319999999999999,0.118,0.0695,0.072,0.0379999999999999,0.03,0.0339999999999999,0.03025,0.0569999999999999,0.0544999999999999,0.0785,0.14175,0.04275,0.38,0.195,0.133,0.08,0.0765,0.24525,0.025,0.0349999999999999,0.0544999999999999,0.0827499999999999,0.1515,0.24925,0.0459999999999999,0.0225,0.03775,0.05425,0.0125,0.0215
Onegin (1999),0.9705,0.71575,0.7902499999999999,0.7702500000000001,0.61425,0.64575,0.732,0.4599999999999999,0.6195,0.531,0.575,0.547,0.40725,0.531,0.3672499999999999,0.4505,0.421,0.43725,0.45075,0.28325,0.50825,0.22325,0.28725,0.23725,0.16575,0.3409999999999999,0.091,0.129,0.256,0.2654999999999999,0.22775,0.209,0.0939999999999999,0.17075,0.245,0.22225,0.1445,0.21,0.21275,0.09875,0.1674999999999999,0.25425,0.1337499999999999,0.27175,0.26875,0.20675,0.4335,0.3005,0.2219999999999999,0.21775,0.22175,0.1327499999999999,0.15575,0.1267499999999999,0.24375,0.20625,0.2485,0.23675,0.11825,0.1445,0.1327499999999999,0.0999999999999999,0.203,0.17375,0.1059999999999999,0.09925,0.12075,0.17775,0.12475,0.0812499999999999,0.2095,0.1352499999999999,0.129,0.13,0.14925,0.11875,0.0655,0.0775,0.128,0.0687499999999999,0.10775,0.12025,0.06125,0.0404999999999999,0.0665,0.0775,0.082,0.1074999999999999,0.1074999999999999,0.17475,0.1297499999999999,0.04525,0.0767499999999999,0.0695,0.1149999999999999,0.0727499999999999,0.28325,0.0544999999999999,0.10375,0.05775,0.1785,0.05425,0.05325,0.0772499999999999,0.1435,0.3067499999999999,0.0722499999999999,0.0885,0.089,0.0339999999999999,0.70875,0.081,0.04225,0.0574999999999999,0.06,0.0855,0.026,0.092,0.05225,0.0292499999999999,0.05425,0.04475,0.0314999999999999,0.05375,0.0319999999999999,0.0484999999999999,0.04925,0.03225,0.03775,0.0687499999999999,0.04725,0.0132499999999999,0.0334999999999999,0.03175,0.03675,0.0277499999999999,0.0454999999999999,0.05525,0.04425,0.0414999999999999,0.0262499999999999,0.151,0.0359999999999999,0.0205,0.0225,0.015,0.0157499999999999,0.0232499999999999,0.02
Topsy-Turvy (1999),0.7055,0.3482499999999999,0.60975,0.5635,0.7065,0.69725,0.8465,0.50325,0.4267499999999999,0.391,0.5075,0.638,0.54475,0.50075,0.5635,0.614,0.4255,0.416,0.33125,0.26975,0.22325,0.3055,0.17975,0.26075,0.172,0.3275,0.154,0.0865,0.18275,0.2065,0.2095,0.24225,0.17425,0.1405,0.4625,0.23775,0.10125,0.37475,0.7425,0.297,0.1955,0.1272499999999999,0.179,0.2714999999999999,0.0979999999999999,0.14175,0.129,0.35575,0.20325,0.32375,0.123,0.1907499999999999,0.087,0.16025,0.2214999999999999,0.14725,0.1215,0.21375,0.2279999999999999,0.135,0.069,0.1579999999999999,0.05425,0.2274999999999999,0.149,0.766,0.084,0.0737499999999999,0.0637499999999999,0.1004999999999999,0.0574999999999999,0.09675,0.0645,0.08625,0.09175,0.0742499999999999,0.616,0.63375,0.0999999999999999,0.0865,0.0489999999999999,0.0782499999999999,0.0735,0.065,0.0722499999999999,0.088,0.119,0.123,0.05575,0.076,0.0692499999999999,0.073,0.1272499999999999,0.08775,0.0722499999999999,0.1795,0.069,0.0534999999999999,0.0715,0.092,0.0667499999999999,0.0737499999999999,0.0549999999999999,0.0857499999999999,0.1295,0.10775,0.0439999999999999,0.09025,0.0484999999999999,0.04675,0.06225,0.30425,0.066,0.03475,0.1257499999999999,0.0692499999999999,0.04425,0.05725,0.05775,0.0812499999999999,0.092,0.05475,0.0329999999999999,0.06075,0.0255,0.065,0.03625,0.14275,0.0549999999999999,0.0534999999999999,0.0267499999999999,0.05075,0.03375,0.0329999999999999,0.04525,0.1659999999999999,0.0232499999999999,0.0137499999999999,0.0645,0.03325,0.0295,0.0354999999999999,0.04075,0.04125,0.10175,0.03825,0.0685,0.0207499999999999,0.0252499999999999
Angela's Ashes (1999),0.4367499999999999,0.99425,0.54525,0.54525,0.686,0.61,0.717,0.686,0.717,0.717,0.4367499999999999,0.44275,0.55775,0.717,0.2425,0.282,0.5485,0.717,0.48375,0.4725,0.579,0.3037499999999999,0.4675,0.3279999999999999,0.4125,0.32825,0.634,0.8605,0.2145,0.2905,0.2345,0.53675,0.6475,0.1755,0.295,0.2907499999999999,0.17375,0.1684999999999999,0.256,0.16525,0.176,0.25225,0.17425,0.60175,0.4255,0.53275,0.0712499999999999,0.3419999999999999,0.2395,0.10425,0.1262499999999999,0.27225,0.0845,0.143,0.10775,0.927,0.2115,0.186,0.1835,0.2634999999999999,0.126,0.2027499999999999,0.0695,0.12225,0.1149999999999999,0.1347499999999999,0.21275,0.1205,0.05025,0.1252499999999999,0.20625,0.10175,0.092,0.1119999999999999,0.268,0.0959999999999999,0.27175,0.0464999999999999,0.12475,0.11975,0.0827499999999999,0.24275,0.0815,0.088,0.09525,0.0865,0.1079999999999999,0.344,0.20625,0.1982499999999999,0.03175,0.10875,0.12325,0.0677499999999999,0.15475,0.2274999999999999,0.09025,0.1397499999999999,0.0944999999999999,0.0964999999999999,0.04675,0.0662499999999999,0.1034999999999999,0.32525,0.0687499999999999,0.11825,0.0652499999999999,0.09375,0.1059999999999999,0.1019999999999999,0.091,0.071,0.11225,0.12075,0.0825,0.0852499999999999,0.063,0.0652499999999999,0.1765,0.05225,0.0329999999999999,0.069,0.2115,0.0424999999999999,0.1159999999999999,0.0349999999999999,0.04925,0.16275,0.05175,0.0595,0.0782499999999999,0.03975,0.0245,0.0429999999999999,0.023,0.04225,0.0454999999999999,0.03275,0.031,0.0242499999999999,0.03925,0.0404999999999999,0.0712499999999999,0.0339999999999999,0.0449999999999999,0.063,0.0434999999999999,0.0354999999999999,0.03475
"Star Is Born, A (1937)",0.3395,0.401,0.703,0.703,0.74325,0.64125,0.7782500000000001,0.703,0.74325,0.74325,0.177,0.7782500000000001,0.393,0.57775,0.495,0.479,0.42725,0.59825,0.268,0.25025,0.254,0.23375,0.28825,0.396,0.1365,0.249,0.15,0.81975,0.25875,0.216,0.2855,0.13,0.17625,0.32225,0.25425,0.252,0.12,0.2339999999999999,0.1955,0.1845,0.19,0.271,0.147,0.146,0.365,0.1365,0.22775,0.15075,0.25025,0.31475,0.132,0.09325,0.26675,0.1089999999999999,0.18725,0.11375,0.0717499999999999,0.1609999999999999,0.15325,0.12475,0.08775,0.2002499999999999,0.37775,0.2239999999999999,0.15275,0.14225,0.0837499999999999,0.34225,0.1952499999999999,0.4745,0.0732499999999999,0.0969999999999999,0.1942499999999999,0.0984999999999999,0.0747499999999999,0.0712499999999999,0.093,0.04375,0.0564999999999999,0.1079999999999999,0.11675,0.553,0.1564999999999999,0.70025,0.0964999999999999,0.0715,0.073,0.1275,0.0305,0.08875,0.092,0.09075,0.12,0.1545,0.031,0.08,0.0885,0.0795,0.05875,0.1282499999999999,0.03025,0.079,0.0314999999999999,0.076,0.0807499999999999,0.04075,0.03425,0.081,0.0474999999999999,0.028,0.05375,0.1094999999999999,0.0915,0.0672499999999999,0.06075,0.063,0.05875,0.0334999999999999,0.0305,0.04025,0.0574999999999999,0.1805,0.029,0.085,0.0285,0.067,0.0835,0.027,0.05325,0.0175,0.0554999999999999,0.0349999999999999,0.0792499999999999,0.0499999999999999,0.0534999999999999,0.065,0.0319999999999999,0.2214999999999999,0.073,0.03775,0.03975,0.0125,0.0235,0.04775,0.0319999999999999,0.0379999999999999,0.0359999999999999,0.55325,0.0349999999999999
