movieId,weird,melancholic,independent film,original,runaway,greed,culture clash,betrayal,dialogue,drama,drinking,catastrophe,pornography,mentor,good,vengeance,quirky,life philosophy,predictable,life & death,light,not funny,fantasy world,dysfunctional family,adaptation,sexy,creativity,absurd,writers,chase,very funny,queer,transformation,unlikely friendships,first contact,women,death,film noir,classic car,childhood,hotel,fight scenes,multiple storylines,weapons,islam,road movie,nudity (full frontal - brief),pulp,divorce,fun movie,surveillance,addiction,prejudice,dreams,small town,farce,tokyo,teen movie,hospital,too long,irish accent,underrated,computer animation,british,period piece,bollywood,censorship,memory,doctors,new jersey,wartime,good music,california,stand-up comedy,finnish,sacrifice,documentary,family,1930s,alter ego,camp,wilderness,stoner movie,blindness,mad scientist,stereotypes,french,workplace,internet,prison,indians,texas,interracial romance,simple,atheism,directorial debut,russian,adoption,awesome soundtrack,brothers,wine,god,hip hop,desert,australia,alternate history,new york city,survival,notable nudity,homeless,prostitution,immortality,nudity (topless - brief),no plot,kick-butt women,ensemble cast,hunting,made for tv,island,nudity (rear),fashion,kidnapping,cancer,reality tv,unlikeable characters,oil,goth,80s,robert downey jr,shopping,radio,race,san francisco,trilogy,father daughter relationship,potential oscar nom,lawyer,best of 2005,los angeles,rebellion,snakes,graphic novel,too short,ghosts/afterlife,foul language,single father,time,buddy movie,remake
Mina Tannenbaum (1994),0.4097499999999999,0.70575,0.74,0.65925,0.4409999999999999,0.369,0.3595,0.3045,0.3115,0.3265,0.61925,0.427,0.523,0.4812499999999999,0.2947499999999999,0.301,0.26775,0.38725,0.24925,0.29325,0.14975,0.30925,0.289,0.265,0.25075,0.3774999999999999,0.178,0.16725,0.259,0.202,0.189,0.44025,0.23425,0.8194999999999999,0.2249999999999999,0.4575,0.22525,0.1347499999999999,0.20375,0.156,0.0742499999999999,0.208,0.3035,0.265,0.20575,0.15,0.1435,0.1629999999999999,0.0969999999999999,0.172,0.08925,0.2025,0.1845,0.1679999999999999,0.1579999999999999,0.0954999999999999,0.2055,0.24625,0.09675,0.11625,0.16225,0.148,0.17525,0.1139999999999999,0.10175,0.63975,0.0775,0.10225,0.061,0.3984999999999999,0.14725,0.18225,0.09,0.11725,0.2194999999999999,0.1059999999999999,0.1164999999999999,0.0895,0.122,0.208,0.14475,0.0707499999999999,0.0812499999999999,0.0685,0.0745,0.09075,0.09025,0.075,0.0797499999999999,0.093,0.10175,0.11025,0.0989999999999999,0.09725,0.0574999999999999,0.10675,0.20975,0.11075,0.0747499999999999,0.1159999999999999,0.04525,0.05725,0.0642499999999999,0.0257499999999999,0.1395,0.1024999999999999,0.0999999999999999,0.05525,0.0797499999999999,0.0959999999999999,0.10575,0.10625,0.15175,0.1059999999999999,0.34575,0.0569999999999999,0.0175,0.16975,0.0529999999999999,0.14125,0.0735,0.0399999999999999,0.15175,0.0277499999999999,0.09325,0.0287499999999999,0.0444999999999999,0.0549999999999999,0.0642499999999999,0.0732499999999999,0.0344999999999999,0.05925,0.0544999999999999,0.04275,0.181,0.0459999999999999,0.0314999999999999,0.0429999999999999,0.04675,0.0275,0.026,0.04325,0.0155,0.11925,0.0354999999999999,0.0374999999999999,0.0272499999999999,0.024,0.0112499999999999
Breathing Room (1996),0.4845,0.7035,0.86175,0.585,0.4845,0.279,0.55775,0.5925,0.36475,0.2887499999999999,0.3582499999999999,0.4115,0.4235,0.479,0.61125,0.28125,0.18675,0.30325,0.3754999999999999,0.33175,0.199,0.29525,0.3075,0.24225,0.45675,0.196,0.1397499999999999,0.12425,0.2425,0.3067499999999999,0.248,0.54575,0.2985,0.22525,0.214,0.061,0.4872499999999999,0.16975,0.11525,0.1024999999999999,0.0875,0.184,0.1684999999999999,0.15425,0.38325,0.17825,0.0855,0.14125,0.1745,0.17475,0.18,0.0645,0.20525,0.06125,0.1495,0.22125,0.09675,0.61125,0.0725,0.189,0.6595,0.04075,0.135,0.0815,0.4127499999999999,0.138,0.0369999999999999,0.09,0.0489999999999999,0.208,0.091,0.086,0.0344999999999999,0.0994999999999999,0.07,0.0675,0.0379999999999999,0.0645,0.17275,0.10575,0.09125,0.0519999999999999,0.04975,0.05525,0.12275,0.078,0.2229999999999999,0.0705,0.1149999999999999,0.1694999999999999,0.267,0.0419999999999999,0.14625,0.083,0.3155,0.06225,0.1375,0.06075,0.0697499999999999,0.0484999999999999,0.04175,0.03425,0.26325,0.062,0.08925,0.08775,0.1104999999999999,0.04725,0.05775,0.09675,0.0409999999999999,0.0687499999999999,0.0514999999999999,0.0414999999999999,0.04825,0.0757499999999999,0.0177499999999999,0.0509999999999999,0.0305,0.1322499999999999,0.03925,0.0584999999999999,0.08625,0.05075,0.04525,0.0065,0.0449999999999999,0.03325,0.0295,0.3685,0.0165,0.04125,0.03825,0.0655,0.0225,0.0265,0.0232499999999999,0.04125,0.092,0.0265,0.0225,0.03825,0.1877499999999999,0.06125,0.0534999999999999,0.12325,0.03125,0.03525,0.017
I Can't Sleep (J'ai pas sommeil) (1994),0.8452500000000001,0.8452500000000001,0.7597499999999999,0.536,0.8452500000000001,0.73775,0.69325,0.34075,0.34575,0.4297499999999999,0.677,0.393,0.39275,0.3055,0.1694999999999999,0.376,0.21075,0.14075,0.2644999999999999,0.2825,0.1694999999999999,0.3065,0.16575,0.2085,0.1614999999999999,0.11775,0.2214999999999999,0.134,0.47675,0.2075,0.1475,0.1917499999999999,0.1614999999999999,0.1292499999999999,0.2085,0.20975,0.25475,0.32725,0.1905,0.2189999999999999,0.55375,0.13,0.1735,0.10225,0.4802499999999999,0.1317499999999999,0.0745,0.1325,0.16625,0.0785,0.08775,0.18475,0.08875,0.201,0.086,0.069,0.1679999999999999,0.0742499999999999,0.0459999999999999,0.1392499999999999,0.0727499999999999,0.0632499999999999,0.0969999999999999,0.16775,0.05525,0.2012499999999999,0.04325,0.15525,0.0419999999999999,0.26925,0.06175,0.073,0.05775,0.09175,0.3189999999999999,0.04075,0.1079999999999999,0.04025,0.03825,0.066,0.0544999999999999,0.0595,0.0574999999999999,0.024,0.05425,0.09075,0.4265,0.086,0.04075,0.0404999999999999,0.1275,0.32725,0.0855,0.0559999999999999,0.029,0.078,0.129,0.10425,0.0504999999999999,0.03675,0.397,0.026,0.0509999999999999,0.016,0.085,0.0459999999999999,0.0715,0.0384999999999999,0.04175,0.203,0.1285,0.0429999999999999,0.019,0.025,0.0349999999999999,0.04725,0.0105,0.0359999999999999,0.062,0.0499999999999999,0.0797499999999999,0.023,0.0212499999999999,0.066,0.173,0.05375,0.0277499999999999,0.04975,0.03,0.11275,0.0107499999999999,0.0242499999999999,0.0817499999999999,0.0444999999999999,0.0777499999999999,0.0245,0.03125,0.0142499999999999,0.0359999999999999,0.0175,0.0217499999999999,0.009,0.0275,0.0265,0.0177499999999999,0.0339999999999999,0.0235,0.019,0.0057499999999999
"Thieves (Voleurs, Les) (1996)",0.7385,0.80575,0.67375,0.58225,0.67425,0.7385,0.6305,0.44525,0.4205,0.6305,0.6305,0.4297499999999999,0.52725,0.3735,0.3824999999999999,0.73525,0.44525,0.3305,0.16375,0.302,0.3804999999999999,0.3279999999999999,0.2365,0.62725,0.24,0.23125,0.3025,0.22825,0.28325,0.20675,0.18225,0.32525,0.201,0.3565,0.187,0.33725,0.24475,0.3107499999999999,0.3159999999999999,0.1365,0.38575,0.18,0.3784999999999999,0.1654999999999999,0.0767499999999999,0.1347499999999999,0.12225,0.1215,0.2425,0.1014999999999999,0.176,0.16425,0.1195,0.1079999999999999,0.11125,0.08625,0.08975,0.1337499999999999,0.10275,0.0905,0.207,0.24775,0.1535,0.17375,0.1395,0.50475,0.0484999999999999,0.0757499999999999,0.1255,0.15625,0.1649999999999999,0.11325,0.15575,0.10675,0.1917499999999999,0.1079999999999999,0.1272499999999999,0.34225,0.071,0.1019999999999999,0.04825,0.0984999999999999,0.05275,0.0707499999999999,0.069,0.0647499999999999,0.5325,0.0692499999999999,0.09475,0.078,0.073,0.0845,0.1977499999999999,0.0642499999999999,0.05375,0.0969999999999999,0.1144999999999999,0.16525,0.0765,0.3625,0.2115,0.04125,0.0662499999999999,0.03875,0.06025,0.0905,0.03975,0.0745,0.22225,0.03575,0.0855,0.0655,0.1044999999999999,0.17575,0.139,0.1069999999999999,0.0242499999999999,0.09175,0.05275,0.04525,0.04725,0.10475,0.03425,0.0569999999999999,0.3175,0.0514999999999999,0.0652499999999999,0.03725,0.09,0.03275,0.0115,0.0454999999999999,0.04025,0.03725,0.05775,0.029,0.0672499999999999,0.0564999999999999,0.0574999999999999,0.0235,0.0262499999999999,0.0725,0.012,0.0394999999999999,0.0682499999999999,0.028,0.0267499999999999,0.0232499999999999,0.015
Love and Other Catastrophes (1996),0.265,0.729,0.9625,0.5955,0.38575,0.38575,0.38575,0.4054999999999999,0.3685,0.24575,0.17525,0.602,0.29425,0.395,0.515,0.27525,0.4054999999999999,0.54275,0.1947499999999999,0.543,0.1405,0.29525,0.2524999999999999,0.243,0.1947499999999999,0.1257499999999999,0.142,0.31975,0.2887499999999999,0.22575,0.173,0.37775,0.23775,0.4337499999999999,0.1704999999999999,0.23225,0.1252499999999999,0.09225,0.1302499999999999,0.2165,0.0702499999999999,0.16525,0.36,0.17275,0.0672499999999999,0.1609999999999999,0.149,0.14175,0.09425,0.26325,0.0785,0.0787499999999999,0.119,0.15575,0.137,0.09025,0.0767499999999999,0.3662499999999999,0.08725,0.0767499999999999,0.2135,0.15025,0.173,0.0812499999999999,0.0787499999999999,0.1302499999999999,0.0635,0.1815,0.1084999999999999,0.3179999999999999,0.0915,0.073,0.15775,0.0647499999999999,0.0292499999999999,0.09975,0.0237499999999999,0.2165,0.06175,0.1134999999999999,0.0682499999999999,0.0504999999999999,0.05125,0.261,0.075,0.1947499999999999,0.04375,0.0439999999999999,0.0722499999999999,0.079,0.065,0.11375,0.11875,0.11975,0.09525,0.139,0.21025,0.067,0.0855,0.05975,0.04675,0.02,0.071,0.0192499999999999,0.0969999999999999,0.1044999999999999,0.11125,0.0685,0.1905,0.0474999999999999,0.03875,0.0509999999999999,0.1079999999999999,0.0765,0.0559999999999999,0.073,0.03575,0.0615,0.04625,0.0474999999999999,0.02975,0.029,0.05975,0.04025,0.0459999999999999,0.0215,0.04025,0.05225,0.03225,0.0797499999999999,0.0454999999999999,0.0595,0.0334999999999999,0.03675,0.0339999999999999,0.0267499999999999,0.0267499999999999,0.019,0.0765,0.153,0.021,0.03275,0.0697499999999999,0.03875,0.04925,0.028,0.05525,0.0252499999999999,0.0147499999999999
"To Have, or Not (En avoir (ou pas)) (1995)",0.51625,0.7617499999999999,0.7509999999999999,0.59425,0.7617499999999999,0.7617499999999999,0.51625,0.46725,0.4945,0.46725,0.46725,0.4075,0.44875,0.35775,0.28025,0.537,0.1745,0.4815,0.27725,0.6555,0.23125,0.304,0.2514999999999999,0.0969999999999999,0.16675,0.14625,0.15475,0.1265,0.25425,0.192,0.145,0.34775,0.17075,0.3245,0.16325,0.12375,0.2339999999999999,0.2274999999999999,0.1405,0.0949999999999999,0.5695,0.1267499999999999,0.31225,0.1019999999999999,0.10025,0.11775,0.146,0.14475,0.0825,0.0979999999999999,0.1014999999999999,0.28075,0.3057499999999999,0.14725,0.1445,0.1099999999999999,0.1019999999999999,0.1029999999999999,0.1029999999999999,0.12275,0.127,0.0389999999999999,0.2219999999999999,0.0747499999999999,0.0974999999999999,0.69725,0.0539999999999999,0.0627499999999999,0.0549999999999999,0.1099999999999999,0.1302499999999999,0.061,0.0524999999999999,0.12375,0.7847500000000001,0.2085,0.05775,0.04025,0.09075,0.0815,0.0499999999999999,0.03225,0.0519999999999999,0.03175,0.0419999999999999,0.0579999999999999,0.08875,0.12275,0.05075,0.0757499999999999,0.061,0.0369999999999999,0.14325,0.04375,0.0474999999999999,0.04175,0.2684999999999999,0.0459999999999999,0.0539999999999999,0.0389999999999999,0.0705,0.0474999999999999,0.0235,0.0177499999999999,0.121,0.0725,0.0165,0.084,0.0205,0.08,0.1149999999999999,0.05275,0.0235,0.0137499999999999,0.073,0.0449999999999999,0.031,0.0745,0.0262499999999999,0.0285,0.0282499999999999,0.0245,0.04875,0.26375,0.0147499999999999,0.0195,0.0235,0.0474999999999999,0.0657499999999999,0.0449999999999999,0.0292499999999999,0.0605,0.04125,0.079,0.0252499999999999,0.46475,0.0187499999999999,0.027,0.04125,0.026,0.0157499999999999,0.0137499999999999,0.03175,0.026,0.0247499999999999,0.026,0.0192499999999999,0.023,0.0057499999999999
When the Cat's Away (Chacun cherche son chat) (1996),0.8422499999999999,0.8422499999999999,0.72575,0.72875,0.56625,0.52725,0.5985,0.365,0.4735,0.365,0.3954999999999999,0.416,0.26175,0.4187499999999999,0.376,0.27875,0.56475,0.4495,0.38725,0.375,0.5485,0.3055,0.22425,0.1952499999999999,0.146,0.2115,0.37275,0.2155,0.2895,0.17675,0.39625,0.424,0.26325,0.5885,0.18725,0.16275,0.0832499999999999,0.145,0.22125,0.415,0.3355,0.1927499999999999,0.1579999999999999,0.176,0.137,0.11175,0.2319999999999999,0.1094999999999999,0.12375,0.248,0.1215,0.121,0.0935,0.0837499999999999,0.1357499999999999,0.1139999999999999,0.197,0.1982499999999999,0.12375,0.085,0.0742499999999999,0.12275,0.1375,0.15675,0.1119999999999999,0.2224999999999999,0.0835,0.088,0.06075,0.16925,0.073,0.1114999999999999,0.05125,0.0745,0.2224999999999999,0.091,0.23225,0.087,0.05575,0.073,0.0777499999999999,0.061,0.0464999999999999,0.0777499999999999,0.0429999999999999,0.2355,0.86175,0.20375,0.073,0.0657499999999999,0.04225,0.0419999999999999,0.05075,0.309,0.0504999999999999,0.09925,0.0509999999999999,0.0722499999999999,0.0722499999999999,0.0519999999999999,0.3585,0.0484999999999999,0.0625,0.03575,0.067,0.0737499999999999,0.1109999999999999,0.05025,0.05025,0.15775,0.085,0.04825,0.0715,0.0707499999999999,0.09925,0.04225,0.0275,0.0514999999999999,0.02975,0.0504999999999999,0.32425,0.0314999999999999,0.0404999999999999,0.0469999999999999,0.088,0.077,0.028,0.024,0.0394999999999999,0.10875,0.021,0.0314999999999999,0.05025,0.09825,0.06225,0.03275,0.021,0.04125,0.0329999999999999,0.0314999999999999,0.02,0.0157499999999999,0.0102499999999999,0.09975,0.0205,0.0569999999999999,0.0192499999999999,0.0165,0.0192499999999999
Gabbeh (1996),0.819,0.819,0.6815,0.591,0.7555000000000001,0.6815,0.819,0.2017499999999999,0.597,0.2594999999999999,0.43325,0.416,0.49575,0.3964999999999999,0.3027499999999999,0.1992499999999999,0.18625,0.3265,0.27525,0.4625,0.4285,0.34075,0.2867499999999999,0.10325,0.174,0.35275,0.3279999999999999,0.1325,0.1225,0.16225,0.1982499999999999,0.15375,0.17325,0.1144999999999999,0.152,0.71975,0.15025,0.1267499999999999,0.25325,0.3545,0.0627499999999999,0.148,0.172,0.09975,0.2294999999999999,0.11325,0.0695,0.10225,0.14825,0.09275,0.1119999999999999,0.04075,0.2105,0.1109999999999999,0.0479999999999999,0.1044999999999999,0.352,0.10675,0.11325,0.11175,0.079,0.0752499999999999,0.14,0.1099999999999999,0.08825,0.627,0.0792499999999999,0.40325,0.0825,0.079,0.11325,0.065,0.0524999999999999,0.1385,0.11425,0.0702499999999999,0.3864999999999999,0.11475,0.0735,0.0635,0.0489999999999999,0.088,0.0635,0.078,0.0782499999999999,0.11225,0.1382499999999999,0.0404999999999999,0.0742499999999999,0.066,0.1345,0.0762499999999999,0.2314999999999999,0.06175,0.0319999999999999,0.0529999999999999,0.0662499999999999,0.0925,0.04975,0.0637499999999999,0.2465,0.08625,0.11575,0.0647499999999999,0.06175,0.0544999999999999,0.0162499999999999,0.05575,0.0369999999999999,0.03475,0.0479999999999999,0.10525,0.023,0.0715,0.0999999999999999,0.04375,0.0132499999999999,0.0499999999999999,0.04575,0.03675,0.018,0.0182499999999999,0.027,0.0255,0.0252499999999999,0.05075,0.022,0.0257499999999999,0.0409999999999999,0.0177499999999999,0.016,0.04275,0.021,0.05175,0.0697499999999999,0.021,0.0162499999999999,0.0177499999999999,0.0115,0.03425,0.0115,0.0197499999999999,0.03075,0.0137499999999999,0.0172499999999999,0.015,0.0554999999999999,0.0177499999999999,0.014
Love Serenade (1996),0.7025,0.62225,0.574,0.68375,0.51225,0.39125,0.416,0.39225,0.4277499999999999,0.385,0.38925,0.411,0.24825,0.3175,0.405,0.2885,0.644,0.298,0.2165,0.2269999999999999,0.3695,0.268,0.239,0.36675,0.21625,0.36,0.2204999999999999,0.21025,0.2957499999999999,0.348,0.401,0.153,0.2435,0.156,0.2145,0.28725,0.3047499999999999,0.1009999999999999,0.33975,0.24675,0.2594999999999999,0.1997499999999999,0.276,0.1997499999999999,0.06125,0.1295,0.15975,0.1629999999999999,0.24375,0.44775,0.128,0.062,0.17075,0.1907499999999999,0.7502500000000001,0.27575,0.0885,0.149,0.1285,0.12125,0.1119999999999999,0.24225,0.1825,0.077,0.0842499999999999,0.0725,0.06125,0.09175,0.15525,0.21275,0.0615,0.3445,0.1574999999999999,0.0757499999999999,0.11975,0.1357499999999999,0.03025,0.1639999999999999,0.0539999999999999,0.0935,0.06,0.0795,0.0755,0.09775,0.09375,0.15675,0.03675,0.138,0.1322499999999999,0.0635,0.0687499999999999,0.1372499999999999,0.16075,0.09775,0.12025,0.10575,0.0429999999999999,0.04475,0.17475,0.0692499999999999,0.15475,0.029,0.059,0.0354999999999999,0.78925,0.1104999999999999,0.066,0.0705,0.1669999999999999,0.0822499999999999,0.0529999999999999,0.06125,0.3045,0.0657499999999999,0.05325,0.0832499999999999,0.03975,0.03925,0.0795,0.1465,0.04225,0.0767499999999999,0.0642499999999999,0.05325,0.0569999999999999,0.10625,0.03,0.08675,0.03775,0.0802499999999999,0.25925,0.05325,0.03325,0.03375,0.03425,0.04575,0.0329999999999999,0.0247499999999999,0.06175,0.04675,0.15,0.04075,0.0162499999999999,0.04875,0.0559999999999999,0.0409999999999999,0.0399999999999999,0.0812499999999999,0.0227499999999999
Career Girls (1997),0.63075,0.66825,0.8799999999999999,0.691,0.5545,0.5365,0.63075,0.39375,0.42625,0.5545,0.62775,0.4117499999999999,0.249,0.477,0.353,0.3129999999999999,0.39375,0.5235,0.17425,0.33375,0.3155,0.32625,0.244,0.2027499999999999,0.1885,0.147,0.1604999999999999,0.1355,0.2784999999999999,0.17625,0.2294999999999999,0.1825,0.271,0.794,0.1985,0.55675,0.2075,0.1124999999999999,0.136,0.1927499999999999,0.09275,0.1365,0.28025,0.20525,0.0857499999999999,0.20575,0.2435,0.12175,0.0399999999999999,0.18275,0.0857499999999999,0.24375,0.1629999999999999,0.17525,0.24375,0.1074999999999999,0.27225,0.14375,0.1335,0.11575,0.1019999999999999,0.1445,0.14775,0.40575,0.16875,0.09025,0.09125,0.3652499999999999,0.1325,0.2947499999999999,0.061,0.1634999999999999,0.1089999999999999,0.09375,0.05475,0.08925,0.0847499999999999,0.0802499999999999,0.0474999999999999,0.126,0.0842499999999999,0.1425,0.11575,0.0842499999999999,0.1295,0.1725,0.04325,0.25075,0.05525,0.064,0.08875,0.09025,0.0807499999999999,0.156,0.0474999999999999,0.11375,0.0752499999999999,0.1109999999999999,0.1634999999999999,0.0845,0.04325,0.0584999999999999,0.0549999999999999,0.0484999999999999,0.0772499999999999,0.067,0.05725,0.0632499999999999,0.0822499999999999,0.16975,0.05875,0.03575,0.21175,0.0697499999999999,0.0665,0.09125,0.04325,0.0732499999999999,0.07,0.11225,0.0944999999999999,0.0349999999999999,0.0449999999999999,0.0272499999999999,0.10975,0.03525,0.2875,0.2375,0.135,0.0484999999999999,0.0802499999999999,0.04825,0.0295,0.04875,0.05475,0.04925,0.0135,0.0247499999999999,0.0287499999999999,0.06225,0.0292499999999999,0.03025,0.03925,0.0584999999999999,0.05375,0.03675,0.0369999999999999,0.05375,0.0155
She's So Lovely (1997),0.5345,0.671,0.6295,0.782,0.47775,0.4207499999999999,0.4985,0.60775,0.60475,0.4862499999999999,0.684,0.491,0.571,0.3715,0.4862499999999999,0.60775,0.61675,0.32075,0.4014999999999999,0.3057499999999999,0.28525,0.32275,0.3635,0.349,0.3299999999999999,0.1967499999999999,0.1317499999999999,0.4245,0.23275,0.21975,0.28525,0.30325,0.21225,0.16325,0.2199999999999999,0.15425,0.20625,0.11225,0.2339999999999999,0.154,0.1164999999999999,0.2564999999999999,0.50425,0.21425,0.087,0.197,0.2955,0.22825,0.1654999999999999,0.17375,0.0815,0.242,0.12125,0.1114999999999999,0.1159999999999999,0.121,0.10225,0.1049999999999999,0.18275,0.144,0.135,0.16625,0.172,0.09925,0.1044999999999999,0.059,0.119,0.1079999999999999,0.0979999999999999,0.14425,0.069,0.1084999999999999,0.139,0.10775,0.0732499999999999,0.15125,0.0464999999999999,0.23475,0.06,0.141,0.0842499999999999,0.0954999999999999,0.10225,0.11275,0.0692499999999999,0.25875,0.03975,0.0989999999999999,0.088,0.10225,0.16675,0.15775,0.14725,0.09325,0.0842499999999999,0.1034999999999999,0.04125,0.1277499999999999,0.16775,0.09025,0.0334999999999999,0.08875,0.081,0.08675,0.10325,0.09875,0.0569999999999999,0.05725,0.2185,0.062,0.0637499999999999,0.04025,0.0974999999999999,0.05125,0.206,0.1064999999999999,0.04325,0.03325,0.08925,0.0662499999999999,0.05525,0.1014999999999999,0.0717499999999999,0.0855,0.2465,0.0295,0.0635,0.081,0.0685,0.0247499999999999,0.03325,0.03775,0.03275,0.06025,0.05425,0.03925,0.03925,0.08,0.0707499999999999,0.0549999999999999,0.0845,0.125,0.031,0.0232499999999999,0.3065,0.0314999999999999,0.03675,0.0725,0.03475
Nenette and Boni (Nénette et Boni) (1996),0.79,0.79,0.6105,0.598,0.65,0.40225,0.5175,0.3542499999999999,0.34775,0.2564999999999999,0.238,0.4085,0.26075,0.33875,0.2905,0.3814999999999999,0.32775,0.181,0.1629999999999999,0.1624999999999999,0.1962499999999999,0.28025,0.25425,0.64075,0.1815,0.2875,0.16225,0.15075,0.21775,0.14425,0.1535,0.4117499999999999,0.1694999999999999,0.1574999999999999,0.1402499999999999,0.123,0.1004999999999999,0.354,0.118,0.22475,0.1099999999999999,0.10425,0.238,0.14875,0.1392499999999999,0.0827499999999999,0.0795,0.12225,0.08725,0.077,0.05925,0.0657499999999999,0.1089999999999999,0.072,0.0439999999999999,0.1069999999999999,0.128,0.0737499999999999,0.077,0.086,0.23625,0.0747499999999999,0.156,0.14225,0.069,0.077,0.0842499999999999,0.0752499999999999,0.0579999999999999,0.061,0.15525,0.0805,0.04775,0.087,0.3565,0.0489999999999999,0.1357499999999999,0.17775,0.04575,0.0825,0.04025,0.10825,0.0459999999999999,0.0554999999999999,0.06,0.05475,0.55475,0.062,0.0319999999999999,0.0494999999999999,0.0792499999999999,0.10925,0.063,0.03,0.0277499999999999,0.0245,0.1385,0.1009999999999999,0.04925,0.04325,0.09375,0.03475,0.0434999999999999,0.0305,0.10925,0.04725,0.0222499999999999,0.05875,0.216,0.0374999999999999,0.0469999999999999,0.0292499999999999,0.0235,0.05525,0.0474999999999999,0.0662499999999999,0.0247499999999999,0.03975,0.0265,0.0162499999999999,0.021,0.0605,0.0655,0.0569999999999999,0.0262499999999999,0.04125,0.031,0.0384999999999999,0.0584999999999999,0.0172499999999999,0.0172499999999999,0.027,0.014,0.0429999999999999,0.0605,0.03775,0.0185,0.0272499999999999,0.0145,0.0282499999999999,0.01,0.0167499999999999,0.0137499999999999,0.0252499999999999,0.0207499999999999,0.05325,0.01,0.0115,0.0115
Hugo Pool (1997),0.4925,0.391,0.927,0.66325,0.4287499999999999,0.2345,0.36675,0.32175,0.3239999999999999,0.22925,0.4595,0.40725,0.65,0.38575,0.396,0.293,0.80525,0.57175,0.53475,0.49,0.17575,0.2935,0.2299999999999999,0.59175,0.23425,0.1775,0.14325,0.20875,0.352,0.24175,0.2017499999999999,0.1704999999999999,0.1902499999999999,0.1345,0.2229999999999999,0.1277499999999999,0.09125,0.11075,0.2674999999999999,0.084,0.12275,0.33975,0.29925,0.1654999999999999,0.10675,0.18525,0.2694999999999999,0.2055,0.12325,0.3864999999999999,0.11025,0.57925,0.2877499999999999,0.0795,0.09975,0.12275,0.09625,0.10425,0.0944999999999999,0.11625,0.1387499999999999,0.10875,0.1079999999999999,0.0807499999999999,0.1024999999999999,0.1104999999999999,0.05875,0.1275,0.0832499999999999,0.14925,0.03975,0.06,0.24425,0.1159999999999999,0.08625,0.12175,0.027,0.087,0.04475,0.176,0.0805,0.03725,0.1295,0.0837499999999999,0.0855,0.1937499999999999,0.0574999999999999,0.0675,0.10925,0.0647499999999999,0.0715,0.0677499999999999,0.0464999999999999,0.03675,0.1475,0.06075,0.0685,0.0479999999999999,0.0762499999999999,0.063,0.0579999999999999,0.04775,0.0747499999999999,0.0275,0.066,0.15525,0.09625,0.063,0.11475,0.0439999999999999,0.0429999999999999,0.0755,0.2065,0.0999999999999999,0.05725,0.2475,0.015,0.066,0.04425,0.10975,0.0197499999999999,0.07,0.0652499999999999,0.11575,0.2774999999999999,0.0895,0.0775,0.04825,0.90125,0.0802499999999999,0.0685,0.03575,0.0424999999999999,0.03,0.02975,0.0665,0.0319999999999999,0.016,0.0409999999999999,0.028,0.0339999999999999,0.0384999999999999,0.0232499999999999,0.04925,0.17525,0.0625,0.05675,0.03225,0.10275
"Tango Lesson, The (1997)",0.8660000000000001,0.8660000000000001,0.8660000000000001,0.73225,0.41725,0.51025,0.8660000000000001,0.384,0.46075,0.365,0.36175,0.4505,0.534,0.50075,0.577,0.31275,0.31,0.2985,0.32525,0.2764999999999999,0.5925,0.34025,0.2309999999999999,0.2319999999999999,0.20775,0.59575,0.55975,0.40075,0.268,0.2027499999999999,0.18725,0.214,0.24875,0.365,0.22325,0.4772499999999999,0.17625,0.30025,0.20525,0.26425,0.26725,0.15725,0.14775,0.181,0.27625,0.1845,0.253,0.1275,0.1699999999999999,0.205,0.251,0.09675,0.32525,0.14,0.1029999999999999,0.0745,0.1109999999999999,0.2927499999999999,0.15125,0.0847499999999999,0.1465,0.1972499999999999,0.1365,0.1982499999999999,0.1425,0.2704999999999999,0.152,0.15825,0.1109999999999999,0.1659999999999999,0.078,0.45975,0.0645,0.0695,0.05875,0.17675,0.0584999999999999,0.124,0.0727499999999999,0.11975,0.10425,0.25325,0.0835,0.1164999999999999,0.09925,0.10125,0.1114999999999999,0.0974999999999999,0.0797499999999999,0.069,0.10425,0.059,0.25,0.16875,0.2015,0.1372499999999999,0.0915,0.0802499999999999,0.1347499999999999,0.152,0.0339999999999999,0.09225,0.20375,0.0632499999999999,0.065,0.0925,0.0732499999999999,0.05975,0.32375,0.0757499999999999,0.03675,0.04625,0.3179999999999999,0.248,0.05775,0.03925,0.0832499999999999,0.0479999999999999,0.09175,0.12275,0.0349999999999999,0.04125,0.0782499999999999,0.03975,0.04325,0.0885,0.03875,0.0885,0.05425,0.0692499999999999,0.0944999999999999,0.1337499999999999,0.0842499999999999,0.0232499999999999,0.14125,0.1024999999999999,0.02975,0.069,0.02,0.0615,0.02975,0.0127499999999999,0.03425,0.0389999999999999,0.0242499999999999,0.0775,0.0257499999999999,0.03,0.0305
