movieId,betrayal,runaway,islam,independent film,culture clash,mentor,good,drama,weird,original,period piece,prejudice,greed,catastrophe,melancholic,sacrifice,vengeance,adaptation,dialogue,drinking,predictable,light,life philosophy,life & death,transformation,atheism,fight scenes,first contact,unlikely friendships,chase,not funny,god,wartime,pornography,fantasy world,family,british,death,fun movie,surveillance,indians,very funny,weapons,childhood,nudity (full frontal - brief),women,irish accent,teen movie,doctors,creativity,underrated,survival,dysfunctional family,quirky,censorship,stereotypes,hospital,writers,rebellion,alternate history,1930s,bollywood,classic car,queer,too long,good music,race,computer animation,new jersey,california,absurd,sexy,brothers,alter ego,small town,blindness,internet,multiple storylines,interracial romance,immortality,prison,memory,simple,pulp,made for tv,adoption,lawyer,film noir,island,divorce,road movie,dreams,notable nudity,wilderness,nudity (topless - brief),texas,camp,mad scientist,cancer,hotel,awesome soundtrack,foul language,desert,nudity (rear),farce,addiction,stand-up comedy,radio,australia,russian,tokyo,ensemble cast,workplace,single father,directorial debut,80s,father daughter relationship,hip hop,kidnapping,stoner movie,san francisco,time,oil,new york city,best of 2005,robert downey jr,too short,documentary,potential oscar nom,homeless,finnish,french,remake,hunting,ghosts/afterlife,fashion,graphic novel,reality tv,kick-butt women,wine,snakes,prostitution,trilogy,no plot,los angeles,goth,buddy movie,unlikeable characters,shopping
Titanic (1953),0.9185,0.81975,0.78525,0.9185,0.81975,0.55075,0.80775,0.8274999999999999,0.80775,0.68025,0.9185,0.78525,0.80775,0.6995,0.3784999999999999,0.7845,0.32525,0.4529999999999999,0.43825,0.80775,0.798,0.43975,0.25575,0.2654999999999999,0.3097499999999999,0.1034999999999999,0.798,0.70425,0.4675,0.25625,0.38225,0.0797499999999999,0.1235,0.1555,0.24075,0.68625,0.3077499999999999,0.3027499999999999,0.26375,0.0845,0.3139999999999999,0.24875,0.70425,0.4115,0.186,0.1975,0.136,0.5715,0.15175,0.2304999999999999,0.2199999999999999,0.435,0.633,0.14875,0.0645,0.1972499999999999,0.16075,0.134,0.0504999999999999,0.31975,0.184,0.0785,0.12075,0.1445,0.1619999999999999,0.1064999999999999,0.1154999999999999,0.1895,0.09225,0.1405,0.0795,0.1367499999999999,0.0817499999999999,0.1272499999999999,0.1039999999999999,0.09275,0.1372499999999999,0.23525,0.195,0.15075,0.0762499999999999,0.10325,0.133,0.1215,0.2145,0.17325,0.05275,0.146,0.1292499999999999,0.25175,0.05675,0.0939999999999999,0.0847499999999999,0.0722499999999999,0.0564999999999999,0.0855,0.072,0.10575,0.08725,0.1475,0.0812499999999999,0.083,0.0424999999999999,0.10575,0.0687499999999999,0.04575,0.0939999999999999,0.05925,0.03475,0.04375,0.10625,0.1755,0.05225,0.20925,0.05325,0.08625,0.1345,0.0635,0.0939999999999999,0.0702499999999999,0.0554999999999999,0.0797499999999999,0.0389999999999999,0.09975,0.0237499999999999,0.0404999999999999,0.075,0.04175,0.0677499999999999,0.0195,0.0275,0.0324999999999999,0.0935,0.0227499999999999,0.0459999999999999,0.086,0.0252499999999999,0.0275,0.0595,0.04625,0.04525,0.0364999999999999,0.028,0.062,0.0569999999999999,0.029,0.0404999999999999,0.0354999999999999,0.05425
"Good Earth, The (1937)",0.8167500000000001,0.87825,0.39875,0.591,0.96925,0.559,0.87825,0.96925,0.87825,0.55075,0.3944999999999999,0.559,0.84125,0.623,0.736,0.559,0.3215,0.9785,0.567,0.591,0.623,0.7505,0.31225,0.16975,0.36075,0.09375,0.256,0.623,0.2855,0.1669999999999999,0.3409999999999999,0.1594999999999999,0.14,0.184,0.2405,0.558,0.2345,0.2209999999999999,0.2774999999999999,0.10475,0.517,0.1902499999999999,0.47775,0.28425,0.15775,0.185,0.27475,0.15,0.126,0.1962499999999999,0.152,0.20975,0.2845,0.1397499999999999,0.142,0.48075,0.11325,0.1972499999999999,0.11575,0.1377499999999999,0.8540000000000001,0.10375,0.15775,0.2022499999999999,0.26175,0.142,0.31675,0.5395,0.0682499999999999,0.4559999999999999,0.132,0.1149999999999999,0.25425,0.21275,0.1875,0.126,0.0807499999999999,0.09775,0.3067499999999999,0.7215,0.0725,0.0625,0.2035,0.0855,0.187,0.1322499999999999,0.08675,0.4167499999999999,0.15925,0.21125,0.08,0.0954999999999999,0.11075,0.1367499999999999,0.0822499999999999,0.0847499999999999,0.04725,0.1267499999999999,0.118,0.0954999999999999,0.1084999999999999,0.063,0.0737499999999999,0.11025,0.11325,0.067,0.0984999999999999,0.05825,0.25975,0.1262499999999999,0.10325,0.0544999999999999,0.05475,0.0785,0.0765,0.03375,0.1295,0.04525,0.0202499999999999,0.068,0.14175,0.05275,0.059,0.0732499999999999,0.0725,0.0895,0.1004999999999999,0.0277499999999999,0.03225,0.1755,0.2329999999999999,0.03725,0.0215,0.1347499999999999,0.02,0.05975,0.0722499999999999,0.0319999999999999,0.079,0.05375,0.04475,0.0615,0.03,0.03075,0.0857499999999999,0.0262499999999999,0.0369999999999999,0.0227499999999999,0.026
East is East (1999),0.56925,0.481,0.98325,0.3542499999999999,0.96,0.41525,0.469,0.84375,0.4645,0.66725,0.8287500000000001,0.86975,0.41625,0.4267499999999999,0.472,0.1185,0.56925,0.4257499999999999,0.31775,0.3542499999999999,0.175,0.552,0.2704999999999999,0.178,0.236,0.2309999999999999,0.22675,0.16575,0.2115,0.285,0.2684999999999999,0.2309999999999999,0.252,0.285,0.29025,0.705,0.8612500000000001,0.1765,0.2309999999999999,0.1332499999999999,0.6605,0.6045,0.1185,0.49475,0.2917499999999999,0.23875,0.2395,0.1277499999999999,0.1175,0.2975,0.22125,0.0657499999999999,0.69725,0.3067499999999999,0.0964999999999999,0.559,0.1352499999999999,0.191,0.4445,0.1059999999999999,0.088,0.4792499999999999,0.18375,0.235,0.05475,0.15,0.2085,0.16175,0.0762499999999999,0.139,0.26775,0.1392499999999999,0.22375,0.139,0.14325,0.184,0.1235,0.1907499999999999,0.38275,0.03575,0.09075,0.0675,0.067,0.118,0.04375,0.281,0.04175,0.0817499999999999,0.10025,0.31775,0.11825,0.0715,0.1104999999999999,0.1425,0.17975,0.03,0.17475,0.079,0.0765,0.0715,0.14425,0.3107499999999999,0.0434999999999999,0.09725,0.38675,0.1009999999999999,0.0805,0.0384999999999999,0.1885,0.0935,0.14325,0.24825,0.08,0.1295,0.11025,0.0935,0.16925,0.05975,0.0615,0.0835,0.028,0.026,0.0665,0.0489999999999999,0.08875,0.0429999999999999,0.03325,0.0494999999999999,0.0479999999999999,0.0389999999999999,0.05525,0.04675,0.02,0.04175,0.03225,0.0574999999999999,0.0329999999999999,0.071,0.059,0.1435,0.0414999999999999,0.0474999999999999,0.05625,0.0534999999999999,0.0205,0.03475,0.0314999999999999,0.04375,0.0439999999999999
"Great Locomotive Chase, The (1956)",0.6645,0.8015000000000001,0.6485,0.8015000000000001,0.51125,0.8015000000000001,0.55075,0.51125,0.51125,0.6365,0.65775,0.8015000000000001,0.4559999999999999,0.4499999999999999,0.2857499999999999,0.8015000000000001,0.4405,0.3492499999999999,0.425,0.16575,0.425,0.4147499999999999,0.263,0.33075,0.197,0.10825,0.4469999999999999,0.243,0.3665,0.9645,0.33025,0.10075,0.35375,0.15,0.2744999999999999,0.2017499999999999,0.146,0.11075,0.69175,0.8714999999999999,0.15025,0.217,0.425,0.259,0.132,0.0712499999999999,0.3445,0.0865,0.268,0.21825,0.1149999999999999,0.0645,0.4335,0.144,0.04325,0.10775,0.1594999999999999,0.1154999999999999,0.03225,0.1624999999999999,0.1252499999999999,0.0354999999999999,0.134,0.1405,0.0529999999999999,0.1089999999999999,0.09975,0.186,0.14875,0.3784999999999999,0.1255,0.074,0.10375,0.10325,0.17425,0.181,0.1564999999999999,0.08875,0.0705,0.1604999999999999,0.17225,0.1275,0.3774999999999999,0.16725,0.191,0.0574999999999999,0.16475,0.1845,0.1525,0.03625,0.1285,0.0675,0.0642499999999999,0.0414999999999999,0.05025,0.0999999999999999,0.0855,0.05875,0.04825,0.1267499999999999,0.0569999999999999,0.04175,0.2264999999999999,0.0292499999999999,0.11925,0.04475,0.1109999999999999,0.1317499999999999,0.09275,0.26375,0.0775,0.031,0.03425,0.1435,0.0715,0.0389999999999999,0.0167499999999999,0.0474999999999999,0.284,0.04375,0.293,0.0782499999999999,0.0725,0.1019999999999999,0.0175,0.024,0.23675,0.05025,0.0369999999999999,0.0394999999999999,0.52375,0.0434999999999999,0.368,0.08625,0.1375,0.04525,0.1942499999999999,0.0155,0.0627499999999999,0.1614999999999999,0.12225,0.0155,0.11975,0.06025,0.03475,0.019,0.0197499999999999,0.04225,0.09575
"Long Walk Home, The (1990)",0.7947500000000001,0.7947500000000001,0.7145,0.8022499999999999,0.7947500000000001,0.65725,0.623,0.7947500000000001,0.7365,0.56275,0.72225,0.98825,0.7365,0.60975,0.37275,0.562,0.506,0.38625,0.43125,0.64875,0.3475,0.41025,0.3455,0.2395,0.38375,0.191,0.1619999999999999,0.3475,0.3595,0.21875,0.3309999999999999,0.1609999999999999,0.17625,0.287,0.2214999999999999,0.3662499999999999,0.22375,0.1634999999999999,0.32225,0.14675,0.192,0.25425,0.11225,0.2867499999999999,0.4912499999999999,0.8234999999999999,0.12,0.302,0.1272499999999999,0.19,0.1297499999999999,0.292,0.2219999999999999,0.1277499999999999,0.287,0.59975,0.2105,0.1609999999999999,0.10325,0.2224999999999999,0.17075,0.1972499999999999,0.1267499999999999,0.23525,0.12425,0.17975,0.4265,0.1649999999999999,0.2684999999999999,0.2229999999999999,0.18275,0.1059999999999999,0.14475,0.1034999999999999,0.60675,0.1235,0.181,0.1019999999999999,0.532,0.0305,0.11525,0.0959999999999999,0.139,0.1185,0.075,0.248,0.10175,0.344,0.1392499999999999,0.1352499999999999,0.1385,0.1094999999999999,0.1335,0.0984999999999999,0.0842499999999999,0.1649999999999999,0.152,0.1267499999999999,0.10825,0.1089999999999999,0.17975,0.05925,0.1014999999999999,0.10375,0.09175,0.21325,0.0815,0.1392499999999999,0.119,0.066,0.05225,0.118,0.09825,0.2329999999999999,0.09725,0.063,0.073,0.05925,0.075,0.05725,0.11425,0.1114999999999999,0.0579999999999999,0.0569999999999999,0.03975,0.0394999999999999,0.0579999999999999,0.04125,0.093,0.1397499999999999,0.029,0.0414999999999999,0.03325,0.02975,0.0772499999999999,0.0569999999999999,0.0215,0.17725,0.0574999999999999,0.0364999999999999,0.066,0.0559999999999999,0.03375,0.0514999999999999,0.0662499999999999,0.028,0.0424999999999999,0.023,0.0389999999999999
Sunshine (1999),0.95075,0.965,0.965,0.965,0.77925,0.408,0.71675,0.77925,0.71675,0.734,0.95075,0.65125,0.673,0.58575,0.66,0.4712499999999999,0.4065,0.4317499999999999,0.42025,0.673,0.4335,0.33425,0.252,0.416,0.312,0.1302499999999999,0.24975,0.4335,0.3015,0.21175,0.34475,0.1302499999999999,0.93225,0.395,0.2299999999999999,0.72275,0.4529999999999999,0.3655,0.22725,0.1629999999999999,0.40175,0.25,0.156,0.25275,0.146,0.32075,0.242,0.1345,0.23725,0.24975,0.3329999999999999,0.20575,0.7582500000000001,0.2229999999999999,0.18675,0.18125,0.19,0.1725,0.246,0.3395,0.177,0.1644999999999999,0.2007499999999999,0.189,0.68975,0.16775,0.14575,0.16675,0.09875,0.15075,0.14175,0.1624999999999999,0.35675,0.121,0.11575,0.1569999999999999,0.15925,0.45975,0.2865,0.09,0.0812499999999999,0.1205,0.1124999999999999,0.08775,0.1967499999999999,0.3047499999999999,0.1134999999999999,0.0747499999999999,0.16125,0.4077499999999999,0.0954999999999999,0.0984999999999999,0.1149999999999999,0.10125,0.0685,0.08775,0.1495,0.0742499999999999,0.11125,0.1569999999999999,0.1267499999999999,0.06125,0.0434999999999999,0.0805,0.09575,0.05725,0.05825,0.0802499999999999,0.0795,0.1044999999999999,0.0895,0.312,0.078,0.1624999999999999,0.10425,0.04625,0.1019999999999999,0.03875,0.03625,0.0687499999999999,0.03725,0.0615,0.0645,0.069,0.1094999999999999,0.0994999999999999,0.1402499999999999,0.05075,0.04275,0.0275,0.03775,0.04775,0.0399999999999999,0.04725,0.03925,0.05325,0.15275,0.0725,0.10325,0.1044999999999999,0.04725,0.0354999999999999,0.0905,0.0647499999999999,0.05825,0.04475,0.0374999999999999,0.04125,0.0837499999999999
"Bounty, The (1984)",0.9335,0.94825,0.91375,0.9335,0.94825,0.7355,0.94825,0.94825,0.94825,0.7725,0.9335,0.91375,0.602,0.48675,0.7085,0.70875,0.54375,0.64475,0.4852499999999999,0.4852499999999999,0.3425,0.31375,0.3017499999999999,0.261,0.4065,0.22125,0.3425,0.2935,0.33175,0.27625,0.353,0.20875,0.138,0.41925,0.4345,0.1555,0.53175,0.16825,0.30825,0.1129999999999999,0.50675,0.26,0.33275,0.197,0.374,0.1972499999999999,0.243,0.1505,0.25675,0.2105,0.408,0.53475,0.17025,0.16325,0.2704999999999999,0.14475,0.1109999999999999,0.1342499999999999,0.73,0.241,0.21675,0.33175,0.21775,0.1277499999999999,0.1985,0.1357499999999999,0.1275,0.197,0.2015,0.1355,0.10175,0.32875,0.1074999999999999,0.21025,0.09275,0.13,0.0682499999999999,0.18225,0.1154999999999999,0.09875,0.09125,0.16725,0.1295,0.11675,0.23375,0.059,0.084,0.123,0.8085,0.04925,0.0792499999999999,0.1009999999999999,0.2025,0.3329999999999999,0.1975,0.10125,0.1094999999999999,0.2229999999999999,0.05575,0.11325,0.1357499999999999,0.1139999999999999,0.257,0.33325,0.07,0.0732499999999999,0.0765,0.0665,0.23225,0.10975,0.0835,0.074,0.0672499999999999,0.0364999999999999,0.1039999999999999,0.21375,0.071,0.0334999999999999,0.05725,0.0905,0.0399999999999999,0.1044999999999999,0.05475,0.0762499999999999,0.1034999999999999,0.1342499999999999,0.093,0.03075,0.073,0.0494999999999999,0.0235,0.0479999999999999,0.2289999999999999,0.0964999999999999,0.0399999999999999,0.03875,0.0822499999999999,0.0285,0.0944999999999999,0.0319999999999999,0.1185,0.0615,0.0925,0.03675,0.04775,0.0285,0.04175,0.05075,0.0125
"Alamo, The (1960)",0.97675,0.98325,0.98325,0.98325,0.60025,0.8109999999999999,0.60025,0.59875,0.57725,0.70725,0.97675,0.8109999999999999,0.4389999999999999,0.495,0.5545,0.8507499999999999,0.61125,0.3562499999999999,0.55425,0.566,0.481,0.29125,0.278,0.22925,0.255,0.0805,0.481,0.31475,0.21975,0.47975,0.35275,0.122,0.2977499999999999,0.3085,0.31125,0.2825,0.1639999999999999,0.51325,0.425,0.1674999999999999,0.576,0.26225,0.4605,0.22725,0.3625,0.16725,0.2875,0.26275,0.1094999999999999,0.1875,0.2209999999999999,0.17075,0.191,0.204,0.1104999999999999,0.14275,0.12375,0.1292499999999999,0.4992499999999999,0.204,0.27,0.04175,0.1649999999999999,0.1614999999999999,0.547,0.2887499999999999,0.30825,0.206,0.0765,0.5375,0.11075,0.18725,0.1332499999999999,0.21675,0.2857499999999999,0.1335,0.1255,0.2017499999999999,0.14075,0.1564999999999999,0.11725,0.1255,0.1094999999999999,0.16875,0.1164999999999999,0.0712499999999999,0.09925,0.0915,0.08825,0.04375,0.1599999999999999,0.10625,0.0895,0.08675,0.15275,0.96175,0.204,0.134,0.0855,0.125,0.18475,0.12075,0.2234999999999999,0.14425,0.1629999999999999,0.05675,0.0737499999999999,0.03625,0.0959999999999999,0.0642499999999999,0.0722499999999999,0.1295,0.05175,0.0464999999999999,0.1535,0.27125,0.0344999999999999,0.03525,0.1059999999999999,0.0994999999999999,0.0812499999999999,0.30025,0.05175,0.0524999999999999,0.0444999999999999,0.04125,0.0677499999999999,0.03325,0.0627499999999999,0.029,0.031,0.0369999999999999,0.0665,0.08925,0.0494999999999999,0.04975,0.0444999999999999,0.0339999999999999,0.0702499999999999,0.0167499999999999,0.1272499999999999,0.04325,0.0705,0.04225,0.149,0.0429999999999999,0.11625,0.05225,0.0287499999999999
Friendly Persuasion (1956),0.6085,0.74475,0.46775,0.651,0.74475,0.651,0.74475,0.74475,0.74475,0.64375,0.65375,0.651,0.4347499999999999,0.4795,0.60025,0.651,0.46475,0.359,0.4075,0.372,0.282,0.6245,0.25625,0.17475,0.50175,0.69125,0.35475,0.282,0.5005,0.40225,0.3205,0.69125,0.603,0.1425,0.218,0.7649999999999999,0.2774999999999999,0.1945,0.2304999999999999,0.184,0.4145,0.56625,0.3149999999999999,0.362,0.26675,0.16075,0.196,0.1475,0.10425,0.2534999999999999,0.344,0.15575,0.54575,0.18525,0.09525,0.33475,0.2022499999999999,0.2375,0.0534999999999999,0.23675,0.1375,0.09375,0.15575,0.1574999999999999,0.1709999999999999,0.2045,0.2405,0.15275,0.077,0.43225,0.23075,0.1599999999999999,0.2425,0.1154999999999999,0.1629999999999999,0.0667499999999999,0.20425,0.1654999999999999,0.2997499999999999,0.1865,0.08975,0.1659999999999999,0.2175,0.10875,0.0752499999999999,0.1785,0.0349999999999999,0.2005,0.16825,0.26325,0.069,0.09025,0.10575,0.1089999999999999,0.06125,0.1104999999999999,0.0647499999999999,0.0857499999999999,0.28,0.1569999999999999,0.0645,0.05825,0.06225,0.1144999999999999,0.147,0.04875,0.08875,0.1564999999999999,0.14375,0.0989999999999999,0.152,0.0559999999999999,0.0939999999999999,0.2214999999999999,0.0845,0.0434999999999999,0.16975,0.03075,0.08925,0.05875,0.0757499999999999,0.08875,0.24425,0.1327499999999999,0.2085,0.03725,0.305,0.0217499999999999,0.05375,0.04625,0.147,0.0999999999999999,0.0287499999999999,0.1699999999999999,0.04625,0.15975,0.0404999999999999,0.0389999999999999,0.05775,0.184,0.04825,0.03825,0.0579999999999999,0.05175,0.0394999999999999,0.027,0.04225,0.0434999999999999,0.03175
Cry Freedom (1987),0.8759999999999999,0.7935000000000001,0.63025,0.7662500000000001,0.7935000000000001,0.93475,0.6845,0.9105,0.63825,0.636,0.7662500000000001,0.685,0.736,0.61725,0.4385,0.685,0.5495,0.8979999999999999,0.3145,0.4317499999999999,0.25025,0.4317499999999999,0.26525,0.6635,0.3535,0.14825,0.274,0.25025,0.7855000000000001,0.257,0.3455,0.1039999999999999,0.207,0.1937499999999999,0.3159999999999999,0.5355,0.46275,0.66725,0.21625,0.29325,0.4812499999999999,0.3295,0.1619999999999999,0.18525,0.24425,0.255,0.26375,0.302,0.204,0.21175,0.265,0.126,0.3359999999999999,0.1977499999999999,0.2199999999999999,0.3645,0.2825,0.1079999999999999,0.1892499999999999,0.16025,0.1287499999999999,0.363,0.193,0.27475,0.31625,0.20825,0.3712499999999999,0.15275,0.201,0.20675,0.1285,0.12,0.28125,0.09675,0.1435,0.1119999999999999,0.10625,0.1144999999999999,0.1875,0.0344999999999999,0.46275,0.0627499999999999,0.0697499999999999,0.08925,0.17925,0.1897499999999999,0.41,0.1659999999999999,0.0559999999999999,0.0464999999999999,0.21025,0.0692499999999999,0.06075,0.10375,0.11825,0.11625,0.1377499999999999,0.05025,0.2095,0.0675,0.1535,0.152,0.0534999999999999,0.12025,0.1154999999999999,0.2155,0.1362499999999999,0.0692499999999999,0.139,0.1947499999999999,0.05975,0.12075,0.05325,0.0334999999999999,0.12,0.0959999999999999,0.0855,0.33575,0.0717499999999999,0.138,0.10675,0.026,0.03475,0.03875,0.03325,0.09225,0.0655,0.143,0.0359999999999999,0.0762499999999999,0.0615,0.0489999999999999,0.04225,0.04025,0.05075,0.0655,0.03725,0.0885,0.09025,0.03525,0.024,0.03975,0.03825,0.03875,0.0509999999999999,0.03225,0.05825,0.04125,0.0265
"Greatest Story Ever Told, The (1965)",0.6455,0.683,0.33925,0.53525,0.683,0.7737499999999999,0.8222499999999999,0.683,0.7025,0.69775,0.53525,0.366,0.61625,0.8222499999999999,0.7025,0.8634999999999999,0.53875,0.6705,0.55325,0.44125,0.8222499999999999,0.52225,0.3025,0.62375,0.4187499999999999,0.91125,0.8222499999999999,0.5525,0.18625,0.49475,0.33675,0.91125,0.32775,0.283,0.4399999999999999,0.53125,0.1109999999999999,0.3495,0.376,0.2304999999999999,0.3475,0.376,0.5525,0.2694999999999999,0.3265,0.1039999999999999,0.27425,0.1982499999999999,0.15825,0.24275,0.2339999999999999,0.527,0.2867499999999999,0.1365,0.12,0.3115,0.2445,0.14925,0.05025,0.2465,0.12025,0.0944999999999999,0.33625,0.1019999999999999,0.8400000000000001,0.17375,0.25325,0.16725,0.11675,0.196,0.14575,0.11675,0.1175,0.1609999999999999,0.1282499999999999,0.1922499999999999,0.10725,0.1997499999999999,0.1714999999999999,0.249,0.1435,0.11475,0.133,0.141,0.1485,0.073,0.1317499999999999,0.0842499999999999,0.0825,0.0954999999999999,0.1397499999999999,0.0895,0.10625,0.218,0.11525,0.14675,0.146,0.15925,0.2185,0.067,0.12125,0.2264999999999999,0.52575,0.14375,0.23725,0.0767499999999999,0.11025,0.06225,0.03525,0.073,0.0837499999999999,0.30825,0.04775,0.088,0.068,0.1099999999999999,0.0459999999999999,0.04625,0.04525,0.0757499999999999,0.0925,0.08925,0.153,0.0712499999999999,0.03625,0.0364999999999999,0.1352499999999999,0.0162499999999999,0.04725,0.03875,0.0419999999999999,0.0419999999999999,0.17025,0.08,0.0364999999999999,0.03825,0.017,0.0237499999999999,0.09925,0.0979999999999999,0.0559999999999999,0.05625,0.1382499999999999,0.0489999999999999,0.06125,0.0235,0.0232499999999999,0.04575,0.1014999999999999
"Body, The (2001)",0.51075,0.817,0.97575,0.34325,0.499,0.6045,0.81125,0.69075,0.817,0.679,0.22075,0.34325,0.499,0.7509999999999999,0.4855,0.4347499999999999,0.32375,0.433,0.39325,0.204,0.869,0.4335,0.3864999999999999,0.26925,0.284,0.98425,0.7509999999999999,0.869,0.27675,0.4065,0.35275,0.98425,0.77,0.24125,0.2975,0.2005,0.155,0.3612499999999999,0.31425,0.81125,0.2209999999999999,0.293,0.4065,0.119,0.258,0.1382499999999999,0.245,0.4347499999999999,0.25125,0.2012499999999999,0.23225,0.32775,0.148,0.2299999999999999,0.24125,0.2564999999999999,0.4165,0.241,0.0725,0.22225,0.0847499999999999,0.1175,0.16225,0.13,0.143,0.12225,0.1149999999999999,0.17975,0.1387499999999999,0.12475,0.26075,0.3375,0.0792499999999999,0.14275,0.0682499999999999,0.1342499999999999,0.14575,0.1159999999999999,0.146,0.076,0.1064999999999999,0.2085,0.1579999999999999,0.1902499999999999,0.04575,0.0697499999999999,0.14925,0.0974999999999999,0.21625,0.064,0.04825,0.078,0.17925,0.0595,0.064,0.066,0.04925,0.089,0.0845,0.084,0.0832499999999999,0.193,0.26025,0.275,0.089,0.0519999999999999,0.121,0.0682499999999999,0.05025,0.0695,0.0449999999999999,0.0667499999999999,0.05125,0.1609999999999999,0.0595,0.0595,0.0835,0.0837499999999999,0.284,0.05725,0.0717499999999999,0.1049999999999999,0.04225,0.11875,0.0172499999999999,0.03625,0.0549999999999999,0.015,0.0404999999999999,0.0399999999999999,0.03275,0.0449999999999999,0.0807499999999999,0.0152499999999999,0.1332499999999999,0.0419999999999999,0.0227499999999999,0.0329999999999999,0.0652499999999999,0.027,0.03475,0.05975,0.03775,0.1014999999999999,0.09375,0.0247499999999999,0.03725,0.0354999999999999,0.0845
Cleopatra (1963),0.96375,0.95525,0.95525,0.96375,0.6585,0.59625,0.79575,0.73675,0.7295,0.651,0.96375,0.4459999999999999,0.53575,0.79575,0.728,0.57275,0.4295,0.49675,0.71725,0.61825,0.79575,0.41225,0.32275,0.17225,0.4195,0.26175,0.79575,0.49,0.1235,0.3115,0.358,0.2294999999999999,0.1302499999999999,0.3984999999999999,0.3389999999999999,0.26825,0.37525,0.291,0.254,0.2564999999999999,0.3442499999999999,0.304,0.639,0.152,0.25025,0.24825,0.21625,0.1684999999999999,0.204,0.1895,0.4519999999999999,0.1664999999999999,0.16725,0.128,0.2817499999999999,0.1039999999999999,0.1175,0.14175,0.188,0.2754999999999999,0.2584999999999999,0.09725,0.16025,0.2055,0.7195,0.17175,0.2504999999999999,0.144,0.05375,0.1465,0.11125,0.428,0.0767499999999999,0.26525,0.0692499999999999,0.1937499999999999,0.15675,0.16575,0.24125,0.3522499999999999,0.09025,0.09475,0.0812499999999999,0.11825,0.23775,0.0419999999999999,0.05175,0.0835,0.181,0.12,0.0994999999999999,0.0785,0.32375,0.0915,0.0752499999999999,0.11525,0.26075,0.27225,0.063,0.15075,0.1149999999999999,0.0574999999999999,0.21875,0.18475,0.09025,0.0479999999999999,0.13,0.03475,0.091,0.0682499999999999,0.0832499999999999,0.0514999999999999,0.04675,0.04875,0.0727499999999999,0.12325,0.05125,0.0529999999999999,0.0484999999999999,0.081,0.09675,0.10025,0.04825,0.0954999999999999,0.0394999999999999,0.1185,0.0712499999999999,0.0474999999999999,0.0469999999999999,0.0205,0.06,0.03375,0.15725,0.04075,0.05375,0.1355,0.0745,0.0334999999999999,0.0732499999999999,0.0539999999999999,0.2105,0.04425,0.04625,0.0742499999999999,0.0559999999999999,0.0782499999999999,0.03675,0.0504999999999999,0.05125
Blaze (1989),0.83325,0.676,0.95,0.40575,0.676,0.8625,0.53925,0.77125,0.57475,0.66075,0.174,0.73125,0.66775,0.4755,0.39675,0.3542499999999999,0.39475,0.308,0.4305,0.5175,0.3475,0.3695,0.746,0.399,0.2504999999999999,0.0732499999999999,0.288,0.27675,0.478,0.31575,0.3299999999999999,0.0359999999999999,0.1215,0.257,0.382,0.354,0.1124999999999999,0.4692499999999999,0.2294999999999999,0.2095,0.10275,0.281,0.288,0.2995,0.17575,0.4024999999999999,0.1887499999999999,0.26625,0.7749999999999999,0.1604999999999999,0.2825,0.33725,0.205,0.37775,0.08625,0.254,0.3535,0.3027499999999999,0.0742499999999999,0.1114999999999999,0.1342499999999999,0.3652499999999999,0.1892499999999999,0.21125,0.916,0.0857499999999999,0.137,0.354,0.306,0.186,0.1815,0.282,0.14175,0.24,0.6385,0.0875,0.0994999999999999,0.15925,0.09275,0.0702499999999999,0.08875,0.11725,0.09825,0.1654999999999999,0.05825,0.09825,0.1089999999999999,0.0944999999999999,0.128,0.11475,0.14725,0.1405,0.1282499999999999,0.08925,0.239,0.17525,0.0895,0.119,0.1119999999999999,0.076,0.11925,0.1997499999999999,0.10975,0.2845,0.238,0.2385,0.0645,0.2294999999999999,0.12275,0.0627499999999999,0.0827499999999999,0.14875,0.16525,0.0645,0.079,0.0999999999999999,0.06225,0.09675,0.0329999999999999,0.1315,0.069,0.0389999999999999,0.08975,0.12225,0.0534999999999999,0.22325,0.0825,0.03725,0.205,0.065,0.0837499999999999,0.0379999999999999,0.0409999999999999,0.0677499999999999,0.0842499999999999,0.04775,0.04825,0.04275,0.09275,0.1099999999999999,0.0374999999999999,0.1405,0.03625,0.03925,0.04925,0.05675,0.11675,0.18025,0.0732499999999999
