movieId,teen movie,good,predictable,original,very funny,catastrophe,mentor,family,childhood,fun movie,melancholic,runaway,women,chase,light,stereotypes,fight scenes,dialogue,fantasy world,culture clash,sexy,first contact,life philosophy,unlikely friendships,betrayal,vengeance,adaptation,weird,divorce,drama,pornography,transformation,not funny,greed,weapons,quirky,writers,shopping,farce,internet,drinking,new jersey,dysfunctional family,life & death,creativity,fashion,interracial romance,absurd,queer,computer animation,nudity (full frontal - brief),new york city,independent film,single father,death,sacrifice,hospital,hotel,pulp,prejudice,notable nudity,classic car,surveillance,underrated,multiple storylines,hip hop,nudity (rear),camp,california,alter ego,irish accent,doctors,simple,remake,too long,80s,small town,san francisco,islam,good music,awesome soundtrack,dreams,adoption,island,mad scientist,period piece,alternate history,foul language,no plot,bollywood,british,road movie,memory,unlikeable characters,indians,workplace,stand-up comedy,blindness,immortality,wine,father daughter relationship,film noir,lawyer,kick-butt women,too short,ghosts/afterlife,race,stoner movie,cancer,wartime,survival,los angeles,brothers,radio,addiction,prison,ensemble cast,atheism,reality tv,buddy movie,god,time,tokyo,robert downey jr,censorship,russian,kidnapping,nudity (topless - brief),made for tv,wilderness,goth,1930s,directorial debut,homeless,texas,australia,prostitution,finnish,trilogy,snakes,potential oscar nom,oil,french,best of 2005,desert,rebellion,graphic novel,hunting,documentary
Spice World (1997),0.8142499999999999,0.65225,0.8065,0.7642500000000001,0.4619999999999999,0.697,0.48875,0.5875,0.32275,0.8314999999999999,0.26625,0.3914999999999999,0.5425,0.33175,0.62825,0.5265,0.4679999999999999,0.40725,0.55075,0.3195,0.4832499999999999,0.697,0.3027499999999999,0.3409999999999999,0.35175,0.3725,0.3395,0.55975,0.0697499999999999,0.3195,0.2987499999999999,0.1564999999999999,0.2965,0.3195,0.28,0.2935,0.262,0.0857499999999999,0.3117499999999999,0.1945,0.1555,0.1947499999999999,0.1995,0.24625,0.1725,0.3335,0.1564999999999999,0.393,0.2185,0.218,0.1995,0.0827499999999999,0.1629999999999999,0.062,0.2264999999999999,0.11975,0.1684999999999999,0.05875,0.2827499999999999,0.1495,0.09225,0.207,0.14875,0.0702499999999999,0.2654999999999999,0.3169999999999999,0.0712499999999999,0.601,0.1564999999999999,0.22225,0.1185,0.14475,0.1545,0.1345,0.1745,0.2165,0.085,0.0627499999999999,0.1094999999999999,0.8075000000000001,0.1267499999999999,0.1332499999999999,0.10525,0.11975,0.3615,0.1297499999999999,0.1257499999999999,0.16575,0.17925,0.1579999999999999,0.4735,0.1455,0.2774999999999999,0.0569999999999999,0.1495,0.0745,0.12075,0.078,0.085,0.0745,0.0762499999999999,0.1345,0.04175,0.1435,0.08625,0.0722499999999999,0.06175,0.10475,0.04725,0.0817499999999999,0.0559999999999999,0.04725,0.0989999999999999,0.1034999999999999,0.0979999999999999,0.1034999999999999,0.071,0.0782499999999999,0.0625,0.0474999999999999,0.12125,0.05325,0.0954999999999999,0.03575,0.06225,0.04825,0.1255,0.04625,0.0625,0.0752499999999999,0.0569999999999999,0.0745,0.0865,0.0339999999999999,0.04875,0.0755,0.12375,0.0434999999999999,0.04125,0.09525,0.0424999999999999,0.0369999999999999,0.0404999999999999,0.0364999999999999,0.0334999999999999,0.04875,0.03625,0.0272499999999999,0.0705
Kissing a Fool (1998),0.95975,0.95975,0.7375,0.70925,0.49375,0.4655,0.53925,0.2564999999999999,0.42725,0.542,0.51525,0.4565,0.23325,0.39975,0.3984999999999999,0.294,0.2815,0.53,0.41425,0.57825,0.40175,0.2465,0.39725,0.624,0.654,0.48675,0.38625,0.58625,0.121,0.32875,0.2957499999999999,0.1985,0.3035,0.3389999999999999,0.20825,0.379,0.386,0.21325,0.0954999999999999,0.4135,0.10925,0.212,0.15675,0.1942499999999999,0.2475,0.0529999999999999,0.0865,0.1555,0.2065,0.17025,0.172,0.1039999999999999,0.26275,0.05475,0.20325,0.15475,0.16675,0.146,0.24175,0.1257499999999999,0.176,0.17075,0.14325,0.22775,0.22375,0.06225,0.1564999999999999,0.0742499999999999,0.2314999999999999,0.236,0.22925,0.1882499999999999,0.1965,0.0935,0.15175,0.09925,0.18525,0.09225,0.0885,0.12375,0.1679999999999999,0.141,0.0645,0.1054999999999999,0.09575,0.09175,0.213,0.15225,0.17175,0.0559999999999999,0.0685,0.10325,0.09025,0.0979999999999999,0.0564999999999999,0.0777499999999999,0.0994999999999999,0.12375,0.0772499999999999,0.04125,0.03875,0.1064999999999999,0.0757499999999999,0.0762499999999999,0.03225,0.077,0.11375,0.1074999999999999,0.09,0.072,0.0805,0.0697499999999999,0.0722499999999999,0.18,0.10375,0.10425,0.1149999999999999,0.05675,0.1079999999999999,0.10275,0.0574999999999999,0.0374999999999999,0.0802499999999999,0.1995,0.0584999999999999,0.078,0.0595,0.11075,0.05825,0.06125,0.1079999999999999,0.05925,0.084,0.0359999999999999,0.076,0.1019999999999999,0.0369999999999999,0.0574999999999999,0.06125,0.04675,0.1525,0.0225,0.04225,0.0344999999999999,0.11475,0.0489999999999999,0.0554999999999999,0.1215,0.0245
Six Days Seven Nights (1998),0.8867499999999999,0.8867499999999999,0.7762500000000001,0.6605,0.7885,0.60625,0.4375,0.351,0.46475,0.74825,0.28925,0.3672499999999999,0.3105,0.788,0.4645,0.28425,0.6925,0.4712499999999999,0.397,0.46725,0.47975,0.535,0.4545,0.15725,0.32475,0.36075,0.24575,0.36075,0.287,0.36075,0.17675,0.27225,0.26325,0.22125,0.6925,0.17575,0.28075,0.2175,0.09625,0.37675,0.1925,0.1555,0.13,0.22025,0.25575,0.16875,0.1594999999999999,0.09425,0.1312499999999999,0.196,0.14725,0.22425,0.1925,0.0574999999999999,0.17075,0.1694999999999999,0.10725,0.22625,0.2495,0.10175,0.1382499999999999,0.1962499999999999,0.1714999999999999,0.25475,0.10875,0.0737499999999999,0.1405,0.0857499999999999,0.25775,0.1357499999999999,0.10975,0.206,0.18225,0.183,0.1584999999999999,0.08925,0.0969999999999999,0.10775,0.09275,0.0539999999999999,0.0652499999999999,0.09075,0.03875,0.94675,0.1357499999999999,0.1245,0.1475,0.0852499999999999,0.17775,0.0852499999999999,0.087,0.0885,0.1362499999999999,0.1124999999999999,0.14375,0.0969999999999999,0.0832499999999999,0.09225,0.0559999999999999,0.065,0.03525,0.09625,0.0444999999999999,0.0767499999999999,0.15025,0.09075,0.0939999999999999,0.07,0.04625,0.092,0.4649999999999999,0.0667499999999999,0.05725,0.272,0.0579999999999999,0.0974999999999999,0.04475,0.082,0.05275,0.0812499999999999,0.0449999999999999,0.0802499999999999,0.0409999999999999,0.0697499999999999,0.05625,0.08925,0.10225,0.0717499999999999,0.0394999999999999,0.282,0.0247499999999999,0.0752499999999999,0.04825,0.04925,0.04875,0.0459999999999999,0.0359999999999999,0.028,0.074,0.17025,0.04675,0.084,0.0369999999999999,0.0252499999999999,0.6305,0.0305,0.0295,0.069,0.0195
"Parent Trap, The (1998)",0.871,0.871,0.44475,0.7185,0.2614999999999999,0.60175,0.4679999999999999,0.9105,0.85025,0.70125,0.2269999999999999,0.54575,0.39875,0.3745,0.33575,0.248,0.27775,0.27025,0.2905,0.4365,0.22375,0.3672499999999999,0.27375,0.367,0.367,0.26375,0.413,0.3455,0.82725,0.367,0.11375,0.31425,0.299,0.2674999999999999,0.27775,0.1765,0.1297499999999999,0.17325,0.1235,0.18225,0.08725,0.10625,0.45625,0.1282499999999999,0.18525,0.267,0.404,0.146,0.1292499999999999,0.23925,0.2674999999999999,0.061,0.15725,0.367,0.0772499999999999,0.16675,0.151,0.1865,0.1387499999999999,0.2339999999999999,0.05875,0.12175,0.1019999999999999,0.1262499999999999,0.09975,0.067,0.10175,0.73775,0.4399999999999999,0.1265,0.1215,0.17075,0.09375,0.946,0.1465,0.04075,0.0695,0.601,0.0905,0.0954999999999999,0.064,0.0745,0.3565,0.1312499999999999,0.1265,0.279,0.0989999999999999,0.0319999999999999,0.0675,0.1272499999999999,0.59625,0.0637499999999999,0.0944999999999999,0.0334999999999999,0.1629999999999999,0.04925,0.0727499999999999,0.0795,0.089,0.25275,0.1609999999999999,0.08625,0.068,0.0637499999999999,0.088,0.071,0.09075,0.04825,0.0414999999999999,0.0569999999999999,0.0762499999999999,0.029,0.0969999999999999,0.0449999999999999,0.06,0.0569999999999999,0.04225,0.05575,0.0374999999999999,0.0235,0.0305,0.05325,0.0655,0.0292499999999999,0.0364999999999999,0.0394999999999999,0.0364999999999999,0.0275,0.0777499999999999,0.05875,0.0282499999999999,0.04925,0.1144999999999999,0.0235,0.0464999999999999,0.04325,0.03875,0.0155,0.0344999999999999,0.0384999999999999,0.0275,0.03975,0.0329999999999999,0.03075,0.03075,0.0232499999999999,0.013,0.0235,0.0182499999999999
How Stella Got Her Groove Back (1998),0.92975,0.9975,0.67025,0.66425,0.251,0.4915,0.535,0.41,0.35375,0.3745,0.7809999999999999,0.35375,0.7517499999999999,0.558,0.537,0.414,0.298,0.414,0.3582499999999999,0.28225,0.55825,0.34875,0.45925,0.4097499999999999,0.535,0.361,0.4105,0.28225,0.525,0.46675,0.2204999999999999,0.2554999999999999,0.31,0.21675,0.1962499999999999,0.2269999999999999,0.3185,0.50975,0.09725,0.22925,0.3389999999999999,0.1475,0.1735,0.2269999999999999,0.1505,0.43925,0.37925,0.1525,0.15025,0.1619999999999999,0.26,0.12475,0.2045,0.10075,0.4087499999999999,0.2115,0.261,0.11675,0.1815,0.2289999999999999,0.22475,0.17425,0.078,0.135,0.119,0.15375,0.18,0.21325,0.1882499999999999,0.22725,0.1317499999999999,0.242,0.1877499999999999,0.14725,0.3195,0.10975,0.0815,0.36575,0.0837499999999999,0.307,0.17775,0.2035,0.1019999999999999,0.3735,0.1292499999999999,0.11925,0.15,0.0944999999999999,0.16975,0.0944999999999999,0.1312499999999999,0.10925,0.10825,0.071,0.10325,0.0802499999999999,0.11125,0.11525,0.0895,0.2997499999999999,0.04875,0.092,0.093,0.10625,0.0534999999999999,0.18,0.17525,0.0782499999999999,0.5295,0.0559999999999999,0.14975,0.0687499999999999,0.0857499999999999,0.132,0.073,0.0954999999999999,0.04525,0.0827499999999999,0.0499999999999999,0.04725,0.03325,0.05475,0.0732499999999999,0.04725,0.05725,0.0339999999999999,0.09075,0.087,0.0504999999999999,0.04475,0.0737499999999999,0.0574999999999999,0.0677499999999999,0.05725,0.065,0.03975,0.03975,0.03425,0.04625,0.0662499999999999,0.0549999999999999,0.0142499999999999,0.0349999999999999,0.03375,0.04725,0.0252499999999999,0.0235,0.02975,0.0399999999999999
Class (1983),0.9565,0.496,0.58675,0.70925,0.55275,0.496,0.54375,0.41325,0.51275,0.4629999999999999,0.3834999999999999,0.3425,0.6275,0.4885,0.2827499999999999,0.3592499999999999,0.26275,0.37925,0.44075,0.3139999999999999,0.719,0.2817499999999999,0.36,0.69125,0.2857499999999999,0.55125,0.31575,0.355,0.20975,0.6655,0.57375,0.23375,0.2867499999999999,0.2925,0.2219999999999999,0.22275,0.22375,0.073,0.2534999999999999,0.143,0.23975,0.2209999999999999,0.3385,0.2485,0.138,0.0725,0.1139999999999999,0.14325,0.18125,0.1714999999999999,0.305,0.25425,0.1342499999999999,0.10875,0.2135,0.1402499999999999,0.1679999999999999,0.1139999999999999,0.24175,0.1455,0.6895,0.31225,0.0795,0.3159999999999999,0.2264999999999999,0.067,0.39825,0.21925,0.15425,0.21575,0.16125,0.17775,0.14575,0.08,0.15975,0.743,0.122,0.08625,0.1024999999999999,0.0865,0.1985,0.15575,0.1639999999999999,0.1164999999999999,0.0817499999999999,0.12325,0.16775,0.1019999999999999,0.14875,0.0637499999999999,0.0855,0.0925,0.135,0.0642499999999999,0.21125,0.0539999999999999,0.18625,0.1385,0.0767499999999999,0.0334999999999999,0.03575,0.18075,0.1327499999999999,0.1337499999999999,0.0554999999999999,0.0549999999999999,0.061,0.2155,0.05725,0.0939999999999999,0.131,0.0519999999999999,0.0964999999999999,0.06025,0.0717499999999999,0.086,0.08675,0.0705,0.0419999999999999,0.133,0.0627499999999999,0.05325,0.1104999999999999,0.0732499999999999,0.08975,0.06,0.06225,0.2995,0.05475,0.087,0.064,0.0742499999999999,0.0735,0.03725,0.0989999999999999,0.09275,0.1039999999999999,0.0235,0.05175,0.0755,0.081,0.03025,0.03675,0.0235,0.0667499999999999,0.073,0.0419999999999999,0.12375,0.03025
"Allnighter, The (1987)",0.79,0.52975,0.75125,0.7525,0.513,0.4157499999999999,0.57675,0.3512499999999999,0.28925,0.644,0.4575,0.3984999999999999,0.53925,0.31375,0.46675,0.4525,0.75125,0.4722499999999999,0.57125,0.3219999999999999,0.5115,0.344,0.47,0.215,0.33825,0.43225,0.4145,0.43825,0.0692499999999999,0.3175,0.522,0.1765,0.27575,0.3175,0.26725,0.362,0.4922499999999999,0.135,0.196,0.1555,0.20875,0.21525,0.278,0.47875,0.17475,0.36775,0.0662499999999999,0.2244999999999999,0.252,0.26225,0.17175,0.0767499999999999,0.3219999999999999,0.04875,0.24975,0.2224999999999999,0.1287499999999999,0.269,0.2925,0.1302499999999999,0.14625,0.254,0.1332499999999999,0.24525,0.2827499999999999,0.126,0.0855,0.2185,0.60375,0.16675,0.194,0.14275,0.0772499999999999,0.28075,0.15675,0.731,0.11375,0.04925,0.24325,0.3219999999999999,0.3219999999999999,0.1014999999999999,0.0984999999999999,0.1684999999999999,0.2185,0.1292499999999999,0.15025,0.05025,0.27875,0.139,0.11225,0.10875,0.2017499999999999,0.03825,0.0702499999999999,0.078,0.142,0.11375,0.10475,0.0645,0.207,0.136,0.0324999999999999,0.175,0.0212499999999999,0.0642499999999999,0.0469999999999999,0.17625,0.0579999999999999,0.077,0.061,0.068,0.0757499999999999,0.0772499999999999,0.1609999999999999,0.124,0.1039999999999999,0.45575,0.05475,0.03025,0.09975,0.081,0.1372499999999999,0.062,0.0782499999999999,0.0722499999999999,0.06075,0.1245,0.0305,0.11675,0.0584999999999999,0.0855,0.1574999999999999,0.0569999999999999,0.0625,0.0449999999999999,0.05475,0.11675,0.0727499999999999,0.0574999999999999,0.1589999999999999,0.0324999999999999,0.0559999999999999,0.0369999999999999,0.05575,0.0707499999999999,0.019,0.025,0.16275
Blame It on Rio (1984),0.7549999999999999,0.71,0.72,0.662,0.7669999999999999,0.62775,0.55175,0.51825,0.24325,0.78,0.74175,0.4475,0.71075,0.59175,0.606,0.31725,0.72,0.53625,0.57925,0.3555,0.8852500000000001,0.33525,0.31625,0.5155,0.4277499999999999,0.4615,0.3642499999999999,0.3602499999999999,0.716,0.3525,0.87975,0.3105,0.2289999999999999,0.27075,0.28,0.246,0.34875,0.31725,0.5825,0.30925,0.36775,0.1704999999999999,0.20925,0.17825,0.21325,0.22925,0.25975,0.257,0.1327499999999999,0.197,0.52225,0.1942499999999999,0.1955,0.354,0.2155,0.24175,0.23125,0.3129999999999999,0.25775,0.266,0.69925,0.26775,0.12075,0.218,0.23325,0.1004999999999999,0.62975,0.1795,0.22625,0.31525,0.1277499999999999,0.345,0.2259999999999999,0.1992499999999999,0.14975,0.72575,0.16475,0.1755,0.14425,0.17325,0.15775,0.1455,0.091,0.359,0.18675,0.17325,0.23525,0.137,0.071,0.0964999999999999,0.15325,0.10125,0.22925,0.08925,0.0939999999999999,0.129,0.1382499999999999,0.3319999999999999,0.0625,0.0827499999999999,0.4305,0.11025,0.0984999999999999,0.11025,0.0657499999999999,0.1149999999999999,0.0835,0.1252499999999999,0.0767499999999999,0.0697499999999999,0.10425,0.2209999999999999,0.06,0.0662499999999999,0.08725,0.1084999999999999,0.0534999999999999,0.0994999999999999,0.0444999999999999,0.1639999999999999,0.0994999999999999,0.10625,0.1699999999999999,0.0979999999999999,0.6205,0.05025,0.209,0.33275,0.04125,0.11275,0.0574999999999999,0.0939999999999999,0.0837499999999999,0.0267499999999999,0.0494999999999999,0.0637499999999999,0.1134999999999999,0.0554999999999999,0.0434999999999999,0.149,0.06075,0.0242499999999999,0.05525,0.0524999999999999,0.1332499999999999,0.0742499999999999,0.0519999999999999,0.0797499999999999,0.0192499999999999
"Butcher's Wife, The (1991)",0.92725,0.9385,0.56625,0.6945,0.21675,0.4569999999999999,0.5385,0.257,0.74275,0.257,0.493,0.74275,0.187,0.33475,0.48575,0.196,0.257,0.32775,0.6835,0.32625,0.16425,0.2385,0.4735,0.182,0.38975,0.39325,0.264,0.32625,0.1265,0.32625,0.295,0.26375,0.31675,0.23225,0.192,0.485,0.2544999999999999,0.3522499999999999,0.0925,0.1382499999999999,0.122,0.15825,0.144,0.2554999999999999,0.18175,0.059,0.14825,0.20575,0.16325,0.1795,0.3289999999999999,0.8035000000000001,0.1877499999999999,0.0635,0.1709999999999999,0.38875,0.12225,0.12375,0.2435,0.10025,0.1265,0.24825,0.2694999999999999,0.22725,0.2279999999999999,0.1225,0.215,0.0652499999999999,0.12,0.1895,0.24175,0.1445,0.23175,0.05375,0.186,0.09075,0.46975,0.079,0.0915,0.0775,0.0925,0.4235,0.0595,0.27625,0.1327499999999999,0.1255,0.148,0.0534999999999999,0.06,0.0875,0.11425,0.0675,0.16475,0.09375,0.08,0.076,0.1114999999999999,0.10075,0.11925,0.05625,0.0272499999999999,0.10775,0.04475,0.0635,0.03975,0.175,0.0574999999999999,0.0755,0.068,0.09375,0.06075,0.0742499999999999,0.0647499999999999,0.137,0.0915,0.086,0.31575,0.06175,0.087,0.0265,0.04775,0.0777499999999999,0.0529999999999999,0.11075,0.05875,0.0632499999999999,0.0449999999999999,0.1377499999999999,0.0569999999999999,0.087,0.0642499999999999,0.079,0.0615,0.09375,0.05925,0.03275,0.0439999999999999,0.03275,0.05125,0.0605,0.0777499999999999,0.04575,0.0324999999999999,0.027,0.03175,0.0272499999999999,0.0434999999999999,0.04975,0.023
Overnight Delivery (1998),0.9075,0.9075,0.6215,0.741,0.7625,0.46675,0.4235,0.63525,0.72625,0.52975,0.27825,0.372,0.20625,0.53675,0.3562499999999999,0.53575,0.32175,0.565,0.3135,0.2937499999999999,0.4107499999999999,0.254,0.3712499999999999,0.28,0.31325,0.4265,0.3067499999999999,0.33875,0.0695,0.27775,0.2744999999999999,0.192,0.24475,0.274,0.26,0.4485,0.28225,0.09325,0.259,0.1915,0.2957499999999999,0.50725,0.1525,0.1955,0.1569999999999999,0.0444999999999999,0.15575,0.1932499999999999,0.16625,0.1589999999999999,0.25475,0.0672499999999999,0.201,0.069,0.25575,0.1669999999999999,0.1267499999999999,0.15275,0.203,0.1375,0.25875,0.1917499999999999,0.1175,0.22125,0.3169999999999999,0.0787499999999999,0.365,0.0855,0.14825,0.1325,0.24125,0.11175,0.1669999999999999,0.0949999999999999,0.0979999999999999,0.1297499999999999,0.0994999999999999,0.0384999999999999,0.15975,0.0984999999999999,0.1144999999999999,0.0994999999999999,0.0429999999999999,0.05525,0.0832499999999999,0.10275,0.1654999999999999,0.16625,0.1375,0.1825,0.0722499999999999,0.55725,0.14925,0.09525,0.085,0.06075,0.1425,0.1985,0.09025,0.03675,0.04875,0.09675,0.0519999999999999,0.1109999999999999,0.09625,0.0984999999999999,0.077,0.1335,0.0615,0.15975,0.0847499999999999,0.0605,0.04625,0.0584999999999999,0.0747499999999999,0.072,0.063,0.0655,0.0579999999999999,0.03,0.08775,0.04075,0.0697499999999999,0.0712499999999999,0.072,0.09775,0.0484999999999999,0.09275,0.0444999999999999,0.088,0.12275,0.05625,0.0969999999999999,0.04875,0.0665,0.0797499999999999,0.05725,0.013,0.066,0.0474999999999999,0.05175,0.021,0.0364999999999999,0.0227499999999999,0.0504999999999999,0.04375,0.03525,0.03175,0.026
Practical Magic (1998),0.8772500000000001,0.9865,0.5555,0.58825,0.34575,0.51075,0.42225,0.61925,0.51725,0.59925,0.3515,0.3722499999999999,0.8734999999999999,0.5415,0.61625,0.246,0.2694999999999999,0.23725,0.972,0.24125,0.46025,0.473,0.34375,0.18475,0.22225,0.33125,0.77125,0.2514999999999999,0.16425,0.33375,0.173,0.309,0.27625,0.17125,0.473,0.25525,0.21375,0.32975,0.0969999999999999,0.24275,0.11525,0.0745,0.1775,0.1525,0.1755,0.1164999999999999,0.18025,0.15925,0.1375,0.1337499999999999,0.138,0.0549999999999999,0.0959999999999999,0.086,0.3425,0.27275,0.1277499999999999,0.10175,0.1405,0.2017499999999999,0.18,0.14625,0.10325,0.189,0.14725,0.09075,0.1365,0.1317499999999999,0.0767499999999999,0.1149999999999999,0.2574999999999999,0.1265,0.091,0.069,0.1004999999999999,0.10875,0.15525,0.083,0.08775,0.0959999999999999,0.14875,0.084,0.1255,0.15275,0.1317499999999999,0.1699999999999999,0.11225,0.0267499999999999,0.1099999999999999,0.09125,0.0925,0.0642499999999999,0.05775,0.05125,0.0817499999999999,0.05525,0.0727499999999999,0.09525,0.188,0.10325,0.05125,0.12,0.0539999999999999,0.0692499999999999,0.1089999999999999,0.30125,0.0615,0.069,0.14925,0.0595,0.05875,0.0384999999999999,0.0677499999999999,0.0584999999999999,0.0677499999999999,0.0762499999999999,0.0494999999999999,0.10725,0.0605,0.0305,0.1024999999999999,0.05325,0.0369999999999999,0.0559999999999999,0.0409999999999999,0.061,0.0959999999999999,0.05925,0.065,0.0569999999999999,0.29125,0.064,0.0429999999999999,0.026,0.0394999999999999,0.04675,0.0255,0.0195,0.0635,0.059,0.0277499999999999,0.03,0.03125,0.0162499999999999,0.0187499999999999,0.0187499999999999,0.03,0.0282499999999999,0.0192499999999999
Desperately Seeking Susan (1985),0.27825,0.7585,0.383,0.725,0.4105,0.42525,0.4095,0.2927499999999999,0.69125,0.8400000000000001,0.376,0.71325,0.41025,0.50825,0.50575,0.1902499999999999,0.357,0.357,0.40375,0.30025,0.4935,0.24875,0.3199999999999999,0.1897499999999999,0.4965,0.29925,0.26475,0.3854999999999999,0.16875,0.30025,0.1885,0.26475,0.2784999999999999,0.28425,0.357,0.38625,0.17775,0.386,0.45525,0.10775,0.27,0.68175,0.14475,0.1997499999999999,0.2204999999999999,0.67,0.124,0.18575,0.1609999999999999,0.18,0.144,0.50625,0.1624999999999999,0.06,0.1609999999999999,0.0762499999999999,0.14,0.31975,0.20825,0.0865,0.0935,0.21925,0.08875,0.2324999999999999,0.0984999999999999,0.09425,0.09275,0.1465,0.26875,0.20675,0.0852499999999999,0.1775,0.127,0.0559999999999999,0.1094999999999999,0.8069999999999999,0.14875,0.0857499999999999,0.243,0.1589999999999999,0.18375,0.238,0.061,0.1044999999999999,0.2135,0.09475,0.09925,0.0374999999999999,0.1535,0.10375,0.08675,0.1564999999999999,0.28025,0.03425,0.0765,0.1014999999999999,0.0742499999999999,0.085,0.0534999999999999,0.0675,0.0439999999999999,0.10575,0.0667499999999999,0.0847499999999999,0.03425,0.10275,0.0534999999999999,0.0702499999999999,0.03725,0.04775,0.05325,0.0775,0.10175,0.17175,0.05375,0.0677499999999999,0.0474999999999999,0.06,0.03525,0.072,0.06075,0.14525,0.1034999999999999,0.061,0.0394999999999999,0.0334999999999999,0.0434999999999999,0.2724999999999999,0.0514999999999999,0.062,0.03975,0.0524999999999999,0.0755,0.085,0.04925,0.05725,0.09425,0.03275,0.0314999999999999,0.0544999999999999,0.0514999999999999,0.0454999999999999,0.03675,0.04525,0.06,0.0245,0.0227499999999999,0.0399999999999999,0.0305
Home Fries (1998),0.74275,0.74275,0.5865,0.749,0.4327499999999999,0.4135,0.44075,0.407,0.4235,0.2299999999999999,0.38675,0.357,0.22275,0.3964999999999999,0.6065,0.2654999999999999,0.395,0.4752499999999999,0.3472499999999999,0.27775,0.398,0.24575,0.3045,0.1669999999999999,0.529,0.2965,0.277,0.57525,0.84775,0.2774999999999999,0.3452499999999999,0.15775,0.261,0.34775,0.1845,0.9145,0.3335,0.0767499999999999,0.179,0.134,0.1895,0.12275,0.5795,0.2339999999999999,0.1599999999999999,0.074,0.1317499999999999,0.293,0.20675,0.18375,0.15225,0.05075,0.2244999999999999,0.11375,0.395,0.081,0.1029999999999999,0.1644999999999999,0.2229999999999999,0.09525,0.11875,0.1594999999999999,0.255,0.0802499999999999,0.1564999999999999,0.10475,0.2485,0.09125,0.1292499999999999,0.14675,0.12,0.1322499999999999,0.0807499999999999,0.04375,0.0915,0.0554999999999999,0.2234999999999999,0.087,0.0745,0.0524999999999999,0.0725,0.0727499999999999,0.11225,0.0852499999999999,0.09875,0.11125,0.1297499999999999,0.04425,0.4459999999999999,0.0964999999999999,0.246,0.1985,0.09575,0.12,0.1129999999999999,0.11525,0.0777499999999999,0.05425,0.0667499999999999,0.077,0.0822499999999999,0.125,0.05475,0.10525,0.03525,0.12275,0.04075,0.06075,0.04475,0.1124999999999999,0.05825,0.06125,0.23875,0.0915,0.0827499999999999,0.0757499999999999,0.0369999999999999,0.0702499999999999,0.03975,0.0329999999999999,0.04725,0.0247499999999999,0.05925,0.0939999999999999,0.0732499999999999,0.0334999999999999,0.10075,0.0672499999999999,0.0725,0.0692499999999999,0.0672499999999999,0.0735,0.06125,0.0429999999999999,0.09875,0.0529999999999999,0.0474999999999999,0.0167499999999999,0.03925,0.0409999999999999,0.0574999999999999,0.03325,0.028,0.0429999999999999,0.03,0.05575,0.0484999999999999,0.0384999999999999,0.017
Violets Are Blue... (1986),0.8405,0.9605,0.60375,0.6225,0.2744999999999999,0.6235,0.65125,0.33775,0.36975,0.56825,0.8154999999999999,0.393,0.4895,0.70825,0.3492499999999999,0.1927499999999999,0.2564999999999999,0.33475,0.35075,0.386,0.21625,0.483,0.1382499999999999,0.6805,0.57375,0.4077499999999999,0.2845,0.4195,0.3675,0.63625,0.4405,0.28825,0.32475,0.21875,0.2415,0.1825,0.1634999999999999,0.64125,0.11375,0.1297499999999999,0.291,0.33525,0.17925,0.4995,0.059,0.0847499999999999,0.1584999999999999,0.1084999999999999,0.17225,0.2534999999999999,0.1267499999999999,0.12,0.25675,0.22525,0.1302499999999999,0.5945,0.3542499999999999,0.28025,0.286,0.1912499999999999,0.4429999999999999,0.305,0.13,0.1004999999999999,0.1347499999999999,0.0959999999999999,0.1992499999999999,0.0915,0.14925,0.1892499999999999,0.17975,0.1967499999999999,0.34475,0.15325,0.15075,0.16825,0.41825,0.3229999999999999,0.1795,0.12325,0.1265,0.12125,0.09625,0.10025,0.16025,0.14825,0.1325,0.0782499999999999,0.1352499999999999,0.1109999999999999,0.1305,0.1425,0.1275,0.0717499999999999,0.17125,0.09775,0.1362499999999999,0.18625,0.0999999999999999,0.08975,0.0344999999999999,0.1049999999999999,0.05775,0.0752499999999999,0.0175,0.36475,0.59375,0.0797499999999999,0.373,0.1175,0.085,0.0852499999999999,0.0974999999999999,0.32175,0.0665,0.09225,0.0539999999999999,0.0705,0.028,0.0215,0.03175,0.03825,0.10475,0.03875,0.10225,0.03325,0.026,0.31125,0.0255,0.0559999999999999,0.04225,0.1485,0.0625,0.1564999999999999,0.0682499999999999,0.03475,0.069,0.029,0.069,0.0647499999999999,0.0197499999999999,0.015,0.0255,0.0197499999999999,0.1252499999999999,0.06025,0.0142499999999999,0.0697499999999999,0.02
