movieId,very funny,original,farce,light,weird,good,absurd,greed,runaway,predictable,quirky,melancholic,culture clash,vengeance,fun movie,mentor,chase,betrayal,drama,catastrophe,dialogue,independent film,surveillance,adaptation,creativity,pornography,fight scenes,life philosophy,fantasy world,drinking,family,first contact,transformation,life & death,underrated,weapons,unlikely friendships,sexy,stereotypes,childhood,writers,nudity (full frontal - brief),british,alter ego,dysfunctional family,islam,period piece,death,teen movie,classic car,computer animation,hotel,sacrifice,multiple storylines,prejudice,queer,not funny,pulp,good music,doctors,california,road movie,mad scientist,nudity (topless - brief),hospital,small town,stoner movie,censorship,women,80s,camp,workplace,buddy movie,alternate history,ensemble cast,foul language,survival,irish accent,new jersey,simple,brothers,1930s,awesome soundtrack,divorce,film noir,directorial debut,wartime,new york city,stand-up comedy,kidnapping,notable nudity,memory,nudity (rear),internet,too long,dreams,island,addiction,blindness,radio,bollywood,prison,wilderness,time,indians,tokyo,french,desert,no plot,russian,unlikeable characters,race,los angeles,fashion,reality tv,hip hop,shopping,interracial romance,wine,robert downey jr,lawyer,san francisco,ghosts/afterlife,immortality,atheism,adoption,australia,finnish,texas,best of 2005,made for tv,kick-butt women,god,rebellion,remake,homeless,cancer,trilogy,snakes,hunting,too short,oil,goth,potential oscar nom,prostitution,father daughter relationship,graphic novel,documentary,single father
Back to School (1986),0.95425,0.7255,0.7635000000000001,0.7635000000000001,0.6925,0.6925,0.26025,0.43025,0.594,0.643,0.26025,0.2985,0.41,0.4459999999999999,0.8480000000000001,0.7685,0.54025,0.43025,0.3672499999999999,0.56625,0.3814999999999999,0.21425,0.18625,0.3834999999999999,0.22225,0.2744999999999999,0.45175,0.35275,0.291,0.3914999999999999,0.3229999999999999,0.31125,0.3405,0.24475,0.2534999999999999,0.24025,0.23925,0.28325,0.418,0.3692499999999999,0.22425,0.263,0.0775,0.31275,0.16175,0.33775,0.33775,0.18625,0.586,0.26425,0.188,0.20425,0.33775,0.2967499999999999,0.1624999999999999,0.136,0.2319999999999999,0.17725,0.2734999999999999,0.20875,0.216,0.17575,0.205,0.373,0.23675,0.1425,0.295,0.0935,0.123,0.91375,0.1882499999999999,0.10325,0.3245,0.2714999999999999,0.11625,0.245,0.10275,0.139,0.1815,0.292,0.14875,0.1315,0.2734999999999999,0.16225,0.09325,0.09975,0.0647499999999999,0.16875,0.2544999999999999,0.12425,0.3725,0.1119999999999999,0.24525,0.24175,0.10475,0.1947499999999999,0.21875,0.0732499999999999,0.0832499999999999,0.128,0.0777499999999999,0.1019999999999999,0.1285,0.1967499999999999,0.1054999999999999,0.129,0.03375,0.04925,0.05375,0.071,0.05075,0.09475,0.088,0.11825,0.04875,0.0657499999999999,0.0857499999999999,0.05475,0.05225,0.945,0.0637499999999999,0.0584999999999999,0.0837499999999999,0.2219999999999999,0.0464999999999999,0.05275,0.08,0.03075,0.09125,0.028,0.0569999999999999,0.0765,0.06225,0.10875,0.1295,0.04475,0.0667499999999999,0.05075,0.125,0.04875,0.0409999999999999,0.03925,0.0514999999999999,0.05675,0.0732499999999999,0.04125,0.03875,0.0282499999999999,0.0842499999999999
Ruthless People (1986),0.96325,0.6985,0.8122499999999999,0.8122499999999999,0.67875,0.746,0.3085,0.69575,0.45075,0.3552499999999999,0.495,0.4455,0.4569999999999999,0.49175,0.69375,0.486,0.645,0.7285,0.40025,0.4469999999999999,0.47075,0.495,0.2804999999999999,0.3225,0.45925,0.1922499999999999,0.3472499999999999,0.3185,0.32225,0.17925,0.364,0.25325,0.3492499999999999,0.2229999999999999,0.40425,0.2339999999999999,0.20425,0.29325,0.1659999999999999,0.25075,0.1629999999999999,0.215,0.1649999999999999,0.32225,0.2055,0.09625,0.1634999999999999,0.23675,0.1805,0.2764999999999999,0.2022499999999999,0.1892499999999999,0.27,0.15575,0.1094999999999999,0.1735,0.1982499999999999,0.21275,0.1024999999999999,0.3037499999999999,0.29525,0.1875,0.127,0.3532499999999999,0.24225,0.1297499999999999,0.12025,0.09775,0.21,0.71625,0.11325,0.1307499999999999,0.199,0.1644999999999999,0.20825,0.1614999999999999,0.1064999999999999,0.10175,0.08975,0.17775,0.1659999999999999,0.089,0.11725,0.45375,0.126,0.0742499999999999,0.0974999999999999,0.12025,0.0832499999999999,0.938,0.1044999999999999,0.14925,0.1292499999999999,0.1257499999999999,0.09025,0.073,0.0954999999999999,0.0549999999999999,0.12375,0.0815,0.1154999999999999,0.1144999999999999,0.1144999999999999,0.138,0.1049999999999999,0.0747499999999999,0.07,0.08625,0.15075,0.0737499999999999,0.0737499999999999,0.066,0.25375,0.39975,0.04175,0.0645,0.127,0.082,0.1164999999999999,0.1139999999999999,0.1355,0.1124999999999999,0.0939999999999999,0.06175,0.05875,0.1365,0.081,0.0202499999999999,0.0655,0.15575,0.0625,0.05575,0.0569999999999999,0.03575,0.03825,0.05925,0.11475,0.0944999999999999,0.061,0.072,0.04225,0.0454999999999999,0.0449999999999999,0.0672499999999999,0.093,0.05375,0.0285,0.0212499999999999,0.0509999999999999
¡Three Amigos! (1986),0.98375,0.8492500000000001,0.914,0.914,0.5685,0.596,0.81125,0.4117499999999999,0.4105,0.982,0.51425,0.4117499999999999,0.50525,0.44525,0.7105,0.5355,0.974,0.3359999999999999,0.32725,0.4395,0.4327499999999999,0.17425,0.3359999999999999,0.3185,0.43,0.2455,0.378,0.32225,0.3315,0.21075,0.3635,0.26725,0.25,0.39675,0.48475,0.2754999999999999,0.4257499999999999,0.1659999999999999,0.36175,0.279,0.31025,0.24225,0.1312499999999999,0.3445,0.189,0.10775,0.10775,0.1897499999999999,0.2304999999999999,0.21775,0.212,0.11725,0.22475,0.15975,0.1367499999999999,0.146,0.15075,0.3984999999999999,0.14175,0.15225,0.16425,0.2025,0.215,0.22425,0.1664999999999999,0.25925,0.1215,0.09325,0.142,0.3339999999999999,0.33325,0.1285,0.34325,0.1614999999999999,0.0905,0.14,0.0974999999999999,0.1357499999999999,0.2075,0.33075,0.153,0.0949999999999999,0.14175,0.0767499999999999,0.0989999999999999,0.14125,0.16775,0.089,0.1367499999999999,0.1965,0.2145,0.15775,0.09475,0.127,0.0984999999999999,0.0999999999999999,0.124,0.076,0.1285,0.09275,0.06175,0.1029999999999999,0.154,0.275,0.086,0.08925,0.03625,0.58,0.11625,0.061,0.148,0.0722499999999999,0.1205,0.0655,0.076,0.0697499999999999,0.0625,0.0682499999999999,0.04175,0.0765,0.0459999999999999,0.1185,0.0697499999999999,0.0519999999999999,0.0757499999999999,0.0677499999999999,0.0765,0.0394999999999999,0.0802499999999999,0.04025,0.07,0.0777499999999999,0.05475,0.0484999999999999,0.06075,0.0444999999999999,0.0964999999999999,0.0625,0.072,0.129,0.63925,0.0404999999999999,0.0584999999999999,0.075,0.0434999999999999,0.0559999999999999,0.0399999999999999,0.0344999999999999,0.0364999999999999
Night Shift (1982),0.95975,0.74175,0.74825,0.70225,0.66825,0.66825,0.3944999999999999,0.49,0.4862499999999999,0.4105,0.8967499999999999,0.4235,0.425,0.38,0.70875,0.77875,0.6475,0.4034999999999999,0.4815,0.4555,0.49,0.29425,0.2937499999999999,0.357,0.24225,0.2604999999999999,0.24375,0.43025,0.3602499999999999,0.4735,0.24175,0.2485,0.389,0.2907499999999999,0.3615,0.2329999999999999,0.566,0.3784999999999999,0.2957499999999999,0.267,0.3097499999999999,0.242,0.1365,0.38675,0.4197499999999999,0.11725,0.15625,0.23975,0.26175,0.36,0.1495,0.20675,0.2905,0.15575,0.22675,0.14575,0.24925,0.208,0.284,0.2269999999999999,0.24075,0.15175,0.23175,0.3542499999999999,0.2405,0.2155,0.193,0.0725,0.2965,0.6115,0.11125,0.3452499999999999,0.51,0.1619999999999999,0.0989999999999999,0.172,0.16525,0.14425,0.22175,0.2334999999999999,0.1024999999999999,0.1169999999999999,0.26825,0.12375,0.0999999999999999,0.32075,0.08725,0.85025,0.20425,0.10925,0.16325,0.093,0.33175,0.1987499999999999,0.85225,0.2345,0.16025,0.087,0.1169999999999999,0.14675,0.077,0.1272499999999999,0.14575,0.18175,0.0802499999999999,0.09825,0.04775,0.153,0.1144999999999999,0.0655,0.0954999999999999,0.149,0.132,0.12075,0.04225,0.05825,0.2274999999999999,0.0665,0.1159999999999999,0.1195,0.1074999999999999,0.1305,0.10325,0.0742499999999999,0.0574999999999999,0.0732499999999999,0.05575,0.0262499999999999,0.0842499999999999,0.0349999999999999,0.0687499999999999,0.05375,0.0399999999999999,0.0615,0.0314999999999999,0.12025,0.04775,0.0369999999999999,0.08625,0.0675,0.03775,0.0802499999999999,0.04975,0.0822499999999999,0.8927499999999999,0.0645,0.023,0.03275,0.03925
Analyze This (1999),0.98275,0.98975,0.683,0.683,0.69325,0.75075,0.23175,0.59375,0.50525,0.4852499999999999,0.1887499999999999,0.37775,0.50525,0.50525,0.59475,0.59225,0.5175,0.98975,0.59375,0.53925,0.503,0.3824999999999999,0.99225,0.33825,0.2405,0.36875,0.38575,0.3804999999999999,0.32925,0.25875,0.45725,0.283,0.2564999999999999,0.201,0.28425,0.38575,0.43325,0.2937499999999999,0.5275,0.1865,0.151,0.20675,0.11675,0.2947499999999999,0.2025,0.17075,0.17075,0.2614999999999999,0.277,0.21125,0.2165,0.22625,0.1967499999999999,0.27775,0.1967499999999999,0.1322499999999999,0.201,0.348,0.1094999999999999,0.4822499999999999,0.15675,0.0959999999999999,0.10975,0.18075,0.30125,0.1355,0.1335,0.0615,0.16425,0.0695,0.06225,0.092,0.42225,0.2135,0.0787499999999999,0.82575,0.10575,0.3245,0.3994999999999999,0.14075,0.142,0.1267499999999999,0.09,0.2289999999999999,0.12425,0.0964999999999999,0.1367499999999999,0.7035,0.2055,0.122,0.11375,0.1245,0.1805,0.18375,0.132,0.15575,0.0642499999999999,0.065,0.1295,0.085,0.0782499999999999,0.132,0.0564999999999999,0.1185,0.0852499999999999,0.0822499999999999,0.0429999999999999,0.02975,0.06225,0.0964999999999999,0.04675,0.076,0.0657499999999999,0.0895,0.0444999999999999,0.123,0.0802499999999999,0.069,0.04925,0.0775,0.21525,0.1014999999999999,0.09975,0.08,0.0702499999999999,0.135,0.0409999999999999,0.0414999999999999,0.04825,0.04775,0.05625,0.05725,0.0717499999999999,0.031,0.0787499999999999,0.04575,0.1169999999999999,0.0685,0.031,0.0267499999999999,0.0374999999999999,0.0665,0.0429999999999999,0.08725,0.0414999999999999,0.0675,0.0257499999999999,0.0277499999999999,0.089
EDtv (1999),0.6175,0.8425,0.4375,0.549,0.4549999999999999,0.735,0.9165,0.547,0.547,0.7889999999999999,0.52575,0.3944999999999999,0.4569999999999999,0.547,0.5725,0.58575,0.46225,0.2927499999999999,0.60825,0.641,0.3325,0.62225,0.57275,0.3715,0.24725,0.312,0.3505,0.404,0.246,0.1985,0.5265,0.3465,0.27125,0.62225,0.25625,0.2334999999999999,0.4257499999999999,0.628,0.375,0.23025,0.3502499999999999,0.241,0.16925,0.39575,0.399,0.1385,0.10075,0.197,0.43725,0.1614999999999999,0.38175,0.0675,0.2234999999999999,0.203,0.1765,0.46875,0.192,0.15775,0.1275,0.2269999999999999,0.258,0.16625,0.1302499999999999,0.196,0.2895,0.15075,0.0847499999999999,0.14075,0.16525,0.09275,0.1589999999999999,0.148,0.2259999999999999,0.155,0.1029999999999999,0.206,0.1332499999999999,0.0775,0.56775,0.16925,0.1887499999999999,0.0725,0.1275,0.071,0.08875,0.1084999999999999,0.0665,0.088,0.1109999999999999,0.0514999999999999,0.0645,0.11925,0.1372499999999999,0.32275,0.14925,0.1169999999999999,0.086,0.216,0.0984999999999999,0.262,0.0915,0.10775,0.0632499999999999,0.10775,0.0742499999999999,0.0524999999999999,0.06,0.02975,0.08925,0.06125,0.10575,0.1485,0.14475,0.09725,0.988,0.1074999999999999,0.127,0.0605,0.03875,0.2324999999999999,0.0625,0.62725,0.16725,0.05375,0.09875,0.28075,0.0595,0.04125,0.1069999999999999,0.076,0.1877499999999999,0.0732499999999999,0.0702499999999999,0.05375,0.10325,0.1977499999999999,0.2219999999999999,0.0349999999999999,0.03925,0.04375,0.1059999999999999,0.0474999999999999,0.0384999999999999,0.0637499999999999,0.04075,0.074,0.1079999999999999,0.05675,0.0989999999999999
"Monster, The (Mostro, Il) (1994)",0.8947499999999999,0.698,0.71425,0.71425,0.66675,0.61525,0.30125,0.49375,0.53975,0.235,0.3385,0.66675,0.55575,0.49375,0.27425,0.4195,0.44975,0.2744999999999999,0.37475,0.43825,0.3275,0.30125,0.65525,0.27675,0.46325,0.6835,0.1982499999999999,0.3964999999999999,0.23775,0.38225,0.1039999999999999,0.1967499999999999,0.30625,0.4327499999999999,0.3159999999999999,0.23525,0.3105,0.53525,0.2204999999999999,0.3115,0.17125,0.45075,0.17175,0.14825,0.3067499999999999,0.1317499999999999,0.1064999999999999,0.21175,0.15,0.2045,0.1579999999999999,0.258,0.0994999999999999,0.21575,0.20875,0.1589999999999999,0.1972499999999999,0.1104999999999999,0.1609999999999999,0.366,0.08925,0.1315,0.21575,0.0705,0.24775,0.1175,0.1925,0.376,0.558,0.1445,0.08825,0.1545,0.0767499999999999,0.10625,0.04425,0.1175,0.1579999999999999,0.1275,0.085,0.2917499999999999,0.235,0.1084999999999999,0.1109999999999999,0.1175,0.0989999999999999,0.10975,0.1064999999999999,0.0559999999999999,0.3239999999999999,0.09075,0.24,0.1215,0.3445,0.05875,0.122,0.2269999999999999,0.0772499999999999,0.075,0.173,0.0474999999999999,0.0559999999999999,0.1297499999999999,0.1287499999999999,0.11925,0.09925,0.16975,0.20325,0.05275,0.091,0.0404999999999999,0.0519999999999999,0.0782499999999999,0.031,0.128,0.0349999999999999,0.03,0.023,0.0845,0.0595,0.03425,0.0755,0.0554999999999999,0.144,0.0647499999999999,0.09775,0.1059999999999999,0.07,0.0399999999999999,0.0509999999999999,0.0267499999999999,0.0419999999999999,0.066,0.04425,0.0772499999999999,0.0145,0.0715,0.0499999999999999,0.03075,0.0242499999999999,0.0765,0.03,0.013,0.03875,0.0262499999999999,0.10725,0.0579999999999999,0.0404999999999999,0.0539999999999999,0.0489999999999999
Austin Powers: The Spy Who Shagged Me (1999),0.982,0.8787499999999999,0.97825,0.95825,0.54325,0.74125,0.7722500000000001,0.434,0.74125,0.9815,0.4822499999999999,0.303,0.62525,0.539,0.663,0.557,0.57175,0.981,0.393,0.73575,0.7045,0.1805,0.981,0.3149999999999999,0.5025,0.3249999999999999,0.3884999999999999,0.261,0.39925,0.47375,0.27575,0.267,0.2524999999999999,0.1945,0.375,0.2917499999999999,0.18325,0.69125,0.4852499999999999,0.1659999999999999,0.21475,0.402,0.535,0.4375,0.1535,0.1104999999999999,0.128,0.27925,0.35575,0.14775,0.23275,0.18525,0.281,0.186,0.2085,0.1995,0.15325,0.25525,0.18625,0.15525,0.206,0.1275,0.1917499999999999,0.16075,0.1775,0.0842499999999999,0.1664999999999999,0.16425,0.15625,0.09825,0.2319999999999999,0.09625,0.38175,0.1515,0.0499999999999999,0.21775,0.1195,0.11475,0.1342499999999999,0.1465,0.0757499999999999,0.0559999999999999,0.37875,0.0755,0.1054999999999999,0.1287499999999999,0.0697499999999999,0.1385,0.091,0.1185,0.16275,0.1275,0.0662499999999999,0.11425,0.11175,0.0762499999999999,0.17225,0.0855,0.092,0.05725,0.0652499999999999,0.0959999999999999,0.08,0.2022499999999999,0.082,0.20675,0.0439999999999999,0.05475,0.1265,0.0815,0.069,0.073,0.0765,0.0795,0.14525,0.0787499999999999,0.1455,0.067,0.0384999999999999,0.06075,0.04325,0.0647499999999999,0.0787499999999999,0.1285,0.061,0.0544999999999999,0.1945,0.04825,0.04325,0.0755,0.0697499999999999,0.1099999999999999,0.0584999999999999,0.078,0.1405,0.0712499999999999,0.05775,0.36975,0.072,0.0282499999999999,0.0574999999999999,0.09475,0.06175,0.0762499999999999,0.0605,0.03075,0.04775,0.03,0.03175
"Dinner Game, The (Dîner de cons, Le) (1998)",0.972,0.8160000000000001,0.89225,0.89225,0.8402499999999999,0.7589999999999999,0.5555,0.7589999999999999,0.7589999999999999,0.78175,0.4315,0.8402499999999999,0.7589999999999999,0.7589999999999999,0.665,0.5815,0.31625,0.3215,0.7589999999999999,0.54375,0.61775,0.2239999999999999,0.21525,0.4659999999999999,0.58775,0.27525,0.246,0.42325,0.268,0.3745,0.1445,0.2299999999999999,0.46075,0.26225,0.23225,0.1932499999999999,0.3315,0.18625,0.2294999999999999,0.3225,0.311,0.25775,0.21125,0.25325,0.22225,0.3335,0.15375,0.128,0.1305,0.3195,0.21375,0.27075,0.1927499999999999,0.1952499999999999,0.2544999999999999,0.1362499999999999,0.2199999999999999,0.121,0.2145,0.1205,0.0662499999999999,0.12,0.10175,0.1245,0.1425,0.0979999999999999,0.1725,0.18325,0.1604999999999999,0.088,0.10775,0.1415,0.1044999999999999,0.3117499999999999,0.0722499999999999,0.14075,0.1485,0.15725,0.0762499999999999,0.4535,0.14,0.1149999999999999,0.11625,0.1322499999999999,0.15075,0.12025,0.154,0.0489999999999999,0.09975,0.08625,0.0692499999999999,0.15,0.08775,0.1352499999999999,0.134,0.10075,0.0795,0.1014999999999999,0.1295,0.0389999999999999,0.176,0.10675,0.11925,0.10075,0.069,0.21025,0.96725,0.0695,0.1099999999999999,0.08625,0.0305,0.1004999999999999,0.03575,0.0954999999999999,0.03,0.0235,0.089,0.0459999999999999,0.58925,0.05725,0.0807499999999999,0.09425,0.0747499999999999,0.0524999999999999,0.091,0.063,0.0319999999999999,0.04825,0.0285,0.2774999999999999,0.04175,0.0755,0.0489999999999999,0.04725,0.146,0.0479999999999999,0.04975,0.0715,0.0434999999999999,0.0434999999999999,0.0569999999999999,0.04875,0.0379999999999999,0.0697499999999999,0.06,0.05825,0.04425,0.0414999999999999,0.03725
"South Park: Bigger, Longer and Uncut (1999)",0.938,0.85575,0.938,0.938,0.802,0.625,0.96,0.5055,0.625,0.54475,0.90125,0.5315,0.5315,0.7875000000000001,0.40175,0.40725,0.2977499999999999,0.56425,0.74725,0.42325,0.56625,0.33525,0.6395,0.379,0.5335,0.7502500000000001,0.2375,0.27075,0.1995,0.298,0.45175,0.2025,0.24225,0.283,0.2865,0.3445,0.2594999999999999,0.4389999999999999,0.46475,0.2304999999999999,0.2005,0.31275,0.182,0.262,0.27725,0.479,0.0974999999999999,0.3585,0.25475,0.22525,0.55175,0.12025,0.479,0.213,0.33075,0.4405,0.1609999999999999,0.1639999999999999,0.71775,0.146,0.11825,0.1975,0.09025,0.181,0.1775,0.14875,0.2875,0.981,0.10375,0.082,0.271,0.15925,0.18175,0.11625,0.09925,0.924,0.217,0.1285,0.11725,0.135,0.1825,0.0489999999999999,0.65525,0.072,0.1089999999999999,0.205,0.479,0.0605,0.21225,0.09325,0.085,0.0815,0.0702499999999999,0.1175,0.1947499999999999,0.1024999999999999,0.06175,0.2095,0.1064999999999999,0.09575,0.0584999999999999,0.11425,0.1235,0.0755,0.05625,0.16225,0.04025,0.0842499999999999,0.11425,0.0662499999999999,0.1029999999999999,0.06075,0.0745,0.0712499999999999,0.26525,0.40525,0.028,0.04325,0.0319999999999999,0.05575,0.03225,0.03375,0.03075,0.03975,0.1292499999999999,0.0865,0.1415,0.0569999999999999,0.0652499999999999,0.16325,0.1029999999999999,0.0645,0.1292499999999999,0.1252499999999999,0.013,0.153,0.0424999999999999,0.0469999999999999,0.04425,0.0444999999999999,0.0494999999999999,0.0379999999999999,0.0835,0.11625,0.0559999999999999,0.03725,0.2334999999999999,0.04825,0.0162499999999999
Drop Dead Gorgeous (1999),0.87825,0.7095,0.87825,0.8245,0.8545,0.46725,0.93,0.506,0.4077499999999999,0.4347499999999999,0.8545,0.3954999999999999,0.4077499999999999,0.417,0.48275,0.349,0.25925,0.3067499999999999,0.37725,0.46725,0.365,0.8285,0.417,0.4,0.22975,0.49975,0.21675,0.24725,0.3255,0.25525,0.252,0.2145,0.23575,0.26925,0.282,0.37175,0.14075,0.36675,0.64625,0.1084999999999999,0.31425,0.22875,0.12025,0.149,0.4765,0.2145,0.1357499999999999,0.178,0.6955,0.1945,0.14825,0.1129999999999999,0.1372499999999999,0.33775,0.31825,0.5295,0.1397499999999999,0.16925,0.0707499999999999,0.14725,0.288,0.26125,0.14475,0.09625,0.2455,0.6775,0.143,0.1317499999999999,0.3722499999999999,0.0652499999999999,0.14475,0.2239999999999999,0.04125,0.16075,0.288,0.1275,0.05625,0.2415,0.14975,0.0732499999999999,0.1169999999999999,0.05475,0.1327499999999999,0.0712499999999999,0.0959999999999999,0.1084999999999999,0.14875,0.0389999999999999,0.0777499999999999,0.04525,0.0579999999999999,0.0359999999999999,0.0705,0.1775,0.0944999999999999,0.1034999999999999,0.0494999999999999,0.0529999999999999,0.10225,0.05775,0.11325,0.0885,0.05475,0.022,0.10725,0.0695,0.0359999999999999,0.03375,0.04375,0.04625,0.33075,0.0645,0.0379999999999999,0.1997499999999999,0.1485,0.12075,0.05525,0.10275,0.183,0.1114999999999999,0.04425,0.0359999999999999,0.0579999999999999,0.04675,0.134,0.192,0.0905,0.0459999999999999,0.2022499999999999,0.09875,0.0524999999999999,0.0657499999999999,0.134,0.05325,0.03,0.0252499999999999,0.05025,0.0222499999999999,0.04525,0.0534999999999999,0.0324999999999999,0.0424999999999999,0.24075,0.0489999999999999,0.0645,0.0984999999999999,0.04125,0.124,0.022
Mystery Men (1999),0.95,0.82325,0.95,0.99925,0.7205,0.6385,0.81125,0.3725,0.4669999999999999,0.89775,0.747,0.50325,0.4669999999999999,0.3725,0.72725,0.549,0.38725,0.2135,0.3934999999999999,0.646,0.64925,0.6175,0.2877499999999999,0.52425,0.409,0.216,0.99925,0.3605,0.4067499999999999,0.1287499999999999,0.2244999999999999,0.5855,0.3359999999999999,0.23975,0.33825,0.78775,0.218,0.182,0.22775,0.18075,0.2945,0.1922499999999999,0.193,0.99925,0.2339999999999999,0.11025,0.1089999999999999,0.17175,0.3632499999999999,0.178,0.17575,0.0797499999999999,0.196,0.302,0.12375,0.15575,0.185,0.28725,0.1355,0.123,0.12125,0.1029999999999999,0.46025,0.11625,0.122,0.11725,0.1257499999999999,0.09575,0.11575,0.0569999999999999,0.3465,0.1094999999999999,0.0875,0.1735,0.63175,0.07,0.351,0.0885,0.195,0.0939999999999999,0.11675,0.0752499999999999,0.1755,0.0524999999999999,0.09325,0.1295,0.059,0.0842499999999999,0.09075,0.064,0.0419999999999999,0.0702499999999999,0.0697499999999999,0.15725,0.2249999999999999,0.119,0.0885,0.0655,0.1109999999999999,0.0999999999999999,0.1069999999999999,0.0939999999999999,0.0772499999999999,0.069,0.0807499999999999,0.10225,0.0339999999999999,0.0524999999999999,0.081,0.0625,0.40425,0.062,0.0652499999999999,0.1079999999999999,0.07,0.08875,0.0439999999999999,0.0394999999999999,0.03925,0.33125,0.0329999999999999,0.0625,0.08875,0.11375,0.0939999999999999,0.05925,0.05875,0.0449999999999999,0.0539999999999999,0.1654999999999999,0.0645,0.0665,0.078,0.0314999999999999,0.03475,0.0662499999999999,0.0615,0.03675,0.0484999999999999,0.03125,0.0554999999999999,0.05375,0.16675,0.0499999999999999,0.0429999999999999,0.0479999999999999,0.45675,0.0369999999999999,0.0212499999999999
"Little Shop of Horrors, The (1960)",0.54375,0.7657499999999999,0.599,0.75275,0.94025,0.4247499999999999,0.3692499999999999,0.43,0.75275,0.50525,0.6195,0.43,0.43,0.4275,0.6255,0.4389999999999999,0.4077499999999999,0.3369999999999999,0.4247499999999999,0.40275,0.4605,0.6195,0.2095,0.4385,0.35175,0.2564999999999999,0.2857499999999999,0.3349999999999999,0.24675,0.2997499999999999,0.25875,0.3339999999999999,0.349,0.1624999999999999,0.27,0.2135,0.14975,0.27625,0.1714999999999999,0.22375,0.16175,0.27075,0.14175,0.26,0.14225,0.0645,0.2634999999999999,0.28925,0.14675,0.183,0.17475,0.24025,0.1805,0.11325,0.1185,0.2017499999999999,0.3055,0.37725,0.60325,0.18525,0.31625,0.1674999999999999,0.5025,0.21475,0.16775,0.22525,0.1175,0.10625,0.139,0.3375,0.3715,0.16725,0.04475,0.10225,0.03525,0.0374999999999999,0.126,0.0875,0.2574999999999999,0.1345,0.08925,0.0979999999999999,0.1609999999999999,0.1149999999999999,0.3675,0.1119999999999999,0.0665,0.0727499999999999,0.0939999999999999,0.0514999999999999,0.061,0.0625,0.0805,0.0815,0.0812499999999999,0.0579999999999999,0.074,0.0757499999999999,0.1377499999999999,0.15775,0.0655,0.067,0.05875,0.074,0.0529999999999999,0.1569999999999999,0.0539999999999999,0.0685,0.04775,0.03875,0.0414999999999999,0.0444999999999999,0.0645,0.0464999999999999,0.0324999999999999,0.04725,0.28425,0.10475,0.04675,0.03775,0.04225,0.0775,0.0737499999999999,0.4655,0.0544999999999999,0.0705,0.0414999999999999,0.05125,0.10275,0.0737499999999999,0.04875,0.0655,0.03325,0.0444999999999999,0.31675,0.0439999999999999,0.065,0.0484999999999999,0.1245,0.0584999999999999,0.0225,0.15225,0.14425,0.0389999999999999,0.0935,0.0277499999999999,0.0742499999999999,0.03825,0.03275
Dick (1999),0.7485,0.80975,0.44275,0.63025,0.64825,0.5705,0.86025,0.533,0.64825,0.426,0.7295,0.64825,0.64825,0.533,0.659,0.4115,0.2574999999999999,0.38125,0.37775,0.4347499999999999,0.32325,0.38075,0.32325,0.33675,0.1912499999999999,0.4107499999999999,0.20875,0.26025,0.32225,0.17425,0.2915,0.2425,0.2395,0.21125,0.21925,0.2209999999999999,0.51025,0.4659999999999999,0.305,0.1815,0.38575,0.21925,0.1385,0.1114999999999999,0.26575,0.683,0.683,0.17525,0.735,0.16775,0.22775,0.1624999999999999,0.683,0.285,0.272,0.17875,0.201,0.1387499999999999,0.33825,0.16575,0.3229999999999999,0.12075,0.0925,0.0895,0.1387499999999999,0.1912499999999999,0.174,0.0812499999999999,0.4317499999999999,0.0785,0.1545,0.2887499999999999,0.04225,0.141,0.0855,0.081,0.1064999999999999,0.14125,0.2309999999999999,0.0579999999999999,0.0825,0.0642499999999999,0.33825,0.05775,0.09525,0.1255,0.13,0.0579999999999999,0.09025,0.08875,0.0409999999999999,0.1129999999999999,0.14625,0.077,0.0852499999999999,0.0959999999999999,0.0667499999999999,0.0675,0.09525,0.05625,0.10625,0.0742499999999999,0.062,0.05675,0.0974999999999999,0.127,0.03725,0.03575,0.078,0.0697499999999999,0.0627499999999999,0.0792499999999999,0.0519999999999999,0.1694999999999999,0.03925,0.1099999999999999,0.0369999999999999,0.1337499999999999,0.0605,0.0574999999999999,0.05525,0.04125,0.0885,0.0775,0.082,0.1624999999999999,0.1064999999999999,0.0817499999999999,0.1069999999999999,0.03475,0.0974999999999999,0.09525,0.03625,0.08725,0.0237499999999999,0.0324999999999999,0.0364999999999999,0.025,0.0692499999999999,0.0379999999999999,0.022,0.04575,0.16875,0.0479999999999999,0.064,0.1175,0.0252499999999999,0.0489999999999999,0.0424999999999999
