movieId,original,good,unlikely friendships,drama,melancholic,culture clash,weird,runaway,greed,mentor,childhood,independent film,vengeance,family,teen movie,dysfunctional family,life & death,catastrophe,drinking,adaptation,prejudice,dialogue,light,life philosophy,fantasy world,very funny,women,pornography,betrayal,quirky,sacrifice,period piece,queer,bollywood,transformation,stereotypes,british,not funny,creativity,computer animation,islam,chase,fun movie,predictable,death,fight scenes,small town,nudity (full frontal - brief),good music,adoption,dreams,classic car,divorce,sexy,first contact,simple,indians,underrated,writers,surveillance,hospital,interracial romance,irish accent,single father,brothers,multiple storylines,wartime,doctors,awesome soundtrack,tokyo,absurd,father daughter relationship,weapons,road movie,new jersey,memory,alter ego,california,survival,rebellion,nudity (topless - brief),1930s,cancer,farce,censorship,directorial debut,blindness,hotel,film noir,addiction,race,atheism,wilderness,internet,island,alternate history,workplace,australia,documentary,french,pulp,too long,foul language,new york city,notable nudity,stand-up comedy,camp,80s,god,prison,ensemble cast,stoner movie,mad scientist,texas,hip hop,wine,russian,potential oscar nom,made for tv,radio,kick-butt women,shopping,nudity (rear),best of 2005,hunting,finnish,fashion,homeless,san francisco,immortality,too short,lawyer,ghosts/afterlife,prostitution,no plot,desert,time,reality tv,kidnapping,oil,robert downey jr,goth,trilogy,graphic novel,buddy movie,unlikeable characters,snakes,los angeles,remake
Chocolat (2000),0.78125,0.9635,0.744,0.68175,0.682,0.70525,0.682,0.62675,0.682,0.597,0.4175,0.4932499999999999,0.62675,0.66325,0.7702500000000001,0.21375,0.4932499999999999,0.58275,0.208,0.6665,0.63125,0.43525,0.77475,0.51125,0.9135,0.2815,0.26575,0.1714999999999999,0.28325,0.75875,0.3665,0.50675,0.1654999999999999,0.28825,0.44625,0.5545,0.3924999999999999,0.3462499999999999,0.43025,0.4305,0.1902499999999999,0.3135,0.482,0.4692499999999999,0.1905,0.2445,0.96975,0.2075,0.2937499999999999,0.1385,0.17625,0.1755,0.1495,0.259,0.29,0.4245,0.16225,0.26575,0.32825,0.1545,0.1342499999999999,0.1235,0.8732500000000001,0.5635,0.15,0.1967499999999999,0.213,0.152,0.2455,0.08925,0.4615,0.14125,0.1104999999999999,0.11825,0.2445,0.16725,0.1292499999999999,0.10175,0.17375,0.12425,0.3672499999999999,0.201,0.0765,0.15275,0.10325,0.0999999999999999,0.1435,0.15425,0.09,0.0712499999999999,0.1599999999999999,0.36975,0.06025,0.17725,0.10025,0.21025,0.1235,0.0632499999999999,0.0424999999999999,0.8342499999999999,0.11625,0.10425,0.0939999999999999,0.0655,0.063,0.068,0.064,0.03225,0.179,0.09525,0.25975,0.06025,0.0755,0.1134999999999999,0.04875,0.4475,0.064,0.1114999999999999,0.05875,0.08,0.0605,0.3492499999999999,0.0905,0.0605,0.0359999999999999,0.0369999999999999,0.10625,0.0554999999999999,0.0549999999999999,0.0732499999999999,0.0655,0.0865,0.2239999999999999,0.03175,0.072,0.0712499999999999,0.05925,0.03425,0.0275,0.1064999999999999,0.0544999999999999,0.10525,0.0584999999999999,0.0379999999999999,0.03175,0.05675,0.03225,0.0262499999999999,0.1317499999999999
The Man in the Moon (1991),0.8140000000000001,0.8552500000000001,0.991,0.84175,0.8574999999999999,0.7922499999999999,0.74225,0.7922499999999999,0.74225,0.5685,0.72825,0.70325,0.47875,0.39775,0.69125,0.39625,0.70325,0.43025,0.2895,0.3249999999999999,0.286,0.4375,0.348,0.25875,0.32975,0.311,0.37675,0.4117499999999999,0.50225,0.302,0.286,0.47075,0.2355,0.25675,0.2415,0.23175,0.66725,0.362,0.174,0.22475,0.1342499999999999,0.29825,0.2145,0.27625,0.3215,0.27625,0.182,0.26725,0.44075,0.12175,0.25,0.27975,0.0775,0.2475,0.1977499999999999,0.37275,0.25125,0.3365,0.1775,0.1397499999999999,0.17475,0.2055,0.1555,0.173,0.359,0.3562499999999999,0.10825,0.1639999999999999,0.44075,0.142,0.10325,0.90275,0.17075,0.173,0.1962499999999999,0.26975,0.1225,0.1629999999999999,0.0797499999999999,0.12175,0.14075,0.1109999999999999,0.1175,0.093,0.0905,0.17975,0.1664999999999999,0.12275,0.0979999999999999,0.084,0.1215,0.05975,0.21775,0.071,0.1307499999999999,0.11975,0.05425,0.1175,0.04225,0.0414999999999999,0.11075,0.1079999999999999,0.0832499999999999,0.0642499999999999,0.2744999999999999,0.0747499999999999,0.064,0.1689999999999999,0.0499999999999999,0.086,0.27425,0.0842499999999999,0.0732499999999999,0.2299999999999999,0.05225,0.05075,0.05225,0.0579999999999999,0.0665,0.0725,0.084,0.0285,0.0915,0.069,0.1295,0.0652499999999999,0.0687499999999999,0.03925,0.061,0.05325,0.0702499999999999,0.05775,0.0319999999999999,0.0409999999999999,0.0409999999999999,0.0725,0.0685,0.03225,0.0775,0.0389999999999999,0.05575,0.0449999999999999,0.0334999999999999,0.0329999999999999,0.05875,0.0379999999999999,0.064,0.04425,0.0439999999999999
Avalon (1990),0.806,0.806,0.71725,0.7895000000000001,0.71725,0.7895000000000001,0.68225,0.7895000000000001,0.626,0.482,0.87575,0.64975,0.667,0.8554999999999999,0.2445,0.6795,0.64975,0.57625,0.36575,0.7385,0.30625,0.5655,0.44925,0.3562499999999999,0.201,0.38575,0.155,0.1885,0.272,0.3125,0.27125,0.684,0.25675,0.1074999999999999,0.38175,0.273,0.31775,0.3215,0.27025,0.29225,0.27125,0.3189999999999999,0.59225,0.32725,0.23775,0.3189999999999999,0.2025,0.35275,0.21375,0.289,0.136,0.1395,0.1972499999999999,0.2345,0.32725,0.14525,0.2244999999999999,0.22175,0.469,0.3572499999999999,0.14,0.3339999999999999,0.1267499999999999,0.15775,0.56025,0.3735,0.55,0.17925,0.2115,0.0685,0.26125,0.14575,0.20875,0.09075,0.1297499999999999,0.21775,0.16525,0.17275,0.16575,0.0434999999999999,0.30225,0.1985,0.10475,0.1535,0.201,0.15675,0.1139999999999999,0.183,0.0959999999999999,0.0852499999999999,0.1402499999999999,0.0915,0.05275,0.085,0.1009999999999999,0.1699999999999999,0.08925,0.09325,0.0787499999999999,0.0474999999999999,0.1079999999999999,0.14375,0.141,0.2445,0.22025,0.0772499999999999,0.09725,0.23575,0.08925,0.09025,0.7549999999999999,0.081,0.12075,0.12475,0.0324999999999999,0.0949999999999999,0.0687499999999999,0.0642499999999999,0.0757499999999999,0.1175,0.06225,0.0404999999999999,0.1139999999999999,0.1104999999999999,0.0775,0.0449999999999999,0.03,0.0484999999999999,0.3652499999999999,0.03425,0.04075,0.13,0.0875,0.03275,0.064,0.0792499999999999,0.0697499999999999,0.139,0.0529999999999999,0.0815,0.091,0.0409999999999999,0.17525,0.0257499999999999,0.0534999999999999,0.04475,0.09775,0.0404999999999999,0.03075
"Home of Our Own, A (1993)",0.8374999999999999,0.8374999999999999,0.58475,0.8374999999999999,0.7795000000000001,0.8374999999999999,0.7795000000000001,0.4535,0.7795000000000001,0.778,0.68725,0.53625,0.7835000000000001,0.84975,0.292,0.8932500000000001,0.26975,0.521,0.26675,0.512,0.5735,0.4852499999999999,0.3215,0.23675,0.4247499999999999,0.2694999999999999,0.3145,0.56925,0.4105,0.4895,0.5735,0.16925,0.282,0.12375,0.24325,0.1917499999999999,0.198,0.3279999999999999,0.4065,0.2115,0.1997499999999999,0.259,0.1639999999999999,0.42,0.40725,0.39675,0.14325,0.27275,0.14175,0.1272499999999999,0.26925,0.211,0.3522499999999999,0.2395,0.42,0.25475,0.211,0.141,0.3522499999999999,0.2115,0.1415,0.2917499999999999,0.32125,0.26975,0.2125,0.2504999999999999,0.0725,0.2475,0.20575,0.1307499999999999,0.1535,0.11475,0.18225,0.11925,0.118,0.27875,0.11125,0.2125,0.09825,0.03925,0.34025,0.16225,0.1435,0.268,0.1094999999999999,0.21125,0.23725,0.067,0.1215,0.1009999999999999,0.1315,0.11175,0.1694999999999999,0.14,0.1044999999999999,0.134,0.146,0.0559999999999999,0.0817499999999999,0.0775,0.16075,0.1674999999999999,0.1967499999999999,0.09325,0.23175,0.0747499999999999,0.0757499999999999,0.1525,0.08875,0.1069999999999999,0.0832499999999999,0.142,0.09875,0.084,0.1285,0.05075,0.0574999999999999,0.05775,0.0474999999999999,0.074,0.0954999999999999,0.14575,0.17725,0.23675,0.11425,0.0155,0.05025,0.1639999999999999,0.04425,0.04475,0.0655,0.3854999999999999,0.078,0.10575,0.133,0.1124999999999999,0.10475,0.1317499999999999,0.16675,0.029,0.06075,0.0647499999999999,0.10525,0.019,0.061,0.05275,0.03775,0.3592499999999999,0.0145
Jump Tomorrow (2001),0.80375,0.8385,0.507,0.6105,0.7982499999999999,0.66925,0.66925,0.66925,0.6105,0.512,0.3452499999999999,0.9955,0.6105,0.7849999999999999,0.33725,0.57275,0.214,0.45575,0.353,0.3235,0.1902499999999999,0.533,0.5,0.67975,0.39925,0.624,0.22725,0.3355,0.2319999999999999,0.74625,0.3149999999999999,0.2279999999999999,0.4034999999999999,0.288,0.2485,0.32225,0.22075,0.2654999999999999,0.4679999999999999,0.672,0.1267499999999999,0.57275,0.58175,0.404,0.1355,0.36675,0.2815,0.60125,0.1922499999999999,0.1619999999999999,0.1709999999999999,0.27225,0.6935,0.1245,0.25275,0.4715,0.10075,0.3545,0.32125,0.3229999999999999,0.138,0.50475,0.18375,0.10475,0.1074999999999999,0.26075,0.0815,0.28525,0.17575,0.0772499999999999,0.1912499999999999,0.27825,0.17425,0.62625,0.1402499999999999,0.26425,0.2244999999999999,0.26325,0.16125,0.09125,0.2334999999999999,0.16325,0.1195,0.5,0.0692499999999999,0.125,0.182,0.4275,0.08875,0.0855,0.072,0.0815,0.05975,0.1139999999999999,0.10875,0.126,0.246,0.1525,0.0329999999999999,0.0795,0.1619999999999999,0.1205,0.156,0.126,0.03525,0.1195,0.2025,0.20375,0.0379999999999999,0.09125,0.11975,0.0672499999999999,0.1297499999999999,0.1375,0.0454999999999999,0.1402499999999999,0.08675,0.0675,0.093,0.09375,0.081,0.1327499999999999,0.10175,0.195,0.121,0.03725,0.0379999999999999,0.0275,0.03725,0.0394999999999999,0.3455,0.072,0.1907499999999999,0.04625,0.0637499999999999,0.04825,0.0727499999999999,0.0429999999999999,0.0847499999999999,0.04225,0.04275,0.03175,0.2564999999999999,0.0564999999999999,0.069,0.274,0.083,0.05475,0.0262499999999999
Running on Empty (1988),0.8500000000000001,0.8500000000000001,0.59575,0.883,0.538,0.8500000000000001,0.52575,0.60475,0.69525,0.6475,0.42525,0.538,0.544,0.8327500000000001,0.3135,0.9145,0.3399999999999999,0.495,0.26425,0.32475,0.299,0.628,0.293,0.29825,0.25275,0.261,0.17275,0.28025,0.32575,0.2015,0.65775,0.205,0.1955,0.1905,0.34075,0.21475,0.18275,0.36375,0.22075,0.17225,0.46075,0.3784999999999999,0.344,0.2415,0.40075,0.27775,0.3139999999999999,0.3405,0.7575000000000001,0.26,0.1347499999999999,0.2574999999999999,0.187,0.14375,0.2415,0.1342499999999999,0.1275,0.2885,0.14775,0.25525,0.14675,0.191,0.16675,0.18325,0.39,0.187,0.41625,0.15,0.15775,0.1029999999999999,0.17075,0.14525,0.3485,0.187,0.44325,0.0842499999999999,0.21925,0.2234999999999999,0.22275,0.51975,0.11375,0.0702499999999999,0.119,0.082,0.18,0.12175,0.1235,0.1302499999999999,0.093,0.08625,0.1119999999999999,0.0782499999999999,0.11275,0.09675,0.06225,0.09125,0.0509999999999999,0.0692499999999999,0.0404999999999999,0.0414999999999999,0.10275,0.15725,0.1287499999999999,0.0802499999999999,0.131,0.0865,0.1074999999999999,0.2634999999999999,0.0782499999999999,0.1185,0.10975,0.0647499999999999,0.1014999999999999,0.0747499999999999,0.0675,0.03775,0.0632499999999999,0.0595,0.13,0.09075,0.06025,0.0272499999999999,0.1375,0.0747499999999999,0.059,0.0509999999999999,0.0389999999999999,0.0414999999999999,0.084,0.05875,0.1014999999999999,0.0722499999999999,0.02975,0.03925,0.10425,0.1089999999999999,0.04775,0.0635,0.06125,0.04325,0.09575,0.0404999999999999,0.0469999999999999,0.0182499999999999,0.029,0.05475,0.05275,0.1825,0.0265
Torch Song Trilogy (1988),0.7769999999999999,0.79525,0.79525,0.96225,0.92625,0.7602500000000001,0.51875,0.65,0.68475,0.71675,0.33325,0.7602500000000001,0.51875,0.54875,0.152,0.50675,0.627,0.4365,0.4685,0.5855,0.39375,0.57375,0.374,0.49575,0.26025,0.3275,0.501,0.668,0.28125,0.307,0.19,0.3155,0.99,0.1957499999999999,0.4105,0.535,0.3149999999999999,0.3,0.2534999999999999,0.1375,0.3027499999999999,0.21775,0.247,0.2334999999999999,0.53575,0.27775,0.1609999999999999,0.3592499999999999,0.17975,0.47175,0.12075,0.0964999999999999,0.42725,0.45125,0.22025,0.0687499999999999,0.1089999999999999,0.5325,0.2259999999999999,0.27775,0.1835,0.352,0.11275,0.1372499999999999,0.12125,0.356,0.0939999999999999,0.16575,0.1815,0.1337499999999999,0.1495,0.09025,0.149,0.1019999999999999,0.27725,0.09425,0.2244999999999999,0.0935,0.0762499999999999,0.0595,0.3585,0.15725,0.1725,0.1714999999999999,0.3525,0.15,0.19,0.135,0.092,0.2017499999999999,0.11775,0.0935,0.04525,0.06075,0.05375,0.1185,0.0847499999999999,0.0484999999999999,0.1129999999999999,0.05275,0.1362499999999999,0.176,0.10075,0.7415,0.1277499999999999,0.1089999999999999,0.3249999999999999,0.28075,0.1377499999999999,0.1089999999999999,0.093,0.093,0.192,0.11025,0.05325,0.021,0.0554999999999999,0.0865,0.0747499999999999,0.04425,0.075,0.05775,0.253,0.1029999999999999,0.0672499999999999,0.0252499999999999,0.1367499999999999,0.0632499999999999,0.3764999999999999,0.216,0.0197499999999999,0.0569999999999999,0.0984999999999999,0.05575,0.071,0.04325,0.0687499999999999,0.11975,0.0459999999999999,0.065,0.09975,0.03475,0.08725,0.1215,0.0439999999999999,0.0792499999999999,0.0314999999999999,0.0404999999999999,0.066
Immediate Family (1989),0.71325,0.8222499999999999,0.8222499999999999,0.8222499999999999,0.823,0.8007500000000001,0.8007500000000001,0.8007500000000001,0.8007500000000001,0.59725,0.495,0.8007500000000001,0.49275,0.66475,0.62575,0.9875,0.52825,0.72525,0.43875,0.38275,0.27325,0.4285,0.15425,0.50775,0.2877499999999999,0.26525,0.3635,0.1825,0.45325,0.38025,0.54,0.20575,0.15025,0.0265,0.25,0.2214999999999999,0.1357499999999999,0.3205,0.14525,0.16025,0.1935,0.345,0.304,0.6795,0.28,0.3652499999999999,0.119,0.34775,0.05275,0.999,0.09375,0.1495,0.4307499999999999,0.14875,0.5905,0.32325,0.0595,0.38975,0.1935,0.3715,0.7395,0.173,0.14525,0.3754999999999999,0.14725,0.5205,0.2604999999999999,0.71125,0.065,0.03175,0.15825,0.2334999999999999,0.1895,0.1599999999999999,0.16625,0.1382499999999999,0.37525,0.15675,0.68,0.0292499999999999,0.1755,0.0569999999999999,0.17775,0.06,0.09075,0.09875,0.42025,0.08725,0.09575,0.261,0.089,0.0815,0.03025,0.3315,0.0399999999999999,0.185,0.1825,0.0245,0.03225,0.0494999999999999,0.199,0.153,0.0989999999999999,0.071,0.1275,0.1905,0.04125,0.1382499999999999,0.0717499999999999,0.11425,0.17925,0.1024999999999999,0.068,0.075,0.0725,0.06225,0.062,0.0795,0.04825,0.1935,0.09075,0.1922499999999999,0.23725,0.02975,0.0262499999999999,0.3395,0.0534999999999999,0.0409999999999999,0.1962499999999999,0.10375,0.1277499999999999,0.0782499999999999,0.09075,0.031,0.04925,0.0187499999999999,0.0344999999999999,0.1584999999999999,0.10475,0.0122499999999999,0.12125,0.0652499999999999,0.0409999999999999,0.015,0.0314999999999999,0.0267499999999999,0.0197499999999999,0.0384999999999999,0.0885
Left Luggage (1998),0.6645,0.82325,0.82325,0.82325,0.60375,0.6645,0.52775,0.6645,0.6645,0.6515,0.22375,0.7882499999999999,0.6645,0.601,0.3249999999999999,0.62475,0.604,0.57525,0.43975,0.302,0.476,0.3309999999999999,0.2997499999999999,0.4902499999999999,0.279,0.17475,0.10075,0.3944999999999999,0.3445,0.3365,0.10225,0.0825,0.379,0.05775,0.2855,0.4795,0.5065,0.3445,0.17725,0.1925,0.3415,0.18,0.16575,0.2309999999999999,0.51675,0.21675,0.131,0.52175,0.1825,0.15975,0.139,0.2234999999999999,0.0762499999999999,0.44825,0.24875,0.0534999999999999,0.211,0.3135,0.1272499999999999,0.1975,0.17375,0.3512499999999999,0.18425,0.261,0.298,0.52775,0.982,0.10225,0.081,0.078,0.0989999999999999,0.0549999999999999,0.1425,0.1385,0.12025,0.17825,0.15025,0.0257499999999999,0.077,0.0667499999999999,0.4569999999999999,0.08,0.11525,0.0717499999999999,0.10375,0.3642499999999999,0.04575,0.0534999999999999,0.09975,0.0647499999999999,0.10125,0.10475,0.0682499999999999,0.0737499999999999,0.09075,0.427,0.04375,0.0142499999999999,0.0842499999999999,0.1059999999999999,0.16725,0.0725,0.0237499999999999,0.04275,0.0652499999999999,0.0424999999999999,0.2284999999999999,0.04875,0.04225,0.081,0.0424999999999999,0.0474999999999999,0.04775,0.026,0.04125,0.0122499999999999,0.03625,0.0519999999999999,0.18275,0.1485,0.1089999999999999,0.131,0.0185,0.3442499999999999,0.0145,0.0359999999999999,0.0177499999999999,0.0087499999999999,0.0157499999999999,0.05675,0.375,0.1139999999999999,0.0137499999999999,0.0257499999999999,0.122,0.1257499999999999,0.0292499999999999,0.065,0.11125,0.03575,0.0247499999999999,0.0252499999999999,0.0272499999999999,0.0454999999999999,0.0262499999999999,0.03175,0.0187499999999999,0.0257499999999999,0.0097499999999999
Chocolat (1988),0.831,0.585,0.7375,0.64425,0.906,0.717,0.831,0.831,0.831,0.581,0.72475,0.4004999999999999,0.598,0.539,0.4379999999999999,0.3087499999999999,0.4004999999999999,0.5395,0.311,0.4569999999999999,0.7245,0.3595,0.58,0.4297499999999999,0.5225,0.307,0.53,0.308,0.3389999999999999,0.2957499999999999,0.2229999999999999,0.38125,0.1972499999999999,0.1694999999999999,0.31925,0.559,0.2927499999999999,0.3695,0.42625,0.2214999999999999,0.59975,0.32475,0.195,0.27175,0.1795,0.25075,0.2095,0.3159999999999999,0.20925,0.36075,0.09925,0.3215,0.16325,0.308,0.1982499999999999,0.205,0.14925,0.2249999999999999,0.2624999999999999,0.22825,0.2045,0.3595,0.153,0.12,0.2002499999999999,0.17375,0.1149999999999999,0.14325,0.1322499999999999,0.28075,0.294,0.155,0.1985,0.1377499999999999,0.129,0.24,0.143,0.10825,0.11375,0.1039999999999999,0.32225,0.12075,0.0855,0.0815,0.1735,0.33675,0.1235,0.17625,0.2194999999999999,0.0795,0.26225,0.519,0.0775,0.18475,0.10375,0.1917499999999999,0.1049999999999999,0.11825,0.0479999999999999,0.98225,0.1114999999999999,0.0935,0.0474999999999999,0.0489999999999999,0.0989999999999999,0.0627499999999999,0.087,0.082,0.061,0.10425,0.0865,0.0847499999999999,0.071,0.0509999999999999,0.0504999999999999,0.3605,0.0605,0.09275,0.0715,0.0334999999999999,0.17475,0.1114999999999999,0.10825,0.0687499999999999,0.0272499999999999,0.09275,0.2007499999999999,0.0459999999999999,0.0667499999999999,0.04125,0.05875,0.0449999999999999,0.06075,0.06075,0.0652499999999999,0.04475,0.03025,0.0464999999999999,0.06125,0.0449999999999999,0.03075,0.0564999999999999,0.1159999999999999,0.04575,0.031,0.0389999999999999,0.0305,0.028,0.062
"American Rhapsody, An (2001)",0.7915000000000001,0.7915000000000001,0.69825,0.7915000000000001,0.61025,0.696,0.61025,0.63875,0.7915000000000001,0.689,0.54925,0.2947499999999999,0.52275,0.802,0.52275,0.6225,0.287,0.65575,0.147,0.28525,0.4455,0.3169999999999999,0.1945,0.3037499999999999,0.2915,0.1905,0.283,0.216,0.371,0.2055,0.3692499999999999,0.1932499999999999,0.1435,0.4925,0.57375,0.196,0.1322499999999999,0.33025,0.27175,0.16675,0.27575,0.20525,0.30725,0.26525,0.24525,0.33475,0.2194999999999999,0.2204999999999999,0.15425,0.686,0.123,0.1917499999999999,0.1129999999999999,0.15,0.21475,0.1845,0.279,0.2219999999999999,0.21925,0.1405,0.177,0.31225,0.27125,0.2857499999999999,0.3814999999999999,0.16275,0.27875,0.064,0.1315,0.3605,0.1079999999999999,0.2905,0.2837499999999999,0.05975,0.1609999999999999,0.15675,0.20625,0.4345,0.10725,0.6105,0.1932499999999999,0.0745,0.1405,0.087,0.0627499999999999,0.137,0.0835,0.1054999999999999,0.18725,0.0459999999999999,0.2017499999999999,0.1535,0.0685,0.1079999999999999,0.1435,0.0847499999999999,0.05475,0.10425,0.05225,0.0797499999999999,0.1149999999999999,0.0697499999999999,0.026,0.0554999999999999,0.0635,0.06,0.1395,0.0625,0.0524999999999999,0.2334999999999999,0.0574999999999999,0.04225,0.0795,0.04125,0.0529999999999999,0.0519999999999999,0.11625,0.078,0.138,0.03325,0.203,0.0155,0.21075,0.06225,0.0687499999999999,0.03325,0.029,0.0579999999999999,0.0695,0.073,0.03175,0.04125,0.03475,0.0339999999999999,0.04675,0.0379999999999999,0.1164999999999999,0.0319999999999999,0.1009999999999999,0.0182499999999999,0.04075,0.09425,0.0625,0.0364999999999999,0.0232499999999999,0.0257499999999999,0.0235,0.14825,0.03225
L.I.E. (2001),0.808,0.60225,0.8447499999999999,0.7095,0.798,0.60225,0.798,0.70125,0.7095,0.699,0.9025,0.9055,0.7549999999999999,0.9025,0.50825,0.66525,0.34175,0.41925,0.51225,0.37175,0.46725,0.49275,0.2007499999999999,0.33625,0.33625,0.24375,0.3115,0.78775,0.4137499999999999,0.42625,0.1332499999999999,0.1317499999999999,0.8607499999999999,0.078,0.18725,0.4425,0.29425,0.38925,0.218,0.41,0.18125,0.26125,0.1594999999999999,0.2189999999999999,0.3814999999999999,0.27325,0.51825,0.2704999999999999,0.20975,0.20725,0.261,0.18175,0.0627499999999999,0.7785,0.20375,0.16225,0.22475,0.3555,0.285,0.2314999999999999,0.1885,0.14125,0.1599999999999999,0.8200000000000001,0.18575,0.3195,0.09275,0.1674999999999999,0.20975,0.138,0.15425,0.17425,0.33925,0.18625,0.46325,0.127,0.1367499999999999,0.4267499999999999,0.119,0.15975,0.2085,0.0747499999999999,0.11325,0.15425,0.78775,0.57375,0.22275,0.1079999999999999,0.16025,0.27825,0.1059999999999999,0.16825,0.1614999999999999,0.11675,0.422,0.118,0.122,0.1805,0.079,0.05725,0.1825,0.305,0.124,0.181,0.083,0.0742499999999999,0.118,0.1154999999999999,0.087,0.14525,0.08725,0.17375,0.15125,0.235,0.0642499999999999,0.0207499999999999,0.0454999999999999,0.1525,0.04925,0.0444999999999999,0.2244999999999999,0.0237499999999999,0.0692499999999999,0.14425,0.184,0.0232499999999999,0.0379999999999999,0.10025,0.0339999999999999,0.03275,0.03925,0.1245,0.0349999999999999,0.15975,0.067,0.1365,0.0782499999999999,0.05725,0.072,0.0197499999999999,0.05025,0.0805,0.0657499999999999,0.367,0.0419999999999999,0.0885,0.15525,0.0145,0.0142499999999999
Liam (2000),0.68925,0.661,0.4235,0.66875,0.66875,0.66875,0.4535,0.4475,0.61925,0.49475,0.46275,0.74525,0.425,0.7835000000000001,0.4075,0.80125,0.661,0.4845,0.4389999999999999,0.431,0.71,0.4379999999999999,0.278,0.4625,0.3035,0.2385,0.2927499999999999,0.3097499999999999,0.2845,0.1967499999999999,0.26775,0.6235,0.1584999999999999,0.12375,0.3299999999999999,0.55825,0.6235,0.34575,0.2804999999999999,0.1689999999999999,0.4107499999999999,0.195,0.1897499999999999,0.2714999999999999,0.0595,0.18475,0.20575,0.17875,0.0905,0.21925,0.1039999999999999,0.16125,0.10875,0.1169999999999999,0.1967499999999999,0.10125,0.24525,0.16575,0.34325,0.1965,0.09275,0.1515,0.32825,0.2554999999999999,0.22875,0.2574999999999999,0.91475,0.15775,0.083,0.142,0.0999999999999999,0.2025,0.16775,0.0795,0.137,0.08675,0.08675,0.084,0.42325,0.0752499999999999,0.0847499999999999,0.57675,0.0855,0.062,0.1335,0.0935,0.129,0.0672499999999999,0.0935,0.18625,0.2825,0.2917499999999999,0.04575,0.136,0.0752499999999999,0.26625,0.09975,0.0434999999999999,0.06,0.073,0.16725,0.08725,0.10675,0.0389999999999999,0.146,0.081,0.0444999999999999,0.03125,0.2917499999999999,0.07,0.0549999999999999,0.0499999999999999,0.05225,0.05775,0.065,0.0569999999999999,0.0647499999999999,0.149,0.0605,0.04425,0.0519999999999999,0.079,0.05225,0.1064999999999999,0.0349999999999999,0.14975,0.143,0.0692499999999999,0.03025,0.03575,0.0745,0.0255,0.03075,0.04175,0.04925,0.0192499999999999,0.0384999999999999,0.11275,0.0232499999999999,0.0265,0.0222499999999999,0.0632499999999999,0.0404999999999999,0.088,0.0272499999999999,0.0742499999999999,0.019,0.0187499999999999,0.019
Little Man Tate (1991),0.87975,0.955,0.955,0.955,0.8492500000000001,0.87975,0.8492500000000001,0.87975,0.8674999999999999,0.9885,0.8725,0.7785,0.87975,0.7715000000000001,0.61775,0.65525,0.7785,0.596,0.5145,0.5175,0.249,0.79375,0.38875,0.377,0.4659999999999999,0.3025,0.18725,0.34675,0.3455,0.5915,0.1654999999999999,0.28,0.2917499999999999,0.1387499999999999,0.30425,0.46475,0.28075,0.3954999999999999,0.4195,0.6445,0.16525,0.32325,0.4609999999999999,0.3175,0.31675,0.39575,0.28725,0.23075,0.24175,0.46625,0.4479999999999999,0.1945,0.16375,0.12325,0.26925,0.2977499999999999,0.05675,0.4529999999999999,0.2254999999999999,0.26625,0.32625,0.0605,0.0925,0.56475,0.23525,0.2684999999999999,0.1064999999999999,0.33975,0.24175,0.1392499999999999,0.2574999999999999,0.12075,0.1609999999999999,0.11825,0.1987499999999999,0.2309999999999999,0.32775,0.11825,0.1255,0.53325,0.487,0.146,0.09825,0.08975,0.1357499999999999,0.80175,0.16775,0.1579999999999999,0.10575,0.16725,0.152,0.1352499999999999,0.089,0.17775,0.0707499999999999,0.1465,0.1345,0.059,0.0579999999999999,0.0499999999999999,0.1815,0.0642499999999999,0.20775,0.1315,0.1337499999999999,0.0964999999999999,0.1485,0.11975,0.0635,0.1099999999999999,0.1114999999999999,0.1435,0.10525,0.085,0.09125,0.0635,0.03625,0.16875,0.1375,0.1004999999999999,0.061,0.05575,0.0827499999999999,0.25475,0.05175,0.04525,0.05375,0.1119999999999999,0.05625,0.0489999999999999,0.0429999999999999,0.09375,0.0712499999999999,0.0464999999999999,0.0474999999999999,0.0419999999999999,0.084,0.0787499999999999,0.1347499999999999,0.0185,0.08975,0.0534999999999999,0.0469999999999999,0.03975,0.05775,0.12425,0.0359999999999999,0.0632499999999999,0.05125
