movieId,original,vengeance,weird,fight scenes,betrayal,greed,chase,weapons,good,melancholic,pornography,drama,surveillance,runaway,culture clash,dialogue,mentor,catastrophe,independent film,light,predictable,first contact,survival,very funny,adaptation,fun movie,fantasy world,alter ego,quirky,death,drinking,life & death,sacrifice,life philosophy,absurd,creativity,sexy,classic car,transformation,unlikely friendships,not funny,family,computer animation,nudity (full frontal - brief),awesome soundtrack,pulp,underrated,childhood,graphic novel,tokyo,stereotypes,dysfunctional family,good music,farce,islam,mad scientist,multiple storylines,british,teen movie,period piece,nudity (topless - brief),prejudice,queer,irish accent,hospital,foul language,simple,kick-butt women,kidnapping,camp,80s,addiction,women,california,brothers,film noir,desert,wilderness,alternate history,blindness,writers,doctors,small town,immortality,road movie,memory,directorial debut,censorship,goth,new jersey,trilogy,hotel,snakes,hunting,no plot,internet,wartime,island,too long,notable nudity,bollywood,hip hop,prison,dreams,buddy movie,nudity (rear),best of 2005,stoner movie,rebellion,indians,unlikeable characters,ensemble cast,texas,ghosts/afterlife,russian,1930s,australia,stand-up comedy,potential oscar nom,workplace,father daughter relationship,divorce,god,atheism,new york city,race,cancer,finnish,los angeles,adoption,robert downey jr,san francisco,remake,too short,interracial romance,french,prostitution,oil,reality tv,made for tv,shopping,time,homeless,fashion,radio,lawyer,wine,documentary,single father
Once Upon a Time in China (Wong Fei Hung) (1991),0.78375,0.65975,0.94025,0.9715,0.4425,0.70325,0.8465,0.8465,0.6875,0.94025,0.46975,0.60375,0.32675,0.497,0.6415,0.42725,0.7775000000000001,0.4285,0.3229999999999999,0.4,0.22175,0.1997499999999999,0.1039999999999999,0.37825,0.3125,0.372,0.4044999999999999,0.3325,0.22375,0.1945,0.54375,0.203,0.2804999999999999,0.46075,0.1674999999999999,0.3944999999999999,0.26175,0.187,0.3319999999999999,0.4295,0.3065,0.12425,0.20875,0.23025,0.4117499999999999,0.14775,0.24925,0.34775,0.05775,0.25225,0.3299999999999999,0.24175,0.2309999999999999,0.1124999999999999,0.42325,0.08925,0.22225,0.354,0.1877499999999999,0.58475,0.1845,0.237,0.15725,0.2005,0.1515,0.1014999999999999,0.1545,0.3269999999999999,0.1835,0.1445,0.2724999999999999,0.18125,0.1195,0.128,0.2714999999999999,0.10525,0.0775,0.1149999999999999,0.1775,0.16075,0.0944999999999999,0.2244999999999999,0.20325,0.1745,0.084,0.142,0.18175,0.1104999999999999,0.1694999999999999,0.1089999999999999,0.1425,0.0647499999999999,0.09975,0.064,0.0807499999999999,0.077,0.1074999999999999,0.1317499999999999,0.19,0.075,0.3555,0.0935,0.1144999999999999,0.1629999999999999,0.155,0.09675,0.05575,0.1315,0.74925,0.14125,0.03775,0.08825,0.1272499999999999,0.10075,0.14125,0.1915,0.1302499999999999,0.0665,0.0484999999999999,0.074,0.084,0.0489999999999999,0.0524999999999999,0.0735,0.0404999999999999,0.1049999999999999,0.11125,0.16525,0.04375,0.0627499999999999,0.0519999999999999,0.0434999999999999,0.0227499999999999,0.04925,0.084,0.0742499999999999,0.1982499999999999,0.05475,0.0419999999999999,0.09125,0.019,0.16575,0.0287499999999999,0.04575,0.0349999999999999,0.0252499999999999,0.078,0.059,0.0185
Close Your Eyes (Hypnotic) (Doctor Sleep) (2002),0.969,0.96575,0.969,0.8205,0.949,0.969,0.90325,0.71725,0.96575,0.73525,0.8362499999999999,0.8995,0.96575,0.8995,0.66075,0.969,0.50175,0.668,0.9165,0.4885,0.78125,0.7729999999999999,0.66225,0.57175,0.68125,0.57,0.568,0.58425,0.2254999999999999,0.3319999999999999,0.39775,0.378,0.5855,0.3552499999999999,0.5555,0.2012499999999999,0.70075,0.489,0.42325,0.10525,0.41225,0.1579999999999999,0.1962499999999999,0.61325,0.10475,0.4004999999999999,0.53875,0.30125,0.244,0.075,0.52125,0.1947499999999999,0.0627499999999999,0.2764999999999999,0.126,0.679,0.2955,0.64375,0.2355,0.347,0.0667499999999999,0.17275,0.124,0.3512499999999999,0.409,0.304,0.203,0.272,0.9615,0.1382499999999999,0.0424999999999999,0.1569999999999999,0.21875,0.1947499999999999,0.11475,0.35075,0.0655,0.0857499999999999,0.21525,0.32025,0.129,0.871,0.0329999999999999,0.41725,0.0509999999999999,0.58925,0.2405,0.0915,0.23975,0.0722499999999999,0.10075,0.0579999999999999,0.2289999999999999,0.09425,0.093,0.512,0.0935,0.201,0.0915,0.05125,0.301,0.0584999999999999,0.126,0.45125,0.11675,0.2254999999999999,0.0364999999999999,0.0827499999999999,0.0574999999999999,0.075,0.0752499999999999,0.0595,0.0115,0.1205,0.0969999999999999,0.0489999999999999,0.04925,0.1054999999999999,0.0454999999999999,0.03475,0.031,0.0847499999999999,0.1039999999999999,0.1039999999999999,0.0807499999999999,0.0529999999999999,0.023,0.0212499999999999,0.2239999999999999,0.0665,0.0642499999999999,0.04775,0.3075,0.14525,0.0524999999999999,0.0905,0.0905,0.03275,0.0207499999999999,0.09275,0.3672499999999999,0.10325,0.0369999999999999,0.0645,0.08875,0.1332499999999999,0.03275,0.05775,0.0354999999999999
Ninja Scroll (Jûbei ninpûchô) (1995),0.97175,0.97175,0.8487499999999999,0.91375,0.93775,0.72425,0.905,0.905,0.7085,0.8487499999999999,0.97075,0.709,0.4752499999999999,0.68875,0.68875,0.69325,0.714,0.50175,0.64325,0.537,0.32775,0.35775,0.27025,0.537,0.37825,0.361,0.603,0.69675,0.3095,0.3705,0.34025,0.54,0.3259999999999999,0.34225,0.32775,0.616,0.53575,0.3515,0.4375,0.2345,0.3495,0.4245,0.8505,0.3774999999999999,0.3199999999999999,0.26725,0.27075,0.31775,0.6165,0.65,0.44425,0.2877499999999999,0.3199999999999999,0.1985,0.2574999999999999,0.173,0.3115,0.20675,0.2284999999999999,0.205,0.2877499999999999,0.3005,0.22975,0.2017499999999999,0.142,0.26375,0.15475,0.3635,0.15,0.10425,0.17275,0.16725,0.18025,0.1465,0.182,0.1564999999999999,0.0835,0.10425,0.3027499999999999,0.259,0.1315,0.1265,0.1139999999999999,0.15225,0.0895,0.1029999999999999,0.15925,0.3007499999999999,0.1144999999999999,0.1639999999999999,0.0635,0.1392499999999999,0.52025,0.0765,0.1892499999999999,0.10425,0.0964999999999999,0.11175,0.09,0.1887499999999999,0.10525,0.08925,0.1337499999999999,0.21625,0.21275,0.10125,0.139,0.10425,0.1515,0.0827499999999999,0.0797499999999999,0.10125,0.074,0.14725,0.0717499999999999,0.10075,0.208,0.0845,0.11125,0.0979999999999999,0.0959999999999999,0.0777499999999999,0.068,0.0772499999999999,0.078,0.0925,0.0792499999999999,0.04075,0.069,0.08775,0.0959999999999999,0.061,0.0339999999999999,0.0424999999999999,0.09625,0.0559999999999999,0.09,0.05275,0.0479999999999999,0.0549999999999999,0.0222499999999999,0.0544999999999999,0.0805,0.0707499999999999,0.0275,0.0424999999999999,0.0667499999999999,0.0489999999999999,0.029
Black Sunday (1977),0.97125,0.97125,0.97125,0.904,0.8425,0.97125,0.90725,0.904,0.94525,0.631,0.67125,0.893,0.94525,0.70975,0.6035,0.739,0.646,0.45175,0.849,0.38125,0.67375,0.553,0.53475,0.3375,0.932,0.71575,0.2987499999999999,0.3329999999999999,0.41125,0.5495,0.26625,0.289,0.43975,0.31625,0.3784999999999999,0.1725,0.5975,0.3672499999999999,0.30725,0.2209999999999999,0.35575,0.2514999999999999,0.1805,0.55525,0.1345,0.3375,0.429,0.238,0.0705,0.184,0.4559999999999999,0.2784999999999999,0.1345,0.1885,0.7669999999999999,0.3894999999999999,0.255,0.44025,0.192,0.353,0.47775,0.347,0.31275,0.61325,0.2455,0.30825,0.1164999999999999,0.3552499999999999,0.3575,0.4065,0.4115,0.1725,0.284,0.4075,0.186,0.26475,0.4105,0.22375,0.10375,0.36275,0.149,0.2957499999999999,0.3125,0.0954999999999999,0.0959999999999999,0.25925,0.1945,0.34575,0.0489999999999999,0.09825,0.1505,0.25825,0.23125,0.53925,0.3057499999999999,0.0959999999999999,0.40725,0.14775,0.36575,0.3445,0.11575,0.09275,0.374,0.0989999999999999,0.10575,0.238,0.0657499999999999,0.076,0.13,0.215,0.0847499999999999,0.15925,0.1619999999999999,0.04325,0.1069999999999999,0.35075,0.10675,0.09075,0.0944999999999999,0.0807499999999999,0.04775,0.16225,0.217,0.217,0.18225,0.2534999999999999,0.0319999999999999,0.063,0.198,0.0765,0.0865,0.37175,0.06225,0.0319999999999999,0.15875,0.08675,0.0885,0.1392499999999999,0.08975,0.2845,0.06175,0.26075,0.0369999999999999,0.0732499999999999,0.079,0.25825,0.0564999999999999,0.09875,0.023
Battle Royale (Batoru rowaiaru) (2000),0.98825,0.98825,0.8447499999999999,0.8327500000000001,0.9765,0.73475,0.8327500000000001,0.95725,0.68425,0.8025,0.934,0.97,0.8069999999999999,0.73475,0.73475,0.69175,0.784,0.44625,0.64075,0.359,0.3575,0.74575,0.8827499999999999,0.43875,0.8795,0.3199999999999999,0.4815,0.38075,0.8254999999999999,0.8907499999999999,0.597,0.734,0.527,0.5535,0.7715000000000001,0.4375,0.2925,0.3572499999999999,0.35375,0.68725,0.30225,0.4559999999999999,0.3705,0.34375,0.357,0.356,0.351,0.60125,0.6055,0.6005,0.57025,0.18475,0.357,0.2794999999999999,0.35175,0.11925,0.31275,0.26575,0.8825000000000001,0.1332499999999999,0.2329999999999999,0.4054999999999999,0.33925,0.17225,0.24175,0.345,0.173,0.1877499999999999,0.24125,0.2485,0.1475,0.3289999999999999,0.203,0.14975,0.16925,0.1367499999999999,0.3077499999999999,0.2309999999999999,0.33525,0.208,0.17775,0.125,0.18375,0.0605,0.1019999999999999,0.11225,0.208,0.8625,0.179,0.1525,0.08825,0.12275,0.22625,0.2165,0.1282499999999999,0.155,0.308,0.8374999999999999,0.1109999999999999,0.09025,0.0984999999999999,0.18225,0.202,0.24825,0.1109999999999999,0.0969999999999999,0.2254999999999999,0.2957499999999999,0.6555,0.08,0.14075,0.088,0.0777499999999999,0.0434999999999999,0.068,0.0805,0.11525,0.0667499999999999,0.1569999999999999,0.14375,0.05525,0.0635,0.0579999999999999,0.0777499999999999,0.09725,0.0949999999999999,0.0747499999999999,0.0765,0.0584999999999999,0.08975,0.08625,0.04125,0.0489999999999999,0.0817499999999999,0.06025,0.09025,0.1134999999999999,0.0314999999999999,0.72875,0.0707499999999999,0.0454999999999999,0.0324999999999999,0.08925,0.04875,0.05825,0.0212499999999999,0.0319999999999999,0.0464999999999999,0.021
Vanishing Point (1971),0.8907499999999999,0.642,0.96425,0.928,0.7697499999999999,0.92925,0.95775,0.238,0.51025,0.92925,0.6215,0.5485,0.7697499999999999,0.71325,0.66,0.49975,0.4485,0.4097499999999999,0.76875,0.288,0.4147499999999999,0.41625,0.41625,0.288,0.21925,0.151,0.27525,0.12425,0.39975,0.435,0.46425,0.66425,0.1882499999999999,0.5785,0.356,0.283,0.344,0.83775,0.2935,0.23575,0.3575,0.0534999999999999,0.273,0.2825,0.36575,0.4655,0.3235,0.1982499999999999,0.03225,0.1555,0.1164999999999999,0.1109999999999999,0.36575,0.1169999999999999,0.7909999999999999,0.1985,0.1907499999999999,0.178,0.11075,0.22075,0.1932499999999999,0.1307499999999999,0.39025,0.14675,0.3107499999999999,0.05525,0.25975,0.11925,0.21475,0.281,0.246,0.604,0.15525,0.7842499999999999,0.0702499999999999,0.26575,0.9075,0.3007499999999999,0.09475,0.4147499999999999,0.1205,0.26725,0.21025,0.1679999999999999,0.9855,0.33425,0.2185,0.11325,0.0227499999999999,0.24075,0.062,0.26475,0.4155,0.22125,0.0564999999999999,0.0559999999999999,0.0725,0.16325,0.23475,0.11375,0.069,0.0429999999999999,0.09175,0.31275,0.15675,0.0994999999999999,0.0414999999999999,0.3502499999999999,0.5215,0.0665,0.0319999999999999,0.03625,0.1094999999999999,0.06225,0.0657499999999999,0.04075,0.2314999999999999,0.0785,0.04375,0.1714999999999999,0.028,0.0677499999999999,0.0775,0.16675,0.0652499999999999,0.17375,0.0637499999999999,0.04325,0.21775,0.0384999999999999,0.0662499999999999,0.90275,0.03275,0.04725,0.0647499999999999,0.0369999999999999,0.0755,0.25,0.03675,0.0712499999999999,0.11275,0.1982499999999999,0.1345,0.0287499999999999,0.38475,0.0245,0.0645,0.0539999999999999,0.009
Dawn of the Dead (2004),0.91125,0.84975,0.8145,0.80975,0.615,0.4305,0.80975,0.80975,0.72825,0.4629999999999999,0.72375,0.69475,0.495,0.4922499999999999,0.4305,0.72825,0.4945,0.57075,0.2895,0.437,0.4589999999999999,0.57075,0.955,0.34275,0.4297499999999999,0.52375,0.1725,0.292,0.626,0.3642499999999999,0.345,0.508,0.36375,0.605,0.3027499999999999,0.45025,0.236,0.2907499999999999,0.49075,0.2534999999999999,0.366,0.14325,0.17125,0.3944999999999999,0.4075,0.184,0.24075,0.20925,0.37775,0.1815,0.4054999999999999,0.2334999999999999,0.1967499999999999,0.1905,0.12075,0.373,0.25625,0.1977499999999999,0.16775,0.0944999999999999,0.4495,0.30025,0.15875,0.12125,0.3655,0.141,0.10425,0.0685,0.04825,0.216,0.1079999999999999,0.16375,0.146,0.187,0.1392499999999999,0.09025,0.15975,0.2465,0.1325,0.16375,0.15275,0.15625,0.178,0.1385,0.176,0.134,0.3565,0.16775,0.124,0.212,0.2135,0.142,0.1805,0.125,0.05725,0.124,0.0855,0.29825,0.10375,0.0935,0.088,0.05725,0.09625,0.10175,0.134,0.0702499999999999,0.27675,0.09225,0.0672499999999999,0.06025,0.15975,0.209,0.142,0.1277499999999999,0.04475,0.0637499999999999,0.05325,0.0835,0.0747499999999999,0.11825,0.04475,0.09425,0.05825,0.0832499999999999,0.0775,0.0855,0.0662499999999999,0.0384999999999999,0.0757499999999999,0.05775,0.081,0.081,0.96325,0.0765,0.07,0.04675,0.0605,0.0685,0.1355,0.04925,0.40125,0.0359999999999999,0.0827499999999999,0.04675,0.0695,0.0255,0.0747499999999999,0.0329999999999999,0.03525
Dawn of the Dead (1978),0.95975,0.929,0.91325,0.53825,0.8262499999999999,0.8342499999999999,0.53825,0.656,0.7395,0.8260000000000001,0.91325,0.95975,0.7075,0.7737499999999999,0.7737499999999999,0.68575,0.4525,0.6325,0.8260000000000001,0.74625,0.309,0.6325,0.968,0.45775,0.42625,0.57925,0.22025,0.31775,0.8254999999999999,0.3632499999999999,0.64625,0.60425,0.3107499999999999,0.553,0.732,0.4559999999999999,0.2095,0.4087499999999999,0.4599999999999999,0.3047499999999999,0.3195,0.1377499999999999,0.16175,0.3505,0.288,0.2415,0.31425,0.191,0.25175,0.20375,0.25225,0.30025,0.288,0.2445,0.1982499999999999,0.53075,0.2309999999999999,0.216,0.175,0.10825,0.2644999999999999,0.4225,0.179,0.1215,0.2324999999999999,0.1322499999999999,0.1917499999999999,0.0559999999999999,0.0464999999999999,0.2855,0.2095,0.304,0.16125,0.1952499999999999,0.1569999999999999,0.39125,0.23525,0.5065,0.1109999999999999,0.12225,0.16925,0.21425,0.28075,0.0835,0.23025,0.11025,0.18,0.18025,0.2895,0.212,0.22625,0.23975,0.20825,0.271,0.04875,0.0812499999999999,0.1154999999999999,0.22225,0.1285,0.04825,0.0727499999999999,0.05025,0.1435,0.1885,0.1375,0.0647499999999999,0.1955,0.21975,0.1109999999999999,0.066,0.0935,0.2249999999999999,0.1445,0.0454999999999999,0.05925,0.0885,0.087,0.15225,0.0757499999999999,0.1987499999999999,0.0414999999999999,0.0845,0.0595,0.0595,0.0852499999999999,0.0715,0.0667499999999999,0.0605,0.0579999999999999,0.0404999999999999,0.0705,0.0627499999999999,0.0865,0.0272499999999999,0.0737499999999999,0.0534999999999999,0.068,0.09025,0.18175,0.04875,0.491,0.0489999999999999,0.20625,0.03325,0.199,0.019,0.066,0.0645,0.0195
Raid (2003),0.934,0.85225,0.73375,0.559,0.934,0.934,0.5615,0.559,0.724,0.7305,0.45225,0.7145,0.8865000000000001,0.7305,0.7305,0.665,0.8712500000000001,0.542,0.45225,0.63125,0.55975,0.31675,0.63325,0.8035000000000001,0.56475,0.33775,0.44725,0.52675,0.60825,0.50875,0.58575,0.4135,0.39725,0.85625,0.3904999999999999,0.1267499999999999,0.53875,0.48875,0.2269999999999999,0.57625,0.30325,0.23075,0.354,0.16325,0.2415,0.181,0.0935,0.22925,0.11775,0.23475,0.498,0.21375,0.2415,0.3904999999999999,0.8009999999999999,0.1029999999999999,0.2405,0.1205,0.1885,0.142,0.398,0.2927499999999999,0.148,0.31875,0.44525,0.3365,0.3027499999999999,0.286,0.1312499999999999,0.05175,0.0692499999999999,0.1392499999999999,0.0757499999999999,0.0802499999999999,0.1415,0.1435,0.0474999999999999,0.136,0.1335,0.1375,0.2907499999999999,0.059,0.18625,0.1915,0.21225,0.251,0.085,0.14875,0.0637499999999999,0.541,0.2045,0.264,0.025,0.1574999999999999,0.14625,0.31875,0.32775,0.1164999999999999,0.10025,0.1589999999999999,0.51625,0.1185,0.14075,0.09725,0.18275,0.0344999999999999,0.1287499999999999,0.0665,0.0695,0.04325,0.06225,0.22875,0.0752499999999999,0.05275,0.39525,0.0727499999999999,0.0737499999999999,0.21975,0.213,0.14325,0.10975,0.17825,0.0735,0.0529999999999999,0.149,0.298,0.1164999999999999,0.998,0.1159999999999999,0.0529999999999999,0.1149999999999999,0.0479999999999999,0.0334999999999999,0.0747499999999999,0.084,0.0675,0.0549999999999999,0.1664999999999999,0.2867499999999999,0.149,0.0205,0.0615,0.0767499999999999,0.04225,0.04875,0.09875,0.0314999999999999,0.25875,0.019
Enter the Dragon (1973),0.831,0.8327500000000001,0.8454999999999999,0.9845,0.7535000000000001,0.7722500000000001,0.927,0.927,0.7722500000000001,0.6435,0.81325,0.8095000000000001,0.72475,0.798,0.7722500000000001,0.709,0.9005000000000001,0.44175,0.43325,0.798,0.356,0.3405,0.22975,0.55025,0.49675,0.46175,0.641,0.42425,0.2455,0.64675,0.3754999999999999,0.3814999999999999,0.3485,0.35575,0.23575,0.3015,0.34275,0.37575,0.397,0.40225,0.33625,0.20625,0.241,0.36775,0.4915,0.40025,0.35375,0.40325,0.0815,0.2269999999999999,0.39475,0.299,0.31575,0.38875,0.14,0.301,0.27775,0.4127499999999999,0.248,0.4127499999999999,0.7509999999999999,0.303,0.172,0.18625,0.1965,0.138,0.36675,0.41425,0.15425,0.2847499999999999,0.266,0.45975,0.0925,0.22825,0.2875,0.14575,0.131,0.16775,0.15,0.20675,0.10075,0.16925,0.17775,0.654,0.1009999999999999,0.14775,0.21475,0.1342499999999999,0.14425,0.17825,0.21125,0.09825,0.519,0.11625,0.1694999999999999,0.11825,0.093,0.8087500000000001,0.1169999999999999,0.1352499999999999,0.1397499999999999,0.088,0.1614999999999999,0.14575,0.2485,0.129,0.0812499999999999,0.2015,0.26125,0.1564999999999999,0.05975,0.1019999999999999,0.1154999999999999,0.05975,0.1099999999999999,0.12125,0.1257499999999999,0.1049999999999999,0.1154999999999999,0.0642499999999999,0.0842499999999999,0.05175,0.1089999999999999,0.0745,0.09625,0.10025,0.1614999999999999,0.0292499999999999,0.12075,0.0665,0.0584999999999999,0.1059999999999999,0.03225,0.09375,0.11025,0.05125,0.2827499999999999,0.09225,0.063,0.0842499999999999,0.03675,0.11825,0.04825,0.0434999999999999,0.0379999999999999,0.04525,0.0314999999999999,0.061,0.0314999999999999
Dobermann (1997),0.9895,0.9895,0.937,0.80975,0.9455,0.522,0.80975,0.80975,0.68025,0.8127500000000001,0.67925,0.4395,0.65825,0.3562499999999999,0.3934999999999999,0.5895,0.4257499999999999,0.4067499999999999,0.4692499999999999,0.27325,0.43775,0.18025,0.0792499999999999,0.2594999999999999,0.34125,0.3229999999999999,0.29325,0.32225,0.558,0.26325,0.278,0.17425,0.08825,0.69675,0.4692499999999999,0.58975,0.3369999999999999,0.3315,0.178,0.12325,0.3087499999999999,0.1044999999999999,0.14375,0.23475,0.1987499999999999,0.68225,0.32325,0.1569999999999999,0.3145,0.10325,0.15425,0.2847499999999999,0.0752499999999999,0.20575,0.09875,0.072,0.363,0.10275,0.1535,0.0665,0.25225,0.0905,0.4585,0.18325,0.14975,0.1295,0.0792499999999999,0.091,0.20375,0.1345,0.0509999999999999,0.471,0.1004999999999999,0.0702499999999999,0.1345,0.1185,0.03275,0.09025,0.1395,0.2289999999999999,0.1714999999999999,0.09125,0.1074999999999999,0.05775,0.3854999999999999,0.15325,0.1405,0.25125,0.0705,0.0767499999999999,0.067,0.1977499999999999,0.0207499999999999,0.2045,0.10675,0.0885,0.08975,0.04875,0.08775,0.2299999999999999,0.0414999999999999,0.062,0.0845,0.0697499999999999,0.0707499999999999,0.128,0.1679999999999999,0.078,0.04425,0.0469999999999999,0.1332499999999999,0.0662499999999999,0.05275,0.028,0.0655,0.05825,0.09575,0.11375,0.0449999999999999,0.0979999999999999,0.031,0.1255,0.05975,0.05975,0.0519999999999999,0.0665,0.04225,0.0625,0.0802499999999999,0.063,0.0615,0.03975,0.0255,0.0235,0.03375,0.948,0.209,0.02975,0.0499999999999999,0.0324999999999999,0.0464999999999999,0.0329999999999999,0.06025,0.1109999999999999,0.0285,0.0232499999999999,0.05475,0.04575,0.0207499999999999
Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975),0.91825,0.85025,0.94725,0.93375,0.7545,0.752,0.6355,0.8725,0.61425,0.91825,0.61825,0.421,0.7545,0.61425,0.58425,0.4459999999999999,0.849,0.407,0.37975,0.5165,0.3482499999999999,0.25325,0.2289999999999999,0.642,0.20525,0.3,0.23525,0.1835,0.7985,0.479,0.375,0.4187499999999999,0.135,0.4675,0.539,0.3399999999999999,0.4509999999999999,0.495,0.22525,0.65425,0.32975,0.0677499999999999,0.1372499999999999,0.154,0.4579999999999999,0.2714999999999999,0.2847499999999999,0.39425,0.05525,0.3824999999999999,0.136,0.16825,0.4579999999999999,0.3462499999999999,0.135,0.2714999999999999,0.2764999999999999,0.091,0.23375,0.0652499999999999,0.3904999999999999,0.136,0.1785,0.0605,0.1104999999999999,0.0369999999999999,0.2425,0.46875,0.18,0.49075,0.297,0.078,0.179,0.151,0.236,0.1694999999999999,0.1619999999999999,0.2324999999999999,0.0815,0.7055,0.15025,0.0855,0.16925,0.23775,0.1755,0.20425,0.15725,0.07,0.1397499999999999,0.21025,0.08975,0.1669999999999999,0.4825,0.08825,0.253,0.04425,0.21175,0.08875,0.18125,0.137,0.08875,0.10075,0.16175,0.10525,0.0514999999999999,0.08675,0.0642499999999999,0.146,0.12175,0.391,0.0782499999999999,0.07,0.17925,0.16375,0.1325,0.0747499999999999,0.14125,0.1099999999999999,0.12425,0.072,0.0725,0.04025,0.143,0.0595,0.03675,0.0519999999999999,0.0812499999999999,0.0775,0.205,0.1755,0.0182499999999999,0.0847499999999999,0.024,0.0187499999999999,0.03575,0.0825,0.05725,0.09075,0.0459999999999999,0.089,0.0429999999999999,0.0974999999999999,0.0285,0.0132499999999999,0.0569999999999999,0.0092499999999999,0.0379999999999999,0.05125,0.0202499999999999
Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979),0.784,0.65375,0.908,0.7615000000000001,0.7205,0.7597499999999999,0.7615000000000001,0.7615000000000001,0.74125,0.784,0.41,0.602,0.4415,0.59775,0.602,0.58375,0.62,0.428,0.346,0.59775,0.28,0.1589999999999999,0.23375,0.3974999999999999,0.413,0.63475,0.7867500000000001,0.45325,0.38275,0.25825,0.4659999999999999,0.518,0.22675,0.24775,0.2269999999999999,0.4307499999999999,0.269,0.36675,0.528,0.42125,0.2995,0.50225,0.97025,0.28,0.434,0.25925,0.53475,0.427,0.20775,0.694,0.30625,0.24325,0.434,0.2694999999999999,0.1337499999999999,0.1745,0.1967499999999999,0.3015,0.12125,0.2045,0.28925,0.1725,0.18625,0.2065,0.1317499999999999,0.0785,0.28725,0.10675,0.4379999999999999,0.10225,0.0959999999999999,0.09025,0.194,0.23225,0.1405,0.23325,0.1619999999999999,0.239,0.3275,0.08825,0.1149999999999999,0.1245,0.14,0.0469999999999999,0.1689999999999999,0.08625,0.60925,0.21375,0.10325,0.1515,0.0434999999999999,0.2554999999999999,0.1079999999999999,0.1505,0.1054999999999999,0.0712499999999999,0.11525,0.14725,0.14,0.1285,0.10475,0.05375,0.09125,0.15275,0.1362499999999999,0.10225,0.1084999999999999,0.088,0.09275,0.0677499999999999,0.0857499999999999,0.1074999999999999,0.0795,0.03425,0.087,0.14275,0.084,0.08,0.10075,0.1372499999999999,0.1292499999999999,0.15775,0.0464999999999999,0.04675,0.0554999999999999,0.10175,0.0655,0.0815,0.0825,0.0722499999999999,0.0559999999999999,0.06225,0.0175,0.03775,0.10475,0.143,0.1004999999999999,0.1255,0.0519999999999999,0.08925,0.0217499999999999,0.0277499999999999,0.0449999999999999,0.0935,0.05475,0.0409999999999999,0.0539999999999999,0.0404999999999999,0.03025
"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)",0.94825,0.94825,0.94375,0.869,0.8832500000000001,0.7175,0.67625,0.67625,0.6325,0.8285,0.565,0.6325,0.60125,0.59525,0.64675,0.58975,0.69325,0.41325,0.5045,0.4875,0.2674999999999999,0.17125,0.1205,0.565,0.38425,0.34375,0.40325,0.26775,0.535,0.3455,0.4479999999999999,0.472,0.202,0.37925,0.4875,0.4609999999999999,0.2075,0.4515,0.38275,0.39475,0.2827499999999999,0.16925,0.14525,0.32375,0.277,0.4922499999999999,0.2219999999999999,0.38925,0.3315,0.7987500000000001,0.3169999999999999,0.3295,0.45375,0.4875,0.15025,0.0772499999999999,0.22775,0.29025,0.15425,0.2289999999999999,0.2214999999999999,0.24225,0.19,0.17275,0.17375,0.14975,0.23925,0.3269999999999999,0.1485,0.073,0.059,0.24425,0.1684999999999999,0.1064999999999999,0.27975,0.181,0.1385,0.1574999999999999,0.14075,0.8447499999999999,0.187,0.11575,0.33175,0.10125,0.16225,0.1362499999999999,0.1674999999999999,0.253,0.0792499999999999,0.1495,0.129,0.0954999999999999,0.072,0.1185,0.1634999999999999,0.0999999999999999,0.1272499999999999,0.1114999999999999,0.17825,0.09525,0.26475,0.51775,0.1099999999999999,0.14125,0.0915,0.0915,0.18225,0.30225,0.15975,0.11125,0.10925,0.0964999999999999,0.08625,0.04675,0.09475,0.0815,0.0807499999999999,0.1159999999999999,0.18,0.133,0.1159999999999999,0.076,0.0414999999999999,0.0642499999999999,0.0529999999999999,0.0627499999999999,0.0852499999999999,0.1365,0.04575,0.0815,0.05475,0.04225,0.248,0.0449999999999999,0.0584999999999999,0.1282499999999999,0.0989999999999999,0.03675,0.03775,0.04925,0.0292499999999999,0.0364999999999999,0.0605,0.0835,0.0454999999999999,0.0267499999999999,0.1049999999999999,0.0637499999999999,0.0324999999999999
