movieId,islam,culture clash,runaway,greed,independent film,documentary,weird,betrayal,drama,original,good,melancholic,wartime,prejudice,drinking,mentor,catastrophe,dialogue,surveillance,pornography,light,vengeance,censorship,adaptation,internet,predictable,life philosophy,first contact,life & death,weapons,fun movie,oil,death,period piece,not funny,absurd,sacrifice,quirky,women,chase,very funny,creativity,fantasy world,unlikely friendships,nudity (full frontal - brief),classic car,dysfunctional family,queer,childhood,california,transformation,family,british,atheism,sexy,stereotypes,multiple storylines,fight scenes,doctors,teen movie,workplace,alternate history,underrated,addiction,film noir,small town,hotel,computer animation,new jersey,irish accent,survival,writers,nudity (topless - brief),hospital,race,god,good music,alter ego,texas,interracial romance,road movie,potential oscar nom,lawyer,1930s,prison,memory,best of 2005,too long,farce,blindness,bollywood,brothers,divorce,radio,wine,indians,wilderness,directorial debut,tokyo,stand-up comedy,hip hop,dreams,pulp,camp,rebellion,80s,reality tv,ensemble cast,awesome soundtrack,cancer,simple,made for tv,russian,new york city,adoption,foul language,mad scientist,kick-butt women,san francisco,finnish,notable nudity,hunting,island,stoner movie,prostitution,french,nudity (rear),australia,graphic novel,kidnapping,father daughter relationship,desert,los angeles,homeless,too short,time,shopping,robert downey jr,snakes,fashion,unlikeable characters,goth,immortality,trilogy,ghosts/afterlife,single father,no plot,buddy movie,remake
Manufacturing Consent: Noam Chomsky and the Media (1992),0.98475,0.933,0.957,0.933,0.97625,0.962,0.957,0.933,0.81125,0.8002499999999999,0.87975,0.91325,0.97625,0.4197499999999999,0.65325,0.5945,0.7095,0.925,0.87975,0.73575,0.57875,0.30225,0.90675,0.6435,0.8827499999999999,0.7095,0.4345,0.7095,0.4355,0.57375,0.2784999999999999,0.3295,0.253,0.1835,0.373,0.5225,0.14675,0.417,0.3359999999999999,0.20975,0.3512499999999999,0.4745,0.2855,0.1709999999999999,0.1589999999999999,0.29525,0.305,0.308,0.1725,0.285,0.3804999999999999,0.1455,0.3572499999999999,0.2664999999999999,0.31825,0.1957499999999999,0.24575,0.1609999999999999,0.15125,0.16925,0.37925,0.2155,0.2955,0.311,0.25575,0.209,0.173,0.1725,0.10225,0.1525,0.1129999999999999,0.28025,0.16875,0.127,0.0989999999999999,0.1875,0.1397499999999999,0.1287499999999999,0.0885,0.14525,0.0767499999999999,0.1942499999999999,0.1905,0.127,0.0915,0.11775,0.2475,0.3725,0.1094999999999999,0.2425,0.1109999999999999,0.1245,0.11125,0.29825,0.11675,0.1275,0.0964999999999999,0.1955,0.16625,0.078,0.0772499999999999,0.1397499999999999,0.09475,0.12375,0.7902499999999999,0.084,0.0915,0.1129999999999999,0.1119999999999999,0.0637499999999999,0.0832499999999999,0.0715,0.10475,0.20925,0.142,0.0394999999999999,0.1099999999999999,0.10825,0.0534999999999999,0.0665,0.0682499999999999,0.09875,0.05075,0.10225,0.068,0.1495,0.12175,0.03525,0.0605,0.03175,0.09675,0.1149999999999999,0.04775,0.074,0.0245,0.10225,0.154,0.09725,0.023,0.08,0.067,0.0247499999999999,0.0715,0.06225,0.0349999999999999,0.0165,0.0329999999999999,0.0185,0.0105
Fahrenheit 9/11 (2004),0.97825,0.92975,0.92975,0.92975,0.97325,0.9545,0.92975,0.8027500000000001,0.92975,0.76875,0.8140000000000001,0.87775,0.97325,0.94375,0.5465,0.415,0.57475,0.3692499999999999,0.8140000000000001,0.8402499999999999,0.57825,0.45775,0.8402499999999999,0.39325,0.4935,0.4145,0.28425,0.23625,0.28425,0.712,0.572,0.71375,0.4645,0.23375,0.3017499999999999,0.6005,0.38125,0.21825,0.4549999999999999,0.2135,0.285,0.1584999999999999,0.28125,0.16875,0.30725,0.187,0.35575,0.2544999999999999,0.1604999999999999,0.238,0.274,0.58175,0.24075,0.2724999999999999,0.25175,0.36875,0.309,0.24375,0.1357499999999999,0.179,0.1709999999999999,0.209,0.2027499999999999,0.09075,0.09625,0.1475,0.13,0.16675,0.131,0.1144999999999999,0.0835,0.09225,0.134,0.1689999999999999,0.1684999999999999,0.0857499999999999,0.09725,0.1302499999999999,0.25275,0.18325,0.10725,0.176,0.128,0.1074999999999999,0.10925,0.1019999999999999,0.2035,0.1342499999999999,0.149,0.1362499999999999,0.144,0.14975,0.09425,0.15725,0.10425,0.1014999999999999,0.065,0.135,0.11575,0.10375,0.0857499999999999,0.0989999999999999,0.123,0.20925,0.1445,0.0479999999999999,0.30925,0.09975,0.0707499999999999,0.0785,0.0935,0.06225,0.06175,0.10725,0.1272499999999999,0.09975,0.0655,0.0687499999999999,0.0519999999999999,0.06225,0.0682499999999999,0.0544999999999999,0.093,0.083,0.0464999999999999,0.05225,0.04725,0.086,0.16675,0.04775,0.05825,0.0797499999999999,0.04825,0.066,0.069,0.03525,0.0642499999999999,0.05225,0.0514999999999999,0.078,0.05675,0.04475,0.0285,0.04725,0.021,0.03125,0.0419999999999999,0.03625,0.0339999999999999
Unprecedented: The 2000 Presidential Election (2002),0.9945,0.9695,0.9185,0.9695,0.94925,0.95725,0.67625,0.9695,0.79775,0.8667499999999999,0.79775,0.762,0.94925,0.5755,0.609,0.46775,0.4267499999999999,0.67625,0.49975,0.38825,0.556,0.41725,0.38825,0.4835,0.41825,0.192,0.32725,0.192,0.2299999999999999,0.2015,0.41225,0.1714999999999999,0.3359999999999999,0.16575,0.385,0.45475,0.34475,0.371,0.1927499999999999,0.204,0.4539999999999999,0.09075,0.4625,0.21725,0.24075,0.26775,0.2694999999999999,0.39825,0.25125,0.1377499999999999,0.203,0.435,0.46625,0.2817499999999999,0.383,0.38325,0.4619999999999999,0.1302499999999999,0.05225,0.10675,0.25025,0.18725,0.13,0.066,0.2504999999999999,0.1109999999999999,0.071,0.2274999999999999,0.14175,0.1039999999999999,0.0595,0.1215,0.22175,0.0845,0.17825,0.0822499999999999,0.10175,0.4054999999999999,0.386,0.1415,0.0775,0.403,0.23425,0.1609999999999999,0.0707499999999999,0.09775,0.04675,0.08825,0.44875,0.1094999999999999,0.09325,0.14375,0.0835,0.3285,0.2624999999999999,0.05175,0.0665,0.1505,0.1277499999999999,0.24725,0.361,0.062,0.12025,0.235,0.0875,0.04975,0.0742499999999999,0.1287499999999999,0.1425,0.1139999999999999,0.1997499999999999,0.0667499999999999,0.0762499999999999,0.1465,0.085,0.09475,0.092,0.1845,0.0225,0.0865,0.0275,0.0564999999999999,0.0474999999999999,0.0675,0.03075,0.0735,0.0544999999999999,0.0354999999999999,0.0755,0.0215,0.0222499999999999,0.027,0.0725,0.03075,0.04075,0.0324999999999999,0.0155,0.03,0.0314999999999999,0.0182499999999999,0.03975,0.0635,0.0314999999999999,0.0479999999999999,0.0737499999999999,0.023,0.0255,0.0187499999999999,0.0127499999999999
Guerrilla: The Taking of Patty Hearst (2004),0.849,0.64575,0.849,0.8274999999999999,0.849,0.917,0.7275,0.64575,0.55225,0.71525,0.59675,0.7785,0.50975,0.48275,0.54975,0.589,0.42125,0.584,0.413,0.53825,0.5585,0.3399999999999999,0.4347499999999999,0.31925,0.35075,0.174,0.33775,0.17425,0.3695,0.20575,0.5675,0.16625,0.3345,0.5835,0.30825,0.44125,0.1169999999999999,0.43425,0.1295,0.2249999999999999,0.20875,0.18,0.34775,0.31875,0.1129999999999999,0.1855,0.4167499999999999,0.2784999999999999,0.4725,0.46825,0.2975,0.2189999999999999,0.3964999999999999,0.2234999999999999,0.53825,0.0637499999999999,0.22975,0.383,0.35275,0.18175,0.05725,0.203,0.078,0.175,0.3,0.21575,0.52625,0.1775,0.284,0.09275,0.08975,0.23625,0.0785,0.142,0.0755,0.2234999999999999,0.2319999999999999,0.1365,0.21675,0.06175,0.3145,0.1134999999999999,0.0212499999999999,0.2867499999999999,0.2145,0.295,0.0657499999999999,0.21475,0.2825,0.0519999999999999,0.1265,0.14775,0.21375,0.0979999999999999,0.0832499999999999,0.27475,0.372,0.0657499999999999,0.0692499999999999,0.205,0.3209999999999999,0.11475,0.1387499999999999,0.03325,0.8405,0.3602499999999999,0.0222499999999999,0.0707499999999999,0.2319999999999999,0.0584999999999999,0.11075,0.05575,0.08975,0.09825,0.05225,0.0344999999999999,0.0944999999999999,0.0715,0.1925,0.09225,0.0627499999999999,0.10675,0.04325,0.1009999999999999,0.0605,0.128,0.0192499999999999,0.0257499999999999,0.0282499999999999,0.40075,0.149,0.089,0.3754999999999999,0.08725,0.04775,0.0399999999999999,0.015,0.0935,0.0265,0.08825,0.0242499999999999,0.0292499999999999,0.0464999999999999,0.16525,0.0235,0.05275,0.11625,0.0267499999999999,0.005
Bush's Brain (2004),0.99825,0.8347500000000001,0.7145,0.8347500000000001,0.8919999999999999,0.96875,0.7145,0.8347500000000001,0.65525,0.5695,0.73675,0.7145,0.8919999999999999,0.8427500000000001,0.17325,0.50175,0.408,0.2584999999999999,0.73675,0.30725,0.3562499999999999,0.3854999999999999,0.296,0.412,0.38775,0.30325,0.5025,0.1704999999999999,0.2644999999999999,0.3379999999999999,0.251,0.2504999999999999,0.254,0.1345,0.38925,0.24,0.17975,0.2274999999999999,0.3784999999999999,0.16975,0.1952499999999999,0.15975,0.2634999999999999,0.20725,0.4367499999999999,0.26475,0.2294999999999999,0.4215,0.12475,0.0964999999999999,0.1955,0.1735,0.0647499999999999,0.31225,0.1272499999999999,0.36875,0.1555,0.2244999999999999,0.1049999999999999,0.1415,0.1875,0.1009999999999999,0.1029999999999999,0.0705,0.0857499999999999,0.0705,0.05975,0.1144999999999999,0.21125,0.18025,0.0334999999999999,0.17625,0.0319999999999999,0.22075,0.0994999999999999,0.0215,0.0469999999999999,0.0742499999999999,0.70675,0.14375,0.142,0.3129999999999999,0.1034999999999999,0.04475,0.12325,0.0685,0.026,0.08,0.04325,0.04775,0.17625,0.0419999999999999,0.16125,0.11325,0.127,0.0685,0.0255,0.0549999999999999,0.05875,0.1877499999999999,0.31975,0.066,0.15425,0.05625,0.0737499999999999,0.0579999999999999,0.063,0.0579999999999999,0.05025,0.0559999999999999,0.0329999999999999,0.09025,0.1215,0.059,0.0685,0.0277499999999999,0.05375,0.2175,0.03975,0.026,0.143,0.0132499999999999,0.074,0.0787499999999999,0.084,0.03825,0.1054999999999999,0.1267499999999999,0.04425,0.0255,0.0645,0.0122499999999999,0.0285,0.0252499999999999,0.0404999999999999,0.0155,0.1684999999999999,0.04475,0.0334999999999999,0.0232499999999999,0.0735,0.0262499999999999,0.0657499999999999,0.03275,0.0237499999999999,0.028,0.0282499999999999,0.0255,0.0195
Control Room (2004),0.9105,0.7602500000000001,0.7602500000000001,0.7602500000000001,0.8755,0.9755,0.7602500000000001,0.67975,0.7602500000000001,0.7585,0.71475,0.7075,0.8755,0.49175,0.65775,0.40825,0.4529999999999999,0.4702499999999999,0.39375,0.61525,0.6255,0.51675,0.64425,0.356,0.4227499999999999,0.22775,0.36875,0.22775,0.4645,0.8002499999999999,0.30825,0.53675,0.383,0.26325,0.3349999999999999,0.4217499999999999,0.2855,0.32075,0.49275,0.25375,0.3159999999999999,0.1699999999999999,0.26,0.305,0.20775,0.2885,0.255,0.3582499999999999,0.17725,0.24675,0.2385,0.2189999999999999,0.47875,0.1965,0.21725,0.42825,0.2847499999999999,0.199,0.2027499999999999,0.1265,0.1634999999999999,0.22475,0.2234999999999999,0.12075,0.173,0.18225,0.32575,0.1475,0.0885,0.2495,0.269,0.14525,0.2155,0.1835,0.11775,0.0817499999999999,0.12175,0.14425,0.1114999999999999,0.1937499999999999,0.1765,0.203,0.0655,0.1109999999999999,0.1367499999999999,0.125,0.23525,0.1059999999999999,0.17075,0.14925,0.1965,0.1725,0.138,0.1599999999999999,0.1445,0.071,0.09825,0.1775,0.16875,0.0845,0.10925,0.1064999999999999,0.1019999999999999,0.22475,0.1215,0.0782499999999999,0.1952499999999999,0.1609999999999999,0.12175,0.05375,0.05825,0.0905,0.0695,0.087,0.1084999999999999,0.08725,0.0695,0.09,0.0715,0.14275,0.0767499999999999,0.0479999999999999,0.0979999999999999,0.075,0.0584999999999999,0.10925,0.0847499999999999,0.18575,0.0842499999999999,0.0964999999999999,0.068,0.133,0.0667499999999999,0.0454999999999999,0.0399999999999999,0.04525,0.0295,0.0732499999999999,0.03775,0.06225,0.04325,0.0514999999999999,0.0292499999999999,0.0444999999999999,0.03475,0.0187499999999999,0.03675,0.0627499999999999,0.0187499999999999
Night and Fog (Nuit et brouillard) (1955),0.76325,0.91375,0.91375,0.8154999999999999,0.961,0.95875,0.903,0.65,0.8154999999999999,0.733,0.695,0.98975,0.94375,0.61625,0.961,0.34675,0.4285,0.8125,0.3229999999999999,0.272,0.53975,0.65175,0.272,0.475,0.1875,0.143,0.25525,0.16475,0.32775,0.1775,0.25475,0.145,0.758,0.4835,0.3582499999999999,0.20975,0.23625,0.2314999999999999,0.26625,0.2249999999999999,0.18525,0.30125,0.2027499999999999,0.2365,0.49975,0.1694999999999999,0.23525,0.26475,0.3455,0.2015,0.25275,0.17825,0.3745,0.10425,0.345,0.0845,0.11025,0.14875,0.4105,0.10825,0.13,0.1305,0.15425,0.0832499999999999,0.961,0.22475,0.25675,0.131,0.1099999999999999,0.11975,0.3452499999999999,0.11525,0.11525,0.1332499999999999,0.0732499999999999,0.10425,0.1877499999999999,0.194,0.1355,0.1385,0.22975,0.0672499999999999,0.085,0.139,0.3135,0.82525,0.09325,0.18675,0.18275,0.23875,0.1947499999999999,0.1275,0.25025,0.1694999999999999,0.14125,0.0795,0.18075,0.11525,0.18425,0.0974999999999999,0.0662499999999999,0.1327499999999999,0.09125,0.95375,0.0782499999999999,0.0389999999999999,0.0959999999999999,0.04075,0.0795,0.0349999999999999,0.1144999999999999,0.214,0.35575,0.0569999999999999,0.0632499999999999,0.0399999999999999,0.134,0.0725,0.10075,0.17525,0.03175,0.12175,0.0857499999999999,0.0732499999999999,0.26,0.4177499999999999,0.0252499999999999,0.0267499999999999,0.0697499999999999,0.1134999999999999,0.03725,0.14525,0.03325,0.0712499999999999,0.04925,0.14825,0.02975,0.0265,0.0334999999999999,0.05825,0.0247499999999999,0.0359999999999999,0.029,0.04625,0.03225,0.0142499999999999,0.0215,0.0217499999999999,0.0075
Hearts and Minds (1974),0.859,0.90225,0.90225,0.8672500000000001,0.99175,0.94875,0.90225,0.8915,0.90225,0.63275,0.90225,0.8767499999999999,0.99175,0.567,0.8672500000000001,0.567,0.544,0.5805,0.296,0.8460000000000001,0.6615,0.77075,0.8460000000000001,0.54575,0.04475,0.27175,0.2975,0.1765,0.8915,0.691,0.28925,0.1932499999999999,0.26575,0.664,0.345,0.22375,0.567,0.23025,0.2415,0.17725,0.32275,0.1164999999999999,0.22125,0.4167499999999999,0.5185,0.1987499999999999,0.27175,0.40725,0.299,0.23875,0.26525,0.51725,0.31,0.09425,0.242,0.367,0.2249999999999999,0.28925,0.0949999999999999,0.1154999999999999,0.0974999999999999,0.25075,0.15225,0.1594999999999999,0.30125,0.1584999999999999,0.20725,0.279,0.2027499999999999,0.214,0.4445,0.136,0.088,0.2917499999999999,0.04725,0.0615,0.276,0.191,0.2514999999999999,0.291,0.217,0.03975,0.025,0.26675,0.2065,0.05775,0.10525,0.18325,0.24725,0.235,0.03925,0.30725,0.2075,0.17025,0.25125,0.17125,0.3462499999999999,0.27075,0.077,0.132,0.0232499999999999,0.0725,0.1255,0.1987499999999999,0.1215,0.05175,0.145,0.1694999999999999,0.298,0.03725,0.1525,0.18,0.1865,0.0797499999999999,0.0675,0.1609999999999999,0.0984999999999999,0.0324999999999999,0.17375,0.16875,0.21425,0.282,0.09075,0.0787499999999999,0.175,0.127,0.04125,0.04925,0.03875,0.0324999999999999,0.03775,0.077,0.04725,0.05725,0.0127499999999999,0.0225,0.014,0.031,0.03125,0.027,0.0127499999999999,0.0162499999999999,0.0222499999999999,0.0672499999999999,0.0292499999999999,0.0434999999999999,0.0339999999999999,0.0152499999999999,0.01
Harlan County U.S.A. (1976),0.71,0.88625,0.88625,0.7769999999999999,0.88625,0.97725,0.88625,0.7929999999999999,0.67625,0.59375,0.67625,0.98825,0.614,0.4669999999999999,0.88625,0.51575,0.44725,0.56625,0.34225,0.193,0.67625,0.4725,0.24025,0.40075,0.402,0.1955,0.3329999999999999,0.1955,0.6415,0.3239999999999999,0.2294999999999999,0.24125,0.3095,0.3299999999999999,0.3522499999999999,0.20325,0.4669999999999999,0.1925,0.7445,0.29625,0.23125,0.2985,0.1785,0.3215,0.4085,0.253,0.32825,0.1659999999999999,0.2339999999999999,0.22725,0.21,0.2249999999999999,0.29225,0.1609999999999999,0.3844999999999999,0.16475,0.16225,0.1252499999999999,0.0812499999999999,0.18725,0.27875,0.12275,0.14,0.1709999999999999,0.4195,0.695,0.1367499999999999,0.08975,0.276,0.1325,0.10675,0.12225,0.1382499999999999,0.15625,0.074,0.0359999999999999,0.31675,0.10675,0.18,0.1307499999999999,0.406,0.04475,0.0682499999999999,0.62975,0.1139999999999999,0.11125,0.1365,0.24475,0.10975,0.11375,0.093,0.289,0.142,0.05425,0.37675,0.136,0.1892499999999999,0.10975,0.10725,0.0627499999999999,0.1629999999999999,0.079,0.11675,0.0579999999999999,0.0707499999999999,0.1875,0.0765,0.0817499999999999,0.12025,0.083,0.0717499999999999,0.18675,0.18575,0.1795,0.11525,0.0755,0.05825,0.0827499999999999,0.1465,0.15475,0.0672499999999999,0.12425,0.063,0.0424999999999999,0.1285,0.2002499999999999,0.11625,0.17275,0.0205,0.05025,0.17025,0.10775,0.0652499999999999,0.0954999999999999,0.0165,0.018,0.03125,0.03275,0.026,0.0225,0.05225,0.028,0.0285,0.0429999999999999,0.0177499999999999,0.0287499999999999,0.0277499999999999,0.0202499999999999,0.014
"Times of Harvey Milk, The (1984)",0.9775,0.7849999999999999,0.81125,0.7849999999999999,0.81125,0.98025,0.7849999999999999,0.92025,0.7849999999999999,0.77475,0.7849999999999999,0.76875,0.3189999999999999,0.7455,0.7849999999999999,0.7455,0.4885,0.43975,0.92025,0.39175,0.61025,0.54675,0.2794999999999999,0.57525,0.22425,0.1619999999999999,0.43125,0.1945,0.694,0.14175,0.27725,0.1535,0.67475,0.32825,0.34375,0.20575,0.7455,0.24175,0.62775,0.27525,0.30125,0.24425,0.26325,0.58775,0.37775,0.50125,0.1392499999999999,0.991,0.3545,0.911,0.218,0.26425,0.16825,0.0885,0.31375,0.32425,0.1275,0.16975,0.10275,0.289,0.1902499999999999,0.217,0.3235,0.2259999999999999,0.15025,0.312,0.2455,0.1599999999999999,0.4347499999999999,0.1327499999999999,0.2264999999999999,0.1004999999999999,0.145,0.248,0.1569999999999999,0.0752499999999999,0.194,0.1594999999999999,0.1892499999999999,0.3814999999999999,0.1589999999999999,0.15875,0.1535,0.18525,0.33425,0.31375,0.06175,0.1902499999999999,0.09625,0.12475,0.08675,0.1485,0.213,0.123,0.1425,0.18275,0.1044999999999999,0.12375,0.0979999999999999,0.3379999999999999,0.26975,0.199,0.1069999999999999,0.088,0.1149999999999999,0.153,0.0655,0.0675,0.194,0.2035,0.1947499999999999,0.2345,0.0842499999999999,0.118,0.1639999999999999,0.1699999999999999,0.0595,0.1382499999999999,0.98175,0.0569999999999999,0.03575,0.15875,0.08875,0.0935,0.1034999999999999,0.066,0.1307499999999999,0.064,0.03475,0.0257499999999999,0.16675,0.0389999999999999,0.069,0.146,0.04225,0.0852499999999999,0.1205,0.11775,0.119,0.0989999999999999,0.0287499999999999,0.04925,0.0439999999999999,0.04275,0.11125,0.04825,0.04625,0.04875,0.0379999999999999
Trinity and Beyond (1995),0.994,0.95975,0.994,0.8585,0.994,0.955,0.92925,0.94575,0.8585,0.8925000000000001,0.8585,0.7649999999999999,0.8005,0.61125,0.68675,0.8015000000000001,0.8340000000000001,0.7195,0.658,0.32075,0.6225,0.57175,0.15925,0.616,0.588,0.8340000000000001,0.3315,0.8340000000000001,0.29425,0.97125,0.4295,0.71125,0.4187499999999999,0.94575,0.371,0.3195,0.46625,0.4105,0.09925,0.28225,0.284,0.398,0.3429999999999999,0.2284999999999999,0.2845,0.43725,0.32925,0.22875,0.2734999999999999,0.27125,0.22475,0.1024999999999999,0.28225,0.31475,0.25275,0.0625,0.5845,0.26875,0.37775,0.14175,0.1134999999999999,0.50075,0.21375,0.23175,0.21175,0.426,0.371,0.1674999999999999,0.1327499999999999,0.24875,0.2155,0.1765,0.10175,0.0747499999999999,0.51325,0.15675,0.3705,0.262,0.299,0.05675,0.295,0.14475,0.0559999999999999,0.1515,0.1104999999999999,0.5865,0.21625,0.2194999999999999,0.1614999999999999,0.2857499999999999,0.0695,0.1669999999999999,0.0504999999999999,0.1815,0.15125,0.16975,0.16025,0.14825,0.42425,0.18575,0.0314999999999999,0.2,0.1877499999999999,0.05325,0.1119999999999999,0.307,0.1099999999999999,0.10725,0.1555,0.6305,0.1425,0.629,0.083,0.14825,0.1034999999999999,0.17325,0.1892499999999999,0.2915,0.0682499999999999,0.3924999999999999,0.10475,0.04225,0.1785,0.1267499999999999,0.079,0.21125,0.0292499999999999,0.58525,0.119,0.0837499999999999,0.12175,0.428,0.26575,0.0314999999999999,0.03025,0.3189999999999999,0.0095,0.0444999999999999,0.0895,0.0399999999999999,0.0267499999999999,0.10075,0.0489999999999999,0.0474999999999999,0.0454999999999999,0.016,0.0645,0.03,0.012
"Laramie Project, The (2002)",0.4925,0.78725,0.78725,0.78725,0.78725,0.7847500000000001,0.78725,0.949,0.78725,0.7795000000000001,0.78725,0.706,0.4925,0.70725,0.78725,0.54875,0.6345,0.65375,0.22825,0.676,0.2895,0.85775,0.533,0.51775,0.396,0.27675,0.3535,0.20775,0.60975,0.2544999999999999,0.21875,0.05725,0.59125,0.28075,0.38125,0.10275,0.39975,0.24225,0.24275,0.39025,0.32975,0.363,0.27125,0.36475,0.46325,0.19,0.24525,0.969,0.16825,0.32175,0.2544999999999999,0.411,0.23025,0.1835,0.33575,0.42725,0.192,0.2674999999999999,0.3349999999999999,0.50625,0.074,0.33875,0.3087499999999999,0.20725,0.12325,0.908,0.1912499999999999,0.21125,0.3575,0.154,0.073,0.1892499999999999,0.14675,0.3,0.2534999999999999,0.152,0.1054999999999999,0.24275,0.357,0.1922499999999999,0.21025,0.20725,0.2644999999999999,0.1255,0.1525,0.0827499999999999,0.15725,0.10175,0.10575,0.1265,0.15775,0.1825,0.12325,0.1134999999999999,0.04175,0.1235,0.04675,0.11275,0.09925,0.16575,0.1495,0.0827499999999999,0.1175,0.1114999999999999,0.0885,0.1109999999999999,0.17725,0.304,0.10825,0.4227499999999999,0.088,0.24375,0.04525,0.1699999999999999,0.154,0.11575,0.09725,0.15175,0.184,0.0262499999999999,0.1342499999999999,0.0519999999999999,0.06175,0.04675,0.04325,0.0349999999999999,0.09525,0.0635,0.2075,0.05025,0.11475,0.03875,0.0459999999999999,0.0494999999999999,0.0725,0.03525,0.088,0.1114999999999999,0.04625,0.0755,0.11425,0.14075,0.0414999999999999,0.04075,0.14825,0.11525,0.04075,0.03175,0.1059999999999999
"Corporation, The (2003)",0.97975,0.90925,0.90925,0.954,0.8707499999999999,0.9595,0.8712500000000001,0.8294999999999999,0.90925,0.90925,0.90925,0.693,0.8707499999999999,0.7315,0.49975,0.543,0.5955,0.76875,0.6905,0.47675,0.49975,0.35675,0.3375,0.62375,0.487,0.5955,0.4345,0.5955,0.3672499999999999,0.33975,0.55875,0.72675,0.26425,0.1609999999999999,0.3582499999999999,0.40425,0.356,0.32625,0.32975,0.3329999999999999,0.29325,0.3562499999999999,0.371,0.2435,0.2224999999999999,0.3015,0.2634999999999999,0.25275,0.186,0.4034999999999999,0.32675,0.2239999999999999,0.2995,0.27375,0.33575,0.25025,0.3067499999999999,0.2734999999999999,0.23375,0.1325,0.3502499999999999,0.2329999999999999,0.3419999999999999,0.2012499999999999,0.11375,0.148,0.1614999999999999,0.16475,0.197,0.172,0.2319999999999999,0.18175,0.1917499999999999,0.1614999999999999,0.20675,0.0805,0.2425,0.204,0.077,0.12125,0.11275,0.2329999999999999,0.28025,0.10475,0.09125,0.2274999999999999,0.24025,0.4615,0.1099999999999999,0.2165,0.091,0.14475,0.0885,0.11325,0.1982499999999999,0.077,0.10275,0.1654999999999999,0.1365,0.08625,0.15225,0.14075,0.10275,0.1034999999999999,0.207,0.10075,0.119,0.1634999999999999,0.2425,0.29925,0.12225,0.1215,0.06025,0.0939999999999999,0.0812499999999999,0.0812499999999999,0.1725,0.21675,0.0735,0.03825,0.0822499999999999,0.0944999999999999,0.1292499999999999,0.087,0.079,0.081,0.071,0.09775,0.14375,0.0479999999999999,0.1245,0.073,0.059,0.05225,0.122,0.06125,0.11525,0.134,0.05325,0.10175,0.0682499999999999,0.0459999999999999,0.0454999999999999,0.06175,0.0444999999999999,0.026,0.0434999999999999,0.03625,0.0227499999999999
"Yes Men, The (2003)",0.99325,0.79525,0.79525,0.8865000000000001,0.5055,0.8852500000000001,0.79525,0.7205,0.79525,0.77675,0.77675,0.472,0.44725,0.3492499999999999,0.40125,0.61625,0.45875,0.737,0.604,0.5445,0.386,0.3189999999999999,0.24275,0.405,0.44925,0.3117499999999999,0.4629999999999999,0.3117499999999999,0.366,0.3319999999999999,0.4165,0.382,0.21575,0.11275,0.2329999999999999,0.901,0.14375,0.6015,0.10025,0.3045,0.3035,0.50475,0.3452499999999999,0.121,0.1275,0.27875,0.1905,0.21,0.10575,0.2005,0.24925,0.073,0.2035,0.209,0.214,0.2135,0.3445,0.14075,0.21175,0.25875,0.33975,0.1594999999999999,0.206,0.09475,0.0939999999999999,0.2095,0.275,0.194,0.1405,0.145,0.09475,0.124,0.211,0.1267499999999999,0.10825,0.1044999999999999,0.0999999999999999,0.11275,0.0715,0.10875,0.11975,0.18675,0.04225,0.0805,0.086,0.1089999999999999,0.1957499999999999,0.137,0.3429999999999999,0.0802499999999999,0.0825,0.08775,0.1054999999999999,0.0915,0.208,0.0469999999999999,0.05675,0.1619999999999999,0.1074999999999999,0.0939999999999999,0.0685,0.0735,0.12125,0.0712499999999999,0.16725,0.0409999999999999,0.6055,0.14325,0.0999999999999999,0.04025,0.0705,0.06125,0.05025,0.068,0.0574999999999999,0.0832499999999999,0.066,0.04225,0.0227499999999999,0.079,0.1094999999999999,0.05875,0.0584999999999999,0.1277499999999999,0.04825,0.0519999999999999,0.0755,0.2219999999999999,0.0827499999999999,0.04375,0.10175,0.0705,0.03825,0.04575,0.0715,0.0569999999999999,0.0449999999999999,0.09125,0.023,0.0662499999999999,0.04625,0.0215,0.0384999999999999,0.031,0.0157499999999999,0.03225,0.0227499999999999,0.0247499999999999,0.0175
