movieId,original,predictable,mentor,good,catastrophe,very funny,vengeance,chase,weird,greed,fantasy world,first contact,fight scenes,betrayal,dialogue,family,life philosophy,runaway,adaptation,melancholic,drama,culture clash,teen movie,fun movie,not funny,light,pornography,life & death,death,weapons,transformation,quirky,farce,surveillance,creativity,writers,nudity (full frontal - brief),independent film,computer animation,unlikely friendships,pulp,absurd,dysfunctional family,women,stereotypes,childhood,sacrifice,hospital,internet,sexy,classic car,remake,multiple storylines,drinking,alter ego,new jersey,camp,doctors,queer,mad scientist,underrated,california,irish accent,prejudice,too long,road movie,notable nudity,islam,survival,alternate history,nudity (rear),memory,small town,immortality,hip hop,stand-up comedy,indians,period piece,80s,hotel,island,divorce,british,film noir,dreams,simple,prison,adoption,bollywood,god,blindness,kidnapping,interracial romance,shopping,new york city,good music,no plot,ghosts/afterlife,awesome soundtrack,brothers,stoner movie,wartime,atheism,race,wilderness,workplace,addiction,reality tv,unlikeable characters,los angeles,nudity (topless - brief),lawyer,single father,finnish,foul language,cancer,san francisco,russian,1930s,too short,radio,made for tv,fashion,kick-butt women,buddy movie,texas,tokyo,censorship,ensemble cast,homeless,australia,desert,goth,time,robert downey jr,trilogy,directorial debut,snakes,prostitution,wine,father daughter relationship,graphic novel,hunting,oil,french,potential oscar nom,best of 2005,rebellion,documentary
Outrageous Fortune (1987),0.7657499999999999,0.4054999999999999,0.53125,0.4692499999999999,0.4535,0.90825,0.425,0.8795,0.40375,0.40375,0.2524999999999999,0.2594999999999999,0.33225,0.31975,0.39325,0.27575,0.288,0.3129999999999999,0.28075,0.40375,0.273,0.33025,0.18025,0.524,0.21825,0.51275,0.22375,0.1935,0.21175,0.33225,0.2415,0.40825,0.51175,0.245,0.204,0.25775,0.17275,0.10575,0.15225,0.3844999999999999,0.20775,0.20925,0.2022499999999999,0.7365,0.2804999999999999,0.1579999999999999,0.25325,0.2065,0.091,0.2774999999999999,0.17425,0.0767499999999999,0.1684999999999999,0.14275,0.1935,0.0817499999999999,0.05675,0.196,0.1535,0.1024999999999999,0.21975,0.0737499999999999,0.143,0.1069999999999999,0.94325,0.20825,0.177,0.1252499999999999,0.137,0.147,0.20925,0.0747499999999999,0.088,0.0637499999999999,0.1019999999999999,0.16175,0.2209999999999999,0.12475,0.38025,0.17825,0.0787499999999999,0.214,0.1004999999999999,0.0915,0.10125,0.1654999999999999,0.0715,0.1372499999999999,0.0885,0.0925,0.136,0.0979999999999999,0.076,0.2365,0.2229999999999999,0.23425,0.1252499999999999,0.1445,0.23425,0.05975,0.0627499999999999,0.0812499999999999,0.124,0.0429999999999999,0.0564999999999999,0.09825,0.05525,0.0197499999999999,0.0349999999999999,0.0429999999999999,0.09625,0.1292499999999999,0.1332499999999999,0.031,0.05075,0.0579999999999999,0.139,0.093,0.09375,0.017,0.05225,0.061,0.05925,0.088,0.27,0.04925,0.0817499999999999,0.0529999999999999,0.03025,0.03,0.0835,0.46725,0.0717499999999999,0.0725,0.03775,0.0262499999999999,0.06175,0.0257499999999999,0.0559999999999999,0.0857499999999999,0.0875,0.0334999999999999,0.04775,0.0272499999999999,0.0409999999999999,0.04675,0.02975,0.029,0.0187499999999999
Haunted Honeymoon (1986),0.65975,0.5735,0.498,0.508,0.42,0.7542500000000001,0.374,0.35675,0.4067499999999999,0.3745,0.6815,0.3097499999999999,0.3249999999999999,0.46825,0.3037499999999999,0.50125,0.3025,0.2415,0.3405,0.2514999999999999,0.2365,0.2574999999999999,0.1977499999999999,0.31375,0.1684999999999999,0.30525,0.21825,0.30825,0.32625,0.301,0.32975,0.302,0.55775,0.11325,0.25125,0.2155,0.16225,0.2734999999999999,0.1725,0.14775,0.1987499999999999,0.291,0.2554999999999999,0.17525,0.15275,0.27725,0.15225,0.1614999999999999,0.1039999999999999,0.141,0.22025,0.0695,0.1982499999999999,0.14875,0.17625,0.09925,0.2224999999999999,0.1945,0.17125,0.2734999999999999,0.4669999999999999,0.0765,0.1362499999999999,0.14125,0.15925,0.1287499999999999,0.0925,0.18275,0.092,0.1332499999999999,0.0677499999999999,0.0842499999999999,0.0792499999999999,0.1094999999999999,0.13,0.14525,0.0712499999999999,0.09575,0.1455,0.12375,0.085,0.0842499999999999,0.0845,0.1114999999999999,0.1882499999999999,0.08675,0.093,0.076,0.0964999999999999,0.062,0.0767499999999999,0.0459999999999999,0.09625,0.08625,0.059,0.0935,0.1109999999999999,0.0615,0.1175,0.09275,0.06175,0.0715,0.0895,0.04925,0.23875,0.082,0.0737499999999999,0.08975,0.0667499999999999,0.03525,0.0695,0.0414999999999999,0.0434999999999999,0.08975,0.0275,0.0554999999999999,0.05675,0.067,0.46575,0.0855,0.7255,0.0534999999999999,0.123,0.08725,0.0235,0.02975,0.0835,0.0569999999999999,0.077,0.0469999999999999,0.0434999999999999,0.0414999999999999,0.0979999999999999,0.0212499999999999,0.0805,0.031,0.0615,0.0837499999999999,0.04575,0.16175,0.0305,0.0339999999999999,0.0647499999999999,0.0257499999999999,0.0454999999999999,0.0564999999999999,0.0314999999999999,0.0262499999999999,0.021
Funny Farm (1988),0.69175,0.59775,0.4805,0.50825,0.44625,0.9505,0.476,0.9855,0.33975,0.3605,0.3309999999999999,0.2847499999999999,0.3045,0.32375,0.28,0.3532499999999999,0.376,0.52275,0.627,0.24425,0.26625,0.31125,0.1584999999999999,0.4315,0.2115,0.4469999999999999,0.21275,0.395,0.243,0.1805,0.245,0.2604999999999999,0.4469999999999999,0.32375,0.20475,0.388,0.2764999999999999,0.2395,0.15525,0.236,0.2105,0.25175,0.152,0.1039999999999999,0.1275,0.1937499999999999,0.27,0.17725,0.11075,0.08725,0.38,0.0667499999999999,0.1555,0.2015,0.262,0.12375,0.1034999999999999,0.16575,0.1357499999999999,0.12225,0.36275,0.15925,0.11825,0.1059999999999999,0.087,0.3944999999999999,0.18575,0.1074999999999999,0.1034999999999999,0.16975,0.1282499999999999,0.122,0.495,0.0725,0.0705,0.1054999999999999,0.0994999999999999,0.0895,0.34225,0.14825,0.14425,0.2604999999999999,0.0842499999999999,0.09375,0.14475,0.206,0.11325,0.06175,0.1164999999999999,0.0509999999999999,0.09775,0.10425,0.05875,0.24875,0.38775,0.0812499999999999,0.05175,0.2254999999999999,0.0944999999999999,0.0727499999999999,0.14875,0.06,0.067,0.085,0.0875,0.0647499999999999,0.0662499999999999,0.03375,0.0414999999999999,0.05925,0.118,0.1629999999999999,0.0439999999999999,0.0637499999999999,0.0665,0.10425,0.1805,0.1094999999999999,0.0564999999999999,0.0444999999999999,0.0792499999999999,0.0722499999999999,0.025,0.0464999999999999,0.11225,0.0705,0.0732499999999999,0.0574999999999999,0.05075,0.10825,0.0705,0.118,0.04225,0.1322499999999999,0.0554999999999999,0.069,0.10075,0.212,0.0364999999999999,0.03375,0.0419999999999999,0.04325,0.11775,0.0444999999999999,0.0399999999999999,0.06025,0.0292499999999999,0.0384999999999999,0.0197499999999999
Problem Child 2 (1991),0.77875,0.86625,0.509,0.52375,0.4185,0.57625,0.4205,0.3884999999999999,0.35975,0.295,0.34325,0.284,0.3864999999999999,0.29425,0.295,0.575,0.38175,0.244,0.2724999999999999,0.30225,0.27125,0.27125,0.38625,0.40375,0.28925,0.23775,0.48275,0.2564999999999999,0.2847499999999999,0.2345,0.15925,0.35575,0.24825,0.09975,0.18575,0.23575,0.2554999999999999,0.271,0.3595,0.17125,0.3117499999999999,0.271,0.21575,0.294,0.1977499999999999,0.3595,0.2012499999999999,0.2002499999999999,0.13,0.16675,0.20675,0.11025,0.2395,0.17275,0.1745,0.118,0.2584999999999999,0.14575,0.17875,0.145,0.1252499999999999,0.1545,0.17925,0.087,0.139,0.14125,0.2055,0.11075,0.063,0.17325,0.1725,0.174,0.173,0.1054999999999999,0.2085,0.1584999999999999,0.0822499999999999,0.0717499999999999,0.0989999999999999,0.1009999999999999,0.1195,0.2189999999999999,0.0827499999999999,0.1302499999999999,0.17925,0.0964999999999999,0.10175,0.754,0.086,0.139,0.0687499999999999,0.1917499999999999,0.08675,0.1094999999999999,0.1049999999999999,0.0595,0.0384999999999999,0.077,0.06125,0.0989999999999999,0.0964999999999999,0.0665,0.0715,0.0544999999999999,0.05075,0.09175,0.0712499999999999,0.0692499999999999,0.04575,0.0695,0.0569999999999999,0.05075,0.04775,0.0277499999999999,0.05725,0.0499999999999999,0.06225,0.04875,0.0627499999999999,0.0439999999999999,0.05825,0.09175,0.1154999999999999,0.08725,0.04775,0.0584999999999999,0.0825,0.0707499999999999,0.0605,0.03875,0.05125,0.0509999999999999,0.0682499999999999,0.09725,0.04075,0.0539999999999999,0.0637499999999999,0.08625,0.0514999999999999,0.0389999999999999,0.03175,0.022,0.02975,0.05175,0.04675,0.0647499999999999,0.027,0.0344999999999999,0.026
"Guardian, The (1990)",0.697,0.66025,0.4345,0.3035,0.41725,0.614,0.5595,0.52975,0.5365,0.2425,0.43625,0.509,0.509,0.3159999999999999,0.2744999999999999,0.4549999999999999,0.26575,0.281,0.47375,0.33625,0.21875,0.22425,0.2007499999999999,0.27,0.3562499999999999,0.137,0.33375,0.32975,0.44475,0.276,0.27325,0.279,0.1039999999999999,0.141,0.14825,0.22425,0.371,0.20875,0.15675,0.17675,0.25975,0.17875,0.2045,0.1574999999999999,0.11575,0.2279999999999999,0.642,0.5855,0.09525,0.2907499999999999,0.28425,0.1435,0.3635,0.1287499999999999,0.144,0.11075,0.2025,0.1699999999999999,0.16875,0.204,0.17125,0.24425,0.1024999999999999,0.09775,0.1639999999999999,0.1352499999999999,0.1714999999999999,0.0805,0.11075,0.15975,0.14325,0.1594999999999999,0.075,0.26525,0.0805,0.0979999999999999,0.0534999999999999,0.0647499999999999,0.1335,0.1029999999999999,0.1835,0.1599999999999999,0.10825,0.1139999999999999,0.183,0.1387499999999999,0.12025,0.14875,0.0529999999999999,0.0984999999999999,0.1049999999999999,0.27475,0.0632499999999999,0.09525,0.05675,0.0675,0.1375,0.0334999999999999,0.0524999999999999,0.0529999999999999,0.0974999999999999,0.0667499999999999,0.069,0.0637499999999999,0.0815,0.0645,0.0605,0.0715,0.0857499999999999,0.4024999999999999,0.1365,0.05075,0.066,0.11625,0.0409999999999999,0.0765,0.0499999999999999,0.0584999999999999,0.04475,0.06125,0.04375,0.2654999999999999,0.0277499999999999,0.0792499999999999,0.0675,0.0665,0.0944999999999999,0.04175,0.08625,0.0434999999999999,0.0205,0.026,0.0564999999999999,0.03525,0.03125,0.04025,0.0672499999999999,0.0559999999999999,0.0329999999999999,0.04425,0.0339999999999999,0.43725,0.10175,0.0212499999999999,0.02975,0.04675,0.0364999999999999,0.0409999999999999,0.031
"Suburbans, The (1999)",0.65875,0.64525,0.4912499999999999,0.308,0.416,0.60125,0.27875,0.292,0.353,0.1895,0.3399999999999999,0.31275,0.27725,0.22575,0.3685,0.28325,0.359,0.2279999999999999,0.2289999999999999,0.353,0.23075,0.25875,0.3844999999999999,0.381,0.267,0.26125,0.197,0.37275,0.2475,0.2985,0.1435,0.239,0.60125,0.1325,0.188,0.418,0.11975,0.155,0.198,0.15075,0.262,0.44825,0.22075,0.11675,0.1674999999999999,0.1629999999999999,0.10825,0.0682499999999999,0.10975,0.24825,0.19,0.10525,0.289,0.1282499999999999,0.1257499999999999,0.1114999999999999,0.14275,0.0787499999999999,0.179,0.1345,0.0732499999999999,0.18625,0.1372499999999999,0.0795,0.4515,0.2604999999999999,0.15425,0.09575,0.0544999999999999,0.17525,0.119,0.08625,0.07,0.0722499999999999,0.4609999999999999,0.12025,0.1079999999999999,0.093,0.4285,0.0735,0.0645,0.0434999999999999,0.1265,0.129,0.086,0.1024999999999999,0.0675,0.0444999999999999,0.0672499999999999,0.18625,0.067,0.0574999999999999,0.03175,0.05775,0.04875,0.23525,0.0847499999999999,0.1285,0.11775,0.0539999999999999,0.14975,0.06125,0.05925,0.0499999999999999,0.12325,0.09925,0.0705,0.0449999999999999,0.0627499999999999,0.04875,0.0329999999999999,0.0197499999999999,0.0524999999999999,0.1725,0.0287499999999999,0.0272499999999999,0.0499999999999999,0.1332499999999999,0.05475,0.0247499999999999,0.0389999999999999,0.04475,0.0474999999999999,0.06,0.04625,0.0439999999999999,0.03875,0.04275,0.0687499999999999,0.0212499999999999,0.0677499999999999,0.03775,0.0499999999999999,0.0419999999999999,0.0735,0.03725,0.09225,0.0334999999999999,0.0404999999999999,0.0232499999999999,0.04625,0.03825,0.0745,0.05575,0.0324999999999999,0.018,0.0424999999999999,0.0292499999999999,0.0185
Tarzan the Fearless (1933),0.6105,0.717,0.43125,0.254,0.43,0.2794999999999999,0.64725,0.26925,0.408,0.45375,0.3625,0.309,0.26925,0.16175,0.43325,0.59975,0.50775,0.67575,0.6025,0.4077499999999999,0.40825,0.34775,0.17575,0.20325,0.32125,0.3007499999999999,0.36775,0.12325,0.486,0.26925,0.4842499999999999,0.1855,0.1119999999999999,0.08975,0.1735,0.1292499999999999,0.14625,0.128,0.59975,0.15425,0.2025,0.15675,0.1535,0.38925,0.23325,0.282,0.12,0.139,0.1059999999999999,0.27875,0.1315,0.016,0.18125,0.14425,0.292,0.10925,0.56925,0.22925,0.2684999999999999,0.17025,0.10975,0.16525,0.1134999999999999,0.217,0.1375,0.125,0.0549999999999999,0.1345,0.122,0.076,0.09525,0.0994999999999999,0.07,0.093,0.0439999999999999,0.1039999999999999,0.207,0.26525,0.0767499999999999,0.074,0.4675,0.08725,0.1584999999999999,0.12475,0.0687499999999999,0.124,0.14325,0.146,0.0595,0.40175,0.0802499999999999,0.084,0.31725,0.0255,0.03975,0.0842499999999999,0.1505,0.0265,0.0687499999999999,0.0765,0.0964999999999999,0.09075,0.123,0.0815,0.12475,0.0625,0.059,0.092,0.0207499999999999,0.0685,0.04325,0.0177499999999999,0.0225,0.09025,0.0429999999999999,0.04675,0.0314999999999999,0.064,0.202,0.0815,0.0187499999999999,0.1875,0.12225,0.1352499999999999,0.04175,0.0389999999999999,0.1175,0.20475,0.0287499999999999,0.0725,0.04575,0.1325,0.0519999999999999,0.0177499999999999,0.0175,0.04675,0.0409999999999999,0.64275,0.0529999999999999,0.0145,0.074,0.009,0.0757499999999999,0.0245,0.04375,0.0202499999999999,0.0339999999999999,0.0444999999999999,0.019
Play it to the Bone (1999),0.67775,0.7055,0.57575,0.522,0.4755,0.4935,0.50275,0.361,0.44525,0.44525,0.3027499999999999,0.274,0.7782500000000001,0.3429999999999999,0.52725,0.2905,0.38275,0.3005,0.26475,0.27025,0.44525,0.44525,0.39025,0.479,0.2804999999999999,0.2875,0.3057499999999999,0.18025,0.21,0.361,0.21,0.27325,0.2455,0.18475,0.1402499999999999,0.21325,0.3535,0.379,0.203,0.59775,0.27325,0.3037499999999999,0.15125,0.17125,0.46175,0.15475,0.30325,0.2002499999999999,0.1415,0.3552499999999999,0.136,0.192,0.247,0.27025,0.27825,0.3612499999999999,0.2,0.25625,0.50125,0.10375,0.2239999999999999,0.1297499999999999,0.1594999999999999,0.30325,0.16325,0.54825,0.15325,0.12325,0.0777499999999999,0.1972499999999999,0.15175,0.1019999999999999,0.1945,0.0805,0.2005,0.14175,0.0757499999999999,0.1094999999999999,0.1267499999999999,0.0549999999999999,0.08725,0.0627499999999999,0.08875,0.1129999999999999,0.1292499999999999,0.136,0.10475,0.09775,0.10875,0.09725,0.0725,0.05375,0.0625,0.1099999999999999,0.0675,0.0925,0.0615,0.1515,0.1659999999999999,0.10475,0.1235,0.08725,0.09725,0.11425,0.059,0.0722499999999999,0.129,0.1885,0.1445,0.1892499999999999,0.143,0.0469999999999999,0.04375,0.072,0.18525,0.11025,0.0697499999999999,0.11725,0.0732499999999999,0.0685,0.177,0.0334999999999999,0.0539999999999999,0.1139999999999999,0.54425,0.149,0.11075,0.10925,0.20325,0.08675,0.059,0.09975,0.09575,0.05425,0.1265,0.04925,0.0762499999999999,0.05025,0.069,0.022,0.0404999999999999,0.05725,0.0464999999999999,0.04525,0.0374999999999999,0.0727499999999999,0.0534999999999999,0.03275,0.05075
Volunteers (1985),0.72725,0.63825,0.65075,0.4775,0.43225,0.8260000000000001,0.42325,0.70575,0.4004999999999999,0.65225,0.4115,0.30425,0.3189999999999999,0.55075,0.45775,0.38625,0.365,0.3255,0.29325,0.32675,0.43,0.43,0.1915,0.32575,0.1982499999999999,0.3235,0.23775,0.26125,0.31975,0.24675,0.2105,0.385,0.3149999999999999,0.55075,0.1659999999999999,0.1475,0.244,0.2289999999999999,0.18325,0.20775,0.31,0.32925,0.16425,0.1302499999999999,0.509,0.1962499999999999,0.214,0.15475,0.1634999999999999,0.15725,0.3285,0.0979999999999999,0.238,0.2875,0.27425,0.1315,0.17425,0.27075,0.19,0.12425,0.32425,0.2704999999999999,0.1445,0.15325,0.204,0.2204999999999999,0.23875,0.1987499999999999,0.0999999999999999,0.184,0.1525,0.2175,0.1937499999999999,0.0645,0.1175,0.16125,0.2965,0.1345,0.3702499999999999,0.16075,0.18475,0.08925,0.177,0.12225,0.10925,0.1322499999999999,0.1049999999999999,0.05475,0.10125,0.067,0.0895,0.12375,0.15375,0.12325,0.1972499999999999,0.0857499999999999,0.10425,0.0379999999999999,0.0717499999999999,0.2005,0.15,0.2704999999999999,0.067,0.1129999999999999,0.0499999999999999,0.0832499999999999,0.1175,0.066,0.0735,0.08825,0.3185,0.16425,0.0677499999999999,0.05575,0.077,0.0974999999999999,0.0817499999999999,0.10225,0.1054999999999999,0.0767499999999999,0.2204999999999999,0.03875,0.0939999999999999,0.0775,0.06225,0.14275,0.0865,0.10625,0.0775,0.0802499999999999,0.0677499999999999,0.145,0.025,0.257,0.059,0.0939999999999999,0.085,0.04775,0.0777499999999999,0.03225,0.0549999999999999,0.11325,0.066,0.15475,0.03825,0.15275,0.0459999999999999,0.06125,0.0255
Who's Harry Crumb? (1989),0.69725,0.798,0.49675,0.4177499999999999,0.4097499999999999,0.85375,0.3705,0.50175,0.31425,0.307,0.3135,0.2594999999999999,0.2945,0.28025,0.4117499999999999,0.312,0.2905,0.55975,0.22425,0.2855,0.307,0.31475,0.3057499999999999,0.26075,0.1932499999999999,0.592,0.36875,0.1755,0.2194999999999999,0.1835,0.21225,0.4722499999999999,0.592,0.132,0.1425,0.1245,0.21975,0.22325,0.16175,0.11575,0.23525,0.14975,0.2007499999999999,0.14525,0.143,0.11875,0.10575,0.1069999999999999,0.10075,0.1034999999999999,0.16275,0.072,0.27025,0.1735,0.1275,0.1074999999999999,0.20475,0.11725,0.1545,0.1084999999999999,0.278,0.36975,0.1267499999999999,0.09825,0.1669999999999999,0.1892499999999999,0.1674999999999999,0.0695,0.0742499999999999,0.15875,0.0984999999999999,0.424,0.10575,0.0509999999999999,0.08975,0.09175,0.354,0.082,0.3087499999999999,0.284,0.0979999999999999,0.0645,0.06,0.128,0.0672499999999999,0.149,0.085,0.0852499999999999,0.05175,0.0409999999999999,0.0939999999999999,0.7315,0.0772499999999999,0.0802499999999999,0.0677499999999999,0.0755,0.0682499999999999,0.0479999999999999,0.0667499999999999,0.072,0.10575,0.0605,0.05075,0.05125,0.0685,0.05325,0.0539999999999999,0.05275,0.03625,0.53175,0.0705,0.11375,0.0369999999999999,0.073,0.05425,0.059,0.09625,0.0414999999999999,0.0757499999999999,0.03725,0.03075,0.0484999999999999,0.0632499999999999,0.078,0.0717499999999999,0.0802499999999999,0.0949999999999999,0.1094999999999999,0.0707499999999999,0.04425,0.11825,0.0705,0.0359999999999999,0.09225,0.0822499999999999,0.0499999999999999,0.0712499999999999,0.05975,0.0489999999999999,0.0252499999999999,0.04275,0.03475,0.04325,0.03025,0.0399999999999999,0.0314999999999999,0.03475,0.025,0.027
She-Devil (1989),0.74475,0.6255,0.4625,0.4885,0.402,0.4579999999999999,0.7577499999999999,0.2915,0.4357499999999999,0.47075,0.44625,0.29,0.2784999999999999,0.5225,0.3215,0.48,0.393,0.25475,0.4145,0.34225,0.1997499999999999,0.23275,0.16025,0.34125,0.278,0.2967499999999999,0.3505,0.26525,0.24675,0.39625,0.27525,0.44325,0.2115,0.1079999999999999,0.1699999999999999,0.299,0.16425,0.4245,0.15625,0.138,0.283,0.21825,0.28025,0.776,0.2264999999999999,0.2574999999999999,0.133,0.2012499999999999,0.1104999999999999,0.40925,0.27825,0.09675,0.1475,0.3199999999999999,0.22775,0.3035,0.17875,0.27825,0.201,0.16275,0.1649999999999999,0.12225,0.148,0.133,0.1335,0.1049999999999999,0.11075,0.148,0.0662499999999999,0.12325,0.15075,0.17575,0.0707499999999999,0.2554999999999999,0.1262499999999999,0.134,0.10425,0.09575,0.1922499999999999,0.0865,0.12225,0.52975,0.147,0.11725,0.14425,0.0959999999999999,0.74875,0.1159999999999999,0.10075,0.0765,0.0815,0.0627499999999999,0.0989999999999999,0.11975,0.12275,0.0519999999999999,0.05475,0.088,0.0702499999999999,0.07,0.0757499999999999,0.0727499999999999,0.075,0.04375,0.0702499999999999,0.1079999999999999,0.1119999999999999,0.11225,0.39575,0.05875,0.0697499999999999,0.05425,0.0725,0.0205,0.0469999999999999,0.0464999999999999,0.05525,0.0444999999999999,0.05675,0.0384999999999999,0.06025,0.0615,0.11875,0.0787499999999999,0.0267499999999999,0.0449999999999999,0.084,0.093,0.12,0.0837499999999999,0.03675,0.0262499999999999,0.06125,0.05525,0.0762499999999999,0.03,0.0544999999999999,0.03675,0.0667499999999999,0.0645,0.0292499999999999,0.0484999999999999,0.18325,0.03225,0.0409999999999999,0.061,0.0374999999999999,0.031,0.0247499999999999
Date with an Angel (1987),0.714,0.6635,0.487,0.69975,0.4575,0.373,0.39825,0.437,0.4227499999999999,0.4195,0.853,0.507,0.507,0.4902499999999999,0.32725,0.40175,0.34175,0.1992499999999999,0.2175,0.3235,0.3,0.2504999999999999,0.366,0.384,0.306,0.4735,0.185,0.3532499999999999,0.22025,0.215,0.21625,0.256,0.1325,0.14825,0.16925,0.3007499999999999,0.295,0.10975,0.184,0.3,0.2554999999999999,0.1365,0.17275,0.15675,0.20675,0.31525,0.22875,0.3185,0.15775,0.23425,0.268,0.26575,0.15625,0.09325,0.1997499999999999,0.181,0.1285,0.1445,0.137,0.1159999999999999,0.2204999999999999,0.0805,0.139,0.0865,0.08875,0.09125,0.22875,0.0767499999999999,0.05925,0.189,0.247,0.32375,0.0707499999999999,0.1129999999999999,0.148,0.16825,0.0705,0.1034999999999999,0.47575,0.155,0.1895,0.081,0.0745,0.10725,0.1967499999999999,0.1044999999999999,0.08875,0.0915,0.09575,0.0999999999999999,0.0687499999999999,0.0687499999999999,0.1694999999999999,0.12075,0.09575,0.1252499999999999,0.0767499999999999,0.066,0.09175,0.05925,0.065,0.0865,0.0722499999999999,0.0625,0.0742499999999999,0.0755,0.04475,0.04525,0.0449999999999999,0.0519999999999999,0.0865,0.03725,0.05675,0.0384999999999999,0.0292499999999999,0.068,0.0812499999999999,0.06225,0.0464999999999999,0.1049999999999999,0.05375,0.0529999999999999,0.0404999999999999,0.0675,0.04625,0.0404999999999999,0.0637499999999999,0.0645,0.0655,0.05175,0.0454999999999999,0.0675,0.04975,0.10625,0.0742499999999999,0.0424999999999999,0.05825,0.0384999999999999,0.03025,0.03125,0.0429999999999999,0.0722499999999999,0.0155,0.0334999999999999,0.09075,0.04275,0.0237499999999999,0.0207499999999999,0.0085
Nadine (1987),0.66725,0.5245,0.40325,0.56325,0.44025,0.77925,0.32475,0.784,0.39775,0.44425,0.2455,0.3055,0.265,0.733,0.4555,0.278,0.3515,0.39775,0.25725,0.44425,0.28525,0.39775,0.16275,0.58825,0.26075,0.3369999999999999,0.1699999999999999,0.25125,0.1952499999999999,0.265,0.2219999999999999,0.27475,0.3692499999999999,0.15325,0.184,0.24425,0.245,0.236,0.22725,0.176,0.3575,0.12175,0.1535,0.21425,0.1345,0.14275,0.14275,0.1139999999999999,0.1332499999999999,0.505,0.31575,0.088,0.17875,0.1947499999999999,0.1579999999999999,0.16875,0.0519999999999999,0.30625,0.1594999999999999,0.0852499999999999,0.16075,0.2754999999999999,0.1545,0.11725,0.11775,0.371,0.17475,0.09475,0.0747499999999999,0.18375,0.305,0.1609999999999999,0.4499999999999999,0.0645,0.0662499999999999,0.0815,0.0765,0.1169999999999999,0.143,0.1927499999999999,0.067,0.614,0.0845,0.12325,0.1735,0.3485,0.1325,0.09675,0.064,0.0414999999999999,0.0715,0.15075,0.0842499999999999,0.23775,0.0652499999999999,0.078,0.263,0.0489999999999999,0.0827499999999999,0.0747499999999999,0.064,0.10375,0.0625,0.0329999999999999,0.087,0.0852499999999999,0.10225,0.04425,0.0489999999999999,0.0469999999999999,0.05325,0.1382499999999999,0.06175,0.0615,0.0359999999999999,0.03775,0.09825,0.0702499999999999,0.39475,0.0895,0.1205,0.0469999999999999,0.083,0.087,0.0434999999999999,0.75125,0.05775,0.04425,0.05175,0.028,0.0399999999999999,0.0655,0.0615,0.0429999999999999,0.03725,0.0434999999999999,0.06175,0.18025,0.04775,0.0979999999999999,0.05025,0.0389999999999999,0.05725,0.03475,0.03525,0.0514999999999999,0.0175,0.0252499999999999,0.0225
Max Dugan Returns (1983),0.67325,0.3954999999999999,0.50825,0.69925,0.4529999999999999,0.52825,0.51725,0.43975,0.51725,0.40425,0.3924999999999999,0.2504999999999999,0.2504999999999999,0.238,0.4044999999999999,0.8360000000000001,0.40425,0.51725,0.31825,0.2724999999999999,0.51725,0.51725,0.36575,0.22025,0.26525,0.21225,0.3269999999999999,0.2847499999999999,0.24575,0.1614999999999999,0.309,0.1952499999999999,0.0994999999999999,0.1355,0.15125,0.18325,0.23425,0.1699999999999999,0.1927499999999999,0.1775,0.16125,0.1765,0.54075,0.16725,0.1267499999999999,0.1985,0.262,0.14125,0.16775,0.1295,0.2264999999999999,0.0787499999999999,0.12325,0.0969999999999999,0.1387499999999999,0.14875,0.0672499999999999,0.1835,0.15575,0.0747499999999999,0.2957499999999999,0.10325,0.1372499999999999,0.2017499999999999,0.15525,0.0825,0.1059999999999999,0.132,0.0747499999999999,0.12325,0.0514999999999999,0.09675,0.134,0.06125,0.10975,0.0905,0.1425,0.09375,0.17125,0.11525,0.0797499999999999,0.0792499999999999,0.0717499999999999,0.0944999999999999,0.16725,0.1785,0.15175,0.17625,0.4145,0.0484999999999999,0.09525,0.08825,0.18175,0.0464999999999999,0.0695,0.0777499999999999,0.0715,0.0449999999999999,0.0777499999999999,0.141,0.07,0.0757499999999999,0.09825,0.1255,0.0705,0.06175,0.05175,0.0605,0.0642499999999999,0.03975,0.09275,0.076,0.25025,0.05975,0.1169999999999999,0.4785,0.0464999999999999,0.05975,0.0554999999999999,0.16275,0.0559999999999999,0.087,0.0637499999999999,0.09375,0.0255,0.0737499999999999,0.0935,0.10925,0.0379999999999999,0.04375,0.04675,0.0232499999999999,0.04375,0.079,0.0777499999999999,0.0379999999999999,0.0822499999999999,0.03925,0.059,0.0245,0.25475,0.0329999999999999,0.0235,0.0379999999999999,0.0429999999999999,0.1004999999999999,0.0305,0.0287499999999999,0.0227499999999999
