movieId,betrayal,culture clash,weird,vengeance,original,drama,mentor,runaway,greed,good,melancholic,addiction,independent film,drinking,dialogue,catastrophe,pornography,life philosophy,life & death,unlikely friendships,adaptation,chase,quirky,fight scenes,predictable,death,light,fun movie,weapons,not funny,very funny,new jersey,underrated,good music,fantasy world,nudity (full frontal - brief),prejudice,prison,surveillance,childhood,hospital,classic car,writers,dysfunctional family,teen movie,hip hop,awesome soundtrack,multiple storylines,transformation,stereotypes,california,irish accent,creativity,queer,first contact,stoner movie,road movie,islam,sacrifice,nudity (topless - brief),british,sexy,small town,alter ego,absurd,family,pulp,foul language,brothers,new york city,survival,dreams,film noir,period piece,doctors,directorial debut,women,80s,homeless,computer animation,censorship,los angeles,hotel,texas,ensemble cast,wilderness,robert downey jr,cancer,wartime,prostitution,lawyer,buddy movie,farce,notable nudity,too long,stand-up comedy,memory,blindness,nudity (rear),unlikeable characters,camp,internet,kidnapping,potential oscar nom,alternate history,bollywood,simple,indians,workplace,finnish,race,rebellion,tokyo,russian,australia,best of 2005,mad scientist,1930s,radio,divorce,graphic novel,atheism,adoption,hunting,ghosts/afterlife,interracial romance,kick-butt women,san francisco,documentary,made for tv,no plot,god,island,immortality,desert,father daughter relationship,shopping,reality tv,goth,trilogy,fashion,wine,snakes,single father,oil,french,time,too short,remake
Rounders (1998),0.72675,0.8915,0.8915,0.4569999999999999,0.8089999999999999,0.8915,0.96825,0.8525,0.7715000000000001,0.8915,0.62825,0.64675,0.6175,0.6175,0.68475,0.675,0.3575,0.38775,0.27925,0.61375,0.3205,0.3984999999999999,0.3195,0.68475,0.39325,0.1825,0.5495,0.68475,0.68475,0.3512499999999999,0.27975,0.4589999999999999,0.45275,0.2754999999999999,0.30425,0.2284999999999999,0.2817499999999999,0.44375,0.348,0.21475,0.1865,0.25925,0.33975,0.2085,0.347,0.11025,0.2754999999999999,0.38175,0.2835,0.27725,0.3595,0.38775,0.21575,0.1892499999999999,0.3115,0.10275,0.11525,0.2817499999999999,0.2604999999999999,0.42825,0.149,0.30425,0.28325,0.3389999999999999,0.1295,0.12275,0.181,0.32125,0.218,0.7509999999999999,0.1977499999999999,0.18225,0.1962499999999999,0.18175,0.20475,0.1955,0.11175,0.11025,0.0725,0.134,0.09575,0.1295,0.1967499999999999,0.54,0.26225,0.071,0.1372499999999999,0.1362499999999999,0.073,0.078,0.3612499999999999,0.39275,0.09375,0.1297499999999999,0.1355,0.08675,0.09525,0.12475,0.1564999999999999,0.1485,0.0595,0.41625,0.059,0.16625,0.3037499999999999,0.079,0.1335,0.129,0.0697499999999999,0.0255,0.16175,0.08875,0.088,0.3249999999999999,0.0474999999999999,0.1129999999999999,0.0847499999999999,0.0822499999999999,0.12225,0.0692499999999999,0.0625,0.09775,0.05375,0.1365,0.0349999999999999,0.0802499999999999,0.08,0.0722499999999999,0.0369999999999999,0.0645,0.10575,0.04875,0.0682499999999999,0.0632499999999999,0.0494999999999999,0.07,0.0504999999999999,0.1164999999999999,0.0682499999999999,0.04925,0.05125,0.0399999999999999,0.04475,0.064,0.125,0.0344999999999999,0.0795,0.062,0.0642499999999999
Permanent Midnight (1998),0.63975,0.63975,0.63425,0.5875,0.7815000000000001,0.873,0.7657499999999999,0.63975,0.569,0.60825,0.63125,0.98875,0.69175,0.68525,0.6245,0.40725,0.47375,0.31425,0.49375,0.55325,0.8527499999999999,0.3934999999999999,0.55625,0.2279999999999999,0.2855,0.23175,0.35275,0.24875,0.17075,0.299,0.35275,0.35275,0.5765,0.20975,0.3784999999999999,0.26125,0.35075,0.12,0.09925,0.146,0.23275,0.1965,0.73675,0.28625,0.1614999999999999,0.196,0.20975,0.24,0.21475,0.1962499999999999,0.14425,0.21875,0.24725,0.2594999999999999,0.2294999999999999,0.4695,0.1932499999999999,0.35075,0.092,0.299,0.1564999999999999,0.3582499999999999,0.1952499999999999,0.15575,0.2269999999999999,0.17325,0.155,0.10075,0.0994999999999999,0.10875,0.0677499999999999,0.1977499999999999,0.11075,0.1084999999999999,0.2214999999999999,0.412,0.2015,0.1709999999999999,0.1445,0.125,0.14925,0.205,0.147,0.10275,0.15075,0.12175,0.3259999999999999,0.1932499999999999,0.0865,0.05375,0.0655,0.1104999999999999,0.09425,0.10675,0.0765,0.15875,0.1332499999999999,0.142,0.1704999999999999,0.1945,0.18475,0.082,0.0615,0.0504999999999999,0.126,0.1039999999999999,0.076,0.0635,0.09325,0.05425,0.0722499999999999,0.0707499999999999,0.078,0.06125,0.0722499999999999,0.04625,0.1039999999999999,0.0569999999999999,0.1292499999999999,0.1099999999999999,0.437,0.0742499999999999,0.072,0.04025,0.16075,0.067,0.0822499999999999,0.03775,0.03925,0.14825,0.0319999999999999,0.12425,0.0747499999999999,0.0632499999999999,0.136,0.07,0.0409999999999999,0.08775,0.0787499999999999,0.03225,0.0354999999999999,0.04525,0.0295,0.03675,0.0205,0.0389999999999999,0.0324999999999999,0.0222499999999999,0.0237499999999999
Monument Ave. (1998),0.72,0.71325,0.53025,0.81725,0.7375,0.73625,0.44525,0.53025,0.71325,0.59025,0.53025,0.6295,0.861,0.69925,0.60875,0.425,0.4535,0.58925,0.5235,0.562,0.1845,0.29325,0.2674999999999999,0.33975,0.40525,0.14175,0.17375,0.23475,0.23475,0.32025,0.1947499999999999,0.39775,0.132,0.1317499999999999,0.29825,0.21225,0.1185,0.14125,0.15275,0.21925,0.1099999999999999,0.21475,0.1689999999999999,0.38875,0.25825,0.1149999999999999,0.1674999999999999,0.242,0.1579999999999999,0.58225,0.1689999999999999,0.64575,0.21175,0.30325,0.2339999999999999,0.1579999999999999,0.0935,0.1104999999999999,0.17425,0.1902499999999999,0.061,0.21225,0.29525,0.33975,0.1154999999999999,0.27475,0.1975,0.409,0.25875,0.10525,0.065,0.12025,0.11425,0.07,0.086,0.1094999999999999,0.2244999999999999,0.0374999999999999,0.11025,0.249,0.0677499999999999,0.0479999999999999,0.0817499999999999,0.1079999999999999,0.0865,0.0685,0.04525,0.3685,0.0529999999999999,0.0287499999999999,0.1505,0.031,0.1034999999999999,0.0672499999999999,0.14125,0.089,0.05525,0.16425,0.083,0.0655,0.15025,0.0964999999999999,0.0292499999999999,0.03925,0.091,0.0645,0.123,0.0725,0.154,0.2105,0.0514999999999999,0.0319999999999999,0.05125,0.03775,0.0459999999999999,0.03025,0.09175,0.0705,0.03775,0.0687499999999999,0.0212499999999999,0.0944999999999999,0.03975,0.0499999999999999,0.0782499999999999,0.0404999999999999,0.0559999999999999,0.0742499999999999,0.05025,0.0534999999999999,0.04925,0.04775,0.03325,0.062,0.0172499999999999,0.023,0.0227499999999999,0.0329999999999999,0.0479999999999999,0.0692499999999999,0.03575,0.04125,0.0265,0.0454999999999999,0.029,0.0424999999999999,0.0439999999999999,0.0222499999999999,0.0339999999999999
Slam (1998),0.8075000000000001,0.70325,0.6585,0.8075000000000001,0.8049999999999999,0.70325,0.7955000000000001,0.6585,0.6585,0.63975,0.53875,0.95325,0.9765,0.49275,0.52975,0.4105,0.548,0.692,0.504,0.587,0.3135,0.40325,0.3355,0.252,0.39225,0.259,0.31475,0.252,0.29125,0.35575,0.4335,0.3375,0.3542499999999999,0.33225,0.29925,0.3339999999999999,0.6755,0.9195,0.1805,0.2865,0.3904999999999999,0.2199999999999999,0.3149999999999999,0.1614999999999999,0.27675,0.87225,0.33225,0.3037499999999999,0.29425,0.50175,0.26125,0.191,0.3512499999999999,0.2987499999999999,0.18425,0.26475,0.24325,0.39825,0.1267499999999999,0.0825,0.197,0.3319999999999999,0.142,0.185,0.175,0.0627499999999999,0.1425,0.0969999999999999,0.089,0.15825,0.14225,0.22275,0.11625,0.08975,0.1215,0.32825,0.1337499999999999,0.1044999999999999,0.1932499999999999,0.1235,0.25425,0.1365,0.09325,0.04875,0.11975,0.12125,0.1982499999999999,0.0637499999999999,0.0802499999999999,0.1064999999999999,0.22025,0.12225,0.0895,0.121,0.0657499999999999,0.2837499999999999,0.1659999999999999,0.1124999999999999,0.155,0.09125,0.0837499999999999,0.085,0.1094999999999999,0.031,0.0742499999999999,0.18625,0.0665,0.0745,0.10225,0.08675,0.3545,0.23275,0.10025,0.03425,0.0852499999999999,0.03575,0.08825,0.1164999999999999,0.0444999999999999,0.064,0.0705,0.27825,0.05475,0.03575,0.1385,0.08625,0.1574999999999999,0.04125,0.24825,0.03475,0.069,0.11775,0.05475,0.03125,0.0399999999999999,0.0305,0.10925,0.1704999999999999,0.072,0.0717499999999999,0.05625,0.02,0.0197499999999999,0.0205,0.0107499999999999,0.0384999999999999,0.06,0.0444999999999999,0.03325
Runaway Train (1985),0.5925,0.9105,0.9105,0.692,0.7565,0.62875,0.70475,0.8839999999999999,0.59575,0.578,0.9105,0.1315,0.62875,0.62875,0.73525,0.4439999999999999,0.2435,0.58575,0.78325,0.3482499999999999,0.2997499999999999,0.6965,0.3299999999999999,0.6965,0.30425,0.3425,0.39525,0.5785,0.6965,0.3864999999999999,0.26675,0.2022499999999999,0.37275,0.1485,0.263,0.1915,0.17775,0.99375,0.3562499999999999,0.17775,0.3415,0.251,0.25325,0.17575,0.10375,0.0827499999999999,0.09975,0.11825,0.3445,0.18625,0.20525,0.09625,0.21325,0.137,0.20425,0.11575,0.2927499999999999,0.4325,0.3502499999999999,0.14125,0.09725,0.1335,0.2485,0.22975,0.3295,0.11475,0.2254999999999999,0.1064999999999999,0.1109999999999999,0.10375,0.4245,0.14925,0.1267499999999999,0.0895,0.1805,0.129,0.1325,0.2219999999999999,0.1402499999999999,0.1535,0.084,0.0855,0.16425,0.1282499999999999,0.0499999999999999,0.61475,0.05025,0.0564999999999999,0.10975,0.05225,0.0807499999999999,0.12275,0.1079999999999999,0.0827499999999999,0.10675,0.0745,0.12,0.23175,0.05375,0.0682499999999999,0.0672499999999999,0.0807499999999999,0.1302499999999999,0.0702499999999999,0.09075,0.0484999999999999,0.274,0.092,0.11825,0.05875,0.15675,0.08975,0.2065,0.0847499999999999,0.0632499999999999,0.03725,0.17275,0.089,0.0805,0.0905,0.078,0.0755,0.069,0.15775,0.0939999999999999,0.0574999999999999,0.0687499999999999,0.09475,0.0314999999999999,0.04525,0.0667499999999999,0.05775,0.14375,0.0509999999999999,0.0979999999999999,0.04525,0.03425,0.04175,0.0404999999999999,0.0419999999999999,0.0255,0.0469999999999999,0.143,0.028,0.0737499999999999,0.03875,0.04975,0.021,0.0414999999999999
"Pope of Greenwich Village, The (1984)",0.60225,0.8342499999999999,0.75925,0.75275,0.65775,0.77475,0.7055,0.75925,0.60225,0.8342499999999999,0.75925,0.18325,0.75925,0.75925,0.70675,0.4237499999999999,0.2855,0.36,0.2125,0.43425,0.66,0.274,0.22825,0.3425,0.2309999999999999,0.26925,0.24625,0.3425,0.3425,0.3289999999999999,0.3299999999999999,0.43875,0.3974999999999999,0.199,0.297,0.1855,0.2815,0.1069999999999999,0.119,0.2804999999999999,0.248,0.23025,0.2415,0.197,0.20675,0.1975,0.199,0.18125,0.21875,0.2017499999999999,0.10425,0.2895,0.17925,0.14275,0.1945,0.15925,0.1059999999999999,0.0895,0.1149999999999999,0.14625,0.0737499999999999,0.1917499999999999,0.297,0.123,0.11675,0.23875,0.208,0.24925,0.24775,0.8879999999999999,0.1084999999999999,0.17375,0.24375,0.1089999999999999,0.1292499999999999,0.1679999999999999,0.134,0.408,0.39825,0.1579999999999999,0.05875,0.03875,0.16475,0.1144999999999999,0.2259999999999999,0.1992499999999999,0.1465,0.0707499999999999,0.0825,0.0765,0.1377499999999999,0.2865,0.091,0.10475,0.0464999999999999,0.1009999999999999,0.10325,0.0725,0.1679999999999999,0.0812499999999999,0.10025,0.0925,0.0737499999999999,0.065,0.083,0.0777499999999999,0.1109999999999999,0.1059999999999999,0.0637499999999999,0.09575,0.15,0.0237499999999999,0.086,0.082,0.0939999999999999,0.0192499999999999,0.081,0.1054999999999999,0.09925,0.0564999999999999,0.0182499999999999,0.04225,0.0615,0.0747499999999999,0.03525,0.0725,0.0489999999999999,0.0414999999999999,0.0364999999999999,0.0364999999999999,0.05775,0.04175,0.0682499999999999,0.05725,0.0242499999999999,0.04725,0.03825,0.0732499999999999,0.05325,0.03725,0.0544999999999999,0.10875,0.0324999999999999,0.0494999999999999,0.023,0.0359999999999999,0.0374999999999999,0.0237499999999999,0.0275
"General, The (1998)",0.84375,0.7985,0.67,0.88175,0.7949999999999999,0.60275,0.8434999999999999,0.67,0.75125,0.67,0.62425,0.43325,0.59825,0.59825,0.7985,0.4297499999999999,0.346,0.56275,0.36975,0.38675,0.3552499999999999,0.2995,0.584,0.3764999999999999,0.18525,0.2284999999999999,0.353,0.4615,0.21725,0.294,0.35775,0.237,0.3107499999999999,0.16175,0.3175,0.26725,0.4127499999999999,0.1332499999999999,0.1967499999999999,0.10475,0.147,0.2804999999999999,0.2209999999999999,0.3275,0.1139999999999999,0.246,0.16175,0.2845,0.21225,0.10425,0.24625,0.98575,0.24475,0.24675,0.1957499999999999,0.1405,0.1425,0.4127499999999999,0.1322499999999999,0.1425,0.14325,0.183,0.2219999999999999,0.216,0.1455,0.239,0.175,0.3239999999999999,0.3485,0.0647499999999999,0.0672499999999999,0.08,0.4865,0.1367499999999999,0.183,0.1624999999999999,0.1609999999999999,0.0662499999999999,0.0832499999999999,0.178,0.1119999999999999,0.10925,0.0875,0.23825,0.11025,0.1505,0.1545,0.196,0.0835,0.0319999999999999,0.1089999999999999,0.04775,0.0615,0.05775,0.1185,0.0667499999999999,0.18175,0.072,0.04825,0.085,0.066,0.08775,0.04725,0.33525,0.1014999999999999,0.1099999999999999,0.0717499999999999,0.1515,0.0685,0.139,0.0855,0.11525,0.0805,0.05525,0.11275,0.0787499999999999,0.05875,0.10525,0.03325,0.0469999999999999,0.10225,0.0539999999999999,0.09,0.0647499999999999,0.0875,0.04575,0.07,0.0449999999999999,0.1295,0.1292499999999999,0.02975,0.0539999999999999,0.0544999999999999,0.0539999999999999,0.017,0.0529999999999999,0.0202499999999999,0.0419999999999999,0.0822499999999999,0.1382499999999999,0.022,0.0295,0.024,0.0339999999999999,0.0569999999999999,0.03075,0.0319999999999999,0.0227499999999999,0.0152499999999999
Another Day in Paradise (1998),0.945,1.0,0.71575,0.945,0.6835,0.683,0.8414999999999999,0.71575,0.4145,0.665,0.71575,0.966,0.84425,0.51025,1.0,0.399,0.5435,0.298,0.2015,0.2405,0.745,0.2045,0.2887499999999999,0.18425,0.493,0.3365,0.15525,0.1485,0.36275,0.3515,0.2224999999999999,0.26625,0.24525,0.121,0.26575,0.3195,0.1545,0.1054999999999999,0.0757499999999999,0.42025,0.1175,0.30625,0.302,0.31275,0.3,0.17025,0.123,0.3552499999999999,0.26125,0.1315,0.205,0.146,0.15225,0.2875,0.21225,0.15,0.3325,0.09625,0.11775,0.1897499999999999,0.1654999999999999,0.3299999999999999,0.1495,0.12175,0.122,0.42025,0.23525,0.29325,0.12425,0.05925,0.11625,0.14825,0.21225,0.0875,0.0825,0.1922499999999999,0.1169999999999999,0.0657499999999999,0.1094999999999999,0.42025,0.27225,0.05525,0.1119999999999999,0.1382499999999999,0.1195,0.09425,0.21225,0.11025,0.05975,0.363,0.0559999999999999,0.04825,0.0822499999999999,0.05925,0.10375,0.133,0.063,0.0677499999999999,0.1059999999999999,0.14225,0.1019999999999999,0.0675,0.1164999999999999,0.0715,0.0797499999999999,0.0792499999999999,0.0509999999999999,0.08725,0.05625,0.07,0.05025,0.0292499999999999,0.09,0.0379999999999999,0.04025,0.16375,0.059,0.081,0.0424999999999999,0.0687499999999999,0.1629999999999999,0.0745,0.1109999999999999,0.03925,0.05025,0.0559999999999999,0.0655,0.0424999999999999,0.0637499999999999,0.0812499999999999,0.0449999999999999,0.0865,0.0404999999999999,0.03375,0.0277499999999999,0.0339999999999999,0.1039999999999999,0.0772499999999999,0.08925,0.0227499999999999,0.03725,0.0632499999999999,0.0295,0.026,0.0212499999999999,0.0539999999999999,0.04025,0.03,0.0212499999999999
"Color of Money, The (1986)",0.8472500000000001,0.8872500000000001,0.84975,0.4375,0.78525,0.84975,0.9645,0.84975,0.837,0.83975,0.84975,0.24025,0.84975,0.84975,0.62875,0.4715,0.3229999999999999,0.4277499999999999,0.26675,0.33375,0.49075,0.34675,0.23875,0.62875,0.3575,0.2264999999999999,0.4792499999999999,0.62875,0.62875,0.3465,0.3065,0.2574999999999999,0.358,0.289,0.24125,0.2704999999999999,0.20375,0.124,0.2239999999999999,0.26275,0.16875,0.3115,0.205,0.143,0.1932499999999999,0.09375,0.289,0.249,0.3239999999999999,0.17675,0.41325,0.15825,0.237,0.1892499999999999,0.2465,0.12275,0.5105,0.1639999999999999,0.1619999999999999,0.78075,0.14075,0.3632499999999999,0.3389999999999999,0.39375,0.1425,0.20875,0.1885,0.26225,0.141,0.17575,0.1265,0.214,0.14925,0.22325,0.2304999999999999,0.12275,0.134,0.4732499999999999,0.0605,0.1505,0.1545,0.1855,0.32675,0.15925,0.1445,0.16375,0.24425,0.065,0.09175,0.0847499999999999,0.189,0.1835,0.0857499999999999,0.1639999999999999,0.25225,0.09425,0.4619999999999999,0.1262499999999999,0.1917499999999999,0.17175,0.1297499999999999,0.15875,0.0574999999999999,0.1124999999999999,0.21225,0.04425,0.1545,0.0652499999999999,0.0925,0.0364999999999999,0.1195,0.05775,0.136,0.05625,0.05875,0.138,0.17525,0.1927499999999999,0.156,0.0857499999999999,0.0232499999999999,0.0635,0.0685,0.1104999999999999,0.04625,0.06025,0.09875,0.087,0.03725,0.0514999999999999,0.05225,0.05175,0.1039999999999999,0.0847499999999999,0.0939999999999999,0.0635,0.0605,0.10675,0.0559999999999999,0.04975,0.0444999999999999,0.138,0.0787499999999999,0.03175,0.1322499999999999,0.04025,0.063,0.05075,0.05725
My Name Is Joe (1998),0.58175,0.67075,0.75275,0.351,0.6495,0.62625,0.6395,0.67075,0.6145,0.58175,0.75275,0.902,0.92825,0.8345,0.4317499999999999,0.409,0.24225,0.50025,0.42625,0.70675,0.29725,0.25,0.26525,0.23575,0.18075,0.17875,0.3,0.23575,0.23575,0.296,0.30325,0.1835,0.1887499999999999,0.1347499999999999,0.272,0.2664999999999999,0.24025,0.11125,0.1225,0.16325,0.353,0.196,0.2345,0.22625,0.1594999999999999,0.09025,0.28025,0.1699999999999999,0.301,0.26225,0.0994999999999999,0.23275,0.1505,0.25125,0.21,0.12,0.127,0.1195,0.073,0.0605,0.537,0.09575,0.14975,0.0885,0.27625,0.11675,0.14275,0.04025,0.09325,0.0464999999999999,0.1355,0.23925,0.0822499999999999,0.10575,0.1267499999999999,0.2309999999999999,0.1947499999999999,0.0595,0.15225,0.156,0.04275,0.0142499999999999,0.08675,0.092,0.1069999999999999,0.11475,0.2145,0.09625,0.1574999999999999,0.11125,0.0205,0.0314999999999999,0.1195,0.05425,0.0539999999999999,0.0802499999999999,0.0474999999999999,0.1185,0.075,0.11475,0.17525,0.0564999999999999,0.0262499999999999,0.0852499999999999,0.0692499999999999,0.2199999999999999,0.09675,0.075,0.08925,0.199,0.0772499999999999,0.0695,0.11575,0.06075,0.0692499999999999,0.0277499999999999,0.118,0.04725,0.1074999999999999,0.09875,0.04375,0.05075,0.1129999999999999,0.0675,0.1149999999999999,0.0817499999999999,0.081,0.04625,0.0792499999999999,0.02975,0.0762499999999999,0.066,0.04875,0.0235,0.0314999999999999,0.06175,0.0364999999999999,0.0692499999999999,0.0344999999999999,0.071,0.03725,0.178,0.0579999999999999,0.0484999999999999,0.0514999999999999,0.04125,0.0205,0.0319999999999999,0.0162499999999999
"Acid House, The (1998)",0.3685,0.4645,0.92275,0.651,0.79175,0.3475,0.37625,0.6155,0.37825,0.713,0.7835000000000001,0.702,0.693,0.27425,0.5305,0.42625,0.3745,0.2504999999999999,0.385,0.274,0.8605,0.2355,0.50325,0.45875,0.4685,0.2249999999999999,0.4792499999999999,0.2015,0.17925,0.2794999999999999,0.42125,0.1545,0.26575,0.2375,0.3575,0.3117499999999999,0.2495,0.25425,0.15725,0.1987499999999999,0.2917499999999999,0.15525,0.4752499999999999,0.2385,0.193,0.0464999999999999,0.1654999999999999,0.55,0.2925,0.064,0.08975,0.738,0.3339999999999999,0.24625,0.23675,0.30225,0.1395,0.10625,0.24825,0.10725,0.471,0.144,0.16325,0.15275,0.31925,0.075,0.2314999999999999,0.54275,0.15525,0.04725,0.1245,0.25975,0.0979999999999999,0.1175,0.186,0.40225,0.16175,0.0595,0.0755,0.10025,0.18075,0.0364999999999999,0.17725,0.05425,0.11075,0.05725,0.0637499999999999,0.1765,0.0974999999999999,0.05275,0.0242499999999999,0.03425,0.18375,0.0772499999999999,0.08,0.1004999999999999,0.1579999999999999,0.119,0.1064999999999999,0.152,0.0969999999999999,0.1094999999999999,0.19,0.0339999999999999,0.12225,0.06025,0.11875,0.0494999999999999,0.2025,0.20575,0.11425,0.11625,0.15725,0.0842499999999999,0.0989999999999999,0.03175,0.062,0.05025,0.0424999999999999,0.0474999999999999,0.05825,0.192,0.0855,0.018,0.206,0.0419999999999999,0.1475,0.0157499999999999,0.0394999999999999,0.0802499999999999,0.1515,0.95025,0.0454999999999999,0.1257499999999999,0.17925,0.0464999999999999,0.0782499999999999,0.03975,0.10075,0.26775,0.0519999999999999,0.0409999999999999,0.0504999999999999,0.0232499999999999,0.011,0.072,0.04075,0.209,0.10125
"Yards, The (2000)",0.95075,0.95075,0.68475,0.945,0.7115,0.74625,0.517,0.483,0.95075,0.68475,0.4495,0.1024999999999999,0.4335,0.4335,0.6295,0.41225,0.204,0.32725,0.2254999999999999,0.3834999999999999,0.23475,0.27125,0.29825,0.2554999999999999,0.3705,0.1927499999999999,0.30225,0.15925,0.245,0.37825,0.1987499999999999,0.38925,0.26325,0.2405,0.3705,0.2905,0.16475,0.4145,0.264,0.1912499999999999,0.142,0.16375,0.247,0.5375,0.1144999999999999,0.22725,0.0885,0.22225,0.17575,0.119,0.1245,0.1689999999999999,0.1664999999999999,0.11575,0.24625,0.1265,0.1252499999999999,0.213,0.20575,0.1352499999999999,0.1382499999999999,0.13,0.1967499999999999,0.16725,0.149,0.4499999999999999,0.34975,0.0685,0.3045,0.4375,0.0815,0.0999999999999999,0.42325,0.0925,0.14275,0.142,0.119,0.05225,0.0875,0.144,0.05325,0.0349999999999999,0.10775,0.09325,0.473,0.079,0.11175,0.04925,0.0697499999999999,0.0564999999999999,0.22825,0.065,0.10825,0.093,0.0747499999999999,0.0755,0.12125,0.0954999999999999,0.0692499999999999,0.05625,0.0549999999999999,0.09125,0.0954999999999999,0.04575,0.089,0.1129999999999999,0.1014999999999999,0.1009999999999999,0.1579999999999999,0.03475,0.0825,0.03725,0.0695,0.1059999999999999,0.0757499999999999,0.04475,0.063,0.1235,0.068,0.0564999999999999,0.0319999999999999,0.0632499999999999,0.0695,0.1347499999999999,0.04275,0.0705,0.0865,0.04825,0.04975,0.0715,0.09525,0.03675,0.05075,0.1355,0.05775,0.05375,0.03725,0.0305,0.05375,0.0752499999999999,0.03325,0.04375,0.031,0.0305,0.0549999999999999,0.0384999999999999,0.03925,0.03475,0.04725
All That Jazz (1979),0.737,0.82325,0.82325,0.4297499999999999,0.715,0.687,0.7145,0.57625,0.57625,0.52975,0.841,0.70425,0.82325,0.802,0.55275,0.42825,0.3005,0.43325,0.944,0.3229999999999999,0.32225,0.383,0.26175,0.1694999999999999,0.1927499999999999,0.87225,0.3415,0.2355,0.15625,0.3442499999999999,0.2724999999999999,0.138,0.35775,0.89575,0.29725,0.3455,0.14,0.0954999999999999,0.1262499999999999,0.3635,0.53225,0.2955,0.25025,0.1895,0.11575,0.27625,0.25925,0.15475,0.39125,0.0984999999999999,0.1725,0.128,0.70275,0.2987499999999999,0.18575,0.3175,0.216,0.0682499999999999,0.1644999999999999,0.20825,0.1495,0.27025,0.1154999999999999,0.3545,0.274,0.13,0.1285,0.0732499999999999,0.146,0.12475,0.10375,0.3904999999999999,0.1765,0.0855,0.4872499999999999,0.137,0.3602499999999999,0.078,0.10425,0.1295,0.155,0.04225,0.15275,0.10325,0.1297499999999999,0.09125,0.0687499999999999,0.21575,0.059,0.0757499999999999,0.0429999999999999,0.0745,0.08,0.0509999999999999,0.154,0.1875,0.1845,0.11675,0.08625,0.04725,0.1074999999999999,0.0595,0.05475,0.0842499999999999,0.081,0.1337499999999999,0.13,0.0777499999999999,0.1395,0.03275,0.0509999999999999,0.0667499999999999,0.14925,0.0474999999999999,0.03375,0.03425,0.08975,0.089,0.0979999999999999,0.29825,0.0267499999999999,0.0772499999999999,0.05575,0.08625,0.18,0.0722499999999999,0.0732499999999999,0.0464999999999999,0.0479999999999999,0.062,0.07,0.1104999999999999,0.062,0.2967499999999999,0.05025,0.0722499999999999,0.0682499999999999,0.0549999999999999,0.05175,0.0519999999999999,0.087,0.05675,0.0807499999999999,0.0292499999999999,0.028,0.04125,0.09175,0.0197499999999999,0.0152499999999999
Bringing Out the Dead (1999),0.7245,0.713,0.79175,0.61225,0.81575,0.7245,0.475,0.78925,0.79175,0.51625,0.78925,0.8855,0.7245,0.739,0.79175,0.38875,0.4465,0.4585,0.89575,0.2345,0.3415,0.245,0.674,0.22075,0.4835,0.55625,0.3149999999999999,0.23325,0.2279999999999999,0.32325,0.22525,0.44575,0.46125,0.41225,0.4337499999999999,0.29125,0.1019999999999999,0.0915,0.1069999999999999,0.11975,0.712,0.174,0.3319999999999999,0.24,0.0865,0.1215,0.41225,0.26075,0.284,0.1019999999999999,0.176,0.15575,0.24325,0.1895,0.24425,0.36,0.5035,0.084,0.12025,0.1555,0.13,0.12375,0.20675,0.259,0.3149999999999999,0.135,0.3435,0.0725,0.10225,0.8605,0.1074999999999999,0.212,0.4265,0.0595,0.435,0.142,0.14,0.069,0.8142499999999999,0.1455,0.11575,0.119,0.21925,0.1357499999999999,0.2199999999999999,0.11075,0.1942499999999999,0.1614999999999999,0.0677499999999999,0.284,0.019,0.0449999999999999,0.09075,0.04025,0.10525,0.09025,0.173,0.08,0.0964999999999999,0.242,0.0682499999999999,0.0657499999999999,0.0329999999999999,0.0584999999999999,0.09775,0.0705,0.076,0.1059999999999999,0.3954999999999999,0.06175,0.0667499999999999,0.05375,0.1372499999999999,0.05725,0.03225,0.0529999999999999,0.1295,0.04675,0.1347499999999999,0.0695,0.10925,0.0682499999999999,0.05725,0.0379999999999999,0.201,0.05575,0.0857499999999999,0.05075,0.0509999999999999,0.0424999999999999,0.15725,0.1405,0.04925,0.0792499999999999,0.0727499999999999,0.0625,0.0424999999999999,0.0514999999999999,0.7682500000000001,0.0534999999999999,0.06125,0.0642499999999999,0.1074999999999999,0.03225,0.05475,0.03625,0.04125,0.0152499999999999,0.0364999999999999
