movieId,weird,original,first contact,greed,melancholic,survival,dialogue,culture clash,vengeance,catastrophe,drama,runaway,good,independent film,life & death,predictable,surveillance,pornography,mentor,fantasy world,fight scenes,creativity,life philosophy,chase,absurd,light,drinking,adaptation,quirky,betrayal,transformation,mad scientist,not funny,memory,death,weapons,very funny,sacrifice,fun movie,underrated,doctors,writers,dreams,dysfunctional family,unlikely friendships,islam,internet,classic car,nudity (full frontal - brief),god,sexy,desert,immortality,pulp,family,computer animation,hospital,multiple storylines,childhood,road movie,film noir,atheism,alter ego,british,alternate history,simple,small town,prejudice,california,tokyo,hotel,irish accent,wilderness,teen movie,women,queer,stereotypes,workplace,blindness,nudity (topless - brief),good music,directorial debut,time,island,farce,period piece,too long,new jersey,awesome soundtrack,stoner movie,camp,no plot,addiction,censorship,rebellion,wartime,80s,radio,nudity (rear),indians,prison,hunting,oil,unlikeable characters,kidnapping,ensemble cast,race,australia,1930s,divorce,bollywood,graphic novel,reality tv,brothers,trilogy,cancer,notable nudity,snakes,new york city,foul language,best of 2005,homeless,stand-up comedy,los angeles,father daughter relationship,russian,goth,kick-butt women,texas,made for tv,adoption,potential oscar nom,interracial romance,wine,ghosts/afterlife,remake,san francisco,hip hop,too short,finnish,french,robert downey jr,shopping,prostitution,fashion,documentary,single father,buddy movie,lawyer
Brainstorm (1983),0.8787499999999999,0.8787499999999999,0.962,0.8787499999999999,0.8445,0.9265,0.8445,0.8445,0.55325,0.962,0.55325,0.55325,0.5935,0.4357499999999999,0.8952500000000001,0.5295,0.39575,0.5205,0.60075,0.4695,0.8672500000000001,0.4805,0.45225,0.59125,0.3195,0.4145,0.16275,0.2375,0.16725,0.20475,0.4405,0.679,0.35775,0.86025,0.987,0.70325,0.3405,0.424,0.244,0.4257499999999999,0.25375,0.2229999999999999,0.4375,0.33975,0.30025,0.10975,0.3582499999999999,0.11025,0.18625,0.2189999999999999,0.1815,0.15225,0.50525,0.2185,0.14125,0.21675,0.38475,0.1912499999999999,0.186,0.12125,0.09025,0.187,0.3125,0.10375,0.1975,0.11575,0.0959999999999999,0.0925,0.1099999999999999,0.16425,0.1644999999999999,0.24625,0.1089999999999999,0.17525,0.11375,0.344,0.1084999999999999,0.086,0.088,0.1975,0.24775,0.131,0.4097499999999999,0.15075,0.0944999999999999,0.0812499999999999,0.09775,0.0802499999999999,0.09775,0.12325,0.14925,0.11575,0.16725,0.1079999999999999,0.25125,0.04725,0.3139999999999999,0.1185,0.1987499999999999,0.0895,0.1004999999999999,0.0895,0.09775,0.0979999999999999,0.065,0.069,0.10725,0.1215,0.1064999999999999,0.0939999999999999,0.0519999999999999,0.0499999999999999,0.05375,0.05025,0.0642499999999999,0.25925,0.0672499999999999,0.1347499999999999,0.0665,0.0762499999999999,0.03975,0.04125,0.0564999999999999,0.0635,0.04325,0.0635,0.03475,0.0489999999999999,0.065,0.09075,0.0474999999999999,0.03425,0.0632499999999999,0.0647499999999999,0.31,0.0529999999999999,0.15775,0.04625,0.0245,0.0255,0.0374999999999999,0.0652499999999999,0.03525,0.0319999999999999,0.04475,0.0275,0.0379999999999999,0.05225,0.03925
Metropolis (2001),0.96275,0.9215,0.8887499999999999,0.9215,0.78775,0.8887499999999999,0.6615,0.6615,0.5045,0.6595,0.7569999999999999,0.6615,0.6595,0.46575,0.5425,0.45675,0.2977499999999999,0.4825,0.4752499999999999,0.513,0.3512499999999999,0.36375,0.32825,0.23575,0.3742499999999999,0.43325,0.39425,0.50575,0.4337499999999999,0.676,0.44225,0.26375,0.351,0.258,0.23475,0.432,0.277,0.23425,0.1594999999999999,0.379,0.1377499999999999,0.1745,0.3662499999999999,0.2314999999999999,0.25475,0.4277499999999999,0.0865,0.2254999999999999,0.30525,0.1175,0.28,0.0825,0.0707499999999999,0.39475,0.4902499999999999,0.96625,0.14475,0.26525,0.21925,0.073,0.24575,0.15575,0.479,0.1735,0.2967499999999999,0.1614999999999999,0.16175,0.36375,0.1282499999999999,0.7965,0.1435,0.1684999999999999,0.0994999999999999,0.127,0.14,0.21375,0.31775,0.14,0.16925,0.2055,0.34025,0.1362499999999999,0.0329999999999999,0.088,0.15725,0.1674999999999999,0.0822499999999999,0.2045,0.34025,0.1515,0.0717499999999999,0.1962499999999999,0.10675,0.1932499999999999,0.57025,0.0817499999999999,0.05275,0.04425,0.1235,0.0737499999999999,0.08925,0.0817499999999999,0.06175,0.2012499999999999,0.0662499999999999,0.1257499999999999,0.1295,0.04625,0.55625,0.073,0.14625,0.68,0.0469999999999999,0.1745,0.04125,0.0554999999999999,0.0817499999999999,0.087,0.1845,0.0647499999999999,0.11025,0.05975,0.089,0.0645,0.10875,0.04675,0.1245,0.09625,0.0529999999999999,0.0615,0.1327499999999999,0.1094999999999999,0.0747499999999999,0.04225,0.0692499999999999,0.25325,0.0735,0.077,0.021,0.03275,0.06025,0.1395,0.0295,0.0842499999999999,0.0685,0.0544999999999999,0.0305,0.04375,0.04625
Death Watch (La Mort en Direct) (1980),0.812,0.8540000000000001,0.869,0.812,0.8680000000000001,0.869,0.71525,0.812,0.67775,0.695,0.65075,0.812,0.7235,0.76875,0.61625,0.26825,0.2584999999999999,0.76875,0.4265,0.45025,0.27925,0.4034999999999999,0.2995,0.39575,0.37,0.44025,0.575,0.2514999999999999,0.4912499999999999,0.45875,0.149,0.0815,0.3405,0.11975,0.83325,0.257,0.55125,0.31575,0.1317499999999999,0.1034999999999999,0.55575,0.3015,0.2027499999999999,0.2905,0.1755,0.179,0.1684999999999999,0.1475,0.41025,0.05225,0.51825,0.066,0.3485,0.15675,0.25225,0.10775,0.15375,0.36975,0.1967499999999999,0.15275,0.44025,0.0812499999999999,0.369,0.713,0.11375,0.266,0.3319999999999999,0.0785,0.418,0.32225,0.31525,0.0705,0.39675,0.125,0.066,0.3087499999999999,0.091,0.068,0.39225,0.0797499999999999,0.11725,0.11525,0.20375,0.09425,0.23125,0.1235,0.18375,0.05325,0.0807499999999999,0.16525,0.04325,0.07,0.2125,0.242,0.0404999999999999,0.1825,0.085,0.0847499999999999,0.0449999999999999,0.03125,0.0707499999999999,0.0245,0.0175,0.025,0.04625,0.066,0.04025,0.04925,0.21375,0.0974999999999999,0.04775,0.03975,0.973,0.0747499999999999,0.18675,0.06025,0.0499999999999999,0.03175,0.12425,0.0742499999999999,0.0414999999999999,0.4315,0.2339999999999999,0.03575,0.03925,0.0205,0.0424999999999999,0.0595,0.0672499999999999,0.0752499999999999,0.0832499999999999,0.0142499999999999,0.1164999999999999,0.1282499999999999,0.0285,0.126,0.0197499999999999,0.1302499999999999,0.0165,0.0334999999999999,0.12175,0.012,0.026,0.10925,0.0267499999999999,0.20825,0.05675,0.0145,0.0544999999999999
No Such Thing (2001),0.9035,0.8154999999999999,0.7265,0.8795,0.8795,0.51,0.8795,0.8795,0.68325,0.7265,0.3934999999999999,0.436,0.3107499999999999,0.8627499999999999,0.68325,0.7265,0.2897499999999999,0.38425,0.4054999999999999,0.27725,0.15675,0.4117499999999999,0.5915,0.12175,0.6895,0.15075,0.3732499999999999,0.2927499999999999,0.71675,0.25625,0.374,0.79975,0.3702499999999999,0.2264999999999999,0.1664999999999999,0.1579999999999999,0.2995,0.1385,0.1387499999999999,0.14225,0.39775,0.31325,0.24925,0.1955,0.2284999999999999,0.0797499999999999,0.1614999999999999,0.17825,0.16625,0.304,0.37575,0.059,0.2985,0.12025,0.028,0.0949999999999999,0.3115,0.127,0.0695,0.0595,0.088,0.1397499999999999,0.082,0.05675,0.0812499999999999,0.07,0.09675,0.05825,0.0925,0.24725,0.21025,0.11525,0.0504999999999999,0.11075,0.0625,0.14225,0.17525,0.26425,0.0822499999999999,0.16075,0.0852499999999999,0.0564999999999999,0.05275,0.14325,0.1245,0.0727499999999999,0.0964999999999999,0.1235,0.0767499999999999,0.0605,0.1485,0.04525,0.06175,0.0742499999999999,0.0295,0.0474999999999999,0.0232499999999999,0.0712499999999999,0.0755,0.03325,0.0705,0.0272499999999999,0.0737499999999999,0.03225,0.0285,0.0687499999999999,0.0399999999999999,0.04075,0.025,0.0802499999999999,0.066,0.0344999999999999,0.026,0.0519999999999999,0.0295,0.04275,0.126,0.017,0.0865,0.0474999999999999,0.12025,0.0424999999999999,0.1004999999999999,0.0354999999999999,0.0162499999999999,0.04675,0.0245,0.0539999999999999,0.0394999999999999,0.04775,0.0384999999999999,0.04975,0.0334999999999999,0.0745,0.017,0.0205,0.021,0.05125,0.0237499999999999,0.05275,0.0255,0.0235,0.0267499999999999,0.04725,0.0444999999999999,0.0282499999999999,0.0157499999999999,0.0202499999999999,0.0182499999999999
Nomads (1986),0.8965000000000001,0.8919999999999999,0.54625,0.8919999999999999,0.6265,0.6725,0.8919999999999999,0.5845,0.727,0.419,0.61375,0.371,0.5945,0.66125,0.6075,0.62725,0.72525,0.7075,0.4085,0.601,0.50225,0.265,0.3129999999999999,0.79375,0.35775,0.27625,0.293,0.3572499999999999,0.3249999999999999,0.66475,0.471,0.47775,0.3712499999999999,0.602,0.67975,0.30125,0.24875,0.1674999999999999,0.366,0.388,0.89225,0.3185,0.2289999999999999,0.2085,0.4565,0.1277499999999999,0.4815,0.1955,0.272,0.1064999999999999,0.4065,0.16875,0.0855,0.3894999999999999,0.1907499999999999,0.1942499999999999,0.768,0.187,0.16275,0.1997499999999999,0.15,0.1119999999999999,0.34025,0.11225,0.195,0.1215,0.1089999999999999,0.136,0.71975,0.1004999999999999,0.1365,0.15325,0.0584999999999999,0.2125,0.2875,0.2115,0.188,0.15725,0.182,0.2185,0.10375,0.46775,0.0852499999999999,0.15875,0.1644999999999999,0.08875,0.18375,0.11325,0.10475,0.18125,0.21375,0.1555,0.0767499999999999,0.09525,0.03125,0.0755,0.41725,0.072,0.16475,0.0785,0.1104999999999999,0.04125,0.059,0.0675,0.11875,0.05825,0.0675,0.03575,0.0559999999999999,0.0692499999999999,0.0695,0.28725,0.4499999999999999,0.0787499999999999,0.09875,0.10475,0.15,0.05425,0.0777499999999999,0.11375,0.1139999999999999,0.0855,0.09675,0.6285,0.0419999999999999,0.0539999999999999,0.371,0.0685,0.06075,0.05525,0.1235,0.3452499999999999,0.0464999999999999,0.0574999999999999,0.22125,0.196,0.08825,0.5135,0.05425,0.0534999999999999,0.2867499999999999,0.028,0.3169999999999999,0.0632499999999999,0.0939999999999999,0.03225,0.1355,0.06075,0.0637499999999999
Silent Running (1972),0.9235,0.8872500000000001,0.987,0.8872500000000001,0.8452500000000001,0.96475,0.8452500000000001,0.8452500000000001,0.8065,0.8819999999999999,0.8065,0.64975,0.64975,0.43825,0.637,0.492,0.33725,0.23175,0.5225,0.36875,0.8605,0.44525,0.4935,0.4167499999999999,0.4575,0.626,0.33175,0.2554999999999999,0.55425,0.213,0.429,0.52975,0.36175,0.4685,0.17175,0.4459999999999999,0.502,0.38725,0.46325,0.3045,0.2985,0.1664999999999999,0.2385,0.131,0.4145,0.1689999999999999,0.0822499999999999,0.1845,0.2724999999999999,0.282,0.14525,0.37675,0.4125,0.18425,0.1649999999999999,0.4147499999999999,0.1569999999999999,0.128,0.29325,0.32725,0.1169999999999999,0.239,0.1925,0.187,0.1674999999999999,0.3117499999999999,0.14825,0.15925,0.3622499999999999,0.25525,0.12025,0.1377499999999999,0.306,0.11625,0.09875,0.11925,0.1019999999999999,0.358,0.14225,0.2185,0.3027499999999999,0.4732499999999999,0.32275,0.1382499999999999,0.1372499999999999,0.1985,0.1659999999999999,0.12225,0.3027499999999999,0.146,0.2015,0.0969999999999999,0.0765,0.0767499999999999,0.10975,0.1372499999999999,0.1425,0.3149999999999999,0.1912499999999999,0.1009999999999999,0.0822499999999999,0.0727499999999999,0.33675,0.09425,0.04125,0.0524999999999999,0.185,0.08625,0.1475,0.0379999999999999,0.09175,0.0287499999999999,0.11225,0.0755,0.05925,0.0434999999999999,0.11425,0.136,0.04175,0.0434999999999999,0.06,0.059,0.0827499999999999,0.0584999999999999,0.0499999999999999,0.061,0.05375,0.10175,0.08775,0.0605,0.0697499999999999,0.04475,0.0635,0.03975,0.10775,0.0344999999999999,0.084,0.03675,0.0514999999999999,0.029,0.04525,0.0509999999999999,0.0329999999999999,0.0419999999999999,0.04075,0.03575,0.03475,0.05225,0.0207499999999999
Rollerball (1975),0.776,0.7805,0.99125,0.7505,0.51525,0.99125,0.529,0.51025,0.75725,0.68625,0.51025,0.5195,0.39,0.3369999999999999,0.3,0.33625,0.32675,0.4972499999999999,0.5855,0.3399999999999999,0.5235,0.3794999999999999,0.26975,0.57675,0.307,0.49175,0.18475,0.423,0.2095,0.75725,0.4075,0.33725,0.38,0.1947499999999999,0.3665,0.5235,0.418,0.188,0.487,0.26425,0.154,0.18275,0.1545,0.14225,0.1307499999999999,0.306,0.271,0.236,0.181,0.14725,0.24475,0.1907499999999999,0.4475,0.39775,0.14,0.15525,0.09225,0.16775,0.24475,0.15875,0.1004999999999999,0.089,0.3435,0.1094999999999999,0.25675,0.22975,0.186,0.20425,0.29,0.527,0.0885,0.09175,0.1332499999999999,0.1785,0.17325,0.16075,0.12325,0.0905,0.1397499999999999,0.1425,0.11875,0.1315,0.1169999999999999,0.1287499999999999,0.15275,0.1714999999999999,0.1255,0.1455,0.1272499999999999,0.1302499999999999,0.2355,0.04025,0.1569999999999999,0.52925,0.4409999999999999,0.069,0.3085,0.0765,0.1505,0.10675,0.0782499999999999,0.0855,0.141,0.071,0.04925,0.0579999999999999,0.0984999999999999,0.088,0.1134999999999999,0.0559999999999999,0.1024999999999999,0.09925,0.623,0.0695,0.0852499999999999,0.0647499999999999,0.0949999999999999,0.18225,0.1134999999999999,0.05225,0.091,0.05175,0.09325,0.11225,0.04625,0.03925,0.0832499999999999,0.0707499999999999,0.146,0.04825,0.0514999999999999,0.031,0.1014999999999999,0.03525,0.05375,0.186,0.0559999999999999,0.0632499999999999,0.0835,0.0227499999999999,0.0389999999999999,0.14225,0.0374999999999999,0.05675,0.121,0.0359999999999999,0.0329999999999999,0.0459999999999999,0.0339999999999999
Simone (S1m0ne) (2002),0.69475,0.841,0.9235,0.662,0.69475,0.604,0.662,0.662,0.633,0.9235,0.633,0.633,0.637,0.21,0.351,0.6655,0.4565,0.247,0.50475,0.52875,0.58025,0.6415,0.37825,0.37275,0.7945,0.4155,0.10075,0.28325,0.73825,0.31,0.28225,0.46325,0.3035,0.37875,0.206,0.21275,0.3562499999999999,0.18225,0.599,0.24625,0.2465,0.4549999999999999,0.2654999999999999,0.21975,0.1965,0.72625,0.73475,0.1709999999999999,0.186,0.356,0.2967499999999999,0.0434999999999999,0.1654999999999999,0.1584999999999999,0.266,0.5735,0.1377499999999999,0.20575,0.11325,0.081,0.10375,0.261,0.262,0.066,0.249,0.11825,0.09125,0.09675,0.34325,0.0657499999999999,0.17925,0.1654999999999999,0.0519999999999999,0.2329999999999999,0.22325,0.18125,0.215,0.1265,0.10725,0.1205,0.0807499999999999,0.09425,0.14425,0.15125,0.3185,0.1342499999999999,0.1154999999999999,0.12075,0.0752499999999999,0.0645,0.0837499999999999,0.1375,0.0564999999999999,0.09275,0.0434999999999999,0.0574999999999999,0.04175,0.09525,0.088,0.06025,0.0805,0.03525,0.069,0.076,0.04525,0.126,0.1049999999999999,0.0167499999999999,0.0775,0.1525,0.1335,0.0747499999999999,0.10925,0.05075,0.05875,0.1905,0.1064999999999999,0.09675,0.1024999999999999,0.0832499999999999,0.04225,0.0695,0.0815,0.28075,0.0595,0.071,0.0212499999999999,0.05575,0.03125,0.05375,0.0615,0.0835,0.1119999999999999,0.05075,0.0142499999999999,0.18525,0.0647499999999999,0.1245,0.081,0.03775,0.0292499999999999,0.11125,0.0454999999999999,0.0339999999999999,0.12475,0.03625,0.1019999999999999,0.0479999999999999,0.04975
Powaqqatsi (1988),0.891,0.891,0.83125,0.891,0.8999999999999999,0.345,0.70175,0.804,0.67175,0.83125,0.653,0.7725,0.50575,0.919,0.919,0.381,0.2319999999999999,0.4365,0.40475,0.4405,0.2194999999999999,0.65575,0.7305,0.22975,0.20825,0.39475,0.4645,0.30425,0.18725,0.23275,0.60875,0.1709999999999999,0.3655,0.10275,0.27525,0.3199999999999999,0.2925,0.264,0.15725,0.26275,0.2259999999999999,0.1282499999999999,0.3189999999999999,0.1445,0.1765,0.45575,0.092,0.3642499999999999,0.30625,0.49875,0.14675,0.3585,0.209,0.1307499999999999,0.1337499999999999,0.66625,0.1995,0.1957499999999999,0.47075,0.386,0.08625,0.25525,0.11725,0.17125,0.18475,0.23875,0.1169999999999999,0.2339999999999999,0.1205,0.20675,0.10825,0.186,0.08,0.10675,0.134,0.1445,0.207,0.2835,0.16075,0.0964999999999999,0.7495,0.0842499999999999,0.34325,0.08725,0.0959999999999999,0.182,0.26175,0.09525,0.1654999999999999,0.24025,0.1049999999999999,0.04225,0.11075,0.11075,0.08725,0.0732499999999999,0.0662499999999999,0.09325,0.10975,0.2554999999999999,0.0782499999999999,0.0559999999999999,0.0842499999999999,0.03275,0.0257499999999999,0.0544999999999999,0.21175,0.0642499999999999,0.086,0.1367499999999999,0.1342499999999999,0.0554999999999999,0.03475,0.0702499999999999,0.8572500000000001,0.09075,0.1205,0.04625,0.0722499999999999,0.0665,0.05075,0.0944999999999999,0.21275,0.0197499999999999,0.11175,0.0817499999999999,0.04075,0.0499999999999999,0.0534999999999999,0.0812499999999999,0.0805,0.0524999999999999,0.11775,0.0627499999999999,0.11825,0.0217499999999999,0.0384999999999999,0.0295,0.05525,0.1395,0.0822499999999999,0.03525,0.121,0.0687499999999999,0.0554999999999999,0.2339999999999999,0.04675,0.03,0.0187499999999999
Naqoyqatsi (2002),0.97575,0.91225,0.8145,0.91225,0.961,0.32275,0.663,0.72425,0.499,0.8145,0.6905,0.80325,0.40825,0.748,0.711,0.37825,0.1902499999999999,0.36175,0.376,0.4095,0.24375,0.3239999999999999,0.51475,0.22275,0.247,0.35975,0.4245,0.2524999999999999,0.2465,0.2804999999999999,0.3215,0.153,0.33725,0.09525,0.25375,0.39975,0.23425,0.1997499999999999,0.1362499999999999,0.21175,0.0797499999999999,0.09675,0.3209999999999999,0.1679999999999999,0.17375,0.32125,0.0825,0.32125,0.23275,0.4085,0.1392499999999999,0.14875,0.0939999999999999,0.28325,0.12175,0.571,0.09625,0.3025,0.2514999999999999,0.1435,0.0954999999999999,0.3774999999999999,0.12225,0.2002499999999999,0.24175,0.18625,0.1004999999999999,0.286,0.0847499999999999,0.27125,0.06125,0.18,0.153,0.1004999999999999,0.15525,0.1649999999999999,0.137,0.1397499999999999,0.1305,0.0702499999999999,0.48,0.0815,0.1119999999999999,0.13,0.11325,0.1305,0.1995,0.05225,0.2017499999999999,0.178,0.124,0.0359999999999999,0.0984999999999999,0.16475,0.1134999999999999,0.1114999999999999,0.05775,0.0895,0.068,0.1397499999999999,0.0725,0.0324999999999999,0.0584999999999999,0.0735,0.0399999999999999,0.0479999999999999,0.1365,0.0637499999999999,0.087,0.0444999999999999,0.181,0.09175,0.11325,0.06175,0.8365,0.083,0.0554999999999999,0.0745,0.04175,0.03,0.03325,0.06075,0.0845,0.02,0.05825,0.1285,0.04425,0.131,0.0479999999999999,0.05225,0.04625,0.0409999999999999,0.11425,0.0399999999999999,0.0735,0.0334999999999999,0.0272499999999999,0.04125,0.0489999999999999,0.05025,0.0712499999999999,0.0449999999999999,0.092,0.0732499999999999,0.0349999999999999,0.4107499999999999,0.022,0.02975,0.0142499999999999
Mutant Action (Acción Mutante) (1993),0.91175,0.81525,0.9495,0.707,0.6075,0.513,0.4862499999999999,0.6075,0.7562500000000001,0.4605,0.7325,0.41025,0.36375,0.90675,0.6815,0.361,0.26375,0.4065,0.394,0.3445,0.3735,0.566,0.2355,0.4227499999999999,0.87575,0.27275,0.2564999999999999,0.36875,0.91175,0.7562500000000001,0.2334999999999999,0.2065,0.25675,0.084,0.3085,0.3735,0.566,0.0857499999999999,0.2977499999999999,0.1825,0.14475,0.2224999999999999,0.144,0.3335,0.1775,0.15925,0.0702499999999999,0.3185,0.33875,0.11675,0.17675,0.42225,0.27525,0.4509999999999999,0.0802499999999999,0.11075,0.12225,0.26875,0.084,0.2514999999999999,0.22375,0.11675,0.17925,0.1967499999999999,0.18425,0.09575,0.11325,0.063,0.1619999999999999,0.27025,0.193,0.2907499999999999,0.1372499999999999,0.14275,0.1287499999999999,0.27125,0.0675,0.275,0.0747499999999999,0.27025,0.1044999999999999,0.16175,0.03025,0.027,0.3542499999999999,0.10925,0.089,0.0429999999999999,0.08675,0.12075,0.09,0.0705,0.0787499999999999,0.2784999999999999,0.125,0.09325,0.1357499999999999,0.0235,0.08725,0.0544999999999999,0.1495,0.16425,0.2855,0.1089999999999999,0.72325,0.29225,0.0795,0.1044999999999999,0.0662499999999999,0.05975,0.0605,0.05075,0.0852499999999999,0.0999999999999999,0.1337499999999999,0.093,0.061,0.1084999999999999,0.0334999999999999,0.0595,0.0434999999999999,0.05775,0.0625,0.08775,0.09875,0.04575,0.0875,0.122,0.1195,0.04675,0.1119999999999999,0.05675,0.05925,0.34375,0.04725,0.0165,0.0202499999999999,0.0742499999999999,0.0117499999999999,0.05825,0.0825,0.0915,0.085,0.09825,0.0414999999999999,0.0925,0.0207499999999999,0.0187499999999999,0.0379999999999999
Scanners (1981),0.88975,0.84575,0.90925,0.8105,0.8685,0.47275,0.8105,0.8105,0.84575,0.577,0.5615,0.5285,0.384,0.474,0.2985,0.3045,0.57875,0.84575,0.52575,0.24375,0.7265,0.4955,0.2514999999999999,0.4575,0.2935,0.371,0.2375,0.3379999999999999,0.22875,0.2975,0.418,0.73625,0.3715,0.1654999999999999,0.17925,0.53825,0.209,0.23375,0.1897499999999999,0.30025,0.4715,0.1664999999999999,0.1962499999999999,0.20575,0.125,0.0745,0.10975,0.22725,0.1892499999999999,0.11575,0.129,0.1225,0.16675,0.23925,0.073,0.3159999999999999,0.17125,0.15725,0.1815,0.11075,0.11225,0.084,0.1619999999999999,0.09275,0.10325,0.09875,0.21075,0.11325,0.1382499999999999,0.156,0.11825,0.0865,0.1109999999999999,0.14175,0.2002499999999999,0.141,0.05575,0.10475,0.129,0.188,0.071,0.15,0.0645,0.1014999999999999,0.09925,0.074,0.09425,0.073,0.06,0.1515,0.3045,0.08875,0.22525,0.11225,0.10675,0.0632499999999999,0.3057499999999999,0.087,0.0895,0.05375,0.10725,0.2022499999999999,0.05675,0.03525,0.063,0.04125,0.0715,0.0424999999999999,0.0687499999999999,0.0494999999999999,0.0419999999999999,0.137,0.03725,0.0939999999999999,0.03325,0.03275,0.0672499999999999,0.15675,0.0615,0.0282499999999999,0.03175,0.374,0.09725,0.04275,0.03125,0.04875,0.072,0.0419999999999999,0.1277499999999999,0.078,0.03675,0.0339999999999999,0.05975,0.0237499999999999,0.0217499999999999,0.0272499999999999,0.0584999999999999,0.0504999999999999,0.0205,0.0384999999999999,0.04275,0.05325,0.0842499999999999,0.03925,0.05125,0.0334999999999999,0.0172499999999999,0.0217499999999999,0.013
Solaris (2002),0.95325,0.83975,0.9665,0.95325,0.95325,0.7325,0.95325,0.95325,0.6315,0.4865,0.69525,0.4395,0.5165,0.63025,0.8109999999999999,0.61825,0.429,0.38675,0.3964999999999999,0.35375,0.22475,0.4325,0.40125,0.2264999999999999,0.4044999999999999,0.28825,0.364,0.77275,0.26875,0.21175,0.31825,0.181,0.38675,0.863,0.59025,0.16175,0.22975,0.16425,0.15125,0.20325,0.257,0.3057499999999999,0.5525,0.22825,0.15925,0.10025,0.126,0.1415,0.20325,0.3742499999999999,0.3632499999999999,0.129,0.2774999999999999,0.15725,0.1044999999999999,0.11625,0.1805,0.14075,0.143,0.0852499999999999,0.143,0.23025,0.1109999999999999,0.086,0.0949999999999999,0.122,0.069,0.0715,0.0954999999999999,0.1485,0.2045,0.1382499999999999,0.0655,0.11375,0.1505,0.14075,0.0687499999999999,0.0792499999999999,0.09875,0.12425,0.1337499999999999,0.0817499999999999,0.1159999999999999,0.0935,0.0979999999999999,0.10575,0.24475,0.0835,0.0747499999999999,0.14875,0.0479999999999999,0.128,0.09,0.0554999999999999,0.0245,0.0645,0.0574999999999999,0.04825,0.205,0.09075,0.0675,0.04225,0.0842499999999999,0.0755,0.03675,0.0677499999999999,0.0605,0.03725,0.0539999999999999,0.077,0.0785,0.0167499999999999,0.03275,0.061,0.0374999999999999,0.082,0.05225,0.0544999999999999,0.05625,0.0354999999999999,0.0524999999999999,0.03375,0.0875,0.0354999999999999,0.0434999999999999,0.1912499999999999,0.0162499999999999,0.0494999999999999,0.05575,0.078,0.0732499999999999,0.05075,0.065,0.0827499999999999,0.03725,0.495,0.03175,0.0504999999999999,0.03175,0.03225,0.03825,0.03675,0.0494999999999999,0.03275,0.0252499999999999,0.0389999999999999,0.0277499999999999,0.03025,0.04875
Android (1982),0.926,0.67425,0.98425,0.68825,0.68825,0.7502500000000001,0.68825,0.68825,0.40825,0.7715000000000001,0.2055,0.37175,0.39475,0.80375,0.2957499999999999,0.6,0.272,0.64825,0.4175,0.52775,0.81125,0.27125,0.2947499999999999,0.47975,0.32875,0.52375,0.1669999999999999,0.19,0.6575,0.40825,0.22225,0.90175,0.3754999999999999,0.09875,0.15425,0.302,0.304,0.0775,0.1307499999999999,0.6015,0.3015,0.132,0.194,0.16975,0.14525,0.1402499999999999,0.188,0.1307499999999999,0.08825,0.3954999999999999,0.1405,0.3037499999999999,0.081,0.374,0.04275,0.1347499999999999,0.065,0.1365,0.14525,0.1579999999999999,0.1129999999999999,0.08925,0.0627499999999999,0.0707499999999999,0.4085,0.2564999999999999,0.17275,0.155,0.21075,0.0787499999999999,0.09425,0.10875,0.11875,0.09325,0.1997499999999999,0.10875,0.07,0.132,0.1295,0.15175,0.0625,0.05075,0.0675,0.0865,0.1014999999999999,0.09175,0.1679999999999999,0.09275,0.08,0.091,0.31375,0.0717499999999999,0.03825,0.083,0.0359999999999999,0.0389999999999999,0.1735,0.14,0.0205,0.0584999999999999,0.2604999999999999,0.0212499999999999,0.14475,0.0735,0.0394999999999999,0.0354999999999999,0.05725,0.085,0.06025,0.0217499999999999,0.0175,0.0344999999999999,0.0285,0.05025,0.0752499999999999,0.0394999999999999,0.0399999999999999,0.14475,0.0185,0.0192499999999999,0.0122499999999999,0.024,0.14925,0.20525,0.0329999999999999,0.023,0.0514999999999999,0.0632499999999999,0.1014999999999999,0.09075,0.04925,0.03025,0.063,0.0147499999999999,0.0319999999999999,0.0414999999999999,0.0559999999999999,0.154,0.0564999999999999,0.17425,0.0364999999999999,0.03175,0.0272499999999999,0.05575,0.0207499999999999,0.03975,0.05375,0.0314999999999999,0.0115
