movieId,weird,greed,original,runaway,melancholic,light,culture clash,good,drama,very funny,farce,vengeance,dialogue,fun movie,betrayal,chase,mentor,drinking,1930s,film noir,catastrophe,adaptation,period piece,independent film,childhood,absurd,quirky,divorce,surveillance,unlikely friendships,sexy,hotel,british,transformation,life philosophy,creativity,life & death,family,women,fantasy world,pornography,prejudice,predictable,fight scenes,islam,wartime,not funny,first contact,underrated,alter ego,sacrifice,dysfunctional family,writers,classic car,queer,death,teen movie,censorship,stereotypes,mad scientist,computer animation,california,good music,nudity (full frontal - brief),new york city,weapons,doctors,small town,simple,french,workplace,interracial romance,multiple storylines,survival,wine,hospital,road movie,san francisco,tokyo,island,pulp,fashion,blindness,dreams,memory,brothers,nudity (topless - brief),bollywood,lawyer,too long,irish accent,awesome soundtrack,radio,camp,ensemble cast,immortality,prison,new jersey,alternate history,time,desert,directorial debut,80s,oil,race,adoption,wilderness,indians,hunting,ghosts/afterlife,stand-up comedy,shopping,kidnapping,no plot,internet,snakes,rebellion,stoner movie,father daughter relationship,russian,best of 2005,atheism,made for tv,texas,addiction,prostitution,notable nudity,foul language,homeless,buddy movie,nudity (rear),finnish,robert downey jr,kick-butt women,australia,documentary,unlikeable characters,trilogy,potential oscar nom,single father,hip hop,too short,los angeles,cancer,god,goth,remake,graphic novel,reality tv
Mr. & Mrs. Smith (1941),0.59875,0.58125,0.64875,0.59875,0.59875,0.705,0.59875,0.536,0.579,0.9095,0.97125,0.54775,0.54575,0.51875,0.655,0.8745,0.4237499999999999,0.4579999999999999,0.661,0.20925,0.46125,0.3545,0.351,0.40925,0.3495,0.388,0.40925,0.9595,0.4702499999999999,0.23075,0.34275,0.3495,0.251,0.297,0.32225,0.2937499999999999,0.1945,0.3495,0.4327499999999999,0.3189999999999999,0.2375,0.1485,0.4287499999999999,0.2425,0.18325,0.31275,0.2445,0.23925,0.3295,0.291,0.2644999999999999,0.3445,0.20475,0.11625,0.3095,0.348,0.1465,0.1935,0.1634999999999999,0.11625,0.16625,0.24675,0.1134999999999999,0.28525,0.1569999999999999,0.1639999999999999,0.18325,0.1144999999999999,0.1139999999999999,0.1139999999999999,0.2229999999999999,0.1564999999999999,0.14275,0.17175,0.26175,0.1765,0.18025,0.194,0.0959999999999999,0.16675,0.24,0.182,0.1945,0.0655,0.2175,0.0915,0.0672499999999999,0.079,0.73325,0.16725,0.08625,0.14325,0.1004999999999999,0.0697499999999999,0.04925,0.062,0.08,0.1312499999999999,0.0935,0.0925,0.12475,0.06225,0.1044999999999999,0.06125,0.1292499999999999,0.147,0.0394999999999999,0.092,0.074,0.146,0.063,0.2204999999999999,0.20875,0.142,0.093,0.0762499999999999,0.03725,0.0742499999999999,0.0802499999999999,0.06225,0.249,0.0717499999999999,0.06125,0.0494999999999999,0.0627499999999999,0.05525,0.119,0.05875,0.1262499999999999,0.125,0.0895,0.03375,0.03325,0.1144999999999999,0.04675,0.03175,0.11875,0.05425,0.0697499999999999,0.068,0.04225,0.03375,0.03875,0.03775,0.03975,0.0222499999999999,0.03225,0.064,0.04025
"Lady Vanishes, The (1938)",0.964,0.964,0.964,0.86575,0.97425,0.88175,0.964,0.964,0.964,0.6985,0.8005,0.95025,0.70625,0.5835,0.8765000000000001,0.6635,0.499,0.47,0.709,0.5325,0.49675,0.63075,0.776,0.34675,0.33275,0.586,0.34575,0.4067499999999999,0.96225,0.2887499999999999,0.4505,0.696,0.80775,0.2395,0.22475,0.23875,0.43425,0.21725,0.31925,0.251,0.1962499999999999,0.2644999999999999,0.20325,0.2254999999999999,0.84325,0.471,0.3375,0.248,0.345,0.14475,0.22225,0.14425,0.187,0.36675,0.4685,0.22975,0.1149999999999999,0.40175,0.2875,0.1019999999999999,0.21725,0.21625,0.2234999999999999,0.21375,0.10925,0.1897499999999999,0.23175,0.18275,0.21825,0.1252499999999999,0.1689999999999999,0.1019999999999999,0.12425,0.14975,0.14675,0.1584999999999999,0.18375,0.1295,0.1297499999999999,0.1347499999999999,0.17725,0.149,0.1907499999999999,0.0865,0.31375,0.0935,0.0999999999999999,0.1297499999999999,0.3189999999999999,0.134,0.15,0.09725,0.08625,0.1004999999999999,0.1392499999999999,0.0287499999999999,0.12475,0.066,0.10175,0.1455,0.15475,0.147,0.0822499999999999,0.17075,0.11725,0.08,0.0695,0.0747499999999999,0.0905,0.0559999999999999,0.0745,0.09725,0.3465,0.17575,0.1295,0.0727499999999999,0.09025,0.0807499999999999,0.04775,0.08875,0.121,0.0389999999999999,0.0625,0.05325,0.0474999999999999,0.065,0.03375,0.0665,0.0414999999999999,0.0434999999999999,0.0257499999999999,0.0285,0.0364999999999999,0.0712499999999999,0.0554999999999999,0.0762499999999999,0.1094999999999999,0.0994999999999999,0.0677499999999999,0.0157499999999999,0.029,0.0295,0.0384999999999999,0.0247499999999999,0.0207499999999999,0.0187499999999999,0.0195,0.0212499999999999,0.0202499999999999
Rich and Strange (1931),0.67175,0.869,0.869,0.44375,0.8354999999999999,0.37575,0.4845,0.70225,0.4845,0.4589999999999999,0.8640000000000001,0.869,0.46225,0.213,0.8927499999999999,0.8467499999999999,0.4067499999999999,0.28325,0.65625,0.44125,0.39875,0.4702499999999999,0.426,0.61575,0.121,0.4732499999999999,0.55925,0.8254999999999999,0.66025,0.2825,0.4267499999999999,0.53175,0.65575,0.22175,0.3275,0.2017499999999999,0.609,0.15725,0.51775,0.4449999999999999,0.61575,0.1397499999999999,0.4337499999999999,0.36975,0.1277499999999999,0.3087499999999999,0.3145,0.22575,0.3442499999999999,0.309,0.1285,0.21475,0.2189999999999999,0.10875,0.267,0.65325,0.1225,0.1887499999999999,0.11375,0.25125,0.138,0.216,0.06,0.2189999999999999,0.1992499999999999,0.291,0.25075,0.25525,0.1195,0.15925,0.11275,0.17475,0.205,0.22425,0.1704999999999999,0.143,0.243,0.1114999999999999,0.0857499999999999,0.134,0.30825,0.0815,0.286,0.21125,0.3395,0.06025,0.1089999999999999,0.192,0.26875,0.131,0.1302499999999999,0.0822499999999999,0.0792499999999999,0.1679999999999999,0.061,0.0584999999999999,0.11325,0.09125,0.1014999999999999,0.1564999999999999,0.076,0.10175,0.10175,0.0434999999999999,0.0685,0.0762499999999999,0.04275,0.0615,0.0787499999999999,0.0727499999999999,0.067,0.17175,0.4972499999999999,0.1659999999999999,0.1044999999999999,0.0175,0.0404999999999999,0.0925,0.10375,0.0707499999999999,0.03925,0.2604999999999999,0.0275,0.05375,0.0672499999999999,0.12025,0.0807499999999999,0.0389999999999999,0.0785,0.04725,0.0939999999999999,0.03575,0.0775,0.0765,0.0479999999999999,0.0725,0.2199999999999999,0.031,0.05075,0.0775,0.0459999999999999,0.0135,0.0339999999999999,0.03425,0.0379999999999999,0.0514999999999999,0.09225,0.0514999999999999,0.0564999999999999
"Producers, The (1968)",0.8460000000000001,0.8245,0.8245,0.8460000000000001,0.75875,0.8620000000000001,0.8245,0.8245,0.8245,0.90675,0.8614999999999999,0.5605,0.75875,0.59925,0.3405,0.28925,0.57075,0.40425,0.2294999999999999,0.27175,0.51075,0.46475,0.2365,0.39,0.25125,0.6685,0.5275,0.1069999999999999,0.357,0.2754999999999999,0.492,0.24725,0.30525,0.38275,0.27425,0.5265,0.39025,0.17175,0.27325,0.262,0.2664999999999999,0.3405,0.26075,0.21625,0.3165,0.62925,0.2324999999999999,0.1952499999999999,0.2915,0.31225,0.1957499999999999,0.2224999999999999,0.25225,0.184,0.4825,0.18425,0.12075,0.3405,0.36875,0.2815,0.22425,0.1629999999999999,0.70775,0.3429999999999999,0.1465,0.21,0.1315,0.12475,0.1317499999999999,0.065,0.1745,0.11125,0.1365,0.1327499999999999,0.0837499999999999,0.10025,0.1385,0.09,0.1415,0.1079999999999999,0.1345,0.06025,0.14625,0.0944999999999999,0.089,0.15475,0.15,0.0959999999999999,0.0725,0.18175,0.1257499999999999,0.17075,0.146,0.31475,0.09175,0.186,0.17475,0.10725,0.184,0.1674999999999999,0.11925,0.61875,0.1159999999999999,0.073,0.0695,0.1099999999999999,0.2445,0.0685,0.03775,0.0697499999999999,0.1029999999999999,0.04575,0.0449999999999999,0.08725,0.0752499999999999,0.1295,0.0964999999999999,0.2115,0.0855,0.0459999999999999,0.62625,0.0979999999999999,0.0697499999999999,0.0509999999999999,0.1019999999999999,0.09475,0.06125,0.172,0.0414999999999999,0.10925,0.06075,0.03125,0.076,0.075,0.03525,0.0725,0.05275,0.0434999999999999,0.06175,0.0262499999999999,0.069,0.0267499999999999,0.03425,0.0344999999999999,0.076,0.0672499999999999,0.0747499999999999,0.05175,0.0692499999999999
24 7: Twenty Four Seven (1997),0.93825,0.99925,0.93825,0.93825,0.62425,0.93825,0.99925,0.74825,0.73725,0.44275,0.44275,0.66325,0.3379999999999999,0.4762499999999999,0.6045,0.55825,0.4892499999999999,0.403,0.12075,0.93825,0.43,0.1564999999999999,0.4792499999999999,0.48275,0.55075,0.1689999999999999,0.24025,0.10525,0.22925,0.608,0.0707499999999999,0.16575,0.54375,0.2005,0.539,0.208,0.3007499999999999,0.79125,0.085,0.1402499999999999,0.3525,0.2214999999999999,0.292,0.1714999999999999,0.17125,0.156,0.3035,0.203,0.1445,0.3515,0.16875,0.24225,0.1465,0.34575,0.212,0.191,0.1977499999999999,0.0509999999999999,0.10875,0.1495,0.2504999999999999,0.257,0.1985,0.15925,0.0464999999999999,0.1897499999999999,0.16725,0.74675,0.1945,0.0282499999999999,0.0742499999999999,0.022,0.1445,0.08875,0.0167499999999999,0.3175,0.2214999999999999,0.1302499999999999,0.0539999999999999,0.10175,0.1795,0.0275,0.2025,0.2455,0.1387499999999999,0.1694999999999999,0.13,0.0409999999999999,0.06175,0.1912499999999999,0.14975,0.1985,0.0369999999999999,0.09975,0.25925,0.0202499999999999,0.11775,0.196,0.1164999999999999,0.05525,0.0797499999999999,0.08625,0.08975,0.0755,0.04375,0.0414999999999999,0.174,0.05875,0.155,0.0172499999999999,0.11675,0.0519999999999999,0.0379999999999999,0.03825,0.0389999999999999,0.0444999999999999,0.05975,0.0792499999999999,0.04225,0.05775,0.05425,0.06,0.1074999999999999,0.09125,0.1699999999999999,0.03825,0.0112499999999999,0.0449999999999999,0.17125,0.025,0.0092499999999999,0.2385,0.0247499999999999,0.0504999999999999,0.12475,0.1535,0.03925,0.0564999999999999,0.0369999999999999,0.16875,0.0172499999999999,0.0175,0.03775,0.0584999999999999,0.029,0.0519999999999999,0.016,0.03925,0.0835
"Wolf Man, The (1941)",0.94975,0.7827500000000001,0.776,0.94975,0.7827500000000001,0.94975,0.7827500000000001,0.633,0.61025,0.35675,0.1877499999999999,0.6455,0.59375,0.4722499999999999,0.392,0.44675,0.571,0.518,0.57775,0.58075,0.44425,0.44125,0.44975,0.53725,0.4885,0.17125,0.288,0.0964999999999999,0.56075,0.39375,0.1317499999999999,0.22775,0.44975,0.7697499999999999,0.26225,0.26475,0.42825,0.278,0.0885,0.6865,0.304,0.29325,0.3065,0.648,0.1277499999999999,0.1049999999999999,0.347,0.648,0.346,0.31975,0.3245,0.2704999999999999,0.16575,0.3585,0.15875,0.4389999999999999,0.25575,0.23275,0.483,0.927,0.209,0.411,0.1887499999999999,0.21925,0.08975,0.2835,0.3685,0.398,0.33525,0.0449999999999999,0.0847499999999999,0.10825,0.1569999999999999,0.2915,0.0414999999999999,0.27875,0.1079999999999999,0.10275,0.2005,0.246,0.141,0.091,0.31975,0.17575,0.0852499999999999,0.1405,0.17075,0.0499999999999999,0.03575,0.10625,0.144,0.132,0.0762499999999999,0.4765,0.182,0.44525,0.10225,0.1887499999999999,0.089,0.0832499999999999,0.148,0.1064999999999999,0.15775,0.06225,0.1134999999999999,0.136,0.1287499999999999,0.09925,0.3655,0.277,0.0852499999999999,0.0687499999999999,0.03325,0.0459999999999999,0.088,0.236,0.0847499999999999,0.09875,0.0842499999999999,0.0434999999999999,0.06075,0.071,0.04775,0.1275,0.092,0.04275,0.04825,0.0625,0.0765,0.0354999999999999,0.0374999999999999,0.0232499999999999,0.062,0.03125,0.0564999999999999,0.03375,0.06,0.0637499999999999,0.09875,0.03375,0.0569999999999999,0.04525,0.0439999999999999,0.0404999999999999,0.063,0.1977499999999999,0.0777499999999999,0.029,0.0424999999999999
Radio Days (1987),0.865,0.865,0.73725,0.8545,0.865,0.632,0.865,0.632,0.50775,0.62775,0.2977499999999999,0.46975,0.513,0.44025,0.38075,0.5355,0.4812499999999999,0.50775,0.8002499999999999,0.15075,0.4419999999999999,0.3017499999999999,0.7315,0.64025,0.98525,0.25975,0.5695,0.20625,0.38075,0.715,0.14875,0.2314999999999999,0.20775,0.368,0.2857499999999999,0.3289999999999999,0.4107499999999999,0.55125,0.21475,0.30625,0.2095,0.31825,0.2475,0.1995,0.235,0.7797499999999999,0.271,0.1945,0.388,0.29025,0.235,0.592,0.2365,0.246,0.1372499999999999,0.193,0.1039999999999999,0.1362499999999999,0.10625,0.10875,0.15325,0.2234999999999999,0.748,0.2385,0.8912500000000001,0.25775,0.16225,0.2339999999999999,0.18175,0.0514999999999999,0.2125,0.14175,0.47675,0.1277499999999999,0.12125,0.144,0.1937499999999999,0.10725,0.1895,0.15925,0.1674999999999999,0.0959999999999999,0.124,0.10325,0.617,0.1599999999999999,0.16775,0.04975,0.03725,0.131,0.10275,0.17925,0.96825,0.10875,0.6305,0.059,0.091,0.566,0.147,0.15275,0.0875,0.1907499999999999,0.26325,0.12325,0.125,0.24325,0.12025,0.1267499999999999,0.11625,0.0782499999999999,0.1034999999999999,0.0409999999999999,0.075,0.0964999999999999,0.1059999999999999,0.0564999999999999,0.0742499999999999,0.077,0.1317499999999999,0.05325,0.065,0.05775,0.05575,0.1362499999999999,0.05725,0.04025,0.059,0.0825,0.04475,0.03475,0.22125,0.03925,0.0484999999999999,0.05375,0.0652499999999999,0.0615,0.06075,0.0569999999999999,0.0687499999999999,0.0399999999999999,0.059,0.03525,0.05025,0.0514999999999999,0.03275,0.03475,0.017,0.0414999999999999,0.072
"Christmas Story, A (1983)",0.9535,0.9525,0.9305,0.9535,0.9525,0.9535,0.9525,0.9305,0.9305,0.7915000000000001,0.64925,0.64625,0.61325,0.60125,0.3505,0.52025,0.601,0.3632499999999999,0.42325,0.2564999999999999,0.498,0.86175,0.515,0.3349999999999999,0.962,0.40125,0.40125,0.2055,0.26375,0.6875,0.2219999999999999,0.23425,0.31925,0.38725,0.4177499999999999,0.4459999999999999,0.672,0.69875,0.10375,0.346,0.40025,0.34575,0.22275,0.4255,0.15525,0.245,0.28925,0.21,0.2935,0.26175,0.34575,0.51425,0.14175,0.401,0.5465,0.1982499999999999,0.6155,0.25325,0.16025,0.1292499999999999,0.67975,0.2145,0.239,0.27,0.0725,0.30425,0.145,0.20325,0.34225,0.09575,0.0745,0.0944999999999999,0.217,0.151,0.078,0.15475,0.2279999999999999,0.087,0.1725,0.147,0.17375,0.08,0.16475,0.25225,0.3632499999999999,0.56375,0.1435,0.0895,0.04875,0.1855,0.1932499999999999,0.25525,0.27975,0.17575,0.15175,0.0702499999999999,0.09325,0.068,0.15,0.257,0.16225,0.1564999999999999,0.3492499999999999,0.11475,0.10125,0.14475,0.12225,0.10175,0.10375,0.0715,0.09,0.3295,0.10125,0.0489999999999999,0.0765,0.183,0.1965,0.1129999999999999,0.0627499999999999,0.03375,0.12425,0.0685,0.1465,0.0464999999999999,0.05825,0.04375,0.121,0.493,0.0534999999999999,0.1495,0.04525,0.04325,0.0379999999999999,0.0419999999999999,0.0637499999999999,0.0464999999999999,0.0459999999999999,0.17475,0.0705,0.0935,0.03025,0.066,0.0434999999999999,0.06025,0.05225,0.0384999999999999,0.0215,0.0267499999999999,0.04075
Only Angels Have Wings (1939),0.8107500000000001,0.7557499999999999,0.7557499999999999,0.72975,0.94675,0.6675,0.72975,0.72975,0.84175,0.40475,0.57175,0.68875,0.6395,0.408,0.358,0.3525,0.48075,0.605,0.7145,0.56225,0.4625,0.382,0.3037499999999999,0.5755,0.4565,0.21225,0.20575,0.28725,0.32925,0.3349999999999999,0.53925,0.4325,0.22775,0.39475,0.297,0.18325,0.5805,0.143,0.498,0.2435,0.17375,0.2095,0.2007499999999999,0.36775,0.217,0.66525,0.3425,0.36775,0.2875,0.2957499999999999,0.3605,0.1292499999999999,0.14975,0.363,0.1335,0.4705,0.1084999999999999,0.0615,0.1039999999999999,0.2075,0.205,0.3245,0.1034999999999999,0.20325,0.16125,0.18275,0.1225,0.46225,0.1307499999999999,0.09525,0.152,0.1365,0.123,0.12325,0.119,0.118,0.1684999999999999,0.152,0.0735,0.22675,0.192,0.0725,0.14325,0.131,0.1609999999999999,0.093,0.10375,0.1169999999999999,0.0979999999999999,0.18075,0.122,0.086,0.1992499999999999,0.10725,0.11975,0.1659999999999999,0.0905,0.09975,0.07,0.0875,0.22575,0.1134999999999999,0.0564999999999999,0.1689999999999999,0.1009999999999999,0.0974999999999999,0.0717499999999999,0.08725,0.1134999999999999,0.065,0.05975,0.0165,0.0324999999999999,0.0815,0.09025,0.0645,0.0579999999999999,0.073,0.0339999999999999,0.06,0.0539999999999999,0.0384999999999999,0.0627499999999999,0.15825,0.06175,0.0842499999999999,0.0837499999999999,0.0389999999999999,0.0875,0.0944999999999999,0.0504999999999999,0.031,0.09825,0.04675,0.0635,0.0252499999999999,0.03125,0.0524999999999999,0.04075,0.0242499999999999,0.0409999999999999,0.0524999999999999,0.09225,0.0349999999999999,0.0195,0.0265,0.023,0.026,0.0247499999999999
"Hard Day's Night, A (1964)",0.8162499999999999,0.7325,0.8162499999999999,0.8162499999999999,0.91025,0.8162499999999999,0.7677499999999999,0.7325,0.7325,0.7947500000000001,0.7485,0.611,0.56775,0.64325,0.26275,0.54,0.516,0.4459999999999999,0.126,0.8162499999999999,0.43125,0.38825,0.657,0.26275,0.73575,0.7485,0.7485,0.0755,0.21925,0.388,0.27325,0.21275,0.657,0.26375,0.312,0.52975,0.1997499999999999,0.187,0.10275,0.2495,0.3115,0.368,0.399,0.4549999999999999,0.16025,0.0605,0.3215,0.1775,0.28125,0.2219999999999999,0.17725,0.1992499999999999,0.16125,0.27875,0.207,0.1825,0.3492499999999999,0.09125,0.23775,0.3195,0.1649999999999999,0.21125,0.93,0.295,0.1267499999999999,0.1134999999999999,0.076,0.2055,0.242,0.0409999999999999,0.065,0.1049999999999999,0.1149999999999999,0.0812499999999999,0.0267499999999999,0.10325,0.2977499999999999,0.0845,0.09575,0.085,0.14975,0.1252499999999999,0.1235,0.16725,0.14925,0.211,0.2299999999999999,0.2,0.03675,0.08625,0.11025,0.692,0.288,0.15,0.1144999999999999,0.0424999999999999,0.10325,0.20725,0.0782499999999999,0.209,0.11575,0.22925,0.252,0.05675,0.0827499999999999,0.0529999999999999,0.082,0.2224999999999999,0.04575,0.0935,0.0735,0.0424999999999999,0.04275,0.11675,0.0529999999999999,0.093,0.14675,0.22275,0.079,0.0384999999999999,0.03025,0.0725,0.10825,0.1009999999999999,0.14725,0.04525,0.0434999999999999,0.0627499999999999,0.0717499999999999,0.067,0.0344999999999999,0.0369999999999999,0.03725,0.091,0.172,0.217,0.03475,0.0635,0.0514999999999999,0.0285,0.281,0.03925,0.0419999999999999,0.04675,0.0434999999999999,0.05225,0.019,0.0215,0.0394999999999999
Barefoot in the Park (1967),0.7657499999999999,0.737,0.7995000000000001,0.737,0.859,0.7657499999999999,0.737,0.7657499999999999,0.85625,0.889,0.60075,0.532,0.744,0.745,0.29,0.58325,0.669,0.396,0.28725,0.129,0.49775,0.68025,0.7722500000000001,0.1892499999999999,0.46975,0.43,0.8262499999999999,0.7675000000000001,0.29125,0.3964999999999999,0.4942499999999999,0.55425,0.21075,0.4945,0.39225,0.31025,0.2334999999999999,0.4495,0.52275,0.30825,0.205,0.38625,0.34075,0.22575,0.2744999999999999,0.4845,0.25125,0.204,0.3512499999999999,0.3622499999999999,0.3339999999999999,0.2835,0.271,0.1455,0.26825,0.1897499999999999,0.3,0.188,0.31375,0.1709999999999999,0.24475,0.1064999999999999,0.11075,0.24825,0.96575,0.2209999999999999,0.21975,0.1795,0.23675,0.10475,0.1965,0.2724999999999999,0.28525,0.143,0.14325,0.183,0.0847499999999999,0.1089999999999999,0.11225,0.31775,0.1925,0.295,0.184,0.16625,0.1275,0.0969999999999999,0.243,0.0682499999999999,0.7569999999999999,0.135,0.126,0.136,0.1435,0.1099999999999999,0.18025,0.1579999999999999,0.093,0.1357499999999999,0.2794999999999999,0.0905,0.0464999999999999,0.12075,0.1765,0.0722499999999999,0.17925,0.154,0.11525,0.08725,0.0595,0.089,0.0959999999999999,0.16125,0.04625,0.11225,0.16325,0.0959999999999999,0.066,0.09475,0.093,0.0727499999999999,0.08925,0.1019999999999999,0.0524999999999999,0.0702499999999999,0.0847499999999999,0.0755,0.15125,0.1569999999999999,0.04475,0.03875,0.12375,0.0125,0.09025,0.04775,0.0339999999999999,0.03825,0.10475,0.0549999999999999,0.0735,0.1185,0.0419999999999999,0.0787499999999999,0.0295,0.0509999999999999,0.0632499999999999,0.04625,0.11425,0.0275,0.0514999999999999
"Lady Eve, The (1941)",0.931,0.9015,0.9015,0.931,0.97625,0.931,0.9015,0.9015,0.9015,0.7205,0.979,0.64225,0.6925,0.4107499999999999,0.54875,0.3319999999999999,0.34975,0.51925,0.413,0.8069999999999999,0.426,0.3804999999999999,0.3492499999999999,0.37675,0.21125,0.38375,0.3097499999999999,0.59025,0.34075,0.26325,0.68025,0.295,0.377,0.28725,0.247,0.1755,0.16775,0.2445,0.39575,0.18525,0.1679999999999999,0.26875,0.217,0.154,0.12375,0.18075,0.24075,0.15825,0.1805,0.08875,0.10075,0.1917499999999999,0.1922499999999999,0.18475,0.31325,0.1525,0.1262499999999999,0.15075,0.1684999999999999,0.136,0.1775,0.18475,0.14825,0.1952499999999999,0.1372499999999999,0.10775,0.0685,0.18275,0.1285,0.10675,0.11575,0.2764999999999999,0.12175,0.0792499999999999,0.15,0.0815,0.118,0.09575,0.1967499999999999,0.0817499999999999,0.0949999999999999,0.245,0.2219999999999999,0.0632499999999999,0.08775,0.15375,0.0737499999999999,0.29225,0.1564999999999999,0.10625,0.1985,0.085,0.04775,0.0715,0.0777499999999999,0.0647499999999999,0.09,0.05425,0.0687499999999999,0.092,0.073,0.1255,0.0434999999999999,0.1089999999999999,0.064,0.0707499999999999,0.0795,0.121,0.0885,0.10075,0.065,0.03725,0.0499999999999999,0.10125,0.0672499999999999,0.4875,0.04625,0.05475,0.12075,0.04825,0.0642499999999999,0.0404999999999999,0.0579999999999999,0.0979999999999999,0.0627499999999999,0.08975,0.027,0.029,0.0529999999999999,0.025,0.0394999999999999,0.0747499999999999,0.07,0.078,0.03425,0.08775,0.03025,0.069,0.0559999999999999,0.025,0.04975,0.0225,0.0235,0.0192499999999999,0.0205,0.0242499999999999,0.015,0.018,0.03
Sullivan's Travels (1941),0.8855,0.8855,0.9655,0.8125,0.9805,0.745,0.8855,0.8855,0.9655,0.91925,0.81725,0.60775,0.8125,0.3289999999999999,0.44825,0.57275,0.483,0.65075,0.5185,0.61775,0.44275,0.5655,0.243,0.76875,0.38175,0.9435,0.4735,0.2504999999999999,0.743,0.34325,0.36675,0.17375,0.2947499999999999,0.4004999999999999,0.2845,0.4287499999999999,0.64975,0.151,0.16925,0.45125,0.2817499999999999,0.52025,0.30825,0.16625,0.542,0.1337499999999999,0.16475,0.23675,0.28725,0.21725,0.2314999999999999,0.1599999999999999,0.3279999999999999,0.3005,0.1564999999999999,0.26275,0.1235,0.2284999999999999,0.3622499999999999,0.1735,0.176,0.56825,0.194,0.3015,0.1074999999999999,0.22275,0.24475,0.32025,0.25175,0.0807499999999999,0.1957499999999999,0.0969999999999999,0.11075,0.172,0.0584999999999999,0.1967499999999999,0.7365,0.0735,0.2987499999999999,0.2065,0.11125,0.0672499999999999,0.1714999999999999,0.3255,0.179,0.17275,0.133,0.218,0.0765,0.2194999999999999,0.1977499999999999,0.083,0.05625,0.28625,0.1265,0.153,0.38475,0.09725,0.0725,0.0755,0.1902499999999999,0.17575,0.0702499999999999,0.15875,0.0852499999999999,0.0569999999999999,0.16325,0.23225,0.11825,0.0822499999999999,0.0705,0.0394999999999999,0.0665,0.05975,0.059,0.0852499999999999,0.1659999999999999,0.312,0.1185,0.0797499999999999,0.09275,0.067,0.071,0.11975,0.0812499999999999,0.0905,0.0195,0.0529999999999999,0.877,0.0695,0.06025,0.24975,0.0539999999999999,0.0574999999999999,0.0857499999999999,0.0632499999999999,0.04375,0.0667499999999999,0.076,0.0152499999999999,0.0449999999999999,0.0549999999999999,0.16625,0.04775,0.09125,0.03425,0.0107499999999999,0.0349999999999999,0.04175
"Palm Beach Story, The (1942)",0.8089999999999999,0.859,0.7947500000000001,0.8089999999999999,0.97675,0.7869999999999999,0.8089999999999999,0.7947500000000001,0.7947500000000001,0.7722500000000001,0.97825,0.4545,0.51825,0.3592499999999999,0.45125,0.644,0.3125,0.46675,0.68725,0.7869999999999999,0.4327499999999999,0.25875,0.24325,0.46975,0.2534999999999999,0.5755,0.5165,0.94775,0.399,0.2244999999999999,0.49575,0.286,0.2817499999999999,0.28025,0.4014999999999999,0.3502499999999999,0.32775,0.36775,0.344,0.2345,0.2219999999999999,0.15975,0.27725,0.1574999999999999,0.17275,0.15275,0.2445,0.24025,0.1805,0.10725,0.2185,0.11825,0.1624999999999999,0.1937499999999999,0.17175,0.14925,0.1034999999999999,0.25925,0.0655,0.1215,0.194,0.22525,0.1134999999999999,0.261,0.1927499999999999,0.20325,0.1315,0.137,0.22475,0.10975,0.11175,0.15325,0.08675,0.38375,0.193,0.12325,0.17475,0.11125,0.1347499999999999,0.1932499999999999,0.11475,0.17475,0.17775,0.16925,0.1892499999999999,0.0715,0.05875,0.20975,0.12325,0.0964999999999999,0.1415,0.04425,0.04925,0.083,0.0534999999999999,0.0757499999999999,0.1034999999999999,0.0635,0.065,0.1885,0.1044999999999999,0.08825,0.03875,0.3585,0.0544999999999999,0.11275,0.079,0.16025,0.3452499999999999,0.155,0.0765,0.09225,0.083,0.09025,0.0687499999999999,0.04775,0.03075,0.0625,0.0464999999999999,0.0504999999999999,0.031,0.05875,0.074,0.152,0.05475,0.1977499999999999,0.0237499999999999,0.10375,0.1465,0.0242499999999999,0.03475,0.0647499999999999,0.0389999999999999,0.0715,0.03,0.04375,0.03975,0.0885,0.0409999999999999,0.0132499999999999,0.05475,0.0409999999999999,0.03825,0.0232499999999999,0.0222499999999999,0.0147499999999999,0.0145,0.021,0.0227499999999999
