movieId,melancholic,original,weird,greed,drama,independent film,culture clash,runaway,drinking,vengeance,good,dialogue,pornography,dysfunctional family,quirky,betrayal,divorce,mentor,catastrophe,sexy,life & death,life philosophy,writers,adaptation,unlikely friendships,light,women,absurd,predictable,multiple storylines,very funny,family,queer,death,surveillance,creativity,not funny,fantasy world,addiction,hotel,chase,transformation,nudity (full frontal - brief),workplace,first contact,hospital,doctors,childhood,british,underrated,nudity (topless - brief),ensemble cast,small town,classic car,fun movie,fight scenes,period piece,farce,california,prejudice,sacrifice,stereotypes,weapons,new jersey,teen movie,road movie,islam,alter ego,new york city,film noir,unlikeable characters,censorship,dreams,irish accent,interracial romance,good music,adoption,directorial debut,wine,pulp,computer animation,memory,tokyo,blindness,too long,survival,notable nudity,internet,brothers,simple,cancer,nudity (rear),wartime,awesome soundtrack,best of 2005,1930s,father daughter relationship,potential oscar nom,bollywood,texas,stoner movie,wilderness,atheism,foul language,mad scientist,alternate history,shopping,stand-up comedy,los angeles,reality tv,robert downey jr,camp,prison,prostitution,kick-butt women,french,lawyer,homeless,single father,hunting,indians,no plot,island,hip hop,documentary,radio,fashion,80s,race,god,oil,san francisco,finnish,australia,kidnapping,graphic novel,rebellion,desert,goth,immortality,russian,ghosts/afterlife,made for tv,buddy movie,snakes,trilogy,too short,time,remake
"Touch of Class, A (1973)",0.93425,0.635,0.7657499999999999,0.97175,0.97175,0.7657499999999999,0.97175,0.97175,0.47575,0.60075,0.6285,0.6075,0.283,0.2865,0.388,0.4802499999999999,0.915,0.40125,0.424,0.713,0.1997499999999999,0.3984999999999999,0.5295,0.2887499999999999,0.758,0.60925,0.6835,0.65225,0.3472499999999999,0.38125,0.4004999999999999,0.3844999999999999,0.25175,0.1342499999999999,0.20675,0.31625,0.309,0.18075,0.0842499999999999,0.57225,0.4925,0.2375,0.2204999999999999,0.1545,0.20825,0.3455,0.1505,0.3522499999999999,0.69825,0.244,0.3502499999999999,0.059,0.1377499999999999,0.09525,0.61475,0.38075,0.18725,0.4785,0.10525,0.17825,0.188,0.489,0.137,0.0915,0.178,0.126,0.09275,0.1305,0.11625,0.149,0.0954999999999999,0.1332499999999999,0.081,0.27975,0.349,0.1694999999999999,0.1387499999999999,0.086,0.10775,0.1579999999999999,0.3844999999999999,0.3159999999999999,0.10725,0.1245,0.1435,0.05175,0.0647499999999999,0.10025,0.0705,0.03325,0.0584999999999999,0.14775,0.17025,0.0662499999999999,0.05725,0.123,0.05425,0.0827499999999999,0.1195,0.061,0.0665,0.03125,0.09775,0.0285,0.15425,0.09025,0.1402499999999999,0.10425,0.0757499999999999,0.0835,0.02975,0.21725,0.1014999999999999,0.0692499999999999,0.1845,0.074,0.1084999999999999,0.0812499999999999,0.0717499999999999,0.04725,0.0539999999999999,0.0399999999999999,0.0707499999999999,0.0285,0.02,0.0944999999999999,0.3107499999999999,0.06125,0.1679999999999999,0.03475,0.061,0.192,0.05175,0.0439999999999999,0.0217499999999999,0.02,0.068,0.0349999999999999,0.03775,0.0379999999999999,0.0257499999999999,0.0287499999999999,0.03375,0.0579999999999999,0.0464999999999999,0.0162499999999999,0.1049999999999999,0.0842499999999999,0.04625
Boxcar Bertha (1972),0.908,0.90775,0.7525,0.908,0.908,0.908,0.4559999999999999,0.689,0.908,0.90775,0.6375,0.6335,0.63575,0.45125,0.62625,0.764,0.17925,0.61875,0.4187499999999999,0.62925,0.25,0.42425,0.383,0.734,0.373,0.5385,0.2319999999999999,0.254,0.4835,0.34475,0.3349999999999999,0.41025,0.381,0.3954999999999999,0.3085,0.37625,0.35775,0.30225,0.3305,0.2895,0.39875,0.1955,0.2604999999999999,0.14675,0.2485,0.298,0.3745,0.18425,0.1205,0.1902499999999999,0.4155,0.0944999999999999,0.5285,0.27375,0.71225,0.3379999999999999,0.68825,0.254,0.15825,0.1555,0.38225,0.351,0.3379999999999999,0.4237499999999999,0.18425,0.7927500000000001,0.2294999999999999,0.15325,0.491,0.1327499999999999,0.384,0.406,0.1024999999999999,0.11525,0.1257499999999999,0.11525,0.08625,0.2594999999999999,0.064,0.4692499999999999,0.16925,0.17675,0.1317499999999999,0.09375,0.1952499999999999,0.15925,0.1164999999999999,0.0775,0.154,0.248,0.082,0.26925,0.1357499999999999,0.149,0.10075,0.80975,0.16625,0.063,0.092,0.1609999999999999,0.1649999999999999,0.185,0.1287499999999999,0.0925,0.1327499999999999,0.10175,0.0444999999999999,0.1835,0.0672499999999999,0.10875,0.1079999999999999,0.24925,0.14925,0.122,0.26175,0.0409999999999999,0.08,0.14425,0.05525,0.16875,0.0875,0.1185,0.142,0.0642499999999999,0.1445,0.0642499999999999,0.18275,0.1619999999999999,0.082,0.1287499999999999,0.03475,0.064,0.0205,0.14175,0.26875,0.4227499999999999,0.2007499999999999,0.25525,0.0529999999999999,0.05275,0.0364999999999999,0.0645,0.06175,0.0285,0.303,0.0637499999999999,0.0725,0.06125,0.05425
Husbands and Wives (1992),0.99875,0.8134999999999999,0.865,0.8134999999999999,0.75125,0.59525,0.73475,0.8015000000000001,0.5775,0.7345,0.698,0.73475,0.372,0.55075,0.3715,0.5495,0.97825,0.623,0.43725,0.60025,0.44825,0.71425,0.568,0.41,0.42925,0.603,0.4852499999999999,0.21725,0.1765,0.39125,0.36575,0.10025,0.2634999999999999,0.1942499999999999,0.201,0.4405,0.27225,0.20875,0.27275,0.4619999999999999,0.24075,0.39675,0.141,0.2604999999999999,0.16675,0.2125,0.2075,0.2027499999999999,0.1669999999999999,0.3117499999999999,0.1569999999999999,0.2734999999999999,0.2012499999999999,0.2514999999999999,0.35975,0.1405,0.16925,0.1624999999999999,0.1297499999999999,0.144,0.0885,0.11075,0.215,0.15225,0.0642499999999999,0.11475,0.1589999999999999,0.1925,0.32375,0.19,0.611,0.15425,0.146,0.066,0.18025,0.1185,0.2264999999999999,0.11375,0.22925,0.1545,0.128,0.08975,0.1312499999999999,0.0805,0.1064999999999999,0.252,0.04925,0.0989999999999999,0.069,0.11225,0.0682499999999999,0.0652499999999999,0.0979999999999999,0.1825,0.143,0.084,0.0635,0.05225,0.05475,0.09375,0.06025,0.0687499999999999,0.0712499999999999,0.15525,0.0994999999999999,0.1034999999999999,0.064,0.0672499999999999,0.0574999999999999,0.1104999999999999,0.1292499999999999,0.04675,0.08,0.0544999999999999,0.06175,0.0695,0.0529999999999999,0.04875,0.03775,0.0667499999999999,0.0625,0.0605,0.0685,0.0499999999999999,0.2825,0.1235,0.0429999999999999,0.0469999999999999,0.03475,0.04325,0.1325,0.09525,0.0354999999999999,0.0232499999999999,0.0339999999999999,0.03625,0.04575,0.05625,0.0324999999999999,0.0252499999999999,0.03025,0.03625,0.04875,0.03775,0.0262499999999999,0.03025,0.0225,0.026,0.016
Thirteen Conversations About One Thing (a.k.a. 13 Conversations) (2001),0.8454999999999999,0.8454999999999999,0.8454999999999999,0.8454999999999999,0.73075,0.98275,0.7769999999999999,0.8454999999999999,0.739,0.7769999999999999,0.657,0.58975,0.4227499999999999,0.3485,0.622,0.5205,0.3235,0.57325,0.4885,0.129,0.82525,0.7705,0.37925,0.38375,0.42725,0.3542499999999999,0.1649999999999999,0.574,0.3725,0.8785000000000001,0.2564999999999999,0.1215,0.21825,0.2847499999999999,0.2835,0.3349999999999999,0.3475,0.26925,0.34675,0.15325,0.2214999999999999,0.29825,0.28925,0.245,0.3725,0.25775,0.24275,0.20625,0.1535,0.31225,0.25375,0.7635000000000001,0.24925,0.31375,0.22225,0.23425,0.0737499999999999,0.145,0.21675,0.248,0.1307499999999999,0.1639999999999999,0.24125,0.3245,0.0825,0.14775,0.0835,0.14775,0.2445,0.1604999999999999,0.16075,0.0705,0.23225,0.1745,0.091,0.2837499999999999,0.10025,0.14525,0.186,0.11675,0.14075,0.1892499999999999,0.15225,0.09725,0.0717499999999999,0.1465,0.0974999999999999,0.10625,0.1059999999999999,0.257,0.15475,0.0994999999999999,0.0675,0.21375,0.10075,0.0665,0.04925,0.1372499999999999,0.09375,0.1297499999999999,0.2804999999999999,0.12075,0.1275,0.1377499999999999,0.09525,0.0964999999999999,0.0737499999999999,0.123,0.07,0.04175,0.12275,0.05725,0.119,0.059,0.05475,0.0439999999999999,0.3057499999999999,0.151,0.03,0.0732499999999999,0.07,0.0489999999999999,0.0705,0.1049999999999999,0.05325,0.1049999999999999,0.04375,0.04725,0.11575,0.078,0.078,0.0399999999999999,0.09025,0.09175,0.0494999999999999,0.0747499999999999,0.07,0.0695,0.0275,0.0389999999999999,0.0409999999999999,0.1267499999999999,0.04025,0.0529999999999999,0.0449999999999999,0.09025,0.0677499999999999,0.0615,0.0192499999999999
Lovely & Amazing (2001),0.94125,0.7005,0.7597499999999999,0.7005,0.652,0.78925,0.6505,0.52775,0.4595,0.7005,0.45075,0.69775,0.8592500000000001,0.8154999999999999,0.56475,0.2957499999999999,0.376,0.3834999999999999,0.4385,0.6895,0.1967499999999999,0.552,0.45425,0.3325,0.4145,0.41525,0.98325,0.2754999999999999,0.4445,0.529,0.3319999999999999,0.7962499999999999,0.36975,0.22975,0.16175,0.262,0.27475,0.3057499999999999,0.245,0.206,0.2514999999999999,0.29825,0.4215,0.45125,0.21125,0.288,0.17125,0.2654999999999999,0.15275,0.2937499999999999,0.27125,0.306,0.2524999999999999,0.126,0.2564999999999999,0.1815,0.1599999999999999,0.1395,0.5,0.35175,0.186,0.53975,0.24575,0.21025,0.269,0.11825,0.15875,0.1684999999999999,0.177,0.0989999999999999,0.3964999999999999,0.33225,0.081,0.0895,0.4449999999999999,0.146,0.7989999999999999,0.1275,0.2875,0.11975,0.22275,0.141,0.23425,0.1129999999999999,0.1415,0.0785,0.289,0.14675,0.1629999999999999,0.083,0.05075,0.33425,0.15025,0.20425,0.2339999999999999,0.0807499999999999,0.309,0.081,0.1144999999999999,0.1629999999999999,0.0735,0.1362499999999999,0.062,0.0905,0.0815,0.10425,0.0479999999999999,0.09125,0.0969999999999999,0.10375,0.1302499999999999,0.0815,0.1079999999999999,0.18025,0.3047499999999999,0.0615,0.0479999999999999,0.12475,0.1272499999999999,0.0792499999999999,0.1034999999999999,0.08975,0.1084999999999999,0.0895,0.05775,0.04025,0.1614999999999999,0.1327499999999999,0.1674999999999999,0.0364999999999999,0.0765,0.0424999999999999,0.04025,0.0847499999999999,0.17625,0.05775,0.05675,0.0524999999999999,0.05075,0.0314999999999999,0.04175,0.05025,0.04625,0.0295,0.064,0.03525,0.04575,0.0207499999999999,0.0324999999999999
"Last Kiss, The (Ultimo bacio, L') (2001)",0.98275,0.64575,0.7065,0.7065,0.7065,0.7065,0.7065,0.7065,0.61175,0.5835,0.7065,0.3105,0.5375,0.94825,0.27275,0.517,0.93625,0.4665,0.41325,0.3592499999999999,0.4127499999999999,0.69275,0.29325,0.2234999999999999,0.706,0.3415,0.8365,0.179,0.2925,0.94225,0.1845,0.202,0.2022499999999999,0.17325,0.1347499999999999,0.191,0.2987499999999999,0.2249999999999999,0.199,0.3105,0.29525,0.3612499999999999,0.3095,0.33275,0.205,0.22025,0.0782499999999999,0.1912499999999999,0.20775,0.12375,0.27375,0.12275,0.1265,0.46625,0.0817499999999999,0.1312499999999999,0.08625,0.2165,0.08925,0.1382499999999999,0.10075,0.1957499999999999,0.2055,0.17675,0.3259999999999999,0.1114999999999999,0.28725,0.0807499999999999,0.0419999999999999,0.088,0.06175,0.0775,0.268,0.1059999999999999,0.25775,0.2324999999999999,0.1624999999999999,0.1169999999999999,0.18175,0.1262499999999999,0.15525,0.0762499999999999,0.2624999999999999,0.24625,0.09775,0.14325,0.05475,0.10175,0.12375,0.10525,0.083,0.2254999999999999,0.21625,0.0647499999999999,0.0384999999999999,0.05825,0.0414999999999999,0.03825,0.1169999999999999,0.03775,0.1267499999999999,0.084,0.11175,0.024,0.0642499999999999,0.1445,0.14875,0.072,0.02,0.09775,0.0484999999999999,0.122,0.1337499999999999,0.1317499999999999,0.0569999999999999,0.193,0.0225,0.069,0.03375,0.0444999999999999,0.0772499999999999,0.04775,0.04725,0.0339999999999999,0.082,0.0642499999999999,0.0267499999999999,0.0484999999999999,0.0292499999999999,0.04375,0.0785,0.0275,0.0655,0.0227499999999999,0.0257499999999999,0.0364999999999999,0.1039999999999999,0.0374999999999999,0.0255,0.0645,0.0489999999999999,0.0394999999999999,0.0642499999999999,0.0232499999999999,0.0202499999999999,0.0409999999999999,0.0155,0.0237499999999999,0.0195
"Good Girl, The (2002)",0.94475,0.909,0.796,0.94475,0.94475,0.94475,0.7185,0.7185,0.94475,0.5085,0.69125,0.479,0.50675,0.44375,0.743,0.44425,0.4297499999999999,0.45325,0.4097499999999999,0.31875,0.72275,0.64525,0.534,0.31925,0.73925,0.3602499999999999,0.1709999999999999,0.4295,0.3462499999999999,0.20675,0.3602499999999999,0.1765,0.34575,0.4297499999999999,0.1644999999999999,0.267,0.25275,0.34375,0.58375,0.1679999999999999,0.177,0.2375,0.1985,0.6365,0.2085,0.363,0.176,0.21425,0.1775,0.2375,0.38375,0.1745,0.8305,0.155,0.14975,0.2309999999999999,0.09775,0.153,0.358,0.1855,0.1485,0.353,0.1709999999999999,0.3349999999999999,0.14925,0.3582499999999999,0.1024999999999999,0.208,0.088,0.1599999999999999,0.181,0.06125,0.3575,0.1382499999999999,0.1119999999999999,0.1312499999999999,0.11025,0.14825,0.118,0.14525,0.15175,0.09025,0.1297499999999999,0.10425,0.08875,0.09775,0.0632499999999999,0.1144999999999999,0.1054999999999999,0.12175,0.21625,0.0832499999999999,0.0595,0.1312499999999999,0.0964999999999999,0.0642499999999999,0.05975,0.0855,0.087,0.592,0.5575,0.132,0.0782499999999999,0.088,0.09625,0.1024999999999999,0.1965,0.0675,0.0797499999999999,0.15125,0.11175,0.0825,0.178,0.09425,0.08925,0.03725,0.0469999999999999,0.1402499999999999,0.04175,0.086,0.12225,0.10925,0.0795,0.09225,0.04275,0.0935,0.03825,0.03925,0.0832499999999999,0.04175,0.0319999999999999,0.0454999999999999,0.0712499999999999,0.1215,0.0434999999999999,0.0544999999999999,0.174,0.061,0.16825,0.0379999999999999,0.0394999999999999,0.0717499999999999,0.05075,0.093,0.0444999999999999,0.0384999999999999,0.0305,0.0295,0.0222499999999999
One Hour Photo (2002),0.96375,0.96375,0.96375,0.96375,0.8525,0.94175,0.8525,0.70375,0.72675,0.80175,0.8525,0.96375,0.8065,0.7275,0.4117499999999999,0.4245,0.37775,0.4872499999999999,0.45425,0.9045,0.3615,0.3682499999999999,0.371,0.42725,0.2817499999999999,0.3429999999999999,0.16725,0.3964999999999999,0.4589999999999999,0.26675,0.23875,0.68675,0.17325,0.32025,0.80175,0.31275,0.3622499999999999,0.45425,0.21625,0.35675,0.37875,0.21325,0.3445,0.528,0.27975,0.29825,0.33525,0.23575,0.144,0.408,0.27825,0.0974999999999999,0.1619999999999999,0.2224999999999999,0.2065,0.22775,0.11625,0.0715,0.2319999999999999,0.141,0.151,0.1905,0.23975,0.16925,0.1287499999999999,0.1267499999999999,0.11175,0.2445,0.11825,0.17675,0.1985,0.10325,0.2694999999999999,0.1277499999999999,0.0835,0.125,0.285,0.2734999999999999,0.084,0.2269999999999999,0.14475,0.3105,0.088,0.2214999999999999,0.089,0.241,0.118,0.16325,0.1415,0.11975,0.09275,0.11875,0.0727499999999999,0.0777499999999999,0.198,0.05625,0.0835,0.1945,0.0969999999999999,0.0615,0.0935,0.0745,0.141,0.1327499999999999,0.0915,0.11925,0.12475,0.1034999999999999,0.11125,0.174,0.12225,0.0657499999999999,0.0964999999999999,0.0697499999999999,0.066,0.04525,0.0845,0.09125,0.0974999999999999,0.148,0.0564999999999999,0.1074999999999999,0.072,0.059,0.05925,0.1074999999999999,0.03625,0.0364999999999999,0.0787499999999999,0.06225,0.05725,0.132,0.0454999999999999,0.0514999999999999,0.2,0.10075,0.05875,0.0287499999999999,0.08675,0.0464999999999999,0.0474999999999999,0.0394999999999999,0.05975,0.05675,0.04275,0.05125,0.0379999999999999,0.04375,0.03475
Secretary (2002),0.994,0.8460000000000001,0.94075,0.7455,0.68925,0.79925,0.65225,0.65225,0.62525,0.67775,0.92175,0.687,0.9595,0.63225,0.8494999999999999,0.4875,0.36375,0.4429999999999999,0.4752499999999999,0.9595,0.40825,0.4975,0.4495,0.434,0.53125,0.59175,0.612,0.5295,0.28075,0.4187499999999999,0.3582499999999999,0.1955,0.3255,0.2145,0.2664999999999999,0.2475,0.3532499999999999,0.361,0.4902499999999999,0.3349999999999999,0.2415,0.38575,0.34325,0.943,0.2594999999999999,0.3572499999999999,0.2025,0.147,0.2012499999999999,0.3784999999999999,0.259,0.1099999999999999,0.198,0.194,0.18675,0.2185,0.15075,0.20925,0.16225,0.2754999999999999,0.192,0.22175,0.25775,0.11525,0.21075,0.12075,0.21975,0.235,0.0815,0.21275,0.569,0.84325,0.0959999999999999,0.2345,0.262,0.3229999999999999,0.10675,0.20925,0.22025,0.2234999999999999,0.1515,0.08775,0.14425,0.15525,0.21325,0.086,0.2027499999999999,0.15625,0.062,0.1109999999999999,0.059,0.25,0.0979999999999999,0.3229999999999999,0.1855,0.0569999999999999,0.09475,0.1385,0.0939999999999999,0.0939999999999999,0.0727499999999999,0.1119999999999999,0.21225,0.1297499999999999,0.0845,0.1024999999999999,0.05425,0.0675,0.10425,0.1029999999999999,0.1302499999999999,0.1049999999999999,0.09325,0.0742499999999999,0.1594999999999999,0.0999999999999999,0.4117499999999999,0.0242499999999999,0.0205,0.0702499999999999,0.0797499999999999,0.0842499999999999,0.0687499999999999,0.04575,0.0529999999999999,0.03225,0.0949999999999999,0.0807499999999999,0.0815,0.03975,0.0569999999999999,0.0625,0.03625,0.059,0.0474999999999999,0.24975,0.04825,0.0959999999999999,0.139,0.04225,0.0489999999999999,0.05925,0.0725,0.03875,0.0584999999999999,0.0314999999999999,0.077,0.0207499999999999,0.031
"Rules of Attraction, The (2002)",0.7822499999999999,0.8752500000000001,0.7822499999999999,0.7822499999999999,0.8752500000000001,0.865,0.7822499999999999,0.68025,0.83525,0.68025,0.3502499999999999,0.601,0.84125,0.377,0.5835,0.49,0.0767499999999999,0.4367499999999999,0.405,0.5715,0.3369999999999999,0.57825,0.42625,0.95325,0.14775,0.23925,0.15475,0.69,0.67525,0.77475,0.25875,0.0762499999999999,0.86225,0.20325,0.1902499999999999,0.3087499999999999,0.2937499999999999,0.34275,0.93275,0.1639999999999999,0.177,0.2105,0.32275,0.14075,0.22225,0.15475,0.1435,0.09375,0.09375,0.23775,0.14875,0.14975,0.1094999999999999,0.2025,0.15775,0.236,0.0682499999999999,0.1977499999999999,0.10725,0.16375,0.12225,0.47875,0.21025,0.1714999999999999,0.3944999999999999,0.23875,0.09975,0.20375,0.08625,0.089,0.40025,0.28525,0.1564999999999999,0.42625,0.0359999999999999,0.2875,0.0454999999999999,0.1325,0.04275,0.33625,0.1315,0.0777499999999999,0.0802499999999999,0.1009999999999999,0.087,0.1019999999999999,0.0677499999999999,0.153,0.09875,0.06225,0.04375,0.0705,0.05425,0.2875,0.04225,0.0504999999999999,0.0314999999999999,0.072,0.0605,0.0939999999999999,0.28625,0.0524999999999999,0.06075,0.236,0.0747499999999999,0.10425,0.0677499999999999,0.0755,0.0454999999999999,0.15875,0.384,0.0905,0.0747499999999999,0.0807499999999999,0.0544999999999999,0.0444999999999999,0.0232499999999999,0.068,0.027,0.0242499999999999,0.0444999999999999,0.0682499999999999,0.04325,0.0665,0.03675,0.03775,0.06125,0.0822499999999999,0.06025,0.0519999999999999,0.0187499999999999,0.0285,0.0807499999999999,0.0364999999999999,0.0242499999999999,0.32175,0.0755,0.0285,0.25875,0.04375,0.0384999999999999,0.0247499999999999,0.05625,0.05375,0.0384999999999999,0.05425,0.0339999999999999,0.0314999999999999,0.0287499999999999
"Four Seasons, The (1981)",0.987,0.71,0.83575,0.56825,0.74775,0.56825,0.83575,0.83575,0.7749999999999999,0.73275,0.71,0.77325,0.189,0.6525,0.356,0.5285,0.9745,0.7785,0.482,0.39625,0.57175,0.76475,0.5305,0.3632499999999999,0.94475,0.692,0.5245,0.1505,0.39425,0.4469999999999999,0.66925,0.423,0.2244999999999999,0.2045,0.24825,0.3385,0.24325,0.272,0.1825,0.5295,0.4575,0.2967499999999999,0.2015,0.26375,0.2694999999999999,0.4429999999999999,0.34225,0.40325,0.27875,0.218,0.12125,0.46525,0.26125,0.2987499999999999,0.42225,0.251,0.2594999999999999,0.149,0.18675,0.22175,0.2465,0.3984999999999999,0.1927499999999999,0.128,0.3139999999999999,0.1475,0.0974999999999999,0.3742499999999999,0.1397499999999999,0.10275,0.3095,0.0772499999999999,0.1639999999999999,0.089,0.2375,0.17025,0.10475,0.254,0.27775,0.23325,0.18675,0.1004999999999999,0.0787499999999999,0.24875,0.209,0.1855,0.11025,0.15,0.09975,0.3027499999999999,0.64575,0.149,0.134,0.1785,0.33375,0.1225,0.16725,0.2284999999999999,0.0847499999999999,0.10875,0.0742499999999999,0.0479999999999999,0.0845,0.1325,0.0742499999999999,0.12125,0.21725,0.064,0.0569999999999999,0.0857499999999999,0.10825,0.1285,0.1004999999999999,0.0354999999999999,0.0615,0.0735,0.1962499999999999,0.05275,0.1785,0.11375,0.0705,0.1044999999999999,0.1945,0.09225,0.028,0.2085,0.0969999999999999,0.10925,0.1952499999999999,0.0672499999999999,0.0429999999999999,0.1975,0.0122499999999999,0.03125,0.0464999999999999,0.07,0.0737499999999999,0.09925,0.0247499999999999,0.0354999999999999,0.0454999999999999,0.175,0.03525,0.0247499999999999,0.0539999999999999,0.05225,0.0474999999999999,0.05225,0.03575
All or Nothing (2002),0.92325,0.92325,0.92325,0.92325,0.81175,0.88975,0.92325,0.92325,0.81175,0.8380000000000001,0.64325,0.54,0.25625,0.73625,0.482,0.32825,0.3379999999999999,0.43725,0.40475,0.187,0.64325,0.627,0.3994999999999999,0.26525,0.406,0.33075,0.20425,0.21825,0.183,0.42625,0.2455,0.4812499999999999,0.27175,0.14125,0.1659999999999999,0.24825,0.3369999999999999,0.3035,0.32725,0.1175,0.2504999999999999,0.28225,0.2145,0.2754999999999999,0.178,0.3179999999999999,0.1942499999999999,0.22475,0.8674999999999999,0.28225,0.17975,0.2027499999999999,0.2045,0.26975,0.1312499999999999,0.1589999999999999,0.59175,0.134,0.0989999999999999,0.13,0.1159999999999999,0.27275,0.1104999999999999,0.42325,0.1435,0.1684999999999999,0.09,0.1689999999999999,0.069,0.2995,0.065,0.0509999999999999,0.0785,0.148,0.1277499999999999,0.1709999999999999,0.24825,0.0999999999999999,0.1235,0.1195,0.12375,0.10125,0.11725,0.1614999999999999,0.08675,0.177,0.0647499999999999,0.09725,0.0845,0.1355,0.1044999999999999,0.0777499999999999,0.08625,0.1925,0.03375,0.0675,0.15375,0.1395,0.0847499999999999,0.09175,0.08625,0.1865,0.064,0.14475,0.12225,0.1024999999999999,0.1009999999999999,0.086,0.021,0.135,0.0722499999999999,0.1009999999999999,0.0735,0.0762499999999999,0.06175,0.04975,0.0177499999999999,0.1689999999999999,0.15975,0.0855,0.1285,0.10825,0.0697499999999999,0.0732499999999999,0.0959999999999999,0.1139999999999999,0.0222499999999999,0.06125,0.0384999999999999,0.0399999999999999,0.2445,0.03775,0.123,0.1897499999999999,0.0559999999999999,0.0277499999999999,0.1297499999999999,0.04875,0.0285,0.03525,0.05125,0.0212499999999999,0.071,0.0349999999999999,0.0584999999999999,0.0499999999999999,0.0187499999999999,0.0197499999999999,0.0125
Far from Heaven (2002),0.88625,0.90175,0.90175,0.8667499999999999,0.8162499999999999,0.8025,0.784,0.8732500000000001,0.67225,0.8667499999999999,0.7987500000000001,0.76275,0.49875,0.4085,0.38525,0.46475,0.50975,0.3552499999999999,0.4815,0.52325,0.56675,0.63425,0.43225,0.4435,0.582,0.5005,0.65025,0.5685,0.4247499999999999,0.194,0.22025,0.3482499999999999,0.7845,0.23775,0.2249999999999999,0.4609999999999999,0.32975,0.33125,0.206,0.31375,0.25325,0.4835,0.3395,0.3095,0.26975,0.1634999999999999,0.244,0.348,0.277,0.3359999999999999,0.2,0.20675,0.4225,0.20375,0.2534999999999999,0.21175,0.7135,0.1985,0.32175,0.8732500000000001,0.18225,0.60875,0.23825,0.2115,0.28225,0.133,0.312,0.32425,0.1415,0.4822499999999999,0.214,0.39825,0.271,0.1139999999999999,0.98925,0.14575,0.1255,0.2055,0.12225,0.2095,0.21,0.174,0.2204999999999999,0.24625,0.1009999999999999,0.24175,0.0727499999999999,0.0905,0.09275,0.1815,0.09375,0.0697499999999999,0.10275,0.1644999999999999,0.1352499999999999,0.17675,0.0712499999999999,0.1024999999999999,0.093,0.10525,0.0845,0.1084999999999999,0.1505,0.0459999999999999,0.2977499999999999,0.0969999999999999,0.09325,0.0747499999999999,0.089,0.10375,0.088,0.3125,0.09975,0.079,0.1515,0.0584999999999999,0.0554999999999999,0.0895,0.5515,0.1099999999999999,0.071,0.12075,0.10325,0.0725,0.05975,0.0655,0.2897499999999999,0.0925,0.23775,0.0745,0.10625,0.0795,0.03425,0.03225,0.03625,0.0782499999999999,0.2249999999999999,0.0717499999999999,0.05875,0.064,0.04725,0.0549999999999999,0.067,0.03425,0.09075,0.0534999999999999,0.0235,0.06025,0.0459999999999999
Fingers (1978),0.92025,0.92275,0.92025,0.92025,0.92025,0.92025,0.79725,0.81775,0.92025,0.931,0.7677499999999999,0.7642500000000001,0.88975,0.65325,0.583,0.8732500000000001,0.37,0.70475,0.38725,0.88975,0.4449999999999999,0.26775,0.2405,0.54525,0.2975,0.54825,0.24925,0.5695,0.397,0.35575,0.60725,0.33175,0.57725,0.1425,0.54475,0.1485,0.413,0.4307499999999999,0.4842499999999999,0.561,0.27375,0.15025,0.621,0.216,0.211,0.149,0.0579999999999999,0.2289999999999999,0.4399999999999999,0.1594999999999999,0.4802499999999999,0.10425,0.26525,0.18425,0.1694999999999999,0.18475,0.12,0.60725,0.08,0.3764999999999999,0.24125,0.0865,0.2264999999999999,0.2339999999999999,0.1272499999999999,0.27725,0.2324999999999999,0.518,0.42725,0.398,0.03375,0.3365,0.1947499999999999,0.081,0.0544999999999999,0.4439999999999999,0.0697499999999999,0.3305,0.0429999999999999,0.1825,0.33175,0.534,0.0852499999999999,0.0984999999999999,0.083,0.1495,0.15775,0.1365,0.0514999999999999,0.0349999999999999,0.0292499999999999,0.1805,0.10375,0.0782499999999999,0.25575,0.078,0.0409999999999999,0.3515,0.1235,0.1225,0.05125,0.1947499999999999,0.0677499999999999,0.21625,0.213,0.0944999999999999,0.019,0.17675,0.04925,0.0389999999999999,0.8654999999999999,0.0925,0.0989999999999999,0.1669999999999999,0.03675,0.1714999999999999,0.2055,0.10375,0.0087499999999999,0.0324999999999999,0.04925,0.0225,0.0132499999999999,0.28025,0.2125,0.2895,0.074,0.05725,0.0314999999999999,0.0314999999999999,0.03925,0.05825,0.074,0.025,0.05675,0.0725,0.0217499999999999,0.007,0.1024999999999999,0.0324999999999999,0.03525,0.2005,0.017,0.0155,0.0504999999999999,0.03775,0.012,0.06125,0.0275
