movieId,predictable,first contact,catastrophe,good,weapons,fight scenes,original,chase,survival,fun movie,mad scientist,dialogue,weird,light,mentor,fantasy world,vengeance,runaway,culture clash,betrayal,adaptation,transformation,greed,very funny,drama,not funny,life philosophy,camp,melancholic,sacrifice,pulp,family,creativity,teen movie,death,computer animation,absurd,alter ego,island,immortality,independent film,pornography,internet,life & death,quirky,god,childhood,surveillance,stereotypes,writers,desert,sexy,nudity (full frontal - brief),underrated,memory,islam,dysfunctional family,snakes,classic car,80s,alternate history,california,doctors,remake,drinking,multiple storylines,unlikely friendships,women,new jersey,no plot,hospital,prejudice,simple,irish accent,nudity (rear),farce,queer,too long,trilogy,atheism,unlikeable characters,race,road movie,los angeles,time,too short,awesome soundtrack,tokyo,small town,blindness,notable nudity,wartime,hunting,period piece,dreams,british,prison,new york city,indians,film noir,wilderness,kick-butt women,san francisco,nudity (topless - brief),made for tv,radio,good music,hotel,stand-up comedy,shopping,graphic novel,single father,russian,hip hop,ensemble cast,reality tv,ghosts/afterlife,interracial romance,oil,workplace,kidnapping,brothers,stoner movie,fashion,bollywood,divorce,foul language,censorship,adoption,rebellion,addiction,buddy movie,1930s,goth,australia,directorial debut,cancer,father daughter relationship,robert downey jr,homeless,finnish,texas,best of 2005,prostitution,wine,potential oscar nom,french,lawyer,documentary
Alien: Resurrection (1997),0.95825,0.96325,0.96325,0.96325,0.95675,0.8380000000000001,0.766,0.8380000000000001,0.8205,0.54775,0.77725,0.7795000000000001,0.7795000000000001,0.3904999999999999,0.485,0.45125,0.50125,0.50125,0.579,0.4619999999999999,0.2544999999999999,0.5295,0.49175,0.2365,0.3115,0.3485,0.367,0.3904999999999999,0.49175,0.3385,0.2835,0.1674999999999999,0.47675,0.1475,0.33675,0.33725,0.2945,0.17475,0.28925,0.362,0.18525,0.24225,0.17825,0.2375,0.2415,0.236,0.139,0.189,0.15375,0.2435,0.23425,0.214,0.148,0.4842499999999999,0.2877499999999999,0.1069999999999999,0.207,0.15475,0.22875,0.10375,0.17425,0.15975,0.5035,0.076,0.17925,0.1654999999999999,0.138,0.1525,0.1342499999999999,0.12375,0.1569999999999999,0.1139999999999999,0.124,0.11275,0.09975,0.084,0.1345,0.12025,0.28025,0.1325,0.17075,0.14625,0.0994999999999999,0.0499999999999999,0.0732499999999999,0.065,0.0667499999999999,0.267,0.1129999999999999,0.14325,0.062,0.074,0.1465,0.09075,0.1795,0.09,0.178,0.0735,0.0767499999999999,0.09325,0.09925,0.08,0.063,0.1144999999999999,0.09125,0.139,0.05375,0.1089999999999999,0.08925,0.05325,0.082,0.04225,0.0514999999999999,0.05625,0.1225,0.075,0.03975,0.0717499999999999,0.11875,0.1019999999999999,0.0827499999999999,0.0755,0.0782499999999999,0.0494999999999999,0.07,0.073,0.10325,0.05875,0.059,0.05425,0.0605,0.0479999999999999,0.0484999999999999,0.1425,0.0454999999999999,0.0989999999999999,0.05025,0.04875,0.0489999999999999,0.04775,0.0439999999999999,0.04225,0.0539999999999999,0.04225,0.0399999999999999,0.0364999999999999,0.05875,0.0267499999999999,0.0235
"Postman, The (1997)",0.8042499999999999,0.8042499999999999,0.8354999999999999,0.707,0.37725,0.707,0.66575,0.679,0.91875,0.2175,0.0935,0.391,0.2937499999999999,0.18525,0.4692499999999999,0.273,0.33775,0.33175,0.3844999999999999,0.3017499999999999,0.8852500000000001,0.2395,0.2584999999999999,0.27025,0.40625,0.31625,0.34075,0.1295,0.2734999999999999,0.3159999999999999,0.16775,0.1639999999999999,0.18275,0.187,0.1255,0.1322499999999999,0.2224999999999999,0.1149999999999999,0.15425,0.16775,0.309,0.1455,0.36875,0.16125,0.2234999999999999,0.21675,0.1094999999999999,0.18475,0.11925,0.1917499999999999,0.3319999999999999,0.0895,0.1699999999999999,0.309,0.153,0.489,0.1004999999999999,0.04025,0.17025,0.0569999999999999,0.23325,0.0795,0.09775,0.068,0.1972499999999999,0.1044999999999999,0.1347499999999999,0.1564999999999999,0.0747499999999999,0.0959999999999999,0.0812499999999999,0.309,0.11375,0.18725,0.3702499999999999,0.0732499999999999,0.11125,0.489,0.065,0.1372499999999999,0.05425,0.0755,0.16025,0.0287499999999999,0.08775,0.06175,0.0727499999999999,0.04125,0.1455,0.1644999999999999,0.0544999999999999,0.0832499999999999,0.04175,0.11525,0.0705,0.0755,0.2674999999999999,0.04825,0.15,0.0852499999999999,0.145,0.0712499999999999,0.04275,0.0692499999999999,0.09575,0.1069999999999999,0.04775,0.04025,0.0785,0.0434999999999999,0.0574999999999999,0.0359999999999999,0.0707499999999999,0.05275,0.0265,0.063,0.0202499999999999,0.0524999999999999,0.05775,0.0647499999999999,0.04625,0.0655,0.0662499999999999,0.04225,0.05175,0.0637499999999999,0.0489999999999999,0.0735,0.0524999999999999,0.1084999999999999,0.0627499999999999,0.0314999999999999,0.04075,0.04525,0.09,0.04225,0.0782499999999999,0.03075,0.04125,0.04975,0.0534999999999999,0.0574999999999999,0.0192499999999999,0.02975,0.03075,0.026,0.0324999999999999,0.026,0.0192499999999999
Deep Rising (1998),0.923,0.89975,0.8939999999999999,0.8939999999999999,0.89975,0.8939999999999999,0.8280000000000001,0.8500000000000001,0.68525,0.8905000000000001,0.923,0.67225,0.69675,0.7435,0.4325,0.3349999999999999,0.674,0.674,0.35475,0.33325,0.291,0.5005,0.3349999999999999,0.66225,0.35475,0.26575,0.37275,0.59825,0.40375,0.1882499999999999,0.4629999999999999,0.256,0.49775,0.17575,0.3705,0.20525,0.63425,0.35275,0.353,0.12325,0.1659999999999999,0.2194999999999999,0.2294999999999999,0.2264999999999999,0.5415,0.0787499999999999,0.2734999999999999,0.10325,0.3712499999999999,0.2299999999999999,0.1935,0.3675,0.24875,0.2845,0.10425,0.09575,0.2115,0.4915,0.1877499999999999,0.1377499999999999,0.155,0.1877499999999999,0.1332499999999999,0.1089999999999999,0.1892499999999999,0.25125,0.25275,0.1649999999999999,0.24,0.1124999999999999,0.14525,0.0837499999999999,0.15525,0.0974999999999999,0.12425,0.21675,0.1372499999999999,0.11625,0.06025,0.10425,0.16275,0.0752499999999999,0.10675,0.08975,0.08925,0.0524999999999999,0.1987499999999999,0.1282499999999999,0.18025,0.0925,0.1029999999999999,0.0569999999999999,0.22225,0.1069999999999999,0.1064999999999999,0.10325,0.1034999999999999,0.0787499999999999,0.09325,0.1175,0.10675,0.065,0.06225,0.1465,0.0569999999999999,0.1295,0.16675,0.0615,0.1139999999999999,0.076,0.1659999999999999,0.0334999999999999,0.05675,0.0625,0.20675,0.0554999999999999,0.0595,0.05425,0.0682499999999999,0.16175,0.05575,0.0807499999999999,0.072,0.14825,0.0695,0.084,0.1049999999999999,0.066,0.0817499999999999,0.03925,0.0354999999999999,0.0662499999999999,0.0615,0.0815,0.0439999999999999,0.0989999999999999,0.04775,0.0449999999999999,0.05775,0.0374999999999999,0.0404999999999999,0.061,0.0379999999999999,0.03825,0.1307499999999999,0.0782499999999999,0.0374999999999999,0.0292499999999999,0.023
Lost in Space (1998),0.995,0.996,0.995,0.996,0.97075,0.95925,0.8467499999999999,0.61625,0.95975,0.598,0.71425,0.56925,0.60375,0.722,0.488,0.34575,0.35475,0.42325,0.3165,0.26625,0.29725,0.301,0.3894999999999999,0.2825,0.3165,0.37975,0.3385,0.6765,0.3894999999999999,0.375,0.273,0.6755,0.306,0.24875,0.205,0.57225,0.27675,0.2817499999999999,0.1942499999999999,0.475,0.124,0.182,0.248,0.2855,0.3175,0.14775,0.24,0.193,0.21175,0.261,0.201,0.31575,0.1882499999999999,0.2925,0.36475,0.0964999999999999,0.6635,0.0564999999999999,0.16025,0.1922499999999999,0.4922499999999999,0.16625,0.3864999999999999,0.3565,0.11275,0.1664999999999999,0.1922499999999999,0.18125,0.12,0.27825,0.16375,0.0822499999999999,0.09275,0.10575,0.1845,0.1332499999999999,0.1312499999999999,0.1342499999999999,0.09925,0.0682499999999999,0.1039999999999999,0.16675,0.0677499999999999,0.0642499999999999,0.273,0.1094999999999999,0.434,0.0949999999999999,0.076,0.0954999999999999,0.0835,0.05575,0.03725,0.0792499999999999,0.0989999999999999,0.1004999999999999,0.09275,0.087,0.091,0.10525,0.04275,0.141,0.10525,0.123,0.3169999999999999,0.1282499999999999,0.131,0.0737499999999999,0.088,0.0637499999999999,0.0554999999999999,0.1074999999999999,0.075,0.0805,0.11725,0.1962499999999999,0.04475,0.092,0.0554999999999999,0.0692499999999999,0.04575,0.06125,0.091,0.0549999999999999,0.0675,0.0875,0.0652499999999999,0.0645,0.10425,0.0735,0.067,0.05375,0.04425,0.02975,0.05025,0.0767499999999999,0.0667499999999999,0.05375,0.05275,0.03125,0.0379999999999999,0.04175,0.0339999999999999,0.0319999999999999,0.0242499999999999,0.03675,0.0399999999999999,0.03775,0.0167499999999999
Species II (1998),0.8925000000000001,0.903,0.8925000000000001,0.8327500000000001,0.869,0.7949999999999999,0.75675,0.4782499999999999,0.434,0.43775,0.66125,0.54925,0.3295,0.646,0.4449999999999999,0.3369999999999999,0.4995,0.39925,0.2925,0.4995,0.3087499999999999,0.6885,0.2125,0.25625,0.2604999999999999,0.287,0.32675,0.4235,0.2865,0.15375,0.3149999999999999,0.3007499999999999,0.2075,0.32625,0.364,0.1674999999999999,0.17375,0.1624999999999999,0.27275,0.18575,0.1315,0.73025,0.15125,0.196,0.257,0.4952499999999999,0.12175,0.0737499999999999,0.21325,0.26275,0.2279999999999999,0.67625,0.5425,0.144,0.10575,0.1134999999999999,0.2219999999999999,0.1579999999999999,0.212,0.20975,0.16275,0.3319999999999999,0.21925,0.33175,0.1629999999999999,0.26875,0.1415,0.5035,0.1609999999999999,0.1865,0.24475,0.1054999999999999,0.09275,0.17325,0.7095,0.1009999999999999,0.136,0.15575,0.0519999999999999,0.10975,0.0865,0.17025,0.11675,0.4832499999999999,0.03975,0.10425,0.078,0.1019999999999999,0.0752499999999999,0.0865,0.2967499999999999,0.0755,0.1664999999999999,0.0712499999999999,0.09975,0.05125,0.0999999999999999,0.1059999999999999,0.0842499999999999,0.11775,0.0735,0.11875,0.0994999999999999,0.1505,0.1124999999999999,0.14425,0.05875,0.10925,0.10875,0.11575,0.0845,0.0529999999999999,0.0792499999999999,0.119,0.073,0.04775,0.05125,0.10225,0.0677499999999999,0.0845,0.09875,0.0672499999999999,0.0842499999999999,0.12425,0.0755,0.0772499999999999,0.0625,0.54925,0.0722499999999999,0.0192499999999999,0.10125,0.066,0.05575,0.04775,0.0399999999999999,0.0524999999999999,0.0627499999999999,0.0324999999999999,0.0802499999999999,0.0305,0.028,0.0564999999999999,0.03575,0.0762499999999999,0.0305,0.05475,0.03325,0.0262499999999999,0.016
Deep Impact (1998),0.9975,0.9975,0.9975,0.98475,0.97875,0.98475,0.73425,0.7827500000000001,0.8985000000000001,0.6045,0.77275,0.5755,0.66175,0.4004999999999999,0.58425,0.4255,0.32225,0.66175,0.61725,0.5695,0.24725,0.40225,0.61725,0.27125,0.61725,0.37375,0.3894999999999999,0.1397499999999999,0.4185,0.901,0.2085,0.57725,0.2995,0.34275,0.3742499999999999,0.22225,0.1967499999999999,0.36775,0.2189999999999999,0.10825,0.376,0.25625,0.3944999999999999,0.427,0.193,0.33925,0.1699999999999999,0.39175,0.4117499999999999,0.22725,0.15025,0.14725,0.1644999999999999,0.29425,0.17275,0.26825,0.3794999999999999,0.0835,0.1604999999999999,0.1014999999999999,0.3249999999999999,0.15,0.32575,0.0959999999999999,0.2734999999999999,0.2927499999999999,0.4862499999999999,0.17125,0.3349999999999999,0.20575,0.21975,0.27575,0.1579999999999999,0.1004999999999999,0.15125,0.10425,0.123,0.1245,0.0954999999999999,0.1942499999999999,0.12025,0.2435,0.093,0.09275,0.201,0.1927499999999999,0.0984999999999999,0.05575,0.1287499999999999,0.1295,0.0787499999999999,0.131,0.0509999999999999,0.0925,0.0785,0.09575,0.10075,0.27925,0.15175,0.09375,0.0554999999999999,0.05175,0.09425,0.09075,0.1475,0.27125,0.175,0.085,0.1014999999999999,0.08775,0.04175,0.22375,0.191,0.074,0.56775,0.0817499999999999,0.0549999999999999,0.09375,0.20775,0.0949999999999999,0.05725,0.067,0.09375,0.0559999999999999,0.08975,0.179,0.134,0.03325,0.1024999999999999,0.04175,0.0595,0.05225,0.0499999999999999,0.0287499999999999,0.04525,0.0647499999999999,0.1445,0.081,0.0424999999999999,0.10175,0.0344999999999999,0.0815,0.03175,0.0282499999999999,0.0349999999999999,0.07,0.03825,0.03775,0.0225
Godzilla (1998),0.967,0.967,0.9645,0.9645,0.967,0.9645,0.804,0.90525,0.71375,0.5335,0.9065,0.6195,0.3255,0.65275,0.4725,0.6675,0.4275,0.3165,0.2947499999999999,0.2947499999999999,0.3415,0.47475,0.2704999999999999,0.2887499999999999,0.2947499999999999,0.3045,0.35075,0.527,0.24225,0.33925,0.2329999999999999,0.40375,0.2875,0.18175,0.30125,0.5165,0.20625,0.285,0.51375,0.44075,0.1355,0.20575,0.3565,0.24275,0.249,0.38325,0.25575,0.16375,0.31925,0.295,0.1855,0.2012499999999999,0.2664999999999999,0.211,0.12475,0.14525,0.2309999999999999,0.291,0.2155,0.17125,0.2012499999999999,0.21525,0.155,0.65075,0.1139999999999999,0.20825,0.18725,0.1995,0.2827499999999999,0.251,0.2095,0.12125,0.14,0.1235,0.1745,0.14,0.14425,0.14825,0.09075,0.14725,0.2744999999999999,0.147,0.1139999999999999,0.15025,0.0715,0.083,0.1402499999999999,0.31725,0.075,0.145,0.09175,0.09275,0.11675,0.076,0.0925,0.068,0.1034999999999999,0.8,0.11475,0.10225,0.10175,0.0847499999999999,0.1144999999999999,0.127,0.0737499999999999,0.09375,0.0857499999999999,0.09225,0.12,0.08,0.1104999999999999,0.04775,0.0735,0.12175,0.0845,0.05875,0.081,0.142,0.0757499999999999,0.09075,0.0444999999999999,0.0802499999999999,0.0837499999999999,0.0949999999999999,0.0875,0.0994999999999999,0.12375,0.06225,0.11725,0.0379999999999999,0.0584999999999999,0.0494999999999999,0.0645,0.031,0.0474999999999999,0.05475,0.0755,0.04375,0.04375,0.0675,0.0364999999999999,0.0389999999999999,0.0404999999999999,0.04825,0.03375,0.0489999999999999,0.09775,0.04425,0.022
Armageddon (1998),0.98925,0.986,0.98925,0.98925,0.97525,0.98925,0.677,0.964,0.83375,0.91375,0.6105,0.69625,0.67425,0.619,0.4745,0.50575,0.535,0.40175,0.62125,0.477,0.22025,0.44225,0.3005,0.46975,0.4665,0.2975,0.4792499999999999,0.30525,0.64025,0.8845000000000001,0.27125,0.49675,0.4815,0.7335,0.24925,0.238,0.37825,0.555,0.307,0.23825,0.32225,0.1634999999999999,0.38875,0.31,0.22575,0.38925,0.18275,0.301,0.50775,0.16925,0.26725,0.2937499999999999,0.16025,0.271,0.0702499999999999,0.32225,0.185,0.086,0.20525,0.16575,0.38225,0.18275,0.21275,0.1475,0.18275,0.265,0.21375,0.16975,0.15525,0.2065,0.1942499999999999,0.32225,0.27425,0.14425,0.187,0.12275,0.1164999999999999,0.16925,0.0944999999999999,0.1574999999999999,0.17725,0.22475,0.0984999999999999,0.1019999999999999,0.16675,0.22825,0.5245,0.0667499999999999,0.084,0.1382499999999999,0.14375,0.1377499999999999,0.04125,0.136,0.05075,0.0905,0.10325,0.1835,0.186,0.08675,0.088,0.0812499999999999,0.0944999999999999,0.10975,0.0655,0.20975,0.20925,0.145,0.09275,0.14725,0.06075,0.156,0.26625,0.087,0.34125,0.0925,0.21975,0.1285,0.5695,0.0675,0.068,0.0745,0.0745,0.09575,0.09075,0.1624999999999999,0.2234999999999999,0.04425,0.05575,0.03375,0.0454999999999999,0.1355,0.04525,0.03875,0.0625,0.05325,0.148,0.283,0.0554999999999999,0.03475,0.0329999999999999,0.2524999999999999,0.03825,0.03425,0.0389999999999999,0.03575,0.05325,0.0419999999999999,0.0212499999999999
Back to the Future Part III (1990),0.9025,0.97225,0.99925,0.92825,0.8574999999999999,0.428,0.90875,0.78925,0.8825000000000001,0.95025,0.74925,0.52075,0.7035,0.55975,0.4735,0.64125,0.32225,0.7035,0.7035,0.3249999999999999,0.177,0.24975,0.7035,0.71175,0.7035,0.3305,0.3275,0.1245,0.4419999999999999,0.2345,0.2012499999999999,0.39175,0.284,0.2355,0.22775,0.2734999999999999,0.12075,0.14325,0.14425,0.1535,0.185,0.1942499999999999,0.119,0.235,0.245,0.0324999999999999,0.55975,0.18625,0.1282499999999999,0.1785,0.2504999999999999,0.11525,0.2155,0.3057499999999999,0.295,0.185,0.11875,0.062,0.2189999999999999,0.476,0.5505,0.4137499999999999,0.26625,0.07,0.142,0.09025,0.3764999999999999,0.11475,0.10575,0.0687499999999999,0.1267499999999999,0.1257499999999999,0.1564999999999999,0.64875,0.0797499999999999,0.12025,0.1245,0.0647499999999999,0.97125,0.0504999999999999,0.0247499999999999,0.15525,0.138,0.09025,0.95625,0.0672499999999999,0.25,0.0875,0.1387499999999999,0.0969999999999999,0.0499999999999999,0.0825,0.0822499999999999,0.1755,0.0757499999999999,0.0687499999999999,0.133,0.0715,0.37275,0.1039999999999999,0.07,0.0637499999999999,0.10325,0.0667499999999999,0.0752499999999999,0.0959999999999999,0.10975,0.1265,0.0792499999999999,0.1335,0.0127499999999999,0.0449999999999999,0.077,0.04375,0.03775,0.0702499999999999,0.3522499999999999,0.09325,0.08625,0.122,0.08625,0.0474999999999999,0.08,0.0939999999999999,0.0449999999999999,0.0812499999999999,0.0444999999999999,0.0655,0.0469999999999999,0.09775,0.0605,0.1825,0.064,0.0262499999999999,0.0802499999999999,0.05875,0.0509999999999999,0.03,0.0499999999999999,0.0479999999999999,0.0245,0.059,0.0187499999999999,0.0489999999999999,0.05175,0.0205,0.031,0.04775,0.0222499999999999
"Black Hole, The (1979)",0.9805,0.988,0.97375,0.988,0.95525,0.8087500000000001,0.82125,0.64775,0.8665,0.6445,0.931,0.78325,0.8400000000000001,0.7025,0.5455,0.61925,0.429,0.59975,0.5445,0.35875,0.31725,0.3562499999999999,0.62875,0.299,0.43125,0.38825,0.2927499999999999,0.2927499999999999,0.62875,0.304,0.56,0.348,0.3225,0.17075,0.3409999999999999,0.56775,0.20575,0.22275,0.45625,0.33075,0.2375,0.2895,0.2734999999999999,0.2937499999999999,0.30725,0.345,0.40025,0.1624999999999999,0.17825,0.20325,0.434,0.22925,0.21575,0.4795,0.3087499999999999,0.1775,0.1815,0.1649999999999999,0.2554999999999999,0.4579999999999999,0.1932499999999999,0.27525,0.346,0.11475,0.2375,0.2194999999999999,0.1599999999999999,0.1034999999999999,0.12,0.22625,0.1144999999999999,0.1775,0.21625,0.1634999999999999,0.17675,0.092,0.138,0.1927499999999999,0.204,0.11775,0.133,0.244,0.16775,0.0595,0.265,0.0524999999999999,0.2145,0.17925,0.1845,0.10075,0.16125,0.0994999999999999,0.10075,0.12225,0.206,0.1355,0.0812499999999999,0.12225,0.16225,0.1342499999999999,0.1267499999999999,0.0737499999999999,0.128,0.1185,0.068,0.0837499999999999,0.10725,0.1225,0.09125,0.1099999999999999,0.06225,0.0434999999999999,0.11125,0.0715,0.11025,0.03675,0.0514999999999999,0.068,0.1927499999999999,0.0727499999999999,0.09775,0.059,0.1124999999999999,0.0647499999999999,0.09,0.075,0.31875,0.0822499999999999,0.0745,0.0815,0.0827499999999999,0.04675,0.11275,0.0227499999999999,0.073,0.0885,0.0479999999999999,0.0384999999999999,0.05725,0.0404999999999999,0.05875,0.09975,0.0275,0.0464999999999999,0.0434999999999999,0.0404999999999999,0.04875,0.03925,0.0255
Parasite (1982),0.99125,0.99125,0.987,0.97525,0.82325,0.78975,0.8015000000000001,0.62725,0.99125,0.3279999999999999,0.8792500000000001,0.38125,0.541,0.40275,0.42125,0.3565,0.4395,0.5145,0.3195,0.4395,0.3165,0.3229999999999999,0.2614999999999999,0.2355,0.3195,0.346,0.22775,0.40275,0.52425,0.297,0.33175,0.198,0.201,0.3175,0.2634999999999999,0.259,0.16425,0.26875,0.254,0.296,0.17775,0.4014999999999999,0.21025,0.33575,0.1885,0.15475,0.14075,0.15675,0.1639999999999999,0.193,0.479,0.128,0.248,0.1255,0.4465,0.17775,0.14825,0.2865,0.1902499999999999,0.52725,0.2155,0.46125,0.1947499999999999,0.11925,0.14875,0.1925,0.1604999999999999,0.11625,0.1315,0.0314999999999999,0.1694999999999999,0.1357499999999999,0.1465,0.181,0.1154999999999999,0.1937499999999999,0.14225,0.1357499999999999,0.0715,0.0705,0.2005,0.0979999999999999,0.155,0.4365,0.10925,0.11425,0.0677499999999999,0.14375,0.13,0.1327499999999999,0.156,0.067,0.0905,0.0737499999999999,0.1345,0.073,0.1144999999999999,0.0665,0.05075,0.1129999999999999,0.1977499999999999,0.2905,0.0404999999999999,0.1004999999999999,0.0569999999999999,0.08875,0.05825,0.0944999999999999,0.11375,0.0785,0.41,0.0404999999999999,0.05125,0.03775,0.0529999999999999,0.09425,0.0705,0.0667499999999999,0.04225,0.11275,0.0329999999999999,0.05425,0.12075,0.0484999999999999,0.0692499999999999,0.0469999999999999,0.0494999999999999,0.093,0.04675,0.10675,0.05825,0.068,0.06025,0.0519999999999999,0.0645,0.06,0.0344999999999999,0.0374999999999999,0.0504999999999999,0.04275,0.0245,0.03925,0.0282499999999999,0.0662499999999999,0.0324999999999999,0.0479999999999999,0.04775,0.021,0.0157499999999999
Soldier (1998),0.99875,0.989,0.989,0.99875,0.96075,0.96075,0.7025,0.96075,0.97575,0.92575,0.3874999999999999,0.59025,0.31025,0.26775,0.61375,0.22725,0.5845,0.4347499999999999,0.367,0.5845,0.2865,0.4247499999999999,0.2199999999999999,0.21625,0.2877499999999999,0.424,0.5345,0.26775,0.20575,0.3645,0.4525,0.1972499999999999,0.2015,0.135,0.1805,0.3565,0.172,0.254,0.134,0.27225,0.11975,0.1659999999999999,0.22975,0.1882499999999999,0.2239999999999999,0.0925,0.16575,0.0875,0.21425,0.18125,0.193,0.08875,0.15975,0.3435,0.1895,0.11975,0.27525,0.49775,0.16425,0.11575,0.1357499999999999,0.1124999999999999,0.10575,0.0595,0.0807499999999999,0.10575,0.1982499999999999,0.14325,0.1029999999999999,0.1114999999999999,0.129,0.11875,0.2022499999999999,0.14475,0.15725,0.0667499999999999,0.12325,0.089,0.05275,0.0925,0.08875,0.06175,0.0775,0.0569999999999999,0.0579999999999999,0.072,0.068,0.0705,0.09,0.121,0.0755,0.0625,0.10325,0.083,0.0812499999999999,0.0675,0.0979999999999999,0.05175,0.05325,0.1029999999999999,0.0939999999999999,0.0514999999999999,0.04975,0.0685,0.05225,0.04525,0.05925,0.0625,0.0772499999999999,0.0837499999999999,0.1574999999999999,0.06,0.0584999999999999,0.0842499999999999,0.04375,0.05375,0.04125,0.0672499999999999,0.0655,0.0822499999999999,0.0344999999999999,0.0705,0.0755,0.0439999999999999,0.063,0.0569999999999999,0.1365,0.087,0.0792499999999999,0.04625,0.05675,0.0534999999999999,0.0737499999999999,0.0364999999999999,0.0449999999999999,0.062,0.0404999999999999,0.03975,0.0429999999999999,0.0667499999999999,0.0454999999999999,0.0379999999999999,0.03175,0.0364999999999999,0.023,0.0504999999999999,0.0292499999999999,0.0165,0.014
King Kong (1976),0.88775,0.88775,0.62325,0.81975,0.88775,0.81975,0.8467499999999999,0.486,0.3655,0.34275,0.8367500000000001,0.57975,0.45525,0.50025,0.50325,0.4575,0.4287499999999999,0.475,0.43025,0.31325,0.50125,0.471,0.67925,0.4097499999999999,0.44175,0.38225,0.37725,0.50025,0.3735,0.53925,0.207,0.37075,0.33475,0.20625,0.32525,0.2654999999999999,0.16975,0.22475,0.9675,0.25425,0.215,0.45025,0.14525,0.26475,0.24525,0.31,0.34175,0.0667499999999999,0.2825,0.179,0.2574999999999999,0.279,0.3665,0.271,0.14,0.1267499999999999,0.2274999999999999,0.7682500000000001,0.25475,0.2027499999999999,0.1704999999999999,0.2475,0.2095,0.885,0.1877499999999999,0.218,0.27375,0.2289999999999999,0.135,0.0815,0.246,0.1579999999999999,0.1262499999999999,0.10825,0.08725,0.1265,0.142,0.121,0.0865,0.11575,0.05025,0.145,0.123,0.0747499999999999,0.1282499999999999,0.061,0.125,0.38225,0.0787499999999999,0.143,0.1629999999999999,0.0949999999999999,0.123,0.15075,0.1129999999999999,0.0662499999999999,0.08775,0.4317499999999999,0.146,0.09325,0.122,0.1059999999999999,0.10075,0.498,0.10075,0.0685,0.16825,0.069,0.1255,0.0772499999999999,0.031,0.073,0.0544999999999999,0.06075,0.05225,0.10775,0.03725,0.1245,0.43725,0.0792499999999999,0.1275,0.1059999999999999,0.09975,0.067,0.10275,0.0865,0.076,0.10175,0.093,0.04525,0.06025,0.05475,0.3692499999999999,0.0272499999999999,0.0539999999999999,0.0677499999999999,0.09775,0.06075,0.0305,0.0549999999999999,0.0222499999999999,0.04525,0.4207499999999999,0.04175,0.0369999999999999,0.04475,0.04375,0.04775,0.0242499999999999
Lifeforce (1985),0.948,0.948,0.948,0.94275,0.88025,0.58275,0.6825,0.477,0.5875,0.5465,0.71925,0.59625,0.8545,0.7789999999999999,0.4024999999999999,0.4175,0.58025,0.58025,0.641,0.2887499999999999,0.8360000000000001,0.60325,0.3944999999999999,0.3592499999999999,0.2887499999999999,0.3017499999999999,0.3359999999999999,0.71925,0.641,0.3452499999999999,0.43225,0.1357499999999999,0.42225,0.2229999999999999,0.3465,0.16025,0.4795,0.14875,0.31975,0.3492499999999999,0.256,0.74675,0.074,0.2259999999999999,0.2229999999999999,0.26775,0.1362499999999999,0.089,0.1679999999999999,0.24625,0.3502499999999999,0.632,0.2895,0.32875,0.0832499999999999,0.085,0.1644999999999999,0.18725,0.27525,0.4405,0.17175,0.154,0.3165,0.179,0.29525,0.17825,0.11625,0.1835,0.1395,0.1327499999999999,0.257,0.15575,0.1039999999999999,0.1245,0.2947499999999999,0.14225,0.1362499999999999,0.149,0.0379999999999999,0.136,0.08675,0.129,0.1044999999999999,0.061,0.04875,0.03425,0.139,0.2445,0.14,0.09425,0.31875,0.05775,0.24175,0.0949999999999999,0.2017499999999999,0.55975,0.0762499999999999,0.0647499999999999,0.09875,0.09525,0.16275,0.10375,0.05325,0.184,0.0787499999999999,0.1614999999999999,0.0805,0.1175,0.1159999999999999,0.06125,0.0964999999999999,0.0217499999999999,0.073,0.0499999999999999,0.05675,0.03625,0.0675,0.078,0.067,0.0722499999999999,0.0677499999999999,0.05675,0.0954999999999999,0.05725,0.0584999999999999,0.0489999999999999,0.0464999999999999,0.4489999999999999,0.04775,0.0215,0.1169999999999999,0.0364999999999999,0.04525,0.18075,0.059,0.0817499999999999,0.04425,0.0479999999999999,0.05425,0.0354999999999999,0.03125,0.1815,0.08825,0.05025,0.0429999999999999,0.0449999999999999,0.04475,0.025,0.0232499999999999
