movieId,first contact,fight scenes,original,catastrophe,weird,survival,predictable,greed,good,chase,weapons,dialogue,vengeance,surveillance,drama,runaway,fun movie,culture clash,melancholic,mad scientist,fantasy world,mentor,light,sacrifice,life & death,transformation,adaptation,creativity,very funny,betrayal,life philosophy,not funny,family,computer animation,islam,alter ego,immortality,childhood,underrated,absurd,pornography,independent film,death,island,desert,memory,drinking,internet,alternate history,pulp,unlikely friendships,prejudice,doctors,teen movie,stereotypes,simple,classic car,quirky,time,dysfunctional family,california,80s,sexy,nudity (full frontal - brief),period piece,writers,tokyo,camp,god,awesome soundtrack,british,race,dreams,trilogy,multiple storylines,wartime,hospital,irish accent,snakes,no plot,women,too long,new jersey,atheism,small town,good music,blindness,hotel,indians,road movie,farce,oil,queer,nudity (topless - brief),film noir,hunting,rebellion,new york city,radio,wilderness,ensemble cast,nudity (rear),1930s,too short,san francisco,workplace,ghosts/afterlife,foul language,los angeles,graphic novel,unlikeable characters,prison,single father,brothers,interracial romance,divorce,remake,directorial debut,bollywood,notable nudity,made for tv,kidnapping,father daughter relationship,censorship,fashion,kick-butt women,stoner movie,shopping,russian,cancer,stand-up comedy,best of 2005,australia,addiction,buddy movie,reality tv,adoption,hip hop,homeless,robert downey jr,goth,texas,wine,potential oscar nom,finnish,prostitution,french,lawyer,documentary
Airport (1970),0.8645,0.89625,0.63025,0.89625,0.592,0.45125,0.97025,0.8734999999999999,0.66725,0.72775,0.52575,0.675,0.592,0.52625,0.8734999999999999,0.72675,0.7907500000000001,0.51775,0.33725,0.4872499999999999,0.33225,0.44775,0.59025,0.36475,0.249,0.43425,0.55725,0.16475,0.47875,0.27075,0.39625,0.29425,0.5505,0.2415,0.2544999999999999,0.3622499999999999,0.0697499999999999,0.351,0.3279999999999999,0.24775,0.2714999999999999,0.2204999999999999,0.1307499999999999,0.26425,0.28725,0.0737499999999999,0.259,0.1332499999999999,0.248,0.27375,0.1569999999999999,0.216,0.20625,0.25725,0.2165,0.17225,0.2329999999999999,0.1367499999999999,0.10825,0.416,0.34875,0.50075,0.4752499999999999,0.1297499999999999,0.39,0.1644999999999999,0.066,0.3784999999999999,0.0662499999999999,0.216,0.0697499999999999,0.28525,0.0605,0.0717499999999999,0.27275,0.0989999999999999,0.2249999999999999,0.0964999999999999,0.2975,0.2274999999999999,0.2017499999999999,0.25975,0.29025,0.0662499999999999,0.08925,0.14675,0.10925,0.547,0.14475,0.1297499999999999,0.259,0.1815,0.1465,0.2244999999999999,0.09025,0.1275,0.0364999999999999,0.156,0.2895,0.16275,0.56475,0.18025,0.36675,0.1322499999999999,0.3495,0.09875,0.1139999999999999,0.09975,0.302,0.0125,0.0735,0.12,0.0489999999999999,0.0625,0.2319999999999999,0.389,0.04625,0.0519999999999999,0.0414999999999999,0.3635,0.068,0.0742499999999999,0.03825,0.1169999999999999,0.18475,0.063,0.1049999999999999,0.1902499999999999,0.0554999999999999,0.0675,0.11175,0.0757499999999999,0.05225,0.0707499999999999,0.10575,0.05325,0.0732499999999999,0.0564999999999999,0.0305,0.0944999999999999,0.0212499999999999,0.06225,0.0687499999999999,0.04425,0.0255,0.03125,0.0295,0.12275,0.03025
"Towering Inferno, The (1974)",0.977,0.977,0.72175,0.95575,0.837,0.8645,0.99,0.7705,0.74375,0.8160000000000001,0.8089999999999999,0.77925,0.72175,0.72475,0.5575,0.702,0.707,0.5385,0.38025,0.7955000000000001,0.4105,0.4455,0.659,0.6625,0.3555,0.4875,0.46875,0.202,0.4415,0.29325,0.35875,0.35075,0.533,0.245,0.33225,0.36575,0.18225,0.4459999999999999,0.40825,0.11775,0.3565,0.25025,0.56275,0.4197499999999999,0.4235,0.09175,0.239,0.21775,0.419,0.2704999999999999,0.17725,0.3145,0.3359999999999999,0.2219999999999999,0.18525,0.23975,0.2925,0.13,0.26075,0.21425,0.68125,0.62625,0.2837499999999999,0.135,0.33225,0.10275,0.09925,0.33275,0.10375,0.28125,0.0875,0.412,0.0974999999999999,0.09025,0.38275,0.1255,0.20375,0.1312499999999999,0.37925,0.11375,0.25625,0.53375,0.15925,0.0855,0.1845,0.143,0.259,0.373,0.255,0.12,0.15975,0.247,0.1287499999999999,0.297,0.09275,0.1629999999999999,0.062,0.3472499999999999,0.15775,0.144,0.651,0.241,0.44925,0.1109999999999999,0.9295,0.0855,0.1525,0.1525,0.45825,0.0815,0.09875,0.11675,0.0615,0.14425,0.297,0.12425,0.1159999999999999,0.0539999999999999,0.0627499999999999,0.26925,0.0702499999999999,0.11875,0.0559999999999999,0.0989999999999999,0.16525,0.069,0.0994999999999999,0.21425,0.0742499999999999,0.088,0.119,0.084,0.05175,0.0687499999999999,0.0974999999999999,0.0509999999999999,0.0672499999999999,0.05175,0.0265,0.0805,0.03425,0.1069999999999999,0.05325,0.0544999999999999,0.018,0.0705,0.0379999999999999,0.0647499999999999,0.0314999999999999
Westworld (1973),0.99525,0.7987500000000001,0.8452500000000001,0.96525,0.833,0.99525,0.74125,0.7829999999999999,0.609,0.94225,0.6745,0.7035,0.71175,0.57975,0.643,0.8767499999999999,0.7775000000000001,0.556,0.576,0.512,0.70425,0.43925,0.53375,0.36175,0.62175,0.4455,0.393,0.54025,0.40175,0.4465,0.5555,0.36975,0.214,0.2654999999999999,0.3275,0.24675,0.29,0.35275,0.3067499999999999,0.366,0.3295,0.404,0.2614999999999999,0.3735,0.5925,0.3482499999999999,0.4962499999999999,0.2185,0.27325,0.2995,0.16925,0.15275,0.4245,0.193,0.1465,0.3279999999999999,0.38625,0.26375,0.44125,0.1579999999999999,0.40575,0.34275,0.26175,0.2007499999999999,0.17975,0.2284999999999999,0.23425,0.3135,0.1357499999999999,0.25775,0.17975,0.1795,0.2835,0.1327499999999999,0.1385,0.0895,0.1679999999999999,0.1114999999999999,0.49,0.1064999999999999,0.199,0.15975,0.11025,0.16225,0.1927499999999999,0.25775,0.15725,0.25,0.2,0.3169999999999999,0.18475,0.2319999999999999,0.1282499999999999,0.21825,0.1004999999999999,0.51375,0.2304999999999999,0.12475,0.1039999999999999,0.33075,0.0765,0.18175,0.11625,0.04275,0.10075,0.37375,0.07,0.10225,0.0835,0.12375,0.1024999999999999,0.10475,0.04475,0.0692499999999999,0.08675,0.3359999999999999,0.09375,0.28825,0.0747499999999999,0.1149999999999999,0.0812499999999999,0.121,0.08875,0.11425,0.15625,0.0865,0.0915,0.12025,0.04575,0.0389999999999999,0.0695,0.0742499999999999,0.12275,0.06125,0.086,0.0815,0.0549999999999999,0.05125,0.04975,0.04975,0.03075,0.0702499999999999,0.0725,0.03625,0.04225,0.17725,0.0409999999999999,0.073,0.0287499999999999
Logan's Run (1976),0.998,0.938,0.8845000000000001,0.9415,0.8845000000000001,0.998,0.8082499999999999,0.8845000000000001,0.68225,0.7769999999999999,0.549,0.68225,0.632,0.51525,0.62575,0.661,0.715,0.668,0.668,0.6655,0.56875,0.53475,0.661,0.38525,0.7015,0.4692499999999999,0.4732499999999999,0.508,0.3635,0.202,0.598,0.4167499999999999,0.16475,0.5405,0.42525,0.2825,0.4882499999999999,0.296,0.40575,0.35475,0.24875,0.1882499999999999,0.3804999999999999,0.3465,0.3904999999999999,0.46725,0.28725,0.24425,0.22675,0.25025,0.2289999999999999,0.1584999999999999,0.21775,0.1609999999999999,0.12275,0.255,0.3215,0.266,0.436,0.1285,0.30225,0.51125,0.357,0.23775,0.308,0.1139999999999999,0.28025,0.47975,0.1985,0.1962499999999999,0.17125,0.15275,0.21825,0.24425,0.10975,0.0785,0.10675,0.082,0.25,0.0782499999999999,0.1574999999999999,0.11575,0.2035,0.189,0.1332499999999999,0.1962499999999999,0.1897499999999999,0.1455,0.084,0.18525,0.14425,0.1942499999999999,0.14325,0.30025,0.12275,0.32225,0.54725,0.60775,0.1064999999999999,0.22875,0.03325,0.1962499999999999,0.193,0.05025,0.18625,0.1709999999999999,0.23525,0.0354999999999999,0.14075,0.07,0.0725,0.10125,0.0324999999999999,0.06075,0.1159999999999999,0.088,0.13,0.11525,0.07,0.1347499999999999,0.093,0.03975,0.0584999999999999,0.25025,0.2794999999999999,0.0685,0.1252499999999999,0.58675,0.0504999999999999,0.0682499999999999,0.074,0.134,0.0762499999999999,0.09075,0.0812499999999999,0.0549999999999999,0.0414999999999999,0.0474999999999999,0.16725,0.0384999999999999,0.028,0.0842499999999999,0.0354999999999999,0.0147499999999999,0.0262499999999999,0.088,0.0424999999999999,0.0272499999999999,0.0305
Planet of the Apes (1968),0.988,0.762,0.969,0.8927499999999999,0.969,0.95525,0.51825,0.969,0.90075,0.6375,0.647,0.8049999999999999,0.7967500000000001,0.569,0.94975,0.885,0.57225,0.90075,0.8049999999999999,0.5815,0.3675,0.4705,0.885,0.4509999999999999,0.808,0.4649999999999999,0.6825,0.40275,0.68675,0.3375,0.32625,0.35,0.3874999999999999,0.3874999999999999,0.393,0.34775,0.4095,0.281,0.32225,0.695,0.43125,0.56275,0.177,0.32125,0.612,0.3057499999999999,0.378,0.15025,0.60275,0.38975,0.25225,0.4825,0.401,0.14,0.21175,0.32375,0.256,0.181,0.45125,0.15625,0.36175,0.23925,0.3179999999999999,0.26175,0.31225,0.2005,0.2975,0.16975,0.36575,0.1355,0.1775,0.3325,0.31975,0.20825,0.202,0.10275,0.134,0.0979999999999999,0.28075,0.09525,0.1059999999999999,0.1905,0.14525,0.36575,0.1614999999999999,0.25675,0.16225,0.18,0.1805,0.16325,0.1795,0.2185,0.144,0.203,0.252,0.3732499999999999,0.4585,0.10975,0.0685,0.174,0.0672499999999999,0.241,0.16325,0.03625,0.0935,0.1257499999999999,0.0439999999999999,0.28425,0.1074999999999999,0.0364999999999999,0.0702499999999999,0.11275,0.0295,0.0605,0.1109999999999999,0.0632499999999999,0.145,0.12325,0.10125,0.05325,0.1252499999999999,0.0772499999999999,0.059,0.3275,0.05525,0.05125,0.11625,0.0364999999999999,0.063,0.03975,0.08725,0.05725,0.0682499999999999,0.06225,0.05375,0.07,0.0627499999999999,0.0459999999999999,0.09625,0.0389999999999999,0.0265,0.0574999999999999,0.0409999999999999,0.061,0.028,0.0584999999999999,0.0484999999999999,0.0424999999999999,0.04125
Escape from the Planet of the Apes (1971),0.93825,0.36975,0.9015,0.778,0.9015,0.8987499999999999,0.8654999999999999,0.9015,0.579,0.60675,0.26225,0.46875,0.4825,0.46875,0.8895,0.58325,0.47075,0.32675,0.2945,0.31325,0.3045,0.46525,0.2485,0.41525,0.24225,0.3015,0.378,0.25125,0.253,0.21925,0.2937499999999999,0.30825,0.28225,0.23175,0.61375,0.24325,0.2704999999999999,0.1835,0.1805,0.44175,0.22425,0.26,0.199,0.306,0.22525,0.2224999999999999,0.18175,0.1267499999999999,0.15875,0.1982499999999999,0.21075,0.60775,0.4575,0.15375,0.1895,0.1255,0.20925,0.1935,0.2534999999999999,0.123,0.32825,0.09175,0.0807499999999999,0.2194999999999999,0.1375,0.23675,0.3057499999999999,0.18,0.10425,0.0424999999999999,0.09375,0.34875,0.1392499999999999,0.25475,0.17275,0.0775,0.1659999999999999,0.10075,0.136,0.09875,0.1745,0.0787499999999999,0.1322499999999999,0.10425,0.14175,0.0697499999999999,0.1129999999999999,0.22575,0.09,0.23425,0.2022499999999999,0.1039999999999999,0.14275,0.1644999999999999,0.1029999999999999,0.17425,0.266,0.0847499999999999,0.0595,0.1074999999999999,0.139,0.18725,0.0675,0.05075,0.0595,0.145,0.05275,0.0514999999999999,0.2724999999999999,0.03375,0.0459999999999999,0.0857499999999999,0.0419999999999999,0.06,0.0755,0.0464999999999999,0.0652499999999999,0.0832499999999999,0.09425,0.0712499999999999,0.1069999999999999,0.0979999999999999,0.0469999999999999,0.1044999999999999,0.0349999999999999,0.064,0.0822499999999999,0.1365,0.06025,0.0469999999999999,0.10775,0.0202499999999999,0.1074999999999999,0.0747499999999999,0.0707499999999999,0.15,0.0657499999999999,0.05225,0.10825,0.0419999999999999,0.0334999999999999,0.06175,0.0855,0.0682499999999999,0.03525,0.0524999999999999,0.03825,0.0252499999999999,0.0235
My Science Project (1985),0.98875,0.93725,0.82725,0.76725,0.5975,0.91225,0.76725,0.5315,0.7865,0.592,0.3319999999999999,0.607,0.5315,0.30925,0.5315,0.5315,0.8832500000000001,0.4255,0.39325,0.5205,0.54075,0.65675,0.402,0.25325,0.26575,0.3365,0.22925,0.2365,0.413,0.25525,0.26625,0.366,0.3239999999999999,0.29525,0.08775,0.25925,0.3017499999999999,0.4,0.4409999999999999,0.2027499999999999,0.1955,0.2214999999999999,0.21625,0.16525,0.1465,0.45625,0.24825,0.205,0.40525,0.396,0.2199999999999999,0.10775,0.174,0.9265,0.61375,0.1355,0.2544999999999999,0.33575,0.8285,0.16275,0.2847499999999999,0.8380000000000001,0.23375,0.206,0.10375,0.183,0.1169999999999999,0.1877499999999999,0.06125,0.305,0.09725,0.09225,0.2065,0.08925,0.18625,0.05975,0.137,0.235,0.1129999999999999,0.04925,0.0964999999999999,0.1094999999999999,0.21375,0.0852499999999999,0.2249999999999999,0.1805,0.0785,0.09575,0.16625,0.0845,0.177,0.0974999999999999,0.1385,0.23475,0.10775,0.0424999999999999,0.10175,0.10675,0.12275,0.0389999999999999,0.0772499999999999,0.15175,0.0635,0.04825,0.0712499999999999,0.0685,0.0755,0.1292499999999999,0.11225,0.026,0.09,0.078,0.83375,0.0692499999999999,0.0747499999999999,0.05275,0.11425,0.083,0.0655,0.2455,0.0757499999999999,0.0625,0.0364999999999999,0.072,0.0469999999999999,0.10375,0.0974999999999999,0.137,0.066,0.0645,0.10175,0.029,0.0544999999999999,0.1775,0.243,0.0389999999999999,0.0379999999999999,0.067,0.0359999999999999,0.069,0.04775,0.0835,0.0255,0.1049999999999999,0.03875,0.0489999999999999,0.03675,0.0277499999999999,0.017
"Mummy, The (1932)",0.7537499999999999,0.7537499999999999,0.756,0.46275,0.91325,0.25,0.3175,0.71275,0.825,0.44775,0.30625,0.4669999999999999,0.40625,0.3572499999999999,0.41025,0.91325,0.4932499999999999,0.71275,0.71275,0.78575,0.7689999999999999,0.56825,0.91325,0.59675,0.73525,0.4367499999999999,0.4014999999999999,0.36375,0.33275,0.248,0.3149999999999999,0.3904999999999999,0.2105,0.20675,0.14475,0.31225,0.59225,0.48375,0.1485,0.122,0.39125,0.28525,0.32075,0.3595,0.52075,0.08675,0.2867499999999999,0.077,0.08875,0.2007499999999999,0.31475,0.1619999999999999,0.2847499999999999,0.1347499999999999,0.293,0.24325,0.22175,0.23275,0.0695,0.174,0.2319999999999999,0.175,0.16625,0.1995,0.2095,0.15125,0.17125,0.27725,0.0969999999999999,0.2199999999999999,0.24525,0.0635,0.1455,0.09025,0.1972499999999999,0.0989999999999999,0.15575,0.074,0.22025,0.0817499999999999,0.1564999999999999,0.248,0.16625,0.0969999999999999,0.1262499999999999,0.149,0.17675,0.17175,0.1169999999999999,0.118,0.156,0.0319999999999999,0.15875,0.0817499999999999,0.2885,0.18425,0.0519999999999999,0.1059999999999999,0.1337499999999999,0.1669999999999999,0.04225,0.10975,0.79325,0.11875,0.0772499999999999,0.0745,0.26325,0.03125,0.0389999999999999,0.03725,0.0519999999999999,0.0747499999999999,0.03675,0.10475,0.132,0.10025,0.345,0.1265,0.10125,0.0655,0.0647499999999999,0.0637499999999999,0.0499999999999999,0.05425,0.11575,0.0697499999999999,0.08625,0.081,0.03875,0.0354999999999999,0.0944999999999999,0.0187499999999999,0.04625,0.0449999999999999,0.0469999999999999,0.025,0.05425,0.04375,0.05075,0.05575,0.11475,0.0795,0.0707499999999999,0.0419999999999999,0.0192499999999999,0.03425,0.03675,0.0152499999999999,0.0334999999999999
"Thing from Another World, The (1951)",0.99025,0.86425,0.87825,0.612,0.87825,0.7509999999999999,0.4675,0.87825,0.6245,0.4107499999999999,0.6725,0.8660000000000001,0.87825,0.82925,0.6245,0.8732500000000001,0.48375,0.68125,0.7637499999999999,0.83325,0.272,0.33425,0.8732500000000001,0.3017499999999999,0.475,0.55,0.54625,0.44625,0.3355,0.25325,0.25125,0.39,0.173,0.242,0.1669999999999999,0.18625,0.2329999999999999,0.2865,0.1825,0.38025,0.24625,0.36875,0.141,0.35675,0.2674999999999999,0.15375,0.4297499999999999,0.1119999999999999,0.1322499999999999,0.2875,0.1332499999999999,0.3395,0.3209999999999999,0.1402499999999999,0.22625,0.3379999999999999,0.25325,0.26825,0.206,0.2299999999999999,0.28075,0.15975,0.186,0.21625,0.1932499999999999,0.18225,0.28425,0.3575,0.0905,0.10575,0.22875,0.1144999999999999,0.1425,0.0805,0.14925,0.11375,0.12025,0.1144999999999999,0.15325,0.0692499999999999,0.0822499999999999,0.0802499999999999,0.1435,0.1395,0.25875,0.206,0.127,0.20475,0.178,0.1049999999999999,0.17325,0.4305,0.10875,0.144,0.643,0.1014999999999999,0.09225,0.0752499999999999,0.2865,0.178,0.45175,0.06075,0.2815,0.1465,0.09175,0.197,0.0404999999999999,0.05575,0.04275,0.04925,0.059,0.0832499999999999,0.0212499999999999,0.0652499999999999,0.1149999999999999,0.14975,0.1927499999999999,0.11775,0.14925,0.05275,0.11575,0.03725,0.04425,0.1014999999999999,0.08,0.06075,0.068,0.0217499999999999,0.084,0.0394999999999999,0.079,0.0459999999999999,0.0389999999999999,0.0439999999999999,0.0232499999999999,0.0155,0.0635,0.0677499999999999,0.0295,0.0354999999999999,0.0227499999999999,0.1094999999999999,0.0732499999999999,0.0364999999999999,0.0665,0.04175,0.04875,0.0329999999999999,0.03975
It Came from Outer Space (1953),0.9865,0.7887500000000001,0.867,0.859,0.867,0.61575,0.859,0.867,0.45525,0.32725,0.553,0.78325,0.46275,0.78325,0.4245,0.64775,0.46875,0.49575,0.49575,0.8262499999999999,0.33125,0.384,0.64775,0.16425,0.3129999999999999,0.65175,0.22025,0.4,0.39875,0.2,0.32575,0.362,0.1385,0.18425,0.13,0.1315,0.09375,0.235,0.187,0.16275,0.15925,0.2279999999999999,0.1295,0.581,0.92,0.0999999999999999,0.26125,0.0662499999999999,0.09575,0.235,0.1495,0.274,0.261,0.1215,0.10775,0.2764999999999999,0.249,0.22825,0.09825,0.18025,0.50575,0.11875,0.17775,0.143,0.1049999999999999,0.2604999999999999,0.3057499999999999,0.53175,0.12125,0.0667499999999999,0.0954999999999999,0.22725,0.22825,0.0217499999999999,0.123,0.0822499999999999,0.136,0.138,0.154,0.092,0.1505,0.10075,0.29125,0.12125,0.97525,0.0662499999999999,0.1604999999999999,0.121,0.198,0.1745,0.1937499999999999,0.191,0.137,0.1614999999999999,0.434,0.14675,0.0287499999999999,0.0494999999999999,0.132,0.2,0.0474999999999999,0.0692499999999999,0.1355,0.05475,0.0717499999999999,0.0675,0.04725,0.0369999999999999,0.0399999999999999,0.0112499999999999,0.0999999999999999,0.05925,0.03625,0.0835,0.1124999999999999,0.0767499999999999,0.0419999999999999,0.0805,0.17825,0.03875,0.148,0.1382499999999999,0.0642499999999999,0.067,0.0682499999999999,0.075,0.09375,0.0245,0.05625,0.0329999999999999,0.0645,0.0237499999999999,0.069,0.05425,0.03475,0.0359999999999999,0.0692499999999999,0.066,0.0509999999999999,0.0162499999999999,0.05125,0.18575,0.03075,0.0444999999999999,0.04425,0.0354999999999999,0.0394999999999999,0.0399999999999999,0.0339999999999999
"War of the Worlds, The (1953)",0.98625,0.94775,0.8465,0.95025,0.91925,0.89975,0.73975,0.79525,0.70325,0.4665,0.92725,0.7562500000000001,0.70325,0.7562500000000001,0.70325,0.91925,0.548,0.70325,0.68925,0.8460000000000001,0.5065,0.41425,0.91925,0.50225,0.5505,0.56775,0.9075,0.44575,0.45675,0.213,0.3389999999999999,0.34475,0.23325,0.286,0.50225,0.2199999999999999,0.3675,0.40175,0.253,0.45075,0.18375,0.21275,0.35275,0.2857499999999999,0.374,0.18325,0.2294999999999999,0.179,0.53975,0.3345,0.183,0.249,0.23225,0.20875,0.3522499999999999,0.3385,0.2035,0.1942499999999999,0.24675,0.24975,0.63675,0.1292499999999999,0.212,0.194,0.33625,0.195,0.247,0.24825,0.64775,0.1265,0.33625,0.22475,0.17775,0.1149999999999999,0.12,0.50225,0.14725,0.1069999999999999,0.33425,0.11075,0.12075,0.1164999999999999,0.11275,0.62525,0.352,0.24725,0.1402499999999999,0.1154999999999999,0.1634999999999999,0.1195,0.18625,0.26075,0.1357499999999999,0.11625,0.6475,0.1139999999999999,0.1382499999999999,0.06075,0.545,0.11175,0.0695,0.0504999999999999,0.1997499999999999,0.0314999999999999,0.093,0.14875,0.0697499999999999,0.07,0.3077499999999999,0.0369999999999999,0.12,0.0717499999999999,0.03625,0.092,0.124,0.08775,0.14925,0.10975,0.12225,0.066,0.11675,0.04575,0.10375,0.10875,0.1252499999999999,0.05375,0.10525,0.0637499999999999,0.0755,0.05125,0.09375,0.4802499999999999,0.0519999999999999,0.04925,0.03675,0.0257499999999999,0.0374999999999999,0.04675,0.02975,0.0242499999999999,0.0344999999999999,0.04175,0.073,0.0404999999999999,0.0379999999999999,0.0424999999999999,0.04075,0.03175,0.04525
Total Recall (1990),0.996,0.981,0.8919999999999999,0.8847499999999999,0.92025,0.996,0.80375,0.88775,0.8109999999999999,0.981,0.981,0.8109999999999999,0.8919999999999999,0.893,0.6855,0.6595,0.77475,0.67525,0.67525,0.7,0.59725,0.7005,0.698,0.34675,0.552,0.4902499999999999,0.4515,0.59425,0.698,0.8009999999999999,0.47075,0.38675,0.1907499999999999,0.24525,0.2857499999999999,0.35775,0.3117499999999999,0.3359999999999999,0.44375,0.43625,0.7025,0.21875,0.20975,0.23375,0.25375,0.93275,0.22025,0.21,0.2284999999999999,0.54775,0.16175,0.1322499999999999,0.3592499999999999,0.139,0.11125,0.2514999999999999,0.414,0.215,0.4287499999999999,0.152,0.33175,0.59275,0.4287499999999999,0.2329999999999999,0.212,0.15675,0.217,0.40525,0.0767499999999999,0.24075,0.128,0.10725,0.73025,0.21,0.11175,0.0665,0.09675,0.0842499999999999,0.1922499999999999,0.14275,0.1555,0.11775,0.17675,0.083,0.1352499999999999,0.24075,0.1195,0.1599999999999999,0.10375,0.1317499999999999,0.1377499999999999,0.1967499999999999,0.125,0.50775,0.10625,0.32125,0.633,0.1195,0.076,0.17825,0.05575,0.14675,0.089,0.152,0.1372499999999999,0.0984999999999999,0.0712499999999999,0.18725,0.11675,0.124,0.062,0.10075,0.03075,0.05325,0.063,0.22425,0.0762499999999999,0.10025,0.0605,0.10425,0.0549999999999999,0.16225,0.065,0.23175,0.12475,0.09225,0.1014999999999999,0.0705,0.077,0.0474999999999999,0.069,0.0369999999999999,0.0925,0.04625,0.3115,0.0725,0.03525,0.0459999999999999,0.0595,0.05425,0.0222499999999999,0.03825,0.0394999999999999,0.0419999999999999,0.0277499999999999,0.1134999999999999,0.04675,0.0257499999999999,0.0225
"Omega Man, The (1971)",0.971,0.69975,0.89375,0.9575,0.9235,0.96325,0.5915,0.89375,0.47675,0.7615000000000001,0.8287500000000001,0.6295,0.58125,0.4932499999999999,0.5615,0.57375,0.513,0.58875,0.66925,0.483,0.2997499999999999,0.42,0.57375,0.515,0.47975,0.5305,0.95725,0.32175,0.4295,0.4115,0.3954999999999999,0.358,0.401,0.14275,0.34675,0.2554999999999999,0.62225,0.25525,0.3305,0.4812499999999999,0.37,0.65025,0.2857499999999999,0.242,0.5915,0.4117499999999999,0.4499999999999999,0.14725,0.17175,0.4135,0.1555,0.2185,0.33825,0.14775,0.1569999999999999,0.16775,0.33725,0.26675,0.3455,0.25675,0.25825,0.1912499999999999,0.30325,0.1845,0.2554999999999999,0.22525,0.1159999999999999,0.3642499999999999,0.34325,0.12425,0.1074999999999999,0.1654999999999999,0.0974999999999999,0.14175,0.1292499999999999,0.1669999999999999,0.20575,0.10025,0.2425,0.069,0.11775,0.0802499999999999,0.1285,0.21175,0.0974999999999999,0.1982499999999999,0.249,0.1775,0.068,0.177,0.1335,0.23925,0.1134999999999999,0.30625,0.2,0.51875,0.26,0.128,0.0852499999999999,0.258,0.05025,0.411,0.1699999999999999,0.04225,0.1725,0.15725,0.0637499999999999,0.0504999999999999,0.696,0.0837499999999999,0.09975,0.1215,0.0305,0.087,0.9745,0.0875,0.1059999999999999,0.10275,0.05625,0.15875,0.1004999999999999,0.05175,0.0414999999999999,0.09,0.129,0.0737499999999999,0.0994999999999999,0.23675,0.093,0.0762499999999999,0.09225,0.0675,0.068,0.0935,0.0554999999999999,0.085,0.0842499999999999,0.0564999999999999,0.1009999999999999,0.0399999999999999,0.0727499999999999,0.04425,0.05375,0.03275,0.0399999999999999,0.05625,0.03925,0.0262499999999999,0.0277499999999999
Backdraft (1991),0.92925,0.92925,0.917,0.8632500000000001,0.8254999999999999,0.56825,0.8632500000000001,0.917,0.8254999999999999,0.91525,0.90625,0.53,0.82525,0.663,0.82525,0.679,0.60875,0.721,0.49875,0.6195,0.397,0.8105,0.4095,0.7475,0.2375,0.412,0.24375,0.2194999999999999,0.3784999999999999,0.917,0.374,0.3652499999999999,0.5405,0.2229999999999999,0.48775,0.30025,0.205,0.28,0.4197499999999999,0.1287499999999999,0.1925,0.4117499999999999,0.4625,0.1659999999999999,0.17625,0.11375,0.33875,0.151,0.2835,0.1925,0.2815,0.7475,0.2857499999999999,0.38975,0.213,0.21425,0.24625,0.16275,0.1669999999999999,0.3672499999999999,0.27125,0.4077499999999999,0.25575,0.213,0.359,0.09475,0.0999999999999999,0.1064999999999999,0.09675,0.244,0.10925,0.303,0.0717499999999999,0.0755,0.2045,0.1019999999999999,0.31875,0.43725,0.28325,0.1385,0.1997499999999999,0.216,0.2744999999999999,0.05875,0.149,0.1897499999999999,0.1525,0.17275,0.27175,0.067,0.11925,0.1195,0.1387499999999999,0.2485,0.0984999999999999,0.0822499999999999,0.0655,0.1885,0.14925,0.0857499999999999,0.32225,0.22525,0.1415,0.08925,0.26925,0.15225,0.3764999999999999,0.28075,0.2455,0.03175,0.03525,0.1594999999999999,0.1684999999999999,0.699,0.1619999999999999,0.08925,0.079,0.086,0.1465,0.23825,0.09475,0.09575,0.09275,0.0662499999999999,0.0925,0.0642499999999999,0.1049999999999999,0.0812499999999999,0.2214999999999999,0.17175,0.11325,0.0374999999999999,0.0519999999999999,0.0737499999999999,0.28725,0.03975,0.06125,0.065,0.0625,0.121,0.075,0.086,0.0207499999999999,0.0559999999999999,0.0282499999999999,0.0414999999999999,0.0439999999999999,0.1885,0.0272499999999999
