movieId,drama,culture clash,good,runaway,betrayal,mentor,weird,unlikely friendships,original,independent film,melancholic,greed,life & death,drinking,catastrophe,childhood,prejudice,light,dialogue,adaptation,sacrifice,family,life philosophy,teen movie,vengeance,dysfunctional family,very funny,fun movie,predictable,death,transformation,islam,chase,good music,fight scenes,hospital,creativity,not funny,fantasy world,period piece,stereotypes,quirky,dreams,nudity (full frontal - brief),survival,pornography,first contact,doctors,bollywood,cancer,awesome soundtrack,small town,weapons,underrated,british,simple,classic car,computer animation,irish accent,writers,new jersey,brothers,surveillance,foul language,queer,women,alter ego,addiction,indians,california,nudity (topless - brief),road movie,multiple storylines,single father,absurd,memory,race,wartime,1930s,alternate history,adoption,too long,sexy,father daughter relationship,blindness,rebellion,divorce,directorial debut,atheism,80s,homeless,tokyo,radio,prison,wilderness,censorship,film noir,new york city,internet,hotel,farce,ensemble cast,interracial romance,stoner movie,god,mad scientist,pulp,workplace,best of 2005,lawyer,island,potential oscar nom,texas,hip hop,immortality,stand-up comedy,made for tv,ghosts/afterlife,san francisco,camp,time,australia,buddy movie,hunting,russian,notable nudity,los angeles,nudity (rear),robert downey jr,too short,documentary,desert,shopping,fashion,kidnapping,wine,finnish,trilogy,french,kick-butt women,reality tv,snakes,prostitution,goth,no plot,unlikeable characters,oil,graphic novel,remake
"Green Mile, The (1999)",0.991,0.991,0.991,0.991,0.9715,0.95575,0.991,0.9715,0.91975,0.95575,0.88375,0.9715,0.901,0.6435,0.73975,0.58825,0.82775,0.7305,0.88375,0.8707499999999999,0.68125,0.3179999999999999,0.4629999999999999,0.3409999999999999,0.7749999999999999,0.235,0.59525,0.523,0.40425,0.8694999999999999,0.27975,0.4855,0.38225,0.4495,0.40425,0.27725,0.27375,0.3419999999999999,0.5115,0.60725,0.4872499999999999,0.2165,0.2229999999999999,0.418,0.564,0.49675,0.39575,0.14825,0.3692499999999999,0.55425,0.4495,0.244,0.39575,0.4579999999999999,0.24425,0.3602499999999999,0.38725,0.24075,0.23825,0.2095,0.14125,0.3602499999999999,0.547,0.4845,0.182,0.1277499999999999,0.191,0.22325,0.39775,0.14825,0.11825,0.1327499999999999,0.3329999999999999,0.33075,0.15325,0.129,0.33425,0.17025,0.8282499999999999,0.39675,0.0944999999999999,0.92125,0.1084999999999999,0.10575,0.155,0.1664999999999999,0.06175,0.16825,0.17825,0.1315,0.128,0.07,0.1029999999999999,0.93,0.0984999999999999,0.15475,0.10825,0.0775,0.119,0.1019999999999999,0.2694999999999999,0.61475,0.0805,0.1982499999999999,0.3055,0.0949999999999999,0.16475,0.0524999999999999,0.0755,0.32375,0.17125,0.10525,0.16525,0.0424999999999999,0.2005,0.10175,0.17025,0.178,0.0795,0.0539999999999999,0.1887499999999999,0.0817499999999999,0.15325,0.1144999999999999,0.0735,0.0584999999999999,0.0682499999999999,0.0657499999999999,0.0925,0.1505,0.031,0.11175,0.0605,0.03575,0.05925,0.0277499999999999,0.0404999999999999,0.1387499999999999,0.05075,0.0499999999999999,0.04575,0.11275,0.04825,0.076,0.0647499999999999,0.0282499999999999,0.0227499999999999,0.1104999999999999,0.0305
"Cider House Rules, The (1999)",0.9865,0.873,0.9865,0.80925,0.889,0.94675,0.873,0.94375,0.77275,0.76725,0.72375,0.52975,0.7929999999999999,0.6785,0.67325,0.643,0.496,0.6535,0.49675,0.96925,0.486,0.2774999999999999,0.62125,0.3139999999999999,0.3345,0.61725,0.33775,0.24425,0.3425,0.74175,0.4044999999999999,0.192,0.3552499999999999,0.261,0.24425,0.54075,0.28,0.3495,0.3595,0.5525,0.26025,0.26875,0.21925,0.25825,0.37725,0.2319999999999999,0.24725,0.6755,0.16375,0.52475,0.1342499999999999,0.284,0.16825,0.293,0.5525,0.33875,0.3129999999999999,0.1669999999999999,0.3605,0.2815,0.17175,0.11575,0.126,0.3235,0.2045,0.2895,0.1704999999999999,0.55825,0.24975,0.1855,0.4585,0.22175,0.2324999999999999,0.1044999999999999,0.1947499999999999,0.177,0.1917499999999999,0.2825,0.1995,0.1942499999999999,0.71125,0.1987499999999999,0.126,0.1114999999999999,0.11425,0.1982499999999999,0.1674999999999999,0.118,0.236,0.0832499999999999,0.1584999999999999,0.1169999999999999,0.0695,0.09825,0.1044999999999999,0.1305,0.0827499999999999,0.05575,0.1059999999999999,0.202,0.0767499999999999,0.20925,0.084,0.1377499999999999,0.091,0.16975,0.1267499999999999,0.05825,0.07,0.12175,0.15025,0.08675,0.0832499999999999,0.0677499999999999,0.10625,0.0805,0.065,0.282,0.05425,0.0632499999999999,0.1144999999999999,0.0974999999999999,0.03525,0.0632499999999999,0.0745,0.08725,0.04525,0.3027499999999999,0.0842499999999999,0.0595,0.03725,0.10025,0.1347499999999999,0.0954999999999999,0.0444999999999999,0.0792499999999999,0.04025,0.0785,0.0474999999999999,0.0484999999999999,0.0359999999999999,0.0707499999999999,0.0595,0.0384999999999999,0.0705,0.05675,0.0845,0.0225,0.0359999999999999
"Hurricane, The (1999)",0.8875,0.8875,0.8875,0.8865000000000001,0.9675,0.9675,0.8875,0.66,0.74625,0.8142499999999999,0.386,0.8527499999999999,0.51825,0.42225,0.712,0.5895,0.8142499999999999,0.4732499999999999,0.4,0.7537499999999999,0.8142499999999999,0.1922499999999999,0.3904999999999999,0.309,0.64225,0.10525,0.42225,0.33475,0.3255,0.26475,0.3375,0.7882499999999999,0.46425,0.16675,0.49575,0.3492499999999999,0.21575,0.3542499999999999,0.2564999999999999,0.38225,0.28525,0.143,0.1574999999999999,0.30125,0.33375,0.2259999999999999,0.2284999999999999,0.18725,0.18275,0.172,0.16675,0.1917499999999999,0.23425,0.39525,0.18325,0.1825,0.23975,0.18425,0.3185,0.24675,0.7655000000000001,0.25225,0.53975,0.20425,0.11625,0.1694999999999999,0.2085,0.21975,0.21775,0.1907499999999999,0.122,0.13,0.1325,0.0574999999999999,0.10275,0.09725,0.63375,0.14075,0.1317499999999999,0.1945,0.138,0.17675,0.11075,0.0647499999999999,0.1912499999999999,0.1129999999999999,0.086,0.09975,0.09,0.1215,0.17575,0.0702499999999999,0.211,0.87175,0.084,0.1335,0.15975,0.066,0.154,0.05925,0.144,0.0569999999999999,0.0605,0.1877499999999999,0.0647499999999999,0.0752499999999999,0.1009999999999999,0.0509999999999999,0.0835,0.511,0.084,0.079,0.1342499999999999,0.172,0.10975,0.1322499999999999,0.1397499999999999,0.15025,0.0842499999999999,0.0772499999999999,0.067,0.1094999999999999,0.20625,0.069,0.1297499999999999,0.09725,0.06225,0.0645,0.17525,0.04175,0.0657499999999999,0.0464999999999999,0.0349999999999999,0.0662499999999999,0.0595,0.0287499999999999,0.09725,0.076,0.03725,0.0645,0.0494999999999999,0.0354999999999999,0.04125,0.03525,0.04075,0.0262499999999999,0.0257499999999999,0.071,0.04125
Scent of a Woman (1992),0.9505,0.98125,0.9505,0.89225,0.802,0.91925,0.9505,0.86975,0.76475,0.7505,0.75275,0.71425,0.6775,0.66175,0.5885,0.54725,0.7505,0.50325,0.697,0.47275,0.7505,0.2634999999999999,0.6405,0.81925,0.5765,0.2284999999999999,0.417,0.3375,0.31775,0.2754999999999999,0.4105,0.18175,0.44475,0.37,0.3555,0.31825,0.1935,0.3542499999999999,0.2524999999999999,0.21975,0.31825,0.18175,0.22775,0.387,0.25525,0.2867499999999999,0.23025,0.3195,0.1129999999999999,0.1957499999999999,0.2005,0.14525,0.3555,0.387,0.185,0.22975,0.35375,0.16475,0.237,0.1262499999999999,0.2095,0.1654999999999999,0.32825,0.30825,0.15975,0.2744999999999999,0.3175,0.28325,0.0657499999999999,0.1109999999999999,0.20425,0.16425,0.1975,0.18525,0.15575,0.11775,0.1629999999999999,0.11875,0.1262499999999999,0.1905,0.09825,0.33425,0.2345,0.0832499999999999,0.934,0.1292499999999999,0.199,0.11425,0.134,0.14425,0.14375,0.1325,0.1465,0.16225,0.10875,0.1317499999999999,0.1059999999999999,0.712,0.09625,0.273,0.1245,0.0712499999999999,0.1034999999999999,0.1345,0.1425,0.151,0.1144999999999999,0.1084999999999999,0.0837499999999999,0.24025,0.1094999999999999,0.1099999999999999,0.0697499999999999,0.05175,0.1159999999999999,0.15525,0.0827499999999999,0.1352499999999999,0.134,0.0732499999999999,0.15475,0.0329999999999999,0.11025,0.0665,0.0534999999999999,0.09775,0.05075,0.1275,0.1175,0.0727499999999999,0.0265,0.10425,0.1104999999999999,0.0574999999999999,0.03925,0.0855,0.03425,0.09325,0.0454999999999999,0.0464999999999999,0.0524999999999999,0.091,0.091,0.0579999999999999,0.0564999999999999,0.08825,0.0334999999999999,0.062,0.39025
Of Mice and Men (1992),0.91475,0.91475,0.7975000000000001,0.7755000000000001,0.74,0.736,0.81725,0.7545,0.83525,0.6805,0.81725,0.60175,0.615,0.6805,0.52575,0.34875,0.53075,0.513,0.5515,0.987,0.53075,0.24675,0.4145,0.1545,0.4865,0.21225,0.4105,0.194,0.182,0.40375,0.3415,0.1415,0.4125,0.1917499999999999,0.209,0.2345,0.23275,0.37525,0.3145,0.3522499999999999,0.20825,0.1912499999999999,0.44225,0.37675,0.2199999999999999,0.3365,0.21275,0.21725,0.1305,0.1957499999999999,0.1917499999999999,0.23925,0.178,0.29225,0.276,0.22525,0.33625,0.2015,0.3055,0.30025,0.1257499999999999,0.255,0.1927499999999999,0.15925,0.2189999999999999,0.1265,0.24075,0.172,0.1505,0.379,0.1282499999999999,0.21575,0.21175,0.0605,0.1654999999999999,0.11975,0.139,0.0832499999999999,0.3804999999999999,0.1435,0.1164999999999999,0.1377499999999999,0.1579999999999999,0.06075,0.1922499999999999,0.1305,0.0705,0.14575,0.149,0.0655,0.15625,0.0642499999999999,0.04225,0.10975,0.10275,0.1649999999999999,0.182,0.067,0.0964999999999999,0.12025,0.0815,0.0775,0.06025,0.1104999999999999,0.071,0.123,0.1845,0.09575,0.0949999999999999,0.1755,0.09925,0.1064999999999999,0.08975,0.0409999999999999,0.05875,0.0777499999999999,0.17175,0.0434999999999999,0.0574999999999999,0.08625,0.0414999999999999,0.0802499999999999,0.05425,0.1265,0.05075,0.09275,0.0364999999999999,0.0715,0.04525,0.06225,0.03725,0.079,0.0584999999999999,0.0645,0.0625,0.0559999999999999,0.0584999999999999,0.11575,0.04125,0.0549999999999999,0.0494999999999999,0.089,0.0544999999999999,0.0489999999999999,0.03675,0.04225,0.0449999999999999,0.04375,0.0319999999999999
"Raisin in the Sun, A (1961)",0.8565,0.8565,0.8565,0.8565,0.82325,0.56975,0.8565,0.56975,0.774,0.679,0.7845,0.8262499999999999,0.5065,0.679,0.4742499999999999,0.387,0.8420000000000001,0.61225,0.58125,0.50275,0.36,0.8875,0.38475,0.137,0.24025,0.80725,0.2847499999999999,0.4177499999999999,0.242,0.4024999999999999,0.38975,0.432,0.27625,0.22975,0.27625,0.1965,0.263,0.3435,0.17475,0.30125,0.45775,0.29825,0.74575,0.29,0.2264999999999999,0.33475,0.242,0.186,0.14625,0.3462499999999999,0.082,0.23625,0.149,0.3325,0.1942499999999999,0.23275,0.16525,0.2504999999999999,0.1704999999999999,0.1619999999999999,0.067,0.354,0.2012499999999999,0.1295,0.2115,0.46475,0.254,0.11925,0.20825,0.2224999999999999,0.15925,0.1985,0.15775,0.1937499999999999,0.2105,0.06,0.26675,0.1865,0.21525,0.136,0.2249999999999999,0.2334999999999999,0.2744999999999999,0.125,0.14875,0.10425,0.255,0.142,0.6505,0.06125,0.0519999999999999,0.0544999999999999,0.05775,0.1262499999999999,0.0657499999999999,0.33475,0.679,0.0667499999999999,0.0777499999999999,0.15875,0.0979999999999999,0.43025,0.436,0.0735,0.6505,0.1104999999999999,0.09175,0.1987499999999999,0.129,0.14225,0.1337499999999999,0.1282499999999999,0.1262499999999999,0.0479999999999999,0.04275,0.0652499999999999,0.12125,0.025,0.09925,0.09325,0.05975,0.0314999999999999,0.0605,0.0675,0.0534999999999999,0.11825,0.0349999999999999,0.0459999999999999,0.0529999999999999,0.05575,0.0647499999999999,0.05625,0.0235,0.03625,0.0414999999999999,0.0712499999999999,0.0282499999999999,0.04275,0.04675,0.0795,0.141,0.0692499999999999,0.0712499999999999,0.023,0.064,0.087,0.086,0.0419999999999999,0.03475
Breaking Away (1979),0.7915000000000001,0.7915000000000001,0.7585,0.815,0.576,0.8520000000000001,0.7915000000000001,0.99225,0.7905,0.6105,0.8022499999999999,0.7915000000000001,0.45675,0.48475,0.43525,0.85025,0.46325,0.7757499999999999,0.7757499999999999,0.32725,0.3465,0.602,0.5915,0.616,0.27975,0.4675,0.4545,0.62675,0.183,0.20775,0.405,0.1345,0.3572499999999999,0.3365,0.353,0.1382499999999999,0.2905,0.3165,0.582,0.1855,0.4044999999999999,0.367,0.577,0.3105,0.1257499999999999,0.192,0.2045,0.1455,0.241,0.09425,0.38975,0.8089999999999999,0.353,0.2345,0.24,0.263,0.4485,0.602,0.1649999999999999,0.1342499999999999,0.4752499999999999,0.2085,0.15375,0.15775,0.23325,0.1925,0.26975,0.16875,0.2085,0.5335,0.11175,0.47,0.21475,0.1257499999999999,0.134,0.17375,0.59525,0.136,0.152,0.08725,0.138,0.1195,0.14825,0.1225,0.09775,0.287,0.16975,0.1775,0.05225,0.3794999999999999,0.12025,0.3472499999999999,0.18,0.18075,0.213,0.0707499999999999,0.1639999999999999,0.09975,0.05725,0.14525,0.2189999999999999,0.29225,0.0895,0.2614999999999999,0.0384999999999999,0.11925,0.09825,0.09625,0.05925,0.0285,0.11225,0.0637499999999999,0.1327499999999999,0.0574999999999999,0.0652499999999999,0.0725,0.089,0.10475,0.05775,0.1302499999999999,0.1594999999999999,0.3067499999999999,0.1094999999999999,0.1084999999999999,0.073,0.064,0.0334999999999999,0.0895,0.0755,0.04875,0.05825,0.11675,0.04375,0.05775,0.0324999999999999,0.04675,0.1709999999999999,0.0802499999999999,0.087,0.06025,0.0222499999999999,0.0579999999999999,0.081,0.0369999999999999,0.03625,0.0394999999999999,0.05975,0.0305,0.0155
Hoosiers (a.k.a. Best Shot) (1986),0.9855,0.944,0.9855,0.8385,0.7535000000000001,0.946,0.8385,0.64925,0.71725,0.60725,0.482,0.78,0.2664999999999999,0.383,0.61275,0.67675,0.60725,0.8285,0.53375,0.32275,0.60725,0.26425,0.2714999999999999,0.95825,0.3834999999999999,0.1579999999999999,0.404,0.711,0.45275,0.17675,0.3155,0.4575,0.77125,0.428,0.4117499999999999,0.16475,0.2204999999999999,0.36375,0.26675,0.6615,0.359,0.2554999999999999,0.34125,0.2219999999999999,0.11775,0.1699999999999999,0.217,0.1505,0.199,0.202,0.428,0.9905,0.45275,0.304,0.23125,0.2704999999999999,0.2025,0.2504999999999999,0.20875,0.1525,0.352,0.1962499999999999,0.23425,0.77875,0.192,0.0964999999999999,0.22675,0.1272499999999999,0.46125,0.3155,0.12,0.11325,0.2764999999999999,0.1365,0.1755,0.076,0.23625,0.122,0.20575,0.294,0.069,0.08975,0.1445,0.0797499999999999,0.11575,0.139,0.0702499999999999,0.23125,0.0812499999999999,0.4535,0.04425,0.076,0.3255,0.124,0.064,0.1935,0.16175,0.0925,0.23475,0.0855,0.1119999999999999,0.126,0.0837499999999999,0.12075,0.0812499999999999,0.10725,0.1382499999999999,0.05875,0.23725,0.1927499999999999,0.10975,0.05425,0.528,0.10325,0.15,0.0792499999999999,0.0715,0.14075,0.0615,0.093,0.1322499999999999,0.09325,0.44275,0.10475,0.1235,0.1252499999999999,0.0349999999999999,0.0379999999999999,0.09225,0.05075,0.0677499999999999,0.06225,0.03675,0.04025,0.03625,0.083,0.04375,0.05075,0.03925,0.04825,0.0635,0.17475,0.0339999999999999,0.0765,0.04625,0.03175,0.0822499999999999,0.0257499999999999,0.0255
Bound for Glory (1976),0.90325,0.92025,0.90225,0.8887499999999999,0.90325,0.9485,0.903,0.586,0.7657499999999999,0.90325,0.90325,0.77275,0.59375,0.90325,0.44125,0.51025,0.577,0.58425,0.6675,0.69,0.577,0.4549999999999999,0.4409999999999999,0.129,0.45375,0.25825,0.49,0.25775,0.23075,0.37375,0.4619999999999999,0.624,0.5245,0.94,0.25775,0.23275,0.31825,0.3472499999999999,0.32225,0.55,0.1755,0.39825,0.3605,0.3245,0.292,0.37075,0.24025,0.215,0.0707499999999999,0.16275,0.608,0.4705,0.25775,0.235,0.23375,0.384,0.18625,0.4549999999999999,0.1614999999999999,0.23825,0.1317499999999999,0.24975,0.2017499999999999,0.09875,0.1957499999999999,0.216,0.4389999999999999,0.2294999999999999,0.3722499999999999,0.8234999999999999,0.54425,0.586,0.1815,0.0675,0.28825,0.09425,0.1669999999999999,0.1735,0.83175,0.15075,0.061,0.81975,0.3415,0.04325,0.12125,0.30925,0.10425,0.1982499999999999,0.14775,0.20775,0.41425,0.12275,0.53475,0.1124999999999999,0.1367499999999999,0.37075,0.21775,0.17775,0.05425,0.17975,0.15325,0.0682499999999999,0.1099999999999999,0.52125,0.17125,0.1505,0.1634999999999999,0.2837499999999999,0.18,0.05875,0.1574999999999999,0.05875,0.58775,0.1297499999999999,0.2455,0.1292499999999999,0.04475,0.09375,0.06175,0.3725,0.2204999999999999,0.0875,0.16475,0.0787499999999999,0.10175,0.0667499999999999,0.11375,0.217,0.062,0.08975,0.0514999999999999,0.2865,0.0379999999999999,0.0339999999999999,0.09125,0.0459999999999999,0.148,0.0652499999999999,0.0489999999999999,0.11175,0.0272499999999999,0.0364999999999999,0.10475,0.0205,0.03725,0.068,0.0762499999999999,0.0399999999999999,0.0195
Erin Brockovich (2000),0.973,0.973,0.921,0.936,0.98525,0.99425,0.91225,0.6245,0.6555,0.72825,0.40275,0.7509999999999999,0.4475,0.5085,0.67575,0.305,0.72825,0.576,0.412,0.30625,0.68575,0.573,0.387,0.85625,0.309,0.16575,0.3419999999999999,0.62575,0.4405,0.22725,0.3645,0.72825,0.6485,0.1109999999999999,0.31725,0.28525,0.30825,0.3259999999999999,0.3169999999999999,0.2644999999999999,0.45475,0.139,0.1629999999999999,0.2624999999999999,0.281,0.24025,0.4307499999999999,0.37675,0.33725,0.63425,0.093,0.608,0.205,0.254,0.194,0.22625,0.16175,0.23025,0.1975,0.20875,0.51125,0.145,0.3854999999999999,0.792,0.1505,0.3485,0.1765,0.16975,0.1425,0.6085,0.09475,0.188,0.1129999999999999,0.266,0.15125,0.087,0.194,0.10975,0.1104999999999999,0.21325,0.135,0.12225,0.3219999999999999,0.1262499999999999,0.1372499999999999,0.03675,0.2254999999999999,0.0767499999999999,0.214,0.0805,0.16925,0.071,0.20525,0.1084999999999999,0.0974999999999999,0.17725,0.0925,0.079,0.38875,0.0835,0.084,0.0969999999999999,0.09825,0.0637499999999999,0.064,0.092,0.10325,0.505,0.0672499999999999,0.93225,0.12225,0.0939999999999999,0.1392499999999999,0.1119999999999999,0.03625,0.079,0.085,0.0837499999999999,0.0999999999999999,0.0767499999999999,0.04125,0.0605,0.08875,0.06075,0.06075,0.084,0.08825,0.0595,0.1415,0.1292499999999999,0.0847499999999999,0.0637499999999999,0.1902499999999999,0.24575,0.03975,0.076,0.03475,0.031,0.04575,0.04525,0.089,0.0479999999999999,0.05375,0.0339999999999999,0.073,0.031,0.135,0.0292499999999999,0.0569999999999999
Guess Who's Coming to Dinner (1967),0.98075,0.98075,0.9285,0.9285,0.7975000000000001,0.6715,0.9285,0.57475,0.7265,0.696,0.8140000000000001,0.82925,0.3565,0.48375,0.536,0.558,0.999,0.8714999999999999,0.70425,0.4257499999999999,0.57125,0.663,0.31575,0.368,0.3732499999999999,0.57075,0.32025,0.6,0.303,0.2977499999999999,0.3345,0.38,0.364,0.2654999999999999,0.29525,0.16775,0.1955,0.32675,0.25275,0.486,0.74125,0.201,0.0905,0.34275,0.089,0.596,0.303,0.3445,0.118,0.1362499999999999,0.21225,0.2977499999999999,0.24775,0.3655,0.24775,0.2005,0.1709999999999999,0.281,0.1684999999999999,0.14375,0.0667499999999999,0.23525,0.191,0.1885,0.31525,0.48075,0.17975,0.0787499999999999,0.4405,0.361,0.27825,0.20925,0.26025,0.21575,0.22575,0.0752499999999999,0.8707499999999999,0.18575,0.3005,0.27825,0.27175,0.2485,0.3097499999999999,0.15775,0.21875,0.2095,0.8027500000000001,0.14525,0.153,0.2005,0.03825,0.0712499999999999,0.086,0.10275,0.09325,0.596,0.4835,0.118,0.12275,0.22625,0.172,0.35975,0.9985,0.1014999999999999,0.0842499999999999,0.243,0.154,0.0692499999999999,0.16625,0.199,0.126,0.0394999999999999,0.15525,0.04275,0.03725,0.0817499999999999,0.0605,0.0595,0.8305,0.1347499999999999,0.15125,0.0627499999999999,0.0795,0.09375,0.04775,0.08925,0.1195,0.0514999999999999,0.0399999999999999,0.0855,0.05775,0.2027499999999999,0.09275,0.1009999999999999,0.081,0.0329999999999999,0.0197499999999999,0.0635,0.04675,0.1285,0.1149999999999999,0.2385,0.04175,0.0277499999999999,0.059,0.0712499999999999,0.082,0.018,0.0697499999999999
"Paper Chase, The (1973)",0.99725,0.853,0.99725,0.853,0.72375,0.8385,0.853,0.586,0.715,0.71775,0.71775,0.715,0.267,0.71775,0.50475,0.5585,0.4455,0.622,0.6845,0.90125,0.4225,0.2289999999999999,0.264,0.73725,0.31225,0.21725,0.2415,0.56575,0.27175,0.3365,0.4865,0.288,0.517,0.3542499999999999,0.2025,0.2895,0.23625,0.37925,0.3335,0.2815,0.3944999999999999,0.1775,0.27725,0.386,0.1965,0.24925,0.27175,0.3275,0.131,0.0895,0.3542499999999999,0.25025,0.2025,0.33075,0.26,0.22725,0.21675,0.2005,0.21325,0.21275,0.16875,0.1455,0.24225,0.149,0.2289999999999999,0.37075,0.28525,0.145,0.22225,0.3075,0.251,0.253,0.1584999999999999,0.25375,0.2125,0.273,0.1649999999999999,0.11625,0.208,0.14225,0.09575,0.2155,0.21725,0.15625,0.1345,0.59875,0.16025,0.1185,0.1104999999999999,0.2927499999999999,0.0419999999999999,0.10375,0.0925,0.10275,0.0637499999999999,0.14525,0.1535,0.14175,0.2145,0.302,0.0817499999999999,0.257,0.152,0.17625,0.0509999999999999,0.22875,0.1425,0.11275,0.0665,0.71875,0.1375,0.04425,0.1312499999999999,0.04175,0.09725,0.05825,0.17925,0.11225,0.1245,0.184,0.1302499999999999,0.0752499999999999,0.16825,0.09325,0.0464999999999999,0.081,0.0544999999999999,0.11725,0.071,0.0444999999999999,0.0444999999999999,0.0994999999999999,0.1435,0.09675,0.04575,0.1275,0.0187499999999999,0.0822499999999999,0.0409999999999999,0.0949999999999999,0.0635,0.12175,0.0652499999999999,0.03725,0.0439999999999999,0.0715,0.071,0.0165,0.0509999999999999
Remember the Titans (2000),0.9095,0.9095,0.9095,0.869,0.936,0.94825,0.9095,0.8740000000000001,0.627,0.748,0.26525,0.66475,0.28325,0.353,0.743,0.3492499999999999,0.996,0.4822499999999999,0.3625,0.26825,0.748,0.43975,0.46525,0.9265,0.383,0.1064999999999999,0.36175,0.59975,0.52025,0.14725,0.422,0.61875,0.55975,0.3625,0.55975,0.277,0.186,0.355,0.3265,0.50875,0.71825,0.14425,0.126,0.241,0.2857499999999999,0.15925,0.37575,0.21,0.3097499999999999,0.14275,0.3625,0.3764999999999999,0.55975,0.2967499999999999,0.2204999999999999,0.155,0.16125,0.244,0.2289999999999999,0.10425,0.4375,0.215,0.2804999999999999,0.27575,0.1955,0.17175,0.2794999999999999,0.10875,0.20825,0.3335,0.0745,0.09325,0.1064999999999999,0.1885,0.14175,0.0915,0.61375,0.1574999999999999,0.10725,0.30825,0.1084999999999999,0.0667499999999999,0.1322499999999999,0.10825,0.11525,0.089,0.0715,0.0935,0.0722499999999999,0.0915,0.1069999999999999,0.05475,0.26575,0.1345,0.05925,0.076,0.23375,0.081,0.2504999999999999,0.0675,0.0777499999999999,0.20675,0.1282499999999999,0.067,0.0449999999999999,0.10825,0.10525,0.0584999999999999,0.09175,0.09475,0.1195,0.0454999999999999,0.21675,0.29525,0.05825,0.0805,0.074,0.1255,0.1185,0.44575,0.04475,0.075,0.205,0.03525,0.1114999999999999,0.08675,0.064,0.0645,0.14475,0.1164999999999999,0.04875,0.028,0.065,0.0767499999999999,0.0524999999999999,0.0394999999999999,0.0429999999999999,0.0364999999999999,0.0394999999999999,0.0419999999999999,0.0802499999999999,0.05625,0.0267499999999999,0.0615,0.062,0.0242499999999999,0.05275,0.025,0.0454999999999999
Two Family House (2000),0.85175,0.95975,0.8407500000000001,0.85175,0.85175,0.8109999999999999,0.712,0.85175,0.7987500000000001,0.7845,0.7845,0.55275,0.51175,0.50775,0.6865,0.8185,0.73525,0.50775,0.44775,0.74175,0.2375,0.56275,0.4379999999999999,0.246,0.291,0.606,0.4365,0.38675,0.235,0.29525,0.24625,0.2234999999999999,0.26625,0.44775,0.22575,0.1332499999999999,0.3475,0.31425,0.501,0.47475,0.819,0.697,0.75125,0.29025,0.4285,0.21825,0.235,0.22025,0.4435,0.2294999999999999,0.44775,0.398,0.2027499999999999,0.39,0.3642499999999999,0.2234999999999999,0.20425,0.353,0.901,0.4355,0.74375,0.3289999999999999,0.204,0.05975,0.3824999999999999,0.188,0.217,0.1185,0.44925,0.14175,0.26725,0.3395,0.4785,0.0474999999999999,0.21175,0.17075,0.3702499999999999,0.119,0.10775,0.11075,0.1525,0.11975,0.08975,0.063,0.0712499999999999,0.10425,0.083,0.12475,0.091,0.32925,0.27025,0.1039999999999999,0.20775,0.136,0.1917499999999999,0.0805,0.132,0.35575,0.0687499999999999,0.1997499999999999,0.1317499999999999,0.2269999999999999,0.2224999999999999,0.09175,0.03275,0.091,0.1089999999999999,0.0777499999999999,0.122,0.0319999999999999,0.69925,0.21925,0.2012499999999999,0.08875,0.0145,0.0755,0.0549999999999999,0.189,0.0225,0.09275,0.0399999999999999,0.10675,0.3495,0.20675,0.0625,0.10325,0.0584999999999999,0.11675,0.0499999999999999,0.0424999999999999,0.0499999999999999,0.1322499999999999,0.07,0.0205,0.0235,0.091,0.09175,0.0514999999999999,0.0735,0.09925,0.0514999999999999,0.0379999999999999,0.0424999999999999,0.0534999999999999,0.0787499999999999,0.0494999999999999,0.0717499999999999,0.0295,0.0187499999999999
