movieId,weird,good,culture clash,original,first contact,predictable,greed,runaway,melancholic,catastrophe,dialogue,drama,survival,betrayal,independent film,light,weapons,drinking,fantasy world,mentor,creativity,vengeance,adaptation,chase,surveillance,life & death,life philosophy,absurd,fight scenes,fun movie,quirky,pornography,transformation,memory,mad scientist,sacrifice,death,not funny,dreams,islam,childhood,underrated,very funny,unlikely friendships,doctors,writers,film noir,dysfunctional family,british,classic car,alter ego,computer animation,immortality,nudity (full frontal - brief),prejudice,sexy,good music,tokyo,simple,god,internet,family,alternate history,time,period piece,multiple storylines,atheism,hospital,pulp,hotel,awesome soundtrack,california,irish accent,desert,nudity (topless - brief),small town,teen movie,stereotypes,workplace,directorial debut,women,road movie,queer,island,rebellion,too long,blindness,wilderness,censorship,farce,1930s,stoner movie,80s,no plot,wartime,new jersey,addiction,camp,indians,race,oil,foul language,ensemble cast,prison,nudity (rear),trilogy,radio,snakes,divorce,new york city,kidnapping,hunting,bollywood,best of 2005,cancer,graphic novel,brothers,ghosts/afterlife,father daughter relationship,unlikeable characters,goth,potential oscar nom,los angeles,homeless,australia,made for tv,stand-up comedy,san francisco,interracial romance,notable nudity,reality tv,russian,french,adoption,documentary,wine,too short,kick-butt women,texas,hip hop,fashion,remake,shopping,robert downey jr,prostitution,finnish,single father,lawyer,buddy movie
What Dreams May Come (1998),0.97625,0.92025,0.97625,0.7625,0.82975,0.82975,0.66775,0.6845,0.7635000000000001,0.59225,0.66775,0.69925,0.2294999999999999,0.727,0.517,0.8042499999999999,0.82975,0.517,0.634,0.727,0.5605,0.351,0.7065,0.3652499999999999,0.126,0.972,0.64825,0.21925,0.57175,0.17225,0.1962499999999999,0.1985,0.3185,0.4629999999999999,0.33825,0.7025,0.7445,0.37375,0.54025,0.11225,0.291,0.40325,0.2365,0.6845,0.27025,0.178,0.08775,0.16075,0.0775,0.1679999999999999,0.155,0.4942499999999999,0.40125,0.23175,0.2015,0.1382499999999999,0.0984999999999999,0.0822499999999999,0.23675,0.735,0.22225,0.264,0.1865,0.31125,0.1119999999999999,0.2329999999999999,0.4932499999999999,0.23675,0.1639999999999999,0.09425,0.0837499999999999,0.0827499999999999,0.27575,0.11575,0.126,0.0812499999999999,0.1355,0.1332499999999999,0.0652499999999999,0.06075,0.15375,0.11975,0.136,0.1735,0.03075,0.15075,0.21175,0.09025,0.0574999999999999,0.0765,0.0752499999999999,0.0954999999999999,0.0389999999999999,0.11475,0.05725,0.082,0.0695,0.07,0.12075,0.09925,0.089,0.0474999999999999,0.0459999999999999,0.0827499999999999,0.0857499999999999,0.0637499999999999,0.091,0.04925,0.1159999999999999,0.06075,0.0277499999999999,0.0329999999999999,0.10775,0.03725,0.508,0.10475,0.077,0.3365,0.03525,0.0494999999999999,0.04875,0.0647499999999999,0.06,0.09225,0.0379999999999999,0.0775,0.1245,0.072,0.0835,0.1104999999999999,0.05425,0.0792499999999999,0.0369999999999999,0.0802499999999999,0.03375,0.0267499999999999,0.10125,0.05125,0.03225,0.0544999999999999,0.0394999999999999,0.0875,0.04025,0.05875,0.03,0.0374999999999999,0.0389999999999999,0.0277499999999999,0.0444999999999999
Pleasantville (1998),0.96025,0.88375,0.8685,0.9215,0.693,0.693,0.897,0.897,0.8102499999999999,0.7509999999999999,0.96025,0.8685,0.79525,0.7609999999999999,0.8712500000000001,0.8102499999999999,0.58025,0.8712500000000001,0.83725,0.58875,0.65925,0.2817499999999999,0.58925,0.32925,0.30925,0.672,0.8305,0.8287500000000001,0.3725,0.58825,0.51075,0.5885,0.5195,0.32425,0.3087499999999999,0.26975,0.2329999999999999,0.26975,0.4085,0.69425,0.68525,0.4075,0.418,0.7905,0.2175,0.40075,0.8712500000000001,0.4385,0.2007499999999999,0.252,0.36675,0.27975,0.1375,0.29125,0.8505,0.395,0.264,0.1982499999999999,0.3435,0.182,0.24325,0.3934999999999999,0.28025,0.29425,0.2055,0.1579999999999999,0.248,0.147,0.1357499999999999,0.11575,0.264,0.239,0.074,0.09925,0.16425,0.609,0.55025,0.57525,0.32775,0.3472499999999999,0.3562499999999999,0.2219999999999999,0.5375,0.206,0.5565,0.1049999999999999,0.126,0.09725,0.82125,0.2105,0.1265,0.12375,0.09925,0.0785,0.1644999999999999,0.1735,0.207,0.135,0.09175,0.20375,0.121,0.09175,0.16225,0.0842499999999999,0.0549999999999999,0.0807499999999999,0.24925,0.1285,0.238,0.09875,0.0257499999999999,0.0514999999999999,0.0954999999999999,0.1395,0.11875,0.1282499999999999,0.09725,0.20575,0.1024999999999999,0.131,0.09875,0.0727499999999999,0.06075,0.1315,0.05725,0.11875,0.0757499999999999,0.087,0.1272499999999999,0.079,0.38275,0.0354999999999999,0.0424999999999999,0.0837499999999999,0.0449999999999999,0.0635,0.0767499999999999,0.0797499999999999,0.0627499999999999,0.0655,0.1342499999999999,0.0235,0.1267499999999999,0.084,0.0569999999999999,0.03525,0.0747499999999999,0.04625,0.0554999999999999
King Kong (1933),0.885,0.8465,0.885,0.8525,0.92375,0.92375,0.885,0.9395,0.8165,0.5605,0.8465,0.885,0.31675,0.654,0.7255,0.9395,0.9085,0.7255,0.6825,0.4665,0.4579999999999999,0.3275,0.36,0.495,0.1134999999999999,0.367,0.26575,0.2012499999999999,0.618,0.59725,0.288,0.18375,0.4625,0.15125,0.92375,0.53925,0.2915,0.4095,0.3319999999999999,0.2897499999999999,0.54925,0.179,0.2254999999999999,0.23075,0.26125,0.17875,0.7255,0.173,0.1377499999999999,0.2314999999999999,0.20575,0.75325,0.4585,0.2395,0.2857499999999999,0.256,0.1004999999999999,0.3492499999999999,0.3179999999999999,0.21375,0.09475,0.207,0.10975,0.3255,0.26625,0.1629999999999999,0.0792499999999999,0.1114999999999999,0.1932499999999999,0.1694999999999999,0.1347499999999999,0.2075,0.0822499999999999,0.2835,0.3355,0.092,0.135,0.32375,0.0847499999999999,0.1074999999999999,0.14725,0.124,0.17725,0.93325,0.14575,0.16275,0.12375,0.1962499999999999,0.196,0.253,0.81325,0.093,0.23025,0.0499999999999999,0.0797499999999999,0.1265,0.05475,0.24,0.1505,0.082,0.1357499999999999,0.0705,0.04175,0.0705,0.03875,0.10425,0.09725,0.69075,0.10225,0.62875,0.0792499999999999,0.126,0.08625,0.4815,0.0364999999999999,0.0697499999999999,0.1225,0.0707499999999999,0.0524999999999999,0.0235,0.0277499999999999,0.0394999999999999,0.03275,0.09,0.04475,0.0672499999999999,0.1004999999999999,0.148,0.16575,0.04575,0.025,0.0354999999999999,0.04425,0.05225,0.0615,0.05875,0.0389999999999999,0.0404999999999999,0.0605,0.04925,0.10825,0.2027499999999999,0.0232499999999999,0.023,0.0499999999999999,0.0374999999999999,0.026,0.03275,0.04975
"Fly, The (1986)",0.863,0.8714999999999999,0.7829999999999999,0.88375,0.956,0.92575,0.7582500000000001,0.93925,0.66175,0.9185,0.8905000000000001,0.7582500000000001,0.43025,0.7829999999999999,0.7582500000000001,0.7155,0.851,0.7582500000000001,0.237,0.4665,0.508,0.86175,0.4205,0.3239999999999999,0.17525,0.34975,0.37825,0.20575,0.34025,0.53925,0.5225,0.557,0.7365,0.2214999999999999,0.938,0.3774999999999999,0.3015,0.408,0.2544999999999999,0.10825,0.15475,0.3675,0.26825,0.2224999999999999,0.39075,0.1425,0.13,0.1689999999999999,0.10425,0.239,0.3655,0.31925,0.14675,0.2935,0.1235,0.24925,0.11875,0.17675,0.2155,0.0539999999999999,0.1272499999999999,0.16525,0.1594999999999999,0.1925,0.0939999999999999,0.21875,0.05975,0.2594999999999999,0.1745,0.1902499999999999,0.11425,0.21375,0.08825,0.10675,0.574,0.236,0.15475,0.14525,0.11075,0.14825,0.1109999999999999,0.0959999999999999,0.15225,0.1425,0.061,0.0785,0.15975,0.146,0.1755,0.09975,0.0752499999999999,0.11525,0.492,0.0374999999999999,0.0717499999999999,0.1322499999999999,0.1307499999999999,0.24125,0.0652499999999999,0.05725,0.0812499999999999,0.16025,0.05875,0.09675,0.09025,0.0702499999999999,0.0852499999999999,0.1735,0.0939999999999999,0.0842499999999999,0.0645,0.1245,0.06075,0.0757499999999999,0.22125,0.21575,0.0837499999999999,0.1195,0.04225,0.0772499999999999,0.11425,0.0645,0.0675,0.0625,0.0384999999999999,0.061,0.09625,0.0745,0.0772499999999999,0.0792499999999999,0.03975,0.0454999999999999,0.03875,0.0524999999999999,0.03725,0.0434999999999999,0.0277499999999999,0.0434999999999999,0.1059999999999999,0.0439999999999999,0.0484999999999999,0.7847500000000001,0.0275,0.05975,0.0474999999999999,0.03575,0.0349999999999999,0.03175,0.0745
"Fantastic Planet, The (Planète sauvage, La) (1973)",0.9755,0.71425,0.8727499999999999,0.697,0.7895000000000001,0.7895000000000001,0.8727499999999999,0.8727499999999999,0.8345,0.7895000000000001,0.961,0.8727499999999999,0.4625,0.40725,0.8345,0.83975,0.24,0.4237499999999999,0.34225,0.3475,0.678,0.26625,0.3645,0.20775,0.182,0.2554999999999999,0.22525,0.431,0.16275,0.1064999999999999,0.21225,0.3265,0.4805,0.24675,0.2937499999999999,0.1644999999999999,0.17475,0.3545,0.37775,0.26275,0.57325,0.286,0.2274999999999999,0.10425,0.131,0.17525,0.15575,0.1629999999999999,0.0785,0.14925,0.09925,0.95725,0.33025,0.15975,0.31425,0.21525,0.10425,0.2875,0.25225,0.20925,0.1029999999999999,0.3735,0.18575,0.0509999999999999,0.1569999999999999,0.12175,0.15475,0.09925,0.1345,0.18675,0.05625,0.0969999999999999,0.16275,0.2339999999999999,0.079,0.1515,0.1009999999999999,0.1262499999999999,0.14625,0.12475,0.1977499999999999,0.1129999999999999,0.1295,0.09575,0.4862499999999999,0.087,0.183,0.12025,0.20325,0.14075,0.09375,0.3592499999999999,0.0852499999999999,0.18075,0.0935,0.05025,0.0837499999999999,0.0682499999999999,0.18025,0.1905,0.0732499999999999,0.0145,0.0479999999999999,0.0742499999999999,0.081,0.0162499999999999,0.0404999999999999,0.10375,0.0469999999999999,0.027,0.05025,0.21075,0.05525,0.0177499999999999,0.03,0.0459999999999999,0.0717499999999999,0.0217499999999999,0.059,0.03425,0.0855,0.0275,0.019,0.05725,0.075,0.1149999999999999,0.0765,0.03875,0.1064999999999999,0.0595,0.0292499999999999,0.0837499999999999,0.2734999999999999,0.1295,0.0569999999999999,0.0499999999999999,0.027,0.0404999999999999,0.0805,0.0344999999999999,0.0384999999999999,0.0102499999999999,0.02,0.0319999999999999,0.0715,0.03625,0.0185,0.0197499999999999,0.0197499999999999
Westworld (1973),0.833,0.986,0.71175,0.8452500000000001,0.99525,0.99525,0.69025,0.8767499999999999,0.576,0.9935,0.706,0.643,0.99525,0.71175,0.3275,0.60125,0.7987500000000001,0.4962499999999999,0.70425,0.43925,0.54025,0.4465,0.393,0.94225,0.57975,0.2865,0.5555,0.366,0.62025,0.7775000000000001,0.26375,0.2319999999999999,0.4455,0.3482499999999999,0.512,0.36175,0.2614999999999999,0.36975,0.2835,0.3275,0.35275,0.3067499999999999,0.40175,0.16925,0.4245,0.2284999999999999,0.1004999999999999,0.1579999999999999,0.17975,0.38625,0.24675,0.2654999999999999,0.29,0.2007499999999999,0.15275,0.26175,0.25775,0.23425,0.3279999999999999,0.1357499999999999,0.2185,0.214,0.27325,0.44125,0.17975,0.1385,0.16225,0.1679999999999999,0.2995,0.25,0.25775,0.40575,0.1114999999999999,0.5925,0.21825,0.1927499999999999,0.193,0.1465,0.37375,0.28825,0.199,0.3169999999999999,0.1282499999999999,0.3735,0.2304999999999999,0.15975,0.15725,0.33075,0.11425,0.18475,0.11625,0.0915,0.34275,0.1064999999999999,0.0895,0.11025,0.06125,0.3135,0.2,0.1795,0.2319999999999999,0.10225,0.0765,0.10475,0.18175,0.1327499999999999,0.1039999999999999,0.49,0.3359999999999999,0.12475,0.121,0.51375,0.0747499999999999,0.0742499999999999,0.0389999999999999,0.12375,0.0692499999999999,0.07,0.08875,0.1024999999999999,0.03075,0.03625,0.0835,0.04975,0.12275,0.0812499999999999,0.0695,0.10075,0.08675,0.1149999999999999,0.0815,0.04575,0.0409999999999999,0.0549999999999999,0.0287499999999999,0.0725,0.04275,0.0865,0.0702499999999999,0.05125,0.15625,0.09375,0.12025,0.04975,0.17725,0.04225,0.04475,0.073,0.086
Planet of the Apes (1968),0.969,0.97075,0.94975,0.9515,0.988,0.95525,0.94975,0.94975,0.8049999999999999,0.9245,0.969,0.94975,0.95525,0.7549999999999999,0.7705,0.885,0.762,0.7705,0.3675,0.4705,0.40275,0.477,0.6825,0.6375,0.24375,0.434,0.32625,0.695,0.44425,0.57225,0.181,0.3179999999999999,0.4649999999999999,0.3057499999999999,0.5815,0.4509999999999999,0.177,0.35,0.31975,0.393,0.3874999999999999,0.32225,0.267,0.25225,0.401,0.2005,0.252,0.15625,0.1775,0.256,0.34775,0.3874999999999999,0.4095,0.26175,0.4825,0.18225,0.25675,0.2975,0.32375,0.36575,0.15025,0.3545,0.60275,0.45125,0.1835,0.202,0.36575,0.134,0.38975,0.18,0.1355,0.36175,0.0979999999999999,0.612,0.203,0.1614999999999999,0.14,0.21175,0.1257499999999999,0.12325,0.1059999999999999,0.16325,0.144,0.32125,0.4585,0.1905,0.16225,0.174,0.3275,0.1569999999999999,0.16325,0.11625,0.23925,0.09525,0.10275,0.14525,0.06225,0.16975,0.1805,0.3325,0.2185,0.28425,0.0672499999999999,0.11275,0.241,0.20825,0.0685,0.28075,0.0632499999999999,0.10975,0.0772499999999999,0.3732499999999999,0.10125,0.05725,0.03975,0.0364999999999999,0.0605,0.0439999999999999,0.059,0.0702499999999999,0.0265,0.061,0.1074999999999999,0.09625,0.0682499999999999,0.1252499999999999,0.08725,0.0935,0.1109999999999999,0.05325,0.07,0.063,0.0484999999999999,0.0627499999999999,0.04125,0.0409999999999999,0.03625,0.05125,0.0574999999999999,0.0459999999999999,0.05525,0.145,0.0364999999999999,0.0389999999999999,0.0584999999999999,0.028,0.0295,0.0424999999999999,0.05375
Open Your Eyes (Abre los ojos) (1997),0.98,0.9225,0.95025,0.96825,0.7835000000000001,0.7045,0.98,0.94625,0.93375,0.7045,0.93375,0.93825,0.2274999999999999,0.935,0.966,0.684,0.34975,0.5055,0.53375,0.5525,0.4469999999999999,0.39975,0.30225,0.2329999999999999,0.7915000000000001,0.4147499999999999,0.397,0.4755,0.205,0.23725,0.3205,0.44925,0.3255,0.72325,0.086,0.215,0.27725,0.4307499999999999,0.97575,0.1357499999999999,0.25325,0.38975,0.2987499999999999,0.4257499999999999,0.498,0.37675,0.2274999999999999,0.17375,0.21675,0.21425,0.302,0.1385,0.3369999999999999,0.32325,0.14525,0.472,0.2784999999999999,0.1885,0.1325,0.23725,0.11775,0.0835,0.15525,0.244,0.1019999999999999,0.21525,0.16275,0.2455,0.132,0.28825,0.236,0.0944999999999999,0.30925,0.0404999999999999,0.301,0.14375,0.17225,0.123,0.0787499999999999,0.22425,0.1805,0.11275,0.1967499999999999,0.0702499999999999,0.10975,0.0667499999999999,0.16325,0.04775,0.137,0.0672499999999999,0.1114999999999999,0.1175,0.03375,0.1975,0.1139999999999999,0.1367499999999999,0.184,0.05625,0.08775,0.1059999999999999,0.03225,0.0827499999999999,0.0364999999999999,0.187,0.10625,0.06175,0.04275,0.023,0.082,0.0785,0.178,0.0444999999999999,0.2027499999999999,0.1175,0.0549999999999999,0.0409999999999999,0.093,0.0815,0.086,0.05375,0.0227499999999999,0.138,0.063,0.04725,0.09225,0.071,0.0605,0.04975,0.0454999999999999,0.1024999999999999,0.0334999999999999,0.0735,0.12475,0.0474999999999999,0.0509999999999999,0.06175,0.029,0.0765,0.0439999999999999,0.0489999999999999,0.016,0.42425,0.0155,0.0675,0.0692499999999999,0.08725,0.0195,0.0677499999999999,0.0665
Frankenstein (1931),0.97275,0.85175,0.97275,0.8425,0.56975,0.92925,0.97275,0.98075,0.912,0.43525,0.912,0.97275,0.366,0.66575,0.8714999999999999,0.98075,0.50825,0.8714999999999999,0.392,0.73175,0.44425,0.4495,0.9535,0.43425,0.17525,0.7582500000000001,0.44625,0.293,0.3135,0.561,0.3455,0.3472499999999999,0.5705,0.0765,0.98275,0.2415,0.3319999999999999,0.3884999999999999,0.28125,0.2329999999999999,0.5395,0.3429999999999999,0.3095,0.298,0.4865,0.1564999999999999,0.8714999999999999,0.26375,0.31575,0.34225,0.3874999999999999,0.218,0.5255,0.27925,0.37275,0.24275,0.1957499999999999,0.357,0.36075,0.33025,0.0662499999999999,0.176,0.11175,0.11725,0.3199999999999999,0.1114999999999999,0.12375,0.1684999999999999,0.153,0.20925,0.417,0.31775,0.08725,0.15675,0.2085,0.252,0.133,0.34375,0.1372499999999999,0.1287499999999999,0.1069999999999999,0.149,0.31225,0.24175,0.15025,0.141,0.26,0.1355,0.3472499999999999,0.26875,0.766,0.1282499999999999,0.21125,0.06175,0.193,0.10925,0.11925,0.3379999999999999,0.0875,0.0705,0.09175,0.0652499999999999,0.0685,0.08875,0.0349999999999999,0.0702499999999999,0.1054999999999999,0.29125,0.17225,0.0737499999999999,0.0474999999999999,0.32125,0.083,0.0915,0.0584999999999999,0.03025,0.1262499999999999,0.15675,0.0767499999999999,0.0449999999999999,0.14075,0.03875,0.0329999999999999,0.0672499999999999,0.0384999999999999,0.1049999999999999,0.078,0.09975,0.1119999999999999,0.0272499999999999,0.0364999999999999,0.03575,0.04525,0.0544999999999999,0.0514999999999999,0.0737499999999999,0.04125,0.05025,0.083,0.03675,0.0727499999999999,0.03,0.04175,0.06225,0.0574999999999999,0.03575,0.0227499999999999,0.03125,0.072
"Wolf Man, The (1941)",0.7827500000000001,0.6865,0.7105,0.776,0.648,0.77475,0.621,0.94975,0.7827500000000001,0.44425,0.59375,0.61025,0.2915,0.6455,0.58075,0.94975,0.648,0.58075,0.6865,0.571,0.26475,0.3804999999999999,0.44125,0.44675,0.2309999999999999,0.42825,0.26225,0.17125,0.21575,0.4722499999999999,0.288,0.3025,0.7697499999999999,0.0852499999999999,0.927,0.3245,0.4389999999999999,0.347,0.17575,0.1277499999999999,0.4885,0.346,0.23825,0.39375,0.3685,0.16575,0.58075,0.2704999999999999,0.44975,0.3585,0.31975,0.209,0.44525,0.21925,0.29325,0.1317499999999999,0.1887499999999999,0.2005,0.33525,0.063,0.088,0.278,0.089,0.0832499999999999,0.44975,0.1569999999999999,0.071,0.27875,0.141,0.22775,0.132,0.411,0.144,0.148,0.17075,0.398,0.25575,0.483,0.0847499999999999,0.1064999999999999,0.0885,0.1079999999999999,0.15875,0.246,0.0847499999999999,0.10625,0.31975,0.1287499999999999,0.23275,0.1877499999999999,0.57775,0.09875,0.15775,0.0459999999999999,0.1049999999999999,0.1887499999999999,0.092,0.4765,0.09925,0.1134999999999999,0.06225,0.0625,0.182,0.10225,0.0374999999999999,0.0637499999999999,0.0762499999999999,0.236,0.0964999999999999,0.08975,0.03325,0.3655,0.0499999999999999,0.06075,0.0404999999999999,0.029,0.1405,0.277,0.0842499999999999,0.06,0.1977499999999999,0.09875,0.0439999999999999,0.0765,0.0564999999999999,0.04775,0.0852499999999999,0.10275,0.10825,0.04825,0.0424999999999999,0.0434999999999999,0.0449999999999999,0.136,0.03375,0.0414999999999999,0.04525,0.03125,0.1275,0.0569999999999999,0.091,0.0777499999999999,0.0687499999999999,0.062,0.04275,0.0232499999999999,0.03375,0.03575,0.0354999999999999
"Thing from Another World, The (1951)",0.87825,0.97875,0.87825,0.762,0.99025,0.98125,0.7775000000000001,0.8732500000000001,0.7637499999999999,0.98125,0.8660000000000001,0.61975,0.7509999999999999,0.87825,0.643,0.8732500000000001,0.86425,0.643,0.272,0.33425,0.44625,0.2804999999999999,0.54625,0.4107499999999999,0.26275,0.2,0.25125,0.38025,0.4675,0.48375,0.26825,0.15425,0.55,0.15375,0.83325,0.3017499999999999,0.141,0.39,0.1425,0.1669999999999999,0.2865,0.1825,0.218,0.1332499999999999,0.3209999999999999,0.18225,0.643,0.2299999999999999,0.22875,0.25325,0.18625,0.242,0.2329999999999999,0.21625,0.3395,0.186,0.206,0.28425,0.3379999999999999,0.0905,0.1119999999999999,0.173,0.1322499999999999,0.206,0.1932499999999999,0.14925,0.1395,0.12025,0.2875,0.20475,0.10575,0.28075,0.1144999999999999,0.2674999999999999,0.144,0.25875,0.1402499999999999,0.22625,0.197,0.11775,0.0822499999999999,0.1049999999999999,0.10875,0.35675,0.09225,0.0802499999999999,0.127,0.178,0.1014999999999999,0.17325,0.2815,0.068,0.15975,0.0692499999999999,0.11375,0.1435,0.0439999999999999,0.3575,0.178,0.1144999999999999,0.4305,0.05575,0.45175,0.0832499999999999,0.06075,0.0805,0.2865,0.15325,0.14975,0.0752499999999999,0.03725,0.1014999999999999,0.14925,0.0459999999999999,0.0394999999999999,0.04925,0.0652499999999999,0.0404999999999999,0.04425,0.059,0.0227499999999999,0.0364999999999999,0.04275,0.0295,0.0389999999999999,0.11575,0.079,0.09175,0.1149999999999999,0.05275,0.0155,0.084,0.04875,0.0635,0.03975,0.0732499999999999,0.1465,0.06075,0.1094999999999999,0.0677499999999999,0.08,0.1927499999999999,0.0217499999999999,0.0354999999999999,0.04175,0.0665,0.0212499999999999,0.0329999999999999,0.0232499999999999
"War of the Worlds, The (1953)",0.79525,0.976,0.70325,0.8465,0.98625,0.95525,0.71925,0.91925,0.68925,0.95525,0.738,0.70325,0.89975,0.587,0.6475,0.91925,0.94775,0.6475,0.5065,0.41425,0.44575,0.283,0.9075,0.4665,0.18175,0.2284999999999999,0.3389999999999999,0.45075,0.73975,0.548,0.1942499999999999,0.18375,0.56775,0.18325,0.8460000000000001,0.4625,0.35275,0.34475,0.17775,0.38175,0.40175,0.253,0.2827499999999999,0.183,0.23225,0.195,0.6475,0.24975,0.33625,0.2035,0.2199999999999999,0.286,0.3675,0.194,0.249,0.212,0.24725,0.247,0.3385,0.64775,0.179,0.23325,0.53975,0.24675,0.33625,0.12,0.62525,0.14725,0.3345,0.1154999999999999,0.1265,0.63675,0.1069999999999999,0.374,0.11625,0.352,0.20875,0.3522499999999999,0.14875,0.10975,0.12075,0.1195,0.1357499999999999,0.2857499999999999,0.1382499999999999,0.1164999999999999,0.1402499999999999,0.11175,0.10875,0.18625,0.1997499999999999,0.10525,0.1292499999999999,0.11075,0.50225,0.11275,0.04925,0.24825,0.1634999999999999,0.22475,0.26075,0.07,0.0695,0.0717499999999999,0.0504999999999999,0.1149999999999999,0.545,0.33425,0.08775,0.06075,0.04575,0.1139999999999999,0.12225,0.4802499999999999,0.05125,0.0369999999999999,0.092,0.0697499999999999,0.10375,0.12,0.0344999999999999,0.0404999999999999,0.3077499999999999,0.02975,0.0519999999999999,0.11675,0.09375,0.093,0.124,0.066,0.0257499999999999,0.0755,0.04075,0.0374999999999999,0.04525,0.073,0.0314999999999999,0.05375,0.04175,0.04675,0.1252499999999999,0.14925,0.0637499999999999,0.0242499999999999,0.0424999999999999,0.0379999999999999,0.03625,0.03175,0.03675
Invasion of the Body Snatchers (1956),0.979,0.959,0.956,0.8185,0.985,0.97175,0.9525,0.90825,0.833,0.97175,0.979,0.73875,0.4087499999999999,0.956,0.7889999999999999,0.90825,0.7025,0.7889999999999999,0.24775,0.3545,0.4227499999999999,0.25975,0.34475,0.4135,0.4285,0.25225,0.3495,0.22325,0.17475,0.493,0.24925,0.26975,0.652,0.23475,0.655,0.26175,0.1402499999999999,0.40575,0.21475,0.672,0.17975,0.2274999999999999,0.235,0.21425,0.7602500000000001,0.20675,0.7889999999999999,0.1935,0.1957499999999999,0.22625,0.156,0.1395,0.10525,0.2554999999999999,0.33575,0.23825,0.1164999999999999,0.20425,0.3259999999999999,0.1327499999999999,0.08675,0.14925,0.1385,0.153,0.173,0.0959999999999999,0.176,0.3662499999999999,0.292,0.236,0.0464999999999999,0.6935,0.11275,0.21,0.29,0.96675,0.10925,0.14675,0.133,0.1287499999999999,0.137,0.12175,0.1185,0.1905,0.1285,0.0925,0.20525,0.1139999999999999,0.128,0.2165,0.23075,0.084,0.16325,0.062,0.0915,0.11125,0.0777499999999999,0.16975,0.0845,0.119,0.2264999999999999,0.05225,0.0574999999999999,0.0832499999999999,0.10475,0.023,0.1382499999999999,0.1525,0.1074999999999999,0.0615,0.0504999999999999,0.15525,0.0657499999999999,0.0782499999999999,0.04125,0.0167499999999999,0.0715,0.04875,0.074,0.0449999999999999,0.0852499999999999,0.05725,0.03575,0.0499999999999999,0.0584999999999999,0.122,0.074,0.3685,0.1114999999999999,0.03975,0.0334999999999999,0.05325,0.03925,0.0802499999999999,0.0419999999999999,0.0404999999999999,0.0414999999999999,0.03725,0.148,0.0379999999999999,0.0514999999999999,0.2299999999999999,0.018,0.0232499999999999,0.03975,0.0379999999999999,0.03275,0.0252499999999999,0.0384999999999999
Excalibur (1981),0.88025,0.976,0.86625,0.8525,0.7842499999999999,0.7842499999999999,0.66475,0.7425,0.8394999999999999,0.4639999999999999,0.7425,0.63825,0.29725,0.845,0.845,0.6995,0.7842499999999999,0.7425,0.976,0.65625,0.286,0.6395,0.80575,0.40825,0.15825,0.2214999999999999,0.267,0.2259999999999999,0.66375,0.40825,0.25425,0.56275,0.43325,0.2554999999999999,0.25925,0.614,0.32375,0.34175,0.2385,0.687,0.36175,0.3169999999999999,0.3295,0.20825,0.1885,0.11775,0.16675,0.2249999999999999,0.7805,0.183,0.2837499999999999,0.31375,0.65075,0.3465,0.45675,0.33075,0.3107499999999999,0.12225,0.2095,0.2254999999999999,0.1064999999999999,0.216,0.254,0.22225,0.845,0.257,0.156,0.1059999999999999,0.27175,0.0885,0.286,0.0959999999999999,0.804,0.10175,0.15925,0.09375,0.153,0.11375,0.0635,0.1332499999999999,0.1185,0.073,0.145,0.1367499999999999,0.3105,0.17225,0.154,0.17425,0.10725,0.1175,0.19,0.143,0.29225,0.0539999999999999,0.09025,0.0815,0.0635,0.18075,0.366,0.154,0.04925,0.15325,0.081,0.084,0.34025,0.3065,0.03325,0.32175,0.0584999999999999,0.05575,0.09325,0.0697499999999999,0.0857499999999999,0.067,0.0852499999999999,0.2085,0.14425,0.1175,0.0712499999999999,0.0287499999999999,0.1805,0.0802499999999999,0.03575,0.0285,0.0939999999999999,0.21575,0.089,0.04925,0.0705,0.143,0.026,0.0802499999999999,0.0399999999999999,0.05425,0.0275,0.0389999999999999,0.0692499999999999,0.05875,0.0755,0.04525,0.061,0.0429999999999999,0.03225,0.04875,0.0494999999999999,0.0499999999999999,0.04625,0.04475,0.0642499999999999
