movieId,good,mentor,drama,betrayal,runaway,unlikely friendships,original,culture clash,catastrophe,teen movie,family,weird,melancholic,childhood,independent film,life & death,predictable,life philosophy,greed,adaptation,drinking,dysfunctional family,sacrifice,chase,prejudice,vengeance,death,dialogue,light,first contact,transformation,not funny,cancer,fantasy world,hospital,very funny,fight scenes,fun movie,women,computer animation,doctors,pornography,creativity,stereotypes,nudity (full frontal - brief),small town,quirky,underrated,single father,weapons,writers,irish accent,adoption,period piece,new jersey,islam,simple,survival,classic car,divorce,california,queer,dreams,memory,good music,interracial romance,bollywood,indians,multiple storylines,british,road movie,alter ego,surveillance,brothers,internet,sexy,absurd,race,blindness,alternate history,pulp,foul language,wartime,father daughter relationship,hotel,ghosts/afterlife,awesome soundtrack,homeless,addiction,atheism,prison,notable nudity,new york city,immortality,radio,lawyer,hip hop,san francisco,too long,island,shopping,nudity (rear),farce,god,wilderness,mad scientist,camp,workplace,stand-up comedy,1930s,nudity (topless - brief),80s,time,texas,film noir,australia,directorial debut,too short,tokyo,made for tv,stoner movie,ensemble cast,censorship,fashion,remake,russian,robert downey jr,los angeles,no plot,wine,kidnapping,finnish,reality tv,potential oscar nom,kick-butt women,buddy movie,unlikeable characters,rebellion,hunting,best of 2005,desert,oil,prostitution,goth,snakes,trilogy,documentary,french,graphic novel
City of Angels (1998),0.972,0.902,0.8725,0.902,0.8725,0.8725,0.71475,0.752,0.6365,0.8525,0.22575,0.62725,0.46775,0.3379999999999999,0.73,0.8919999999999999,0.591,0.5655,0.62725,0.259,0.73,0.1337499999999999,0.6075,0.4665,0.35775,0.345,0.8187500000000001,0.3745,0.2329999999999999,0.5405,0.38675,0.3037499999999999,0.51525,0.3522499999999999,0.67275,0.266,0.591,0.22925,0.2219999999999999,0.15225,0.53875,0.48875,0.22775,0.189,0.34275,0.0722499999999999,0.2435,0.3442499999999999,0.1287499999999999,0.4247499999999999,0.1195,0.25875,0.0752499999999999,0.19,0.14775,0.1297499999999999,0.24675,0.2415,0.14625,0.1094999999999999,0.1614999999999999,0.1262499999999999,0.1175,0.16475,0.1982499999999999,0.22275,0.09075,0.1245,0.21,0.0785,0.20775,0.11675,0.123,0.0747499999999999,0.239,0.2199999999999999,0.1942499999999999,0.12275,0.2125,0.17625,0.134,0.09125,0.0752499999999999,0.0605,0.1302499999999999,0.565,0.10025,0.1335,0.0705,0.3149999999999999,0.0847499999999999,0.1295,0.076,0.90125,0.09575,0.05475,0.0647499999999999,0.3305,0.1235,0.1415,0.08825,0.1669999999999999,0.0865,0.45525,0.10225,0.124,0.069,0.0815,0.0675,0.05525,0.1935,0.04075,0.26175,0.0484999999999999,0.089,0.0409999999999999,0.05025,0.123,0.06125,0.05525,0.0692499999999999,0.0534999999999999,0.0687499999999999,0.0389999999999999,0.817,0.061,0.0762499999999999,0.6555,0.0757499999999999,0.03625,0.0399999999999999,0.0215,0.0549999999999999,0.0605,0.04325,0.08825,0.0645,0.0252499999999999,0.0449999999999999,0.0217499999999999,0.0762499999999999,0.03325,0.04825,0.09225,0.0574999999999999,0.0349999999999999,0.024,0.0324999999999999,0.03325
"Dancer, Texas Pop. 81 (1998)",0.534,0.84325,0.4549999999999999,0.69925,0.4549999999999999,0.8745,0.68125,0.4692499999999999,0.4865,0.4702499999999999,0.414,0.4549999999999999,0.37075,0.635,0.52225,0.52375,0.3139999999999999,0.7125,0.4549999999999999,0.1987499999999999,0.3315,0.18725,0.3874999999999999,0.22825,0.3545,0.4135,0.2005,0.38,0.248,0.2925,0.2827499999999999,0.35275,0.21025,0.2724999999999999,0.134,0.21125,0.24325,0.2105,0.1599999999999999,0.17825,0.1215,0.27425,0.29825,0.36075,0.23175,0.9995,0.4177499999999999,0.23225,0.29925,0.195,0.434,0.2135,0.1009999999999999,0.1357499999999999,0.4725,0.09225,0.3615,0.15275,0.16425,0.06225,0.65575,0.15275,0.352,0.16175,0.1305,0.08725,0.17025,0.137,0.14225,0.2224999999999999,0.3764999999999999,0.1134999999999999,0.15525,0.184,0.1089999999999999,0.09375,0.1392499999999999,0.11075,0.10525,0.1387499999999999,0.16025,0.0685,0.08875,0.04325,0.0865,0.24525,0.3345,0.21225,0.16775,0.217,0.09275,0.059,0.08725,0.0544999999999999,0.11625,0.09675,0.1485,0.0404999999999999,0.10425,0.0539999999999999,0.18675,0.08875,0.0672499999999999,0.03175,0.0564999999999999,0.1134999999999999,0.0767499999999999,0.15375,0.064,0.09975,0.1282499999999999,0.16725,0.04475,0.976,0.0954999999999999,0.15175,0.0875,0.04875,0.0632499999999999,0.0635,0.1347499999999999,0.14725,0.1579999999999999,0.084,0.0364999999999999,0.128,0.04125,0.14975,0.03475,0.0379999999999999,0.0359999999999999,0.2947499999999999,0.15075,0.023,0.0544999999999999,0.05375,0.1069999999999999,0.0595,0.03,0.093,0.24125,0.378,0.02975,0.065,0.0409999999999999,0.073,0.0334999999999999,0.04825,0.03
Hope Floats (1998),0.954,0.71375,0.65325,0.71375,0.5475,0.5475,0.6095,0.378,0.61325,0.90625,0.5285,0.27275,0.56075,0.397,0.27275,0.3067499999999999,0.68375,0.3944999999999999,0.27275,0.1735,0.27275,0.4115,0.3269999999999999,0.45775,0.181,0.4207499999999999,0.357,0.29625,0.255,0.3884999999999999,0.257,0.33725,0.38125,0.264,0.261,0.2259999999999999,0.38475,0.2165,0.64475,0.1634999999999999,0.1987499999999999,0.25825,0.1634999999999999,0.34675,0.245,0.9285,0.2704999999999999,0.1775,0.54525,0.25375,0.2734999999999999,0.10375,0.1327499999999999,0.10425,0.2837499999999999,0.09025,0.15875,0.147,0.152,0.6125,0.283,0.14275,0.0757499999999999,0.0822499999999999,0.076,0.23725,0.0727499999999999,0.0785,0.09025,0.0807499999999999,0.1099999999999999,0.1292499999999999,0.10325,0.0777499999999999,0.18625,0.203,0.15375,0.0865,0.11025,0.152,0.16275,0.0732499999999999,0.0632499999999999,0.1564999999999999,0.11925,0.1362499999999999,0.0989999999999999,0.04325,0.1044999999999999,0.0672499999999999,0.0735,0.1074999999999999,0.073,0.0715,0.11075,0.066,0.11825,0.0875,0.1064999999999999,0.09275,0.22125,0.11525,0.0667499999999999,0.0389999999999999,0.04225,0.0715,0.0725,0.05825,0.11975,0.0454999999999999,0.05425,0.10825,0.04675,0.7665,0.0949999999999999,0.0409999999999999,0.05625,0.0715,0.0464999999999999,0.08875,0.06025,0.0394999999999999,0.072,0.083,0.1144999999999999,0.05775,0.06075,0.03775,0.0755,0.0745,0.0409999999999999,0.019,0.52675,0.04275,0.0822499999999999,0.05775,0.064,0.018,0.0364999999999999,0.027,0.0569999999999999,0.0454999999999999,0.0394999999999999,0.064,0.03875,0.0305,0.025,0.0319999999999999,0.0275
"Journey of Natty Gann, The (1985)",0.68525,0.6445,0.4555,0.63225,0.915,0.6445,0.553,0.72575,0.542,0.66125,0.70775,0.43725,0.43725,0.517,0.51025,0.1594999999999999,0.34125,0.26,0.37625,0.4075,0.301,0.154,0.51025,0.63725,0.51025,0.32375,0.2065,0.2907499999999999,0.4625,0.34125,0.36575,0.3005,0.0662499999999999,0.3834999999999999,0.1765,0.2194999999999999,0.288,0.55575,0.4705,0.4307499999999999,0.143,0.2269999999999999,0.15825,0.39325,0.2465,0.20475,0.1922499999999999,0.419,0.2279999999999999,0.26175,0.14725,0.20625,0.3924999999999999,0.47875,0.15425,0.16275,0.1352499999999999,0.3555,0.2045,0.091,0.582,0.16875,0.0984999999999999,0.086,0.182,0.31775,0.191,0.55175,0.135,0.3315,0.4875,0.139,0.16425,0.128,0.0837499999999999,0.149,0.124,0.2204999999999999,0.1185,0.15125,0.135,0.04575,0.1669999999999999,0.22775,0.23175,0.1895,0.14975,0.04825,0.0514999999999999,0.1614999999999999,0.0984999999999999,0.172,0.093,0.04725,0.0685,0.15625,0.063,0.17825,0.1325,0.23925,0.1245,0.1044999999999999,0.1282499999999999,0.0459999999999999,0.6015,0.15025,0.2794999999999999,0.0529999999999999,0.09425,0.67575,0.061,0.24675,0.0464999999999999,0.131,0.1009999999999999,0.1912499999999999,0.09,0.05975,0.04975,0.18425,0.078,0.0615,0.1327499999999999,0.09425,0.05825,0.08925,0.0657499999999999,0.0974999999999999,0.14825,0.066,0.10025,0.0237499999999999,0.0267499999999999,0.0469999999999999,0.1205,0.0379999999999999,0.04225,0.10125,0.16175,0.0334999999999999,0.15425,0.072,0.067,0.03525,0.1725,0.0349999999999999,0.03375,0.0424999999999999,0.0675
"Outsiders, The (1983)",0.8045,0.8795,0.61775,0.58725,0.74525,0.93775,0.8015000000000001,0.8045,0.63525,0.792,0.3622499999999999,0.558,0.4915,0.70375,0.30825,0.3522499999999999,0.3299999999999999,0.3445,0.51675,0.99175,0.387,0.2544999999999999,0.26,0.5575,0.39225,0.4367499999999999,0.3742499999999999,0.4985,0.4075,0.2279999999999999,0.40375,0.3345,0.1395,0.3754999999999999,0.298,0.4409999999999999,0.3495,0.39575,0.2012499999999999,0.306,0.1054999999999999,0.2975,0.2324999999999999,0.2947499999999999,0.22825,0.284,0.18125,0.3854999999999999,0.05825,0.27775,0.2035,0.2264999999999999,0.0935,0.25075,0.15575,0.1387499999999999,0.1897499999999999,0.2304999999999999,0.4505,0.0627499999999999,0.27075,0.22025,0.15225,0.1262499999999999,0.24175,0.11875,0.0895,0.10875,0.214,0.175,0.1347499999999999,0.30925,0.2002499999999999,0.40525,0.17375,0.2977499999999999,0.15625,0.14225,0.1654999999999999,0.1285,0.274,0.1475,0.10225,0.0687499999999999,0.1397499999999999,0.0682499999999999,0.34575,0.061,0.16875,0.1004999999999999,0.1129999999999999,0.1785,0.0627499999999999,0.1029999999999999,0.0822499999999999,0.0875,0.0812499999999999,0.081,0.11575,0.1164999999999999,0.1569999999999999,0.067,0.11075,0.064,0.0954999999999999,0.1355,0.20825,0.0544999999999999,0.075,0.3349999999999999,0.1932499999999999,0.4255,0.075,0.0605,0.1325,0.0707499999999999,0.15125,0.0677499999999999,0.064,0.15875,0.24475,0.4197499999999999,0.14875,0.0449999999999999,0.04275,0.0815,0.10275,0.1164999999999999,0.1305,0.03925,0.065,0.04775,0.0539999999999999,0.08825,0.05425,0.1327499999999999,0.0737499999999999,0.3035,0.1355,0.24375,0.04725,0.0494999999999999,0.0554999999999999,0.11275,0.11075,0.15925,0.03025,0.0419999999999999,0.028
Digging to China (1998),0.7215,0.64325,0.70675,0.62775,0.63275,0.94,0.8182499999999999,0.63275,0.39775,0.18075,0.7305,0.63275,0.4782499999999999,0.5275,0.63275,0.41,0.48475,0.4305,0.63275,0.4327499999999999,0.63275,0.3632499999999999,0.129,0.31225,0.52375,0.40525,0.24825,0.4389999999999999,0.2895,0.289,0.55,0.369,0.273,0.7629999999999999,0.6635,0.56175,0.27275,0.1485,0.68875,0.353,0.31375,0.395,0.16175,0.27275,0.365,0.0944999999999999,0.1679999999999999,0.24625,0.25825,0.31375,0.3005,0.11075,0.10825,0.251,0.255,0.0655,0.52425,0.627,0.585,0.4872499999999999,0.2289999999999999,0.13,0.3239999999999999,0.17925,0.10175,0.1895,0.078,0.088,0.1495,0.2065,0.05425,0.42025,0.2125,0.04325,0.10575,0.10425,0.10675,0.1415,0.3562499999999999,0.2085,0.1785,0.118,0.16575,0.0925,0.0414999999999999,0.0267499999999999,0.09475,0.1315,0.059,0.11125,0.136,0.44075,0.04225,0.05425,0.1639999999999999,0.0252499999999999,0.1009999999999999,0.0765,0.1054999999999999,0.0935,0.0217499999999999,0.0579999999999999,0.56175,0.11125,0.067,0.21775,0.0285,0.1402499999999999,0.12225,0.03825,0.0979999999999999,0.0434999999999999,0.03775,0.03775,0.09325,0.0334999999999999,0.30625,0.1987499999999999,0.12225,0.0974999999999999,0.0767499999999999,0.04375,0.10425,0.0157499999999999,0.345,0.0409999999999999,0.0745,0.031,0.0509999999999999,0.1074999999999999,0.05425,0.2209999999999999,0.0847499999999999,0.029,0.0642499999999999,0.0702499999999999,0.0339999999999999,0.019,0.148,0.23525,0.0105,0.0369999999999999,0.0195,0.10475,0.031,0.025,0.0077499999999999,0.0559999999999999,0.1059999999999999
Simon Birch (1998),0.8705,0.90525,0.90075,0.90525,0.8825000000000001,0.8895,0.628,0.496,0.7629999999999999,0.56225,0.60375,0.496,0.4715,0.72475,0.56125,0.488,0.489,0.50725,0.3149999999999999,0.986,0.36575,0.285,0.56125,0.2945,0.56125,0.4185,0.44575,0.2917499999999999,0.3695,0.3295,0.295,0.3087499999999999,0.39275,0.282,0.2835,0.3425,0.3087499999999999,0.21425,0.1584999999999999,0.22575,0.2564999999999999,0.1915,0.25625,0.1845,0.257,0.54425,0.20875,0.286,0.1029999999999999,0.2085,0.20925,0.1594999999999999,0.212,0.3475,0.28925,0.1004999999999999,0.29725,0.2155,0.21375,0.06025,0.10275,0.121,0.0847499999999999,0.125,0.17225,0.0584999999999999,0.1694999999999999,0.218,0.0895,0.14675,0.148,0.1877499999999999,0.09,0.23425,0.1257499999999999,0.14725,0.15075,0.1114999999999999,0.10525,0.16525,0.1285,0.141,0.0667499999999999,0.05725,0.1265,0.10925,0.1084999999999999,0.081,0.09825,0.212,0.09375,0.0725,0.04075,0.135,0.10675,0.0449999999999999,0.0672499999999999,0.0989999999999999,0.11275,0.11725,0.09975,0.1069999999999999,0.1039999999999999,0.5745,0.0735,0.0762499999999999,0.0832499999999999,0.03125,0.1255,0.05575,0.11175,0.0845,0.0642499999999999,0.09225,0.0832499999999999,0.10325,0.10475,0.1397499999999999,0.06225,0.1634999999999999,0.1629999999999999,0.0479999999999999,0.0647499999999999,0.03075,0.0499999999999999,0.0647499999999999,0.03875,0.03525,0.05625,0.069,0.03,0.125,0.04375,0.04225,0.05075,0.0944999999999999,0.0277499999999999,0.05325,0.0787499999999999,0.0232499999999999,0.0812499999999999,0.026,0.027,0.0519999999999999,0.0295,0.0625,0.028,0.0379999999999999,0.03675
Hero (1992),0.79725,0.711,0.60475,0.597,0.46175,0.46175,0.70225,0.7895000000000001,0.6415,0.17825,0.352,0.60475,0.3429999999999999,0.156,0.45775,0.4529999999999999,0.4812499999999999,0.43975,0.597,0.252,0.3575,0.1945,0.45775,0.806,0.45775,0.4247499999999999,0.20875,0.33575,0.2985,0.35275,0.3027499999999999,0.27575,0.22625,0.3335,0.4065,0.50025,0.3715,0.38425,0.1815,0.1745,0.2334999999999999,0.32775,0.15075,0.239,0.39975,0.3595,0.26025,0.57,0.20325,0.217,0.3185,0.21575,0.1905,0.0989999999999999,0.3165,0.16775,0.20475,0.1377499999999999,0.1679999999999999,0.1387499999999999,0.32125,0.1402499999999999,0.1465,0.1649999999999999,0.1302499999999999,0.0685,0.08875,0.209,0.1865,0.1044999999999999,0.129,0.23025,0.2035,0.1099999999999999,0.1877499999999999,0.1725,0.4825,0.25225,0.17325,0.1875,0.24875,0.31725,0.09325,0.0354999999999999,0.2135,0.22475,0.073,0.926,0.1455,0.10475,0.2045,0.0857499999999999,0.2865,0.0765,0.211,0.474,0.11825,0.1694999999999999,0.0825,0.0695,0.09375,0.216,0.213,0.11225,0.05775,0.131,0.062,0.0795,0.0792499999999999,0.0755,0.18675,0.1275,0.195,0.17775,0.1074999999999999,0.0687499999999999,0.10025,0.0767499999999999,0.06075,0.05825,0.14725,0.06025,0.10925,0.1109999999999999,0.0767499999999999,0.088,0.1109999999999999,0.17975,0.02975,0.0554999999999999,0.064,0.0767499999999999,0.091,0.078,0.0797499999999999,0.11075,0.09425,0.0349999999999999,0.0635,0.0529999999999999,0.0855,0.06125,0.063,0.06025,0.0359999999999999,0.03475,0.03075,0.0459999999999999,0.0344999999999999
One True Thing (1998),0.80975,0.679,0.82975,0.69075,0.708,0.69075,0.6555,0.708,0.588,0.4475,0.794,0.70075,0.7245,0.39825,0.5845,0.55725,0.4785,0.3632499999999999,0.5845,0.37575,0.5845,0.9335,0.5425,0.2877499999999999,0.26825,0.37,0.555,0.3492499999999999,0.29625,0.433,0.248,0.32975,0.98775,0.3055,0.4795,0.2594999999999999,0.25225,0.41825,0.66575,0.17725,0.366,0.24075,0.356,0.37175,0.26125,0.15775,0.27975,0.22375,0.2314999999999999,0.17375,0.2165,0.31775,0.22625,0.2274999999999999,0.701,0.18625,0.1555,0.30225,0.1144999999999999,0.4235,0.11025,0.2804999999999999,0.1124999999999999,0.14725,0.1357499999999999,0.213,0.08825,0.1084999999999999,0.195,0.1907499999999999,0.1014999999999999,0.12025,0.124,0.1887499999999999,0.1205,0.11475,0.147,0.12125,0.09925,0.14675,0.11275,0.08,0.09825,0.91975,0.1352499999999999,0.0449999999999999,0.082,0.0569999999999999,0.09875,0.119,0.09275,0.1855,0.26375,0.0509999999999999,0.05525,0.0935,0.0915,0.0765,0.12125,0.0905,0.1245,0.1185,0.077,0.0905,0.06,0.142,0.05375,0.15725,0.0635,0.0672499999999999,0.1947499999999999,0.0509999999999999,0.0409999999999999,0.0687499999999999,0.0815,0.0595,0.0845,0.0277499999999999,0.10375,0.0979999999999999,0.079,0.1699999999999999,0.08625,0.0484999999999999,0.06025,0.05075,0.1099999999999999,0.05275,0.1175,0.0865,0.02,0.0424999999999999,0.1014999999999999,0.05075,0.0745,0.026,0.3355,0.0424999999999999,0.03675,0.0949999999999999,0.0399999999999999,0.04925,0.03225,0.0369999999999999,0.061,0.0305,0.0265,0.0399999999999999,0.03875
"Mighty, The (1998)",0.75725,0.8915,0.90475,0.90475,0.90475,0.979,0.6805,0.72,0.58375,0.5715,0.86375,0.71,0.4882499999999999,0.8779999999999999,0.65775,0.31675,0.3,0.3655,0.347,0.67825,0.25825,0.1714999999999999,0.65775,0.2804999999999999,0.65775,0.38725,0.2022499999999999,0.30825,0.4655,0.2395,0.2865,0.3045,0.2674999999999999,0.56425,0.1669999999999999,0.27,0.258,0.1962499999999999,0.2125,0.86375,0.18375,0.17825,0.1972499999999999,0.24,0.14725,0.2065,0.23575,0.362,0.18525,0.2395,0.1104999999999999,0.22525,0.149,0.1897499999999999,0.184,0.1069999999999999,0.23725,0.1225,0.201,0.04925,0.09875,0.12175,0.10225,0.128,0.3712499999999999,0.0944999999999999,0.5185,0.20625,0.1699999999999999,0.17775,0.135,0.17225,0.144,0.139,0.1094999999999999,0.14175,0.082,0.1149999999999999,0.1365,0.173,0.1134999999999999,0.1215,0.0832499999999999,0.1367499999999999,0.06175,0.1287499999999999,0.15375,0.1297499999999999,0.077,0.1674999999999999,0.17925,0.0615,0.1024999999999999,0.0837499999999999,0.32425,0.05275,0.09425,0.05775,0.0725,0.0915,0.0657499999999999,0.0817499999999999,0.0625,0.1355,0.091,0.0625,0.1245,0.06,0.0802499999999999,0.0757499999999999,0.0544999999999999,0.14925,0.0655,0.062,0.0827499999999999,0.09925,0.087,0.04125,0.0534999999999999,0.1624999999999999,0.118,0.21,0.0692499999999999,0.03625,0.04125,0.06175,0.0775,0.0354999999999999,0.04475,0.0429999999999999,0.04825,0.0504999999999999,0.04125,0.0509999999999999,0.06125,0.10775,0.03475,0.0989999999999999,0.03075,0.0185,0.0404999999999999,0.05425,0.0282499999999999,0.05275,0.03275,0.0449999999999999,0.0334999999999999,0.0424999999999999,0.029
Meet Joe Black (1998),0.90825,0.7615000000000001,0.6495,0.7615000000000001,0.6495,0.6495,0.6825,0.5585,0.576,0.4902499999999999,0.2214999999999999,0.5585,0.603,0.2304999999999999,0.39525,0.985,0.4702499999999999,0.62525,0.39525,0.24975,0.39525,0.1589999999999999,0.60125,0.423,0.21325,0.44925,0.99625,0.55925,0.24725,0.3419999999999999,0.35475,0.3635,0.71225,0.27375,0.59775,0.25425,0.40225,0.21425,0.1725,0.1255,0.32875,0.26425,0.2244999999999999,0.1555,0.281,0.11125,0.2095,0.34275,0.1159999999999999,0.40225,0.2289999999999999,0.6125,0.085,0.16525,0.1297499999999999,0.0825,0.2209999999999999,0.21375,0.20475,0.133,0.09125,0.272,0.1175,0.1897499999999999,0.1019999999999999,0.09375,0.0905,0.0745,0.1957499999999999,0.11025,0.09775,0.1629999999999999,0.17125,0.0994999999999999,0.1465,0.1892499999999999,0.1604999999999999,0.05675,0.14525,0.147,0.11275,0.147,0.06,0.60525,0.14925,0.99225,0.0989999999999999,0.0765,0.071,0.1445,0.09525,0.1252499999999999,0.09875,0.61725,0.0782499999999999,0.131,0.0742499999999999,0.0954999999999999,0.737,0.1175,0.3325,0.16175,0.0737499999999999,0.1347499999999999,0.06175,0.08625,0.069,0.05575,0.10975,0.05875,0.149,0.0584999999999999,0.67575,0.04825,0.0785,0.0319999999999999,0.05375,0.0847499999999999,0.0787499999999999,0.0645,0.0675,0.04425,0.0645,0.0489999999999999,0.2395,0.0745,0.0787499999999999,0.083,0.0657499999999999,0.077,0.0509999999999999,0.025,0.11225,0.05475,0.04175,0.0464999999999999,0.071,0.0247499999999999,0.03725,0.03375,0.0725,0.0389999999999999,0.0409999999999999,0.0504999999999999,0.0579999999999999,0.0685,0.0252499999999999,0.0464999999999999,0.0282499999999999
Desert Bloom (1986),0.6525,0.45125,0.8225,0.7709999999999999,0.7709999999999999,0.8574999999999999,0.679,0.7709999999999999,0.49775,0.27825,0.61975,0.6315,0.52425,0.35375,0.40225,0.6525,0.23675,0.203,0.4375,0.2309999999999999,0.58,0.89025,0.1397499999999999,0.22975,0.27425,0.33275,0.31575,0.27325,0.2955,0.22575,0.39325,0.357,0.1644999999999999,0.17925,0.16325,0.24375,0.1589999999999999,0.22525,0.53475,0.1297499999999999,0.46825,0.2095,0.281,0.1169999999999999,0.30025,0.2425,0.17775,0.57225,0.1579999999999999,0.55325,0.1629999999999999,0.1887499999999999,0.16925,0.7842499999999999,0.123,0.31625,0.0722499999999999,0.1185,0.2115,0.3195,0.1877499999999999,0.17675,0.0657499999999999,0.18675,0.1327499999999999,0.211,0.555,0.2885,0.1815,0.1435,0.10325,0.1019999999999999,0.1382499999999999,0.15025,0.0747499999999999,0.23225,0.145,0.0554999999999999,0.1084999999999999,0.10825,0.142,0.04775,0.1892499999999999,0.151,0.083,0.05625,0.0832499999999999,0.0339999999999999,0.0835,0.0989999999999999,0.0745,0.22925,0.0379999999999999,0.11125,0.06,0.08,0.03475,0.085,0.1272499999999999,0.0707499999999999,0.0314999999999999,0.10075,0.1124999999999999,0.0989999999999999,0.0765,0.1064999999999999,0.0832499999999999,0.0702499999999999,0.0682499999999999,0.09075,0.15925,0.0479999999999999,0.0262499999999999,0.1614999999999999,0.1337499999999999,0.14525,0.08825,0.03,0.2259999999999999,0.0459999999999999,0.05525,0.0579999999999999,0.0722499999999999,0.05725,0.024,0.04325,0.061,0.0349999999999999,0.0954999999999999,0.0404999999999999,0.025,0.0167499999999999,0.04825,0.0222499999999999,0.05525,0.03575,0.0245,0.0762499999999999,0.04425,0.11975,0.3199999999999999,0.05725,0.04725,0.03475,0.0305,0.02975,0.04375,0.05025,0.011
"Emerald Forest, The (1985)",0.54375,0.8492500000000001,0.4722499999999999,0.6175,0.695,0.7709999999999999,0.67375,0.67775,0.57025,0.3219999999999999,0.2887499999999999,0.48475,0.48475,0.497,0.5295,0.1892499999999999,0.4357499999999999,0.3,0.53875,0.21325,0.48475,0.58625,0.3359999999999999,0.5065,0.5295,0.36575,0.14575,0.48475,0.2794999999999999,0.54225,0.48275,0.3455,0.1535,0.54375,0.1649999999999999,0.258,0.5065,0.3522499999999999,0.5705,0.1745,0.1785,0.359,0.24125,0.25875,0.3764999999999999,0.10825,0.15075,0.23675,0.238,0.5065,0.10475,0.1094999999999999,0.66675,0.1139999999999999,0.10575,0.5295,0.242,0.23025,0.3285,0.05925,0.2887499999999999,0.11975,0.2075,0.20475,0.1345,0.30325,0.11425,0.9665,0.1302499999999999,0.1144999999999999,0.1372499999999999,0.126,0.14375,0.1272499999999999,0.1295,0.21475,0.1907499999999999,0.2704999999999999,0.15325,0.1084999999999999,0.1892499999999999,0.0534999999999999,0.0662499999999999,0.1302499999999999,0.0662499999999999,0.0579999999999999,0.128,0.1029999999999999,0.11225,0.1955,0.0847499999999999,0.1945,0.08725,0.146,0.0569999999999999,0.03125,0.064,0.1255,0.1535,0.1475,0.0584999999999999,0.2674999999999999,0.0595,0.1972499999999999,0.4395,0.12125,0.09025,0.0642499999999999,0.1054999999999999,0.1825,0.182,0.58725,0.05175,0.0645,0.0847499999999999,0.123,0.0685,0.0379999999999999,0.2199999999999999,0.0549999999999999,0.147,0.0459999999999999,0.0925,0.0785,0.0344999999999999,0.0559999999999999,0.0434999999999999,0.14925,0.03425,0.0429999999999999,0.43325,0.03,0.03575,0.03025,0.09375,0.0434999999999999,0.0339999999999999,0.11825,0.1357499999999999,0.0499999999999999,0.1875,0.09575,0.541,0.0324999999999999,0.0969999999999999,0.0672499999999999,0.04025,0.0344999999999999,0.0205
Nothing in Common (1986),0.707,0.62625,0.7755000000000001,0.649,0.649,0.574,0.77,0.707,0.4872499999999999,0.1845,0.675,0.47675,0.86625,0.37675,0.2634999999999999,0.3305,0.501,0.308,0.57975,0.28525,0.2634999999999999,0.6805,0.181,0.3355,0.15775,0.3209999999999999,0.2279999999999999,0.4529999999999999,0.356,0.296,0.2239999999999999,0.302,0.2594999999999999,0.34275,0.675,0.5815,0.25625,0.38775,0.23525,0.23325,0.512,0.1785,0.373,0.2279999999999999,0.1659999999999999,0.15025,0.236,0.4345,0.4585,0.20425,0.272,0.2007499999999999,0.30325,0.1225,0.184,0.1124999999999999,0.1589999999999999,0.09775,0.1875,0.8867499999999999,0.18525,0.1465,0.1609999999999999,0.191,0.3405,0.20725,0.077,0.14725,0.151,0.15725,0.17125,0.3129999999999999,0.11975,0.16525,0.11025,0.2654999999999999,0.28425,0.1019999999999999,0.11375,0.21425,0.139,0.1004999999999999,0.0772499999999999,0.3359999999999999,0.1292499999999999,0.08775,0.09625,0.06225,0.077,0.0605,0.0954999999999999,0.16325,0.1564999999999999,0.0424999999999999,0.14225,0.1714999999999999,0.0474999999999999,0.132,0.21875,0.1039999999999999,0.0564999999999999,0.2015,0.12275,0.1049999999999999,0.1252499999999999,0.1084999999999999,0.0429999999999999,0.6785,0.134,0.0954999999999999,0.2214999999999999,0.4075,0.11075,0.069,0.0989999999999999,0.0544999999999999,0.0785,0.0414999999999999,0.1312499999999999,0.11875,0.0747499999999999,0.06025,0.05225,0.0625,0.0735,0.04575,0.1195,0.29725,0.0414999999999999,0.0767499999999999,0.0272499999999999,0.0287499999999999,0.03625,0.0999999999999999,0.0732499999999999,0.0815,0.0989999999999999,0.0424999999999999,0.0797499999999999,0.0705,0.04225,0.0544999999999999,0.0424999999999999,0.0172499999999999,0.0474999999999999,0.0439999999999999,0.0334999999999999,0.0334999999999999,0.03325
