movieId,original,mentor,good,runaway,predictable,weird,betrayal,catastrophe,vengeance,culture clash,melancholic,greed,drama,chase,dialogue,life philosophy,fantasy world,adaptation,fight scenes,pornography,independent film,first contact,not funny,weapons,life & death,very funny,teen movie,light,death,family,fun movie,quirky,transformation,dysfunctional family,drinking,unlikely friendships,writers,nudity (full frontal - brief),creativity,childhood,women,classic car,pulp,sexy,absurd,surveillance,sacrifice,computer animation,prejudice,queer,hospital,multiple storylines,irish accent,stereotypes,internet,islam,underrated,alter ego,small town,doctors,new jersey,farce,california,road movie,mad scientist,memory,period piece,survival,notable nudity,british,indians,camp,too long,bollywood,film noir,hip hop,hotel,alternate history,dreams,divorce,stand-up comedy,nudity (rear),addiction,blindness,prison,interracial romance,wartime,simple,good music,island,brothers,kidnapping,immortality,atheism,adoption,wilderness,texas,80s,finnish,cancer,awesome soundtrack,god,remake,nudity (topless - brief),censorship,race,new york city,stoner movie,1930s,no plot,workplace,lawyer,tokyo,russian,made for tv,australia,foul language,directorial debut,shopping,ghosts/afterlife,ensemble cast,single father,unlikeable characters,reality tv,robert downey jr,radio,kick-butt women,homeless,fashion,los angeles,san francisco,desert,too short,hunting,goth,father daughter relationship,graphic novel,trilogy,documentary,wine,prostitution,snakes,time,oil,buddy movie,potential oscar nom,best of 2005,french,rebellion
Angel on My Shoulder (1946),0.65125,0.5715,0.59,0.51425,0.287,0.435,0.4535,0.505,0.4715,0.59375,0.4875,0.577,0.4535,0.304,0.5025,0.2857499999999999,0.59,0.197,0.16425,0.14075,0.3095,0.25625,0.278,0.25625,0.3,0.21625,0.0687499999999999,0.4765,0.2554999999999999,0.198,0.22175,0.20575,0.47675,0.11525,0.3259999999999999,0.241,0.2145,0.1604999999999999,0.2015,0.24725,0.11875,0.2145,0.1995,0.2012499999999999,0.14925,0.186,0.4187499999999999,0.1317499999999999,0.2259999999999999,0.17975,0.1555,0.16325,0.17525,0.1735,0.05625,0.207,0.1114999999999999,0.122,0.22425,0.1614999999999999,0.4722499999999999,0.2027499999999999,0.18175,0.125,0.253,0.187,0.09725,0.04975,0.03325,0.11225,0.10675,0.09225,0.0647499999999999,0.277,0.60475,0.06175,0.11625,0.0574999999999999,0.0642499999999999,0.1235,0.08875,0.0454999999999999,0.0875,0.182,0.32925,0.153,0.16675,0.0732499999999999,0.0905,0.14625,0.17975,0.066,0.40225,0.0662499999999999,0.04575,0.093,0.09025,0.04975,0.256,0.05075,0.0915,0.12375,0.05175,0.03575,0.0282499999999999,0.1034999999999999,0.08775,0.0695,0.61475,0.071,0.0479999999999999,0.0504999999999999,0.0725,0.0389999999999999,0.09975,0.1159999999999999,0.03575,0.09575,0.0252499999999999,0.1185,0.04825,0.0185,0.02975,0.0282499999999999,0.11525,0.04775,0.0737499999999999,0.0847499999999999,0.0765,0.0449999999999999,0.0595,0.0549999999999999,0.2259999999999999,0.1327499999999999,0.03675,0.11675,0.05375,0.0384999999999999,0.086,0.06025,0.03175,0.0354999999999999,0.0247499999999999,0.18025,0.0735,0.072,0.03975,0.05825,0.0132499999999999
They Made Me a Criminal (1939),0.625,0.6125,0.3665,0.626,0.2035,0.50975,0.62975,0.4135,0.31425,0.4589999999999999,0.62125,0.579,0.3339999999999999,0.65975,0.3135,0.173,0.1972499999999999,0.27,0.22375,0.22525,0.29325,0.17225,0.33725,0.1322499999999999,0.16225,0.25525,0.18225,0.2937499999999999,0.2294999999999999,0.65875,0.172,0.1674999999999999,0.3195,0.11575,0.701,0.1149999999999999,0.1584999999999999,0.284,0.295,0.65875,0.14975,0.1084999999999999,0.2095,0.1287499999999999,0.142,0.1699999999999999,0.09825,0.65875,0.3117499999999999,0.292,0.1415,0.0847499999999999,0.2175,0.09575,0.04375,0.0797499999999999,0.15775,0.18225,0.14325,0.0852499999999999,0.216,0.212,0.3784999999999999,0.20825,0.2304999999999999,0.17225,0.11475,0.0625,0.04375,0.11475,0.1322499999999999,0.2967499999999999,0.0722499999999999,0.10475,0.71375,0.0439999999999999,0.22275,0.0494999999999999,0.1525,0.0979999999999999,0.1455,0.0287499999999999,0.08725,0.1337499999999999,0.0805,0.03275,0.1089999999999999,0.24325,0.067,0.08925,0.311,0.0277499999999999,0.0662499999999999,0.1277499999999999,0.0564999999999999,0.0647499999999999,0.0984999999999999,0.04575,0.0344999999999999,0.0165,0.04575,0.0369999999999999,0.03575,0.0197499999999999,0.0292499999999999,0.04025,0.20375,0.0389999999999999,0.43525,0.072,0.03825,0.3239999999999999,0.0747499999999999,0.03825,0.068,0.0519999999999999,0.0409999999999999,0.06225,0.0349999999999999,0.0282499999999999,0.1175,0.0132499999999999,0.02,0.0242499999999999,0.0245,0.025,0.05125,0.1619999999999999,0.08875,0.0227499999999999,0.14775,0.1992499999999999,0.0715,0.11825,0.022,0.1252499999999999,0.04475,0.072,0.03125,0.0414999999999999,0.0742499999999999,0.0429999999999999,0.03875,0.0155,0.031,0.08825,0.019,0.0805,0.0414999999999999
"Last Time I Saw Paris, The (1954)",0.65775,0.4795,0.7675000000000001,0.5635,0.4054999999999999,0.4925,0.5635,0.44125,0.3185,0.5635,0.4925,0.3405,0.691,0.2734999999999999,0.26475,0.1855,0.3117499999999999,0.2304999999999999,0.18175,0.267,0.3007499999999999,0.1957499999999999,0.3275,0.17525,0.15075,0.22625,0.17775,0.5045,0.204,0.5115,0.1992499999999999,0.1927499999999999,0.274,0.1674999999999999,0.3007499999999999,0.349,0.5455,0.18175,0.21975,0.30225,0.34175,0.1435,0.1282499999999999,0.23475,0.1579999999999999,0.11125,0.1292499999999999,0.1272499999999999,0.21925,0.2035,0.21825,0.12425,0.0954999999999999,0.1609999999999999,0.1332499999999999,0.16225,0.264,0.09775,0.0627499999999999,0.0875,0.15925,0.1674999999999999,0.067,0.078,0.0732499999999999,0.188,0.27,0.0414999999999999,0.2254999999999999,0.24575,0.1119999999999999,0.0667499999999999,0.0717499999999999,0.11275,0.10025,0.03275,0.23975,0.0837499999999999,0.0652499999999999,0.22825,0.1604999999999999,0.0272499999999999,0.06225,0.076,0.06025,0.3117499999999999,0.0875,0.0984999999999999,0.079,0.084,0.10525,0.0847499999999999,0.27775,0.04475,0.11125,0.0605,0.22475,0.0494999999999999,0.012,0.0695,0.06025,0.03025,0.0745,0.0615,0.0647499999999999,0.432,0.2857499999999999,0.085,0.14725,0.1004999999999999,0.0682499999999999,0.073,0.1342499999999999,0.0374999999999999,0.03775,0.0464999999999999,0.0232499999999999,0.0725,0.05275,0.0855,0.0595,0.0782499999999999,0.03375,0.0369999999999999,0.0339999999999999,0.0384999999999999,0.0394999999999999,0.03875,0.32175,0.0815,0.04325,0.04725,0.2674999999999999,0.0682499999999999,0.0237499999999999,0.1495,0.0339999999999999,0.03475,0.0424999999999999,0.145,0.0344999999999999,0.0247499999999999,0.0792499999999999,0.2594999999999999,0.027,0.04425,0.03575,0.1684999999999999,0.03675
Dangerous Ground (1997),0.66925,0.497,0.5905,0.404,0.70075,0.38,0.53675,0.46975,0.623,0.38,0.21925,0.29325,0.38,0.8300000000000001,0.475,0.3117499999999999,0.207,0.20375,0.51475,0.2817499999999999,0.598,0.3515,0.3299999999999999,0.51475,0.3329999999999999,0.22925,0.286,0.2012499999999999,0.2965,0.4882499999999999,0.20675,0.18725,0.238,0.2594999999999999,0.1084999999999999,0.1815,0.4267499999999999,0.20975,0.1915,0.16525,0.18225,0.21725,0.189,0.1755,0.2065,0.23725,0.149,0.18625,0.1252499999999999,0.1545,0.141,0.1785,0.20725,0.1589999999999999,0.53475,0.12375,0.10825,0.22625,0.0625,0.0815,0.08975,0.1362499999999999,0.1327499999999999,0.1367499999999999,0.085,0.10625,0.0885,0.0974999999999999,0.1325,0.05075,0.0807499999999999,0.1044999999999999,0.17475,0.0847499999999999,0.1054999999999999,0.15125,0.4305,0.173,0.072,0.29325,0.10825,0.2365,0.4479999999999999,0.0569999999999999,0.09825,0.2395,0.0627499999999999,0.1255,0.06125,0.24025,0.1745,0.1039999999999999,0.1139999999999999,0.04025,0.10825,0.09925,0.0735,0.09675,0.1335,0.05975,0.0775,0.04675,0.0732499999999999,0.083,0.0439999999999999,0.0635,0.0865,0.06125,0.0584999999999999,0.10275,0.0672499999999999,0.1262499999999999,0.0329999999999999,0.0675,0.0672499999999999,0.089,0.04675,0.0685,0.1307499999999999,0.05975,0.04775,0.132,0.0394999999999999,0.0339999999999999,0.08675,0.04825,0.0449999999999999,0.08975,0.04825,0.1525,0.64325,0.04525,0.14325,0.0539999999999999,0.04375,0.0434999999999999,0.0247499999999999,0.0319999999999999,0.0087499999999999,0.03575,0.0544999999999999,0.0255,0.0265,0.04275,0.0939999999999999,0.0222499999999999,0.0125,0.0359999999999999,0.03475
"Pompatus of Love, The (1996)",0.6845,0.50375,0.64075,0.2895,0.4307499999999999,0.429,0.2867499999999999,0.4287499999999999,0.4317499999999999,0.2895,0.712,0.31475,0.2895,0.39275,0.3309999999999999,0.3429999999999999,0.4077499999999999,0.25225,0.2684999999999999,0.26175,0.56575,0.22275,0.2825,0.259,0.38075,0.25525,0.23275,0.199,0.14975,0.22075,0.4772499999999999,0.193,0.22975,0.1664999999999999,0.218,0.31825,0.287,0.1292499999999999,0.15625,0.135,0.36775,0.197,0.2475,0.1805,0.1865,0.1225,0.1307499999999999,0.2254999999999999,0.0787499999999999,0.179,0.152,0.25825,0.2002499999999999,0.1282499999999999,0.1225,0.09375,0.1134999999999999,0.1159999999999999,0.16875,0.09825,0.16925,0.088,0.1485,0.121,0.0797499999999999,0.202,0.09275,0.0627499999999999,0.0777499999999999,0.14625,0.09575,0.125,0.1405,0.0842499999999999,0.14075,0.06175,0.0675,0.1415,0.1305,0.0559999999999999,0.05725,0.14875,0.09575,0.1302499999999999,0.14475,0.0667499999999999,0.0737499999999999,0.0842499999999999,0.1382499999999999,0.0645,0.0949999999999999,0.0635,0.092,0.0905,0.03675,0.09525,0.0544999999999999,0.1069999999999999,0.67225,0.0782499999999999,0.15725,0.05375,0.0725,0.09175,0.05525,0.0349999999999999,0.0705,0.0842499999999999,0.065,0.09475,0.10925,0.0399999999999999,0.0762499999999999,0.084,0.0494999999999999,0.05575,0.0637499999999999,0.14875,0.0675,0.04725,0.0695,0.0419999999999999,0.05875,0.0745,0.0509999999999999,0.0692499999999999,0.09225,0.0752499999999999,0.09775,0.0389999999999999,0.0349999999999999,0.03425,0.0354999999999999,0.0242499999999999,0.0569999999999999,0.04475,0.023,0.0827499999999999,0.0354999999999999,0.03425,0.0662499999999999,0.04825,0.0509999999999999,0.0444999999999999,0.0757499999999999,0.0369999999999999,0.0227499999999999,0.0255,0.04125
"Rich Man's Wife, The (1996)",0.66,0.432,0.416,0.22975,0.5415,0.345,0.71575,0.436,0.42025,0.3754999999999999,0.3305,0.3754999999999999,0.27625,0.5305,0.239,0.488,0.43625,0.237,0.37575,0.2022499999999999,0.1355,0.3017499999999999,0.294,0.3017499999999999,0.21225,0.24075,0.1305,0.1322499999999999,0.31675,0.1515,0.155,0.1775,0.1885,0.1445,0.4135,0.1725,0.2794999999999999,0.33175,0.139,0.12425,0.3502499999999999,0.208,0.1937499999999999,0.284,0.2185,0.416,0.12125,0.1262499999999999,0.0762499999999999,0.14125,0.17575,0.1465,0.14175,0.0787499999999999,0.11075,0.08925,0.0695,0.1679999999999999,0.09075,0.10675,0.3732499999999999,0.1139999999999999,0.05025,0.0852499999999999,0.08675,0.0885,0.1014999999999999,0.08925,0.12,0.10275,0.05625,0.04625,0.12375,0.04225,0.1104999999999999,0.0632499999999999,0.1515,0.1307499999999999,0.1252499999999999,0.58925,0.09675,0.197,0.064,0.0915,0.0802499999999999,0.0785,0.0519999999999999,0.0544999999999999,0.04675,0.0875,0.0815,0.1154999999999999,0.072,0.0687499999999999,0.04625,0.202,0.03675,0.0685,0.0822499999999999,0.0374999999999999,0.0812499999999999,0.0464999999999999,0.123,0.0855,0.06125,0.04225,0.0647499999999999,0.04275,0.0499999999999999,0.0712499999999999,0.10925,0.2249999999999999,0.0349999999999999,0.05925,0.04925,0.296,0.0205,0.059,0.0454999999999999,0.0974999999999999,0.0494999999999999,0.04125,0.05175,0.03625,0.04975,0.03875,0.0865,0.0695,0.0359999999999999,0.0245,0.1392499999999999,0.0292499999999999,0.0245,0.06175,0.0414999999999999,0.0419999999999999,0.0645,0.03175,0.01,0.0782499999999999,0.03725,0.0187499999999999,0.1019999999999999,0.03275,0.0242499999999999,0.0252499999999999,0.023,0.028,0.0267499999999999
Infinity (1996),0.64225,0.66725,0.825,0.49575,0.48575,0.61575,0.3405,0.4317499999999999,0.3615,0.38975,0.49575,0.31775,0.3405,0.523,0.3245,0.7562500000000001,0.295,0.861,0.5765,0.403,0.3565,0.48575,0.3259999999999999,0.176,0.63675,0.2385,0.11375,0.2564999999999999,0.741,0.1144999999999999,0.249,0.27675,0.38975,0.15225,0.52175,0.255,0.33525,0.274,0.4195,0.3715,0.11375,0.3379999999999999,0.14925,0.1059999999999999,0.2005,0.20725,0.3565,0.1307499999999999,0.3565,0.1882499999999999,0.266,0.14075,0.29525,0.14525,0.23225,0.10525,0.25625,0.153,0.1275,0.09025,0.10675,0.0755,0.10475,0.09875,0.1332499999999999,0.23025,0.22025,0.0775,0.05575,0.2095,0.1327499999999999,0.1345,0.1109999999999999,0.11825,0.1014999999999999,0.05425,0.1014999999999999,0.10725,0.0762499999999999,0.23125,0.09975,0.069,0.21375,0.18375,0.08875,0.23375,0.14075,0.125,0.0989999999999999,0.1342499999999999,0.08,0.0564999999999999,0.344,0.0705,0.0344999999999999,0.0349999999999999,0.05275,0.05225,0.1365,0.18675,0.1114999999999999,0.129,0.0135,0.173,0.1282499999999999,0.08625,0.10825,0.06175,0.62775,0.04775,0.12425,0.0295,0.05125,0.25325,0.247,0.0247499999999999,0.04575,0.45475,0.0657499999999999,0.10625,0.0404999999999999,0.0232499999999999,0.1034999999999999,0.0544999999999999,0.064,0.1004999999999999,0.0424999999999999,0.0815,0.04075,0.065,0.09625,0.12325,0.1922499999999999,0.0732499999999999,0.0424999999999999,0.0419999999999999,0.0449999999999999,0.11175,0.073,0.0359999999999999,0.03625,0.1039999999999999,0.16925,0.0559999999999999,0.0384999999999999,0.378,0.03525,0.0514999999999999,0.03275
Set It Off (1996),0.59425,0.398,0.56125,0.4115,0.371,0.33275,0.344,0.4629999999999999,0.678,0.344,0.23525,0.3129999999999999,0.4357499999999999,0.47575,0.279,0.26,0.2015,0.204,0.47575,0.479,0.304,0.2917499999999999,0.30725,0.47575,0.21675,0.2185,0.4872499999999999,0.16075,0.302,0.17375,0.3129999999999999,0.185,0.23325,0.2095,0.46275,0.4044999999999999,0.1895,0.29625,0.1745,0.1997499999999999,0.958,0.35275,0.147,0.33325,0.11775,0.15025,0.2294999999999999,0.1285,0.2395,0.17825,0.293,0.156,0.10675,0.6865,0.153,0.0989999999999999,0.25025,0.16675,0.1169999999999999,0.04325,0.1972499999999999,0.05675,0.2145,0.1877499999999999,0.05875,0.0697499999999999,0.0762499999999999,0.1375,0.20325,0.0529999999999999,0.0675,0.11175,0.0747499999999999,0.066,0.0964999999999999,0.5575,0.12425,0.10225,0.086,0.135,0.09875,0.16175,0.1044999999999999,0.0722499999999999,0.0797499999999999,0.34975,0.0702499999999999,0.05025,0.10125,0.0675,0.0954999999999999,0.1009999999999999,0.05825,0.0564999999999999,0.0925,0.09,0.0765,0.05675,0.03125,0.0989999999999999,0.1024999999999999,0.0292499999999999,0.05125,0.18275,0.08875,0.122,0.0682499999999999,0.0494999999999999,0.05375,0.0857499999999999,0.3884999999999999,0.05725,0.05375,0.0434999999999999,0.0374999999999999,0.1352499999999999,0.0625,0.06225,0.21075,0.05125,0.05225,0.0765,0.06,0.09175,0.0334999999999999,0.0319999999999999,0.1599999999999999,0.0509999999999999,0.16775,0.7802500000000001,0.071,0.03825,0.0344999999999999,0.0484999999999999,0.05175,0.0464999999999999,0.0275,0.0235,0.0295,0.0277499999999999,0.17625,0.027,0.04325,0.0275,0.0295,0.0247499999999999,0.022,0.029,0.0242499999999999
Ed's Next Move (1996),0.69175,0.32875,0.29125,0.59125,0.21925,0.351,0.67875,0.42925,0.296,0.437,0.351,0.437,0.24125,0.2784999999999999,0.3289999999999999,0.2319999999999999,0.2244999999999999,0.1704999999999999,0.2194999999999999,0.16375,0.67875,0.18075,0.3115,0.2194999999999999,0.2887499999999999,0.22325,0.29125,0.18325,0.1049999999999999,0.1659999999999999,0.2194999999999999,0.67875,0.2827499999999999,0.2334999999999999,0.388,0.3055,0.1345,0.132,0.3005,0.2867499999999999,0.419,0.24275,0.1295,0.15,0.1267499999999999,0.14225,0.066,0.154,0.23875,0.2175,0.1902499999999999,0.1285,0.143,0.3249999999999999,0.06125,0.0807499999999999,0.38925,0.10325,0.1235,0.06075,0.52175,0.0875,0.235,0.1895,0.0875,0.0692499999999999,0.0832499999999999,0.10625,0.0479999999999999,0.1995,0.0569999999999999,0.03725,0.067,0.18425,0.093,0.269,0.1169999999999999,0.0635,0.0717499999999999,0.15825,0.1009999999999999,0.0514999999999999,0.33475,0.0742499999999999,0.0752499999999999,0.2435,0.05475,0.09325,0.20425,0.0559999999999999,0.0782499999999999,0.04675,0.05825,0.03725,0.0459999999999999,0.05725,0.1367499999999999,0.09375,0.04875,0.0509999999999999,0.0725,0.02,0.0135,0.11425,0.04425,0.0275,0.67575,0.05075,0.05775,0.04575,0.04825,0.028,0.0569999999999999,0.0339999999999999,0.0429999999999999,0.1159999999999999,0.0324999999999999,0.11375,0.1282499999999999,0.0605,0.04825,0.0494999999999999,0.068,0.04075,0.079,0.0175,0.28225,0.1955,0.0354999999999999,0.1265,0.567,0.0105,0.0349999999999999,0.01,0.0195,0.0722499999999999,0.04525,0.0165,0.022,0.31975,0.0652499999999999,0.0314999999999999,0.0255,0.122,0.0765,0.23225,0.04875,0.04525,0.0205
"Chamber, The (1996)",0.56225,0.56875,0.38625,0.32425,0.3285,0.4875,0.65275,0.46575,0.7657499999999999,0.58525,0.30125,0.58525,0.4702499999999999,0.5825,0.26225,0.4285,0.17325,0.98175,0.24075,0.2664999999999999,0.1185,0.246,0.35275,0.1435,0.3592499999999999,0.2584999999999999,0.20575,0.15275,0.685,0.2624999999999999,0.199,0.1287499999999999,0.2355,0.2007499999999999,0.122,0.16175,0.37275,0.25575,0.134,0.1525,0.235,0.2654999999999999,0.14925,0.081,0.0895,0.25625,0.1947499999999999,0.123,0.15625,0.1235,0.15325,0.14125,0.2524999999999999,0.1049999999999999,0.1124999999999999,0.2279999999999999,0.11925,0.151,0.1285,0.10475,0.10725,0.0642499999999999,0.126,0.066,0.08725,0.0632499999999999,0.123,0.15,0.119,0.04525,0.0842499999999999,0.0524999999999999,0.133,0.0637499999999999,0.0795,0.04175,0.14,0.1099999999999999,0.0665,0.0855,0.08875,0.12375,0.0875,0.0792499999999999,0.29725,0.0695,0.05525,0.05525,0.0835,0.0747499999999999,0.0727499999999999,0.05375,0.0695,0.0717499999999999,0.10875,0.064,0.146,0.0419999999999999,0.04225,0.087,0.0637499999999999,0.0334999999999999,0.05275,0.0989999999999999,0.05425,0.0695,0.03825,0.05725,0.05125,0.0569999999999999,0.059,0.8634999999999999,0.03975,0.04325,0.09375,0.0222499999999999,0.03025,0.04625,0.0564999999999999,0.0409999999999999,0.05325,0.0712499999999999,0.03175,0.04425,0.0404999999999999,0.0319999999999999,0.0449999999999999,0.04575,0.0349999999999999,0.0292499999999999,0.0949999999999999,0.0267499999999999,0.02975,0.0857499999999999,0.0782499999999999,0.04575,0.0152499999999999,0.0344999999999999,0.0172499999999999,0.0324999999999999,0.0324999999999999,0.0314999999999999,0.0287499999999999,0.0344999999999999,0.0287499999999999,0.0324999999999999,0.0464999999999999,0.0207499999999999,0.04275
Love Is All There Is (1996),0.679,0.4655,0.561,0.40325,0.419,0.44525,0.52825,0.561,0.349,0.52825,0.51725,0.402,0.52825,0.39,0.3339999999999999,0.7669999999999999,0.2815,0.273,0.1704999999999999,0.68975,0.4822499999999999,0.1995,0.251,0.18375,0.1985,0.23925,0.179,0.23925,0.544,0.2002499999999999,0.291,0.289,0.176,0.571,0.2654999999999999,0.1649999999999999,0.259,0.4337499999999999,0.0752499999999999,0.2927499999999999,0.0707499999999999,0.0845,0.1654999999999999,0.57475,0.11475,0.0797499999999999,0.118,0.124,0.118,0.11575,0.1435,0.3087499999999999,0.2495,0.2704999999999999,0.088,0.4822499999999999,0.1215,0.076,0.093,0.1089999999999999,0.1699999999999999,0.4267499999999999,0.0519999999999999,0.0449999999999999,0.09625,0.1295,0.148,0.0905,0.71925,0.087,0.05675,0.09625,0.075,0.05425,0.0925,0.1375,0.22375,0.3309999999999999,0.0722499999999999,0.211,0.063,0.11775,0.074,0.273,0.0595,0.1322499999999999,0.0954999999999999,0.0637499999999999,0.1282499999999999,0.149,0.03775,0.1805,0.0979999999999999,0.0662499999999999,0.1275,0.1875,0.0319999999999999,0.0762499999999999,0.0379999999999999,0.09425,0.05425,0.0595,0.0187499999999999,0.09075,0.1915,0.0267499999999999,0.1099999999999999,0.0787499999999999,0.11375,0.0137499999999999,0.10725,0.05775,0.1674999999999999,0.0434999999999999,0.0394999999999999,0.0324999999999999,0.17325,0.0484999999999999,0.0549999999999999,0.0755,0.0747499999999999,0.18475,0.15225,0.37275,0.0419999999999999,0.03775,0.03475,0.0364999999999999,0.04525,0.0305,0.0444999999999999,0.08875,0.0212499999999999,0.0712499999999999,0.0185,0.0237499999999999,0.09875,0.0399999999999999,0.0097499999999999,0.1134999999999999,0.1034999999999999,0.025,0.0147499999999999,0.0449999999999999,0.0167499999999999,0.03975,0.0394999999999999,0.03525,0.0429999999999999
"Sunchaser, The (1996)",0.6135,0.70275,0.344,0.4705,0.3655,0.37825,0.418,0.428,0.5125,0.418,0.37825,0.418,0.28425,0.31,0.3309999999999999,0.4117499999999999,0.26625,0.2674999999999999,0.20825,0.4982499999999999,0.4257499999999999,0.2837499999999999,0.3105,0.20925,0.7677499999999999,0.212,0.1205,0.11825,0.2314999999999999,0.0414999999999999,0.1287499999999999,0.22725,0.1915,0.14275,0.1305,0.26225,0.2825,0.1937499999999999,0.136,0.09975,0.1059999999999999,0.38925,0.2085,0.10675,0.196,0.286,0.26275,0.14875,0.10375,0.156,0.71775,0.11525,0.16425,0.17925,0.067,0.1347499999999999,0.241,0.1335,0.09475,0.55775,0.1089999999999999,0.10175,0.15325,0.92475,0.301,0.1342499999999999,0.0574999999999999,0.0544999999999999,0.1362499999999999,0.06225,0.2504999999999999,0.15425,0.1689999999999999,0.0559999999999999,0.1039999999999999,0.0414999999999999,0.09725,0.122,0.194,0.0529999999999999,0.09525,0.3575,0.0787499999999999,0.0895,0.16225,0.05625,0.09,0.141,0.09825,0.0677499999999999,0.072,0.4137499999999999,0.08775,0.05775,0.0579999999999999,0.10075,0.09325,0.06125,0.3335,0.4435,0.0605,0.1089999999999999,0.03125,0.251,0.079,0.0797499999999999,0.1154999999999999,0.26175,0.0632499999999999,0.0484999999999999,0.0802499999999999,0.05875,0.03275,0.1564999999999999,0.0677499999999999,0.05575,0.04875,0.0444999999999999,0.0265,0.04675,0.03875,0.1322499999999999,0.0349999999999999,0.0645,0.15375,0.2219999999999999,0.0885,0.17775,0.0474999999999999,0.0285,0.04775,0.59475,0.0235,0.04275,0.0295,0.03075,0.068,0.025,0.0162499999999999,0.0424999999999999,0.0449999999999999,0.11575,0.10275,0.0454999999999999,0.0314999999999999,0.04075,0.0409999999999999,0.03075,0.0277499999999999
Macao (1952),0.62475,0.32725,0.482,0.49,0.269,0.32125,0.57525,0.3894999999999999,0.16425,0.3745,0.3025,0.3745,0.278,0.5525,0.30925,0.45575,0.46325,0.09875,0.27475,0.1215,0.297,0.1907499999999999,0.31025,0.27475,0.2264999999999999,0.173,0.0895,0.75875,0.0564999999999999,0.23475,0.62375,0.2075,0.20975,0.0852499999999999,0.297,0.126,0.15475,0.0479999999999999,0.1245,0.358,0.3425,0.1315,0.20975,0.255,0.1169999999999999,0.3485,0.0394999999999999,0.358,0.0852499999999999,0.1019999999999999,0.0737499999999999,0.0832499999999999,0.123,0.1129999999999999,0.05725,0.0564999999999999,0.22075,0.1019999999999999,0.18025,0.0817499999999999,0.20925,0.3225,0.1589999999999999,0.21525,0.27475,0.152,0.0727499999999999,0.04025,0.0167499999999999,0.062,0.0519999999999999,0.05375,0.09175,0.0329999999999999,0.86775,0.0595,0.3235,0.0667499999999999,0.03675,0.14175,0.0627499999999999,0.05275,0.03325,0.2239999999999999,0.0715,0.0994999999999999,0.0795,0.079,0.059,0.296,0.0255,0.0855,0.0767499999999999,0.03925,0.0262499999999999,0.0394999999999999,0.0409999999999999,0.02975,0.0344999999999999,0.04375,0.0217499999999999,0.015,0.0045,0.03625,0.0319999999999999,0.09075,0.0579999999999999,0.0702499999999999,0.152,0.0574999999999999,0.027,0.0245,0.20325,0.02,0.04625,0.0434999999999999,0.0142499999999999,0.024,0.0247499999999999,0.0152499999999999,0.0314999999999999,0.0564999999999999,0.0344999999999999,0.02,0.0245,0.04175,0.0359999999999999,0.0449999999999999,0.0857499999999999,0.09725,0.12325,0.019,0.04775,0.0192499999999999,0.0237499999999999,0.011,0.011,0.0242499999999999,0.028,0.04425,0.0202499999999999,0.0742499999999999,0.0605,0.5755,0.0454999999999999,0.0107499999999999,0.0155,0.0802499999999999,0.0122499999999999
"Search for One-eye Jimmy, The (1996)",0.68925,0.383,0.5155,0.32475,0.5155,0.35075,0.283,0.4177499999999999,0.349,0.32475,0.254,0.32475,0.21375,0.26575,0.489,0.2145,0.2837499999999999,0.1694999999999999,0.381,0.33475,0.881,0.21975,0.2744999999999999,0.24425,0.38225,0.3622499999999999,0.153,0.1649999999999999,0.14975,0.38725,0.16075,0.687,0.22875,0.3365,0.11275,0.132,0.17575,0.14925,0.1942499999999999,0.1307499999999999,0.09025,0.17675,0.1905,0.10875,0.20575,0.1997499999999999,0.10825,0.1962499999999999,0.1245,0.249,0.079,0.4589999999999999,0.266,0.10825,0.16425,0.3067499999999999,0.089,0.10525,0.1704999999999999,0.1704999999999999,0.0984999999999999,0.3622499999999999,0.1952499999999999,0.26075,0.11125,0.09075,0.0777499999999999,0.093,0.0755,0.0745,0.2294999999999999,0.11275,0.1855,0.195,0.09275,0.09325,0.09925,0.1694999999999999,0.05725,0.0449999999999999,0.0444999999999999,0.1347499999999999,0.0765,0.0797499999999999,0.0725,0.0752499999999999,0.0675,0.1054999999999999,0.0807499999999999,0.05875,0.21575,0.05575,0.0642499999999999,0.0782499999999999,0.06075,0.0584999999999999,0.1327499999999999,0.14325,0.066,0.0504999999999999,0.15525,0.04075,0.0334999999999999,0.0767499999999999,0.05875,0.0379999999999999,0.079,0.05125,0.0735,0.0449999999999999,0.06225,0.0459999999999999,0.0797499999999999,0.0324999999999999,0.0514999999999999,0.10775,0.1347499999999999,0.0737499999999999,0.0414999999999999,0.0292499999999999,0.7235,0.03,0.0514999999999999,0.0554999999999999,0.027,0.03475,0.0675,0.02975,0.0222499999999999,0.0727499999999999,0.03375,0.148,0.03075,0.0295,0.03575,0.0272499999999999,0.0222499999999999,0.0574999999999999,0.074,0.04525,0.03525,0.0255,0.04525,0.05525,0.0247499999999999,0.17575,0.0292499999999999,0.025,0.0449999999999999
