movieId,good,teen movie,very funny,original,predictable,family,catastrophe,melancholic,mentor,women,chase,fun movie,divorce,light,computer animation,stereotypes,dialogue,runaway,culture clash,vengeance,first contact,life philosophy,fantasy world,drama,weird,greed,sexy,adaptation,unlikely friendships,betrayal,transformation,fight scenes,shopping,dysfunctional family,farce,not funny,quirky,writers,pornography,creativity,new york city,drinking,single father,surveillance,internet,hotel,fashion,interracial romance,childhood,life & death,hospital,new jersey,absurd,sacrifice,nudity (full frontal - brief),queer,independent film,weapons,death,doctors,simple,prejudice,multiple storylines,underrated,nudity (rear),california,irish accent,alter ego,pulp,notable nudity,classic car,adoption,san francisco,period piece,remake,british,foul language,too long,small town,wine,islam,workplace,alternate history,island,unlikeable characters,memory,bollywood,lawyer,mad scientist,road movie,dreams,hip hop,camp,no plot,indians,blindness,ghosts/afterlife,survival,awesome soundtrack,father daughter relationship,80s,good music,stand-up comedy,ensemble cast,film noir,wartime,immortality,los angeles,too short,cancer,brothers,race,kick-butt women,atheism,radio,time,prison,stoner movie,addiction,reality tv,buddy movie,1930s,robert downey jr,god,tokyo,nudity (topless - brief),kidnapping,russian,homeless,french,wilderness,censorship,directorial debut,prostitution,australia,made for tv,texas,trilogy,oil,potential oscar nom,goth,finnish,best of 2005,snakes,hunting,desert,rebellion,graphic novel,documentary
Keeping the Faith (2000),0.8645,0.81125,0.88025,0.717,0.5515,0.553,0.60775,0.71025,0.70675,0.3722499999999999,0.377,0.5705,0.178,0.55675,0.52675,0.508,0.4469999999999999,0.55775,0.51025,0.55775,0.2524999999999999,0.34875,0.27375,0.55775,0.64175,0.55775,0.476,0.2329999999999999,0.8707499999999999,0.49175,0.23675,0.289,0.1535,0.1295,0.3535,0.25075,0.42225,0.2355,0.15475,0.22575,0.8600000000000001,0.1475,0.09625,0.344,0.2309999999999999,0.0837499999999999,0.1395,0.1679999999999999,0.44725,0.202,0.2175,0.26125,0.1659999999999999,0.4014999999999999,0.1634999999999999,0.1322499999999999,0.18,0.126,0.17375,0.09425,0.1942499999999999,0.1845,0.1495,0.23325,0.11575,0.242,0.32875,0.1405,0.1029999999999999,0.1039999999999999,0.11625,0.0707499999999999,0.1377499999999999,0.2017499999999999,0.0514999999999999,0.175,0.1865,0.307,0.175,0.089,0.2274999999999999,0.1029999999999999,0.145,0.0775,0.03075,0.10275,0.1912499999999999,0.11925,0.0752499999999999,0.0677499999999999,0.11725,0.12025,0.09725,0.1129999999999999,0.15725,0.1455,0.08625,0.15375,0.1054999999999999,0.0795,0.0554999999999999,0.11625,0.1365,0.0662499999999999,0.0812499999999999,0.59825,0.0715,0.065,0.05225,0.05925,0.08625,0.1164999999999999,0.04975,0.7985,0.09775,0.088,0.082,0.0717499999999999,0.04525,0.03075,0.1589999999999999,0.0717499999999999,0.059,0.7985,0.04725,0.0797499999999999,0.0262499999999999,0.0727499999999999,0.069,0.0439999999999999,0.05125,0.0662499999999999,0.4509999999999999,0.0287499999999999,0.04675,0.0687499999999999,0.0449999999999999,0.0384999999999999,0.0409999999999999,0.0747499999999999,0.028,0.0324999999999999,0.06175,0.0255,0.0295,0.0252499999999999,0.0277499999999999,0.0197499999999999,0.0374999999999999
Honeymoon in Vegas (1992),0.6365,0.2835,0.94025,0.68225,0.50325,0.3485,0.4675,0.62325,0.4395,0.16425,0.69725,0.7987500000000001,0.65025,0.58575,0.24225,0.21275,0.3462499999999999,0.4105,0.368,0.37475,0.26075,0.32225,0.27325,0.3702499999999999,0.587,0.48475,0.36075,0.2784999999999999,0.18175,0.44525,0.24225,0.33275,0.15575,0.252,0.5405,0.1932499999999999,0.21375,0.2125,0.23825,0.17875,0.10975,0.24225,0.0569999999999999,0.21325,0.14375,0.485,0.0825,0.17175,0.1917499999999999,0.25175,0.3465,0.0959999999999999,0.128,0.2125,0.1947499999999999,0.1285,0.21025,0.2395,0.39375,0.2259999999999999,0.10725,0.1089999999999999,0.2425,0.1604999999999999,0.2405,0.23575,0.1535,0.16425,0.2,0.14575,0.15925,0.0785,0.1069999999999999,0.2015,0.11775,0.10975,0.0672499999999999,0.11775,0.12025,0.1175,0.088,0.0994999999999999,0.146,0.1997499999999999,0.092,0.086,0.0715,0.1947499999999999,0.1185,0.1957499999999999,0.126,0.0574999999999999,0.083,0.1195,0.21275,0.1277499999999999,0.27075,0.09125,0.1317499999999999,0.0667499999999999,0.14775,0.129,0.0777499999999999,0.08625,0.1099999999999999,0.0777499999999999,0.061,0.09625,0.0439999999999999,0.2065,0.1104999999999999,0.1034999999999999,0.09825,0.0494999999999999,0.10675,0.086,0.133,0.1009999999999999,0.0767499999999999,0.0524999999999999,0.1962499999999999,0.1104999999999999,0.0685,0.04525,0.10025,0.09075,0.0989999999999999,0.04425,0.0349999999999999,0.0275,0.091,0.0755,0.08725,0.0454999999999999,0.0687499999999999,0.03175,0.0625,0.0519999999999999,0.024,0.0444999999999999,0.0459999999999999,0.0262499999999999,0.04375,0.0529999999999999,0.0752499999999999,0.0767499999999999,0.03975,0.0329999999999999,0.029
Woman on Top (2000),0.74775,0.396,0.52575,0.688,0.6395,0.48875,0.4459999999999999,0.31375,0.45975,0.42,0.4545,0.33875,0.147,0.534,0.48875,0.4802499999999999,0.4305,0.26775,0.4775,0.4257499999999999,0.26575,0.33175,0.74225,0.4775,0.3289999999999999,0.3289999999999999,0.8485,0.274,0.24925,0.3205,0.25025,0.28125,0.184,0.1215,0.2165,0.31775,0.3179999999999999,0.289,0.26625,0.27475,0.0885,0.16475,0.06125,0.188,0.128,0.11725,0.194,0.1875,0.20975,0.257,0.09675,0.1252499999999999,0.20875,0.22925,0.30425,0.27675,0.42625,0.1775,0.1975,0.10575,0.185,0.0974999999999999,0.1709999999999999,0.15625,0.235,0.079,0.11975,0.1292499999999999,0.16875,0.38925,0.21125,0.0444999999999999,0.7749999999999999,0.1335,0.0757499999999999,0.09075,0.08775,0.1014999999999999,0.0685,0.04075,0.22925,0.0687499999999999,0.11025,0.09775,0.06025,0.1485,0.087,0.0449999999999999,0.0822499999999999,0.10225,0.12375,0.1365,0.15125,0.17225,0.10025,0.14075,0.0855,0.0722499999999999,0.08825,0.03925,0.0752499999999999,0.52325,0.1029999999999999,0.0509999999999999,0.0999999999999999,0.0707499999999999,0.0772499999999999,0.0675,0.1014999999999999,0.05075,0.0717499999999999,0.04325,0.0969999999999999,0.09175,0.061,0.0314999999999999,0.11575,0.0795,0.0685,0.0645,0.0657499999999999,0.1594999999999999,0.0504999999999999,0.09175,0.0745,0.199,0.082,0.066,0.152,0.0374999999999999,0.05575,0.0559999999999999,0.0802499999999999,0.0802499999999999,0.0647499999999999,0.0825,0.078,0.04175,0.09275,0.0707499999999999,0.04275,0.05775,0.0285,0.0389999999999999,0.05175,0.04275,0.0267499999999999,0.04675,0.025
Beautiful (2000),0.43225,0.6635,0.667,0.64575,0.7515000000000001,0.61175,0.609,0.521,0.4852499999999999,0.651,0.4755,0.416,0.2155,0.3612499999999999,0.1584999999999999,0.3199999999999999,0.34225,0.3335,0.28325,0.394,0.4225,0.241,0.49675,0.43225,0.52025,0.38425,0.5085,0.2425,0.43225,0.197,0.394,0.39225,0.412,0.174,0.15075,0.31025,0.2294999999999999,0.2025,0.33775,0.16925,0.0637499999999999,0.14575,0.212,0.2,0.38,0.1074999999999999,0.28075,0.21425,0.3974999999999999,0.23225,0.37775,0.36075,0.393,0.572,0.3229999999999999,0.1525,0.47975,0.1972499999999999,0.14475,0.15125,0.085,0.145,0.15125,0.10575,0.0905,0.30425,0.1755,0.1967499999999999,0.1982499999999999,0.22025,0.212,0.25175,0.09175,0.15625,0.15925,0.0807499999999999,0.05575,0.2244999999999999,0.0792499999999999,0.073,0.134,0.0707499999999999,0.15075,0.18275,0.05675,0.1292499999999999,0.1034999999999999,0.11225,0.143,0.2244999999999999,0.37475,0.123,0.143,0.0745,0.093,0.0697499999999999,0.09375,0.10325,0.0675,0.11925,0.093,0.0672499999999999,0.15875,0.0595,0.0964999999999999,0.0715,0.1699999999999999,0.092,0.3169999999999999,0.0964999999999999,0.06075,0.087,0.0702499999999999,0.0832499999999999,0.0715,0.0459999999999999,0.079,0.0875,0.0434999999999999,0.0645,0.0399999999999999,0.04625,0.028,0.0677499999999999,0.0777499999999999,0.084,0.062,0.06225,0.0359999999999999,0.03975,0.06075,0.0359999999999999,0.23675,0.0409999999999999,0.0434999999999999,0.10125,0.135,0.0464999999999999,0.0559999999999999,0.0469999999999999,0.04775,0.03875,0.082,0.0529999999999999,0.0195,0.0574999999999999,0.0217499999999999,0.04875,0.026
She's Having a Baby (1988),0.6015,0.63625,0.3195,0.69375,0.58,0.62725,0.48075,0.8640000000000001,0.506,0.2445,0.474,0.4549999999999999,0.859,0.40425,0.26675,0.27025,0.349,0.40475,0.379,0.4077499999999999,0.32125,0.39275,0.54875,0.4575,0.45625,0.26525,0.26625,0.2485,0.43525,0.31825,0.32025,0.276,0.16275,0.95975,0.1905,0.31225,0.27,0.44025,0.25525,0.36575,0.1397499999999999,0.4125,0.24175,0.29625,0.14375,0.16975,0.05975,0.189,0.3495,0.4225,0.4267499999999999,0.21325,0.11525,0.21375,0.26575,0.15275,0.4225,0.20925,0.2845,0.27125,0.22025,0.1297499999999999,0.253,0.2654999999999999,0.16675,0.21875,0.1044999999999999,0.1415,0.23575,0.194,0.2125,0.26575,0.0969999999999999,0.1372499999999999,0.0675,0.1009999999999999,0.0885,0.09275,0.21825,0.0514999999999999,0.13,0.1342499999999999,0.1699999999999999,0.2007499999999999,0.082,0.11325,0.0762499999999999,0.24275,0.12225,0.1599999999999999,0.253,0.05675,0.0732499999999999,0.05425,0.28625,0.10225,0.12475,0.1297499999999999,0.18425,0.0895,0.53475,0.18425,0.09375,0.0712499999999999,0.10475,0.09875,0.04275,0.0737499999999999,0.05525,0.18075,0.12,0.10625,0.0687499999999999,0.0825,0.0935,0.1004999999999999,0.1205,0.08825,0.0605,0.03925,0.1009999999999999,0.067,0.0384999999999999,0.05325,0.0687499999999999,0.145,0.0374999999999999,0.04325,0.05625,0.03975,0.072,0.0735,0.0822499999999999,0.0344999999999999,0.05675,0.0529999999999999,0.18125,0.0925,0.0202499999999999,0.0454999999999999,0.03525,0.025,0.0409999999999999,0.0509999999999999,0.08625,0.0837499999999999,0.0429999999999999,0.03325,0.0212499999999999
What Women Want (2000),0.79,0.976,0.92425,0.661,0.8274999999999999,0.58225,0.7185,0.393,0.575,0.983,0.647,0.7895000000000001,0.37825,0.7185,0.57225,0.8727499999999999,0.4297499999999999,0.48,0.402,0.48,0.46025,0.4459999999999999,0.3565,0.48,0.48,0.4004999999999999,0.572,0.30125,0.3,0.2435,0.38325,0.46125,0.616,0.10475,0.519,0.23975,0.2199999999999999,0.2957499999999999,0.237,0.44425,0.147,0.2644999999999999,0.3725,0.31025,0.3864999999999999,0.1689999999999999,0.36275,0.28725,0.252,0.1835,0.18225,0.1897499999999999,0.4125,0.21775,0.269,0.1659999999999999,0.1154999999999999,0.39175,0.2055,0.16275,0.24525,0.22425,0.11025,0.21525,0.21375,0.1982499999999999,0.10825,0.2764999999999999,0.153,0.238,0.181,0.0652499999999999,0.207,0.18225,0.201,0.1297499999999999,0.15125,0.23675,0.09375,0.201,0.23275,0.55175,0.1579999999999999,0.21325,0.0509999999999999,0.1599999999999999,0.09275,0.1634999999999999,0.22425,0.0827499999999999,0.08825,0.0707499999999999,0.1104999999999999,0.1149999999999999,0.09225,0.1907499999999999,0.17475,0.39375,0.54975,0.59475,0.10125,0.1154999999999999,0.0775,0.0404999999999999,0.08675,0.0765,0.0652499999999999,0.09775,0.12425,0.0682499999999999,0.0792499999999999,0.0989999999999999,0.1382499999999999,0.127,0.1009999999999999,0.1024999999999999,0.0787499999999999,0.0817499999999999,0.1252499999999999,0.0847499999999999,0.1455,0.0915,0.05325,0.06175,0.0652499999999999,0.1104999999999999,0.0757499999999999,0.0474999999999999,0.04925,0.05525,0.04975,0.11775,0.05875,0.0939999999999999,0.04225,0.04525,0.0334999999999999,0.059,0.0727499999999999,0.04125,0.0394999999999999,0.0162499999999999,0.0414999999999999,0.0752499999999999,0.262,0.076,0.0419999999999999,0.0394999999999999,0.026
Miss Congeniality (2000),0.6595,0.974,0.98025,0.62,0.808,0.717,0.6325,0.2324999999999999,0.59775,0.58075,0.55325,0.859,0.10575,0.68975,0.717,0.63625,0.3475,0.3824999999999999,0.3395,0.32125,0.3455,0.295,0.3395,0.36275,0.298,0.2284999999999999,0.5515,0.2534999999999999,0.24525,0.2264999999999999,0.4425,0.34275,0.15425,0.10975,0.68975,0.22075,0.2022499999999999,0.145,0.16175,0.2634999999999999,0.09275,0.14125,0.2,0.26925,0.27775,0.1265,0.33775,0.12025,0.23875,0.1765,0.0944999999999999,0.6665,0.173,0.1945,0.156,0.35475,0.0767499999999999,0.26825,0.123,0.12125,0.1315,0.17725,0.17975,0.22025,0.1029999999999999,0.16975,0.1887499999999999,0.1629999999999999,0.1352499999999999,0.1074999999999999,0.124,0.06,0.1114999999999999,0.22775,0.12,0.131,0.1139999999999999,0.1302499999999999,0.0944999999999999,0.1345,0.0885,0.081,0.1257499999999999,0.3359999999999999,0.0257499999999999,0.0815,0.20775,0.145,0.20625,0.0667499999999999,0.0534999999999999,0.091,0.24,0.16475,0.1257499999999999,0.1074999999999999,0.0825,0.0682499999999999,0.38125,0.0852499999999999,0.05275,0.061,0.0697499999999999,0.09775,0.0855,0.0705,0.0782499999999999,0.03775,0.1064999999999999,0.0484999999999999,0.0815,0.08825,0.08625,0.086,0.0845,0.089,0.0695,0.0662499999999999,0.05725,0.0439999999999999,0.1599999999999999,0.0752499999999999,0.069,0.04275,0.0509999999999999,0.03225,0.09575,0.1019999999999999,0.03375,0.0344999999999999,0.0444999999999999,0.0394999999999999,0.04775,0.04025,0.0519999999999999,0.0695,0.11525,0.0339999999999999,0.03225,0.0282499999999999,0.0559999999999999,0.0262499999999999,0.0314999999999999,0.0489999999999999,0.021,0.0262499999999999,0.0175,0.0172499999999999,0.0222499999999999
"Wedding Planner, The (2001)",0.893,0.9725,0.6775,0.6165,0.861,0.92375,0.58975,0.3824999999999999,0.4367499999999999,0.5575,0.478,0.43725,0.5625,0.54275,0.92375,0.51725,0.396,0.52075,0.26275,0.3339999999999999,0.507,0.35775,0.3572499999999999,0.18475,0.18475,0.2885,0.4075,0.206,0.15225,0.2644999999999999,0.26425,0.2817499999999999,0.4465,0.0984999999999999,0.19,0.24525,0.26525,0.2604999999999999,0.15175,0.2385,0.12075,0.1175,0.261,0.3065,0.3452499999999999,0.2025,0.4235,0.35675,0.22075,0.16925,0.2209999999999999,0.186,0.178,0.17525,0.1405,0.11675,0.0994999999999999,0.1599999999999999,0.18075,0.3409999999999999,0.3834999999999999,0.1634999999999999,0.1357499999999999,0.0785,0.1895,0.1347499999999999,0.10275,0.1255,0.1674999999999999,0.152,0.1225,0.0632499999999999,0.8294999999999999,0.1485,0.135,0.087,0.0682499999999999,0.1074999999999999,0.0705,0.126,0.0905,0.05725,0.12425,0.1345,0.142,0.1205,0.14225,0.0925,0.12425,0.137,0.11125,0.17975,0.10175,0.257,0.1265,0.1089999999999999,0.14275,0.0637499999999999,0.05575,0.05425,0.06225,0.076,0.09525,0.0399999999999999,0.0915,0.0735,0.1099999999999999,0.04625,0.11225,0.10375,0.0665,0.0767499999999999,0.09725,0.0795,0.11175,0.0559999999999999,0.0742499999999999,0.0657499999999999,0.05325,0.0645,0.02975,0.0449999999999999,0.0677499999999999,0.077,0.03975,0.0287499999999999,0.04875,0.04925,0.03475,0.03175,0.03975,0.0449999999999999,0.03575,0.05075,0.028,0.04575,0.0404999999999999,0.0389999999999999,0.022,0.0334999999999999,0.03675,0.021,0.0364999999999999,0.0262499999999999,0.0252499999999999,0.0282499999999999,0.0237499999999999,0.0252499999999999,0.0165
Baby Boom (1987),0.736,0.62875,0.67025,0.59175,0.51,0.7135,0.46625,0.2865,0.58525,0.8115000000000001,0.55475,0.7065,0.4419999999999999,0.4569999999999999,0.691,0.392,0.3745,0.5155,0.5155,0.4635,0.30925,0.484,0.295,0.5155,0.4635,0.46125,0.1915,0.21475,0.2877499999999999,0.1885,0.396,0.3275,0.41325,0.1937499999999999,0.6965,0.2877499999999999,0.14975,0.1387499999999999,0.1169999999999999,0.3115,0.60525,0.356,0.15775,0.10875,0.2324999999999999,0.15125,0.1659999999999999,0.184,0.40125,0.3159999999999999,0.1725,0.1405,0.20825,0.252,0.1235,0.154,0.3159999999999999,0.1895,0.17625,0.511,0.35,0.1345,0.087,0.17825,0.0474999999999999,0.16125,0.066,0.2455,0.1355,0.0695,0.21325,0.7395,0.16425,0.0817499999999999,0.08675,0.11525,0.0424999999999999,0.2259999999999999,0.2937499999999999,0.25725,0.0925,0.76675,0.155,0.119,0.0339999999999999,0.09525,0.0797499999999999,0.36075,0.2309999999999999,0.1315,0.0857499999999999,0.05525,0.09,0.03775,0.078,0.1262499999999999,0.2937499999999999,0.22225,0.2007499999999999,0.05575,0.66275,0.1327499999999999,0.0747499999999999,0.03575,0.08725,0.061,0.05125,0.0329999999999999,0.0265,0.076,0.0792499999999999,0.12,0.05175,0.0574999999999999,0.0827499999999999,0.0944999999999999,0.0772499999999999,0.0637499999999999,0.0667499999999999,0.027,0.03825,0.283,0.03125,0.05275,0.0765,0.0579999999999999,0.0292499999999999,0.03575,0.063,0.0429999999999999,0.0504999999999999,0.061,0.0544999999999999,0.0682499999999999,0.03675,0.0742499999999999,0.04275,0.04825,0.0705,0.021,0.03025,0.0227499999999999,0.0319999999999999,0.18725,0.0797499999999999,0.068,0.0225,0.0195,0.0272499999999999
Maid to Order (1987),0.643,0.56125,0.4405,0.645,0.71275,0.76875,0.476,0.203,0.56925,0.422,0.60475,0.3369999999999999,0.212,0.39925,0.68225,0.20825,0.27875,0.3205,0.24875,0.3077499999999999,0.36675,0.26775,0.62325,0.21475,0.254,0.21425,0.247,0.27725,0.37775,0.2244999999999999,0.32175,0.2957499999999999,0.56,0.178,0.1094999999999999,0.2804999999999999,0.1555,0.18625,0.21925,0.11925,0.1044999999999999,0.29925,0.2804999999999999,0.11825,0.23975,0.15,0.204,0.32525,0.21925,0.17425,0.2165,0.2015,0.128,0.23675,0.2644999999999999,0.16425,0.134,0.176,0.17125,0.2415,0.11725,0.14375,0.23025,0.18175,0.20525,0.21225,0.1397499999999999,0.1659999999999999,0.2219999999999999,0.1295,0.1714999999999999,0.14425,0.1345,0.1004999999999999,0.2465,0.1004999999999999,0.04075,0.1074999999999999,0.071,0.0635,0.12025,0.0994999999999999,0.15275,0.08625,0.0785,0.10425,0.0944999999999999,0.081,0.1302499999999999,0.0832499999999999,0.0999999999999999,0.284,0.0885,0.0692499999999999,0.10125,0.1255,0.1277499999999999,0.09,0.10775,0.134,0.6285,0.0994999999999999,0.1114999999999999,0.08625,0.11275,0.0852499999999999,0.11575,0.22925,0.0802499999999999,0.06075,0.06225,0.10625,0.05425,0.0685,0.0647499999999999,0.073,0.11675,0.088,0.0847499999999999,0.04625,0.0192499999999999,0.0702499999999999,0.1004999999999999,0.10925,0.0627499999999999,0.0449999999999999,0.0842499999999999,0.04325,0.0665,0.029,0.05625,0.06225,0.04975,0.0792499999999999,0.0329999999999999,0.076,0.02975,0.0384999999999999,0.0314999999999999,0.03375,0.066,0.05875,0.0207499999999999,0.0434999999999999,0.024,0.0232499999999999,0.0285,0.025,0.0197499999999999
Head Over Heels (2001),0.4635,0.85375,0.8855,0.59775,0.73025,0.7785,0.495,0.20325,0.47475,0.51125,0.715,0.68425,0.2495,0.45775,0.7785,0.6515,0.39375,0.21225,0.2304999999999999,0.309,0.2584999999999999,0.32825,0.26625,0.1907499999999999,0.20325,0.2925,0.556,0.23475,0.1907499999999999,0.4145,0.2284999999999999,0.25775,0.10075,0.0817499999999999,0.70525,0.2614999999999999,0.2204999999999999,0.23675,0.17325,0.297,0.1372499999999999,0.15525,0.089,0.4145,0.23025,0.132,0.57,0.1044999999999999,0.1139999999999999,0.216,0.1887499999999999,0.1307499999999999,0.274,0.1297499999999999,0.2624999999999999,0.3904999999999999,0.0852499999999999,0.1755,0.2194999999999999,0.0835,0.18675,0.1004999999999999,0.10875,0.1205,0.20825,0.06125,0.1579999999999999,0.1287499999999999,0.16525,0.18475,0.1342499999999999,0.05125,0.2045,0.0707499999999999,0.1305,0.05625,0.0584999999999999,0.1332499999999999,0.0857499999999999,0.04925,0.09,0.0595,0.0969999999999999,0.10025,0.0414999999999999,0.11175,0.08,0.0765,0.11375,0.134,0.1292499999999999,0.14275,0.12,0.183,0.064,0.1485,0.0782499999999999,0.05575,0.0845,0.03625,0.072,0.0645,0.124,0.0257499999999999,0.092,0.062,0.0837499999999999,0.0469999999999999,0.0959999999999999,0.04275,0.0642499999999999,0.062,0.0762499999999999,0.066,0.04425,0.0429999999999999,0.074,0.0655,0.05525,0.0439999999999999,0.0424999999999999,0.0384999999999999,0.0295,0.05425,0.0439999999999999,0.03575,0.0529999999999999,0.289,0.0504999999999999,0.03125,0.0529999999999999,0.05975,0.0409999999999999,0.05675,0.04375,0.0675,0.03175,0.03475,0.03525,0.03,0.03775,0.0187499999999999,0.0245,0.03,0.0215,0.019,0.0242499999999999,0.02975,0.0132499999999999
Heartbreakers (2001),0.67025,0.60825,0.935,0.6735,0.695,0.3165,0.61875,0.388,0.4267499999999999,0.60275,0.45425,0.74025,0.60475,0.4972499999999999,0.3007499999999999,0.33175,0.4137499999999999,0.243,0.33525,0.3205,0.2967499999999999,0.2887499999999999,0.26325,0.44375,0.274,0.421,0.8062499999999999,0.2945,0.1272499999999999,0.32825,0.26775,0.2804999999999999,0.2155,0.16025,0.49575,0.2524999999999999,0.691,0.16175,0.3057499999999999,0.14475,0.0745,0.15775,0.10725,0.1995,0.25225,0.257,0.11375,0.24125,0.1154999999999999,0.44375,0.133,0.4014999999999999,0.1639999999999999,0.236,0.22725,0.30325,0.44375,0.1995,0.1887499999999999,0.12275,0.14525,0.0925,0.28025,0.213,0.215,0.1945,0.1169999999999999,0.17375,0.1619999999999999,0.34475,0.15675,0.077,0.17175,0.17825,0.175,0.09225,0.24375,0.179,0.08675,0.10125,0.1475,0.09725,0.1337499999999999,0.1435,0.23875,0.0969999999999999,0.12075,0.1059999999999999,0.1545,0.0994999999999999,0.0885,0.09625,0.11275,0.1495,0.10825,0.1735,0.0742499999999999,0.08875,0.0697499999999999,0.0847499999999999,0.07,0.067,0.093,0.0685,0.09425,0.0695,0.0712499999999999,0.06125,0.09075,0.0399999999999999,0.062,0.0737499999999999,0.08775,0.0815,0.0627499999999999,0.0847499999999999,0.08625,0.0905,0.087,0.0615,0.17775,0.093,0.06225,0.05575,0.05575,0.0642499999999999,0.1114999999999999,0.2125,0.0225,0.03925,0.085,0.0805,0.04675,0.0685,0.0454999999999999,0.04625,0.0554999999999999,0.0369999999999999,0.0584999999999999,0.0499999999999999,0.0544999999999999,0.0354999999999999,0.0314999999999999,0.0524999999999999,0.0379999999999999,0.05225,0.0242499999999999,0.0439999999999999,0.0287499999999999
Someone Like You (2001),0.8614999999999999,0.87775,0.50075,0.59575,0.7225,0.79975,0.50575,0.8440000000000001,0.503,0.728,0.51275,0.524,0.38775,0.4257499999999999,0.79975,0.5165,0.4695,0.2289999999999999,0.4195,0.3425,0.33125,0.36575,0.2724999999999999,0.4195,0.2279999999999999,0.27725,0.66225,0.413,0.24175,0.40025,0.21525,0.21025,0.16375,0.092,0.09475,0.2634999999999999,0.3675,0.218,0.2234999999999999,0.17925,0.7749999999999999,0.1255,0.14925,0.1935,0.2825,0.18325,0.21975,0.2734999999999999,0.089,0.2209999999999999,0.2115,0.23325,0.209,0.1882499999999999,0.1745,0.10575,0.0964999999999999,0.1267499999999999,0.1455,0.16225,0.2145,0.31275,0.1395,0.1139999999999999,0.37975,0.10275,0.20425,0.10875,0.1335,0.14275,0.1315,0.0409999999999999,0.25625,0.14425,0.10725,0.125,0.1024999999999999,0.14225,0.09775,0.0444999999999999,0.09925,0.3057499999999999,0.09975,0.0727499999999999,0.09025,0.0615,0.0847499999999999,0.133,0.09025,0.0672499999999999,0.0712499999999999,0.0815,0.10925,0.0767499999999999,0.076,0.1019999999999999,0.0757499999999999,0.0722499999999999,0.05925,0.05175,0.06,0.0752499999999999,0.09,0.0559999999999999,0.0855,0.0632499999999999,0.0697499999999999,0.03725,0.0885,0.05325,0.0544999999999999,0.0655,0.0752499999999999,0.088,0.1074999999999999,0.0339999999999999,0.0785,0.0569999999999999,0.06075,0.08975,0.05175,0.0389999999999999,0.291,0.0424999999999999,0.03425,0.061,0.0344999999999999,0.067,0.0959999999999999,0.0292499999999999,0.04925,0.03575,0.062,0.0394999999999999,0.0605,0.0657499999999999,0.0484999999999999,0.0205,0.0354999999999999,0.03425,0.0399999999999999,0.04975,0.0232499999999999,0.0185,0.03575,0.0197499999999999,0.0192499999999999,0.016,0.017
Bridget Jones's Diary (2001),0.747,0.9875,0.8852500000000001,0.66225,0.538,0.65025,0.54175,0.899,0.51175,0.71475,0.4217499999999999,0.5735,0.2947499999999999,0.66225,0.635,0.56,0.38775,0.46225,0.46225,0.4205,0.2,0.3502499999999999,0.3894999999999999,0.4509999999999999,0.66225,0.4205,0.544,0.965,0.69775,0.30925,0.32025,0.30625,0.4835,0.15975,0.43975,0.27325,0.3455,0.202,0.3535,0.2259999999999999,0.0999999999999999,0.585,0.09,0.28075,0.1109999999999999,0.201,0.2574999999999999,0.206,0.3125,0.34675,0.1654999999999999,0.14825,0.23875,0.17075,0.2259999999999999,0.27925,0.34675,0.11425,0.1574999999999999,0.1255,0.1245,0.4765,0.2604999999999999,0.2155,0.05375,0.0845,0.1679999999999999,0.2907499999999999,0.131,0.1024999999999999,0.15775,0.0964999999999999,0.09825,0.8625,0.0509999999999999,0.87175,0.5925,0.0837499999999999,0.1069999999999999,0.2664999999999999,0.08975,0.23675,0.1024999999999999,0.12425,0.04075,0.12425,0.1992499999999999,0.38025,0.0974999999999999,0.0845,0.0775,0.05075,0.1347499999999999,0.0655,0.0832499999999999,0.125,0.10125,0.086,0.18075,0.077,0.04375,0.18475,0.0875,0.1064999999999999,0.0837499999999999,0.0984999999999999,0.05575,0.0247499999999999,0.0657499999999999,0.0787499999999999,0.0772499999999999,0.05475,0.0549999999999999,0.148,0.0964999999999999,0.04925,0.074,0.0662499999999999,0.10475,0.04925,0.0625,0.079,0.05875,0.03075,0.0672499999999999,0.0647499999999999,0.0267499999999999,0.0499999999999999,0.04275,0.0464999999999999,0.0464999999999999,0.09,0.087,0.0662499999999999,0.082,0.1039999999999999,0.05125,0.0509999999999999,0.0559999999999999,0.05475,0.04475,0.0295,0.03375,0.0725,0.04125,0.025,0.0429999999999999,0.019,0.0404999999999999
