movieId,melancholic,original,weird,greed,culture clash,good,drama,runaway,vengeance,independent film,mentor,catastrophe,life & death,drinking,dialogue,betrayal,islam,unlikely friendships,bollywood,life philosophy,pornography,light,childhood,fantasy world,adaptation,prejudice,not funny,very funny,sacrifice,period piece,quirky,chase,transformation,wartime,indians,fight scenes,death,surveillance,creativity,dysfunctional family,predictable,good music,russian,family,nudity (full frontal - brief),first contact,classic car,british,queer,irish accent,women,computer animation,weapons,film noir,absurd,tokyo,fun movie,documentary,finnish,teen movie,multiple storylines,sexy,writers,small town,1930s,road movie,brothers,dreams,underrated,farce,stereotypes,simple,hospital,interracial romance,too long,hotel,memory,stand-up comedy,alter ego,awesome soundtrack,wilderness,doctors,prison,pulp,california,survival,divorce,censorship,french,new jersey,atheism,blindness,australia,made for tv,addiction,adoption,alternate history,race,desert,god,nudity (topless - brief),texas,directorial debut,stoner movie,hip hop,notable nudity,workplace,cancer,internet,wine,mad scientist,camp,hunting,rebellion,immortality,island,kick-butt women,father daughter relationship,oil,nudity (rear),prostitution,homeless,trilogy,no plot,ensemble cast,radio,too short,potential oscar nom,80s,best of 2005,new york city,fashion,reality tv,kidnapping,ghosts/afterlife,san francisco,lawyer,time,robert downey jr,shopping,foul language,graphic novel,snakes,goth,single father,buddy movie,unlikeable characters,los angeles,remake
Xiu Xiu: The Sent-Down Girl (Tian yu) (1998),0.8879999999999999,0.7795000000000001,0.8879999999999999,0.8879999999999999,0.7795000000000001,0.586,0.70225,0.61075,0.735,0.54675,0.78075,0.414,0.532,0.42125,0.3345,0.64875,0.7515000000000001,0.38825,0.24775,0.20375,0.5095,0.14375,0.2334999999999999,0.236,0.2774999999999999,0.3235,0.3625,0.2937499999999999,0.352,0.38775,0.2234999999999999,0.1302499999999999,0.3219999999999999,0.14725,0.16425,0.204,0.3445,0.10975,0.155,0.1495,0.21,0.397,0.09925,0.1325,0.40275,0.16825,0.3245,0.0579999999999999,0.26725,0.1569999999999999,0.606,0.143,0.14975,0.09775,0.1322499999999999,0.32925,0.0847499999999999,0.10675,0.1925,0.30425,0.1367499999999999,0.4054999999999999,0.177,0.14925,0.0795,0.16175,0.11525,0.18375,0.1905,0.0579999999999999,0.05125,0.3055,0.2155,0.1034999999999999,0.1252499999999999,0.079,0.1377499999999999,0.0524999999999999,0.127,0.11425,0.27075,0.1054999999999999,0.0692499999999999,0.0895,0.1257499999999999,0.10425,0.05425,0.52375,0.079,0.134,0.079,0.16475,0.1282499999999999,0.0695,0.05625,0.15,0.10075,0.1044999999999999,0.069,0.0414999999999999,0.17975,0.091,0.5645,0.0767499999999999,0.04325,0.0895,0.1034999999999999,0.05275,0.068,0.0564999999999999,0.092,0.0655,0.0285,0.16925,0.0374999999999999,0.076,0.124,0.1257499999999999,0.04775,0.073,0.53125,0.0349999999999999,0.0295,0.03525,0.03725,0.03375,0.03425,0.0404999999999999,0.03475,0.0429999999999999,0.04025,0.10475,0.0245,0.05125,0.0262499999999999,0.0225,0.0424999999999999,0.0227499999999999,0.029,0.0157499999999999,0.0319999999999999,0.03025,0.0319999999999999,0.11025,0.025,0.024,0.03625,0.05525,0.0122499999999999
Endurance (1999),0.60075,0.73375,0.60075,0.73375,0.531,0.51625,0.51625,0.57975,0.51625,0.8505,0.39825,0.4287499999999999,0.8505,0.5215,0.2594999999999999,0.388,0.175,0.3754999999999999,0.35675,0.30925,0.1937499999999999,0.1129999999999999,0.4095,0.3047499999999999,0.31525,0.30925,0.27025,0.183,0.14175,0.1345,0.2965,0.1882499999999999,0.2012499999999999,0.1327499999999999,0.3545,0.27225,0.1599999999999999,0.22325,0.2415,0.1485,0.1775,0.1594999999999999,0.1805,0.15825,0.403,0.17975,0.14375,0.0717499999999999,0.40625,0.1164999999999999,0.1609999999999999,0.129,0.197,0.10525,0.09025,0.077,0.0935,0.80325,0.31125,0.522,0.0807499999999999,0.085,0.1987499999999999,0.09775,0.10475,0.31775,0.21525,0.259,0.09725,0.0717499999999999,0.1317499999999999,0.25625,0.1977499999999999,0.082,0.26275,0.12125,0.181,0.1599999999999999,0.1114999999999999,0.1367499999999999,0.3824999999999999,0.0802499999999999,0.1465,0.11075,0.0837499999999999,0.15875,0.092,0.0399999999999999,0.0509999999999999,0.08,0.26375,0.2085,0.2324999999999999,0.065,0.0964999999999999,0.1205,0.06025,0.34875,0.05975,0.12125,0.04375,0.20425,0.10475,0.0499999999999999,0.0434999999999999,0.04625,0.05375,0.146,0.1312499999999999,0.04825,0.05925,0.1365,0.1124999999999999,0.0685,0.0384999999999999,0.1215,0.093,0.15075,0.0359999999999999,0.0282499999999999,0.0504999999999999,0.0702499999999999,0.0564999999999999,0.04775,0.0409999999999999,0.03075,0.4972499999999999,0.013,0.021,0.0267499999999999,0.063,0.0227499999999999,0.0499999999999999,0.0379999999999999,0.031,0.03975,0.04825,0.0257499999999999,0.0474999999999999,0.05325,0.021,0.0217499999999999,0.0262499999999999,0.0252499999999999,0.0295,0.015,0.0165,0.026,0.0147499999999999
My Son the Fanatic (1997),0.77475,0.69475,0.77475,0.77475,0.80925,0.4469999999999999,0.77475,0.501,0.56975,0.77475,0.389,0.399,0.26325,0.77475,0.42225,0.4,0.99225,0.3794999999999999,0.42225,0.22725,0.23625,0.3625,0.136,0.27375,0.44275,0.1669999999999999,0.31,0.34675,0.1377499999999999,0.72525,0.58925,0.258,0.2017499999999999,0.38025,0.269,0.23975,0.2304999999999999,0.1564999999999999,0.242,0.7762500000000001,0.151,0.1475,0.06075,0.4705,0.15575,0.20425,0.1119999999999999,0.72525,0.21325,0.27825,0.30325,0.14125,0.0974999999999999,0.23425,0.2955,0.2877499999999999,0.09525,0.0655,0.1992499999999999,0.09425,0.213,0.15,0.38775,0.24825,0.06,0.1149999999999999,0.188,0.0852499999999999,0.29125,0.14375,0.16975,0.0845,0.201,0.1397499999999999,0.0825,0.0667499999999999,0.08925,0.11575,0.15975,0.093,0.09925,0.1164999999999999,0.0675,0.09975,0.0915,0.10425,0.20825,0.05675,0.0295,0.18175,0.69775,0.1252499999999999,0.11275,0.0855,0.23375,0.37,0.0615,0.06075,0.0404999999999999,0.69775,0.0665,0.14175,0.1355,0.0605,0.074,0.0857499999999999,0.294,0.04725,0.05525,0.24025,0.071,0.05475,0.04325,0.61075,0.09725,0.0419999999999999,0.11125,0.1335,0.0625,0.0454999999999999,0.36375,0.0792499999999999,0.0895,0.03525,0.189,0.0195,0.04425,0.0984999999999999,0.03225,0.11375,0.04925,0.0469999999999999,0.20775,0.0434999999999999,0.063,0.021,0.03425,0.0277499999999999,0.0707499999999999,0.0364999999999999,0.05275,0.0349999999999999,0.0277499999999999,0.0419999999999999,0.173,0.03175,0.0865,0.02975,0.0142499999999999
"Marcello Mastroianni: I Remember Yes, I Remember (Marcello Mastroianni: mi ricordo, sì, io mi ricordo) (1997)",0.66925,0.65475,0.65475,0.65475,0.65475,0.65475,0.65475,0.43125,0.65475,0.34775,0.45275,0.4,0.31425,0.4985,0.269,0.2035,0.0797499999999999,0.37575,0.78125,0.74125,0.1495,0.1634999999999999,0.131,0.3425,0.22175,0.2435,0.3117499999999999,0.178,0.0697499999999999,0.14475,0.34775,0.174,0.1684999999999999,0.1535,0.061,0.2817499999999999,0.17425,0.1099999999999999,0.26625,0.118,0.1997499999999999,0.088,0.1267499999999999,0.2239999999999999,0.09575,0.16675,0.1397499999999999,0.1129999999999999,0.45525,0.1024999999999999,0.2385,0.2239999999999999,0.1594999999999999,0.1205,0.0905,0.09875,0.10325,0.8772500000000001,0.26725,0.0999999999999999,0.2985,0.0677499999999999,0.1335,0.0865,0.10125,0.17075,0.0672499999999999,0.064,0.10875,0.0999999999999999,0.1644999999999999,0.08,0.081,0.06225,0.303,0.1372499999999999,0.11325,0.2764999999999999,0.0757499999999999,0.0852499999999999,0.0389999999999999,0.0524999999999999,0.09725,0.11375,0.09075,0.0579999999999999,0.066,0.022,0.0959999999999999,0.089,0.0419999999999999,0.0949999999999999,0.0314999999999999,0.063,0.21025,0.1169999999999999,0.0667499999999999,0.0579999999999999,0.018,0.0182499999999999,0.0414999999999999,0.062,0.0615,0.0827499999999999,0.08725,0.03075,0.09375,0.0785,0.1669999999999999,0.22275,0.0717499999999999,0.0615,0.0752499999999999,0.0152499999999999,0.11575,0.0564999999999999,0.1134999999999999,0.0797499999999999,0.0777499999999999,0.03475,0.0657499999999999,0.1009999999999999,0.0807499999999999,0.10975,0.0389999999999999,0.0212499999999999,0.008,0.015,0.0394999999999999,0.0404999999999999,0.0339999999999999,0.14425,0.0479999999999999,0.0324999999999999,0.0262499999999999,0.0232499999999999,0.0389999999999999,0.0247499999999999,0.0885,0.072,0.025,0.0225,0.0132499999999999,0.03625,0.0319999999999999,0.0257499999999999,0.0167499999999999,0.021,0.011
Lucie Aubrac (1997),0.49475,0.7135,0.4885,0.7942499999999999,0.5695,0.70425,0.41925,0.39475,0.7942499999999999,0.6365,0.7795000000000001,0.43125,0.1877499999999999,0.17525,0.3854999999999999,0.4217499999999999,0.64475,0.31425,0.69125,0.38925,0.2907499999999999,0.23325,0.2229999999999999,0.3159999999999999,0.45375,0.23775,0.36175,0.2007499999999999,0.51175,0.64475,0.2395,0.26975,0.22325,0.64225,0.0925,0.26975,0.25625,0.145,0.181,0.1644999999999999,0.1895,0.0725,0.141,0.0782499999999999,0.11775,0.18,0.1327499999999999,0.34275,0.2754999999999999,0.2025,0.4097499999999999,0.11775,0.26975,0.09175,0.1574999999999999,0.06225,0.2022499999999999,0.0797499999999999,0.075,0.1262499999999999,0.3575,0.29025,0.1785,0.092,0.14375,0.08875,0.1069999999999999,0.09875,0.1282499999999999,0.10125,0.17525,0.0655,0.10675,0.16925,0.0767499999999999,0.1505,0.1975,0.1079999999999999,0.129,0.0725,0.09025,0.09625,0.5015,0.10625,0.0584999999999999,0.077,0.1704999999999999,0.21925,0.7609999999999999,0.15775,0.0672499999999999,0.08875,0.06075,0.059,0.0569999999999999,0.1215,0.10625,0.03025,0.05075,0.03525,0.25825,0.0374999999999999,0.15075,0.069,0.0265,0.25025,0.068,0.0272499999999999,0.0954999999999999,0.1545,0.06075,0.0717499999999999,0.0162499999999999,0.1139999999999999,0.03625,0.1897499999999999,0.0424999999999999,0.11425,0.02975,0.1044999999999999,0.0349999999999999,0.0354999999999999,0.0262499999999999,0.04525,0.08775,0.0339999999999999,0.0329999999999999,0.05075,0.04875,0.03725,0.0389999999999999,0.0232499999999999,0.0202499999999999,0.0479999999999999,0.0152499999999999,0.04425,0.0419999999999999,0.0292499999999999,0.0379999999999999,0.0145,0.06125,0.0165,0.0122499999999999,0.0394999999999999,0.025,0.022,0.0262499999999999,0.0349999999999999,0.0195
Red Sorghum (Hong gao liang) (1987),0.95725,0.95725,0.95725,0.89825,0.7782500000000001,0.67225,0.695,0.7765,0.63875,0.6845,0.39975,0.4509999999999999,0.3245,0.695,0.68525,0.375,0.4529999999999999,0.33225,0.35575,0.2857499999999999,0.3425,0.27425,0.4225,0.3445,0.2995,0.286,0.2957499999999999,0.20975,0.3722499999999999,0.44075,0.33275,0.2355,0.33175,0.54875,0.22625,0.22625,0.49275,0.3702499999999999,0.17775,0.17525,0.1785,0.1619999999999999,0.17725,0.15575,0.24375,0.1785,0.17275,0.1709999999999999,0.1887499999999999,0.1325,0.3359999999999999,0.1907499999999999,0.23475,0.2544999999999999,0.1402499999999999,0.48075,0.0825,0.12425,0.32575,0.0755,0.10325,0.1925,0.0865,0.14075,0.73075,0.567,0.2027499999999999,0.1215,0.1972499999999999,0.0944999999999999,0.09275,0.2314999999999999,0.1775,0.1564999999999999,0.1912499999999999,0.16075,0.136,0.1185,0.11075,0.137,0.3984999999999999,0.18275,0.078,0.09775,0.1327499999999999,0.11625,0.2022499999999999,0.1372499999999999,0.12325,0.1039999999999999,0.08,0.16175,0.17025,0.0825,0.062,0.24175,0.0695,0.09725,0.3522499999999999,0.0374999999999999,0.189,0.138,0.47875,0.11175,0.0339999999999999,0.0379999999999999,0.119,0.0484999999999999,0.0419999999999999,0.7905,0.0579999999999999,0.0647499999999999,0.0627499999999999,0.134,0.1292499999999999,0.0747499999999999,0.15075,0.0905,0.10475,0.1589999999999999,0.1039999999999999,0.0285,0.0655,0.144,0.03875,0.0282499999999999,0.0175,0.0454999999999999,0.03025,0.03525,0.0314999999999999,0.03775,0.0187499999999999,0.04675,0.04675,0.0409999999999999,0.018,0.025,0.0275,0.0157499999999999,0.0227499999999999,0.0792499999999999,0.04575,0.14825,0.0135,0.0202499999999999,0.0262499999999999,0.0275,0.0115
On Any Sunday (1971),0.74825,0.63375,0.74825,0.74825,0.74825,0.52075,0.4475,0.4762499999999999,0.53925,0.201,0.62075,0.4285,0.2614999999999999,0.3722499999999999,0.29325,0.3219999999999999,0.196,0.21,0.1699999999999999,0.211,0.2075,0.405,0.2554999999999999,0.17925,0.23225,0.34575,0.284,0.2847499999999999,0.142,0.16075,0.32025,0.7215,0.3245,0.11225,0.1059999999999999,0.52075,0.05975,0.28025,0.28825,0.09425,0.39575,0.1925,0.0732499999999999,0.0847499999999999,0.2905,0.286,0.43625,0.15075,0.18275,0.1624999999999999,0.14275,0.10725,0.31325,0.10425,0.2355,0.1059999999999999,0.4095,0.693,0.38875,0.125,0.11125,0.23025,0.1134999999999999,0.24,0.1049999999999999,0.8202499999999999,0.1272499999999999,0.0755,0.1935,0.1985,0.0682499999999999,0.2185,0.05625,0.277,0.0842499999999999,0.1649999999999999,0.21425,0.05625,0.14675,0.1975,0.17175,0.05525,0.2365,0.1664999999999999,0.63825,0.266,0.16275,0.1977499999999999,0.0469999999999999,0.1124999999999999,0.1387499999999999,0.1327499999999999,0.32825,0.132,0.0595,0.0424999999999999,0.1892499999999999,0.6185,0.3715,0.0384999999999999,0.0949999999999999,0.0519999999999999,0.07,0.0802499999999999,0.05525,0.2005,0.0969999999999999,0.065,0.35,0.08775,0.18375,0.2835,0.28425,0.0449999999999999,0.0875,0.146,0.0752499999999999,0.12025,0.34075,0.0394999999999999,0.0647499999999999,0.0707499999999999,0.03425,0.0484999999999999,0.04075,0.0627499999999999,0.0155,0.0082499999999999,0.34475,0.0772499999999999,0.0652499999999999,0.17075,0.1327499999999999,0.0449999999999999,0.0227499999999999,0.156,0.03875,0.24825,0.04125,0.10525,0.0429999999999999,0.0752499999999999,0.0344999999999999,0.0459999999999999,0.0262499999999999,0.0255,0.064,0.0657499999999999,0.009
Train of Life (Train de vie) (1998),0.8047500000000001,0.8182499999999999,0.8047500000000001,0.8047500000000001,0.7085,0.7085,0.7085,0.4955,0.7085,0.431,0.45675,0.40125,0.6795,0.4569999999999999,0.4379999999999999,0.2835,0.33425,0.6955,0.26775,0.33575,0.239,0.68175,0.24525,0.41625,0.261,0.63575,0.2754999999999999,0.70975,0.1892499999999999,0.1892499999999999,0.44375,0.2022499999999999,0.246,0.993,0.1272499999999999,0.23475,0.4115,0.14925,0.20725,0.1337499999999999,0.6035,0.259,0.424,0.3309999999999999,0.1305,0.3017499999999999,0.3249999999999999,0.1465,0.14125,0.362,0.09325,0.1545,0.127,0.1245,0.39825,0.139,0.21925,0.029,0.31925,0.08625,0.39225,0.09375,0.21075,0.2644999999999999,0.1114999999999999,0.1332499999999999,0.154,0.308,0.20475,0.21175,0.31825,0.31475,0.16075,0.0339999999999999,0.0707499999999999,0.1584999999999999,0.45925,0.04775,0.143,0.10575,0.0479999999999999,0.082,0.27925,0.1365,0.0732499999999999,0.248,0.0479999999999999,0.077,0.348,0.11725,0.22725,0.075,0.028,0.086,0.11525,0.151,0.376,0.1175,0.017,0.12475,0.1315,0.0205,0.10075,0.32325,0.0469999999999999,0.03425,0.0627499999999999,0.0845,0.1094999999999999,0.0509999999999999,0.1049999999999999,0.4287499999999999,0.019,0.028,0.03025,0.1305,0.0695,0.05125,0.03525,0.029,0.0227499999999999,0.068,0.07,0.1164999999999999,0.09125,0.129,0.03425,0.03475,0.0354999999999999,0.4014999999999999,0.0675,0.0265,0.04725,0.029,0.0647499999999999,0.0222499999999999,0.0349999999999999,0.0964999999999999,0.0329999999999999,0.0225,0.1099999999999999,0.0354999999999999,0.03425,0.02975,0.0255,0.04425,0.0384999999999999,0.0285,0.023
"47 Samurai (Chûshingura) (Loyal 47 Ronin, The) (1962)",0.8340000000000001,0.8460000000000001,0.776,0.776,0.776,0.776,0.776,0.513,0.776,0.36475,0.54,0.4225,0.419,0.39325,0.386,0.3884999999999999,0.43975,0.292,0.78525,0.3349999999999999,0.15425,0.513,0.5735,0.477,0.4545,0.27425,0.3515,0.184,0.39425,0.61125,0.11975,0.275,0.21475,0.4379999999999999,0.1952499999999999,0.4495,0.357,0.1755,0.3035,0.1699999999999999,0.1674999999999999,0.1455,0.0717499999999999,0.09375,0.281,0.14975,0.14675,0.071,0.155,0.35075,0.18375,0.1335,0.2209999999999999,0.513,0.1175,0.92675,0.0782499999999999,0.04925,0.0287499999999999,0.075,0.1372499999999999,0.1365,0.11075,0.0732499999999999,0.17125,0.05775,0.10275,0.1594999999999999,0.0865,0.2135,0.1965,0.09425,0.0925,0.0635,0.37175,0.04125,0.195,0.16125,0.14525,0.10075,0.0524999999999999,0.05725,0.067,0.1272499999999999,0.066,0.0742499999999999,0.0662499999999999,0.0434999999999999,0.1684999999999999,0.10325,0.0579999999999999,0.05425,0.065,0.0802499999999999,0.04925,0.066,0.05675,0.0242499999999999,0.05625,0.0464999999999999,0.0439999999999999,0.0469999999999999,0.0635,0.04625,0.0944999999999999,0.0245,0.063,0.03,0.0657499999999999,0.346,0.0842499999999999,0.073,0.025,0.0625,0.24725,0.141,0.2025,0.0429999999999999,0.0285,0.0805,0.04575,0.0265,0.1465,0.34075,0.1397499999999999,0.023,0.0285,0.0282499999999999,0.027,0.203,0.018,0.0155,0.0145,0.0504999999999999,0.0212499999999999,0.146,0.028,0.1164999999999999,0.0215,0.0117499999999999,0.0424999999999999,0.0192499999999999,0.0207499999999999,0.0242499999999999,0.0257499999999999,0.0265,0.03075,0.023,0.0324999999999999
"Life and Times of Hank Greenberg, The (1998)",0.4595,0.59875,0.4595,0.584,0.4595,0.55325,0.382,0.4595,0.584,0.4097499999999999,0.4972499999999999,0.429,0.27425,0.30125,0.23325,0.2214999999999999,0.297,0.26925,0.46325,0.42625,0.2007499999999999,0.2145,0.571,0.27525,0.186,0.44875,0.32525,0.18575,0.14925,0.3145,0.2012499999999999,0.16625,0.2564999999999999,0.8560000000000001,0.0584999999999999,0.14375,0.076,0.1912499999999999,0.1912499999999999,0.133,0.1679999999999999,0.09825,0.068,0.0805,0.1555,0.15875,0.30725,0.11725,0.25425,0.212,0.153,0.15475,0.10975,0.10625,0.11125,0.073,0.17875,0.8574999999999999,0.178,0.1009999999999999,0.1942499999999999,0.0979999999999999,0.26725,0.16825,0.5415,0.25,0.0905,0.081,0.1589999999999999,0.1069999999999999,0.11925,0.0605,0.0752499999999999,0.073,0.12025,0.11875,0.1574999999999999,0.12275,0.0989999999999999,0.066,0.0464999999999999,0.0579999999999999,0.0787499999999999,0.1235,0.1972499999999999,0.0645,0.063,0.15325,0.0969999999999999,0.11875,0.0742499999999999,0.0732499999999999,0.0655,0.0979999999999999,0.1302499999999999,0.0702499999999999,0.09425,0.028,0.0145,0.0742499999999999,0.0434999999999999,0.0974999999999999,0.0752499999999999,0.0549999999999999,0.086,0.04325,0.073,0.0595,0.22075,0.1099999999999999,0.05225,0.0394999999999999,0.0354999999999999,0.0235,0.0369999999999999,0.04975,0.05425,0.0682499999999999,0.0717499999999999,0.0364999999999999,0.0252499999999999,0.06125,0.02,0.0549999999999999,0.0509999999999999,0.09375,0.0324999999999999,0.0225,0.0772499999999999,0.0707499999999999,0.04625,0.1745,0.067,0.0235,0.0265,0.0369999999999999,0.03925,0.0539999999999999,0.067,0.0197499999999999,0.03525,0.1245,0.0182499999999999,0.0252499999999999,0.0225,0.0242499999999999,0.0374999999999999,0.021,0.01
"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)",0.889,0.889,0.942,0.87625,0.6955,0.61025,0.672,0.87625,0.737,0.57925,0.72175,0.4337499999999999,0.8009999999999999,0.53625,0.53775,0.6805,0.52825,0.35575,0.59,0.3359999999999999,0.52875,0.2784999999999999,0.625,0.2135,0.4357499999999999,0.571,0.3592499999999999,0.288,0.571,0.23775,0.36375,0.2324999999999999,0.27025,0.273,0.67,0.2324999999999999,0.48875,0.60475,0.20375,0.419,0.24325,0.2817499999999999,0.0732499999999999,0.33675,0.27075,0.1927499999999999,0.204,0.3685,0.275,0.11825,0.134,0.17975,0.17525,0.2784999999999999,0.1915,0.246,0.1104999999999999,0.09925,0.1089999999999999,0.15875,0.2905,0.4745,0.1352499999999999,0.15025,0.17325,0.137,0.0832499999999999,0.22925,0.25875,0.1995,0.118,0.40475,0.12125,0.2007499999999999,0.20725,0.15775,0.144,0.1357499999999999,0.137,0.28225,0.1805,0.0855,0.089,0.1805,0.0837499999999999,0.1044999999999999,0.0755,0.183,0.0959999999999999,0.18075,0.1395,0.2239999999999999,0.09275,0.09725,0.2199999999999999,0.172,0.0807499999999999,0.1865,0.0672499999999999,0.38625,0.1297499999999999,0.03625,0.2504999999999999,0.46175,0.05575,0.362,0.142,0.03825,0.05775,0.03225,0.0944999999999999,0.43525,0.078,0.1892499999999999,0.03975,0.11525,0.1024999999999999,0.05675,0.0182499999999999,0.0314999999999999,0.0524999999999999,0.0524999999999999,0.1267499999999999,0.2274999999999999,0.05675,0.0329999999999999,0.05175,0.0374999999999999,0.0964999999999999,0.0702499999999999,0.088,0.0207499999999999,0.03125,0.0564999999999999,0.0725,0.0305,0.0237499999999999,0.0384999999999999,0.024,0.0207499999999999,0.062,0.0444999999999999,0.1272499999999999,0.03075,0.0205,0.0282499999999999,0.0262499999999999,0.0205,0.011
"Cup, The (Phörpa) (1999)",0.83175,0.792,0.83175,0.475,0.636,0.5305,0.39575,0.636,0.656,0.469,0.7025,0.4044999999999999,0.4872499999999999,0.31225,0.3442499999999999,0.264,0.629,0.72225,0.6275,0.63725,0.21925,0.4127499999999999,0.63925,0.398,0.353,0.3199999999999999,0.2405,0.50575,0.31975,0.123,0.27775,0.1835,0.41625,0.1337499999999999,0.33375,0.3515,0.1205,0.1545,0.3115,0.09525,0.2145,0.184,0.1079999999999999,0.13,0.1574999999999999,0.21425,0.2145,0.4705,0.214,0.2017499999999999,0.14625,0.17575,0.17875,0.10625,0.37,0.4317499999999999,0.2674999999999999,0.148,0.237,0.59125,0.1485,0.14425,0.1545,0.0715,0.1684999999999999,0.1024999999999999,0.139,0.26075,0.2005,0.25625,0.09875,0.542,0.1609999999999999,0.0727499999999999,0.076,0.0787499999999999,0.15425,0.09775,0.14875,0.184,0.0569999999999999,0.1169999999999999,0.0915,0.11225,0.0675,0.0727499999999999,0.0484999999999999,0.0632499999999999,0.0695,0.14375,0.207,0.0787499999999999,0.3229999999999999,0.1639999999999999,0.17825,0.0579999999999999,0.074,0.1079999999999999,0.0384999999999999,0.207,0.077,0.0772499999999999,0.1044999999999999,0.207,0.0707499999999999,0.031,0.0994999999999999,0.10775,0.08725,0.07,0.1009999999999999,0.1009999999999999,0.016,0.146,0.1875,0.0835,0.09,0.1445,0.03525,0.09625,0.0584999999999999,0.10075,0.05025,0.1475,0.0715,0.072,0.0765,0.0245,0.0964999999999999,0.05125,0.0504999999999999,0.0459999999999999,0.05775,0.0489999999999999,0.09025,0.03125,0.022,0.05025,0.04675,0.0605,0.0344999999999999,0.073,0.03075,0.04075,0.0524999999999999,0.03625,0.0404999999999999,0.0107499999999999,0.012
"Man from Laramie, The (1955)",0.7785,0.85175,0.85175,0.8625,0.6305,0.6305,0.6305,0.68475,0.85175,0.5665,0.3712499999999999,0.4125,0.306,0.5665,0.5385,0.7355,0.23225,0.2319999999999999,0.0974999999999999,0.3472499999999999,0.309,0.523,0.183,0.2385,0.20525,0.495,0.3545,0.16275,0.2574999999999999,0.1342499999999999,0.25175,0.821,0.2259999999999999,0.23925,0.8160000000000001,0.154,0.437,0.42825,0.17975,0.1699999999999999,0.1475,0.26525,0.05875,0.18425,0.14725,0.16275,0.254,0.0925,0.121,0.25675,0.1435,0.153,0.33225,0.68775,0.1205,0.1175,0.1395,0.025,0.09275,0.09225,0.152,0.16825,0.1257499999999999,0.5245,0.141,0.1332499999999999,0.201,0.1579999999999999,0.12325,0.18275,0.11225,0.177,0.09475,0.1972499999999999,0.0855,0.27475,0.0984999999999999,0.06025,0.1674999999999999,0.05875,0.0775,0.143,0.10225,0.16475,0.3884999999999999,0.0735,0.146,0.0802499999999999,0.10175,0.09575,0.0632499999999999,0.124,0.0665,0.0627499999999999,0.0692499999999999,0.27775,0.0807499999999999,0.0627499999999999,0.36375,0.0217499999999999,0.08675,0.5215,0.05725,0.0685,0.077,0.04175,0.0627499999999999,0.03875,0.05175,0.03475,0.0855,0.0469999999999999,0.23825,0.0605,0.04775,0.0665,0.05625,0.0237499999999999,0.0672499999999999,0.04275,0.10825,0.0667499999999999,0.0265,0.11475,0.0787499999999999,0.08675,0.0324999999999999,0.03875,0.0499999999999999,0.05275,0.0579999999999999,0.05475,0.03025,0.0999999999999999,0.03775,0.0499999999999999,0.1579999999999999,0.0374999999999999,0.0272499999999999,0.0212499999999999,0.0349999999999999,0.04825,0.0615,0.0255,0.0559999999999999,0.0262499999999999,0.0549999999999999,0.0232499999999999,0.0117499999999999
East-West (Est-ouest) (1999),0.76675,0.6895,0.76675,0.57275,0.57975,0.5615,0.59225,0.5165,0.73925,0.539,0.3715,0.4435,0.508,0.43225,0.361,0.7195,0.5485,0.32375,0.25425,0.4197499999999999,0.22275,0.1392499999999999,0.2754999999999999,0.357,0.18125,0.27175,0.3265,0.2249999999999999,0.7729999999999999,0.5485,0.1049999999999999,0.28225,0.34975,0.4347499999999999,0.1372499999999999,0.17825,0.238,0.7195,0.1535,0.2309999999999999,0.17025,0.16025,0.978,0.278,0.2925,0.2425,0.4659999999999999,0.2877499999999999,0.1669999999999999,0.2514999999999999,0.1164999999999999,0.1305,0.1609999999999999,0.0925,0.129,0.10875,0.128,0.04825,0.35875,0.11325,0.14975,0.0944999999999999,0.0855,0.16375,0.20425,0.1365,0.1039999999999999,0.149,0.12,0.06125,0.1564999999999999,0.24925,0.173,0.09725,0.16575,0.27475,0.181,0.0564999999999999,0.0757499999999999,0.0637499999999999,0.10225,0.15025,0.1912499999999999,0.1079999999999999,0.09725,0.275,0.1335,0.0767499999999999,0.4609999999999999,0.08825,0.0404999999999999,0.1282499999999999,0.0715,0.04575,0.09475,0.1897499999999999,0.10375,0.0777499999999999,0.0509999999999999,0.0682499999999999,0.0964999999999999,0.05025,0.0865,0.05425,0.0489999999999999,0.0885,0.0665,0.09475,0.074,0.065,0.0554999999999999,0.15875,0.0725,0.0374999999999999,0.0539999999999999,0.0865,0.06025,0.0277499999999999,0.121,0.0775,0.0504999999999999,0.0725,0.0514999999999999,0.1347499999999999,0.06,0.0504999999999999,0.0514999999999999,0.0479999999999999,0.028,0.071,0.03525,0.0509999999999999,0.0334999999999999,0.04325,0.0197499999999999,0.0242499999999999,0.0314999999999999,0.0509999999999999,0.0354999999999999,0.0707499999999999,0.0389999999999999,0.026,0.0247499999999999,0.029,0.0319999999999999,0.0127499999999999,0.03375,0.0207499999999999,0.017
