movieId,chase,fight scenes,surveillance,weapons,betrayal,original,vengeance,greed,good,predictable,mentor,catastrophe,weird,fun movie,dialogue,drama,runaway,first contact,culture clash,melancholic,very funny,life philosophy,adaptation,kidnapping,not funny,pornography,fantasy world,light,survival,sexy,classic car,death,sacrifice,transformation,pulp,creativity,absurd,family,internet,alter ego,teen movie,islam,life & death,underrated,british,stereotypes,nudity (full frontal - brief),hospital,drinking,irish accent,independent film,period piece,hotel,unlikely friendships,california,quirky,dysfunctional family,women,computer animation,memory,writers,no plot,prison,childhood,notable nudity,doctors,russian,prejudice,foul language,buddy movie,multiple storylines,remake,nudity (topless - brief),blindness,new york city,new jersey,oil,san francisco,divorce,simple,nudity (rear),queer,alternate history,island,lawyer,farce,kick-butt women,mad scientist,80s,road movie,camp,los angeles,wartime,ensemble cast,good music,film noir,hunting,too long,small town,race,trilogy,awesome soundtrack,addiction,shopping,single father,interracial romance,unlikeable characters,father daughter relationship,wilderness,desert,brothers,tokyo,indians,too short,bollywood,immortality,fashion,workplace,hip hop,atheism,snakes,censorship,time,stand-up comedy,adoption,directorial debut,potential oscar nom,robert downey jr,dreams,cancer,ghosts/afterlife,graphic novel,radio,stoner movie,best of 2005,1930s,made for tv,reality tv,homeless,prostitution,god,texas,wine,rebellion,french,australia,finnish,goth,documentary
Breakheart Pass (1975),0.8987499999999999,0.8987499999999999,0.675,0.8987499999999999,0.72975,0.65925,0.78375,0.626,0.65625,0.3485,0.56825,0.44825,0.579,0.65625,0.46375,0.50675,0.8505,0.32725,0.52,0.579,0.2065,0.278,0.432,0.05825,0.3405,0.18375,0.2907499999999999,0.252,0.128,0.1584999999999999,0.32325,0.4785,0.11975,0.18425,0.2784999999999999,0.128,0.1119999999999999,0.0969999999999999,0.05975,0.1317499999999999,0.0885,0.11375,0.521,0.1235,0.1124999999999999,0.17625,0.1505,0.1119999999999999,0.3275,0.25425,0.12075,0.15675,0.196,0.1664999999999999,0.4755,0.18425,0.1927499999999999,0.139,0.134,0.12,0.205,0.08775,0.137,0.15675,0.1159999999999999,0.1937499999999999,0.21575,0.27725,0.04575,0.067,0.15075,0.0215,0.23575,0.09325,0.0595,0.0785,0.1745,0.03825,0.09875,0.15125,0.09425,0.118,0.0685,0.0895,0.1305,0.087,0.208,0.085,0.133,0.1365,0.1604999999999999,0.0489999999999999,0.434,0.0499999999999999,0.08975,0.10925,0.2289999999999999,0.10325,0.2445,0.15175,0.05175,0.077,0.0539999999999999,0.0354999999999999,0.0255,0.10725,0.022,0.03425,0.6545,0.24625,0.12275,0.1345,0.7689999999999999,0.0374999999999999,0.2125,0.0334999999999999,0.082,0.0605,0.0419999999999999,0.06075,0.1465,0.03975,0.0815,0.0717499999999999,0.10575,0.0364999999999999,0.03175,0.05625,0.04925,0.0519999999999999,0.0534999999999999,0.0262499999999999,0.03,0.068,0.0197499999999999,0.2007499999999999,0.0479999999999999,0.0262499999999999,0.0735,0.059,0.02975,0.253,0.0339999999999999,0.04175,0.0534999999999999,0.121,0.1044999999999999,0.0195,0.0549999999999999
Antitrust (2001),0.6905,0.71475,0.89425,0.35275,0.701,0.88175,0.88175,0.88175,0.88175,0.71475,0.54225,0.953,0.4605,0.51675,0.61675,0.3455,0.3455,0.953,0.2324999999999999,0.2085,0.3435,0.44175,0.22625,0.128,0.356,0.2865,0.4095,0.246,0.5895,0.37,0.1604999999999999,0.1985,0.27675,0.2574999999999999,0.16825,0.4775,0.132,0.23725,0.8254999999999999,0.1912499999999999,0.76475,0.17525,0.29625,0.24725,0.0832499999999999,0.45425,0.1305,0.1044999999999999,0.124,0.1709999999999999,0.1342499999999999,0.0782499999999999,0.0732499999999999,0.17275,0.16175,0.1302499999999999,0.08675,0.2475,0.3075,0.119,0.24,0.197,0.092,0.1382499999999999,0.1735,0.1387499999999999,0.0642499999999999,0.14175,0.0524999999999999,0.0449999999999999,0.1367499999999999,0.14975,0.06125,0.186,0.04625,0.182,0.15175,0.1255,0.0812499999999999,0.127,0.17775,0.1387499999999999,0.1674999999999999,0.1574999999999999,0.218,0.0627499999999999,0.0805,0.118,0.05475,0.10425,0.11475,0.0479999999999999,0.10925,0.09675,0.0715,0.0757499999999999,0.04125,0.085,0.1049999999999999,0.1619999999999999,0.0702499999999999,0.0735,0.0489999999999999,0.10875,0.09825,0.0725,0.05125,0.03525,0.061,0.05475,0.0514999999999999,0.0454999999999999,0.0765,0.10675,0.10625,0.086,0.123,0.16975,0.12075,0.20475,0.03275,0.0725,0.05575,0.08675,0.05425,0.0444999999999999,0.04325,0.071,0.0775,0.03925,0.04975,0.0827499999999999,0.1684999999999999,0.08675,0.0292499999999999,0.0469999999999999,0.1084999999999999,0.2314999999999999,0.0329999999999999,0.0215,0.09275,0.029,0.0524999999999999,0.03775,0.0369999999999999,0.03275,0.0439999999999999,0.0359999999999999,0.028
"Fourth Protocol, The (1987)",0.9385,0.60725,0.98825,0.8005,0.98825,0.8765000000000001,0.8765000000000001,0.8765000000000001,0.8632500000000001,0.522,0.65025,0.6255,0.8765000000000001,0.5025,0.73025,0.561,0.557,0.4225,0.4945,0.4379999999999999,0.3505,0.37675,0.8274999999999999,0.32075,0.2945,0.431,0.2865,0.4589999999999999,0.1579999999999999,0.39625,0.3552499999999999,0.7675000000000001,0.2214999999999999,0.2015,0.3259999999999999,0.191,0.236,0.436,0.1704999999999999,0.2865,0.1654999999999999,0.567,0.2947499999999999,0.561,0.7777499999999999,0.24725,0.2319999999999999,0.2375,0.1865,0.4247499999999999,0.27425,0.7777499999999999,0.41825,0.244,0.17425,0.20525,0.2189999999999999,0.17075,0.2855,0.16025,0.2985,0.16025,0.118,0.1957499999999999,0.2485,0.3065,0.8382499999999999,0.22275,0.08625,0.0705,0.3,0.05975,0.3515,0.12125,0.11425,0.127,0.118,0.04775,0.081,0.0817499999999999,0.4145,0.183,0.23775,0.09575,0.1982499999999999,0.16275,0.133,0.08675,0.7235,0.0865,0.11425,0.059,0.28825,0.18075,0.11925,0.17675,0.0672499999999999,0.0504999999999999,0.17925,0.16625,0.082,0.11675,0.1014999999999999,0.04075,0.0637499999999999,0.14575,0.0785,0.072,0.16225,0.11175,0.0569999999999999,0.09,0.1564999999999999,0.0277499999999999,0.063,0.0984999999999999,0.089,0.0424999999999999,0.0767499999999999,0.065,0.0459999999999999,0.1305,0.06125,0.0737499999999999,0.0514999999999999,0.124,0.09825,0.076,0.067,0.137,0.18425,0.0777499999999999,0.156,0.1009999999999999,0.03575,0.10025,0.1275,0.0727499999999999,0.0645,0.04825,0.04175,0.1044999999999999,0.03675,0.0785,0.05125,0.0742499999999999,0.0092499999999999,0.073,0.0197499999999999
15 Minutes (2001),0.8240000000000001,0.6965,0.74375,0.6965,0.8795,0.9655,0.9655,0.74625,0.74375,0.65375,0.7125,0.576,0.6165,0.39725,0.428,0.6305,0.47875,0.26,0.374,0.6165,0.2987499999999999,0.38775,0.2857499999999999,0.274,0.3385,0.72575,0.29,0.1972499999999999,0.0687499999999999,0.29725,0.187,0.6295,0.23025,0.15275,0.4449999999999999,0.2017499999999999,0.6105,0.25675,0.27875,0.205,0.21375,0.1295,0.3,0.282,0.1295,0.45875,0.31125,0.274,0.16525,0.25525,0.238,0.1039999999999999,0.11075,0.1935,0.1352499999999999,0.27325,0.1674999999999999,0.2294999999999999,0.184,0.13,0.32525,0.1139999999999999,0.35275,0.15575,0.14675,0.135,0.4167499999999999,0.1357499999999999,0.2997499999999999,0.261,0.1947499999999999,0.1129999999999999,0.11675,0.1285,0.7455,0.1285,0.03075,0.1267499999999999,0.09075,0.1044999999999999,0.20625,0.1915,0.16525,0.1129999999999999,0.585,0.18075,0.1004999999999999,0.0807499999999999,0.0815,0.1185,0.1159999999999999,0.121,0.0574999999999999,0.04675,0.0652499999999999,0.0984999999999999,0.0895,0.1704999999999999,0.088,0.1765,0.03075,0.0665,0.0697499999999999,0.11425,0.0747499999999999,0.09025,0.079,0.0554999999999999,0.0752499999999999,0.027,0.119,0.0685,0.09,0.0334999999999999,0.0807499999999999,0.25175,0.0727499999999999,0.04675,0.1925,0.09575,0.0344999999999999,0.15475,0.0807499999999999,0.0835,0.0645,0.0805,0.1594999999999999,0.1089999999999999,0.1029999999999999,0.07,0.11125,0.2455,0.09725,0.0647499999999999,0.07,0.061,0.08825,0.7849999999999999,0.0787499999999999,0.1392499999999999,0.0454999999999999,0.08,0.04125,0.0282499999999999,0.04525,0.1272499999999999,0.0449999999999999,0.0489999999999999,0.0414999999999999
Along Came a Spider (2001),0.815,0.52025,0.91025,0.52025,0.61425,0.934,0.934,0.91025,0.934,0.62925,0.52775,0.56675,0.577,0.5065,0.5155,0.54675,0.602,0.36875,0.44425,0.283,0.277,0.351,0.94775,0.9735,0.371,0.22125,0.27425,0.16975,0.1312499999999999,0.3722499999999999,0.24325,0.26575,0.22125,0.21625,0.29025,0.25725,0.18125,0.1877499999999999,0.5005,0.15975,0.5365,0.123,0.211,0.24175,0.074,0.2967499999999999,0.217,0.262,0.119,0.184,0.577,0.10325,0.09375,0.18575,0.1395,0.16825,0.1385,0.1912499999999999,0.3165,0.2,0.3205,0.16475,0.1292499999999999,0.132,0.11375,0.1699999999999999,0.16125,0.1245,0.1385,0.0579999999999999,0.1735,0.0807499999999999,0.0954999999999999,0.1977499999999999,0.05425,0.16325,0.03,0.0999999999999999,0.075,0.09875,0.155,0.1307499999999999,0.1445,0.1144999999999999,0.16575,0.0705,0.09025,0.52275,0.0384999999999999,0.1297499999999999,0.0655,0.0514999999999999,0.05575,0.04125,0.079,0.1019999999999999,0.0657499999999999,0.07,0.09575,0.10875,0.0359999999999999,0.03725,0.0514999999999999,0.066,0.081,0.0657499999999999,0.0339999999999999,0.0549999999999999,0.0682499999999999,0.0225,0.0489999999999999,0.04475,0.05025,0.05725,0.0717499999999999,0.06,0.0569999999999999,0.05675,0.08725,0.10375,0.0222499999999999,0.0637499999999999,0.0399999999999999,0.0915,0.0717499999999999,0.05075,0.0752499999999999,0.0334999999999999,0.08,0.0665,0.05925,0.0379999999999999,0.0805,0.05925,0.03475,0.0672499999999999,0.1465,0.04625,0.03175,0.0414999999999999,0.0615,0.0364999999999999,0.0359999999999999,0.0267499999999999,0.03575,0.04475,0.04275,0.0509999999999999,0.0172499999999999
Swordfish (2001),0.98425,0.98425,0.67825,0.98425,0.512,0.7969999999999999,0.7969999999999999,0.65325,0.922,0.87825,0.522,0.87825,0.32825,0.6265,0.61175,0.49775,0.46225,0.7882499999999999,0.391,0.2817499999999999,0.43525,0.3359999999999999,0.25475,0.16475,0.358,0.4995,0.2694999999999999,0.214,0.23875,0.6945,0.26,0.1624999999999999,0.4409999999999999,0.264,0.4595,0.27925,0.17825,0.196,0.61975,0.3309999999999999,0.21825,0.1285,0.217,0.20825,0.068,0.3705,0.2905,0.141,0.2259999999999999,0.2445,0.14275,0.082,0.1094999999999999,0.1282499999999999,0.3884999999999999,0.1405,0.15625,0.2724999999999999,0.2445,0.14125,0.1709999999999999,0.304,0.16425,0.0959999999999999,0.39,0.10475,0.069,0.08925,0.1765,0.2125,0.26525,0.1664999999999999,0.179,0.1624999999999999,0.081,0.15225,0.119,0.09975,0.1355,0.1375,0.27475,0.15775,0.14325,0.1315,0.14075,0.0974999999999999,0.296,0.1169999999999999,0.0722499999999999,0.0999999999999999,0.1267499999999999,0.7782500000000001,0.0687499999999999,0.067,0.09125,0.0935,0.0439999999999999,0.1337499999999999,0.082,0.11275,0.0652499999999999,0.09125,0.0464999999999999,0.17275,0.192,0.1094999999999999,0.0554999999999999,0.511,0.0549999999999999,0.12275,0.0925,0.0717499999999999,0.08925,0.1185,0.0795,0.0979999999999999,0.118,0.05775,0.11025,0.1029999999999999,0.10825,0.1089999999999999,0.0434999999999999,0.0817499999999999,0.0682499999999999,0.0469999999999999,0.0642499999999999,0.12225,0.0687499999999999,0.05375,0.05475,0.12225,0.04325,0.075,0.03875,0.05075,0.04425,0.05525,0.03725,0.0534999999999999,0.0802499999999999,0.0994999999999999,0.0539999999999999,0.03,0.03875,0.03525,0.22225,0.03725,0.0207499999999999
D.O.A. (1988),0.87575,0.613,0.8180000000000001,0.613,0.8647499999999999,0.8222499999999999,0.8180000000000001,0.8185,0.8180000000000001,0.519,0.65975,0.5325,0.7135,0.42925,0.46125,0.51325,0.46675,0.3824999999999999,0.2845,0.4902499999999999,0.3,0.58325,0.366,0.48675,0.362,0.437,0.21475,0.46725,0.3309999999999999,0.25425,0.4195,0.599,0.254,0.34125,0.3834999999999999,0.22025,0.2115,0.23925,0.16775,0.3612499999999999,0.30125,0.10475,0.39975,0.545,0.11625,0.21675,0.399,0.378,0.49175,0.29625,0.2375,0.1245,0.22925,0.186,0.29025,0.2289999999999999,0.3,0.31925,0.20675,0.2907499999999999,0.2895,0.244,0.194,0.1795,0.31525,0.40525,0.0847499999999999,0.145,0.1287499999999999,0.0559999999999999,0.1302499999999999,0.98075,0.2977499999999999,0.42225,0.1589999999999999,0.144,0.0287499999999999,0.3405,0.3602499999999999,0.16175,0.429,0.14275,0.1285,0.09575,0.1865,0.216,0.0865,0.1064999999999999,0.55225,0.1297499999999999,0.10725,0.1325,0.0855,0.05825,0.1745,0.76075,0.09825,0.133,0.118,0.18075,0.0667499999999999,0.09225,0.0584999999999999,0.177,0.1019999999999999,0.073,0.20375,0.0564999999999999,0.21875,0.1947499999999999,0.10625,0.08625,0.1164999999999999,0.1624999999999999,0.14225,0.0662499999999999,0.0842499999999999,0.125,0.071,0.14875,0.0675,0.1845,0.3005,0.0989999999999999,0.05975,0.1074999999999999,0.072,0.0632499999999999,0.1267499999999999,0.04575,0.28725,0.04925,0.0627499999999999,0.083,0.05675,0.1295,0.13,0.05875,0.0715,0.0875,0.0732499999999999,0.14675,0.087,0.0584999999999999,0.074,0.06075,0.03,0.05925,0.0217499999999999
"Dead Pool, The (1988)",0.9685,0.8314999999999999,0.7435,0.8314999999999999,0.91775,0.8945000000000001,0.8945000000000001,0.72475,0.6735,0.8732500000000001,0.738,0.43325,0.372,0.4127499999999999,0.426,0.282,0.517,0.2644999999999999,0.2564999999999999,0.372,0.37275,0.3027499999999999,0.26525,0.2594999999999999,0.3565,0.2885,0.31,0.16975,0.12025,0.2827499999999999,0.798,0.579,0.15175,0.23025,0.3279999999999999,0.24525,0.23125,0.1957499999999999,0.0999999999999999,0.23475,0.154,0.0974999999999999,0.2495,0.3279999999999999,0.1525,0.17075,0.3179999999999999,0.33125,0.1295,0.2764999999999999,0.1649999999999999,0.1149999999999999,0.204,0.19,0.41025,0.23675,0.136,0.0984999999999999,0.1962499999999999,0.11275,0.1897499999999999,0.06025,0.4255,0.20725,0.21775,0.14175,0.1114999999999999,0.0954999999999999,0.09725,0.71075,0.14875,0.04975,0.184,0.14675,0.1094999999999999,0.1495,0.082,0.9555,0.088,0.0974999999999999,0.185,0.136,0.12175,0.074,0.124,0.2209999999999999,0.1089999999999999,0.18275,0.4419999999999999,0.1277499999999999,0.183,0.26525,0.0687499999999999,0.0534999999999999,0.069,0.20675,0.2095,0.1144999999999999,0.1024999999999999,0.14375,0.18175,0.0857499999999999,0.1245,0.09375,0.0245,0.05225,0.0865,0.03575,0.08975,0.067,0.0797499999999999,0.08875,0.0775,0.027,0.0655,0.081,0.0637499999999999,0.154,0.0632499999999999,0.0672499999999999,0.0429999999999999,0.1074999999999999,0.05625,0.0827499999999999,0.0414999999999999,0.11875,0.05575,0.09075,0.09825,0.076,0.0695,0.0534999999999999,0.16525,0.0727499999999999,0.0409999999999999,0.0747499999999999,0.0845,0.1704999999999999,0.04625,0.05675,0.05325,0.074,0.0277499999999999,0.0539999999999999,0.04325,0.0785,0.0529999999999999,0.0354999999999999,0.0242499999999999
Shakedown (1988),0.98125,0.98125,0.94925,0.98125,0.94925,0.8,0.867,0.94925,0.624,0.60775,0.713,0.472,0.2897499999999999,0.3075,0.31975,0.393,0.415,0.3705,0.2095,0.2095,0.2937499999999999,0.60175,0.1825,0.3452499999999999,0.359,0.277,0.4267499999999999,0.32175,0.2825,0.1345,0.4825,0.31725,0.269,0.4277499999999999,0.3205,0.1992499999999999,0.14825,0.1629999999999999,0.11875,0.28225,0.40425,0.1094999999999999,0.348,0.556,0.0554999999999999,0.075,0.33325,0.3605,0.17925,0.22325,0.1129999999999999,0.0725,0.11025,0.1295,0.122,0.14,0.15,0.14175,0.198,0.17275,0.15775,0.119,0.1215,0.0959999999999999,0.66025,0.547,0.1915,0.05375,0.08725,0.6705,0.22325,0.38275,0.4115,0.122,0.47775,0.24325,0.04475,0.05075,0.075,0.11975,0.32775,0.1129999999999999,0.17875,0.26775,0.90825,0.16675,0.03575,0.4177499999999999,0.7165,0.0822499999999999,0.2035,0.2324999999999999,0.0514999999999999,0.066,0.063,0.09125,0.0964999999999999,0.193,0.2279999999999999,0.076,0.04925,0.062,0.16525,0.23325,0.04625,0.06225,0.11925,0.0329999999999999,0.238,0.0334999999999999,0.0642499999999999,0.0949999999999999,0.023,0.0252499999999999,0.021,0.1395,0.10475,0.0805,0.0584999999999999,0.05325,0.0459999999999999,0.0832499999999999,0.09375,0.0524999999999999,0.0277499999999999,0.04025,0.0222499999999999,0.0627499999999999,0.12325,0.128,0.1714999999999999,0.024,0.0205,0.091,0.027,0.04825,0.03725,0.05575,0.03,0.0647499999999999,0.0835,0.0319999999999999,0.03675,0.0207499999999999,0.013,0.0802499999999999,0.0212499999999999,0.0595,0.008
Shoot to Kill (1988),0.96425,0.92375,0.937,0.8792500000000001,0.8905000000000001,0.937,0.937,0.937,0.937,0.37775,0.432,0.4625,0.8634999999999999,0.5985,0.41,0.567,0.64275,0.305,0.421,0.50125,0.25625,0.37775,0.26725,0.80775,0.3255,0.3425,0.2817499999999999,0.31275,0.60775,0.20825,0.359,0.26375,0.302,0.247,0.26,0.191,0.132,0.1629999999999999,0.087,0.122,0.11825,0.10075,0.1897499999999999,0.17925,0.1659999999999999,0.14425,0.36775,0.27825,0.1545,0.26575,0.183,0.09725,0.18025,0.21875,0.1975,0.16125,0.15375,0.10875,0.16225,0.266,0.12175,0.05125,0.18525,0.2002499999999999,0.15225,0.3195,0.0835,0.18675,0.05975,0.65175,0.1325,0.0389999999999999,0.17075,0.249,0.1104999999999999,0.0697499999999999,0.10775,0.8185,0.15775,0.179,0.16225,0.3622499999999999,0.1897499999999999,0.1322499999999999,0.1505,0.14625,0.0715,0.1465,0.51875,0.478,0.25125,0.1362499999999999,0.06,0.0765,0.10525,0.118,0.487,0.11525,0.16225,0.2239999999999999,0.05625,0.0847499999999999,0.0627499999999999,0.28725,0.04775,0.1074999999999999,0.04675,0.04775,0.91575,0.1917499999999999,0.0702499999999999,0.0742499999999999,0.08675,0.063,0.0554999999999999,0.04275,0.05775,0.0419999999999999,0.0489999999999999,0.061,0.16325,0.129,0.1154999999999999,0.0944999999999999,0.05125,0.085,0.09825,0.06075,0.06175,0.0419999999999999,0.11275,0.05725,0.076,0.0805,0.078,0.0705,0.05675,0.0379999999999999,0.082,0.0765,0.02975,0.04875,0.083,0.03575,0.06075,0.1302499999999999,0.04125,0.0257499999999999,0.0277499999999999
Black Rain (1989),0.915,0.915,0.6145,0.915,0.77525,0.75125,0.7557499999999999,0.75125,0.621,0.50925,0.62825,0.4545,0.7295,0.44025,0.4892499999999999,0.53925,0.431,0.5725,0.63675,0.527,0.304,0.41925,0.24225,0.23375,0.30825,0.4972499999999999,0.3954999999999999,0.4215,0.5725,0.23475,0.3582499999999999,0.23975,0.2289999999999999,0.3245,0.3445,0.2915,0.1347499999999999,0.1922499999999999,0.1265,0.2259999999999999,0.1335,0.15325,0.23525,0.46075,0.1154999999999999,0.4575,0.25725,0.1917499999999999,0.1987499999999999,0.15575,0.202,0.2279999999999999,0.1149999999999999,0.306,0.3007499999999999,0.21,0.17625,0.1505,0.182,0.0885,0.1855,0.1679999999999999,0.73475,0.3205,0.21925,0.08625,0.11675,0.1885,0.16125,0.409,0.1689999999999999,0.04875,0.2495,0.138,0.348,0.1455,0.03025,0.4085,0.11175,0.18575,0.1624999999999999,0.132,0.15375,0.126,0.0584999999999999,0.1185,0.12125,0.09525,0.509,0.10625,0.1317499999999999,0.284,0.2274999999999999,0.0822499999999999,0.1855,0.2465,0.16725,0.10975,0.13,0.0685,0.0529999999999999,0.18575,0.0632499999999999,0.15025,0.029,0.1372499999999999,0.08875,0.04925,0.09375,0.145,0.118,0.937,0.09125,0.0262499999999999,0.0667499999999999,0.05775,0.0529999999999999,0.10375,0.11925,0.0707499999999999,0.05175,0.1365,0.04775,0.11125,0.0595,0.0672499999999999,0.0657499999999999,0.086,0.0765,0.27475,0.0792499999999999,0.0627499999999999,0.088,0.079,0.04825,0.1034999999999999,0.0632499999999999,0.0419999999999999,0.04475,0.10125,0.04575,0.0569999999999999,0.06075,0.0429999999999999,0.0479999999999999,0.0722499999999999,0.067,0.04025,0.0287499999999999
"Package, The (1989)",0.91,0.78575,0.98825,0.78575,0.9465,0.96125,0.96125,0.96125,0.96125,0.44275,0.4942499999999999,0.478,0.7749999999999999,0.6095,0.68525,0.4347499999999999,0.5865,0.237,0.37825,0.37825,0.20675,0.36075,0.2115,0.5835,0.3409999999999999,0.1885,0.3035,0.2345,0.09625,0.2249999999999999,0.39875,0.0935,0.153,0.2274999999999999,0.32875,0.1347499999999999,0.1972499999999999,0.10675,0.125,0.1285,0.1049999999999999,0.39475,0.22525,0.156,0.1029999999999999,0.081,0.1654999999999999,0.1887499999999999,0.0989999999999999,0.47975,0.1149999999999999,0.2244999999999999,0.14975,0.3265,0.18325,0.17025,0.128,0.15975,0.1614999999999999,0.21725,0.1574999999999999,0.2274999999999999,0.9285,0.14375,0.17875,0.3175,0.67025,0.1935,0.05025,0.0735,0.1405,0.133,0.28925,0.1679999999999999,0.0374999999999999,0.0642499999999999,0.0595,0.2125,0.0625,0.0514999999999999,0.386,0.1375,0.10825,0.08625,0.1669999999999999,0.132,0.06225,0.0989999999999999,0.33775,0.2125,0.138,0.0685,0.194,0.065,0.11475,0.135,0.29325,0.09225,0.14325,0.28025,0.06175,0.0994999999999999,0.0424999999999999,0.0569999999999999,0.0439999999999999,0.08,0.04575,0.03025,0.2847499999999999,0.1405,0.0822499999999999,0.04525,0.065,0.0275,0.067,0.0745,0.09875,0.0817499999999999,0.05975,0.087,0.0637499999999999,0.0757499999999999,0.2025,0.068,0.0464999999999999,0.04775,0.068,0.0232499999999999,0.0625,0.0257499999999999,0.03125,0.0202499999999999,0.0969999999999999,0.0635,0.024,0.09475,0.05875,0.0265,0.0657499999999999,0.0464999999999999,0.0459999999999999,0.0414999999999999,0.0504999999999999,0.03775,0.04975,0.081,0.05975,0.04575,0.026
Relentless (1989),0.8105,0.58725,0.7849999999999999,0.58725,0.867,0.8287500000000001,0.883,0.7849999999999999,0.8752500000000001,0.623,0.727,0.4659999999999999,0.62925,0.52625,0.54175,0.74125,0.4117499999999999,0.5,0.32025,0.25,0.2334999999999999,0.2005,0.4409999999999999,0.26375,0.3525,0.372,0.487,0.17525,0.18725,0.285,0.29225,0.51625,0.1975,0.1735,0.3305,0.4307499999999999,0.1302499999999999,0.38725,0.2804999999999999,0.1684999999999999,0.3057499999999999,0.1669999999999999,0.18075,0.1957499999999999,0.0554999999999999,0.0812499999999999,0.26775,0.522,0.16975,0.3225,0.62925,0.1669999999999999,0.0479999999999999,0.1689999999999999,0.25925,0.1922499999999999,0.307,0.1295,0.23475,0.15375,0.23925,0.05425,0.203,0.1997499999999999,0.0797499999999999,0.1714999999999999,0.10225,0.1975,0.0682499999999999,0.218,0.18625,0.308,0.33675,0.3305,0.70425,0.2165,0.0102499999999999,0.237,0.09925,0.08675,0.202,0.14075,0.21825,0.0827499999999999,0.1185,0.10425,0.0464999999999999,0.0939999999999999,0.46375,0.0707499999999999,0.1395,0.7105,0.10275,0.0444999999999999,0.09125,0.10975,0.071,0.074,0.0544999999999999,0.1164999999999999,0.2095,0.091,0.1579999999999999,0.0439999999999999,0.1327499999999999,0.085,0.028,0.059,0.0504999999999999,0.03875,0.0539999999999999,0.07,0.0717499999999999,0.0135,0.0319999999999999,0.08925,0.0655,0.3954999999999999,0.11375,0.0797499999999999,0.03925,0.15125,0.0727499999999999,0.04375,0.04375,0.0414999999999999,0.025,0.0419999999999999,0.0692499999999999,0.0652499999999999,0.0489999999999999,0.018,0.06225,0.066,0.0275,0.07,0.09825,0.0559999999999999,0.0519999999999999,0.0509999999999999,0.04575,0.04875,0.14725,0.0399999999999999,0.0439999999999999,0.0215,0.062,0.0519999999999999,0.0197499999999999
"Hunter, The (1980)",0.93775,0.796,0.478,0.796,0.63825,0.7385,0.8067500000000001,0.8067500000000001,0.74775,0.51825,0.74275,0.44425,0.51975,0.3662499999999999,0.32475,0.3615,0.65375,0.3375,0.3615,0.3027499999999999,0.29225,0.65475,0.5665,0.3435,0.3205,0.4245,0.3505,0.3095,0.14075,0.45275,0.526,0.61725,0.26775,0.421,0.2614999999999999,0.28925,0.17675,0.25325,0.33125,0.26475,0.186,0.11875,0.67275,0.3305,0.09975,0.1205,0.2012499999999999,0.33975,0.2917499999999999,0.1962499999999999,0.301,0.11325,0.21375,0.1997499999999999,0.15975,0.25825,0.18,0.15775,0.208,0.3085,0.14075,0.04925,0.087,0.2564999999999999,0.4205,0.0645,0.05625,0.136,0.0797499999999999,0.1589999999999999,0.1435,0.03775,0.1972499999999999,0.1569999999999999,0.04175,0.2385,0.0334999999999999,0.1139999999999999,0.05625,0.10075,0.1352499999999999,0.1684999999999999,0.1059999999999999,0.1302499999999999,0.0509999999999999,0.11525,0.0717499999999999,0.2945,0.393,0.1935,0.22325,0.0795,0.09125,0.05725,0.1765,0.09,0.66025,0.12325,0.1609999999999999,0.1515,0.071,0.2299999999999999,0.17225,0.10275,0.05575,0.1367499999999999,0.12375,0.0817499999999999,0.0954999999999999,0.05125,0.1312499999999999,0.15875,0.2199999999999999,0.362,0.174,0.3229999999999999,0.16025,0.0707499999999999,0.079,0.1285,0.03775,0.0757499999999999,0.21975,0.078,0.05875,0.05725,0.242,0.04175,0.1257499999999999,0.8302499999999999,0.05925,0.14625,0.2055,0.476,0.0277499999999999,0.0494999999999999,0.0817499999999999,0.0725,0.12175,0.05375,0.0747499999999999,0.1149999999999999,0.10225,0.05775,0.0479999999999999,0.05175,0.0275,0.064,0.022
