movieId,original,very funny,weird,light,good,absurd,quirky,culture clash,runaway,farce,melancholic,greed,dialogue,betrayal,drama,mentor,independent film,vengeance,predictable,catastrophe,pornography,fun movie,chase,adaptation,drinking,life philosophy,creativity,fantasy world,dysfunctional family,life & death,fight scenes,writers,sexy,unlikely friendships,weapons,transformation,first contact,death,family,underrated,nudity (full frontal - brief),childhood,stereotypes,multiple storylines,queer,teen movie,surveillance,prejudice,not funny,alter ego,classic car,british,islam,stand-up comedy,hotel,doctors,road movie,hospital,pulp,computer animation,workplace,women,california,addiction,stoner movie,good music,nudity (topless - brief),new jersey,small town,censorship,irish accent,ensemble cast,sacrifice,foul language,period piece,divorce,camp,directorial debut,brothers,mad scientist,alternate history,film noir,dreams,awesome soundtrack,simple,internet,notable nudity,new york city,buddy movie,nudity (rear),unlikeable characters,1930s,80s,wartime,too long,memory,survival,hip hop,wilderness,bollywood,prison,tokyo,atheism,blindness,radio,reality tv,indians,kidnapping,adoption,los angeles,robert downey jr,island,no plot,wine,shopping,cancer,russian,texas,interracial romance,french,finnish,god,australia,race,lawyer,best of 2005,homeless,time,ghosts/afterlife,desert,immortality,fashion,kick-butt women,documentary,made for tv,san francisco,father daughter relationship,potential oscar nom,prostitution,hunting,goth,graphic novel,rebellion,oil,snakes,too short,remake,trilogy,single father
Pee-wee's Big Adventure (1985),0.8805000000000001,0.8514999999999999,0.969,0.88775,0.88775,0.86025,0.969,0.579,0.635,0.62725,0.6475,0.61225,0.88775,0.29325,0.364,0.37725,0.29125,0.297,0.61,0.397,0.24925,0.735,0.53425,0.4077499999999999,0.21925,0.33025,0.62125,0.50725,0.2827499999999999,0.21,0.1957499999999999,0.28625,0.151,0.27275,0.2365,0.28425,0.24325,0.149,0.3635,0.1895,0.16125,0.71275,0.12075,0.26,0.373,0.18025,0.0845,0.0657499999999999,0.199,0.2145,0.1967499999999999,0.11975,0.1195,0.10175,0.258,0.25775,0.8480000000000001,0.2445,0.3482499999999999,0.3635,0.1902499999999999,0.09025,0.3345,0.05625,0.1982499999999999,0.2199999999999999,0.11625,0.10525,0.1805,0.078,0.0797499999999999,0.0627499999999999,0.0845,0.08875,0.0735,0.0722499999999999,0.22475,0.48675,0.154,0.136,0.091,0.14275,0.4455,0.2199999999999999,0.30625,0.0509999999999999,0.05675,0.0645,0.1024999999999999,0.05225,0.1205,0.0732499999999999,0.2985,0.0615,0.0777499999999999,0.128,0.0584999999999999,0.0827499999999999,0.0805,0.0625,0.09325,0.12275,0.06075,0.0915,0.063,0.03725,0.0509999999999999,0.15125,0.3525,0.0672499999999999,0.05675,0.05525,0.04975,0.0857499999999999,0.1215,0.03375,0.03075,0.2997499999999999,0.0282499999999999,0.0534999999999999,0.031,0.03675,0.063,0.04825,0.0175,0.05225,0.11575,0.09,0.1425,0.1255,0.05125,0.05225,0.0484999999999999,0.05675,0.0559999999999999,0.0429999999999999,0.0329999999999999,0.0855,0.0499999999999999,0.0647499999999999,0.077,0.031,0.0954999999999999,0.06225,0.35375,0.019,0.0165,0.0384999999999999,0.0157499999999999
Small Time Crooks (2000),0.72725,0.88025,0.57925,0.5705,0.57925,0.52525,0.3924999999999999,0.5705,0.39775,0.62325,0.4815,0.72775,0.537,0.4469999999999999,0.4469999999999999,0.60275,0.71925,0.3462499999999999,0.55775,0.50375,0.254,0.557,0.37375,0.354,0.28425,0.41025,0.5055,0.26775,0.18225,0.25625,0.2175,0.3359999999999999,0.1619999999999999,0.23725,0.16825,0.26125,0.21925,0.14525,0.1365,0.3522499999999999,0.2304999999999999,0.1579999999999999,0.1735,0.156,0.1275,0.1089999999999999,0.1272499999999999,0.11125,0.20475,0.1895,0.1855,0.15425,0.3285,0.08675,0.274,0.15125,0.1714999999999999,0.1245,0.17975,0.14525,0.18,0.1342499999999999,0.1555,0.068,0.10075,0.0775,0.0835,0.522,0.2415,0.0705,0.135,0.2704999999999999,0.1397499999999999,0.0974999999999999,0.1362499999999999,0.1982499999999999,0.09625,0.089,0.10025,0.1215,0.12225,0.16075,0.2055,0.0775,0.2007499999999999,0.17675,0.0702499999999999,0.23125,0.09225,0.1292499999999999,0.1312499999999999,0.187,0.0677499999999999,0.0707499999999999,0.1285,0.1019999999999999,0.1004999999999999,0.0745,0.118,0.0727499999999999,0.09975,0.1134999999999999,0.0627499999999999,0.1079999999999999,0.0835,0.0549999999999999,0.0772499999999999,0.0989999999999999,0.0795,0.05875,0.09,0.1327499999999999,0.1942499999999999,0.24875,0.2977499999999999,0.0449999999999999,0.0519999999999999,0.05825,0.04675,0.0692499999999999,0.0665,0.04575,0.061,0.05075,0.072,0.0712499999999999,0.0822499999999999,0.11175,0.0464999999999999,0.063,0.05025,0.0757499999999999,0.0685,0.05525,0.03975,0.04725,0.05475,0.0579999999999999,0.0672499999999999,0.04325,0.04075,0.0237499999999999,0.03275,0.0802499999999999,0.0334999999999999,0.0287499999999999,0.04075,0.0494999999999999,0.0389999999999999
Soapdish (1991),0.73975,0.8460000000000001,0.4425,0.44625,0.673,0.67525,0.244,0.56325,0.47175,0.7725,0.40625,0.29225,0.50525,0.4479999999999999,0.62925,0.4237499999999999,0.21625,0.38925,0.33925,0.432,0.2554999999999999,0.59675,0.293,0.435,0.312,0.28225,0.21125,0.3329999999999999,0.2345,0.179,0.272,0.4125,0.2544999999999999,0.1525,0.245,0.3605,0.24575,0.1895,0.22875,0.3492499999999999,0.17275,0.178,0.1689999999999999,0.2339999999999999,0.18025,0.1579999999999999,0.288,0.1327499999999999,0.23525,0.4395,0.16825,0.21475,0.09575,0.08825,0.242,0.3395,0.068,0.23075,0.14,0.2035,0.08925,0.132,0.11475,0.25475,0.08625,0.06225,0.10725,0.3155,0.1257499999999999,0.0795,0.1124999999999999,0.7405,0.149,0.0667499999999999,0.40025,0.0677499999999999,0.2002499999999999,0.09625,0.11525,0.17375,0.17925,0.09225,0.0722499999999999,0.10925,0.077,0.11525,0.13,0.0632499999999999,0.05025,0.0974999999999999,0.0529999999999999,0.1332499999999999,0.11175,0.079,0.10075,0.1455,0.074,0.0755,0.08875,0.1805,0.0775,0.075,0.068,0.1009999999999999,0.1257499999999999,0.55375,0.0755,0.0682499999999999,0.05525,0.0414999999999999,0.96425,0.0842499999999999,0.1599999999999999,0.0275,0.1175,0.05775,0.0772499999999999,0.0474999999999999,0.09475,0.03375,0.03875,0.0645,0.0399999999999999,0.09525,0.062,0.03775,0.1765,0.1735,0.0795,0.0255,0.1039999999999999,0.1415,0.0667499999999999,0.0267499999999999,0.1307499999999999,0.0647499999999999,0.06125,0.0339999999999999,0.04975,0.05675,0.0742499999999999,0.0237499999999999,0.0305,0.04775,0.05175,0.0305,0.0267499999999999,0.0449999999999999,0.0389999999999999
Trixie (2000),0.74,0.424,0.55025,0.56125,0.491,0.56125,0.9215,0.491,0.3485,0.204,0.51925,0.4745,0.7797499999999999,0.4745,0.491,0.479,0.33275,0.4095,0.62425,0.40925,0.4459999999999999,0.288,0.2624999999999999,0.32925,0.1134999999999999,0.4365,0.2877499999999999,0.37875,0.23275,0.4117499999999999,0.26075,0.375,0.556,0.1609999999999999,0.187,0.17925,0.255,0.259,0.1654999999999999,0.1735,0.1689999999999999,0.124,0.18025,0.27075,0.15475,0.15175,0.11475,0.12225,0.26425,0.1405,0.18475,0.0989999999999999,0.1674999999999999,0.1375,0.1892499999999999,0.1034999999999999,0.123,0.14325,0.24575,0.2194999999999999,0.133,0.11775,0.2835,0.04775,0.1267499999999999,0.062,0.1659999999999999,0.308,0.1029999999999999,0.087,0.1865,0.11575,0.1114999999999999,0.0414999999999999,0.1195,0.0777499999999999,0.152,0.0615,0.0635,0.12225,0.10275,0.3135,0.0782499999999999,0.09125,0.0662499999999999,0.10625,0.1044999999999999,0.0722499999999999,0.03425,0.35575,0.0645,0.0695,0.07,0.0712499999999999,0.131,0.133,0.0627499999999999,0.1084999999999999,0.05025,0.11475,0.10925,0.11075,0.0752499999999999,0.1059999999999999,0.0514999999999999,0.03075,0.0444999999999999,0.0519999999999999,0.0665,0.04175,0.0605,0.05975,0.16525,0.03725,0.0262499999999999,0.0349999999999999,0.0595,0.0742499999999999,0.06,0.0449999999999999,0.03975,0.04575,0.0439999999999999,0.0399999999999999,0.0584999999999999,0.0222499999999999,0.0519999999999999,0.0469999999999999,0.0632499999999999,0.0364999999999999,0.04825,0.1485,0.0775,0.04875,0.0444999999999999,0.05475,0.0464999999999999,0.0787499999999999,0.0394999999999999,0.0354999999999999,0.0842499999999999,0.0439999999999999,0.02,0.013,0.03575,0.0324999999999999,0.0895,0.0359999999999999,0.03
What About Bob? (1991),0.8614999999999999,0.93425,0.72225,0.861,0.6695,0.64825,0.76925,0.5905,0.62975,0.82975,0.6785,0.6785,0.638,0.47175,0.47175,0.51,0.299,0.3754999999999999,0.558,0.4822499999999999,0.1902499999999999,0.5835,0.58775,0.4585,0.26625,0.30225,0.35875,0.191,0.651,0.247,0.22125,0.3502499999999999,0.14375,0.57825,0.1965,0.21275,0.24575,0.28725,0.661,0.3542499999999999,0.2085,0.396,0.211,0.2007499999999999,0.134,0.0954999999999999,0.1599999999999999,0.14175,0.2314999999999999,0.1932499999999999,0.202,0.1307499999999999,0.10925,0.08,0.14075,0.8707499999999999,0.302,0.547,0.1372499999999999,0.15725,0.1569999999999999,0.11875,0.1455,0.1265,0.0845,0.14825,0.22275,0.147,0.1415,0.0742499999999999,0.1644999999999999,0.072,0.14175,0.1485,0.11575,0.26975,0.0752499999999999,0.1205,0.177,0.25675,0.1885,0.09175,0.09025,0.1352499999999999,0.187,0.1014999999999999,0.1139999999999999,0.1495,0.2714999999999999,0.11375,0.10675,0.04675,0.0494999999999999,0.0787499999999999,0.10625,0.2375,0.073,0.0584999999999999,0.0695,0.04825,0.0802499999999999,0.0725,0.1009999999999999,0.10725,0.09675,0.0667499999999999,0.0702499999999999,0.0847499999999999,0.31125,0.0715,0.065,0.0852499999999999,0.0404999999999999,0.0722499999999999,0.0489999999999999,0.149,0.03825,0.05125,0.065,0.04025,0.0257499999999999,0.0504999999999999,0.0404999999999999,0.05175,0.0702499999999999,0.09125,0.06,0.182,0.068,0.04225,0.04275,0.0444999999999999,0.05175,0.028,0.05425,0.0825,0.0645,0.06225,0.0409999999999999,0.0489999999999999,0.05475,0.023,0.03475,0.0662499999999999,0.04425,0.03875,0.03525,0.0247499999999999,0.0795
Saving Grace (2000),0.74075,0.9545,0.64525,0.68625,0.72525,0.4034999999999999,0.50525,0.68625,0.434,0.6625,0.37975,0.46875,0.4267499999999999,0.346,0.503,0.58375,0.2495,0.31375,0.414,0.608,0.2075,0.541,0.51925,0.36775,0.3175,0.293,0.37825,0.379,0.2239999999999999,0.1905,0.2604999999999999,0.3854999999999999,0.23475,0.347,0.173,0.30525,0.26125,0.29325,0.303,0.2905,0.18175,0.303,0.26475,0.217,0.251,0.25525,0.3085,0.4317499999999999,0.21775,0.1629999999999999,0.15625,0.915,0.1937499999999999,0.082,0.16075,0.29625,0.2017499999999999,0.1887499999999999,0.1342499999999999,0.2027499999999999,0.119,0.25675,0.08925,0.4745,0.4217499999999999,0.1505,0.11175,0.08925,0.4842499999999999,0.0949999999999999,0.31,0.31825,0.2075,0.1039999999999999,0.915,0.10725,0.09075,0.11525,0.1245,0.09025,0.211,0.09,0.125,0.14925,0.26175,0.0969999999999999,0.1235,0.04975,0.08675,0.15525,0.067,0.20625,0.0569999999999999,0.2259999999999999,0.1267499999999999,0.182,0.085,0.0632499999999999,0.088,0.25525,0.085,0.1124999999999999,0.18725,0.1755,0.17325,0.03375,0.1245,0.05325,0.09225,0.022,0.05375,0.197,0.14425,0.0925,0.31325,0.078,0.14125,0.03075,0.1034999999999999,0.151,0.071,0.0534999999999999,0.1735,0.121,0.17925,0.0632499999999999,0.05125,0.086,0.15425,0.05225,0.05775,0.08875,0.06125,0.03375,0.05875,0.0637499999999999,0.1785,0.083,0.0444999999999999,0.03125,0.0314999999999999,0.03175,0.0939999999999999,0.0489999999999999,0.0389999999999999,0.04575,0.04675,0.06075,0.1355
Cecil B. DeMented (2000),0.764,0.515,0.8245,0.51875,0.41825,0.776,0.7677499999999999,0.478,0.532,0.372,0.37625,0.3705,0.4942499999999999,0.415,0.3295,0.39,0.984,0.415,0.67075,0.411,0.7575000000000001,0.34975,0.27975,0.34975,0.16425,0.32075,0.21875,0.3482499999999999,0.29,0.1985,0.27475,0.25775,0.263,0.1367499999999999,0.2604999999999999,0.2355,0.2254999999999999,0.2284999999999999,0.1639999999999999,0.31375,0.2145,0.1604999999999999,0.4054999999999999,0.2897499999999999,0.51425,0.27575,0.0905,0.14875,0.25,0.177,0.193,0.1044999999999999,0.10675,0.08875,0.1225,0.076,0.135,0.11975,0.178,0.16575,0.0637499999999999,0.15425,0.25025,0.191,0.10675,0.09875,0.14925,0.1545,0.1317499999999999,0.618,0.18125,0.12025,0.10075,0.0745,0.0692499999999999,0.0409999999999999,0.51875,0.141,0.148,0.51875,0.1079999999999999,0.10275,0.09475,0.1725,0.04775,0.1654999999999999,0.0999999999999999,0.04025,0.04225,0.10575,0.1985,0.0777499999999999,0.0787499999999999,0.0479999999999999,0.1272499999999999,0.05425,0.0642499999999999,0.2007499999999999,0.0852499999999999,0.09725,0.0765,0.0752499999999999,0.08775,0.063,0.04575,0.0959999999999999,0.1669999999999999,0.5865,0.0747499999999999,0.06225,0.04175,0.10075,0.0725,0.0215,0.0242499999999999,0.0464999999999999,0.04825,0.133,0.12275,0.0449999999999999,0.0469999999999999,0.14675,0.076,0.068,0.0185,0.0434999999999999,0.0409999999999999,0.0282499999999999,0.0354999999999999,0.1302499999999999,0.0747499999999999,0.10175,0.155,0.05325,0.0574999999999999,0.03875,0.0374999999999999,0.04475,0.06225,0.0282499999999999,0.0805,0.05175,0.174,0.0202499999999999,0.0737499999999999,0.0252499999999999,0.03975,0.03775,0.0167499999999999
"Original Kings of Comedy, The (2000)",0.7582500000000001,0.9395,0.47775,0.61975,0.40625,0.2375,0.30425,0.47775,0.47775,0.8247500000000001,0.4265,0.47775,0.35,0.3585,0.47775,0.4702499999999999,0.29225,0.49575,0.4539999999999999,0.4345,0.4465,0.22175,0.3045,0.33125,0.29225,0.2885,0.2997499999999999,0.288,0.4054999999999999,0.2877499999999999,0.26825,0.141,0.1765,0.1669999999999999,0.1714999999999999,0.2554999999999999,0.21875,0.2279999999999999,0.2219999999999999,0.25775,0.3814999999999999,0.2005,0.74225,0.18275,0.16475,0.14,0.121,0.43725,0.1892499999999999,0.2115,0.17075,0.11075,0.35075,0.9895,0.10975,0.1054999999999999,0.11325,0.2524999999999999,0.1574999999999999,0.195,0.0885,0.1992499999999999,0.1375,0.175,0.2194999999999999,0.1069999999999999,0.18075,0.1205,0.08825,0.1972499999999999,0.152,0.064,0.16125,0.25,0.08875,0.0969999999999999,0.1144999999999999,0.1235,0.2185,0.0665,0.12125,0.29225,0.08,0.0989999999999999,0.0842499999999999,0.1962499999999999,0.1629999999999999,0.075,0.072,0.17025,0.076,0.09125,0.0665,0.0705,0.1584999999999999,0.0847499999999999,0.16975,0.62425,0.0737499999999999,0.0625,0.1024999999999999,0.181,0.09875,0.1175,0.133,0.1402499999999999,0.0787499999999999,0.05825,0.09525,0.0434999999999999,0.0499999999999999,0.11275,0.05925,0.1315,0.04625,0.064,0.04525,0.131,0.12,0.04825,0.0605,0.21525,0.0474999999999999,0.2827499999999999,0.0685,0.0722499999999999,0.201,0.04675,0.075,0.0494999999999999,0.0579999999999999,0.0727499999999999,0.10275,0.17025,0.0579999999999999,0.185,0.076,0.06025,0.0632499999999999,0.0675,0.062,0.1639999999999999,0.0717499999999999,0.04575,0.0559999999999999,0.03075,0.03975,0.0509999999999999,0.0364999999999999
Cat Ballou (1965),0.70725,0.8214999999999999,0.683,0.654,0.683,0.4137499999999999,0.2495,0.845,0.683,0.53775,0.5125,0.4855,0.654,0.66775,0.683,0.56,0.29,0.718,0.32275,0.4337499999999999,0.24675,0.746,0.413,0.40175,0.54825,0.2997499999999999,0.3289999999999999,0.26,0.15525,0.23375,0.258,0.1124999999999999,0.49,0.24125,0.258,0.42125,0.23025,0.2837499999999999,0.3239999999999999,0.1925,0.2189999999999999,0.547,0.21025,0.11075,0.20975,0.25225,0.1614999999999999,0.22925,0.26225,0.2005,0.309,0.2224999999999999,0.185,0.0812499999999999,0.1205,0.135,0.193,0.1295,0.369,0.3239999999999999,0.0775,0.1995,0.1987499999999999,0.0682499999999999,0.11525,0.2145,0.12325,0.0742499999999999,0.15,0.141,0.1745,0.0344999999999999,0.18025,0.1064999999999999,0.216,0.11275,0.17275,0.08825,0.2817499999999999,0.15575,0.15575,0.1129999999999999,0.1382499999999999,0.2145,0.15575,0.0767499999999999,0.10175,0.1009999999999999,0.1104999999999999,0.1159999999999999,0.04025,0.2239999999999999,0.1345,0.10775,0.122,0.1347499999999999,0.0737499999999999,0.04175,0.16675,0.0747499999999999,0.14525,0.09125,0.067,0.1029999999999999,0.10025,0.0277499999999999,0.6585,0.0647499999999999,0.09325,0.04425,0.06,0.11275,0.077,0.0692499999999999,0.04075,0.1255,0.05125,0.1405,0.1302499999999999,0.0574999999999999,0.0369999999999999,0.0534999999999999,0.068,0.08975,0.1785,0.0847499999999999,0.0675,0.21225,0.0737499999999999,0.1335,0.146,0.07,0.07,0.0282499999999999,0.0429999999999999,0.0652499999999999,0.0635,0.0544999999999999,0.082,0.1099999999999999,0.0439999999999999,0.0717499999999999,0.09775,0.04075,0.0925,0.03075,0.0245,0.04175,0.08
Nurse Betty (2000),0.8202499999999999,0.5475,0.91425,0.5,0.538,0.47875,0.8779999999999999,0.538,0.538,0.5145,0.56925,0.538,0.5895,0.8572500000000001,0.538,0.4735,0.3622499999999999,0.8572500000000001,0.3445,0.4105,0.3854999999999999,0.28525,0.4439999999999999,0.41125,0.3415,0.3495,0.2937499999999999,0.593,0.4125,0.1629999999999999,0.2314999999999999,0.58075,0.27775,0.177,0.24175,0.247,0.23875,0.3279999999999999,0.20425,0.2365,0.1495,0.203,0.24775,0.37275,0.297,0.15075,0.1345,0.11975,0.24175,0.26225,0.17075,0.15575,0.11975,0.12325,0.1987499999999999,0.2504999999999999,0.353,0.4014999999999999,0.2219999999999999,0.201,0.28825,0.23975,0.3295,0.3502499999999999,0.0792499999999999,0.1245,0.0702499999999999,0.153,0.4185,0.0757499999999999,0.1935,0.33475,0.1064999999999999,0.7125,0.1089999999999999,0.29225,0.087,0.11425,0.0807499999999999,0.0539999999999999,0.0989999999999999,0.14625,0.33675,0.09825,0.10125,0.085,0.04975,0.09025,0.11575,0.089,0.2554999999999999,0.0712499999999999,0.05825,0.071,0.0855,0.0935,0.0635,0.1054999999999999,0.05175,0.09625,0.0825,0.0682499999999999,0.072,0.15325,0.0584999999999999,0.16975,0.1069999999999999,0.06225,0.1957499999999999,0.3195,0.184,0.03975,0.118,0.16475,0.0657499999999999,0.04525,0.0399999999999999,0.0725,0.0727499999999999,0.04425,0.04125,0.04575,0.0349999999999999,0.0499999999999999,0.118,0.10475,0.0752499999999999,0.0235,0.0725,0.03825,0.04525,0.091,0.05475,0.0359999999999999,0.05275,0.0795,0.04175,0.09225,0.0534999999999999,0.0379999999999999,0.0775,0.15275,0.03725,0.03675,0.03125,0.03075,0.03625,0.0399999999999999,0.026
Best in Show (2000),0.8545,0.89575,0.80125,0.7615000000000001,0.891,0.8972500000000001,0.80125,0.8895,0.59925,0.89575,0.8895,0.6165,0.67525,0.5485,0.891,0.38,0.4365,0.41325,0.32225,0.42325,0.45075,0.2564999999999999,0.3129999999999999,0.39875,0.5125,0.33525,0.25075,0.274,0.395,0.3315,0.1885,0.3672499999999999,0.294,0.30225,0.20725,0.25925,0.1755,0.294,0.257,0.4155,0.26975,0.1589999999999999,0.46575,0.361,0.5845,0.2329999999999999,0.1725,0.29925,0.121,0.17275,0.16975,0.363,0.2329999999999999,0.131,0.3672499999999999,0.14625,0.1725,0.20725,0.122,0.1335,0.1952499999999999,0.1435,0.16125,0.235,0.12375,0.192,0.14075,0.18725,0.298,0.217,0.271,0.603,0.11825,0.183,0.1024999999999999,0.12025,0.1649999999999999,0.202,0.14175,0.081,0.08775,0.1315,0.1094999999999999,0.16425,0.0979999999999999,0.074,0.0534999999999999,0.0655,0.1922499999999999,0.06,0.1992499999999999,0.0817499999999999,0.0695,0.1149999999999999,0.066,0.0832499999999999,0.0885,0.0792499999999999,0.11025,0.11725,0.10625,0.0787499999999999,0.15125,0.1169999999999999,0.1362499999999999,0.2534999999999999,0.0625,0.0795,0.17375,0.05875,0.1917499999999999,0.0434999999999999,0.1124999999999999,0.11475,0.0292499999999999,0.11125,0.0695,0.09675,0.091,0.03825,0.0584999999999999,0.05825,0.0792499999999999,0.0735,0.1129999999999999,0.0852499999999999,0.0812499999999999,0.03125,0.087,0.0434999999999999,0.0314999999999999,0.084,0.0822499999999999,0.215,0.1049999999999999,0.05625,0.0705,0.1285,0.04325,0.0687499999999999,0.071,0.0464999999999999,0.0464999999999999,0.0757499999999999,0.0662499999999999,0.03075,0.0165,0.04275,0.0155
Bamboozled (2000),0.802,0.3085,0.60925,0.4439999999999999,0.4435,0.8340000000000001,0.295,0.60925,0.698,0.1942499999999999,0.47675,0.60925,0.6145,0.60975,0.60925,0.4157499999999999,0.533,0.60975,0.45225,0.40725,0.698,0.3005,0.211,0.4205,0.33325,0.258,0.25675,0.3239999999999999,0.351,0.4024999999999999,0.37975,0.44725,0.2259999999999999,0.187,0.201,0.21425,0.258,0.28325,0.2465,0.29125,0.25025,0.16825,0.8425,0.215,0.40175,0.1367499999999999,0.141,0.96525,0.297,0.2634999999999999,0.17625,0.1355,0.4715,0.18725,0.1004999999999999,0.175,0.1164999999999999,0.1455,0.15425,0.17575,0.3115,0.3025,0.15375,0.48275,0.17375,0.1139999999999999,0.15975,0.298,0.1114999999999999,0.698,0.10775,0.1415,0.204,0.4509999999999999,0.10725,0.08775,0.1659999999999999,0.147,0.1104999999999999,0.10275,0.16925,0.2955,0.1049999999999999,0.1139999999999999,0.0969999999999999,0.27925,0.0464999999999999,0.14125,0.0539999999999999,0.11825,0.1835,0.143,0.084,0.1972499999999999,0.1144999999999999,0.10475,0.10075,0.7015,0.0852499999999999,0.0847499999999999,0.145,0.1164999999999999,0.1034999999999999,0.078,0.1664999999999999,0.3345,0.0737499999999999,0.0275,0.083,0.0657499999999999,0.3289999999999999,0.0632499999999999,0.0702499999999999,0.0389999999999999,0.03625,0.05525,0.0459999999999999,0.0762499999999999,0.1465,0.04575,0.03,0.09275,0.03725,0.14725,0.0662499999999999,0.0717499999999999,0.2085,0.03525,0.03725,0.04525,0.05925,0.0732499999999999,0.1674999999999999,0.08775,0.11325,0.05425,0.04075,0.1272499999999999,0.0777499999999999,0.0334999999999999,0.0842499999999999,0.1195,0.184,0.0295,0.03775,0.029,0.0242499999999999,0.088,0.0384999999999999
I'm Gonna Git You Sucka (1988),0.72525,0.93925,0.7777499999999999,0.847,0.6905,0.99425,0.65875,0.7502500000000001,0.6905,0.93925,0.7502500000000001,0.42025,0.6905,0.3592499999999999,0.591,0.72125,0.3125,0.6125,0.9635,0.417,0.3665,0.50525,0.534,0.2987499999999999,0.2339999999999999,0.18,0.2977499999999999,0.3037499999999999,0.1292499999999999,0.286,0.3319999999999999,0.1375,0.27725,0.1725,0.4982499999999999,0.2594999999999999,0.244,0.527,0.2027499999999999,0.44425,0.28325,0.25125,0.50175,0.11975,0.24125,0.2837499999999999,0.3035,0.3525,0.1195,0.24475,0.1987499999999999,0.18,0.15325,0.28325,0.083,0.0702499999999999,0.09275,0.1644999999999999,0.17425,0.12025,0.09675,0.09825,0.1362499999999999,0.18425,0.349,0.3125,0.2264999999999999,0.16125,0.09425,0.1714999999999999,0.1315,0.0935,0.16275,0.1054999999999999,0.10775,0.03475,0.142,0.33975,0.45725,0.14075,0.1049999999999999,0.16925,0.077,0.3125,0.08625,0.063,0.1855,0.074,0.1332499999999999,0.0605,0.0632499999999999,0.1004999999999999,0.3645,0.073,0.1375,0.1109999999999999,0.0765,0.545,0.1342499999999999,0.0687499999999999,0.16425,0.08725,0.0984999999999999,0.123,0.0657499999999999,0.1342499999999999,0.148,0.12075,0.0479999999999999,0.0825,0.0807499999999999,0.08675,0.0747499999999999,0.0227499999999999,0.0404999999999999,0.0737499999999999,0.0695,0.0767499999999999,0.16475,0.03175,0.059,0.0984999999999999,0.0812499999999999,0.077,0.0409999999999999,0.065,0.0605,0.11975,0.0434999999999999,0.059,0.0657499999999999,0.14125,0.0984999999999999,0.0554999999999999,0.0885,0.04775,0.0404999999999999,0.03625,0.04275,0.066,0.05475,0.061,0.0974999999999999,0.0687499999999999,0.05375,0.0637499999999999,0.03,0.09075,0.0142499999999999
Eddie Murphy Raw (1987),0.7725,0.91175,0.544,0.72175,0.617,0.72175,0.213,0.55025,0.617,0.875,0.516,0.536,0.617,0.55025,0.55025,0.516,0.27,0.68675,0.2925,0.45925,0.5395,0.28925,0.4305,0.3435,0.36975,0.33025,0.359,0.26625,0.22675,0.4067499999999999,0.31825,0.1365,0.41425,0.17475,0.195,0.2947499999999999,0.2012499999999999,0.2674999999999999,0.212,0.22925,0.5075,0.4145,0.408,0.2299999999999999,0.21275,0.187,0.178,0.4167499999999999,0.1977499999999999,0.22325,0.25175,0.127,0.22825,0.99575,0.12475,0.1649999999999999,0.1302499999999999,0.238,0.137,0.212,0.0885,0.4237499999999999,0.1755,0.1775,0.3542499999999999,0.18225,0.31425,0.12,0.074,0.5165,0.17175,0.05575,0.2415,0.249,0.1129999999999999,0.405,0.175,0.15925,0.15525,0.10625,0.1684999999999999,0.1049999999999999,0.0939999999999999,0.133,0.1659999999999999,0.0974999999999999,0.3225,0.2219999999999999,0.1654999999999999,0.12225,0.04825,0.076,0.37,0.1029999999999999,0.239,0.10025,0.0735,0.0645,0.134,0.0852499999999999,0.11225,0.218,0.15325,0.15775,0.069,0.091,0.09775,0.064,0.0632499999999999,0.0742499999999999,0.0615,0.0832499999999999,0.029,0.0232499999999999,0.0637499999999999,0.16925,0.0454999999999999,0.0795,0.1445,0.0369999999999999,0.2015,0.1292499999999999,0.0534999999999999,0.25625,0.06075,0.08675,0.05325,0.1825,0.09475,0.07,0.0695,0.0267499999999999,0.09175,0.0524999999999999,0.10425,0.0775,0.08675,0.0707499999999999,0.09575,0.06075,0.05025,0.11775,0.1297499999999999,0.0409999999999999,0.075,0.0275,0.0504999999999999,0.05925,0.031
