movieId,predictable,original,weapons,fight scenes,vengeance,betrayal,teen movie,runaway,good,first contact,catastrophe,mentor,death,weird,chase,pornography,fantasy world,remake,dialogue,culture clash,adaptation,family,drama,greed,light,melancholic,not funny,very funny,fun movie,life philosophy,sexy,life & death,hospital,nudity (full frontal - brief),camp,transformation,mad scientist,writers,stereotypes,internet,creativity,quirky,pulp,dysfunctional family,absurd,computer animation,survival,sacrifice,multiple storylines,independent film,classic car,immortality,alter ego,drinking,women,surveillance,doctors,childhood,unlikely friendships,unlikeable characters,queer,new jersey,goth,farce,kidnapping,god,underrated,dreams,island,california,memory,too long,road movie,irish accent,notable nudity,nudity (rear),80s,small town,graphic novel,censorship,awesome soundtrack,alternate history,blindness,reality tv,prejudice,no plot,hip hop,ghosts/afterlife,film noir,islam,hotel,nudity (topless - brief),atheism,stand-up comedy,adoption,trilogy,stoner movie,prison,british,simple,kick-butt women,tokyo,divorce,addiction,bollywood,shopping,period piece,good music,snakes,made for tv,indians,foul language,new york city,brothers,fashion,workplace,texas,los angeles,cancer,wilderness,single father,wartime,interracial romance,too short,directorial debut,desert,race,radio,best of 2005,finnish,ensemble cast,homeless,san francisco,russian,time,robert downey jr,hunting,lawyer,1930s,prostitution,australia,buddy movie,potential oscar nom,father daughter relationship,wine,rebellion,oil,french,documentary
I Saw What You Did (1965),0.52175,0.716,0.2654999999999999,0.3455,0.34075,0.9515,0.95425,0.629,0.42425,0.34675,0.4367499999999999,0.43,0.23225,0.473,0.59625,0.5385,0.22925,0.25325,0.32975,0.4357499999999999,0.31825,0.38125,0.27825,0.3325,0.356,0.3595,0.386,0.22575,0.7015,0.293,0.708,0.2045,0.23875,0.17975,0.6005,0.2264999999999999,0.356,0.1425,0.276,0.4257499999999999,0.24125,0.177,0.51475,0.16375,0.1365,0.23275,0.08925,0.1205,0.1875,0.21175,0.24075,0.05025,0.16275,0.387,0.2299999999999999,0.39025,0.1302499999999999,0.2837499999999999,0.15275,0.0454999999999999,0.1555,0.1009999999999999,0.0419999999999999,0.08975,0.15575,0.04625,0.1942499999999999,0.0752499999999999,0.172,0.39575,0.1912499999999999,0.20475,0.21,0.2574999999999999,0.0662499999999999,0.08775,0.2204999999999999,0.0885,0.0162499999999999,0.06125,0.0905,0.1267499999999999,0.12225,0.03075,0.142,0.08725,0.1205,0.0207499999999999,0.245,0.071,0.1485,0.14375,0.061,0.0549999999999999,0.0807499999999999,0.0349999999999999,0.07,0.0797499999999999,0.0637499999999999,0.17525,0.3027499999999999,0.0534999999999999,0.17125,0.0695,0.11125,0.2614999999999999,0.0595,0.1887499999999999,0.12325,0.1915,0.1465,0.11075,0.0635,0.08925,0.26025,0.0414999999999999,0.0584999999999999,0.1074999999999999,0.0489999999999999,0.0727499999999999,0.05025,0.0797499999999999,0.192,0.1029999999999999,0.06075,0.08825,0.0802499999999999,0.1285,0.0185,0.0544999999999999,0.04375,0.06125,0.1352499999999999,0.0489999999999999,0.0419999999999999,0.0579999999999999,0.06075,0.08875,0.0419999999999999,0.0747499999999999,0.0707499999999999,0.03775,0.2375,0.05075,0.0242499999999999,0.0359999999999999,0.04725,0.0409999999999999,0.0215
For Love of the Game (1999),0.68525,0.69925,0.602,0.68525,0.51,0.55125,0.636,0.3632499999999999,0.933,0.5245,0.698,0.829,0.1609999999999999,0.4435,0.4525,0.1987499999999999,0.3874999999999999,0.1315,0.62175,0.58925,0.2935,0.3442499999999999,0.503,0.3595,0.25125,0.49475,0.4067499999999999,0.243,0.50275,0.3672499999999999,0.25475,0.374,0.2269999999999999,0.1835,0.11075,0.3395,0.1965,0.23875,0.2199999999999999,0.37175,0.22175,0.1505,0.1584999999999999,0.15075,0.086,0.1835,0.12075,0.41225,0.18625,0.26175,0.2324999999999999,0.1579999999999999,0.23625,0.155,0.1395,0.1347499999999999,0.1885,0.296,0.3077499999999999,0.0424999999999999,0.1277499999999999,0.2135,0.023,0.0524999999999999,0.0314999999999999,0.0984999999999999,0.256,0.0939999999999999,0.23225,0.241,0.1245,0.22125,0.1099999999999999,0.265,0.14,0.1277499999999999,0.1515,0.18525,0.059,0.0305,0.195,0.245,0.09425,0.09175,0.2425,0.0847499999999999,0.0817499999999999,0.03925,0.0857499999999999,0.1925,0.10825,0.04625,0.071,0.09475,0.05625,0.1942499999999999,0.0787499999999999,0.091,0.2624999999999999,0.1584999999999999,0.05275,0.0737499999999999,0.156,0.08925,0.17275,0.0667499999999999,0.291,0.151,0.0895,0.08975,0.15925,0.3582499999999999,0.21275,0.0605,0.065,0.0657499999999999,0.0815,0.06,0.137,0.07,0.154,0.0755,0.1019999999999999,0.0964999999999999,0.05525,0.0449999999999999,0.19,0.09225,0.0247499999999999,0.03125,0.0875,0.0295,0.27575,0.09775,0.11325,0.15425,0.027,0.0665,0.0757499999999999,0.0344999999999999,0.0314999999999999,0.0837499999999999,0.09825,0.04675,0.0414999999999999,0.03225,0.0474999999999999,0.0409999999999999,0.0267499999999999
Psycho II (1983),0.7965,0.8732500000000001,0.7502500000000001,0.43625,0.71825,0.9015,0.29125,0.50925,0.475,0.2594999999999999,0.414,0.51,0.384,0.52175,0.4287499999999999,0.31275,0.35675,0.245,0.475,0.39125,0.30125,0.2937499999999999,0.39125,0.52175,0.2905,0.4004999999999999,0.3592499999999999,0.2905,0.20425,0.2865,0.1865,0.21675,0.352,0.3159999999999999,0.247,0.27775,0.16625,0.26,0.1355,0.09575,0.17025,0.3365,0.21825,0.1945,0.21675,0.152,0.1215,0.211,0.186,0.1574999999999999,0.24175,0.0989999999999999,0.24825,0.1257499999999999,0.1435,0.2175,0.3482499999999999,0.21775,0.22375,0.05225,0.15675,0.17825,0.0705,0.0969999999999999,0.071,0.06,0.23425,0.11525,0.12025,0.15225,0.2554999999999999,0.21175,0.18675,0.11125,0.11875,0.0944999999999999,0.2435,0.11825,0.15975,0.16125,0.07,0.15275,0.141,0.0439999999999999,0.1144999999999999,0.0627499999999999,0.0969999999999999,0.0825,0.1555,0.10925,0.22025,0.0757499999999999,0.0692499999999999,0.12475,0.1104999999999999,0.05575,0.0807499999999999,0.149,0.0677499999999999,0.08825,0.089,0.156,0.0702499999999999,0.1262499999999999,0.08725,0.09425,0.0682499999999999,0.0782499999999999,0.05825,0.0712499999999999,0.09575,0.0687499999999999,0.0852499999999999,0.063,0.03875,0.10175,0.0742499999999999,0.0384999999999999,0.0369999999999999,0.09625,0.024,0.0615,0.0374999999999999,0.0334999999999999,0.08625,0.064,0.0469999999999999,0.06225,0.0349999999999999,0.0627499999999999,0.04875,0.0857499999999999,0.0822499999999999,0.04225,0.0915,0.0519999999999999,0.063,0.04825,0.04875,0.04575,0.0439999999999999,0.04375,0.1044999999999999,0.03375,0.05425,0.03575,0.0424999999999999,0.04925,0.03075
Psycho III (1986),0.922,0.8600000000000001,0.922,0.60775,0.747,0.91175,0.4785,0.62275,0.3635,0.3355,0.411,0.5635,0.60475,0.5425,0.35,0.6435,0.3774999999999999,0.4525,0.3405,0.39625,0.3585,0.39275,0.39625,0.4962499999999999,0.346,0.417,0.36,0.346,0.2294999999999999,0.22725,0.47075,0.2405,0.46125,0.309,0.24825,0.2294999999999999,0.24825,0.27875,0.17925,0.14325,0.2279999999999999,0.4157499999999999,0.26025,0.278,0.2485,0.1925,0.126,0.15025,0.2314999999999999,0.2027499999999999,0.22575,0.08625,0.16925,0.2027499999999999,0.173,0.10825,0.1845,0.1962499999999999,0.187,0.068,0.17325,0.16975,0.0444999999999999,0.09925,0.0727499999999999,0.14075,0.25025,0.14425,0.134,0.09675,0.2754999999999999,0.17275,0.182,0.1302499999999999,0.0857499999999999,0.08875,0.2209999999999999,0.08825,0.1425,0.1922499999999999,0.0655,0.16625,0.088,0.0925,0.08925,0.06075,0.1134999999999999,0.0319999999999999,0.196,0.09925,0.26175,0.0755,0.0857499999999999,0.1377499999999999,0.08925,0.1579999999999999,0.088,0.09775,0.0632499999999999,0.0757499999999999,0.0969999999999999,0.0964999999999999,0.0667499999999999,0.091,0.0815,0.0655,0.0579999999999999,0.088,0.05025,0.1099999999999999,0.0642499999999999,0.066,0.09125,0.05225,0.05125,0.11075,0.08,0.0727499999999999,0.05525,0.081,0.0217499999999999,0.065,0.0449999999999999,0.04025,0.34275,0.0772499999999999,0.0384999999999999,0.12175,0.04325,0.04775,0.0637499999999999,0.0282499999999999,0.05275,0.05325,0.0797499999999999,0.03475,0.079,0.04425,0.04275,0.0554999999999999,0.04025,0.05025,0.14575,0.0217499999999999,0.061,0.02975,0.03075,0.04225,0.026
"Guardian, The (1990)",0.66025,0.697,0.509,0.3205,0.5595,0.45875,0.2007499999999999,0.54675,0.3035,0.509,0.41725,0.4345,0.44475,0.5365,0.52975,0.27525,0.43625,0.1435,0.33375,0.22525,0.47375,0.4549999999999999,0.21875,0.21875,0.614,0.4635,0.3562499999999999,0.2455,0.27,0.26575,0.2907499999999999,0.32975,0.5855,0.371,0.2025,0.27325,0.204,0.22425,0.11575,0.09525,0.14825,0.279,0.25975,0.2045,0.17875,0.15675,0.11075,0.642,0.3635,0.20875,0.28425,0.26525,0.144,0.1287499999999999,0.1574999999999999,0.09625,0.1699999999999999,0.2279999999999999,0.17675,0.0857499999999999,0.16875,0.11075,0.0564999999999999,0.1039999999999999,0.27475,0.0984999999999999,0.17125,0.183,0.1835,0.24425,0.1594999999999999,0.1639999999999999,0.1352499999999999,0.1024999999999999,0.1714999999999999,0.14325,0.1335,0.075,0.43725,0.08775,0.0524999999999999,0.15975,0.1049999999999999,0.0715,0.09775,0.1375,0.0805,0.0334999999999999,0.1139999999999999,0.0805,0.1029999999999999,0.1365,0.069,0.0979999999999999,0.14875,0.04025,0.0974999999999999,0.12025,0.10825,0.1387499999999999,0.0792499999999999,0.0944999999999999,0.1599999999999999,0.0605,0.0529999999999999,0.09525,0.0647499999999999,0.0675,0.0559999999999999,0.2654999999999999,0.0534999999999999,0.0409999999999999,0.05675,0.0529999999999999,0.0277499999999999,0.0645,0.0665,0.4024999999999999,0.0765,0.0815,0.066,0.0667499999999999,0.0632499999999999,0.06125,0.0672499999999999,0.026,0.0637499999999999,0.04375,0.0364999999999999,0.11625,0.08625,0.0434999999999999,0.0499999999999999,0.0584999999999999,0.03525,0.03125,0.10175,0.05075,0.04475,0.0329999999999999,0.0205,0.0675,0.04675,0.0339999999999999,0.04425,0.0409999999999999,0.0212499999999999,0.02975,0.031
House on Haunted Hill (1999),0.8425,0.8467499999999999,0.8425,0.8425,0.5255,0.5275,0.299,0.7225,0.4852499999999999,0.8425,0.45875,0.4932499999999999,0.45725,0.46575,0.5545,0.43725,0.41,0.986,0.4479999999999999,0.37175,0.38825,0.2445,0.37175,0.3605,0.362,0.33525,0.32025,0.27125,0.653,0.3219999999999999,0.26675,0.2475,0.55675,0.33675,0.38125,0.374,0.61325,0.24225,0.241,0.29025,0.2475,0.257,0.23675,0.15325,0.25075,0.4935,0.27825,0.2294999999999999,0.2644999999999999,0.1367499999999999,0.1907499999999999,0.18275,0.20325,0.15625,0.1445,0.216,0.562,0.1302499999999999,0.145,0.25125,0.1574999999999999,0.1704999999999999,0.673,0.17425,0.04625,0.082,0.2204999999999999,0.1997499999999999,0.12275,0.1579999999999999,0.14525,0.11325,0.0954999999999999,0.153,0.12225,0.1579999999999999,0.123,0.1387499999999999,0.26775,0.083,0.11875,0.142,0.178,0.0842499999999999,0.1139999999999999,0.1569999999999999,0.11175,0.255,0.1084999999999999,0.09825,0.1315,0.608,0.09275,0.10175,0.0815,0.062,0.09825,0.0979999999999999,0.0842499999999999,0.0944999999999999,0.0632499999999999,0.0725,0.0787499999999999,0.0762499999999999,0.092,0.0702499999999999,0.0805,0.21325,0.17725,0.0534999999999999,0.065,0.2005,0.0979999999999999,0.10425,0.12125,0.0765,0.0695,0.16025,0.0707499999999999,0.0822499999999999,0.05125,0.063,0.05125,0.0524999999999999,0.068,0.05575,0.0802499999999999,0.0845,0.06025,0.03325,0.0752499999999999,0.0544999999999999,0.072,0.06025,0.0439999999999999,0.1287499999999999,0.04925,0.061,0.11925,0.0534999999999999,0.0262499999999999,0.04075,0.09025,0.031,0.04375,0.0484999999999999,0.05175,0.0349999999999999,0.0207499999999999
Meatballs III (1987),0.8362499999999999,0.7557499999999999,0.7642500000000001,0.5795,0.547,0.348,0.97625,0.3632499999999999,0.488,0.4067499999999999,0.4317499999999999,0.5345,0.242,0.3784999999999999,0.54,0.61175,0.42125,0.2279999999999999,0.35975,0.3632499999999999,0.346,0.5245,0.3632499999999999,0.3632499999999999,0.66625,0.4347499999999999,0.30525,0.7075,0.5165,0.3097499999999999,0.61175,0.3179999999999999,0.2027499999999999,0.2704999999999999,0.9745,0.14475,0.21275,0.23825,0.281,0.2324999999999999,0.1735,0.3834999999999999,0.32175,0.2504999999999999,0.2264999999999999,0.24975,0.11575,0.18175,0.307,0.22975,0.3097499999999999,0.0905,0.236,0.153,0.1265,0.1307499999999999,0.26375,0.2017499999999999,0.1684999999999999,0.0802499999999999,0.20475,0.22875,0.0745,0.262,0.15325,0.09275,0.0802499999999999,0.20425,0.208,0.347,0.1664999999999999,0.25925,0.1555,0.238,0.274,0.1654999999999999,0.46325,0.08875,0.03175,0.0815,0.0994999999999999,0.2895,0.0727499999999999,0.13,0.13,0.1659999999999999,0.16825,0.08725,0.16075,0.13,0.10575,0.15625,0.08825,0.1755,0.08625,0.1124999999999999,0.11975,0.141,0.0842499999999999,0.14975,0.129,0.0732499999999999,0.0722499999999999,0.087,0.0762499999999999,0.177,0.0727499999999999,0.09825,0.0722499999999999,0.0667499999999999,0.0655,0.0905,0.0855,0.0755,0.0767499999999999,0.1044999999999999,0.05575,0.1392499999999999,0.0722499999999999,0.0657499999999999,0.0642499999999999,0.08975,0.064,0.06075,0.0655,0.0394999999999999,0.0855,0.0702499999999999,0.0255,0.0275,0.09375,0.04325,0.0752499999999999,0.05875,0.0544999999999999,0.0564999999999999,0.03675,0.04775,0.076,0.091,0.0994999999999999,0.04125,0.0807499999999999,0.0449999999999999,0.069,0.04925,0.0715,0.0439999999999999,0.024
Jail Bait (1954),0.78575,0.7135,0.3037499999999999,0.78575,0.4705,0.3582499999999999,0.49175,0.33975,0.3445,0.3695,0.4137499999999999,0.51875,0.29625,0.5435,0.64525,0.3219999999999999,0.35275,0.0895,0.6535,0.3205,0.3077499999999999,0.4822499999999999,0.3205,0.3205,0.29225,0.37825,0.3085,0.4345,0.2654999999999999,0.43725,0.69875,0.153,0.1235,0.1855,0.5465,0.1952499999999999,0.1987499999999999,0.2185,0.16675,0.10375,0.2624999999999999,0.24075,0.4419999999999999,0.1664999999999999,0.27625,0.216,0.1004999999999999,0.11475,0.312,0.136,0.15,0.0845,0.1669999999999999,0.20725,0.2007499999999999,0.15725,0.138,0.1114999999999999,0.14425,0.0635,0.1367499999999999,0.09875,0.0439999999999999,0.15325,0.27225,0.2085,0.0559999999999999,0.0725,0.0732499999999999,0.4539999999999999,0.2365,0.1034999999999999,0.08925,0.0667499999999999,0.1885,0.05325,0.0939999999999999,0.0574999999999999,0.0534999999999999,0.064,0.03375,0.14425,0.12325,0.12225,0.08975,0.10525,0.1114999999999999,0.03875,0.73875,0.0832499999999999,0.1564999999999999,0.09175,0.1892499999999999,0.06225,0.0544999999999999,0.0404999999999999,0.0737499999999999,0.1415,0.05875,0.0469999999999999,0.2355,0.10175,0.0707499999999999,0.0605,0.16675,0.0409999999999999,0.0857499999999999,0.0944999999999999,0.03575,0.0429999999999999,0.04675,0.0979999999999999,0.0344999999999999,0.0359999999999999,0.1709999999999999,0.05025,0.0379999999999999,0.139,0.2875,0.0369999999999999,0.082,0.0574999999999999,0.0349999999999999,0.0727499999999999,0.119,0.03475,0.0364999999999999,0.04775,0.04975,0.03075,0.0574999999999999,0.0349999999999999,0.08,0.0449999999999999,0.0905,0.0277499999999999,0.0615,0.0665,0.211,0.05725,0.07,0.0837499999999999,0.0494999999999999,0.074,0.03225,0.139,0.0262499999999999,0.03925,0.0222499999999999
Final Destination (2000),0.8325,0.7677499999999999,0.8325,0.4725,0.80375,0.5515,0.96525,0.80375,0.67125,0.4227499999999999,0.572,0.481,0.998,0.50125,0.6125,0.368,0.39425,0.1579999999999999,0.40825,0.5275,0.2654999999999999,0.2204999999999999,0.49675,0.2465,0.40175,0.24375,0.3035,0.358,0.53525,0.391,0.27975,0.8565,0.41,0.3552499999999999,0.24425,0.32975,0.1992499999999999,0.21825,0.4579999999999999,0.1639999999999999,0.494,0.2085,0.1367499999999999,0.125,0.262,0.1555,0.66025,0.3814999999999999,0.1205,0.21,0.21825,0.32025,0.208,0.28725,0.15925,0.5515,0.1445,0.1362499999999999,0.1875,0.142,0.2967499999999999,0.1865,0.242,0.3285,0.0915,0.06225,0.278,0.1709999999999999,0.1654999999999999,0.11475,0.08975,0.10475,0.2005,0.1614999999999999,0.201,0.1405,0.1059999999999999,0.1917499999999999,0.14525,0.1024999999999999,0.2075,0.1119999999999999,0.1445,0.1355,0.083,0.1134999999999999,0.1609999999999999,0.615,0.087,0.0742499999999999,0.1159999999999999,0.0944999999999999,0.0524999999999999,0.0847499999999999,0.0469999999999999,0.14725,0.1154999999999999,0.09925,0.0787499999999999,0.121,0.064,0.07,0.0737499999999999,0.0715,0.0725,0.0964999999999999,0.0685,0.0727499999999999,0.074,0.059,0.08725,0.148,0.0797499999999999,0.0707499999999999,0.16025,0.05575,0.06225,0.0484999999999999,0.2714999999999999,0.0905,0.0454999999999999,0.0524999999999999,0.05075,0.0752499999999999,0.0662499999999999,0.0574999999999999,0.064,0.11725,0.0285,0.0464999999999999,0.09525,0.05375,0.0569999999999999,0.06175,0.0954999999999999,0.0584999999999999,0.0732499999999999,0.0797499999999999,0.04525,0.0394999999999999,0.0459999999999999,0.2027499999999999,0.05825,0.0364999999999999,0.0349999999999999,0.0334999999999999,0.0222499999999999,0.04425,0.0227499999999999
"Crow: Salvation, The (2000)",0.82525,0.79,0.82525,0.80525,0.8382499999999999,0.72725,0.2857499999999999,0.2877499999999999,0.44325,0.4525,0.42325,0.4559999999999999,0.91125,0.3705,0.582,0.63125,0.4117499999999999,0.517,0.4599999999999999,0.30625,0.3209999999999999,0.26625,0.30625,0.31225,0.1977499999999999,0.56425,0.3472499999999999,0.2395,0.403,0.425,0.132,0.411,0.31325,0.3139999999999999,0.17325,0.21775,0.09725,0.1897499999999999,0.1275,0.14375,0.204,0.256,0.26975,0.2254999999999999,0.14125,0.18625,0.0757499999999999,0.34475,0.243,0.39375,0.1865,0.607,0.44325,0.18625,0.14425,0.119,0.1475,0.17925,0.2214999999999999,0.12,0.141,0.1485,0.5555,0.1099999999999999,0.1139999999999999,0.08825,0.08825,0.093,0.0755,0.0842499999999999,0.26475,0.201,0.126,0.1689999999999999,0.0707499999999999,0.196,0.04425,0.118,0.72625,0.078,0.11325,0.11575,0.10625,0.0752499999999999,0.0782499999999999,0.15475,0.14925,0.32075,0.18175,0.084,0.10775,0.0895,0.05075,0.1029999999999999,0.0742499999999999,0.20725,0.0665,0.1129999999999999,0.089,0.078,0.1405,0.093,0.0454999999999999,0.0675,0.068,0.092,0.05825,0.11325,0.03925,0.12275,0.0692499999999999,0.04275,0.0675,0.0772499999999999,0.05125,0.0695,0.0354999999999999,0.05925,0.1257499999999999,0.04125,0.04525,0.05875,0.04925,0.11525,0.06075,0.0287499999999999,0.075,0.0319999999999999,0.09025,0.04525,0.071,0.0449999999999999,0.0637499999999999,0.0479999999999999,0.0569999999999999,0.11775,0.0539999999999999,0.0925,0.0404999999999999,0.11675,0.03975,0.0667499999999999,0.0939999999999999,0.0534999999999999,0.0329999999999999,0.0212499999999999,0.03525,0.03325,0.021
Puppet Master 4 (1993),0.93925,0.7762500000000001,0.93925,0.45425,0.5825,0.5825,0.653,0.3615,0.378,0.4509999999999999,0.3924999999999999,0.4579999999999999,0.3482499999999999,0.41025,0.2955,0.303,0.43325,0.21325,0.3017499999999999,0.346,0.27775,0.25,0.346,0.271,0.262,0.27575,0.3399999999999999,0.2694999999999999,0.36675,0.194,0.11125,0.131,0.3365,0.16375,0.2624999999999999,0.2817499999999999,0.8165,0.42225,0.143,0.10725,0.1947499999999999,0.31825,0.252,0.264,0.214,0.1912499999999999,0.0964999999999999,0.11625,0.18725,0.21375,0.288,0.24875,0.15225,0.1252499999999999,0.10175,0.0685,0.2334999999999999,0.28125,0.1505,0.0334999999999999,0.16025,0.204,0.1345,0.151,0.05275,0.3455,0.11975,0.23175,0.1825,0.1375,0.16825,0.2465,0.20575,0.1392499999999999,0.10275,0.06075,0.16075,0.12125,0.04225,0.0469999999999999,0.0905,0.126,0.072,0.17975,0.0782499999999999,0.0735,0.0494999999999999,0.0792499999999999,0.12075,0.08925,0.524,0.10875,0.0954999999999999,0.126,0.0805,0.0905,0.083,0.076,0.05725,0.0797499999999999,0.0865,0.14475,0.0389999999999999,0.09375,0.0792499999999999,0.0717499999999999,0.06125,0.0419999999999999,0.0812499999999999,0.10525,0.05625,0.04675,0.0662499999999999,0.0847499999999999,0.04025,0.071,0.08675,0.04575,0.0339999999999999,0.0855,0.031,0.05175,0.04375,0.0314999999999999,0.0677499999999999,0.0272499999999999,0.04225,0.0584999999999999,0.0217499999999999,0.05025,0.073,0.0494999999999999,0.0434999999999999,0.04125,0.025,0.03925,0.067,0.0257499999999999,0.05325,0.05075,0.03875,0.027,0.1114999999999999,0.027,0.0369999999999999,0.028,0.025,0.0252499999999999,0.018
Puppet Master 5: The Final Chapter (1994),0.8972500000000001,0.74575,0.8972500000000001,0.5245,0.602,0.73875,0.4792499999999999,0.602,0.3764999999999999,0.59,0.4075,0.48275,0.4705,0.4287499999999999,0.5365,0.2965,0.4702499999999999,0.23225,0.3512499999999999,0.3764999999999999,0.3065,0.3305,0.3764999999999999,0.31,0.32825,0.3745,0.36075,0.285,0.33875,0.21875,0.1154999999999999,0.14625,0.5205,0.17725,0.32825,0.29125,0.7745,0.3105,0.155,0.1205,0.3075,0.4215,0.26075,0.2887499999999999,0.1965,0.2017499999999999,0.136,0.14075,0.22375,0.16875,0.301,0.17475,0.16625,0.127,0.11425,0.0865,0.3077499999999999,0.2017499999999999,0.155,0.05575,0.16375,0.2279999999999999,0.1094999999999999,0.1485,0.0564999999999999,0.45725,0.1054999999999999,0.3017499999999999,0.3027499999999999,0.1584999999999999,0.14475,0.25525,0.1302499999999999,0.14525,0.11175,0.0817499999999999,0.1109999999999999,0.0974999999999999,0.0574999999999999,0.05225,0.09775,0.1342499999999999,0.0657499999999999,0.26675,0.0857499999999999,0.1069999999999999,0.06075,0.11475,0.1297499999999999,0.08975,0.66,0.12325,0.10925,0.1455,0.0772499999999999,0.073,0.0964999999999999,0.0984999999999999,0.0625,0.1119999999999999,0.128,0.1604999999999999,0.04875,0.089,0.0579999999999999,0.0875,0.0559999999999999,0.0439999999999999,0.11275,0.1064999999999999,0.0524999999999999,0.0559999999999999,0.079,0.089,0.0504999999999999,0.08,0.2395,0.04975,0.1322499999999999,0.0939999999999999,0.04275,0.0559999999999999,0.0534999999999999,0.0762499999999999,0.066,0.03425,0.0454999999999999,0.05775,0.0255,0.0772499999999999,0.0944999999999999,0.05075,0.0534999999999999,0.04625,0.03825,0.04475,0.0732499999999999,0.03,0.06075,0.0544999999999999,0.03775,0.028,0.1134999999999999,0.0319999999999999,0.04475,0.03125,0.0265,0.0305,0.0182499999999999
Curse of the Puppet Master (Puppet Master 6: The Curse) (1998),0.9275,0.81575,0.9275,0.4985,0.67725,0.76675,0.4585,0.4712499999999999,0.416,0.59825,0.4305,0.4107499999999999,0.5875,0.43425,0.4307499999999999,0.4177499999999999,0.4872499999999999,0.2987499999999999,0.36875,0.384,0.3585,0.39075,0.384,0.30125,0.312,0.32375,0.3565,0.26925,0.3532499999999999,0.24675,0.1372499999999999,0.22425,0.3007499999999999,0.176,0.371,0.3085,0.678,0.2385,0.15875,0.18225,0.17175,0.305,0.273,0.26575,0.2594999999999999,0.20775,0.1385,0.1654999999999999,0.212,0.17075,0.28425,0.1285,0.21175,0.14675,0.11125,0.0755,0.2604999999999999,0.202,0.2405,0.0712499999999999,0.173,0.17975,0.11825,0.1397499999999999,0.11925,0.1942499999999999,0.1435,0.2345,0.1347499999999999,0.124,0.236,0.269,0.1392499999999999,0.1515,0.14075,0.10525,0.1159999999999999,0.11775,0.10575,0.074,0.1059999999999999,0.1455,0.08775,0.286,0.091,0.119,0.0569999999999999,0.12075,0.1267499999999999,0.0717499999999999,0.38,0.211,0.11225,0.137,0.09025,0.091,0.0905,0.0974999999999999,0.0765,0.10925,0.10375,0.09475,0.061,0.09175,0.03225,0.0494999999999999,0.089,0.0702499999999999,0.28,0.1252499999999999,0.061,0.0564999999999999,0.06175,0.075,0.068,0.0717499999999999,0.0817499999999999,0.1335,0.03775,0.10475,0.03375,0.04625,0.0605,0.1405,0.084,0.0245,0.0464999999999999,0.03975,0.0399999999999999,0.0245,0.0827499999999999,0.0319999999999999,0.0574999999999999,0.05225,0.03225,0.0667499999999999,0.065,0.0359999999999999,0.065,0.04875,0.0384999999999999,0.03725,0.1515,0.03625,0.0549999999999999,0.04525,0.0277499999999999,0.0205,0.0172499999999999
Retro Puppet Master (Puppet Master 7) (1999),0.8767499999999999,0.749,0.8767499999999999,0.418,0.61575,0.61575,0.658,0.24825,0.4715,0.4912499999999999,0.46375,0.4812499999999999,0.47275,0.4589999999999999,0.3229999999999999,0.25675,0.4715,0.14675,0.3695,0.31325,0.25625,0.1634999999999999,0.31325,0.2837499999999999,0.21275,0.5785,0.33425,0.2784999999999999,0.21525,0.2917499999999999,0.0915,0.21175,0.24675,0.146,0.277,0.1952499999999999,0.63625,0.2694999999999999,0.11625,0.10775,0.1475,0.2694999999999999,0.24025,0.20875,0.208,0.127,0.0605,0.0827499999999999,0.14375,0.185,0.3419999999999999,0.28075,0.1104999999999999,0.1795,0.1322499999999999,0.0837499999999999,0.1795,0.11875,0.129,0.0334999999999999,0.1455,0.1245,0.12275,0.15575,0.0772499999999999,0.2095,0.0687499999999999,0.14525,0.09475,0.10225,0.1175,0.25375,0.1154999999999999,0.10575,0.0925,0.0454999999999999,0.1245,0.085,0.0324999999999999,0.09275,0.0529999999999999,0.133,0.0424999999999999,0.1312499999999999,0.10475,0.0424999999999999,0.10275,0.073,0.1287499999999999,0.071,0.1892499999999999,0.0404999999999999,0.0647499999999999,0.1089999999999999,0.05575,0.03775,0.0672499999999999,0.08825,0.09775,0.068,0.0795,0.11025,0.03325,0.0637499999999999,0.0697499999999999,0.0615,0.37475,0.04625,0.073,0.1865,0.194,0.0305,0.05325,0.05425,0.1124999999999999,0.0474999999999999,0.0797499999999999,0.03275,0.0275,0.066,0.0295,0.04475,0.071,0.0242499999999999,0.0489999999999999,0.0155,0.0369999999999999,0.03575,0.022,0.16675,0.0554999999999999,0.2005,0.0665,0.03,0.0252499999999999,0.03775,0.203,0.022,0.069,0.0519999999999999,0.04425,0.0222499999999999,0.04325,0.03625,0.1362499999999999,0.0292499999999999,0.03425,0.0845,0.016
