movieId,original,melancholic,good,teen movie,unlikely friendships,independent film,runaway,weird,mentor,pornography,culture clash,drama,betrayal,queer,catastrophe,women,sexy,greed,dialogue,stereotypes,predictable,drinking,quirky,vengeance,childhood,life philosophy,light,adaptation,dysfunctional family,family,fantasy world,very funny,fun movie,life & death,not funny,writers,prejudice,fight scenes,chase,small town,nudity (full frontal - brief),new jersey,transformation,first contact,death,underrated,classic car,creativity,multiple storylines,awesome soundtrack,california,weapons,addiction,interracial romance,absurd,divorce,sacrifice,road movie,computer animation,internet,irish accent,british,good music,islam,camp,farce,notable nudity,dreams,hip hop,pulp,censorship,hospital,bollywood,period piece,alter ego,doctors,surveillance,nudity (topless - brief),hotel,new york city,stoner movie,directorial debut,80s,workplace,texas,cancer,ensemble cast,nudity (rear),shopping,unlikeable characters,simple,stand-up comedy,wartime,brothers,film noir,tokyo,alternate history,indians,adoption,blindness,single father,memory,foul language,kick-butt women,too long,fashion,atheism,rebellion,australia,goth,mad scientist,san francisco,los angeles,survival,race,prison,finnish,reality tv,father daughter relationship,wilderness,island,robert downey jr,no plot,prostitution,wine,1930s,graphic novel,made for tv,potential oscar nom,radio,documentary,too short,god,homeless,russian,immortality,best of 2005,kidnapping,buddy movie,ghosts/afterlife,desert,lawyer,french,trilogy,remake,hunting,snakes,time,oil
Whiteboyz (1999),0.81325,0.45725,0.76875,0.75125,0.45725,0.80525,0.56775,0.56775,0.74275,0.5515,0.56775,0.568,0.46825,0.74625,0.76875,0.45525,0.24175,0.56775,0.3505,0.4992499999999999,0.713,0.67025,0.44625,0.57525,0.4125,0.4605,0.4115,0.39075,0.2355,0.4125,0.673,0.741,0.24175,0.48875,0.25775,0.27425,0.188,0.3545,0.3605,0.299,0.1325,0.58475,0.1972499999999999,0.33075,0.36775,0.45375,0.16025,0.1609999999999999,0.26025,0.4772499999999999,0.2105,0.1982499999999999,0.8265,0.1765,0.33725,0.067,0.42025,0.23775,0.4125,0.3365,0.09775,0.1684999999999999,0.44025,0.0865,0.571,0.21575,0.31975,0.70075,0.889,0.22225,0.24175,0.1265,0.15475,0.0717499999999999,0.1639999999999999,0.28425,0.16825,0.0359999999999999,0.0742499999999999,0.09725,0.4075,0.24525,0.1069999999999999,0.076,0.085,0.0282499999999999,0.0569999999999999,0.3007499999999999,0.4305,0.16775,0.059,0.1252499999999999,0.10025,0.0652499999999999,0.10575,0.072,0.09975,0.0837499999999999,0.05425,0.1495,0.088,0.1775,0.05075,0.0999999999999999,0.14325,0.1372499999999999,0.206,0.0384999999999999,0.24375,0.079,0.0994999999999999,0.024,0.03175,0.24025,0.0755,0.16325,0.3409999999999999,0.03725,0.0469999999999999,0.0559999999999999,0.10725,0.0399999999999999,0.1347499999999999,0.04425,0.084,0.059,0.03075,0.082,0.31675,0.066,0.25025,0.0494999999999999,0.12375,0.2005,0.0805,0.0949999999999999,0.0262499999999999,0.04775,0.0135,0.0549999999999999,0.1495,0.018,0.0202499999999999,0.0474999999999999,0.09575,0.017,0.0275,0.0275,0.016
"Happy, Texas (1999)",0.75075,0.45225,0.55575,0.4345,0.433,0.8660000000000001,0.4559999999999999,0.5395,0.50275,0.42225,0.55125,0.433,0.433,0.968,0.43325,0.38875,0.2229999999999999,0.365,0.58925,0.69975,0.4539999999999999,0.23575,0.957,0.409,0.4559999999999999,0.2875,0.46575,0.26375,0.20975,0.2895,0.34125,0.8465,0.3565,0.20825,0.247,0.3339999999999999,0.26475,0.31975,0.4004999999999999,0.99375,0.25,0.29825,0.22925,0.18575,0.2224999999999999,0.1992499999999999,0.1515,0.2007499999999999,0.2289999999999999,0.1059999999999999,0.1725,0.1624999999999999,0.0782499999999999,0.128,0.38825,0.0742499999999999,0.15175,0.20625,0.1725,0.09675,0.1465,0.25375,0.0855,0.0847499999999999,0.1287499999999999,0.399,0.1245,0.0775,0.0785,0.1415,0.181,0.14475,0.14875,0.3475,0.14975,0.0949999999999999,0.1265,0.1084999999999999,0.1257499999999999,0.069,0.1962499999999999,0.1059999999999999,0.10575,0.16375,0.94125,0.0504999999999999,0.39075,0.1609999999999999,0.1795,0.1295,0.0772499999999999,0.0825,0.0832499999999999,0.1327499999999999,0.0989999999999999,0.06175,0.129,0.08625,0.121,0.1332499999999999,0.0817499999999999,0.073,0.45525,0.0737499999999999,0.10225,0.06225,0.08825,0.04225,0.1277499999999999,0.1312499999999999,0.0772499999999999,0.0434999999999999,0.0364999999999999,0.05925,0.1064999999999999,0.2574999999999999,0.04925,0.09675,0.066,0.078,0.04625,0.122,0.1435,0.05075,0.04025,0.0847499999999999,0.0369999999999999,0.0705,0.0702499999999999,0.04675,0.0235,0.03,0.04025,0.03675,0.0695,0.04425,0.0702499999999999,0.0822499999999999,0.0652499999999999,0.0732499999999999,0.0812499999999999,0.127,0.0439999999999999,0.0429999999999999,0.05425,0.10525,0.0409999999999999,0.0514999999999999,0.04575
Beefcake (1999),0.91675,0.4752499999999999,0.628,0.52125,0.1965,0.515,0.92275,0.92275,0.43925,0.97025,0.6255,0.6255,0.51525,0.9735,0.51775,0.24075,0.3642499999999999,0.6255,0.4915,0.386,0.5135,0.24375,0.27575,0.57425,0.2895,0.3409999999999999,0.2975,0.5495,0.25825,0.36475,0.3784999999999999,0.24175,0.50475,0.271,0.31775,0.10975,0.30725,0.374,0.193,0.384,0.1367499999999999,0.2095,0.1952499999999999,0.189,0.1169999999999999,0.2724999999999999,0.0787499999999999,0.1282499999999999,0.21025,0.0657499999999999,0.31025,0.18025,0.1064999999999999,0.23125,0.15075,0.05175,0.11775,0.0712499999999999,0.2239999999999999,0.38525,0.0845,0.09625,0.0672499999999999,0.30725,0.37375,0.069,0.176,0.11425,0.23275,0.15575,0.304,0.118,0.0645,0.3665,0.214,0.3419999999999999,0.14625,0.32275,0.05125,0.1044999999999999,0.0524999999999999,0.16775,0.0635,0.05975,0.0489999999999999,0.04125,0.0915,0.43725,0.0215,0.18075,0.0652499999999999,0.08875,0.05525,0.119,0.11275,0.0564999999999999,0.10975,0.09825,0.0827499999999999,0.06025,0.0369999999999999,0.154,0.0344999999999999,0.0895,0.06125,0.15725,0.11975,0.04475,0.1029999999999999,0.172,0.18575,0.0344999999999999,0.1619999999999999,0.11425,0.03925,0.09025,0.0107499999999999,0.0827499999999999,0.0504999999999999,0.05575,0.0635,0.0424999999999999,0.2219999999999999,0.2774999999999999,0.0539999999999999,0.1185,0.0177499999999999,0.083,0.18625,0.0165,0.4752499999999999,0.2664999999999999,0.04575,0.0142499999999999,0.03925,0.0354999999999999,0.1875,0.10125,0.0999999999999999,0.08775,0.0195,0.18,0.03225,0.0369999999999999,0.0267499999999999,0.0424999999999999,0.04125,0.03275,0.024
"Best Man, The (1999)",0.66425,0.59025,0.6525,0.4355,0.6305,0.532,0.303,0.4167499999999999,0.4695,0.1975,0.58875,0.54175,0.47075,0.1745,0.45725,0.3974999999999999,0.508,0.39125,0.55875,0.7795000000000001,0.4589999999999999,0.278,0.2309999999999999,0.355,0.20325,0.2259999999999999,0.2847499999999999,0.4765,0.33825,0.29325,0.2887499999999999,0.27825,0.2937499999999999,0.15275,0.2977499999999999,0.3255,0.4732499999999999,0.31725,0.3229999999999999,0.16375,0.18025,0.32825,0.25725,0.23275,0.11025,0.2185,0.09975,0.1599999999999999,0.2339999999999999,0.18575,0.0939999999999999,0.2219999999999999,0.2095,0.1175,0.1114999999999999,0.286,0.3305,0.16425,0.155,0.2075,0.2017499999999999,0.1074999999999999,0.10625,0.1064999999999999,0.11475,0.1377499999999999,0.0827499999999999,0.1004999999999999,0.25875,0.1325,0.0695,0.134,0.08875,0.11375,0.2784999999999999,0.12425,0.1094999999999999,0.142,0.0705,0.14075,0.0747499999999999,0.25375,0.0752499999999999,0.09425,0.1164999999999999,0.06,0.8494999999999999,0.08675,0.09125,0.10275,0.0675,0.10525,0.09375,0.11225,0.092,0.06125,0.1175,0.09225,0.05925,0.05525,0.0424999999999999,0.05975,0.1139999999999999,0.08625,0.3452499999999999,0.064,0.0579999999999999,0.04675,0.0539999999999999,0.04825,0.086,0.04175,0.134,0.09175,0.1322499999999999,0.0837499999999999,0.2015,0.0785,0.04075,0.0389999999999999,0.0727499999999999,0.1825,0.0939999999999999,0.03,0.0715,0.0584999999999999,0.0404999999999999,0.0715,0.0399999999999999,0.08775,0.04325,0.061,0.0549999999999999,0.0595,0.0787499999999999,0.0499999999999999,0.031,0.0359999999999999,0.1252499999999999,0.05275,0.03675,0.09125,0.0359999999999999,0.05475,0.04275,0.0285,0.024,0.026,0.0574999999999999
"Incredibly True Adventure of Two Girls in Love, The (1995)",0.60975,0.867,0.7995000000000001,0.8927499999999999,0.95875,0.9325,0.6665,0.4692499999999999,0.51025,0.54275,0.53575,0.2815,0.477,0.9175,0.45075,0.72725,0.53625,0.4445,0.4825,0.67375,0.2957499999999999,0.18125,0.477,0.2584999999999999,0.4785,0.2165,0.25925,0.2155,0.25875,0.44825,0.3595,0.24775,0.18575,0.1355,0.3035,0.3565,0.22725,0.2957499999999999,0.2289999999999999,0.1505,0.22925,0.1992499999999999,0.26775,0.2105,0.1569999999999999,0.1555,0.194,0.1475,0.18375,0.1315,0.122,0.1397499999999999,0.0682499999999999,0.46775,0.1255,0.088,0.1332499999999999,0.0757499999999999,0.1569999999999999,0.1084999999999999,0.124,0.11025,0.12125,0.1535,0.0944999999999999,0.10625,0.3255,0.11025,0.14175,0.1465,0.15,0.0514999999999999,0.2895,0.1079999999999999,0.1164999999999999,0.1305,0.09175,0.0722499999999999,0.1059999999999999,0.04675,0.072,0.15375,0.1555,0.078,0.07,0.0295,0.04625,0.11275,0.076,0.0615,0.06125,0.10525,0.09425,0.0795,0.088,0.078,0.09075,0.1375,0.0697499999999999,0.0832499999999999,0.05725,0.0692499999999999,0.0745,0.0847499999999999,0.154,0.05375,0.0845,0.0999999999999999,0.10425,0.05725,0.083,0.0675,0.03,0.04725,0.0742499999999999,0.0837499999999999,0.0349999999999999,0.0805,0.0845,0.0655,0.09125,0.0364999999999999,0.084,0.0675,0.0217499999999999,0.06,0.0479999999999999,0.04825,0.05425,0.05075,0.04425,0.0559999999999999,0.0627499999999999,0.03025,0.04925,0.05075,0.03825,0.03725,0.0225,0.0394999999999999,0.0225,0.0257499999999999,0.0295,0.0305,0.0217499999999999,0.0162499999999999,0.0242499999999999,0.0319999999999999,0.0245
Poison Ivy (1992),0.687,0.52925,0.64875,0.91875,0.5365,0.1875,0.71575,0.71575,0.4915,0.8167500000000001,0.4024999999999999,0.4024999999999999,0.745,0.1669999999999999,0.4295,0.43625,0.931,0.4675,0.357,0.1882499999999999,0.60175,0.3225,0.248,0.46575,0.1775,0.2987499999999999,0.24925,0.3037499999999999,0.65025,0.62775,0.35875,0.2214999999999999,0.3225,0.25575,0.38,0.17775,0.09725,0.27275,0.434,0.085,0.34025,0.20975,0.20975,0.262,0.29925,0.178,0.257,0.1262499999999999,0.15125,0.1574999999999999,0.1639999999999999,0.34275,0.1094999999999999,0.265,0.18225,0.10475,0.12475,0.0817499999999999,0.1322499999999999,0.33125,0.1435,0.08,0.26275,0.0835,0.3067499999999999,0.14175,0.46875,0.0959999999999999,0.11675,0.203,0.174,0.28075,0.067,0.0627499999999999,0.21625,0.1525,0.64875,0.2817499999999999,0.0529999999999999,0.09275,0.10125,0.0742499999999999,0.14775,0.37825,0.05625,0.082,0.0319999999999999,0.36,0.09,0.08,0.09925,0.1322499999999999,0.0564999999999999,0.05625,0.09625,0.08625,0.14225,0.0712499999999999,0.31675,0.1265,0.08,0.078,0.091,0.1089999999999999,0.1345,0.09725,0.061,0.2825,0.0742499999999999,0.41425,0.1937499999999999,0.1154999999999999,0.2534999999999999,0.089,0.081,0.0964999999999999,0.016,0.12225,0.0767499999999999,0.1024999999999999,0.1089999999999999,0.0682499999999999,0.06225,0.0767499999999999,0.065,0.0389999999999999,0.1805,0.0805,0.0389999999999999,0.04075,0.0255,0.0812499999999999,0.0519999999999999,0.0354999999999999,0.0635,0.086,0.027,0.14325,0.0454999999999999,0.0484999999999999,0.0275,0.0935,0.0324999999999999,0.03625,0.0544999999999999,0.03975,0.0782499999999999,0.0334999999999999,0.04075
Flawless (1999),0.6955,0.4067499999999999,0.8427500000000001,0.1275,0.7325,0.77725,0.611,0.8427500000000001,0.4712499999999999,0.668,0.8427500000000001,0.8427500000000001,0.667,0.91525,0.4225,0.1545,0.1465,0.46675,0.4435,0.63325,0.40075,0.4067499999999999,0.22075,0.428,0.1267499999999999,0.29725,0.2289999999999999,0.32725,0.218,0.22225,0.35675,0.244,0.3335,0.29125,0.2995,0.306,0.54075,0.2514999999999999,0.2485,0.1775,0.1965,0.248,0.2804999999999999,0.25725,0.1932499999999999,0.4589999999999999,0.217,0.17975,0.32425,0.11075,0.10675,0.149,0.3405,0.0655,0.1357499999999999,0.04275,0.1634999999999999,0.09125,0.1679999999999999,0.1305,0.25925,0.18375,0.11425,0.1109999999999999,0.1074999999999999,0.065,0.0785,0.09575,0.2234999999999999,0.134,0.05725,0.23075,0.1312499999999999,0.11525,0.12075,0.22825,0.08875,0.1569999999999999,0.2165,0.2085,0.0915,0.0895,0.05225,0.0685,0.0954999999999999,0.10075,0.1377499999999999,0.09125,0.04175,0.1134999999999999,0.10425,0.08975,0.05575,0.0895,0.09375,0.0817499999999999,0.1297499999999999,0.08675,0.0705,0.1267499999999999,0.03725,0.082,0.4389999999999999,0.12425,0.08925,0.0247499999999999,0.15475,0.028,0.05025,0.0499999999999999,0.128,0.03925,0.0469999999999999,0.072,0.0792499999999999,0.089,0.23475,0.1445,0.0384999999999999,0.0954999999999999,0.0409999999999999,0.1945,0.27625,0.1272499999999999,0.03325,0.05575,0.06025,0.0419999999999999,0.0765,0.0715,0.0389999999999999,0.0349999999999999,0.16825,0.0949999999999999,0.1084999999999999,0.06125,0.14275,0.05175,0.1584999999999999,0.0354999999999999,0.0625,0.0782499999999999,0.0494999999999999,0.04275,0.0647499999999999,0.0235,0.029,0.029,0.0227499999999999
Tumbleweeds (1999),0.7602500000000001,0.8434999999999999,0.71275,0.4952499999999999,0.53325,0.91275,0.7975000000000001,0.65075,0.44175,0.3682499999999999,0.772,0.772,0.7455,0.2764999999999999,0.4549999999999999,0.70625,0.42025,0.584,0.4395,0.3904999999999999,0.404,0.46525,0.365,0.3085,0.3515,0.3585,0.4469999999999999,0.3844999999999999,0.51225,0.61425,0.3602499999999999,0.34875,0.52775,0.211,0.3495,0.354,0.3525,0.24525,0.2002499999999999,0.371,0.28725,0.23825,0.33825,0.203,0.18275,0.2674999999999999,0.149,0.26475,0.2524999999999999,0.10125,0.4609999999999999,0.182,0.16775,0.21625,0.301,0.148,0.1634999999999999,0.55425,0.213,0.0984999999999999,0.1322499999999999,0.43875,0.1689999999999999,0.083,0.1079999999999999,0.1134999999999999,0.062,0.16725,0.0652499999999999,0.1267499999999999,0.078,0.1387499999999999,0.1917499999999999,0.1704999999999999,0.17075,0.0954999999999999,0.08825,0.10025,0.0745,0.0702499999999999,0.0845,0.14175,0.0489999999999999,0.14,0.1225,0.1084999999999999,0.0772499999999999,0.0349999999999999,0.0915,0.068,0.1755,0.0915,0.0755,0.1495,0.10725,0.212,0.09775,0.1624999999999999,0.264,0.1674999999999999,0.33125,0.10025,0.0842499999999999,0.31475,0.077,0.0595,0.11875,0.05525,0.0434999999999999,0.0695,0.09,0.04975,0.0484999999999999,0.0782499999999999,0.0792499999999999,0.0797499999999999,0.03675,0.03925,0.474,0.11275,0.066,0.0825,0.0939999999999999,0.0647499999999999,0.1257499999999999,0.0939999999999999,0.0494999999999999,0.0737499999999999,0.0554999999999999,0.0755,0.06225,0.0379999999999999,0.0439999999999999,0.05225,0.0434999999999999,0.04225,0.15875,0.0584999999999999,0.16775,0.05125,0.16925,0.05075,0.0519999999999999,0.0384999999999999,0.023,0.04975,0.0732499999999999,0.0464999999999999,0.0394999999999999
Different for Girls (1996),0.65225,0.8382499999999999,0.86225,0.60325,0.7617499999999999,0.6875,0.7617499999999999,0.6575,0.69875,0.94375,0.6575,0.7617499999999999,0.7617499999999999,0.90125,0.4475,0.42525,0.45875,0.6575,0.31725,0.42425,0.248,0.6575,0.35175,0.27675,0.43,0.544,0.27425,0.38525,0.16075,0.172,0.3884999999999999,0.303,0.17875,0.58175,0.3077499999999999,0.1139999999999999,0.2845,0.17325,0.288,0.10625,0.2915,0.273,0.34475,0.2185,0.2214999999999999,0.2977499999999999,0.1765,0.16375,0.14475,0.2135,0.1654999999999999,0.10975,0.27425,0.3535,0.1485,0.0687499999999999,0.10525,0.131,0.139,0.1034999999999999,0.16475,0.73475,0.12175,0.11125,0.19,0.0755,0.0285,0.138,0.067,0.10625,0.22725,0.11675,0.11775,0.1372499999999999,0.1679999999999999,0.0584999999999999,0.10975,0.265,0.14275,0.0424999999999999,0.0544999999999999,0.15675,0.06125,0.2674999999999999,0.0645,0.1074999999999999,0.03125,0.05725,0.379,0.0635,0.10225,0.04325,0.142,0.0832499999999999,0.0949999999999999,0.10375,0.0595,0.09175,0.1775,0.16275,0.0767499999999999,0.1164999999999999,0.15575,0.0725,0.0514999999999999,0.05525,0.12125,0.0459999999999999,0.16975,0.0697499999999999,0.089,0.0499999999999999,0.0285,0.0454999999999999,0.2027499999999999,0.16925,0.0702499999999999,0.09,0.04475,0.0574999999999999,0.09125,0.0745,0.04875,0.0697499999999999,0.0155,0.0627499999999999,0.0205,0.0715,0.087,0.0399999999999999,0.0732499999999999,0.022,0.12125,0.11525,0.12175,0.04175,0.0802499999999999,0.03875,0.03225,0.05625,0.09775,0.0449999999999999,0.0429999999999999,0.078,0.0242499999999999,0.0419999999999999,0.0314999999999999,0.0277499999999999,0.0262499999999999
"Next Best Thing, The (2000)",0.664,0.3077499999999999,0.65675,0.4815,0.4692499999999999,0.31575,0.4469999999999999,0.33925,0.4489999999999999,0.426,0.3415,0.6075,0.4469999999999999,0.9645,0.481,0.3189999999999999,0.38225,0.22275,0.4852499999999999,0.73325,0.7645,0.3125,0.3565,0.44475,0.1709999999999999,0.33825,0.27,0.247,0.46975,0.69,0.4105,0.294,0.20725,0.17275,0.269,0.31325,0.14875,0.7645,0.3695,0.078,0.20775,0.28725,0.20825,0.43125,0.2955,0.11975,0.18125,0.20775,0.17575,0.0767499999999999,0.6115,0.25025,0.0755,0.1965,0.14375,0.2045,0.22075,0.11575,0.2115,0.24925,0.2075,0.1272499999999999,0.14375,0.0885,0.27475,0.152,0.16525,0.1104999999999999,0.30225,0.2155,0.08675,0.1297499999999999,0.10275,0.15775,0.1332499999999999,0.0775,0.1245,0.14175,0.1164999999999999,0.1277499999999999,0.09325,0.0637499999999999,0.11475,0.0657499999999999,0.0852499999999999,0.14725,0.0404999999999999,0.1845,0.1725,0.133,0.1325,0.1377499999999999,0.0712499999999999,0.0712499999999999,0.11775,0.06,0.15175,0.14275,0.15875,0.0657499999999999,0.374,0.14725,0.0715,0.0797499999999999,0.10075,0.1059999999999999,0.0777499999999999,0.0225,0.0479999999999999,0.0394999999999999,0.10625,0.174,0.74275,0.0697499999999999,0.0707499999999999,0.0802499999999999,0.062,0.1805,0.0434999999999999,0.0459999999999999,0.089,0.0787499999999999,0.10725,0.0384999999999999,0.03575,0.06075,0.0237499999999999,0.09425,0.15575,0.0384999999999999,0.0257499999999999,0.0865,0.10275,0.04625,0.0499999999999999,0.08775,0.0275,0.0949999999999999,0.10825,0.059,0.03625,0.203,0.0434999999999999,0.0449999999999999,0.23925,0.026,0.0384999999999999,0.03875,0.0419999999999999
The Year My Voice Broke (1987),0.644,0.93475,0.437,0.77275,0.93775,0.924,0.7762500000000001,0.81925,0.7,0.572,0.8594999999999999,0.5415,0.483,0.412,0.43775,0.24075,0.1935,0.58975,0.68925,0.3295,0.187,0.58375,0.392,0.2837499999999999,0.827,0.40225,0.4267499999999999,0.2274999999999999,0.20475,0.1594999999999999,0.35275,0.24775,0.194,0.2927499999999999,0.31875,0.3025,0.469,0.194,0.259,0.9185,0.295,0.2125,0.4034999999999999,0.18675,0.1735,0.479,0.29225,0.355,0.1405,0.428,0.28025,0.194,0.18225,0.2365,0.18675,0.066,0.087,0.1855,0.2175,0.0499999999999999,0.22525,0.27625,0.428,0.12475,0.1574999999999999,0.1564999999999999,0.1855,0.1785,0.1245,0.1154999999999999,0.2355,0.10275,0.4742499999999999,0.15775,0.10475,0.05875,0.2125,0.384,0.199,0.0939999999999999,0.3057499999999999,0.2125,0.39275,0.0657499999999999,0.33475,0.05625,0.10275,0.1694999999999999,0.0237499999999999,0.1604999999999999,0.0832499999999999,0.1475,0.07,0.2375,0.2395,0.09925,0.061,0.28525,0.1825,0.0544999999999999,0.04425,0.15475,0.0564999999999999,0.0584999999999999,0.03775,0.12475,0.0494999999999999,0.43025,0.9365,0.04325,0.069,0.05225,0.0444999999999999,0.0494999999999999,0.12275,0.0974999999999999,0.185,0.04975,0.204,0.1654999999999999,0.088,0.1709999999999999,0.03775,0.0745,0.067,0.1937499999999999,0.04325,0.0964999999999999,0.0657499999999999,0.06225,0.1049999999999999,0.093,0.0277499999999999,0.04725,0.05225,0.0489999999999999,0.0314999999999999,0.088,0.05225,0.082,0.0857499999999999,0.0167499999999999,0.0474999999999999,0.09,0.0122499999999999,0.04025,0.03175,0.0285,0.09525
Bull Durham (1988),0.75925,0.74275,0.75925,0.552,0.65125,0.6655,0.70725,0.57575,0.92475,0.4872499999999999,0.722,0.70725,0.57925,0.28425,0.4895,0.199,0.614,0.513,0.68,0.344,0.2574999999999999,0.28125,0.3804999999999999,0.282,0.58475,0.39775,0.671,0.3345,0.1505,0.23125,0.27275,0.57375,0.7665,0.247,0.30225,0.1885,0.3379999999999999,0.376,0.299,0.4489999999999999,0.21475,0.20975,0.409,0.1917499999999999,0.15525,0.2289999999999999,0.15075,0.1952499999999999,0.16475,0.309,0.183,0.376,0.246,0.09175,0.18375,0.073,0.182,0.15625,0.21425,0.189,0.1455,0.2445,0.1714999999999999,0.1932499999999999,0.1367499999999999,0.3592499999999999,0.11225,0.20975,0.0665,0.1545,0.08825,0.0989999999999999,0.11675,0.3117499999999999,0.265,0.11375,0.12025,0.1545,0.14,0.093,0.0842499999999999,0.14425,0.2095,0.23075,0.1084999999999999,0.0865,0.1669999999999999,0.079,0.0559999999999999,0.0715,0.1235,0.0787499999999999,0.0855,0.17875,0.0974999999999999,0.069,0.18075,0.10525,0.04225,0.0822499999999999,0.03675,0.0815,0.249,0.05825,0.0785,0.1089999999999999,0.1034999999999999,0.0737499999999999,0.0895,0.0677499999999999,0.1525,0.0627499999999999,0.04675,0.1019999999999999,0.128,0.1029999999999999,0.0389999999999999,0.10125,0.0627499999999999,0.10875,0.077,0.132,0.04775,0.0479999999999999,0.0782499999999999,0.2877499999999999,0.0287499999999999,0.0752499999999999,0.04475,0.1937499999999999,0.0605,0.0409999999999999,0.1034999999999999,0.0514999999999999,0.0657499999999999,0.0772499999999999,0.0459999999999999,0.03275,0.25925,0.1124999999999999,0.0474999999999999,0.04925,0.029,0.0969999999999999,0.0217499999999999,0.03625,0.08,0.0807499999999999,0.0519999999999999
Thelma & Louise (1991),0.7,0.66225,0.908,0.8885000000000001,0.8265,0.4305,0.8274999999999999,0.6135,0.485,0.43225,0.76275,0.8425,0.50825,0.23975,0.45275,0.9875,0.535,0.6135,0.62475,0.3994999999999999,0.2365,0.668,0.26275,0.45675,0.34375,0.42425,0.62475,0.2544999999999999,0.1694999999999999,0.16975,0.20675,0.24425,0.53925,0.3155,0.3525,0.2204999999999999,0.22625,0.34275,0.67225,0.24525,0.2955,0.16625,0.4145,0.21625,0.30925,0.24075,0.404,0.15825,0.1634999999999999,0.4305,0.3145,0.34275,0.0752499999999999,0.195,0.204,0.21375,0.22625,0.943,0.131,0.09,0.10125,0.15125,0.21425,0.4305,0.15825,0.077,0.0974999999999999,0.191,0.0569999999999999,0.16225,0.1875,0.2175,0.09025,0.12425,0.1215,0.20825,0.3299999999999999,0.2329999999999999,0.23975,0.0837499999999999,0.09175,0.10225,0.0935,0.19,0.22525,0.0747499999999999,0.0737499999999999,0.1004999999999999,0.1365,0.03075,0.1704999999999999,0.0687499999999999,0.1455,0.0765,0.14875,0.1684999999999999,0.092,0.0695,0.1044999999999999,0.1357499999999999,0.0529999999999999,0.09875,0.0837499999999999,0.125,0.1295,0.09525,0.11375,0.0667499999999999,0.066,0.04575,0.11375,0.10175,0.0805,0.184,0.10075,0.395,0.03175,0.03975,0.0672499999999999,0.1367499999999999,0.12125,0.03025,0.06075,0.1669999999999999,0.1144999999999999,0.0765,0.0172499999999999,0.03775,0.05325,0.0655,0.04175,0.0384999999999999,0.0255,0.06175,0.03875,0.03375,0.0272499999999999,0.10525,0.435,0.0665,0.3179999999999999,0.09625,0.0534999999999999,0.028,0.0232499999999999,0.152,0.08675,0.04675,0.15875
Jungle Fever (1991),0.677,0.922,0.359,0.10475,0.2907499999999999,0.36575,0.6645,0.6645,0.47,0.503,0.4965,0.4265,0.34175,0.2995,0.4327499999999999,0.68475,0.546,0.4265,0.5045,0.65975,0.39025,0.3309999999999999,0.2155,0.354,0.15475,0.2644999999999999,0.266,0.306,0.4835,0.4225,0.3035,0.2175,0.16125,0.2269999999999999,0.3315,0.187,0.9945,0.1815,0.236,0.1024999999999999,0.374,0.21975,0.214,0.21775,0.20325,0.144,0.15825,0.1589999999999999,0.2279999999999999,0.0817499999999999,0.10525,0.14875,0.50125,0.99875,0.1987499999999999,0.35475,0.10725,0.11175,0.156,0.1992499999999999,0.1034999999999999,0.1109999999999999,0.2095,0.4922499999999999,0.0815,0.072,0.18725,0.0792499999999999,0.32575,0.284,0.309,0.148,0.05525,0.072,0.1245,0.1892499999999999,0.1104999999999999,0.218,0.12075,0.7569999999999999,0.09425,0.1099999999999999,0.0519999999999999,0.181,0.09525,0.0687499999999999,0.0915,0.1357499999999999,0.0857499999999999,0.0847499999999999,0.0692499999999999,0.1009999999999999,0.0969999999999999,0.2604999999999999,0.0984999999999999,0.0827499999999999,0.1019999999999999,0.072,0.191,0.12475,0.08825,0.1069999999999999,0.0954999999999999,0.1337499999999999,0.065,0.0762499999999999,0.14525,0.0499999999999999,0.025,0.0444999999999999,0.0817499999999999,0.0627499999999999,0.04075,0.06225,0.346,0.0805,0.06075,0.14925,0.0752499999999999,0.09075,0.06,0.0682499999999999,0.05225,0.0672499999999999,0.04925,0.059,0.1277499999999999,0.05075,0.0725,0.074,0.0647499999999999,0.0379999999999999,0.14525,0.0489999999999999,0.04575,0.04125,0.05375,0.028,0.0285,0.0215,0.03225,0.0687499999999999,0.03575,0.0339999999999999,0.0334999999999999,0.0414999999999999,0.0564999999999999,0.0282499999999999,0.0915
