movieId,chase,weapons,fight scenes,good,fun movie,surveillance,betrayal,predictable,catastrophe,original,vengeance,mentor,dialogue,culture clash,first contact,greed,runaway,weird,drama,light,life philosophy,not funny,fantasy world,melancholic,adaptation,very funny,sexy,transformation,teen movie,kidnapping,alter ego,internet,absurd,survival,sacrifice,creativity,death,classic car,family,pulp,life & death,british,stereotypes,islam,pornography,underrated,independent film,drinking,hospital,no plot,women,nudity (full frontal - brief),hotel,irish accent,computer animation,period piece,quirky,dysfunctional family,writers,unlikely friendships,california,memory,remake,russian,prison,childhood,oil,doctors,island,multiple storylines,prejudice,new york city,mad scientist,buddy movie,notable nudity,new jersey,blindness,alternate history,san francisco,divorce,simple,foul language,camp,queer,kick-butt women,farce,nudity (topless - brief),nudity (rear),race,wartime,too long,interracial romance,road movie,80s,ensemble cast,trilogy,lawyer,shopping,good music,single father,too short,los angeles,immortality,film noir,unlikeable characters,small town,awesome soundtrack,fashion,snakes,father daughter relationship,tokyo,desert,bollywood,hip hop,brothers,workplace,atheism,hunting,indians,addiction,time,stand-up comedy,wilderness,adoption,robert downey jr,censorship,god,dreams,ghosts/afterlife,cancer,radio,stoner movie,reality tv,graphic novel,made for tv,directorial debut,1930s,best of 2005,potential oscar nom,wine,homeless,prostitution,rebellion,texas,australia,french,finnish,goth,documentary
"Man with the Golden Gun, The (1974)",0.8912500000000001,0.97175,0.7942499999999999,0.7315,0.733,0.93825,0.93825,0.97175,0.501,0.65175,0.3934999999999999,0.588,0.733,0.5285,0.4535,0.3652499999999999,0.65275,0.43025,0.3542499999999999,0.67425,0.295,0.2975,0.311,0.3652499999999999,0.49075,0.4285,0.555,0.311,0.20325,0.1584999999999999,0.39575,0.1287499999999999,0.27775,0.25875,0.18,0.2594999999999999,0.1624999999999999,0.3097499999999999,0.2115,0.24275,0.2135,0.7809999999999999,0.29925,0.14,0.204,0.399,0.15525,0.37575,0.1367499999999999,0.151,0.2624999999999999,0.1372499999999999,0.22625,0.1495,0.1669999999999999,0.7809999999999999,0.2259999999999999,0.25575,0.1367499999999999,0.2524999999999999,0.21075,0.1175,0.03575,0.1895,0.10825,0.22275,0.68925,0.267,0.7685,0.15125,0.1654999999999999,0.12325,0.36075,0.24725,0.18325,0.16975,0.1109999999999999,0.185,0.21925,0.23225,0.1159999999999999,0.063,0.2624999999999999,0.1245,0.2005,0.2524999999999999,0.73125,0.1069999999999999,0.16575,0.0825,0.0762499999999999,0.1312499999999999,0.11825,0.22775,0.0845,0.14125,0.04975,0.0812499999999999,0.3452499999999999,0.0514999999999999,0.065,0.0742499999999999,0.10725,0.09475,0.0579999999999999,0.1312499999999999,0.152,0.05825,0.40025,0.091,0.1185,0.149,0.0722499999999999,0.0419999999999999,0.05275,0.0837499999999999,0.0717499999999999,0.2012499999999999,0.0675,0.0855,0.0697499999999999,0.0725,0.05425,0.0697499999999999,0.04325,0.092,0.0559999999999999,0.0682499999999999,0.0514999999999999,0.0645,0.09525,0.0835,0.0984999999999999,0.0262499999999999,0.0969999999999999,0.069,0.1725,0.0379999999999999,0.04675,0.0655,0.029,0.0469999999999999,0.1805,0.0489999999999999,0.11725,0.0339999999999999,0.0235,0.0479999999999999,0.0207499999999999
Gone in 60 Seconds (2000),0.98725,0.98725,0.98725,0.897,0.93675,0.4157499999999999,0.68875,0.869,0.869,0.72125,0.64575,0.8062499999999999,0.8640000000000001,0.4024999999999999,0.4065,0.4024999999999999,0.39225,0.354,0.3219999999999999,0.44975,0.38775,0.3742499999999999,0.23575,0.2299999999999999,0.25,0.28825,0.4702499999999999,0.24825,0.26175,0.24025,0.2299999999999999,0.2504999999999999,0.139,0.1975,0.184,0.2885,0.2224999999999999,0.7275,0.26175,0.26325,0.22375,0.14,0.31325,0.0994999999999999,0.2654999999999999,0.24925,0.1415,0.12125,0.16575,0.2334999999999999,0.1882499999999999,0.22325,0.12225,0.1985,0.17175,0.1272499999999999,0.22725,0.137,0.1385,0.20675,0.363,0.15775,0.7862499999999999,0.09875,0.1205,0.1545,0.133,0.10975,0.20425,0.188,0.10875,0.10375,0.1265,0.2875,0.26525,0.2804999999999999,0.154,0.1272499999999999,0.1795,0.148,0.17575,0.23375,0.1175,0.128,0.2534999999999999,0.2684999999999999,0.1104999999999999,0.1355,0.15475,0.084,0.1405,0.0584999999999999,0.1594999999999999,0.06075,0.069,0.0817499999999999,0.071,0.2674999999999999,0.15725,0.09725,0.1445,0.3239999999999999,0.0615,0.091,0.06225,0.0645,0.1415,0.1312499999999999,0.1099999999999999,0.05325,0.0752499999999999,0.1059999999999999,0.11425,0.1365,0.15625,0.067,0.09375,0.03925,0.0697499999999999,0.05875,0.066,0.09325,0.0544999999999999,0.0474999999999999,0.09275,0.06025,0.04375,0.0675,0.1995,0.04675,0.05025,0.0692499999999999,0.0384999999999999,0.0509999999999999,0.05475,0.0687499999999999,0.04825,0.0384999999999999,0.14575,0.031,0.0949999999999999,0.0449999999999999,0.0275,0.0584999999999999,0.0314999999999999,0.04625,0.0257499999999999,0.03225,0.022
F/X (1986),0.94,0.9505,0.8532500000000001,0.8674999999999999,0.89025,0.8674999999999999,0.9245,0.9505,0.4822499999999999,0.7865,0.45875,0.77475,0.70325,0.9245,0.9505,0.9245,0.64425,0.66025,0.4024999999999999,0.4449999999999999,0.24375,0.3592499999999999,0.3954999999999999,0.2674999999999999,0.23925,0.2425,0.247,0.3345,0.3359999999999999,0.14175,0.1897499999999999,0.255,0.16025,0.209,0.28525,0.30625,0.4435,0.3675,0.2937499999999999,0.27,0.21875,0.18,0.22575,0.145,0.183,0.382,0.2395,0.1475,0.1987499999999999,0.0702499999999999,0.1322499999999999,0.2234999999999999,0.17225,0.2975,0.2355,0.11925,0.2985,0.1235,0.0905,0.2654999999999999,0.3027499999999999,0.25125,0.0584999999999999,0.1119999999999999,0.1599999999999999,0.27425,0.31825,0.21,0.12275,0.1302499999999999,0.15825,0.69075,0.3335,0.27225,0.126,0.17525,0.14425,0.12375,0.238,0.08975,0.23875,0.12175,0.08925,0.1292499999999999,0.0564999999999999,0.137,0.2594999999999999,0.135,0.138,0.0652499999999999,0.0725,0.11025,0.1144999999999999,0.6805,0.06225,0.1584999999999999,0.1955,0.15475,0.10525,0.0802499999999999,0.0685,0.14275,0.0827499999999999,0.265,0.024,0.15375,0.129,0.1594999999999999,0.1169999999999999,0.0802499999999999,0.068,0.0499999999999999,0.10475,0.0725,0.0727499999999999,0.068,0.0655,0.1689999999999999,0.084,0.04425,0.15275,0.0712499999999999,0.1074999999999999,0.069,0.0645,0.06,0.0282499999999999,0.125,0.1669999999999999,0.05675,0.20525,0.05775,0.04125,0.0255,0.1154999999999999,0.0865,0.1149999999999999,0.0369999999999999,0.0687499999999999,0.05775,0.0949999999999999,0.04075,0.04225,0.03775,0.0999999999999999,0.04625,0.0242499999999999,0.02,0.0245
F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991),0.91575,0.8985000000000001,0.8985000000000001,0.71625,0.7855000000000001,0.548,0.61475,0.8680000000000001,0.608,0.7789999999999999,0.53075,0.5835,0.39675,0.61475,0.8680000000000001,0.61475,0.37475,0.37475,0.37475,0.33375,0.374,0.353,0.3239999999999999,0.2867499999999999,0.2544999999999999,0.33375,0.177,0.25225,0.16275,0.11125,0.2495,0.304,0.1977499999999999,0.0875,0.28025,0.4619999999999999,0.3642499999999999,0.17625,0.24,0.26275,0.478,0.09025,0.1735,0.1402499999999999,0.23575,0.182,0.1629999999999999,0.2259999999999999,0.1825,0.15375,0.141,0.3405,0.1255,0.1795,0.2784999999999999,0.0797499999999999,0.42125,0.17175,0.1569999999999999,0.20975,0.1265,0.2877499999999999,0.22375,0.05625,0.11175,0.15525,0.03875,0.1895,0.1009999999999999,0.2075,0.1024999999999999,0.0857499999999999,0.1322499999999999,0.193,0.15875,0.078,0.09325,0.14925,0.14725,0.18,0.0984999999999999,0.0645,0.08625,0.132,0.0825,0.1325,0.0845,0.2504999999999999,0.1104999999999999,0.0692499999999999,0.1415,0.09525,0.24125,0.0964999999999999,0.0579999999999999,0.137,0.0494999999999999,0.4307499999999999,0.061,0.0509999999999999,0.03425,0.0802499999999999,0.32625,0.10825,0.03125,0.089,0.08775,0.0277499999999999,0.0569999999999999,0.04475,0.0954999999999999,0.05275,0.0817499999999999,0.0767499999999999,0.0675,0.0827499999999999,0.0595,0.05875,0.0672499999999999,0.05425,0.1699999999999999,0.0915,0.04825,0.07,0.0434999999999999,0.0672499999999999,0.04825,0.0825,0.0969999999999999,0.068,0.04425,0.0647499999999999,0.0574999999999999,0.0275,0.0595,0.06,0.0579999999999999,0.03575,0.073,0.0682499999999999,0.0484999999999999,0.0319999999999999,0.03675,0.05475,0.0394999999999999,0.0414999999999999,0.026,0.06175,0.0197499999999999
"Art of War, The (2000)",0.959,0.959,0.959,0.8772500000000001,0.93575,0.8772500000000001,0.8667499999999999,0.6985,0.491,0.6765,0.60225,0.59325,0.55375,0.673,0.32375,0.673,0.4629999999999999,0.489,0.3834999999999999,0.3005,0.42,0.37775,0.301,0.3239999999999999,0.28075,0.25225,0.4705,0.30225,0.20875,0.197,0.2045,0.362,0.23525,0.179,0.22425,0.181,0.2594999999999999,0.3764999999999999,0.1942499999999999,0.2817499999999999,0.1945,0.09,0.32925,0.81525,0.2917499999999999,0.1825,0.2279999999999999,0.123,0.18,0.4167499999999999,0.3505,0.22975,0.125,0.15825,0.1957499999999999,0.082,0.18525,0.17125,0.207,0.1634999999999999,0.09875,0.18025,0.1277499999999999,0.1039999999999999,0.11225,0.1257499999999999,0.0805,0.0964999999999999,0.1579999999999999,0.183,0.09775,0.44475,0.11475,0.11125,0.31225,0.1385,0.22325,0.1164999999999999,0.11675,0.1395,0.10025,0.082,0.11175,0.14225,0.2684999999999999,0.091,0.22475,0.259,0.0865,0.1129999999999999,0.14975,0.0855,0.05025,0.1169999999999999,0.0697499999999999,0.0569999999999999,0.0964999999999999,0.1039999999999999,0.0712499999999999,0.06075,0.0974999999999999,0.081,0.077,0.10075,0.0637499999999999,0.0747499999999999,0.09,0.092,0.0579999999999999,0.0379999999999999,0.0979999999999999,0.0509999999999999,0.10875,0.11675,0.0677499999999999,0.0812499999999999,0.0752499999999999,0.069,0.05775,0.0627499999999999,0.0444999999999999,0.1129999999999999,0.0469999999999999,0.076,0.0554999999999999,0.0792499999999999,0.0837499999999999,0.0737499999999999,0.0632499999999999,0.04175,0.1049999999999999,0.0737499999999999,0.04025,0.06025,0.064,0.062,0.0885,0.0394999999999999,0.213,0.0655,0.0469999999999999,0.0605,0.04625,0.0389999999999999,0.0237499999999999,0.0444999999999999,0.0267499999999999,0.0637499999999999,0.0207499999999999
Diamonds Are Forever (1971),0.933,0.97575,0.7577499999999999,0.61425,0.7275,0.95875,0.911,0.97575,0.56525,0.6695,0.532,0.57625,0.70925,0.44825,0.51775,0.39,0.6365,0.4247499999999999,0.3645,0.672,0.26575,0.29225,0.34375,0.278,0.4692499999999999,0.4815,0.55825,0.2835,0.51425,0.16625,0.2965,0.11525,0.32875,0.2897499999999999,0.195,0.25025,0.20525,0.33375,0.21225,0.23225,0.17725,0.63375,0.28925,0.1305,0.1699999999999999,0.27125,0.17825,0.3505,0.1255,0.14275,0.2895,0.188,0.3209999999999999,0.1882499999999999,0.1515,0.63375,0.207,0.2145,0.12325,0.23475,0.33325,0.1245,0.04975,0.17375,0.09925,0.2324999999999999,0.8787499999999999,0.22175,0.2294999999999999,0.1252499999999999,0.15775,0.127,0.3255,0.1307499999999999,0.15825,0.20625,0.09075,0.1445,0.1372499999999999,0.1205,0.1069999999999999,0.0715,0.4157499999999999,0.3067499999999999,0.1262499999999999,0.26775,0.6745,0.079,0.1282499999999999,0.064,0.0817499999999999,0.1262499999999999,0.1327499999999999,0.1659999999999999,0.0785,0.16525,0.0642499999999999,0.10625,0.2135,0.05125,0.066,0.1639999999999999,0.09,0.0949999999999999,0.0579999999999999,0.16325,0.17825,0.0974999999999999,0.21975,0.081,0.1215,0.3602499999999999,0.08,0.0469999999999999,0.0524999999999999,0.0777499999999999,0.069,0.2219999999999999,0.075,0.0939999999999999,0.0915,0.0827499999999999,0.0419999999999999,0.05975,0.03725,0.0785,0.05825,0.08925,0.04625,0.0632499999999999,0.0832499999999999,0.0782499999999999,0.1004999999999999,0.0314999999999999,0.1074999999999999,0.074,0.1054999999999999,0.04025,0.0464999999999999,0.10125,0.04175,0.079,0.178,0.06075,0.11625,0.03025,0.03675,0.03375,0.0252499999999999
Proof of Life (2000),0.8855,0.8855,0.8855,0.6965,0.80725,0.64325,0.64625,0.52825,0.572,0.65275,0.56225,0.5735,0.531,0.64625,0.31025,0.5695,0.529,0.62125,0.64625,0.18525,0.3964999999999999,0.3472499999999999,0.3409999999999999,0.3047499999999999,0.26875,0.22325,0.3005,0.23425,0.3465,0.88775,0.1345,0.2955,0.09675,0.38675,0.372,0.17575,0.25875,0.173,0.24525,0.1589999999999999,0.24475,0.1594999999999999,0.25375,0.16225,0.196,0.1679999999999999,0.2654999999999999,0.1912499999999999,0.2005,0.09175,0.1977499999999999,0.195,0.10725,0.16275,0.15925,0.142,0.16725,0.15,0.201,0.23625,0.14675,0.149,0.0835,0.09925,0.132,0.1312499999999999,0.44725,0.173,0.10925,0.135,0.15175,0.0657499999999999,0.0519999999999999,0.09575,0.14975,0.1235,0.147,0.1262499999999999,0.11725,0.20675,0.18025,0.3087499999999999,0.24675,0.1235,0.0732499999999999,0.0627499999999999,0.0662499999999999,0.1009999999999999,0.0692499999999999,0.10625,0.1865,0.09725,0.1275,0.0579999999999999,0.0579999999999999,0.0534999999999999,0.16175,0.0865,0.0692499999999999,0.1094999999999999,0.09025,0.0605,0.04575,0.083,0.0627499999999999,0.0775,0.0544999999999999,0.0735,0.0822499999999999,0.04375,0.0454999999999999,0.0675,0.11225,0.0857499999999999,0.0777499999999999,0.0782499999999999,0.0745,0.06075,0.1029999999999999,0.0702499999999999,0.059,0.08725,0.07,0.05025,0.09975,0.06125,0.03625,0.072,0.03775,0.0775,0.09975,0.0725,0.05475,0.0277499999999999,0.062,0.0499999999999999,0.0399999999999999,0.0247499999999999,0.05475,0.09825,0.04425,0.03825,0.0277499999999999,0.04875,0.0875,0.04575,0.0319999999999999,0.03,0.0202499999999999
"Living Daylights, The (1987)",0.91475,0.976,0.8180000000000001,0.60775,0.7502500000000001,0.97675,0.923,0.976,0.48475,0.6555,0.366,0.58925,0.63525,0.3672499999999999,0.37575,0.3672499999999999,0.66375,0.33125,0.33125,0.57025,0.25825,0.32075,0.34875,0.2279999999999999,0.33275,0.2269999999999999,0.3685,0.2875,0.18025,0.1397499999999999,0.27375,0.1169999999999999,0.2319999999999999,0.2299999999999999,0.24775,0.1942499999999999,0.18475,0.23525,0.1387499999999999,0.38425,0.16625,0.71325,0.1704999999999999,0.4795,0.1579999999999999,0.3572499999999999,0.14575,0.2234999999999999,0.1365,0.176,0.23375,0.1109999999999999,0.16125,0.144,0.1415,0.71325,0.1937499999999999,0.1619999999999999,0.11775,0.24,0.181,0.12125,0.0444999999999999,0.44825,0.1967499999999999,0.1584999999999999,0.4475,0.22375,0.22825,0.138,0.11825,0.0735,0.3027499999999999,0.09425,0.0767499999999999,0.1332499999999999,0.08625,0.1455,0.136,0.076,0.0687499999999999,0.0444999999999999,0.1584999999999999,0.12025,0.0707499999999999,0.15725,0.21275,0.0832499999999999,0.1252499999999999,0.059,0.11875,0.1252499999999999,0.11475,0.279,0.082,0.0757499999999999,0.0444999999999999,0.0797499999999999,0.2239999999999999,0.0389999999999999,0.09525,0.0519999999999999,0.0747499999999999,0.08975,0.03825,0.09925,0.083,0.05325,0.1312499999999999,0.04975,0.091,0.11875,0.0792499999999999,0.05925,0.0394999999999999,0.07,0.0725,0.0705,0.0637499999999999,0.0742499999999999,0.0925,0.089,0.05525,0.05475,0.03675,0.05375,0.0369999999999999,0.0795,0.0282499999999999,0.0514999999999999,0.12025,0.0627499999999999,0.10425,0.025,0.1262499999999999,0.0524999999999999,0.067,0.0242499999999999,0.05325,0.04925,0.0389999999999999,0.0424999999999999,0.0632499999999999,0.0414999999999999,0.071,0.0235,0.03775,0.0319999999999999,0.0237499999999999
Antitrust (2001),0.6905,0.66325,0.71475,0.953,0.51675,0.89425,0.88175,0.953,0.953,0.6745,0.35875,0.54225,0.408,0.3712499999999999,0.953,0.6455,0.406,0.406,0.3455,0.3435,0.44175,0.356,0.4095,0.38975,0.22625,0.283,0.37,0.2574999999999999,0.76475,0.128,0.1912499999999999,0.8254999999999999,0.132,0.5895,0.27675,0.4775,0.1985,0.1604999999999999,0.188,0.16825,0.29625,0.0832499999999999,0.45425,0.17525,0.2865,0.24725,0.17525,0.124,0.1044999999999999,0.197,0.2475,0.1305,0.0732499999999999,0.1709999999999999,0.3075,0.0712499999999999,0.1302499999999999,0.08675,0.24,0.17275,0.16175,0.119,0.14975,0.0642499999999999,0.092,0.23725,0.15175,0.1387499999999999,0.1574999999999999,0.1367499999999999,0.17525,0.04625,0.118,0.0449999999999999,0.1735,0.182,0.186,0.1674999999999999,0.1255,0.0812499999999999,0.127,0.0524999999999999,0.11475,0.1387499999999999,0.0805,0.0627499999999999,0.06125,0.17775,0.1619999999999999,0.10925,0.085,0.0725,0.10425,0.05475,0.09675,0.0702499999999999,0.218,0.10875,0.0715,0.09825,0.10675,0.0479999999999999,0.086,0.0757499999999999,0.05125,0.1049999999999999,0.0735,0.123,0.03275,0.03525,0.0454999999999999,0.05475,0.10625,0.12075,0.0514999999999999,0.16975,0.20475,0.04125,0.0765,0.0489999999999999,0.05575,0.08675,0.061,0.05425,0.071,0.0725,0.09275,0.0775,0.04975,0.03925,0.1684999999999999,0.08675,0.2314999999999999,0.0827499999999999,0.1084999999999999,0.0444999999999999,0.0469999999999999,0.0292499999999999,0.04325,0.0524999999999999,0.0329999999999999,0.0215,0.03775,0.029,0.03275,0.0369999999999999,0.0439999999999999,0.0359999999999999,0.028
Swordfish (2001),0.98425,0.98425,0.98425,0.87825,0.96275,0.67825,0.7969999999999999,0.87825,0.87825,0.63525,0.7969999999999999,0.522,0.922,0.512,0.7882499999999999,0.512,0.49775,0.49775,0.49775,0.43525,0.3359999999999999,0.358,0.2694999999999999,0.3155,0.25475,0.285,0.6945,0.264,0.21825,0.16475,0.3309999999999999,0.61975,0.17825,0.23875,0.4409999999999999,0.27925,0.1624999999999999,0.26,0.196,0.4595,0.217,0.068,0.3705,0.1285,0.4995,0.20825,0.14275,0.2259999999999999,0.141,0.304,0.2724999999999999,0.2905,0.1094999999999999,0.2445,0.2445,0.082,0.1405,0.15625,0.1709999999999999,0.1282499999999999,0.3884999999999999,0.14125,0.1664999999999999,0.069,0.16425,0.0959999999999999,0.119,0.10475,0.1315,0.26525,0.1124999999999999,0.081,0.1169999999999999,0.2125,0.39,0.15225,0.1624999999999999,0.14325,0.09975,0.1355,0.1375,0.1765,0.1267499999999999,0.15775,0.296,0.0974999999999999,0.179,0.27475,0.11275,0.0687499999999999,0.1337499999999999,0.1094999999999999,0.0999999999999999,0.0722499999999999,0.067,0.0652499999999999,0.14075,0.17275,0.09125,0.192,0.1185,0.7782500000000001,0.0979999999999999,0.0935,0.0554999999999999,0.082,0.09125,0.118,0.10825,0.511,0.0717499999999999,0.12275,0.0795,0.11025,0.0925,0.05775,0.1029999999999999,0.0439999999999999,0.08925,0.0464999999999999,0.0434999999999999,0.0817499999999999,0.0549999999999999,0.0682499999999999,0.12225,0.1089999999999999,0.0802499999999999,0.0687499999999999,0.05475,0.05375,0.04325,0.075,0.05525,0.12225,0.04425,0.0469999999999999,0.05075,0.03875,0.0642499999999999,0.0539999999999999,0.03725,0.0534999999999999,0.03,0.0994999999999999,0.03525,0.03875,0.22225,0.03725,0.0207499999999999
Above the Law (1988),0.973,0.973,0.973,0.734,0.956,0.8747499999999999,0.8747499999999999,0.5055,0.44575,0.673,0.74425,0.692,0.5965,0.86225,0.291,0.86225,0.429,0.49475,0.2614999999999999,0.1679999999999999,0.3465,0.3379999999999999,0.2764999999999999,0.255,0.2324999999999999,0.2299999999999999,0.28,0.2385,0.17425,0.17225,0.204,0.2115,0.1372499999999999,0.0665,0.2045,0.17725,0.236,0.21325,0.3582499999999999,0.295,0.16275,0.0499999999999999,0.18625,0.1345,0.23125,0.142,0.14275,0.15675,0.1569999999999999,0.091,0.10675,0.179,0.0857499999999999,0.132,0.201,0.0727499999999999,0.1505,0.207,0.183,0.1614999999999999,0.238,0.08675,0.10025,0.0935,0.1402499999999999,0.15625,0.1295,0.138,0.09025,0.18075,0.0857499999999999,0.0905,0.076,0.434,0.1905,0.12075,0.1154999999999999,0.135,0.0949999999999999,0.0647499999999999,0.11075,0.07,0.1275,0.11425,0.1664999999999999,0.123,0.1674999999999999,0.142,0.05775,0.05875,0.0855,0.08925,0.0857499999999999,0.4435,0.0727499999999999,0.10125,0.1024999999999999,0.0657499999999999,0.1505,0.04775,0.076,0.2,0.05675,0.10725,0.05725,0.087,0.12,0.0419999999999999,0.0635,0.0275,0.0835,0.0667499999999999,0.0574999999999999,0.0802499999999999,0.1089999999999999,0.0595,0.06025,0.0579999999999999,0.05025,0.17125,0.04525,0.131,0.06075,0.05725,0.04975,0.2485,0.04325,0.06225,0.06125,0.05225,0.0474999999999999,0.0655,0.0672499999999999,0.06,0.0414999999999999,0.0682499999999999,0.0554999999999999,0.0277499999999999,0.0409999999999999,0.03425,0.03075,0.0514999999999999,0.04825,0.0615,0.03275,0.03175,0.03175,0.03775,0.0167499999999999
"Dead Pool, The (1988)",0.9685,0.8732500000000001,0.8314999999999999,0.6735,0.8087500000000001,0.6735,0.91775,0.8732500000000001,0.43325,0.6945,0.8945000000000001,0.738,0.7045,0.72475,0.2644999999999999,0.72475,0.517,0.372,0.282,0.37275,0.3027499999999999,0.3565,0.31,0.32275,0.26525,0.37275,0.2827499999999999,0.23025,0.154,0.2594999999999999,0.23475,0.0999999999999999,0.23125,0.12025,0.15175,0.24525,0.579,0.798,0.1957499999999999,0.3279999999999999,0.2495,0.1525,0.17075,0.0974999999999999,0.2885,0.3279999999999999,0.1465,0.1465,0.33125,0.06025,0.0984999999999999,0.3179999999999999,0.204,0.2764999999999999,0.1962499999999999,0.1149999999999999,0.23675,0.136,0.1897499999999999,0.19,0.41025,0.11275,0.04975,0.1114999999999999,0.4255,0.20725,0.082,0.14175,0.074,0.14875,0.0954999999999999,0.1094999999999999,0.18275,0.71075,0.21775,0.1495,0.14675,0.12175,0.9555,0.088,0.0974999999999999,0.09725,0.183,0.136,0.1089999999999999,0.0964999999999999,0.184,0.185,0.14375,0.0687499999999999,0.1144999999999999,0.05225,0.1277499999999999,0.4419999999999999,0.0534999999999999,0.18175,0.124,0.09375,0.069,0.0245,0.027,0.26525,0.081,0.20675,0.0865,0.1024999999999999,0.0857499999999999,0.0637499999999999,0.0429999999999999,0.03575,0.08875,0.067,0.0655,0.0632499999999999,0.0797499999999999,0.154,0.0672499999999999,0.2095,0.0775,0.1245,0.05625,0.0827499999999999,0.08975,0.0414999999999999,0.09075,0.1074999999999999,0.05325,0.09825,0.0695,0.076,0.16525,0.0727499999999999,0.1704999999999999,0.0534999999999999,0.0845,0.11875,0.0747499999999999,0.0409999999999999,0.05575,0.0277499999999999,0.04625,0.05675,0.0539999999999999,0.074,0.0785,0.04325,0.0529999999999999,0.0354999999999999,0.0242499999999999
Shakedown (1988),0.98125,0.98125,0.98125,0.707,0.9325,0.6115,0.8,0.60775,0.472,0.65225,0.867,0.713,0.69175,0.8,0.3705,0.8,0.415,0.3864999999999999,0.393,0.2937499999999999,0.60175,0.359,0.4267499999999999,0.21875,0.1825,0.2937499999999999,0.1345,0.4277499999999999,0.40425,0.3452499999999999,0.28225,0.11875,0.14825,0.2385,0.269,0.1992499999999999,0.31725,0.4825,0.1629999999999999,0.3205,0.348,0.0554999999999999,0.075,0.1094999999999999,0.277,0.556,0.11425,0.17925,0.3605,0.119,0.14175,0.33325,0.11025,0.22325,0.198,0.0725,0.14,0.15,0.15775,0.1295,0.122,0.17275,0.38275,0.1915,0.1215,0.0959999999999999,0.04475,0.547,0.26775,0.22325,0.1094999999999999,0.47775,0.4177499999999999,0.6705,0.66025,0.24325,0.122,0.17875,0.05075,0.075,0.11975,0.08725,0.2035,0.1129999999999999,0.03575,0.16675,0.4115,0.32775,0.076,0.0514999999999999,0.193,0.06225,0.0822499999999999,0.7165,0.066,0.04925,0.90825,0.23325,0.063,0.04625,0.0252499999999999,0.2324999999999999,0.1395,0.09125,0.11925,0.2279999999999999,0.062,0.10475,0.0459999999999999,0.0329999999999999,0.0949999999999999,0.0334999999999999,0.021,0.0584999999999999,0.0642499999999999,0.0805,0.05325,0.0964999999999999,0.023,0.16525,0.09375,0.0524999999999999,0.238,0.0277499999999999,0.0627499999999999,0.0832499999999999,0.0835,0.12325,0.1714999999999999,0.128,0.0205,0.091,0.05575,0.024,0.03725,0.04025,0.04825,0.027,0.0222499999999999,0.03675,0.03,0.0647499999999999,0.0207499999999999,0.0319999999999999,0.0802499999999999,0.013,0.0212499999999999,0.0595,0.008
"Package, The (1989)",0.91,0.78575,0.78575,0.98825,0.63175,0.98825,0.96125,0.51175,0.478,0.66225,0.749,0.4942499999999999,0.749,0.792,0.44275,0.792,0.5865,0.7749999999999999,0.4347499999999999,0.2345,0.36075,0.3409999999999999,0.3035,0.47475,0.2115,0.20675,0.2249999999999999,0.2274999999999999,0.1049999999999999,0.5835,0.1285,0.125,0.1972499999999999,0.09625,0.153,0.1347499999999999,0.0935,0.39875,0.10675,0.32875,0.22525,0.1029999999999999,0.081,0.39475,0.1885,0.156,0.1535,0.1262499999999999,0.1887499999999999,0.2274999999999999,0.15975,0.1654999999999999,0.14975,0.47975,0.1614999999999999,0.2244999999999999,0.17025,0.128,0.1574999999999999,0.3265,0.18325,0.21725,0.133,0.67025,0.9285,0.14375,0.0595,0.3175,0.08625,0.1405,0.1935,0.0374999999999999,0.0989999999999999,0.0735,0.17875,0.0642499999999999,0.1679999999999999,0.10825,0.2125,0.0625,0.0514999999999999,0.05025,0.138,0.1375,0.06225,0.132,0.28925,0.386,0.28025,0.194,0.09225,0.08,0.2125,0.33775,0.065,0.06175,0.1669999999999999,0.0569999999999999,0.11475,0.0439999999999999,0.0275,0.0685,0.0745,0.135,0.04575,0.14325,0.0994999999999999,0.09875,0.0637499999999999,0.03025,0.04525,0.1405,0.067,0.05975,0.0822499999999999,0.0817499999999999,0.087,0.29325,0.065,0.0424999999999999,0.2025,0.068,0.2847499999999999,0.0464999999999999,0.0232499999999999,0.0757499999999999,0.0459999999999999,0.0625,0.03125,0.0257499999999999,0.0969999999999999,0.0635,0.0265,0.0202499999999999,0.05875,0.04775,0.09475,0.024,0.068,0.0504999999999999,0.0657499999999999,0.0464999999999999,0.03775,0.0414999999999999,0.081,0.04975,0.05975,0.04575,0.026
