movieId,original,good,drama,mentor,greed,culture clash,runaway,vengeance,weird,melancholic,unlikely friendships,sacrifice,prejudice,independent film,catastrophe,adaptation,betrayal,life & death,islam,dialogue,period piece,childhood,drinking,life philosophy,chase,light,fun movie,family,very funny,surveillance,teen movie,fight scenes,transformation,predictable,survival,death,not funny,first contact,pornography,good music,creativity,fantasy world,nudity (full frontal - brief),doctors,underrated,stereotypes,small town,hospital,indians,british,bollywood,dysfunctional family,weapons,dreams,irish accent,classic car,awesome soundtrack,quirky,brothers,new jersey,1930s,race,california,computer animation,simple,alter ego,foul language,wartime,cancer,writers,women,too long,alternate history,queer,road movie,prison,nudity (topless - brief),80s,addiction,absurd,radio,multiple storylines,blindness,sexy,texas,film noir,memory,lawyer,censorship,internet,atheism,wilderness,rebellion,adoption,interracial romance,farce,mad scientist,pulp,island,hotel,god,new york city,ensemble cast,single father,immortality,father daughter relationship,san francisco,desert,directorial debut,homeless,made for tv,australia,camp,stoner movie,workplace,tokyo,hip hop,divorce,time,best of 2005,russian,ghosts/afterlife,buddy movie,stand-up comedy,hunting,potential oscar nom,notable nudity,nudity (rear),robert downey jr,documentary,too short,snakes,kidnapping,oil,fashion,los angeles,kick-butt women,trilogy,finnish,shopping,prostitution,wine,reality tv,goth,no plot,graphic novel,unlikeable characters,french,remake
Never Cry Wolf (1983),0.8480000000000001,0.62475,0.6115,0.72525,0.6515,0.8480000000000001,0.658,0.63075,0.8787499999999999,0.7822499999999999,0.577,0.536,0.4872499999999999,0.3045,0.5265,0.9745,0.503,0.472,0.536,0.59575,0.299,0.52625,0.5565,0.3682499999999999,0.56925,0.5405,0.4725,0.415,0.50475,0.301,0.213,0.193,0.4925,0.2957499999999999,0.8134999999999999,0.2564999999999999,0.30025,0.6,0.3655,0.23525,0.366,0.2704999999999999,0.3672499999999999,0.14625,0.3984999999999999,0.279,0.185,0.18375,0.55325,0.2644999999999999,0.11175,0.1267499999999999,0.1887499999999999,0.1345,0.1335,0.3824999999999999,0.1987499999999999,0.39425,0.1795,0.1282499999999999,0.37175,0.27875,0.23675,0.415,0.2897499999999999,0.1714999999999999,0.14375,0.1835,0.073,0.2324999999999999,0.1972499999999999,0.14275,0.154,0.1624999999999999,0.1887499999999999,0.1255,0.17425,0.11675,0.0655,0.21975,0.2055,0.11125,0.16975,0.24175,0.074,0.197,0.1435,0.09125,0.18525,0.082,0.2145,0.9795,0.11225,0.235,0.147,0.09775,0.1624999999999999,0.1935,0.46725,0.1927499999999999,0.1357499999999999,0.079,0.0534999999999999,0.027,0.04675,0.076,0.1245,0.427,0.15,0.11175,0.0842499999999999,0.1589999999999999,0.17175,0.11525,0.10075,0.091,0.0707499999999999,0.0652499999999999,0.0579999999999999,0.06125,0.24225,0.0822499999999999,0.0959999999999999,0.06175,0.41,0.0984999999999999,0.1315,0.1252499999999999,0.077,0.155,0.0645,0.1347499999999999,0.1185,0.2907499999999999,0.0474999999999999,0.0707499999999999,0.09175,0.04675,0.0354999999999999,0.05325,0.04575,0.0747499999999999,0.04825,0.026,0.1307499999999999,0.0795,0.0359999999999999,0.0687499999999999,0.0195
Hoosiers (a.k.a. Best Shot) (1986),0.8919999999999999,0.92575,0.9855,0.946,0.78,0.8385,0.8385,0.7385,0.8919999999999999,0.5605,0.64925,0.60725,0.60725,0.57275,0.61275,0.32275,0.522,0.2664999999999999,0.4575,0.523,0.6615,0.67675,0.35775,0.2714999999999999,0.77125,0.8285,0.711,0.26425,0.53375,0.495,0.95825,0.4117499999999999,0.3155,0.3715,0.11775,0.17675,0.36375,0.217,0.17475,0.428,0.2204999999999999,0.26675,0.2219999999999999,0.1505,0.304,0.359,0.9905,0.16475,0.46125,0.23125,0.199,0.1579999999999999,0.25425,0.34125,0.20875,0.2025,0.428,0.2554999999999999,0.1962499999999999,0.352,0.20575,0.23625,0.3155,0.2504999999999999,0.2704999999999999,0.22675,0.77875,0.122,0.202,0.1525,0.0964999999999999,0.08975,0.294,0.192,0.11325,0.124,0.12,0.4535,0.1272499999999999,0.1755,0.3255,0.2764999999999999,0.11575,0.1445,0.528,0.16175,0.076,0.1927499999999999,0.1935,0.23475,0.0812499999999999,0.064,0.139,0.069,0.0837499999999999,0.14175,0.10725,0.1382499999999999,0.10975,0.0855,0.0812499999999999,0.0925,0.126,0.1365,0.15,0.0797499999999999,0.0615,0.06225,0.23125,0.04425,0.0715,0.09325,0.093,0.12075,0.05875,0.076,0.10325,0.0702499999999999,0.1322499999999999,0.23725,0.1235,0.14075,0.44275,0.0792499999999999,0.10475,0.05425,0.1252499999999999,0.0379999999999999,0.09225,0.0677499999999999,0.05075,0.17475,0.03625,0.0822499999999999,0.04025,0.0349999999999999,0.04825,0.05075,0.04375,0.03675,0.0339999999999999,0.083,0.0635,0.0765,0.04625,0.0257499999999999,0.03175,0.03925,0.0255
Bound for Glory (1976),0.903,0.90225,0.90325,0.7535000000000001,0.90325,0.8887499999999999,0.8887499999999999,0.6705,0.99675,0.90325,0.586,0.624,0.577,0.90325,0.44125,0.69,0.61325,0.59375,0.624,0.64025,0.624,0.51025,0.90325,0.4409999999999999,0.5245,0.478,0.23075,0.4549999999999999,0.49,0.43225,0.129,0.25775,0.4619999999999999,0.20675,0.292,0.37375,0.3472499999999999,0.24025,0.40225,0.94,0.31825,0.32225,0.3245,0.215,0.235,0.1755,0.4705,0.23275,0.3722499999999999,0.23375,0.0707499999999999,0.25825,0.249,0.3605,0.1614999999999999,0.18625,0.608,0.39825,0.24975,0.1317499999999999,0.83175,0.1669999999999999,0.8234999999999999,0.4549999999999999,0.384,0.4389999999999999,0.09875,0.1735,0.16275,0.23825,0.216,0.81975,0.15075,0.1957499999999999,0.586,0.1124999999999999,0.54425,0.20775,0.2294999999999999,0.28825,0.53475,0.1815,0.12125,0.3415,0.58775,0.21775,0.09425,0.05875,0.37075,0.05425,0.14775,0.1367499999999999,0.30925,0.061,0.1099999999999999,0.20675,0.1505,0.1634999999999999,0.1574999999999999,0.17975,0.17125,0.17775,0.0682499999999999,0.0675,0.2455,0.04325,0.06175,0.2865,0.1982499999999999,0.41425,0.04475,0.0875,0.3725,0.52125,0.2837499999999999,0.12275,0.1297499999999999,0.10425,0.2204999999999999,0.18,0.10175,0.09375,0.16475,0.1292499999999999,0.0787499999999999,0.05875,0.0667499999999999,0.217,0.062,0.0514999999999999,0.08975,0.0364999999999999,0.09125,0.0762499999999999,0.0339999999999999,0.11375,0.11175,0.0652499999999999,0.148,0.0379999999999999,0.10475,0.0459999999999999,0.0272499999999999,0.0205,0.03725,0.0399999999999999,0.068,0.0489999999999999,0.0195
Erin Brockovich (2000),0.936,0.936,0.973,0.98525,0.973,0.973,0.973,0.8405,0.73675,0.5085,0.6245,0.72825,0.68575,0.5245,0.67575,0.30625,0.6275,0.4475,0.72825,0.412,0.2644999999999999,0.305,0.40275,0.387,0.6485,0.3375,0.62575,0.573,0.3419999999999999,0.3854999999999999,0.85625,0.31725,0.3645,0.4405,0.281,0.22725,0.3259999999999999,0.4307499999999999,0.24025,0.1109999999999999,0.30825,0.3169999999999999,0.2624999999999999,0.37675,0.254,0.45475,0.608,0.28525,0.1425,0.194,0.33725,0.16575,0.205,0.1629999999999999,0.1975,0.16175,0.093,0.139,0.145,0.51125,0.1104999999999999,0.194,0.6085,0.23025,0.22625,0.1765,0.792,0.10975,0.63425,0.20875,0.3485,0.12225,0.21325,0.1505,0.188,0.1084999999999999,0.09475,0.0805,0.16975,0.15125,0.20525,0.1129999999999999,0.1372499999999999,0.3219999999999999,0.1392499999999999,0.0925,0.087,0.93225,0.17725,0.38875,0.214,0.0974999999999999,0.03675,0.135,0.09825,0.084,0.092,0.10325,0.12225,0.0835,0.064,0.079,0.0969999999999999,0.266,0.03625,0.1262499999999999,0.0999999999999999,0.0637499999999999,0.0767499999999999,0.16925,0.085,0.0605,0.0767499999999999,0.0637499999999999,0.505,0.071,0.1119999999999999,0.2254999999999999,0.04125,0.0672499999999999,0.06075,0.0837499999999999,0.08875,0.079,0.06075,0.0939999999999999,0.084,0.0595,0.1415,0.0847499999999999,0.1292499999999999,0.0479999999999999,0.03975,0.135,0.24575,0.08825,0.04525,0.031,0.03475,0.1902499999999999,0.05375,0.076,0.089,0.0339999999999999,0.073,0.0292499999999999,0.031,0.04575,0.0569999999999999
Guess Who's Coming to Dinner (1967),0.82925,0.9285,0.98075,0.49175,0.98075,0.98075,0.999,0.90925,0.8714999999999999,0.8140000000000001,0.57475,0.57125,0.999,0.632,0.536,0.4257499999999999,0.295,0.3565,0.38,0.70425,0.486,0.558,0.39825,0.31575,0.364,0.8714999999999999,0.6,0.663,0.4815,0.3209999999999999,0.368,0.29525,0.3345,0.303,0.1555,0.2977499999999999,0.32675,0.303,0.596,0.2654999999999999,0.1955,0.25275,0.34275,0.3445,0.3655,0.74125,0.2977499999999999,0.16775,0.4405,0.24775,0.118,0.57075,0.22625,0.0905,0.1684999999999999,0.1709999999999999,0.21225,0.201,0.23525,0.0667499999999999,0.3005,0.8707499999999999,0.361,0.281,0.2005,0.17975,0.1885,0.18575,0.1362499999999999,0.14375,0.48075,0.2485,0.27825,0.31525,0.20925,0.10275,0.27825,0.2005,0.0787499999999999,0.22575,0.086,0.26025,0.21875,0.3097499999999999,0.15525,0.4835,0.0752499999999999,0.199,0.596,0.12275,0.153,0.09325,0.2095,0.27175,0.9985,0.21425,0.243,0.154,0.126,0.22625,0.0842499999999999,0.118,0.35975,0.21575,0.03725,0.15775,0.8305,0.2027499999999999,0.14525,0.03825,0.0605,0.0627499999999999,0.1347499999999999,0.1014999999999999,0.0692499999999999,0.0712499999999999,0.04275,0.8027500000000001,0.15125,0.16625,0.04775,0.0595,0.0795,0.0817499999999999,0.09375,0.0394999999999999,0.08925,0.0514999999999999,0.0399999999999999,0.05775,0.0855,0.2385,0.081,0.082,0.1009999999999999,0.1195,0.1285,0.0635,0.0197499999999999,0.09275,0.04175,0.0329999999999999,0.1149999999999999,0.0277499999999999,0.059,0.018,0.0712499999999999,0.04675,0.0697499999999999
El Dorado (1966),0.7529999999999999,0.7529999999999999,0.62775,0.42825,0.762,0.784,0.79325,0.7315,0.79325,0.5435,0.55725,0.3339999999999999,0.56125,0.38075,0.4752499999999999,0.4245,0.49475,0.29625,0.24475,0.73625,0.24475,0.532,0.57275,0.2495,0.656,0.79325,0.5035,0.2897499999999999,0.6615,0.3602499999999999,0.2345,0.656,0.27975,0.2817499999999999,0.1119999999999999,0.24025,0.2877499999999999,0.2817499999999999,0.35875,0.3115,0.1594999999999999,0.26325,0.26675,0.1169999999999999,0.303,0.192,0.60075,0.0925,0.69725,0.15175,0.06025,0.2055,0.39575,0.0369999999999999,0.1664999999999999,0.4235,0.3115,0.248,0.27675,0.128,0.1475,0.22825,0.33575,0.2345,0.14425,0.216,0.0757499999999999,0.18725,0.0775,0.10725,0.16625,0.16825,0.1252499999999999,0.2244999999999999,0.2365,0.1922499999999999,0.17425,0.2339999999999999,0.06,0.1169999999999999,0.04975,0.195,0.0765,0.23325,0.749,0.27525,0.0319999999999999,0.1415,0.1875,0.09225,0.0459999999999999,0.22775,0.0817499999999999,0.0865,0.252,0.16075,0.1694999999999999,0.2284999999999999,0.16975,0.17025,0.0314999999999999,0.08825,0.312,0.0429999999999999,0.0509999999999999,0.03925,0.0687499999999999,0.71575,0.075,0.0324999999999999,0.03825,0.1009999999999999,0.125,0.0954999999999999,0.04525,0.06225,0.03475,0.03775,0.08925,0.05325,0.0762499999999999,0.06075,0.4107499999999999,0.0682499999999999,0.088,0.0314999999999999,0.0865,0.1144999999999999,0.04425,0.0314999999999999,0.0257499999999999,0.2055,0.137,0.2927499999999999,0.0715,0.0812499999999999,0.142,0.1925,0.025,0.022,0.1347499999999999,0.0225,0.04375,0.03825,0.0652499999999999,0.0414999999999999,0.0359999999999999,0.03925,0.1825
True Grit (1969),0.7962499999999999,0.70675,0.7677499999999999,0.58875,0.8835,0.70675,0.70675,0.8835,0.64475,0.58575,0.3522499999999999,0.58525,0.58525,0.24275,0.4585,0.64225,0.6615,0.26525,0.284,0.70275,0.284,0.354,0.58975,0.274,0.5425,0.6335,0.58925,0.33575,0.52975,0.30225,0.29725,0.33475,0.24925,0.31925,0.26025,0.2817499999999999,0.3495,0.292,0.36975,0.22575,0.2155,0.377,0.312,0.1654999999999999,0.35075,0.214,0.1982499999999999,0.10425,0.67425,0.14975,0.068,0.1745,0.33475,0.0635,0.2724999999999999,0.3964999999999999,0.22575,0.2734999999999999,0.1992499999999999,0.119,0.21225,0.1932499999999999,0.53775,0.299,0.2485,0.21275,0.39725,0.10375,0.1972499999999999,0.1402499999999999,0.1415,0.28225,0.1947499999999999,0.1915,0.1865,0.09875,0.1307499999999999,0.16375,0.0777499999999999,0.123,0.0369999999999999,0.18125,0.119,0.1905,0.79325,0.1169999999999999,0.12425,0.1992499999999999,0.1669999999999999,0.0857499999999999,0.091,0.262,0.11025,0.072,0.146,0.16225,0.1104999999999999,0.2224999999999999,0.17025,0.12475,0.0765,0.09775,0.10175,0.077,0.04275,0.0662499999999999,0.0735,0.28025,0.09475,0.0737499999999999,0.08875,0.132,0.0875,0.14075,0.04125,0.0745,0.0282499999999999,0.0665,0.12125,0.0419999999999999,0.0765,0.0247499999999999,0.1377499999999999,0.0755,0.40475,0.0394999999999999,0.0994999999999999,0.09725,0.0494999999999999,0.0227499999999999,0.0777499999999999,0.3077499999999999,0.0722499999999999,0.08875,0.12075,0.0792499999999999,0.1395,0.11725,0.0757499999999999,0.03025,0.089,0.0272499999999999,0.05325,0.04175,0.0494999999999999,0.078,0.04425,0.03725,0.18025
Midnight Express (1978),0.8694999999999999,0.8694999999999999,0.8694999999999999,0.84175,0.87025,0.87025,0.87025,0.97025,0.87025,0.85775,0.83775,0.542,0.65825,0.711,0.49475,0.8987499999999999,0.8127500000000001,0.538,0.6255,0.87025,0.41625,0.3269999999999999,0.87025,0.4395,0.3754999999999999,0.3065,0.1992499999999999,0.1997499999999999,0.477,0.4489999999999999,0.2345,0.24625,0.3209999999999999,0.2754999999999999,0.511,0.4087499999999999,0.373,0.20875,0.86175,0.4485,0.14825,0.25575,0.4177499999999999,0.1455,0.3794999999999999,0.48675,0.245,0.362,0.277,0.3007499999999999,0.14325,0.144,0.17675,0.1362499999999999,0.266,0.28,0.4485,0.1684999999999999,0.23225,0.18525,0.10325,0.2977499999999999,0.1465,0.1397499999999999,0.203,0.212,0.26175,0.3804999999999999,0.17225,0.212,0.1952499999999999,0.1292499999999999,0.2007499999999999,0.201,0.1725,0.98775,0.295,0.16575,0.821,0.17425,0.12275,0.2199999999999999,0.17875,0.2299999999999999,0.14475,0.15725,0.125,0.59475,0.56875,0.087,0.1515,0.1644999999999999,0.22325,0.09025,0.09825,0.1149999999999999,0.0832499999999999,0.11325,0.142,0.148,0.2005,0.0915,0.0935,0.0277499999999999,0.03775,0.0454999999999999,0.0657499999999999,0.0712499999999999,0.2145,0.11075,0.1175,0.11625,0.1375,0.44475,0.05575,0.077,0.0725,0.0574999999999999,0.0757499999999999,0.1307499999999999,0.134,0.04825,0.20475,0.144,0.09675,0.1275,0.09225,0.1267499999999999,0.0959999999999999,0.0665,0.04875,0.072,0.1019999999999999,0.04325,0.022,0.0509999999999999,0.04875,0.0569999999999999,0.11975,0.0142499999999999,0.0954999999999999,0.0272499999999999,0.1465,0.0615,0.04175,0.18025,0.04525,0.03925,0.04975
"Long Walk Home, The (1990)",0.7947500000000001,0.7947500000000001,0.7947500000000001,0.65725,0.7947500000000001,0.68,0.70225,0.506,0.475,0.45975,0.3595,0.562,0.98825,0.8022499999999999,0.60975,0.38625,0.43025,0.34775,0.7145,0.43125,0.72225,0.2867499999999999,0.64875,0.3455,0.21875,0.344,0.32225,0.3662499999999999,0.25425,0.17575,0.302,0.1619999999999999,0.38375,0.3475,0.292,0.1634999999999999,0.3309999999999999,0.3475,0.287,0.17975,0.19,0.2214999999999999,0.4912499999999999,0.1272499999999999,0.1297499999999999,0.59975,0.60675,0.2105,0.192,0.22375,0.1972499999999999,0.2219999999999999,0.1089999999999999,0.1094999999999999,0.12,0.1267499999999999,0.17975,0.1277499999999999,0.14475,0.2684999999999999,0.17075,0.4265,0.2229999999999999,0.1649999999999999,0.139,0.1034999999999999,0.05925,0.17625,0.10825,0.1609999999999999,0.8234999999999999,0.12425,0.2224999999999999,0.23525,0.1385,0.11525,0.0842499999999999,0.063,0.21325,0.18275,0.1392499999999999,0.1019999999999999,0.1235,0.1059999999999999,0.1649999999999999,0.344,0.0959999999999999,0.10175,0.287,0.181,0.191,0.0984999999999999,0.10325,0.248,0.532,0.09175,0.1267499999999999,0.1185,0.1392499999999999,0.1089999999999999,0.1609999999999999,0.0569999999999999,0.118,0.2329999999999999,0.0305,0.073,0.11425,0.1014999999999999,0.09725,0.1397499999999999,0.075,0.119,0.152,0.05725,0.09825,0.05225,0.05925,0.1352499999999999,0.1114999999999999,0.03975,0.066,0.0772499999999999,0.0424999999999999,0.0815,0.02975,0.093,0.1335,0.10375,0.0394999999999999,0.04125,0.0579999999999999,0.066,0.075,0.0579999999999999,0.0569999999999999,0.0662499999999999,0.0574999999999999,0.03375,0.029,0.0389999999999999,0.0559999999999999,0.0364999999999999,0.17725,0.028,0.0514999999999999,0.0215,0.023,0.0414999999999999,0.03325
"Paper Chase, The (1973)",0.7415,0.853,0.99725,0.8385,0.7955000000000001,0.853,0.853,0.715,0.81975,0.81975,0.586,0.4225,0.4455,0.71775,0.50475,0.90125,0.52,0.34275,0.288,0.6845,0.2815,0.5585,0.71775,0.264,0.517,0.6115,0.56575,0.2289999999999999,0.60475,0.24225,0.73725,0.2025,0.4865,0.22925,0.1965,0.3365,0.37925,0.27175,0.24925,0.3542499999999999,0.23625,0.3335,0.386,0.3275,0.33075,0.3944999999999999,0.25025,0.2895,0.22225,0.26,0.131,0.21725,0.15125,0.27725,0.21325,0.21675,0.3542499999999999,0.1775,0.1455,0.16875,0.208,0.1649999999999999,0.3075,0.2005,0.22725,0.28525,0.149,0.11625,0.0895,0.21275,0.37075,0.2155,0.14225,0.2289999999999999,0.253,0.10275,0.251,0.2927499999999999,0.145,0.2125,0.0925,0.1584999999999999,0.1345,0.21725,0.1312499999999999,0.1535,0.273,0.71875,0.14525,0.2145,0.1104999999999999,0.0637499999999999,0.59875,0.09575,0.152,0.10475,0.22875,0.1425,0.1375,0.302,0.0509999999999999,0.14175,0.257,0.25375,0.09725,0.15625,0.1245,0.0994999999999999,0.1185,0.0419999999999999,0.17925,0.0752499999999999,0.184,0.17625,0.11275,0.10375,0.04175,0.16025,0.1302499999999999,0.0665,0.0464999999999999,0.11225,0.16825,0.05825,0.09325,0.04425,0.081,0.11725,0.071,0.0444999999999999,0.0444999999999999,0.12175,0.04575,0.071,0.09675,0.0544999999999999,0.0949999999999999,0.0822499999999999,0.0187499999999999,0.1435,0.0652499999999999,0.1275,0.0635,0.03725,0.0439999999999999,0.0165,0.0715,0.0409999999999999,0.0509999999999999
Shane (1953),0.936,0.9535,0.98675,0.54775,0.936,0.9535,0.96125,0.65175,0.99825,0.8752500000000001,0.4685,0.7775000000000001,0.7775000000000001,0.65625,0.4389999999999999,0.5165,0.648,0.27275,0.513,0.8752500000000001,0.513,0.6155,0.57375,0.27375,0.8445,0.96125,0.37575,0.497,0.60675,0.4367499999999999,0.1175,0.3585,0.40325,0.26375,0.16075,0.3175,0.3732499999999999,0.2395,0.39825,0.34975,0.14975,0.8200000000000001,0.23575,0.14375,0.3017499999999999,0.239,0.24775,0.17625,0.47775,0.10225,0.0772499999999999,0.2194999999999999,0.3275,0.1049999999999999,0.20875,0.3552499999999999,0.299,0.1367499999999999,0.35575,0.124,0.2345,0.1325,0.50625,0.1902499999999999,0.507,0.1945,0.0815,0.136,0.0707499999999999,0.12025,0.0717499999999999,0.2947499999999999,0.11175,0.1609999999999999,0.24375,0.09175,0.1347499999999999,0.1599999999999999,0.0787499999999999,0.126,0.0805,0.1917499999999999,0.1139999999999999,0.1445,0.24125,0.532,0.15575,0.10975,0.088,0.05975,0.0379999999999999,0.244,0.1099999999999999,0.1292499999999999,0.1972499999999999,0.1485,0.20575,0.2947499999999999,0.1425,0.18225,0.0414999999999999,0.1019999999999999,0.147,0.064,0.0712499999999999,0.03875,0.127,0.32175,0.12125,0.0574999999999999,0.05225,0.074,0.09775,0.1405,0.05325,0.11625,0.0409999999999999,0.0939999999999999,0.2015,0.04925,0.0479999999999999,0.0657499999999999,0.0984999999999999,0.0757499999999999,0.15375,0.03475,0.04375,0.0514999999999999,0.029,0.031,0.0257499999999999,0.20875,0.0797499999999999,0.136,0.0682499999999999,0.0652499999999999,0.0964999999999999,0.1629999999999999,0.05925,0.0715,0.0625,0.0389999999999999,0.0252499999999999,0.0215,0.0652499999999999,0.0185,0.025,0.0329999999999999,0.023
Remember the Titans (2000),0.9095,0.9615,0.9095,0.936,0.869,0.9095,0.996,0.8520000000000001,0.84625,0.391,0.8740000000000001,0.748,0.996,0.54875,0.743,0.26825,0.495,0.36175,0.61875,0.3542499999999999,0.50875,0.3492499999999999,0.22475,0.46525,0.55975,0.31325,0.59975,0.43975,0.36175,0.32075,0.9265,0.55975,0.422,0.52025,0.2857499999999999,0.14725,0.355,0.381,0.15925,0.3625,0.186,0.3265,0.241,0.21,0.2967499999999999,0.71825,0.3764999999999999,0.277,0.20825,0.2204999999999999,0.3097499999999999,0.1064999999999999,0.55975,0.126,0.2289999999999999,0.16125,0.3625,0.14425,0.215,0.4375,0.10725,0.61375,0.3335,0.244,0.155,0.2794999999999999,0.27575,0.1574999999999999,0.14275,0.10425,0.17175,0.0667499999999999,0.30825,0.1955,0.09325,0.1345,0.0745,0.0915,0.10875,0.14175,0.26575,0.1064999999999999,0.11525,0.1322499999999999,0.21675,0.23375,0.0915,0.09475,0.076,0.2504999999999999,0.0722499999999999,0.05925,0.089,0.1084999999999999,0.1282499999999999,0.0777499999999999,0.10825,0.10525,0.1195,0.0675,0.0449999999999999,0.081,0.20675,0.1885,0.05825,0.10825,0.1185,0.028,0.0935,0.1069999999999999,0.074,0.075,0.44575,0.067,0.0584999999999999,0.05475,0.29525,0.0715,0.04475,0.09175,0.1114999999999999,0.1255,0.205,0.0805,0.03525,0.0454999999999999,0.08675,0.0645,0.14475,0.04875,0.1164999999999999,0.05625,0.0524999999999999,0.05275,0.0767499999999999,0.064,0.0419999999999999,0.0364999999999999,0.0429999999999999,0.065,0.0267499999999999,0.0394999999999999,0.0802499999999999,0.0615,0.062,0.025,0.0242499999999999,0.0394999999999999,0.0454999999999999
Men of Honor (2000),0.908,0.928,0.908,0.9215,0.908,0.8592500000000001,0.98225,0.80525,0.80525,0.3485,0.69325,0.949,0.98225,0.62875,0.65625,0.279,0.59175,0.62875,0.6255,0.3485,0.6255,0.22625,0.31375,0.5035,0.53375,0.1584999999999999,0.33525,0.2155,0.297,0.31375,0.62875,0.4499999999999999,0.3055,0.4649999999999999,0.4419999999999999,0.1835,0.3535,0.31025,0.1355,0.2945,0.2219999999999999,0.16975,0.3635,0.193,0.425,0.537,0.3097499999999999,0.34875,0.1435,0.10325,0.193,0.1277499999999999,0.4499999999999999,0.4385,0.2115,0.206,0.088,0.133,0.243,0.53425,0.0905,0.4345,0.1957499999999999,0.16725,0.1425,0.1604999999999999,0.1375,0.121,0.211,0.16775,0.17575,0.1195,0.16225,0.122,0.16675,0.135,0.4595,0.0474999999999999,0.16025,0.148,0.5065,0.186,0.1735,0.0802499999999999,0.1405,0.081,0.1255,0.138,0.0959999999999999,0.1975,0.0782499999999999,0.0524999999999999,0.20375,0.0787499999999999,0.088,0.0925,0.1094999999999999,0.1094999999999999,0.1312499999999999,0.0645,0.04625,0.0842499999999999,0.53875,0.125,0.0539999999999999,0.073,0.1124999999999999,0.0685,0.0757499999999999,0.2554999999999999,0.1245,0.0564999999999999,0.23925,0.0675,0.07,0.05025,0.15075,0.0509999999999999,0.081,0.028,0.21375,0.0652499999999999,0.1415,0.0865,0.05875,0.0652499999999999,0.08875,0.11475,0.11975,0.029,0.1649999999999999,0.02975,0.05375,0.0635,0.06125,0.077,0.0394999999999999,0.0277499999999999,0.0469999999999999,0.0272499999999999,0.0394999999999999,0.0225,0.04525,0.0242499999999999,0.05425,0.0267499999999999,0.03875,0.0389999999999999,0.1064999999999999
Wall Street (1987),0.959,0.86175,0.94075,0.948,0.99675,0.8727499999999999,0.84625,0.8727499999999999,0.7609999999999999,0.72825,0.37825,0.4722499999999999,0.4752499999999999,0.72825,0.6445,0.3715,0.959,0.55375,0.82175,0.69075,0.434,0.191,0.72825,0.46125,0.55325,0.73875,0.6085,0.21225,0.73875,0.63575,0.24675,0.52625,0.435,0.3339999999999999,0.3774999999999999,0.1967499999999999,0.353,0.6445,0.3085,0.3075,0.2937499999999999,0.3055,0.499,0.389,0.4277499999999999,0.306,0.2804999999999999,0.3139999999999999,0.12225,0.15675,0.0999999999999999,0.2209999999999999,0.3612499999999999,0.43525,0.24325,0.353,0.1835,0.15975,0.1654999999999999,0.267,0.16775,0.25425,0.3552499999999999,0.1902499999999999,0.1902499999999999,0.3359999999999999,0.28925,0.18025,0.24925,0.1985,0.247,0.16825,0.2534999999999999,0.1265,0.20425,0.178,0.48675,0.85975,0.242,0.311,0.16175,0.15,0.1302499999999999,0.3189999999999999,0.1185,0.1069999999999999,0.064,0.8042499999999999,0.2724999999999999,0.379,0.14625,0.1225,0.1297499999999999,0.1064999999999999,0.1382499999999999,0.08825,0.1892499999999999,0.15325,0.14625,0.1709999999999999,0.1084999999999999,0.67525,0.20925,0.1064999999999999,0.0657499999999999,0.1614999999999999,0.1079999999999999,0.076,0.14075,0.32375,0.05925,0.073,0.0847499999999999,0.10175,0.398,0.09775,0.05525,0.1044999999999999,0.0797499999999999,0.199,0.0795,0.04175,0.283,0.0705,0.09025,0.1684999999999999,0.16675,0.45125,0.1584999999999999,0.06075,0.0595,0.14875,0.06,0.4555,0.1987499999999999,0.09,0.05575,0.04375,0.0314999999999999,0.1079999999999999,0.2375,0.0722499999999999,0.1285,0.0399999999999999,0.066,0.03825,0.14525,0.03525,0.061
