movieId,weird,runaway,betrayal,melancholic,greed,original,culture clash,vengeance,dialogue,drama,pornography,independent film,good,quirky,drinking,mentor,adaptation,catastrophe,death,light,predictable,absurd,chase,sexy,surveillance,life & death,fantasy world,not funny,film noir,life philosophy,dysfunctional family,weapons,creativity,very funny,fight scenes,transformation,pulp,first contact,nudity (full frontal - brief),classic car,underrated,writers,censorship,hospital,doctors,addiction,small town,multiple storylines,hotel,fun movie,mad scientist,sacrifice,survival,alter ego,queer,women,british,nudity (topless - brief),unlikely friendships,childhood,road movie,wilderness,dreams,blindness,goth,irish accent,camp,graphic novel,teen movie,family,california,directorial debut,kidnapping,good music,islam,prejudice,tokyo,awesome soundtrack,computer animation,memory,farce,stoner movie,period piece,stereotypes,hunting,new jersey,texas,80s,divorce,prison,brothers,too long,nudity (rear),workplace,alternate history,simple,prostitution,atheism,desert,australia,internet,stand-up comedy,wartime,god,immortality,foul language,no plot,unlikeable characters,best of 2005,reality tv,1930s,ensemble cast,new york city,kick-butt women,notable nudity,indians,island,bollywood,potential oscar nom,russian,homeless,finnish,hip hop,snakes,adoption,made for tv,robert downey jr,radio,los angeles,lawyer,interracial romance,cancer,french,trilogy,race,wine,documentary,rebellion,ghosts/afterlife,oil,father daughter relationship,fashion,shopping,buddy movie,san francisco,remake,time,too short,single father
Marnie (1964),0.9655,0.94425,0.63475,0.8042499999999999,0.9655,0.76875,0.729,0.65325,0.63975,0.729,0.72425,0.3682499999999999,0.63475,0.23025,0.3682499999999999,0.4475,0.44825,0.434,0.20775,0.3602499999999999,0.23275,0.208,0.73075,0.59525,0.63475,0.2015,0.3,0.392,0.2027499999999999,0.32775,0.255,0.16175,0.2304999999999999,0.24725,0.1795,0.24325,0.18425,0.28025,0.3305,0.29225,0.50575,0.1982499999999999,0.6685,0.17825,0.378,0.0802499999999999,0.1024999999999999,0.15475,0.36775,0.177,0.11575,0.1342499999999999,0.0715,0.3695,0.1892499999999999,0.56575,0.15775,0.1669999999999999,0.17575,0.351,0.15325,0.05325,0.16125,0.2294999999999999,0.05425,0.1169999999999999,0.0855,0.125,0.1225,0.22525,0.2027499999999999,0.09275,0.36575,0.1079999999999999,0.1377499999999999,0.14075,0.08875,0.0574999999999999,0.1365,0.312,0.14875,0.09375,0.241,0.11075,0.189,0.0837499999999999,0.04025,0.0354999999999999,0.4325,0.14875,0.0812499999999999,0.14625,0.0989999999999999,0.30225,0.09725,0.1887499999999999,0.1485,0.0984999999999999,0.0672499999999999,0.0359999999999999,0.12075,0.0697499999999999,0.0939999999999999,0.0359999999999999,0.0554999999999999,0.085,0.138,0.10125,0.0544999999999999,0.0419999999999999,0.13,0.05975,0.09825,0.0727499999999999,0.09575,0.0657499999999999,0.076,0.09,0.05575,0.05125,0.0295,0.0225,0.05575,0.04875,0.1377499999999999,0.066,0.04375,0.0314999999999999,0.0349999999999999,0.216,0.1614999999999999,0.03575,0.127,0.03375,0.09775,0.1019999999999999,0.0379999999999999,0.0615,0.0282499999999999,0.0632499999999999,0.0444999999999999,0.0795,0.12425,0.0242499999999999,0.29125,0.0514999999999999,0.0544999999999999,0.04275,0.0409999999999999
Clay Pigeons (1998),0.8965000000000001,0.61875,0.94675,0.6285,0.66075,0.7902499999999999,0.658,0.70575,0.66075,0.658,0.533,0.85575,0.658,0.8965000000000001,0.33025,0.52675,0.31425,0.4389999999999999,0.5455,0.556,0.374,0.31925,0.5715,0.4317499999999999,0.65575,0.2995,0.2955,0.31425,0.37525,0.34275,0.18025,0.3515,0.188,0.556,0.21525,0.2095,0.33075,0.3515,0.3275,0.366,0.4277499999999999,0.2917499999999999,0.10575,0.23325,0.1574999999999999,0.20925,0.9775,0.24375,0.25225,0.3904999999999999,0.08725,0.1775,0.0777499999999999,0.20375,0.47475,0.2794999999999999,0.1917499999999999,0.6405,0.5315,0.14525,0.29625,0.24625,0.0875,0.1932499999999999,0.0735,0.3894999999999999,0.1297499999999999,0.1415,0.1272499999999999,0.15175,0.29725,0.1275,0.1855,0.3582499999999999,0.0925,0.17325,0.0747499999999999,0.3582499999999999,0.153,0.0747499999999999,0.2314999999999999,0.1064999999999999,0.1555,0.296,0.086,0.33525,0.30025,0.12025,0.268,0.14175,0.16425,0.47,0.63375,0.14525,0.16575,0.0999999999999999,0.08675,0.065,0.4842499999999999,0.29325,0.0677499999999999,0.08625,0.1104999999999999,0.03275,0.0479999999999999,0.177,0.15675,0.2189999999999999,0.1292499999999999,0.1195,0.0875,0.3419999999999999,0.08875,0.0847499999999999,0.2007499999999999,0.074,0.06125,0.09975,0.10025,0.09325,0.05025,0.092,0.089,0.0364999999999999,0.0657499999999999,0.05725,0.15325,0.0792499999999999,0.10575,0.2495,0.084,0.0647499999999999,0.05575,0.031,0.12375,0.0637499999999999,0.0235,0.0474999999999999,0.03075,0.0685,0.03475,0.0514999999999999,0.1362499999999999,0.496,0.0695,0.0539999999999999,0.0514999999999999,0.0267499999999999,0.03975
"Player, The (1992)",0.914,0.914,0.7955000000000001,0.8887499999999999,0.8887499999999999,0.8254999999999999,0.914,0.67825,0.65,0.7305,0.395,0.5235,0.7445,0.5665,0.4515,0.635,0.4287499999999999,0.4335,0.391,0.67575,0.34675,0.95225,0.2694999999999999,0.33325,0.46425,0.25575,0.52875,0.349,0.4585,0.2885,0.197,0.24925,0.44825,0.40425,0.24925,0.2294999999999999,0.14475,0.192,0.2244999999999999,0.18275,0.29,0.8205,0.257,0.0875,0.15425,0.248,0.2125,0.25375,0.25675,0.3415,0.09375,0.152,0.1169999999999999,0.1755,0.2915,0.122,0.25325,0.46425,0.1935,0.1069999999999999,0.0959999999999999,0.196,0.20675,0.1064999999999999,0.04725,0.2654999999999999,0.09525,0.0344999999999999,0.1149999999999999,0.10625,0.23125,0.1977499999999999,0.0925,0.16625,0.349,0.344,0.0682499999999999,0.126,0.1714999999999999,0.1149999999999999,0.22225,0.10575,0.196,0.2007499999999999,0.0677499999999999,0.12225,0.0935,0.0677499999999999,0.05275,0.10675,0.1835,0.18,0.0695,0.1265,0.09475,0.0675,0.142,0.10425,0.077,0.04375,0.12325,0.067,0.0777499999999999,0.0499999999999999,0.0389999999999999,0.1262499999999999,0.16125,0.1297499999999999,0.1059999999999999,0.10175,0.1945,0.375,0.0725,0.0627499999999999,0.0469999999999999,0.08675,0.0797499999999999,0.18025,0.0765,0.076,0.11125,0.05375,0.0855,0.10475,0.03425,0.091,0.21625,0.0757499999999999,0.2875,0.0807499999999999,0.09175,0.03625,0.04025,0.03075,0.1014999999999999,0.0725,0.124,0.0825,0.02975,0.1245,0.0755,0.11325,0.0132499999999999,0.11325,0.063,0.017,0.03575,0.0534999999999999,0.0142499999999999
Love Is the Devil (1998),0.97225,0.8327500000000001,0.8467499999999999,0.97225,0.9295,0.6995,0.97225,0.72475,0.9295,0.8467499999999999,0.7795000000000001,0.97225,0.58925,0.865,0.8467499999999999,0.90975,0.55525,0.411,0.5895,0.55275,0.3452499999999999,0.4575,0.191,0.5755,0.1962499999999999,0.61675,0.41625,0.3655,0.428,0.6315,0.27225,0.1895,0.5905,0.3155,0.29525,0.24225,0.43875,0.24175,0.1775,0.1337499999999999,0.187,0.40925,0.15925,0.125,0.3097499999999999,0.82525,0.18375,0.48575,0.185,0.148,0.24175,0.14425,0.17875,0.412,0.6245,0.123,0.39375,0.2574999999999999,0.3625,0.137,0.19,0.11525,0.595,0.16075,0.11325,0.3672499999999999,0.1599999999999999,0.0954999999999999,0.10975,0.0807499999999999,0.1624999999999999,0.3309999999999999,0.32825,0.1382499999999999,0.1845,0.1674999999999999,0.3179999999999999,0.127,0.156,0.365,0.12425,0.128,0.2155,0.1149999999999999,0.04175,0.1649999999999999,0.0722499999999999,0.11725,0.1164999999999999,0.1689999999999999,0.1397499999999999,0.12025,0.201,0.3442499999999999,0.0775,0.0657499999999999,0.09475,0.08925,0.05575,0.03,0.071,0.064,0.0627499999999999,0.1039999999999999,0.38325,0.089,0.0292499999999999,0.1927499999999999,0.198,0.0257499999999999,0.06125,0.21275,0.0369999999999999,0.0832499999999999,0.12475,0.0727499999999999,0.05475,0.09775,0.04725,0.144,0.16925,0.0524999999999999,0.09775,0.04275,0.0369999999999999,0.03425,0.21975,0.05225,0.1144999999999999,0.0334999999999999,0.10325,0.1634999999999999,0.0742499999999999,0.11075,0.05825,0.0707499999999999,0.11225,0.076,0.0559999999999999,0.03725,0.05125,0.089,0.092,0.0989999999999999,0.0237499999999999,0.0112499999999999,0.04725,0.0125,0.0444999999999999
"Texas Chainsaw Massacre, The (1974)",0.92575,0.972,0.92575,0.6955,0.72975,0.7827500000000001,0.92575,0.8927499999999999,0.94775,0.835,0.62325,0.47975,0.3612499999999999,0.6155,0.27125,0.361,0.4569999999999999,0.40825,0.45575,0.57575,0.4127499999999999,0.259,0.57975,0.24525,0.1144999999999999,0.18225,0.258,0.3754999999999999,0.16125,0.22525,0.40375,0.4097499999999999,0.253,0.2867499999999999,0.26225,0.34675,0.1644999999999999,0.29125,0.25275,0.25975,0.22875,0.1275,0.32775,0.23825,0.2005,0.16275,0.21425,0.17625,0.155,0.148,0.37775,0.1925,0.2865,0.1985,0.1674999999999999,0.1337499999999999,0.0964999999999999,0.26325,0.1327499999999999,0.143,0.363,0.406,0.1322499999999999,0.1947499999999999,0.3904999999999999,0.0732499999999999,0.46225,0.218,0.65,0.435,0.20775,0.1375,0.1335,0.076,0.15875,0.15875,0.092,0.12025,0.11225,0.064,0.09625,0.151,0.0817499999999999,0.10575,0.201,0.1377499999999999,0.85825,0.2845,0.0615,0.0775,0.1922499999999999,0.08925,0.0722499999999999,0.0579999999999999,0.09125,0.14,0.0544999999999999,0.04525,0.118,0.1004999999999999,0.0735,0.0974999999999999,0.11175,0.0499999999999999,0.04975,0.1099999999999999,0.04875,0.05125,0.0747499999999999,0.144,0.0662499999999999,0.05375,0.0637499999999999,0.0409999999999999,0.0705,0.069,0.119,0.0559999999999999,0.0529999999999999,0.04925,0.0727499999999999,0.03975,0.0632499999999999,0.1367499999999999,0.0662499999999999,0.0404999999999999,0.06,0.10425,0.03725,0.0147499999999999,0.05425,0.0459999999999999,0.03625,0.05325,0.03625,0.0329999999999999,0.0905,0.0384999999999999,0.0202499999999999,0.05275,0.0257499999999999,0.03375,0.0222499999999999,0.04475,0.0459999999999999,0.11175,0.03,0.02,0.0205
Peeping Tom (1960),0.96275,0.9775,0.96175,0.98025,0.9305,0.7869999999999999,0.96175,0.7625,0.84425,0.81575,0.8705,0.70775,0.592,0.72325,0.70775,0.40025,0.40725,0.4,0.544,0.46725,0.1995,0.26825,0.3305,0.9935,0.6085,0.5615,0.29525,0.39125,0.4625,0.2239999999999999,0.17075,0.282,0.245,0.22625,0.2045,0.23875,0.1235,0.212,0.37975,0.3075,0.27275,0.1134999999999999,0.75275,0.2175,0.1912499999999999,0.1902499999999999,0.18325,0.1765,0.20525,0.1094999999999999,0.2065,0.0949999999999999,0.10025,0.32175,0.2125,0.44525,0.56625,0.1985,0.15525,0.3239999999999999,0.17575,0.2022499999999999,0.08725,0.62475,0.2774999999999999,0.1282499999999999,0.2415,0.16425,0.22875,0.10625,0.1735,0.14075,0.10875,0.10825,0.1169999999999999,0.262,0.15175,0.09425,0.134,0.081,0.1997499999999999,0.128,0.23825,0.0642499999999999,0.11475,0.085,0.0782499999999999,0.0875,0.08725,0.0935,0.1069999999999999,0.06125,0.1435,0.0775,0.0647499999999999,0.1004999999999999,0.33525,0.0409999999999999,0.0705,0.14775,0.08875,0.0792499999999999,0.17925,0.0394999999999999,0.04625,0.06225,0.07,0.0675,0.132,0.17675,0.09375,0.03525,0.0745,0.0632499999999999,0.0574999999999999,0.05275,0.0732499999999999,0.0782499999999999,0.04125,0.05125,0.06075,0.0257499999999999,0.02975,0.0364999999999999,0.0549999999999999,0.0787499999999999,0.06025,0.03,0.0429999999999999,0.0484999999999999,0.0782499999999999,0.0514999999999999,0.0687499999999999,0.04725,0.03525,0.0305,0.1074999999999999,0.0837499999999999,0.0444999999999999,0.05775,0.04525,0.0384999999999999,0.0185,0.022,0.1144999999999999,0.0172499999999999,0.04225,0.0192499999999999,0.0132499999999999
8MM (1999),0.90225,0.90225,0.8520000000000001,0.51025,0.79,0.7797499999999999,0.6955,0.865,0.79,0.6955,0.9875,0.3485,0.62475,0.3219999999999999,0.1887499999999999,0.4655,0.394,0.4505,0.4559999999999999,0.21325,0.5355,0.17625,0.36375,0.38475,0.59675,0.23625,0.4629999999999999,0.3652499999999999,0.193,0.2987499999999999,0.2804999999999999,0.3159999999999999,0.16375,0.2975,0.3814999999999999,0.21575,0.254,0.28225,0.5895,0.20675,0.399,0.3095,0.43975,0.2289999999999999,0.16425,0.1935,0.10675,0.1765,0.11075,0.275,0.0662499999999999,0.18125,0.1014999999999999,0.6005,0.1997499999999999,0.21975,0.082,0.1907499999999999,0.1307499999999999,0.1397499999999999,0.1295,0.0944999999999999,0.092,0.1765,0.44975,0.199,0.10425,0.57375,0.2105,0.273,0.494,0.1307499999999999,0.3622499999999999,0.1094999999999999,0.11875,0.11875,0.0857499999999999,0.08,0.1614999999999999,0.11775,0.085,0.1009999999999999,0.088,0.287,0.0765,0.14775,0.0524999999999999,0.0787499999999999,0.09725,0.11425,0.0857499999999999,0.1054999999999999,0.216,0.0777499999999999,0.1714999999999999,0.079,0.11025,0.09525,0.0419999999999999,0.0627499999999999,0.31025,0.08725,0.0662499999999999,0.08,0.0605,0.4077499999999999,0.0855,0.15475,0.06,0.2239999999999999,0.0404999999999999,0.0479999999999999,0.11925,0.0805,0.15575,0.088,0.09025,0.0817499999999999,0.10525,0.0827499999999999,0.0742499999999999,0.05775,0.09225,0.05475,0.0722499999999999,0.05275,0.15925,0.04625,0.18475,0.2554999999999999,0.0707499999999999,0.05575,0.0384999999999999,0.05525,0.09025,0.03375,0.03575,0.03875,0.04475,0.0237499999999999,0.04375,0.0399999999999999,0.0549999999999999,0.0459999999999999,0.0625,0.1164999999999999,0.0374999999999999,0.04375,0.0394999999999999
Dead Ringers (1988),0.98625,0.92575,0.7775000000000001,0.93425,0.98175,0.754,0.855,0.635,0.879,0.855,0.7755000000000001,0.65575,0.64875,0.4792499999999999,0.65575,0.3774999999999999,0.82525,0.40325,0.367,0.3505,0.3389999999999999,0.33275,0.1402499999999999,0.7755000000000001,0.218,0.5095,0.2815,0.39775,0.3854999999999999,0.32875,0.37625,0.20375,0.33125,0.195,0.1735,0.32875,0.1185,0.25375,0.213,0.1634999999999999,0.33575,0.1997499999999999,0.51725,0.26625,0.8294999999999999,0.90275,0.119,0.1815,0.31375,0.1034999999999999,0.6565,0.2022499999999999,0.1535,0.5125,0.27475,0.5365,0.09275,0.21775,0.15775,0.1535,0.09925,0.10175,0.25775,0.1375,0.1325,0.08975,0.09075,0.2704999999999999,0.0979999999999999,0.0652499999999999,0.1044999999999999,0.1415,0.05225,0.09825,0.0652499999999999,0.08925,0.1372499999999999,0.0595,0.10825,0.15575,0.09275,0.14775,0.10075,0.0574999999999999,0.04275,0.0959999999999999,0.08925,0.0564999999999999,0.14275,0.0815,0.851,0.10325,0.132,0.1395,0.0805,0.0742499999999999,0.15275,0.0519999999999999,0.0222499999999999,0.03325,0.07,0.0705,0.05675,0.0722499999999999,0.06,0.0399999999999999,0.0359999999999999,0.1019999999999999,0.0627499999999999,0.0805,0.0539999999999999,0.0364999999999999,0.14875,0.0484999999999999,0.0595,0.04375,0.05575,0.0579999999999999,0.04525,0.0419999999999999,0.0675,0.04525,0.03675,0.0464999999999999,0.04975,0.0735,0.131,0.03275,0.03025,0.0212499999999999,0.0802499999999999,0.0424999999999999,0.05375,0.0319999999999999,0.0277499999999999,0.0857499999999999,0.065,0.0469999999999999,0.0167499999999999,0.0344999999999999,0.04425,0.09475,0.0222499999999999,0.0324999999999999,0.04475,0.024,0.03125,0.0202499999999999,0.024
I Stand Alone (Seul contre tous) (1998),0.9595,0.9595,0.68875,0.94725,0.94725,0.6535,0.7425,0.945,0.84575,0.8945000000000001,0.93575,0.70375,0.5475,0.35475,0.70375,0.39075,0.3472499999999999,0.4115,0.2425,0.44725,0.4545,0.39775,0.1405,0.45025,0.15725,0.56125,0.286,0.381,0.14775,0.73325,0.43125,0.16775,0.255,0.2405,0.15725,0.28525,0.15125,0.2279999999999999,0.29,0.2764999999999999,0.33575,0.183,0.78325,0.30125,0.2714999999999999,0.2624999999999999,0.1059999999999999,0.252,0.37075,0.11475,0.059,0.16725,0.07,0.275,0.124,0.21375,0.05175,0.079,0.10775,0.2967499999999999,0.083,0.03375,0.186,0.2289999999999999,0.142,0.1129999999999999,0.03525,0.4227499999999999,0.1024999999999999,0.03975,0.0419999999999999,0.23525,0.0534999999999999,0.11825,0.2624999999999999,0.15825,0.1392499999999999,0.03775,0.1064999999999999,0.196,0.05525,0.2299999999999999,0.0419999999999999,0.0574999999999999,0.0514999999999999,0.0944999999999999,0.0454999999999999,0.0162499999999999,0.1644999999999999,0.25175,0.05675,0.0837499999999999,0.16125,0.26625,0.072,0.129,0.28625,0.1347499999999999,0.0087499999999999,0.0282499999999999,0.04525,0.1312499999999999,0.0697499999999999,0.0984999999999999,0.0755,0.04075,0.0145,0.0389999999999999,0.23025,0.0845,0.0192499999999999,0.0324999999999999,0.0494999999999999,0.03675,0.17125,0.0389999999999999,0.0235,0.03725,0.144,0.077,0.09725,0.0697499999999999,0.0409999999999999,0.015,0.0695,0.0954999999999999,0.0514999999999999,0.0267499999999999,0.0165,0.0127499999999999,0.027,0.09775,0.152,0.0725,0.0459999999999999,0.0935,0.0305,0.18275,0.04175,0.0905,0.05425,0.0185,0.0374999999999999,0.0262499999999999,0.04175,0.0102499999999999,0.03675,0.03875,0.03375
Ravenous (1999),0.8514999999999999,0.89825,0.853,0.547,0.581,0.7569999999999999,0.49775,0.869,0.689,0.478,0.5065,0.35775,0.478,0.7795000000000001,0.344,0.3562499999999999,0.367,0.4125,0.4014999999999999,0.44775,0.284,0.30725,0.70425,0.1709999999999999,0.28425,0.40275,0.3359999999999999,0.2967499999999999,0.1935,0.2694999999999999,0.16225,0.3395,0.2204999999999999,0.44775,0.3135,0.3429999999999999,0.25675,0.22425,0.4085,0.198,0.40925,0.1225,0.1709999999999999,0.21225,0.14525,0.181,0.16875,0.16825,0.09625,0.203,0.20725,0.2835,0.64225,0.15575,0.137,0.12075,0.14075,0.11925,0.1392499999999999,0.1109999999999999,0.20775,0.79125,0.09625,0.17575,0.5385,0.172,0.56825,0.42225,0.14175,0.0935,0.38575,0.1825,0.15975,0.44475,0.1195,0.1465,0.0677499999999999,0.16925,0.127,0.06225,0.1059999999999999,0.377,0.195,0.1357499999999999,0.20725,0.22275,0.1089999999999999,0.14575,0.04225,0.093,0.1365,0.0732499999999999,0.1415,0.0584999999999999,0.093,0.09775,0.03725,0.0687499999999999,0.14625,0.1395,0.0782499999999999,0.1024999999999999,0.252,0.073,0.32325,0.05025,0.0775,0.1149999999999999,0.0287499999999999,0.0434999999999999,0.04425,0.0822499999999999,0.04475,0.07,0.08675,0.41825,0.10925,0.05825,0.0642499999999999,0.0785,0.0964999999999999,0.0687499999999999,0.10075,0.134,0.063,0.0595,0.059,0.0857499999999999,0.0584999999999999,0.0192499999999999,0.062,0.03275,0.03525,0.0374999999999999,0.0474999999999999,0.0605,0.0334999999999999,0.0339999999999999,0.1267499999999999,0.04725,0.03025,0.0339999999999999,0.0394999999999999,0.04575,0.09325,0.0369999999999999,0.03025,0.0217499999999999,0.0187499999999999
Heaven (1998),0.7757499999999999,0.5955,0.806,0.702,0.64175,0.855,0.6675,0.8965000000000001,0.613,0.6675,0.7715000000000001,0.5215,0.6825,0.4585,0.2274999999999999,0.4679999999999999,0.5275,0.62625,0.1305,0.702,0.56775,0.1985,0.415,0.3205,0.6825,0.40175,0.47,0.34975,0.28625,0.28,0.3492499999999999,0.3105,0.3419999999999999,0.57425,0.56525,0.27,0.27075,0.3552499999999999,0.32775,0.565,0.64075,0.41725,0.718,0.278,0.25825,0.501,0.23225,0.4355,0.4044999999999999,0.35875,0.26375,0.5835,0.08975,0.64875,0.122,0.10375,0.148,0.23275,0.24,0.247,0.0812499999999999,0.2915,0.11375,0.3389999999999999,0.3345,0.1694999999999999,0.0647499999999999,0.187,0.38175,0.3067499999999999,0.0855,0.0677499999999999,0.173,0.1119999999999999,0.11475,0.188,0.1337499999999999,0.068,0.31975,0.31025,0.08725,0.0549999999999999,0.247,0.4825,0.0314999999999999,0.14175,0.11325,0.0817499999999999,0.22125,0.0802499999999999,0.04825,0.05325,0.23225,0.0905,0.27475,0.0852499999999999,0.0544999999999999,0.10975,0.0167499999999999,0.4455,0.15525,0.0389999999999999,0.0687499999999999,0.04625,0.04775,0.0672499999999999,0.142,0.0225,0.20975,0.23375,0.31675,0.1144999999999999,0.04125,0.57225,0.10425,0.04375,0.074,0.0579999999999999,0.119,0.1599999999999999,0.0205,0.0087499999999999,0.1962499999999999,0.062,0.09675,0.0394999999999999,0.0852499999999999,0.0549999999999999,0.0579999999999999,0.18075,0.08,0.0657499999999999,0.0632499999999999,0.0677499999999999,0.37475,0.09975,0.0127499999999999,0.0215,0.1915,0.0287499999999999,0.023,0.0459999999999999,0.26275,0.0265,0.0444999999999999,0.1377499999999999,0.0434999999999999,0.013,0.10125
"Boys, The (1998)",0.51075,0.73825,0.64,0.73825,0.73825,0.74375,0.666,0.9205,0.666,0.63525,0.6845,0.59225,0.4087499999999999,0.4405,0.62125,0.3522499999999999,0.36175,0.4905,0.16825,0.16025,0.51025,0.15825,0.3542499999999999,0.1912499999999999,0.0825,0.2975,0.437,0.3485,0.1089999999999999,0.2534999999999999,0.78125,0.38825,0.1382499999999999,0.21025,0.28225,0.1865,0.21675,0.212,0.1599999999999999,0.25075,0.27575,0.29325,0.16625,0.1895,0.0969999999999999,0.3562499999999999,0.1325,0.18,0.10725,0.2005,0.1475,0.09375,0.10875,0.1942499999999999,0.23725,0.537,0.1395,0.16025,0.15975,0.251,0.3115,0.4365,0.0579999999999999,0.062,0.06225,0.1664999999999999,0.21975,0.254,0.1669999999999999,0.3305,0.30325,0.09725,0.16075,0.0647499999999999,0.1907499999999999,0.25575,0.1674999999999999,0.1215,0.1397499999999999,0.0852499999999999,0.085,0.12275,0.0905,0.3175,0.3702499999999999,0.14,0.30725,0.09825,0.1525,0.33775,0.8407500000000001,0.0845,0.22925,0.09025,0.0772499999999999,0.0845,0.0815,0.067,0.1029999999999999,0.94175,0.0752499999999999,0.0832499999999999,0.0812499999999999,0.1624999999999999,0.0832499999999999,0.1694999999999999,0.1275,0.0564999999999999,0.268,0.178,0.1134999999999999,0.1875,0.0404999999999999,0.265,0.0514999999999999,0.182,0.1325,0.1649999999999999,0.024,0.1134999999999999,0.0954999999999999,0.029,0.0469999999999999,0.067,0.12375,0.06075,0.084,0.04425,0.061,0.083,0.1109999999999999,0.14175,0.03375,0.0479999999999999,0.11025,0.06225,0.1875,0.1385,0.03175,0.0192499999999999,0.05175,0.04075,0.0429999999999999,0.26525,0.03325,0.03675,0.03775,0.0324999999999999,0.0939999999999999
Killer's Kiss (1955),0.84425,0.63475,0.59825,0.84425,0.56225,0.71325,0.6205,0.67025,0.63475,0.47175,0.7095,0.5795,0.47875,0.27675,0.5795,0.51225,0.32075,0.3994999999999999,0.39425,0.3874999999999999,0.302,0.20925,0.91275,0.2269999999999999,0.3249999999999999,0.198,0.2259999999999999,0.3399999999999999,0.8560000000000001,0.2977499999999999,0.1535,0.3415,0.2244999999999999,0.211,0.4265,0.21775,0.4952499999999999,0.20575,0.3335,0.26425,0.2012499999999999,0.2075,0.4265,0.1704999999999999,0.261,0.0584999999999999,0.1535,0.09425,0.3632499999999999,0.156,0.10275,0.077,0.067,0.08625,0.1315,0.1355,0.16125,0.0762499999999999,0.175,0.1892499999999999,0.18225,0.09875,0.147,0.1262499999999999,0.03475,0.1337499999999999,0.1154999999999999,0.03025,0.11025,0.1664999999999999,0.1614999999999999,0.16275,0.18725,0.33675,0.10275,0.122,0.1569999999999999,0.086,0.2375,0.194,0.1669999999999999,0.09375,0.249,0.1029999999999999,0.0775,0.124,0.088,0.0842499999999999,0.0827499999999999,0.129,0.0969999999999999,0.1342499999999999,0.1195,0.12475,0.0875,0.3405,0.11675,0.072,0.15675,0.059,0.0595,0.0785,0.15225,0.0429999999999999,0.05625,0.0399999999999999,0.16175,0.03675,0.0529999999999999,0.03675,0.17325,0.0277499999999999,0.776,0.05975,0.03225,0.088,0.0642499999999999,0.1342499999999999,0.0459999999999999,0.1104999999999999,0.07,0.09375,0.0765,0.0474999999999999,0.15575,0.0564999999999999,0.02975,0.11525,0.0369999999999999,0.1139999999999999,0.03975,0.0319999999999999,0.062,0.0584999999999999,0.0717499999999999,0.0245,0.08725,0.0935,0.03975,0.03525,0.05575,0.0782499999999999,0.0785,0.0305,0.0662499999999999,0.029,0.10675,0.07,0.0237499999999999
Pit and the Pendulum (1961),0.8835,0.9125,0.776,0.8214999999999999,0.62375,0.7065,0.776,0.46025,0.611,0.4665,0.45425,0.4347499999999999,0.5295,0.3085,0.22875,0.4317499999999999,0.8320000000000001,0.4067499999999999,0.9065,0.637,0.20375,0.1395,0.4337499999999999,0.1272499999999999,0.3125,0.44625,0.32325,0.3974999999999999,0.59175,0.304,0.2244999999999999,0.17475,0.242,0.217,0.21175,0.45725,0.193,0.214,0.1915,0.4065,0.407,0.262,0.09425,0.32725,0.5,0.0832499999999999,0.25075,0.1225,0.2085,0.1609999999999999,0.60625,0.4385,0.118,0.18225,0.138,0.1325,0.3754999999999999,0.3037499999999999,0.0999999999999999,0.2309999999999999,0.16375,0.0979999999999999,0.0875,0.2435,0.3309999999999999,0.2234999999999999,0.424,0.0409999999999999,0.15975,0.20525,0.1785,0.14075,0.1362499999999999,0.0847499999999999,0.0944999999999999,0.11975,0.12175,0.1594999999999999,0.11775,0.18125,0.0959999999999999,0.145,0.4265,0.0865,0.1322499999999999,0.09975,0.09625,0.258,0.12275,0.10125,0.1365,0.0845,0.1902499999999999,0.05625,0.0792499999999999,0.16325,0.0424999999999999,0.09175,0.0949999999999999,0.0707499999999999,0.0767499999999999,0.1124999999999999,0.091,0.09175,0.183,0.05025,0.0424999999999999,0.05225,0.0277499999999999,0.031,0.1104999999999999,0.0595,0.05025,0.0499999999999999,0.1555,0.1205,0.1629999999999999,0.0579999999999999,0.0344999999999999,0.0459999999999999,0.0579999999999999,0.18425,0.04875,0.16025,0.05075,0.0722499999999999,0.0549999999999999,0.05375,0.03075,0.04925,0.05225,0.0682499999999999,0.0464999999999999,0.0905,0.063,0.0642499999999999,0.0419999999999999,0.0554999999999999,0.16475,0.04525,0.0464999999999999,0.0905,0.03875,0.0257499999999999,0.05975,0.0564999999999999,0.0574999999999999,0.0717499999999999,0.0187499999999999
