movieId,documentary,weird,runaway,culture clash,melancholic,original,greed,drama,independent film,good,betrayal,drinking,mentor,dialogue,light,vengeance,life & death,catastrophe,islam,creativity,pornography,quirky,life philosophy,childhood,unlikely friendships,adaptation,fun movie,prejudice,death,good music,chase,very funny,not funny,family,dysfunctional family,predictable,addiction,classic car,surveillance,fantasy world,queer,internet,fight scenes,nudity (full frontal - brief),censorship,weapons,first contact,computer animation,california,transformation,small town,teen movie,hip hop,british,sexy,absurd,film noir,multiple storylines,sacrifice,women,wilderness,dreams,new jersey,road movie,period piece,underrated,awesome soundtrack,alter ego,writers,nudity (topless - brief),hotel,stand-up comedy,doctors,atheism,bollywood,hospital,brothers,wartime,stereotypes,irish accent,survival,hunting,texas,tokyo,farce,prison,memory,too long,oil,simple,new york city,workplace,80s,divorce,alternate history,reality tv,directorial debut,indians,blindness,1930s,wine,finnish,pulp,interracial romance,san francisco,homeless,cancer,stoner movie,best of 2005,race,adoption,radio,foul language,made for tv,mad scientist,notable nudity,god,australia,lawyer,french,kick-butt women,camp,island,potential oscar nom,rebellion,father daughter relationship,los angeles,russian,prostitution,nudity (rear),immortality,desert,fashion,kidnapping,ensemble cast,snakes,time,shopping,buddy movie,goth,too short,robert downey jr,unlikeable characters,ghosts/afterlife,graphic novel,trilogy,no plot,single father,remake
Pumping Iron (1977),0.8779999999999999,0.68425,0.68425,0.55975,0.5645,0.708,0.4992499999999999,0.5485,0.4347499999999999,0.594,0.4669999999999999,0.28225,0.57275,0.3702499999999999,0.3605,0.32375,0.186,0.4165,0.4347499999999999,0.45975,0.4489999999999999,0.21575,0.27875,0.411,0.1882499999999999,0.65475,0.621,0.4347499999999999,0.1805,0.1164999999999999,0.33625,0.2744999999999999,0.27325,0.1402499999999999,0.151,0.1915,0.0655,0.33425,0.15075,0.3117499999999999,0.35775,0.22875,0.3735,0.1785,0.24175,0.393,0.17675,0.10875,0.702,0.25875,0.15425,0.10325,0.1372499999999999,0.146,0.21775,0.0925,0.127,0.1694999999999999,0.34025,0.2105,0.27575,0.16175,0.217,0.11425,0.23075,0.181,0.0979999999999999,0.212,0.0857499999999999,0.17375,0.0935,0.08,0.235,0.1109999999999999,0.0657499999999999,0.0852499999999999,0.0999999999999999,0.089,0.16325,0.0875,0.086,0.09925,0.17425,0.11075,0.1154999999999999,0.137,0.196,0.0672499999999999,0.1322499999999999,0.1295,0.1262499999999999,0.09075,0.3165,0.10425,0.156,0.1169999999999999,0.083,0.127,0.076,0.12075,0.1134999999999999,0.0262499999999999,0.22725,0.087,0.0642499999999999,0.066,0.0524999999999999,0.086,0.0569999999999999,0.0539999999999999,0.05575,0.1265,0.0554999999999999,0.0857499999999999,0.15425,0.0939999999999999,0.09675,0.077,0.04025,0.0642499999999999,0.0742499999999999,0.0787499999999999,0.06025,0.04875,0.04125,0.04925,0.0712499999999999,0.0464999999999999,0.0642499999999999,0.07,0.34125,0.0574999999999999,0.0569999999999999,0.1175,0.0504999999999999,0.10225,0.1059999999999999,0.0257499999999999,0.0725,0.0404999999999999,0.03125,0.0389999999999999,0.03425,0.03175,0.03675,0.0334999999999999,0.03475,0.0177499999999999,0.0187499999999999
"American Nightmare, The (2000)",0.97625,0.4629999999999999,0.4629999999999999,0.52025,0.61875,0.6215,0.545,0.54675,0.82575,0.45275,0.45275,0.32175,0.489,0.372,0.477,0.47475,0.45275,0.402,0.5765,0.5385,0.31875,0.32575,0.3,0.58,0.25625,0.4307499999999999,0.37525,0.2895,0.525,0.0655,0.2244999999999999,0.23325,0.34125,0.46125,0.15125,0.2274999999999999,0.09375,0.15725,0.2005,0.31625,0.24825,0.0757499999999999,0.1725,0.254,0.1922499999999999,0.26125,0.195,0.46775,0.16025,0.211,0.11975,0.1925,0.22025,0.0727499999999999,0.2224999999999999,0.1525,0.1139999999999999,0.15775,0.11575,0.187,0.12125,0.16325,0.09925,0.0715,0.1074999999999999,0.18075,0.05675,0.1725,0.2027499999999999,0.05425,0.17325,0.64475,0.03525,0.071,0.11775,0.0685,0.0705,0.2485,0.306,0.0785,0.10925,0.06175,0.26275,0.1109999999999999,0.17725,0.1094999999999999,0.0685,0.09775,0.12325,0.0615,0.0605,0.06075,0.0785,0.1265,0.1014999999999999,0.0484999999999999,0.1445,0.1965,0.1915,0.3,0.0544999999999999,0.293,0.1325,0.10725,0.0222499999999999,0.04675,0.05375,0.07,0.0287499999999999,0.0439999999999999,0.2085,0.1114999999999999,0.0319999999999999,0.1835,0.10725,0.172,0.05875,0.12075,0.0404999999999999,0.0705,0.05675,0.09325,0.028,0.1149999999999999,0.05125,0.0404999999999999,0.0175,0.05675,0.0625,0.0292499999999999,0.069,0.0247499999999999,0.2475,0.028,0.0459999999999999,0.021,0.0374999999999999,0.1252499999999999,0.0197499999999999,0.1347499999999999,0.0384999999999999,0.17925,0.0227499999999999,0.067,0.05675,0.0339999999999999,0.0177499999999999,0.0354999999999999,0.0282499999999999
Gimme Shelter (1970),0.8102499999999999,0.85775,0.7885,0.85775,0.96625,0.8167500000000001,0.7885,0.7885,0.7885,0.7885,0.94275,0.7885,0.4287499999999999,0.7315,0.50725,0.94275,0.4327499999999999,0.44725,0.48575,0.38675,0.52225,0.39,0.20825,0.1955,0.24625,0.50775,0.3219999999999999,0.3429999999999999,0.7095,0.8792500000000001,0.4509999999999999,0.34775,0.3572499999999999,0.267,0.3045,0.21575,0.7682500000000001,0.38325,0.6125,0.2035,0.3445,0.25225,0.3097499999999999,0.34175,0.3522499999999999,0.3097499999999999,0.1952499999999999,0.17725,0.7195,0.26525,0.17025,0.1235,0.373,0.37,0.3435,0.3117499999999999,0.32675,0.254,0.4735,0.25025,0.217,0.125,0.195,0.34025,0.3185,0.31475,0.3542499999999999,0.2955,0.128,0.29825,0.36675,0.084,0.1495,0.1332499999999999,0.05775,0.1674999999999999,0.4335,0.1962499999999999,0.2214999999999999,0.2055,0.2229999999999999,0.12325,0.20325,0.14225,0.17675,0.1564999999999999,0.11825,0.1584999999999999,0.1402499999999999,0.1009999999999999,0.261,0.1634999999999999,0.192,0.1664999999999999,0.10575,0.15475,0.17175,0.0979999999999999,0.1664999999999999,0.1609999999999999,0.2194999999999999,0.04775,0.15175,0.1765,0.863,0.0852499999999999,0.0534999999999999,0.34775,0.134,0.05325,0.0775,0.15725,0.20375,0.17675,0.08725,0.14175,0.0564999999999999,0.0625,0.292,0.0682499999999999,0.1402499999999999,0.1245,0.0865,0.0747499999999999,0.1907499999999999,0.1262499999999999,0.0964999999999999,0.05025,0.1109999999999999,0.14875,0.03025,0.139,0.0685,0.1317499999999999,0.16525,0.04575,0.0895,0.0207499999999999,0.15175,0.2514999999999999,0.0197499999999999,0.10075,0.0792499999999999,0.04675,0.0444999999999999,0.0775,0.05425,0.0195,0.0152499999999999
28 Up (1985),0.94975,0.8427500000000001,0.737,0.8427500000000001,0.8427500000000001,0.7577499999999999,0.73675,0.694,0.694,0.69375,0.694,0.694,0.60825,0.52575,0.4117499999999999,0.3472499999999999,0.45075,0.4469999999999999,0.199,0.40125,0.24075,0.3712499999999999,0.57175,0.63075,0.44575,0.2877499999999999,0.2339999999999999,0.25675,0.27325,0.16975,0.306,0.20575,0.349,0.4952499999999999,0.40625,0.174,0.15725,0.3235,0.208,0.2244999999999999,0.2684999999999999,0.1385,0.22275,0.28525,0.1985,0.22275,0.16575,0.2264999999999999,0.245,0.33575,0.2885,0.23525,0.0662499999999999,0.732,0.1337499999999999,0.218,0.2967499999999999,0.279,0.1164999999999999,0.6165,0.172,0.57125,0.11225,0.18375,0.4535,0.2145,0.1604999999999999,0.12275,0.15225,0.15225,0.238,0.11375,0.21675,0.15925,0.093,0.1987499999999999,0.08925,0.09575,0.238,0.1382499999999999,0.0875,0.09825,0.16075,0.3345,0.10475,0.0935,0.1704999999999999,0.3742499999999999,0.17275,0.0964999999999999,0.0807499999999999,0.23525,0.0805,0.50675,0.09425,0.1385,0.1415,0.11925,0.08,0.1154999999999999,0.21225,0.0735,0.126,0.14525,0.0827499999999999,0.5355,0.093,0.11475,0.09175,0.0795,0.184,0.0675,0.0449999999999999,0.187,0.09925,0.0569999999999999,0.04325,0.2455,0.09675,0.10975,0.074,0.08875,0.0647499999999999,0.0579999999999999,0.1555,0.0574999999999999,0.0379999999999999,0.065,0.1029999999999999,0.0692499999999999,0.09825,0.0662499999999999,0.0464999999999999,0.0449999999999999,0.0885,0.0454999999999999,0.1205,0.0837499999999999,0.0354999999999999,0.0314999999999999,0.0192499999999999,0.0272499999999999,0.0374999999999999,0.05325,0.0157499999999999,0.1327499999999999,0.0295,0.0324999999999999,0.0102499999999999
Genghis Blues (1999),0.87975,0.597,0.7285,0.7285,0.645,0.68725,0.645,0.7285,0.7285,0.7285,0.57975,0.7285,0.72525,0.597,0.7285,0.278,0.4225,0.4605,0.58075,0.3682499999999999,0.153,0.398,0.5125,0.361,0.7855000000000001,0.211,0.16775,0.2895,0.155,0.973,0.191,0.38575,0.33575,0.147,0.253,0.197,0.0762499999999999,0.21025,0.12175,0.2915,0.1977499999999999,0.21275,0.24625,0.25825,0.3502499999999999,0.136,0.21025,0.14275,0.1322499999999999,0.2425,0.2289999999999999,0.17725,0.254,0.2997499999999999,0.10175,0.1335,0.15875,0.2105,0.25825,0.2977499999999999,0.1307499999999999,0.27875,0.1475,0.4217499999999999,0.20775,0.143,0.23925,0.0735,0.124,0.18725,0.11425,0.0949999999999999,0.0569999999999999,0.0999999999999999,0.28225,0.215,0.2704999999999999,0.2957499999999999,0.2012499999999999,0.11075,0.0667499999999999,0.0524999999999999,0.1347499999999999,0.1322499999999999,0.08,0.1124999999999999,0.11375,0.09725,0.14925,0.1855,0.03975,0.05525,0.074,0.0737499999999999,0.1064999999999999,0.03625,0.09475,0.383,0.3107499999999999,0.1175,0.301,0.1337499999999999,0.14175,0.06125,0.768,0.10925,0.1614999999999999,0.074,0.1445,0.15625,0.087,0.525,0.05475,0.0584999999999999,0.0519999999999999,0.082,0.0339999999999999,0.16725,0.04175,0.11725,0.059,0.09425,0.0484999999999999,0.2125,0.0707499999999999,0.0275,0.05225,0.25025,0.05775,0.05425,0.0454999999999999,0.1215,0.0364999999999999,0.0389999999999999,0.05275,0.0305,0.02975,0.0509999999999999,0.0175,0.03,0.03025,0.0245,0.024,0.0185,0.0187499999999999,0.03575,0.0665,0.0282499999999999,0.0067499999999999
Woodstock (1970),0.7855000000000001,0.8035000000000001,0.8165,0.8035000000000001,0.699,0.8567499999999999,0.725,0.8035000000000001,0.8165,0.8035000000000001,0.6045,0.50675,0.62625,0.70475,0.618,0.52225,0.31525,0.4675,0.8165,0.5155,0.5,0.38325,0.35775,0.6665,0.30825,0.50875,0.52825,0.4455,0.31025,0.9845,0.4217499999999999,0.436,0.3515,0.28525,0.31275,0.257,0.87175,0.31125,0.32375,0.26875,0.29025,0.1935,0.437,0.45525,0.31,0.437,0.21025,0.16875,0.422,0.3542499999999999,0.34575,0.2224999999999999,0.3455,0.40325,0.48675,0.3515,0.20475,0.4165,0.50175,0.20375,0.18375,0.1624999999999999,0.22725,0.4645,0.5695,0.4882499999999999,0.541,0.2475,0.1275,0.4185,0.23875,0.1649999999999999,0.257,0.15775,0.124,0.1555,0.2007499999999999,0.3542499999999999,0.2514999999999999,0.1584999999999999,0.1932499999999999,0.0787499999999999,0.2055,0.1297499999999999,0.2855,0.12475,0.21875,0.4014999999999999,0.131,0.2025,0.3017499999999999,0.1049999999999999,0.22375,0.09925,0.26975,0.2694999999999999,0.2115,0.184,0.14775,0.1387499999999999,0.05975,0.0685,0.14625,0.204,0.09975,0.0534999999999999,0.10525,0.32275,0.245,0.1265,0.0725,0.2847499999999999,0.277,0.1119999999999999,0.1945,0.11825,0.1515,0.08975,0.0579999999999999,0.09725,0.1545,0.14925,0.1325,0.1205,0.27675,0.10125,0.26625,0.0775,0.0762499999999999,0.11225,0.0812499999999999,0.27175,0.0265,0.0534999999999999,0.2319999999999999,0.1425,0.16275,0.0647499999999999,0.24575,0.0702499999999999,0.04475,0.0702499999999999,0.0797499999999999,0.06075,0.03125,0.0554999999999999,0.06,0.022,0.03375
Dark Days (2000),0.96825,0.8227500000000001,0.8029999999999999,0.8029999999999999,0.7655000000000001,0.83975,0.8029999999999999,0.8029999999999999,0.8600000000000001,0.7737499999999999,0.72125,0.8035000000000001,0.57825,0.681,0.50175,0.39525,0.5235,0.4539999999999999,0.4882499999999999,0.33725,0.4932499999999999,0.70175,0.44725,0.2385,0.41125,0.50825,0.2584999999999999,0.36775,0.26325,0.2945,0.202,0.3335,0.36175,0.29625,0.41925,0.32025,0.8380000000000001,0.2544999999999999,0.31975,0.31975,0.263,0.2395,0.1935,0.3685,0.172,0.1935,0.18425,0.1435,0.22625,0.28425,0.3117499999999999,0.1185,0.414,0.40325,0.20875,0.245,0.8035000000000001,0.4409999999999999,0.1945,0.17725,0.20425,0.20925,0.4862499999999999,0.178,0.1475,0.3379999999999999,0.2907499999999999,0.20875,0.2654999999999999,0.3725,0.22875,0.11675,0.1624999999999999,0.1905,0.0605,0.27675,0.155,0.1649999999999999,0.51125,0.185,0.287,0.15725,0.1515,0.15,0.09375,0.129,0.17225,0.17225,0.3645,0.1975,0.947,0.3087499999999999,0.16225,0.1295,0.11675,0.132,0.1892499999999999,0.068,0.1084999999999999,0.09225,0.10675,0.0757499999999999,0.1154999999999999,0.1345,0.5495,0.9985,0.16525,0.3429999999999999,0.11275,0.1277499999999999,0.1235,0.18675,0.22575,0.0852499999999999,0.10925,0.0494999999999999,0.1885,0.0439999999999999,0.0287499999999999,0.0817499999999999,0.09625,0.10125,0.1084999999999999,0.15525,0.05925,0.12025,0.10775,0.09375,0.11225,0.15275,0.06125,0.029,0.09225,0.03875,0.17225,0.0354999999999999,0.0359999999999999,0.1044999999999999,0.03975,0.04775,0.022,0.06225,0.04525,0.0595,0.0439999999999999,0.0479999999999999,0.0792499999999999,0.0389999999999999,0.0085
Monterey Pop (1968),0.3115,0.70925,0.67525,0.70925,0.989,0.8385,0.71125,0.70925,0.677,0.6875,0.602,0.56025,0.4207499999999999,0.61725,0.57,0.418,0.31475,0.437,0.26625,0.4459999999999999,0.4469999999999999,0.33425,0.2674999999999999,0.4105,0.3672499999999999,0.4265,0.34375,0.249,0.23325,0.96425,0.3565,0.304,0.3745,0.2329999999999999,0.26725,0.2219999999999999,0.4822499999999999,0.2524999999999999,0.28325,0.24625,0.21125,0.0797499999999999,0.34375,0.301,0.2239999999999999,0.34375,0.1699999999999999,0.2339999999999999,0.596,0.2935,0.304,0.1385,0.29725,0.565,0.311,0.26225,0.3205,0.33875,0.3245,0.1599999999999999,0.093,0.16175,0.14825,0.242,0.597,0.4745,0.4117499999999999,0.21875,0.08975,0.4034999999999999,0.1694999999999999,0.1865,0.128,0.17575,0.202,0.1922499999999999,0.1475,0.11775,0.24,0.23275,0.0822499999999999,0.0529999999999999,0.1435,0.10075,0.1972499999999999,0.11725,0.17175,0.3854999999999999,0.09625,0.2554999999999999,0.14675,0.09625,0.1302499999999999,0.0772499999999999,0.14275,0.074,0.1365,0.1972499999999999,0.17375,0.16875,0.04825,0.0642499999999999,0.1664999999999999,0.1594999999999999,0.7135,0.0489999999999999,0.369,0.15225,0.09925,0.0672499999999999,0.05625,0.25425,0.1629999999999999,0.16675,0.15525,0.0777499999999999,0.358,0.0855,0.0847499999999999,0.0732499999999999,0.1185,0.1584999999999999,0.182,0.0434999999999999,0.1915,0.0999999999999999,0.059,0.069,0.05875,0.1325,0.1305,0.1352499999999999,0.03425,0.05325,0.177,0.2355,0.0444999999999999,0.0167499999999999,0.23925,0.04575,0.04175,0.0534999999999999,0.0725,0.03975,0.0205,0.0374999999999999,0.04425,0.015,0.0202499999999999
Baadasssss! (How to Get the Man's Foot Outta Your Ass) (2003),0.44725,0.68375,0.68625,0.7982499999999999,0.7982499999999999,0.86775,0.69525,0.66325,0.96325,0.7115,0.62625,0.516,0.8325,0.498,0.516,0.5725,0.22275,0.43725,0.49075,0.3712499999999999,0.66075,0.4872499999999999,0.17425,0.64675,0.43225,0.585,0.4745,0.43875,0.357,0.2915,0.2395,0.33225,0.3085,0.65175,0.7215,0.2564999999999999,0.20675,0.189,0.2724999999999999,0.33725,0.39825,0.1029999999999999,0.5155,0.32925,0.428,0.3215,0.25075,0.1714999999999999,0.31425,0.25575,0.25775,0.216,0.68675,0.507,0.40175,0.36575,0.51575,0.29725,0.43875,0.17375,0.0959999999999999,0.36575,0.33375,0.1382499999999999,0.52675,0.32625,0.2915,0.426,0.32275,0.3385,0.1367499999999999,0.12425,0.14625,0.128,0.1485,0.1059999999999999,0.32425,0.2887499999999999,0.396,0.1569999999999999,0.24975,0.0434999999999999,0.16725,0.15575,0.1659999999999999,0.12025,0.17125,0.141,0.03425,0.12025,0.2887499999999999,0.11925,0.16625,0.09975,0.1195,0.05225,0.22425,0.3395,0.20675,0.1907499999999999,0.05125,0.09825,0.1134999999999999,0.1679999999999999,0.2624999999999999,0.0807499999999999,0.17175,0.23575,0.1897499999999999,0.16875,0.079,0.09975,0.1897499999999999,0.2025,0.15875,0.11425,0.367,0.3319999999999999,0.10575,0.0949999999999999,0.1272499999999999,0.1084999999999999,0.1415,0.1825,0.1425,0.211,0.20625,0.04425,0.0745,0.205,0.1099999999999999,0.09075,0.11275,0.0702499999999999,0.077,0.14925,0.0755,0.04725,0.0499999999999999,0.08775,0.0807499999999999,0.1932499999999999,0.0672499999999999,0.072,0.2925,0.0662499999999999,0.0499999999999999,0.0494999999999999,0.04375
My Voyage to Italy (Il mio viaggio in Italia) (1999),0.92125,0.897,0.897,0.8685,0.93775,0.697,0.8685,0.8685,0.8095000000000001,0.8400000000000001,0.71825,0.8095000000000001,0.57725,0.7545,0.8095000000000001,0.4935,0.3615,0.41,0.78175,0.11425,0.53875,0.4882499999999999,0.32175,0.45375,0.4509999999999999,0.56175,0.4379999999999999,0.56425,0.3824999999999999,0.3107499999999999,0.33975,0.44175,0.361,0.344,0.50475,0.204,0.1535,0.187,0.559,0.32025,0.379,0.0637499999999999,0.286,0.072,0.303,0.193,0.204,0.15475,0.1785,0.2115,0.26975,0.3115,0.1659999999999999,0.22275,0.426,0.1599999999999999,0.4177499999999999,0.61575,0.4345,0.14575,0.05525,0.2554999999999999,0.4459999999999999,0.25175,0.3974999999999999,0.1535,0.397,0.2005,0.24775,0.2995,0.1144999999999999,0.1282499999999999,0.10475,0.1367499999999999,0.27625,0.14975,0.2445,0.4115,0.23675,0.14625,0.0687499999999999,0.2234999999999999,0.05025,0.1084999999999999,0.0852499999999999,0.26225,0.0842499999999999,0.3235,0.1555,0.20325,0.349,0.09575,0.3027499999999999,0.2065,0.74175,0.0245,0.16475,0.0905,0.144,0.16925,0.13,0.1589999999999999,0.11475,0.067,0.09,0.05125,0.23975,0.0792499999999999,0.03975,0.1215,0.0772499999999999,0.0479999999999999,0.3794999999999999,0.3425,0.1257499999999999,0.073,0.0564999999999999,0.0569999999999999,0.1609999999999999,0.17875,0.1119999999999999,0.1282499999999999,0.1385,0.0295,0.03275,0.0667499999999999,0.11875,0.22425,0.11225,0.1977499999999999,0.0319999999999999,0.0509999999999999,0.0725,0.04375,0.0925,0.04475,0.0282499999999999,0.0247499999999999,0.0265,0.0207499999999999,0.0095,0.09925,0.0364999999999999,0.1144999999999999,0.022,0.0697499999999999,0.05375,0.0207499999999999,0.013
Salesman (1969),0.877,0.8605,0.8605,0.95325,0.989,0.64025,0.7922499999999999,0.72575,0.72575,0.4679999999999999,0.95325,0.65375,0.35575,0.50525,0.46475,0.32575,0.28225,0.44475,0.4187499999999999,0.29525,0.3685,0.43775,0.37375,0.1445,0.25,0.3395,0.269,0.22525,0.3249999999999999,0.12425,0.3385,0.2845,0.3097499999999999,0.1922499999999999,0.39525,0.15125,0.2007499999999999,0.351,0.236,0.1435,0.2115,0.4559999999999999,0.1785,0.2165,0.24325,0.1624999999999999,0.1604999999999999,0.09775,0.2744999999999999,0.22725,0.23425,0.1169999999999999,0.1024999999999999,0.23675,0.133,0.23675,0.65375,0.09625,0.10625,0.1455,0.196,0.1545,0.311,0.634,0.16275,0.20425,0.066,0.088,0.1937499999999999,0.0825,0.60975,0.0737499999999999,0.0702499999999999,0.45175,0.10875,0.145,0.51925,0.208,0.09775,0.09925,0.199,0.1215,0.2145,0.1367499999999999,0.20825,0.09725,0.1129999999999999,0.0792499999999999,0.147,0.079,0.0944999999999999,0.3145,0.0672499999999999,0.1902499999999999,0.0632499999999999,0.59125,0.1272499999999999,0.09925,0.0777499999999999,0.1154999999999999,0.15275,0.10375,0.10125,0.143,0.1609999999999999,0.1455,0.03375,0.4405,0.0359999999999999,0.0832499999999999,0.0857499999999999,0.05475,0.0374999999999999,0.14075,0.0852499999999999,0.06125,0.45175,0.0439999999999999,0.122,0.12175,0.1175,0.1195,0.0777499999999999,0.026,0.04325,0.069,0.05025,0.14825,0.1009999999999999,0.05425,0.04075,0.0735,0.0767499999999999,0.10425,0.079,0.028,0.0802499999999999,0.09275,0.0225,0.0227499999999999,0.0499999999999999,0.03475,0.06225,0.0245,0.0132499999999999,0.0339999999999999,0.03475,0.019,0.0085
"Five Obstructions, The (Fem benspænd, De) (2003)",0.62875,0.8799999999999999,0.7375,0.8799999999999999,0.8799999999999999,0.8992500000000001,0.859,0.7375,0.8799999999999999,0.7375,0.40275,0.46225,0.78075,0.859,0.70975,0.3245,0.299,0.43425,0.1887499999999999,0.80925,0.49875,0.69025,0.39475,0.14225,0.3612499999999999,0.3017499999999999,0.26675,0.1629999999999999,0.2035,0.14475,0.2105,0.2405,0.27425,0.2965,0.3235,0.4295,0.10925,0.3185,0.2259999999999999,0.192,0.29725,0.36875,0.1925,0.21225,0.3379999999999999,0.1387499999999999,0.4295,0.2965,0.431,0.3047499999999999,0.146,0.145,0.0695,0.1079999999999999,0.421,0.4185,0.46225,0.3235,0.11775,0.2995,0.09425,0.3017499999999999,0.12275,0.2279999999999999,0.09525,0.186,0.0935,0.1347499999999999,0.268,0.30425,0.6765,0.0989999999999999,0.12325,0.10775,0.0797499999999999,0.11325,0.0915,0.10675,0.09575,0.14575,0.0827499999999999,0.1265,0.0989999999999999,0.15425,0.10125,0.09125,0.2254999999999999,0.10075,0.1342499999999999,0.10075,0.071,0.23125,0.0267499999999999,0.17025,0.0812499999999999,0.10175,0.16225,0.059,0.1735,0.1134999999999999,0.0645,0.22825,0.081,0.12225,0.0775,0.073,0.068,0.1034999999999999,0.2329999999999999,0.1019999999999999,0.05325,0.0305,0.0339999999999999,0.10625,0.138,0.0544999999999999,0.1327499999999999,0.0494999999999999,0.0344999999999999,0.09625,0.14875,0.059,0.05425,0.04575,0.0409999999999999,0.11875,0.1985,0.0835,0.0434999999999999,0.063,0.307,0.073,0.04875,0.0627499999999999,0.10875,0.0959999999999999,0.05825,0.03175,0.0489999999999999,0.0192499999999999,0.18125,0.10475,0.08675,0.0242499999999999,0.015,0.087,0.066,0.0192499999999999,0.2065
Born Rich (2003),0.82125,0.7829999999999999,0.7829999999999999,0.772,0.74675,0.87775,0.85975,0.772,0.74675,0.772,0.74675,0.74675,0.91525,0.48175,0.6075,0.3794999999999999,0.59975,0.711,0.6265,0.38925,0.47375,0.425,0.718,0.8640000000000001,0.3415,0.31475,0.5795,0.246,0.2977499999999999,0.0857499999999999,0.3445,0.4379999999999999,0.33025,0.8640000000000001,0.3672499999999999,0.62375,0.3245,0.2405,0.4245,0.31575,0.3435,0.48,0.48175,0.1614999999999999,0.2299999999999999,0.48175,0.3129999999999999,0.8640000000000001,0.4545,0.31375,0.3764999999999999,0.39325,0.0514999999999999,0.12175,0.213,0.2885,0.12275,0.2977499999999999,0.283,0.3319999999999999,0.2284999999999999,0.2012499999999999,0.1644999999999999,0.176,0.21425,0.45475,0.182,0.1917499999999999,0.3415,0.23675,0.4645,0.06,0.11875,0.3025,0.1119999999999999,0.2445,0.24,0.26825,0.1887499999999999,0.09325,0.11225,0.088,0.2314999999999999,0.0817499999999999,0.0989999999999999,0.10475,0.145,0.1342499999999999,0.2654999999999999,0.18075,0.3455,0.2995,0.30025,0.3562499999999999,0.253,0.3602499999999999,0.1902499999999999,0.1275,0.0559999999999999,0.22375,0.2465,0.0222499999999999,0.1385,0.12,0.0807499999999999,0.7749999999999999,0.1579999999999999,0.085,0.5,0.1425,0.2314999999999999,0.09175,0.1405,0.10225,0.0687499999999999,0.12075,0.1255,0.0349999999999999,0.45125,0.0574999999999999,0.11475,0.20525,0.05475,0.30925,0.0974999999999999,0.04175,0.05675,0.05625,0.0832499999999999,0.0915,0.05275,0.0314999999999999,0.0579999999999999,0.04575,0.12475,0.0247499999999999,0.12175,0.4952499999999999,0.04025,0.0374999999999999,0.084,0.0979999999999999,0.20625,0.0775,0.0242499999999999,0.0494999999999999,0.04175,0.1887499999999999,0.0197499999999999
Don't Look Back (1967),0.9385,0.90675,0.8342499999999999,0.8612500000000001,0.96175,0.77875,0.87175,0.6665,0.9095,0.52625,0.67,0.9095,0.4257499999999999,0.52275,0.52975,0.3117499999999999,0.3319999999999999,0.4155,0.4952499999999999,0.5855,0.433,0.53925,0.32975,0.3732499999999999,0.377,0.36975,0.297,0.22025,0.22375,0.9545,0.3135,0.2634999999999999,0.3425,0.09675,0.296,0.148,0.26725,0.1992499999999999,0.3275,0.1604999999999999,0.24725,0.1175,0.24725,0.218,0.2065,0.24725,0.22475,0.11225,0.17775,0.278,0.253,0.1287499999999999,0.36975,0.86625,0.3369999999999999,0.44175,0.9095,0.17625,0.0665,0.16475,0.20725,0.1965,0.1004999999999999,0.4935,0.86625,0.211,0.23375,0.1175,0.2299999999999999,0.3107499999999999,0.76675,0.1574999999999999,0.10325,0.09825,0.1709999999999999,0.15075,0.139,0.17625,0.0835,0.12275,0.0767499999999999,0.1315,0.10125,0.1355,0.3219999999999999,0.1099999999999999,0.14825,0.05475,0.1327499999999999,0.15625,0.092,0.15975,0.09975,0.2604999999999999,0.1004999999999999,0.48275,0.242,0.0822499999999999,0.1297499999999999,0.1785,0.17225,0.1317499999999999,0.142,0.1185,0.1044999999999999,0.0717499999999999,0.1079999999999999,0.37725,0.08925,0.09275,0.0635,0.22775,0.03775,0.183,0.273,0.0404999999999999,0.0652499999999999,0.0389999999999999,0.0399999999999999,0.142,0.08975,0.08975,0.0657499999999999,0.0642499999999999,0.147,0.0504999999999999,0.0364999999999999,0.0984999999999999,0.0835,0.04725,0.0384999999999999,0.0364999999999999,0.018,0.04925,0.04825,0.05775,0.2244999999999999,0.1119999999999999,0.03425,0.024,0.0157499999999999,0.03375,0.0414999999999999,0.02,0.0285,0.0282499999999999,0.03275,0.0282499999999999,0.008
